energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.90995498,1.66887127,0.83868441,0.30795543,0.00257275,0.35888768,0.01285366,0.62513685,0.59416568,0.05683593
-5.90395198,1.69330924,0.86016365,0.31085900,0.00252661,0.36492011,0.01288723,0.63017421,0.59592445,0.05776413
-5.89794897,1.71852808,0.88460277,0.31466767,0.00246567,0.37253229,0.01290319,0.63391469,0.59601932,0.05859663
-5.89194597,1.74489522,0.91197643,0.31944125,0.00239146,0.38172443,0.01290444,0.63661394,0.59477032,0.05935002
-5.88594297,1.77271275,0.94215666,0.32521396,0.00230576,0.39245105,0.01289412,0.63854025,0.59252230,0.06004141
-5.87993997,1.80219314,0.97490909,0.33199049,0.00221052,0.40461910,0.01287543,0.63996136,0.58962947,0.06068726
-5.87393697,1.83343821,1.00989315,0.33974305,0.00210782,0.41808765,0.01285161,0.64113139,0.58643952,0.06130238
-5.86793397,1.86642275,1.04666614,0.34840959,0.00199974,0.43266943,0.01282586,0.64227864,0.58327816,0.06189893
-5.86193097,1.90098365,1.08469139,0.35789314,0.00188839,0.44813402,0.01280131,0.64359471,0.58043460,0.06248558
-5.85592796,1.93681540,1.12335036,0.36806264,0.00177574,0.46421275,0.01278105,0.64522567,0.57814897,0.06306693
-5.84992496,1.97347240,1.16195820,0.37875497,0.00166367,0.48060513,0.01276818,0.64726566,0.57660205,0.06364307
-5.84392196,2.01037823,1.19978257,0.38977842,0.00155384,0.49698651,0.01276587,0.64975326,0.57590796,0.06420943
-5.83791896,2.04684172,1.23606493,0.40091732,0.00144769,0.51301703,0.01277754,0.65267084,0.57611014,0.06475690
-5.83191596,2.08207933,1.27004374,0.41193783,0.00134644,0.52835117,0.01280693,0.65594691,0.57718074,0.06527216
-5.82591296,2.11524288,1.30097883,0.42259466,0.00125103,0.54264794,0.01285826,0.65946130,0.57902360,0.06573830
-5.81990995,2.14545170,1.32817595,0.43263851,0.00116215,0.55558113,0.01293637,0.66305295,0.58148043,0.06613562
-5.81390695,2.17182773,1.35101097,0.44182393,0.00108025,0.56684947,0.01304679,0.66652982,0.58434013,0.06644259
-5.80790395,2.19353206,1.36895253,0.44991738,0.00100557,0.57618615,0.01319587,0.66968052,0.58735060,0.06663691
-5.80190095,2.20980143,1.38158281,0.45670512,0.00093812,0.58336758,0.01339074,0.67228684,0.59023252,0.06669674
-5.79589795,2.21998301,1.38861532,0.46200071,0.00087780,0.58822094,0.01363931,0.67413682,0.59269451,0.06660174
-5.78989495,2.22356587,1.38990943,0.46565168,0.00082436,0.59063038,0.01395013,0.67503734,0.59444876,0.06633426
-5.78389195,2.22020793,1.38548099,0.46754532,0.00077750,0.59054157,0.01433224,0.67482596,0.59522660,0.06588029
-5.77788894,2.20975696,1.37550884,0.46761311,0.00073688,0.58796455,0.01479485,0.67338110,0.59479312,0.06523031
-5.77188594,2.19226499,1.36033687,0.46583380,0.00070219,0.58297467,0.01534708,0.67063028,0.59296029,0.06437997
-5.76588294,2.16799524,1.34047180,0.46223493,0.00067317,0.57571175,0.01599749,0.66655592,0.58959797,0.06333049
-5.75987994,2.13742153,1.31657649,0.45689273,0.00064967,0.56637744,0.01675366,0.66119854,0.58464231,0.06208888
-5.75387694,2.10122007,1.28945934,0.44993039,0.00063165,0.55523077,0.01762173,0.65465712,0.57810128,0.06066794
-5.74787394,2.06025409,1.26005975,0.44151490,0.00061924,0.54258235,0.01860587,0.64708677,0.57005715,0.05908590
-5.74187094,2.01555206,1.22943038,0.43185235,0.00061275,0.52878710,0.01970783,0.63869386,0.56066588,0.05736604
-5.73586793,1.96828034,1.19871650,0.42118220,0.00061268,0.51423600,0.02092650,0.62972883,0.55015341,0.05553594
-5.72986493,1.91971158,1.16913305,0.40977047,0.00061970,0.49934706,0.02225756,0.62047718,0.53880939,0.05362667
-5.72386193,1.87118996,1.14193994,0.39790234,0.00063470,0.48455579,0.02369322,0.61124905,0.52697838,0.05167185
-5.71785893,1.82409492,1.11841622,0.38587433,0.00065873,0.47030546,0.02522210,0.60236791,0.51504917,0.04970665
-5.71185593,1.77980451,1.09983360,0.37398638,0.00069302,0.45703753,0.02682918,0.59415902,0.50344260,0.04776670
-5.70585293,1.73965972,1.08742982,0.36253416,0.00073890,0.44518226,0.02849605,0.58693800,0.49259854,0.04588707
-5.69984992,1.70493101,1.08238248,0.35180182,0.00079781,0.43515002,0.03020116,0.58100014,0.48296237,0.04410131
-5.69384692,1.67678779,1.08578359,0.34205532,0.00087125,0.42732322,0.03192033,0.57661080,0.47497156,0.04244052
-5.68784392,1.65627183,1.09861530,0.33353667,0.00096069,0.42204913,0.03362738,0.57399725,0.46904285,0.04093260
-5.68184092,1.64427486,1.12172714,0.32645906,0.00106756,0.41963353,0.03529487,0.57334214,0.46556023,0.03960153
-5.67583792,1.64152063,1.15581500,0.32100291,0.00119317,0.42033534,0.03689497,0.57477869,0.46486419,0.03846694
-5.66983492,1.64855153,1.20140221,0.31731292,0.00133861,0.42436216,0.03840036,0.57838777,0.46724236,0.03754367
-5.66383192,1.66571943,1.25882286,0.31549610,0.00150475,0.43186664,0.03978515,0.58419652,0.47292173,0.03684158
-5.65782891,1.69318060,1.32820769,0.31562056,0.00169211,0.44294363,0.04102580,0.59217867,0.48206246,0.03636545
-5.65182591,1.73089400,1.40947273,0.31771507,0.00190080,0.45762813,0.04210195,0.60225609,0.49475340,0.03611501
-5.64582291,1.77862278,1.50231107,0.32176930,0.00213051,0.47589383,0.04299713,0.61430148,0.51100918,0.03608512
-5.63981991,1.83593843,1.60618803,0.32773453,0.00238040,0.49765228,0.04369934,0.62814197,0.53076892,0.03626595
-5.63381691,1.90222714,1.72033998,0.33552486,0.00264910,0.52275277,0.04420142,0.64356327,0.55389635,0.03664336
-5.62781391,1.97669832,1.84377731,0.34501874,0.00293465,0.55098273,0.04450127,0.66031436,0.58018149,0.03719924
-5.62181091,2.05839500,1.97529174,0.35606093,0.00323455,0.58206893,0.04460177,0.67811239,0.60934361,0.03791198
-5.61580790,2.14620625,2.11346836,0.36846473,0.00354571,0.61567942,0.04451056,0.69664786,0.64103559,0.03875694
-5.60980490,2.23888166,2.25670261,0.38201464,0.00386452,0.65142644,0.04423959,0.71558987,0.67484950,0.03970697
-5.60380190,2.33504814,2.40322240,0.39646941,0.00418689,0.68887042,0.04380449,0.73459158,0.71032357,0.04073296
-5.59779890,2.43322933,2.55111524,0.41156559,0.00450834,0.72752511,0.04322381,0.75329583,0.74695029,0.04180443
-5.59179590,2.53186780,2.69836043,0.42702163,0.00482408,0.76686414,0.04251816,0.77134097,0.78418576,0.04289013
-5.58579290,2.62935023,2.84286584,0.44254258,0.00512915,0.80632893,0.04170928,0.78836698,0.82146019,0.04395867
-5.57978989,2.72403559,2.98250868,0.45782536,0.00541851,0.84533803,0.04081910,0.80402183,0.85818940,0.04497915
-5.57378689,2.81428623,3.11517962,0.47256472,0.00568720,0.88329791,0.03986885,0.81796826,0.89378725,0.04592179
-5.56778389,2.89850139,3.23882913,0.48645964,0.00593049,0.91961495,0.03887830,0.82989061,0.92767865,0.04675861
-5.56178089,2.97515265,3.35151488,0.49922026,0.00614400,0.95370853,0.03786500,0.83950195,0.95931308,0.04746402
-5.55577789,3.04282032,3.45144886,0.51057496,0.00632383,0.98502483,0.03684382,0.84655110,0.98817811,0.04801542
-5.54977489,3.10022992,3.53704263,0.52027762,0.00646669,1.01305095,0.03582655,0.85082939,1.01381270,0.04839375
-5.54377189,3.14628725,3.60694933,0.52811459,0.00657002,1.03732892,0.03482172,0.85217698,1.03581968,0.04858393
-5.53776888,3.18011090,3.66010060,0.53391125,0.00663203,1.05746909,0.03383465,0.85048836,1.05387720,0.04857527
-5.53176588,3.20106060,3.69573731,0.53753773,0.00665176,1.07316226,0.03286755,0.84571679,1.06774848,0.04836173
-5.52576288,3.20876022,3.71343241,0.53891371,0.00662914,1.08419009,0.03191988,0.83787739,1.07728954,0.04794208
-5.51975988,3.20311390,3.71310504,0.53801177,0.00656494,1.09043323,0.03098882,0.82704862,1.08245456,0.04731994
-5.51375688,3.18431449,3.69502505,0.53485931,0.00646079,1.09187669,0.03006973,0.81337199,1.08329839,0.04650363
-5.50775388,3.15284328,3.65980725,0.52953871,0.00631905,1.08861212,0.02915678,0.79704985,1.07997614,0.04550596
-5.50175088,3.10946068,3.60839557,0.52218576,0.00614279,1.08083665,0.02824355,0.77834118,1.07273958,0.04434380
-5.49574787,3.05518771,3.54203719,0.51298616,0.00593566,1.06884828,0.02732360,0.75755547,1.06193036,0.04303758
-5.48974487,2.99127856,3.46224741,0.50217042,0.00570175,1.05303774,0.02639101,0.73504486,1.04797025,0.04161071
-5.48374187,2.91918503,3.37076631,0.49000698,0.00544550,1.03387701,0.02544085,0.71119467,1.03134846,0.04008879
-5.47773887,2.84051392,3.26950861,0.47679409,0.00517156,1.01190492,0.02446953,0.68641272,1.01260662,0.03849889
-5.47173587,2.75697873,3.16050839,0.46285048,0.00488462,0.98771019,0.02347509,0.66111777,0.99232174,0.03686876
-5.46573287,2.67034760,3.04586065,0.44850532,0.00458933,0.96191258,0.02245731,0.63572754,0.97108786,0.03522597
-5.45972986,2.58238930,2.92766185,0.43408780,0.00429015,0.93514282,0.02141778,0.61064675,0.94949705,0.03359716
-5.45372686,2.49481943,2.80795137,0.41991681,0.00399127,0.90802217,0.02035979,0.58625574,0.92812042,0.03200728
-5.44772386,2.40924895,2.68865627,0.40629094,0.00369652,0.88114230,0.01928818,0.56289996,0.90749005,0.03047899
-5.44172086,2.32713712,2.57154117,0.39347947,0.00340927,0.85504648,0.01820912,0.54088099,0.88808244,0.02903206
-5.43571786,2.24975067,2.45816515,0.38171449,0.00313245,0.83021262,0.01712977,0.52044925,0.87030429,0.02768300
-5.42971486,2.17813096,2.34984713,0.37118457,0.00286845,0.80703916,0.01605797,0.50179888,0.85448114,0.02644474
-5.42371186,2.11307031,2.24764090,0.36203017,0.00261918,0.78583409,0.01500188,0.48506482,0.84084944,0.02532651
-5.41770885,2.05509848,2.15232060,0.35434096,0.00238602,0.76680771,0.01396966,0.47032241,0.82955228,0.02433385
-5.41170585,2.00447971,2.06437686,0.34815524,0.00216988,0.75006950,0.01296911,0.45758927,0.82063905,0.02346874
-5.40570285,1.96122033,1.98402363,0.34346121,0.00197125,0.73562887,0.01200744,0.44682958,0.81406903,0.02272990
-5.39969985,1.92508639,1.91121486,0.34020027,0.00179021,0.72340013,0.01109103,0.43796039,0.80971858,0.02211317
-5.39369685,1.89563032,1.84567028,0.33827193,0.00162651,0.71321103,0.01022526,0.43085965,0.80739163,0.02161200
-5.38769385,1.87222541,1.78690870,0.33754030,0.00147966,0.70481469,0.00941441,0.42537569,0.80683296,0.02121800
-5.38169085,1.85410619,1.73428724,0.33784160,0.00134895,0.69790422,0.00866164,0.42133757,0.80774347,0.02092157
-5.37568784,1.84041284,1.68704457,0.33899253,0.00123354,0.69212933,0.00796905,0.41856582,0.80979670,0.02071247
-5.36968484,1.83023758,1.64434604,0.34079900,0.00113255,0.68711419,0.00733770,0.41688307,0.81265582,0.02058046
-5.36368184,1.82267063,1.60532889,0.34306490,0.00104506,0.68247571,0.00676780,0.41612408,0.81599006,0.02051582
-5.35767884,1.81684389,1.56914519,0.34560037,0.00097022,0.67784133,0.00625886,0.41614461,0.81948998,0.02050987
-5.35167584,1.81197016,1.53500108,0.34822943,0.00090730,0.67286572,0.00580990,0.41682879,0.82288063,0.02055539
-5.34567284,1.80737634,1.50219051,0.35079647,0.00085569,0.66724543,0.00541964,0.41809460,0.82593211,0.02064686
-5.33966983,1.80252917,1.47012232,0.35317138,0.00081499,0.66073123,0.00508674,0.41989721,0.82846709,0.02078069
-5.33366683,1.79705269,1.43833990,0.35525331,0.00078497,0.65313734,0.00480999,0.42223006,0.83036496,0.02095527
-5.32766383,1.79073671,1.40653289,0.35697268,0.00076567,0.64434758,0.00458846,0.42512361,0.83156252,0.02117088
-5.32166083,1.78353651,1.37454087,0.35829170,0.00075732,0.63431813,0.00442173,0.42864187,0.83205146,0.02142949
-5.31565783,1.77556398,1.34234955,0.35920324,0.00076043,0.62307697,0.00430994,0.43287692,0.83187278,0.02173449
-5.30965483,1.76707109,1.31007996,0.35972835,0.00077570,0.61072035,0.00425390,0.43794164,0.83110870,0.02209030
-5.30365183,1.75842687,1.27797187,0.35991258,0.00080406,0.59740640,0.00425513,0.44396111,0.82987267,0.02250184
-5.29764882,1.75008934,1.24636245,0.35982129,0.00084661,0.58334661,0.00431583,0.45106306,0.82829803,0.02297409
-5.29164582,1.74257406,1.21566175,0.35953434,0.00090461,0.56879538,0.00443883,0.45936788,0.82652623,0.02351149
-5.28564282,1.73642095,1.18632630,0.35914042,0.00097942,0.55403861,0.00462752,0.46897864,0.82469515,0.02411744
-5.27963982,1.73216126,1.15883232,0.35873134,0.00107246,0.53938160,0.00488563,0.47997168,0.82292827,0.02479378
-5.27363682,1.73028622,1.13364986,0.35839657,0.00118516,0.52513697,0.00521713,0.49238823,0.82132532,0.02554034
-5.26763382,1.73121899,1.11121901,0.35821822,0.00131889,0.51161320,0.00562596,0.50622743,0.81995480,0.02635461
-5.26163082,1.73529104,1.09192927,0.35826692,0.00147490,0.49910405,0.00611578,0.52144114,0.81884883,0.02723142
-5.25562781,1.74272406,1.07610262,0.35859840,0.00165426,0.48787942,0.00668976,0.53793089,0.81800044,0.02816287
-5.24962481,1.75361790,1.06398092,0.35925128,0.00185776,0.47817774,0.00735022,0.55554700,0.81736347,0.02913827
-5.24362181,1.76794506,1.05571778,0.36024579,0.00208588,0.47020020,0.00809843,0.57409010,0.81685487,0.03014429
-5.23761881,1.78555160,1.05137485,0.36158364,0.00233868,0.46410672,0.00893428,0.59331502,0.81635933,0.03116522
-5.23161581,1.80616405,1.05092237,0.36324890,0.00261579,0.46001373,0.00985604,0.61293679,0.81573582,0.03218334
-5.22561281,1.82940205,1.05424334,0.36520971,0.00291628,0.45799358,0.01086017,0.63263875,0.81482569,0.03317945
-5.21960980,1.85479544,1.06114090,0.36742086,0.00323871,0.45807535,0.01194108,0.65208232,0.81346187,0.03413344
-5.21360680,1.88180518,1.07134819,0.36982686,0.00358101,0.46024698,0.01309106,0.67091808,0.81147857,0.03502496
-5.20760380,1.90984665,1.08453988,0.37236546,0.00394054,0.46445825,0.01430018,0.68879771,0.80872118,0.03583413
-5.20160080,1.93831439,1.10034471,0.37497129,0.00431405,0.47062449,0.01555630,0.70538636,0.80505559,0.03654226
-5.19559780,1.96660673,1.11835836,0.37757961,0.00469774,0.47863080,0.01684519,0.72037482,0.80037675,0.03713255
-5.18959480,1.99414957,1.13815593,0.38012967,0.00508729,0.48833634,0.01815067,0.73349109,0.79461583,0.03759070
-5.18359180,2.02041778,1.15930371,0.38256792,0.00547794,0.49957882,0.01945488,0.74451073,0.78774580,0.03790551
-5.17758879,2.04495382,1.18136961,0.38485054,0.00586462,0.51217872,0.02073863,0.75326565,0.77978509,0.03806932
-5.17158579,2.06738237,1.20393222,0.38694542,0.00624200,0.52594343,0.02198181,0.75965084,0.77079921,0.03807831
-5.16558279,2.08742089,1.22658827,0.38883351,0.00660469,0.54067104,0.02316389,0.76362879,0.76090014,0.03793266
-5.15957979,2.10488556,1.24895852,0.39050936,0.00694735,0.55615390,0.02426442,0.76523132,0.75024371,0.03763662
-5.15357679,2.11969265,1.27069216,0.39198104,0.00726485,0.57218196,0.02526364,0.76455879,0.73902485,0.03719828
-5.14757379,2.13185553,1.29146994,0.39326930,0.00755242,0.58854585,0.02614302,0.76177662,0.72747109,0.03662932
-5.14157079,2.14147762,1.31100633,0.39440617,0.00780582,0.60503988,0.02688585,0.75710925,0.71583442,0.03594456
-5.13556778,2.14874180,1.32905078,0.39543310,0.00802144,0.62146490,0.02747778,0.75083182,0.70438200,0.03516141
-5.12956478,2.15389705,1.34538856,0.39639860,0.00819643,0.63763113,0.02790725,0.74325985,0.69338603,0.03429918
-5.12356178,2.15724293,1.35984122,0.39735566,0.00832879,0.65336093,0.02816591,0.73473738,0.68311317,0.03337839
-5.11755878,2.15911288,1.37226692,0.39835903,0.00841742,0.66849148,0.02824890,0.72562404,0.67381402,0.03242002
-5.11155578,2.15985687,1.38256064,0.39946242,0.00846216,0.68287740,0.02815505,0.71628163,0.66571315,0.03144474
-5.10555278,2.15982441,1.39065428,0.40071586,0.00846375,0.69639307,0.02788688,0.70706069,0.65899995,0.03047223
-5.09954977,2.15934844,1.39651659,0.40216317,0.00842381,0.70893463,0.02745055,0.69828773,0.65382085,0.02952050
-5.09354677,2.15873075,1.40015272,0.40383979,0.00834476,0.72042153,0.02685567,0.69025354,0.65027310,0.02860534
-5.08754377,2.15822934,1.40160327,0.40577084,0.00822967,0.73079737,0.02611496,0.68320317,0.64840053,0.02773988
-5.08154077,2.15804806,1.40094253,0.40796966,0.00808219,0.74003000,0.02524382,0.67732787,0.64819129,0.02693426
-5.07553777,2.15832884,1.39827580,0.41043675,0.00790634,0.74811069,0.02425987,0.67275938,0.64957780,0.02619547
-5.06953477,2.15914642,1.39373549,0.41315906,0.00770642,0.75505229,0.02318230,0.66956678,0.65243883,0.02552729
-5.06353177,2.16050580,1.38747614,0.41610982,0.00748676,0.76088642,0.02203134,0.66775595,0.65660365,0.02493034
-5.05752876,2.16234217,1.37966810,0.41924870,0.00725166,0.76565965,0.02082763,0.66727164,0.66185800,0.02440237
-5.05152576,2.16452329,1.37049031,0.42252244,0.00700520,0.76942886,0.01959161,0.66800201,0.66795173,0.02393849
-5.04552276,2.16685401,1.36012205,0.42586580,0.00675113,0.77225592,0.01834294,0.66978543,0.67460769,0.02353164
-5.03951976,2.16908292,1.34873444,0.42920294,0.00649281,0.77420203,0.01710009,0.67241918,0.68153150,0.02317302
-5.03351676,2.17091068,1.33648177,0.43244914,0.00623309,0.77532192,0.01587985,0.67566957,0.68842185,0.02285262
-5.02751376,2.17199999,1.32349345,0.43551275,0.00597435,0.77565839,0.01469701,0.67928314,0.69498087,0.02255975
-5.02151076,2.17198675,1.30986688,0.43829757,0.00571844,0.77523749,0.01356420,0.68299826,0.70092414,0.02228355
-5.01550775,2.17049232,1.29566201,0.44070537,0.00546674,0.77406467,0.01249170,0.68655681,0.70599005,0.02201348
-5.00950475,2.16713639,1.28089780,0.44263863,0.00522020,0.77212231,0.01148746,0.68971519,0.70994796,0.02173982
-5.00350175,2.16155032,1.26555116,0.44400350,0.00497940,0.76936871,0.01055713,0.69225439,0.71260513,0.02145399
-4.99749875,2.15339035,1.24955832,0.44471272,0.00474466,0.76573886,0.00970423,0.69398854,0.71381196,0.02114891
-4.99149575,2.14235049,1.23281895,0.44468858,0.00451607,0.76114688,0.00893034,0.69477171,0.71346551,0.02081922
-4.98549275,2.12817454,1.21520267,0.44386576,0.00429365,0.75549013,0.00823535,0.69450262,0.71151120,0.02046141
-4.97948974,2.11066671,1.19655778,0.44219388,0.00407736,0.74865482,0.00761776,0.69312718,0.70794265,0.02007389
-4.97348674,2.08970061,1.17672163,0.43963975,0.00386723,0.74052266,0.00707496,0.69063876,0.70279971,0.01965697
-4.96748374,2.06522591,1.15553212,0.43618906,0.00366339,0.73097840,0.00660352,0.68707630,0.69616499,0.01921275
-4.96148074,2.03727253,1.13283964,0.43184756,0.00346609,0.71991758,0.00619949,0.68252041,0.68815882,0.01874491
-4.95547774,2.00595193,1.10851854,0.42664151,0.00327576,0.70725414,0.00585861,0.67708769,0.67893315,0.01825855
-4.94947474,1.97145539,1.08247776,0.42061741,0.00309299,0.69292742,0.00557654,0.67092376,0.66866450,0.01775983
-4.94347174,1.93404924,1.05466962,0.41384093,0.00291851,0.67690802,0.00534900,0.66419516,0.65754643,0.01725572
-4.93746873,1.89406719,1.02509646,0.40639509,0.00275317,0.65920224,0.00517190,0.65708081,0.64578173,0.01675364
-4.93146573,1.85190000,0.99381462,0.39837775,0.00259788,0.63985480,0.00504140,0.64976335,0.63357476,0.01626117
-4.92546273,1.80798297,0.96093566,0.38989844,0.00245358,0.61894968,0.00495390,0.64242082,0.62112421,0.01578569
-4.91945973,1.76278190,0.92662466,0.38107478,0.00232117,0.59660907,0.00490607,0.63521917,0.60861654,0.01533411
-4.91345673,1.71677807,0.89109592,0.37202855,0.00220145,0.57299050,0.00489475,0.62830590,0.59622049,0.01491263
-4.90745373,1.67045317,0.85460619,0.36288165,0.00209505,0.54828236,0.00491691,0.62180514,0.58408265,0.01452651
-4.90145073,1.62427487,0.81744616,0.35375222,0.00200244,0.52269811,0.00496952,0.61581442,0.57232444,0.01417992
-4.89544772,1.57868387,0.77993049,0.34475100,0.00192381,0.49646957,0.00504950,0.61040322,0.56104039,0.01387585
-4.88944472,1.53408305,0.74238729,0.33597829,0.00185911,0.46983966,0.00515359,0.60561334,0.55029796,0.01361607
-4.88344172,1.49082934,0.70514747,0.32752142,0.00180798,0.44305505,0.00527830,0.60146100,0.54013862,0.01340115
-4.87743872,1.44922864,0.66853468,0.31945322,0.00176982,0.41635907,0.00541985,0.59794046,0.53058026,0.01323055
-4.87143572,1.40953405,0.63285638,0.31183115,0.00174373,0.38998530,0.00557417,0.59502905,0.52162067,0.01310273
-4.86543272,1.37194729,0.59839640,0.30469744,0.00172857,0.36415206,0.00573686,0.59269306,0.51324193,0.01301536
-4.85942971,1.33662322,0.56540934,0.29808003,0.00172301,0.33905810,0.00590327,0.59089435,0.50541537,0.01296549
-4.85342671,1.30367681,0.53411696,0.29199425,0.00172554,0.31487948,0.00606858,0.58959709,0.49810696,0.01294982
-4.84742371,1.27319212,0.50470656,0.28644509,0.00173458,0.29176779,0.00622785,0.58877422,0.49128268,0.01296491
-4.84142071,1.24523256,0.47733126,0.28142989,0.00174846,0.26984959,0.00637621,0.58841341,0.48491372,0.01300741
-4.83541771,1.21985140,0.45211193,0.27694124,0.00176556,0.24922698,0.00650895,0.58852182,0.47898106,0.01307432
-4.82941471,1.19710200,0.42914048,0.27296988,0.00178431,0.22997912,0.00662171,0.58912962,0.47347942,0.01316313
-4.82341171,1.17704675,0.40848416,0.26950730,0.00180326,0.21216451,0.00671062,0.59029187,0.46842007,0.01327202
-4.81740870,1.15976410,0.39019037,0.26654801,0.00182114,0.19582372,0.00677245,0.59208861,0.46383267,0.01339996
-4.81140570,1.14535321,0.37429177,0.26409116,0.00183686,0.18098249,0.00680474,0.59462315,0.45976575,0.01354672
-4.80540270,1.13393575,0.36081111,0.26214149,0.00184960,0.16765489,0.00680591,0.59801858,0.45628598,0.01371295
-4.79939970,1.12565483,0.34976571,0.26070952,0.00185877,0.15584638,0.00677536,0.60241266,0.45347629,0.01390006
-4.79339670,1.12067109,0.34117111,0.25981103,0.00186402,0.14555659,0.00671348,0.60795135,0.45143280,0.01411015
-4.78739370,1.11915622,0.33504386,0.25946584,0.00186528,0.13678188,0.00662170,0.61478136,0.45026082,0.01434588
-4.78139070,1.12128453,0.33140333,0.25969598,0.00186270,0.12951728,0.00650245,0.62304211,0.45007025,0.01461026
-4.77538769,1.12722302,0.33027252,0.26052356,0.00185666,0.12375818,0.00635910,0.63285760,0.45097038,0.01490647
-4.76938469,1.13712083,0.33167781,0.26196825,0.00184770,0.11950137,0.00619587,0.64432865,0.45306458,0.01523766
-4.76338169,1.15109883,0.33564795,0.26404497,0.00183654,0.11674574,0.00601770,0.65752608,0.45644517,0.01560670
-4.75737869,1.16923997,0.34221214,0.26676151,0.00182403,0.11549243,0.00583014,0.67248511,0.46118853,0.01601603
-4.75137569,1.19158130,0.35139753,0.27011677,0.00181109,0.11574466,0.00563917,0.68920152,0.46735095,0.01646751
-4.74537269,1.21810792,0.36322624,0.27409931,0.00179874,0.11750704,0.00545106,0.70762966,0.47496526,0.01696220
-4.73936968,1.24874941,0.37771197,0.27868667,0.00178803,0.12078464,0.00527219,0.72768261,0.48403843,0.01750038
-4.73336668,1.28337887,0.39485643,0.28384531,0.00178008,0.12558156,0.00510891,0.74923434,0.49455022,0.01808142
-4.72736368,1.32181444,0.41464556,0.28953120,0.00177603,0.13189927,0.00496739,0.77212391,0.50645289,0.01870384
-4.72136068,1.36382312,0.43704579,0.29569112,0.00177708,0.13973456,0.00485351,0.79616128,0.51967192,0.01936529
-4.71535768,1.40912641,0.46200029,0.30226435,0.00178451,0.14907722,0.00477277,0.82113449,0.53410764,0.02006270
-4.70935468,1.45740729,0.48942533,0.30918475,0.00179970,0.15990747,0.00473020,0.84681770,0.54963765,0.02079232
-4.70335168,1.50831783,0.51920692,0.31638303,0.00182415,0.17219317,0.00473032,0.87297958,0.56611976,0.02154987
-4.69734867,1.56148681,0.55119761,0.32378896,0.00185956,0.18588691,0.00477712,0.89939157,0.58339542,0.02233066
-4.69134567,1.61652670,0.58521384,0.33133340,0.00190781,0.20092307,0.00487406,0.92583548,0.60129326,0.02312974
-4.68534267,1.67303964,0.62103368,0.33894989,0.00197104,0.21721507,0.00502411,0.95210996,0.61963274,0.02394196
-4.67933967,1.73062188,0.65839541,0.34657589,0.00205168,0.23465280,0.00522977,0.97803558,0.63822764,0.02476212
-4.67333667,1.78886669,0.69699688,0.35415331,0.00215244,0.25310053,0.00549314,1.00345828,0.65688941,0.02558500
-4.66733367,1.84736564,0.73649603,0.36162856,0.00227633,0.27239550,0.00581599,1.02825100,0.67543017,0.02640540
-4.66133067,1.90570870,0.77651258,0.36895202,0.00242664,0.29234725,0.00619981,1.05231373,0.69366555,0.02721818
-4.65532766,1.96348330,0.81663126,0.37607712,0.00260691,0.31273800,0.00664589,1.07557200,0.71141717,0.02801823
-4.64932466,2.02027327,0.85640654,0.38295911,0.00282086,0.33332413,0.00715536,1.09797420,0.72851502,0.02880048
-4.64332166,2.07565789,0.89536912,0.38955370,0.00307233,0.35383887,0.00772924,1.11948803,0.74479964,0.02955982
