energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.89794897,1.67401244,0.28915989,0.85134350,0.00557430,0.16674990,0.19479390,0.10216073,0.00624726,0.73694618
-5.89194597,1.57124236,0.26654762,0.80589060,0.00522939,0.15078990,0.18053134,0.09557078,0.00566206,0.69409693
-5.88594297,1.47493239,0.24596669,0.76289765,0.00493661,0.13624059,0.16743479,0.08932506,0.00514230,0.65314318
-5.87993997,1.38561090,0.22748808,0.72264551,0.00469683,0.12313304,0.15557544,0.08346236,0.00468810,0.61436233
-5.87393697,1.30365294,0.21114177,0.68535110,0.00450970,0.11147218,0.14499685,0.07801217,0.00429828,0.57797804
-5.86793397,1.22927591,0.19691793,0.65116274,0.00437371,0.10123798,0.13571504,0.07299459,0.00397053,0.54415710
-5.86193097,1.16254023,0.18476955,0.62015751,0.00428619,0.09238736,0.12771956,0.06842057,0.00370152,0.51300810
-5.85592796,1.10335476,0.17461620,0.59234086,0.00424347,0.08485683,0.12097538,0.06429247,0.00348706,0.48458204
-5.84992496,1.05148666,0.16634885,0.56764843,0.00424097,0.07856555,0.11542568,0.06060490,0.00332229,0.45887459
-5.84392196,1.00657533,0.15983539,0.54594996,0.00427334,0.07341889,0.11099521,0.05734577,0.00320181,0.43583011
-5.83791896,0.96815005,0.15492700,0.52705534,0.00433463,0.06931214,0.10759426,0.05449752,0.00311984,0.41534709
-5.83191596,0.93565060,0.15146474,0.51072241,0.00441845,0.06613442,0.10512301,0.05203858,0.00307045,0.39728499
-5.82591296,0.90845056,0.14928660,0.49666654,0.00451817,0.06377252,0.10347620,0.04994487,0.00304762,0.38147214
-5.81990995,0.88588237,0.14823449,0.48457146,0.00462707,0.06211470,0.10254784,0.04819143,0.00304548,0.36771462
-5.81390695,0.86726351,0.14816116,0.47410123,0.00473858,0.06105423,0.10223605,0.04675406,0.00305838,0.35580570
-5.80790395,0.85192309,0.14893676,0.46491274,0.00484640,0.06049263,0.10244759,0.04561098,0.00308106,0.34553570
-5.80190095,0.83922787,0.15045492,0.45666844,0.00494473,0.06034261,0.10310223,0.04474438,0.00310874,0.33670176
-5.79589795,0.82860691,0.15263805,0.44904882,0.00502835,0.06053045,0.10413658,0.04414195,0.00313721,0.32911740
-5.78989495,0.81957400,0.15544180,0.44176410,0.00509284,0.06099798,0.10550740,0.04379816,0.00316289,0.32262126
-5.78389195,0.81174695,0.15885834,0.43456477,0.00513461,0.06170399,0.10719420,0.04371540,0.00318294,0.31708491
-5.77788894,0.80486297,0.16291841,0.42725047,0.00515104,0.06262504,0.10920098,0.04390485,0.00319522,0.31241927
-5.77188594,0.79878952,0.16769191,0.41967690,0.00514051,0.06375565,0.11155710,0.04438701,0.00319834,0.30857930
-5.76588294,0.79353001,0.17328697,0.41176045,0.00510243,0.06510789,0.11431711,0.04519195,0.00319165,0.30556686
-5.75987994,0.78922394,0.17984734,0.40348037,0.00503724,0.06671034,0.11755954,0.04635905,0.00317520,0.30343135
-5.75387694,0.78614141,0.18754810,0.39487833,0.00494635,0.06860641,0.12138459,0.04793650,0.00314968,0.30226828
-5.74787394,0.78467193,0.19658974,0.38605547,0.00483208,0.07085206,0.12591080,0.04998018,0.00311634,0.30221540
-5.74187094,0.78530782,0.20719068,0.37716699,0.00469759,0.07351304,0.13127069,0.05255227,0.00307691,0.30344685
-5.73586793,0.78862267,0.21957827,0.36841456,0.00454672,0.07666162,0.13760549,0.05571931,0.00303352,0.30616511
-5.72986493,0.79524563,0.23397874,0.36003685,0.00438391,0.08037290,0.14505907,0.05954995,0.00298852,0.31059133
-5.72386193,0.80583229,0.25060617,0.35229861,0.00421400,0.08472092,0.15377135,0.06411238,0.00294444,0.31695412
-5.71785893,0.82103336,0.26965092,0.34547867,0.00404212,0.08977458,0.16387125,0.06947137,0.00290379,0.32547741
-5.71185593,0.84146222,0.29126804,0.33985753,0.00387353,0.09559353,0.17546956,0.07568526,0.00286902,0.33636769
-5.70585293,0.86766271,0.31556594,0.33570485,0.00371347,0.10222426,0.18865198,0.08280279,0.00284234,0.34980139
-5.69984992,0.90007842,0.34259607,0.33326749,0.00356701,0.10969641,0.20347253,0.09085995,0.00282566,0.36591260
-5.69384692,0.93902474,0.37234381,0.33275849,0.00343895,0.11801960,0.21994783,0.09987704,0.00282048,0.38478205
-5.68784392,0.98466501,0.40472140,0.33434749,0.00333373,0.12718084,0.23805228,0.10985596,0.00282785,0.40642760
-5.68184092,1.03699167,0.43956311,0.33815284,0.00325530,0.13714271,0.25771464,0.12077794,0.00284831,0.43079687
-5.67583792,1.09581364,0.47662316,0.34423579,0.00320711,0.14784238,0.27881612,0.13260183,0.00288186,0.45776235
-5.66983492,1.16075028,0.51557662,0.35259689,0.00319205,0.15919157,0.30119020,0.14526298,0.00292795,0.48711938
-5.66383192,1.23123272,0.55602356,0.36317475,0.00321245,0.17107759,0.32462425,0.15867297,0.00298553,0.51858716
-5.65782891,1.30651247,0.59749643,0.37584710,0.00327010,0.18336532,0.34886313,0.17272005,0.00305306,0.55181285
-5.65182591,1.38567735,0.63947050,0.39043422,0.00336625,0.19590021,0.37361456,0.18727055,0.00312859,0.58637884
-5.64582291,1.46767423,0.68137722,0.40670439,0.00350170,0.20851224,0.39855626,0.20217105,0.00320980,0.62181284
-5.63981991,1.55133776,0.72262003,0.42438124,0.00367685,0.22102057,0.42334457,0.21725149,0.00329415,0.65760060
-5.63381691,1.63542417,0.76259201,0.44315271,0.00389177,0.23323891,0.44762433,0.23232892,0.00337891,0.69320069
-5.62781391,1.71864880,0.80069470,0.46268114,0.00414628,0.24498120,0.47103956,0.24721203,0.00346129,0.72806085
-5.62181091,1.79972577,0.83635736,0.48261421,0.00444005,0.25606761,0.49324461,0.26170603,0.00353855,0.76163520
-5.61580790,1.87740837,0.86905576,0.50259618,0.00477266,0.26633031,0.51391519,0.27561799,0.00360810,0.79340164
-5.60980490,1.95052827,0.89832968,0.52227912,0.00514365,0.27561901,0.53275896,0.28876218,0.00366754,0.82287854
-5.60380190,2.01803201,0.92379828,0.54133355,0.00555260,0.28380586,0.54952505,0.30096536,0.00371482,0.84964021
-5.59779890,2.07901314,0.94517262,0.55945821,0.00599914,0.29078960,0.56401212,0.31207176,0.00374824,0.87333021
-5.59179590,2.13273864,0.96226469,0.57638849,0.00648294,0.29649857,0.57607467,0.32194748,0.00376655,0.89367205
-5.58579290,2.17866847,0.97499251,0.59190329,0.00700369,0.30089273,0.58562716,0.33048422,0.00376893,0.91047674
-5.57978989,2.21646755,0.98338104,0.60583008,0.00756108,0.30396427,0.59264587,0.33760211,0.00375508,0.92364689
-5.57378689,2.24600958,0.98755890,0.61804797,0.00815465,0.30573704,0.59716836,0.34325152,0.00372518,0.93317714
-5.56778389,2.26737285,0.98775095,0.62848871,0.00878374,0.30626472,0.59929060,0.34741384,0.00367987,0.93915102
-5.56178089,2.28082833,0.98426733,0.63713578,0.00944731,0.30562780,0.59916195,0.35010115,0.00362026,0.94173443
-5.55577789,2.28682089,0.97748938,0.64402160,0.01014386,0.30392969,0.59697824,0.35135491,0.00354786,0.94116613
-5.54977489,2.28594468,0.96785319,0.64922312,0.01087119,0.30129196,0.59297337,0.35124360,0.00346457,0.93774577
-5.54377189,2.27891422,0.95583183,0.65285603,0.01162634,0.29784917,0.58740985,0.34985962,0.00337259,0.93182019
-5.53776888,2.26653267,0.94191695,0.65506805,0.01240541,0.29374340,0.58056882,0.34731557,0.00327439,0.92376871
-5.53176588,2.24965908,0.92660080,0.65603158,0.01320344,0.28911890,0.57274001,0.34374000,0.00317266,0.91398811
-5.52576288,2.22917624,0.91035966,0.65593611,0.01401440,0.28411697,0.56421213,0.33927306,0.00307021,0.90287827
-5.51975988,2.20596079,0.89363921,0.65498085,0.01483111,0.27887152,0.55526429,0.33406204,0.00296997,0.89082898
-5.51375688,2.18085690,0.87684270,0.65336789,0.01564528,0.27350528,0.54615853,0.32825719,0.00287491,0.87820860
-5.50775388,2.15465462,0.86032224,0.65129611,0.01644764,0.26812698,0.53713405,0.32200790,0.00278798,0.86535511
-5.50175088,2.12807369,0.84437350,0.64895622,0.01722804,0.26282956,0.52840303,0.31545936,0.00271210,0.85256967
-5.49574787,2.10175300,0.82923377,0.64652692,0.01797573,0.25768926,0.52014834,0.30874987,0.00265010,0.84011294
-5.48974487,2.07624583,0.81508322,0.64417232,0.01867954,0.25276583,0.51252272,0.30200887,0.00260466,0.82820402
-5.48374187,2.05202026,0.80204897,0.64204049,0.01932826,0.24810348,0.50564962,0.29535551,0.00257831,0.81702174
-5.47773887,2.02946407,0.79021134,0.64026314,0.01991097,0.24373256,0.49962512,0.28889799,0.00257336,0.80670795
-5.47173587,2.00889300,0.77961172,0.63895611,0.02041735,0.23967179,0.49452067,0.28273337,0.00259189,0.79737223
-5.46573287,1.99056133,0.77026121,0.63822057,0.02083812,0.23593071,0.49038640,0.27694779,0.00263568,0.78909743
-5.45972986,1.97467329,0.76214937,0.63814444,0.02116527,0.23251228,0.48725437,0.27161704,0.00270618,0.78194556
-5.45372686,1.96139418,0.75525231,0.63880411,0.02139247,0.22941524,0.48514158,0.26680727,0.00280446,0.77596325
-5.44772386,1.95086014,0.74953963,0.64026588,0.02151520,0.22663622,0.48405241,0.26257571,0.00293117,0.77118642
-5.44172086,1.94318550,0.74497960,0.64258713,0.02153102,0.22417139,0.48398019,0.25897130,0.00308647,0.76764364
-5.43571786,1.93846730,0.74154243,0.64581705,0.02143960,0.22201746,0.48490784,0.25603517,0.00327002,0.76535808
-5.42971486,1.93678655,0.73920141,0.64999682,0.02124276,0.22017219,0.48680756,0.25380077,0.00348089,0.76434777
-5.42371186,1.93820647,0.73793209,0.65515924,0.02094440,0.21863418,0.48963964,0.25229387,0.00371759,0.76462436
-5.41770885,1.94276780,0.73770968,0.66132807,0.02055032,0.21740221,0.49335061,0.25153213,0.00397798,0.76619049
-5.41170585,1.95048222,0.73850506,0.66851692,0.02006805,0.21647413,0.49787100,0.25152458,0.00425930,0.76903622
-5.40570285,1.96132440,0.74027995,0.67672814,0.01950649,0.21584547,0.50311299,0.25227087,0.00455820,0.77313488
-5.39969985,1.97522381,0.74298183,0.68595174,0.01887566,0.21550790,0.50896836,0.25376045,0.00487071,0.77843881
-5.39369685,1.99205736,0.74653911,0.69616460,0.01818627,0.21544782,0.51530716,0.25597183,0.00519235,0.78487565
-5.38769385,2.01164366,0.75085714,0.70733011,0.01744943,0.21564509,0.52197723,0.25887192,0.00551817,0.79234543
-5.38169085,2.03373981,0.75581556,0.71939833,0.01667625,0.21607213,0.52880501,0.26241562,0.00584289,0.80071902
-5.37568784,2.05804116,0.76126730,0.73230676,0.01587753,0.21669359,0.53559771,0.26654572,0.00616097,0.80983821
-5.36968484,2.08418443,0.76703950,0.74598163,0.01506347,0.21746642,0.54214693,0.27119314,0.00646678,0.81951748
-5.36368184,2.11175412,0.77293629,0.76033962,0.01424345,0.21834062,0.54823366,0.27627755,0.00675475,0.82954758
-5.35767884,2.14029190,0.77874343,0.77528994,0.01342586,0.21926048,0.55363452,0.28170837,0.00701951,0.83970069
-5.35167584,2.16930835,0.78423456,0.79073633,0.01261795,0.22016638,0.55812892,0.28738619,0.00725607,0.84973699
-5.34567284,2.19829646,0.78917853,0.80657907,0.01182582,0.22099686,0.56150678,0.29320449,0.00745998,0.85941210
-5.33966983,2.22674578,0.79334757,0.82271643,0.01105440,0.22169104,0.56357657,0.29905152,0.00762745,0.86848516
-5.33366683,2.25415639,0.79652554,0.83904561,0.01030752,0.22219106,0.56417288,0.30481256,0.00775549,0.87672677
-5.32766383,2.28005175,0.79851596,0.85546284,0.00958799,0.22244455,0.56316348,0.31037209,0.00784200,0.88392662
-5.32166083,2.30398967,0.79914910,0.87186278,0.00889770,0.22240676,0.56045511,0.31561616,0.00788587,0.88990001
-5.31565783,2.32557076,0.79828796,0.88813696,0.00823783,0.22204246,0.55599788,0.32043459,0.00788694,0.89449323
-5.30965483,2.34444406,0.79583254,0.90417164,0.00760892,0.22132732,0.54978798,0.32472311,0.00784610,0.89758725
-5.30365183,2.36030967,0.79172250,0.91984512,0.00701108,0.22024874,0.54186839,0.32838539,0.00776517,0.89909979
-5.29764882,2.37291864,0.78593790,0.93502493,0.00644408,0.21880617,0.53232778,0.33133482,0.00764686,0.89898555
-5.29164582,2.38207048,0.77849828,0.94956511,0.00590751,0.21701079,0.52129751,0.33349604,0.00749468,0.89723496
-5.28564282,2.38760879,0.76946011,0.96330407,0.00540084,0.21488473,0.50894694,0.33480631,0.00731278,0.89387138
-5.27963982,2.38941599,0.75891307,0.97606326,0.00492354,0.21245974,0.49547730,0.33521658,0.00710581,0.88894732
-5.27363682,2.38740762,0.74697543,0.98764723,0.00447512,0.20977561,0.48111456,0.33469225,0.00687878,0.88253991
-5.26763382,2.38152727,0.73378890,0.99784497,0.00405515,0.20687826,0.46610155,0.33321379,0.00663684,0.87474605
-5.26163082,2.37174267,0.71951343,1.00643312,0.00366333,0.20381775,0.45068982,0.33077700,0.00638515,0.86567764
-5.25562781,2.35804357,0.70432236,1.01318071,0.00329944,0.20064632,0.43513172,0.32739307,0.00612868,0.85545730
-5.24962481,2.34044172,0.68839817,1.01785560,0.00296333,0.19741656,0.41967289,0.32308832,0.00587212,0.84421478
-5.24362181,2.31897323,0.67192906,1.02023231,0.00265498,0.19417981,0.40454572,0.31790384,0.00561967,0.83208441
-5.23761881,2.29370306,0.65510661,1.02010094,0.00237439,0.19098486,0.38996389,0.31189467,0.00537501,0.81920360
-5.23161581,2.26473144,0.63812452,1.01727679,0.00212165,0.18787712,0.37611828,0.30512894,0.00514118,0.80571249
-5.22561281,2.23220179,0.62117829,1.01161003,0.00189686,0.18489808,0.36317424,0.29768670,0.00492055,0.79175465
-5.21960980,2.19630930,0.60446583,1.00299521,0.00170015,0.18208523,0.35127042,0.28965858,0.00471479,0.77747863
-5.21360680,2.15730965,0.58818862,0.99137964,0.00153167,0.17947236,0.34051882,0.28114419,0.00452493,0.76304025
-5.20760380,2.11552688,0.57255325,0.97677062,0.00139159,0.17709010,0.33100618,0.27225054,0.00435132,0.74860506
-5.20160080,2.07135967,0.55777294,0.95924062,0.00128010,0.17496677,0.32279636,0.26309015,0.00419378,0.73435098
-5.19559780,2.02528528,0.54406867,0.93893041,0.00119739,0.17312922,0.31593337,0.25377920,0.00405161,0.72047038
-5.18959480,1.97786050,0.53166963,0.91604973,0.00114366,0.17160382,0.31044493,0.24443557,0.00392376,0.70717162
-5.18359180,1.92971904,0.52081272,0.89087540,0.00111912,0.17041725,0.30634611,0.23517690,0.00380887,0.69467937
-5.17758879,1.88156514,0.51174069,0.86374696,0.00112399,0.16959710,0.30364279,0.22611856,0.00370543,0.68323374
-5.17158579,1.83416307,0.50469899,0.83505981,0.00115844,0.16917218,0.30233465,0.21737176,0.00361187,0.67308785
-5.16558279,1.78832283,0.49993108,0.80525635,0.00122261,0.16917243,0.30241744,0.20904164,0.00352667,0.66450371
-5.15957979,1.74488198,0.49767219,0.77481515,0.00131656,0.16962841,0.30388431,0.20122543,0.00344845,0.65774651
-5.15357679,1.70468443,0.49814184,0.74423887,0.00144022,0.17057029,0.30672619,0.19401074,0.00337605,0.65307724
-5.14757379,1.66855654,0.50153516,0.71404111,0.00159334,0.17202646,0.31093105,0.18747384,0.00330860,0.65074399
-5.14157079,1.63728145,0.50801339,0.68473291,0.00177547,0.17402167,0.31648211,0.18167821,0.00324554,0.65097203
-5.13556778,1.61157260,0.51769401,0.65680922,0.00198585,0.17657495,0.32335525,0.17667311,0.00318666,0.65395323
-5.12956478,1.59204741,0.53064089,0.63073590,0.00222341,0.17969721,0.33151554,0.17249235,0.00313210,0.65983509
-5.12356178,1.57920217,0.54685505,0.60693766,0.00248666,0.18338883,0.34091347,0.16915332,0.00308231,0.66871007
-5.11755878,1.57338936,0.56626652,0.58578726,0.00277370,0.18763737,0.35148087,0.16665619,0.00303800,0.68060570
-5.11155578,1.57479828,0.58872785,0.56759637,0.00308213,0.19241543,0.36312712,0.16498347,0.00300014,0.69547596
-5.10555278,1.58344006,0.61400978,0.55260816,0.00340906,0.19767903,0.37573577,0.16409990,0.00296982,0.71319459
-5.09954977,1.59913779,0.64179947,0.54099203,0.00375109,0.20336647,0.38916208,0.16395271,0.00294821,0.73355086
-5.09354677,1.62152257,0.67170164,0.53284028,0.00410433,0.20939792,0.40323157,0.16447232,0.00293645,0.75624804
-5.08754377,1.65003567,0.70324288,0.52816694,0.00446444,0.21567580,0.41774002,0.16557356,0.00293562,0.78090505
-5.08154077,1.68393722,0.73587913,0.52690856,0.00482666,0.22208600,0.43245492,0.16715727,0.00294657,0.80706141
-5.07553777,1.72232118,0.76900635,0.52892698,0.00518589,0.22849994,0.44711851,0.16911243,0.00296992,0.83418551
-5.06953477,1.76413637,0.80197405,0.53401375,0.00553681,0.23477752,0.46145239,0.17131871,0.00300595,0.86168605
-5.06353177,1.80821280,0.83410145,0.54189615,0.00587396,0.24077074,0.47516356,0.17364942,0.00305457,0.88892648
-5.05752876,1.85329259,0.86469560,0.55224451,0.00619188,0.24632796,0.48795167,0.17597478,0.00311527,0.91524181
-5.05152576,1.89806436,0.89307095,0.56468055,0.00648525,0.25129867,0.49951729,0.17816533,0.00318713,0.93995736
-5.04552276,1.94119989,0.91856958,0.57878659,0.00674899,0.25553839,0.50957070,0.18009553,0.00326877,0.96240872
-5.03951976,1.98139168,0.94058130,0.59411527,0.00697843,0.25891374,0.51784098,0.18164731,0.00335841,0.98196215
-5.03351676,2.01739012,0.95856290,0.61019957,0.00716946,0.26130721,0.52408481,0.18271340,0.00345390,0.99803457
-5.02751376,2.04803903,0.97205567,0.62656302,0.00731857,0.26262164,0.52809478,0.18320045,0.00355277,1.01011246
-5.02151076,2.07230802,0.98070059,0.64272967,0.00742305,0.26278401,0.52970664,0.18303169,0.00365230,1.01776878
-5.01550775,2.08932100,0.98425047,0.65823385,0.00748097,0.26174848,0.52880531,0.18214911,0.00374959,1.02067724
-5.00950475,2.09837947,0.98257860,0.67262947,0.00749131,0.25949857,0.52532934,0.18051503,0.00384167,1.01862346
-5.00350175,2.09898037,0.97568358,0.68549871,0.00745397,0.25604831,0.51927356,0.17811300,0.00392558,1.01151245
-4.99749875,2.09082757,0.96369012,0.69645999,0.00736973,0.25144232,0.51069000,0.17494807,0.00399848,0.99937225
-4.99149575,2.07383726,0.94684583,0.70517520,0.00724029,0.24575491,0.49968689,0.17104634,0.00405774,0.98235345
-4.98549275,2.04813688,0.92551410,0.71135595,0.00706815,0.23908816,0.48642599,0.16645386,0.00410101,0.96072498
-4.97948974,2.01405827,0.90016340,0.71476893,0.00685658,0.23156906,0.47111826,0.16123500,0.00412633,0.93486598
-4.97348674,1.97212516,0.87135353,0.71524016,0.00660950,0.22334598,0.45401816,0.15547024,0.00413221,0.90525447
-4.96748374,1.92303590,0.83971914,0.71265815,0.00633138,0.21458438,0.43541693,0.14925359,0.00411762,0.87245307
-4.96148074,1.86764209,0.80595136,0.70697596,0.00602709,0.20546211,0.41563497,0.14268970,0.00408209,0.83709256
-4.95547774,1.80692394,0.77077810,0.69821197,0.00570180,0.19616443,0.39501378,0.13589077,0.00402574,0.79985372
-4.94947474,1.74196334,0.73494360,0.68644946,0.00536081,0.18687890,0.37390775,0.12897338,0.00394920,0.76144822
-4.94347174,1.67391542,0.69918818,0.67183491,0.00500946,0.17779030,0.35267604,0.12205540,0.00385368,0.72259927
-4.93746873,1.60397953,0.66422851,0.65457505,0.00465298,0.16907574,0.33167479,0.11525295,0.00374091,0.68402262
-4.93146573,1.53337047,0.63073913,0.63493270,0.00429639,0.16090019,0.31125001,0.10867764,0.00361308,0.64640849
-4.92546273,1.46329062,0.59933579,0.61322139,0.00394438,0.15341237,0.29173111,0.10243406,0.00347281,0.61040495
-4.91945973,1.39490366,0.57056083,0.58979891,0.00360131,0.14674128,0.27342536,0.09661765,0.00332303,0.57660326
-4.91345673,1.32931049,0.54487114,0.56505994,0.00327104,0.14099331,0.25661320,0.09131286,0.00316696,0.54552538
-4.90745373,1.26752765,0.52262887,0.53942783,0.00295700,0.13625003,0.24154447,0.08659182,0.00300802,0.51761394
-4.90145073,1.21046874,0.50409491,0.51334573,0.00266207,0.13256678,0.22843559,0.08251326,0.00284970,0.49322490
-4.89544772,1.15892900,0.48942553,0.48726738,0.00238866,0.12997188,0.21746741,0.07912193,0.00269554,0.47262270
-4.88944472,1.11357330,0.47867180,0.46164762,0.00213868,0.12846664,0.20878385,0.07644834,0.00254900,0.45597815
-4.88344172,1.07492748,0.47178191,0.43693305,0.00191359,0.12802603,0.20249117,0.07450880,0.00241346,0.44336875
-4.87743872,1.04337323,0.46860629,0.41355288,0.00171441,0.12860004,0.19865766,0.07330583,0.00229207,0.43478127
-4.87143572,1.01914622,0.46890502,0.39191036,0.00154180,0.13011563,0.19731373,0.07282871,0.00218776,0.43011644
-4.86543272,1.00233753,0.47235758,0.37237499,0.00139610,0.13247924,0.19845236,0.07305443,0.00210319,0.42919545
-4.85942971,0.99289809,0.47857435,0.35527554,0.00127737,0.13557974,0.20202972,0.07394859,0.00204070,0.43176790
-4.85342671,0.99064586,0.48710960,0.34089434,0.00118548,0.13929174,0.20796606,0.07546664,0.00200231,0.43752096
-4.84742371,0.99527547,0.49747556,0.32946268,0.00112014,0.14347921,0.21614677,0.07755508,0.00198968,0.44608941
-4.84142071,1.00637008,0.50915705,0.32115759,0.00108096,0.14799924,0.22642364,0.08015284,0.00200414,0.45706623
-4.83541771,1.02341492,0.52162634,0.31610000,0.00106749,0.15270581,0.23861650,0.08319257,0.00204671,0.47001349
-4.82941471,1.04581228,0.53435769,0.31435425,0.00107924,0.15745357,0.25251510,0.08660210,0.00211807,0.48447322
-4.82341171,1.07289747,0.54684124,0.31592897,0.00111573,0.16210141,0.26788152,0.09030575,0.00221860,0.49997799
-4.81740870,1.10395543,0.55859573,0.32077921,0.00117650,0.16651574,0.28445300,0.09422574,0.00234845,0.51606112
-4.81140570,1.13823746,0.56917991,0.32880972,0.00126110,0.17057346,0.30194543,0.09828345,0.00250748,0.53226618
-4.80540270,1.17497787,0.57820207,0.33987921,0.00136912,0.17416447,0.32005746,0.10240074,0.00269537,0.54815565
-4.79939970,1.21340996,0.58532776,0.35380540,0.00150014,0.17719368,0.33847519,0.10650114,0.00291158,0.56331880
-4.79339670,1.25278120,0.59028535,0.37037065,0.00165370,0.17958250,0.35687760,0.11051099,0.00315541,0.57737836
-4.78739370,1.29236705,0.59286943,0.38932793,0.00182932,0.18126980,0.37494243,0.11436051,0.00342601,0.58999629
-4.78139070,1.33148328,0.59294210,0.41040693,0.00202640,0.18221232,0.39235255,0.11798475,0.00372234,0.60087833
-4.77538769,1.36949649,0.59043224,0.43331999,0.00224420,0.18238455,0.40880260,0.12132447,0.00404325,0.60977745
-4.76938469,1.40583254,0.58533279,0.45776769,0.00248182,0.18177814,0.42400560,0.12432690,0.00438737,0.61649614
-4.76338169,1.43998277,0.57769649,0.48344385,0.00273807,0.18040093,0.43769951,0.12694633,0.00475317,0.62088759
-4.75737869,1.47150792,0.56763015,0.51003984,0.00301151,0.17827553,0.44965322,0.12914462,0.00513890,0.62285576
-4.75137569,1.50003962,0.55528775,0.53724800,0.00330033,0.17543773,0.45967189,0.13089147,0.00554252,0.62235442
-4.74537269,1.52527964,0.54086287,0.56476422,0.00360236,0.17193461,0.46760129,0.13216463,0.00596174,0.61938512
-4.73936968,1.54699685,0.52458052,0.59228952,0.00391501,0.16782254,0.47333097,0.13294987,0.00639388,0.61399428
-4.73336668,1.56502226,0.50668882,0.61953097,0.00423530,0.16316516,0.47679607,0.13324075,0.00683591,0.60626942
-4.72736368,1.57924238,0.48745076,0.64620172,0.00455980,0.15803131,0.47797764,0.13303834,0.00728437,0.59633462
-4.72136068,1.58959125,0.46713629,0.67202075,0.00488470,0.15249304,0.47690150,0.13235065,0.00773538,0.58434537
-4.71535768,1.59604173,0.44601499,0.69671224,0.00520584,0.14662370,0.47363554,0.13119204,0.00818458,0.57048296
-4.70935468,1.59859647,0.42434941,0.72000496,0.00551873,0.14049626,0.46828581,0.12958242,0.00862723,0.55494851
-4.70335168,1.59727902,0.40238933,0.74163207,0.00581871,0.13418171,0.46099131,0.12754642,0.00905815,0.53795691
-4.69734867,1.59212583,0.38036690,0.76133131,0.00610097,0.12774775,0.45191797,0.12511252,0.00947184,0.51973073
-4.69134567,1.58317940,0.35849285,0.77884609,0.00636072,0.12125761,0.44125198,0.12231212,0.00986255,0.50049443
-4.68534267,1.57048310,0.33695367,0.79392748,0.00659328,0.11476924,0.42919287,0.11917871,0.01022437,0.48046892
-4.67933967,1.55407795,0.31590978,0.80633718,0.00679424,0.10833456,0.41594659,0.11574696,0.01055139,0.45986670
-4.67333667,1.53400159,0.29549471,0.81585159,0.00695957,0.10199909,0.40171905,0.11205207,0.01083785,0.43888775
-4.66733367,1.51028930,0.27581512,0.82226673,0.00708579,0.09580167,0.38671018,0.10812904,0.01107825,0.41771615
-4.66133067,1.48297720,0.25695161,0.82540391,0.00717005,0.08977450,0.37110902,0.10401225,0.01126759,0.39651769
-4.65532766,1.45210712,0.23896028,0.82511591,0.00721023,0.08394329,0.35508976,0.09973498,0.01140150,0.37543834
-4.64932466,1.41773287,0.22187477,0.82129320,0.00720509,0.07832762,0.33880900,0.09532922,0.01147639,0.35460361
-4.64332166,1.37992739,0.20570881,0.81386993,0.00715422,0.07294137,0.32240412,0.09082547,0.01148961,0.33411879
