energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.83791896,4.58449757,0.01188556,0.54042149,2.93090574,1.83405301,0.01997990,1.52973777
-5.83191596,4.60930219,0.01222301,0.52533117,2.97600224,1.81761185,0.02011419,1.56563884
-5.82591296,4.64530376,0.01253287,0.51657191,3.03045616,1.80911821,0.02052243,1.59924552
-5.81990995,4.69375399,0.01281686,0.51447860,3.09527127,1.80922496,0.02122392,1.63071963
-5.81390695,4.75597390,0.01307737,0.51933673,3.17146111,1.81858489,0.02223564,1.66031590
-5.80790395,4.83331915,0.01331730,0.53137582,3.26003221,1.83783136,0.02357177,1.68837455
-5.80190095,4.92713580,0.01354001,0.55076209,3.36195932,1.86755619,0.02524305,1.71530984
-5.79589795,5.03870687,0.01374910,0.57759035,3.47815245,1.90828499,0.02725625,1.74159465
-5.78989495,5.16919120,0.01394833,0.61187510,3.60941646,1.96045065,0.02961346,1.76774173
-5.78389195,5.31955668,0.01414145,0.65354113,3.75640455,2.02436590,0.03231159,1.79428238
-5.77788894,5.49051091,0.01433208,0.70241397,3.91956777,2.10019614,0.03534173,1.82174331
-5.77188594,5.68243283,0.01452361,0.75821077,4.09910344,2.18793399,0.03868872,1.85062295
-5.76588294,5.89530941,0.01471910,0.82053227,4.29490554,2.28737706,0.04233075,1.88136827
-5.75987994,6.12868149,0.01492125,0.88885677,4.50652065,2.39811064,0.04623915,1.91435322
-5.75387694,6.38160301,0.01513231,0.96253664,4.73311297,2.51949681,0.05037831,1.94986015
-5.74787394,6.65261725,0.01535411,1.04079843,4.97344169,2.65067130,0.05470593,1.98806493
-5.74187094,6.93975306,0.01558810,1.12274701,5.22585347,2.79054908,0.05917337,2.02902683
-5.73586793,7.24054311,0.01583531,1.20737436,5.48829224,2.93783937,0.06372634,2.07268372
-5.72986493,7.55206509,0.01609645,1.29357315,5.75832744,3.09107014,0.06830582,2.11885277
-5.72386193,7.87100538,0.01637196,1.38015533,6.03320083,3.24862164,0.07284920,2.16723684
-5.71785893,8.19374342,0.01666203,1.46587515,6.30989096,3.40876806,0.07729166,2.21743603
-5.71185593,8.51645377,0.01696667,1.54945636,6.58519327,3.56972571,0.08156768,2.26896405
-5.70585293,8.83522147,0.01728568,1.62962244,6.85581253,3.72970576,0.08561269,2.32126823
-5.69984992,9.14616565,0.01761873,1.70512900,7.11846385,3.88696930,0.08936478,2.37375231
-5.69384692,9.44556543,0.01796525,1.77479692,7.36997753,4.03988185,0.09276639,2.42580066
-5.68784392,9.72998189,0.01832445,1.83754496,7.60740260,4.18696490,0.09576586,2.47680263
-5.68184092,9.99637000,0.01869520,1.89242028,7.82810412,4.32694171,0.09831894,2.52617575
-5.67583792,10.24217474,0.01907595,1.93862555,8.02984916,4.45877486,0.10038992,2.57338662
-5.66983492,10.46540645,0.01946466,1.97554144,8.21087702,4.58169373,0.10195266,2.61796824
-5.66383192,10.66469140,0.01985864,2.00274328,8.36995018,4.69521012,0.10299113,2.65953326
-5.65782891,10.83929506,0.02025451,2.02001125,8.50638306,4.79912125,0.10349974,2.69778233
-5.65182591,10.98911684,0.02064809,2.02733343,8.62004734,4.89349963,0.10348325,2.73250734
-5.64582291,11.11465663,0.02103438,2.02490180,8.71135322,4.97867042,0.10295633,2.76358965
-5.63981991,11.21695494,0.02140753,2.01310119,8.78120785,5.05517716,0.10194281,2.79099355
-5.63381691,11.29750992,0.02176093,1.99249172,8.83095274,5.12373746,0.10047469,2.81475543
-5.62781391,11.35817536,0.02208726,1.96378571,8.86228346,5.18519106,0.09859081,2.83496966
-5.62181091,11.40104514,0.02237866,1.92781997,8.87715557,5.24044253,0.09633546,2.85177178
-5.61580790,11.42832982,0.02262695,1.88552485,8.87768127,5.29040152,0.09375683,2.86532034
-5.60980490,11.44223151,0.02282382,1.83789132,8.86602205,5.33592351,0.09090542,2.87577825
-5.60380190,11.44482305,0.02296116,1.78593762,8.84428203,5.37775388,0.08783251,2.88329477
-5.59779890,11.43793729,0.02303132,1.73067673,8.81440736,5.41647787,0.08458870,2.88798902
-5.59179590,11.42307143,0.02302743,1.67308611,8.77809590,5.45247897,0.08122256,2.88993602
-5.58579290,11.40131069,0.02294366,1.61408062,8.73672145,5.48590748,0.07777958,2.88915580
-5.57978989,11.37327456,0.02277551,1.55448979,8.69127550,5.51666082,0.07430120,2.88560613
-5.57378689,11.33908757,0.02252003,1.49503986,8.64232898,5.54437636,0.07082414,2.87917932
-5.56778389,11.29837556,0.02217598,1.43634122,8.59001534,5.56843702,0.06738003,2.86970305
-5.56178089,11.25028711,0.02174392,1.37888126,8.53403529,5.58798952,0.06399515,2.85694525
-5.55577789,11.19353871,0.02122627,1.32302263,8.47368259,5.60197423,0.06069050,2.84062290
-5.54977489,11.12648122,0.02062729,1.26900651,8.40788939,5.60916544,0.05748200,2.82041410
-5.54377189,11.04718440,0.01995296,1.21696038,8.33528870,5.60822012,0.05438089,2.79597317
-5.53776888,10.95353545,0.01921082,1.16690970,8.25429099,5.59773327,0.05139424,2.76694785
-5.53176588,10.84334710,0.01840978,1.11879247,8.16317123,5.57629728,0.04852560,2.73299814
-5.52576288,10.71447049,0.01755986,1.07247602,8.06016245,5.54256300,0.04577562,2.69381573
-5.51975988,10.56490801,0.01667191,1.02777503,7.94355153,5.49529986,0.04314276,2.64914345
-5.51375688,10.39292119,0.01575733,0.98446984,7.81177316,5.43345271,0.04062399,2.59879369
-5.50775388,10.19712948,0.01482777,0.94232433,7.66349778,5.35619300,0.03821540,2.54266525
-5.50175088,9.97659563,0.01389488,0.90110254,7.49770993,5.26296231,0.03591282,2.48075769
-5.49574787,9.73089463,0.01297001,0.86058346,7.31377367,5.15350663,0.03371229,2.41318276
-5.48974487,9.46016338,0.01206403,0.82057348,7.11148264,5.02790005,0.03161048,2.34017219
-5.48374187,9.16512950,0.01118715,0.78091616,6.89109269,4.88655702,0.02960503,2.26208166
-5.47773887,8.84711836,0.01034872,0.74149915,6.65333613,4.73023292,0.02769475,2.17939054
-5.47173587,8.50803832,0.00955716,0.70225819,6.39941728,4.56001294,0.02587975,2.09269746
-5.46573287,8.15034511,0.00881991,0.66317831,6.13098979,4.37729002,0.02416149,2.00271169
-5.45972986,7.77698714,0.00814334,0.62429239,5.85011708,4.18373269,0.02254273,1.91024068
-5.45372686,7.39133407,0.00753277,0.58567748,5.55921776,3.98124438,0.02102746,1.81617407
-5.44772386,6.99709178,0.00699245,0.54744921,5.26099878,3.77191580,0.01962068,1.72146474
-5.44172086,6.59820720,0.00652563,0.50975474,4.95837893,3.55797228,0.01832828,1.62710754
-5.43571786,6.19876679,0.00613454,0.47276467,4.65440635,3.34171831,0.01715675,1.53411643
-5.42971486,5.80289268,0.00582045,0.43666453,4.35217319,3.12548115,0.01611296,1.44350090
-5.42371186,5.41464026,0.00558371,0.40164607,4.05473093,2.91155589,0.01520393,1.35624235
-5.41770885,5.03790093,0.00542377,0.36789900,3.76500953,2.70215355,0.01443656,1.27327135
-5.41170585,4.67631342,0.00533920,0.33560326,3.48574340,2.49935427,0.01381740,1.19544662
-5.40570285,4.33318644,0.00532778,0.30492240,3.21940662,2.30506681,0.01335246,1.12353626
-5.39969985,4.01143508,0.00538646,0.27599803,2.96815939,2.12099570,0.01304700,1.05820202
-5.39369685,3.71353244,0.00551145,0.24894560,2.73380732,1.94861656,0.01290538,0.99998700
-5.38769385,3.44147763,0.00569824,0.22385157,2.51777407,1.78916022,0.01293091,0.94930722
-5.38169085,3.19678024,0.00594168,0.20077191,2.32108802,1.64360558,0.01312578,0.90644716
-5.37568784,2.98046111,0.00623603,0.17973191,2.14438216,1.51268075,0.01349094,0.87155945
-5.36968484,2.79306807,0.00657510,0.16072715,1.98790682,1.39687199,0.01402614,0.84466850
-5.36368184,2.63470537,0.00695231,0.14372549,1.85155357,1.29643935,0.01472982,0.82567785
-5.35767884,2.50507457,0.00736086,0.12866991,1.73488886,1.21143793,0.01559921,0.81438087
-5.35167584,2.40352456,0.00779390,0.11548199,1.63719542,1.14174328,0.01663033,0.81047430
-5.34567284,2.32910808,0.00824465,0.10406578,1.55751921,1.08707965,0.01781805,0.81357390
-5.33966983,2.28064195,0.00870659,0.09431198,1.49471987,1.04704943,0.01915618,0.82323166
-5.33366683,2.25676818,0.00917367,0.08610210,1.44752250,1.02116244,0.02063755,0.83895378
-5.32766383,2.25601343,0.00964042,0.07931263,1.41456857,1.00886362,0.02225410,0.86021860
-5.32166083,2.27684416,0.01010216,0.07381884,1.39446429,1.00955794,0.02399700,0.88649379
-5.31565783,2.31771557,0.01055507,0.06949837,1.38582468,1.02263152,0.02585674,0.91725215
-5.30965483,2.37711231,0.01099634,0.06623436,1.38731217,1.04746806,0.02782320,0.95198520
-5.30365183,2.45357992,0.01142414,0.06391813,1.39766855,1.08346021,0.02988578,0.99021430
-5.29764882,2.54574608,0.01183771,0.06245140,1.41573997,1.13001555,0.03203342,1.03149866
-5.29164582,2.65233142,0.01223724,0.06174811,1.44049450,1.18655733,0.03425473,1.07544015
-5.28564282,2.77215037,0.01262382,0.06173576,1.47103259,1.25252019,0.03653797,1.12168473
-5.27963982,2.90410271,0.01299924,0.06235647,1.50659079,1.32734169,0.03887115,1.16992061
-5.27363682,3.04715723,0.01336586,0.06356767,1.54653972,1.41045034,0.04124203,1.21987339
-5.26763382,3.20032930,0.01372632,0.06534267,1.59037706,1.50125137,0.04363818,1.27129859
-5.26163082,3.36265437,0.01408332,0.06767100,1.63771720,1.59911142,0.04604704,1.32397210
-5.25562781,3.53315985,0.01443936,0.07055873,1.68827848,1.70334340,0.04845597,1.37767925
-5.24962481,3.71083761,0.01479645,0.07402875,1.74186980,1.81319303,0.05085237,1.43220327
-5.24362181,3.89461975,0.01515589,0.07812109,1.79837772,1.92782816,0.05322380,1.48731393
-5.23761881,4.08335972,0.01551804,0.08289330,1.85775525,2.04633224,0.05555816,1.54275717
-5.23161581,4.27582074,0.01588215,0.08842080,1.92001343,2.16770270,0.05784391,1.59824660
-5.22561281,4.47067316,0.01624622,0.09479730,1.98521627,2.29085503,0.06007036,1.65345741
-5.21960980,4.66650151,0.01660699,0.10213519,2.05347935,2.41463295,0.06222799,1.70802340
-5.21360680,4.86182181,0.01695991,0.11056566,2.12497207,2.53782464,0.06430882,1.76153753
-5.20760380,5.05510857,0.01729925,0.12023870,2.19992309,2.65918472,0.06630676,1.81355598
-5.20160080,5.24483062,0.01761824,0.13132260,2.27862791,2.77746117,0.06821804,1.86360607
-5.19559780,5.42949404,0.01790927,0.14400292,2.36145764,2.89142623,0.07004162,1.91119738
-5.18959480,5.60768981,0.01816418,0.15848080,2.44886714,2.99990980,0.07177945,1.95583594
-5.18359180,5.77814358,0.01837456,0.17497028,2.54140107,3.10183383,0.07343684,1.99704058
-5.17758879,5.93976435,0.01853207,0.19369474,2.63969597,3.19624575,0.07502258,2.03436069
-5.17158579,6.09168894,0.01862879,0.21488219,2.74447661,3.28234943,0.07654902,2.06739430
-5.16558279,6.23331902,0.01865757,0.23875931,2.85654523,3.35953155,0.07803198,2.09580564
-5.15957979,6.36434782,0.01861231,0.26554441,2.97676233,3.42738208,0.07949049,2.11934075
-5.15357679,6.48477401,0.01848826,0.29543917,3.10601836,3.48570730,0.08094637,2.13784054
-5.14757379,6.59490105,0.01828226,0.32861944,3.24519618,3.53453447,0.08242359,2.15125005
-5.14157079,6.69532083,0.01799284,0.36522516,3.39512471,3.57410744,0.08394753,2.15962340
-5.13556778,6.78688153,0.01762040,0.40534992,3.55652494,3.60487326,0.08554402,2.16312389
-5.12956478,6.87064055,0.01716716,0.44903018,3.72995023,3.62745984,0.08723829,2.16201906
-5.12356178,6.94780403,0.01663715,0.49623499,3.91572319,3.64264581,0.08905381,2.15667070
-5.11755878,7.01965583,0.01603607,0.54685636,4.11387239,3.65132356,0.09101114,2.14752030
-5.11155578,7.08747909,0.01537114,0.60070101,4.32407206,3.65445731,0.09312670,2.13507053
-5.10555278,7.15247447,0.01465083,0.65748392,4.54558852,3.65303809,0.09541172,2.11986361
-5.09954977,7.21567926,0.01388463,0.71682425,4.77723702,3.64803770,0.09787118,2.10245774
-5.09354677,7.27789191,0.01308272,0.77824413,5.01735231,3.64036406,0.10050305,2.08340269
-5.08754377,7.33960622,0.01225568,0.84117057,5.26377609,3.63081996,0.10329763,2.06321598
-5.08154077,7.40095912,0.01141418,0.90494091,5.51386357,3.62006740,0.10623726,2.04236076
-5.07553777,7.46169550,0.01056865,0.96881190,5.76451095,3.60859918,0.10929625,2.02122671
-5.06953477,7.52115237,0.00972908,1.03197238,6.01220419,3.59671926,0.11244109,2.00011490
-5.06353177,7.57826405,0.00890473,1.09355935,6.25308874,3.58453277,0.11563111,1.97922732
-5.05752876,7.63158869,0.00810393,1.15267716,6.48305875,3.57194624,0.11881925,1.95866185
-5.05152576,7.67935551,0.00733398,1.20841914,6.69786295,3.55867799,0.12195327,1.93841268
-5.04552276,7.71953084,0.00660103,1.25989115,6.89322372,3.54427812,0.12497712,1.91837618
-5.03951976,7.74990017,0.00591003,1.30623604,7.06496488,3.52815711,0.12783249,1.89836189
-5.03351676,7.76816249,0.00526471,1.34665830,7.20914308,3.50962163,0.13046058,1.87810800
-5.02751376,7.77203245,0.00466767,1.38044771,7.32217725,3.48791560,0.13280385,1.85730036
-5.02151076,7.75934566,0.00412040,1.40700121,7.40097078,3.46226481,0.13480782,1.83559404
-5.01550775,7.72816200,0.00362344,1.42584194,7.44302072,3.43192249,0.13642277,1.81263636
-5.00950475,7.67686208,0.00317644,1.43663468,7.44650941,3.39621404,0.13760536,1.78809003
-5.00350175,7.60423234,0.00277838,1.43919691,7.41037417,3.35457861,0.13832000,1.76165535
-4.99749875,7.50953491,0.00242766,1.43350514,7.33435204,3.30660564,0.13853997,1.73309039
-4.99149575,7.39255893,0.00212227,1.41969603,7.21899747,3.25206482,0.13824830,1.70222816
-4.98549275,7.25365138,0.00185994,1.39806242,7.06567215,3.19092815,0.13743825,1.66899006
-4.97948974,7.09372610,0.00163824,1.36904430,6.87650766,3.12338328,0.13611355,1.63339503
-4.97348674,6.91425093,0.00145472,1.33321522,6.65434257,3.04983765,0.13428820,1.59556422
-4.96748374,6.71721400,0.00130701,1.29126464,6.40263691,2.97091354,0.13198602,1.55572098
-4.96148074,6.50507091,0.00119288,1.24397713,6.12536800,2.88743435,0.12923992,1.51418642
-4.95547774,6.28067548,0.00111030,1.19220918,5.82691203,2.80040288,0.12609081,1.47137081
-4.94947474,6.04719726,0.00105746,1.13686465,5.51191673,2.71097285,0.12258642,1.42776141
-4.94347174,5.80802955,0.00103281,1.07886984,5.18517012,2.62041470,0.11877989,1.38390733
-4.93746873,5.56669155,0.00103504,1.01914916,4.85147076,2.53007738,0.11472827,1.34040204
-4.93146573,5.32672876,0.00106305,0.95860219,4.51550416,2.44134755,0.11049103,1.29786446
-4.92546273,5.09161496,0.00111595,0.89808301,4.18172972,2.35560773,0.10612848,1.25691916
-4.91945973,4.86465940,0.00119297,0.83838231,3.85428180,2.27419500,0.10170034,1.21817662
-4.91345673,4.64892183,0.00129342,0.78021281,3.53688734,2.19836148,0.09726436,1.18221398
-4.90745373,4.44713792,0.00141669,0.72419812,3.23280211,2.12923797,0.09287510,1.14955715
-4.90145073,4.26165690,0.00156211,0.67086531,2.94476609,2.06780181,0.08858286,1.12066456
-4.89544772,4.09439259,0.00172898,0.62064098,2.67497809,2.01484981,0.08443279,1.09591324
-4.88944472,3.94678878,0.00191646,0.57385068,2.42508874,1.97097693,0.08046419,1.07558745
-4.88344172,3.81979920,0.00212360,0.53072140,2.19621021,1.93656140,0.07671005,1.05987021
-4.87743872,3.71388202,0.00234927,0.49138657,1.98894075,1.91175649,0.07319671,1.04883801
-4.87143572,3.62900840,0.00259218,0.45589342,1.80340168,1.89648905,0.06994381,1.04245887
-4.86543272,3.56468445,0.00285089,0.42421181,1.63928411,1.89046508,0.06696433,1.04059369
-4.85942971,3.51998547,0.00312380,0.39624449,1.49590296,1.89318177,0.06426487,1.04300112
-4.85342671,3.49360138,0.00340923,0.37183796,1.37225565,1.90394608,0.06184604,1.04934577
-4.84742371,3.48389168,0.00370546,0.35079375,1.26708308,1.92189894,0.05970307,1.05920943
-4.84142071,3.48894857,0.00401077,0.33287967,1.17893085,1.94604472,0.05782647,1.07210538
-4.83541771,3.50666611,0.00432356,0.31784067,1.10620882,1.97528476,0.05620280,1.08749503
-4.82941471,3.53481355,0.00464235,0.30540912,1.04724760,2.00845424,0.05481559,1.10480660
-4.82341171,3.57111061,0.00496596,0.29531420,1.00035065,2.04436097,0.05364622,1.12345518
-4.81740870,3.61330247,0.00529348,0.28729040,0.96384117,2.08182487,0.05267493,1.14286349
-4.81140570,3.65923197,0.00562441,0.28108470,0.93610309,2.11971683,0.05188171,1.16248253
-4.80540270,3.70690688,0.00595866,0.27646277,0.91561573,2.15699545,0.05124727,1.18181135
-4.79939970,3.75455981,0.00629664,0.27321365,0.90098192,2.19274034,0.05075384,1.20041514
-4.79339670,3.80069878,0.00663921,0.27115339,0.89094959,2.22618078,0.05038593,1.21794080
-4.78739370,3.84414671,0.00698772,0.27012718,0.88442678,2.25671844,0.05013093,1.23412939
-4.78139070,3.88406834,0.00734398,0.27001049,0.88049046,2.28394352,0.04997956,1.24882481
-4.77538769,3.91998385,0.00771016,0.27070881,0.87838942,2.30764351,0.04992616,1.26197829
-4.76938469,3.95176858,0.00808875,0.27215657,0.87754157,2.32780434,0.04996874,1.27364849
-4.76338169,3.97963914,0.00848247,0.27431490,0.87752634,2.34460390,0.05010890,1.28399714
-4.75737869,4.00412669,0.00889410,0.27716883,0.87807265,2.35839836,0.05035152,1.29328033
-4.75137569,4.02603852,0.00932642,0.28072363,0.87904326,2.36970184,0.05070429,1.30183589
-4.74537269,4.04640976,0.00978200,0.28500096,0.88041604,2.37916037,0.05117707,1.31006733
-4.73936968,4.06644732,0.01026314,0.29003448,0.88226319,2.38752138,0.05178114,1.31842501
-4.73336668,4.08746827,0.01077165,0.29586561,0.88472896,2.39559985,0.05252833,1.32738537
-4.72736368,4.11083543,0.01130879,0.30253915,0.88800689,2.40424266,0.05343014,1.33742902
-4.72136068,4.13789233,0.01187510,0.31009921,0.89231720,2.41429236,0.05449677,1.34901856
-4.71535768,4.16990019,0.01247033,0.31858537,0.89788506,2.42655178,0.05573623,1.36257704
-4.70935468,4.20797894,0.01309335,0.32802927,0.90492054,2.44175069,0.05715352,1.37846779
-4.70335168,4.25305413,0.01374211,0.33845156,0.91360058,2.46051541,0.05874981,1.39697631
-4.69734867,4.30581142,0.01441357,0.34985930,0.92405359,2.48334239,0.06052185,1.41829485
-4.69134567,4.36665943,0.01510373,0.36224380,0.93634702,2.51057632,0.06246146,1.44251018
-4.68534267,4.43570214,0.01580760,0.37557883,0.95047801,2.54239315,0.06455519,1.46959469
-4.67933967,4.51272092,0.01651931,0.38981912,0.96636735,2.57878835,0.06678422,1.49940130
-4.67333667,4.59716650,0.01723210,0.40489926,0.98385678,2.61957056,0.06912436,1.53166205
-4.66733367,4.68816069,0.01793846,0.42073279,1.00270937,2.66436046,0.07154626,1.56599052
-4.66133067,4.78450761,0.01863022,0.43721161,1.02261309,2.71259484,0.07401589,1.60188779
-4.65532766,4.88471397,0.01929867,0.45420561,1.04318713,2.76353577,0.07649505,1.63875202
-4.64932466,4.98701788,0.01993471,0.47156267,1.06399076,2.81628443,0.07894221,1.67589122
-4.64332166,5.08942575,0.02052903,0.48910906,1.08453451,2.86979962,0.08131336,1.71253903
-4.63731866,5.18975636,0.02107226,0.50665027,1.10429316,2.92292049,0.08356307,1.74787311
-4.63131566,5.28569171,0.02155519,0.52397246,1.12272030,2.97439331,0.08564567,1.78103578
-4.62531266,5.37483361,0.02196893,0.54084466,1.13926394,3.02290181,0.08751646,1.81115655
-4.61930965,5.45476514,0.02230517,0.55702172,1.15338290,3.06710075,0.08913302,1.83737585
-4.61330665,5.52311588,0.02255634,0.57224814,1.16456337,3.10565215,0.09045653,1.85886953
-4.60730365,5.57762951,0.02271583,0.58626282,1.17233526,3.13726340,0.09145304,1.87487358
-4.60130065,5.61623227,0.02277820,0.59880471,1.17628796,3.16072669,0.09209473,1.88470814
-4.59529765,5.63710066,0.02273934,0.60961923,1.17608488,3.17495854,0.09236107,1.88780038
-4.58929465,5.63872621,0.02259663,0.61846537,1.17147637,3.17903859,0.09223980,1.88370532
-4.58329165,5.61997553,0.02234904,0.62512322,1.16231072,3.17224634,0.09172781,1.87212402
-4.57728864,5.58014347,0.02199728,0.62940168,1.14854264,3.15409473,0.09083173,1.85291828
-4.57128564,5.51899730,0.02154378,0.63114603,1.13023904,3.12435918,0.08956837,1.82612151
-4.56528264,5.43681016,0.02099272,0.63024495,1.10758179,3.08310118,0.08796485,1.79194498
-4.55927964,5.33438219,0.02034997,0.62663677,1.08086740,3.03068519,0.08605844,1.75077943
-4.55327664,5.21304805,0.01962298,0.62031452,1.05050340,2.96778797,0.08389618,1.70319159
-4.54727364,5.07467013,0.01882067,0.61132937,1.01700168,2.89540001,0.08153414,1.64991581
-4.54127064,4.92161722,0.01795317,0.59979247,0.98096880,2.81481839,0.07903652,1.59184091
-4.53526763,4.75672897,0.01703167,0.58587474,0.94309375,2.72763124,0.07647439,1.52999273
-4.52926463,4.58326690,0.01606808,0.56980470,0.90413332,2.63569405,0.07392428,1.46551287
-4.52326163,4.40485354,0.01507483,0.55186420,0.86489579,2.54109841,0.07146657,1.39963447
-4.51725863,4.22540130,0.01406453,0.53238233,0.82622335,2.44613403,0.06918373,1.33365572
-4.51125563,4.04903339,0.01304968,0.51172747,0.78897382,2.35324508,0.06715848,1.26891223
-4.50525263,3.87999926,0.01204246,0.49029798,0.75400246,2.26498218,0.06547186,1.20674892
-4.49924962,3.72258705,0.01105439,0.46851168,0.72214415,2.18395137,0.06420130,1.14849273
-4.49324662,3.58103562,0.01009621,0.44679465,0.69419687,2.11276142,0.06341879,1.09542670
-4.48724362,3.45944881,0.00917763,0.42556972,0.67090667,2.05397095,0.06318905,1.04876640
-4.48124062,3.36171405,0.00830719,0.40524502,0.65295474,2.01003664,0.06356787,1.00963933
-4.47523762,3.29142757,0.00749224,0.38620308,0.64094693,1.98326374,0.06460061,0.97906777
-4.46923462,3.25182764,0.00673881,0.36879087,0.63540589,1.97576001,0.06632091,0.95795544
-4.46323162,3.24573749,0.00605166,0.35331098,0.63676599,1.98939402,0.06874968,0.94707815
-4.45722861,3.27551866,0.00543427,0.34001444,0.64537116,2.02575845,0.07189425,0.94707847
-4.45122561,3.34303541,0.00488895,0.32909510,0.66147543,2.08613915,0.07574796,0.95846422
-4.44522261,3.44963046,0.00441694,0.32068593,0.68524605,2.17149033,0.08028994,0.98161044
-4.43921961,3.59611191,0.00401849,0.31485721,0.71676900,2.28241610,0.08548532,1.01676455
-4.43321661,3.78275090,0.00369299,0.31161651,0.75605636,2.41915865,0.09128574,1.06405394
-4.42721361,4.00928941,0.00343916,0.31091054,0.80305511,2.58159302,0.09763015,1.12349549
-4.42121061,4.27495721,0.00325514,0.31262856,0.85765700,2.76922841,0.10444606,1.19500631
-4.41520760,4.57849692,0.00313862,0.31660729,0.91970865,2.98121596,0.11165094,1.27841495
-4.40920460,4.91819600,0.00308700,0.32263700,0.98902147,3.21636255,0.11915405,1.37347226
-4.40320160,5.29192434,0.00309744,0.33046862,1.06538072,3.47315045,0.12685836,1.47986142
-4.39719860,5.69717603,0.00316702,0.33982153,1.14855308,3.74976234,0.13466276,1.59720626
-4.39119560,6.13111409,0.00329273,0.35039173,1.23829229,4.04411113,0.14246431,1.72507752
-4.38519260,6.59061671,0.00347160,0.36186025,1.33434235,4.35387397,0.15016056,1.86299656
-4.37918959,7.07232389,0.00370072,0.37390141,1.43643799,4.67652992,0.15765185,2.01043626
-4.37318659,7.57268343,0.00397724,0.38619076,1.54430229,5.00940038,0.16484346,2.16681913
-4.36718359,8.08799526,0.00429843,0.39841244,1.65764135,5.34969163,0.17164759,2.33151277
-4.36118059,8.61445368,0.00466166,0.41026593,1.77613633,5.69453861,0.17798512,2.50382294
-4.35517759,9.14818694,0.00506440,0.42147178,1.89943329,6.04104915,0.18378703,2.68298492
-4.34917459,9.68529407,0.00550426,0.43177647,2.02713122,6.38634785,0.18899542,2.86815386
-4.34317159,10.22187916,0.00597894,0.44095624,2.15876937,6.72761883,0.19356419,3.05839511
-4.33716858,10.75408325,0.00648629,0.44881981,2.29381442,7.06214653,0.19745934,3.25267540
-4.33116558,11.27811438,0.00702428,0.45521012,2.43164880,7.38735387,0.20065878,3.44985609
-4.32516258,11.79027641,0.00759105,0.46000504,2.57156103,7.70083714,0.20315188,3.64868953
-4.31915958,12.28699705,0.00818494,0.46311717,2.71273913,8.00039695,0.20493861,3.84781938
-4.31315658,12.76485579,0.00880451,0.46449287,2.85426802,8.28406459,0.20602844,4.04578585
-4.30715358,13.22061179,0.00944861,0.46411055,2.99513167,8.55012344,0.20643903,4.24103629
