energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.47773887,1.59891001,1.00877295,0.24279556,0.00021072,0.36943549,0.42948697,0.41872106,0.73708271,0.00000000
-5.47173587,1.56923938,0.99423871,0.23772283,0.00018900,0.35961616,0.42399832,0.40523087,0.72746844,0.00000000
-5.46573287,1.53603019,0.97580978,0.23225756,0.00017144,0.34854495,0.41718373,0.39187478,0.71621477,0.00000000
-5.45972986,1.49981043,0.95372902,0.22651126,0.00015796,0.33636365,0.40918851,0.37880500,0.70355685,0.00000000
-5.45372686,1.46119020,0.92829633,0.22060726,0.00014847,0.32322414,0.40018204,0.36618748,0.68977419,0.00000000
-5.44772386,1.42085514,0.89986447,0.21467973,0.00014291,0.30928645,0.39035554,0.35420055,0.67518744,0.00000000
-5.44172086,1.37955735,0.86883320,0.20887244,0.00014127,0.29471663,0.37991916,0.34303314,0.66015358,0.00000000
-5.43571786,1.33810399,0.83564175,0.20333726,0.00014354,0.27968456,0.36909827,0.33288241,0.64505979,0.00000000
-5.42971486,1.29734352,0.80075986,0.19823246,0.00014976,0.26436158,0.35812924,0.32395111,0.63031590,0.00000000
-5.42371186,1.25815015,0.76467745,0.19372068,0.00016001,0.24891803,0.34725457,0.31644445,0.61634581,0.00000000
-5.41770885,1.22140673,0.72789357,0.18996684,0.00017438,0.23352067,0.33671769,0.31056671,0.60357810,0.00000000
-5.41170585,1.18798675,0.69090478,0.18713576,0.00019300,0.21833011,0.32675749,0.30651764,0.59243603,0.00000000
-5.40570285,1.15873607,0.65419365,0.18538975,0.00021602,0.20349825,0.31760278,0.30448882,0.58332749,0.00000000
-5.39969985,1.13445489,0.61821774,0.18488614,0.00024362,0.18916586,0.30946697,0.30465998,0.57663512,0.00000000
-5.39369685,1.11588069,0.58339962,0.18577479,0.00027597,0.17546031,0.30254305,0.30719543,0.57270696,0.00000000
-5.38769385,1.10367263,0.55011834,0.18819566,0.00031326,0.16249361,0.29699906,0.31224075,0.57184804,0.00000000
-5.38169085,1.09839799,0.51870260,0.19227646,0.00035565,0.15036080,0.29297433,0.31991979,0.57431308,0.00000000
-5.37568784,1.10052086,0.48942608,0.19813048,0.00040330,0.13913870,0.29057641,0.33033201,0.58030057,0.00000000
-5.36968484,1.11039343,0.46250489,0.20585451,0.00045634,0.12888521,0.28987898,0.34355023,0.58994835,0.00000000
-5.36368184,1.12824999,0.43809719,0.21552694,0.00051485,0.11963891,0.29092055,0.35961886,0.60333069,0.00000000
-5.35767884,1.15420346,0.41630496,0.22720605,0.00057884,0.11141930,0.29370416,0.37855252,0.62045698,0.00000000
-5.35167584,1.18824451,0.39717751,0.24092845,0.00064829,0.10422738,0.29819790,0.40033510,0.64127181,0.00000000
-5.34567284,1.23024281,0.38071664,0.25670769,0.00072306,0.09804666,0.30433619,0.42491918,0.66565637,0.00000000
-5.33966983,1.27995038,0.36688287,0.27453297,0.00080295,0.09284452,0.31202178,0.45222587,0.69343106,0.00000000
-5.33366683,1.33700642,0.35560244,0.29436810,0.00088766,0.08857388,0.32112834,0.48214483,0.72435906,0.00000000
-5.32766383,1.40094349,0.34677453,0.31615055,0.00097675,0.08517505,0.33150346,0.51453473,0.75815067,0.00000000
-5.32166083,1.47119479,0.34027832,0.33979072,0.00106971,0.08257773,0.34297205,0.54922380,0.79446829,0.00000000
-5.31565783,1.54710205,0.33597958,0.36517141,0.00116589,0.08070314,0.35533999,0.58601074,0.83293191,0.00000000
-5.30965483,1.62792419,0.33373624,0.39214758,0.00126454,0.07946610,0.36839788,0.62466577,0.87312497,0.00000000
-5.30365183,1.71284632,0.33340302,0.42054635,0.00136477,0.07877712,0.38192500,0.66493203,0.91460038,0.00000000
-5.29764882,1.80098934,0.33483464,0.45016749,0.00146564,0.07854442,0.39569315,0.70652714,0.95688693,0.00000000
-5.29164582,1.89141990,0.33788780,0.48078426,0.00156606,0.07867578,0.40947064,0.74914523,0.99949577,0.00000000
-5.28564282,1.98316101,0.34242188,0.51214481,0.00166491,0.07908035,0.42302610,0.79245922,1.04192706,0.00000000
-5.27963982,2.07520315,0.34829849,0.54397407,0.00176100,0.07967025,0.43613227,0.83612360,1.08367681,0.00000000
-5.27363682,2.16651621,0.35538003,0.57597641,0.00185310,0.08036202,0.44856976,0.87977762,1.12424380,0.00000000
-5.26763382,2.25606213,0.36352766,0.60783878,0.00193998,0.08107790,0.46013052,0.92304903,1.16313665,0.00000000
-5.26163082,2.34280830,0.37259882,0.63923467,0.00202043,0.08174697,0.47062130,0.96555835,1.19988082,0.00000000
-5.25562781,2.42574187,0.38244471,0.66982865,0.00209327,0.08230607,0.47986678,1.00692370,1.23402571,0.00000000
-5.24962481,2.50388456,0.39290800,0.69928159,0.00215743,0.08270059,0.48771253,1.04676614,1.26515156,0.00000000
-5.24362181,2.57630819,0.40382111,0.72725646,0.00221191,0.08288501,0.49402757,1.08471553,1.29287607,0.00000000
-5.23761881,2.64215043,0.41500524,0.75342464,0.00225588,0.08282329,0.49870661,1.12041691,1.31686074,0.00000000
-5.23161581,2.70063064,0.42627042,0.77747263,0.00228863,0.08248911,0.50167186,1.15353717,1.33681661,0.00000000
-5.22561281,2.75106552,0.43741661,0.79910905,0.00230968,0.08186581,0.50287429,1.18377207,1.35250940,0.00000000
-5.21960980,2.79288412,0.44823607,0.81807170,0.00231870,0.08094626,0.50229449,1.21085336,1.36376388,0.00000000
-5.21360680,2.82564187,0.45851681,0.83413461,0.00231561,0.07973244,0.49994288,1.23455587,1.37046732,0.00000000
-5.20760380,2.84903325,0.46804712,0.84711480,0.00230055,0.07823495,0.49585943,1.25470441,1.37257198,0.00000000
-5.20160080,2.86290270,0.47662106,0.85687857,0.00227389,0.07647225,0.49011276,1.27118024,1.37009658,0.00000000
-5.19559780,2.86725327,0.48404452,0.86334712,0.00223621,0.07446992,0.48279885,1.28392685,1.36312662,0.00000000
-5.18959480,2.86225277,0.49014181,0.86650122,0.00218833,0.07225962,0.47403912,1.29295484,1.35181363,0.00000000
-5.18359180,2.84823687,0.49476223,0.86638474,0.00213128,0.06987817,0.46397814,1.29834559,1.33637330,0.00000000
-5.17758879,2.82570896,0.49778651,0.86310691,0.00206625,0.06736644,0.45278105,1.30025357,1.31708248,0.00000000
-5.17158579,2.79533636,0.49913252,0.85684296,0.00199461,0.06476828,0.44063046,1.29890682,1.29427511,0.00000000
-5.16558279,2.75794268,0.49876023,0.84783309,0.00191787,0.06212946,0.42772332,1.29460560,1.26833710,0.00000000
-5.15957979,2.71449616,0.49667530,0.83637968,0.00183762,0.05949664,0.41426744,1.28771896,1.23970020,0.00000000
-5.15357679,2.66609386,0.49293131,0.82284260,0.00175555,0.05691638,0.40047794,1.27867895,1.20883493,0.00000000
-5.14757379,2.61394177,0.48763027,0.80763260,0.00167334,0.05443423,0.38657355,1.26797264,1.17624254,0.00000000
-5.14157079,2.55933102,0.48092131,0.79120289,0.00159268,0.05209388,0.37277286,1.25613181,1.14244620,0.00000000
-5.13556778,2.50361035,0.47299756,0.77403909,0.00151519,0.04993641,0.35929055,1.24372043,1.10798138,0.00000000
-5.12956478,2.44815548,0.46409120,0.75664758,0.00144243,0.04799955,0.34633358,1.23132028,1.07338566,0.00000000
-5.12356178,2.39433581,0.45446679,0.73954275,0.00137580,0.04631708,0.33409739,1.21951484,1.03918794,0.00000000
-5.11755878,2.34347941,0.44441315,0.72323324,0.00131657,0.04491822,0.32276221,1.20887199,1.00589741,0.00000000
-5.11155578,2.29683709,0.43423395,0.70820793,0.00126579,0.04382712,0.31248940,1.19992606,0.97399239,0.00000000
-5.10555278,2.25554672,0.42423753,0.69492177,0.00122433,0.04306236,0.30341802,1.19315970,0.94390927,0.00000000
-5.09954977,2.22059892,0.41472610,0.68378226,0.00119279,0.04263648,0.29566157,1.18898637,0.91603202,0.00000000
-5.09354677,2.19280542,0.40598497,0.67513684,0.00117156,0.04255565,0.28930512,1.18773401,0.89068230,0.00000000
-5.08754377,2.17277135,0.39827220,0.66926198,0.00116075,0.04281927,0.28440279,1.18963075,0.86811085,0.00000000
-5.08154077,2.16087264,0.39180895,0.66635407,0.00116023,0.04341979,0.28097584,1.19479310,0.84849022,0.00000000
-5.07553777,2.15723965,0.38677124,0.66652299,0.00116962,0.04434250,0.27901138,1.20321749,0.83190938,0.00000000
-5.06953477,2.16174810,0.38328317,0.66978820,0.00118831,0.04556556,0.27846180,1.21477549,0.81837038,0.00000000
-5.06353177,2.17401783,0.38141216,0.67607801,0.00121548,0.04706010,0.27924510,1.22921313,0.80778747,0.00000000
-5.05752876,2.19342004,0.38116633,0.68523191,0.00125013,0.04879057,0.28124614,1.24615472,0.79998865,0.00000000
-5.05152576,2.21909290,0.38249413,0.69700593,0.00129109,0.05071519,0.28431885,1.26511093,0.79472000,0.00000000
-5.04552276,2.24996555,0.38528632,0.71108103,0.00133710,0.05278674,0.28828938,1.28549140,0.79165261,0.00000000
-5.03951976,2.28478964,0.38938026,0.72707409,0.00138680,0.05495345,0.29296022,1.30662126,0.79039205,0.00000000
-5.03351676,2.32217758,0.39456616,0.74455109,0.00143880,0.05716013,0.29811516,1.32776119,0.79049023,0.00000000
-5.02751376,2.36064620,0.40059528,0.76304203,0.00149173,0.05934950,0.30352498,1.34813044,0.79145915,0.00000000
-5.02151076,2.39866417,0.40718955,0.78205684,0.00154425,0.06146362,0.30895363,1.36693187,0.79278632,0.00000000
-5.01550775,2.43470138,0.41405215,0.80110171,0.00159510,0.06344548,0.31416483,1.38337813,0.79395111,0.00000000
-5.00950475,2.46727846,0.42087882,0.81969504,0.00164315,0.06524057,0.31892870,1.39671805,0.79444164,0.00000000
-5.00350175,2.49501421,0.42736906,0.83738243,0.00168739,0.06679847,0.32302828,1.40626207,0.79377141,0.00000000
-4.99749875,2.51666934,0.43323707,0.85374992,0.00172699,0.06807432,0.32626567,1.41140584,0.79149514,0.00000000
-4.99149575,2.53118437,0.43822165,0.86843507,0.00176130,0.06903020,0.32846749,1.41165088,0.78722317,0.00000000
-4.98549275,2.53771052,0.44209483,0.88113534,0.00178985,0.06963617,0.32948953,1.40662160,0.78063388,0.00000000
-4.97948974,2.53563204,0.44466887,0.89161354,0.00181235,0.06987117,0.32922038,1.39607785,0.77148353,0.00000000
-4.97348674,2.52457948,0.44580121,0.89970019,0.00182870,0.06972353,0.32758385,1.37992256,0.75961337,0.00000000
-4.96748374,2.50443326,0.44539741,0.90529278,0.00183893,0.06919118,0.32454025,1.35820415,0.74495347,0.00000000
-4.96148074,2.47531784,0.44341192,0.90835225,0.00184323,0.06828144,0.32008631,1.33111368,0.72752344,0.00000000
-4.95547774,2.43758677,0.43984674,0.90889688,0.00184192,0.06701059,0.31425400,1.29897680,0.70742988,0.00000000
-4.94947474,2.39179985,0.43474821,0.90699412,0.00183537,0.06540299,0.30710811,1.26224101,0.68486075,0.00000000
-4.94347174,2.33869339,0.42820209,0.90275103,0.00182403,0.06349005,0.29874297,1.22145877,0.66007705,0.00000000
-4.93746873,2.27914542,0.42032737,0.89630375,0.00180837,0.06130887,0.28927826,1.17726723,0.63340214,0.00000000
-4.93146573,2.21413742,0.41126907,0.88780687,0.00178885,0.05890080,0.27885428,1.13036548,0.60520922,0.00000000
-4.92546273,2.14471455,0.40119061,0.87742309,0.00176593,0.05630989,0.26762680,1.08149037,0.57590752,0.00000000
-4.91945973,2.07194616,0.39026599,0.86531404,0.00173998,0.05358134,0.25576179,1.03139188,0.54592783,0.00000000
-4.91345673,1.99688835,0.37867231,0.85163237,0.00171136,0.05075999,0.24343015,0.98080907,0.51570796,0.00000000
-4.90745373,1.92055009,0.36658289,0.83651590,0.00168032,0.04788894,0.23080274,0.93044760,0.48567865,0.00000000
-4.90145073,1.84386420,0.35416133,0.82008358,0.00164706,0.04500835,0.21804582,0.88095966,0.45625046,0.00000000
-4.89544772,1.76766406,0.34155674,0.80243382,0.00161169,0.04215450,0.20531698,0.83292695,0.42780217,0.00000000
-4.88944472,1.69266665,0.32890015,0.78364470,0.00157427,0.03935897,0.19276182,0.78684734,0.40067085,0.00000000
-4.88344172,1.61946222,0.31630237,0.76377620,0.00153480,0.03664826,0.18051126,0.74312546,0.37514406,0.00000000
-4.87743872,1.54851025,0.30385297,0.74287395,0.00149325,0.03404351,0.16867963,0.70206741,0.35145413,0.00000000
-4.87143572,1.48014153,0.29162055,0.72097416,0.00144957,0.03156053,0.15736349,0.66387948,0.32977466,0.00000000
-4.86543272,1.41456536,0.27965398,0.69810932,0.00140370,0.02921007,0.14664118,0.62867075,0.31021924,0.00000000
-4.85942971,1.35188126,0.26798444,0.67431415,0.00135560,0.02699824,0.13657293,0.59645900,0.29284211,0.00000000
-4.85342671,1.29209388,0.25662806,0.64963137,0.00130527,0.02492706,0.12720167,0.56717970,0.27764068,0.00000000
-4.84742371,1.23513035,0.24558888,0.62411694,0.00125276,0.02299513,0.11855428,0.54069717,0.26455962,0.00000000
-4.84142071,1.18085876,0.23486201,0.59784426,0.00119816,0.02119838,0.11064324,0.51681758,0.25349633,0.00000000
-4.83541771,1.12910694,0.22443664,0.57090730,0.00114165,0.01953078,0.10346870,0.49530289,0.24430735,0.00000000
-4.82941471,1.07968066,0.21429888,0.54342235,0.00108346,0.01798506,0.09702078,0.47588529,0.23681557,0.00000000
-4.82341171,1.03238057,0.20443422,0.51552833,0.00102391,0.01655341,0.09128203,0.45828142,0.23081791,0.00000000
-4.81740870,0.98701739,0.19482962,0.48738589,0.00096336,0.01522803,0.08623011,0.44220598,0.22609318,0.00000000
-4.81140570,0.94342495,0.18547507,0.45917516,0.00090224,0.01400166,0.08184044,0.42738419,0.22240999,0.00000000
-4.80540270,0.90147102,0.17636478,0.43109266,0.00084103,0.01286799,0.07808899,0.41356293,0.21953441,0.00000000
-4.79939970,0.86106581,0.16749791,0.40334734,0.00078024,0.01182196,0.07495492,0.40052014,0.21723723,0.00000000
-4.79339670,0.82216834,0.15887892,0.37615632,0.00072039,0.01085997,0.07242321,0.38807251,0.21530077,0.00000000
-4.78739370,0.78479067,0.15051774,0.34974033,0.00066201,0.00998002,0.07048709,0.37608132,0.21352493,0.00000000
-4.78139070,0.74900043,0.14242963,0.32431933,0.00060563,0.00918180,0.06915029,0.36445642,0.21173262,0.00000000
-4.77538769,0.71492165,0.13463497,0.30010845,0.00055174,0.00846662,0.06842899,0.35315849,0.20977427,0.00000000
-4.76938469,0.68273416,0.12715897,0.27731440,0.00050083,0.00783745,0.06835340,0.34219961,0.20753148,0.00000000
-4.76338169,0.65267175,0.12003133,0.25613247,0.00045330,0.00729875,0.06896891,0.33164226,0.20491981,0.00000000
-4.75737869,0.62501912,0.11328597,0.23674420,0.00040954,0.00685643,0.07033672,0.32159697,0.20189054,0.00000000
-4.75137569,0.60010754,0.10696067,0.21931562,0.00036987,0.00651770,0.07253381,0.31221865,0.19843148,0.00000000
-4.74537269,0.57830948,0.10109684,0.20399600,0.00033454,0.00629092,0.07565228,0.30370174,0.19456688,0.00000000
-4.73936968,0.56003176,0.09573915,0.19091703,0.00030376,0.00618546,0.07979783,0.29627443,0.19035631,0.00000000
-4.73336668,0.54570746,0.09093520,0.18019219,0.00027767,0.00621153,0.08508756,0.29019186,0.18589272,0.00000000
-4.72736368,0.53578634,0.08673504,0.17191623,0.00025634,0.00637994,0.09164679,0.28572852,0.18129962,0.00000000
-4.72136068,0.53072368,0.08319058,0.16616447,0.00023981,0.00670192,0.09960508,0.28317006,0.17672749,0.00000000
-4.71535768,0.53096774,0.08035482,0.16299197,0.00022802,0.00718885,0.10909154,0.28280436,0.17234949,0.00000000
-4.70935468,0.53694567,0.07828090,0.16243230,0.00022090,0.00785194,0.12022928,0.28491228,0.16835656,0.00000000
-4.70335168,0.54904833,0.07702094,0.16449596,0.00021832,0.00870188,0.13312936,0.28975808,0.16495211,0.00000000
-4.69734867,0.56761410,0.07662466,0.16916843,0.00022007,0.00974845,0.14788431,0.29757972,0.16234625,0.00000000
-4.69134567,0.59291221,0.07713781,0.17640791,0.00022594,0.01100007,0.16456145,0.30857928,0.16074983,0.00000000
-4.68534267,0.62512614,0.07860043,0.18614296,0.00023562,0.01246330,0.18319621,0.32291382,0.16036831,0.00000000
-4.67933967,0.66433763,0.08104502,0.19827008,0.00024881,0.01414236,0.20378594,0.34068676,0.16139572,0.00000000
-4.67333667,0.71051205,0.08449467,0.21265161,0.00026513,0.01603854,0.22628419,0.36194032,0.16400871,0.00000000
-4.66733367,0.76348589,0.08896111,0.22911401,0.00028417,0.01814974,0.25059614,0.38664911,0.16836083,0.00000000
-4.66133067,0.82295705,0.09444302,0.24744694,0.00030547,0.02046998,0.27657523,0.41471536,0.17457729,0.00000000
-4.65532766,0.88847872,0.10092439,0.26740333,0.00032856,0.02298892,0.30402135,0.44596596,0.18275022,0.00000000
-4.64932466,0.95945737,0.10837322,0.28870052,0.00035291,0.02569157,0.33268093,0.48015154,0.19293459,0.00000000
-4.64332166,1.03515547,0.11674052,0.31102282,0.00037798,0.02855808,0.36224889,0.51694799,0.20514490,0.00000000
