energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.26163082,3.31459645,0.72093754,0.00000000,0.02269875,1.52452426,1.43028076,1.10951373
-5.25562781,3.24438391,0.71415943,0.00000000,0.02149785,1.49160651,1.41053714,1.08376601
-5.24962481,3.16116445,0.70421810,0.00000000,0.02024084,1.45233898,1.38508136,1.05386630
-5.24362181,3.06613056,0.69126890,0.00000000,0.01894433,1.40733683,1.35441188,1.02020306
-5.23761881,2.96072337,0.67553198,0.00000000,0.01762492,1.35732439,1.31915550,0.98324674
-5.23161581,2.84658606,0.65728278,0.00000000,0.01629876,1.30311370,1.28004287,0.94353449
-5.22561281,2.72551319,0.63684122,0.00000000,0.01498122,1.24558119,1.23788131,0.90165366
-5.21960980,2.59939797,0.61456019,0.00000000,0.01368651,1.18564334,1.19352611,0.85822488
-5.21360680,2.47017937,0.59081365,0.00000000,0.01242748,1.12423223,1.14785139,0.81388518
-5.20760380,2.33979103,0.56598475,0.00000000,0.01121533,1.06227205,1.10172170,0.76927187
-5.20160080,2.21011363,0.54045439,0.00000000,0.01005955,1.00065708,1.05596531,0.72500761
-5.19559780,2.08293234,0.51459058,0.00000000,0.00896775,0.94023216,1.01135027,0.68168717
-5.18959480,1.95990027,0.48873896,0.00000000,0.00794573,0.88177594,0.96856387,0.63986615
-5.18359180,1.84250903,0.46321457,0.00000000,0.00699746,0.82598757,0.92819634,0.60005187
-5.17758879,1.73206673,0.43829535,0.00000000,0.00612523,0.77347684,0.89072905,0.56269652
-5.17158579,1.62968364,0.41421726,0.00000000,0.00532974,0.72475813,0.85652757,0.52819262
-5.16558279,1.53626528,0.39117124,0.00000000,0.00461030,0.68024778,0.82583945,0.49687053
-5.15957979,1.45251239,0.36930191,0.00000000,0.00396500,0.64026492,0.79879668,0.46899797
-5.15357679,1.37892710,0.34870800,0.00000000,0.00339096,0.60503520,0.77542230,0.44478117
-5.14757379,1.31582421,0.32944440,0.00000000,0.00288446,0.57469708,0.75564070,0.42436730
-5.14157079,1.26334653,0.31152549,0.00000000,0.00244120,0.54930999,0.73929075,0.40784797
-5.13556778,1.22148289,0.29492968,0.00000000,0.00205649,0.52886394,0.72614115,0.39526325
-5.12956478,1.19008775,0.27960486,0.00000000,0.00172538,0.51328979,0.71590700,0.38660606
-5.12356178,1.16890111,0.26547432,0.00000000,0.00144284,0.50246963,0.70826672,0.38182642
-5.11755878,1.15756766,0.25244305,0.00000000,0.00120391,0.49624681,0.70287860,0.38083545
-5.11155578,1.15565421,0.24040397,0.00000000,0.00100376,0.49443501,0.69939609,0.38350889
-5.10555278,1.16266485,0.22924390,0.00000000,0.00083782,0.49682602,0.69748124,0.38968995
-5.09954977,1.17805316,0.21884904,0.00000000,0.00070182,0.50319600,0.69681587,0.39919158
-5.09354677,1.20123155,0.20910966,0.00000000,0.00059186,0.51331004,0.69710994,0.41179809
-5.08754377,1.23157753,0.19992407,0.00000000,0.00050439,0.52692495,0.69810724,0.42726625
-5.08154077,1.26843736,0.19120155,0.00000000,0.00043632,0.54379042,0.69958818,0.44532620
-5.07553777,1.31112759,0.18286440,0.00000000,0.00038494,0.56364887,0.70136997,0.46568209
-5.06953477,1.35893509,0.17484902,0.00000000,0.00034799,0.58623398,0.70330457,0.48801302
-5.06353177,1.41111632,0.16710615,0.00000000,0.00032361,0.61126864,0.70527473,0.51197434
-5.05752876,1.46689672,0.15960038,0.00000000,0.00031037,0.63846244,0.70718875,0.53719954
-5.05152576,1.52547094,0.15230900,0.00000000,0.00030728,0.66750919,0.70897440,0.56330312
-5.04552276,1.58600463,0.14522051,0.00000000,0.00031373,0.69808501,0.71057275,0.58988429
-5.03951976,1.64763828,0.13833271,0.00000000,0.00032956,0.72984711,0.71193215,0.61653183
-5.03351676,1.70949358,0.13165079,0.00000000,0.00035503,0.76243381,0.71300311,0.64282995
-5.02751376,1.77068246,0.12518537,0.00000000,0.00039080,0.79546578,0.71373416,0.66836516
-5.02151076,1.83031864,0.11895065,0.00000000,0.00043799,0.82854887,0.71406914,0.69273387
-5.01550775,1.88753162,0.11296291,0.00000000,0.00049813,0.86127828,0.71394588,0.71555056
-5.00950475,1.94148250,0.10723913,0.00000000,0.00057318,0.89324427,0.71329642,0.73645622
-5.00350175,1.99138107,0.10179612,0.00000000,0.00066552,0.92403899,0.71204849,0.75512669
-4.99749875,2.03650348,0.09664976,0.00000000,0.00077793,0.95326434,0.71012820,0.77128058
-4.99149575,2.07620956,0.09181479,0.00000000,0.00091356,0.98054043,0.70746358,0.78468644
-4.98549275,2.10995907,0.08730464,0.00000000,0.00107588,1.00551433,0.70398868,0.79516875
-4.97948974,2.13732609,0.08313157,0.00000000,0.00126865,1.02786870,0.69964793,0.80261270
-4.97348674,2.15801077,0.07930702,0.00000000,0.00149582,1.04732985,0.69440038,0.80696730
-4.96748374,2.17184802,0.07584187,0.00000000,0.00176143,1.06367492,0.68822353,0.80824688
-4.96148074,2.17881261,0.07274692,0.00000000,0.00206950,1.07673783,0.68111664,0.80653085
-4.95547774,2.17902051,0.07003322,0.00000000,0.00242391,1.08641373,0.67310312,0.80196178
-4.94947474,2.17272655,0.06771243,0.00000000,0.00282825,1.09266168,0.66423206,0.79474199
-4.94347174,2.16031837,0.06579700,0.00000000,0.00328562,1.09550562,0.65457884,0.78512870
-4.93746873,2.14230720,0.06430041,0.00000000,0.00379851,1.09503341,0.64424472,0.77342817
-4.93146573,2.11931579,0.06323715,0.00000000,0.00436860,1.09139424,0.63335561,0.75998898
-4.92546273,2.09206420,0.06262273,0.00000000,0.00499659,1.08479424,0.62206012,0.74519478
-4.91945973,2.06135400,0.06247358,0.00000000,0.00568204,1.07549091,0.61052691,0.72945688
-4.91345673,2.02805155,0.06280686,0.00000000,0.00642326,1.06378625,0.59894167,0.71320690
-4.90745373,1.99307112,0.06364023,0.00000000,0.00721719,1.05001915,0.58750366,0.69688970
-4.90145073,1.95735820,0.06499158,0.00000000,0.00805931,1.03455726,0.57642213,0.68095683
-4.89544772,1.92187364,0.06687873,0.00000000,0.00894368,1.01778869,0.56591263,0.66586059
-4.88944472,1.88757889,0.06931899,0.00000000,0.00986287,1.00011373,0.55619319,0.65204878
-4.88344172,1.85542247,0.07232874,0.00000000,0.01080815,0.98193696,0.54748054,0.63996000
-4.87743872,1.82632777,0.07592290,0.00000000,0.01176953,0.96365986,0.53998635,0.63001959
-4.87143572,1.80118206,0.08011424,0.00000000,0.01273599,0.94567403,0.53391333,0.62263589
-4.86543272,1.78082634,0.08491262,0.00000000,0.01369574,0.92835511,0.52945133,0.61819670
-4.85942971,1.76604593,0.09032410,0.00000000,0.01463641,0.91205739,0.52677329,0.61706574
-4.85342671,1.75756118,0.09634980,0.00000000,0.01554545,0.89710907,0.52603107,0.61957879
-4.84742371,1.75601807,0.10298481,0.00000000,0.01641037,0.88380800,0.52735110,0.62603940
-4.84142071,1.76197826,0.11021679,0.00000000,0.01721912,0.87241783,0.53082997,0.63671393
-4.83541771,1.77590837,0.11802467,0.00000000,0.01796038,0.86316451,0.53652995,0.65182585
-4.82941471,1.79816836,0.12637728,0.00000000,0.01862385,0.85623289,0.54447460,0.67154923
-4.82341171,1.82899905,0.13523205,0.00000000,0.01920055,0.85176346,0.55464470,0.69600157
-4.81740870,1.86850902,0.14453392,0.00000000,0.01968299,0.84984916,0.56697460,0.72523605
-4.81140570,1.91666136,0.15421452,0.00000000,0.02006535,0.85053232,0.58134931,0.75923347
-4.80540270,1.97326083,0.16419172,0.00000000,0.02034357,0.85380176,0.59760258,0.79789442
-4.79939970,2.03794232,0.17436970,0.00000000,0.02051541,0.85959037,0.61551625,0.84103183
-4.79339670,2.11016145,0.18463952,0.00000000,0.02058043,0.86777314,0.63482098,0.88836476
-4.78739370,2.18918834,0.19488041,0.00000000,0.02053990,0.87816619,0.65519878,0.93951371
-4.78139070,2.27410556,0.20496165,0.00000000,0.02039668,0.89052678,0.67628721,0.99399816
-4.77538769,2.36381115,0.21474516,0.00000000,0.02015509,0.90455484,0.69768550,1.05123675
-4.76938469,2.45702740,0.22408867,0.00000000,0.01982067,0.91989603,0.71896245,1.11055059
-4.76338169,2.55231620,0.23284951,0.00000000,0.01940001,0.93614667,0.73966594,1.17117006
-4.75737869,2.64810080,0.24088871,0.00000000,0.01890052,0.95286060,0.75933391,1.23224521
-4.75137569,2.74269439,0.24807543,0.00000000,0.01833024,0.96955791,0.77750634,1.29285976
-4.74537269,2.83433464,0.25429144,0.00000000,0.01769759,0.98573557,0.79373791,1.35204862
-4.73936968,2.92122373,0.25943547,0.00000000,0.01701121,1.00087958,0.80761081,1.40881853
-4.73336668,3.00157253,0.26342722,0.00000000,0.01627982,1.01447841,0.81874722,1.46217118
-4.72736368,3.07364755,0.26621075,0.00000000,0.01551203,1.02603727,0.82682086,1.51112820
-4.72136068,3.13581890,0.26775725,0.00000000,0.01471628,1.03509264,0.83156716,1.55475714
-4.71535768,3.18660749,0.26806672,0.00000000,0.01390068,1.04122645,0.83279170,1.59219737
-4.70935468,3.22472942,0.26716879,0.00000000,0.01307299,1.04407942,0.83037621,1.62268502
-4.70335168,3.24913558,0.26512225,0.00000000,0.01224055,1.04336280,0.82428229,1.64557580
-4.69734867,3.25904493,0.26201355,0.00000000,0.01141022,1.03886802,0.81455230,1.66036479
-4.69134567,3.25396961,0.25795420,0.00000000,0.01058838,1.03047374,0.80130756,1.66670230
-4.68534267,3.23373087,0.25307701,0.00000000,0.00978086,1.01814991,0.78474388,1.66440505
-4.67933967,3.19846488,0.24753165,0.00000000,0.00899296,1.00195870,0.76512469,1.65346219
-4.67333667,3.14861815,0.24147928,0.00000000,0.00822941,0.98205194,0.74277191,1.63403577
-4.66733367,3.08493266,0.23508693,0.00000000,0.00749436,0.95866553,0.71805515,1.60645569
-4.66133067,3.00842116,0.22852143,0.00000000,0.00679140,0.93211066,0.69137953,1.57120925
-4.65532766,2.92033398,0.22194353,0.00000000,0.00612348,0.90276250,0.66317283,1.52892581
-4.64932466,2.82211854,0.21550218,0.00000000,0.00549299,0.87104679,0.63387226,1.48035716
-4.64332166,2.71537343,0.20932939,0.00000000,0.00490169,0.83742486,0.60391164,1.42635449
-4.63731866,2.60179915,0.20353581,0.00000000,0.00435077,0.80237790,0.57370927,1.36784293
-4.63131566,2.48314752,0.19820725,0.00000000,0.00384086,0.76639119,0.54365708,1.30579482
-4.62531266,2.36117194,0.19340226,0.00000000,0.00337202,0.72993883,0.51411137,1.24120269
-4.61930965,2.23758051,0.18915084,0.00000000,0.00294385,0.69346992,0.48538539,1.17505312
-4.61330665,2.11399384,0.18545440,0.00000000,0.00255544,0.65739650,0.45774406,1.10830249
-4.60730365,1.99190901,0.18228689,0.00000000,0.00220550,0.62208388,0.43140079,1.04185542
-4.60130065,1.87267084,0.17959700,0.00000000,0.00189238,0.58784369,0.40651649,0.97654659
-4.59529765,1.75745110,0.17731139,0.00000000,0.00161413,0.55492969,0.38320053,0.91312645
-4.58929465,1.64723601,0.17533876,0.00000000,0.00136860,0.52353657,0.36151358,0.85225103
-4.58329165,1.54282178,0.17357451,0.00000000,0.00115343,0.49380138,0.34147200,0.79447583
-4.57728864,1.44481756,0.17190586,0.00000000,0.00096621,0.46580756,0.32305344,0.74025370
-4.57128564,1.35365499,0.17021707,0.00000000,0.00080444,0.43959099,0.30620322,0.68993624
-4.56528264,1.26960300,0.16839468,0.00000000,0.00066564,0.41514765,0.29084134,0.64377828
-4.55927964,1.19278658,0.16633236,0.00000000,0.00054740,0.39244239,0.27686943,0.60194465
-4.55327664,1.12320796,0.16393532,0.00000000,0.00044737,0.37141824,0.26417752,0.56451879
-4.54727364,1.06076884,0.16112400,0.00000000,0.00036336,0.35200557,0.25265022,0.53151223
-4.54127064,1.00529219,0.15783696,0.00000000,0.00029329,0.33413084,0.24217212,0.50287447
-4.53526763,0.95654249,0.15403280,0.00000000,0.00023526,0.31772418,0.23263211,0.47850263
-4.52926463,0.91424350,0.14969119,0.00000000,0.00018753,0.30272577,0.22392669,0.45825031
-4.52326163,0.87809284,0.14481289,0.00000000,0.00014856,0.28909040,0.21596207,0.44193539
-4.51725863,0.84777298,0.13941888,0.00000000,0.00011696,0.27679037,0.20865520,0.42934661
-4.51125563,0.82295868,0.13354866,0.00000000,0.00009150,0.26581653,0.20193382,0.42024871
-4.50525263,0.80332097,0.12725793,0.00000000,0.00007115,0.25617749,0.19573566,0.41438635
-4.49924962,0.78852811,0.12061564,0.00000000,0.00005498,0.24789727,0.19000704,0.41148693
-4.49324662,0.77824427,0.11370080,0.00000000,0.00004222,0.24101163,0.18470110,0.41126259
-4.48724362,0.77212648,0.10659906,0.00000000,0.00003223,0.23556320,0.17977580,0.41341161
-4.48124062,0.76982077,0.09939927,0.00000000,0.00002445,0.23159600,0.17519211,0.41761971
-4.47523762,0.77095828,0.09219028,0.00000000,0.00001843,0.22914963,0.17091235,0.42356146
-4.46923462,0.77515203,0.08505798,0.00000000,0.00001382,0.22825337,0.16689909,0.43090205
-4.46323162,0.78199496,0.07808283,0.00000000,0.00001029,0.22892081,0.16311450,0.43929977
-4.45722861,0.79105979,0.07133782,0.00000000,0.00000762,0.23114514,0.15952041,0.44840920
-4.45122561,0.80190097,0.06488704,0.00000000,0.00000561,0.23489544,0.15607895,0.45788529
-4.44522261,0.81405880,0.05878479,0.00000000,0.00000411,0.24011432,0.15275388,0.46738819
-4.43921961,0.82706584,0.05307529,0.00000000,0.00000299,0.24671691,0.14951228,0.47658877
-4.43321661,0.84045521,0.04779283,0.00000000,0.00000216,0.25459138,0.14632681,0.48517461
-4.42721361,0.85377069,0.04296243,0.00000000,0.00000155,0.26360111,0.14317804,0.49285630
-4.42121061,0.86657791,0.03860079,0.00000000,0.00000111,0.27358830,0.14005697,0.49937368
-4.41520760,0.87847632,0.03471761,0.00000000,0.00000079,0.28437901,0.13696733,0.50450174
-4.40920460,0.88911132,0.03131699,0.00000000,0.00000056,0.29578937,0.13392770,0.50805599
-4.40320160,0.89818576,0.02839894,0.00000000,0.00000039,0.30763273,0.13097306,0.50989691
-4.39719860,0.90547061,0.02596083,0.00000000,0.00000028,0.31972748,0.12815588,0.50993338
-4.39119560,0.91081378,0.02399881,0.00000000,0.00000019,0.33190493,0.12554642,0.50812479
-4.38519260,0.91414701,0.02250897,0.00000000,0.00000013,0.34401725,0.12323233,0.50448180
-4.37918959,0.91549011,0.02148829,0.00000000,0.00000009,0.35594458,0.12131742,0.49906564
-4.37318659,0.91495239,0.02093534,0.00000000,0.00000006,0.36760126,0.11991961,0.49198595
-4.36718359,0.91273090,0.02085059,0.00000000,0.00000004,0.37894061,0.11916814,0.48339722
-4.36118059,0.90910556,0.02123650,0.00000000,0.00000003,0.38995796,0.11920002,0.47349391
-4.35517759,0.90443095,0.02209721,0.00000000,0.00000002,0.40069162,0.12015587,0.46250439
-4.34917459,0.89912511,0.02343799,0.00000000,0.00000002,0.41122169,0.12217531,0.45068392
-4.34317159,0.89365538,0.02526443,0.00000000,0.00000001,0.42166657,0.12539186,0.43830679
-4.33716858,0.88852199,0.02758135,0.00000000,0.00000001,0.43217728,0.12992781,0.42565802
-4.33116558,0.88423957,0.03039163,0.00000000,0.00000001,0.44292967,0.13588892,0.41302467
-4.32516258,0.88131748,0.03369493,0.00000000,0.00000000,0.45411501,0.14335943,0.40068719
-4.31915958,0.88023959,0.03748633,0.00000000,0.00000000,0.46592913,0.15239735,0.38891098
-4.31315658,0.88144426,0.04175516,0.00000000,0.00000000,0.47856089,0.16303040,0.37793853
-4.30715358,0.88530552,0.04648380,0.00000000,0.00000000,0.49218033,0.17525269,0.36798223
