energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.72986493,3.54794491,0.00460795,0.58340726,0.61379102,0.42057081,2.48194489,1.26060151,0.03266164,1.10035254
-5.72386193,3.51887308,0.00438703,0.56755500,0.61389648,0.42066618,2.45139599,1.25069493,0.03121888,1.09801917
-5.71785893,3.49110847,0.00422584,0.55118086,0.61502501,0.42151314,2.42120278,1.24058139,0.02967921,1.09709689
-5.71185593,3.46527975,0.00412112,0.53445892,0.61729393,0.42310448,2.39169744,1.23045320,0.02806779,1.09780897
-5.70585293,3.44182917,0.00406923,0.51755365,0.62077303,0.42539925,2.36312491,1.22044561,0.02640996,1.10029838
-5.69984992,3.42098601,0.00406614,0.50061540,0.62547827,0.42832190,2.33562898,1.21062926,0.02473049,1.10461660
-5.69384692,3.40274938,0.00410744,0.48377665,0.63136735,0.43176291,2.30924219,1.20100584,0.02305283,1.11071621
-5.68784392,3.38688186,0.00418840,0.46714908,0.63833775,0.43558095,2.28388054,1.19150732,0.02139861,1.11844750
-5.68184092,3.37291476,0.00430394,0.45082176,0.64622724,0.43960664,2.25934376,1.18199897,0.01978712,1.12755975
-5.67583792,3.36016522,0.00444872,0.43486046,0.65481719,0.44364776,2.23532152,1.17228620,0.01823498,1.13770717
-5.66983492,3.34776485,0.00461716,0.41930817,0.66383857,0.44749581,2.21140580,1.16212486,0.01675598,1.14845963
-5.66383192,3.33469899,0.00480355,0.40418684,0.67298067,0.45093368,2.18710929,1.15123472,0.01536096,1.15931775
-5.65782891,3.31985494,0.00500211,0.38950023,0.68190214,0.45374417,2.16188910,1.13931550,0.01405787,1.16973195
-5.65182591,3.30207731,0.00520709,0.37523767,0.69024415,0.45571887,2.13517511,1.12606461,0.01285195,1.17912473
-5.64582291,3.28022779,0.00541293,0.36137869,0.69764500,0.45666724,2.10640150,1.11119592,0.01174595,1.18691528
-5.63981991,3.25324681,0.00561435,0.34789805,0.70375571,0.45642533,2.07504024,1.09445849,0.01074043,1.19254533
-5.63381691,3.22021411,0.00580649,0.33477114,0.70825591,0.45486376,2.04063468,1.07565444,0.00983419,1.19550522
-5.62781391,3.18040532,0.00598504,0.32197922,0.71086932,0.45189475,2.00283170,1.05465494,0.00902458,1.19535893
-5.62181091,3.13334200,0.00614639,0.30951444,0.71137814,0.44747771,1.96141067,1.03141373,0.00830794,1.19176705
-5.61580790,3.07883261,0.00628771,0.29738417,0.70963568,0.44162321,1.91630772,1.00597736,0.00767995,1.18450646
-5.60980490,3.01700257,0.00640704,0.28561459,0.70557662,0.43439526,1.86763391,0.97849164,0.00713602,1.17348602
-5.60380190,2.94831197,0.00650336,0.27425321,0.69922445,0.42591166,1.81568637,0.94920417,0.00667156,1.15875738
-5.59779890,2.87356013,0.00657663,0.26337032,0.69069568,0.41634242,1.76095173,0.91846265,0.00628229,1.14052048
-5.59179590,2.79387668,0.00662778,0.25305915,0.68020057,0.40590649,1.70410146,0.88670919,0.00596437,1.11912339
-5.58579290,2.71069977,0.00665864,0.24343489,0.66804034,0.39486676,1.64597934,0.85447087,0.00571460,1.09505653
-5.57978989,2.62574207,0.00667190,0.23463252,0.65460086,0.38352362,1.58758150,0.82234691,0.00553050,1.06894143
-5.57378689,2.54094617,0.00667099,0.22680351,0.64034308,0.37220733,1.53002979,0.79099308,0.00541031,1.04151449
-5.56778389,2.45843114,0.00665993,0.22011166,0.62579053,0.36126951,1.47453967,0.76110401,0.00535299,1.01360637
-5.56178089,2.38043215,0.00664315,0.21472810,0.61151428,0.35107400,1.42238382,0.73339388,0.00535816,0.98611777
-5.55577789,2.30923567,0.00662533,0.21082580,0.59811602,0.34198750,1.37485303,0.70857652,0.00542597,0.95999254
-5.54977489,2.24711218,0.00661117,0.20857361,0.58620964,0.33437011,1.33321572,0.68734524,0.00555702,0.93618905
-5.54377189,2.19624888,0.00660521,0.20813023,0.57640224,0.32856623,1.29867765,0.67035325,0.00575220,0.91565082
-5.53776888,2.15868431,0.00661165,0.20963817,0.56927483,0.32489592,1.27234319,0.65819510,0.00601250,0.89927748
-5.53176588,2.13624685,0.00663415,0.21321794,0.56536373,0.32364696,1.25517939,0.65138962,0.00633894,0.88789680
-5.52576288,2.13049861,0.00667567,0.21896260,0.56514287,0.32506770,1.24798401,0.65036476,0.00673233,0.88223879
-5.51975988,2.14268623,0.00673838,0.22693296,0.56900785,0.32936088,1.25135826,0.65544458,0.00719321,0.88291249
-5.51375688,2.17369942,0.00682353,0.23715337,0.57726190,0.33667843,1.26568508,0.66683858,0.00772169,0.89038611
-5.50775388,2.22403831,0.00693146,0.24960829,0.59010440,0.34711729,1.29111329,0.68463357,0.00831732,0.90497100
-5.50175088,2.29378991,0.00706152,0.26423981,0.60762205,0.36071624,1.32754806,0.70878812,0.00897904,0.92680972
-5.49574787,2.38261424,0.00721215,0.28094608,0.62978305,0.37745376,1.37464755,0.73912959,0.00970510,0.95586857
-5.48974487,2.48974007,0.00738095,0.29958073,0.65643433,0.39724686,1.43182586,0.77535389,0.01049298,0.99193453
-5.48374187,2.61397052,0.00756474,0.31995338,0.68730203,0.41995095,1.49826195,0.81702785,0.01133934,1.03461675
-5.47773887,2.75369809,0.00775971,0.34183115,0.72199505,0.44536064,1.57291424,0.86359417,0.01224003,1.08335244
-5.47173587,2.90692906,0.00796161,0.36494133,0.76001173,0.47321145,1.65454041,0.91437907,0.01319001,1.13741699
-5.46573287,3.07131681,0.00816581,0.38897499,0.80074954,0.50318265,1.74172192,0.96860245,0.01418337,1.19593803
-5.45972986,3.24420351,0.00836757,0.41359170,0.84351741,0.53490097,1.83289260,1.02539051,0.01521330,1.25791321
-5.45372686,3.42266958,0.00856211,0.43842515,0.88755056,0.56794536,1.92637074,1.08379079,0.01627214,1.32223120
-5.44772386,3.60359007,0.00874482,0.46308969,0.93202750,0.60185284,2.02039384,1.14278941,0.01735130,1.38769550
-5.44172086,3.78369702,0.00891136,0.48718758,0.97608873,0.63612538,2.11315537,1.20133027,0.01844136,1.45305057
-5.43571786,3.95964666,0.00905779,0.51031689,1.01885671,0.67023775,2.20284271,1.25833598,0.01953209,1.51700963
-5.42971486,4.12809000,0.00918064,0.53207987,1.05945664,0.70364642,2.28767538,1.31273007,0.02061248,1.57828356
-5.42371186,4.28574540,0.00927696,0.55209154,1.09703748,0.73579935,2.36594288,1.36346004,0.02167084,1.63561016
-5.41770885,4.42947140,0.00934441,0.56998835,1.13079267,0.76614649,2.43604102,1.40952078,0.02269492,1.68778311
-5.41170585,4.55633787,0.00938120,0.58543662,1.15997989,0.79415088,2.49650619,1.44997761,0.02367203,1.73367987
-5.40570285,4.66369375,0.00938614,0.59814061,1.18393945,0.81930008,2.54604651,1.48398844,0.02458923,1.77228772
-5.39969985,4.74922930,0.00935855,0.60784980,1.20211057,0.84111755,2.58356918,1.51082429,0.02543355,1.80272734
-5.39369685,4.81103098,0.00929831,0.61436536,1.21404521,0.85917390,2.60820341,1.52988747,0.02619222,1.82427313
-5.38769385,4.84762736,0.00920571,0.61754541,1.21941891,0.87309728,2.61931814,1.54072689,0.02685296,1.83636972
-5.38169085,4.85802429,0.00908147,0.61730896,1.21803839,0.88258296,2.61653421,1.54304988,0.02740427,1.83864423
-5.37568784,4.84172826,0.00892666,0.61363837,1.20984553,0.88740136,2.59973058,1.53672995,0.02783575,1.83091374
-5.36968484,4.79875697,0.00874268,0.60658022,1.19491779,0.88740449,2.56904441,1.52181034,0.02813844,1.81318788
-5.36368184,4.72963666,0.00853114,0.59624449,1.17346488,0.88253034,2.52486502,1.49850309,0.02830510,1.78566638
-5.35767884,4.63538618,0.00829393,0.58280220,1.14582198,0.87280499,2.46782182,1.46718350,0.02833048,1.74873169
-5.35167584,4.51748829,0.00803311,0.56648135,1.11243959,0.85834249,2.39876675,1.42838034,0.02821162,1.70293689
-5.34567284,4.37784900,0.00775091,0.54756153,1.07387059,0.83934215,2.31875148,1.38276196,0.02794800,1.64898939
-5.33966983,4.21874648,0.00744974,0.52636715,1.03075470,0.81608357,2.22900038,1.33111886,0.02754168,1.58773083
-5.33366683,4.04277110,0.00713213,0.50325969,0.98380121,0.78891936,2.13087983,1.27434323,0.02699737,1.52011405
-5.32766383,3.85275869,0.00680074,0.47862916,0.93377028,0.75826588,2.02586503,1.21340633,0.02632238,1.44717772
-5.32166083,3.65171929,0.00645837,0.45288497,0.88145362,0.72459224,1.91550513,1.14933432,0.02552654,1.37001972
-5.31565783,3.44276374,0.00610789,0.42644669,0.82765515,0.68840812,1.80138790,1.08318343,0.02462196,1.28976982
-5.30965483,3.22903030,0.00575226,0.39973477,0.77317220,0.65025055,1.68510491,1.01601527,0.02362281,1.20756282
-5.30365183,3.01361383,0.00539448,0.37316164,0.71877779,0.61067048,1.56821811,0.94887302,0.02254496,1.12451282
-5.29764882,2.79949936,0.00503760,0.34712341,0.66520454,0.57021930,1.45222894,0.88275919,0.02140557,1.04168940
-5.29164582,2.58950185,0.00468460,0.32199231,0.61313056,0.52943595,1.33855044,0.81861554,0.02022268,0.96009624
-5.28564282,2.38621379,0.00433843,0.29811008,0.56316758,0.48883502,1.22848321,0.75730559,0.01901472,0.88065290
-5.27963982,2.19196142,0.00400193,0.27578244,0.51585153,0.44889608,1.12319553,0.69960009,0.01780003,0.80417991
-5.27363682,2.00877049,0.00367776,0.25527463,0.47163571,0.41005472,1.02370789,0.64616561,0.01659645,0.73138751
-5.26763382,1.83834173,0.00336839,0.23680820,0.43088647,0.37269536,0.93088208,0.59755636,0.01542081,0.66286804
-5.26163082,1.68203600,0.00307605,0.22055879,0.39388128,0.33714602,0.84541469,0.55420918,0.01428861,0.59909200
-5.25562781,1.54086870,0.00280265,0.20665508,0.36080917,0.30367510,0.76783471,0.51644151,0.01321362,0.54040750
-5.24962481,1.41551282,0.00254981,0.19517867,0.33177308,0.27249003,0.69850509,0.48445220,0.01220764,0.48704290
-5.24362181,1.30630969,0.00231876,0.18616492,0.30679413,0.24373787,0.63762752,0.45832486,0.01128027,0.43911216
-5.23761881,1.21328653,0.00211040,0.17960451,0.28581729,0.21750745,0.58525017,0.43803336,0.01043881,0.39662260
-5.23161581,1.13617956,0.00192521,0.17544572,0.26871833,0.19383301,0.54127770,0.42344934,0.00968816,0.35948457
-5.22561281,1.07446171,0.00176334,0.17359729,0.25531164,0.17269899,0.50548320,0.41435114,0.00903087,0.32752250
-5.21960980,1.02737372,0.00162452,0.17393174,0.24535876,0.15404572,0.47752139,0.41043412,0.00846720,0.30048703
-5.21360680,0.99395773,0.00150816,0.17628913,0.23857729,0.13777581,0.45694279,0.41132185,0.00799529,0.27806765
-5.20760380,0.97309226,0.00141335,0.18048106,0.23464998,0.12376075,0.44320853,0.41657809,0.00761132,0.25990561
-5.20160080,0.96352794,0.00133887,0.18629503,0.23323387,0.11184784,0.43570534,0.42571912,0.00730974,0.24560665
-5.19559780,0.96392308,0.00128325,0.19349896,0.23396918,0.10186686,0.43376078,0.43822641,0.00708358,0.23475340
-5.18959480,0.97287868,0.00124482,0.20184577,0.23648795,0.09363656,0.43665826,0.45355926,0.00692472,0.22691717
-5.18359180,0.98897210,0.00122173,0.21107820,0.24042220,0.08697071,0.44365194,0.47116729,0.00682418,0.22166893
-5.17758879,1.01078922,0.00121204,0.22093357,0.24541159,0.08168363,0.45398132,0.49050265,0.00677247,0.21858947
-5.17158579,1.03695446,0.00121373,0.23114852,0.25111041,0.07759510,0.46688546,0.51103166,0.00675987,0.21727860
-5.16558279,1.06615856,0.00122478,0.24146367,0.25719390,0.07453470,0.48161676,0.53224579,0.00677671,0.21736331
-5.15957979,1.09718375,0.00124319,0.25162813,0.26336378,0.07234542,0.49745414,0.55367186,0.00681371,0.21850500
-5.15357679,1.12892609,0.00126708,0.26140373,0.26935300,0.07088670,0.51371551,0.57488116,0.00686217,0.22040564
-5.14757379,1.16041474,0.00129467,0.27056898,0.27492962,0.07003682,0.52976943,0.59549748,0.00691426,0.22281298
-5.14157079,1.19082815,0.00132437,0.27892263,0.27989982,0.06969470,0.54504562,0.61520390,0.00696318,0.22552481
-5.13556778,1.21950684,0.00135482,0.28628672,0.28411009,0.06978122,0.55904421,0.63374816,0.00700333,0.22839223
-5.12956478,1.24596276,0.00138490,0.29250915,0.28744847,0.07024000,0.57134354,0.65094654,0.00703045,0.23132204
-5.12356178,1.26988516,0.00141375,0.29746567,0.28984502,0.07103775,0.58160614,0.66668629,0.00704170,0.23427821
-5.11755878,1.29114293,0.00144082,0.30106129,0.29127143,0.07216421,0.58958281,0.68092640,0.00703571,0.23728243
-5.11155578,1.30978327,0.00146588,0.30323099,0.29173996,0.07363169,0.59511467,0.69369686,0.00701259,0.24041367
-5.10555278,1.32602686,0.00148898,0.30393986,0.29130151,0.07547421,0.59813293,0.70509630,0.00697391,0.24380687
-5.09954977,1.34025945,0.00151051,0.30318264,0.29004321,0.07774633,0.59865645,0.71528807,0.00692263,0.24765052
-5.09354677,1.35301994,0.00153111,0.30098264,0.28808528,0.08052156,0.59678708,0.72449491,0.00686300,0.25218322
-5.08754377,1.36498505,0.00155174,0.29739013,0.28557744,0.08389034,0.59270284,0.73299211,0.00680042,0.25768904
-5.08154077,1.37695058,0.00157355,0.29248028,0.28269473,0.08795771,0.58664918,0.74109945,0.00674128,0.26449171
-5.07553777,1.38980956,0.00159792,0.28635061,0.27963297,0.09284047,0.57892849,0.74917177,0.00669277,0.27294750
-5.06953477,1.40452734,0.00162635,0.27911812,0.27660379,0.09866389,0.56988827,0.75758862,0.00666264,0.28343676
-5.06353177,1.42211389,0.00166043,0.27091615,0.27382921,0.10555806,0.55990813,0.76674287,0.00665900,0.29635411
-5.05752876,1.44359371,0.00170180,0.26189097,0.27153602,0.11365369,0.54938622,0.77702857,0.00669002,0.31209735
-5.05152576,1.46997374,0.00175205,0.25219822,0.26994976,0.12307755,0.53872539,0.78882837,0.00676369,0.33105505
-5.04552276,1.50220985,0.00181264,0.24199932,0.26928864,0.13394759,0.52831951,0.80250059,0.00688754,0.35359319
-5.03951976,1.54117260,0.00188489,0.23145781,0.26975713,0.14636778,0.51854037,0.81836635,0.00706837,0.38004093
-5.03351676,1.58761321,0.00196985,0.22073576,0.27153979,0.16042276,0.50972565,0.83669719,0.00731197,0.41067582
-5.02751376,1.64213061,0.00206827,0.20999033,0.27479498,0.17617261,0.50216813,0.85770339,0.00762288,0.44570913
-5.02151076,1.70514084,0.00218052,0.19937047,0.27964906,0.19364777,0.49610676,0.88152354,0.00800417,0.48527149
-5.01550775,1.77684989,0.00230657,0.18901398,0.28619096,0.21284439,0.49171954,0.90821577,0.00845722,0.52939971
-5.00950475,1.85723136,0.00244593,0.17904481,0.29446753,0.23372037,0.48911864,0.93775118,0.00898158,0.57802520
-5.00350175,1.94601012,0.00259763,0.16957080,0.30447974,0.25619231,0.48834793,0.97000961,0.00957487,0.63096490
-4.99749875,2.04265322,0.00276022,0.16068191,0.31618006,0.28013357,0.48938273,1.00477853,0.01023270,0.68791506
-4.99149575,2.14636898,0.00293177,0.15244893,0.32947123,0.30537369,0.49213216,1.04175487,0.01094872,0.74844882
-4.98549275,2.25611511,0.00310989,0.14492273,0.34420647,0.33169941,0.49644363,1.08055040,0.01171465,0.81201777
-4.97948974,2.37061618,0.00329178,0.13813419,0.36019139,0.35885731,0.50210960,1.12070038,0.01252048,0.87795808
-4.97348674,2.48839059,0.00347431,0.13209460,0.37718759,0.38655810,0.50887616,1.16167549,0.01335466,0.94550121
-4.96748374,2.60778666,0.00365406,0.12679678,0.39491794,0.41448275,0.51645327,1.20289680,0.01420436,1.01378930
-4.96148074,2.72702675,0.00382744,0.12221667,0.41307347,0.44229009,0.52452620,1.24375320,0.01505584,1.08189490
-4.95547774,2.84425847,0.00399077,0.11831548,0.43132164,0.46962583,0.53276776,1.28362088,0.01589485,1.14884442
-4.94947474,2.95761072,0.00414041,0.11504232,0.44931582,0.49613266,0.54085091,1.32188383,0.01670700,1.21364483
-4.94347174,3.06525294,0.00427286,0.11233714,0.46670552,0.52146106,0.54846126,1.35795487,0.01747821,1.27531232
-4.93746873,3.16545470,0.00438488,0.11013406,0.48314701,0.54528039,0.55530891,1.39129596,0.01819517,1.33290204
-4.93146573,3.25664341,0.00447359,0.10836471,0.49831402,0.56728976,0.56113940,1.42143705,0.01884572,1.38553745
-4.92546273,3.33745739,0.00453657,0.10696180,0.51190782,0.58722820,0.56574318,1.44799257,0.01941924,1.43243821
-4.91945973,3.40679193,0.00457194,0.10586256,0.52366646,0.60488361,0.56896336,1.47067474,0.01990696,1.47294511
-4.91345673,3.46383621,0.00457842,0.10501206,0.53337262,0.62010006,0.57070156,1.48930304,0.02030220,1.50654095
-4.90745373,3.50809932,0.00455538,0.10436627,0.54085979,0.63278300,0.57092162,1.50380946,0.02060052,1.53286635
-4.90145073,3.53942420,0.00450285,0.10389482,0.54601647,0.64290220,0.56965123,1.51423931,0.02079981,1.55172969
-4.89544772,3.55798895,0.00442153,0.10358341,0.54878828,0.65049203,0.56698150,1.52074750,0.02090026,1.56311066
-4.88944472,3.56429558,0.00431276,0.10343571,0.54917781,0.65564931,0.56306456,1.52359074,0.02090421,1.56715731
-4.88344172,3.55914693,0.00417844,0.10347485,0.54724242,0.65852852,0.55810965,1.52311608,0.02081599,1.56417668
-4.87743872,3.54361322,0.00402102,0.10374442,0.54309002,0.65933485,0.55237771,1.51974644,0.02064164,1.55461966
-4.87143572,3.51899000,0.00384336,0.10430895,0.53687318,0.65831522,0.54617510,1.51396417,0.02038854,1.53906067
-4.86543272,3.48674985,0.00364867,0.10525394,0.52878191,0.65574789,0.53984652,1.50629339,0.02006513,1.51817346
-4.85942971,3.44849041,0.00344040,0.10668530,0.51903544,0.65193104,0.53376777,1.49728218,0.01968043,1.49270407
-4.85342671,3.40588125,0.00322210,0.10872840,0.50787357,0.64717101,0.52833831,1.48748564,0.01924376,1.46344249
-4.84742371,3.36061220,0.00299738,0.11152657,0.49554787,0.64177069,0.52397420,1.47745042,0.01876435,1.43119429
-4.84142071,3.31434536,0.00276973,0.11523910,0.48231335,0.63601872,0.52110123,1.46770162,0.01825100,1.39675364
-4.83541771,3.26867266,0.00254250,0.12003873,0.46842074,0.63017980,0.52014857,1.45873231,0.01771191,1.36087884
-4.82941471,3.22508028,0.00231879,0.12610859,0.45410985,0.62448683,0.52154276,1.45099593,0.01715443,1.32427141
-4.82341171,3.18492081,0.00210138,0.13363861,0.43960416,0.61913482,0.52570194,1.44490163,0.01658496,1.28755951
-4.81740870,3.14939329,0.00189270,0.14282137,0.42510676,0.61427702,0.53303020,1.44081199,0.01600890,1.25128602
-4.81140570,3.11953074,0.00169479,0.15384734,0.41079771,0.61002313,0.54391177,1.43904305,0.01543071,1.21590153
-4.80540270,3.09619445,0.00150930,0.16689967,0.39683267,0.60643963,0.55870488,1.43986558,0.01485391,1.18176211
-4.79939970,3.08007362,0.00133745,0.18214839,0.38334278,0.60355181,0.57773503,1.44350722,0.01428127,1.14913131
-4.79339670,3.07168909,0.00118010,0.19974421,0.37043558,0.60134753,0.60128747,1.45015464,0.01371491,1.11818590
-4.78739370,3.07139950,0.00103772,0.21981207,0.35819654,0.59978195,0.62959898,1.45995495,0.01315649,1.08902458
-4.78139070,3.07940835,0.00091044,0.24244451,0.34669136,0.59878309,0.66284875,1.47301602,0.01260740,1.06167860
-4.77538769,3.09577078,0.00079812,0.26769507,0.33596828,0.59825779,0.70114878,1.48940517,0.01206885,1.03612364
-4.76938469,3.12039902,0.00070033,0.29557203,0.32606061,0.59809746,0.74453382,1.50914609,0.01154209,1.01229185
-4.76338169,3.15306592,0.00061647,0.32603272,0.31698900,0.59818357,0.79295150,1.53221417,0.01102843,0.99008348
-4.75737869,3.19340645,0.00054573,0.35897860,0.30876341,0.59839245,0.84625296,1.55853039,0.01052935,0.96937733
-4.75137569,3.24091742,0.00048719,0.39425160,0.30138472,0.59859920,0.90418471,1.58795439,0.01004653,0.95003962
-4.74537269,3.29495613,0.00043986,0.43163173,0.29484579,0.59868077,0.96638240,1.62027734,0.00958180,0.93193102
-4.73936968,3.35473885,0.00040268,0.47083653,0.28913213,0.59851805,1.03236689,1.65521534,0.00913713,0.91491174
-4.73336668,3.41934040,0.00037455,0.51152216,0.28422214,0.59799722,1.10154350,1.69240428,0.00871454,0.89884478
-4.72736368,3.48769597,0.00035439,0.55328671,0.28008706,0.59701034,1.17320476,1.73139682,0.00831597,0.88359747
-4.72136068,3.55860648,0.00034116,0.59567537,0.27669064,0.59545552,1.24653697,1.77166218,0.00794324,0.86904176
-4.71535768,3.63074836,0.00033381,0.63818770,0.27398878,0.59323684,1.32063096,1.81258938,0.00759788,0.85505361
-4.70935468,3.70268857,0.00033137,0.68028675,0.27192917,0.59026418,1.39449669,1.85349401,0.00728107,0.84151179
-4.70335168,3.77290520,0.00033294,0.72140982,0.27045105,0.58645323,1.46708180,1.89362888,0.00699350,0.82829669
-4.69734867,3.83981350,0.00033765,0.76098063,0.26948524,0.58172579,1.53729340,1.93219805,0.00673537,0.81528928
-4.69134567,3.90179699,0.00034471,0.79842231,0.26895442,0.57601046,1.60402255,1.96837419,0.00650626,0.80237072
-4.68534267,3.95724267,0.00035342,0.83317109,0.26877377,0.56924378,1.66617065,2.00131825,0.00630518,0.78942253
-4.67933967,4.00457918,0.00036312,0.86468993,0.26885198,0.56137176,1.72267679,2.03020104,0.00613054,0.77632775
-4.67333667,4.04231635,0.00037323,0.89248176,0.26909261,0.55235175,1.77254498,2.05422549,0.00598022,0.76297275
-4.66733367,4.06908466,0.00038324,0.91610180,0.26939569,0.54215450,1.81487035,2.07264881,0.00585158,0.74924978
-4.66133067,4.08367276,0.00039271,0.93516863,0.26965971,0.53076627,1.84886317,2.08480363,0.00574157,0.73506013
-4.65532766,4.08506158,0.00040124,0.94937345,0.26978375,0.51819079,1.87386998,2.09011706,0.00564685,0.72031744
-4.64932466,4.07245347,0.00040851,0.95848741,0.26966967,0.50445092,1.88939075,2.08812714,0.00556381,0.70495118
-4.64332166,4.04529521,0.00041426,0.96236666,0.26922445,0.48958982,1.89509181,2.07849585,0.00548880,0.68890990
