energy_ev,total_up,total_down,Bi_p_up,Bi_p_down,Bi_d_up,Bi_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.76588294,1.38792659,-1.42114184,0.01953246,-0.02010607,0.00263683,-0.00274527,0.53121482,-0.54487264,0.54886075,-0.55852071,0.02781978,-0.02929658,0.88230398,-0.90522646
-5.75987994,1.35772477,-1.39709968,0.01900717,-0.01967214,0.00254005,-0.00266757,0.52013474,-0.53595487,0.53784299,-0.54983934,0.02672771,-0.02842485,0.86341344,-0.89015217
-5.75387694,1.32442292,-1.36829227,0.01843502,-0.01916755,0.00243188,-0.00257606,0.50804110,-0.52535036,0.52568752,-0.53936154,0.02549788,-0.02738459,0.84260598,-0.87209085
-5.74787394,1.28931024,-1.33588601,0.01783374,-0.01860893,0.00231432,-0.00247238,0.49545469,-0.51353097,0.51290615,-0.52755244,0.02415383,-0.02619662,0.82070545,-0.85178914
-5.74187094,1.25371957,-1.30114826,0.01722115,-0.01801388,0.00218956,-0.00235849,0.48291522,-0.50100948,0.50002516,-0.51491429,0.02272034,-0.02488399,0.79856423,-0.83005875
-5.73586793,1.21898569,-1.26540687,0.01661459,-0.01740032,0.00205991,-0.00223651,0.47096514,-0.48832411,0.48756874,-0.50197039,0.02122266,-0.02347129,0.77703660,-0.80775064
-5.72986493,1.18640440,-1.23000826,0.01603038,-0.01678594,0.00192766,-0.00210872,0.46013374,-0.47602228,0.47604292,-0.48924860,0.01968578,-0.02198390,0.75695270,-0.78572834
-5.72386193,1.15719417,-1.19627587,0.01548331,-0.01618764,0.00179512,-0.00197745,0.45092192,-0.46464437,0.46592049,-0.47726497,0.01813378,-0.02044719,0.73909401,-0.76484133
-5.71785893,1.13246146,-1.16547033,0.01498622,-0.01562097,0.00166443,-0.00184499,0.44378833,-0.45470809,0.45762752,-0.46650815,0.01658922,-0.01888589,0.72417113,-0.74589958
-5.71185593,1.11317094,-1.13875290,0.01454970,-0.01509972,0.00153762,-0.00171357,0.43913708,-0.44669382,0.45153187,-0.45742518,0.01507268,-0.01732342,0.71280466,-0.72965012
-5.70585293,1.10012135,-1.11715339,0.01418185,-0.01463553,0.00141650,-0.00158528,0.43730760,-0.44103154,0.44793404,-0.45040904,0.01360233,-0.01578136,0.70550961,-0.71675640
-5.69984992,1.09392774,-1.10154336,0.01388817,-0.01423764,0.00130262,-0.00146200,0.43856658,-0.43808962,0.44706056,-0.44578848,0.01219366,-0.01427902,0.70268387,-0.70778098
-5.69384692,1.09501007,-1.09261552,0.01367154,-0.01391271,0.00119728,-0.00134541,0.44310239,-0.43816584,0.44906009,-0.44382027,0.01085936,-0.01283310,0.70460064,-0.70317215
-5.68784392,1.10358851,-1.09086951,0.01353232,-0.01366475,0.00110151,-0.00123690,0.45102189,-0.44148067,0.45400214,-0.44468414,0.00960926,-0.01145754,0.71140515,-0.70325460
-5.68184092,1.11968496,-1.09660434,0.01346857,-0.01349521,0.00101605,-0.00113761,0.46234958,-0.44817304,0.46187834,-0.44848033,0.00845033,-0.01016334,0.72311529,-0.70822429
-5.67583792,1.14313046,-1.10991730,0.01347636,-0.01340312,0.00094134,-0.00104838,0.47702907,-0.45829849,0.47260610,-0.45522982,0.00738691,-0.00895867,0.73962603,-0.71814744
-5.66983492,1.17357786,-1.13070896,0.01355013,-0.01338537,0.00087760,-0.00096978,0.49492656,-0.47182975,0.48603429,-0.46487700,0.00642084,-0.00784891,0.76071709,-0.73296340
-5.66383192,1.21051897,-1.15869388,0.01368318,-0.01343702,0.00082478,-0.00090210,0.51583630,-0.48865941,0.50195077,-0.47729453,0.00555179,-0.00683686,0.78606361,-0.75249115
-5.65782891,1.25330549,-1.19341610,0.01386826,-0.01355184,0.00078260,-0.00084538,0.53948767,-0.50860472,0.52009123,-0.49229022,0.00477752,-0.00592302,0.81524908,-0.77643886
-5.65182591,1.30117274,-1.23426887,0.01409811,-0.01372273,0.00075061,-0.00079944,0.56555361,-0.53141414,0.54014912,-0.50961536,0.00409424,-0.00510583,0.84778017,-0.80441616
-5.64582291,1.35326534,-1.28051766,0.01436619,-0.01394238,0.00072819,-0.00076388,0.59366031,-0.55677543,0.56178626,-0.52897445,0.00349690,-0.00438204,0.88310281,-0.83594851
-5.63981991,1.40866410,-1.33132553,0.01466735,-0.01420391,0.00071461,-0.00073814,0.62339759,-0.58432506,0.58464365,-0.55003563,0.00297956,-0.00374702,0.92061898,-0.87049313
-5.63381691,1.46641318,-1.38578020,0.01499863,-0.01450159,0.00070902,-0.00072152,0.65433002,-0.61365859,0.60835229,-0.57244166,0.00253568,-0.00319510,0.95970377,-0.90745596
-5.62781391,1.52554685,-1.44292169,0.01536001,-0.01483154,0.00071054,-0.00071321,0.68600826,-0.64434182,0.63254357,-0.59582096,0.00215835,-0.00271986,0.99972217,-0.94620905
-5.62181091,1.58511517,-1.50177000,0.01575524,-0.01519259,0.00071823,-0.00071234,0.71798053,-0.67592236,0.65685905,-0.61979846,0.00184061,-0.00231447,1.04004509,-0.98610799
-5.61580790,1.64420802,-1.56135194,0.01619271,-0.01558708,0.00073117,-0.00071797,0.74980387,-0.70794140,0.68095930,-0.64400591,0.00157561,-0.00197190,1.08006446,-1.02650872
-5.60980490,1.70197690,-1.62072656,0.01668628,-0.01602167,0.00074847,-0.00072917,0.78105493,-0.73994536,0.70453168,-0.66809131,0.00135677,-0.00168517,1.11920675,-1.06678354
-5.60380190,1.75765420,-1.67900849,0.01725617,-0.01650830,0.00076928,-0.00074504,0.81134019,-0.77149725,0.72729691,-0.69172744,0.00117795,-0.00144752,1.15694498,-1.10633571
-5.59779890,1.81056957,-1.73538885,0.01792978,-0.01706498,0.00079286,-0.00076470,0.84030517,-0.80218735,0.74901424,-0.71461908,0.00103352,-0.00125260,1.19280876,-1.14461247
-5.59179590,1.86016312,-1.78915323,0.01874255,-0.01771670,0.00081853,-0.00078737,0.86764270,-0.83164307,0.76948542,-0.73650897,0.00091846,-0.00109451,1.22639239,-1.18111619
-5.58579290,1.90599542,-1.83969650,0.01973867,-0.01849629,0.00084579,-0.00081235,0.89309985,-0.85953779,0.78855718,-0.75718231,0.00082836,-0.00096795,1.25736086,-1.21541349
-5.57978989,1.94775425,-1.88653423,0.02097180,-0.01944517,0.00087423,-0.00083906,0.91648354,-0.88559837,0.80612251,-0.77646993,0.00075944,-0.00086822,1.28545379,-1.24714217
-5.57378689,1.98525805,-1.92931067,0.02250558,-0.02061410,0.00090362,-0.00086707,0.93766457,-0.90961133,0.82212073,-0.79424996,0.00070858,-0.00079130,1.31048745,-1.27601595
-5.56778389,2.01845638,-1.96780335,0.02441400,-0.02206374,0.00093391,-0.00089607,0.95658018,-0.93142736,0.83653648,-0.81044829,0.00067328,-0.00073378,1.33235480,-1.30182707
-5.56178089,2.04742750,-2.00192417,0.02678146,-0.02386505,0.00096521,-0.00092597,0.97323495,-0.95096435,0.84939788,-0.82503776,0.00065159,-0.00069290,1.35102396,-1.32444684
-5.55577789,2.07237322,-2.03171757,0.02970266,-0.02609953,0.00099781,-0.00095680,0.98770007,-0.96820860,0.86077390,-0.83803639,0.00064215,-0.00066650,1.36653515,-1.34382431
-5.54977489,2.09361157,-2.05735559,0.03328196,-0.02885903,0.00103219,-0.00098881,1.00011113,-0.98321442,0.87077119,-0.84950468,0.00064404,-0.00065299,1.37899649,-1.35998330
-5.54377189,2.11156732,-2.07913057,0.03763241,-0.03224539,0.00106902,-0.00102242,1.01066427,-0.99610205,0.87953059,-0.85954229,0.00065682,-0.00065128,1.38857875,-1.37301801
-5.53776888,2.12676082,-2.09744543,0.04287429,-0.03636949,0.00110912,-0.00105823,1.01961100,-1.00705401,0.88722326,-0.86828425,0.00068039,-0.00066077,1.39550951,-1.38308761
-5.53176588,2.13979525,-2.11280219,0.04913303,-0.04134992,0.00115348,-0.00109701,1.02725166,-1.01630995,0.89404682,-0.87589683,0.00071498,-0.00068122,1.40006668,-1.39040988
-5.52576288,2.15134269,-2.12578888,0.05653662,-0.04731110,0.00120319,-0.00113970,1.03392763,-1.02416017,0.90022125,-0.88257326,0.00076104,-0.00071275,1.40257176,-1.39525447
-5.51975988,2.16212890,-2.13706518,0.06521244,-0.05438084,0.00125949,-0.00118738,1.04001248,-1.03093785,0.90598487,-0.88852948,0.00081920,-0.00075574,1.40338283,-1.39793567
-5.51375688,2.17291715,-2.14734705,0.07528342,-0.06268724,0.00132368,-0.00124123,1.04590209,-1.03701026,0.91159002,-0.89399974,0.00089021,-0.00081077,1.40288733,-1.39880507
-5.50775388,2.18449092,-2.15739041,0.08686382,-0.07235511,0.00139708,-0.00130252,1.05200398,-1.04276897,0.91729871,-0.89923238,0.00097483,-0.00087854,1.40149460,-1.39824424
-5.50175088,2.19763559,-2.16797414,0.10005446,-0.08350180,0.00148104,-0.00137259,1.05872580,-1.04861936,0.92337783,-0.90448539,0.00107377,-0.00095981,1.39962812,-1.39665721
-5.49574787,2.21311914,-2.17988222,0.11493766,-0.09623256,0.00157683,-0.00145278,1.06646340,-1.05496932,0.93009393,-0.91002200,0.00118764,-0.00105533,1.39771722,-1.39446295
-5.48974487,2.23167167,-2.19388520,0.13157214,-0.11063557,0.00168566,-0.00154437,1.07558838,-1.06221763,0.93770743,-0.91610589,0.00131687,-0.00116572,1.39618831,-1.39208763
-5.48374187,2.25396418,-2.21072094,0.14998777,-0.12677677,0.00180856,-0.00164860,1.08643549,-1.07074193,0.94646611,-0.92299600,0.00146165,-0.00129150,1.39545533,-1.38995650
-5.47773887,2.28058647,-2.23107462,0.17018081,-0.14469470,0.00194641,-0.00176656,1.09929017,-1.08088650,0.95659786,-0.93094084,0.00162186,-0.00143290,1.39590939,-1.38848530
-5.47173587,2.31202468,-2.25555807,0.19210953,-0.16439551,0.00209981,-0.00189916,1.11437632,-1.09295022,0.96830271,-0.94017214,0.00179703,-0.00158991,1.39790766,-1.38807099
-5.46573287,2.34863892,-2.28468887,0.21569071,-0.18584852,0.00226911,-0.00204710,1.13184497,-1.10717480,0.98174423,-0.95089777,0.00198631,-0.00176216,1.40176156,-1.38908174
-5.45972986,2.39064173,-2.31886919,0.24079708,-0.20898237,0.00245432,-0.00221082,1.15176396,-1.12373368,0.99704053,-0.96329405,0.00218842,-0.00194890,1.40772447,-1.39184621
-5.45372686,2.43807806,-2.35836523,0.26725610,-0.23368225,0.00265513,-0.00239042,1.17410927,-1.14272187,1.01425522,-0.97749749,0.00240168,-0.00214898,1.41597939,-1.39664224
-5.44772386,2.49080796,-2.40328774,0.29485015,-0.25978830,0.00287084,-0.00258571,1.19875841,-1.16414722,1.03338868,-0.99359623,0.00262395,-0.00236081,1.42662697,-1.40368506
-5.44172086,2.54849287,-2.45357451,0.32331830,-0.28709533,0.00310036,-0.00279610,1.22548626,-1.18792346,1.05437018,-1.01162156,0.00285273,-0.00258238,1.43967465,-1.41311570
-5.43571786,2.61058680,-2.50897578,0.35235968,-0.31535421,0.00334224,-0.00302065,1.25396399,-1.21386545,1.07705148,-1.03153987,0.00308513,-0.00281127,1.45502748,-1.42498977
-5.42971486,2.67633338,-2.56904359,0.38163860,-0.34427480,0.00359464,-0.00325801,1.28376118,-1.24168709,1.10120238,-1.05324557,0.00331796,-0.00304467,1.47248143,-1.43926753
-5.42371186,2.74476968,-2.63312623,0.41079107,-0.37353056,0.00385536,-0.00350650,1.31435163,-1.27100218,1.12650879,-1.07655560,0.00354780,-0.00327945,1.49171995,-1.45580583
-5.41770885,2.81473764,-2.70036856,0.43943275,-0.40276475,0.00412189,-0.00376404,1.34512284,-1.30132873,1.15257394,-1.10120599,0.00377107,-0.00351223,1.51231442,-1.47435260
-5.41170585,2.88490355,-2.76971927,0.46716800,-0.43159797,0.00439141,-0.00402823,1.37538924,-1.33209655,1.17892297,-1.12685110,0.00398411,-0.00373943,1.53372897,-1.49454482
-5.40570285,2.95378545,-2.83994547,0.49359972,-0.45963699,0.00466089,-0.00429638,1.40440892,-1.36265860,1.20501109,-1.15306588,0.00418333,-0.00395740,1.55533008,-1.51591032
-5.39969985,3.01978835,-2.90965509,0.51833954,-0.48648433,0.00492710,-0.00456555,1.43140345,-1.39230566,1.23023558,-1.17935162,0.00436525,-0.00416247,1.57640102,-1.53787414
-5.39369685,3.08124630,-2.97732683,0.54101807,-0.51174844,0.00518670,-0.00483259,1.45558021,-1.42028415,1.25395113,-1.20514520,0.00452666,-0.00435111,1.59616099,-1.55976954
-5.38769385,3.13647020,-3.04134728,0.56129468,-0.53505395,0.00543630,-0.00509424,1.47615661,-1.44581675,1.27548845,-1.22983199,0.00466466,-0.00451999,1.61378850,-1.58085383
-5.38169085,3.18379968,-3.10005435,0.57886653,-0.55605161,0.00567251,-0.00534712,1.49238507,-1.46812497,1.29417530,-1.25276193,0.00477680,-0.00466611,1.62844822,-1.60032865
-5.37568784,3.22165716,-3.15178548,0.59347639,-0.57442754,0.00589206,-0.00558788,1.50357802,-1.48645310,1.30935936,-1.27326870,0.00486110,-0.00478684,1.63932038,-1.61736427
-5.36968484,3.24860193,-3.19492927,0.60491895,-0.58991137,0.00609180,-0.00581322,1.50913172,-1.50009252,1.32043188,-1.29069094,0.00491615,-0.00488008,1.64563149,-1.63112711
-5.36368184,3.26338196,-3.22797832,0.61304549,-0.60228301,0.00626880,-0.00601996,1.50854797,-1.50840543,1.32685118,-1.30439507,0.00494112,-0.00494422,1.64668505,-1.64080936
-5.35767884,3.26498129,-3.24958131,0.61776666,-0.61137775,0.00642043,-0.00620512,1.50145273,-1.51084709,1.32816486,-1.31379853,0.00493578,-0.00497826,1.64189084,-1.64565954
-5.35167584,3.25266071,-3.25859208,0.61905343,-0.61708952,0.00654437,-0.00636594,1.48761080,-1.50698548,1.32402979,-1.31839256,0.00490051,-0.00498179,1.63079139,-1.64501262
-5.34567284,3.22599011,-3.25411351,0.61693619,-0.61937234,0.00663870,-0.00650001,1.46693594,-1.49651764,1.31422884,-1.31776338,0.00483625,-0.00495503,1.61308436,-1.63831832
-5.33966983,3.18487080,-3.23553441,0.61150205,-0.61823987,0.00670190,-0.00660525,1.43949595,-1.47928189,1.29868350,-1.31161095,0.00474447,-0.00489877,1.58863973,-1.62516626
-5.33366683,3.12954701,-3.20255754,0.60289082,-0.61376321,0.00673295,-0.00667999,1.40551251,-1.45526548,1.27746190,-1.29976411,0.00462715,-0.00481433,1.55751089,-1.60530659
-5.32766383,3.06060587,-3.15521762,0.59128961,-0.60606717,0.00673127,-0.00672299,1.36535581,-1.42460714,1.25078172,-1.28219171,0.00448664,-0.00470357,1.51993903,-1.57866531
-5.32166083,2.97896597,-3.09388848,0.57692648,-0.59532523,0.00669681,-0.00673349,1.31953428,-1.38759467,1.21900783,-1.25900889,0.00432562,-0.00456874,1.47635074,-1.54535321
-5.31565783,2.88585505,-3.01927902,0.56006358,-0.58175346,0.00663002,-0.00671120,1.26867983,-1.34465757,1.18264481,-1.23047836,0.00414704,-0.00441245,1.42734874,-1.50566825
-5.30965483,2.78277780,-2.93241809,0.54098982,-0.56560374,0.00653186,-0.00665637,1.21352939,-1.29635500,1.14232464,-1.19700652,0.00395398,-0.00423760,1.37369631,-1.46009104
-5.30365183,2.67147522,-2.83462914,0.52001357,-0.54715656,0.00640380,-0.00656971,1.15490357,-1.24335988,1.09879007,-1.15913457,0.00374961,-0.00404724,1.31629602,-1.40927370
-5.29764882,2.55387719,-2.72749567,0.49745557,-0.52671379,0.00624778,-0.00645247,1.09368320,-1.18643951,1.05287454,-1.11752509,0.00353709,-0.00384455,1.25616385,-1.35402262
-5.29164582,2.43205037,-2.61281885,0.47364222,-0.50459147,0.00606620,-0.00630636,1.03078507,-1.12643389,1.00547922,-1.07294459,0.00331953,-0.00363269,1.19439981,-1.29527595
-5.28564282,2.30814330,-2.49256938,0.44889949,-0.48111309,0.00586186,-0.00613358,0.96713744,-1.06423242,0.95754846,-1.02624280,0.00309989,-0.00341481,1.13215630,-1.23407674
-5.27963982,2.18433084,-2.36883518,0.42354747,-0.45660336,0.00563794,-0.00593673,0.90365650,-1.00075000,0.91004426,-0.97832961,0.00288096,-0.00319391,1.07060548,-1.17154302
-5.27363682,2.06275989,-2.24376720,0.39789568,-0.43138265,0.00539793,-0.00571881,0.84122449,-0.93690354,0.86392096,-0.93015049,0.00266532,-0.00297286,1.01090705,-1.10883609
-5.26763382,1.94549803,-2.11952510,0.37223910,-0.40576215,0.00514554,-0.00548316,0.78067008,-0.87358945,0.82010086,-0.88266147,0.00245531,-0.00275429,0.95417745,-1.04712816
-5.26163082,1.83448671,-1.99822480,0.34685500,-0.38003976,0.00488470,-0.00523340,0.72275164,-0.81166320,0.77945157,-0.83680440,0.00225302,-0.00254062,0.90146158,-0.98757076
-5.25562781,1.73150006,-1.88188936,0.32200034,-0.35449677,0.00461940,-0.00497334,0.66814367,-0.75192113,0.74276578,-0.79348345,0.00206029,-0.00233400,0.85370781,-0.93126489
-5.24962481,1.63811010,-1.77240464,0.29790994,-0.32939518,0.00435370,-0.00470695,0.61742653,-0.69508532,0.71074379,-0.75354352,0.00187871,-0.00213636,0.81174695,-0.87923385
-5.24362181,1.55565907,-1.67148077,0.27479504,-0.30497566,0.00409159,-0.00443826,0.57107956,-0.64179150,0.68397930,-0.71775103,0.00170961,-0.00194933,0.77627545,-0.83239962
-5.23761881,1.48523886,-1.58062004,0.25284249,-0.28145607,0.00383693,-0.00417129,0.52947739,-0.59258025,0.66294848,-0.68677770,0.00155413,-0.00177434,0.74784319,-0.79156316
-5.23161581,1.42767762,-1.50109179,0.23221420,-0.25903051,0.00359339,-0.00390996,0.49288929,-0.54789139,0.64800247,-0.66118740,0.00141318,-0.00161257,0.72684561,-0.75738901
-5.22561281,1.38353314,-1.43391418,0.21304706,-0.23786869,0.00336439,-0.00365806,0.46148107,-0.50806143,0.63936314,-0.64142628,0.00128749,-0.00146498,0.71352012,-0.73039432
-5.21960980,1.35309256,-1.37984291,0.19545306,-0.21811575,0.00315299,-0.00341911,0.43531932,-0.47332380,0.63712207,-0.62781624,0.00117762,-0.00133237,0.70794655,-0.71094217
-5.21360680,1.33637785,-1.33936638,0.17951971,-0.19989226,0.00296192,-0.00319637,0.41437743,-0.44381148,0.64124236,-0.62055151,0.00108398,-0.00121533,0.71005100,-0.69923895
-5.20760380,1.33315624,-1.31270676,0.16531063,-0.18329461,0.00279343,-0.00299272,0.39854304,-0.41956164,0.65156309,-0.61969820,0.00100683,-0.00111433,0.71961285,-0.69533556
-5.20160080,1.34295504,-1.29982650,0.15286640,-0.16839546,0.00264936,-0.00281068,0.38762652,-0.40052200,0.66780607,-0.62519665,0.00094634,-0.00102969,0.73627436,-0.69913179
-5.19559780,1.36508005,-1.30043945,0.14220552,-0.15524450,0.00253105,-0.00265230,0.38137005,-0.38655829,0.68958459,-0.63686614,0.00090253,-0.00096160,0.75955236,-0.71038371
-5.18959480,1.39863699,-1.31402596,0.13332557,-0.14386933,0.00243936,-0.00251918,0.37945713,-0.37746266,0.71641388,-0.65441180,0.00087532,-0.00091013,0.78885161,-0.72871332
-5.18359180,1.44255530,-1.33985138,0.12620457,-0.13427649,0.00237466,-0.00241245,0.38152210,-0.37296257,0.74772293,-0.67743336,0.00086451,-0.00087527,0.82347949,-0.75362023
-5.17758879,1.49561393,-1.37698729,0.12080248,-0.12645272,0.00233686,-0.00233275,0.38715970,-0.37272999,0.78286750,-0.70543547,0.00086980,-0.00085688,0.86266164,-0.78449485
-5.17158579,1.55646846,-1.42433495,0.11706295,-0.12036633,0.00232541,-0.00228026,0.39593435,-0.37639057,0.82114401,-0.73783930,0.00089076,-0.00085471,0.90555814,-0.82063271
-5.16558279,1.62367953,-1.48065062,0.11491525,-0.11596881,0.00233934,-0.00225467,0.40738920,-0.38353282,0.86180410,-0.77399533,0.00092688,-0.00086841,0.95128028,-0.86124981
