energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.89794897,7.28341369,2.39753649,4.17681854,0.02091778,0.48769095,0.04580270,1.24072868,0.84411387,0.29060812
-5.89194597,7.41868555,2.43739470,4.25276743,0.02201715,0.48528267,0.04598541,1.28083206,0.86918129,0.29146565
-5.88594297,7.55854901,2.47544621,4.32999231,0.02316772,0.48326241,0.04624510,1.32210869,0.89427764,0.29387209
-5.87993997,7.70110907,2.51099776,4.40738997,0.02435779,0.48145579,0.04656064,1.36429671,0.91928559,0.29773467
-5.87393697,7.84470656,2.54340670,4.48406382,0.02557464,0.47970011,0.04691170,1.40714392,0.94409345,0.30296023
-5.86793397,7.98796474,2.57209765,4.55935613,0.02680473,0.47784818,0.04727929,1.45041145,0.96859621,0.30945658
-5.86193097,8.12982110,2.59657648,4.63286918,0.02803395,0.47577122,0.04764617,1.49387612,0.99269565,0.31713326
-5.85592796,8.26954271,2.61644125,4.70447417,0.02924782,0.47336075,0.04799719,1.53733127,1.01629981,0.32590161
-5.84992496,8.40672411,2.63138939,4.77430705,0.03043173,0.47052946,0.04831953,1.58058613,1.03932154,0.33567420
-5.84392196,8.54126785,2.64122119,4.84275103,0.03157121,0.46721117,0.04860273,1.62346365,1.06167645,0.34636373
-5.83791896,8.67334825,2.64583918,4.91040635,0.03265218,0.46335997,0.04883869,1.66579698,1.08328015,0.35788145
-5.83191596,8.80336005,2.64524376,4.97804818,0.03366121,0.45894857,0.04902156,1.70742493,1.10404521,0.37013535
-5.82591296,8.93185450,2.63952524,5.04657437,0.03458576,0.45396614,0.04914749,1.74818656,1.12387782,0.38302811
-5.81990995,9.05946575,2.62885281,5.11694520,0.03541443,0.44841573,0.04921438,1.78791555,1.14267464,0.39645515
-5.81390695,9.18683150,2.61346105,5.19011773,0.03613719,0.44231146,0.04922154,1.82643449,1.16032002,0.41030293
-5.80790395,9.31451166,2.59363471,5.26697786,0.03674554,0.43567573,0.04916934,1.86354987,1.17668385,0.42444747
-5.80190095,9.44290959,2.56969259,5.34827318,0.03723272,0.42853642,0.04905884,1.89904790,1.19162040,0.43875357
-5.79589795,9.57219992,2.54197137,5.43454989,0.03759380,0.42092454,0.04889146,1.93269191,1.20496821,0.45307449
-5.78989495,9.70226700,2.51081030,5.52609716,0.03782577,0.41287205,0.04866866,1.96422130,1.21655140,0.46725243
-5.78389195,9.83265759,2.47653733,5.62290167,0.03792758,0.40441032,0.04839170,1.99335263,1.22618229,0.48111971
-5.77788894,9.96255053,2.43945770,5.72461492,0.03790013,0.39556898,0.04806142,2.01978268,1.23366549,0.49450075
-5.77188594,10.09074560,2.39984516,5.83053540,0.03774621,0.38637536,0.04767813,2.04319373,1.23880322,0.50721464
-5.76588294,10.21567255,2.35793648,5.93960676,0.03747041,0.37685439,0.04724153,2.06326063,1.24140176,0.51907843
-5.75987994,10.33542047,2.31392927,6.05043279,0.03707898,0.36702893,0.04675072,2.07965972,1.24127883,0.52991087
-5.75387694,10.44778668,2.26798304,6.16130876,0.03657965,0.35692057,0.04620433,2.09207894,1.23827137,0.53953650
-5.74787394,10.55034307,2.22022354,6.27026842,0.03598147,0.34655054,0.04560062,2.10022876,1.23224352,0.54778990
-5.74187094,10.64051737,2.17074956,6.37514467,0.03529460,0.33594098,0.04493767,2.10385348,1.22309430,0.55451999
-5.73586793,10.71568570,2.11964206,6.47364177,0.03453006,0.32511613,0.04421365,2.10274215,1.21076460,0.55959406
-5.72986493,10.77327236,2.06697471,6.56341593,0.03369960,0.31410351,0.04342705,2.09673877,1.19524302,0.56290153
-5.72386193,10.81085269,2.01282512,6.64216112,0.03281543,0.30293499,0.04257694,2.08575102,1.17657038,0.56435716
-5.71785893,10.82625428,1.95728613,6.70769647,0.03189008,0.29164764,0.04166324,2.06975739,1.15484245,0.56390355
-5.71185593,10.81765240,1.90047635,6.75805154,0.03093620,0.28028424,0.04068697,2.04881204,1.13021084,0.56151301
-5.70585293,10.78365544,1.84254925,6.79154610,0.02996645,0.26889354,0.03965042,2.02304744,1.10288191,0.55718851
-5.69984992,10.72337696,1.78370027,6.80686092,0.02899335,0.25753014,0.03855733,1.99267456,1.07311380,0.55096390
-5.69384692,10.63649138,1.72417152,6.80309699,0.02802918,0.24625401,0.03741301,1.95798074,1.04121157,0.54290316
-5.68784392,10.52327123,1.66425376,6.77982051,0.02708587,0.23512977,0.03622440,1.91932517,1.00752079,0.53309906
-5.68184092,10.38460450,1.60428547,6.73709219,0.02617494,0.22422555,0.03500005,1.87713254,0.97241978,0.52167096
-5.67583792,10.22199165,1.54464913,6.67547961,0.02530738,0.21361173,0.03375008,1.83188480,0.93631082,0.50876210
-5.66983492,10.03752243,1.48576467,6.59605241,0.02449359,0.20335944,0.03248606,1.78411164,0.89961080,0.49453637
-5.66383192,9.83383350,1.42808059,6.50036035,0.02374327,0.19353887,0.03122089,1.73437990,0.86274142,0.47917478
-5.65782891,9.61404837,1.37206292,6.39039538,0.02306532,0.18421759,0.02996854,1.68328225,0.82611969,0.46287157
-5.65182591,9.38170177,1.31818251,6.26853896,0.02246770,0.17545880,0.02874387,1.63142554,0.79014854,0.44583041
-5.64582291,9.14065102,1.26690132,6.13749673,0.02195733,0.16731955,0.02756238,1.57941898,0.75520831,0.42826037
-5.63981991,8.89497714,1.21865798,6.00022260,0.02153986,0.15984915,0.02643991,1.52786242,0.72164900,0.41037221
-5.63381691,8.64887885,1.17385341,5.85983518,0.02121960,0.15308760,0.02539241,1.47733505,0.68978351,0.39237465
-5.62781391,8.40656251,1.13283688,5.71952893,0.02099927,0.14706423,0.02443564,1.42838439,0.65988212,0.37447101
-5.62181091,8.17213145,1.09589314,5.58248326,0.02087987,0.14179654,0.02358492,1.38151599,0.63216808,0.35685604
-5.61580790,7.94947763,1.06323110,5.45177229,0.02086052,0.13728926,0.02285492,1.33718380,0.60681449,0.33971314
-5.60980490,7.74217899,1.03497442,5.33027801,0.02093833,0.13353370,0.02225939,1.29578144,0.58394235,0.32321179
-5.60380190,7.55340535,1.01115457,5.22060973,0.02110831,0.13050746,0.02181097,1.25763447,0.56361977,0.30750543
-5.59779890,7.38583569,0.99170651,5.12503208,0.02136334,0.12817436,0.02152103,1.22299384,0.54586239,0.29272963
-5.59179590,7.24158928,0.97646731,5.04540384,0.02169417,0.12648488,0.02139950,1.19203081,0.53063484,0.27900061
-5.58579290,7.12217296,0.96517796,4.98312946,0.02208951,0.12537689,0.02145470,1.16483343,0.51785320,0.26641407
-5.57978989,7.02844618,0.95748821,4.93912471,0.02253619,0.12477676,0.02169326,1.14140493,0.50738852,0.25504446
-5.57378689,6.96060531,0.95296459,4.91379763,0.02301943,0.12460093,0.02211997,1.12166414,0.49907117,0.24494453
-5.56778389,6.91818772,0.95110126,4.90704531,0.02352306,0.12475776,0.02273766,1.10544813,0.49269603,0.23614527
-5.56178089,6.90009605,0.95133360,4.91826667,0.02402999,0.12514972,0.02354713,1.09251723,0.48802847,0.22865618
-5.55577789,6.90464194,0.95305389,4.94639081,0.02452258,0.12567586,0.02454703,1.08256231,0.48481087,0.22246594
-5.54977489,6.92960809,0.95562879,4.98992013,0.02498314,0.12623447,0.02573374,1.07521443,0.48276964,0.21754342
-5.54377189,6.97232681,0.95841790,5.04698661,0.02539440,0.12672580,0.02710132,1.07005655,0.48162267,0.21383898
-5.53776888,7.02977241,0.96079278,5.11541951,0.02574005,0.12705486,0.02864136,1.06663695,0.48108677,0.21128616
-5.53176588,7.09866440,0.96215570,5.19282204,0.02600523,0.12713408,0.03034295,1.06448414,0.48088518,0.20980359
-5.52576288,7.17557784,0.96195759,5.27665426,0.02617695,0.12688575,0.03219262,1.06312255,0.48075483,0.20929721
-5.51975988,7.25705687,0.95971421,5.36431923,0.02624452,0.12624426,0.03417432,1.06208855,0.48045306,0.20966265
-5.51375688,7.33972732,0.95502035,5.45324915,0.02619988,0.12515785,0.03626944,1.06094621,0.47976380,0.21078783
-5.50775388,7.42040425,0.94756125,5.54098834,0.02603785,0.12358996,0.03845699,1.05930208,0.47850290,0.21255561
-5.50175088,7.49619046,0.93712103,5.62526989,0.02575628,0.12152009,0.04071370,1.05681851,0.47652252,0.21484665
-5.49574787,7.56456238,0.92358791,5.70408303,0.02535611,0.11894409,0.04301437,1.05322498,0.47371447,0.21754215
-5.48974487,7.62344046,0.90695611,5.77572880,0.02484132,0.11587391,0.04533226,1.04832693,0.47001250,0.22052669
-5.48374187,7.67124162,0.88732451,5.83886205,0.02421881,0.11233687,0.04763962,1.04201197,0.46539343,0.22369106
-5.47773887,7.70691241,0.86489235,5.89251830,0.02349818,0.10837441,0.04990829,1.03425309,0.45987733,0.22693490
-5.47173587,7.72994224,0.83995229,5.93612487,0.02269144,0.10404051,0.05211055,1.02510898,0.45352668,0.23016937
-5.46573287,7.74035711,0.81288124,5.96949636,0.02181267,0.09939969,0.05421991,1.01472157,0.44644463,0.23331963
-5.45972986,7.73869492,0.78412951,5.99281533,0.02087762,0.09452492,0.05621214,1.00331098,0.43877270,0.23632713
-5.45372686,7.72596455,0.75420879,6.00659955,0.01990331,0.08949524,0.05806626,0.99116820,0.43068775,0.23915175
-5.44772386,7.70359111,0.72367944,6.01165810,0.01890762,0.08439348,0.05976561,0.97864607,0.42239864,0.24177361
-5.44172086,7.67335080,0.69313767,6.00903888,0.01790888,0.07930403,0.06129884,0.96614880,0.41414256,0.24419462
-5.43571786,7.63729851,0.66320290,5.99997044,0.01692545,0.07431069,0.06266091,0.95412077,0.40618112,0.24643956
-5.42971486,7.59769179,0.63450563,5.98580121,0.01597540,0.06949480,0.06385392,0.94303483,0.39879637,0.24855677
-5.42371186,7.55691458,0.60767617,5.96793930,0.01507615,0.06493357,0.06488769,0.93338075,0.39228667,0.25061822
-5.41770885,7.51740354,0.58333411,5.94779559,0.01424415,0.06069880,0.06578028,0.92565399,0.38696247,0.25271894
-5.41170585,7.48157969,0.56207872,5.92673282,0.01349467,0.05685574,0.06655805,0.92034516,0.38314195,0.25497572
-5.40570285,7.45178719,0.54448014,5.90602239,0.01284153,0.05346236,0.06725550,0.91793032,0.38114637,0.25752505
-5.39969985,7.43024059,0.53107121,5.88681063,0.01229695,0.05056886,0.06791472,0.91886211,0.38129518,0.26052018
-5.39369685,7.41898102,0.52233974,5.87009494,0.01187129,0.04821732,0.06858450,0.92356186,0.38390075,0.26412730
-5.38769385,7.41984145,0.51872109,5.85671020,0.01157298,0.04644161,0.06931909,0.93241240,0.38926258,0.26852096
-5.38169085,7.43442015,0.52059089,5.84732466,0.01140836,0.04526738,0.07017654,0.94575158,0.39766103,0.27387855
-5.37568784,7.46406161,0.52825771,5.84244452,0.01138154,0.04471216,0.07121685,0.96386624,0.40935060,0.28037426
-5.36968484,7.50984330,0.54195574,5.84242543,0.01149429,0.04478542,0.07249975,0.98698650,0.42455263,0.28817240
-5.36368184,7.57256714,0.56183752,5.84748935,0.01174601,0.04548868,0.07408245,1.01528027,0.44344777,0.29742043
-5.35767884,7.65275412,0.58796672,5.85774470,0.01213358,0.04681562,0.07601714,1.04884779,0.46616817,0.30824185
-5.35167584,7.75064102,0.62031146,5.87320795,0.01265141,0.04875204,0.07834863,1.08771636,0.49278978,0.32072938
-5.34567284,7.86617838,0.65873831,5.89382483,0.01329137,0.05127590,0.08111202,1.13183510,0.52332500,0.33493846
-5.33966983,7.99902933,0.70300748,5.91948967,0.01404289,0.05435726,0.08433062,1.18107020,0.55771591,0.35088168
-5.33366683,8.14856921,0.75276952,5.95006163,0.01489304,0.05795827,0.08801419,1.23520062,0.59582871,0.36852422
-5.32766383,8.31388650,0.80756427,5.98537711,0.01582669,0.06203317,0.09215760,1.29391472,0.63744937,0.38778070
-5.32166083,8.49378573,0.86682208,6.02525788,0.01682674,0.06652842,0.09673996,1.35680818,0.68228127,0.40851361
-5.31565783,8.68679356,0.92986808,6.06951507,0.01787444,0.07138290,0.10172433,1.42338353,0.72994474,0.43053353
-5.30965483,8.89116889,0.99592951,6.11794921,0.01894973,0.07652832,0.10705803,1.49305167,0.77997909,0.45360126
-5.30365183,9.10491850,1.06414635,6.17034714,0.02003170,0.08188986,0.11267354,1.56513585,0.83184713,0.47743191
-5.29764882,9.32581880,1.13358521,6.22647660,0.02109908,0.08738700,0.11849004,1.63887807,0.88494229,0.50170081
-5.29164582,9.55144459,1.20325637,6.28607933,0.02213072,0.09293460,0.12441543,1.71344837,0.93859835,0.52605116
-5.28564282,9.77920489,1.27213342,6.34886376,0.02310620,0.09844428,0.13034891,1.78795675,0.99210153,0.55010313
-5.27963982,10.00638565,1.33917524,6.41449810,0.02400632,0.10382595,0.13618393,1.86146778,1.04470478,0.57346418
-5.27363682,10.23019850,1.40334940,6.48260460,0.02481369,0.10898960,0.14181140,1.93301749,1.09564367,0.59574004
-5.26763382,10.44783429,1.46365630,6.55275554,0.02551316,0.11384715,0.14712302,2.00163209,1.14415369,0.61654607
-5.26163082,10.65651954,1.51915314,6.62447117,0.02609227,0.11831447,0.15201472,2.06634816,1.18948804,0.63551845
-5.25562781,10.85357384,1.56897684,6.69721989,0.02654157,0.12231332,0.15638980,2.12623336,1.23093553,0.65232475
-5.24962481,11.03646571,1.61236488,6.77042037,0.02685485,0.12577326,0.16016195,2.18040713,1.26783786,0.66667342
-5.24362181,11.20286462,1.64867345,6.84344547,0.02702924,0.12863336,0.16325776,2.22806062,1.29960559,0.67832181
-5.23761881,11.35068683,1.67739194,6.91562743,0.02706522,0.13084375,0.16561879,2.26847494,1.32573233,0.68708242
-5.23161581,11.47813288,1.69815336,6.98626391,0.02696645,0.13236678,0.16720301,2.30103725,1.34580652,0.69282706
-5.22561281,11.58371528,1.71074024,7.05462422,0.02673955,0.13317792,0.16798564,2.32525391,1.35952042,0.69548886
-5.21960980,11.66627489,1.71508585,7.11995537,0.02639372,0.13326619,0.16795932,2.34076031,1.36667608,0.69506208
-5.21360680,11.72498576,1.71127082,7.18148741,0.02594029,0.13263422,0.16713361,2.34732709,1.36718803,0.69159976
-5.20760380,11.75934822,1.69951526,7.23843774,0.02539224,0.13129793,0.16553398,2.34486239,1.36108269,0.68520946
-5.20160080,11.76917100,1.68016702,7.29001433,0.02476359,0.12928576,0.16320019,2.33341050,1.34849470,0.67604729
-5.19559780,11.75454368,1.65368659,7.33541776,0.02406891,0.12663760,0.16018426,2.31314662,1.32966033,0.66431068
-5.18959480,11.71580123,1.62062932,7.37384233,0.02332268,0.12340337,0.15654820,2.28436854,1.30490828,0.65023011
-5.18359180,11.65348284,1.58162592,7.40447661,0.02253887,0.11964143,0.15236146,2.24748528,1.27464848,0.63406047
-5.17758879,11.56828753,1.53736201,7.42650397,0.02173043,0.11541672,0.14769836,2.20300355,1.23935917,0.61607221
-5.17158579,11.46102915,1.48855760,7.43910366,0.02090893,0.11079892,0.14263562,2.15151244,1.19957304,0.59654285
-5.16558279,11.33259331,1.43594723,7.44145318,0.02008430,0.10586053,0.13724993,2.09366711,1.15586271,0.57574917
-5.15957979,11.18389869,1.38026162,7.43273267,0.01926469,0.10067497,0.13161593,2.03017206,1.10882637,0.55396032
-5.15357679,11.01586473,1.32221130,7.41213190,0.01845631,0.09531488,0.12580442,1.96176465,1.05907376,0.53143205
-5.14757379,10.82938737,1.26247269,7.37886042,0.01766357,0.08985051,0.11988100,1.88919929,1.00721316,0.50840232
-5.14157079,10.62532388,1.20167694,7.33216122,0.01688912,0.08434833,0.11390505,1.81323293,0.95383962,0.48508812
-5.13556778,10.40448736,1.14040167,7.27132796,0.01613411,0.07886994,0.10792917,1.73461199,0.89952466,0.46168371
-5.12956478,10.16765070,1.07916554,7.19572566,0.01539838,0.07347109,0.10199895,1.65406120,0.84480771,0.43835996
-5.12356178,9.91555932,1.01842559,7.10481431,0.01468083,0.06820111,0.09615309,1.57227428,0.79018930,0.41526477
-5.11755878,9.64895147,0.95857700,6.99817469,0.01397965,0.06310249,0.09042383,1.48990665,0.73612602,0.39252436
-5.11155578,9.36858420,0.89995495,6.87553529,0.01329272,0.05821073,0.08483750,1.40757004,0.68302722,0.37024515
-5.10555278,9.07526316,0.84283828,6.73679914,0.01261784,0.05355438,0.07941533,1.32582885,0.63125329,0.34851604
-5.09954977,8.76987370,0.78745430,6.58206896,0.01195302,0.04915530,0.07417431,1.24519816,0.58111534,0.32741092
-5.09354677,8.45341103,0.73398461,6.41166925,0.01129673,0.04502907,0.06912805,1.16614310,0.53287618,0.30699121
-5.08754377,8.12700718,0.68257123,6.22616372,0.01064799,0.04118551,0.06428769,1.08907935,0.48675230,0.28730818
-5.08154077,7.79195263,0.63332297,6.02636669,0.01000657,0.03762934,0.05966267,1.01437463,0.44291670,0.26840510
-5.07553777,7.44971097,0.58632152,5.81334729,0.00937298,0.03436089,0.05526154,0.94235079,0.40150235,0.25031901
-5.06953477,7.10192544,0.54162711,5.58842568,0.00874853,0.03137687,0.05109257,0.87328653,0.36260612,0.23308220
-5.06353177,6.75041649,0.49928372,5.35316076,0.00813524,0.02867118,0.04716435,0.80742040,0.32629301,0.21672329
-5.05752876,6.39717040,0.45932345,5.10932932,0.00753579,0.02623575,0.04348628,0.74495416,0.29260061,0.20126805
-5.05152576,6.04431936,0.42177038,4.85889726,0.00695345,0.02406134,0.04006900,0.68605616,0.26154357,0.18674001
-5.04552276,5.69411394,0.38664363,4.60398359,0.00639188,0.02213835,0.03692476,0.63086504,0.23311815,0.17316079
-5.03951976,5.34888945,0.35395993,4.34681859,0.00585512,0.02045757,0.03406781,0.57949334,0.20730658,0.16055052
-5.03351676,5.01102780,0.32373564,4.08969778,0.00534736,0.01901095,0.03151472,0.53203132,0.18408143,0.14892808
-5.02751376,4.68291696,0.29598835,3.83493360,0.00487292,0.01779222,0.02928469,0.48855079,0.16340971,0.13831149
-5.02151076,4.36690993,0.27073823,3.58480670,0.00443615,0.01679753,0.02739992,0.44910895,0.14525674,0.12871830
-5.01550775,4.06528525,0.24800905,3.34151891,0.00404131,0.01602594,0.02588591,0.41375228,0.12958978,0.12016617
-5.00950475,3.78021061,0.22782907,3.10714984,0.00369262,0.01547982,0.02477173,0.38252026,0.11638124,0.11267339
-5.00350175,3.51371113,0.21023176,2.88361853,0.00339417,0.01516516,0.02409023,0.35544903,0.10561148,0.10625961
-4.99749875,3.26764318,0.19525628,2.67265166,0.00314995,0.01509171,0.02387819,0.33257458,0.09727108,0.10094646
-4.99149575,3.04367425,0.18294778,2.47575912,0.00296388,0.01527301,0.02417629,0.31393565,0.09136247,0.09675811
-4.98549275,2.84326893,0.17335736,2.29421743,0.00283983,0.01572619,0.02502890,0.29957585,0.08790081,0.09372175
-4.97948974,2.66768047,0.16654164,2.12906103,0.00278165,0.01647165,0.02648367,0.28954506,0.08691412,0.09186769
-4.97348674,2.51794722,0.16256176,1.98108088,0.00279320,0.01753252,0.02859081,0.28389977,0.08844237,0.09122930
-4.96748374,2.39489259,0.16148189,1.85082985,0.00287838,0.01893394,0.03140209,0.28270233,0.09253574,0.09184244
-4.96148074,2.29912735,0.16336692,1.73863343,0.00304116,0.02070212,0.03496950,0.28601885,0.09925172,0.09374447
-4.95547774,2.23105273,0.16827947,1.64460480,0.00328554,0.02286325,0.03934358,0.29391581,0.10865134,0.09697275
-4.94947474,2.19086301,0.17627616,1.56866254,0.00361554,0.02544224,0.04457142,0.30645532,0.12079437,0.10156271
-4.94347174,2.17854645,0.18740307,1.51054979,0.00403516,0.02846130,0.05069440,0.32368905,0.13573365,0.10754539
-4.93746873,2.19388373,0.20169069,1.46985348,0.00454829,0.03193846,0.05774565,0.34565104,0.15350886,0.11494457
-4.93146573,2.23644357,0.21914825,1.44602250,0.00515866,0.03588603,0.06574738,0.37234971,0.17413969,0.12377363
-4.92546273,2.30557545,0.23975797,1.43838407,0.00586970,0.04030905,0.07470819,0.40375918,0.19761892,0.13403217
-4.91945973,2.40040015,0.26346914,1.44615770,0.00668445,0.04520388,0.08462036,0.43981061,0.22390560,0.14570262
-4.91345673,2.51979909,0.29019270,1.46846668,0.00760544,0.05055687,0.09545743,0.48038372,0.25291871,0.15874701
-4.90745373,2.66240387,0.31979630,1.50434715,0.00863456,0.05634327,0.10717209,0.52529926,0.28453171,0.17310406
-4.90145073,2.82658787,0.35210054,1.55275521,0.00977296,0.06252650,0.11969454,0.57431277,0.31856825,0.18868680
-4.89544772,3.01046163,0.38687640,1.61257280,0.01102095,0.06905773,0.13293149,0.62711024,0.35479944,0.20538092
-4.88944472,3.21187412,0.42384435,1.68261311,0.01237791,0.07587583,0.14676593,0.68330601,0.39294300,0.22304409
-4.88344172,3.42842151,0.46267535,1.76162633,0.01384222,0.08290789,0.16105772,0.74244337,0.43266438,0.24150618
-4.87743872,3.65746489,0.50299379,1.84830680,0.01541122,0.09007018,0.17564507,0.80399798,0.47358010,0.26057080
-4.87143572,3.89615786,0.54438246,1.94130204,0.01708117,0.09726953,0.19034699,0.86738430,0.51526326,0.28001790
-4.86543272,4.14148435,0.58638956,2.03922439,0.01884724,0.10440530,0.20496666,0.93196490,0.55725114,0.29960760
-4.85942971,4.39030632,0.62853751,2.14066545,0.02070353,0.11137166,0.21929556,0.99706237,0.59905467,0.31908514
-4.85342671,4.63942022,0.67033319,2.24421338,0.02264307,0.11806030,0.23311845,1.06197359,0.64016947,0.33818680
-4.84742371,4.88562070,0.71127940,2.34847272,0.02465788,0.12436333,0.24621882,1.12598557,0.68008796,0.35664652
-4.84142071,5.12576905,0.75088694,2.45208623,0.02673894,0.13017640,0.25838472,1.18839238,0.71831217,0.37420316
-4.83541771,5.35686372,0.78868681,2.55375785,0.02887628,0.13540178,0.26941481,1.24851242,0.75436652,0.39060783
-4.82941471,5.57610996,0.82424202,2.65227598,0.03105899,0.13995136,0.27912417,1.30570511,0.78781019,0.40563126
-4.82341171,5.78098526,0.85715847,2.74653581,0.03327528,0.14374945,0.28734992,1.35938638,0.81824842,0.41907067
-4.81740870,5.96929775,0.88709440,2.83555977,0.03551249,0.14673515,0.29395607,1.40904221,0.84534219,0.43075590
-4.81140570,6.13923475,0.91376796,2.91851508,0.03775715,0.14886435,0.29883771,1.45423958,0.86881605,0.44055457
-4.80540270,6.28939932,0.93696268,2.99472746,0.03999503,0.15011107,0.30192410,1.49463451,0.88846353,0.44837592
-4.79939970,6.41883326,0.95653059,3.06369045,0.04221124,0.15046826,0.30318070,1.52997672,0.90415024,0.45417318
-4.79339670,6.52702561,0.97239286,3.12506991,0.04439034,0.14994797,0.30260997,1.56011103,0.91581430,0.45794445
-4.78739370,6.61390683,0.98453826,3.17870364,0.04651640,0.14858075,0.30025089,1.58497550,0.92346448,0.45973191
-4.78139070,6.67982899,0.99301930,3.22459613,0.04857328,0.14641458,0.29617738,1.60459647,0.92717604,0.45961950
-4.77538769,6.72553373,0.99794666,3.26290911,0.05054474,0.14351311,0.29049556,1.61908120,0.92708473,0.45772920
-4.76938469,6.75210963,0.99948209,3.29394822,0.05241475,0.13995353,0.28334002,1.62860836,0.92337925,0.45421600
-4.76338169,6.76094144,0.99783024,3.31814673,0.05416773,0.13582393,0.27486944,1.63341708,0.91629273,0.44926190
-4.75737869,6.75365380,0.99322995,3.33604717,0.05578888,0.13122053,0.26526150,1.63379523,0.90609361,0.44306921
-4.75137569,6.73205199,0.98594537,3.34828155,0.05726447,0.12624466,0.25470762,1.63006746,0.89307642,0.43585332
-4.74537269,6.69806241,0.97625724,3.35555119,0.05858219,0.12099981,0.24340745,1.62258359,0.87755285,0.42783552
-4.73936968,6.65367494,0.96445485,3.35860668,0.05973143,0.11558870,0.23156360,1.61170778,0.85984350,0.41923589
-4.73336668,6.60088925,0.95082882,3.35822876,0.06070357,0.11011064,0.21937666,1.59780888,0.84027057,0.41026671
-4.72736368,6.54166649,0.93566483,3.35521035,0.06149217,0.10465909,0.20704069,1.58125211,0.81915152,0.40112655
-4.72136068,6.47788754,0.91923858,3.35034017,0.06209313,0.09931967,0.19473937,1.56239236,0.79679413,0.39199535
-4.71535768,6.41131830,0.90181179,3.34438795,0.06250479,0.09416851,0.18264285,1.54156890,0.77349249,0.38303042
-4.70935468,6.34358230,0.88362940,3.33809141,0.06272790,0.08927109,0.17090536,1.51910160,0.74952428,0.37436371
-4.70335168,6.27614037,0.86491764,3.33214476,0.06276553,0.08468148,0.15966356,1.49528847,0.72514890,0.36610011
-4.69734867,6.21027707,0.84588306,3.32718873,0.06262289,0.08044200,0.14903568,1.47040430,0.70060650,0.35831701
-4.69134567,6.14709297,0.82671220,3.32380187,0.06230711,0.07658335,0.13912130,1.44470020,0.67611752,0.35106492
-4.68534267,6.08750234,0.80757180,3.32249306,0.06182688,0.07312501,0.13000171,1.41840391,0.65188275,0.34436896
-4.67933967,6.03223514,0.78860946,3.32369511,0.06119216,0.07007593,0.12174074,1.39172057,0.62808366,0.33823135
-4.67333667,5.98184273,0.76995444,3.32775925,0.06041375,0.06743558,0.11438606,1.36483389,0.60488278,0.33263445
-4.66733367,5.93670645,0.75171876,3.33495082,0.05950298,0.06519504,0.10797059,1.33790757,0.58242425,0.32754435
-4.66133067,5.89704849,0.73399827,3.34544593,0.05847132,0.06333830,0.10251418,1.31108682,0.56083422,0.32291475
-4.65532766,5.86294445,0.71687376,3.35932938,0.05733009,0.06184359,0.09802533,1.28449994,0.54022128,0.31869100
-4.64932466,5.83433725,0.70041211,3.37659397,0.05609020,0.06068474,0.09450280,1.25825995,0.52067677,0.31481401
-4.64332166,5.81105191,0.68466730,3.39714143,0.05476197,0.05983249,0.09193719,1.23246619,0.50227512,0.31122405
