energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.58579290,0.57544256,0.20541788,0.00091076,0.02519585,0.16827142,0.46781571,0.04016634
-5.57978989,0.55075372,0.19834651,0.00091276,0.02192398,0.16292689,0.45578832,0.03761106
-5.57378689,0.52904103,0.19113735,0.00091741,0.01902179,0.15876772,0.44504855,0.03546231
-5.56778389,0.50981980,0.18383224,0.00092360,0.01646618,0.15554098,0.43523665,0.03366005
-5.56178089,0.49266485,0.17647704,0.00093035,0.01423439,0.15301946,0.42603780,0.03214998
-5.55577789,0.47722073,0.16912127,0.00093685,0.01230463,0.15100706,0.41718971,0.03088461
-5.54977489,0.46321054,0.16181812,0.00094247,0.01065661,0.14934331,0.40848925,0.02982410
-5.54377189,0.45044308,0.15462484,0.00094684,0.00927199,0.14790686,0.39979780,0.02893698
-5.53776888,0.43881815,0.14760339,0.00094979,0.00813471,0.14661785,0.39104528,0.02820058
-5.53176588,0.42832992,0.14082130,0.00095139,0.00723121,0.14543916,0.38223258,0.02760123
-5.52576288,0.41906804,0.13435255,0.00095196,0.00655069,0.14437648,0.37343223,0.02713431
-5.51975988,0.41121644,0.12827837,0.00095207,0.00608511,0.14347729,0.36478737,0.02680401
-5.51375688,0.40504969,0.12268786,0.00095248,0.00582926,0.14282857,0.35650869,0.02662294
-5.50775388,0.40092669,0.11767824,0.00095418,0.00578068,0.14255360,0.34886952,0.02661144
-5.50175088,0.39928181,0.11335473,0.00095831,0.00593946,0.14280747,0.34219899,0.02679677
-5.49574787,0.40061341,0.10982986,0.00096616,0.00630808,0.14377187,0.33687330,0.02721204
-5.48974487,0.40546975,0.10722229,0.00097911,0.00689101,0.14564878,0.33330538,0.02789499
-5.48374187,0.41443262,0.10565495,0.00099859,0.00769432,0.14865356,0.33193289,0.02888659
-5.47773887,0.42809859,0.10525267,0.00102604,0.00872518,0.15300737,0.33320506,0.03022943
-5.47173587,0.44705859,0.10613920,0.00106285,0.00999123,0.15892903,0.33756832,0.03196611
-5.46573287,0.47187579,0.10843367,0.00111029,0.01149997,0.16662671,0.34545130,0.03413739
-5.45972986,0.50306256,0.11224667,0.00116949,0.01325795,0.17628944,0.35724940,0.03678039
-5.45372686,0.54105696,0.11767595,0.00124135,0.01527004,0.18807871,0.37330933,0.03992668
-5.44772386,0.58619937,0.12480190,0.00132652,0.01753860,0.20212044,0.39391413,0.04360049
-5.44172086,0.63871012,0.13368297,0.00142536,0.02006266,0.21849752,0.41926894,0.04781694
-5.43571786,0.69866889,0.14435119,0.00153786,0.02283716,0.23724322,0.44948820,0.05258043
-5.42971486,0.76599672,0.15680799,0.00166366,0.02585220,0.25833569,0.48458463,0.05788328
-5.42371186,0.84044153,0.17102046,0.00180202,0.02909251,0.28169383,0.52446059,0.06370459
-5.41770885,0.92156812,0.18691841,0.00195180,0.03253691,0.30717487,0.56890212,0.07000951
-5.41170585,1.00875337,0.20439221,0.00211144,0.03615809,0.33457376,0.61757646,0.07674885
-5.40570285,1.10118738,0.22329184,0.00227906,0.03992248,0.36362460,0.67003297,0.08385919
-5.39969985,1.19788116,0.24342712,0.00245242,0.04379047,0.39400429,0.72570824,0.09126351
-5.39369685,1.29768123,0.26456943,0.00262899,0.04771678,0.42533840,0.78393516,0.09887227
-5.38769385,1.39929107,0.28645486,0.00280601,0.05165113,0.45720922,0.84395626,0.10658508
-5.38169085,1.50129946,0.30878898,0.00298057,0.05553921,0.48916588,0.90494106,0.11429287
-5.37568784,1.60221496,0.33125302,0.00314968,0.05932374,0.52073632,0.96600711,0.12188051
-5.36968484,1.70050580,0.35351155,0.00331035,0.06294594,0.55144073,1.02624422,0.12922982
-5.36368184,1.79464387,0.37522128,0.00345973,0.06634694,0.58080606,1.08474115,0.13622292
-5.35767884,1.88315149,0.39604091,0.00359512,0.06946947,0.60838103,1.14061384,0.14274574
-5.35167584,1.96464897,0.41564150,0.00371416,0.07225948,0.63375114,1.19303410,0.14869157
-5.34567284,2.03790132,0.43371722,0.00381483,0.07466779,0.65655285,1.24125762,0.15396462
-5.33966983,2.10186185,0.44999576,0.00389558,0.07665163,0.67648659,1.28464999,0.15848320
-5.33366683,2.15571085,0.46424817,0.00395537,0.07817600,0.69332764,1.32270953,0.16218268
-5.32766383,2.19888736,0.47629761,0.00399373,0.07921485,0.70693456,1.35508583,0.16501777
-5.32166083,2.23111236,0.48602648,0.00401075,0.07975191,0.71725453,1.38159279,0.16696428
-5.31565783,2.25240218,0.49338171,0.00400716,0.07978125,0.72432543,1.40221546,0.16802011
-5.30965483,2.26307095,0.49837776,0.00398423,0.07930747,0.72827418,1.41711012,0.16820542
-5.30365183,2.26372188,0.50109717,0.00394382,0.07834552,0.72931161,1.42659727,0.16756201
-5.29764882,2.25522727,0.50168854,0.00388826,0.07692015,0.72772371,1.43114767,0.16615184
-5.29164582,2.23869781,0.50036194,0.00382032,0.07506510,0.72385978,1.43136191,0.16405483
-5.28564282,2.21544245,0.49738188,0.00374311,0.07282185,0.71811785,1.42794421,0.16136593
-5.27963982,2.18692012,0.49305804,0.00365996,0.07023829,0.71092803,1.42167163,0.15819168
-5.27363682,2.15468554,0.48773418,0.00357435,0.06736708,0.70273451,1.41336003,0.15464628
-5.26763382,2.12033114,0.48177563,0.00348978,0.06426397,0.69397703,1.40382839,0.15084744
-5.26163082,2.08542768,0.47555588,0.00340962,0.06098609,0.68507269,1.39386310,0.14691214
-5.25562781,2.05146605,0.46944278,0.00333705,0.05759017,0.67639890,1.38418398,0.14295254
-5.24962481,2.01980263,0.46378499,0.00327494,0.05413105,0.66827839,1.37541361,0.13907203
-5.24362181,1.99161062,0.45889920,0.00322572,0.05066014,0.66096674,1.36805152,0.13536188
-5.23761881,1.96783921,0.45505869,0.00319134,0.04722432,0.65464324,1.36245436,0.13189830
-5.23161581,1.94918218,0.45248352,0.00317319,0.04386487,0.64940531,1.35882298,0.12874030
-5.22561281,1.93605723,0.45133300,0.00317204,0.04061686,0.64526677,1.35719702,0.12592819
-5.21960980,1.92859652,0.45170041,0.00318804,0.03750874,0.64215990,1.35745709,0.12348297
-5.21360680,1.92664861,0.45361040,0.00322069,0.03456218,0.63994120,1.35933422,0.12140643
-5.20760380,1.92979152,0.45701891,0.00326887,0.03179225,0.63840046,1.36242613,0.11968205
-5.20160080,1.93735588,0.46181566,0.00333086,0.02920777,0.63727255,1.36621911,0.11827657
-5.19559780,1.94845703,0.46782904,0.00340442,0.02681188,0.63625137,1.37011445,0.11714220
-5.18959480,1.96203448,0.47483310,0.00348684,0.02460276,0.63500521,1.37345792,0.11621924
-5.18359180,1.97689672,0.48255627,0.00357504,0.02257442,0.63319274,1.37557067,0.11543915
-5.17758879,1.99176956,0.49069159,0.00366567,0.02071759,0.63047876,1.37578009,0.11472772
-5.17158579,2.00534569,0.49890775,0.00375521,0.01902059,0.62654916,1.37344910,0.11400842
-5.16558279,2.01633368,0.50686071,0.00384009,0.01747020,0.62112419,1.36800251,0.11320562
-5.15957979,2.02350427,0.51420538,0.00391682,0.01605240,0.61396969,1.35894936,0.11224757
-5.15357679,2.02573243,0.52060684,0.00398208,0.01475310,0.60490580,1.34590043,0.11106916
-5.14757379,2.02203374,0.52575094,0.00403281,0.01355870,0.59381282,1.32858031,0.10961423
-5.14157079,2.01159384,0.52935359,0.00406636,0.01245653,0.58063419,1.30683394,0.10783738
-5.13556778,1.99379049,0.53116886,0.00408051,0.01143524,0.56537670,1.28062765,0.10570528
-5.12956478,1.96820750,0.53099539,0.00407359,0.01048494,0.54810792,1.25004511,0.10319748
-5.12356178,1.93464084,0.52868106,0.00404447,0.00959734,0.52895140,1.21527881,0.10030659
-5.11755878,1.89309697,0.52412592,0.00399262,0.00876575,0.50807987,1.17661786,0.09703802
-5.11155578,1.84378407,0.51728334,0.00391809,0.00798497,0.48570696,1.13443304,0.09340925
-5.10555278,1.78709706,0.50815938,0.00382152,0.00725117,0.46207801,1.08916012,0.08944865
-5.09954977,1.72359735,0.49681073,0.00370409,0.00656169,0.43746037,1.04128228,0.08519401
-5.09354677,1.65398845,0.48334106,0.00356745,0.00591485,0.41213366,0.99131270,0.08069081
-5.08754377,1.57908877,0.46789640,0.00341368,0.00530973,0.38638055,0.93977791,0.07599034
-5.08154077,1.49980274,0.45065944,0.00324519,0.00474592,0.36047830,0.88720270,0.07114775
-5.07553777,1.41709148,0.43184318,0.00306464,0.00422342,0.33469132,0.83409692,0.06622008
-5.06953477,1.33194409,0.41168420,0.00287486,0.00374239,0.30926506,0.78094465,0.06126441
-5.06353177,1.24535052,0.39043573,0.00267875,0.00330309,0.28442124,0.72819558,0.05633618
-5.05752876,1.15827687,0.36836076,0.00247917,0.00290575,0.26035448,0.67625895,0.05148767
-5.05152576,1.07164366,0.34572546,0.00227891,0.00255053,0.23723027,0.62549955,0.04676672
-5.04552276,0.98630763,0.32279305,0.00208056,0.00223752,0.21518418,0.57623586,0.04221579
-5.03951976,0.90304720,0.29981824,0.00188652,0.00196673,0.19432225,0.52873980,0.03787121
-5.03351676,0.82255179,0.27704241,0.00169888,0.00173809,0.17472218,0.48323788,0.03376277
-5.02751376,0.74541486,0.25468959,0.00151943,0.00155158,0.15643534,0.43991339,0.02991355
-5.02151076,0.67213049,0.23296326,0.00134965,0.00140720,0.13948930,0.39890928,0.02634003
-5.01550775,0.60309320,0.21204397,0.00119068,0.00130507,0.12389068,0.36033155,0.02305231
-5.00950475,0.53860061,0.19208778,0.00104331,0.00124548,0.10962826,0.32425277,0.02005463
-5.00350175,0.47885839,0.17322554,0.00090805,0.00122893,0.09667600,0.29071568,0.01734597
-4.99749875,0.42398726,0.15556278,0.00078510,0.00125612,0.08499615,0.25973667,0.01492072
-4.99149575,0.37403129,0.13918030,0.00067444,0.00132801,0.07454202,0.23130915,0.01276942
-4.98549275,0.32896715,0.12413526,0.00057579,0.00144577,0.06526063,0.20540661,0.01087959
-4.97948974,0.28871400,0.11046268,0.00048871,0.00161070,0.05709504,0.18198558,0.00923642
-4.97348674,0.25314336,0.09817738,0.00041263,0.00182421,0.04998635,0.16098834,0.00782356
-4.96748374,0.22208895,0.08727607,0.00034685,0.00208767,0.04387549,0.14234558,0.00662374
-4.96148074,0.19535602,0.07773963,0.00029062,0.00240232,0.03870467,0.12597885,0.00561940
-4.95547774,0.17273009,0.06953555,0.00024317,0.00276910,0.03441857,0.11180315,0.00479319
-4.94947474,0.15398499,0.06262031,0.00020369,0.00318852,0.03096537,0.09972938,0.00412837
-4.94347174,0.13889008,0.05694185,0.00017142,0.00366045,0.02829751,0.08966695,0.00360921
-4.93746873,0.12721676,0.05244190,0.00014564,0.00418401,0.02637244,0.08152650,0.00322122
-4.93146573,0.11874423,0.04905836,0.00012566,0.00475740,0.02515317,0.07522270,0.00295134
-4.92546273,0.11326464,0.04672751,0.00011091,0.00537776,0.02460881,0.07067727,0.00278810
-4.91945973,0.11058769,0.04538629,0.00010087,0.00604110,0.02471512,0.06782206,0.00272167
-4.91345673,0.11054493,0.04497437,0.00009510,0.00674219,0.02545503,0.06660236,0.00274395
-4.90745373,0.11299363,0.04543631,0.00009328,0.00747460,0.02681924,0.06698026,0.00284856
-4.90145073,0.11782054,0.04672356,0.00009517,0.00823075,0.02880684,0.06893806,0.00303083
-4.89544772,0.12494545,0.04879648,0.00010065,0.00900196,0.03142598,0.07248160,0.00328785
-4.88944472,0.13432451,0.05162618,0.00010966,0.00977867,0.03469462,0.07764351,0.00361840
-4.88344172,0.14595341,0.05519629,0.00012228,0.01055064,0.03864115,0.08448600,0.00402294
-4.87743872,0.15987000,0.05950447,0.00013867,0.01130725,0.04330506,0.09310332,0.00450363
-4.87143572,0.17615648,0.06456368,0.00015907,0.01203783,0.04873737,0.10362328,0.00506425
-4.86543272,0.19494056,0.07040304,0.00018383,0.01273203,0.05500095,0.11620801,0.00571019
-4.85942971,0.21639550,0.07706816,0.00021338,0.01338023,0.06217035,0.13105326,0.00644832
-4.85342671,0.24073869,0.08462088,0.00024823,0.01397396,0.07033128,0.14838640,0.00728696
-4.84742371,0.26822818,0.09313826,0.00028894,0.01450628,0.07957954,0.16846251,0.00823565
-4.84142071,0.29915721,0.10271072,0.00033615,0.01497225,0.09001921,0.19155860,0.00930495
-4.83541771,0.33384612,0.11343929,0.00039053,0.01536920,0.10176018,0.21796569,0.01050618
-4.82941471,0.37263179,0.12543181,0.00045276,0.01569713,0.11491484,0.24797872,0.01185103
-4.82341171,0.41585425,0.13879830,0.00052354,0.01595891,0.12959390,0.28188431,0.01335111
-4.81740870,0.46384095,0.15364531,0.00060351,0.01616048,0.14590156,0.31994662,0.01501746
-4.81140570,0.51688867,0.17006960,0.00069328,0.01631099,0.16392983,0.36239159,0.01685996
-4.80540270,0.57524379,0.18815118,0.00079335,0.01642280,0.18375244,0.40938996,0.01888668
-4.79939970,0.63908142,0.20794605,0.00090413,0.01651145,0.20541831,0.46103987,0.02110322
-4.79339670,0.70848449,0.22947896,0.00102584,0.01659556,0.22894505,0.51734962,0.02351205
-4.78739370,0.78342356,0.25273649,0.00115853,0.01669660,0.25431263,0.57822154,0.02611183
-4.78139070,0.86373868,0.27766089,0.00130204,0.01683867,0.28145773,0.64343791,0.02889686
-4.77538769,0.94912429,0.30414512,0.00145597,0.01704815,0.31026900,0.71264989,0.03185659
-4.76938469,1.03911836,0.33202930,0.00161965,0.01735333,0.34058374,0.78537022,0.03497523
-4.76338169,1.13309686,0.36109919,0.00179214,0.01778398,0.37218617,0.86097085,0.03823163
-4.75737869,1.23027421,0.39108664,0.00197225,0.01837083,0.40480774,0.93868574,0.04159926
-4.75137569,1.32971049,0.42167254,0.00215850,0.01914504,0.43812951,1.01761961,0.04504645
-4.74537269,1.43032562,0.45249198,0.00234917,0.02013758,0.47178693,1.09676261,0.04853684
-4.73936968,1.53092035,0.48314189,0.00254231,0.02137856,0.50537672,1.17501090,0.05203008
-4.73336668,1.63020371,0.51319074,0.00273580,0.02289646,0.53846601,1.25119254,0.05548271
-4.72736368,1.72682604,0.54219006,0.00292735,0.02471739,0.57060324,1.32409808,0.05884928
-4.72136068,1.81941634,0.56968734,0.00311460,0.02686415,0.60133067,1.39251458,0.06208349
-4.71535768,1.90662252,0.59523984,0.00329517,0.02935537,0.63019776,1.45526192,0.06513962
-4.70935468,1.98715280,0.61842853,0.00346670,0.03220452,0.65677513,1.51122968,0.06797383
-4.70335168,2.05981645,0.63887168,0.00362692,0.03541893,0.68066829,1.55941314,0.07054549
-4.69734867,2.12356191,0.65623746,0.00377373,0.03899889,0.70153059,1.59894662,0.07281854
-4.69134567,2.17751060,0.67025477,0.00390525,0.04293672,0.71907485,1.62913263,0.07476254
-4.68534267,2.22098486,0.68072210,0.00401985,0.04721600,0.73308295,1.64946549,0.07635363
-4.67933967,2.25352857,0.68751367,0.00411625,0.05181096,0.74341308,1.65964819,0.07757527
-4.67333667,2.27491982,0.69058282,0.00419348,0.05668604,0.75000424,1.65960182,0.07841865
-4.66733367,2.28517481,0.68996250,0.00425098,0.06179581,0.75287776,1.64946698,0.07888287
-4.66133067,2.28454316,0.68576279,0.00428856,0.06708512,0.75213576,1.62959734,0.07897480
-4.65532766,2.27349489,0.67816577,0.00430643,0.07248963,0.74795673,1.60054557,0.07870869
-4.64932466,2.25269998,0.66741796,0.00430519,0.07793673,0.74058826,1.56304244,0.07810552
-4.64332166,2.22300138,0.65382086,0.00428579,0.08334689,0.73033753,1.51797025,0.07719210
-4.63731866,2.18538315,0.63772005,0.00424952,0.08863527,0.71755972,1.46633177,0.07600008
-4.63131566,2.14093510,0.61949339,0.00419795,0.09371377,0.70264510,1.40921626,0.07456473
-4.62531266,2.09081550,0.59953890,0.00413293,0.09849336,0.68600522,1.34776411,0.07292373
-4.61930965,2.03621364,0.57826285,0.00405648,0.10288651,0.66805890,1.28313164,0.07111594
-4.61330665,1.97831354,0.55606850,0.00397076,0.10680986,0.64921848,1.21645751,0.06918016
-4.60730365,1.91826023,0.53334593,0.00387803,0.11018678,0.62987694,1.14883200,0.06715399
-4.60130065,1.85712962,0.51046312,0.00378057,0.11294986,0.61039635,1.08127015,0.06507286
-4.59529765,1.79590282,0.48775865,0.00368060,0.11504321,0.59109797,1.01468968,0.06296910
-4.58929465,1.73544542,0.46553586,0.00358028,0.11642427,0.57225444,0.94989396,0.06087128
-4.58329165,1.67649217,0.44405870,0.00348160,0.11706538,0.55408412,0.88756039,0.05880369
-4.57728864,1.61963685,0.42354899,0.00338635,0.11695464,0.53674775,0.82823411,0.05678599
-4.57128564,1.56532748,0.40418505,0.00329608,0.11609634,0.52034743,0.77232666,0.05483308
-4.56528264,1.51386646,0.38610151,0.00321206,0.11451071,0.50492789,0.72011922,0.05295512
-4.55927964,1.46541514,0.36939009,0.00313526,0.11223319,0.49047983,0.67176976,0.05115770
-4.55327664,1.42000242,0.35410123,0.00306630,0.10931300,0.47694509,0.62732335,0.04944219
-4.54727364,1.37753679,0.34024629,0.00300547,0.10581143,0.46422349,0.58672502,0.04780617
-4.54127064,1.33782125,0.32780041,0.00295273,0.10179958,0.45218083,0.54983426,0.04624401
-4.53526763,1.30057042,0.31670569,0.00290767,0.09735589,0.44065788,0.51644055,0.04474744
-4.52926463,1.26542937,0.30687480,0.00286962,0.09256352,0.42947985,0.48627928,0.04330626
-4.52326163,1.23199348,0.29819497,0.00283761,0.08750769,0.41846600,0.45904735,0.04190901
-4.51725863,1.19982885,0.29053216,0.00281044,0.08227305,0.40743905,0.43441826,0.04054370
-4.51125563,1.16849257,0.28373571,0.00278672,0.07694136,0.39623399,0.41205594,0.03919843
-4.50525263,1.13755241,0.27764311,0.00276495,0.07158931,0.38470602,0.39162737,0.03786210
-4.49924962,1.10660536,0.27208503,0.00274355,0.06628680,0.37273728,0.37281355,0.03652489
-4.49324662,1.07529447,0.26689053,0.00272095,0.06109563,0.36024228,0.35531879,0.03517884
-4.48724362,1.04332364,0.26189226,0.00269564,0.05606852,0.34717174,0.33887832,0.03381818
-4.48124062,1.01046979,0.25693161,0.00266623,0.05124870,0.33351483,0.32326404,0.03243966
-4.47523762,0.97659225,0.25186361,0.00263152,0.04666979,0.31929989,0.30828868,0.03104271
-4.46923462,0.94163898,0.24656143,0.00259053,0.04235612,0.30459340,0.29380828,0.02962956
-4.46323162,0.90564955,0.24092027,0.00254255,0.03832335,0.28949778,0.27972318,0.02820512
-4.45722861,0.86875483,0.23486063,0.00248718,0.03457926,0.27414768,0.26597774,0.02677694
-4.45122561,0.83117339,0.22833057,0.00242431,0.03112485,0.25870543,0.25255882,0.02535487
-4.44522261,0.79320494,0.22130707,0.00235415,0.02795545,0.24335560,0.23949327,0.02395081
-4.43921961,0.75522097,0.21379638,0.00227721,0.02506188,0.22829912,0.22684470,0.02257824
-4.43321661,0.71765308,0.20583325,0.00219429,0.02243161,0.21374708,0.21470958,0.02125188
-4.42721361,0.68097938,0.19747916,0.00210643,0.02004984,0.19991466,0.20321289,0.01998710
-4.42121061,0.64570960,0.18881965,0.00201486,0.01790049,0.18701516,0.19250361,0.01879948
-4.41520760,0.61236927,0.17996079,0.00192098,0.01596698,0.17525463,0.18275002,0.01770434
-4.40920460,0.58148383,0.17102507,0.00182629,0.01423299,0.16482694,0.17413513,0.01671619
-4.40320160,0.55356283,0.16214675,0.00173230,0.01268293,0.15590966,0.16685214,0.01584834
-4.39719860,0.52908506,0.15346703,0.00164055,0.01130234,0.14866065,0.16110018,0.01511250
-4.39119560,0.50848489,0.14512918,0.00155246,0.01007811,0.14321545,0.15708024,0.01451839
-4.38519260,0.49214016,0.13727376,0.00146936,0.00899860,0.13968541,0.15499140,0.01407351
-4.37918959,0.48036206,0.13003419,0.00139241,0.00805366,0.13815654,0.15502720,0.01378288
-4.37318659,0.47338711,0.12353283,0.00132256,0.00723453,0.13868896,0.15737222,0.01364892
-4.36718359,0.47137133,0.11787763,0.00126052,0.00653368,0.14131695,0.16219875,0.01367138
-4.36118059,0.47438688,0.11315935,0.00120678,0.00594470,0.14604932,0.16966350,0.01384733
-4.35517759,0.48242078,0.10944963,0.00116156,0.00546197,0.15287029,0.17990421,0.01417123
-4.34917459,0.49537596,0.10679962,0.00112483,0.00508053,0.16174041,0.19303621,0.01463507
-4.34317159,0.51307424,0.10523932,0.00109632,0.00479581,0.17259781,0.20914874,0.01522855
-4.33716858,0.53526125,0.10477757,0.00107557,0.00460341,0.18535949,0.22830124,0.01593934
-4.33116558,0.56161278,0.10540250,0.00106189,0.00449891,0.19992261,0.25051933,0.01675337
-4.32516258,0.59174258,0.10708247,0.00105445,0.00447767,0.21616586,0.27579088,0.01765515
-4.31915958,0.62521108,0.10976734,0.00105231,0.00453466,0.23395082,0.30406201,0.01862814
-4.31315658,0.66153492,0.11339006,0.00105444,0.00466438,0.25312327,0.33523340,0.01965512
-4.30715358,0.70019683,0.11786837,0.00105977,0.00486071,0.27351463,0.36915691,0.02071854
