energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.80190095,5.03185760,0.01393068,1.15293468,0.84193903,0.16968588,2.28075847,1.75575515,0.03480850,1.34650149
-5.79589795,5.00899192,0.01457992,1.13991423,0.83374265,0.17212358,2.26186393,1.74331156,0.03666116,1.34935350
-5.78989495,4.98560403,0.01519589,1.12770753,0.82413182,0.17475888,2.23968678,1.73353404,0.03846161,1.35076276
-5.78389195,4.95992861,0.01576933,1.11608145,0.81291125,0.17742104,2.21424311,1.72579474,0.04017942,1.35008318
-5.77788894,4.93055129,0.01629109,1.10489528,0.79994090,0.17994638,2.18574172,1.71959908,0.04178380,1.34674546
-5.77188594,4.89645595,0.01675233,1.09411116,0.78513668,0.18218261,2.15457954,1.71461185,0.04324439,1.34026855
-5.76588294,4.85705399,0.01714479,1.08379867,0.76846975,0.18399268,2.12132936,1.71067359,0.04453201,1.33026900
-5.75987994,4.81219502,0.01746106,1.07413325,0.74996472,0.18525825,2.08672065,1.70780660,0.04561951,1.31646787
-5.75387694,4.76215921,0.01769479,1.06538863,0.72969688,0.18588252,2.05161433,1.70621043,0.04648258,1.29869541
-5.74787394,4.70763235,0.01784101,1.05792371,0.70778893,0.18579243,2.01697263,1.70624723,0.04710059,1.27689364
-5.74187094,4.64966515,0.01789632,1.05216449,0.68440727,0.18494030,1.98382511,1.70841771,0.04745727,1.25111665
-5.73586793,4.58961863,0.01785909,1.04858189,0.65975800,0.18330463,1.95323243,1.71332901,0.04754138,1.22152876
-5.72986493,4.52909845,0.01772960,1.04766668,0.63408280,0.18089029,1.92624885,1.72165617,0.04734720,1.18840061
-5.72386193,4.46988085,0.01751014,1.04990256,0.60765457,0.17772792,1.90388511,1.73409911,0.04687483,1.15210301
-5.71785893,4.41383351,0.01720503,1.05573883,0.58077302,0.17387273,1.88707296,1.75133734,0.04613039,1.11309888
-5.71185593,4.36283465,0.01682058,1.06556390,0.55375997,0.16940259,1.87663250,1.77398480,0.04512594,1.07193308
-5.70585293,4.31869388,0.01636494,1.07968105,0.52695445,0.16441558,1.87324374,1.80254694,0.04387928,1.02922053
-5.69984992,4.28307793,0.01584796,1.09828753,0.50070747,0.15902713,1.87742328,1.83738247,0.04241351,0.98563280
-5.69384692,4.25744456,0.01528092,1.12145818,0.47537654,0.15336669,1.88950707,1.87867163,0.04075649,0.94188329
-5.68784392,4.24298722,0.01467622,1.14913440,0.45131979,0.14757426,1.90964005,1.92639265,0.03894012,0.89871167
-5.68184092,4.24059275,0.01404703,1.18111893,0.42888990,0.14179674,1.93777293,1.98030765,0.03699952,0.85686772
-5.67583792,4.25081373,0.01340696,1.21707709,0.40842782,0.13618429,1.97366654,2.03995874,0.03497218,0.81709522
-5.66983492,4.27385642,0.01276962,1.25654405,0.39025646,0.13088686,2.01690351,2.10467455,0.03289702,0.78011632
-5.66383192,4.30958457,0.01214824,1.29893833,0.37467450,0.12605090,2.06690707,2.17358690,0.03081359,0.74661688
-5.65782891,4.35753852,0.01155534,1.34358049,0.36195056,0.12181648,2.12296615,2.24565676,0.02876116,0.71723324
-5.65182591,4.41696853,0.01100236,1.38971650,0.35231786,0.11831472,2.18426606,2.31970838,0.02677806,0.69254094
-5.64582291,4.48688037,0.01049940,1.43654462,0.34596970,0.11566584,2.24992348,2.39446969,0.02490098,0.67304556
-5.63981991,4.56609097,0.01005494,1.48324455,0.34305592,0.11397754,2.31902448,2.46861732,0.02316455,0.65917620
-5.63381691,4.65329134,0.00967573,1.52900760,0.34368052,0.11334409,2.39066419,2.54082395,0.02160091,0.65128153
-5.62781391,4.74711378,0.00936666,1.57306649,0.34790059,0.11384570,2.46398646,2.60980579,0.02023952,0.64962869
-5.62181091,4.84620032,0.00913071,1.61472364,0.35572674,0.11554859,2.53822213,2.67436833,0.01910707,0.65440473
-5.61580790,4.94926943,0.00896903,1.65337666,0.36712486,0.11850526,2.61272440,2.73344816,0.01822743,0.66572072
-5.60980490,5.05517799,0.00888105,1.68853999,0.38201939,0.12275526,2.68699989,2.78614936,0.01762180,0.68361787
-5.60380190,5.16297623,0.00886460,1.71986215,0.40029787,0.12832610,2.76073430,2.83177312,0.01730882,0.70807559
-5.59779890,5.27195318,0.00891617,1.74713769,0.42181658,0.13523432,2.83381156,2.86983963,0.01730473,0.73902079
-5.59179590,5.38167122,0.00903113,1.77031382,0.44640699,0.14348672,2.90632578,2.90010170,0.01762354,0.77633782
-5.58579290,5.49198818,0.00920403,1.78949145,0.47388279,0.15308136,2.97858539,2.92255001,0.01827716,0.81987862
-5.57978989,5.60306632,0.00942887,1.80492080,0.50404697,0.16400853,3.05110904,2.93741013,0.01927545,0.86947222
-5.57378689,5.71536791,0.00969937,1.81699202,0.53669865,0.17625142,3.12461336,2.94513186,0.02062619,0.92493306
-5.56778389,5.82963726,0.01000925,1.82622109,0.57163923,0.18978651,3.19999246,2.94637170,0.02233496,0.98606748
-5.56178089,5.94686998,0.01035247,1.83323180,0.60867737,0.20458349,3.27828961,2.94196918,0.02440496,1.05267799
-5.55577789,6.06827008,0.01072340,1.83873433,0.64763259,0.22060491,3.36066165,2.93291835,0.02683669,1.12456477
-5.54977489,6.19519623,0.01111699,1.84350123,0.68833711,0.23780527,3.44833679,2.92033526,0.02962754,1.20152428
-5.54377189,6.32909878,0.01152883,1.84834149,0.73063578,0.25612992,3.54256686,2.90542261,0.03277143,1.28334494
-5.53776888,6.47144929,0.01195523,1.85407346,0.77438408,0.27551344,3.64457514,2.88943263,0.03625832,1.36979997
-5.53176588,6.62366492,0.01239316,1.86149741,0.81944421,0.29587805,3.75550136,2.87362908,0.04007380,1.46063789
-5.52576288,6.78703015,0.01284018,1.87136831,0.86567951,0.31713177,3.87634535,2.85924940,0.04419875,1.55557108
-5.51975988,6.96261860,0.01329438,1.88436969,0.91294760,0.33916678,4.00791136,2.84746781,0.04860906,1.65426341
-5.51375688,7.15121805,0.01375416,1.90108923,0.96109260,0.36185800,4.15075518,2.83936028,0.05327559,1.75631768
-5.50775388,7.35326177,0.01421811,1.92199670,1.00993713,0.38506216,4.30513610,2.83587218,0.05816422,1.86126403
-5.50175088,7.56876944,0.01468484,1.94742506,1.05927468,0.40861746,4.47097616,2.83778936,0.06323619,1.96855037
-5.49574787,7.79730074,0.01515279,1.97755526,1.10886284,0.43234405,4.64782874,2.84571359,0.06844868,2.07753590
-5.48974487,8.03792452,0.01562007,2.01240537,1.15841830,0.45604543,4.83485870,2.86004293,0.07375562,2.18748860
-5.48374187,8.28920580,0.01608439,2.05182461,1.20761394,0.47951081,5.03083560,2.88095797,0.07910875,2.29758764
-5.47773887,8.54921264,0.01654293,2.09549257,1.25607855,0.50251855,5.23414144,2.90841426,0.08445892,2.40693101
-5.47173587,8.81554352,0.01699236,2.14292402,1.30339946,0.52484052,5.44279360,2.94214167,0.08975752,2.51454882
-5.46573287,9.08537555,0.01742880,2.19347927,1.34912825,0.54624739,5.65448304,2.98165073,0.09495814,2.61942191
-5.45972986,9.35553224,0.01784794,2.24638004,1.39278929,0.56651457,5.86662696,3.02624606,0.10001817,2.72050551
-5.45372686,9.62256892,0.01824511,2.30073033,1.43389104,0.58542867,6.07643468,3.07504658,0.10490047,2.81675691
-5.44772386,9.88287257,0.01861544,2.35554184,1.47193953,0.60279405,6.28098421,3.12701201,0.10957494,2.90716609
-5.44172086,10.13277200,0.01895404,2.40976289,1.50645338,0.61843930,6.47730684,3.18097471,0.11401984,2.99078789
-5.43571786,10.36865367,0.01925617,2.46230990,1.53697962,0.63222320,6.66247613,3.23567574,0.11822295,3.06677397
-5.42971486,10.58707767,0.01951743,2.51210020,1.56310954,0.64403982,6.83369751,3.28980372,0.12218228,3.13440299
-5.42371186,10.78488854,0.01973395,2.55808475,1.58449356,0.65382253,6.98839441,3.34203498,0.12590649,3.19310735
-5.41770885,10.95931543,0.01990250,2.59927939,1.60085451,0.66154659,7.12428692,3.39107324,0.12941476,3.24249466
-5.41170585,11.10805665,0.02002065,2.63479343,1.61199832,0.66723014,7.23945935,3.43568725,0.13273629,3.28236296
-5.40570285,11.22934456,0.02008682,2.66385419,1.61782167,0.67093346,7.33241345,3.47474478,0.13590925,3.31270832
-5.39969985,11.32198747,0.02010029,2.68582664,1.61831616,0.67275658,7.40210489,3.50724160,0.13897926,3.33372438
-5.39369685,11.38538680,0.02006126,2.70022724,1.61356867,0.67283505,7.44796136,3.53232435,0.14199757,3.34579352
-5.38769385,11.41952881,0.01997071,2.70673165,1.60375787,0.67133444,7.46988179,3.54930662,0.14501870,3.34946985
-5.38169085,11.42495180,0.01983035,2.70517616,1.58914722,0.66844335,7.46821697,3.55767780,0.14809799,3.34545483
-5.37568784,11.40269087,0.01964250,2.69555297,1.57007460,0.66436561,7.44373305,3.55710480,0.15128883,3.33456641
-5.36968484,11.35420368,0.01940994,2.67800006,1.54693928,0.65931190,7.39756016,3.54742702,0.15463985,3.31770319
-5.36368184,11.28128140,0.01913577,2.65278612,1.52018690,0.65349112,7.33112922,3.52864538,0.15819223,3.29580539
-5.35767884,11.18595005,0.01882326,2.62029191,1.49029315,0.64710203,7.24610035,3.50090639,0.16197708,3.26981434
-5.35167584,11.07036751,0.01847573,2.58098895,1.45774699,0.64032554,7.14428690,3.46448256,0.16601312,3.24063245
-5.34567284,10.93672183,0.01809641,2.53541693,1.42303425,0.63331789,7.02757900,3.41975055,0.17030477,3.20908576
-5.33966983,10.78713602,0.01768837,2.48416088,1.38662241,0.62620518,6.89787042,3.36716826,0.17484071,3.17589059
-5.33366683,10.62358408,0.01725448,2.42782949,1.34894704,0.61907940,6.75699222,3.30725243,0.17959302,3.14162608
-5.32766383,10.44782227,0.01679735,2.36703535,1.31040074,0.61199616,6.60665604,3.24055764,0.18451694,3.10671380
-5.32166083,10.26133860,0.01631933,2.30237798,1.27132463,0.60497413,6.44840930,3.16765795,0.18955132,3.07140538
-5.31565783,10.06532240,0.01582260,2.23443034,1.23200303,0.59799627,6.28360379,3.08913166,0.19461975,3.03577879
-5.30965483,9.86065488,0.01530911,2.16372891,1.19266110,0.59101280,6.11337819,3.00554977,0.19963236,2.99974321
-5.30365183,9.64792019,0.01478074,2.09076772,1.15346545,0.58394554,5.93865458,2.91746834,0.20448832,2.96305249
-5.29764882,9.42743562,0.01423933,2.01599591,1.11452772,0.57669373,5.76014785,2.82542449,0.20907883,2.92532630
-5.29164582,9.19929863,0.01368675,1.93981872,1.07591042,0.56914074,5.57838671,2.72993602,0.21329062,2.88607806
-5.28564282,8.96344751,0.01312500,1.86260126,1.03763495,0.56116159,5.39374417,2.63150387,0.21700988,2.84474827
-5.27963982,8.71973188,0.01255622,1.78467458,0.99969109,0.55263086,5.20647524,2.53061703,0.22012627,2.80074173
-5.27363682,8.46798912,0.01198280,1.70634323,0.96204746,0.54343055,5.01675905,2.42775897,0.22253709,2.75346681
-5.26763382,8.20812214,0.01140737,1.62789373,0.92466242,0.53345778,4.82474304,2.32341505,0.22415133,2.70237498
-5.26163082,7.94017452,0.01083284,1.54960321,0.88749480,0.52263175,4.63058645,2.21807999,0.22489340,2.64699877
-5.25562781,7.66439884,0.01026238,1.47174759,0.85051401,0.51089984,4.43450071,2.11226485,0.22470641,2.58698629
-5.24962481,7.38131468,0.00969944,1.39460874,0.81370903,0.49824252,4.23678493,2.00650272,0.22355489,2.52213082
-5.24362181,7.09175323,0.00914766,1.31848025,0.77709583,0.48467680,4.03785454,1.90135290,0.22142674,2.45239400
-5.23761881,6.79688632,0.00861091,1.24367135,0.74072311,0.47025823,3.83826205,1.79740283,0.21833434,2.37792157
-5.23161581,6.49823813,0.00809313,1.17050889,0.70467594,0.45508120,3.63870912,1.69526788,0.21431475,2.29905089
-5.22561281,6.19767917,0.00759837,1.09933722,0.66907736,0.43927758,3.44004970,1.59558859,0.20942897,2.21630993
-5.21960980,5.89740244,0.00713066,1.03051601,0.63408782,0.42301374,3.24328435,1.49902556,0.20376027,2.13040776
-5.21360680,5.59988290,0.00669395,0.96441617,0.59990267,0.40648614,3.04954646,1.40625197,0.19741166,2.04221693
-5.20760380,5.30782202,0.00629204,0.90141405,0.56674777,0.38991545,2.86008119,1.31794418,0.19050256,1.95274862
-5.20160080,5.02407961,0.00592851,0.84188424,0.53487354,0.37353976,2.67621840,1.23477049,0.18316481,1.86312162
-5.19559780,4.75159615,0.00560663,0.78619129,0.50454767,0.35760677,2.49934106,1.15737861,0.17553831,1.77452661
-5.18959480,4.49330861,0.00532931,0.73468073,0.47604697,0.34236565,2.33085045,1.08638223,0.16776621,1.68818726
-5.18359180,4.25206355,0.00509900,0.68766989,0.44964859,0.32805866,2.17212999,1.02234728,0.15999015,1.60531993
-5.17758879,4.03053092,0.00491766,0.64543869,0.42562103,0.31491287,2.02450888,0.96577809,0.15234553,1.52709369
-5.17158579,3.83112196,0.00478667,0.60822102,0.40421535,0.30313252,1.88922719,0.91710425,0.14495713,1.45459223
-5.16558279,3.65591451,0.00470681,0.57619690,0.38565682,0.29289208,1.76740338,0.87666844,0.13793518,1.38877942
-5.15957979,3.50658843,0.00467818,0.54948575,0.37013732,0.28433041,1.66000536,0.84471560,0.13137216,1.33046966
-5.15357679,3.38437326,0.00470017,0.52814103,0.35780882,0.27754625,1.56782563,0.82138391,0.12534027,1.28030412
-5.14757379,3.29000996,0.00477147,0.51214644,0.34877798,0.27259511,1.49146126,0.80669782,0.11988981,1.23873371
-5.14157079,3.22372763,0.00489000,0.50141370,0.34310207,0.26948779,1.43129861,0.80056336,0.11504846,1.20600916
-5.13556778,3.18523562,0.00505296,0.49578214,0.34078632,0.26819040,1.38750312,0.80276580,0.11082138,1.18217832
-5.12956478,3.17373081,0.00525681,0.49501991,0.34178265,0.26862602,1.36001382,0.81296994,0.10719231,1.16709041
-5.12356178,3.18791926,0.00549732,0.49882689,0.34598974,0.27067774,1.34854244,0.83072288,0.10412535,1.16040678
-5.11755878,3.22605099,0.00576961,0.50683916,0.35325447,0.27419301,1.35257673,0.85545930,0.10156739,1.16161747
-5.11155578,3.28596619,0.00606820,0.51863480,0.36337460,0.27898910,1.37138769,0.88650921,0.09945122,1.17006246
-5.10555278,3.36515101,0.00638711,0.53374102,0.37610249,0.28485934,1.40404030,0.92310795,0.09769889,1.18495666
-5.09954977,3.46080081,0.00671993,0.55164229,0.39114992,0.29158003,1.44940757,0.96440836,0.09622541,1.20541754
-5.09354677,3.56988876,0.00705997,0.57178941,0.40819373,0.29891751,1.50618768,1.00949482,0.09494238,1.23049411
-5.08754377,3.68923764,0.00740033,0.59360913,0.42688232,0.30663542,1.57292397,1.05739907,0.09376169,1.25919625
-5.08154077,3.81559300,0.00773409,0.61651436,0.44684269,0.31450157,1.64802796,1.10711736,0.09259886,1.29052340
-5.07553777,3.94569580,0.00805441,0.63991463,0.46768819,0.32229452,1.72980511,1.15762879,0.09137604,1.32349178
-5.06953477,4.07635309,0.00835470,0.66322663,0.48902661,0.32980937,1.81648354,1.20791448,0.09002453,1.35715945
-5.06353177,4.20450532,0.00862877,0.68588473,0.51046875,0.33686287,1.90624555,1.25697719,0.08848679,1.39064869
-5.05752876,4.32728947,0.00887099,0.70735125,0.53163712,0.34329761,1.99726184,1.30386109,0.08671782,1.42316560
-5.05152576,4.44209699,0.00907643,0.72712634,0.55217497,0.34898534,2.08772829,1.34767128,0.08468592,1.45401655
-5.04552276,4.54662608,0.00924098,0.74475726,0.57175516,0.35382927,2.17590471,1.38759263,0.08237289,1.48262176
-5.03951976,4.63892784,0.00936152,0.75984702,0.59008902,0.35776562,2.26015517,1.42290755,0.07977366,1.50852606
-5.03351676,4.71744594,0.00943602,0.77206204,0.60693486,0.36076429,2.33898891,1.45301220,0.07689540,1.53140707
-5.02751376,4.78104944,0.00946359,0.78113875,0.62210598,0.36282887,2.41110091,1.47743086,0.07375625,1.55108106
-5.02151076,4.82905849,0.00944462,0.78688901,0.63547791,0.36399597,2.47541093,1.49582787,0.07038375,1.56750683
-5.01550775,4.86126255,0.00938076,0.78920405,0.64699469,0.36433419,2.53109941,1.50801678,0.06681294,1.58078770
-5.00950475,4.87793059,0.00927500,0.78805686,0.65667380,0.36394258,2.57763911,1.51396651,0.06308454,1.59117173
-5.00350175,4.87981281,0.00913162,0.78350285,0.66460960,0.36294878,2.61482057,1.51380395,0.05924287,1.59905020
-4.99749875,4.86813330,0.00895618,0.77567873,0.67097487,0.36150696,2.64277015,1.50781295,0.05533403,1.60495420
-4.99149575,4.84457303,0.00875543,0.76479941,0.67602030,0.35979543,2.66195929,1.49642950,0.05140412,1.60954906
-4.98549275,4.81124254,0.00853726,0.75115299,0.68007156,0.35801397,2.67320364,1.48023297,0.04749767,1.61362628
-4.97948974,4.77064392,0.00831053,0.73509385,0.68352396,0.35638089,2.67765145,1.45993343,0.04365636,1.61809266
-4.97348674,4.72562190,0.00808496,0.71703389,0.68683447,0.35512968,2.67676070,1.43635539,0.03991795,1.62395596
-4.96748374,4.67930387,0.00787095,0.69743212,0.69051111,0.35450530,2.67226477,1.41041793,0.03631552,1.63230709
-4.96148074,4.63502941,0.00767941,0.67678273,0.69509986,0.35475988,2.66612733,1.38311192,0.03287700,1.64429825
-4.95547774,4.59627011,0.00752154,0.65560211,0.70116924,0.35614802,2.66048726,1.35547461,0.02962493,1.66111718
-4.94947474,4.56654104,0.00740858,0.63441496,0.70929291,0.35892149,2.65759497,1.32856239,0.02657643,1.68395749
-4.94347174,4.54930579,0.00735167,0.61374006,0.72003081,0.36332345,2.65974216,1.30342236,0.02374345,1.71398558
-4.93746873,4.54787754,0.00736150,0.59407603,0.73390930,0.36958235,2.66918718,1.28106364,0.02113308,1.75230493
-4.93146573,4.56531918,0.00744815,0.57588765,0.75140114,0.37790553,2.68807860,1.26242924,0.01874806,1.79991861
-4.92546273,4.60434584,0.00762083,0.55959308,0.77290592,0.38847284,2.71837998,1.24836943,0.01658726,1.85769151
-4.91945973,4.66723357,0.00788762,0.54555257,0.79873194,0.40143045,2.76179848,1.23961769,0.01464637,1.92631369
-4.91345673,4.75573813,0.00825528,0.53405897,0.82908025,0.41688531,2.81972065,1.23676999,0.01291844,2.00626681
-4.90745373,4.87102779,0.00872904,0.52533053,0.86403179,0.43490046,2.89315777,1.24026839,0.01139450,2.09779522
-4.90145073,5.01363373,0.00931242,0.51950612,0.90353840,0.45549155,2.98270357,1.25038961,0.01006414,2.20088380
-4.89544772,5.18342138,0.01000708,0.51664329,0.94741825,0.47862499,3.08850621,1.26723929,0.00891602,2.31524403
-4.88944472,5.37958511,0.01081274,0.51671903,0.99535636,0.50421799,3.21025619,1.29075217,0.00793838,2.44030995
-4.88344172,5.60066805,0.01172709,0.51963353,1.04691045,0.53214066,3.34719108,1.32069850,0.00711941,2.57524489
-4.87743872,5.84460759,0.01274581,0.52521649,1.10152210,0.56222036,3.49811739,1.35669657,0.00644767,2.71895979
-4.87143572,6.10880603,0.01386261,0.53323607,1.15853319,0.59424831,3.66144899,1.39823095,0.00591237,2.87014284
-4.86543272,6.39022436,0.01506938,0.54340991,1.21720707,0.62798839,3.83526093,1.44467587,0.00550364,3.02730028
-4.85942971,6.68549631,0.01635634,0.55541793,1.27675370,0.66318783,4.01735661,1.49532287,0.00521281,3.18880665
-4.85342671,6.99105807,0.01771229,0.56891629,1.33635782,0.69958951,4.20534577,1.54941152,0.00503253,3.35296307
-4.84742371,7.30328841,0.01912492,0.58355206,1.39520901,0.73694524,4.39673004,1.60616187,0.00495696,3.51806085
-4.84142071,7.61865298,0.02058114,0.59897785,1.45253209,0.77502961,4.58899233,1.66480732,0.00498192,3.68244767
-4.83541771,7.93384590,0.02206749,0.61486585,1.50761666,0.81365348,4.77968639,1.72462612,0.00510495,3.84459312
-4.82941471,8.24592174,0.02357055,0.63092072,1.55984405,0.85267657,4.96652228,1.78497021,0.00532541,4.00315016
-4.82341171,8.55241090,0.02507734,0.64689059,1.60871047,0.89201828,5.14744398,1.84528973,0.00564447,4.15700923
-4.81740870,8.85141231,0.02657570,0.66257588,1.65384495,0.93166600,5.32069553,1.90515215,0.00606515,4.30534191
-4.81140570,9.14165784,0.02805471,0.67783542,1.69502109,0.97168040,5.48487254,1.96425478,0.00659226,4.44763126
-4.80540270,9.42254460,0.02950495,0.69258963,1.73216193,1.01219686,5.63895664,2.02243017,0.00723225,4.58368699
-4.79939970,9.69413242,0.03091879,0.70682057,1.76533741,1.05342302,5.78233122,2.07964395,0.00799310,4.71364381
-4.79339670,9.95710587,0.03229047,0.72056902,1.79475454,1.09563189,5.91477780,2.13598520,0.00888407,4.83794273
-4.78739370,10.21270200,0.03361622,0.73392851,1.82074063,1.13915080,6.03645316,2.19165002,0.00991538,4.95729552
-4.78139070,10.46260689,0.03489419,0.74703680,1.84372039,1.18434617,6.14784866,2.24691898,0.01109785,5.07263378
-4.77538769,10.70882574,0.03612426,0.76006514,1.86418801,1.23160482,6.24973379,2.30212994,0.01244245,5.18504496
-4.76938469,10.95353315,0.03730781,0.77320586,1.88267573,1.28131217,6.34308714,2.35764770,0.01395977,5.29569814
-4.76338169,11.19891114,0.03844733,0.78665901,1.89972051,1.33382850,6.42901846,2.41383230,0.01565941,5.40576353
-4.75737869,11.44698348,0.03954605,0.80061857,1.91583063,1.38946403,6.50868610,2.47100788,0.01754936,5.51632969
-4.75137569,11.69945539,0.04060741,0.81525914,1.93145403,1.44845417,6.58321437,2.52943394,0.01963533,5.62832286
-4.74537269,11.95756737,0.04163459,0.83072369,1.94695015,1.51093595,6.65361548,2.58928078,0.02192004,5.74243285
-4.73936968,12.22197140,0.04262997,0.84711298,1.96256682,1.57692699,6.72072024,2.65061069,0.02440256,5.85904947
-4.73336668,12.49263668,0.04359473,0.86447734,1.97842343,1.64630809,6.78512157,2.71336593,0.02707769,5.97821335
-4.72736368,12.76879056,0.04452837,0.88281112,1.99450149,1.71881050,6.84713393,2.77736444,0.02993539,6.09958374
-4.72136068,13.04889838,0.04542845,0.90205013,2.01064280,1.79400874,6.90677082,2.84230343,0.03296036,6.22242576
-4.71535768,13.33068392,0.04629034,0.92207229,2.02655571,1.87131960,6.96374187,2.90777075,0.03613174,6.34561770
-4.70935468,13.61118998,0.04710716,0.94270132,2.04182872,1.95000773,7.01746932,2.97326328,0.03942299,6.46767878
-4.70335168,13.88687628,0.04786979,0.96371332,2.05595102,2.02919789,7.06712304,3.03821117,0.04280199,6.58681597
-4.69734867,14.15375000,0.04856711,0.98484591,2.06833853,2.10789360,7.11167207,3.10200656,0.04623128,6.70098792
-4.69134567,14.40752236,0.04918626,1.00580946,2.07836419,2.18500173,7.14994930,3.16403481,0.04966866,6.80798296
-4.68534267,14.64378331,0.04971310,1.02629965,2.08539081,2.25936205,7.18072576,3.22370636,0.05306791,6.90550740
-4.67933967,14.85818533,0.05013275,1.04601089,2.08880466,2.32978091,7.20278991,3.28048730,0.05637974,6.99127981
-4.67333667,15.04662710,0.05043017,1.06464985,2.08804802,2.39506736,7.21502713,3.33392654,0.05955298,7.06312672
-4.66733367,15.20542755,0.05059083,1.08194829,2.08264911,2.45407058,7.21649491,3.38367812,0.06253588,7.11907503
-4.66133067,15.33148177,0.05060135,1.09767473,2.07224771,2.50571690,7.20648892,3.42951718,0.06527756,7.15743664
-4.65532766,15.42239096,0.05045016,1.11164428,2.05661539,2.54904480,7.18459629,3.47134864,0.06772944,7.17688129
-4.64932466,15.47656040,0.05012809,1.12372624,2.03566932,2.58323652,7.15073275,3.50920816,0.06984678,7.17649419
-4.64332166,15.49326101,0.04962886,1.13384912,2.00947910,2.60764485,7.10516142,3.54325540,0.07159007,7.15581578
