energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.73586793,2.41039798,0.06011621,0.00000000,0.00426128,1.58362529,1.01244710,0.54428747
-5.72986493,2.48962017,0.06082651,0.00000000,0.00419892,1.64006213,1.04549679,0.56177781
-5.72386193,2.56392157,0.06132045,0.00000000,0.00415621,1.69378853,1.07615615,0.57850274
-5.71785893,2.63263049,0.06160057,0.00000000,0.00412927,1.74431288,1.10419667,0.59428212
-5.71185593,2.69515365,0.06167387,0.00000000,0.00411441,1.79118134,1.12943863,0.60895195
-5.70585293,2.75097346,0.06155136,0.00000000,0.00410817,1.83397661,1.15174762,0.62236490
-5.69984992,2.79964430,0.06124740,0.00000000,0.00410737,1.87231629,1.17103000,0.63439044
-5.69384692,2.84078856,0.06077906,0.00000000,0.00410916,1.90585173,1.18722787,0.64491485
-5.68784392,2.87409338,0.06016544,0.00000000,0.00411102,1.93426756,1.20031380,0.65384114
-5.68184092,2.89930855,0.05942700,0.00000000,0.00411078,1.95728246,1.21028584,0.66108917
-5.67583792,2.91624617,0.05858491,0.00000000,0.00410659,1.97465146,1.21716313,0.66659606
-5.66983492,2.92478208,0.05766045,0.00000000,0.00409698,1.98616966,1.22098229,0.67031683
-5.66383192,2.92485931,0.05667452,0.00000000,0.00408081,1.99167756,1.22179487,0.67222546
-5.65782891,2.91649293,0.05564721,0.00000000,0.00405722,1.99106743,1.21966583,0.67231622
-5.65182591,2.89977598,0.05459739,0.00000000,0.00402569,1.98429045,1.21467298,0.67060514
-5.64582291,2.87488567,0.05354246,0.00000000,0.00398595,1.97136404,1.20690726,0.66713147
-5.63981991,2.84208903,0.05249812,0.00000000,0.00393800,1.95237860,1.19647356,0.66195900
-5.63381691,2.80174717,0.05147819,0.00000000,0.00388203,1.92750309,1.18349183,0.65517692
-5.62781391,2.75431734,0.05049446,0.00000000,0.00381845,1.89698873,1.16809813,0.64690014
-5.62181091,2.70035206,0.04955659,0.00000000,0.00374781,1.86117036,1.15044532,0.63726875
-5.61580790,2.64049488,0.04867207,0.00000000,0.00367079,1.82046487,1.13070315,0.62644668
-5.60980490,2.57547242,0.04784612,0.00000000,0.00358815,1.77536662,1.10905751,0.61461932
-5.60380190,2.50608286,0.04708166,0.00000000,0.00350071,1.72643970,1.08570884,0.60199016
-5.59779890,2.43318107,0.04637934,0.00000000,0.00340931,1.67430733,1.06086953,0.58877661
-5.59179590,2.35766088,0.04573756,0.00000000,0.00331477,1.61963861,1.03476062,0.57520495
-5.58579290,2.28043551,0.04515253,0.00000000,0.00321789,1.56313332,1.00760775,0.56150493
-5.57978989,2.20241674,0.04461843,0.00000000,0.00311938,1.50550545,0.97963692,0.54790384
-5.57378689,2.12449416,0.04412757,0.00000000,0.00301989,1.44746610,0.95107003,0.53462085
-5.56778389,2.04751537,0.04367070,0.00000000,0.00291995,1.38970683,0.92212078,0.52186145
-5.56178089,1.97226814,0.04323725,0.00000000,0.00282001,1.33288401,0.89299118,0.50981259
-5.55577789,1.89946530,0.04281579,0.00000000,0.00272038,1.27760504,0.86386881,0.49863862
-5.54977489,1.82973316,0.04239439,0.00000000,0.00262130,1.22441693,0.83492526,0.48847832
-5.54377189,1.76360362,0.04196110,0.00000000,0.00252291,1.17379787,0.80631562,0.47944303
-5.53776888,1.70151041,0.04150440,0.00000000,0.00242526,1.12615169,0.77817916,0.47161607
-5.53176588,1.64378906,0.04101367,0.00000000,0.00232837,1.08180570,0.75064118,0.46505338
-5.52576288,1.59068046,0.04047955,0.00000000,0.00223219,1.04101129,0.72381559,0.45978520
-5.51975988,1.54233739,0.03989433,0.00000000,0.00213667,1.00394742,0.69780822,0.45581874
-5.51375688,1.49883324,0.03925220,0.00000000,0.00204178,0.97072613,0.67272040,0.45314155
-5.50775388,1.46017231,0.03854942,0.00000000,0.00194748,0.94139980,0.64865240,0.45172528
-5.50175088,1.42630058,0.03778438,0.00000000,0.00185379,0.91596932,0.62570651,0.45152962
-5.49574787,1.39711642,0.03695757,0.00000000,0.00176076,0.89439257,0.60398923,0.45250600
-5.48974487,1.37248032,0.03607144,0.00000000,0.00166851,0.87659262,0.58361251,0.45460096
-5.48374187,1.35222309,0.03513017,0.00000000,0.00157719,0.86246496,0.56469357,0.45775867
-5.47773887,1.33615218,0.03413933,0.00000000,0.00148702,0.85188346,0.54735335,0.46192273
-5.47173587,1.32405573,0.03310556,0.00000000,0.00139826,0.84470454,0.53171351,0.46703683
-5.46573287,1.31570443,0.03203617,0.00000000,0.00131119,0.84076965,0.51789211,0.47304447
-5.45972986,1.31085131,0.03093877,0.00000000,0.00122614,0.83990568,0.50599808,0.47988761
-5.45372686,1.30922963,0.02982089,0.00000000,0.00114341,0.84192385,0.49612487,0.48750444
-5.44772386,1.31054960,0.02868968,0.00000000,0.00106331,0.84661699,0.48834355,0.49582646
-5.44172086,1.31449421,0.02755165,0.00000000,0.00098614,0.85375596,0.48269588,0.50477505
-5.43571786,1.32071500,0.02641251,0.00000000,0.00091215,0.86308542,0.47918776,0.51425798
-5.42971486,1.32882835,0.02527706,0.00000000,0.00084156,0.87431972,0.47778351,0.52416592
-5.42371186,1.33841293,0.02414918,0.00000000,0.00077454,0.88713944,0.47840148,0.53436960
-5.41770885,1.34900888,0.02303192,0.00000000,0.00071122,0.90118910,0.48091139,0.54471769
-5.41170585,1.36011923,0.02192757,0.00000000,0.00065165,0.91607654,0.48513363,0.55503577
-5.40570285,1.37121387,0.02083792,0.00000000,0.00059587,0.93137452,0.49084096,0.56512666
-5.39969985,1.38173634,0.01976440,0.00000000,0.00054384,0.94662466,0.49776247,0.57477221
-5.39369685,1.39111334,0.01870837,0.00000000,0.00049553,0.96134396,0.50559009,0.58373666
-5.38769385,1.39876695,0.01767135,0.00000000,0.00045083,0.97503385,0.51398737,0.59177150
-5.38169085,1.40412918,0.01665522,0.00000000,0.00040967,0.98719164,0.52260022,0.59862183
-5.37568784,1.40665837,0.01566244,0.00000000,0.00037191,0.99732391,0.53106956,0.60403386
-5.36968484,1.40585691,0.01469623,0.00000000,0.00033747,1.00496151,0.53904498,0.60776343
-5.36368184,1.40128941,0.01376069,0.00000000,0.00030624,1.00967540,0.54619931,0.60958502
-5.35767884,1.39260073,0.01286088,0.00000000,0.00027816,1.01109271,0.55224311,0.60930105
-5.35167584,1.37953284,0.01200291,0.00000000,0.00025317,1.00891225,0.55693874,0.60675076
-5.34567284,1.36193987,0.01119392,0.00000000,0.00023126,1.00291870,0.56011312,0.60181853
-5.33966983,1.33980044,0.01044207,0.00000000,0.00021246,0.99299475,0.56166878,0.59444100
-5.33366683,1.31322664,0.00975653,0.00000000,0.00019685,0.97913052,0.56159249,0.58461268
-5.32766383,1.28246919,0.00914737,0.00000000,0.00018452,0.96142972,0.55996101,0.57238984
-5.32166083,1.24791827,0.00862550,0.00000000,0.00017566,0.94011223,0.55694372,0.55789227
-5.31565783,1.21009977,0.00820257,0.00000000,0.00017045,0.91551266,0.55280169,0.54130298
-5.30965483,1.16966714,0.00789080,0.00000000,0.00016915,0.88807514,0.54788324,0.52286571
-5.30365183,1.12738869,0.00770290,0.00000000,0.00017206,0.85834415,0.54261596,0.50288031
-5.29764882,1.08413091,0.00765182,0.00000000,0.00017948,0.82695190,0.53749534,0.48169625
-5.29164582,1.04083820,0.00775059,0.00000000,0.00019179,0.79460262,0.53307045,0.45970445
-5.28564282,0.99850959,0.00801204,0.00000000,0.00020935,0.76205429,0.52992685,0.43732775
-5.27963982,0.95817329,0.00844848,0.00000000,0.00023253,0.73009847,0.52866761,0.41501041
-5.27363682,0.92085971,0.00907140,0.00000000,0.00026171,0.69953907,0.52989277,0.39320697
-5.26763382,0.88757391,0.00989102,0.00000000,0.00029725,0.67117053,0.53417808,0.37237092
-5.26163082,0.85926828,0.01091590,0.00000000,0.00033946,0.64575634,0.54205382,0.35294346
-5.25562781,0.83681620,0.01215236,0.00000000,0.00038861,0.62400851,0.55398427,0.33534275
-5.24962481,0.82098752,0.01360408,0.00000000,0.00044489,0.60656852,0.57034877,0.31995390
-5.24362181,0.81242652,0.01527149,0.00000000,0.00050840,0.59399046,0.59142505,0.30711995
-5.23761881,0.81163307,0.01715133,0.00000000,0.00057916,0.58672655,0.61737545,0.29713402
-5.23161581,0.81894737,0.01923617,0.00000000,0.00065704,0.58511575,0.64823673,0.29023269
-5.22561281,0.83453899,0.02151406,0.00000000,0.00074181,0.58937535,0.68391400,0.28659089
-5.21960980,0.85840035,0.02396823,0.00000000,0.00083311,0.59959610,0.72417909,0.28631815
-5.21360680,0.89034514,0.02657702,0.00000000,0.00093043,0.61574068,0.76867374,0.28945637
-5.20760380,0.93001172,0.02931389,0.00000000,0.00103316,0.63764586,0.81691773,0.29597913
-5.20160080,0.97687169,0.03214771,0.00000000,0.00114059,0.66502809,0.86832180,0.30579244
-5.19559780,1.03024362,0.03504318,0.00000000,0.00125192,0.69749261,0.92220533,0.31873711
-5.18959480,1.08931168,0.03796152,0.00000000,0.00136633,0.73454582,0.97781820,0.33459256
-5.18359180,1.15314901,0.04086134,0.00000000,0.00148295,0.77561079,1.03436640,0.35308219
-5.17758879,1.22074522,0.04369972,0.00000000,0.00160101,0.82004552,1.09104041,0.37388017
-5.17158579,1.29103751,0.04643344,0.00000000,0.00171978,0.86716352,1.14704567,0.39661968
-5.16558279,1.36294450,0.04902030,0.00000000,0.00183871,0.91625634,1.20163378,0.42090235
-5.15957979,1.43540179,0.05142055,0.00000000,0.00195742,0.96661725,1.25413338,0.44630893
-5.15357679,1.50739808,0.05359826,0.00000000,0.00207581,1.01756545,1.30397947,0.47241079
-5.14757379,1.57801056,0.05552270,0.00000000,0.00219404,1.06846999,1.35073966,0.49878201
-5.14157079,1.64643815,0.05716947,0.00000000,0.00231261,1.11877243,1.39413629,0.52501182
-5.13556778,1.71203108,0.05852158,0.00000000,0.00243237,1.16800733,1.43406313,0.55071673
-5.12956478,1.77431553,0.05957012,0.00000000,0.00255450,1.21581963,1.47059567,0.57555219
-5.12356178,1.83301184,0.06031477,0.00000000,0.00268055,1.26197798,1.50399409,0.59922298
-5.11755878,1.88804516,0.06076383,0.00000000,0.00281235,1.30638311,1.53469851,0.62149214
-5.11155578,1.93954777,0.06093401,0.00000000,0.00295201,1.34907075,1.56331607,0.64218775
-5.10555278,1.98785231,0.06084983,0.00000000,0.00310182,1.39020839,1.59060011,0.66120728
-5.09954977,2.03347583,0.06054263,0.00000000,0.00326421,1.43008578,1.61742179,0.67851919
-5.09354677,2.07709487,0.06004942,0.00000000,0.00344158,1.46909927,1.64473503,0.69416155
-5.08754377,2.11951238,0.05941130,0.00000000,0.00363627,1.50773016,1.67353584,0.70823766
-5.08154077,2.16161734,0.05867192,0.00000000,0.00385039,1.54651802,1.70481766,0.72090876
-5.07553777,2.20433905,0.05787565,0.00000000,0.00408572,1.58602979,1.73952431,0.73238404
-5.06953477,2.24859770,0.05706586,0.00000000,0.00434361,1.62682600,1.77850263,0.74290849
-5.06353177,2.29525353,0.05628327,0.00000000,0.00462486,1.66942567,1.82245678,0.75274895
-5.05752876,2.34505703,0.05556431,0.00000000,0.00492966,1.71427154,1.87190628,0.76217915
-5.05152576,2.39860257,0.05493993,0.00000000,0.00525749,1.76169725,1.92714985,0.77146444
-5.04552276,2.45628779,0.05443446,0.00000000,0.00560710,1.81189847,1.98823691,0.78084692
-5.03951976,2.51828090,0.05406497,0.00000000,0.00597649,1.86490924,2.05494822,0.79053174
-5.03351676,2.58449780,0.05384083,0.00000000,0.00636294,1.92058525,2.12678694,0.80067537
-5.02751376,2.65459023,0.05376378,0.00000000,0.00676301,1.97859486,2.20298086,0.81137629
-5.02151076,2.72794599,0.05382822,0.00000000,0.00717268,2.03841882,2.28249617,0.82266870
-5.01550775,2.80370127,0.05402185,0.00000000,0.00758738,2.09935886,2.36406242,0.83451950
-5.00950475,2.88076495,0.05432659,0.00000000,0.00800217,2.16055509,2.44620816,0.84682878
-5.00350175,2.95785382,0.05471973,0.00000000,0.00841181,2.22101158,2.52730577,0.85943363
-4.99749875,3.03353718,0.05517519,0.00000000,0.00881098,2.27962915,2.60562411,0.87211527
-4.99149575,3.10628902,0.05566484,0.00000000,0.00919438,2.33524403,2.67938668,0.88460898
-4.98549275,3.17454535,0.05615988,0.00000000,0.00955692,2.38667064,2.74683316,0.89661632
-4.97948974,3.23676410,0.05663212,0.00000000,0.00989381,2.43274674,2.80628174,0.90781918
-4.97348674,3.29148507,0.05705513,0.00000000,0.01020075,2.47237882,2.85618972,0.91789479
-4.96748374,3.33738713,0.05740524,0.00000000,0.01047400,2.50458585,2.89520992,0.92653112
-4.96148074,3.37334040,0.05766230,0.00000000,0.01071047,2.52853945,2.92224061,0.93344181
-4.95547774,3.39845105,0.05781025,0.00000000,0.01090779,2.54359873,2.93646683,0.93838020
-4.94947474,3.41209723,0.05783744,0.00000000,0.01106437,2.54933841,2.93739173,0.94115152
-4.94347174,3.41395445,0.05773669,0.00000000,0.01117935,2.54556900,2.92485647,0.94162309
-4.93746873,3.40400989,0.05750518,0.00000000,0.01125264,2.53234836,2.89904815,0.93973186
-4.93146573,3.38256520,0.05714414,0.00000000,0.01128487,2.50998423,2.86049559,0.93548911
-4.92546273,3.35022795,0.05665845,0.00000000,0.01127732,2.47902764,2.81005316,0.92898227
-4.91945973,3.30789237,0.05605607,0.00000000,0.01123187,2.44025777,2.74887359,0.92037357
-4.91345673,3.25671042,0.05534745,0.00000000,0.01115090,2.39465866,2.67837080,0.90989595
-4.90745373,3.19805455,0.05454503,0.00000000,0.01103724,2.34338907,2.60017445,0.89784605
-4.90145073,3.13347365,0.05366257,0.00000000,0.01089404,2.28774635,2.51607786,0.88457491
-4.89544772,3.06464392,0.05271475,0.00000000,0.01072471,2.22912597,2.42798140,0.87047651
-4.88944472,2.99331657,0.05171672,0.00000000,0.01053282,2.16897805,2.33783341,0.85597464
-4.88344172,2.92126405,0.05068379,0.00000000,0.01032205,2.10876237,2.24757070,0.84150860
-4.87743872,2.85022659,0.04963121,0.00000000,0.01009606,2.04990353,2.15906072,0.82751826
-4.87143572,2.78186083,0.04857405,0.00000000,0.00985846,1.99374758,2.07404725,0.81442881
-4.86543272,2.71769187,0.04752713,0.00000000,0.00961276,1.94152167,1.99410136,0.80263607
-4.85942971,2.65907031,0.04650503,0.00000000,0.00936226,1.89429782,1.92057905,0.79249246
-4.85342671,2.60713530,0.04552210,0.00000000,0.00911005,1.85296211,1.85458689,0.78429448
-4.84742371,2.56278472,0.04459253,0.00000000,0.00885893,1.81819000,1.79695642,0.77827199
-4.84142071,2.52665314,0.04373030,0.00000000,0.00861136,1.79042878,1.74822801,0.77457958
-4.83541771,2.49909823,0.04294922,0.00000000,0.00836945,1.76988739,1.70864442,0.77329063
-4.82941471,2.48019584,0.04226281,0.00000000,0.00813492,1.75653410,1.67815405,0.77439410
-4.82341171,2.46974384,0.04168418,0.00000000,0.00790905,1.75010192,1.65642347,0.77779419
-4.81740870,2.46727460,0.04122583,0.00000000,0.00769269,1.75010162,1.64285865,0.78331305
-4.81140570,2.47207552,0.04089932,0.00000000,0.00748627,1.75584175,1.63663392,0.79069639
-4.80540270,2.48321698,0.04071502,0.00000000,0.00728974,1.76645507,1.63672755,0.79962174
-4.79939970,2.49958679,0.04068169,0.00000000,0.00710268,1.78093028,1.64196256,0.80970918
-4.79339670,2.51992980,0.04080612,0.00000000,0.00692428,1.79814802,1.65105124,0.82053404
-4.78739370,2.54289137,0.04109274,0.00000000,0.00675339,1.81691978,1.66264175,0.83164117
-4.78139070,2.56706311,0.04154325,0.00000000,0.00658861,1.83602820,1.67536521,0.84256010
-4.77538769,2.59102932,0.04215631,0.00000000,0.00642836,1.85426754,1.68788151,0.85282066
-4.76938469,2.61341237,0.04292729,0.00000000,0.00627095,1.87048265,1.69892244,0.86196826
-4.76338169,2.63291548,0.04384810,0.00000000,0.00611469,1.88360513,1.70733053,0.86957848
-4.75737869,2.64836146,0.04490716,0.00000000,0.00595795,1.89268554,1.71209258,0.87527016
-4.75137569,2.65872604,0.04608943,0.00000000,0.00579931,1.89692056,1.71236683,0.87871681
-4.74537269,2.66316491,0.04737661,0.00000000,0.00563760,1.89567430,1.70750303,0.87965575
-4.73936968,2.66103360,0.04874745,0.00000000,0.00547198,1.88849330,1.69705523,0.87789486
-4.73336668,2.65190003,0.05017816,0.00000000,0.00530201,1.87511501,1.68078704,0.87331675
-4.72736368,2.63554944,0.05164301,0.00000000,0.00512771,1.85546966,1.65866966,0.86588034
-4.72136068,2.61198224,0.05311496,0.00000000,0.00494954,1.82967604,1.63087334,0.85562003
-4.71535768,2.58140511,0.05456640,0.00000000,0.00476845,1.79803157,1.59775278,0.84264250
-4.70935468,2.54421626,0.05596996,0.00000000,0.00458584,1.76099747,1.55982756,0.82712156
-4.70335168,2.50098584,0.05729935,0.00000000,0.00440352,1.71917980,1.51775865,0.80929127
-4.69734867,2.45243247,0.05853023,0.00000000,0.00422367,1.67330738,1.47232201,0.78943783
-4.69134567,2.39939692,0.05964095,0.00000000,0.00404878,1.62420747,1.42438049,0.76789038
-4.68534267,2.34281423,0.06061334,0.00000000,0.00388154,1.57278009,1.37485503,0.74501127
-4.67933967,2.28368488,0.06143332,0.00000000,0.00372480,1.51997187,1.32469613,0.72118600
-4.67333667,2.22304618,0.06209138,0.00000000,0.00358143,1.46675002,1.27485642,0.69681313
-4.66733367,2.16194428,0.06258286,0.00000000,0.00345429,1.41407719,1.22626496,0.67229438
-4.66133067,2.10140748,0.06290815,0.00000000,0.00334608,1.36288756,1.17980385,0.64802512
-4.65532766,2.04242127,0.06307249,0.00000000,0.00325933,1.31406453,1.13628740,0.62438529
-4.64932466,1.98590514,0.06308574,0.00000000,0.00319628,1.26842035,1.09644410,0.60173100
-4.64332166,1.93269168,0.06296184,0.00000000,0.00315885,1.22667784,1.06090157,0.58038679
-4.63731866,1.88350780,0.06271808,0.00000000,0.00314860,1.18945432,1.03017430,0.56063853
-4.63131566,1.83895846,0.06237427,0.00000000,0.00316667,1.15724797,1.00465429,0.54272730
-4.62531266,1.79951284,0.06195174,0.00000000,0.00321381,1.13042671,0.98460448,0.52684402
-4.61930965,1.76549336,0.06147227,0.00000000,0.00329034,1.10921970,0.97015473,0.51312511
-4.61330665,1.73706761,0.06095704,0.00000000,0.00339615,1.09371182,0.96130055,0.50164928
-4.60730365,1.71424361,0.06042558,0.00000000,0.00353078,1.08384112,0.95790428,0.49243546
-4.60130065,1.69686863,0.05989485,0.00000000,0.00369337,1.07939962,0.95969882,0.48544216
-4.59529765,1.68463190,0.05937845,0.00000000,0.00388278,1.08003749,0.96629396,0.48056820
-4.58929465,1.67707149,0.05888600,0.00000000,0.00409756,1.08527097,0.97718521,0.47765508
-4.58329165,1.67358550,0.05842281,0.00000000,0.00433604,1.09449378,0.99176518,0.47649088
-4.57728864,1.67344760,0.05798976,0.00000000,0.00459641,1.10699233,1.00933756,0.47681590
-4.57128564,1.67582685,0.05758338,0.00000000,0.00487670,1.12196426,1.02913336,0.47832971
-4.56528264,1.67981146,0.05719631,0.00000000,0.00517491,1.13854016,1.05032952,0.48069981
-4.55927964,1.68443589,0.05681782,0.00000000,0.00548902,1.15580795,1.07206938,0.48357147
-4.55327664,1.68871081,0.05643466,0.00000000,0.00581707,1.17283925,1.09348472,0.48657850
-4.54727364,1.69165470,0.05603195,0.00000000,0.00615716,1.18871699,1.11371885,0.48935481
-4.54127064,1.69232628,0.05559420,0.00000000,0.00650758,1.20256342,1.13195016,0.49154610
-4.53526763,1.68985654,0.05510635,0.00000000,0.00686676,1.21356752,1.14741538,0.49282153
-4.52926463,1.68347909,0.05455482,0.00000000,0.00723339,1.22101077,1.15943197,0.49288472
-4.52326163,1.67255779,0.05392837,0.00000000,0.00760640,1.22429055,1.16741867,0.49148382
-4.51725863,1.65661036,0.05321899,0.00000000,0.00798502,1.22293996,1.17091365,0.48842019
-4.51125563,1.63532727,0.05242245,0.00000000,0.00836881,1.21664358,1.16958942,0.48355538
-4.50525263,1.60858481,0.05153883,0.00000000,0.00875765,1.20524841,1.16326410,0.47681605
-4.49924962,1.57645215,0.05057267,0.00000000,0.00915184,1.18876966,1.15190836,0.46819688
-4.49324662,1.53919183,0.04953302,0.00000000,0.00955202,1.16739106,1.13564783,0.45776108
-4.48724362,1.49725390,0.04843325,0.00000000,0.00995927,1.14145994,1.11476088,0.44563873
-4.48124062,1.45126384,0.04729063,0.00000000,0.01037504,1.11147708,1.08967168,0.43202296
-4.47523762,1.40200480,0.04612581,0.00000000,0.01080116,1.07808187,1.06093881,0.41716415
-4.46923462,1.35039493,0.04496205,0.00000000,0.01123981,1.04203337,1.02923985,0.40136236
-4.46323162,1.29746058,0.04382449,0.00000000,0.01169347,1.00418798,0.99535226,0.38495841
-4.45722861,1.24430641,0.04273923,0.00000000,0.01216480,0.96547446,0.96013141,0.36832375
-4.45122561,1.19208346,0.04173243,0.00000000,0.01265659,0.92686729,0.92448631,0.35184970
-4.44522261,1.14195617,0.04082937,0.00000000,0.01317160,0.88935906,0.88935380,0.33593619
-4.43921961,1.09506939,0.04005362,0.00000000,0.01371239,0.85393288,0.85567202,0.32098053
-4.43321661,1.05251640,0.03942616,0.00000000,0.01428116,0.82153541,0.82435397,0.30736630
-4.42721361,1.01530866,0.03896467,0.00000000,0.01487951,0.79305139,0.79626169,0.29545288
-4.42121061,0.98434804,0.03868290,0.00000000,0.01550825,0.76928007,0.77218196,0.28556569
-4.41520760,0.96040234,0.03859012,0.00000000,0.01616721,0.75091420,0.75280404,0.27798731
-4.40920460,0.94408429,0.03869077,0.00000000,0.01685499,0.73852190,0.73869994,0.27294980
-4.40320160,0.93583475,0.03898424,0.00000000,0.01756880,0.73253177,0.73030778,0.27062824
-4.39719860,0.93591018,0.03946477,0.00000000,0.01830434,0.73322147,0.72791858,0.27113551
-4.39119560,0.94437472,0.04012158,0.00000000,0.01905568,0.74071003,0.73166688,0.27451862
-4.38519260,0.96109701,0.04093912,0.00000000,0.01981528,0.75495386,0.74152534,0.28075650
-4.37918959,0.98575182,0.04189745,0.00000000,0.02057401,0.77574675,0.75730356,0.28975924
-4.37318659,1.01782643,0.04297289,0.00000000,0.02132130,0.80272369,0.77865130,0.30136913
-4.36718359,1.05663180,0.04413866,0.00000000,0.02204535,0.83536866,0.80506598,0.31536308
-4.36118059,1.10131825,0.04536576,0.00000000,0.02273341,0.87302614,0.83590445,0.33145691
-4.35517759,1.15089549,0.04662387,0.00000000,0.02337216,0.91491629,0.87039887,0.34931111
-4.34917459,1.20425653,0.04788235,0.00000000,0.02394813,0.96015350,0.90767645,0.36853821
-4.34317159,1.26020500,0.04911129,0.00000000,0.02444814,1.00776796,0.94678237,0.38871159
-4.33716858,1.31748522,0.05028247,0.00000000,0.02485977,1.05672980,0.98670570,0.40937563
-4.33116558,1.37481434,0.05137037,0.00000000,0.02517188,1.10597510,1.02640726,0.43005689
-4.32516258,1.43091550,0.05235304,0.00000000,0.02537500,1.15443335,1.06484883,0.45027609
-4.31915958,1.48455115,0.05321281,0.00000000,0.02546174,1.20105522,1.10102271,0.46956062
-4.31315658,1.53455543,0.05393693,0.00000000,0.02542712,1.24484006,1.13398062,0.48745703
-4.30715358,1.57986442,0.05451790,0.00000000,0.02526881,1.28486204,1.16286094,0.50354328
