energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-5.90395198,2.56061953,0.00363627,0.64954639,0.01535238,0.79051144,0.62993527,0.10983698,0.90214853,0.58574990
-5.89794897,2.48538947,0.00333256,0.62700196,0.01451171,0.77337756,0.61113346,0.10658825,0.88675528,0.56389401
-5.89194597,2.40740113,0.00304031,0.60403144,0.01374986,0.75491453,0.59161720,0.10321402,0.86942497,0.54162891
-5.88594297,2.32726660,0.00276296,0.58084402,0.01306356,0.73525584,0.57154484,0.09973381,0.85030387,0.51916563
-5.87993997,2.24564655,0.00250352,0.55764694,0.01244993,0.71456837,0.55109069,0.09617035,0.82956721,0.49671280
-5.87393697,2.16324912,0.00226454,0.53464398,0.01190654,0.69305349,0.53044568,0.09254963,0.80742014,0.47447495
-5.86793397,2.08082799,0.00204811,0.51203401,0.01143144,0.67094728,0.50981774,0.08890076,0.78409788,0.45265091
-5.86193097,1.99917853,0.00185589,0.49000945,0.01102312,0.64851963,0.48943159,0.08525587,0.75986468,0.43143221
-5.85592796,1.91913151,0.00168916,0.46875461,0.01068057,0.62607191,0.46952782,0.08164984,0.73501142,0.41100153
-5.84992496,1.84154392,0.00154879,0.44844365,0.01040321,0.60393325,0.45036091,0.07811980,0.70985170,0.39153091
-5.84392196,1.76728661,0.00143537,0.42923840,0.01019089,0.58245499,0.43219624,0.07470467,0.68471638,0.37317981
-5.83791896,1.69722879,0.00134917,0.41128577,0.01004377,0.56200372,0.41530583,0.07144433,0.65994671,0.35609300
-5.83191596,1.63221966,0.00129021,0.39471512,0.00996233,0.54295270,0.39996298,0.06837876,0.63588626,0.34039827
-5.82591296,1.57306784,0.00125829,0.37963548,0.00994720,0.52567205,0.38643580,0.06554705,0.61287198,0.32620404
-5.81990995,1.52051925,0.00125298,0.36613300,0.00999910,0.51051808,0.37497988,0.06298623,0.59122484,0.31359707
-5.81390695,1.47523453,0.00127365,0.35426867,0.01011873,0.49782192,0.36583025,0.06073013,0.57124044,0.30264034
-5.80790395,1.43776711,0.00131946,0.34407659,0.01030670,0.48787821,0.35919306,0.05880819,0.55318020,0.29337122
-5.80190095,1.40854297,0.00138936,0.33556297,0.01056343,0.48093413,0.35523722,0.05724430,0.53726348,0.28580027
-5.79589795,1.38784338,0.00148207,0.32870601,0.01088913,0.47717930,0.35408642,0.05605578,0.52366121,0.27991056
-5.78989495,1.37579144,0.00159605,0.32345673,0.01128370,0.47673714,0.35581201,0.05525251,0.51249128,0.27565788
-5.78389195,1.37234342,0.00172951,0.31974085,0.01174677,0.47965802,0.36042693,0.05483621,0.50381595,0.27297168
-5.77788894,1.37728545,0.00188038,0.31746166,0.01227766,0.48591462,0.36788123,0.05480004,0.49764154,0.27175701
-5.77188594,1.39023584,0.00204630,0.31650381,0.01287542,0.49539983,0.37805938,0.05512842,0.49392026,0.27189720
-5.76588294,1.41065329,0.00222461,0.31673782,0.01353882,0.50792721,0.39077964,0.05579723,0.49255417,0.27325743
-5.75987994,1.43785048,0.00241239,0.31802508,0.01426641,0.52323438,0.40579566,0.05677417,0.49340100,0.27568883
-5.75387694,1.47101288,0.00260647,0.32022315,0.01505649,0.54098896,0.42280037,0.05801960,0.49628147,0.27903314
-5.74787394,1.50922166,0.00280346,0.32319100,0.01590710,0.56079715,0.44143211,0.05948750,0.50098782,0.28312764
-5.74187094,1.55148010,0.00299982,0.32679389,0.01681602,0.58221452,0.46128292,0.06112680,0.50729287,0.28781001
-5.73586793,1.59674214,0.00319192,0.33090761,0.01778064,0.60475871,0.48190877,0.06288281,0.51495934,0.29292317
-5.72986493,1.64394199,0.00337613,0.33542193,0.01879791,0.62792357,0.50284137,0.06469887,0.52374878,0.29831956
-5.72386193,1.69202363,0.00354891,0.34024287,0.01986419,0.65119412,0.52360121,0.06651806,0.53342981,0.30386485
-5.71785893,1.73996896,0.00370687,0.34529387,0.02097505,0.67406187,0.54371132,0.06828495,0.54378511,0.30944093
-5.71185593,1.78682345,0.00384693,0.35051567,0.02212514,0.69603988,0.56271136,0.06994723,0.55461703,0.31494787
-5.70585293,1.83171865,0.00396638,0.35586505,0.02330795,0.71667693,0.58017134,0.07145735,0.56575147,0.32030504
-5.69984992,1.87389043,0.00406294,0.36131238,0.02451566,0.73557031,0.59570456,0.07277388,0.57704007,0.32545115
-5.69384692,1.91269279,0.00413489,0.36683834,0.02573896,0.75237674,0.60897926,0.07386269,0.58836055,0.33034343
-5.68784392,1.94760671,0.00418112,0.37242997,0.02696695,0.76682105,0.61972838,0.07469784,0.59961548,0.33495594
-5.68184092,1.97824409,0.00420113,0.37807627,0.02818709,0.77870227,0.62775726,0.07526221,0.61072956,0.33927716
-5.67583792,2.00434699,0.00419509,0.38376385,0.02938524,0.78789701,0.63294871,0.07554774,0.62164573,0.34330711
-5.66983492,2.02578238,0.00416384,0.38947272,0.03054574,0.79436001,0.63526545,0.07555539,0.63232048,0.34705411
-5.66383192,2.04253307,0.00410883,0.39517260,0.03165165,0.79812194,0.63474973,0.07529475,0.64271864,0.35053140
-5.65782891,2.05468545,0.00403208,0.40082013,0.03268507,0.79928461,0.63152012,0.07478337,0.65280815,0.35375387
-5.65182591,2.06241464,0.00393614,0.40635694,0.03362751,0.79801382,0.62576566,0.07404583,0.66255503,0.35673505
-5.64582291,2.06596801,0.00382397,0.41170887,0.03446040,0.79453027,0.61773764,0.07311255,0.67191896,0.35948444
-5.63981991,2.06564763,0.00369884,0.41678642,0.03516564,0.78909876,0.60773918,0.07201842,0.68084976,0.36200546
-5.63381691,2.06179252,0.00356422,0.42148629,0.03572617,0.78201637,0.59611325,0.07080138,0.68928488,0.36429391
-5.62781391,2.05476130,0.00342369,0.42569400,0.03612657,0.77359989,0.58322945,0.06950088,0.69714811,0.36633718
-5.62181091,2.04491576,0.00328075,0.42928749,0.03635366,0.76417304,0.56947013,0.06815630,0.70434956,0.36811396
-5.61580790,2.03260591,0.00313878,0.43214133,0.03639704,0.75405405,0.55521641,0.06680553,0.71078677,0.36959461
-5.60980490,2.01815688,0.00300089,0.43413148,0.03624954,0.74354389,0.54083456,0.06548356,0.71634703,0.37074207
-5.60380190,2.00185790,0.00286984,0.43514021,0.03590759,0.73291560,0.52666334,0.06422126,0.72091059,0.37151315
-5.59779890,1.98395365,0.00274798,0.43506100,0.03537145,0.72240518,0.51300277,0.06304438,0.72435468,0.37186012
-5.59179590,1.96463804,0.00263712,0.43380304,0.03464535,0.71220414,0.50010462,0.06197272,0.72655811,0.37173255
-5.58579290,1.94405072,0.00253860,0.43129530,0.03373741,0.70245412,0.48816514,0.06101961,0.72740613,0.37107927
-5.57978989,1.92227602,0.00245319,0.42748978,0.03265949,0.69324364,0.47732011,0.06019163,0.72679544,0.36985026
-5.57378689,1.89934463,0.00238109,0.42236404,0.03142685,0.68460708,0.46764245,0.05948860,0.72463913,0.36799859
-5.56778389,1.87523783,0.00232202,0.41592263,0.03005774,0.67652602,0.45914241,0.05890384,0.72087128,0.36548219
-5.56178089,1.84989414,0.00227519,0.40819775,0.02857286,0.66893264,0.45177030,0.05842472,0.71545120,0.36226547
-5.55577789,1.82321828,0.00223939,0.39924892,0.02699475,0.66171529,0.44542158,0.05803338,0.70836712,0.35832083
-5.54977489,1.79509218,0.00221306,0.38916179,0.02534714,0.65472588,0.43994407,0.05770770,0.69963928,0.35362989
-5.54377189,1.76538764,0.00219436,0.37804626,0.02365427,0.64778877,0.43514691,0.05742245,0.68932234,0.34818471
-5.53776888,1.73398028,0.00218126,0.36603405,0.02194027,0.64071093,0.43081099,0.05715048,0.67750705,0.34198866
-5.53176588,1.70076421,0.00217160,0.35327569,0.02022853,0.63329275,0.42670010,0.05686407,0.66432126,0.33505729
-5.52576288,1.66566682,0.00216325,0.33993731,0.01854114,0.62533926,0.42257270,0.05653621,0.64993001,0.32741889
-5.51975988,1.62866290,0.00215411,0.32619720,0.01689844,0.61667110,0.41819336,0.05614192,0.63453489,0.31911491
-5.51375688,1.58978750,0.00214224,0.31224228,0.01531866,0.60713475,0.41334374,0.05565935,0.61837244,0.31020017
-5.50775388,1.54914662,0.00212591,0.29826461,0.01381759,0.59661163,0.40783240,0.05507091,0.60171167,0.30074272
-5.50175088,1.50692502,0.00210364,0.28445789,0.01240848,0.58502558,0.40150308,0.05436399,0.58485047,0.29082343
-5.49574787,1.46339061,0.00207430,0.27101410,0.01110191,0.57234825,0.39424117,0.05353161,0.56811103,0.28053525
-5.48974487,1.41889472,0.00203704,0.25812025,0.00990582,0.55860226,0.38597801,0.05257274,0.55183404,0.26998194
-5.48374187,1.37386802,0.00199140,0.24595514,0.00882561,0.54386186,0.37669303,0.05149235,0.53637181,0.25927648
-5.47773887,1.32881186,0.00193725,0.23468628,0.00786425,0.52825100,0.36641346,0.05030116,0.52208022,0.24853895
-5.47173587,1.28428520,0.00187479,0.22446679,0.00702254,0.51193893,0.35521197,0.04901515,0.50930968,0.23789397
-5.46573287,1.24088738,0.00180452,0.21543241,0.00629926,0.49513355,0.34320215,0.04765481,0.49839521,0.22746777
-5.45972986,1.19923738,0.00172722,0.20769856,0.00569148,0.47807265,0.33053232,0.04624416,0.48964580,0.21738491
-5.45372686,1.15995042,0.00164387,0.20135748,0.00519476,0.46101374,0.31737789,0.04480967,0.48333350,0.20776469
-5.44772386,1.12361282,0.00155564,0.19647563,0.00480339,0.44422266,0.30393279,0.04337897,0.47968257,0.19871762
-5.44172086,1.09075651,0.00146381,0.19309126,0.00451065,0.42796175,0.29040029,0.04197959,0.47885901,0.19034175
-5.43571786,1.06183417,0.00136972,0.19121241,0.00430896,0.41247818,0.27698380,0.04063769,0.48096122,0.18271932
-5.42971486,1.03719660,0.00127472,0.19081540,0.00419009,0.39799276,0.26387812,0.03937687,0.48601202,0.17591370
-5.42371186,1.01707336,0.00118014,0.19184405,0.00414533,0.38469021,0.25126136,0.03821705,0.49395281,0.16996699
-5.41770885,1.00155793,0.00108723,0.19420958,0.00416560,0.37271091,0.23928815,0.03717369,0.50464011,0.16489814
-5.41170585,0.99059828,0.00099713,0.19779154,0.00424160,0.36214500,0.22808423,0.03625702,0.51784507,0.16070201
-5.40570285,0.98399364,0.00091086,0.20243974,0.00436393,0.35302869,0.21774272,0.03547172,0.53325622,0.15734928
-5.39969985,0.98139774,0.00082928,0.20797723,0.00452315,0.34534328,0.20832224,0.03481672,0.55048553,0.15478732
-5.39369685,0.98232884,0.00075311,0.21420451,0.00470996,0.33901674,0.19984670,0.03428536,0.56907805,0.15294203
-5.38769385,0.98618615,0.00068294,0.22090470,0.00491527,0.33392788,0.19230699,0.03386582,0.58852478,0.15172063
-5.38169085,0.99227217,0.00061920,0.22784980,0.00513030,0.32991271,0.18566414,0.03354167,0.60827864,0.15101528
-5.37568784,0.99982010,0.00056221,0.23480779,0.00534676,0.32677298,0.17985397,0.03329280,0.62777303,0.15070741
-5.36968484,1.00802530,0.00051223,0.24155035,0.00555692,0.32428611,0.17479280,0.03309635,0.64644240,0.15067264
-5.36368184,1.01607929,0.00046942,0.24786097,0.00575378,0.32221636,0.17038400,0.03292784,0.66374407,0.15078606
-5.35767884,1.02320510,0.00043394,0.25354331,0.00593117,0.32032648,0.16652504,0.03276237,0.67918052,0.15092771
-5.35167584,1.02869228,0.00040595,0.25842920,0.00608389,0.31838944,0.16311468,0.03257573,0.69232125,0.15098792
-5.34567284,1.03193015,0.00038566,0.26238624,0.00620784,0.31619964,0.16006000,0.03234554,0.70282331,0.15087247
-5.33966983,1.03243782,0.00037336,0.26532460,0.00630010,0.31358317,0.15728291,0.03205230,0.71044969,0.15050719
-5.33366683,1.02988976,0.00036945,0.26720267,0.00635900,0.31040657,0.15472592,0.03168018,0.71508461,0.14984196
-5.32766383,1.02413576,0.00037446,0.26803140,0.00638418,0.30658391,0.15235703,0.03121778,0.71674525,0.14885380
-5.32166083,1.01521450,0.00038911,0.26787703,0.00637663,0.30208170,0.15017325,0.03065859,0.71558912,0.14754909
-5.31565783,1.00336016,0.00041424,0.26686216,0.00633865,0.29692163,0.14820304,0.03000123,0.71191688,0.14596464
-5.30965483,0.98900175,0.00045094,0.26516499,0.00627380,0.29118104,0.14650720,0.02924952,0.70617023,0.14416776
-5.30365183,0.97275525,0.00050042,0.26301670,0.00618683,0.28499102,0.14517848,0.02841232,0.69892485,0.14225521
-5.29764882,0.95540875,0.00056409,0.26069709,0.00608356,0.27853238,0.14433968,0.02750309,0.69087859,0.14035099
-5.29164582,0.93790113,0.00064350,0.25852840,0.00597071,0.27202962,0.14414056,0.02653941,0.68283513,0.13860328
-5.28564282,0.92129511,0.00074031,0.25686766,0.00585574,0.26574320,0.14475336,0.02554220,0.67568348,0.13718028
-5.27963982,0.90674532,0.00085623,0.25609754,0.00574666,0.25996033,0.14636734,0.02453495,0.67037401,0.13626543
-5.27363682,0.89546275,0.00099300,0.25661611,0.00565177,0.25498475,0.14918232,0.02354277,0.66789154,0.13605185
-5.26763382,0.88867639,0.00115227,0.25882557,0.00557949,0.25112576,0.15340151,0.02259150,0.66922629,0.13673629
-5.26163082,0.88759337,0.00133558,0.26312043,0.00553805,0.24868696,0.15922370,0.02170671,0.67534339,0.13851282
-5.25562781,0.89335876,0.00154424,0.26987526,0.00553533,0.24795503,0.16683533,0.02091281,0.68715195,0.14156624
-5.24962481,0.90701618,0.00177923,0.27943243,0.00557859,0.24918899,0.17640228,0.02023216,0.70547431,0.14606557
-5.24362181,0.92947047,0.00204117,0.29209013,0.00567431,0.25261020,0.18806207,0.01968434,0.73101663,0.15215774
-5.23761881,0.96145337,0.00233017,0.30809099,0.00582793,0.25839352,0.20191640,0.01928547,0.76434147,0.15996159
-5.23161581,1.00349346,0.00264577,0.32761171,0.00604375,0.26665992,0.21802455,0.01904767,0.80584329,0.16956253
-5.22561281,1.05589130,0.00298690,0.35075393,0.00632481,0.27747073,0.23639783,0.01897869,0.85572789,0.18100783
-5.21960980,1.11870066,0.00335180,0.37753692,0.00667275,0.29082392,0.25699531,0.01908165,0.91399639,0.19430296
-5.21360680,1.19171675,0.00373800,0.40789209,0.00708780,0.30665240,0.27972121,0.01935500,0.98043460,0.20940890
-5.20760380,1.27447205,0.00414230,0.44165995,0.00756877,0.32482460,0.30442406,0.01979255,1.05460851,0.22624079
-5.20160080,1.36624035,0.00456080,0.47858965,0.00811308,0.34514743,0.33089793,0.02038371,1.13586631,0.24466793
-5.19559780,1.46604934,0.00498898,0.51834129,0.00871688,0.36737141,0.35888569,0.02111389,1.22334745,0.26451519
-5.18959480,1.57270164,0.00542172,0.56049124,0.00937516,0.39119819,0.38808450,0.02196493,1.31599877,0.28556604
-5.18359180,1.68480440,0.00585348,0.60454041,0.01008193,0.41628998,0.41815339,0.02291578,1.41259777,0.30756708
-5.17758879,1.80080659,0.00627838,0.64992558,0.01083047,0.44228087,0.44872286,0.02394318,1.51178257,0.33023400
-5.17158579,1.91904337,0.00669039,0.69603339,0.01161354,0.46878956,0.47940616,0.02502244,1.61208801,0.35325900
-5.16558279,2.03778623,0.00708352,0.74221687,0.01242370,0.49543312,0.50981203,0.02612829,1.71198683,0.37631939
-5.15957979,2.15529733,0.00745199,0.78781396,0.01325356,0.52184126,0.53955839,0.02723575,1.80993489,0.39908705
-5.15357679,2.26988633,0.00779041,0.83216747,0.01409609,0.54767050,0.56828647,0.02832093,1.90441873,0.42123866
-5.14757379,2.37996742,0.00809401,0.87464588,0.01494487,0.57261770,0.59567481,0.02936189,1.99400399,0.44246612
-5.14157079,2.48411454,0.00835876,0.91466408,0.01579439,0.59643226,0.62145255,0.03033937,2.07738259,0.46248691
-5.13556778,2.58111229,0.00858154,0.95170332,0.01664019,0.61892648,0.64541132,0.03123740,2.15341701,0.48105389
-5.12956478,2.67000039,0.00876024,0.98532957,0.01747902,0.63998347,0.66741521,0.03204391,2.22117960,0.49796418
-5.12356178,2.75010958,0.00889387,1.01520937,0.01830897,0.65956209,0.68740825,0.03275102,2.27998519,0.51306659
-5.11755878,2.82108708,0.00898254,1.04112253,0.01912941,0.67769878,0.70541890,0.03335532,2.32941560,0.52626749
-5.11155578,2.88291037,0.00902746,1.06297098,0.01994098,0.69450588,0.72156139,0.03385789,2.36933465,0.53753449
-5.10555278,2.93588819,0.00903092,1.08078333,0.02074539,0.71016651,0.73603351,0.03426420,2.39989295,0.54689798
-5.09954977,2.98064863,0.00899614,1.09471481,0.02154522,0.72492618,0.74911098,0.03458380,2.42152207,0.55445025
-5.09354677,3.01811431,0.00892714,1.10504249,0.02234361,0.73908128,0.76113855,0.03482988,2.43491824,0.56034226
-5.08754377,3.04946584,0.00882858,1.11215589,0.02314393,0.75296523,0.77251796,0.03501869,2.44101610,0.56477813
-5.08154077,3.07609464,0.00870556,1.11654324,0.02394943,0.76693258,0.78369347,0.03516885,2.44095359,0.56800741
-5.07553777,3.09954739,0.00856342,1.11877402,0.02476278,0.78134209,0.79513522,0.03530055,2.43602950,0.57031574
-5.06953477,3.12146426,0.00840747,1.11947837,0.02558577,0.79653935,0.80732144,0.03543474,2.42765536,0.57201393
-5.06353177,3.14351364,0.00824288,1.11932412,0.02641893,0.81284006,0.82071999,0.03559233,2.41730377,0.57342613
-5.05752876,3.16732625,0.00807441,1.11899261,0.02726123,0.83051446,0.83577007,0.03579334,2.40645538,0.57487750
-5.05152576,3.19443117,0.00790630,1.11915389,0.02810994,0.84977399,0.85286490,0.03605616,2.39654653,0.57668195
-5.04552276,3.22619673,0.00774209,1.12044268,0.02896044,0.87076057,0.87233603,0.03639691,2.38891979,0.57913032
-5.03951976,3.26377840,0.00758460,1.12343564,0.02980627,0.89353912,0.89443983,0.03682890,2.38477907,0.58247959
-5.03351676,3.30807570,0.00743580,1.12863100,0.03063923,0.91809363,0.91934678,0.03736215,2.38515110,0.58694349
-5.02751376,3.35969959,0.00729687,1.13643124,0.03144959,0.94432677,0.94713381,0.03800319,2.39085426,0.59268484
-5.02151076,3.41895124,0.00716817,1.14712925,0.03222639,0.97206317,0.97777988,0.03875485,2.40247572,0.59980983
-5.01550775,3.48581257,0.00704936,1.16089849,0.03295785,1.00105591,1.01116503,0.03961628,2.42035721,0.60836455
-5.00950475,3.55994830,0.00693945,1.17778734,0.03363186,1.03099586,1.04707257,0.04058307,2.44458951,0.61833360
-5.00350175,3.64071894,0.00683695,1.19771759,0.03423643,1.06152333,1.08519436,0.04164747,2.47501526,0.62964096
-4.99749875,3.72720354,0.00673999,1.22048713,0.03476022,1.09224134,1.12513885,0.04279871,2.51123933,0.64215289
-4.99149575,3.81823079,0.00664645,1.24577639,0.03519304,1.12272975,1.16644141,0.04402339,2.55264608,0.65568275
-4.98549275,3.91241696,0.00655413,1.27315832,0.03552625,1.15255962,1.20857648,0.04530589,2.59842222,0.66999737
-4.97948974,4.00820880,0.00646086,1.30211135,0.03575315,1.18130718,1.25097119,0.04662885,2.64758424,0.68482487
-4.97348674,4.10392971,0.00636461,1.33203491,0.03586925,1.20856662,1.29301976,0.04797362,2.69900917,0.69986346
-4.96748374,4.19782768,0.00626361,1.36226680,0.03587242,1.23396157,1.33409847,0.04932077,2.75146768,0.71479099
-4.96148074,4.28812332,0.00615643,1.39210200,0.03576296,1.25715461,1.37358050,0.05065045,2.80365826,0.72927485
-4.95547774,4.37305673,0.00604201,1.42081228,0.03554349,1.27785492,1.41085053,0.05194288,2.85424181,0.74298202
-4.94947474,4.45093222,0.00591970,1.44766606,0.03521883,1.29582378,1.44531857,0.05317876,2.90187561,0.75558889
-4.94347174,4.52015997,0.00578926,1.47194801,0.03479571,1.31087819,1.47643300,0.05433957,2.94524630,0.76679062
-4.93746873,4.57929385,0.00565088,1.49297792,0.03428244,1.32289268,1.50369231,0.05540798,2.98310096,0.77630981
-4.93146573,4.62706503,0.00550509,1.51012841,0.03368853,1.33179958,1.52665563,0.05636816,3.01427623,0.78390422
-4.92546273,4.66241089,0.00535276,1.52284109,0.03302427,1.33758795,1.54495182,0.05720607,3.03772479,0.78937348
-4.91945973,4.68449890,0.00519503,1.53064075,0.03230033,1.34030157,1.55828694,0.05790972,3.05253905,0.79256448
-4.91345673,4.69274524,0.00503325,1.53314741,0.03152738,1.34003612,1.56645009,0.05846947,3.05797160,0.79337546
-4.90745373,4.68682781,0.00486892,1.53008583,0.03071572,1.33693566,1.56931744,0.05887821,3.05345222,0.79175860
-4.90145073,4.66669344,0.00470361,1.52129244,0.02987506,1.33118873,1.56685447,0.05913156,3.03860108,0.78772110
-4.89544772,4.63255900,0.00453891,1.50671936,0.02901423,1.32302389,1.55911617,0.05922799,3.01323788,0.78132478
-4.88944472,4.58490639,0.00437639,1.48643561,0.02814112,1.31270480,1.54624530,0.05916888,2.97738666,0.77268400
-4.88344172,4.52447102,0.00421755,1.46062546,0.02726255,1.30052476,1.52846861,0.05895853,2.93127602,0.76196223
-4.87743872,4.45222415,0.00406374,1.42958392,0.02638431,1.28680062,1.50609099,0.05860406,2.87533469,0.74936716
-4.87143572,4.36934903,0.00391618,1.39370957,0.02551124,1.27186597,1.47948765,0.05811524,2.81018247,0.73514455
-4.86543272,4.27721136,0.00377588,1.35349497,0.02464729,1.25606359,1.44909453,0.05750416,2.73661653,0.71957099
-4.85942971,4.17732468,0.00364367,1.30951494,0.02379567,1.23973720,1.41539702,0.05678494,2.65559338,0.70294587
-4.85342671,4.07131166,0.00352014,1.26241296,0.02295902,1.22322263,1.37891733,0.05597321,2.56820701,0.68558269
-4.84742371,3.96086230,0.00340565,1.21288626,0.02213954,1.20683861,1.34020093,0.05508560,2.47566371,0.66780015
-4.84142071,3.84769038,0.00330033,1.16166990,0.02133914,1.19087744,1.29980240,0.05413917,2.37925423,0.64991316
-4.83541771,3.73348976,0.00320406,1.10952033,0.02055953,1.17559597,1.25827123,0.05315079,2.28032424,0.63222434
-4.82941471,3.61989193,0.00311651,1.05719894,0.01980232,1.16120739,1.21613808,0.05213654,2.18024386,0.61501594
-4.82341171,3.50842641,0.00303711,1.00545589,0.01906908,1.14787413,1.17390193,0.05111117,2.08037724,0.59854290
-4.81740870,3.40048556,0.00296511,0.95501476,0.01836134,1.13570254,1.13201882,0.05008756,1.98205311,0.58302692
-4.81140570,3.29729483,0.00289957,0.90655834,0.01768059,1.12473960,1.09089236,0.04907631,1.88653714,0.56865190
-4.80540270,3.19988976,0.00283940,0.86071569,0.01702827,1.11497206,1.05086654,0.04808547,1.79500682,0.55556091
-4.79939970,3.10910013,0.00278343,0.81805093,0.01640567,1.10632821,1.01222105,0.04712033,1.70852953,0.54385460
-4.79339670,3.02554182,0.00273038,0.77905377,0.01581392,1.09868237,0.97516924,0.04618346,1.62804426,0.53359110
-4.78739370,2.94961623,0.00267898,0.74413188,0.01525389,1.09186179,0.93985864,0.04527476,1.55434713,0.52478746
-4.78139070,2.88151672,0.00262796,0.71360523,0.01472617,1.08565603,0.90637407,0.04439173,1.48808112,0.51742214
-4.77538769,2.82124164,0.00257616,0.68770230,0.01423100,1.07982804,0.87474287,0.04352989,1.42972965,0.51143879
-4.76938469,2.76861253,0.00252251,0.66655823,0.01376826,1.07412663,0.84494203,0.04268317,1.37961419,0.50675062
-4.76338169,2.72329670,0.00246615,0.65021482,0.01333744,1.06829956,0.81690675,0.04184452,1.33789541,0.50324555
-4.75737869,2.68483256,0.00240645,0.63862223,0.01293770,1.06210662,0.79053983,0.04100643,1.30457773,0.50079148
-4.75137569,2.65265658,0.00234303,0.63164249,0.01256784,1.05533195,0.76572146,0.04016154,1.27951690,0.49924178
-4.74537269,2.62613069,0.00227584,0.62905461,0.01222641,1.04779509,0.74231884,0.03930316,1.26243017,0.49844047
-4.73936968,2.60456891,0.00220516,0.63056124,0.01191176,1.03936008,0.72019525,0.03842578,1.25290896,0.49822725
-4.73336668,2.58726258,0.00213167,0.63579691,0.01162212,1.02994232,0.69921805,0.03752551,1.25043348,0.49844188
-4.72736368,2.57350340,0.00205640,0.64433758,0.01135568,1.01951295,0.67926547,0.03660034,1.25438928,0.49892824
-4.72136068,2.56260417,0.00198080,0.65571159,0.01111075,1.00810061,0.66023189,0.03565038,1.26408530,0.49953769
-4.71535768,2.55391686,0.00190671,0.66941166,0.01088582,0.99579077,0.64203160,0.03467795,1.27877328,0.50013196
-4.70935468,2.54684839,0.00183639,0.68490797,0.01067968,0.98272291,0.62460108,0.03368760,1.29766828,0.50058566
-4.70335168,2.54087412,0.00177245,0.70166188,0.01049157,0.96908577,0.60789989,0.03268594,1.31996994,0.50078825
-4.69734867,2.53554943,0.00171791,0.71914012,0.01032125,0.95511135,0.59191042,0.03168155,1.34488420,0.50064583
-4.69134567,2.53051969,0.00167611,0.73682897,0.01016912,0.94106799,0.57663668,0.03068461,1.37164489,0.50008263
-4.68534267,2.52552868,0.00165074,0.75424820,0.01003635,0.92725307,0.56210248,0.02970673,1.39953478,0.49904239
-4.67933967,2.52042566,0.00164576,0.77096408,0.00992492,0.91398574,0.54834915,0.02876054,1.42790536,0.49748952
-4.67333667,2.51517082,0.00166537,0.78660115,0.00983774,0.90160001,0.53543314,0.02785939,1.45619467,0.49541011
-4.66733367,2.50983885,0.00171397,0.80085214,0.00977866,0.89043836,0.52342350,0.02701703,1.48394234,0.49281275
-4.66133067,2.50462023,0.00179608,0.81348575,0.00975253,0.88084602,0.51239953,0.02624730,1.51080121,0.48972899
-4.65532766,2.49981945,0.00191628,0.82435160,0.00976518,0.87316567,0.50244846,0.02556383,1.53654466,0.48621333
-4.64932466,2.49584959,0.00207912,0.83338233,0.00982337,0.86773261,0.49366322,0.02497974,1.56106918,0.48234272
-4.64332166,2.49322257,0.00228898,0.84059241,0.00993468,0.86486984,0.48614020,0.02450743,1.58439157,0.47821527
