energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.78389195,3.61463137,0.35356072,2.01975139,0.00867631,0.13871170,0.41898931,1.24361042,0.35977217,0.00000000
-5.77788894,3.85019656,0.37836507,2.16190482,0.00908308,0.14802720,0.44913120,1.31129696,0.38217800,0.00000000
-5.77188594,4.08232143,0.40341467,2.30402240,0.00945798,0.15720364,0.47895295,1.37532331,0.40483834,0.00000000
-5.76588294,4.30801288,0.42837670,2.44436389,0.00979778,0.16609424,0.50808246,1.43479285,0.42749861,0.00000000
-5.75987994,4.52437597,0.45292019,2.58120371,0.01010017,0.17455461,0.53615499,1.48889262,0.44991070,0.00000000
-5.75387694,4.72868939,0.47672411,2.71287432,0.01036379,0.18244679,0.56282276,1.53691610,0.47183787,0.00000000
-5.74787394,4.91847505,0.49948501,2.83780790,0.01058825,0.18964320,0.58776387,1.57828219,0.49305882,0.00000000
-5.74187094,5.09155893,0.52092387,2.95457466,0.01077411,0.19603016,0.61069029,1.61254963,0.51337092,0.00000000
-5.73586793,5.24612075,0.54079194,3.06191617,0.01092280,0.20151108,0.63135439,1.63942624,0.53259239,0.00000000
-5.72986493,5.38073050,0.55887518,3.15877256,0.01103652,0.20600892,0.64955384,1.65877269,0.55056356,0.00000000
-5.72386193,5.49437054,0.57499747,3.24430245,0.01111811,0.20946800,0.66513462,1.67060059,0.56714704,0.00000000
-5.71785893,5.58644276,0.58902212,3.31789503,0.01117086,0.21185500,0.67799210,1.67506537,0.58222717,0.00000000
-5.71185593,5.65676097,0.60085208,3.37917397,0.01119838,0.21315918,0.68807017,1.67245423,0.59570863,0.00000000
-5.70585293,5.70552950,0.61042866,3.42799331,0.01120438,0.21339170,0.69535862,1.66317011,0.60751468,0.00000000
-5.69984992,5.73330977,0.61772907,3.46442596,0.01119252,0.21258430,0.69988898,1.64771252,0.61758501,0.00000000
-5.69384692,5.74097684,0.62276302,3.48874549,0.01116625,0.21078723,0.70172915,1.62665637,0.62587360,0.00000000
-5.68784392,5.72966891,0.62556861,3.50140272,0.01112871,0.20806666,0.70097717,1.60062987,0.63234673,0.00000000
-5.68184092,5.70073238,0.62620785,3.50299821,0.01108263,0.20450164,0.69775464,1.57029276,0.63698143,0.00000000
-5.67583792,5.65566565,0.62476207,3.49425244,0.01103024,0.20018094,0.69220018,1.53631578,0.63976435,0.00000000
-5.66983492,5.59606440,0.62132756,3.47597508,0.01097335,0.19519966,0.68446323,1.49936237,0.64069140,0.00000000
-5.66383192,5.52357077,0.61601168,3.44903496,0.01091328,0.18965603,0.67469866,1.46007319,0.63976797,0.00000000
-5.65782891,5.43982870,0.60892949,3.41433194,0.01085100,0.18364841,0.66306243,1.41905408,0.63700984,0.00000000
-5.65182591,5.34644663,0.60020128,3.37277187,0.01078719,0.17727264,0.64970838,1.37686741,0.63244462,0.00000000
-5.64582291,5.24496860,0.58995069,3.32524531,0.01072237,0.17061982,0.63478628,1.33402702,0.62611358,0.00000000
-5.63981991,5.13685382,0.57830374,3.27261053,0.01065700,0.16377467,0.61844114,1.29099629,0.61807364,0.00000000
-5.63381691,5.02346433,0.56538842,3.21568096,0.01059161,0.15681431,0.60081354,1.24818892,0.60839936,0.00000000
-5.62781391,4.90605984,0.55133482,3.15521677,0.01052691,0.14980771,0.58204093,1.20597178,0.59718460,0.00000000
-5.62181091,4.78579832,0.53627562,3.09192028,0.01046388,0.14281550,0.56225951,1.16466915,0.58454366,0.00000000
-5.61580790,4.66374086,0.52034669,3.02643454,0.01040381,0.13589028,0.54160642,1.12456756,0.57061170,0.00000000
-5.60980490,4.54085900,0.50368772,2.95934423,0.01034831,0.12907731,0.52022205,1.08592060,0.55554432,0.00000000
-5.60380190,4.41804302,0.48644255,2.89117826,0.01029933,0.12241537,0.49825209,1.04895307,0.53951608,0.00000000
-5.59779890,4.29610960,0.46875932,2.82241306,0.01025902,0.11593786,0.47584909,1.01386396,0.52271809,0.00000000
-5.59179590,4.17580785,0.45079009,2.75347615,0.01022968,0.10967393,0.45317347,0.98082814,0.50535466,0.00000000
-5.58579290,4.05782302,0.43269015,2.68474932,0.01021365,0.10364962,0.43039372,0.94999640,0.48763907,0.00000000
-5.57978989,3.94277736,0.41461680,2.61657111,0.01021305,0.09788886,0.40768593,0.92149422,0.46978873,0.00000000
-5.57378689,3.83122854,0.39672795,2.54923847,0.01022974,0.09241439,0.38523253,0.89541924,0.45202000,0.00000000
-5.56778389,3.72366594,0.37918035,2.48300776,0.01026503,0.08724845,0.36322043,0.87183800,0.43454272,0.00000000
-5.56178089,3.62050579,0.36212779,2.41809516,0.01031961,0.08241326,0.34183878,0.85078246,0.41755506,0.00000000
-5.55577789,3.52208600,0.34571935,2.35467698,0.01039333,0.07793136,0.32127628,0.83224664,0.40123865,0.00000000
-5.54977489,3.42866202,0.33009772,2.29289024,0.01048515,0.07382568,0.30171858,0.81618420,0.38575452,0.00000000
-5.54377189,3.34040463,0.31539794,2.23283403,0.01059306,0.07011948,0.28334563,0.80250720,0.37123976,0.00000000
-5.53776888,3.25740077,0.30174632,2.17457195,0.01071403,0.06683613,0.26632934,0.79108667,0.35780542,0.00000000
-5.53176588,3.17965793,0.28925987,2.11813605,0.01084411,0.06399880,0.25083160,0.78175503,0.34553535,0.00000000
-5.52576288,3.10711253,0.27804604,2.06353237,0.01097843,0.06163005,0.23700269,0.77431067,0.33448629,0.00000000
-5.51975988,3.03964230,0.26820277,2.01074806,0.01111141,0.05975139,0.22498020,0.76852459,0.32468906,0.00000000
-5.51375688,2.97708214,0.25981876,1.95975998,0.01123689,0.05838281,0.21488830,0.76414878,0.31615062,0.00000000
-5.50775388,2.91924276,0.25297390,1.91054423,0.01134839,0.05754228,0.20683739,0.76092606,0.30885701,0.00000000
-5.50175088,2.86593094,0.24773950,1.86308631,0.01143930,0.05724525,0.20092387,0.75860093,0.30277681,0.00000000
-5.49574787,2.81697002,0.24417846,1.81739112,0.01150318,0.05750421,0.19723000,0.75693062,0.29786492,0.00000000
-5.48974487,2.77221925,0.24234493,1.77349203,0.01153397,0.05832811,0.19582373,0.75569589,0.29406641,0.00000000
-5.48374187,2.73159038,0.24228368,1.73145846,0.01152627,0.05972193,0.19675812,0.75471085,0.29132013,0.00000000
-5.47773887,2.69506011,0.24402871,1.69140107,0.01147557,0.06168608,0.20007051,0.75383108,0.28956196,0.00000000
-5.47173587,2.66267724,0.24760143,1.65347416,0.01137839,0.06421585,0.20578115,0.75295966,0.28872741,0.00000000
-5.46573287,2.63456359,0.25300822,1.61787460,0.01123245,0.06730086,0.21389142,0.75205054,0.28875345,0.00000000
-5.45972986,2.61090819,0.26023751,1.58483730,0.01103679,0.07092441,0.22438147,0.75110907,0.28957958,0.00000000
-5.45372686,2.59195470,0.26925660,1.55462692,0.01079179,0.07506292,0.23720755,0.75018951,0.29114800,0.00000000
-5.44772386,2.57798256,0.28000835,1.52752632,0.01049916,0.07968533,0.25229908,0.74938970,0.29340311,0.00000000
-5.44172086,2.56928248,0.29240795,1.50382188,0.01016191,0.08475258,0.26955568,0.74884303,0.29629022,0.00000000
-5.43571786,2.56612792,0.30634019,1.48378663,0.00978424,0.09021730,0.28884435,0.74870820,0.29975387,0.00000000
-5.42971486,2.56874384,0.32165738,1.46766186,0.00937138,0.09602351,0.30999717,0.74915733,0.30373579,0.00000000
-5.42371186,2.57727481,0.33817820,1.45563832,0.00892948,0.10210663,0.33280967,0.75036303,0.30817287,0.00000000
-5.41770885,2.59175444,0.35568781,1.44783800,0.00846536,0.10839376,0.35704018,0.75248528,0.31299517,0.00000000
-5.41170585,2.61207801,0.37393931,1.44429759,0.00798637,0.11480424,0.38241041,0.75565869,0.31812444,0.00000000
-5.40570285,2.63798044,0.39265664,1.44495477,0.00750015,0.12125053,0.40860733,0.75998116,0.32347311,0.00000000
-5.39969985,2.66902101,0.41153911,1.44963816,0.00701446,0.12763948,0.43528659,0.76550421,0.32894404,0.00000000
-5.39369685,2.70457631,0.43026722,1.45806179,0.00653699,0.13387389,0.46207736,0.77222601,0.33443105,0.00000000
-5.38769385,2.74384215,0.44850993,1.46982454,0.00607523,0.13985446,0.48858863,0.78008705,0.33982033,0.00000000
-5.38169085,2.78584493,0.46593284,1.48441504,0.00563631,0.14548190,0.51441680,0.78896916,0.34499257,0.00000000
-5.37568784,2.82946221,0.48220715,1.50122186,0.00522689,0.15065935,0.53915428,0.79869757,0.34982590,0.00000000
-5.36968484,2.87345185,0.49701890,1.51954879,0.00485313,0.15529481,0.56239886,0.80904618,0.35419926,0.00000000
-5.36368184,2.91648851,0.51007818,1.53863477,0.00452055,0.15930361,0.58376349,0.81974565,0.35799628,0.00000000
-5.35767884,2.95720590,0.52112770,1.55767749,0.00423406,0.16261084,0.60288599,0.83049386,0.36110913,0.00000000
-5.35167584,2.99424292,0.52995053,1.57585975,0.00399792,0.16515348,0.61943849,0.84096826,0.36344238,0.00000000
-5.34567284,3.02629138,0.53637643,1.59237749,0.00381571,0.16688228,0.63313591,0.85083941,0.36491648,0.00000000
-5.33966983,3.05214316,0.54028655,1.60646799,0.00369036,0.16776323,0.64374349,0.85978501,0.36547066,0.00000000
-5.33366683,3.07073453,0.54161634,1.61743723,0.00362410,0.16777857,0.65108269,0.86750366,0.36506515,0.00000000
-5.32766383,3.08118562,0.54035642,1.62468496,0.00361852,0.16692725,0.65503551,0.87372783,0.36368243,0.00000000
-5.32166083,3.08283306,0.53655150,1.62772650,0.00367452,0.16522492,0.65554695,0.87823516,0.36132771,0.00000000
-5.31565783,3.07525471,0.53029737,1.62621023,0.00379229,0.16270329,0.65262558,0.88085779,0.35802825,0.00000000
-5.30965483,3.05828514,0.52173625,1.61993007,0.00397134,0.15940909,0.64634220,0.88148922,0.35383202,0.00000000
-5.30365183,3.03202166,0.51105071,1.60883257,0.00421045,0.15540251,0.63682677,0.88008849,0.34880534,0.00000000
-5.29764882,2.99682074,0.49845645,1.59301839,0.00450765,0.15075530,0.62426379,0.87668155,0.34303011,0.00000000
-5.29164582,2.95328545,0.48419447,1.57273827,0.00486023,0.14554862,0.60888633,0.87135990,0.33660038,0.00000000
-5.28564282,2.90224472,0.46852291,1.54838393,0.00526476,0.13987062,0.59096899,0.86427669,0.32961887,0.00000000
-5.27963982,2.84472589,0.45170902,1.52047452,0.00571708,0.13381406,0.57082025,0.85564061,0.32219335,0.00000000
-5.27363682,2.78192194,0.43402153,1.48963943,0.00621235,0.12747387,0.54877432,0.84570793,0.31443321,0.00000000
-5.26763382,2.71515518,0.41572380,1.45659839,0.00674517,0.12094488,0.52518299,0.83477321,0.30644643,0.00000000
-5.26163082,2.64583926,0.39706800,1.42213994,0.00730961,0.11431968,0.50040769,0.82315921,0.29833697,0.00000000
-5.25562781,2.57544107,0.37829036,1.38709927,0.00789944,0.10768681,0.47481197,0.81120644,0.29020279,0.00000000
-5.24962481,2.50544426,0.35960768,1.35233632,0.00850823,0.10112920,0.44875477,0.79926295,0.28213447,0.00000000
-5.24362181,2.43731557,0.34121507,1.31871520,0.00912959,0.09472291,0.42258440,0.78767471,0.27421447,0.00000000
-5.23761881,2.37247516,0.32328478,1.28708539,0.00975736,0.08853629,0.39663351,0.77677692,0.26651696,0.00000000
-5.23161581,2.31227147,0.30596610,1.25826538,0.01038590,0.08262933,0.37121509,0.76688675,0.25910813,0.00000000
-5.22561281,2.25796126,0.28938607,1.23302902,0.01101024,0.07705345,0.34661935,0.75829729,0.25204699,0.00000000
-5.21960980,2.21069451,0.27365085,1.21209463,0.01162639,0.07185140,0.32311163,0.75127331,0.24538625,0.00000000
-5.21360680,2.17150429,0.25884758,1.19611684,0.01223149,0.06705752,0.30093111,0.74604832,0.23917352,0.00000000
-5.20760380,2.14130075,0.24504636,1.18568081,0.01282399,0.06269812,0.28029031,0.74282325,0.23345238,0.00000000
-5.20160080,2.12086875,0.23230244,1.18129849,0.01340375,0.05879198,0.26137521,0.74176633,0.22826338,0.00000000
-5.19559780,2.11086813,0.22065821,1.18340644,0.01397213,0.05535098,0.24434587,0.74301412,0.22364483,0.00000000
-5.18959480,2.11183579,0.21014501,1.19236458,0.01453190,0.05238083,0.22933740,0.74667328,0.21963328,0.00000000
-5.18359180,2.12418865,0.20078468,1.20845547,0.01508720,0.04988173,0.21646114,0.75282300,0.21626373,0.00000000
-5.17758879,2.14822663,0.19259072,1.23188362,0.01564334,0.04784915,0.20580593,0.76151761,0.21356943,0.00000000
-5.17158579,2.18413504,0.18556914,1.26277434,0.01620652,0.04627450,0.19743934,0.77278927,0.21158142,0.00000000
-5.16558279,2.23198571,0.17971893,1.30117200,0.01678356,0.04514580,0.19140875,0.78665031,0.21032773,0.00000000
-5.15957979,2.29173662,0.17503226,1.34703751,0.01738146,0.04444833,0.18774223,0.80309519,0.20983236,0.00000000
-5.15357679,2.36322977,0.17149447,1.40024504,0.01800703,0.04416518,0.18644906,0.82210182,0.21011413,0.00000000
-5.14757379,2.44618756,0.16908382,1.46057814,0.01866637,0.04427771,0.18751995,0.84363207,0.21118534,0.00000000
-5.14157079,2.54020771,0.16777115,1.52772552,0.01936449,0.04476602,0.19092693,0.86763155,0.21305049,0.00000000
-5.13556778,2.64475743,0.16751948,1.60127707,0.02010482,0.04560926,0.19662286,0.89402859,0.21570497,0.00000000
-5.12956478,2.75916733,0.16828366,1.68072033,0.02088883,0.04678585,0.20454068,0.92273247,0.21913398,0.00000000
-5.12356178,2.88262586,0.17000999,1.76543819,0.02171573,0.04827371,0.21459238,0.95363113,0.22331151,0.00000000
-5.11755878,3.01417514,0.17263602,1.85470831,0.02258219,0.05005027,0.22666794,0.98658856,0.22819965,0.00000000
-5.11155578,3.15270912,0.17609049,1.94770476,0.02348224,0.05209251,0.24063418,1.02144204,0.23374815,0.00000000
-5.10555278,3.29697472,0.18029333,2.04350233,0.02440721,0.05437684,0.25633382,1.05799962,0.23989433,0.00000000
-5.09954977,3.44557711,0.18515603,2.14108404,0.02534584,0.05687900,0.27358479,1.09603825,0.24656338,0.00000000
-5.09354677,3.59698942,0.19058203,2.23935191,0.02628451,0.05957385,0.29218008,1.13530266,0.25366900,0.00000000
-5.08754377,3.74956769,0.19646752,2.33714116,0.02720754,0.06243512,0.31188810,1.17550565,0.26111451,0.00000000
-5.08154077,3.90157124,0.20270238,2.43323784,0.02809771,0.06543527,0.33245389,1.21632980,0.26879433,0.00000000
-5.07553777,4.05118845,0.20917136,2.52639951,0.02893671,0.06854521,0.35360118,1.25743098,0.27659594,0.00000000
-5.06953477,4.19656790,0.21575560,2.61537865,0.02970581,0.07173424,0.37503538,1.29844389,0.28440212,0.00000000
-5.06353177,4.33585410,0.22233436,2.69894813,0.03038646,0.07496991,0.39644754,1.33898942,0.29209364,0.00000000
-5.05752876,4.46722719,0.22878690,2.77592808,0.03096101,0.07821811,0.41751934,1.37868406,0.29955218,0.00000000
-5.05152576,4.58894545,0.23499471,2.84521326,0.03141332,0.08144321,0.43792889,1.41715097,0.30666352,0.00000000
-5.04552276,4.69938917,0.24084379,2.90579994,0.03172939,0.08460834,0.45735731,1.45403244,0.31332077,0.00000000
-5.03951976,4.79710452,0.24622706,2.95681146,0.03189788,0.08767587,0.47549586,1.48900324,0.31942767,0.00000000
-5.03351676,4.88084554,0.25104683,2.99752133,0.03191056,0.09060791,0.49205342,1.52178445,0.32490177,0.00000000
-5.02751376,4.94961277,0.25521722,3.02737311,0.03176265,0.09336708,0.50676401,1.55215689,0.32967735,0.00000000
-5.02151076,5.00268650,0.25866643,3.04599610,0.03145302,0.09591724,0.51939404,1.57997364,0.33370791,0.00000000
-5.01550775,5.03965344,0.26133881,3.05321626,0.03098418,0.09822445,0.52974909,1.60517090,0.33696824,0.00000000
-5.00950475,5.06042506,0.26319665,3.04906185,0.03036232,0.10025782,0.53767973,1.62777645,0.33945581,0.00000000
-5.00350175,5.06524683,0.26422151,3.03376340,0.02959696,0.10199045,0.54308635,1.64791515,0.34119141,0.00000000
-4.99749875,5.05469738,0.26441514,3.00774796,0.02870070,0.10340034,0.54592254,1.66581097,0.34221903,0.00000000
-4.99149575,5.02967743,0.26379989,2.97162784,0.02768876,0.10447114,0.54619705,1.68178520,0.34260495,0.00000000
-4.98549275,4.99138840,0.26241850,2.92618402,0.02657841,0.10519282,0.54397404,1.69625070,0.34243593,0.00000000
-4.97948974,4.94130136,0.26033337,2.87234492,0.02538842,0.10556220,0.53937169,1.70970209,0.34181669,0.00000000
-4.97348674,4.88111726,0.25762524,2.81116120,0.02413842,0.10558319,0.53255916,1.72270226,0.34086668,0.00000000
-4.96748374,4.81271957,0.25439131,2.74377740,0.02284830,0.10526696,0.52375207,1.73586551,0.33971621,0.00000000
-4.96148074,4.73812126,0.25074292,2.67140147,0.02153758,0.10463168,0.51320649,1.74983792,0.33850227,0.00000000
-4.95547774,4.65940770,0.24680271,2.59527318,0.02022487,0.10370224,0.50121192,1.76527574,0.33736394,0.00000000
-4.94947474,4.57867768,0.24270153,2.51663245,0.01892741,0.10250954,0.48808333,1.78282262,0.33643781,0.00000000
-4.94347174,4.49798464,0.23857505,2.43668851,0.01766063,0.10108973,0.47415256,1.80308658,0.33585347,0.00000000
-4.93746873,4.41927995,0.23456017,2.35659112,0.01643788,0.09948317,0.45975957,1.82661774,0.33572919,0.00000000
-4.93146573,4.34436037,0.23079144,2.27740429,0.01527023,0.09773322,0.44524351,1.85388754,0.33616815,0.00000000
-4.92546273,4.27482130,0.22739745,2.20008364,0.01416633,0.09588505,0.43093429,1.88527047,0.33725512,0.00000000
-4.91945973,4.21201712,0.22449737,2.12545761,0.01313245,0.09398419,0.41714451,1.92102881,0.33905381,0.00000000
-4.91345673,4.15702984,0.22219770,2.05421321,0.01217258,0.09207525,0.40416227,1.96130098,0.34160500,0.00000000
-4.90745373,4.11064680,0.22058924,1.98688639,0.01128855,0.09020049,0.39224484,2.00609389,0.34492529,0.00000000
-4.90145073,4.07334756,0.21974446,1.92385721,0.01048025,0.08839861,0.38161339,2.05527929,0.34900675,0.00000000
-4.89544772,4.04530025,0.21971525,1.86534967,0.00974598,0.08670360,0.37244884,2.10859423,0.35381715,0.00000000
-4.88944472,4.02636682,0.22053109,1.81143602,0.00908265,0.08514366,0.36488887,2.16564531,0.35930094,0.00000000
-4.88344172,4.01611676,0.22219779,1.76204533,0.00848614,0.08374049,0.35902607,2.22591644,0.36538074,0.00000000
-4.87743872,4.01384824,0.22469666,1.71697557,0.00795159,0.08250861,0.35490722,2.28877957,0.37195934,0.00000000
-4.87143572,4.01861590,0.22798438,1.67590907,0.00747370,0.08145505,0.35253364,2.35350800,0.37892213,0.00000000
-4.86543272,4.02926390,0.23199336,1.63843035,0.00704695,0.08057920,0.35186254,2.41929146,0.38613981,0.00000000
-4.85942971,4.04446322,0.23663281,1.60404611,0.00666590,0.07987294,0.35280929,2.48525278,0.39347132,0.00000000
-4.85342671,4.06275197,0.24179038,1.57220625,0.00632528,0.07932106,0.35525052,2.55046533,0.40076698,0.00000000
-4.84742371,4.08257756,0.24733450,1.54232567,0.00602021,0.07890179,0.35902803,2.61397102,0.40787167,0.00000000
-4.84142071,4.10233963,0.25311730,1.51380592,0.00574628,0.07858768,0.36395336,2.67479849,0.41462814,0.00000000
-4.83541771,4.12043280,0.25897813,1.48605617,0.00549961,0.07834658,0.36981292,2.73198119,0.42088024,0.00000000
-4.82941471,4.13528830,0.26474758,1.45851294,0.00527691,0.07814278,0.37637378,2.78457525,0.42647621,0.00000000
-4.82341171,4.14541372,0.27025197,1.43065794,0.00507546,0.07793829,0.38338973,2.83167704,0.43127186,0.00000000
-4.81740870,4.14943015,0.27531815,1.40203378,0.00489315,0.07769414,0.39060780,2.87244035,0.43513372,0.00000000
-4.81140570,4.14610605,0.27977844,1.37225698,0.00472842,0.07737177,0.39777501,2.90609305,0.43794192,0.00000000
-4.80540270,4.13438743,0.28347573,1.34102806,0.00458025,0.07693434,0.40464513,2.93195324,0.43959305,0.00000000
-4.79939970,4.11342361,0.28626830,1.30813860,0.00444815,0.07634796,0.41098553,2.94944472,0.44000262,0.00000000
-4.79339670,4.08258841,0.28803441,1.27347508,0.00433211,0.07558289,0.41658377,2.95811153,0.43910727,0.00000000
-4.78739370,4.04149614,0.28867645,1.23701967,0.00423260,0.07461444,0.42125385,2.95763129,0.43686656,0.00000000
-4.78139070,3.99001229,0.28812432,1.19884791,0.00415054,0.07342381,0.42484193,2.94782704,0.43326430,0.00000000
-4.77538769,3.92825857,0.28633808,1.15912370,0.00408731,0.07199868,0.42723138,2.92867703,0.42830930,0.00000000
-4.76938469,3.85661229,0.28330976,1.11809183,0.00404473,0.07033348,0.42834690,2.90032216,0.42203564,0.00000000
-4.76338169,3.77570006,0.27906400,1.07606846,0.00402509,0.06842953,0.42815769,2.86307044,0.41450219,0.00000000
-4.75737869,3.68638582,0.27365786,1.03342996,0.00403112,0.06629489,0.42667937,2.81739819,0.40579157,0.00000000
-4.75137569,3.58975379,0.26717945,0.99060076,0.00406600,0.06394395,0.42397476,2.76394750,0.39600851,0.00000000
-4.74537269,3.48708630,0.25974564,0.94804040,0.00413336,0.06139686,0.42015325,2.70351982,0.38527756,0.00000000
-4.73936968,3.37983750,0.25149894,0.90623069,0.00423725,0.05867877,0.41536892,2.63706536,0.37374040,0.00000000
-4.73336668,3.26960325,0.24260348,0.86566295,0.00438210,0.05581888,0.40981726,2.56566855,0.36155265,0.00000000
-4.72736368,3.15808814,0.23324059,0.82682618,0.00457270,0.05284950,0.40373070,2.49052954,0.34888043,0.00000000
-4.72136068,3.04707028,0.22360372,0.79019610,0.00481409,0.04980493,0.39737299,2.41294222,0.33589670,0.00000000
-4.71535768,2.93836485,0.21389332,0.75622552,0.00511150,0.04672044,0.39103257,2.33426921,0.32277759,0.00000000
-4.70935468,2.83378708,0.20431156,0.72533600,0.00547021,0.04363121,0.38501509,2.25591436,0.30969878,0.00000000
-4.70335168,2.73511552,0.19505718,0.69791102,0.00589546,0.04057138,0.37963528,2.17929365,0.29683197,0.00000000
-4.69734867,2.64405630,0.18632062,0.67429038,0.00639224,0.03757320,0.37520847,2.10580508,0.28434176,0.00000000
-4.69134567,2.56220908,0.17827962,0.65476591,0.00696513,0.03466631,0.37204184,2.03679854,0.27238268,0.00000000
-4.68534267,2.49103519,0.17109522,0.63957818,0.00761813,0.03187717,0.37042571,1.97354636,0.26109678,0.00000000
-4.67933967,2.43182856,0.16490850,0.62891410,0.00835442,0.02922866,0.37062510,1.91721552,0.25061144,0.00000000
-4.67333667,2.38568992,0.15983785,0.62290516,0.00917617,0.02673979,0.37287181,1.86884212,0.24103775,0.00000000
-4.66733367,2.35350452,0.15597699,0.62162611,0.01008431,0.02442566,0.37735719,1.82930890,0.23246916,0.00000000
-4.66133067,2.33592393,0.15339365,0.62509404,0.01107832,0.02229743,0.38422577,1.79932644,0.22498058,0.00000000
-4.65532766,2.33335218,0.15212887,0.63326765,0.01215607,0.02036256,0.39357013,1.77941858,0.21862780,0.00000000
-4.64932466,2.34593655,0.15219702,0.64604683,0.01331367,0.01862503,0.40542689,1.76991242,0.21344723,0.00000000
-4.64332166,2.37356340,0.15358632,0.66327248,0.01454530,0.01708568,0.41977427,1.77093327,0.20945590,0.00000000
