energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-5.69984992,4.12572646,0.03747974,0.87294131,0.07057209,1.53425554,0.60654463,0.26153685,3.60365005,1.01955969
-5.69384692,4.07090541,0.03756163,0.88909677,0.06555791,1.47743365,0.59248199,0.25098901,3.60173507,1.03175232
-5.68784392,4.01535628,0.03773481,0.90391380,0.06074259,1.42175390,0.58111751,0.24192937,3.58825337,1.04367606
-5.68184092,3.95897188,0.03799246,0.91728535,0.05615482,1.36729244,0.57229116,0.23423630,3.56333650,1.05512521
-5.67583792,3.90174940,0.03832820,0.92913787,0.05181907,1.31412583,0.56578260,0.22777841,3.52736388,1.06592945
-5.66983492,3.84379305,0.03873624,0.93943393,0.04775520,1.26233054,0.56131901,0.22241849,3.48095267,1.07595922
-5.66383192,3.78531570,0.03921170,0.94817459,0.04397827,1.21198305,0.55858515,0.21801775,3.42494191,1.08513067
-5.65782891,3.72663970,0.03975083,0.95540137,0.04049859,1.16316076,0.55723499,0.21443989,3.36037201,1.09340988
-5.65182591,3.66819678,0.04035142,0.96119778,0.03732181,1.11594341,0.55690457,0.21155519,3.28846033,1.10081642
-5.64582291,3.61052703,0.04101307,0.96569033,0.03444928,1.07041506,0.55722552,0.20924433,3.21057398,1.10742611
-5.63981991,3.55427666,0.04173764,0.96904885,0.03187842,1.02666644,0.55783856,0.20740175,3.12820076,1.11337272
-5.63381691,3.50019420,0.04252946,0.97148582,0.02960329,0.98479738,0.55840643,0.20593869,3.04291905,1.11884856
-5.62781391,3.44912467,0.04339564,0.97325480,0.02761510,0.94491917,0.55862583,0.20478537,2.95636745,1.12410367
-5.62181091,3.40200122,0.04434617,0.97464751,0.02590283,0.90715650,0.55823755,0.20389269,2.87021466,1.12944345
-5.61580790,3.35983369,0.04539391,0.97598947,0.02445387,0.87164876,0.55703476,0.20323289,2.78613010,1.13522452
-5.60980490,3.32369368,0.04655448,0.97763423,0.02325454,0.83855046,0.55486879,0.20279955,2.70575533,1.14184868
-5.60380190,3.29469566,0.04784591,0.97995591,0.02229065,0.80803055,0.55165248,0.20260652,2.63067660,1.14975477
-5.59779890,3.27397396,0.04928812,0.98334017,0.02154796,0.78027048,0.54736083,0.20268611,2.56239830,1.15940864
-5.59179590,3.26265562,0.05090223,0.98817366,0.02101258,0.75546094,0.54202922,0.20308640,2.50231743,1.17129088
-5.58579290,3.26182926,0.05270972,0.99483222,0.02067124,0.73379727,0.53574911,0.20386779,2.45169903,1.18588291
-5.57978989,3.27251055,0.05473138,1.00366797,0.02051157,0.71547361,0.52866182,0.20509898,2.41165251,1.20365127
-5.57378689,3.29560503,0.05698620,1.01499580,0.02052217,0.70067592,0.52095045,0.20685248,2.38310910,1.22503074
-5.56778389,3.33186922,0.05949016,1.02907960,0.02069267,0.68957419,0.51283063,0.20919989,2.36680064,1.25040668
-5.56178089,3.38187159,0.06225499,1.04611891,0.02101372,0.68231405,0.50454049,0.21220707,2.36324006,1.28009702
-5.55577789,3.44595461,0.06528697,1.06623640,0.02147685,0.67900827,0.49633019,0.21592955,2.37270424,1.31433472
-5.54977489,3.52419979,0.06858580,1.08946691,0.02207433,0.67972838,0.48845177,0.22040828,2.39521970,1.35325127
-5.54377189,3.61639737,0.07214363,1.11574860,0.02279897,0.68449704,0.48114946,0.22566599,2.43055213,1.39686200
-5.53776888,3.72202240,0.07594435,1.14491677,0.02364384,0.69328139,0.47465101,0.23170439,2.47820044,1.44505390
-5.53176588,3.84021895,0.07996300,1.17670077,0.02460205,0.70598796,0.46916024,0.23850226,2.53739618,1.49757669
-5.52576288,3.96979388,0.08416566,1.21072455,0.02566644,0.72245927,0.46485112,0.24601466,2.60710904,1.55403771
-5.51975988,4.10922128,0.08850951,1.24651094,0.02682938,0.74247264,0.46186331,0.25417333,2.68605901,1.61390129
-5.51375688,4.25665862,0.09294339,1.28348981,0.02808248,0.76574124,0.46029948,0.26288819,2.77273557,1.67649282
-5.50775388,4.40997466,0.09740858,1.32101010,0.02941644,0.79191755,0.46022410,0.27205004,2.86542405,1.74100794
-5.50175088,4.56678930,0.10184005,1.35835540,0.03082089,0.82059925,0.46166382,0.28153439,2.96223880,1.80652674
-5.49574787,4.72452456,0.10616793,1.39476264,0.03228433,0.85133736,0.46460911,0.29120610,3.06116279,1.87203285
-5.48974487,4.88046541,0.11031929,1.42944346,0.03379412,0.88364663,0.46901706,0.30092489,3.16009269,1.93643713
-5.48374187,5.03182897,0.11422011,1.46160727,0.03533655,0.91701760,0.47481508,0.31055136,3.25688817,1.99860515
-5.47773887,5.17583971,0.11779740,1.49048534,0.03689704,0.95093020,0.48190530,0.31995330,3.34942400,2.05738775
-5.47173587,5.30980821,0.12098135,1.51535493,0.03846032,0.98486834,0.49016938,0.32901207,3.43564336,2.11165374
-5.46573287,5.43121062,0.12370743,1.53556250,0.04001079,1.01833501,0.49947361,0.33762874,3.51361030,2.16032344
-5.45972986,5.53776590,0.12591843,1.55054506,0.04153292,1.05086745,0.50967400,0.34572979,3.58155976,2.20240188
-5.45372686,5.62750787,0.12756623,1.55984875,0.04301163,1.08205173,0.52062129,0.35327206,3.63794314,2.23701046
-5.44772386,5.69884920,0.12861330,1.56314392,0.04443280,1.11153639,0.53216566,0.36024683,3.68146790,2.26341568
-5.44172086,5.75063496,0.12903391,1.56023613,0.04578375,1.13904460,0.54416114,0.36668272,3.71112970,2.28105378
-5.43571786,5.78218335,0.12881489,1.55107257,0.04705371,1.16438439,0.55646954,0.37264745,3.72623593,2.28955043
-5.42971486,5.79331226,0.12795603,1.53574371,0.04823426,1.18745664,0.56896382,0.37824822,3.72642002,2.28873439
-5.42371186,5.78435042,0.12646998,1.51448026,0.04931969,1.20826057,0.58153103,0.38363076,3.71164605,2.27864474
-5.41770885,5.75613278,0.12438185,1.48764554,0.05030731,1.22689636,0.59407454,0.38897700,3.68220376,2.25953140
-5.41170585,5.70998048,0.12172832,1.45572374,0.05119765,1.24356505,0.60651575,0.39450139,3.63869445,2.23184879
-5.40570285,5.64766600,0.11855643,1.41930469,0.05199451,1.25856543,0.61879515,0.40044605,3.58200853,2.19624307
-5.39969985,5.57136517,0.11492213,1.37906578,0.05270491,1.27228801,0.63087272,0.40707476,3.51329584,2.15353341
-5.39369685,5.48359762,0.11088855,1.33575189,0.05333891,1.28520639,0.64272781,0.41466595,3.43393011,2.10468822
-5.38769385,5.38715817,0.10652415,1.29015420,0.05390924,1.29786586,0.65435824,0.42350496,3.34546895,2.05079719
-5.38169085,5.28504143,0.10190078,1.24308869,0.05443089,1.31086984,0.66577895,0.43387564,3.24961105,1.99304041
-5.37568784,5.18036224,0.09709176,1.19537510,0.05492051,1.32486420,0.67702002,0.44605155,3.14815202,1.93265569
-5.36968484,5.07627468,0.09217000,1.14781718,0.05539578,1.34052007,0.68812420,0.46028708,3.04294040,1.87090534
-5.36368184,4.97589202,0.08720624,1.10118465,0.05587466,1.35851527,0.69914409,0.47680847,2.93583514,1.80904354
-5.35767884,4.88220989,0.08226752,1.05619751,0.05637465,1.37951513,0.71013895,0.49580528,2.82866575,1.74828547
-5.35167584,4.79803484,0.07741581,1.01351291,0.05691208,1.40415286,0.72117138,0.51742234,2.72319585,1.68977892
-5.34567284,4.72591988,0.07270692,0.97371470,0.05750130,1.43301018,0.73230399,0.54175241,2.62109117,1.63457929
-5.33966983,4.66810834,0.06818964,0.93730587,0.05815412,1.46659866,0.74359615,0.56882997,2.52389206,1.58362852
-5.33366683,4.62648718,0.06390521,0.90470361,0.05887918,1.50534223,0.75510108,0.59862610,2.43299118,1.53773804
-5.32766383,4.60255028,0.05988700,0.87623688,0.05968153,1.54956132,0.76686339,0.63104485,2.34961610,1.49757625
-5.32166083,4.59737212,0.05616046,0.85214629,0.06056234,1.59945925,0.77891709,0.66592113,2.27481700,1.46366013
-5.31565783,4.61159192,0.05274330,0.83258591,0.06151872,1.65511111,0.79128445,0.70302033,2.20945906,1.43635108
-5.30965483,4.64540812,0.04964589,0.81762671,0.06254374,1.71645568,0.80397539,0.74203975,2.15421943,1.41585449
-5.30365183,4.69858279,0.04687180,0.80726141,0.06362659,1.78329064,0.81698780,0.78261189,2.10958821,1.40222283
-5.29764882,4.77045561,0.04441849,0.80141027,0.06475291,1.85527138,0.83030853,0.82430960,2.07587322,1.39536182
-5.29164582,4.85996686,0.04227812,0.79992781,0.06590519,1.93191358,0.84391502,0.86665307,2.05320805,1.39503914
-5.28564282,4.96568865,0.04043841,0.80260997,0.06706338,2.01259979,0.85777756,0.90911852,2.04156294,1.40089552
-5.27963982,5.08586395,0.03888348,0.80920178,0.06820555,2.09658985,0.87186192,0.95114852,2.04075816,1.41245773
-5.27363682,5.21845237,0.03759480,0.81940527,0.06930858,2.18303527,0.88613220,0.99216367,2.05047935,1.42915311
-5.26763382,5.36118215,0.03655201,0.83288754,0.07034899,2.27099717,0.90055378,1.03157545,2.07029442,1.45032558
-5.26163082,5.51160715,0.03573370,0.84928891,0.07130370,2.35946772,0.91509606,1.06879988,2.09967158,1.47525260
-5.25562781,5.66716798,0.03511812,0.86823106,0.07215078,2.44739430,0.92973486,1.10327181,2.13799800,1.50316321
-5.24962481,5.82525594,0.03468381,0.88932508,0.07287025,2.53370615,0.94445428,1.13445927,2.18459860,1.53325662
-5.24362181,5.98327843,0.03441011,0.91217932,0.07344472,2.61734246,0.95924790,1.16187765,2.23875443,1.56472129
-5.23761881,6.13872415,0.03427750,0.93640687,0.07386001,2.69728135,0.97411913,1.18510329,2.29972010,1.59675407
-5.23161581,6.28922649,0.03426791,0.96163261,0.07410566,2.77256856,0.98908065,1.20378595,2.36673975,1.62857927
-5.22561281,6.43262308,0.03436485,0.98749958,0.07417529,2.84234499,1.00415294,1.21765986,2.43906093,1.65946692
-5.21960980,6.56700961,0.03455348,1.01367454,0.07406696,2.90587193,1.01936190,1.22655290,2.51594602,1.68875007
-5.21360680,6.69078597,0.03482054,1.03985243,0.07378321,2.96255296,1.03473556,1.23039352,2.59668062,1.71584039
-5.20760380,6.80269268,0.03515425,1.06575984,0.07333118,3.01195153,1.05030009,1.22921510,2.68057882,1.74024169
-5.20160080,6.90183619,0.03554407,1.09115692,0.07272238,3.05380323,1.06607515,1.22315745,2.76698500,1.76156066
-5.19559780,6.98770151,0.03598054,1.11583817,0.07197252,3.08802215,1.08206895,1.21246531,2.85527235,1.77951459
-5.18959480,7.06015134,0.03645495,1.13963159,0.07110107,3.11470071,1.09827313,1.19748368,2.94483821,1.79393538
-5.18359180,7.11941141,0.03695913,1.16239663,0.07013073,3.13410281,1.11465773,1.17865000,3.03509681,1.80476988
-5.17758879,7.16604210,0.03748520,1.18402082,0.06908684,3.14665030,1.13116670,1.15648332,3.12546993,1.81207616
-5.17158579,7.20089746,0.03802531,1.20441550,0.06799661,3.15290318,1.14771406,1.13157073,3.21537634,1.81601590
-5.16558279,7.22507298,0.03857150,1.22351064,0.06688832,3.15353432,1.16418113,1.10455132,3.30422094,1.81684321
-5.15957979,7.23984432,0.03911556,1.24124944,0.06579043,3.14929949,1.18041499,1.07609817,3.39138461,1.81489010
-5.15357679,7.24659975,0.03964899,1.25758273,0.06473070,3.14100430,1.19622855,1.04689902,3.47621587,1.81054940
-5.14757379,7.24676923,0.04016294,1.27246377,0.06373522,3.12946923,1.21140213,1.01763615,3.55802510,1.80425583
-5.14157079,7.24175346,0.04064833,1.28584365,0.06282756,3.11549454,1.22568692,0.98896627,3.63608242,1.79646592
-5.13556778,7.23285638,0.04109592,1.29766779,0.06202792,3.09982660,1.23881008,0.96150112,3.70961965,1.78763808
-5.12956478,7.22122425,0.04149648,1.30787359,0.06135236,3.08312738,1.25048151,0.93578955,3.77783681,1.77821331
-5.12356178,7.20779427,0.04184099,1.31638949,0.06081218,3.06594842,1.26040202,0.91230170,3.83991323,1.76859785
-5.11755878,7.19325534,0.04212085,1.32313556,0.06041342,3.04871062,1.26827276,0.89141604,3.89502306,1.75914837
-5.11155578,7.17802273,0.04232811,1.32802560,0.06015656,3.03169086,1.27380532,0.87340959,3.94235473,1.75016044
-5.10555278,7.16222794,0.04245574,1.33097050,0.06003633,3.01501592,1.27673237,0.85845196,3.98113346,1.74186087
-5.09954977,7.14572400,0.04249777,1.33188287,0.06004186,2.99866417,1.27681812,0.84660325,4.01064598,1.73440408
-5.09354677,7.12810609,0.04244957,1.33068248,0.06015689,2.98247464,1.27386841,0.83781599,4.03026620,1.72787276
-5.08754377,7.10874599,0.04230790,1.32730236,0.06036024,2.96616317,1.26773973,0.83194095,4.03948067,1.72228254
-5.08154077,7.08683876,0.04207109,1.32169505,0.06062649,2.94934465,1.25834697,0.82873669,4.03791246,1.71759049
-5.07553777,7.06145905,0.04173907,1.31383868,0.06092680,2.93156015,1.24566946,0.82788219,4.02534238,1.71370667
-5.06953477,7.03162407,0.04131334,1.30374254,0.06122984,2.91230769,1.22975498,0.82899229,4.00172640,1.71050823
-5.06353177,6.99635995,0.04079696,1.29145178,0.06150290,2.89107486,1.21072171,0.83163493,3.96720831,1.70785504
-5.05752876,6.95476808,0.04019440,1.27705095,0.06171300,2.86737180,1.18875785,0.83534973,3.92212698,1.70560600
-5.05152576,6.90608789,0.03951143,1.26066603,0.06182802,2.84076285,1.16411905,0.83966682,3.86701769,1.70363495
-5.04552276,6.84975285,0.03875489,1.24246494,0.06181785,2.81089524,1.13712371,0.84412534,3.80260725,1.70184526
-5.03951976,6.78543674,0.03793250,1.22265634,0.06165545,2.77752354,1.10814622,0.84829063,3.72980303,1.70018213
-5.03351676,6.71308775,0.03705261,1.20148655,0.06131774,2.74052853,1.07760852,0.85176947,3.64967591,1.69864182
-5.02751376,6.63294851,0.03612392,1.17923483,0.06078647,2.69992975,1.04597011,0.85422281,3.56343777,1.69727709
-5.02151076,6.54556092,0.03515529,1.15620698,0.06004877,2.65589112,1.01371699,0.85537540,3.47241398,1.69619849
-5.01550775,6.45175530,0.03415546,1.13272747,0.05909760,2.60871924,0.98134973,0.85502214,3.37801167,1.69557115
-5.00950475,6.35262442,0.03313283,1.10913034,0.05793191,2.55885478,0.94937101,0.85303084,3.28168470,1.69560718
-5.00350175,6.24948331,0.03209528,1.08574917,0.05655666,2.50685720,0.91827317,0.84934162,3.18489634,1.69655397
-4.99749875,6.14381687,0.03105002,1.06290645,0.05498254,2.45338358,0.88852582,0.84396299,3.08908071,1.69867875
-4.99149575,6.03721785,0.03000346,1.04090274,0.05322559,2.39916280,0.86056418,0.83696509,2.99560415,1.70225040
-4.98549275,5.93131797,0.02896115,1.02000610,0.05130655,2.34496609,0.83477809,0.82847050,2.90572780,1.70751929
-4.97948974,5.82771585,0.02792772,1.00044221,0.04925011,2.29157560,0.81150236,0.81864326,2.82057256,1.71469630
-4.97348674,5.72790517,0.02690693,0.98238550,0.04708410,2.23975225,0.79100842,0.80767679,2.74108757,1.72393231
-4.96748374,5.63320665,0.02590169,0.96595193,0.04483854,2.19020464,0.77349775,0.79578136,2.66802354,1.73529917
-4.96148074,5.54470728,0.02491415,0.95119362,0.04254467,2.14356022,0.75909705,0.78317174,2.60191184,1.74877356
-4.95547774,5.46320995,0.02394582,0.93809570,0.04023403,2.10034019,0.74785560,0.77005580,2.54305025,1.76422468
-4.94947474,5.38919568,0.02299770,0.92657568,0.03793757,2.06093911,0.73974467,0.75662446,2.49149615,1.78140664
-4.94347174,5.32280080,0.02207041,0.91648528,0.03568478,2.02561023,0.73465911,0.74304348,2.44706753,1.79995631
-4.93746873,5.26380965,0.02116437,0.90761498,0.03350302,1.99445689,0.73242117,0.72944742,2.40935207,1.81939691
-4.93146573,5.21166358,0.02027992,0.89970101,0.03141687,1.96743055,0.73278642,0.71593590,2.37772402,1.83914744
-4.92546273,5.16548540,0.01941744,0.89243460,0.02944764,1.94433510,0.73545155,0.70257220,2.35136855,1.85853779
-4.91945973,5.12411823,0.01857750,0.88547317,0.02761308,1.92483735,0.74006387,0.68938410,2.32931266,1.87682878
-4.91345673,5.08617663,0.01776092,0.87845300,0.02592712,1.90848296,0.74623232,0.67636673,2.31046166,1.89323660
-4.90745373,5.05010758,0.01696885,0.87100285,0.02439979,1.89471710,0.75353940,0.66348717,2.29363980,1.90696029
-4.90145073,5.01425841,0.01620279,0.86275792,0.02303728,1.88290867,0.76155386,0.65069033,2.27763350,1.91721123
-4.89544772,4.97694838,0.01546461,0.85337368,0.02184208,1.87237715,0.76984358,0.63790577,2.26123554,1.92324329
-4.88944472,4.93654077,0.01475652,0.84253880,0.02081321,1.86242078,0.77798827,0.62505501,2.24328853,1.92438216
-4.88344172,4.89151239,0.01408106,0.82998676,0.01994656,1.85234491,0.78559158,0.61205886,2.22272589,1.92005268
-4.87743872,4.84051752,0.01344098,0.81550558,0.01923526,1.84148943,0.79229216,0.59884446,2.19860883,1.90980287
-4.87143572,4.78244391,0.01283928,0.79894541,0.01867008,1.82925428,0.79777335,0.58535169,2.17015813,1.89332373
-4.86543272,4.71645886,0.01227903,0.78022355,0.01823997,1.81512206,0.80177126,0.57153863,2.13677943,1.87046386
-4.85942971,4.64204389,0.01176342,0.75932689,0.01793246,1.79867719,0.80408091,0.55738597,2.09808147,1.84123860
-4.85342671,4.55901728,0.01129560,0.73631176,0.01773421,1.77962089,0.80456037,0.54290023,2.05388679,1.80583315
-4.84742371,4.46754408,0.01087873,0.71130118,0.01763146,1.75778188,0.80313272,0.52811567,2.00423484,1.76459991
-4.84142071,4.36813404,0.01051588,0.68447996,0.01761050,1.73312240,0.79978602,0.51309511,1.94937788,1.71805021
-4.83541771,4.26162800,0.01021003,0.65608776,0.01765809,1.70573973,0.79457105,0.49792954,1.88977004,1.66684095
-4.82941471,4.14917405,0.00996412,0.62641065,0.01776188,1.67586336,0.78759737,0.48273674,1.82605057,1.61175688
-4.82341171,4.03219478,0.00978097,0.59577155,0.01791072,1.64384796,0.77902748,0.46765907,1.75902215,1.55368933
-4.81740870,3.91234727,0.00966333,0.56452004,0.01809494,1.61016283,0.76906963,0.45286051,1.68962546,1.49361238
-4.81140570,3.79147751,0.00961392,0.53302197,0.01830657,1.57537796,0.75796945,0.43852327,1.61891104,1.43255741
-4.80540270,3.67157105,0.00963538,0.50164925,0.01853947,1.54014758,0.74600065,0.42484388,1.54800976,1.37158704
-4.79939970,3.55470144,0.00973026,0.47077032,0.01878937,1.50519153,0.73345523,0.41202915,1.47810283,1.31176936
-4.79339670,3.44297819,0.00990106,0.44074134,0.01905385,1.47127518,0.72063347,0.40029200,1.41039231,1.25415336
-4.78739370,3.33849556,0.01015011,0.41189867,0.01933225,1.43918836,0.70783399,0.38984723,1.34607297,1.19974620
-4.78139070,3.24328348,0.01047954,0.38455242,0.01962543,1.40972397,0.69534435,0.38090736,1.28630618,1.14949303
-4.77538769,3.15926173,0.01089117,0.35898143,0.01993557,1.38365683,0.68343226,0.37367859,1.23219612,1.10425978
-4.76938469,3.08819810,0.01138644,0.33542952,0.02026587,1.36172316,0.67233790,0.36835686,1.18476888,1.06481913
-4.76338169,3.03167146,0.01196624,0.31410304,0.02062012,1.34460121,0.66226740,0.36512409,1.14495439,1.03184009
-4.75737869,2.99104016,0.01263080,0.29516957,0.02100238,1.33289354,0.65338779,0.36414450,1.11357152,1.00588092
-4.75137569,2.96741609,0.01337952,0.27875770,0.02141656,1.32711117,0.64582344,0.36556115,1.09131611,0.98738549
-4.74537269,2.96164486,0.01421091,0.26495773,0.02186603,1.32766004,0.63965418,0.36949257,1.07875212,0.97668283
-4.73936968,2.97429194,0.01512240,0.25382315,0.02235321,1.33482995,0.63491503,0.37602949,1.07630564,0.97398952
-4.73336668,3.00563502,0.01611030,0.24537273,0.02287928,1.34878624,0.63159750,0.38523181,1.08426186,0.97941450
-4.72736368,3.05566230,0.01716970,0.23959317,0.02344387,1.36956438,0.62965241,0.39712563,1.10276477,0.99296592
-4.72136068,3.12407657,0.01829453,0.23644212,0.02404485,1.39706745,0.62899395,0.41170055,1.13181963,1.01455944
-4.71535768,3.21030473,0.01947752,0.23585153,0.02467819,1.43106671,0.62950492,0.42890725,1.17129806,1.04402743
-4.70935468,3.31351239,0.02071037,0.23773118,0.02533789,1.47120516,0.63104278,0.44865538,1.22094564,1.08112853
-4.70335168,3.43262292,0.02198381,0.24197238,0.02601605,1.51700400,0.63344628,0.47081196,1.28039187,1.12555706
-4.69734867,3.56634054,0.02328785,0.24845169,0.02670296,1.56787196,0.63654238,0.49520036,1.34916212,1.17695165
-4.69134567,3.71317658,0.02461202,0.25703463,0.02738731,1.62311726,0.64015321,0.52159997,1.42669146,1.23490281
-4.68534267,3.87147829,0.02594559,0.26757925,0.02805650,1.68196192,0.64410277,0.54974683,1.51233961,1.29895888
-4.67933967,4.03945938,0.02727790,0.27993949,0.02869696,1.74355823,0.64822308,0.57933514,1.60540675,1.36863029
-4.67333667,4.21523141,0.02859865,0.29396819,0.02929459,1.80700685,0.65235974,0.61002003,1.70514926,1.44339185
-4.66733367,4.39683524,0.02989817,0.30951963,0.02983519,1.87137633,0.65637648,0.64142148,1.81079489,1.52268315
-4.66133067,4.58227169,0.03116770,0.32645149,0.03030493,1.93572322,0.66015882,0.67312957,1.92155634,1.60590718
-4.65532766,4.76953061,0.03239956,0.34462612,0.03069084,1.99911270,0.66361665,0.70471101,2.03664275,1.69242753
-4.64932466,4.95661779,0.03358734,0.36391102,0.03098125,2.06063861,0.66668570,0.73571698,2.15526819,1.78156448
-4.64332166,5.14157901,0.03472594,0.38417847,0.03116622,2.11944287,0.66932792,0.76569202,2.27665680,1.87259073
