energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.68784392,8.14014214,0.07945821,1.49561174,4.88445881,2.90378498,0.55769579,0.57328560,0.11110653,2.78803513
-5.68184092,8.02761471,0.07971994,1.47435823,4.86771050,2.85131076,0.55463239,0.56975534,0.10633277,2.75349911
-5.67583792,7.89843960,0.07977116,1.44965440,4.83763785,2.79390635,0.55018791,0.56512714,0.10155413,2.71377267
-5.66983492,7.75489136,0.07961140,1.42180162,4.79508686,2.73198444,0.54458646,0.55957822,0.09682779,2.66982049
-5.66383192,7.59944016,0.07924333,1.39114218,4.74104575,2.66602803,0.53807985,0.55329581,0.09221011,2.62266997
-5.65782891,7.43467039,0.07867264,1.35804942,4.67660531,2.59657818,0.53093818,0.54646965,0.08775528,2.57337393
-5.65182591,7.26319808,0.07790783,1.32291711,4.60291821,2.52422042,0.52343979,0.53928486,0.08351403,2.52297357
-5.64582291,7.08759062,0.07696003,1.28614857,4.52115928,2.44957015,0.51586097,0.53191532,0.07953253,2.47246318
-5.63981991,6.91029203,0.07584268,1.24814602,4.43248842,2.37325777,0.50846587,0.52451792,0.07585141,2.42275813
-5.63381691,6.73355672,0.07457126,1.20930053,4.33801776,2.29591420,0.50149694,0.51722783,0.07250507,2.37466727
-5.62781391,6.55939395,0.07316299,1.16998300,4.23878436,2.21815721,0.49516626,0.51015505,0.06952117,2.32887079
-5.62181091,6.38952475,0.07163654,1.13053650,4.13572928,2.14057908,0.48964813,0.50338217,0.06692033,2.28590410
-5.61580790,6.22535236,0.07001172,1.09127008,4.02968364,2.06373604,0.48507314,0.49696346,0.06471614,2.24614808
-5.60980490,6.06794651,0.06830919,1.05245440,3.92136179,1.98813964,0.48152388,0.49092527,0.06291527,2.20982580
-5.60380190,5.91804125,0.06655027,1.01431909,3.81136120,1.91425031,0.47903259,0.48526745,0.06151791,2.17700542
-5.59779890,5.77604575,0.06475660,0.97705189,3.70016867,1.84247321,0.47758063,0.47996584,0.06051822,2.14760873
-5.59179590,5.64206636,0.06295000,0.94079949,3.58817176,1.77315616,0.47709994,0.47497559,0.05990506,2.12142481
-5.58579290,5.51593871,0.06115220,0.90566981,3.47567451,1.70658975,0.47747632,0.47023496,0.05966273,2.09812791
-5.57978989,5.39726751,0.05938464,0.87173555,3.36291606,1.64300927,0.47855445,0.46566967,0.05977177,2.07729852
-5.57378689,5.28547214,0.05766819,0.83903881,3.25009090,1.58259820,0.48014445,0.46119734,0.06020986,2.05844688
-5.56778389,5.17983585,0.05602300,0.80759633,3.13736959,1.52549299,0.48202978,0.45673198,0.06095265,2.04103776
-5.56178089,5.07955627,0.05446813,0.77740516,3.02491849,1.47178871,0.48397603,0.45218829,0.06197453,2.02451558
-5.55577789,4.98379538,0.05302136,0.74844848,2.91291776,1.42154528,0.48574054,0.44748574,0.06324944,2.00832903
-5.54977489,4.89172688,0.05169882,0.72070124,2.80157662,1.37479389,0.48708217,0.44255208,0.06475142,1.99195429
-5.54377189,4.80257952,0.05051474,0.69413539,2.69114532,1.33154321,0.48777117,0.43732652,0.06645521,1.97491611
-5.53776888,4.71567488,0.04948110,0.66872459,2.58192349,1.29178524,0.48759853,0.43176218,0.06833657,1.95680618
-5.53176588,4.63045867,0.04860732,0.64444811,2.47426468,1.25550043,0.48638460,0.42582800,0.07037255,1.93729829
-5.52576288,4.54652465,0.04790004,0.62129397,2.36857734,1.22266195,0.48398667,0.41951003,0.07254160,1.91615977
-5.51975988,4.46363090,0.04736284,0.59926123,2.26532241,1.19323890,0.48030515,0.41281204,0.07482345,1.89325923
-5.51375688,4.38170830,0.04699607,0.57836131,2.16500815,1.16719860,0.47528823,0.40575553,0.07719900,1.86857027
-5.50775388,4.30086142,0.04679679,0.55861857,2.06818261,1.14450765,0.46893481,0.39837918,0.07964992,1.84217140
-5.50175088,4.22136229,0.04675873,0.54007017,1.97542460,1.12513222,0.46129571,0.39073772,0.08215832,1.81424228
-5.49574787,4.14363808,0.04687244,0.52276517,1.88733374,1.10903735,0.45247307,0.38290044,0.08470624,1.78505661
-5.48974487,4.06825335,0.04712549,0.50676328,1.80452032,1.09618570,0.44261816,0.37494914,0.08727516,1.75497217
-5.48374187,3.99588846,0.04750277,0.49213313,1.72759551,1.08653578,0.43192762,0.36697598,0.08984551,1.72441856
-5.47773887,3.92731517,0.04798702,0.47895039,1.65716257,1.08004006,0.42063844,0.35908095,0.09239626,1.69388332
-5.47173587,3.86337102,0.04855929,0.46729582,1.59380934,1.07664312,0.40902191,0.35136938,0.09490455,1.66389699
-5.46573287,3.80493373,0.04919963,0.45725330,1.53810238,1.07628001,0.39737687,0.34394939,0.09734547,1.63501799
-5.45972986,3.75289708,0.04988777,0.44890815,1.49058274,1.07887531,0.38602250,0.33692946,0.09969204,1.60781788
-5.45372686,3.70814905,0.05060383,0.44234554,1.45176343,1.08434270,0.37529098,0.33041624,0.10191530,1.58286765
-5.44772386,3.67155343,0.05132908,0.43764930,1.42212822,1.09258543,0.36552037,0.32451263,0.10398465,1.56072553
-5.44172086,3.64393519,0.05204660,0.43490097,1.40213163,1.10349771,0.35704771,0.31931619,0.10586836,1.54192670
-5.43571786,3.62606986,0.05274196,0.43417906,1.39219928,1.11696682,0.35020280,0.31491792,0.10753428,1.52697518
-5.42971486,3.61867679,0.05340369,0.43555860,1.39272831,1.13287607,0.34530251,0.31140154,0.10895073,1.51633775
-5.42371186,3.62241569,0.05402371,0.43911063,1.40408706,1.15110827,0.34264582,0.30884292,0.11008746,1.51043996
-5.41770885,3.63788552,0.05459753,0.44490181,1.42661326,1.17154955,0.34250943,0.30731003,0.11091677,1.50966374
-5.41170585,3.66562475,0.05512432,0.45299370,1.46061025,1.19409311,0.34514396,0.30686297,0.11141462,1.51434632
-5.40570285,3.70611144,0.05560678,0.46344175,1.50634056,1.21864267,0.35077048,0.30755421,0.11156171,1.52477966
-5.39969985,3.75976193,0.05605078,0.47629387,1.56401641,1.24511521,0.35957731,0.30942875,0.11134453,1.54121003
-5.39369685,3.82692669,0.05646485,0.49158834,1.63378700,1.27344257,0.37171686,0.31252428,0.11075618,1.56383684
-5.38769385,3.90788223,0.05685953,0.50935111,1.71572252,1.30357168,0.38730236,0.31687103,0.10979703,1.59281041
-5.38169085,4.00281818,0.05724652,0.52959243,1.80979528,1.33546321,0.40640431,0.32249136,0.10847520,1.62822798
-5.37568784,4.11181929,0.05763782,0.55230284,1.91585846,1.36908830,0.42904673,0.32939893,0.10680662,1.67012783
-5.36968484,4.23484218,0.05804471,0.57744866,2.03362349,1.40442357,0.45520306,0.33759748,0.10481494,1.71848144
-5.36368184,4.37168788,0.05847686,0.60496721,2.16263726,1.44144441,0.48479194,0.34707922,0.10253104,1.77318370
-5.35767884,4.52197110,0.05894136,0.63476193,2.30226055,1.48011673,0.51767295,0.35782285,0.09999226,1.83404187
-5.35167584,4.68508828,0.05944196,0.66669782,2.45164939,1.52038772,0.55364271,0.36979138,0.09724140,1.90076367
-5.34567284,4.86018659,0.05997840,0.70059749,2.60974101,1.56217604,0.59243161,0.38292987,0.09432550,1.97294564
-5.33966983,5.04613655,0.06054599,0.73623833,2.77524614,1.60536206,0.63370157,0.39716322,0.09129436,2.05006268
-5.33366683,5.24151101,0.06113532,0.77335097,2.94664923,1.64977894,0.67704532,0.41239432,0.08819906,2.13145989
-5.32766383,5.44457322,0.06173238,0.81161962,3.12221788,1.69520509,0.72198754,0.42850271,0.08509040,2.21634806
-5.32166083,5.65327661,0.06231876,0.85068444,3.30002241,1.74135898,0.76798829,0.44534392,0.08201733,2.30380354
-5.31565783,5.86527808,0.06287227,0.89014615,3.47796610,1.78789657,0.81444898,0.46274977,0.07902556,2.39277382
-5.30965483,6.07796646,0.06336769,0.92957300,3.65382581,1.83441217,0.86072108,0.48052968,0.07615626,2.48208898
-5.30365183,6.28850633,0.06377775,0.96851002,3.82530246,1.88044292,0.90611754,0.49847315,0.07344503,2.57047971
-5.29764882,6.49389714,0.06407437,1.00649030,3.99007978,1.92547693,0.94992686,0.51635333,0.07092105,2.65660157
-5.29164582,6.69104598,0.06422982,1.04304809,4.14588950,1.96896513,0.99142942,0.53393169,0.06860662,2.73906499
-5.28564282,6.87685179,0.06421814,1.07773308,4.29058036,2.01033644,1.02991565,0.55096368,0.06651689,2.81647031
-5.27963982,7.04829763,0.06401638,1.11012535,4.42218810,2.04901563,1.06470538,0.56720510,0.06465995,2.88744621
-5.27363682,7.20254728,0.06360587,1.13985025,4.53900324,2.08444321,1.09516759,0.58241896,0.06303714,2.95069036
-5.26763382,7.33704142,0.06297329,1.16659257,4.63963329,2.11609643,1.12073979,0.59638246,0.06164362,3.00501000
-5.26163082,7.44958895,0.06211156,1.19010916,4.72305640,2.14351029,1.14094607,0.60889391,0.06046910,3.04936100
-5.25562781,7.53844870,0.06102052,1.21023933,4.78866341,2.16629765,1.15541305,0.61977897,0.05949880,3.08288304
-5.24962481,7.60239729,0.05970729,1.22691249,4.83628606,2.18416729,1.16388288,0.62889622,0.05871436,3.10492948
-5.24362181,7.64077947,0.05818636,1.24015241,4.86620954,2.19693907,1.16622260,0.63614146,0.05809493,3.11509008
-5.23761881,7.65353818,0.05647940,1.25007789,4.87916837,2.20455530,1.16242946,0.64145071,0.05761812,3.11320570
-5.23161581,7.64122258,0.05461475,1.25689965,4.87632548,2.20708780,1.15263181,0.64480173,0.05726097,3.09937391
-5.22561281,7.60497338,0.05262667,1.26091349,4.85923497,2.20474018,1.13708547,0.64621397,0.05700082,3.07394548
-5.21960980,7.54648613,0.05055432,1.26248988,4.82979015,2.19784523,1.11616573,0.64574692,0.05681596,3.03751182
-5.21360680,7.46795412,0.04844058,1.26206054,4.79015872,2.18685748,1.09035540,0.64349713,0.05668626,2.99088408
-5.20760380,7.37199353,0.04633071,1.26010244,4.74270808,2.17234117,1.06022930,0.63959398,0.05659360,2.93506496
-5.20160080,7.26155443,0.04427094,1.25711997,4.68992351,2.15495423,1.02643602,0.63419438,0.05652208,2.87121478
-5.19559780,7.13982157,0.04230698,1.25362604,4.63432291,2.13542878,0.98967775,0.62747696,0.05645824,2.80061328
-5.18959480,7.01010951,0.04048257,1.25012289,4.57837127,2.11454905,0.95068899,0.61963570,0.05639101,2.72461910
-5.18359180,6.87575648,0.03883812,1.24708345,4.52439829,2.09312741,0.91021509,0.61087366,0.05631169,2.64462865
-5.17758879,6.74002123,0.03740941,1.24493394,4.47452214,2.07197944,0.86899151,0.60139689,0.05621373,2.56203609
-5.17158579,6.60598692,0.03622649,1.24403847,4.43058219,2.05189889,0.82772454,0.59140879,0.05609257,2.47819607
-5.16558279,6.47647518,0.03531275,1.24468615,4.39408265,2.03363334,0.78707409,0.58110526,0.05594541,2.39439033
-5.15957979,6.35397323,0.03468415,1.24708114,4.36614907,2.01786127,0.74763924,0.57067057,0.05577090,2.31179931
-5.15357679,6.24057573,0.03434874,1.25133602,4.34749864,2.00517128,0.70994674,0.56027420,0.05556897,2.23147929
-5.14757379,6.13794283,0.03430643,1.25746858,4.33842503,1.99604401,0.67444276,0.55006855,0.05534055,2.15434555
-5.14157079,6.04727452,0.03454891,1.26540206,4.33879766,1.99083734,0.64148791,0.54018757,0.05508737,2.08116144
-5.13556778,5.96930147,0.03505993,1.27496879,4.34807519,1.98977520,0.61135545,0.53074612,0.05481178,2.01253328
-5.12956478,5.90429133,0.03581572,1.28591700,4.36533227,1.99294048,0.58423232,0.52184002,0.05451662,1.94891048
-5.12356178,5.85206943,0.03678573,1.29792049,4.38929852,2.00027209,0.56022297,0.51354667,0.05420501,1.89059055
-5.11755878,5.81205247,0.03793344,1.31059077,4.41840819,2.01156660,0.53935523,0.50592611,0.05388032,1.83772801
-5.11155578,5.78329323,0.03921752,1.32349127,4.45085882,2.02648421,0.52158803,0.49902230,0.05354600,1.79034677
-5.10555278,5.76453467,0.04059298,1.33615309,4.48467708,2.04455926,0.50682045,0.49286472,0.05320556,1.74835503
-5.09954977,5.75427120,0.04201256,1.34809179,4.51778966,2.06521490,0.49490159,0.48747008,0.05286245,1.71156212
-5.09354677,5.75081532,0.04342810,1.35882468,4.54809711,2.08778173,0.48564089,0.48284407,0.05252002,1.67969659
-5.08754377,5.75236740,0.04479204,1.36788807,4.57354846,2.11151975,0.47881855,0.47898328,0.05218146,1.65242497
-5.08154077,5.75708679,0.04605880,1.37485401,4.59221420,2.13564328,0.47419558,0.47587713,0.05184983,1.62937075
-5.07553777,5.76316215,0.04718616,1.37934589,4.60235567,2.15934779,0.47152342,0.47350988,0.05152794,1.61013303
-5.06953477,5.76887920,0.04813655,1.38105252,4.60248849,2.18183793,0.47055268,0.47186279,0.05121846,1.59430450
-5.06353177,5.77268388,0.04887816,1.37974028,4.59143815,2.20235580,0.47104098,0.47091626,0.05092386,1.58148846
-5.05752876,5.77323942,0.04938579,1.37526286,4.56838593,2.22020827,0.47275978,0.47065215,0.05064646,1.57131437
-5.05152576,5.76947547,0.04964164,1.36756843,4.53290373,2.23479248,0.47549999,0.47105606,0.05038852,1.56345189
-5.04552276,5.76062812,0.04963567,1.35670391,4.48497651,2.24561841,0.47907656,0.47211968,0.05015226,1.55762290
-5.03951976,5.74626935,0.04936577,1.34281619,4.42501169,2.25232760,0.48333186,0.47384293,0.04993996,1.55361140
-5.03351676,5.72632525,0.04883773,1.32615047,4.35383518,2.25470728,0.48813795,0.47623604,0.04975401,1.55127098
-5.02751376,5.70108222,0.04806477,1.30704543,4.27267404,2.25269924,0.49339779,0.47932123,0.04959702,1.55052971
-5.02151076,5.67118095,0.04706701,1.28592568,4.18312649,2.24640312,0.49904549,0.48313397,0.04947186,1.55139224
-5.01550775,5.63759835,0.04587059,1.26329157,4.08712030,2.23607383,0.50504550,0.48772372,0.04938176,1.55393904
-5.00950475,5.60161770,0.04450665,1.23970663,3.98686080,2.22211331,0.51139106,0.49315396,0.04933028,1.55832273
-5.00350175,5.56478811,0.04301020,1.21578311,3.88477040,2.20505684,0.51810164,0.49950144,0.04932138,1.56476147
-4.99749875,5.52887417,0.04141887,1.19216592,3.78342154,2.18555443,0.52521980,0.50685459,0.04935938,1.57352959
-4.99149575,5.49579743,0.03977157,1.16951549,3.68546521,2.16434809,0.53280722,0.51531103,0.04944889,1.58494557
-4.98549275,5.46757136,0.03810730,1.14848990,3.59355720,2.14224567,0.54094017,0.52497422,0.04959471,1.59935765
-4.97948974,5.44623153,0.03646384,1.12972682,3.51028433,2.12009242,0.54970440,0.53594922,0.04980175,1.61712744
-4.97348674,5.43376332,0.03487668,1.11382571,3.43809273,2.09874115,0.55918954,0.54833776,0.05007479,1.63861195
-4.96748374,5.43202898,0.03337801,1.10133061,3.37922013,2.07902217,0.56948324,0.56223262,0.05041830,1.66414457
-4.96148074,5.44269639,0.03199588,1.09271408,3.33563383,2.06171391,0.58066496,0.57771169,0.05083621,1.69401548
-4.95547774,5.46717166,0.03075357,1.08836252,3.30897601,2.04751531,0.59279986,0.59483173,0.05133160,1.72845233
-4.94947474,5.50653754,0.02966912,1.08856340,3.30051746,2.03702082,0.60593267,0.61362221,0.05190646,1.76760167
-4.94347174,5.56149972,0.02875509,1.09349460,3.31112090,2.03069880,0.62008200,0.63407953,0.05256136,1.81151187
-4.93746873,5.63234291,0.02801849,1.10321631,3.34121447,2.02887398,0.63523520,0.65616170,0.05329517,1.86011840
-4.93146573,5.71889822,0.02746086,1.11766557,3.39077608,2.03171458,0.65134401,0.67978410,0.05410481,1.91323194
-4.92546273,5.82052339,0.02707863,1.13665391,3.45932868,2.03922431,0.66832129,0.70481618,0.05498502,1.97053001
-4.91945973,5.93609687,0.02686347,1.15986818,3.54594668,2.05123977,0.68603901,0.73107971,0.05592822,2.03155282
-4.91345673,6.06402654,0.02680290,1.18687460,3.64927314,2.06743304,0.70432772,0.75834855,0.05692441,2.09570357
-4.90745373,6.20227353,0.02688091,1.21712622,3.76754753,2.08731964,0.72297763,0.78635010,0.05796116,2.16225355
-4.90145073,6.34839076,0.02707869,1.24997374,3.89864315,2.11027159,0.74174140,0.81476862,0.05902380,2.23035234
-4.89544772,6.49957596,0.02737540,1.28467939,4.04011371,2.13553515,0.76033861,0.84325034,0.06009559,2.29904277
-4.88944472,6.65273775,0.02774898,1.32043381,4.18924762,2.16225290,0.77846194,0.87141026,0.06115814,2.36728069
-4.88344172,6.80457334,0.02817686,1.35637543,4.34312903,2.18948943,0.79578476,0.89884061,0.06219185,2.43395881
-4.87743872,6.95165562,0.02863681,1.39161186,4.49870396,2.21625985,0.81197003,0.92512063,0.06317654,2.49793425
-4.87143572,7.09052710,0.02910757,1.42524276,4.65285001,2.24156051,0.82668015,0.94982747,0.06409208,2.55805865
-4.86543272,7.21779782,0.02956951,1.45638352,4.80244776,2.26440061,0.83958735,0.97254778,0.06491922,2.61321023
-4.85942971,7.33024386,0.03000518,1.48418879,4.94445221,2.28383404,0.85038425,0.99288968,0.06564031,2.66232638
-4.85342671,7.42490326,0.03039977,1.50787540,5.07596213,2.29899027,0.85879414,1.01049462,0.06624014,2.70443577
-4.84742371,7.49916582,0.03074141,1.52674361,5.19428575,2.30910316,0.86458060,1.02504870,0.06670662,2.73868887
-4.84142071,7.55085367,0.03102145,1.54019602,5.29700086,2.31353693,0.86755593,1.03629308,0.06703155,2.76438557
-4.83541771,7.57828956,0.03123453,1.54775355,5.38200777,2.31180825,0.86758814,1.04403294,0.06721104,2.78099889
-4.82941471,7.58035036,0.03137857,1.54906771,5.44757372,2.30360360,0.86460613,1.04814481,0.06724598,2.78819395
-4.82341171,7.55650376,0.03145463,1.54392896,5.49236764,2.28879147,0.85860289,1.04858173,0.06714221,2.78584127
-4.81740870,7.50682671,0.03146669,1.53227068,5.51548432,2.26742879,0.84963660,1.04537624,0.06691048,2.77402391
-4.81140570,7.43200503,0.03142132,1.51416874,5.51645756,2.23976137,0.83782951,1.03864088,0.06656623,2.75303824
-4.80540270,7.33331405,0.03132722,1.48983673,5.49526194,2.20621835,0.82336480,1.02856622,0.06612913,2.72338798
-4.79939970,7.21258101,0.03119477,1.45961710,5.45230350,2.16740082,0.80648141,1.01541641,0.06562241,2.68577196
-4.79339670,7.07213073,0.03103553,1.42396854,5.38839958,2.12406496,0.78746726,0.99952239,0.06507198,2.64106579
-4.78739370,6.91471636,0.03086159,1.38345027,5.30474870,2.07710027,0.76665087,0.98127297,0.06450546,2.59029805
-4.78139070,6.74343775,0.03068514,1.33870380,5.20289152,2.02750368,0.74439206,0.96110408,0.06395105,2.53462194
-4.77538769,6.56165034,0.03051783,1.29043285,5.08466395,1.97635032,0.72107170,0.93948650,0.06343638,2.47528306
-4.76938469,6.37286772,0.03037031,1.23938234,4.95214409,1.92476190,0.69708120,0.91691250,0.06298731,2.41358465
-4.76338169,6.18066098,0.03025180,1.18631712,4.80759457,1.87387384,0.67281195,0.89388184,0.06262686,2.35085119
-4.75737869,5.98855845,0.03016970,1.13200109,4.65340189,1.82480204,0.64864501,0.87088755,0.06237416,2.28839164
-4.75137569,5.79994873,0.03012930,1.07717770,4.49201480,1.77861042,0.62494149,0.84840204,0.06224360,2.22746343
-4.74537269,5.61799018,0.03013362,1.02255203,4.32588335,1.73628018,0.60203380,0.82686386,0.06224418,2.16923835
-4.73936968,5.44552952,0.03018328,0.96877530,4.15740048,1.69868172,0.58021805,0.80666565,0.06237906,2.11477134
-4.73336668,5.28503184,0.03027655,0.91643199,3.98884779,1.66655004,0.55974775,0.78814365,0.06264533,2.06497322
-4.72736368,5.13852404,0.03040944,0.86602984,3.82234698,1.64046422,0.54082898,0.77156895,0.06303407,2.02058804
-4.72136068,5.00755292,0.03057589,0.81799298,3.65981840,1.62083181,0.52361712,0.75714104,0.06353063,1.98217591
-4.71535768,4.89315918,0.03076807,0.77265800,3.50294758,1.60787821,0.50821516,0.74498353,0.06411510,1.95010162
-4.70935468,4.79586749,0.03097672,0.73027315,3.35316076,1.60164171,0.49467363,0.73514244,0.06476304,1.92452962
-4.70335168,4.71569276,0.03119153,0.69100009,3.21160961,1.60197396,0.48299206,0.72758688,0.06544635,1.90542529
-4.69734867,4.65216215,0.03140158,0.65491835,3.07916543,1.60854617,0.47312201,0.72221228,0.06613422,1.89256258
-4.69134567,4.60435161,0.03159576,0.62203170,2.95642261,1.62086059,0.46497132,0.71884594,0.06679426,1.88553773
-4.68534267,4.57093576,0.03176325,0.59227647,2.84371061,1.63826719,0.45840972,0.71725468,0.06739356,1.88378858
-4.67933967,4.55024920,0.03189387,0.56553103,2.74111369,1.65998485,0.45327541,0.71715445,0.06789984,1.88661893
-4.67333667,4.54035715,0.03197852,0.54162628,2.64849729,1.68512662,0.44938241,0.71822150,0.06828253,1.89322696
-4.66733367,4.53913284,0.03200945,0.52035651,2.56553945,1.71272821,0.44652852,0.72010463,0.06851374,1.90273687
-4.66133067,4.54433925,0.03198055,0.50149031,2.49176591,1.74177893,0.44450355,0.72243832,0.06856917,1.91423244
-4.65532766,4.55371207,0.03188755,0.48478124,2.42658717,1.77125408,0.44309753,0.72485605,0.06842884,1.92679149
-4.64932466,4.56504133,0.03172810,0.46997763,2.36933578,1.80014786,0.44210866,0.72700344,0.06807775,1.93951973
-4.64332166,4.57624862,0.03150184,0.45683158,2.31930235,1.82750571,0.44135061,0.72855078,0.06750629,1.95158283
