energy_ev,total_up,Ag_p_up,Ag_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.82591296,5.46886401,1.36077214,2.57016266,0.82683233,0.70868259,0.00183216,0.60358574,0.00963077,1.34001765
-5.81990995,5.48771030,1.38508197,2.58499403,0.82598632,0.70369132,0.00188504,0.61061315,0.00943037,1.33412161
-5.81390695,5.49874121,1.40864951,2.59659345,0.82407268,0.69679872,0.00194267,0.61693384,0.00927184,1.32579462
-5.80790395,5.50172985,1.43120053,2.60478009,0.82109417,0.68810302,0.00200539,0.62244801,0.00915894,1.31511271
-5.80190095,5.49665526,1.45249934,2.60944241,0.81710197,0.67775285,0.00207358,0.62706540,0.00909460,1.30223893
-5.79589795,5.48372479,1.47236188,2.61055282,0.81219843,0.66594455,0.00214767,0.63071012,0.00908087,1.28742386
-5.78989495,5.46338539,1.49066596,2.60817833,0.80653717,0.65291745,0.00222809,0.63332478,0.00911891,1.27100199
-5.78389195,5.43632305,1.50735818,2.60248669,0.80032057,0.63894714,0.00231525,0.63487358,0.00920900,1.25338387
-5.77788894,5.40345032,1.52245717,2.59374749,0.79379468,0.62433720,0.00240954,0.63534440,0.00935056,1.23504437
-5.77188594,5.36588238,1.53605296,2.58232820,0.78724173,0.60940961,0.00251123,0.63474971,0.00954213,1.21650766
-5.76588294,5.32490287,1.54830251,2.56868537,0.78097057,0.59449444,0.00262050,0.63312623,0.00978137,1.19832942
-5.75987994,5.28192108,1.55942163,2.55335138,0.77530558,0.57991913,0.00273739,0.63053353,0.01006515,1.18107731
-5.75387694,5.23842254,1.56967368,2.53691732,0.77057431,0.56599789,0.00286175,0.62705157,0.01038947,1.16531036
-5.74787394,5.19591540,1.57935556,2.52001290,0.76709472,0.55302176,0.00299322,0.62277740,0.01074960,1.15155840
-5.74187094,5.15587487,1.58878176,2.50328426,0.76516224,0.54124959,0.00313125,0.61782116,0.01114005,1.14030223
-5.73586793,5.11968830,1.59826696,2.48737066,0.76503755,0.53090038,0.00327499,0.61230161,0.01155472,1.13195551
-5.72986493,5.08860308,1.60810836,2.47288098,0.76693533,0.52214713,0.00342339,0.60634149,0.01198692,1.12684898
-5.72386193,5.06367938,1.61856811,2.46037114,0.77101447,0.51511252,0.00357514,0.60006278,0.01242952,1.12521763
-5.71785893,5.04574974,1.62985702,2.45032318,0.77737027,0.50986636,0.00372868,0.59358217,0.01287507,1.12719120
-5.71185593,5.03538660,1.64212000,2.44312689,0.78602870,0.50642484,0.00388225,0.58700701,0.01331596,1.13278838
-5.70585293,5.03287914,1.65542411,2.43906466,0.79694303,0.50475159,0.00403393,0.58043165,0.01374454,1.14191468
-5.69984992,5.03821988,1.66974960,2.43830009,0.80999287,0.50476019,0.00418162,0.57393455,0.01415333,1.15436408
-5.69384692,5.05110152,1.68498453,2.44087074,0.82498563,0.50631825,0.00432316,0.56757615,0.01453515,1.16982414
-5.68784392,5.07092387,1.70092323,2.44668534,0.84166038,0.50925245,0.00445634,0.56139751,0.01488330,1.18788450
-5.68184092,5.09681062,1.71726878,2.45552554,0.85969378,0.51335473,0.00457898,0.55541986,0.01519173,1.20804817
-5.67583792,5.12763532,1.73363940,2.46705215,0.87870815,0.51838892,0.00468897,0.54964497,0.01545511,1.22974532
-5.66983492,5.16205552,1.74957879,2.48081572,0.89828107,0.52409803,0.00478432,0.54405636,0.01566903,1.25234913
-5.66383192,5.19855433,1.76456996,2.49627116,0.91795654,0.53021151,0.00486325,0.53862122,0.01583000,1.27519300
-5.65782891,5.23548767,1.77805213,2.51279586,0.93725713,0.53645275,0.00492420,0.53329301,0.01593556,1.29758879
-5.65182591,5.27113618,1.78944012,2.52971094,0.95569680,0.54254618,0.00496590,0.52801474,0.01598427,1.31884541
-5.64582291,5.30375992,1.79814545,2.54630463,0.97279417,0.54822423,0.00498737,0.52272252,0.01597572,1.33828738
-5.63981991,5.33165434,1.80359843,2.56185741,0.98808564,0.55323362,0.00498799,0.51734962,0.01591045,1.35527275
-5.63381691,5.35320575,1.80527030,2.57566765,1.00113816,0.55734128,0.00496746,0.51183057,0.01578995,1.36920990
-5.62781391,5.36694455,1.80269460,2.58707724,1.01156118,0.56033940,0.00492584,0.50610541,0.01561650,1.37957290
-5.62181091,5.37159455,1.79548674,2.59549594,1.01901753,0.56204986,0.00486354,0.50012372,0.01539313,1.38591493
-5.61580790,5.36611662,1.78336126,2.60042393,1.02323276,0.56232779,0.00478129,0.49384848,0.01512345,1.38787941
-5.60980490,5.34974543,1.76614563,2.60147133,1.02400291,0.56106428,0.00468012,0.48725943,0.01481155,1.38520865
-5.60380190,5.32201770,1.74379044,2.59837424,1.02120012,0.55818817,0.00456134,0.48035599,0.01446192,1.37774968
-5.59779890,5.28279116,1.71637517,2.59100648,1.01477631,0.55366700,0.00442649,0.47315933,0.01407925,1.36545727
-5.59179590,5.23225330,1.68410951,2.57938652,1.00476448,0.54750689,0.00427734,0.46571386,0.01366841,1.34839385
-5.58579290,5.17091953,1.64733002,2.56367936,0.99127770,0.53975167,0.00411576,0.45808765,0.01323434,1.32672670
-5.57978989,5.09962071,1.60649234,2.54419309,0.97450589,0.53048097,0.00394379,0.45037207,0.01278194,1.30072209
-5.57378689,5.01948022,1.56215915,2.52137022,0.95471035,0.51980762,0.00376348,0.44268033,0.01231604,1.27073702
-5.56778389,4.93188130,1.51498441,2.49577390,0.93221632,0.50787416,0.00357695,0.43514509,0.01184135,1.23720845
-5.56178089,4.83842558,1.46569446,2.46806961,0.90740364,0.49484879,0.00338629,0.42791513,0.01136244,1.20064059
-5.55577789,4.74088407,1.41506663,2.43900271,0.88069605,0.48092062,0.00319351,0.42115111,0.01088370,1.16159062
-5.54977489,4.64114216,1.36390627,2.40937265,0.85254917,0.46629463,0.00300056,0.41502049,0.01040934,1.12065326
-5.54377189,4.54114034,1.31302285,2.38000474,0.82343785,0.45118624,0.00280926,0.40969183,0.00994339,1.07844465
-5.53776888,4.44281269,1.26320616,2.35172033,0.79384302,0.43581577,0.00262127,0.40532860,0.00948968,1.03558608
-5.53176588,4.34802498,1.21520326,2.32530662,0.76423856,0.42040290,0.00243811,0.40208263,0.00905186,0.99268806
-5.52576288,4.25851458,1.16969697,2.30148690,0.73507872,0.40516126,0.00226108,0.40008754,0.00863338,0.95033520
-5.51975988,4.17583410,1.12728670,2.28089262,0.70678622,0.39029344,0.00209131,0.39945228,0.00823747,0.90907221
-5.51375688,4.10130080,1.08847199,2.26403809,0.67974162,0.37598631,0.00192973,0.40025515,0.00786717,0.86939164
-5.50775388,4.03595349,1.05363952,2.25129895,0.65427416,0.36240700,0.00177705,0.40253844,0.00752526,0.83172344
-5.50175088,3.98051851,1.02305364,2.24289526,0.63065440,0.34969953,0.00163379,0.40630409,0.00721424,0.79642673
-5.49574787,3.93538609,0.99685097,2.23888001,0.60908881,0.33798215,0.00150027,0.41151049,0.00693634,0.76378389
-5.48974487,3.90059809,0.97503900,2.23913353,0.58971647,0.32734558,0.00137664,0.41807065,0.00669344,0.73399718
-5.48374187,3.87584765,0.95749867,2.24336436,0.57260802,0.31785197,0.00126287,0.42585201,0.00648707,0.70718768
-5.47773887,3.86049100,0.94399102,2.25111660,0.55776670,0.30953476,0.00115879,0.43467782,0.00631832,0.68339677
-5.47173587,3.85357113,0.93416734,2.26178362,0.54513162,0.30239934,0.00106407,0.44433031,0.00618787,0.66258981
-5.46573287,3.85385261,0.92758276,2.27462793,0.53458293,0.29642442,0.00097830,0.45455547,0.00609591,0.64466190
-5.45972986,3.85986637,0.92371256,2.28880637,0.52594876,0.29156414,0.00090096,0.46506944,0.00604212,0.62944550
-5.45372686,3.86996287,0.92197086,2.30339984,0.51901364,0.28775074,0.00083146,0.47556627,0.00602566,0.61671944
-5.44772386,3.88237168,0.92173076,2.31744643,0.51352814,0.28489776,0.00076917,0.48572679,0.00604514,0.60621924
-5.44172086,3.89526512,0.92234560,2.32997661,0.50921920,0.28290353,0.00071343,0.49522827,0.00609862,0.59764806
-5.43571786,3.90682362,0.92317015,2.34004906,0.50580099,0.28165500,0.00066356,0.50375454,0.00618361,0.59068814
-5.42971486,3.91529996,0.92358137,2.34678552,0.50298569,0.28103166,0.00061889,0.51100599,0.00629708,0.58501216
-5.42371186,3.91907998,0.92299777,2.34940332,0.50049388,0.28090945,0.00057878,0.51670933,0.00643550,0.58029424
-5.41770885,3.91673725,0.92089675,2.34724397,0.49806417,0.28116456,0.00054262,0.52062635,0.00659486,0.57622020
-5.41170585,3.90707933,0.91682928,2.33979664,0.49546168,0.28167702,0.00050984,0.52256154,0.00677071,0.57249677
-5.40570285,3.88918410,0.91043157,2.32671546,0.49248508,0.28233394,0.00047992,0.52236820,0.00695826,0.56885944
-5.39969985,3.86242439,0.90143310,2.30782985,0.48897199,0.28303235,0.00045241,0.51995267,0.00715239,0.56507878
-5.39369685,3.82648046,0.88966112,2.28314757,0.48480252,0.28368152,0.00042690,0.51527661,0.00734780,0.56096515
-5.38769385,3.78133978,0.87504126,2.25285031,0.47990095,0.28420478,0.00040304,0.50835730,0.00753906,0.55637149
-5.38169085,3.72728464,0.85759461,2.21728218,0.47423542,0.28454070,0.00038056,0.49926579,0.00772073,0.55119451
-5.37568784,3.66486839,0.83743142,2.17693182,0.46781589,0.28464371,0.00035922,0.48812327,0.00788748,0.54537406
-5.36968484,3.59488176,0.81474188,2.13240905,0.46069042,0.28448409,0.00033885,0.47509565,0.00803417,0.53889089
-5.36368184,3.51831109,0.78978439,2.08441722,0.45293997,0.28404730,0.00031930,0.46038679,0.00815602,0.53176306
-5.35767884,3.43629069,0.76287217,2.03372280,0.44467215,0.28333287,0.00030049,0.44423060,0.00824868,0.52404109
-5.35167584,3.35005159,0.73435862,1.98112359,0.43601416,0.28235265,0.00028235,0.42688247,0.00830836,0.51580214
-5.34567284,3.26086918,0.70462229,1.92741710,0.42710520,0.28112873,0.00026484,0.40861044,0.00833192,0.50714363
-5.33966983,3.17001210,0.67405206,1.87337061,0.41808894,0.27969097,0.00024795,0.38968638,0.00831696,0.49817636
-5.33366683,3.07869458,0.64303311,1.81969401,0.40910616,0.27807434,0.00023169,0.37037766,0.00826189,0.48901773
-5.32766383,2.98803421,0.61193429,1.76701680,0.40028802,0.27631611,0.00021607,0.35093960,0.00816594,0.47978508
-5.32166083,2.89901654,0.58109728,1.71586975,0.39175027,0.27445313,0.00020111,0.33160889,0.00802925,0.47058967
-5.31565783,2.81246792,0.55082785,1.66667208,0.38358850,0.27251929,0.00018683,0.31259835,0.00785278,0.46153133
-5.30965483,2.72903703,0.52138941,1.61972409,0.37587477,0.27054327,0.00017326,0.29409290,0.00763835,0.45269421
-5.30365183,2.64918562,0.49299895,1.57520551,0.36865556,0.26854672,0.00016041,0.27624704,0.00738853,0.44414368
-5.29764882,2.57318804,0.46582530,1.53317897,0.36195123,0.26654311,0.00014832,0.25918365,0.00710659,0.43592441
-5.29164582,2.50113919,0.43998953,1.49359830,0.35575680,0.26453709,0.00013698,0.24299411,0.00679640,0.42805999
-5.28564282,2.43296988,0.41556733,1.45632075,0.35004412,0.26252462,0.00012641,0.22773961,0.00646229,0.42055367
-5.27963982,2.36846853,0.39259292,1.42112240,0.34476512,0.26049386,0.00011660,0.21345344,0.00610892,0.41339054
-5.27363682,2.30730767,0.37106434,1.38771582,0.33985602,0.25842667,0.00010755,0.20014405,0.00574118,0.40654076
-5.26763382,2.24907396,0.35094953,1.35576899,0.33524225,0.25630078,0.00009923,0.18779877,0.00536400,0.39996374
-5.26163082,2.19329994,0.33219297,1.32492464,0.33084379,0.25409241,0.00009162,0.17638775,0.00498227,0.39361309
-5.25562781,2.13949620,0.31472248,1.29481911,0.32658064,0.25177935,0.00008469,0.16586818,0.00460067,0.38744188
-5.24962481,2.08718231,0.29845576,1.26510003,0.32237821,0.24934404,0.00007841,0.15618837,0.00422358,0.38140812
-5.24362181,2.03591531,0.28330655,1.23544212,0.31817223,0.24677673,0.00007273,0.14729163,0.00385499,0.37547995
-5.23761881,1.98531447,0.26918995,1.20556070,0.31391304,0.24407833,0.00006761,0.13911970,0.00349843,0.36964029
-5.23161581,1.93508149,0.25602693,1.17522248,0.30956897,0.24126270,0.00006301,0.13161580,0.00315690,0.36389064
-5.22561281,1.88501532,0.24374780,1.14425343,0.30512872,0.23835838,0.00005886,0.12472697,0.00283285,0.35825374
-5.21960980,1.83502112,0.23229450,1.11254362,0.30060252,0.23540933,0.00005512,0.11840591,0.00252818,0.35277491
-5.21360680,1.78511315,0.22162191,1.08004903,0.29602202,0.23247482,0.00005174,0.11261204,0.00224422,0.34752181
-5.20760380,1.73541167,0.21169799,1.04679051,0.29143897,0.22962811,0.00004867,0.10731208,0.00198180,0.34258273
-5.20160080,1.68613407,0.20250299,1.01285000,0.28692272,0.22695426,0.00004586,0.10247989,0.00174124,0.33806322
-5.19559780,1.63758076,0.19402783,0.97836435,0.28255651,0.22454678,0.00004326,0.09809593,0.00152245,0.33408137
-5.18959480,1.59011667,0.18627174,0.94351714,0.27843297,0.22250348,0.00004084,0.09414621,0.00132495,0.33076180
-5.18359180,1.54414920,0.17923939,0.90852883,0.27464885,0.22092166,0.00003856,0.09062089,0.00114796,0.32822861
-5.17758879,1.50010378,0.17293776,0.87364577,0.27129928,0.21989279,0.00003639,0.08751269,0.00099043,0.32659786
-5.17158579,1.45839833,0.16737278,0.83912846,0.26847192,0.21949706,0.00003431,0.08481517,0.00085114,0.32596967
-5.16558279,1.41941775,0.16254612,0.80523973,0.26624121,0.21979810,0.00003229,0.08252101,0.00072877,0.32642066
-5.15957979,1.38348991,0.15845225,0.77223322,0.26466308,0.22083805,0.00003033,0.08062033,0.00062187,0.32799697
-5.15357679,1.35086436,0.15507587,0.74034269,0.26377046,0.22263349,0.00002842,0.07909932,0.00052903,0.33070842
-5.14757379,1.32169487,0.15238995,0.70977269,0.26356969,0.22517238,0.00002655,0.07793907,0.00044881,0.33452412
-5.14157079,1.29602682,0.15035450,0.68069097,0.26403824,0.22841218,0.00002473,0.07711476,0.00037984,0.33936988
-5.13556778,1.27379023,0.14891602,0.65322299,0.26512385,0.23227951,0.00002296,0.07659531,0.00032081,0.34512768
-5.12956478,1.25479891,0.14800786,0.62744885,0.26674506,0.23667124,0.00002126,0.07634340,0.00027053,0.35163729
-5.12356178,1.23875594,0.14755134,0.60340266,0.26879338,0.24145715,0.00001964,0.07631593,0.00022789,0.35870011
-5.11755878,1.22526538,0.14745764,0.58107461,0.27113685,0.24648408,0.00001811,0.07646496,0.00019191,0.36608504
-5.11155578,1.21384979,0.14763038,0.56041548,0.27362497,0.25158134,0.00001671,0.07673893,0.00016170,0.37353637
-5.10555278,1.20397272,0.14796880,0.54134348,0.27609475,0.25656729,0.00001545,0.07708425,0.00013652,0.38078311
-5.09954977,1.19506533,0.14837128,0.52375308,0.27837768,0.26125661,0.00001436,0.07744716,0.00011572,0.38754953
-5.09354677,1.18655561,0.14873920,0.50752537,0.28030714,0.26546816,0.00001347,0.07777561,0.00009876,0.39356638
-5.08754377,1.17789912,0.14898077,0.49253952,0.28172609,0.26903280,0.00001280,0.07802134,0.00008520,0.39858223
-5.08154077,1.16860942,0.14901474,0.47868464,0.28249463,0.27180104,0.00001240,0.07814176,0.00007472,0.40237442
-5.07553777,1.15828684,0.14877383,0.46587149,0.28249687,0.27364993,0.00001230,0.07810176,0.00006707,0.40475906
-5.06953477,1.14664407,0.14820755,0.45404347,0.28164711,0.27448897,0.00001253,0.07787523,0.00006208,0.40559960
-5.06353177,1.13352723,0.14728445,0.44318616,0.27989474,0.27426474,0.00001316,0.07744619,0.00005968,0.40481355
-5.05752876,1.11893130,0.14599356,0.43333498,0.27722771,0.27296399,0.00001421,0.07680965,0.00005987,0.40237701
-5.05152576,1.10300910,0.14434498,0.42458043,0.27367453,0.27061499,0.00001575,0.07597187,0.00006272,0.39832675
-5.04552276,1.08607318,0.14236954,0.41707065,0.26930449,0.26728721,0.00001782,0.07495026,0.00006839,0.39275987
-5.03951976,1.06859051,0.14011766,0.41101091,0.26422625,0.26308917,0.00002049,0.07377276,0.00007708,0.38583086
-5.03351676,1.05117001,0.13765727,0.40666011,0.25858476,0.25816474,0.00002381,0.07247682,0.00008909,0.37774636
-5.02751376,1.03454340,0.13507108,0.40432410,0.25255681,0.25268784,0.00002785,0.07110795,0.00010476,0.36875780
-5.02151076,1.01954007,0.13245316,0.40434620,0.24634515,0.24685608,0.00003266,0.06971796,0.00012451,0.35915228
-5.01550775,1.00705700,0.12990512,0.40709504,0.24017174,0.24088330,0.00003830,0.06836293,0.00014880,0.34924211
-5.00950475,0.99802487,0.12753192,0.41295023,0.23427015,0.23499159,0.00004482,0.06710104,0.00017816,0.33935342
-5.00350175,0.99337177,0.12543762,0.42228630,0.22887761,0.22940304,0.00005227,0.06599034,0.00021313,0.32981439
-4.99749875,0.99398580,0.12372116,0.43545555,0.22422689,0.22433152,0.00006069,0.06508645,0.00025431,0.32094355
-4.99149575,1.00067818,0.12247238,0.45277047,0.22053837,0.21997486,0.00007009,0.06444049,0.00030232,0.31303863
-4.98549275,1.01414809,0.12176842,0.47448636,0.21801253,0.21650776,0.00008050,0.06409710,0.00035775,0.30636625
-4.97948974,1.03495070,0.12167062,0.50078493,0.21682317,0.21407560,0.00009190,0.06409278,0.00042120,0.30115303
-4.97348674,1.06346953,0.12222206,0.53175961,0.21711148,0.21278945,0.00010428,0.06445445,0.00049324,0.29757815
-4.96748374,1.09989414,0.12344572,0.56740310,0.21898112,0.21272228,0.00011761,0.06519848,0.00057435,0.29576776
-4.96148074,1.14420415,0.12534347,0.60759798,0.22249446,0.21390663,0.00013182,0.06632996,0.00066496,0.29579118
-4.95547774,1.19615987,0.12789572,0.65211068,0.22767007,0.21633369,0.00014685,0.06784242,0.00076537,0.29765907
-4.94947474,1.25530040,0.13106181,0.70058938,0.23448139,0.21995371,0.00016262,0.06971788,0.00087574,0.30132358
-4.94347174,1.32094882,0.13478108,0.75256611,0.24285669,0.22467784,0.00017902,0.07192729,0.00099608,0.30668015
-4.93746873,1.39222489,0.13897458,0.80746303,0.25268021,0.23038106,0.00019596,0.07443125,0.00112620,0.31357115
-4.93146573,1.46806444,0.14354734,0.86460302,0.26379448,0.23690633,0.00021334,0.07718106,0.00126571,0.32179095
-4.92546273,1.54724527,0.14839100,0.92322424,0.27600373,0.24406956,0.00023104,0.08012001,0.00141400,0.33109231
-4.91945973,1.62841853,0.15338697,0.98249836,0.28907830,0.25166533,0.00024897,0.08318481,0.00157021,0.34119382
-4.91345673,1.71014466,0.15840965,1.04155173,0.30275995,0.25947318,0.00026706,0.08630731,0.00173324,0.35178822
-4.90745373,1.79093280,0.16333000,1.09948903,0.31676796,0.26726420,0.00028523,0.08941623,0.00190178,0.36255125
-4.90145073,1.86928234,0.16801905,1.15541828,0.33080589,0.27480779,0.00030346,0.09243900,0.00207425,0.37315091
-4.89544772,1.94372523,0.17235141,1.20847651,0.34456883,0.28187833,0.00032171,0.09530365,0.00224892,0.38325671
-4.88944472,2.01286772,0.17620871,1.25785497,0.35775110,0.28826165,0.00034002,0.09794064,0.00242385,0.39254888
-4.88344172,2.07543010,0.17948273,1.30282306,0.37005396,0.29376107,0.00035843,0.10028469,0.00259700,0.40072712
-4.87743872,2.13028320,0.18207839,1.34274985,0.38119351,0.29820292,0.00037700,0.10227647,0.00276624,0.40751877
-4.87143572,2.17648035,0.18391624,1.37712262,0.39090824,0.30144133,0.00039583,0.10386421,0.00292945,0.41268620
-4.86543272,2.21328402,0.18493469,1.40556160,0.39896621,0.30336225,0.00041503,0.10500508,0.00308454,0.41603323
-4.85942971,2.24018609,0.18509167,1.42783040,0.40517166,0.30388659,0.00043472,0.10566650,0.00322956,0.41741029
-4.85342671,2.25692147,0.18436590,1.44384202,0.40937071,0.30297244,0.00045502,0.10582705,0.00336278,0.41671847
-4.84742371,2.26347467,0.18275751,1.45366010,0.41145610,0.30061627,0.00047604,0.10547729,0.00348274,0.41391209
-4.84142071,2.26007947,0.18028828,1.45749585,0.41137076,0.29685323,0.00049787,0.10462021,0.00358834,0.40899985
-4.83541771,2.24721179,0.17700125,1.45570077,0.40911003,0.29175644,0.00052055,0.10327141,0.00367889,0.40204458
-4.82941471,2.22557650,0.17295981,1.44875581,0.40472254,0.28543544,0.00054409,0.10145902,0.00375421,0.39316152
-4.82341171,2.19608879,0.16824633,1.43725757,0.39830956,0.27803374,0.00056845,0.09922328,0.00381462,0.38251524
-4.81740870,2.15985098,0.16296033,1.42190220,0.39002296,0.26972568,0.00059351,0.09661579,0.00386104,0.37031537
-4.81140570,2.11812574,0.15721623,1.40346793,0.38006176,0.26071260,0.00061910,0.09369855,0.00389494,0.35681114
-4.80540270,2.07230669,0.15114074,1.38279672,0.36866732,0.25121854,0.00064497,0.09054265,0.00391836,0.34228505
-4.79939970,2.02388738,0.14486999,1.36077588,0.35611741,0.24148546,0.00067081,0.08722676,0.00393393,0.32704580
-4.79339670,1.97442945,0.13854646,1.33832002,0.34271930,0.23176814,0.00069625,0.08383541,0.00394475,0.31142067
-4.78739370,1.92553077,0.13231571,1.31635384,0.32880205,0.22232897,0.00072086,0.08045703,0.00395438,0.29574761
-4.78139070,1.87879402,0.12632315,1.29579603,0.31470826,0.21343253,0.00074420,0.07718194,0.00396676,0.28036726
-4.77538769,1.83579633,0.12071072,1.27754412,0.30078550,0.20534025,0.00076576,0.07410018,0.00398604,0.26561509
-4.76938469,1.79805998,0.11561369,1.26246049,0.28737770,0.19830510,0.00078508,0.07129936,0.00401654,0.25181378
-4.76338169,1.76702452,0.11115762,1.25135926,0.27481672,0.19256641,0.00080166,0.06886244,0.00406258,0.23926617
-4.75737869,1.74402018,0.10745549,1.24499368,0.26341423,0.18834490,0.00081507,0.06686565,0.00412832,0.22824871
-4.75137569,1.73024267,0.10460508,1.24404399,0.25345429,0.18583802,0.00082491,0.06537644,0.00421765,0.21900573
-4.74537269,1.72672920,0.10268671,1.24910538,0.24518657,0.18521551,0.00083087,0.06445165,0.00433399,0.21174438
-4.73936968,1.73433607,0.10176122,1.26067592,0.23882062,0.18661542,0.00083268,0.06413588,0.00448018,0.20663063
-4.73336668,1.75371763,0.10186850,1.27914445,0.23452102,0.19014048,0.00083021,0.06446005,0.00465834,0.20378601
-4.72736368,1.78530721,0.10302629,1.30477850,0.23240379,0.19585505,0.00082340,0.06544033,0.00486971,0.20328538
-4.72136068,1.82930041,0.10522954,1.33771273,0.23253387,0.20378257,0.00081230,0.06707737,0.00511459,0.20515570
-4.71535768,1.88564123,0.10845028,1.37793802,0.23492400,0.21390375,0.00079705,0.06935595,0.00539223,0.20937571
-4.70935468,1.95401200,0.11263793,1.42529217,0.23953464,0.22615547,0.00077791,0.07224496,0.00570079,0.21587662
-4.70335168,2.03382782,0.11772025,1.47945264,0.24627540,0.24043051,0.00075519,0.07569787,0.00603732,0.22454380
-4.69734867,2.12423640,0.12360479,1.53993238,0.25500748,0.25657825,0.00072932,0.07965361,0.00639781,0.23521940
-4.69134567,2.22412410,0.13018086,1.60607919,0.26554740,0.27440636,0.00070074,0.08403787,0.00677722,0.24770587
-4.68534267,2.33212887,0.13732205,1.67707965,0.27767185,0.29368350,0.00066997,0.08876482,0.00716959,0.26177043
-4.67933967,2.44666053,0.14488924,1.75196790,0.29112343,0.31414312,0.00063753,0.09373924,0.00756818,0.27715030
-4.67333667,2.56592862,0.15273399,1.82963983,0.30561738,0.33548832,0.00060398,0.09885891,0.00796566,0.29355863
-4.66733367,2.68797752,0.16070229,1.90887263,0.32084889,0.35739766,0.00056983,0.10401736,0.00835430,0.31069115
-4.66133067,2.81072860,0.16863849,1.98834960,0.33650107,0.37953195,0.00053561,0.10910674,0.00872621,0.32823317
-4.65532766,2.93202814,0.17638943,2.06668976,0.35225312,0.40154167,0.00050180,0.11402080,0.00907358,0.34586694
-4.64932466,3.04970003,0.18380848,2.14248138,0.36778865,0.42307509,0.00046884,0.11865790,0.00938895,0.36327918
-4.64332166,3.16160157,0.19075948,2.21431855,0.38280391,0.44378664,0.00043714,0.12292384,0.00966544,0.38016844
