energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.87993997,3.43012243,0.89956220,1.92738471,0.00526195,0.16682848,0.58397528,0.81296464,0.01501833,0.31393271
-5.87393697,3.42669410,0.89365955,1.93006597,0.00525448,0.16211466,0.56713474,0.81532255,0.01507685,0.31288597
-5.86793397,3.42140487,0.88768148,1.93101070,0.00524234,0.15754149,0.55103771,0.81780854,0.01504152,0.31223190
-5.86193097,3.41367642,0.88138350,1.92976554,0.00522547,0.15306635,0.53564622,0.82040481,0.01491243,0.31191538
-5.85592796,3.40311826,0.87454893,1.92599601,0.00520444,0.14865638,0.52092782,0.82312930,0.01469184,0.31188843
-5.84992496,3.38953403,0.86699307,1.91949522,0.00518047,0.14428843,0.50685655,0.82603264,0.01438412,0.31211084
-5.84392196,3.37291710,0.85856535,1.91018615,0.00515550,0.13994849,0.49341284,0.82919286,0.01399553,0.31255005
-5.83791896,3.35343658,0.84914956,1.89811756,0.00513218,0.13563076,0.48058273,0.83270829,0.01353407,0.31318051
-5.83191596,3.33141475,0.83866236,1.88345427,0.00511385,0.13133640,0.46835622,0.83668885,0.01300916,0.31398242
-5.82591296,3.30729788,0.82705050,1.86646263,0.00510447,0.12707211,0.45672533,0.84124651,0.01243131,0.31494025
-5.81990995,3.28162247,0.81428702,1.84749238,0.00510853,0.12284866,0.44568171,0.84648533,0.01181184,0.31604105
-5.81390695,3.25497896,0.80036703,1.82695593,0.00513092,0.11867940,0.43521445,0.85249174,0.01116244,0.31727283
-5.80790395,3.22797530,0.78530332,1.80530638,0.00517678,0.11457894,0.42530791,0.85932562,0.01049488,0.31862304
-5.80190095,3.20120214,0.76912233,1.78301555,0.00525132,0.11056198,0.41593999,0.86701273,0.00982065,0.32007738
-5.79589795,3.17520168,0.75186073,1.76055281,0.00535960,0.10664238,0.40708098,0.87553887,0.00915063,0.32161904
-5.78989495,3.15044136,0.73356281,1.73836596,0.00550635,0.10283251,0.39869291,0.88484619,0.00849486,0.32322826
-5.78389195,3.12729344,0.71427889,1.71686445,0.00569575,0.09914284,0.39072970,0.89483174,0.00786231,0.32488238
-5.77788894,3.10602105,0.69406471,1.69640575,0.00593122,0.09558182,0.38313781,0.90534845,0.00726070,0.32655629
-5.77188594,3.08677070,0.67298172,1.67728476,0.00621523,0.09215594,0.37585760,0.91620841,0.00669640,0.32822312
-5.76588294,3.06957101,0.65109806,1.65972658,0.00654919,0.08887001,0.36882511,0.92718823,0.00617440,0.32985523
-5.75987994,3.05433703,0.62849008,1.64388225,0.00693326,0.08572754,0.36197416,0.93803626,0.00569825,0.33142524
-5.75387694,3.04087929,0.60524402,1.62982736,0.00736630,0.08273119,0.35523872,0.94848122,0.00527017,0.33290706
-5.74787394,3.02891646,0.58145763,1.61756306,0.00784586,0.07988321,0.34855524,0.95824178,0.00489110,0.33427678
-5.74187094,3.01809065,0.55724138,1.60701914,0.00836814,0.07718590,0.34186484,0.96703665,0.00456084,0.33551342
-5.73586793,3.00798422,0.53271908,1.59805877,0.00892814,0.07464188,0.33511536,0.97459467,0.00427818,0.33659927
-5.72986493,2.99813706,0.50802767,1.59048452,0.00951971,0.07225436,0.32826284,0.98066437,0.00404108,0.33752003
-5.72386193,2.98806370,0.48331618,1.58404544,0.01013579,0.07002717,0.32127272,0.98502269,0.00384686,0.33826456
-5.71785893,2.97726935,0.45874367,1.57844487,0.01076859,0.06796471,0.31412044,0.98748230,0.00369234,0.33882436
-5.71185593,2.96526472,0.43447636,1.57334892,0.01140984,0.06607174,0.30679159,0.98789754,0.00357405,0.33919275
-5.70585293,2.95157900,0.41068399,1.56839546,0.01205109,0.06435303,0.29928155,0.98616843,0.00348839,0.33936403
-5.69984992,2.93577130,0.38753565,1.56320345,0.01268397,0.06281297,0.29159480,0.98224300,0.00343173,0.33933235
-5.69384692,2.91744024,0.36519526,1.55738283,0.01330049,0.06145502,0.28374380,0.97611773,0.00340061,0.33909081
-5.68784392,2.89623212,0.34381701,1.55054452,0.01389328,0.06028123,0.27574776,0.96783624,0.00339180,0.33863050
-5.68184092,2.87184759,0.32354099,1.54231083,0.01445582,0.05929173,0.26763124,0.95748643,0.00340237,0.33793988
-5.67583792,2.84404729,0.30448924,1.53232582,0.01498262,0.05848423,0.25942273,0.94519639,0.00342980,0.33700434
-5.66983492,2.81265646,0.28676254,1.52026561,0.01546939,0.05785366,0.25115339,0.93112913,0.00347192,0.33580613
-5.66383192,2.77756875,0.27043790,1.50584843,0.01591301,0.05739187,0.24285590,0.91547669,0.00352699,0.33432460
-5.65782891,2.73874927,0.25556709,1.48884393,0.01631163,0.05708748,0.23456353,0.89845380,0.00359364,0.33253682
-5.65182591,2.69623690,0.24217611,1.46908166,0.01666452,0.05692588,0.22630954,0.88029147,0.00367085,0.33041845
-5.64582291,2.65014581,0.23026567,1.44645832,0.01697201,0.05688935,0.21812680,0.86123067,0.00375785,0.32794501
-5.63981991,2.60066606,0.21981261,1.42094335,0.01723524,0.05695737,0.21004765,0.84151650,0.00385410,0.32509319
-5.63381691,2.54806306,0.21077210,1.39258284,0.01745600,0.05710700,0.20210401,0.82139285,0.00395919,0.32184241
-5.62781391,2.49267593,0.20308058,1.36150123,0.01763646,0.05731349,0.19432767,0.80109779,0.00407275,0.31817639
-5.62181091,2.43491427,0.19665920,1.32790092,0.01777888,0.05755094,0.18675060,0.78085965,0.00419437,0.31408460
-5.61580790,2.37525353,0.19141758,1.29205957,0.01788543,0.05779302,0.17940535,0.76089391,0.00432354,0.30956371
-5.60980490,2.31422868,0.18725776,1.25432523,0.01795791,0.05801378,0.17232540,0.74140066,0.00445957,0.30461865
-5.60380190,2.25242633,0.18407812,1.21510934,0.01799762,0.05818851,0.16554536,0.72256281,0.00460156,0.29926356
-5.59779890,2.19047531,0.18177713,1.17487797,0.01800515,0.05829453,0.15910107,0.70454461,0.00474833,0.29352229
-5.59179590,2.12903590,0.18025683,1.13414163,0.01798041,0.05831193,0.15302941,0.68749077,0.00489845,0.28742861
-5.58579290,2.06878804,0.17942587,1.09344384,0.01792255,0.05822436,0.14736799,0.67152563,0.00505023,0.28102600
-5.57978989,2.01041881,0.17920214,1.05334924,0.01783003,0.05801951,0.14215456,0.65675273,0.00520173,0.27436717
-5.57378689,1.95460966,0.17951480,1.01443147,0.01770077,0.05768966,0.13742623,0.64325435,0.00535083,0.26751312
-5.56778389,1.90202387,0.18030584,0.97726129,0.01753230,0.05723196,0.13321857,0.63109136,0.00549527,0.26053205
-5.56178089,1.85329457,0.18153113,0.94239553,0.01732196,0.05664856,0.12956457,0.62030301,0.00563273,0.25349792
-5.55577789,1.80901406,0.18316091,0.91036707,0.01706716,0.05594664,0.12649356,0.61090713,0.00576093,0.24648896
-5.54977489,1.76972455,0.18517988,0.88167623,0.01676561,0.05513815,0.12403018,0.60290047,0.00587767,0.23958597
-5.54377189,1.73591089,0.18758685,0.85678370,0.01641554,0.05423951,0.12219340,0.59625947,0.00598096,0.23287072
-5.53776888,1.70799530,0.19039404,0.83610516,0.01601595,0.05327110,0.12099580,0.59094153,0.00606907,0.22642430
-5.53176588,1.68633447,0.19362612,0.82000752,0.01556677,0.05225657,0.12044290,0.58688676,0.00614062,0.22032562
-5.52576288,1.67121866,0.19731887,0.80880667,0.01506898,0.05122221,0.12053293,0.58402045,0.00619462,0.21465010
-5.51975988,1.66287296,0.20151780,0.80276646,0.01452471,0.05019606,0.12125676,0.58225604,0.00623054,0.20946849
-5.51375688,1.66146014,0.20627636,0.80209879,0.01393724,0.04920712,0.12259815,0.58149874,0.00624831,0.20484594
-5.50775388,1.66708486,0.21165424,0.80696428,0.01331097,0.04828450,0.12453432,0.58164968,0.00624837,0.20084130
-5.50175088,1.67979865,0.21771530,0.81747328,0.01265133,0.04745663,0.12703672,0.58261029,0.00623164,0.19750663
-5.49574787,1.69960517,0.22452552,0.83368694,0.01196463,0.04675049,0.13007206,0.58428698,0.00619951,0.19488690
-5.48974487,1.72646530,0.23215083,0.85561793,0.01125791,0.04619099,0.13360351,0.58659568,0.00615381,0.19301988
-5.48374187,1.76030141,0.24065479,0.88323067,0.01053867,0.04580046,0.13759197,0.58946607,0.00609680,0.19193613
-5.47773887,1.80100064,0.25009633,0.91644107,0.00981474,0.04559822,0.14199741,0.59284530,0.00603107,0.19165912
-5.47173587,1.84841682,0.26052740,0.95511554,0.00909398,0.04560037,0.14678019,0.59670083,0.00595955,0.19220539
-5.46573287,1.90237093,0.27199067,0.99906958,0.00838410,0.04581969,0.15190236,0.60102236,0.00588540,0.19358475
-5.45972986,1.96265012,0.28451737,1.04806616,0.00769250,0.04626574,0.15732874,0.60582250,0.00581203,0.19580047
-5.45372686,2.02900569,0.29812524,1.10181402,0.00702603,0.04694506,0.16302795,0.61113627,0.00574298,0.19884949
-5.44772386,2.10115007,0.31281674,1.15996653,0.00639092,0.04786152,0.16897324,0.61701928,0.00568193,0.20272255
-5.44172086,2.17875360,0.32857757,1.22212129,0.00579267,0.04901679,0.17514307,0.62354464,0.00563265,0.20740441
-5.43571786,2.26144136,0.34537552,1.28782097,0.00523600,0.05041088,0.18152160,0.63079887,0.00559894,0.21287394
-5.42971486,2.34879077,0.36315985,1.35655579,0.00472480,0.05204272,0.18809889,0.63887681,0.00558467,0.21910435
-5.42371186,2.44033043,0.38186108,1.42776778,0.00426222,0.05391081,0.19487094,0.64787590,0.00559369,0.22606340
-5.41770885,2.53554054,0.40139132,1.50085704,0.00385065,0.05601373,0.20183960,0.65789007,0.00562986,0.23371363
-5.41170585,2.63385528,0.42164513,1.57518998,0.00349183,0.05835071,0.20901224,0.66900349,0.00569701,0.24201277
-5.40570285,2.73466719,0.44250095,1.65010939,0.00318695,0.06092195,0.21640126,0.68128464,0.00579894,0.25091410
-5.39969985,2.83733350,0.46382289,1.72494599,0.00293670,0.06372892,0.22402347,0.69478073,0.00593941,0.26036699
-5.39369685,2.94118410,0.48546310,1.79903103,0.00274144,0.06677438,0.23189923,0.70951297,0.00612211,0.27031743
-5.38769385,3.04553077,0.50726431,1.87170935,0.00260124,0.07006223,0.24005143,0.72547268,0.00635061,0.28070866
-5.38169085,3.14967708,0.52906275,1.94235223,0.00251600,0.07359711,0.24850423,0.74261850,0.00662838,0.29148174
-5.37568784,3.25292831,0.55069113,2.01036946,0.00248550,0.07738379,0.25728160,0.76087475,0.00695869,0.30257611
-5.36968484,3.35460068,0.57198168,2.07521982,0.00250944,0.08142630,0.26640563,0.78013090,0.00734456,0.31393009
-5.36368184,3.45402945,0.59276908,2.13641965,0.00258748,0.08572689,0.27589465,0.80024223,0.00778872,0.32548127
-5.35767884,3.55057521,0.61289324,2.19354884,0.00271922,0.09028484,0.28576116,0.82103143,0.00829349,0.33716667
-5.35167584,3.64362821,0.63220188,2.24625433,0.00290418,0.09509515,0.29600960,0.84229125,0.00886067,0.34892284
-5.34567284,3.73261047,0.65055268,2.29425067,0.00314172,0.10014718,0.30663408,0.86378781,0.00949147,0.36068577
-5.33966983,3.81697602,0.66781525,2.33731823,0.00343101,0.10542340,0.31761621,0.88526469,0.01018637,0.37239059
-5.33366683,3.89620949,0.68387261,2.37529913,0.00377087,0.11089819,0.32892297,0.90644751,0.01094497,0.38397121
-5.32766383,3.96982356,0.69862245,2.40809153,0.00415976,0.11653700,0.34050501,0.92704887,0.01176590,0.39535991
-5.32166083,4.03735629,0.71197798,2.43564288,0.00459558,0.12229563,0.35229524,0.94677371,0.01264670,0.40648691
-5.31565783,4.09836877,0.72386864,2.45794298,0.00507564,0.12812013,0.36420812,0.96532487,0.01358368,0.41728005
-5.30965483,4.15244422,0.73424051,2.47501733,0.00559654,0.13394693,0.37613957,0.98240882,0.01457188,0.42766462
-5.30365183,4.19918911,0.74305661,2.48692164,0.00615410,0.13970364,0.38796771,0.99774158,0.01560499,0.43756343
-5.29764882,4.23823688,0.75029707,2.49373785,0.00674334,0.14531021,0.39955449,1.01105472,0.01667532,0.44689727
-5.29164582,4.26925476,0.75595926,2.49557221,0.00735842,0.15068074,0.41074817,1.02210145,0.01777386,0.45558558
-5.28564282,4.29195357,0.76005778,2.49255531,0.00799271,0.15572558,0.42138672,1.03066264,0.01889030,0.46354765
-5.27963982,4.30610035,0.76262448,2.48484421,0.00863882,0.16035396,0.43130197,1.03655281,0.02001318,0.47070410
-5.27363682,4.31153327,0.76370831,2.47262634,0.00928873,0.16447682,0.44032444,1.03962589,0.02113004,0.47697870
-5.26763382,4.30817797,0.76337500,2.45612452,0.00993391,0.16800983,0.44828864,1.03978058,0.02222769,0.48230047
-5.26163082,4.29606420,0.76170666,2.43560277,0.01056547,0.17087646,0.45503855,1.03696519,0.02329240,0.48660591
-5.25562781,4.27534172,0.75880095,2.41137187,0.01117443,0.17301094,0.46043321,1.03118169,0.02431026,0.48984135
-5.24962481,4.24629389,0.75477005,2.38379424,0.01175186,0.17436091,0.46435188,1.02248881,0.02526751,0.49196511
-5.24362181,4.20934806,0.74973913,2.35328711,0.01228919,0.17488978,0.46669881,1.01100387,0.02615088,0.49294952
-5.23761881,4.16508130,0.74384442,2.32032367,0.01277840,0.17457844,0.46740707,0.99690326,0.02694795,0.49278259
-5.23161581,4.11422091,0.73723081,2.28543147,0.01321226,0.17342648,0.46644152,0.98042126,0.02764749,0.49146920
-5.22561281,4.05763881,0.73004904,2.24918798,0.01358454,0.17145266,0.46380048,0.96184718,0.02823982,0.48903175
-5.21960980,3.99633984,0.72245240,2.21221307,0.01389020,0.16869465,0.45951628,0.94152068,0.02871704,0.48551019
-5.21360680,3.93144384,0.71459316,2.17515870,0.01412553,0.16520805,0.45365438,0.91982534,0.02907331,0.48096150
-5.20760380,3.86416218,0.70661879,2.13869606,0.01428822,0.16106478,0.44631138,0.89718053,0.02930496,0.47545842
-5.20160080,3.79576937,0.69866808,2.10350063,0.01437746,0.15635076,0.43761177,0.87403178,0.02941068,0.46908777
-5.19559780,3.72757101,0.69086733,2.07023591,0.01439392,0.15116314,0.42770379,0.85083989,0.02939146,0.46194809
-5.18959480,3.66086916,0.68332682,2.03953645,0.01433967,0.14560713,0.41675445,0.82806918,0.02925061,0.45414712
-5.18359180,3.59692677,0.67613767,2.01199090,0.01421812,0.13979254,0.40494409,0.80617511,0.02899358,0.44579880
-5.17758879,3.53693252,0.66936933,1.98812590,0.01403386,0.13383026,0.39246071,0.78559194,0.02862783,0.43702030
-5.17158579,3.48196756,0.66306772,1.96839150,0.01379248,0.12782875,0.37949427,0.76672064,0.02816255,0.42792902
-5.16558279,3.43297545,0.65725423,1.95314856,0.01350038,0.12189082,0.36623135,0.74991768,0.02760838,0.41863970
-5.15957979,3.39073655,0.65192568,1.94265882,0.01316455,0.11611062,0.35285030,0.73548506,0.02697713,0.40926183
-5.15357679,3.35584780,0.64705511,1.93707779,0.01279232,0.11057116,0.33951708,0.72366200,0.02628136,0.39989744
-5.14757379,3.32870855,0.64259356,1.93645085,0.01239116,0.10534237,0.32638197,0.71461856,0.02553413,0.39063931
-5.14157079,3.30951300,0.63847268,1.94071258,0.01196846,0.10047963,0.31357722,0.70845150,0.02474859,0.38156963
-5.13556778,3.29824930,0.63460810,1.94968927,0.01153134,0.09602312,0.30121564,0.70518255,0.02393774,0.37275925
-5.12956478,3.29470541,0.63090339,1.96310464,0.01108648,0.09199758,0.28939016,0.70475905,0.02311410,0.36426737
-5.12356178,3.29848118,0.62725448,1.98058831,0.01064004,0.08841281,0.27817418,0.70705705,0.02228949,0.35614172
-5.11755878,3.30900625,0.62355435,2.00168701,0.01019746,0.08526465,0.26762274,0.71188663,0.02147484,0.34841918
-5.11155578,3.32556296,0.61969766,2.02587798,0.00976353,0.08253637,0.25777424,0.71899920,0.02068007,0.34112671
-5.10555278,3.34731330,0.61558531,2.05258418,0.00934225,0.08020053,0.24865258,0.72809658,0.01991393,0.33428258
-5.09954977,3.37332893,0.61112854,2.08119093,0.00893692,0.07822100,0.24026955,0.73884127,0.01918400,0.32789776
-5.09354677,3.40262308,0.60625251,2.11106342,0.00855011,0.07655522,0.23262733,0.75086771,0.01849667,0.32197743
-5.08754377,3.43418304,0.60089910,2.14156450,0.00818379,0.07515645,0.22572089,0.76379388,0.01785712,0.31652241
-5.08154077,3.46700221,0.59502894,2.17207231,0.00783930,0.07397599,0.21954007,0.77723283,0.01726940,0.31153058
-5.07553777,3.50011025,0.58862237,2.20199705,0.00751752,0.07296522,0.21407151,0.79080377,0.01673645,0.30699808
-5.06953477,3.53260050,0.58167955,2.23079637,0.00721890,0.07207749,0.20929995,0.80414219,0.01626021,0.30292033
-5.06353177,3.56365343,0.57421956,2.25798888,0.00694355,0.07126962,0.20520925,0.81690871,0.01584164,0.29929270
-5.05752876,3.59255552,0.56627856,2.28316517,0.00669132,0.07050314,0.20178281,0.82879639,0.01548085,0.29611092
-5.05152576,3.61871277,0.55790723,2.30599602,0.00646186,0.06974514,0.19900359,0.83953633,0.01517707,0.29337122
-5.04552276,3.64165862,0.54916751,2.32623742,0.00625464,0.06896882,0.19685373,0.84890136,0.01492879,0.29107005
-5.03951976,3.66105610,0.54012892,2.34373227,0.00606904,0.06815357,0.19531390,0.85670797,0.01473377,0.28920363
-5.03351676,3.67669444,0.53086465,2.35840869,0.00590432,0.06728488,0.19436230,0.86281641,0.01458906,0.28776721
-5.02751376,3.68848065,0.52144765,2.37027508,0.00575965,0.06635385,0.19397370,0.86712927,0.01449108,0.28675415
-5.02151076,3.69642667,0.51194686,2.37941219,0.00563416,0.06535662,0.19411840,0.86958876,0.01443562,0.28615501
-5.01550775,3.70063324,0.50242401,2.38596281,0.00552687,0.06429349,0.19476130,0.87017286,0.01441796,0.28595647
-5.00950475,3.70127140,0.49293099,2.39011947,0.00543676,0.06316806,0.19586120,0.86889085,0.01443288,0.28614051
-5.00350175,3.69856314,0.48350800,2.39211108,0.00536272,0.06198633,0.19737046,0.86577849,0.01447478,0.28668364
-4.99749875,3.69276222,0.47418266,2.39218922,0.00530362,0.06075575,0.19923495,0.86089312,0.01453778,0.28755650
-4.99149575,3.68413666,0.46497010,2.39061491,0.00525830,0.05948448,0.20139450,0.85430908,0.01461590,0.28872372
-4.98549275,3.67295386,0.45587396,2.38764669,0.00522564,0.05818066,0.20378376,0.84611367,0.01470321,0.29014424
-4.97948974,3.65946947,0.44688839,2.38353083,0.00520456,0.05685190,0.20633352,0.83640383,0.01479399,0.29177208
-4.97348674,3.64392058,0.43800083,2.37849416,0.00519414,0.05550493,0.20897242,0.82528363,0.01488302,0.29355755
-4.96748374,3.62652379,0.42919543,2.37274004,0.00519367,0.05414542,0.21162906,0.81286280,0.01496573,0.29544891
-4.96148074,3.60747803,0.42045695,2.36644768,0.00520270,0.05277803,0.21423432,0.79925599,0.01503849,0.29739443
-4.95547774,3.58697210,0.41177485,2.35977485,0.00522116,0.05140650,0.21672391,0.78458298,0.01509880,0.29934477
-4.94947474,3.56519611,0.40314738,2.35286363,0.00524945,0.05003400,0.21904090,0.76896947,0.01514547,0.30125563
-4.94347174,3.54235600,0.39458534,2.34584887,0.00528844,0.04866351,0.22113826,0.75254841,0.01517884,0.30309034
-4.93746873,3.51868995,0.38611538,2.33886857,0.00533960,0.04729825,0.22298115,0.73546163,0.01520085,0.30482257
-4.93146573,3.49448529,0.37778255,2.33207524,0.00540500,0.04594214,0.22454883,0.71786147,0.01521512,0.30643864
-4.92546273,3.47009445,0.36965192,2.32564748,0.00548733,0.04460026,0.22583623,0.69991237,0.01522695,0.30793954
-4.91945973,3.44594850,0.36180915,2.31980046,0.00558986,0.04327924,0.22685488,0.68179200,0.01524325,0.30934232
-4.91345673,3.42256679,0.35435998,2.31479442,0.00571642,0.04198751,0.22763322,0.66369200,0.01527237,0.31068082
-4.90745373,3.40056162,0.34742850,2.31094026,0.00587132,0.04073551,0.22821625,0.64581794,0.01532389,0.31200553
-4.90145073,3.38063683,0.34115433,2.30860127,0.00605918,0.03953569,0.22866444,0.62838871,0.01540832,0.31338256
-4.89544772,3.36357981,0.33568874,2.30819055,0.00628485,0.03840245,0.22905195,0.61163495,0.01553673,0.31489173
-4.88944472,3.35024669,0.33118984,2.31016381,0.00655319,0.03735183,0.22946421,0.59579683,0.01572032,0.31662364
-4.88344172,3.34154085,0.32781701,2.31500752,0.00686886,0.03640118,0.22999486,0.58112101,0.01596998,0.31867595
-4.87743872,3.33838551,0.32572487,2.32322268,0.00723614,0.03556861,0.23074234,0.56785689,0.01629581,0.32114897
-4.87143572,3.34169137,0.32505691,2.33530500,0.00765866,0.03487239,0.23180606,0.55625233,0.01670661,0.32414065
-4.86543272,3.35232071,0.32593908,2.35172238,0.00813920,0.03433029,0.23328238,0.54654881,0.01720944,0.32774125
-4.85942971,3.37104980,0.32847364,2.37289074,0.00867944,0.03395885,0.23526074,0.53897630,0.01780914,0.33202806
-4.85342671,3.39853138,0.33273354,2.39914982,0.00927979,0.03377269,0.23781981,0.53374789,0.01850801,0.33706018
-4.84742371,3.43525930,0.33875754,2.43074018,0.00993920,0.03378379,0.24102410,0.53105437,0.01930548,0.34287393
-4.84142071,3.48153737,0.34654630,2.46778300,0.01065500,0.03400092,0.24492112,0.53105887,0.02019791,0.34947898
-4.83541771,3.53745412,0.35605971,2.51026393,0.01142289,0.03442906,0.24953907,0.53389179,0.02117849,0.35685552
-4.82941471,3.60286516,0.36721548,2.55802229,0.01223681,0.03506908,0.25488549,0.53964608,0.02223727,0.36495265
-4.82341171,3.67738431,0.37988930,2.61074633,0.01308906,0.03591741,0.26094660,0.54837301,0.02336127,0.37368813
-4.81740870,3.76038419,0.39391636,2.66797525,0.01397033,0.03696599,0.26768761,0.56007870,0.02453481,0.38294956
-4.81140570,3.85100660,0.40909445,2.72910803,0.01486992,0.03820234,0.27505385,0.57472131,0.02573979,0.39259702
-4.80540270,3.94818225,0.42518838,2.79341881,0.01577589,0.03960977,0.28297273,0.59220928,0.02695627,0.40246701
-4.79939970,4.05065914,0.44193569,2.86007814,0.01667538,0.04116778,0.29135640,0.61240049,0.02816297,0.41237763
-4.79339670,4.15703818,0.45905341,2.92817900,0.01755494,0.04285259,0.30010494,0.63510251,0.02933794,0.42213464
-4.78739370,4.26581426,0.47624562,2.99676633,0.01840086,0.04463779,0.30910997,0.66007408,0.03045923,0.43153831
-4.78139070,4.37542082,0.49321145,3.06486826,0.01919956,0.04649506,0.31825852,0.68702772,0.03150556,0.44039043
-4.77538769,4.48427571,0.50965333,3.13152755,0.01993801,0.04839498,0.32743680,0.71563358,0.03245704,0.44850148
-4.76938469,4.59082590,0.52528502,3.19583136,0.02060408,0.05030786,0.33653392,0.74552441,0.03329578,0.45569734
-4.76338169,4.69358904,0.53983916,3.25693775,0.02118691,0.05220451,0.34544516,0.77630165,0.03400643,0.46182525
-4.75737869,4.79118990,0.55307401,3.31409762,0.02167722,0.05405707,0.35407480,0.80754251,0.03457670,0.46675892
-4.75137569,4.88239011,0.56477909,3.36667084,0.02206759,0.05583965,0.36233823,0.83880787,0.03499770,0.47040224
-4.74537269,4.96611002,0.57477959,3.41413603,0.02235264,0.05752900,0.37016347,0.86965078,0.03526415,0.47269171
-4.73936968,5.04144230,0.58293925,3.45609364,0.02252916,0.05910494,0.37749186,0.89962552,0.03537452,0.47359731
-4.73336668,5.10765693,0.58916182,3.49226256,0.02259613,0.06055074,0.38427804,0.92829669,0.03533098,0.47312189
-4.72736368,5.16419844,0.59339095,3.52247090,0.02255470,0.06185338,0.39048926,0.95524840,0.03513924,0.47129921
-4.72136068,5.21067596,0.59560873,3.54664184,0.02240809,0.06300359,0.39610415,0.98009300,0.03480828,0.46819065
-4.71535768,5.24684784,0.59583293,3.56477595,0.02216133,0.06399587,0.40111096,1.00247937,0.03435000,0.46388095
-4.70935468,5.27260220,0.59411328,3.57693148,0.02182111,0.06482831,0.40550557,1.02210024,0.03377873,0.45847321
-4.70335168,5.28793538,0.59052686,3.58320409,0.02139539,0.06550240,0.40928936,1.03869865,0.03311080,0.45208338
-4.69734867,5.29293006,0.58517317,3.58370770,0.02089314,0.06602269,0.41246710,1.05207297,0.03236396,0.44483472
-4.69134567,5.28773475,0.57816894,3.57855784,0.02032398,0.06639645,0.41504501,1.06208079,0.03155690,0.43685236
-4.68534267,5.27254608,0.56964303,3.56785862,0.01969781,0.06663330,0.41702917,1.06864107,0.03070872,0.42825836
-4.67933967,5.24759508,0.55973180,3.55169417,0.01902457,0.06674484,0.41842434,1.07173495,0.02983851,0.41916744
-4.67333667,5.21313804,0.54857495,3.53012507,0.01831386,0.06674423,0.41923325,1.07140484,0.02896491,0.40968365
-4.66733367,5.16945217,0.53631216,3.50318974,0.01757479,0.06664588,0.41945639,1.06775205,0.02810580,0.39989792
-4.66133067,5.11683590,0.52308056,3.47091044,0.01681570,0.06646511,0.41909228,1.06093296,0.02727800,0.38988678
-4.65532766,5.05561313,0.50901294,3.43330321,0.01604412,0.06621786,0.41813818,1.05115373,0.02649712,0.37971197
-4.64932466,4.98614037,0.49423691,3.39039064,0.01526662,0.06592043,0.41659110,1.03866392,0.02577732,0.36942106
-4.64332166,4.90881553,0.47887459,3.34221641,0.01448884,0.06558923,0.41444905,1.02374897,0.02513132,0.35904882
