energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.91595798,0.72944530,-1.48403751,0.00655398,-0.01325157,0.00000000,-0.00000000,0.55426431,-0.99677624,0.10566125,-0.31288179,0.01157744,-0.01332548,0.01497634,-0.05062139,0.51001300,-0.98717572,0.00000000,-0.00000000
-5.90995498,0.68961460,-1.38114354,0.00624915,-0.01233469,0.00000000,-0.00000000,0.53627959,-0.93547572,0.09961109,-0.28750465,0.01130296,-0.01279033,0.01362813,-0.04598759,0.48339526,-0.92149618,0.00000000,-0.00000000
-5.90395198,0.65531873,-1.28202934,0.00599274,-0.01144603,0.00000000,-0.00000000,0.52323676,-0.87701721,0.09466684,-0.26330596,0.01108302,-0.01228480,0.01246081,-0.04161624,0.46049144,-0.85803924,0.00000000,-0.00000000
-5.89794897,0.62655056,-1.18753861,0.00578470,-0.01059441,0.00000000,-0.00000000,0.51515884,-0.82200923,0.09075365,-0.24042404,0.01091749,-0.01181705,0.01146777,-0.03752839,0.44133379,-0.79739801,0.00000000,-0.00000000
-5.89194597,0.60321327,-1.09842100,0.00562419,-0.00978786,0.00000000,-0.00000000,0.51198691,-0.77101904,0.08778835,-0.21897255,0.01080432,-0.01139403,0.01064184,-0.03374146,0.42588798,-0.74010572,0.00000000,-0.00000000
-5.88594297,0.58511924,-1.01532204,0.00550948,-0.00903345,0.00000000,-0.00000000,0.51357565,-0.72456241,0.08567996,-0.19904031,0.01073968,-0.01102131,0.00997521,-0.03026873,0.41405197,-0.68662822,0.00000000,-0.00000000
-5.87993997,0.57199147,-0.93877531,0.00543804,-0.00833727,0.00000000,-0.00000000,0.51969093,-0.68309373,0.08433050,-0.18069152,0.01071802,-0.01070287,0.00945931,-0.02711901,0.40565675,-0.63735788,0.00000000,-0.00000000
-5.87393697,0.56346750,-0.86919679,0.00540651,-0.00770430,0.00000000,-0.00000000,0.53000980,-0.64699668,0.08363598,-0.16396658,0.01073234,-0.01044102,0.00908480,-0.02429650,0.40046896,-0.59260870,0.00000000,-0.00000000
-5.86793397,0.55910596,-0.80688124,0.00541075,-0.00713837,0.00000000,-0.00000000,0.54412304,-0.61657533,0.08348776,-0.14888319,0.01077436,-0.01023628,0.00884145,-0.02180079,0.39819537,-0.55261284,0.00000000,-0.00000000
-5.86193097,0.55839565,-0.75200061,0.00544598,-0.00664212,0.00000000,-0.00000000,0.56154031,-0.59204609,0.08377417,-0.13543768,0.01083488,-0.01008741,0.00871814,-0.01962707,0.39848930,-0.51751840,0.00000000,-0.00000000
-5.85592796,0.56076675,-0.70460433,0.00550682,-0.00621698,0.00000000,-0.00000000,0.58169795,-0.57353043,0.08438229,-0.12360655,0.01090405,-0.00999143,0.00870285,-0.01776639,0.40095860,-0.48738847,0.00000000,-0.00000000
-5.84992496,0.56560406,-0.66462133,0.00558746,-0.00586319,0.00000000,-0.00000000,0.60396925,-0.56104882,0.08520004,-0.11334806,0.01097180,-0.00994372,0.00878267,-0.01620600,0.40517508,-0.46220155,0.00000000,-0.00000000
-5.84392196,0.57226171,-0.63186393,0.00568177,-0.00557979,0.00000000,-0.00000000,0.62767714,-0.55451606,0.08611829,-0.10460385,0.01102813,-0.00993819,0.00894390,-0.01492978,0.41068513,-0.44185321,0.00000000,-0.00000000
-5.83791896,0.58007895,-0.60603338,0.00578348,-0.00536466,0.00000000,-0.00000000,0.65210880,-0.55373842,0.08703303,-0.09730053,0.01106351,-0.00996747,0.00917220,-0.01391870,0.41702111,-0.42615916,0.00000000,-0.00000000
-5.83191596,0.58839646,-0.58672703,0.00588632,-0.00521460,0.00000000,-0.00000000,0.67653198,-0.55841284,0.08784754,-0.09135134,0.01106921,-0.01002319,0.00945269,-0.01315130,0.42371319,-0.41485952,0.00000000,-0.00000000
-5.82591296,0.59657269,-0.57344726,0.00598419,-0.00512534,0.00000000,-0.00000000,0.70021240,-0.56812855,0.08847439,-0.08665772,0.01103755,-0.01009624,0.00977022,-0.01260413,0.43030131,-0.40762458,0.00000000,-0.00000000
-5.81990995,0.60399956,-0.56561198,0.00607133,-0.00509168,0.00000000,-0.00000000,0.72243184,-0.58237142,0.08883717,-0.08311091,0.01096222,-0.01017710,0.01010960,-0.01225225,0.43634667,-0.40406175,0.00000000,-0.00000000
-5.81390695,0.61011717,-0.56256666,0.00614243,-0.00510756,0.00000000,-0.00000000,0.74250622,-0.60053119,0.08887204,-0.08059363,0.01083842,-0.01025616,0.01045591,-0.01206969,0.44144265,-0.40372388,0.00000000,-0.00000000
-5.80790395,0.61442693,-0.56359791,0.00619279,-0.00516620,0.00000000,-0.00000000,0.75980307,-0.62191170,0.08852883,-0.07898176,0.01066301,-0.01032404,0.01079476,-0.01202992,0.44522453,-0.40611876,0.00000000,-0.00000000
-5.80190095,0.61650264,-0.56794825,0.00621844,-0.00526023,0.00000000,-0.00000000,0.77375781,-0.64574414,0.08777179,-0.07814617,0.01043457,-0.01037188,0.01111267,-0.01210623,0.44737797,-0.41071967,0.00000000,-0.00000000
-5.79589795,0.61599935,-0.57483207,0.00621619,-0.00538181,0.00000000,-0.00000000,0.78388826,-0.67120309,0.08657987,-0.07795456,0.01015336,-0.01039167,0.01139734,-0.01227223,0.44764566,-0.41697693,0.00000000,-0.00000000
-5.78989495,0.61265956,-0.58345236,0.00618372,-0.00552287,0.00000000,-0.00000000,0.78980676,-0.69742509,0.08494663,-0.07827350,0.00982132,-0.01037646,0.01163802,-0.01250219,0.44583234,-0.42433004,0.00000000,-0.00000000
-5.78389195,0.60631674,-0.59301788,0.00611961,-0.00567520,0.00000000,-0.00000000,0.79122949,-0.72352928,0.08287970,-0.07897051,0.00944183,-0.01032055,0.01182576,-0.01277147,0.44180767,-0.43222033,0.00000000,-0.00000000
-5.77788894,0.59689608,-0.60276036,0.00602333,-0.00583070,0.00000000,-0.00000000,0.78798271,-0.74863947,0.08039985,-0.07991619,0.00901962,-0.01021969,0.01195371,-0.01305686,0.43550717,-0.44010368,0.00000000,-0.00000000
-5.77188594,0.58441252,-0.61195138,0.00589526,-0.00598151,0.00000000,-0.00000000,0.78000551,-0.77190692,0.07753979,-0.08098643,0.00856051,-0.01007110,0.01201732,-0.01333695,0.42693122,-0.44746295,0.00000000,-0.00000000
-5.76588294,0.56896626,-0.61991819,0.00573657,-0.00612026,0.00000000,-0.00000000,0.76734915,-0.79253301,0.07434260,-0.08206450,0.00807113,-0.00987357,0.01201452,-0.01359242,0.41614203,-0.45381983,0.00000000,-0.00000000
-5.75987994,0.55073601,-0.62605823,0.00554922,-0.00624017,0.00000000,-0.00000000,0.75017296,-0.80979097,0.07086013,-0.08304317,0.00755871,-0.00962738,0.01194586,-0.01380631,0.40325900,-0.45874563,0.00000000,-0.00000000
-5.75387694,0.52997026,-0.62985172,0.00533582,-0.00633522,0.00000000,-0.00000000,0.72873700,-0.82304575,0.06715113,-0.08382652,0.00703076,-0.00933427,0.01181455,-0.01396427,0.38845260,-0.46187072,0.00000000,-0.00000000
-5.74787394,0.50697705,-0.63087185,0.00509957,-0.00640035,0.00000000,-0.00000000,0.70339181,-0.83177121,0.06327946,-0.08433162,0.00649482,-0.00899726,0.01162649,-0.01405472,0.37193697,-0.46289223,0.00000000,-0.00000000
-5.74187094,0.48211265,-0.62879234,0.00484408,-0.00643146,0.00000000,-0.00000000,0.67456572,-0.83556394,0.05931232,-0.08448990,0.00595822,-0.00862053,0.01139024,-0.01406896,0.35396169,-0.46157973,0.00000000,-0.00000000
-5.73586793,0.45576959,-0.62339197,0.00457332,-0.00642559,0.00000000,-0.00000000,0.64275022,-0.83415301,0.05531854,-0.08424805,0.00542789,-0.00820919,0.01111688,-0.01400122,0.33480295,-0.45777872,0.00000000,-0.00000000
-5.72986493,0.42836446,-0.61455591,0.00429143,-0.00638088,0.00000000,-0.00000000,0.60848404,-0.82740538,0.05136715,-0.08356869,0.00491013,-0.00776908,0.01081994,-0.01384866,0.31475460,-0.45141174,0.00000000,-0.00000000
-5.72386193,0.40032612,-0.60227393,0.00400264,-0.00629666,0.00000000,-0.00000000,0.57233659,-0.81532655,0.04752603,-0.08243042,0.00441051,-0.00730654,0.01051517,-0.01361128,0.29411922,-0.44247720,0.00000000,-0.00000000
-5.71785893,0.37208436,-0.58663552,0.00371114,-0.00617333,0.00000000,-0.00000000,0.53489135,-0.79805669,0.04386088,-0.08082758,0.00393376,-0.00682815,0.01022035,-0.01329176,0.27319963,-0.43104577,0.00000000,-0.00000000
-5.71185593,0.34405969,-0.56782204,0.00342099,-0.00601237,0.00000000,-0.00000000,0.49672985,-0.77586225,0.04043437,-0.07876949,0.00348371,-0.00634055,0.00995506,-0.01289529,0.25229118,-0.41725481,0.00000000,-0.00000000
-5.70585293,0.31665428,-0.54609657,0.00313599,-0.00581621,0.00000000,-0.00000000,0.45841685,-0.74912358,0.03730559,-0.07627928,0.00306326,-0.00585022,0.00974038,-0.01242930,0.23167482,-0.40130076,0.00000000,-0.00000000
-5.69984992,0.29024438,-0.52179153,0.00285966,-0.00558814,0.00000000,-0.00000000,0.42048712,-0.71831916,0.03452960,-0.07339247,0.00267442,-0.00536329,0.00959863,-0.01190315,0.21161130,-0.38343016,0.00000000,-0.00000000
-5.69384692,0.26517412,-0.49529493,0.00259516,-0.00533210,0.00000000,-0.00000000,0.38343414,-0.68400725,0.03215721,-0.07015515,0.00231835,-0.00488540,0.00955303,-0.01132790,0.19233654,-0.36392946,0.00000000,-0.00000000
-5.68784392,0.24175095,-0.46703566,0.00234522,-0.00505261,0.00000000,-0.00000000,0.34770116,-0.64680566,0.03023489,-0.06662206,0.00199541,-0.00442159,0.00962737,-0.01071592,0.17405818,-0.34311415,0.00000000,-0.00000000
-5.68184092,0.22024247,-0.43746854,0.00211217,-0.00475454,0.00000000,-0.00000000,0.31367448,-0.60737075,0.02880465,-0.06285447,0.00170528,-0.00397618,0.00984559,-0.01008066,0.15695329,-0.32131767,0.00000000,-0.00000000
-5.67583792,0.20087456,-0.40705963,0.00189786,-0.00444297,0.00000000,-0.00000000,0.28167918,-0.56637643,0.02790405,-0.05891810,0.00144706,-0.00355278,0.01023139,-0.00943633,0.14116731,-0.29888054,0.00000000,-0.00000000
-5.66983492,0.18383066,-0.37627246,0.00170375,-0.00412302,0.00000000,-0.00000000,0.25197710,-0.52449406,0.02756605,-0.05488112,0.00121937,-0.00315420,0.01080770,-0.00879765,0.12681385,-0.27614009,0.00000000,-0.00000000
-5.66383192,0.16925209,-0.34555558,0.00153084,-0.00379969,0.00000000,-0.00000000,0.22476692,-0.48237408,0.02781884,-0.05081218,0.00102045,-0.00278251,0.01159623,-0.00817970,0.11397549,-0.25342120,0.00000000,-0.00000000
-5.65782891,0.15723895,-0.31533191,0.00137973,-0.00347776,0.00000000,-0.00000000,0.20018601,-0.44062985,0.02868550,-0.04677881,0.00084828,-0.00243904,0.01261684,-0.00759776,0.10270522,-0.23102828,0.00000000,-0.00000000
-5.65182591,0.14785164,-0.28599006,0.00125067,-0.00316165,0.00000000,-0.00000000,0.17831388,-0.39982443,0.03018356,-0.04284591,0.00070071,-0.00212445,0.01388690,-0.00706719,0.09302850,-0.20923879,0.00000000,-0.00000000
-5.64582291,0.14111268,-0.25787785,0.00114354,-0.00285532,0.00000000,-0.00000000,0.15917681,-0.36046031,0.03232434,-0.03907471,0.00057551,-0.00183881,0.01542067,-0.00660345,0.08494568,-0.18829831,0.00000000,-0.00000000
-5.63981991,0.13700869,-0.23129815,0.00105796,-0.00256225,0.00000000,-0.00000000,0.14275330,-0.32297243,0.03511222,-0.03552190,0.00047045,-0.00158164,0.01722855,-0.00622207,0.07843464,-0.16841736,0.00000000,-0.00000000
-5.63381691,0.13549250,-0.20650676,0.00099323,-0.00228537,0.00000000,-0.00000000,0.12898016,-0.28772440,0.03854378,-0.03223913,0.00038342,-0.00135203,0.01931638,-0.00593872,0.07345365,-0.14976973,0.00000000,-0.00000000
-5.62781391,0.13648523,-0.18371238,0.00094847,-0.00202704,0.00000000,-0.00000000,0.11775883,-0.25500764,0.04260688,-0.02927279,0.00031243,-0.00114874,0.02168476,-0.00576926,0.06994418,-0.13249245,0.00000000,-0.00000000
-5.62181091,0.13987841,-0.16307833,0.00092256,-0.00178908,0.00000000,-0.00000000,0.10896178,-0.22504328,0.04727974,-0.02666404,0.00025570,-0.00097024,0.02432838,-0.00572983,0.06783374,-0.11668698,0.00000000,-0.00000000
-5.61580790,0.14553624,-0.14472563,0.00091426,-0.00157278,0.00000000,-0.00000000,0.10243878,-0.19798618,0.05253019,-0.02444900,0.00021169,-0.00081484,0.02723548,-0.00583689,0.06703865,-0.10242158,0.00000000,-0.00000000
-5.60980490,0.15329798,-0.12873722,0.00092217,-0.00137894,0.00000000,-0.00000000,0.09802298,-0.17393077,0.05831498,-0.02265911,0.00017910,-0.00068072,0.03038743,-0.00610723,0.06746672,-0.08973461,0.00000000,-0.00000000
-5.60380190,0.16298066,-0.11516284,0.00094480,-0.00120795,0.00000000,-0.00000000,0.09553664,-0.15291817,0.06457952,-0.02132160,0.00015692,-0.00056607,0.03375845,-0.00655797,0.06901995,-0.07863833,0.00000000,-0.00000000
-5.59779890,0.17438226,-0.10402428,0.00098059,-0.00105981,0.00000000,-0.00000000,0.09479655,-0.13494391,0.07125781,-0.02045989,0.00014445,-0.00046909,0.03731558,-0.00720634,0.07159713,-0.06912316,0.00000000,-0.00000000
-5.59179590,0.18728550,-0.09532061,0.00102796,-0.00093420,0.00000000,-0.00000000,0.09561914,-0.11996596,0.07827296,-0.02009397,0.00014130,-0.00038806,0.04101888,-0.00806958,0.07509659,-0.06116208,0.00000000,-0.00000000
-5.58579290,0.20146225,-0.08903306,0.00108530,-0.00083058,0.00000000,-0.00000000,0.09782533,-0.10791256,0.08553807,-0.02024074,0.00014737,-0.00032140,0.04482192,-0.00916449,0.07941889,-0.05471490,0.00000000,-0.00000000
-5.57978989,0.21667886,-0.08512948,0.00115105,-0.00074821,0.00000000,-0.00000000,0.10124506,-0.09868944,0.09295773,-0.02091413,0.00016292,-0.00026771,0.04867252,-0.01050707,0.08446972,-0.04973228,0.00000000,-0.00000000
-5.57378689,0.23270213,-0.08356798,0.00122371,-0.00068621,0.00000000,-0.00000000,0.10572169,-0.09218623,0.10042998,-0.02212509,0.00018851,-0.00022577,0.05251383,-0.01211192,0.09016280,-0.04615945,0.00000000,-0.00000000
-5.56778389,0.24930609,-0.08429980,0.00130186,-0.00064362,0.00000000,-0.00000000,0.11111613,-0.08828190,0.10784887,-0.02388140,0.00022503,-0.00019461,0.05628565,-0.01399155,0.09642293,-0.04393935,0.00000000,-0.00000000
-5.56178089,0.26627935,-0.08727135,0.00138426,-0.00061945,0.00000000,-0.00000000,0.11731079,-0.08684902,0.11510734,-0.02618731,0.00027368,-0.00017351,0.05992605,-0.01615568,0.10318902,-0.04301534,0.00000000,-0.00000000
-5.55577789,0.28343289,-0.09242547,0.00146983,-0.00061268,0.00000000,-0.00000000,0.12421320,-0.08775698,0.12210055,-0.02904303,0.00033599,-0.00016198,0.06337313,-0.01861033,0.11041709,-0.04333337,0.00000000,-0.00000000
-5.54977489,0.30060780,-0.09970200,0.00155773,-0.00062232,0.00000000,-0.00000000,0.13175928,-0.09087418,0.12872944,-0.03244409,0.00041374,-0.00015987,0.06656698,-0.02135703,0.11808302,-0.04484360,0.00000000,-0.00000000
-5.54377189,0.31768291,-0.10903774,0.00164735,-0.00064740,0.00000000,-0.00000000,0.13991615,-0.09606930,0.13490427,-0.03638071,0.00050902,-0.00016726,0.06945173,-0.02439197,0.12618507,-0.04750170,0.00000000,-0.00000000
-5.53776888,0.33458168,-0.12036614,0.00173840,-0.00068701,0.00000000,-0.00000000,0.14868417,-0.10321199,0.14054827,-0.04083710,0.00062412,-0.00018458,0.07197747,-0.02770520,0.13474580,-0.05126968,0.00000000,-0.00000000
-5.53176588,0.35127794,-0.13361681,0.00183091,-0.00074027,0.00000000,-0.00000000,0.15809824,-0.11217295,0.14560083,-0.04579087,0.00076156,-0.00021251,0.07410228,-0.03127995,0.14381336,-0.05611648,0.00000000,-0.00000000
-5.52576288,0.36780023,-0.14871506,0.00192521,-0.00080638,0.00000000,-0.00000000,0.16822801,-0.12282390,0.15002042,-0.05121262,0.00092399,-0.00025208,0.07579385,-0.03509218,0.15346192,-0.06201838,0.00000000,-0.00000000
-5.51975988,0.38423416,-0.16558169,0.00202201,-0.00088459,0.00000000,-0.00000000,0.17917684,-0.13503743,0.15378687,-0.05706571,0.00111414,-0.00030460,0.07703102,-0.03911028,0.16379103,-0.06895924,0.00000000,-0.00000000
-5.51375688,0.40072249,-0.18413323,0.00212234,-0.00097421,0.00000000,-0.00000000,0.19107940,-0.14868710,0.15690289,-0.06330629,0.00133476,-0.00037165,0.07780490,-0.04329504,0.17492392,-0.07693065,0.00000000,-0.00000000
-5.50775388,0.41746281,-0.20428261,0.00222753,-0.00107464,0.00000000,-0.00000000,0.20409781,-0.16364787,0.15939487,-0.06988370,0.00158851,-0.00045511,0.07811953,-0.04759999,0.18700442,-0.08593214,0.00000000,-0.00000000
-5.50175088,0.43470249,-0.22594047,0.00233919,-0.00118533,0.00000000,-0.00000000,0.21841610,-0.17979684,0.16131263,-0.07674123,0.00187790,-0.00055710,0.07799225,-0.05197195,0.20019275,-0.09597118,0.00000000,-0.00000000
-5.49574787,0.45273105,-0.24901700,0.00245917,-0.00130582,0.00000000,-0.00000000,0.23423321,-0.19701460,0.16272841,-0.08381715,0.00220513,-0.00067993,0.07745343,-0.05635210,0.21465991,-0.10706330,0.00000000,-0.00000000
-5.48974487,0.47187005,-0.27342425,0.00258945,-0.00143575,0.00000000,-0.00000000,0.25175449,-0.21518692,0.16373477,-0.09104620,0.00257206,-0.00082612,0.07654584,-0.06067716,0.23058106,-0.11923195,0.00000000,-0.00000000
-5.48374187,0.49246065,-0.29907885,0.00273209,-0.00157484,0.00000000,-0.00000000,0.27118187,-0.23420679,0.16444184,-0.09836127,0.00298001,-0.00099828,0.07532352,-0.06488109,0.24812781,-0.13250829,0.00000000,-0.00000000
-5.47773887,0.51484942,-0.32590473,0.00288915,-0.00172291,0.00000000,-0.00000000,0.29270315,-0.25397658,0.16497368,-0.10569539,0.00342972,-0.00119904,0.07385026,-0.06889691,0.26745988,-0.14693059,0.00000000,-0.00000000
-5.47173587,0.53937286,-0.35383593,0.00306254,-0.00187991,0.00000000,-0.00000000,0.31648049,-0.27441029,0.16546415,-0.11298387,0.00392124,-0.00143104,0.07219770,-0.07265877,0.28871624,-0.16254341,0.00000000,-0.00000000
-5.46573287,0.56634122,-0.38281887,0.00325398,-0.00204586,0.00000000,-0.00000000,0.34263886,-0.29543543,0.16605232,-0.12016640,0.00445379,-0.00169677,0.07044310,-0.07610418,0.31200630,-0.17939616,0.00000000,-0.00000000
-5.45972986,0.59602239,-0.41281409,0.00346486,-0.00222091,0.00000000,-0.00000000,0.37125466,-0.31699439,0.16687771,-0.12718915,0.00502575,-0.00199849,0.06866707,-0.07917615,0.33740138,-0.19754124,0.00000000,-0.00000000
-5.45372686,0.62862645,-0.44379702,0.00369615,-0.00240530,0.00000000,-0.00000000,0.40234529,-0.33904515,0.16807543,-0.13400670,0.00563460,-0.00233815,0.06695096,-0.08182544,0.36492690,-0.21703148,0.00000000,-0.00000000
-5.44772386,0.66429186,-0.47575768,0.00394834,-0.00259932,0.00000000,-0.00000000,0.43586004,-0.36156092,0.16977158,-0.14058362,0.00627687,-0.00271725,0.06537443,-0.08401247,0.39455578,-0.23791705,0.00000000,-0.00000000
-5.44172086,0.70307363,-0.50869911,0.00422131,-0.00280334,0.00000000,-0.00000000,0.47167300,-0.38452874,0.17207898,-0.14689564,0.00694814,-0.00313674,0.06401299,-0.08570906,0.42620334,-0.26024171,0.00000000,-0.00000000
-5.43571786,0.74493434,-0.54263442,0.00451433,-0.00301769,0.00000000,-0.00000000,0.50957831,-0.40794688,0.17509340,-0.15293041,0.00764314,-0.00359694,0.06293576,-0.08689977,0.45972407,-0.28403853,0.00000000,-0.00000000
-5.42971486,0.78973830,-0.57758257,0.00482604,-0.00324272,0.00000000,-0.00000000,0.54928832,-0.43182100,0.17889050,-0.15868763,0.00835575,-0.00409743,0.06220338,-0.08758285,0.49491043,-0.30932530,0.00000000,-0.00000000
-5.42371186,0.83724932,-0.61356291,0.00515437,-0.00347864,0.00000000,-0.00000000,0.59043485,-0.45615927,0.18352346,-0.16417865,0.00907913,-0.00463697,0.06186635,-0.08777062,0.53149398,-0.33609963,0.00000000,-0.00000000
-5.41770885,0.88713214,-0.65058879,0.00549663,-0.00372555,0.00000000,-0.00000000,0.63257378,-0.48096656,0.18902142,-0.16942554,0.00980587,-0.00521346,0.06196363,-0.08748940,0.56914881,-0.36433409,0.00000000,-0.00000000
-5.41170585,0.93895761,-0.68866045,0.00584955,-0.00398334,0.00000000,-0.00000000,0.67519298,-0.50623799,0.19538878,-0.17445954,0.01052811,-0.00582390,0.06252163,-0.08677883,0.60749718,-0.39397165,0.00000000,-0.00000000
-5.40570285,0.99221138,-0.72775765,0.00620932,-0.00425165,0.00000000,-0.00000000,0.71772348,-0.53195221,0.20260523,-0.17931916,0.01123770,-0.00646441,0.06355370,-0.08569071,0.64611738,-0.42492159,0.00000000,-0.00000000
-5.39969985,1.04630589,-0.76783246,0.00657169,-0.00452982,0.00000000,-0.00000000,0.75955352,-0.55806487,0.21062656,-0.18404787,0.01192646,-0.00713023,0.06505993,-0.08428735,0.68455339,-0.45705631,0.00000000,-0.00000000
-5.39369685,1.10059509,-0.80880262,0.00693210,-0.00481684,0.00000000,-0.00000000,0.80004511,-0.58450261,0.21938612,-0.18869153,0.01258630,-0.00781581,0.06702740,-0.08263952,0.72232604,-0.49020918,0.00000000,-0.00000000
-5.38769385,1.15439135,-0.85054599,0.00728581,-0.00511132,0.00000000,-0.00000000,0.83855249,-0.61115809,0.22879684,-0.19329576,0.01320945,-0.00851488,0.06943084,-0.08082398,0.75894539,-0.52417369,0.00000000,-0.00000000
-5.38169085,1.20698401,-0.89289645,0.00762802,-0.00541148,0.00000000,-0.00000000,0.87444187,-0.63788650,0.23875372,-0.19790333,0.01378863,-0.00922058,0.07223355,-0.07892092,0.79392369,-0.55870416,0.00000000,-0.00000000
-5.37568784,1.25765871,-0.93564160,0.00795402,-0.00571516,0.00000000,-0.00000000,0.90711160,-0.66450382,0.24913667,-0.20255174,0.01431725,-0.00992561,0.07538878,-0.07701117,0.82678855,-0.59351802,0.00000000,-0.00000000
-5.36968484,1.30571706,-0.97852262,0.00825935,-0.00601980,0.00000000,-0.00000000,0.93601207,-0.69078714,0.25981355,-0.20727106,0.01478954,-0.01062241,0.07884120,-0.07517349,0.85709593,-0.62829971,0.00000000,-0.00000000
-5.36368184,1.35049566,-1.02123626,0.00853991,-0.00632256,0.00000000,-0.00000000,0.96066450,-0.71647724,0.27064341,-0.21208227,0.01520067,-0.01130331,0.08252865,-0.07348191,0.88444225,-0.66270624,0.00000000,-0.00000000
-5.35767884,1.39138424,-1.06343920,0.00879209,-0.00662030,0.00000000,-0.00000000,0.98067796,-0.74128342,0.28147977,-0.21699601,0.01554689,-0.01196074,0.08638409,-0.07200340,0.90847547,-0.69637414,0.00000000,-0.00000000
-5.35167584,1.42784204,-1.10475461,0.00901289,-0.00690970,0.00000000,-0.00000000,0.99576383,-0.76489044,0.29217387,-0.22201194,0.01582559,-0.01258741,0.09033751,-0.07079577,0.92890476,-0.72892777,0.00000000,-0.00000000
-5.34567284,1.45941225,-1.14478065,0.00919997,-0.00718736,0.00000000,-0.00000000,1.00574721,-0.78696754,0.30257787,-0.22711873,0.01603532,-0.01317650,0.09431801,-0.06990607,0.94550829,-0.75998850,0.00000000,-0.00000000
