energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.59179590,1.81225553,0.16496969,0.00758793,0.20094115,0.90363251,0.68717693,0.03269952,0.72416006
-5.58579290,1.87251944,0.16638372,0.00751786,0.21877621,0.98096577,0.70974785,0.03214373,0.73255502
-5.57978989,1.93722531,0.16797773,0.00742126,0.23838867,1.06385333,0.73406655,0.03157067,0.74108921
-5.57378689,2.00612519,0.16977312,0.00730020,0.25959183,1.15200801,0.75995234,0.03098518,0.74990118
-5.56778389,2.07892398,0.17178794,0.00715714,0.28217249,1.24504157,0.78720870,0.03039163,0.75914281
-5.56178089,2.15526443,0.17403471,0.00699480,0.30589095,1.34245422,0.81561927,0.02979393,0.76897030
-5.55577789,2.23471436,0.17651856,0.00681610,0.33048224,1.44362741,0.84494502,0.02919541,0.77953456
-5.54977489,2.31675720,0.17923571,0.00662408,0.35565865,1.54782063,0.87492266,0.02859882,0.79097149
-5.54377189,2.40078627,0.18217233,0.00642177,0.38111356,1.65417268,0.90526471,0.02800633,0.80339256
-5.53776888,2.48610351,0.18530396,0.00621213,0.40652650,1.76170784,0.93566114,0.02741951,0.81687600
-5.53176588,2.57192275,0.18859546,0.00599792,0.43156920,1.86934698,0.96578256,0.02683937,0.83145915
-5.52576288,2.65737779,0.19200148,0.00578168,0.45591258,1.97592372,0.99528501,0.02626637,0.84713224
-5.51975988,2.74153494,0.19546752,0.00556564,0.47923425,2.08020503,1.02381608,0.02570051,0.86383387
-5.51375688,2.82340972,0.19893144,0.00535166,0.50122637,2.18091611,1.05102211,0.02514135,0.88144857
-5.50775388,2.90198721,0.20232535,0.00514124,0.52160337,2.27676845,1.07655623,0.02458812,0.89980644
-5.50175088,2.97624517,0.20557793,0.00493547,0.54010941,2.36649044,1.10008683,0.02403976,0.91868517
-5.49574787,3.04517917,0.20861685,0.00473509,0.55652507,2.44885927,1.12130612,0.02349502,0.93781413
-5.48974487,3.10782880,0.21137137,0.00454046,0.57067308,2.52273314,1.13993847,0.02295252,0.95688082
-5.48374187,3.16330383,0.21377492,0.00435164,0.58242284,2.58708251,1.15574812,0.02241084,0.97553915
-5.47773887,3.21080968,0.21576755,0.00416840,0.59169346,2.64101928,1.16854594,0.02186853,0.99341954
-5.47173587,3.24967090,0.21729819,0.00399035,0.59845536,2.68382273,1.17819515,0.02132424,1.01014043
-5.46573287,3.27935222,0.21832662,0.00381691,0.60273016,2.71496146,1.18461560,0.02077670,1.02532081
-5.45972986,3.29947624,0.21882505,0.00364745,0.60458903,2.73411024,1.18778660,0.02022482,1.03859341
-5.45372686,3.30983731,0.21877936,0.00348131,0.60414965,2.74116141,1.18774826,0.01966768,1.04961797
-5.44772386,3.31041112,0.21818986,0.00331790,0.60157165,2.73623027,1.18460123,0.01910459,1.05809428
-5.44172086,3.30135982,0.21707163,0.00315670,0.59705116,2.71965435,1.17850500,0.01853513,1.06377432
-5.43571786,3.28303235,0.21545442,0.00299733,0.59081427,2.69198662,1.16967476,0.01795915,1.06647319
-5.42971486,3.25596017,0.21338215,0.00283960,0.58311007,2.65398286,1.15837698,0.01737684,1.06607825
-5.42371186,3.22084828,0.21091196,0.00268350,0.57420326,2.60658377,1.14492381,0.01678873,1.06255615
-5.41770885,3.17856194,0.20811301,0.00252926,0.56436680,2.55089223,1.12966651,0.01619574,1.05595745
-5.41170585,3.13010914,0.20506484,0.00237731,0.55387476,2.48814681,1.11298796,0.01559922,1.04641839
-5.40570285,3.07661946,0.20185552,0.00222831,0.54299560,2.41969209,1.09529452,0.01500094,1.03415993
-5.39969985,3.01931958,0.19857964,0.00208314,0.53198617,2.34694694,1.07700726,0.01440312,1.01948372
-5.39369685,2.95950607,0.19533601,0.00194289,0.52108643,2.27137165,1.05855287,0.01380844,1.00276525
-5.38769385,2.89851608,0.19222535,0.00180885,0.51051515,2.19443485,1.04035422,0.01322001,0.98444422
-5.38169085,2.83769658,0.18934788,0.00168251,0.50046642,2.11758119,1.02282100,0.01264136,0.96501257
-5.37568784,2.77837288,0.18680101,0.00156552,0.49110725,2.04220052,1.00634027,0.01207638,0.94500033
-5.36968484,2.72181732,0.18467704,0.00145974,0.48257600,1.96959939,0.99126754,0.01152929,0.92496002
-5.36368184,2.66921872,0.18306103,0.00136717,0.47498161,1.90097548,0.97791816,0.01100450,0.90544991
-5.35767884,2.62165375,0.18202898,0.00129000,0.46840367,1.83739531,0.96655961,0.01050659,0.88701701
-5.35167584,2.58006075,0.18164616,0.00123059,0.46289307,1.77977581,0.95740467,0.01004016,0.87018011
-5.34567284,2.54521687,0.18196593,0.00119145,0.45847317,1.72886978,0.95060587,0.00960974,0.85541378
-5.33966983,2.51771935,0.18302878,0.00117529,0.45514137,1.68525543,0.94625127,0.00921970,0.84313373
-5.33366683,2.49797131,0.18486191,0.00118495,0.45287104,1.64932991,0.94436192,0.00887413,0.83368409
-5.32766383,2.48617270,0.18747906,0.00122342,0.45161354,1.62130681,0.94489106,0.00857676,0.82732711
-5.32166083,2.48231663,0.19088087,0.00129381,0.45130052,1.60121739,0.94772519,0.00833089,0.82423561
-5.31565783,2.48619124,0.19505541,0.00139933,0.45184610,1.58891519,0.95268699,0.00813930,0.82448830
-5.30965483,2.49738697,0.19997915,0.00154320,0.45314926,1.58408396,0.95954020,0.00800425,0.82806822
-5.30365183,2.51530908,0.20561795,0.00172860,0.45509611,1.58624832,0.96799613,0.00792744,0.83486413
-5.29764882,2.53919498,0.21192833,0.00195860,0.45756215,1.59478709,0.97772184,0.00790999,0.84467485
-5.29164582,2.56813564,0.21885865,0.00223600,0.46041457,1.60894875,0.98834957,0.00795247,0.85721615
-5.28564282,2.60110052,0.22635022,0.00256326,0.46351449,1.62786887,0.99948715,0.00805488,0.87212997
-5.27963982,2.63696506,0.23433836,0.00294235,0.46671917,1.65058921,1.01072907,0.00821672,0.88899552
-5.27363682,2.67453986,0.24275313,0.00337455,0.46988425,1.67607808,1.02166769,0.00843699,0.90734177
-5.26763382,2.71260060,0.25151993,0.00386038,0.47286598,1.70325186,1.03190429,0.00871422,0.92666091
-5.26163082,2.74991784,0.26055974,0.00439937,0.47552339,1.73099721,1.04105954,0.00904644,0.94642228
-5.25562781,2.78528573,0.26978923,0.00498995,0.47772047,1.75819390,1.04878293,0.00943124,0.96608631
-5.24962481,2.81754895,0.27912064,0.00562932,0.47932830,1.78373762,1.05476098,0.00986571,0.98511810
-5.24362181,2.84562725,0.28846156,0.00631338,0.48022710,1.80656279,1.05872388,0.01034643,1.00300021
-5.23761881,2.86853703,0.29771471,0.00703660,0.48030821,1.82566469,1.06045048,0.01086944,1.01924442
-5.23161581,2.88540966,0.30677781,0.00779207,0.47947589,1.84012062,1.05977145,0.01143017,1.03340227
-5.22561281,2.89550640,0.31554366,0.00857151,0.47764900,1.84910964,1.05657082,0.01202340,1.04507414
-5.21960980,2.89822986,0.32390057,0.00936535,0.47476249,1.85193041,1.05078578,0.01264323,1.05391686
-5.21360680,2.89313210,0.33173317,0.01016291,0.47076873,1.84801666,1.04240518,0.01328302,1.05964986
-5.20760380,2.87991977,0.33892371,0.01095256,0.46563847,1.83694993,1.03146683,0.01393542,1.06205976
-5.20160080,2.85845638,0.34535383,0.01172205,0.45936178,1.81846901,1.01805388,0.01459233,1.06100373
-5.19559780,2.82876231,0.35090694,0.01245876,0.45194852,1.79247597,1.00229086,0.01524500,1.05641140
-5.18959480,2.79101284,0.35547096,0.01315009,0.44342874,1.75903835,0.98433934,0.01588408,1.04828576
-5.18359180,2.74553457,0.35894150,0.01378381,0.43385275,1.71838753,0.96439383,0.01649979,1.03670293
-5.17758879,2.69280067,0.36122531,0.01434849,0.42329099,1.67091312,0.94267801,0.01708209,1.02181110
-5.17158579,2.63342505,0.36224384,0.01483381,0.41183358,1.61715367,0.91944150,0.01762087,1.00382857
-5.16558279,2.56815576,0.36193678,0.01523101,0.39958980,1.55778374,0.89495730,0.01810625,0.98304105
-5.15957979,2.49786756,0.36026537,0.01553314,0.38668712,1.49359793,0.86951993,0.01852884,0.95979829
-5.15357679,2.42355356,0.35721526,0.01573538,0.37327020,1.42549216,0.84344410,0.01888004,0.93450988
-5.14757379,2.34631584,0.35279889,0.01583520,0.35949946,1.35444283,0.81706388,0.01915237,0.90764037
-5.14157079,2.26735470,0.34705705,0.01583253,0.34554945,1.28148458,0.79073205,0.01933973,0.87970351
-5.13556778,2.18795619,0.34005961,0.01572976,0.33160694,1.20768713,0.76481938,0.01943768,0.85125561
-5.12956478,2.10947761,0.33190535,0.01553172,0.31786865,1.13413193,0.73971343,0.01944369,0.82288792
-5.12356178,2.03333060,0.32272076,0.01524554,0.30453862,1.06188931,0.71581670,0.01935730,0.79521786
-5.11755878,1.96096142,0.31265785,0.01488044,0.29182530,0.99199647,0.69354367,0.01918021,0.76887924
-5.11155578,1.89382838,0.30189102,0.01444744,0.27993819,0.92543707,0.67331653,0.01891635,0.74451124
-5.10555278,1.83337623,0.29061308,0.01395898,0.26908414,0.86312252,0.65555944,0.01857179,0.72274629
-5.09954977,1.78100760,0.27903051,0.01342861,0.25946338,0.80587551,0.64069114,0.01815468,0.70419689
-5.09354677,1.73805196,0.26735816,0.01287048,0.25126515,0.75441577,0.62911601,0.01767498,0.68944160
-5.08754377,1.70573241,0.25581351,0.01229893,0.24466323,0.70934833,0.62121370,0.01714420,0.67901038
-5.08154077,1.68513128,0.24461077,0.01172807,0.23981125,0.67115423,0.61732756,0.01657511,0.67336965
-5.07553777,1.67715539,0.23395496,0.01117138,0.23683808,0.64018371,0.61775228,0.01598129,0.67290742
-5.06953477,1.68250225,0.22403626,0.01064126,0.23584332,0.61665182,0.62272121,0.01537676,0.67791908
-5.06353177,1.70162846,0.21502464,0.01014877,0.23689314,0.60063641,0.63239402,0.01477552,0.68859428
-5.05752876,1.73472187,0.20706526,0.00970333,0.24001657,0.59207842,0.64684515,0.01419116,0.70500557
-5.05152576,1.78167882,0.20027453,0.00931248,0.24520255,0.59078448,0.66605391,0.01363641,0.72709932
-5.04552276,1.84208819,0.19473704,0.00898178,0.25239778,0.59643170,0.68989675,0.01312280,0.75468956
-5.03951976,1.91522321,0.19050358,0.00871472,0.26150560,0.60857469,0.71814233,0.01266032,0.78745518
-5.03351676,2.00004249,0.18759012,0.00851270,0.27238613,0.62665486,0.75044991,0.01225719,0.82494102
-5.02751376,2.09520086,0.18597791,0.00837511,0.28485764,0.65001178,0.78637140,0.01191964,0.86656315
-5.02151076,2.19907060,0.18561467,0.00829948,0.29869930,0.67789675,0.82535746,0.01165185,0.91161839
-5.01550775,2.30977299,0.18641677,0.00828162,0.31365531,0.70948837,0.86676743,0.01145587,0.95929831
-5.00950475,2.42521982,0.18827233,0.00831585,0.32944034,0.74390998,0.90988324,0.01133170,1.00870722
-5.00350175,2.54316393,0.19104517,0.00839530,0.34574626,0.78024868,0.95392679,0.01127739,1.05888400
-4.99749875,2.66125728,0.19457942,0.00851214,0.36224984,0.81757566,0.99808044,0.01128922,1.10882706
-4.99149575,2.77711486,0.19870460,0.00865796,0.37862131,0.85496729,1.04150968,0.01136194,1.15752165
-4.98549275,2.88838222,0.20324106,0.00882400,0.39453346,0.89152664,1.08338750,0.01148904,1.20396864
-4.97948974,2.99280405,0.20800552,0.00900151,0.40967099,0.92640456,1.12291916,0.01166305,1.24721372
-4.97348674,3.08829129,0.21281656,0.00918201,0.42373972,0.95881989,1.15936668,0.01187582,1.28637583
-4.96748374,3.17298403,0.21749982,0.00935758,0.43647530,0.98807811,1.19207183,0.01211892,1.32067382
-4.96148074,3.24530765,0.22189284,0.00952106,0.44765113,1.01358753,1.22047674,0.01238385,1.34945011
-4.95547774,3.30401988,0.22584925,0.00966629,0.45708514,1.03487271,1.24414124,0.01266237,1.37219043
-4.94947474,3.34824662,0.22924235,0.00978821,0.46464510,1.05158440,1.26275616,0.01294677,1.38853879
-4.94347174,3.37750524,0.23196777,0.00988302,0.47025227,1.06350554,1.27615206,0.01323003,1.39830698
-4.93746873,3.39171405,0.23394544,0.00994818,0.47388326,1.07055321,1.28430288,0.01350603,1.40147822
-4.93146573,3.39118780,0.23512057,0.00998244,0.47556992,1.07277627,1.28732451,0.01376963,1.39820478
-4.92546273,3.37661909,0.23546378,0.00998582,0.47539736,1.07034885,1.28546822,0.01401679,1.38879967
-4.91945973,3.34904683,0.23497050,0.00995948,0.47350005,1.06355989,1.27910925,0.01424454,1.37372274
-4.91345673,3.30981280,0.23365951,0.00990561,0.47005627,1.05279920,1.26873108,0.01445097,1.35356184
-4.90745373,3.26050827,0.23157093,0.00982727,0.46528103,1.03854050,1.25490596,0.01463518,1.32900974
-4.90145073,3.20291290,0.22876362,0.00972821,0.45941780,1.02132236,1.23827254,0.01479716,1.30083799
-4.89544772,3.13892847,0.22531220,0.00961265,0.45272928,1.00172746,1.21951160,0.01493765,1.26986855
-4.88944472,3.07051002,0.22130381,0.00948509,0.44548774,0.98036141,1.19932057,0.01505798,1.23694459
-4.88344172,2.99959715,0.21683468,0.00935005,0.43796504,0.95783160,1.17838822,0.01515989,1.20290150
-4.87743872,2.92804818,0.21200672,0.00921194,0.43042301,0.93472718,1.15737009,0.01524539,1.16853928
-4.87143572,2.85757953,0.20692423,0.00907479,0.42310420,0.91160075,1.13686592,0.01531649,1.13459735
-4.86543272,2.78971258,0.20169078,0.00894215,0.41622375,0.88895243,1.11739964,0.01537511,1.10173264
-4.85942971,2.72572975,0.19640636,0.00881692,0.40996220,0.86721695,1.09940278,0.01542286,1.07050174
-4.85342671,2.66664123,0.19116497,0.00870124,0.40445998,0.84675394,1.08320180,0.01546092,1.04134767
-4.84742371,2.61316325,0.18605252,0.00859649,0.39981335,0.82784188,1.06900976,0.01548992,1.01459152
-4.84142071,2.56570839,0.18114524,0.00850318,0.39607216,0.81067556,1.05692247,0.01550985,0.99042914
-4.83541771,2.52438790,0.17650855,0.00842102,0.39323944,0.79536718,1.04691938,0.01552004,0.96893278
-4.82941471,2.48902541,0.17219636,0.00834897,0.39127280,0.78195058,1.03886884,0.01551911,0.95005744
-4.82341171,2.45918135,0.16825081,0.00828526,0.39008747,0.77038848,1.03253761,0.01550501,0.93365136
-4.81740870,2.43418647,0.16470249,0.00822760,0.38956106,0.76058212,1.02760414,0.01547512,0.91947015
-4.81140570,2.41318300,0.16157095,0.00817321,0.38953957,0.75238268,1.02367494,0.01542630,0.90719382
-4.80540270,2.39517158,0.15886554,0.00811905,0.38984457,0.74560398,1.02030355,0.01535506,0.89644577
-4.79939970,2.37906169,0.15658654,0.00806190,0.39028119,0.74003563,1.01701104,0.01525771,0.88681310
-4.79339670,2.36372370,0.15472646,0.00799858,0.39064655,0.73545616,1.01330745,0.01513052,0.87786709
-4.78739370,2.34804008,0.15327136,0.00792606,0.39073837,0.73164535,1.00871313,0.01496995,0.86918327
-4.78139070,2.33095399,0.15220234,0.00784160,0.39036328,0.72839529,1.00277917,0.01477281,0.86036006
-4.77538769,2.31151315,0.15149688,0.00774286,0.38934465,0.72551966,0.99510616,0.01453644,0.85103543
-4.76938469,2.28890742,0.15113006,0.00762802,0.38752941,0.72286100,0.98536045,0.01425891,0.84090090
-4.76338169,2.26249896,0.15107572,0.00749581,0.38479388,0.72029564,0.97328739,0.01393913,0.82971253
-4.75737869,2.23184371,0.15130733,0.00734557,0.38104814,0.71773627,0.95872109,0.01357701,0.81729859
-4.75137569,2.19670409,0.15179863,0.00717725,0.37623893,0.71513229,0.94159026,0.01317349,0.80356368
-4.74537269,2.15705251,0.15252408,0.00699135,0.37035101,0.71246808,0.92192022,0.01273058,0.78848961
-4.73936968,2.11306633,0.15345909,0.00678897,0.36340691,0.70975963,0.89983098,0.01225139,0.77213301
-4.73336668,2.06511473,0.15457997,0.00657164,0.35546525,0.70704983,0.87553169,0.01174004,0.75462013
-4.72736368,2.01373891,0.15586385,0.00634130,0.34661768,0.70440308,0.84931177,0.01120161,0.73613925
-4.72136068,1.95962663,0.15728845,0.00610017,0.33698471,0.70189966,0.82152942,0.01064196,0.71693135
-4.71535768,1.90358293,0.15883180,0.00585069,0.32671060,0.69963037,0.79259791,0.01006764,0.69727950
-4.70935468,1.84649841,0.16047202,0.00559540,0.31595769,0.69769206,0.76297050,0.00948565,0.67749770
-4.70335168,1.78931695,0.16218719,0.00533682,0.30490034,0.69618426,0.73312467,0.00890331,0.65791975
-4.69734867,1.73300424,0.16395538,0.00507744,0.29371889,0.69520739,0.70354636,0.00832801,0.63888865
-4.69134567,1.67851860,0.16575479,0.00481958,0.28259375,0.69486258,0.67471485,0.00776706,0.62074709
-4.68534267,1.62678515,0.16756416,0.00456538,0.27170004,0.69525318,0.64708905,0.00722747,0.60382929
-4.67933967,1.57867436,0.16936333,0.00431680,0.26120281,0.69648783,0.62109543,0.00671584,0.58845457
-4.67333667,1.53498533,0.17113400,0.00407553,0.25125312,0.69868476,0.59711819,0.00623816,0.57492260
-4.66733367,1.49643418,0.17286055,0.00384308,0.24198491,0.70197698,0.57549183,0.00579976,0.56351054
-4.66133067,1.46364743,0.17453103,0.00362077,0.23351288,0.70651785,0.55649621,0.00540519,0.55447174
-4.65532766,1.43715998,0.17613812,0.00340978,0.22593126,0.71248634,0.54035416,0.00505817,0.54803594
-4.64932466,1.41741714,0.17767996,0.00321118,0.21931339,0.72009159,0.52723143,0.00476161,0.54441055
-4.64332166,1.40477985,0.17916093,0.00302606,0.21371210,0.72957599,0.51723886,0.00451758,0.54378270
-4.63731866,1.39953229,0.18059213,0.00285551,0.20916072,0.74121623,0.51043632,0.00432736,0.54632162
-4.63131566,1.40189076,0.18199167,0.00270074,0.20567455,0.75532204,0.50683818,0.00419149,0.55218100
-4.62531266,1.41201292,0.18338449,0.00256316,0.20325273,0.77223206,0.50641976,0.00410986,0.56150085
-4.61930965,1.43000647,0.18480195,0.00244437,0.20188022,0.79230676,0.50912444,0.00408174,0.57440855
-4.61330665,1.45593638,0.18628097,0.00234626,0.20152995,0.81591837,0.51487089,0.00410591,0.59101886
-4.60730365,1.48983001,0.18786278,0.00227107,0.20216479,0.84343793,0.52356009,0.00418071,0.61143253
-4.60130065,1.53167965,0.18959139,0.00222132,0.20373939,0.87521984,0.53508169,0.00430415,0.63573362
-4.59529765,1.58144205,0.19151168,0.00219991,0.20620185,0.91158439,0.54931938,0.00447390,0.66398529
-4.58929465,1.63903508,0.19366733,0.00221008,0.20949491,0.95279889,0.56615509,0.00468744,0.69622432
-4.58329165,1.70433135,0.19609854,0.00225534,0.21355704,0.99905833,0.58547172,0.00494202,0.73245453
-4.57728864,1.77714944,0.19883971,0.00233949,0.21832302,1.05046627,0.60715432,0.00523474,0.77263932
-4.57128564,1.85724305,0.20191720,0.00246651,0.22372433,1.10701706,0.63108983,0.00556252,0.81669385
-4.56528264,1.94428893,0.20534715,0.00264047,0.22968928,1.16858034,0.65716519,0.00592214,0.86447721
-4.55927964,2.03787433,0.20913366,0.00286546,0.23614289,1.23488867,0.68526428,0.00631020,0.91578511
-4.55327664,2.13748501,0.21326721,0.00314543,0.24300674,1.30552922,0.71526364,0.00672314,0.97034361
-4.54727364,2.24249472,0.21772361,0.00348408,0.25019873,1.37994023,0.74702749,0.00715720,1.02780442
-4.54127064,2.35215710,0.22246343,0.00388468,0.25763289,1.45741271,0.78040233,0.00760841,1.08774225
-4.53526763,2.46560100,0.22743201,0.00434992,0.26521931,1.53709776,0.81521144,0.00807261,1.14965448
-4.52926463,2.58182987,0.23256004,0.00488173,0.27286425,1.61801962,0.85124984,0.00854543,1.21296371
-4.52326163,2.69972596,0.23776486,0.00548110,0.28047049,1.69909412,0.88828002,0.00902228,1.27702315
-4.51725863,2.81805956,0.24295220,0.00614791,0.28793791,1.77915219,0.92602888,0.00949842,1.34112505
-4.51125563,2.93550364,0.24801862,0.00688079,0.29516439,1.85696771,0.96418616,0.00996897,1.40451200
-4.50525263,3.05065363,0.25285429,0.00767695,0.30204696,1.93128868,1.00240473,0.01042897,1.46639094
-4.49924962,3.16205195,0.25734620,0.00853206,0.30848317,2.00087069,1.04030285,0.01087344,1.52594951
-4.49324662,3.26821687,0.26138159,0.00944021,0.31437271,2.06451126,1.07746848,0.01129744,1.58237419
