energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.86793397,1.46023585,-1.71753708,1.58119671,-2.18120729,0.40600499,-0.43953070,0.00237986,-0.00245718,0.31538923,-0.58247831,0.08962320,-0.23855026,0.60241469,-0.54855289,0.00000000,-0.00000000
-5.86193097,1.47216543,-1.69728328,1.52634789,-2.13902574,0.41366088,-0.43251464,0.00229151,-0.00245879,0.30182733,-0.56563065,0.08794516,-0.24209145,0.62112050,-0.55311548,0.00000000,-0.00000000
-5.85592796,1.48911359,-1.67409552,1.47787924,-2.09549210,0.42253631,-0.42508261,0.00221268,-0.00245051,0.28950453,-0.54928744,0.08679323,-0.24423172,0.64178108,-0.55508014,0.00000000,-0.00000000
-5.84992496,1.51058064,-1.64731625,1.43584273,-2.04961453,0.43245231,-0.41704972,0.00214342,-0.00243158,0.27844536,-0.53315534,0.08617104,-0.24490693,0.66408176,-0.55431218,0.00000000,-0.00000000
-5.84392196,1.53590014,-1.61643244,1.40008607,-2.00053528,0.44318545,-0.40826132,0.00208353,-0.00240153,0.26863339,-0.51696064,0.08606917,-0.24408834,0.68764482,-0.55075562,0.00000000,-0.00000000
-5.83791896,1.56426739,-1.58110888,1.37027887,-1.94757876,0.45447482,-0.39860235,0.00203264,-0.00236024,0.26001456,-0.50046406,0.08646674,-0.24178467,0.71204444,-0.54443990,0.00000000,-0.00000000
-5.83191596,1.59477396,-1.54121296,1.34594515,-1.89028891,0.46603063,-0.38800470,0.00199026,-0.00230794,0.25250219,-0.48347302,0.08733347,-0.23804282,0.73682382,-0.53548375,0.00000000,-0.00000000
-5.82591296,1.62644630,-1.49682988,1.32650034,-1.82845447,0.47754418,-0.37645206,0.00195594,-0.00224525,0.24598317,-0.46585068,0.08863186,-0.23294719,0.76151351,-0.52409577,0.00000000,-0.00000000
-5.81990995,1.65828662,-1.44826817,1.31129046,-1.76212184,0.48869858,-0.36398232,0.00192929,-0.00217317,0.24032492,-0.44752164,0.09031955,-0.22661774,0.78565033,-0.51057216,0.00000000,-0.00000000
-5.81390695,1.68931393,-1.39605565,1.29963132,-1.69159550,0.49917970,-0.35068744,0.00191012,-0.00209304,0.23538281,-0.42847427,0.09235164,-0.21920673,0.80879580,-0.49529144,0.00000000,-0.00000000
-5.80790395,1.71860335,-1.34092657,1.29084563,-1.61742698,0.50868691,-0.33671095,0.00189850,-0.00200657,0.23100754,-0.40875982,0.09468282,-0.21089445,0.83055347,-0.47870670,0.00000000,-0.00000000
-5.80190095,1.74532190,-1.28380084,1.28429642,-1.54039344,0.51694301,-0.32224336,0.00189486,-0.00191579,0.22705205,-0.38848855,0.09726929,-0.20188399,0.85058412,-0.46133564,0.00000000,-0.00000000
-5.79589795,1.76875926,-1.22575679,1.27941499,-1.46146773,0.52370305,-0.30751565,0.00190002,-0.00182302,0.22337789,-0.36782339,0.10007035,-0.19239547,0.86861851,-0.44374886,0.00000000,-0.00000000
-5.78989495,1.78835224,-1.16799891,1.27572260,-1.38178183,0.52876167,-0.29279152,0.00191526,-0.00173083,0.21986041,-0.34697156,0.10304952,-0.18265975,0.88446695,-0.42655693,0.00000000,-0.00000000
-5.78389195,1.80370213,-1.11182213,1.27284510,-1.30258559,0.53195865,-0.27835843,0.00194235,-0.00164202,0.21639301,-0.32617479,0.10617529,-0.17291206,0.89802533,-0.41039669,0.00000000,-0.00000000
-5.77788894,1.81458444,-1.05857422,1.27052031,-1.22520307,0.53318261,-0.26451813,0.00198352,-0.00155957,0.21288994,-0.30569855,0.10942141,-0.16338563,0.90927765,-0.39591718,0.00000000,-0.00000000
-5.77188594,1.82095098,-1.00961777,1.26859835,-1.15098827,0.53237278,-0.25157705,0.00204148,-0.00148662,0.20928798,-0.28582106,0.11276673,-0.15430563,0.91829474,-0.38376566,0.00000000,-0.00000000
-5.76588294,1.82292449,-0.96629296,1.26703550,-1.08128198,0.52951892,-0.23983670,0.00211935,-0.00142644,0.20554674,-0.26682238,0.11619470,-0.14588356,0.92522959,-0.37457398,0.00000000,-0.00000000
-5.75987994,1.82078650,-0.92988230,1.26588250,-1.01737125,0.52465948,-0.22958462,0.00222060,-0.00138240,0.20164789,-0.24897414,0.11969251,-0.13831224,0.93030941,-0.36894556,0.00000000,-0.00000000
-5.75387694,1.81495923,-0.90157801,1.26526835,-0.96045265,0.51787823,-0.22108612,0.00234897,-0.00135796,0.19759341,-0.23253019,0.12325000,-0.13176149,0.93382494,-0.36744317,0.00000000,-0.00000000
-5.74787394,1.80598272,-0.88245275,1.26538095,-0.91160002,0.50929966,-0.21457679,0.00250833,-0.00135658,0.19340300,-0.21771848,0.12685849,-0.12637459,0.93611744,-0.37057752,0.00000000,-0.00000000
-5.74187094,1.79448827,-0.87343399,1.26644595,-0.87173727,0.49908341,-0.21025616,0.00270256,-0.00138177,0.18911092,-0.20473428,0.13050949,-0.12226551,0.93756410,-0.37879687,0.00000000,-0.00000000
-5.73586793,1.78116956,-0.87528226,1.26870511,-0.84161651,0.48741795,-0.20828249,0.00293539,-0.00143702,0.18476252,-0.19373495,0.13419354,-0.11951697,0.93856230,-0.39247745,0.00000000,-0.00000000
-5.72986493,1.76675277,-0.88857322,1.27239539,-0.82180133,0.47451397,-0.20876869,0.00321025,-0.00152574,0.18041052,-0.18483609,0.13789911,-0.11817933,0.93951344,-0.41191486,0.00000000,-0.00000000
-5.72386193,1.75196678,-0.91368354,1.27772997,-0.81265535,0.46059762,-0.21177944,0.00353005,-0.00165123,0.17611150,-0.17810920,0.14161183,-0.11827011,0.94080693,-0.43731638,0.00000000,-0.00000000
-5.71785893,1.73751473,-0.95078056,1.28488191,-0.81433539,0.44590385,-0.21732945,0.00389703,-0.00181659,0.17192247,-0.17358066,0.14531390,-0.11977438,0.94280497,-0.46879416,0.00000000,-0.00000000
-5.71185593,1.72404775,-0.99981543,1.29397128,-0.82678935,0.43067016,-0.22538281,0.00431261,-0.00202468,0.16789789,-0.17123197,0.14898390,-0.12264571,0.94582840,-0.50635949,0.00000000,-0.00000000
-5.70585293,1.71214170,-1.06051990,1.30505591,-0.84975811,0.41513071,-0.23585343,0.00477716,-0.00227799,0.16408719,-0.17100108,0.15259683,-0.12680775,0.95014435,-0.54991812,0.00000000,-0.00000000
-5.69984992,1.70227767,-1.13240650,1.31812609,-0.88278143,0.39951113,-0.24860647,0.00528990,-0.00257856,0.16053273,-0.17278468,0.15612455,-0.13215646,0.95595578,-0.59926686,0.00000000,-0.00000000
-5.69384692,1.69482642,-1.21477235,1.33310293,-0.92520751,0.38402391,-0.26346075,0.00584874,-0.00292783,0.15726840,-0.17644129,0.15953644,-0.13856280,0.96339340,-0.65409167,0.00000000,-0.00000000
-5.68784392,1.69003724,-1.30670652,1.34984018,-0.97620596,0.36886456,-0.28019204,0.00645025,-0.00332658,0.15431875,-0.18179516,0.16280032,-0.14587592,0.97250998,-0.71396746,0.00000000,-0.00000000
-5.68184092,1.68803133,-1.40710119,1.36812892,-1.03478421,0.35420836,-0.29853728,0.00708956,-0.00377473,0.15169861,-0.18864068,0.16588347,-0.15392684,0.98327738,-0.77835981,0.00000000,-0.00000000
-5.67583792,1.68879956,-1.51466659,1.38770463,-1.09980699,0.34020796,-0.31819949,0.00776038,-0.00427129,0.14941317,-0.19674731,0.16875378,-0.16253246,0.99558616,-0.84662898,0.00000000,-0.00000000
-5.66983492,1.69220463,-1.62794998,1.40825589,-1.17001900,0.32699147,-0.33885354,0.00845506,-0.00481420,0.14745841,-0.20586499,0.17138090,-0.17149997,1.00924793,-0.91803628,0.00000000,-0.00000000
-5.66383192,1.69798727,-1.74535850,1.42943411,-1.24407031,0.31466137,-0.36015245,0.00916470,-0.00540027,0.14582189,-0.21572973,0.17373727,-0.18063142,1.02400020,-0.99175310,0.00000000,-0.00000000
-5.65782891,1.70577626,-1.86518590,1.45086375,-1.32054436,0.30329390,-0.38173436,0.00987931,-0.00602511,0.14448362,-0.22606960,0.17579911,-0.18972855,1.03951378,-1.06687250,0.00000000,-0.00000000
-5.65182591,1.71510184,-1.98564280,1.47215226,-1.39798802,0.29293911,-0.40322973,0.01058804,-0.00668310,0.14341716,-0.23661074,0.17754712,-0.19859763,1.05540230,-1.14242358,0.00000000,-0.00000000
-5.64582291,1.72541202,-2.10489020,1.49289962,-1.47494334,0.28362148,-0.42426901,0.01127943,-0.00736742,0.14259074,-0.24708340,0.17896711,-0.20705428,1.07123372,-1.21738827,0.00000000,-0.00000000
-5.63981991,1.73609127,-2.22107547,1.51270696,-1.54997999,0.27534097,-0.44449022,0.01194178,-0.00807009,0.14196832,-0.25722793,0.18005033,-0.21492812,1.08654346,-1.29072036,0.00000000,-0.00000000
-5.63381691,1.74648107,-2.33237020,1.53118409,-1.62172789,0.26807473,-0.46354655,0.01256342,-0.00878212,0.14151072,-0.26680046,0.18079367,-0.22206710,1.10084873,-1.36136643,0.00000000,-0.00000000
-5.62781391,1.75590158,-2.43700889,1.54795610,-1.68890884,0.26177908,-0.48111354,0.01313313,-0.00949362,0.14117655,-0.27557831,0.18119973,-0.22834143,1.11366359,-1.42828808,0.00000000,-0.00000000
-5.62181091,1.76367394,-2.53332740,1.56266872,-1.75036628,0.25639207,-0.49689588,0.01364054,-0.01019410,0.14092321,-0.28336473,0.18127670,-0.23364698,1.12451438,-1.49048494,0.00000000,-0.00000000
-5.61580790,1.76914226,-2.61980014,1.57499292,-1.80509208,0.25183625,-0.51063339,0.01407641,-0.01087265,0.14070770,-0.28999309,0.18103836,-0.23790797,1.13295472,-1.54701761,0.00000000,-0.00000000
-5.60980490,1.77169483,-2.69507463,1.58462870,-1.85224936,0.24802183,-0.52210618,0.01443309,-0.01151832,0.14048742,-0.29533017,0.18050396,-0.24107907,1.13857993,-1.59703002,0.00000000,-0.00000000
-5.60380190,1.77078379,-2.75800245,1.59130836,-1.89119051,0.24484991,-0.53113881,0.01470475,-0.01212042,0.14022100,-0.29927858,0.17969829,-0.24314653,1.14104001,-1.63977023,0.00000000,-0.00000000
-5.59779890,1.76594253,-2.80766543,1.59479942,-1.92146961,0.24221592,-0.53760322,0.01488768,-0.01266889,0.13986895,-0.30177811,0.17865185,-0.24412866,1.14005089,-1.67460905,0.00000000,-0.00000000
-5.59179590,1.75680041,-2.84339605,1.59490736,-1.94284868,0.24001292,-0.54142048,0.01498048,-0.01315467,0.13939453,-0.30280606,0.17740119,-0.24407541,1.13540352,-1.70105572,0.00000000,-0.00000000
-5.58579290,1.74309419,-2.86479147,1.59147826,-1.95529754,0.23813489,-0.54256132,0.01498417,-0.01357004,0.13876443,-0.30237642,0.17598938,-0.24306721,1.12697036,-1.71877011,0.00000000,-0.00000000
-5.57978989,1.72467582,-2.87172057,1.58440143,-1.95898721,0.23647974,-0.54104541,0.01490231,-0.01390896,0.13794961,-0.30053803,0.17446674,-0.24121300,1.11470918,-1.72757093,0.00000000,-0.00000000
-5.57378689,1.70151643,-2.86432360,1.57361193,-1.95427717,0.23495191,-0.53693936,0.01474086,-0.01416737,0.13692607,-0.29737172,0.17289155,-0.23864776,1.09866384,-1.72743966,0.00000000,-0.00000000
-5.56778389,1.67370628,-2.84300480,1.55909287,-1.94169687,0.23346475,-0.53035384,0.01450819,-0.01434338,0.13567569,-0.29298660,0.17133086,-0.23552933,1.07896229,-1.71851988,0.00000000,-0.00000000
-5.56178089,1.64145090,-2.80841778,1.54087747,-1.92192252,0.23194218,-0.52143955,0.01421480,-0.01443749,0.13418691,-0.28751559,0.16986121,-0.23203487,1.05581169,-1.70111227,0.00000000,-0.00000000
-5.55577789,1.60506351,-2.76144469,1.51905042,-1.89574994,0.23032005,-0.51038252,0.01387310,-0.01445264,0.13245547,-0.28111039,0.16856912,-0.22835699,1.02949105,-1.67566522,0.00000000,-0.00000000
-5.54977489,1.56495412,-2.70316950,1.49374856,-1.86406473,0.22854680,-0.49739879,0.01349711,-0.01439423,0.13048488,-0.27393617,0.16755134,-0.22469950,1.00034160,-1.64276146,0.00000000,-0.00000000
-5.54377189,1.52161572,-2.63484670,1.46516047,-1.82781100,0.22658362,-0.48272856,0.01310204,-0.01427001,0.12828684,-0.26616600,0.16691454,-0.22127316,0.96875545,-1.60310127,0.00000000,-0.00000000
-5.53776888,1.47560822,-2.55786622,1.43352489,-1.78795990,0.22440421,-0.46663017,0.01270392,-0.01408994,0.12588132,-0.25797541,0.16677447,-0.21829124,0.93516297,-1.55748277,0.00000000,-0.00000000
-5.53176588,1.42754067,-2.47371606,1.39912768,-1.74547919,0.22199389,-0.44937397,0.01231912,-0.01386589,0.12329646,-0.24953725,0.16725446,-0.21596505,0.90001932,-1.50678012,0.00000000,-0.00000000
-5.52576288,1.37805250,-2.38394356,1.36229736,-1.70130501,0.21934852,-0.43123626,0.01196393,-0.01361135,0.12056805,-0.24101685,0.16848305,-0.21449949,0.86379091,-1.45192021,0.00000000,-0.00000000
-5.51975988,1.32779441,-2.29011677,1.32339909,-1.65631671,0.21647302,-0.41249337,0.01165408,-0.01334098,0.11773877,-0.23256788,0.17059098,-0.21408861,0.82694210,-1.39385883,0.00000000,-0.00000000
-5.51375688,1.27740957,-2.19378691,1.28282724,-1.61131559,0.21337971,-0.39341621,0.01140431,-0.01307017,0.11485703,-0.22432883,0.17370717,-0.21491122,0.78992263,-1.33355694,0.00000000,-0.00000000
-5.50775388,1.22751577,-2.09645303,1.24099669,-1.56700803,0.21008651,-0.37426504,0.01122793,-0.01281456,0.11197552,-0.21642021,0.17795418,-0.21712655,0.75315638,-1.27195788,0.00000000,-0.00000000
-5.50175088,1.17868894,-1.99952980,1.19833305,-1.52399320,0.20661517,-0.35528496,0.01113643,-0.01258950,0.10914942,-0.20894264,0.18344290,-0.22086996,0.71703154,-1.20996610,0.00000000,-0.00000000
-5.49574787,1.13144873,-1.90431908,1.15526217,-1.48275559,0.20298954,-0.33670173,0.01113913,-0.01240951,0.10643442,-0.20197555,0.19026686,-0.22624883,0.68189261,-1.14842805,0.00000000,-0.00000000
-5.48974487,1.08624615,-1.81198601,1.11219931,-1.44366191,0.19923393,-0.31871837,0.01124289,-0.01228781,0.10388454,-0.19557678,0.19849632,-0.23333849,0.64803432,-1.08811569,0.00000000,-0.00000000
-5.48374187,1.04345393,-1.72353978,1.06953833,-1.40696227,0.19537172,-0.30151229,0.01145188,-0.01223584,0.10154992,-0.18978275,0.20817240,-0.24217854,0.61569750,-1.02971289,0.00000000,-0.00000000
-5.47773887,1.00335945,-1.63981958,1.02764143,-1.37279484,0.19142414,-0.28523307,0.01176737,-0.01226279,0.09947453,-0.18460925,0.21930156,-0.25276942,0.58506700,-0.97380508,0.00000000,-0.00000000
-5.47173587,0.96616048,-1.56148556,0.98682974,-1.34119366,0.18740936,-0.27000094,0.01218765,-0.01237529,0.09769416,-0.18005266,0.23185076,-0.26506950,0.55627137,-0.92087219,0.00000000,-0.00000000
-5.46573287,0.93196375,-1.48901499,0.94737528,-1.31209868,0.18334181,-0.25590592,0.01270803,-0.01257709,0.09623455,-0.17609167,0.24574364,-0.27899291,0.52938431,-0.87128485,0.00000000,-0.00000000
-5.45972986,0.90078618,-1.42270311,0.90949458,-1.28536757,0.17923175,-0.24300759,0.01332087,-0.01286890,0.09510986,-0.17268915,0.26085794,-0.29440812,0.50442764,-0.82530384,0.00000000,-0.00000000
-5.45372686,0.87255867,-1.36266874,0.87334420,-1.26078861,0.17508517,-0.23133559,0.01401575,-0.01324827,0.09432161,-0.16979434,0.27702452,-0.31113761,0.48137553,-0.78308251,0.00000000,-0.00000000
-5.44772386,0.84713236,-1.30886400,0.83901849,-1.23809403,0.17090382,-0.22089077,0.01477967,-0.01370961,0.09385813,-0.16734502,0.29402818,-0.32895876,0.46015980,-0.74467206,0.00000000,-0.00000000
-5.44172086,0.82428690,-1.26108787,0.80654955,-1.21697353,0.16668558,-0.21164688,0.01559740,-0.01424435,0.09369451,-0.16526987,0.31161031,-0.34760610,0.44067599,-0.71002918,0.00000000,-0.00000000
-5.43571786,0.80374073,-1.21900304,0.77590952,-1.19708737,0.16242488,-0.20355300,0.01645187,-0.01484112,0.09379315,-0.16349075,0.32947356,-0.36677508,0.42279000,-0.67902584,0.00000000,-0.00000000
-5.42971486,0.78516275,-1.18215542,0.74701497,-1.17807905,0.15811336,-0.19653639,0.01732463,-0.01548612,0.09410491,-0.16192496,0.34728835,-0.38612731,0.40634502,-0.65146083,0.00000000,-0.00000000
-5.42371186,0.76818528,-1.14999597,0.71973337,-1.15958715,0.15374065,-0.19050588,0.01819634,-0.01616354,0.09457073,-0.16048744,0.36470119,-0.40529747,0.39116864,-0.62707250,0.00000000,-0.00000000
-5.41770885,0.75241771,-1.12190391,0.69389123,-1.14125638,0.14929517,-0.18535567,0.01904741,-0.01685604,0.09512374,-0.15909293,0.38134437,-0.42390151,0.37707976,-0.60555244,0.00000000,-0.00000000
-5.41170585,0.73746056,-1.09721090,0.66928356,-1.12274772,0.14476508,-0.18096933,0.01985852,-0.01754539,0.09569177,-0.15765801,0.39684692,-0.44154618,0.36389530,-0.58655958,0.00000000,-0.00000000
-5.40570285,0.72291946,-1.07522540,0.64568437,-1.10374764,0.14013918,-0.17722400,0.02061128,-0.01821299,0.09620011,-0.15610302,0.41084614,-0.45783953,0.35143645,-0.56973425,0.00000000,-0.00000000
-5.39969985,0.70841863,-1.05525648,0.62285753,-1.08397624,0.13540781,-0.17399470,0.02128876,-0.01884062,0.09657438,-0.15435395,0.42299942,-0.47240200,0.33953437,-0.55471187,0.00000000,-0.00000000
-5.39369685,0.69361335,-1.03663646,0.60056777,-1.06319444,0.13056376,-0.17115835,0.02187607,-0.01941096,0.09674349,-0.15234410,0.43299574,-0.48487777,0.32803510,-0.54113571,0.00000000,-0.00000000
-5.38769385,0.67820114,-1.01874167,0.57859112,-1.04120989,0.12560302,-0.16859769,0.02236080,-0.01990827,0.09664243,-0.15001558,0.44056639,-0.49494583,0.31680377,-0.52866850,0.00000000,-0.00000000
-5.38169085,0.66193114,-1.00101062,0.55672456,-1.01788171,0.12052551,-0.16620468,0.02273345,-0.02031894,0.09621479,-0.14732071,0.44549427,-0.50233035,0.30572783,-0.51700248,0.00000000,-0.00000000
-5.37568784,0.64461149,-0.98295909,0.53479429,-0.99312375,0.11533560,-0.16388347,0.02298765,-0.02063192,0.09541499,-0.14422305,0.44762150,-0.50680983,0.29471932,-0.50586751,0.00000000,-0.00000000
-5.36968484,0.62611435,-0.96419163,0.51266248,-0.96690624,0.11004256,-0.16155261,0.02312041,-0.02083913,0.09421003,-0.14069827,0.44685498,-0.50822460,0.28371620,-0.49503718,0.00000000,-0.00000000
-5.36368184,0.60637853,-0.94440913,0.49023217,-0.93925583,0.10466074,-0.15914667,0.02313206,-0.02093572,0.09258071,-0.13673458,0.44316940,-0.50648235,0.27268261,-0.48433270,0.00000000,-0.00000000
-5.35767884,0.58540953,-0.92341219,0.46745019,-0.91025373,0.09920962,-0.15661695,0.02302623,-0.02092020,0.09052229,-0.13233299,0.43660791,-0.50156137,0.26160814,-0.47362441,0.00000000,-0.00000000
-5.35167584,0.56327719,-0.90110041,0.44430805,-0.88003200,0.09371369,-0.15393156,0.02280958,-0.02079446,0.08804467,-0.12750700,0.42728021,-0.49351126,0.25050622,-0.46283110,0.00000000,-0.00000000
-5.34567284,0.54011102,-0.87746756,0.42084090,-0.84876811,0.08820207,-0.15107463,0.02249146,-0.02056362,0.08517186,-0.12228214,0.41535814,-0.48245120,0.23941166,-0.45191715,0.00000000,-0.00000000
-5.33966983,0.51609347,-0.85259307,0.39712470,-0.81667770,0.08270800,-0.14804487,0.02208349,-0.02023578,0.08194109,-0.11669493,0.40106928,-0.46856569,0.22837745,-0.44088777,0.00000000,-0.00000000
-5.33366683,0.49145150,-0.82663039,0.37327172,-0.78400594,0.07726822,-0.14485356,0.02159899,-0.01982165,0.07840143,-0.11079170,0.38468852,-0.45209809,0.21747099,-0.42978256,0.00000000,-0.00000000
-5.32766383,0.46644689,-0.79979266,0.34942487,-0.75101780,0.07192208,-0.14152208,0.02105242,-0.01933409,0.07461198,-0.10462701,0.36652832,-0.43334214,0.20677002,-0.41866786,0.00000000,-0.00000000
-5.32166083,0.44136570,-0.77233668,0.32575098,-0.71798753,0.06671075,-0.13807908,0.02045876,-0.01878756,0.07063989,-0.09826183,0.34692802,-0.41263202,0.19635824,-0.40762830,0.00000000,-0.00000000
-5.31565783,0.41650736,-0.74454590,0.30243355,-0.68518788,0.06167618,-0.13455759,0.01983291,-0.01819748,0.06655817,-0.09176165,0.32624259,-0.39033114,0.18632101,-0.39675792,0.00000000,-0.00000000
-5.30965483,0.39217387,-0.71671331,0.27966519,-0.65287969,0.05686016,-0.13099212,0.01918907,-0.01757967,0.06244337,-0.08519440,0.30483157,-0.36682055,0.17674120,-0.38615147,0.00000000,-0.00000000
-5.30365183,0.36865964,-0.68912510,0.25764030,-0.62130215,0.05230334,-0.12741595,0.01854027,-0.01694968,0.05837339,-0.07862845,0.28304840,-0.34248709,0.16769539,-0.37589624,0.00000000,-0.00000000
-5.29764882,0.34624211,-0.66204592,0.23654800,-0.59066432,0.04804432,-0.12385872,0.01789789,-0.01632225,0.05442530,-0.07213069,0.26123077,-0.31771206,0.15925059,-0.36606497,0.00000000,-0.00000000
-5.29164582,0.32517376,-0.63570633,0.21656591,-0.56113837,0.04411877,-0.12034458,0.01727133,-0.01571071,0.05067330,-0.06576469,0.23969213,-0.29286076,0.15146163,-0.35670994,0.00000000,-0.00000000
-5.28564282,0.30567551,-0.61029303,0.19785462,-0.53285481,0.04055867,-0.11689077,0.01666778,-0.01512660,0.04718697,-0.05958920,0.21871482,-0.26827326,0.14436919,-0.34785883,0.00000000,-0.00000000
-5.27963982,0.28793168,-0.58594229,0.18055334,-0.50589985,0.03739166,-0.11350685,0.01609211,-0.01457926,0.04402972,-0.05365684,0.19854479,-0.24425672,0.13799860,-0.33951226,0.00000000,-0.00000000
-5.27363682,0.27208663,-0.56273660,0.16477646,-0.48031513,0.03464044,-0.11019456,0.01554686,-0.01407560,0.04125746,-0.04801318,0.17938813,-0.22107954,0.13235943,-0.33164321,0.00000000,-0.00000000
-5.26763382,0.25824294,-0.54070470,0.15061129,-0.45609960,0.03232238,-0.10694820,0.01503240,-0.01361994,0.03891755,-0.04269612,0.16140922,-0.19896731,0.12744576,-0.32419824,0.00000000,-0.00000000
-5.26163082,0.24646102,-0.51982467,0.13811675,-0.43321353,0.03044914,-0.10375562,0.01454708,-0.01321406,0.03704805,-0.03773558,0.14473058,-0.17810069,0.12323704,-0.31710031,0.00000000,-0.00000000
