energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.60980490,4.18029619,0.45486315,0.26875495,0.00179550,1.15202454,0.10462030,1.19116220,1.25544714,0.91996081
-5.60380190,4.02217102,0.39473507,0.24109669,0.00163040,1.18260624,0.09709460,1.06997414,1.28056325,0.95352461
-5.59779890,3.88461716,0.34123294,0.21576187,0.00147535,1.21596671,0.08976929,0.95852509,1.30840071,0.99004304
-5.59179590,3.76719516,0.29395289,0.19266195,0.00133063,1.25209202,0.08268030,0.85650476,1.33896605,1.02944014
-5.58579290,3.66926262,0.25246116,0.17169717,0.00119644,1.29089097,0.07586323,0.76355838,1.37219069,1.07156049
-5.57978989,3.58997109,0.21631020,0.15276141,0.00107290,1.33217857,0.06935277,0.67930405,1.40791423,1.11615583
-5.57378689,3.52826442,0.18505269,0.13574623,0.00096008,1.37566255,0.06318213,0.60334753,1.44587045,1.16287460
-5.56778389,3.48288030,0.15825339,0.12054429,0.00085803,1.42093413,0.05738247,0.53529443,1.48567741,1.21125542
-5.56178089,3.45235723,0.13549859,0.10705200,0.00076675,1.46746398,0.05198249,0.47475999,1.52683266,1.26072520
-5.55577789,3.43504841,0.11640348,0.09517148,0.00068624,1.51460425,0.04700805,0.42137653,1.56871431,1.31060266
-5.54977489,3.42914377,0.10061727,0.08481199,0.00061649,1.56159695,0.04248183,0.37479886,1.61058858,1.36010765
-5.54377189,3.43270069,0.08782636,0.07589073,0.00055749,1.60758886,0.03842322,0.33470784,1.65162387,1.40837614
-5.53776888,3.44368312,0.07775576,0.06833328,0.00050924,1.65165278,0.03484821,0.30081220,1.69091128,1.45448090
-5.53176588,3.46000830,0.07016890,0.06207348,0.00047176,1.69281425,0.03176932,0.27284888,1.72749075,1.49745706
-5.52576288,3.47959941,0.06486613,0.05705304,0.00044508,1.73008287,0.02919568,0.25058191,1.76038198,1.53633160
-5.51975988,3.50044171,0.06168199,0.05322081,0.00042926,1.76248673,0.02713298,0.23380001,1.78861863,1.57015568
-5.51375688,3.52063970,0.06048159,0.05053170,0.00042436,1.78910841,0.02558357,0.22231294,1.81128431,1.59803820
-5.50775388,3.53847199,0.06115615,0.04894545,0.00043047,1.80912067,0.02454634,0.21594671,1.82754839,1.61917897
-5.50175088,3.55244102,0.06361792,0.04842511,0.00044767,1.82182001,0.02401672,0.21453770,1.83670004,1.63290000
-5.49574787,3.56131442,0.06779474,0.04893541,0.00047602,1.82665639,0.02398652,0.21792586,1.83817832,1.63867300
-5.48974487,3.56415575,0.07362419,0.05044095,0.00051558,1.82325735,0.02444368,0.22594717,1.83159713,1.63614195
-5.48374187,3.56034233,0.08104769,0.05290439,0.00056635,1.81144531,0.02537206,0.23842552,1.81676321,1.62513921
-5.47773887,3.54956928,0.09000467,0.05628456,0.00062827,1.79124713,0.02675111,0.25516441,1.79368658,1.60569458
-5.47173587,3.53183909,0.10042691,0.06053477,0.00070121,1.76289523,0.02855556,0.27593876,1.76258267,1.57803659
-5.46573287,3.50743757,0.11223336,0.06560112,0.00078494,1.72682043,0.03075515,0.30048724,1.72386603,1.54258603
-5.45972986,3.47689741,0.12532551,0.07142117,0.00087911,1.68363676,0.03331445,0.32850562,1.67813617,1.49994211
-5.45372686,3.44095166,0.13958367,0.07792295,0.00098323,1.63411924,0.03619267,0.35964151,1.62615615,1.45086193
-5.44772386,3.40048004,0.15486417,0.08502428,0.00109671,1.57917572,0.03934384,0.39349106,1.56882531,1.39623434
-5.44172086,3.35645134,0.17099771,0.09263272,0.00121879,1.51981449,0.04271694,0.42959782,1.50714756,1.33704962
-5.43571786,3.30986549,0.18778909,0.10064598,0.00134857,1.45710924,0.04625641,0.46745432,1.44219689,1.27436652
-5.42971486,3.26169873,0.20501827,0.10895290,0.00148503,1.39216323,0.04990287,0.50650643,1.37508203,1.20927820
-5.42371186,3.21285527,0.22244292,0.11743512,0.00162703,1.32607455,0.05359398,0.54616054,1.30691181,1.14287880
-5.41770885,3.16412789,0.23980231,0.12596914,0.00177333,1.25990387,0.05726564,0.58579371,1.23876303,1.07623203
-5.41170585,3.11616976,0.25682269,0.13442906,0.00192262,1.19464630,0.06085329,0.62476630,1.17165207,1.01034313
-5.40570285,3.06947868,0.27322369,0.14268958,0.00207356,1.13120828,0.06429344,0.66243688,1.10651135,0.94613524
-5.39969985,3.02439393,0.28872581,0.15062935,0.00222481,1.07039027,0.06752522,0.69817875,1.04417135,0.88443083
-5.39369685,2.98110554,0.30305858,0.15813450,0.00237506,1.01287564,0.07049198,0.73139752,0.98534855,0.82593868
-5.38769385,2.93967451,0.31596907,0.16510208,0.00252308,0.95922561,0.07314288,0.76154894,0.93063925,0.77124640
-5.38169085,2.90006206,0.32723044,0.17144339,0.00266771,0.90988001,0.07543428,0.78815610,0.88051889,0.72081827
-5.37568784,2.86216558,0.33665011,0.17708691,0.00280794,0.86516311,0.07733102,0.81082533,0.83534633,0.67499803
-5.36968484,2.82585844,0.34407720,0.18198079,0.00294292,0.82529379,0.07880736,0.82925995,0.79537215,0.63401578
-5.36368184,2.79103100,0.34940899,0.18609471,0.00307193,0.79039887,0.07984765,0.84327121,0.76075016,0.59799829
-5.35767884,2.75762988,0.35259589,0.18942109,0.00319444,0.76052879,0.08044666,0.85278583,0.73155090,0.56698177
-5.35167584,2.72569336,0.35364492,0.19197542,0.00331005,0.73567433,0.08060951,0.85784991,0.70777643,0.54092631
-5.34567284,2.69538078,0.35262141,0.19379600,0.00341853,0.71578366,0.08035126,0.85862889,0.68937527,0.51973101
-5.33966983,2.66699452,0.34964885,0.19494282,0.00351974,0.70077870,0.07969618,0.85540362,0.67625680,0.50324913
-5.33366683,2.64099383,0.34490695,0.19549584,0.00361364,0.69057007,0.07867664,0.84856278,0.66830464,0.49130262
-5.32766383,2.61800005,0.33862796,0.19555266,0.00370027,0.68507036,0.07733189,0.83859208,0.66538840,0.48369549
-5.32166083,2.59879365,0.33109140,0.19522586,0.00377967,0.68420493,0.07570657,0.82606063,0.66737364,0.48022563
-5.31565783,2.58430358,0.32261740,0.19463994,0.00385189,0.68792050,0.07384913,0.81160525,0.67412995,0.48069490
-5.30965483,2.57558999,0.31355904,0.19392824,0.00391694,0.69619100,0.07181029,0.79591340,0.68553708,0.48491734
-5.30365183,2.57382137,0.30429377,0.19322974,0.00397477,0.70902097,0.06964153,0.77970531,0.70148926,0.49272527
-5.29764882,2.58024731,0.29521429,0.19268607,0.00402530,0.72644647,0.06739369,0.76371615,0.72189779,0.50397361
-5.29164582,2.59616794,0.28671929,0.19243871,0.00406834,0.74853348,0.06511579,0.74867870,0.74669205,0.51854216
-5.28564282,2.62290093,0.27920403,0.19262648,0.00410368,0.77537416,0.06285400,0.73530696,0.77581904,0.53633601
-5.27963982,2.66174680,0.27305121,0.19338327,0.00413106,0.80708068,0.06065097,0.72428121,0.80924143,0.55728422
-5.27363682,2.71395298,0.26862222,0.19483615,0.00415022,0.84377717,0.05854526,0.71623451,0.84693423,0.58133672
-5.26763382,2.78067691,0.26624886,0.19710369,0.00416094,0.88558943,0.05657111,0.71174096,0.88887998,0.60845958
-5.26163082,2.86294848,0.26622570,0.20029444,0.00416306,0.93263299,0.05475835,0.71130541,0.93506249,0.63862872
-5.25562781,2.96163173,0.26880308,0.20450561,0.00415654,0.98499929,0.05313251,0.71535479,0.98545896,0.67182222
-5.24962481,3.07738626,0.27418089,0.20982172,0.00414151,1.04274066,0.05171501,0.72423072,1.04003064,0.70801137
-5.24362181,3.21062873,0.28250310,0.21631324,0.00411830,1.10585409,0.05052343,0.73818333,1.09871213,0.74715073
-5.23761881,3.36149500,0.29385309,0.22403519,0.00408745,1.17426465,0.04957180,0.75736614,1.16139936,0.78916752
-5.23161581,3.52980420,0.30824997,0.23302560,0.00404979,1.24780895,0.04887084,0.78183188,1.22793687,0.83395074
-5.22561281,3.71502591,0.32564579,0.24330391,0.00400638,1.32621952,0.04842817,0.81152943,1.29810468,0.88134054
-5.21960980,3.91625233,0.34592402,0.25486936,0.00395855,1.40911103,0.04824838,0.84630181,1.37160562,0.93111838
-5.21360680,4.13217749,0.36889911,0.26769938,0.00390786,1.49596918,0.04833305,0.88588547,1.44805368,0.98299858
-5.20760380,4.36108549,0.39431769,0.28174823,0.00385610,1.58614330,0.04868068,0.92991133,1.52696454,1.03662195
-5.20160080,4.60085021,0.42186118,0.29694594,0.00380520,1.67884363,0.04928652,0.97790762,1.60774901,1.09155201
-5.19559780,4.84894829,0.45115024,0.31319770,0.00375720,1.77314398,0.05014233,1.02930518,1.68971033,1.14727446
-5.18959480,5.10248709,0.48175106,0.33038391,0.00371420,1.86799049,0.05123622,1.08344526,1.77204624,1.20320025
-5.18359180,5.35824870,0.51318353,0.34836101,0.00367827,1.96221682,0.05255241,1.13959034,1.85385633,1.25867260
-5.17758879,5.61275035,0.54493133,0.36696319,0.00365139,2.05456589,0.05407113,1.19693797,1.93415521,1.31297796
-5.17158579,5.86232062,0.57645381,0.38600500,0.00363538,2.14371782,0.05576862,1.25463761,2.01189150,1.36536098
-5.16558279,6.10319024,0.60719944,0.40528505,0.00363184,2.22832354,0.05761724,1.31181045,2.08597252,1.41504296
-5.15957979,6.33159478,0.63662064,0.42459048,0.00364211,2.30704300,0.05958578,1.36757166,2.15529412,1.46124335
-5.15357679,6.54388628,0.66418937,0.44370245,0.00366719,2.37858662,0.06163998,1.42105465,2.21877463,1.50320354
-5.14757379,6.73664954,0.68941323,0.46240208,0.00370773,2.44175852,0.06374312,1.47143644,2.27539186,1.54021183
-5.14157079,6.90681870,0.71185126,0.48047705,0.00376401,2.49549958,0.06585691,1.51796349,2.32422153,1.57162878
-5.13556778,7.05178881,0.73112901,0.49772820,0.00383591,2.53892845,0.06794245,1.55997666,2.36447546,1.59691160
-5.12956478,7.16951760,0.74695218,0.51397619,0.00392294,2.57137864,0.06996131,1.59693449,2.39553775,1.61563642
-5.12356178,7.25861228,0.75911802,0.52906759,0.00402426,2.59242980,0.07187670,1.62843360,2.41699699,1.62751747
-5.11755878,7.31839709,0.76752426,0.54288038,0.00413868,2.60193150,0.07365465,1.65422518,2.42867301,1.63242208
-5.11155578,7.34895761,0.77217469,0.55532833,0.00426472,2.60001828,0.07526516,1.67422669,2.43063629,1.63038064
-5.10555278,7.35115918,0.77318122,0.56636415,0.00440066,2.58711488,0.07668327,1.68852803,2.42321905,1.62159101
-5.09954977,7.32663749,0.77076210,0.57598119,0.00454457,2.56393114,0.07789003,1.69739158,2.40701685,1.60641693
-5.09354677,7.27776079,0.76523614,0.58421342,0.00469439,2.53144643,0.07887324,1.70124595,2.38288042,1.58538036
-5.08754377,7.20756453,0.75701315,0.59113386,0.00484798,2.49088399,0.07962808,1.70067328,2.35189746,1.55914799
-5.08154077,7.11966005,0.74658060,0.59685119,0.00500315,2.44367599,0.08015745,1.69639056,2.31536481,1.52851228
-5.07553777,7.01812068,0.73448718,0.60150488,0.00515773,2.39142044,0.08047212,1.68922531,2.27475200,1.49436775
-5.06953477,6.90734900,0.72132358,0.60525882,0.00530961,2.33583171,0.08059060,1.68008659,2.23165721,1.45768342
-5.06353177,6.79193037,0.70770139,0.60829389,0.00545677,2.27868626,0.08053878,1.66993228,2.18775725,1.41947251
-5.05752876,6.67647818,0.69423078,0.61079953,0.00559732,2.22176583,0.08034940,1.65973400,2.14475358,1.38076045
-5.05152576,6.56547663,0.68149792,0.61296497,0.00572951,2.16680006,0.08006125,1.65044079,2.10431624,1.34255250
-5.04552276,6.46312718,0.67004299,0.61497026,0.00585175,2.11541085,0.07971821,1.64294320,2.06802796,1.30580223
-5.03951976,6.37320459,0.66033974,0.61697768,0.00596259,2.06906042,0.07936817,1.63803920,2.03733059,1.27138197
-5.03351676,6.29892794,0.65277738,0.61912386,0.00606077,2.02900500,0.07906178,1.63640322,2.01347592,1.24005638
-5.02751376,6.24285194,0.64764570,0.62151308,0.00614515,1.99625594,0.07885116,1.63855976,1.99748285,1.21246004
-5.02151076,6.20678246,0.64512391,0.62421204,0.00621475,1.97154946,0.07878851,1.64486262,1.99010254,1.18907984
-5.01550775,6.19171968,0.64527381,0.62724642,0.00626871,1.95532619,0.07892475,1.65548075,1.99179285,1.17024275
-5.00950475,6.19783113,0.64803762,0.63059950,0.00630629,1.94772125,0.07930807,1.67039138,2.00270314,1.15610939
-5.00350175,6.22445559,0.65324051,0.63421284,0.00632689,1.94856488,0.07998267,1.68938071,2.02266991,1.14667338
-4.99749875,6.27013778,0.66059793,0.63798924,0.00632998,1.95739374,0.08098742,1.71205246,2.05122346,1.14176660
-4.99149575,6.33269242,0.66972724,0.64179772,0.00631516,1.97347231,0.08235473,1.73784378,2.08760526,1.14106981
-4.98549275,6.40929520,0.68016343,0.64548053,0.00628215,1.99582330,0.08410951,1.76604808,2.13079534,1.14412836
-4.97948974,6.49659710,0.69137813,0.64886171,0.00623081,2.02326609,0.08626828,1.79584395,2.17954860,1.15037215
-4.97348674,6.59085747,0.70280112,0.65175707,0.00616111,2.05446159,0.08883855,1.82632884,2.23243865,1.15913913
-4.96748374,6.68809077,0.71384360,0.65398496,0.00607324,2.08796164,0.09181830,1.85655641,2.28790739,1.16970132
-4.96148074,6.78422102,0.72392207,0.65537745,0.00596753,2.12226137,0.09519586,1.88557575,2.34431856,1.18129241
-4.95547774,6.87523802,0.73248191,0.65579140,0.00584456,2.15585228,0.09894992,1.91247108,2.40001313,1.19313587
-4.94947474,6.95734922,0.73901966,0.65511888,0.00570514,2.18727420,0.10304988,1.93640009,2.45336455,1.20447259
-4.94347174,7.02712131,0.74310305,0.65329640,0.00555031,2.21516431,0.10745649,1.95662946,2.50283181,1.21458701
-4.93746873,7.08160632,0.74438800,0.65031265,0.00538138,2.23830145,0.11212275,1.97256606,2.54700847,1.22283103
-4.93146573,7.11844730,0.74263193,0.64621410,0.00519994,2.25564427,0.11699499,1.98378243,2.58466597,1.22864468
-4.92546273,7.13596028,0.73770276,0.64110849,0.00500782,2.26636200,0.12201432,1.99003565,2.61478997,1.23157326
-4.91945973,7.13318938,0.72958350,0.63516569,0.00480710,2.26985718,0.12711807,1.99127877,2.63660841,1.23128023
-4.91345673,7.10993400,0.71837215,0.62861609,0.00460005,2.26577959,0.13224148,1.98766438,2.64961089,1.22755587
-4.90745373,7.06674757,0.70427718,0.62174636,0.00438916,2.25403155,0.13731940,1.97954029,2.65355893,1.22032141
-4.90145073,7.00490895,0.68760874,0.61489286,0.00417700,2.23476459,0.14228793,1.96743746,2.64848710,1.20962894
-4.89544772,6.92636836,0.66876627,0.60843277,0.00396627,2.20836841,0.14708605,1.95205091,2.63469569,1.19565721
-4.88944472,6.83367113,0.64822309,0.60277340,0.00375966,2.17545260,0.15165698,1.93421436,2.61273548,1.17870390
-4.88344172,6.72986286,0.62650858,0.59834005,0.00355983,2.13682266,0.15594947,1.91486977,2.58338582,1.15917474
-4.87743872,6.61838072,0.60418903,0.59556278,0.00336934,2.09345134,0.15991865,1.89503309,2.54762711,1.13757016
-4.87143572,6.50293546,0.58184777,0.59486267,0.00319059,2.04644678,0.16352673,1.87575757,2.50660934,1.11447015
-4.86543272,6.38738942,0.56006556,0.59663810,0.00302576,1.99701893,0.16674329,1.85809630,2.46161796,1.09051794
-4.85942971,6.27563517,0.53940197,0.60125146,0.00287675,1.94644551,0.16954530,1.84306533,2.41403868,1.06640313
-4.85342671,6.17147960,0.52037836,0.60901679,0.00274513,1.89603888,0.17191686,1.83160890,2.36532256,1.04284491
-4.84742371,6.07853730,0.50346322,0.62018883,0.00263212,1.84711486,0.17384867,1.82456803,2.31695271,1.02057585
-4.84142071,6.00013690,0.48906006,0.63495389,0.00253856,1.80096427,0.17533735,1.82265370,2.27041349,1.00032660
-4.83541771,5.93924269,0.47749842,0.65342268,0.00246487,1.75882805,0.17638467,1.82642548,2.22716317,0.98281188
-4.82941471,5.89839352,0.46902788,0.67562555,0.00241103,1.72187600,0.17699665,1.83627636,2.18861039,0.96871785
-4.82341171,5.87965958,0.46381526,0.70151010,0.00237664,1.69118950,0.17718280,1.85242406,2.15609461,0.95869087
-4.81740870,5.88461716,0.46194484,0.73094139,0.00236087,1.66774786,0.17695538,1.87490907,2.13087050,0.95332777
-4.81140570,5.91434034,0.46342129,0.76370448,0.00236250,1.65241796,0.17632887,1.90359923,2.11409576,0.95316713
-4.80540270,5.96940810,0.46817510,0.79950945,0.00237997,1.64594669,0.17531954,1.93820040,2.10682172,0.95868167
-4.79939970,6.04992449,0.47607007,0.83799850,0.00241141,1.64895542,0.17394526,1.97827253,2.10998594,0.97027126
-4.79339670,6.15554931,0.48691233,0.87875491,0.00245469,1.66193582,0.17222551,2.02325034,2.12440580,0.98825639
-4.78739370,6.28553633,0.50046061,0.92131357,0.00250747,1.68524629,0.17018151,2.07246757,2.15077219,1.01287173
-4.78139070,6.43877609,0.51643711,0.96517267,0.00256726,1.71910850,0.16783643,2.12518354,2.18964240,1.04425974
-4.77538769,6.61384047,0.53453866,1.00980611,0.00263151,1.76360334,0.16521575,2.18061102,2.24143146,1.08246410
-4.76938469,6.80902650,0.55444774,1.05467629,0.00269763,1.81866624,0.16234749,2.23794404,2.30640158,1.12742308
-4.76338169,7.02239741,0.57584289,1.09924677,0.00276312,1.88408164,0.15926242,2.29638456,2.38464945,1.17896299
-4.75737869,7.25181927,0.59840834,1.14299445,0.00282557,1.95947699,0.15599412,2.35516698,2.47609162,1.23679200
-4.75137569,7.49499251,0.62184251,1.18542090,0.00288277,2.04431656,0.15257884,2.41357952,2.58044860,1.30049474
-4.74537269,7.74947790,0.64586519,1.22606243,0.00293271,2.13789592,0.14905509,2.47098172,2.69722863,1.36952833
-4.73936968,8.01271754,0.67022325,1.26449876,0.00297369,2.23933789,0.14546308,2.52681762,2.82571226,1.44322032
-4.73336668,8.28205156,0.69469486,1.30035990,0.00300429,2.34759093,0.14184380,2.58062417,2.96493936,1.52076935
-4.72736368,8.55473192,0.71909199,1.33333119,0.00302343,2.46143109,0.13823800,2.63203479,3.11370011,1.60124904
-4.72136068,8.82793486,0.74326142,1.36315647,0.00303039,2.57946831,0.13468492,2.68077818,3.27053158,1.68361570
-4.71535768,9.09877356,0.76708404,1.38963917,0.00302476,2.70015812,0.13122103,2.72667265,3.43372138,1.76672037
-4.70935468,9.36431268,0.79047276,1.41264153,0.00300647,2.82181919,0.12787860,2.76961640,3.60131967,1.84932526
-4.70335168,9.62158612,0.81336893,1.43208209,0.00297578,2.94265696,0.12468446,2.80957442,3.77116030,1.93012475
-4.69734867,9.86761897,0.83573755,1.44793149,0.00293320,3.06079349,0.12165888,2.84656269,3.94089149,2.00777059
-4.69134567,10.09945438,0.85756141,1.46020693,0.00287947,3.17430280,0.11881460,2.88063048,4.10801592,2.08090077
-4.68534267,10.31418539,0.87883436,1.46896565,0.00281555,3.28125103,0.11615622,2.91184181,4.26993941,2.14817127
-4.67933967,10.50899148,0.89955406,1.47429758,0.00274253,3.37974018,0.11367993,2.94025691,4.42402693,2.20828971
-4.67333667,10.68117905,0.91971447,1.47631774,0.00266159,3.46795379,0.11137356,2.96591456,4.56766416,2.26004951
-4.66733367,10.82822481,0.93929836,1.47515867,0.00257398,3.54420298,0.10921705,2.98881651,4.69832237,2.30236339
-4.66133067,10.94782069,0.95827040,1.47096326,0.00248095,3.60697090,0.10718329,3.00891461,4.81362420,2.33429465
-4.65532766,11.03791882,0.97657109,1.46387851,0.00238374,3.65495382,0.10523925,3.02610161,4.91140763,2.35508499
-4.64932466,11.09677516,0.99411187,1.45405037,0.00228352,3.68709698,0.10334745,3.04020625,4.98978562,2.36417748
-4.64332166,11.12299026,1.01077206,1.44162009,0.00218141,3.70262385,0.10146762,3.05099316,5.04719905,2.36123376
