energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.57378689,3.01928437,0.01415823,0.37258596,0.85967063,1.05166229,0.00422836,1.37877794,0.86175106,0.34078110
-5.56778389,3.06265215,0.01381807,0.38722039,0.87216474,1.07956226,0.00454341,1.37290716,0.87568446,0.33983840
-5.56178089,3.11060757,0.01341907,0.40209752,0.88407780,1.11102210,0.00489378,1.36755048,0.88895722,0.33921123
-5.55577789,3.16254601,0.01296892,0.41706982,0.89521812,1.14582860,0.00527479,1.36257633,0.90129519,0.33886096
-5.54977489,3.21773676,0.01247576,0.43198180,0.90539828,1.18368919,0.00568113,1.35782198,0.91241384,0.33874185
-5.54377189,3.27532377,0.01194797,0.44667123,0.91443676,1.22422903,0.00610686,1.35309540,0.92202295,0.33880058
-5.53776888,3.33433261,0.01139391,0.46097109,0.92215986,1.26699124,0.00654545,1.34817884,0.92983258,0.33897636
-5.53176588,3.39368357,0.01082167,0.47471202,0.92840417,1.31144045,0.00698983,1.34283426,0.93556019,0.33920150
-5.52576288,3.45221094,0.01023888,0.48772552,0.93301928,1.35696982,0.00743250,1.33681018,0.93893856,0.33940255
-5.51975988,3.50868773,0.00965258,0.49984766,0.93587080,1.40291138,0.00786565,1.32984973,0.93972433,0.33950188
-5.51375688,3.56185525,0.00906907,0.51092325,0.93684364,1.44854952,0.00828132,1.32169951,0.93770654,0.33941953
-5.50775388,3.61045647,0.00849383,0.52081044,0.93584543,1.49313723,0.00867158,1.31211886,0.93271507,0.33907555
-5.50175088,3.65327206,0.00793153,0.52938553,0.93281005,1.53591465,0.00902872,1.30088903,0.92462826,0.33839235
-5.49574787,3.68915773,0.00738596,0.53654786,0.92770107,1.57612927,0.00934547,1.28782196,0.91337952,0.33729721
-5.48974487,3.71708150,0.00686014,0.54222460,0.92051517,1.61305715,0.00961519,1.27276823,0.89896254,0.33572476
-5.48374187,3.73615956,0.00635630,0.54637531,0.91128513,1.64602430,0.00983206,1.25562385,0.88143468,0.33361929
-5.47773887,3.74568911,0.00587600,0.54899592,0.90008257,1.67442756,0.00999128,1.23633560,0.86091850,0.33093689
-5.47173587,3.74517703,0.00542024,0.55012204,0.88701992,1.69775412,0.01008924,1.21490478,0.83760117,0.32764718
-5.46573287,3.73436300,0.00498950,0.54983137,0.87225174,1.71559885,0.01012360,1.19138920,0.81173182,0.32373473
-5.45972986,3.71323617,0.00458387,0.54824499,0.85597500,1.72767882,0.01009337,1.16590334,0.78361676,0.31920000
-5.45372686,3.68204425,0.00420315,0.54552731,0.83842824,1.73384430,0.00999900,1.13861675,0.75361294,0.31405980
-5.44772386,3.64129471,0.00384692,0.54188464,0.81988940,1.73408580,0.00984233,1.10975063,0.72211961,0.30834720
-5.44172086,3.59174743,0.00351461,0.53756212,0.80067220,1.72853657,0.00962652,1.07957283,0.68956870,0.30211100
-5.43571786,3.53439885,0.00320557,0.53283915,0.78112106,1.71747060,0.00935599,1.04839141,0.65641416,0.29541460
-5.42971486,3.47045778,0.00291911,0.52802308,0.76160437,1.70129578,0.00903626,1.01654681,0.62312067,0.28833440
-5.42371186,3.40131342,0.00265455,0.52344148,0.74250631,1.68054245,0.00867377,0.98440304,0.59015199,0.28095784
-5.41770885,3.32849621,0.00241119,0.51943292,0.72421729,1.65584759,0.00827569,0.95233796,0.55795957,0.27338086
-5.41170585,3.25363290,0.00218840,0.51633662,0.70712323,1.62793513,0.00784968,0.92073299,0.52697153,0.26570521
-5.40570285,3.17839679,0.00198552,0.51448122,0.69159395,1.59759287,0.00740368,0.88996256,0.49758244,0.25803538
-5.39969985,3.10445505,0.00180196,0.51417302,0.67797104,1.56564692,0.00694570,0.86038340,0.47014421,0.25047541
-5.39369685,3.03341468,0.00163707,0.51568409,0.66655573,1.53293442,0.00648354,0.83232416,0.44495824,0.24312560
-5.38769385,2.96676894,0.00149024,0.51924081,0.65759713,1.50027554,0.00602465,0.80607557,0.42226904,0.23607935
-5.38169085,2.90584641,0.00136078,0.52501314,0.65128143,1.46844582,0.00557588,0.78188144,0.40225949,0.22942000
-5.37568784,2.85176433,0.00124797,0.53310533,0.64772256,1.43814979,0.00514341,0.75993078,0.38504766,0.22321807
-5.36968484,2.80538823,0.00115104,0.54354831,0.64695477,1.40999698,0.00473254,0.74035142,0.37068545,0.21752881
-5.36368184,2.76729950,0.00106911,0.55629438,0.64892763,1.38448120,0.00434769,0.72320527,0.35915878,0.21239020
-5.35767884,2.73777224,0.00100124,0.57121432,0.65350372,1.36196400,0.00399226,0.70848550,0.35038949,0.20782160
-5.35167584,2.71676056,0.00094641,0.58809741,0.66045935,1.34266284,0.00366869,0.69611586,0.34423870,0.20382290
-5.34567284,2.70389709,0.00090349,0.60665429,0.66948838,1.32664469,0.00337841,0.68595217,0.34051162,0.20037452
-5.33966983,2.69850282,0.00087129,0.62652280,0.68020912,1.31382513,0.00312192,0.67778608,0.33896368,0.19743791
-5.33366683,2.69960840,0.00084856,0.64727662,0.69217423,1.30397325,0.00289886,0.67135099,0.33930765,0.19495694
-5.32766383,2.70598588,0.00083398,0.66843650,0.70488320,1.29672192,0.00270804,0.66633009,0.34122185,0.19285986
-5.32166083,2.71619018,0.00082621,0.68948367,0.71779712,1.29158323,0.00254763,0.66236618,0.34435890,0.19106181
-5.31565783,2.72860849,0.00082389,0.70987500,0.73035513,1.28796841,0.00241521,0.65907304,0.34835514,0.18946794
-5.30965483,2.74151587,0.00082569,0.72905926,0.74199183,1.28521142,0.00230789,0.65604787,0.35284018,0.18797684
-5.30365183,2.75313483,0.00083028,0.74649393,0.75215518,1.28259515,0.00222247,0.65288448,0.35744652,0.18648426
-5.29764882,2.76169663,0.00083641,0.76166187,0.76032392,1.27937931,0.00215555,0.64918664,0.36181886,0.18488689
-5.29164582,2.76550177,0.00084290,0.77408721,0.76602404,1.27482877,0.00210361,0.64458100,0.36562298,0.18308613
-5.28564282,2.76297746,0.00084868,0.78334973,0.76884338,1.26824119,0.00206319,0.63872929,0.36855378,0.18099165
-5.27963982,2.75272963,0.00085279,0.78909741,0.76844410,1.25897283,0.00203092,0.63133914,0.37034238,0.17852456
-5.27363682,2.73358778,0.00085439,0.79105637,0.76457227,1.24646162,0.00200363,0.62217316,0.37076203,0.17562016
-5.26763382,2.70464084,0.00085282,0.78903818,0.75706439,1.23024653,0.00197845,0.61105595,0.36963260,0.17223011
-5.26163082,2.66526300,0.00084755,0.78294406,0.74585060,1.20998265,0.00195282,0.59787881,0.36682367,0.16832390
-5.25562781,2.61512870,0.00083821,0.77276603,0.73095462,1.18545145,0.00192460,0.58260196,0.36225601,0.16388973
-5.24962481,2.55421660,0.00082459,0.75858502,0.71249042,1.15656606,0.00189201,0.56525426,0.35590150,0.15893457
-5.24362181,2.48280286,0.00080663,0.74056616,0.69065593,1.12337154,0.00185371,0.54593061,0.34778153,0.15348362
-5.23761881,2.40144428,0.00078441,0.71895150,0.66572421,1.08604035,0.00180880,0.52478700,0.33796399,0.14757911
-5.23161581,2.31095262,0.00075815,0.69405062,0.63803244,1.04486352,0.00175674,0.50203377,0.32655896,0.14127854
-5.22561281,2.21236142,0.00072818,0.66622953,0.60796943,1.00023801,0.00169741,0.47792713,0.31371330,0.13465244
-5.21960980,2.10688712,0.00069491,0.63589841,0.57596205,0.95265110,0.00163101,0.45275961,0.29960444,0.12778179
-5.21360680,1.99588613,0.00065884,0.60349873,0.54246133,0.90266252,0.00155805,0.42684967,0.28443356,0.12075518
-5.20760380,1.88081002,0.00062053,0.56949019,0.50792863,0.85088528,0.00147926,0.40053096,0.26841846,0.11366585
-5.20160080,1.76316032,0.00058054,0.53433805,0.47282258,0.79796597,0.00139561,0.37414174,0.25178637,0.10660871
-5.19559780,1.64444493,0.00053948,0.49850127,0.43758710,0.74456532,0.00130817,0.34801467,0.23476696,0.09967745
-5.18959480,1.52613743,0.00049793,0.46242169,0.40264083,0.69133987,0.00121812,0.32246742,0.21758587,0.09296185
-5.18359180,1.40964056,0.00045645,0.42651473,0.36836841,0.63892516,0.00112666,0.29779441,0.20045874,0.08654529
-5.17758879,1.29625490,0.00041557,0.39116164,0.33511357,0.58792105,0.00103501,0.27425967,0.18358620,0.08050265
-5.17158579,1.18715323,0.00037576,0.35670347,0.30317418,0.53887943,0.00094430,0.25209125,0.16714970,0.07489854
-5.16558279,1.08336104,0.00033742,0.32343686,0.27279931,0.49229454,0.00085560,0.23147704,0.15130830,0.06978588
-5.15957979,0.98574311,0.00030090,0.29161142,0.24418797,0.44859590,0.00076985,0.21256201,0.13619653,0.06520496
-5.15357679,0.89499596,0.00026649,0.26142881,0.21748966,0.40814379,0.00068785,0.19544703,0.12192320,0.06118283
-5.14757379,0.81164586,0.00023437,0.23304327,0.19280622,0.37122702,0.00061029,0.18018891,0.10857112,0.05773309
-5.14157079,0.73605160,0.00020470,0.20656333,0.17019495,0.33806288,0.00053766,0.16680178,0.09619772,0.05485612
-5.13556778,0.66841147,0.00017754,0.18205466,0.14967254,0.30879870,0.00047034,0.15525944,0.08483632,0.05253953
-5.12956478,0.60877370,0.00015291,0.15954371,0.13121980,0.28351493,0.00040855,0.14549882,0.07449802,0.05075905
-5.12356178,0.55704940,0.00013079,0.13902191,0.11478659,0.26222914,0.00035236,0.13742403,0.06517405,0.04947961
-5.11755878,0.51302744,0.00011108,0.12045035,0.10029709,0.24490079,0.00030175,0.13091119,0.05683843,0.04865670
-5.11155578,0.47639050,0.00009369,0.10376455,0.08765491,0.23143635,0.00025657,0.12581359,0.04945080,0.04823795
-5.10555278,0.44673161,0.00007847,0.08887929,0.07674804,0.22169457,0.00021661,0.12196724,0.04295934,0.04816488
-5.09954977,0.42357078,0.00006526,0.07569332,0.06745346,0.21549177,0.00018157,0.11919654,0.03730361,0.04837469
-5.09354677,0.40637122,0.00005390,0.06409376,0.05964138,0.21260692,0.00015112,0.11731996,0.03241731,0.04880224
-5.08754377,0.39455485,0.00004420,0.05396019,0.05317890,0.21278656,0.00012488,0.11615563,0.02823076,0.04938202
-5.08154077,0.38751699,0.00003599,0.04516826,0.04793328,0.21574952,0.00010246,0.11552671,0.02467322,0.05005005
-5.07553777,0.38463990,0.00002911,0.03759290,0.04377463,0.22119151,0.00008347,0.11526642,0.02167480,0.05074583
-5.06953477,0.38530530,0.00002337,0.03111104,0.04057820,0.22878964,0.00006751,0.11522251,0.01916821,0.05141400
-5.06353177,0.38890579,0.00001864,0.02560376,0.03822620,0.23820698,0.00005422,0.11526135,0.01709007,0.05200601
-5.05752876,0.39485517,0.00001476,0.02095808,0.03660920,0.24909727,0.00004323,0.11527123,0.01538196,0.05248149
-5.05152576,0.40259765,0.00001160,0.01706825,0.03562724,0.26110989,0.00003423,0.11516504,0.01399123,0.05280931
-5.04552276,0.41161614,0.00000906,0.01383668,0.03519061,0.27389503,0.00002691,0.11488208,0.01287149,0.05296848
-5.03951976,0.42143943,0.00000702,0.01117444,0.03522045,0.28710921,0.00002102,0.11438920,0.01198286,0.05294863
-5.03351676,0.43164841,0.00000541,0.00900156,0.03564904,0.30042098,0.00001631,0.11368095,0.01129204,0.05275020
-5.02751376,0.44188118,0.00000414,0.00724699,0.03641996,0.31351680,0.00001258,0.11277899,0.01077223,0.05238426
-5.02151076,0.45183711,0.00000315,0.00584837,0.03748814,0.32610689,0.00000965,0.11173074,0.01040283,0.05187207
-5.01550775,0.46127963,0.00000239,0.00475170,0.03881963,0.33793083,0.00000739,0.11060716,0.01016909,0.05124420
-5.00950475,0.47003771,0.00000181,0.00391081,0.04039137,0.34876277,0.00000568,0.10949997,0.01006164,0.05053952
-5.00350175,0.47800599,0.00000138,0.00328677,0.04219072,0.35841595,0.00000440,0.10851827,0.01007599,0.04980380
-4.99749875,0.48514342,0.00000106,0.00284735,0.04421488,0.36674620,0.00000350,0.10778470,0.01021191,0.04908819
-4.99149575,0.49147032,0.00000084,0.00256630,0.04647014,0.37365437,0.00000293,0.10743124,0.01047291,0.04844757
-4.98549275,0.49706395,0.00000071,0.00242278,0.04897106,0.37908736,0.00000264,0.10759491,0.01086564,0.04793877
-4.97948974,0.50205261,0.00000065,0.00240077,0.05173942,0.38303765,0.00000263,0.10841340,0.01139928,0.04761880
-4.97348674,0.50660837,0.00000066,0.00248849,0.05480316,0.38554132,0.00000291,0.11002081,0.01208507,0.04754313
-4.96748374,0.51093867,0.00000075,0.00267789,0.05819513,0.38667453,0.00000352,0.11254372,0.01293577,0.04776406
-4.96148074,0.51527705,0.00000092,0.00296422,0.06195189,0.38654864,0.00000453,0.11609764,0.01396525,0.04832926
-4.95547774,0.51987337,0.00000120,0.00334563,0.06611242,0.38530408,0.00000601,0.12078401,0.01518812,0.04928056
-4.94947474,0.52498385,0.00000159,0.00382282,0.07071689,0.38310340,0.00000811,0.12668786,0.01661941,0.05065296
-4.94347174,0.53086154,0.00000214,0.00439877,0.07580555,0.38012359,0.00001100,0.13387623,0.01827436,0.05247395
-4.93746873,0.53774741,0.00000289,0.00507845,0.08141768,0.37654844,0.00001490,0.14239737,0.02016825,0.05476315
-4.93146573,0.54586270,0.00000389,0.00586869,0.08759075,0.37256087,0.00002012,0.15228075,0.02231631,0.05753228
-4.92546273,0.55540281,0.00000522,0.00677792,0.09435978,0.36833615,0.00002701,0.16353795,0.02473372,0.06078545
-4.91945973,0.56653302,0.00000696,0.00781606,0.10175687,0.36403587,0.00003602,0.17616425,0.02743562,0.06451975
-4.91345673,0.57938636,0.00000922,0.00899431,0.10981100,0.35980338,0.00004773,0.19014093,0.03043713,0.06872612
-4.90745373,0.59406350,0.00001212,0.01032504,0.11854799,0.35576073,0.00006280,0.20543821,0.03375347,0.07339047
-4.90145073,0.61063483,0.00001584,0.01182153,0.12799061,0.35200718,0.00008204,0.22201849,0.03739998,0.07849494
-4.89544772,0.62914445,0.00002054,0.01349777,0.13815883,0.34861954,0.00010642,0.23983996,0.04139215,0.08401931
-4.88944472,0.64961568,0.00002646,0.01536818,0.14907006,0.34565400,0.00013705,0.25886014,0.04574560,0.08994240
-4.88344172,0.67205781,0.00003383,0.01744732,0.16073947,0.34314942,0.00017524,0.27903934,0.05047591,0.09624345
-4.87743872,0.69647338,0.00004294,0.01974947,0.17318005,0.34113172,0.00022245,0.30034368,0.05559847,0.10290341
-4.87143572,0.72286559,0.00005412,0.02228822,0.18640263,0.33961909,0.00028036,0.32274755,0.06112805,0.10990595
-4.86543272,0.75124503,0.00006772,0.02507599,0.20041558,0.33862740,0.00035081,0.34623526,0.06707841,0.11723830
-4.85942971,0.78163531,0.00008413,0.02812350,0.21522428,0.33817567,0.00043581,0.37080180,0.07346164,0.12489168
-4.85342671,0.81407688,0.00010376,0.03143922,0.23083026,0.33829089,0.00053752,0.39645257,0.08028747,0.13286142
-4.84742371,0.84862869,0.00012705,0.03502878,0.24723004,0.33901185,0.00065820,0.42320198,0.08756239,0.14114668
-4.84142071,0.88536737,0.00015446,0.03889444,0.26441372,0.34039182,0.00080019,0.45107097,0.09528879,0.14974971
-4.83541771,0.92438363,0.00018643,0.04303450,0.28236332,0.34249942,0.00096582,0.48008349,0.10346397,0.15867484
-4.82941471,0.96577602,0.00022341,0.04744288,0.30105104,0.34541796,0.00115737,0.51026209,0.11207916,0.16792705
-4.82341171,1.00964214,0.00026579,0.05210869,0.32043746,0.34924281,0.00137694,0.54162265,0.12111859,0.17751024
-4.81740870,1.05606758,0.00031395,0.05701590,0.34046981,0.35407709,0.00162640,0.57416872,0.13055863,0.18742536
-4.81140570,1.10511317,0.00036816,0.06214324,0.36108052,0.36002579,0.00190727,0.60788546,0.14036705,0.19766834
-4.80540270,1.15680122,0.00042864,0.06746412,0.38218596,0.36718857,0.00222058,0.64273363,0.15050249,0.20822806
-4.79939970,1.21110120,0.00049547,0.07294678,0.40368575,0.37565169,0.00256679,0.67864387,0.16091410,0.21908436
-4.79339670,1.26791604,0.00056861,0.07855458,0.42546251,0.38547944,0.00294567,0.71551162,0.17154147,0.23020625
-4.78739370,1.32706950,0.00064785,0.08424649,0.44738221,0.39670565,0.00335620,0.75319286,0.18231478,0.24155040
-4.78139070,1.38829570,0.00073284,0.08997764,0.46929514,0.40932577,0.00379649,0.79150104,0.19315525,0.25306009
-4.77538769,1.45123138,0.00082302,0.09570014,0.49103746,0.42328998,0.00426369,0.83020539,0.20397595,0.26466445
-4.76938469,1.51541153,0.00091767,0.10136391,0.51243344,0.43849789,0.00475400,0.86903072,0.21468278,0.27627845
-4.76338169,1.58026907,0.00101585,0.10691768,0.53329813,0.45479523,0.00526263,0.90765892,0.22517576,0.28780327
-4.75737869,1.64513863,0.00111646,0.11230997,0.55344049,0.47197274,0.00578384,0.94573223,0.23535061,0.29912738
-4.75137569,1.70926490,0.00121822,0.11749016,0.57266696,0.48976764,0.00631103,0.98285811,0.24510043,0.31012814
-4.74537269,1.77181524,0.00131972,0.12240949,0.59078513,0.50786763,0.00683681,1.01861582,0.25431764,0.32067400
-4.73936968,1.83189638,0.00141940,0.12702205,0.60760754,0.52591741,0.00735322,1.05256451,0.26289595,0.33062716
-4.73336668,1.88857486,0.00151565,0.13128567,0.62295552,0.54352756,0.00785183,1.08425252,0.27073246,0.33984673
-4.72736368,1.94090026,0.00160680,0.13516267,0.63666270,0.56028544,0.00832404,1.11322775,0.27772974,0.34819212
-4.72136068,1.98793079,0.00169120,0.13862049,0.64857841,0.57576769,0.00876128,1.13904868,0.28379783,0.35552674
-4.71535768,2.02875987,0.00176725,0.14163215,0.65857059,0.58955381,0.00915527,1.16129577,0.28885620,0.36172172
-4.70935468,2.06254298,0.00183346,0.14417654,0.66652823,0.60124017,0.00949826,1.17958270,0.29283551,0.36665959
-4.70335168,2.08852356,0.00188849,0.14623855,0.67236333,0.61045399,0.00978335,1.19356723,0.29567920,0.37023780
-4.69734867,2.10605682,0.00193120,0.14780896,0.67601225,0.61686643,0.01000463,1.20296112,0.29734476,0.37237188
-4.69134567,2.11463058,0.00196070,0.14888426,0.67743649,0.62020435,0.01015744,1.20753881,0.29780478,0.37299810
-4.68534267,2.11388219,0.00197635,0.14946629,0.67662279,0.62026013,0.01023852,1.20714447,0.29704762,0.37207564
-4.67933967,2.10361077,0.00197782,0.14956172,0.67358280,0.61689919,0.01024614,1.20169721,0.29507775,0.36958805
-4.67333667,2.08378427,0.00196508,0.14918151,0.66835211,0.61006467,0.01018014,1.19119403,0.29191570,0.36554394
-4.66733367,2.05454109,0.00193840,0.14834026,0.66098885,0.59977942,0.01004192,1.17571073,0.28759766,0.35997704
-4.66133067,2.01618619,0.00189835,0.14705559,0.65157186,0.58614482,0.00983445,1.15540031,0.28217469,0.35294533
-4.65532766,1.96918184,0.00184578,0.14534744,0.64019861,0.56933694,0.00956211,1.13048928,0.27571160,0.34452960
-4.64932466,1.91413364,0.00178177,0.14323754,0.62698282,0.54959998,0.00923055,1.10127184,0.26828556,0.33483124
-4.64332166,1.85177223,0.00170764,0.14074882,0.61205195,0.52723744,0.00884651,1.06810221,0.25998432,0.32396951
