energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.85592796,3.08884805,0.00296823,0.50168097,0.42709361,0.43591778,3.18813446,1.20140521,0.01545251,0.74157609
-5.84992496,3.10370369,0.00309278,0.49653908,0.42831352,0.44446207,3.18369337,1.20805845,0.01563400,0.75226395
-5.84392196,3.11846628,0.00321194,0.49197898,0.42957362,0.45271045,3.18073837,1.21423370,0.01580191,0.76274733
-5.83791896,3.13333890,0.00332343,0.48816839,0.43087362,0.46058364,3.17991714,1.22001180,0.01595867,0.77291780
-5.83191596,3.14852766,0.00342512,0.48526612,0.43220417,0.46800999,3.18178925,1.22549673,0.01610741,0.78266521
-5.82591296,3.16423348,0.00351511,0.48341729,0.43354699,0.47492867,3.18680061,1.23081159,0.01625180,0.79188046
-5.81990995,3.18064292,0.00359176,0.48274843,0.43487541,0.48129249,3.19526016,1.23609329,0.01639590,0.80045813
-5.81390695,3.19791834,0.00365370,0.48336281,0.43615515,0.48707021,3.20732006,1.24148621,0.01654399,0.80829914
-5.80790395,3.21618768,0.00369994,0.48533605,0.43734546,0.49224810,3.22296028,1.24713519,0.01670029,0.81531320
-5.80190095,3.23553442,0.00372982,0.48871226,0.43840044,0.49683078,3.24197882,1.25317795,0.01686879,0.82142096
-5.79589795,3.25598850,0.00374304,0.49350093,0.43927072,0.50084117,3.26398838,1.25973768,0.01705295,0.82655580
-5.78989495,3.27751883,0.00373969,0.49967470,0.43990532,0.50431966,3.28842019,1.26691592,0.01725551,0.83066545
-5.78389195,3.30002815,0.00372022,0.50716819,0.44025378,0.50732246,3.31453534,1.27478647,0.01747824,0.83371324
-5.77788894,3.32335104,0.00368539,0.51587813,0.44026854,0.50991948,3.34144383,1.28339056,0.01772177,0.83567927
-5.77188594,3.34725563,0.00363627,0.52566464,0.43990754,0.51219165,3.36813088,1.29273382,0.01798541,0.83656149
-5.76588294,3.37144936,0.00357419,0.53635404,0.43913702,0.51422806,3.39348989,1.30278511,0.01826710,0.83637673
-5.75987994,3.39558907,0.00350067,0.54774278,0.43793442,0.51612314,3.41636099,1.31347767,0.01856332,0.83516196
-5.75387694,3.41929537,0.00341741,0.55960275,0.43629142,0.51797393,3.43557390,1.32471248,0.01886915,0.83297552
-5.74787394,3.44217082,0.00332619,0.57168763,0.43421688,0.51987782,3.44999327,1.33636367,0.01917838,0.82989859
-5.74187094,3.46382142,0.00322886,0.58374013,0.43173965,0.52193071,3.45856482,1.34828603,0.01948366,0.82603672
-5.73586793,3.48388051,0.00312728,0.59549989,0.42891111,0.52422586,3.46036043,1.36032400,0.01977674,0.82152133
-5.72986493,3.50203389,0.00302331,0.60671175,0.42580725,0.52685338,3.45462000,1.37232193,0.02004879,0.81651116
-5.72386193,3.51804509,0.00291873,0.61713414,0.42253015,0.52990028,3.44078861,1.38413486,0.02029069,0.81119331
-5.71785893,3.53177923,0.00281530,0.62654707,0.41920874,0.53345119,3.41854703,1.39563942,0.02049347,0.80578388
-5.71185593,3.54322426,0.00271467,0.63475976,0.41599866,0.53758939,3.38783447,1.40674410,0.02064867,0.80052788
-5.70585293,3.55250817,0.00261847,0.64161716,0.41308109,0.54239826,3.34886238,1.41739837,0.02074875,0.79569821
-5.69984992,3.55991087,0.00252824,0.64700550,0.41066052,0.54796262,3.30211866,1.42759996,0.02078749,0.79159353
-5.69384692,3.56586992,0.00244550,0.65085630,0.40896130,0.55437005,3.24836196,1.43739995,0.02076029,0.78853497
-5.68784392,3.57097914,0.00237170,0.65314897,0.40822312,0.56171185,3.18860621,1.44690506,0.02066453,0.78686130
-5.68184092,3.57597959,0.00230832,0.65391146,0.40869522,0.57008334,3.12409575,1.45627709,0.02049975,0.78692287
-5.67583792,3.58174288,0.00225681,0.65321942,0.41062972,0.57958354,3.05627178,1.46572909,0.02026781,0.78907400
-5.66983492,3.58924690,0.00221862,0.65119332,0.41427390,0.59031394,2.98673137,1.47551850,0.01997299,0.79366405
-5.66383192,3.59954441,0.00219518,0.64799407,0.41986183,0.60237632,2.91718010,1.48593722,0.01962189,0.80102741
-5.65782891,3.61372550,0.00218791,0.64381698,0.42760551,0.61586963,2.84938011,1.49729904,0.01922338,0.81147244
-5.65182591,3.63287500,0.00219818,0.63888444,0.43768581,0.63088588,2.78509490,1.50992483,0.01878830,0.82526984
-5.64582291,3.65802637,0.00222727,0.63343742,0.45024351,0.64750529,2.72603294,1.52412600,0.01832921,0.84264070
-5.63981991,3.69011374,0.00227630,0.62772633,0.46537080,0.66579071,2.67379167,1.54018707,0.01786000,0.86374476
-5.63381691,3.72992404,0.00234624,0.62200134,0.48310359,0.68578157,2.62980386,1.55834799,0.01739538,0.88866919
-5.62781391,3.77805120,0.00243775,0.61650275,0.50341495,0.70748774,2.59528802,1.57878706,0.01695048,0.91741859
-5.62181091,3.83485446,0.00255120,0.61145162,0.52621013,0.73088344,2.57120457,1.60160532,0.01654025,0.94990647
-5.61580790,3.90042291,0.00268656,0.60704121,0.55132330,0.75590160,2.55821939,1.62681322,0.01617894,0.98594894
-5.60980490,3.97454795,0.00284334,0.60342944,0.57851641,0.78242911,2.55667603,1.65432029,0.01587960,1.02526079
-5.60380190,4.05670549,0.00302053,0.60073279,0.60748043,0.81030315,2.56657789,1.68392853,0.01565355,1.06745471
-5.59779890,4.14604922,0.00321660,0.59902187,0.63783887,0.83930901,2.58758109,1.71533001,0.01550995,1.11204357
-5.59179590,4.24141589,0.00342941,0.59831889,0.66915389,0.86917970,2.61899866,1.74810910,0.01545543,1.15844635
-5.58579290,4.34134324,0.00365627,0.59859716,0.70093482,0.89959753,2.65981633,1.78174947,0.01549375,1.20599755
-5.57978989,4.44410061,0.00389392,0.59978264,0.73264896,0.93019786,2.70871950,1.81564591,0.01562563,1.25396021
-5.57378689,4.54773169,0.00413858,0.60175760,0.76373436,0.96057504,2.76413107,1.84912069,0.01584860,1.30154226
-5.56778389,4.65010862,0.00438603,0.60436614,0.79361441,0.99029065,2.82425879,1.88144405,0.01615707,1.34791590
-5.56178089,4.74899560,0.00463169,0.60742152,0.82171353,1.01888372,2.88715099,1.91185815,0.01654236,1.39223943
-5.55577789,4.84212030,0.00487073,0.61071483,0.84747362,1.04588284,2.95075864,1.93960374,0.01699300,1.43368105
-5.54977489,4.92725035,0.00509821,0.61402491,0.87037077,1.07081974,3.01300182,1.96394838,0.01749501,1.47144363
-5.54377189,5.00227221,0.00530918,0.61712882,0.88993131,1.09324389,3.07183814,1.98421532,0.01803233,1.50478972
-5.53776888,5.06526936,0.00549891,0.61981274,0.90574689,1.11273755,3.12533054,1.99981174,0.01858734,1.53306575
-5.53176588,5.11459653,0.00566294,0.62188255,0.91748791,1.12893078,3.17171216,2.01025513,0.01914138,1.55572450
-5.52576288,5.14894682,0.00579731,0.62317388,0.92491457,1.14151551,3.20944545,2.01519667,0.01967538,1.57234475
-5.51975988,5.16740877,0.00589863,0.62356101,0.92788531,1.15025829,3.23727345,2.01444052,0.02017049,1.58264732
-5.51375688,5.16951050,0.00596422,0.62296435,0.92636214,1.15501080,3.25426113,2.00795798,0.02060868,1.58650657
-5.50775388,5.15524875,0.00599220,0.62135606,0.92041251,1.15571771,3.25982503,1.99589587,0.02097334,1.58395684
-5.50175088,5.12510113,0.00598154,0.61876362,0.91020785,1.15242136,3.25375012,1.97857835,0.02124984,1.57519320
-5.49574787,5.08002039,0.00593212,0.61527104,0.89601843,1.14526275,3.23619316,1.95650211,0.02142596,1.56056650
-5.48974487,5.02141055,0.00584469,0.61101770,0.87820509,1.13447890,3.20767233,1.93032467,0.02149229,1.54057256
-5.48374187,4.95108531,0.00572084,0.60619482,0.85720782,1.12039619,3.16904377,1.90084626,0.02144253,1.51583592
-5.47773887,4.87120994,0.00556301,0.60103951,0.83353176,1.10342020,3.12146578,1.86898561,0.02127360,1.48708863
-5.47173587,4.78422877,0.00537429,0.59582677,0.80773112,1.08402204,3.06635230,1.83575058,0.02098570,1.45514492
-5.46573287,4.69278082,0.00515839,0.59085956,0.78039170,1.06272194,3.00531763,1.80220468,0.02058222,1.42087272
-5.45972986,4.59960690,0.00491950,0.58645734,0.75211245,1.04007070,2.94011446,1.76943055,0.02006958,1.38516317
-5.45372686,4.50745181,0.00466211,0.58294356,0.72348713,1.01662965,2.87256792,1.73849206,0.01945686,1.34889941
-5.44772386,4.41896559,0.00439090,0.58063246,0.69508637,0.99295031,2.80450816,1.71039622,0.01875546,1.31292602
-5.44172086,4.33660776,0.00411060,0.57981580,0.66744110,0.96955433,2.73770411,1.68605664,0.01797862,1.27802020
-5.43571786,4.26255856,0.00382581,0.58074990,0.64102774,0.94691491,2.67380103,1.66625980,0.01714093,1.24486622
-5.42971486,4.19864075,0.00354093,0.58364366,0.61625577,0.92544037,2.61426409,1.65163566,0.01625780,1.21403385
-5.42371186,4.14625514,0.00326000,0.58864795,0.59345800,0.90546067,2.56033005,1.64263369,0.01534489,1.18596196
-5.41770885,4.10633253,0.00298665,0.59584686,0.57288388,0.88721755,2.51296876,1.63950536,0.01441764,1.16094756
-5.41170585,4.07930372,0.00272401,0.60525112,0.55469595,0.87085851,2.47285547,1.64229377,0.01349078,1.13914105
-5.40570285,4.06508896,0.00247465,0.61679411,0.53896948,0.85643508,2.44035498,1.65083089,0.01257794,1.12054729
-5.39969985,4.06310671,0.00224060,0.63033061,0.52569510,0.84390519,2.41551767,1.66474248,0.01169125,1.10503266
-5.39369685,4.07230140,0.00202333,0.64563835,0.51478432,0.83313947,2.39808720,1.68346051,0.01084116,1.09233731
-5.38769385,4.09118857,0.00182372,0.66242242,0.50607750,0.82393108,2.38751927,1.70624257,0.01003619,1.08209214
-5.38169085,4.11791531,0.00164218,0.68032241,0.49935383,0.81600857,2.38301027,1.73219742,0.00928288,1.07383933
-5.37568784,4.15033322,0.00147863,0.69892202,0.49434291,0.80905085,2.38353436,1.76031573,0.00858576,1.06705557
-5.36968484,4.18608075,0.00133260,0.71776084,0.49073735,0.80270370,2.38788738,1.78950467,0.00794744,1.06117674
-5.36368184,4.22267118,0.00120327,0.73634783,0.48820592,0.79659685,2.39473547,1.81862505,0.00736872,1.05562291
-5.35767884,4.25758284,0.00108954,0.75417611,0.48640652,0.79036086,2.40266654,1.84652942,0.00684875,1.04982260
-5.35167584,4.28834765,0.00099013,0.77073832,0.48499884,0.78364299,2.41024248,1.87209981,0.00638530,1.04323518
-5.34567284,4.31263487,0.00090362,0.78554221,0.48365585,0.77612144,2.41605012,1.89428356,0.00597499,1.03537072
-5.33966983,4.32832664,0.00082851,0.79812561,0.48207413,0.76751737,2.41874918,1.91212598,0.00561354,1.02580642
-5.33366683,4.33358304,0.00076329,0.80807049,0.47998248,0.75760431,2.41711541,1.92479869,0.00529607,1.01419928
-5.32766383,4.32689447,0.00070651,0.81501532,0.47714877,0.74621474,2.41007781,1.93162267,0.00501730,1.00029480
-5.32166083,4.30711998,0.00065676,0.81866554,0.47338488,0.73324377,2.39674862,1.93208549,0.00477185,0.98393153
-5.31565783,4.27351090,0.00061276,0.81880157,0.46854966,0.71864996,2.37644556,1.92585206,0.00455442,0.96504168
-5.30965483,4.22571973,0.00057336,0.81528426,0.46255011,0.70245351,2.34870587,1.91276900,0.00435997,0.94364825
-5.30365183,4.16379463,0.00053757,0.80805756,0.45534071,0.68473221,2.31329206,1.89286263,0.00418391,0.91985893
-5.29764882,4.08816091,0.00050453,0.79714838,0.44692133,0.66561539,2.27018981,1.86633098,0.00402217,0.89385749
-5.29164582,3.99959081,0.00047355,0.78266385,0.43733367,0.64527645,2.21959844,1.83353042,0.00387133,0.86589320
-5.28564282,3.89916348,0.00044410,0.76478607,0.42665676,0.62392440,2.16191483,1.79495775,0.00372866,0.83626886
-5.27963982,3.78821747,0.00041577,0.74376461,0.41500156,0.60179480,2.09771182,1.75122853,0.00359214,0.80532822
-5.27363682,3.66829769,0.00038828,0.71990730,0.40250508,0.57914059,2.02771222,1.70305272,0.00346049,0.77344305
-5.26763382,3.54109928,0.00036147,0.69356961,0.38932418,0.55622310,1.95275959,1.65120875,0.00333314,0.74100060
-5.26163082,3.40841054,0.00033526,0.66514306,0.37562927,0.53330360,1.87378711,1.59651686,0.00321021,0.70839170
-5.25562781,3.27205682,0.00030965,0.63504324,0.36159821,0.51063552,1.79178581,1.53981290,0.00309247,0.67599982
-5.24962481,3.13384734,0.00028471,0.60369776,0.34741047,0.48845762,1.70777311,1.48192332,0.00298129,0.64419125
-5.24362181,2.99552629,0.00026052,0.57153469,0.33324173,0.46698815,1.62276295,1.42364225,0.00287857,0.61330672
-5.23761881,2.85872959,0.00023720,0.53897177,0.31925910,0.44641999,1.53773823,1.36571130,0.00278672,0.58365416
-5.23161581,2.72494818,0.00021490,0.50640668,0.30561686,0.42691690,1.45362638,1.30880255,0.00270854,0.55550307
-5.22561281,2.59549848,0.00019374,0.47420876,0.29245304,0.40861072,1.37127859,1.25350514,0.00264719,0.52908000
-5.21960980,2.47150045,0.00017385,0.44271221,0.27988663,0.39159970,1.29145310,1.20031563,0.00260612,0.50456553
-5.21360680,2.35386316,0.00015533,0.41221088,0.26801558,0.37594755,1.21480277,1.14963215,0.00258897,0.48209231
-5.20760380,2.24327791,0.00013828,0.38295478,0.25691555,0.36168362,1.14186689,1.10175235,0.00259951,0.46174443
-5.20160080,2.14021842,0.00012277,0.35514815,0.24663942,0.34880371,1.07306720,1.05687478,0.00264153,0.44355777
-5.19559780,2.04494749,0.00010883,0.32894905,0.23721741,0.33727181,1.00870785,1.01510349,0.00271876,0.42752152
-5.18959480,1.95752943,0.00009651,0.30447034,0.22865802,0.32702252,0.94897880,0.97645539,0.00283475,0.41358060
-5.18359180,1.87784751,0.00008579,0.28178181,0.22094938,0.31796407,0.89396238,0.94086983,0.00299274,0.40163904
-5.17758879,1.80562523,0.00007666,0.26091330,0.21406128,0.30998203,0.84364234,0.90821993,0.00319560,0.39156421
-5.17158579,1.74045064,0.00006909,0.24185860,0.20794748,0.30294346,0.79791480,0.87832503,0.00344559,0.38319171
-5.16558279,1.68180249,0.00006303,0.22457984,0.20254847,0.29670145,0.75660059,0.85096375,0.00374434,0.37633096
-5.15957979,1.62907726,0.00005844,0.20901225,0.19779437,0.29109996,0.71945826,0.82588699,0.00409262,0.37077114
-5.15357679,1.58161600,0.00005525,0.19506899,0.19360796,0.28597873,0.68619735,0.80283056,0.00449026,0.36628749
-5.14757379,1.53873008,0.00005340,0.18264595,0.18990765,0.28117820,0.65649131,0.78152673,0.00493603,0.36264767
-5.14157079,1.49972506,0.00005281,0.17162633,0.18661040,0.27654422,0.62998964,0.76171456,0.00542751,0.35961806
-5.13556778,1.46392195,0.00005343,0.16188487,0.18363432,0.27193240,0.60632901,0.74314859,0.00596105,0.35696973
-5.12956478,1.43067541,0.00005518,0.15329170,0.18090105,0.26721200,0.58514303,0.72560573,0.00653172,0.35448394
-5.12356178,1.39938842,0.00005800,0.14571567,0.17833767,0.26226915,0.56607058,0.70889023,0.00713328,0.35195707
-5.11755878,1.36952348,0.00006182,0.13902718,0.17587826,0.25700936,0.54876256,0.69283682,0.00775826,0.34920474
-5.11155578,1.34061011,0.00006659,0.13310058,0.17346502,0.25135922,0.53288730,0.67731205,0.00839803,0.34606504
-5.10555278,1.31224904,0.00007224,0.12781598,0.17104886,0.24526731,0.51813450,0.66221398,0.00904292,0.34240099
-5.09954977,1.28411329,0.00007872,0.12306076,0.16858972,0.23870425,0.50421809,0.64747049,0.00968246,0.33810193
-5.09354677,1.25594665,0.00008595,0.11873058,0.16605642,0.23166197,0.49087806,0.63303657,0.01030556,0.33308414
-5.08754377,1.22756000,0.00009389,0.11473018,0.16342625,0.22415237,0.47788152,0.61889075,0.01090084,0.32729064
-5.08154077,1.19882611,0.00010245,0.11097381,0.16068430,0.21620526,0.46502330,0.60503114,0.01145687,0.32069027
-5.07553777,1.16967344,0.00011158,0.10738559,0.15782268,0.20786599,0.45212609,0.59147124,0.01196257,0.31327615
-5.06953477,1.14007943,0.00012119,0.10389956,0.15483960,0.19919268,0.43904045,0.57823602,0.01240747,0.30506376
-5.06353177,1.11006387,0.00013121,0.10045978,0.15173842,0.19025330,0.42564466,0.56535825,0.01278209,0.29608868
-5.05752876,1.07968258,0.00014153,0.09702018,0.14852684,0.18112280,0.41184455,0.55287555,0.01307822,0.28640405
-5.05152576,1.04902182,0.00015208,0.09354444,0.14521604,0.17188024,0.39757328,0.54082804,0.01328922,0.27607809
-5.04552276,1.01819354,0.00016273,0.09000575,0.14182002,0.16260622,0.38279101,0.52925693,0.01341019,0.26519152
-5.03951976,0.98733166,0.00017337,0.08638648,0.13835511,0.15338061,0.36748443,0.51820385,0.01343819,0.25383514
-5.03351676,0.95658925,0.00018390,0.08267781,0.13483948,0.14428058,0.35166606,0.50771099,0.01337230,0.24210744
-5.02751376,0.92613660,0.00019417,0.07887920,0.13129299,0.13537912,0.33537322,0.49782200,0.01321367,0.23011251
-5.02151076,0.89615996,0.00020406,0.07499778,0.12773697,0.12674388,0.31866661,0.48858342,0.01296546,0.21795806
-5.01550775,0.86686090,0.00021343,0.07104769,0.12419420,0.11843648,0.30162842,0.48004655,0.01263272,0.20575356
-5.00950475,0.83845576,0.00022217,0.06704916,0.12068891,0.11051209,0.28435992,0.47226948,0.01222222,0.19360868
-5.00350175,0.81117529,0.00023014,0.06302763,0.11724685,0.10301944,0.26697873,0.46531917,0.01174222,0.18163175
-4.99749875,0.78526390,0.00023722,0.05901273,0.11389525,0.09600092,0.24961545,0.45927322,0.01120214,0.16992846
-4.99149575,0.76097849,0.00024332,0.05503718,0.11066287,0.08949304,0.23241020,0.45422126,0.01061230,0.15860058
-4.98549275,0.73858659,0.00024834,0.05113566,0.10757986,0.08352688,0.21550878,0.45026558,0.00998359,0.14774487
-4.97948974,0.71836362,0.00025221,0.04734374,0.10467756,0.07812869,0.19905881,0.44752093,0.00932707,0.13745205
-4.97348674,0.70058915,0.00025489,0.04369675,0.10198821,0.07332048,0.18320600,0.44611327,0.00865372,0.12780590
-4.96748374,0.68554213,0.00025636,0.04022878,0.09954447,0.06912055,0.16809057,0.44617737,0.00797412,0.11888238
-4.96148074,0.67349511,0.00025661,0.03697177,0.09737886,0.06554405,0.15384408,0.44785331,0.00729818,0.11074902
-4.95547774,0.66470740,0.00025567,0.03395476,0.09552300,0.06260338,0.14058673,0.45128165,0.00663492,0.10346425
-4.94947474,0.65941754,0.00025362,0.03120320,0.09400681,0.06030860,0.12842525,0.45659766,0.00599229,0.09707705
-4.94347174,0.65783505,0.00025053,0.02873856,0.09285755,0.05866766,0.11745142,0.46392452,0.00537709,0.09162662
-4.93746873,0.66013196,0.00024651,0.02657796,0.09209890,0.05768671,0.10774129,0.47336589,0.00479485,0.08714235
-4.93146573,0.66643434,0.00024169,0.02473411,0.09174992,0.05737028,0.09935501,0.48499804,0.00424984,0.08364384
-4.92546273,0.67681436,0.00023623,0.02321529,0.09182410,0.05772152,0.09233735,0.49886201,0.00374509,0.08114128
-4.91945973,0.69128319,0.00023028,0.02202560,0.09232858,0.05874244,0.08671877,0.51495613,0.00328245,0.07963595
-4.91345673,0.70978528,0.00022400,0.02116521,0.09326336,0.06043427,0.08251694,0.53322936,0.00286267,0.07912095
-4.90745373,0.73219441,0.00021757,0.02063082,0.09462086,0.06279789,0.07973867,0.55357590,0.00248554,0.07958223
-4.90145073,0.75831194,0.00021114,0.02041616,0.09638567,0.06583430,0.07838215,0.57583141,0.00215002,0.08099972
-4.89544772,0.78786754,0.00020487,0.02051253,0.09853457,0.06954539,0.07843927,0.59977133,0.00185439,0.08334875
-4.88944472,0.82052259,0.00019889,0.02090939,0.10103690,0.07393458,0.07989799,0.62511137,0.00159634,0.08660154
-4.88344172,0.85587639,0.00019332,0.02159501,0.10385526,0.07900776,0.08274467,0.65151054,0.00137321,0.09072890
-4.87743872,0.89347503,0.00018824,0.02255695,0.10694647,0.08477409,0.08696616,0.67857669,0.00118202,0.09570187
-4.87143572,0.93282275,0.00018372,0.02378271,0.11026286,0.09124689,0.09255156,0.70587442,0.00101966,0.10149341
-4.86543272,0.97339541,0.00017978,0.02526011,0.11375374,0.09844434,0.09949363,0.73293528,0.00088297,0.10807992
-4.85942971,1.01465544,0.00017644,0.02697776,0.11736711,0.10639005,0.10778968,0.75926985,0.00076883,0.11544257
-4.85342671,1.05606776,0.00017366,0.02892534,0.12105138,0.11511325,0.11744187,0.78438122,0.00067421,0.12356827
-4.84742371,1.09711578,0.00017140,0.03109377,0.12475708,0.12464869,0.12845691,0.80777939,0.00059629,0.13245022
-4.84142071,1.13731672,0.00016958,0.03347532,0.12843855,0.13503595,0.14084516,0.82899590,0.00053242,0.14208799
-4.83541771,1.17623546,0.00016811,0.03606353,0.13205533,0.14631830,0.15461891,0.84759810,0.00048021,0.15248691
-4.82941471,1.21349620,0.00016687,0.03885307,0.13557331,0.15854090,0.16979020,0.86320239,0.00043752,0.16365685
-4.82341171,1.24879114,0.00016576,0.04183936,0.13896553,0.17174845,0.18636782,0.87548582,0.00040246,0.17561037
-4.81740870,1.28188580,0.00016463,0.04501822,0.14221257,0.18598220,0.20435401,0.88419552,0.00037340,0.18836013
-4.81140570,1.31262064,0.00016339,0.04838528,0.14530245,0.20127652,0.22374051,0.88915551,0.00034896,0.20191582
-4.80540270,1.34090880,0.00016190,0.05193539,0.14823018,0.21765502,0.24450458,0.89027069,0.00032797,0.21628060
-4.79939970,1.36673019,0.00016006,0.05566197,0.15099681,0.23512654,0.26660476,0.88752776,0.00030949,0.23144716
-4.79339670,1.39012220,0.00015779,0.05955625,0.15360818,0.25368099,0.28997691,0.88099307,0.00029277,0.24739380
-4.78739370,1.41116769,0.00015500,0.06360668,0.15607335,0.27328545,0.31453054,0.87080773,0.00027721,0.26408058
-4.78139070,1.42998092,0.00015166,0.06779821,0.15840291,0.29388072,0.34014579,0.85718009,0.00026239,0.28144584
-4.77538769,1.44669241,0.00014773,0.07211185,0.16060712,0.31537851,0.36667128,0.84037616,0.00024798,0.29940336
-4.76938469,1.46143357,0.00014320,0.07652417,0.16269422,0.33765953,0.39392297,0.82070840,0.00023379,0.31784047
-4.76338169,1.47432223,0.00013809,0.08100718,0.16466878,0.36057275,0.42168440,0.79852358,0.00021970,0.33661714
-4.75737869,1.48544992,0.00013242,0.08552822,0.16653047,0.38393582,0.44970820,0.77419023,0.00020564,0.35556645
-4.75137569,1.49487173,0.00012626,0.09005021,0.16827304,0.40753696,0.47771922,0.74808634,0.00019164,0.37449635
-4.74537269,1.50259940,0.00011967,0.09453206,0.16988391,0.43113815,0.50541901,0.72058788,0.00017772,0.39319288
-4.73936968,1.50859821,0.00011272,0.09892935,0.17134409,0.45447971,0.53249191,0.69205855,0.00016396,0.41142479
-4.73336668,1.51278767,0.00010551,0.10319521,0.17262871,0.47728604,0.55861226,0.66284130,0.00015045,0.42894929
-4.72736368,1.51504619,0.00009812,0.10728143,0.17370797,0.49927251,0.58345281,0.63325174,0.00013726,0.44551903
-4.72136068,1.51521933,0.00009065,0.11113971,0.17454857,0.52015297,0.60669386,0.60357360,0.00012451,0.46088976
-4.71535768,1.51313108,0.00008320,0.11472304,0.17511543,0.53964789,0.62803284,0.57405641,0.00011227,0.47482844
-4.70935468,1.50859764,0.00007585,0.11798710,0.17537375,0.55749249,0.64719401,0.54491506,0.00010062,0.48712156
-4.70335168,1.50144261,0.00006867,0.12089178,0.17529117,0.57344480,0.66393774,0.51633122,0.00008962,0.49758308
-4.69734867,1.49151290,0.00006176,0.12340249,0.17483997,0.58729309,0.67806912,0.48845624,0.00007934,0.50606176
-4.69134567,1.47869426,0.00005516,0.12549148,0.17399917,0.59886242,0.68944538,0.46141513,0.00006980,0.51244751
-4.68534267,1.46292546,0.00004892,0.12713888,0.17275637,0.60802015,0.69798180,0.43531139,0.00006102,0.51667634
-4.67933967,1.44421048,0.00004309,0.12833362,0.17110937,0.61467995,0.70365591,0.41023209,0.00005303,0.51873385
-4.67333667,1.42262771,0.00003769,0.12907395,0.16906724,0.61880436,0.70650951,0.38625291,0.00004580,0.51865683
-4.66733367,1.39833586,0.00003273,0.12936778,0.16665096,0.62040576,0.70664872,0.36344290,0.00003933,0.51653310
-4.66133067,1.37157611,0.00002823,0.12923256,0.16389359,0.61954569,0.70424159,0.34186844,0.00003360,0.51249946
-4.65532766,1.34267033,0.00002418,0.12869497,0.16083973,0.61633256,0.69951363,0.32159640,0.00002857,0.50673778
-4.64932466,1.31201546,0.00002056,0.12779012,0.15754466,0.61091799,0.69274118,0.30269623,0.00002423,0.49946951
-4.64332166,1.28007431,0.00001737,0.12656057,0.15407275,0.60349183,0.68424292,0.28524098,0.00002053,0.49094868
