energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Li_s_up,Se_s_up,Se_p_up
-5.48974487,2.82065526,0.02178607,0.31933667,0.56352060,1.63655361,0.07779255,0.07422505,0.84826395
-5.48374187,2.64656525,0.02397388,0.29464231,0.53654151,1.52140363,0.07531729,0.06860933,0.80886304
-5.47773887,2.49655671,0.02640190,0.27261522,0.51468534,1.41974718,0.07361267,0.06345080,0.77711031
-5.47173587,2.37181403,0.02906882,0.25346743,0.49823257,1.33203621,0.07265813,0.05882686,0.75351255
-5.46573287,2.27323992,0.03196827,0.23738212,0.48739673,1.25856355,0.07241474,0.05480526,0.73850448
-5.45972986,2.20143884,0.03508859,0.22451213,0.48232234,1.19945569,0.07282661,0.05144375,0.73243804
-5.45372686,2.15670806,0.03841285,0.21497894,0.48308441,1.15467043,0.07382262,0.04879007,0.73557405
-5.44772386,2.13903590,0.04191900,0.20887182,0.48968939,1.12399898,0.07531867,0.04688196,0.74807607
-5.44172086,2.14810612,0.04558024,0.20624727,0.50207727,1.10707211,0.07722014,0.04574734,0.77000638
-5.43571786,2.18330770,0.04936555,0.20712842,0.52012460,1.10336973,0.07942470,0.04540456,0.80132346
-5.42971486,2.24374859,0.05324040,0.21150458,0.54364812,1.11223326,0.08182534,0.04586264,0.84188104
-5.42371186,2.32827260,0.05716760,0.21933059,0.57240876,1.13288004,0.08431347,0.04712142,0.89142809
-5.41770885,2.43547810,0.06110826,0.23052622,0.60611578,1.16441914,0.08678205,0.04917178,0.94960962
-5.41170585,2.56373793,0.06502280,0.24497545,0.64443076,1.20586779,0.08912871,0.05199564,1.01596809
-5.40570285,2.71121962,0.06887201,0.26252576,0.68697141,1.25616810,0.09125868,0.05556602,1.08994525
-5.39969985,2.87590552,0.07261813,0.28298746,0.73331503,1.31420343,0.09308748,0.05984699,1.17088441
-5.39369685,3.05561278,0.07622579,0.30613333,0.78300168,1.37881409,0.09454328,0.06479354,1.25803324
-5.38769385,3.24801307,0.07966291,0.33169849,0.83553697,1.44881236,0.09556888,0.07035159,1.35054720
-5.38169085,3.45065238,0.08290147,0.35938082,0.89039481,1.52299652,0.09612313,0.07645789,1.44749392
-5.37568784,3.66097140,0.08591808,0.38884214,0.94702016,1.60016402,0.09618188,0.08304019,1.54785877
-5.36968484,3.87632700,0.08869446,0.41971006,1.00483194,1.67912391,0.09573840,0.09001735,1.65055194
-5.36368184,4.09401540,0.09121760,0.45158091,1.06322658,1.75870858,0.09480314,0.09729990,1.75441749
-5.35767884,4.31129778,0.09347989,0.48402375,1.12158216,1.83778512,0.09340306,0.10479058,1.85824451
-5.35167584,4.52542858,0.09547900,0.51658540,1.17926362,1.91526632,0.09158030,0.11238535,1.96078065
-5.34567284,4.73368703,0.09721758,0.54879670,1.23562906,1.99012160,0.08939049,0.11997458,2.06074828
-5.33966983,4.93341184,0.09870292,0.58017977,1.29003729,2.06138777,0.08690062,0.12744457,2.15686298
-5.33366683,5.12203875,0.09994641,0.61025629,1.34185660,2.12817969,0.08418663,0.13467935,2.24785448
-5.32766383,5.29714052,0.10096303,0.63855649,1.39047468,2.18970063,0.08133073,0.14156273,2.33248947
-5.32166083,5.45646821,0.10177067,0.66462869,1.43530954,2.24525219,0.07841863,0.14798060,2.40959581
-5.31565783,5.59799261,0.10238953,0.68804911,1.47582089,2.29424333,0.07553674,0.15382330,2.47808748
-5.30965483,5.71994430,0.10284144,0.70843149,1.51152182,2.33619810,0.07276944,0.15898817,2.53698930
-5.30365183,5.82085042,0.10314922,0.72543642,1.54199008,2.37076170,0.07019645,0.16338198,2.58546054
-5.29764882,5.89956650,0.10333600,0.73877963,1.56687841,2.39770421,0.06789048,0.16692332,2.62281641
-5.29164582,5.95530142,0.10342462,0.74823931,1.58592346,2.41692168,0.06591513,0.16954479,2.64854626
-5.28564282,5.98763381,0.10343698,0.75366183,1.59895258,2.42843404,0.06432307,0.17119486,2.66232773
-5.27963982,5.99651862,0.10339344,0.75496561,1.60588810,2.43237976,0.06315466,0.17183934,2.66403580
-5.27363682,5.98228280,0.10331220,0.75214314,1.60674873,2.42900688,0.06243687,0.17146245,2.65374632
-5.26763382,5.94560968,0.10320875,0.74526079,1.60164773,2.41866080,0.06218268,0.17006729,2.63173335
-5.26163082,5.88751224,0.10309529,0.73445644,1.59078792,2.40176883,0.06239077,0.16767581,2.59846052
-5.25562781,5.80929600,0.10298024,0.71993502,1.57445366,2.37882234,0.06304572,0.16432822,2.55456624
-5.24962481,5.71251294,0.10286778,0.70196215,1.55299991,2.35035694,0.06411846,0.16008185,2.50084362
-5.24362181,5.59890835,0.10275753,0.68085594,1.52683923,2.31693178,0.06556724,0.15500943,2.43821562
-5.23761881,5.47036319,0.10264426,0.65697753,1.49642691,2.27910889,0.06733876,0.14919703,2.36770662
-5.23161581,5.32883439,0.10251782,0.63072051,1.46224544,2.23743371,0.06936977,0.14274153,2.29041167
-5.22561281,5.17629628,0.10236326,0.60249985,1.42478868,2.19241783,0.07158884,0.13574790,2.20746465
-5.21960980,5.01468577,0.10216106,0.57274063,1.38454698,2.14452490,0.07391839,0.12832626,2.12000699
-5.21360680,4.84585396,0.10188764,0.54186709,1.34199363,2.09416066,0.07627693,0.12058894,2.02915802
-5.20760380,4.67152648,0.10151609,0.51029240,1.29757352,2.04166751,0.07858137,0.11264756,1.93598845
-5.20160080,4.49327417,0.10101702,0.47840952,1.25169456,1.98732421,0.08074940,0.10461034,1.84149787
-5.19559780,4.31249510,0.10035968,0.44658341,1.20472197,1.93135054,0.08270186,0.09657964,1.74659708
-5.18959480,4.13040846,0.09951318,0.41514480,1.15697580,1.87391673,0.08436503,0.08864985,1.65209576
-5.18359180,3.94805969,0.09844780,0.38438573,1.10873152,1.81515717,0.08567271,0.08090569,1.55869554
-5.17758879,3.76633593,0.09713631,0.35455678,1.06022336,1.75518752,0.08656812,0.07342096,1.46698848
-5.17158579,3.58599019,0.09555533,0.32586600,1.01165007,1.69412410,0.08700545,0.06625772,1.37746033
-5.16558279,3.40767188,0.09368649,0.29847939,0.96318244,1.63210460,0.08695104,0.05946592,1.29049806
-5.15957979,3.23196163,0.09151750,0.27252281,0.91497196,1.56930857,0.08638419,0.05308344,1.20640060
-5.15357679,3.05940748,0.08904298,0.24808490,0.86715993,1.50597672,0.08529748,0.04713652,1.12539198
-5.14757379,2.89056013,0.08626497,0.22522098,0.81988628,1.44242758,0.08369671,0.04164051,1.04763574
-5.14157079,2.72600478,0.08319322,0.20395743,0.77329756,1.37907069,0.08160032,0.03660082,0.97324957
-5.13556778,2.56638755,0.07984509,0.18429641,0.72755347,1.31641540,0.07903848,0.03201412,0.90231939
-5.12956478,2.41243486,0.07624518,0.16622059,0.68283153,1.25507454,0.07605175,0.02786960,0.83491186
-5.12356178,2.26496454,0.07242462,0.14969772,0.63932968,1.19576275,0.07268947,0.02415034,0.77108495
-5.11755878,2.12488812,0.06842015,0.13468478,0.59726664,1.13928926,0.06900792,0.02083460,0.71089593
-5.11155578,1.99320414,0.06427291,0.12113162,0.55688006,1.08654514,0.06506832,0.01789711,0.65440673
-5.10555278,1.87098277,0.06002721,0.10898402,0.51842257,1.03848548,0.06093482,0.01531024,0.60168646
-5.09954977,1.75934244,0.05572904,0.09818604,0.48215608,0.99610681,0.05667239,0.01304506,0.55281140
-5.09354677,1.65941967,0.05142469,0.08868168,0.44834458,0.96042061,0.05234499,0.01107223,0.50786257
-5.08754377,1.57233323,0.04715938,0.08041595,0.41724593,0.93242350,0.04801378,0.00936277,0.46692144
-5.08154077,1.49914435,0.04297599,0.07333530,0.38910295,0.91306503,0.04373558,0.00788865,0.43006406
-5.07553777,1.44081428,0.03891394,0.06738757,0.36413432,0.90321407,0.03956169,0.00662325,0.39735419
-5.06953477,1.39816112,0.03500824,0.06252147,0.34252572,0.90362468,0.03553690,0.00554168,0.36883596
-5.06353177,1.37181743,0.03128888,0.05868581,0.32442145,0.91490262,0.03169885,0.00462102,0.34452648
-5.05752876,1.36219020,0.02778029,0.05582847,0.30991708,0.93747348,0.02807777,0.00384035,0.32440882
-5.05152576,1.36942488,0.02450113,0.05389531,0.29905317,0.97155356,0.02469637,0.00318085,0.30842580
-5.04552276,1.39337480,0.02146433,0.05282901,0.29181048,1.01712477,0.02157011,0.00262569,0.29647490
-5.03951976,1.43357746,0.01867725,0.05256806,0.28810676,1.07391440,0.01870759,0.00215999,0.28840452
-5.03351676,1.48923894,0.01614204,0.05304590,0.28779530,1.14138110,0.01611125,0.00177066,0.28401184
-5.02751376,1.55922747,0.01385620,0.05419027,0.29066525,1.21870800,0.01377800,0.00144630,0.28304234
-5.02151076,1.64207719,0.01181314,0.05592290,0.29644390,1.30480377,0.01170016,0.00117699,0.28519114
-5.01550775,1.73600254,0.01000288,0.05815951,0.30480076,1.39831247,0.00986623,0.00095418,0.29010610
-5.00950475,1.83892389,0.00841276,0.06081014,0.31535346,1.49763250,0.00826182,0.00077050,0.29739274
-5.00350175,1.94850411,0.00702813,0.06377995,0.32767545,1.60094487,0.00687046,0.00061967,0.30662075
-4.99749875,2.06219587,0.00583304,0.06697028,0.34130522,1.70625050,0.00567436,0.00049631,0.31733209
-4.99149575,2.17729860,0.00481087,0.07028011,0.35575689,1.81141598,0.00465512,0.00039585,0.32905043
-4.98549275,2.29102380,0.00394485,0.07360775,0.37053198,1.91422667,0.00379432,0.00031445,0.34129157
-4.97948974,2.40056691,0.00321865,0.07685290,0.38513188,2.01244558,0.00307404,0.00024883,0.35357478
-4.97348674,2.50318346,0.00261667,0.07991869,0.39907087,2.10387636,0.00247722,0.00019627,0.36543438
-4.96748374,2.59626676,0.00212448,0.08271394,0.41188905,2.18642798,0.00198804,0.00015448,0.37643158
-4.96148074,2.67742458,0.00172904,0.08515533,0.42316498,2.25817878,0.00159207,0.00012158,0.38616579
-4.95547774,2.74455153,0.00141889,0.08716953,0.43252738,2.31743738,0.00127649,0.00009600,0.39428528
-4.94947474,2.79589442,0.00118434,0.08869502,0.43966561,2.36279777,0.00103010,0.00007648,0.40049665
-4.94347174,2.83010774,0.00101749,0.08968369,0.44433846,2.39318635,0.00084340,0.00006201,0.40457278
-4.93746873,2.84629694,0.00091234,0.09010206,0.44638092,2.40789882,0.00070856,0.00005179,0.40635898
-4.93146573,2.84404751,0.00086482,0.08993206,0.44570867,2.40662505,0.00061939,0.00004523,0.40577704
-4.92546273,2.82343853,0.00087271,0.08917133,0.44232006,2.38946105,0.00057125,0.00004189,0.40282702
-4.91945973,2.78504013,0.00093568,0.08783302,0.43629559,2.35690718,0.00056095,0.00004148,0.39758674
-4.91345673,2.72989481,0.00105522,0.08594515,0.42779484,2.30985284,0.00058673,0.00004384,0.39020894
-4.90745373,2.65948341,0.00123458,0.08354943,0.41705092,2.24954814,0.00064808,0.00004895,0.38091622
-4.90145073,2.57567723,0.00147864,0.08069976,0.40436285,2.17756381,0.00074565,0.00005686,0.36999400
-4.89544772,2.48067821,0.00179383,0.07746029,0.39008601,2.09574105,0.00088115,0.00006774,0.35778167
-4.88944472,2.37694968,0.00218799,0.07390334,0.37462102,2.00613348,0.00105721,0.00008184,0.34466233
-4.88344172,2.26714039,0.00267015,0.07010697,0.35840166,1.91094344,0.00127726,0.00009947,0.33105154
-4.87743872,2.15400483,0.00325029,0.06615268,0.34188202,1.81245523,0.00154532,0.00012105,0.31738524
-4.87143572,2.04032268,0.00393912,0.06212293,0.32552353,1.71296781,0.00186591,0.00014702,0.30410756
-4.86543272,1.92882032,0.00474769,0.05809894,0.30978214,1.61472927,0.00224379,0.00017790,0.29165861
-4.85942971,1.82209680,0.00568704,0.05415855,0.29509618,1.51987540,0.00268380,0.00021426,0.28046278
-4.85342671,1.72255665,0.00676776,0.05037437,0.28187508,1.43037400,0.00319058,0.00025670,0.27091783
-4.84742371,1.63235126,0.00799952,0.04681228,0.27048947,1.34797675,0.00376840,0.00030588,0.26338502
-4.84142071,1.55333034,0.00939056,0.04353021,0.26126261,1.27417950,0.00442080,0.00036249,0.25818064
-4.83541771,1.48700431,0.01094719,0.04057734,0.25446369,1.21019197,0.00515043,0.00042726,0.25556896
-4.82941471,1.43451836,0.01267323,0.03799360,0.25030274,1.15691706,0.00595870,0.00050099,0.25575700
-4.82341171,1.39663830,0.01456961,0.03580962,0.24892763,1.11494004,0.00684559,0.00058453,0.25889103
-4.81740870,1.37374816,0.01663387,0.03404697,0.25042295,1.08452732,0.00780942,0.00067881,0.26505517
-4.81140570,1.36585927,0.01885985,0.03271872,0.25481090,1.06563430,0.00884665,0.00078488,0.27427188
-4.80540270,1.37263007,0.02123750,0.03183038,0.26205420,1.05792188,0.00995181,0.00090393,0.28650467
-4.79939970,1.39339614,0.02375277,0.03138091,0.27206095,1.06078069,0.01111740,0.00103737,0.30166286
-4.79339670,1.42720931,0.02638774,0.03136419,0.28469143,1.07336226,0.01233395,0.00118684,0.31960844
-4.78739370,1.47288494,0.02912087,0.03177042,0.29976660,1.09461605,0.01359012,0.00135435,0.34016493
-4.78139070,1.52905600,0.03192752,0.03258785,0.31707839,1.12333148,0.01487297,0.00154232,0.36312813
-4.77538769,1.59423261,0.03478063,0.03380444,0.33640126,1.15818351,0.01616823,0.00175369,0.38827853
-4.76938469,1.66686531,0.03765157,0.03540966,0.35750511,1.19778074,0.01746072,0.00199205,0.41539500
-4.76338169,1.74541050,0.04051118,0.03739624,0.38016887,1.24071469,0.01873488,0.00226172,0.44426954
-4.75737869,1.82839573,0.04333094,0.03976184,0.40419456,1.28560870,0.01997532,0.00256791,0.47472235
-4.75137569,1.91448299,0.04608417,0.04251065,0.42942131,1.33116515,0.02116742,0.00291684,0.50661690
-4.74537269,2.00252764,0.04874734,0.04565475,0.45573876,1.37620941,0.02229801,0.00331582,0.53987424
-4.73936968,2.09163066,0.05130121,0.04921530,0.48309921,1.41972909,0.02335597,0.00377340,0.57448576
-4.73336668,2.18118203,0.05373202,0.05322340,0.51152806,1.46090711,0.02433285,0.00429947,0.61052391
-4.72736368,2.27089321,0.05603233,0.05772064,0.54113172,1.49914735,0.02522338,0.00490526,0.64814991
-4.72136068,2.36081671,0.05820172,0.06275920,0.57210262,1.53409179,0.02602591,0.00560344,0.68761802
-4.71535768,2.45135143,0.06024716,0.06840153,0.60472062,1.56562829,0.02674269,0.00640808,0.72927560
-4.70935468,2.54323281,0.06218301,0.07471960,0.63935052,1.59388847,0.02738002,0.00733457,0.77355866
-4.70335168,2.63750719,0.06403065,0.08179349,0.67643529,1.61923566,0.02794821,0.00839953,0.82098255
-4.69734867,2.73549083,0.06581776,0.08970962,0.71648492,1.64224310,0.02846134,0.00962059,0.87212761
-4.69134567,2.83871430,0.06757713,0.09855835,0.76006092,1.66366307,0.02893688,0.01101611,0.92762013
-4.68534267,2.94885385,0.06934520,0.10843108,0.80775665,1.68438816,0.02939511,0.01260485,0.98810872
-4.67933967,3.06765205,0.07116027,0.11941696,0.86017389,1.70540605,0.02985834,0.01440555,1.05423682
-4.67333667,3.19683032,0.07306049,0.13159911,0.91789636,1.72774963,0.03035007,0.01643636,1.12661212
-4.66733367,3.33799675,0.07508173,0.14505056,0.98146080,1.75244450,0.03089399,0.01871430,1.20577385
-4.66133067,3.49255271,0.07725538,0.15982998,1.05132672,1.78045605,0.03151294,0.02125454,1.29215923
-4.65532766,3.66160218,0.07960624,0.17597733,1.12784582,1.81263837,0.03222785,0.02406973,1.38607021
-4.64932466,3.84586745,0.08215063,0.19350947,1.21123229,1.84968719,0.03305672,0.02716918,1.48764206
-4.64332166,4.04561520,0.08489473,0.21241613,1.30153527,1.89209885,0.03401369,0.03055811,1.59681516
-4.63731866,4.26059613,0.08783336,0.23265610,1.39861464,1.94013720,0.03510821,0.03423684,1.71331131
-4.63131566,4.49000135,0.09094917,0.25415408,1.50212150,1.99380984,0.03634437,0.03820012,1.83661604
-4.62531266,4.73243794,0.09421243,0.27679822,1.61148432,2.05285480,0.03772052,0.04243641,1.96596782
-4.61930965,4.98592530,0.09758130,0.30043856,1.72590192,2.11673822,0.03922897,0.04692740,2.10035537
-4.61330665,5.24791351,0.10100274,0.32488653,1.84434391,2.18466333,0.04085610,0.05164759,2.23852357
-4.60730365,5.51532357,0.10441391,0.34991571,1.96555937,2.25559029,0.04258259,0.05656412,2.37898838
-4.60130065,5.78460907,0.10774411,0.37526379,2.08809380,2.32826613,0.04438395,0.06163681,2.52006088
-4.59529765,6.05183750,0.11091707,0.40063601,2.21031457,2.40126363,0.04623128,0.06681841,2.65987997
-4.58929465,6.31278881,0.11385368,0.42570988,2.33044434,2.47302759,0.04809220,0.07205519,2.79645315
-4.58329165,6.56306829,0.11647477,0.45014137,2.44660178,2.54192644,0.04993192,0.07728770,2.92770422
-4.57728864,6.79822955,0.11870410,0.47357225,2.55684855,2.60630736,0.05171447,0.08245190,3.05152649
-4.57128564,7.01390380,0.12047119,0.49563854,2.65924123,2.66455253,0.05340390,0.08748045,3.16583983
-4.56528264,7.20593027,0.12171403,0.51597986,2.75188639,2.71513424,0.05496555,0.09230427,3.26864955
-4.55927964,7.37048342,0.12238142,0.53424935,2.83299715,2.75666689,0.05636721,0.09685418,3.35810507
-4.55327664,7.50419184,0.12243488,0.55012378,2.90094901,2.78795370,0.05758018,0.10106273,3.43255604
-4.54727364,7.60424458,0.12185014,0.56331368,2.95433293,2.80802643,0.05858015,0.10486601,3.49060396
-4.54127064,7.66848072,0.12061793,0.57357279,2.99200370,2.81617679,0.05934792,0.10820544,3.53114706
-4.53526763,7.69545891,0.11874428,0.58070684,3.01312149,2.81197838,0.05986985,0.11102943,3.55341678
-4.52926463,7.68450424,0.11625014,0.58458087,3.01718497,2.79529874,0.06013807,0.11329486,3.55700427
-4.52326163,7.63573084,0.11317051,0.58512514,3.00405461,2.76630111,0.06015049,0.11496831,3.54187592
-4.51725863,7.55003962,0.10955298,0.58233906,2.97396503,2.72543642,0.05991054,0.11602700,3.50837724
-4.51125563,7.42909152,0.10545590,0.57629312,2.92752598,2.67342612,0.05942667,0.11645935,3.45722501
-4.50525263,7.27525783,0.10094619,0.56712863,2.86571163,2.61123683,0.05871177,0.11626520,3.38948804
-4.49924962,7.09154987,0.09609693,0.55505523,2.78983869,2.54004829,0.05778235,0.11545565,3.30655747
-4.49324662,6.88153122,0.09098487,0.54034629,2.70153414,2.46121608,0.05665771,0.11405254,3.21010785
