energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.88594297,4.67466603,0.02077533,0.07521306,1.35178806,0.81665653,0.19343243,2.84888497,0.49981473,0.16346115
-5.87993997,4.69633927,0.02138217,0.07495896,1.36707802,0.82588789,0.19273212,2.86265140,0.50400670,0.16312949
-5.87393697,4.69668571,0.02199437,0.07449569,1.37603797,0.83016496,0.19122348,2.86340456,0.50670261,0.16220125
-5.86793397,4.67531150,0.02260683,0.07381390,1.37851949,0.82937519,0.18891662,2.85092125,0.50781234,0.16065516
-5.86193097,4.63224439,0.02321274,0.07290906,1.37448437,0.82350992,0.18583609,2.82523135,0.50727096,0.15848574
-5.85592796,4.56791788,0.02380358,0.07178119,1.36400207,0.81266354,0.18201959,2.78660801,0.50503817,0.15570223
-5.84992496,4.48314454,0.02436932,0.07043443,1.34724441,0.79702928,0.17751631,2.73555129,0.50109735,0.15232717
-5.84392196,4.37907982,0.02489856,0.06887661,1.32447765,0.77689185,0.17238508,2.67276618,0.49545442,0.14839478
-5.83791896,4.25717801,0.02537896,0.06711876,1.29605250,0.75261735,0.16669238,2.59913605,0.48813645,0.14394909
-5.83191596,4.11914239,0.02579753,0.06517461,1.26239241,0.72464083,0.16051027,2.51569255,0.47919017,0.13904201
-5.82591296,3.96687161,0.02614116,0.06306015,1.22398074,0.69345213,0.15391437,2.42358348,0.46868044,0.13373134
-5.81990995,3.80240441,0.02639708,0.06079310,1.18134738,0.65958058,0.14698190,2.32403962,0.45668869,0.12807888
-5.81390695,3.62786483,0.02655335,0.05839253,1.13505516,0.62357930,0.13978989,2.21834210,0.44331131,0.12214857
-5.80790395,3.44540972,0.02659941,0.05587839,1.08568678,0.58600956,0.13241359,2.10779102,0.42865812,0.11600482
-5.80190095,3.25718020,0.02652648,0.05327120,1.03383244,0.54742597,0.12492514,1.99367668,0.41285084,0.10971108
-5.79589795,3.06525826,0.02632802,0.05059167,0.98007854,0.50836300,0.11739247,1.87725382,0.39602151,0.10332854
-5.78989495,2.87162952,0.02600004,0.04786047,0.92499773,0.46932304,0.10987848,1.75971958,0.37831092,0.09691517
-5.78389195,2.67815261,0.02554131,0.04509793,0.86914037,0.43076662,0.10244044,1.64219543,0.35986695,0.09052488
-5.77788894,2.48653532,0.02495354,0.04232384,0.81302743,0.39310479,0.09512970,1.52571317,0.34084283,0.08420699
-5.77188594,2.29831750,0.02424133,0.03955729,0.75714491,0.35669376,0.08799153,1.41120476,0.32139529,0.07800586
-5.76588294,2.11486010,0.02341208,0.03681644,0.70193952,0.32183180,0.08106514,1.29949596,0.30168260,0.07196072
-5.75987994,1.93733991,0.02247583,0.03411844,0.64781563,0.28875828,0.07438385,1.19130319,0.28186248,0.06610560
-5.75387694,1.76674918,0.02144484,0.03147923,0.59513335,0.25765461,0.06797536,1.08723320,0.26208992,0.06046944
-5.74787394,1.60389932,0.02033332,0.02891347,0.54420741,0.22864682,0.06186204,0.98778518,0.24251501,0.05507623
-5.74187094,1.44942784,0.01915687,0.02643439,0.49530696,0.20180951,0.05606132,0.89335474,0.22328066,0.04994524
-5.73586793,1.30380789,0.01793203,0.02405372,0.44865594,0.17717078,0.05058602,0.80423926,0.20452052,0.04509127
-5.72986493,1.16735947,0.01667579,0.02178159,0.40443402,0.15471787,0.04544473,0.72064438,0.18635695,0.04052498
-5.72386193,1.04026203,0.01540501,0.01962646,0.36277804,0.13440320,0.04064216,0.64269115,0.16889925,0.03625316
-5.71785893,0.92256763,0.01413604,0.01759512,0.32378379,0.11615055,0.03617945,0.57042356,0.15224215,0.03227902
-5.71185593,0.81421468,0.01288421,0.01569261,0.28750828,0.09986106,0.03205452,0.50381649,0.13646468,0.02860256
-5.70585293,0.71504156,0.01166353,0.01392231,0.25397216,0.08541901,0.02826235,0.44278351,0.12162940,0.02522082
-5.69984992,0.62480031,0.01048635,0.01228594,0.22316265,0.07269706,0.02479530,0.38718485,0.10778210,0.02212825
-5.69384692,0.54316996,0.00936317,0.01078368,0.19503660,0.06156099,0.02164338,0.33683518,0.09495188,0.01931699
-5.68784392,0.46976955,0.00830254,0.00941427,0.16952388,0.05187387,0.01879459,0.29151126,0.08315167,0.01677727
-5.68184092,0.40417073,0.00731096,0.00817520,0.14653090,0.04349949,0.01623521,0.25095942,0.07237918,0.01449770
-5.67583792,0.34590985,0.00639295,0.00706288,0.12594434,0.03630527,0.01395012,0.21490275,0.06261815,0.01246569
-5.66983492,0.29449952,0.00555113,0.00607288,0.10763495,0.03016454,0.01192316,0.18304806,0.05383992,0.01066778
-5.66383192,0.24943954,0.00478635,0.00520018,0.09146130,0.02495830,0.01013744,0.15509248,0.04600518,0.00909008
-5.65782891,0.21022717,0.00409792,0.00443941,0.07727357,0.02057649,0.00857568,0.13072969,0.03906589,0.00771863
-5.65182591,0.17636662,0.00348377,0.00378519,0.06491709,0.01691886,0.00722058,0.10965569,0.03296729,0.00653988
-5.64582291,0.14737778,0.00294075,0.00323239,0.05423576,0.01389550,0.00605514,0.09157411,0.02764982,0.00554101
-5.63981991,0.12280400,0.00246480,0.00277647,0.04507511,0.01142712,0.00506293,0.07620096,0.02305108,0.00471044
-5.63381691,0.10221909,0.00205124,0.00241373,0.03728511,0.00944510,0.00422845,0.06326879,0.01910758,0.00403818
-5.62781391,0.08523320,0.00169495,0.00214171,0.03072252,0.00789135,0.00353735,0.05253033,0.01575637,0.00351626
-5.62181091,0.07149793,0.00139060,0.00195940,0.02525294,0.00671815,0.00297668,0.04376136,0.01293647,0.00313912
-5.61580790,0.06071029,0.00113278,0.00186758,0.02075237,0.00588779,0.00253507,0.03676313,0.01059004,0.00290399
-5.60980490,0.05261583,0.00091620,0.00186909,0.01710841,0.00537223,0.00220292,0.03136400,0.00866341,0.00281123
-5.60380190,0.04701071,0.00073575,0.00196910,0.01422105,0.00515273,0.00197248,0.02742055,0.00710779,0.00286470
-5.59779890,0.04374284,0.00058664,0.00217530,0.01200312,0.00521937,0.00183795,0.02481809,0.00587988,0.00307200
-5.59179590,0.04271209,0.00046443,0.00249814,0.01038032,0.00557058,0.00179552,0.02347052,0.00494217,0.00344476
-5.58579290,0.04386944,0.00036507,0.00295096,0.00929105,0.00621261,0.00184331,0.02331967,0.00426322,0.00399886
-5.57978989,0.04721522,0.00028495,0.00355010,0.00868587,0.00715891,0.00198135,0.02433404,0.00381759,0.00475448
-5.57378689,0.05279622,0.00022086,0.00431493,0.00852675,0.00842942,0.00221146,0.02650697,0.00358588,0.00573626
-5.56778389,0.06070182,0.00017001,0.00526781,0.00878610,0.01004977,0.00253709,0.02985423,0.00355443,0.00697316
-5.56178089,0.07105894,0.00013000,0.00643396,0.00944560,0.01205032,0.00296309,0.03441107,0.00371510,0.00849836
-5.55577789,0.08402588,0.00009879,0.00784125,0.01049493,0.01446503,0.00349549,0.04022867,0.00406487,0.01034898
-5.54977489,0.09978499,0.00007465,0.00951983,0.01193021,0.01733020,0.00414115,0.04737008,0.00460546,0.01256563
-5.54377189,0.11853426,0.00005616,0.01150175,0.01375253,0.02068299,0.00490740,0.05590557,0.00534277,0.01519187
-5.53776888,0.14047782,0.00004215,0.01382030,0.01596617,0.02455984,0.00580167,0.06590762,0.00628639,0.01827350
-5.53176588,0.16581558,0.00003166,0.01650944,0.01857696,0.02899466,0.00683102,0.07744541,0.00744899,0.02185773
-5.52576288,0.19473212,0.00002394,0.01960299,0.02159047,0.03401701,0.00800168,0.09057915,0.00884566,0.02599213
-5.51975988,0.22738522,0.00001838,0.02313377,0.02501023,0.03965012,0.00931859,0.10535417,0.01049325,0.03072360
-5.51375688,0.26389425,0.00001453,0.02713272,0.02883608,0.04590902,0.01078488,0.12179522,0.01240961,0.03609714
-5.50775388,0.30432899,0.00001201,0.03162795,0.03306252,0.05279868,0.01240144,0.13990090,0.01461285,0.04215466
-5.50175088,0.34869917,0.00001057,0.03664382,0.03767733,0.06031232,0.01416650,0.15963870,0.01712054,0.04893370
-5.49574787,0.39694547,0.00001001,0.04220007,0.04266026,0.06843008,0.01607530,0.18094078,0.01994898,0.05646624
-5.48974487,0.44893217,0.00001020,0.04831096,0.04798215,0.07711791,0.01811977,0.20370077,0.02311232,0.06477758
-5.48374187,0.50444224,0.00001106,0.05498464,0.05360430,0.08632698,0.02028842,0.22777180,0.02662192,0.07388537
-5.47773887,0.56317510,0.00001254,0.06222256,0.05947820,0.09599361,0.02256625,0.25296607,0.03048557,0.08379874
-5.47173587,0.62474740,0.00001463,0.07001914,0.06554574,0.10603975,0.02493490,0.27905589,0.03470692,0.09451775
-5.46573287,0.68869700,0.00001734,0.07836155,0.07173982,0.11637400,0.02737283,0.30577662,0.03928489,0.10603289
-5.45972986,0.75449028,0.00002069,0.08722970,0.07798541,0.12689333,0.02985574,0.33283110,0.04421333,0.11832497
-5.45372686,0.82153246,0.00002474,0.09659644,0.08420100,0.13748527,0.03235703,0.35989589,0.04948063,0.13136508
-5.44772386,0.88918075,0.00002953,0.10642787,0.09030052,0.14803066,0.03484848,0.38662889,0.05506963,0.14511483
-5.44172086,0.95675987,0.00003513,0.11668378,0.09619547,0.15840672,0.03730093,0.41267817,0.06095759,0.15952665
-5.43571786,1.02357906,0.00004161,0.12731819,0.10179742,0.16849048,0.03968506,0.43769172,0.06711632,0.17454422
-5.42971486,1.08895020,0.00004902,0.13827985,0.10702055,0.17816227,0.04197226,0.46132759,0.07351248,0.19010294
-5.42371186,1.15220584,0.00005744,0.14951282,0.11178427,0.18730923,0.04413538,0.48326414,0.08010798,0.20613033
-5.41770885,1.21271658,0.00006691,0.16095695,0.11601580,0.19582854,0.04614954,0.50320984,0.08686051,0.22254647
-5.41170585,1.26990682,0.00007750,0.17254823,0.11965251,0.20363047,0.04799278,0.52091219,0.09372424,0.23926424
-5.40570285,1.32326830,0.00008924,0.18421912,0.12264400,0.21064075,0.04964665,0.53616538,0.10065055,0.25618953
-5.39969985,1.37237089,0.00010216,0.19589872,0.12495379,0.21680257,0.05109664,0.54881636,0.10758892,0.27322137
-5.39369685,1.41687015,0.00011629,0.20751293,0.12656052,0.22207777,0.05233247,0.55876906,0.11448788,0.29025203
-5.38769385,1.45651171,0.00013162,0.21898457,0.12745873,0.22644750,0.05334820,0.56598668,0.12129608,0.30716712
-5.38169085,1.49113254,0.00014818,0.23023351,0.12765908,0.22991210,0.05414218,0.57049187,0.12796339,0.32384595
-5.37568784,1.52065935,0.00016595,0.24117702,0.12718801,0.23249055,0.05471687,0.57236518,0.13444224,0.34016207
-5.36968484,1.54510476,0.00018494,0.25173026,0.12608702,0.23421925,0.05507854,0.57174168,0.14068889,0.35598420
-5.36368184,1.56456189,0.00020514,0.26180710,0.12441150,0.23515060,0.05523686,0.56880626,0.14666497,0.37117772
-5.35767884,1.57919805,0.00022659,0.27132137,0.12222920,0.23535123,0.05520444,0.56378788,0.15233900,0.38560671
-5.35167584,1.58924833,0.00024931,0.28018845,0.11961851,0.23490017,0.05499632,0.55695310,0.15768811,0.39913669
-5.34567284,1.59500976,0.00027341,0.28832743,0.11666654,0.23388715,0.05462951,0.54859947,0.16269975,0.41163803
-5.33966983,1.59683660,0.00029899,0.29566361,0.11346718,0.23241090,0.05412255,0.53904885,0.16737345,0.42299000
-5.33366683,1.59513701,0.00032624,0.30213143,0.11011920,0.23057784,0.05349510,0.52864129,0.17172255,0.43308535
-5.32766383,1.59037135,0.00035542,0.30767765,0.10672438,0.22850094,0.05276766,0.51772934,0.17577580,0.44183527
-5.32166083,1.58305176,0.00038684,0.31226468,0.10338584,0.22629887,0.05196134,0.50667321,0.17957870,0.44917449
-5.31565783,1.57374274,0.00042093,0.31587382,0.10020657,0.22409541,0.05109769,0.49583661,0.18319457,0.45506623
-5.30965483,1.56306201,0.00045818,0.31850819,0.09728801,0.22201891,0.05019861,0.48558316,0.18670510,0.45950671
-5.30365183,1.55168086,0.00049919,0.32019525,0.09472892,0.22020182,0.04928631,0.47627337,0.19021034,0.46252884
-5.29764882,1.54032304,0.00054463,0.32098848,0.09262432,0.21878004,0.04838324,0.46826179,0.19382800,0.46420482
-5.29164582,1.52976131,0.00059528,0.32096819,0.09106449,0.21789199,0.04751205,0.46189404,0.19769193,0.46464731
-5.28564282,1.52081079,0.00065196,0.32024123,0.09013406,0.21767728,0.04669542,0.45750368,0.20194977,0.46400902
-5.27963982,1.51431852,0.00071555,0.31893949,0.08991105,0.21827485,0.04595591,0.45540836,0.20675970,0.46248044
-5.27363682,1.51114877,0.00078697,0.31721714,0.09046592,0.21982052,0.04531562,0.45590530,0.21228634,0.46028578
-5.26763382,1.51216411,0.00086713,0.31524670,0.09186055,0.22244394,0.04479580,0.45926602,0.21869594,0.45767708
-5.26163082,1.51820268,0.00095691,0.31321396,0.09414717,0.22626501,0.04441636,0.46573022,0.22615082,0.45492680
-5.25562781,1.53005225,0.00105715,0.31131204,0.09736731,0.23138986,0.04419518,0.47549916,0.23480356,0.45231898
-5.24962481,1.54842227,0.00116860,0.30973480,0.10155080,0.23790659,0.04414754,0.48872865,0.24479086,0.45013958
-5.24362181,1.57391540,0.00129189,0.30866993,0.10671489,0.24588098,0.04428532,0.50552222,0.25622766,0.44866632
-5.23761881,1.60700016,0.00142752,0.30829209,0.11286359,0.25535248,0.04461632,0.52592488,0.26920165,0.44815864
-5.23161581,1.64798648,0.00157582,0.30875651,0.11998737,0.26633068,0.04514362,0.54991801,0.28376856,0.44884824
-5.22561281,1.69700609,0.00173699,0.31019330,0.12806330,0.27879278,0.04586503,0.57741596,0.29994862,0.45093093
-5.21960980,1.75399936,0.00191104,0.31270305,0.13705571,0.29268199,0.04677268,0.60826489,0.31772434,0.45456003
-5.21360680,1.81871013,0.00209784,0.31635368,0.14691754,0.30790748,0.04785288,0.64224431,0.33703998,0.45984191
-5.20760380,1.89068944,0.00229716,0.32117906,0.15759228,0.32434571,0.04908616,0.67907163,0.35780275,0.46683395
-5.20160080,1.96930886,0.00250868,0.32717924,0.16901674,0.34184351,0.05044755,0.71840977,0.37988581,0.47554498
-5.19559780,2.05378331,0.00273205,0.33432255,0.18112436,0.36022264,0.05190718,0.75987807,0.40313308,0.48593826
-5.18959480,2.14320286,0.00296696,0.34254918,0.19384923,0.37928594,0.05343108,0.80306595,0.42736563,0.49793687
-5.18359180,2.23657207,0.00321322,0.35177626,0.20713054,0.39882473,0.05498229,0.84754906,0.45238934,0.51143108
-5.17758879,2.33285537,0.00347082,0.36190396,0.22091735,0.41862715,0.05652205,0.89290723,0.47800353,0.52628728
-5.17158579,2.43102600,0.00374002,0.37282231,0.23517353,0.43848706,0.05801119,0.93874346,0.50401006,0.54235794
-5.16558279,2.53011598,0.00402142,0.38441824,0.24988254,0.45821309,0.05941162,0.98470285,0.53022233,0.55949181
-5.15957979,2.62926430,0.00431604,0.39658232,0.26505183,0.47763728,0.06068771,1.03049076,0.55647373,0.57754380
-5.15357679,2.72776059,0.00462535,0.40921484,0.28071672,0.49662284,0.06180772,1.07588894,0.58262492,0.59638366
-5.14757379,2.82508143,0.00495133,0.42223061,0.29694332,0.51507056,0.06274496,1.12076874,0.60856953,0.61590302
-5.14157079,2.92091727,0.00529645,0.43556238,0.31383048,0.53292349,0.06347879,1.16510072,0.63423778,0.63602010
-5.13556778,3.01518780,0.00566367,0.44916226,0.33151049,0.55016956,0.06399540,1.20895975,0.65959791,0.65668174
-5.12956478,3.10804500,0.00605641,0.46300135,0.35014837,0.56684185,0.06428815,1.25252541,0.68465501,0.67786262
-5.12356178,3.19986303,0.00647841,0.47706730,0.36993985,0.58301656,0.06435766,1.29607731,0.70944753,0.69956146
-5.11755878,3.29121562,0.00693368,0.49136007,0.39110783,0.59880867,0.06421156,1.33998556,0.73404143,0.72179467
-5.11155578,3.38284172,0.00742630,0.50588606,0.41389758,0.61436544,0.06386389,1.38469662,0.75852243,0.74458752
-5.10555278,3.47560149,0.00796026,0.52065113,0.43857068,0.62985813,0.06333419,1.43071529,0.78298671,0.76796364
-5.09954977,3.57042470,0.00853928,0.53565286,0.46539792,0.64547232,0.06264639,1.47858343,0.80753070,0.79193348
-5.09354677,3.66825457,0.00916654,0.55087261,0.49465144,0.66139734,0.06182748,1.52885662,0.83224056,0.81648252
-5.08754377,3.76998994,0.00984452,0.56626809,0.52659618,0.67781541,0.06090612,1.58207966,0.85718204,0.84156012
-5.08154077,3.87642907,0.01057472,0.58176692,0.56148118,0.69489096,0.05991112,1.63876207,0.88239131,0.86706982
-5.07553777,3.98821785,0.01135747,0.59726163,0.59953079,0.71276080,0.05887012,1.69935475,0.90786747,0.89286193
-5.06953477,4.10580527,0.01219175,0.61260677,0.64093605,0.73152551,0.05780822,1.76422858,0.93356699,0.91872897
-5.06353177,4.22940823,0.01307500,0.62761819,0.68584668,0.75124266,0.05674693,1.83365602,0.95940079,0.94440452
-5.05752876,4.35898734,0.01400303,0.64207491,0.73436355,0.77192192,0.05570329,1.90779614,0.98523372,0.96956565
-5.05152576,4.49423437,0.01496997,0.65572340,0.78653206,0.79352251,0.05468927,1.98668364,1.01088684,0.99383907
-5.04552276,4.63457181,0.01596821,0.66828427,0.84233644,0.81595278,0.05371148,2.07022190,1.03614207,1.01681067
-5.03951976,4.77916367,0.01698853,0.67946103,0.90169496,0.83907215,0.05277121,2.15818012,1.06074903,1.03803820
-5.03351676,4.92693641,0.01802018,0.68895052,0.96445615,0.86269491,0.05186466,2.25019427,1.08443357,1.05706618
-5.02751376,5.07660840,0.01905108,0.69645441,1.03039613,0.88659586,0.05098359,2.34577136,1.10690746,1.07344261
-5.02151076,5.22672558,0.02006810,0.70169122,1.09921683,0.91051718,0.05011602,2.44429659,1.12787859,1.08673631
-5.01550775,5.37570117,0.02105731,0.70440826,1.17054525,0.93417633,0.04924723,2.54504276,1.14706111,1.09655403
-5.00950475,5.52185712,0.02200436,0.70439268,1.24393376,0.95727438,0.04836080,2.64718134,1.16418485,1.10255650
-5.00350175,5.66346510,0.02289488,0.70148125,1.31886136,0.97950439,0.04743977,2.74979472,1.17900353,1.10447248
-4.99749875,5.79878520,0.02371481,0.69556825,1.39473617,1.00055958,0.04646767,2.85188915,1.19130145,1.10211010
-4.99149575,5.92610103,0.02445088,0.68661107,1.47089903,1.02014081,0.04542967,2.95240820,1.20089816,1.09536500
-4.98549275,6.04375033,0.02509091,0.67463331,1.54662859,1.03796326,0.04431344,3.05024652,1.20765126,1.08422484
-4.97948974,6.15015079,0.02562425,0.65972525,1.62114788,1.05376218,0.04311000,3.14426403,1.21145718,1.06877021
-4.97348674,6.24382139,0.02604201,0.64204176,1.69363271,1.06729769,0.04181432,3.23330077,1.21225021,1.04917182
-4.96748374,6.32339992,0.02633740,0.62179777,1.76322196,1.07835867,0.04042575,3.31619263,1.21000005,1.02568455
-4.96148074,6.38765785,0.02650588,0.59926169,1.82902999,1.08676594,0.03894829,3.39178838,1.20470840,0.99863853
-4.95547774,6.43551387,0.02654530,0.57474711,1.89016120,1.09237485,0.03739068,3.45896843,1.19640484,0.96842812
-4.94947474,6.46604739,0.02645597,0.54860329,1.94572671,1.09507766,0.03576626,3.51666547,1.18514271,0.93549939
-4.94347174,6.47851336,0.02624065,0.52120497,1.99486306,1.09480571,0.03409277,3.56388724,1.17099531,0.90033676
-4.93746873,6.47235921,0.02590451,0.49294200,2.03675253,1.09153180,0.03239207,3.59974134,1.15405280,0.86344966
-4.93146573,6.44724461,0.02545491,0.46420922,2.07064475,1.08527273,0.03068971,3.62346170,1.13442020,0.82535981
-4.92546273,6.40306385,0.02490133,0.43539707,2.09587875,1.07609213,0.02901453,3.63443619,1.11221653,0.78658966
-4.91945973,6.33997049,0.02425505,0.40688334,2.11190498,1.06410347,0.02739824,3.63223439,1.08757519,0.74765241
-4.91345673,6.25840278,0.02352893,0.37902616,2.11830613,1.04947316,0.02587502,3.61663442,1.06064552,0.70904392
-4.90745373,6.15910844,0.02273713,0.35215848,2.11481590,1.03242342,0.02448120,3.58764745,1.03159518,0.67123662
-4.90145073,6.04316651,0.02189482,0.32658412,2.10133482,1.01323458,0.02325489,3.54553836,1.00061316,0.63467534
-4.89544772,5.91200394,0.02101783,0.30257528,2.07794191,0.99224648,0.02223578,3.49084106,0.96791296,0.59977492
-4.88944472,5.76740443,0.02012240,0.28037136,2.04490164,0.96985847,0.02146489,3.42436691,0.93373542,0.56691937
-4.88344172,5.61150713,0.01922485,0.26017907,2.00266530,0.94652756,0.02098435,3.34720496,0.89835093,0.53646206
-4.87743872,5.44679329,0.01834131,0.24217332,1.95186635,0.92276449,0.02083716,3.26071303,0.86206038,0.50872674
-4.87143572,5.27605918,0.01748741,0.22649891,1.89330963,0.89912721,0.02106693,3.16649891,0.82519475,0.48400883
-4.86543272,5.10237465,0.01667806,0.21327258,1.82795447,0.87621176,0.02171745,3.06639145,0.78811292,0.46257665
-4.85942971,4.92902699,0.01592713,0.20258522,1.75689213,0.85464035,0.02283226,2.96240189,0.75119765,0.44467227
-4.85342671,4.75945116,0.01524725,0.19450402,1.68131824,0.83504695,0.02445392,2.85667619,0.71484976,0.43051173
-4.84742371,4.59714772,0.01464960,0.18907451,1.60250125,0.81806037,0.02662318,2.75143961,0.67948065,0.42028445
-4.84142071,4.44559117,0.01414365,0.18632208,1.52174804,0.80428558,0.02937794,2.64893536,0.64550340,0.41415180
-4.83541771,4.30813159,0.01373698,0.18625327,1.44036809,0.79428367,0.03275193,2.55135938,0.61332280,0.41224490
-4.82941471,4.18789336,0.01343514,0.18885653,1.35963756,0.78855117,0.03677335,2.46079363,0.58332484,0.41466174
-4.82341171,4.08767495,0.01324151,0.19410267,1.28076479,0.78749975,0.04146316,2.37914054,0.55586607,0.42146382
-4.81740870,4.00985403,0.01315716,0.20194489,1.20485856,0.79143693,0.04683342,2.30806115,0.53126337,0.43267266
-4.81140570,3.95630195,0.01318083,0.21231871,1.13290037,0.80054896,0.05288553,2.24891961,0.50978469,0.44826636
-4.80540270,3.92831158,0.01330889,0.22514170,1.06572180,0.81488654,0.05960844,2.20273622,0.49164103,0.46817659
-4.79939970,3.92654187,0.01353541,0.24031322,1.00398771,0.83435443,0.06697715,2.17015126,0.47698030,0.49228622
-4.79339670,3.95098194,0.01385223,0.25771431,0.94818577,0.85870547,0.07495130,2.15140114,0.46588306,0.52042791
-4.78739370,4.00093677,0.01424916,0.27720772,0.89862276,0.88753959,0.08347419,2.14630817,0.45836060,0.55238373
-4.78139070,4.07503562,0.01471416,0.29863824,0.85542721,0.92030833,0.09247221,2.15428445,0.45435522,0.58788599
-4.77538769,4.17126340,0.01523369,0.32183328,0.81855848,0.95632474,0.10185484,2.17435026,0.45374273,0.62661936
-4.76938469,4.28701436,0.01579295,0.34660379,0.78782128,0.99477883,0.11151524,2.20516625,0.45633717,0.66822413
-4.76338169,4.41916638,0.01637638,0.37274549,0.76288514,1.03475802,0.12133146,2.24507852,0.46189732,0.71230058
-4.75737869,4.56417349,0.01696800,0.40004031,0.74330770,1.07527210,0.13116842,2.29217520,0.47013484,0.75841431
-4.75137569,4.71817324,0.01755187,0.42825810,0.72856081,1.11528200,0.14088043,2.34435234,0.48072369,0.80610240
-4.74537269,4.87710526,0.01811255,0.45715853,0.71805828,1.15373117,0.15031446,2.39938687,0.49331037,0.85488003
-4.73936968,5.03683665,0.01863553,0.48649308,0.71118406,1.18957858,0.15931378,2.45501402,0.50752473,0.90424753
-4.73336668,5.19328966,0.01910763,0.51600721,0.70731983,1.22183212,0.16772212,2.50900618,0.52299087,0.95369762
-4.72736368,5.34256710,0.01951739,0.54544260,0.70587088,1.24958101,0.17538804,2.55925053,0.53933784,1.00272265
-4.72136068,5.48107100,0.01985534,0.57453959,0.70628927,1.27202608,0.18216933,2.60382223,0.55620983,1.05082180
-4.71535768,5.60561035,0.02011425,0.60303968,0.70809358,1.28850656,0.18793737,2.64105075,0.57327560,1.09750818
-4.70935468,5.71349439,0.02028930,0.63068846,0.71088457,1.29852260,0.19258115,2.66957673,0.59023700,1.14231573
-4.70335168,5.80260827,0.02037816,0.65723865,0.71435616,1.30175231,0.19601080,2.68839725,0.60683631,1.18480614
-4.69734867,5.87146902,0.02038093,0.68245366,0.71830172,1.29806300,0.19816050,2.69689809,0.62286254,1.22457568
-4.69134567,5.91926029,0.02030009,0.70611158,0.72261526,1.28751603,0.19899061,2.69487172,0.63815645,1.26126205
-4.68534267,5.94584540,0.02014034,0.72800965,0.72728803,1.27036521,0.19848883,2.68252058,0.65261439,1.29455144
-4.67933967,5.95175895,0.01990830,0.74796924,0.73240039,1.24704895,0.19667057,2.66044589,0.66619101,1.32418563
-4.67333667,5.93817811,0.01961229,0.76584131,0.73810992,1.21817655,0.19357823,2.62962246,0.67890085,1.34996928
-4.66733367,5.90687537,0.01926198,0.78151226,0.74463590,1.18450917,0.18927963,2.59136082,0.69081880,1.37177719
-4.66133067,5.86015510,0.01886801,0.79490991,0.75224139,1.14693653,0.18386557,2.54725844,0.70207963,1.38956149
-4.65532766,5.80077676,0.01844167,0.80600953,0.76121335,1.10645001,0.17744671,2.49914192,0.71287640,1.40335834
-4.64932466,5.73186775,0.01799455,0.81483959,0.77184200,1.06411341,0.17014983,2.44900270,0.72345796,1.41329404
-4.64332166,5.65682907,0.01753814,0.82148680,0.78440021,1.02103238,0.16211374,2.39892865,0.73412534,1.41958981
