energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.79589795,4.50529481,0.02516522,0.40321756,2.68212153,2.28491171,0.01109172,1.58393981,0.62670030,0.27937753
-5.78989495,4.55668619,0.02426813,0.40610842,2.62940848,2.33435761,0.01127278,1.59568849,0.62439994,0.28537899
-5.78389195,4.59464862,0.02333562,0.40800991,2.57301885,2.37543293,0.01143026,1.60348047,0.62135774,0.29050646
-5.77788894,4.61897212,0.02237380,0.40901641,2.51388669,2.40782587,0.01155874,1.60718231,0.61755802,0.29469995
-5.77188594,4.62976532,0.02138895,0.40925584,2.45302408,2.43142550,0.01165323,1.60674583,0.61300827,0.29792113
-5.76588294,4.62746023,0.02038744,0.40888719,2.39150573,2.44632802,0.01170932,1.60221144,0.60774048,0.30015447
-5.75987994,4.61280629,0.01937574,0.40809670,2.33045060,2.45283610,0.01172337,1.59370877,0.60181160,0.30140760
-5.75387694,4.58685351,0.01836032,0.40709265,2.27100070,2.45145138,0.01169268,1.58145440,0.59530300,0.30171096
-5.74787394,4.55092493,0.01734769,0.40609908,2.21429757,2.44286015,0.01161558,1.56574679,0.58831900,0.30111676
-5.74187094,4.50657940,0.01634425,0.40534852,2.16145675,2.42791273,0.01149158,1.54695842,0.58098434,0.29969719
-5.73586793,4.45556593,0.01535631,0.40507399,2.11354106,2.40759747,0.01132135,1.52552551,0.57344092,0.29754204
-5.72986493,4.39977118,0.01438997,0.40550081,2.07153353,2.38301010,0.01110678,1.50193554,0.56584368,0.29475582
-5.72386193,4.34116241,0.01345105,0.40683825,2.03631084,2.35531999,0.01085093,1.47671321,0.55835611,0.29145443
-5.71785893,4.28172800,0.01254499,0.40927162,2.00861833,2.32573429,0.01055790,1.45040536,0.55114533,0.28776159
-5.71185593,4.22341785,0.01167677,0.41295498,1.98904753,2.29546174,0.01023277,1.42356544,0.54437722,0.28380515
-5.70585293,4.16808628,0.01085082,0.41800494,1.97801720,2.26567713,0.00988140,1.39673811,0.53821160,0.27971349
-5.69984992,4.11743930,0.01007092,0.42449572,1.97575877,2.23748809,0.00951026,1.37044467,0.53279794,0.27561202
-5.69384692,4.07298856,0.00934017,0.43245571,1.98230693,2.21190516,0.00912620,1.34516984,0.52827151,0.27162002
-5.68784392,4.03601323,0.00866091,0.44186576,1.99749588,2.18981619,0.00873628,1.32135016,0.52475035,0.26784798
-5.68184092,4.00753125,0.00803471,0.45265919,2.02096164,2.17196575,0.00834753,1.29936466,0.52233297,0.26439526
-5.67583792,3.98828047,0.00746236,0.46472363,2.05215053,2.15894015,0.00796674,1.27952781,0.52109692,0.26134848
-5.66983492,3.97870999,0.00694389,0.47790447,2.09033355,2.15115808,0.00760027,1.26208486,0.52109821,0.25878035
-5.66383192,3.97898128,0.00647858,0.49200991,2.13462652,2.14886707,0.00725393,1.24720964,0.52237144,0.25674910
-5.65782891,3.98897853,0.00606506,0.50681728,2.18401495,2.15214514,0.00693275,1.23500470,0.52493054,0.25529839
-5.65182591,4.00832701,0.00570137,0.52208035,2.23738319,2.16090744,0.00664097,1.22550342,0.52877004,0.25445774
-5.64582291,4.03641805,0.00538501,0.53753734,2.29354640,2.17491695,0.00638191,1.21867396,0.53386662,0.25424322
-5.63981991,4.07243909,0.00511309,0.55291924,2.35128442,2.19379869,0.00615794,1.21442461,0.54018082,0.25465851
-5.63381691,4.11540718,0.00488236,0.56795806,2.40937614,2.21705629,0.00597046,1.21261018,0.54765871,0.25569613
-5.62781391,4.16420406,0.00468936,0.58239465,2.46663297,2.24409042,0.00581995,1.21303914,0.55623340,0.25733869
-5.62181091,4.21761153,0.00453047,0.59598579,2.52193031,2.27421794,0.00570600,1.21548107,0.56582629,0.25956032
-5.61580790,4.27434554,0.00440201,0.60851024,2.57423567,2.30669130,0.00562736,1.21967413,0.57634795,0.26232781
-5.60980490,4.33308793,0.00430031,0.61977360,2.62263247,2.34071744,0.00558208,1.22533239,0.58769870,0.26560188
-5.60380190,4.39251510,0.00422180,0.62961173,2.66633879,2.37547579,0.00556754,1.23215281,0.59976879,0.26933813
-5.59779890,4.45132305,0.00416299,0.63789281,2.70472041,2.41013510,0.00558064,1.23982160,0.61243845,0.27348792
-5.59179590,4.50824863,0.00412059,0.64451799,2.73729798,2.44386880,0.00561786,1.24802017,0.62557770,0.27799911
-5.58579290,4.56208713,0.00409153,0.64942074,2.76374831,2.47586907,0.00567540,1.25643049,0.63904629,0.28281660
-5.57978989,4.61170669,0.00407294,0.65256509,2.78390014,2.50535945,0.00574933,1.26473995,0.65269376,0.28788287
-5.57378689,4.65605986,0.00406221,0.65394301,2.79772497,2.53160639,0.00583568,1.27264586,0.66635994,0.29313840
-5.56778389,4.69419319,0.00405701,0.65357115,2.80532385,2.55392969,0.00593057,1.27985964,0.67987593,0.29852217
-5.56178089,4.72525543,0.00405527,0.65148723,2.80691107,2.57171223,0.00603032,1.28611084,0.69306581,0.30397215
-5.55577789,4.74850502,0.00405523,0.64774636,2.80279584,2.58440895,0.00613152,1.29115097,0.70574909,0.30942589
-5.54977489,4.76331725,0.00405541,0.64241757,2.79336322,2.59155539,0.00623117,1.29475744,0.71774397,0.31482128
-5.54377189,4.76919174,0.00405464,0.63558067,2.77905527,2.59277564,0.00632673,1.29673733,0.72887140,0.32009742
-5.53776888,4.76575997,0.00405208,0.62732369,2.76035349,2.58778962,0.00641617,1.29693120,0.73895992,0.32519559
-5.53176588,4.75279312,0.00404721,0.61774093,2.73776340,2.57641971,0.00649802,1.29521675,0.74785095,0.33006043
-5.52576288,4.73020966,0.00403987,0.60693165,2.71180176,2.55859624,0.00657142,1.29151223,0.75540463,0.33464110
-5.51975988,4.69808231,0.00403024,0.59499946,2.68298701,2.53436164,0.00663609,1.28577951,0.76150562,0.33889255
-5.51375688,4.65664364,0.00401888,0.58205211,2.65183275,2.50387291,0.00669236,1.27802650,0.76606890,0.34277671
-5.50775388,4.60628960,0.00400672,0.56820180,2.61884444,2.46740198,0.00674109,1.26830889,0.76904498,0.34626358
-5.50175088,4.54758012,0.00399506,0.55356567,2.58451876,2.42533365,0.00678366,1.25673084,0.77042443,0.34933217
-5.49574787,4.48123619,0.00398562,0.53826636,2.54934505,2.37816086,0.00682189,1.24344455,0.77024130,0.35197114
-5.48974487,4.40813259,0.00398046,0.52243241,2.51380829,2.32647706,0.00685795,1.22864860,0.76857525,0.35417915
-5.48374187,4.32928610,0.00398201,0.50619848,2.47839269,2.27096564,0.00689426,1.21258475,0.76555211,0.35596488
-5.47773887,4.24583867,0.00399300,0.48970508,2.44358503,2.21238655,0.00693339,1.19553346,0.76134278,0.35734655
-5.47173587,4.15903580,0.00401649,0.47309777,2.40987705,2.15156016,0.00697794,1.17780783,0.75616034,0.35835118
-5.46573287,4.07020033,0.00405571,0.45652592,2.37776606,2.08934889,0.00703045,1.15974625,0.75025536,0.35901332
-5.45972986,3.98070218,0.00411407,0.44014076,2.34775318,2.02663696,0.00709325,1.14170383,0.74390950,0.35937350
-5.45372686,3.89192481,0.00419503,0.42409303,2.32033871,1.96430891,0.00716836,1.12404281,0.73742757,0.35947635
-5.44772386,3.80522949,0.00430200,0.40853006,2.29601447,1.90322751,0.00725742,1.10712219,0.73112816,0.35936848
-5.44172086,3.72191828,0.00443822,0.39359260,2.27525297,1.84421179,0.00736160,1.09128691,0.72533325,0.35909624
-5.43571786,3.64319730,0.00460665,0.37941137,2.25849363,1.78801593,0.00748150,1.07685689,0.72035705,0.35870338
-5.42971486,3.57014121,0.00480977,0.36610359,2.24612641,1.73530967,0.00761718,1.06411631,0.71649445,0.35822886
-5.42371186,3.50366043,0.00504951,0.35376958,2.23847364,1.68666099,0.00776805,1.05330347,0.71400952,0.35770468
-5.41770885,3.44447222,0.00532706,0.34248964,2.23577062,1.64252153,0.00793293,1.04460159,0.71312454,0.35715410
-5.41170585,3.39307674,0.00564273,0.33232128,2.23814618,1.60321537,0.00811005,1.03813093,0.71400979,0.35659012
-5.40570285,3.34973900,0.00599588,0.32329709,2.24560422,1.56893144,0.00829706,1.03394251,0.71677486,0.35601439
-5.39969985,3.31447757,0.00638475,0.31542316,2.25800738,1.53971983,0.00849113,1.03201376,0.72146151,0.35541654
-5.39369685,3.28706060,0.00680645,0.30867833,2.27506410,1.51549220,0.00868897,1.03224631,0.72803877,0.35477414
-5.38769385,3.26700938,0.00725687,0.30301419,2.29632015,1.49602613,0.00888695,1.03446614,0.73640037,0.35405302
-5.38169085,3.25360970,0.00773076,0.29835601,2.32115557,1.48097343,0.00908117,1.03842619,0.74636480,0.35320818
-5.37568784,3.24593078,0.00822169,0.29460446,2.34878796,1.46987201,0.00926755,1.04381144,0.75767819,0.35218520
-5.36968484,3.24285141,0.00872221,0.29163822,2.37828252,1.46216101,0.00944194,1.05024647,0.77001996,0.35092204
-5.36368184,3.24309249,0.00922398,0.28931732,2.40856918,1.45719868,0.00960022,1.05730535,0.78301129,0.34935124
-5.35767884,3.24525531,0.00971794,0.28748719,2.43846664,1.45428252,0.00973838,1.06452354,0.79622612,0.34740245
-5.35167584,3.24786426,0.01019457,0.28598330,2.46671284,1.45267094,0.00985264,1.07141167,0.80920436,0.34500510
-5.34567284,3.24941266,0.01064413,0.28463615,2.49200089,1.45160591,0.00993955,1.07747055,0.82146699,0.34209126
-5.33966983,3.24841031,0.01105695,0.28327658,2.51301942,1.45033575,0.00999603,1.08220705,0.83253244,0.33859845
-5.33366683,3.24343101,0.01142373,0.28174109,2.52849553,1.44813746,0.01001948,1.08515023,0.84193362,0.33447240
-5.32766383,3.23315850,0.01173587,0.27987703,2.53723878,1.44433784,0.01000785,1.08586721,0.84923497,0.32966954
-5.32166083,3.21642906,0.01198572,0.27754750,2.53818416,1.43833274,0.00995971,1.08397797,0.85404874,0.32415924
-5.31565783,3.19226926,0.01216687,0.27463561,2.53043206,1.42960385,0.00987424,1.07916861,0.85604994,0.31792562
-5.30965483,3.15992731,0.01227435,0.27104815,2.51328337,1.41773245,0.00975132,1.07120252,0.85498905,0.31096887
-5.30365183,3.11889691,0.01230486,0.26671832,2.48626800,1.40240981,0.00959154,1.05992882,0.85070220,0.30330608
-5.29764882,3.06893257,0.01225685,0.26160750,2.44916524,1.38344379,0.00939617,1.04528785,0.84311807,0.29497139
-5.29164582,3.01005585,0.01213060,0.25570603,2.40201518,1.36076167,0.00916717,1.02731337,0.83226140,0.28601564
-5.28564282,2.94255234,0.01192821,0.24903282,2.34512027,1.33440896,0.00890715,1.00613135,0.81825281,0.27650533
-5.27963982,2.86695950,0.01165355,0.24163403,2.27903725,1.30454452,0.00861933,0.98195545,0.80130495,0.26652111
-5.27363682,2.78404607,0.01131211,0.23358067,2.20455952,1.27143217,0.00830745,0.95507942,0.78171530,0.25615566
-5.26763382,2.69478391,0.01091083,0.22496542,2.12269114,1.23542917,0.00797570,0.92586672,0.75985579,0.24551123
-5.26163082,2.60031366,0.01045789,0.21589874,2.03461356,1.19697224,0.00762863,0.89473789,0.73615987,0.23469678
-5.25562781,2.50190570,0.00996237,0.20650449,1.94164682,1.15656151,0.00727103,0.86215625,0.71110770,0.22382498
-5.24962481,2.40091831,0.00943407,0.19691518,1.84520707,1.11474332,0.00690784,0.82861264,0.68520996,0.21300908
-5.24362181,2.29875466,0.00888310,0.18726729,1.74676245,1.07209240,0.00654400,0.79460988,0.65899130,0.20235987
-5.23761881,2.19682061,0.00831968,0.17769660,1.64778939,1.02919428,0.00618433,0.76064754,0.63297395,0.19198276
-5.23161581,2.09648496,0.00775377,0.16833391,1.54973105,0.98662843,0.00583348,0.72720784,0.60766230,0.18197524
-5.22561281,1.99904362,0.00719484,0.15930126,1.45395981,0.94495301,0.00549575,0.69474305,0.58352901,0.17242466
-5.21960980,1.90568909,0.00665168,0.15070876,1.36174494,0.90469140,0.00517506,0.66366496,0.56100321,0.16340649
-5.21360680,1.81748595,0.00613214,0.14265222,1.27422657,0.86632119,0.00487483,0.63433667,0.54046101,0.15498321
-5.20760380,1.73535299,0.00564300,0.13521141,1.19239646,0.83026577,0.00459795,0.60706680,0.52221865,0.14720357
-5.20160080,1.66005223,0.00518991,0.12844924,1.11708568,0.79688857,0.00434673,0.58210630,0.50652830,0.14010258
-5.19559780,1.59218445,0.00477727,0.12241158,1.04895906,0.76649020,0.00412289,0.55964757,0.49357628,0.13370184
-5.18959480,1.53219081,0.00440827,0.11712772,0.98851563,0.73930796,0.00392755,0.53982572,0.48348368,0.12801045
-5.18359180,1.48035980,0.00408485,0.11261139,0.93609439,0.71551787,0.00376124,0.52272163,0.47630884,0.12302617
-5.17758879,1.43683834,0.00380783,0.10886221,0.89188413,0.69523856,0.00362394,0.50836639,0.47205142,0.11873689
-5.17158579,1.40164609,0.00357692,0.10586728,0.85593622,0.67853682,0.00351508,0.49674666,0.47065752,0.11512226
-5.16558279,1.37469169,0.00339090,0.10360311,0.82817918,0.66543422,0.00343367,0.48781059,0.47202544,0.11215537
-5.15957979,1.35578974,0.00324768,0.10203728,0.80843385,0.65591438,0.00337827,0.48147375,0.47601172,0.10980432
-5.15357679,1.34467759,0.00314448,0.10113025,0.79642828,0.64993046,0.00334709,0.47762483,0.48243696,0.10803369
-5.14757379,1.34103093,0.00307794,0.10083676,0.79181141,0.64741240,0.00333805,0.47613075,0.49109127,0.10680581
-5.14157079,1.34447761,0.00304426,0.10110711,0.79416522,0.64827352,0.00334881,0.47684110,0.50173913,0.10608173
-5.13556778,1.35460917,0.00303932,0.10188811,0.80301482,0.65241625,0.00337687,0.47959164,0.51412361,0.10582191
-5.12956478,1.37098980,0.00305884,0.10312378,0.81783671,0.65973668,0.00341957,0.48420702,0.52796984,0.10598667
-5.12356178,1.39316294,0.00309843,0.10475579,0.83806524,0.67012782,0.00347415,0.49050270,0.54298810,0.10653631
-5.11755878,1.42065545,0.00315375,0.10672376,0.86309767,0.68348144,0.00353783,0.49828631,0.55887638,0.10743111
-5.11155578,1.45297994,0.00322055,0.10896542,0.89229838,0.69968867,0.00360778,0.50735856,0.57532299,0.10863106
-5.10555278,1.48963560,0.00329475,0.11141674,0.92500288,0.71863910,0.00368123,0.51751395,0.59200908,0.11009562
-5.09954977,1.53010810,0.00337251,0.11401212,0.96052200,0.74021891,0.00375544,0.52854156,0.60861170,0.11178339
-5.09354677,1.57386906,0.00345026,0.11668468,0.99814697,0.76430786,0.00382777,0.54022608,0.62480726,0.11365191
-5.08754377,1.62037564,0.00352475,0.11936675,1.03715569,0.79077561,0.00389571,0.55234921,0.64027571,0.11565748
-5.08154077,1.66907065,0.00359308,0.12199050,1.07682053,0.81947743,0.00395691,0.56469156,0.65470549,0.11775527
-5.07553777,1.71938341,0.00365268,0.12448891,1.11641758,0.85024968,0.00400921,0.57703515,0.66779908,0.11989951
-5.06953477,1.77073159,0.00370138,0.12679680,1.15523743,0.88290523,0.00405066,0.58916633,0.67927923,0.12204397
-5.06353177,1.82252414,0.00373736,0.12885215,1.19259697,0.91722917,0.00407959,0.60087914,0.68889549,0.12414255
-5.05752876,1.87416508,0.00375919,0.13059746,1.22785189,0.95297500,0.00409463,0.61197886,0.69643076,0.12615012
-5.05152576,1.92505817,0.00376579,0.13198118,1.26040921,0.98986156,0.00409472,0.62228561,0.70170761,0.12802339
-5.04552276,1.97461203,0.00375647,0.13295912,1.28973917,1.02757094,0.00407912,0.63163768,0.70459392,0.12972186
-5.03951976,2.02224556,0.00373088,0.13349565,1.31538586,1.06574752,0.00404749,0.63989447,0.70500738,0.13120879
-5.03351676,2.06739335,0.00368901,0.13356482,1.33697583,1.10399839,0.00399984,0.64693870,0.70291871,0.13245200
-5.02751376,2.10951077,0.00363118,0.13315101,1.35422418,1.14189519,0.00393653,0.65267779,0.69835298,0.13342465
-5.02151076,2.14807858,0.00355799,0.13224943,1.36693778,1.17897751,0.00385829,0.65704426,0.69138922,0.13410569
-5.01550775,2.18260699,0.00347035,0.13086602,1.37501522,1.21475788,0.00376618,0.65999512,0.68215776,0.13448014
-5.00950475,2.21263901,0.00336940,0.12901717,1.37844352,1.24872836,0.00366154,0.66151021,0.67083568,0.13453915
-5.00350175,2.23775322,0.00325649,0.12672887,1.37729179,1.28036856,0.00354596,0.66158971,0.65764032,0.13427972
-4.99749875,2.25756610,0.00313315,0.12403555,1.37170216,1.30915501,0.00342124,0.66025084,0.64282106,0.13370422
-4.99149575,2.27173402,0.00300106,0.12097869,1.36187841,1.33457172,0.00328929,0.65752405,0.62664992,0.13281970
-4.98549275,2.27995512,0.00286195,0.11760511,1.34807312,1.35612154,0.00315212,0.65344901,0.60941115,0.13163704
-4.97948974,2.28197132,0.00271765,0.11396514,1.33057392,1.37333799,0.00301173,0.64807056,0.59139059,0.13017000
-4.97348674,2.27757064,0.00256996,0.11011077,1.30968976,1.38579733,0.00287005,0.64143501,0.57286513,0.12843423
-4.96748374,2.26658986,0.00242065,0.10609382,1.28573778,1.39313023,0.00272891,0.63358701,0.55409287,0.12644635
-4.96148074,2.24891778,0.00227140,0.10196424,1.25903162,1.39503276,0.00258997,0.62456711,0.53530449,0.12422304
-4.95547774,2.22449874,0.00212378,0.09776865,1.22987165,1.39127616,0.00245466,0.61441040,0.51669622,0.12178040
-4.94947474,2.19333663,0.00197919,0.09354910,1.19853760,1.38171510,0.00232419,0.60314596,0.49842475,0.11913340
-4.94347174,2.15549889,0.00183887,0.08934225,1.16528371,1.36629389,0.00219947,0.59079754,0.48060426,0.11629560
-4.93746873,2.11112038,0.00170387,0.08517874,1.13033665,1.34505050,0.00208116,0.57738500,0.46330573,0.11327906
-4.93146573,2.06040678,0.00157502,0.08108307,1.09389596,1.31811808,0.00196967,0.56292666,0.44655836,0.11009449
-4.92546273,2.00363708,0.00145295,0.07707371,1.05613674,1.28572392,0.00186513,0.54744229,0.43035313,0.10675159
-4.91945973,1.94116497,0.00133808,0.07316352,1.01721437,1.24818574,0.00176747,0.53095641,0.41464803,0.10325953
-4.91345673,1.87341867,0.00123066,0.06936042,0.97727043,1.20590559,0.00167644,0.51350183,0.39937469,0.09962757
-4.90745373,1.80089911,0.00113075,0.06566829,0.93643968,1.15936139,0.00159166,0.49512295,0.38444601,0.09586573
-4.90145073,1.72417620,0.00103828,0.06208790,0.89485721,1.10909650,0.00151264,0.47587888,0.36976429,0.09198547
-4.89544772,1.64388321,0.00095305,0.05861805,0.85266535,1.05570778,0.00143889,0.45584579,0.35522939,0.08800031
-4.88944472,1.56070937,0.00087478,0.05525652,0.81001991,0.99983243,0.00136993,0.43511872,0.34074647,0.08392644
-4.88344172,1.47539069,0.00080310,0.05200113,0.76709533,0.94213428,0.00130533,0.41381239,0.32623297,0.07978312
-4.87743872,1.38869960,0.00073764,0.04885059,0.72408836,0.88328988,0.00124478,0.39206129,0.31162447,0.07559296
-4.87143572,1.30143338,0.00067801,0.04580528,0.68122030,0.82397499,0.00118814,0.37001874,0.29687917,0.07138213
-4.86543272,1.21440213,0.00062385,0.04286780,0.63873762,0.76485192,0.00113542,0.34785522,0.28198088,0.06718022
-4.85942971,1.12841658,0.00057483,0.04004338,0.59691102,0.70655805,0.00108687,0.32575598,0.26694046,0.06302017
-4.85342671,1.04427610,0.00053066,0.03734015,0.55603321,0.64969587,0.00104293,0.30391811,0.25179573,0.05893785
-4.84742371,0.96275752,0.00049116,0.03476917,0.51641543,0.59482485,0.00100431,0.28254710,0.23661005,0.05497167
-4.84142071,0.88460496,0.00045618,0.03234436,0.47838313,0.54245511,0.00097191,0.26185332,0.22146961,0.05116201
-4.83541771,0.81052098,0.00042569,0.03008227,0.44227111,0.49304310,0.00094687,0.24204836,0.20647985,0.04755062
-4.82941471,0.74115924,0.00039970,0.02800180,0.40841819,0.44698907,0.00093054,0.22334143,0.19176111,0.04417996
-4.82341171,0.67711870,0.00037832,0.02612372,0.37716185,0.40463626,0.00092443,0.20593603,0.17744390,0.04109252
-4.81740870,0.61893938,0.00036171,0.02447030,0.34883301,0.36627159,0.00093023,0.19002685,0.16366403,0.03833016
-4.81140570,0.56709942,0.00035008,0.02306472,0.32375093,0.33212746,0.00094970,0.17579704,0.15055781,0.03593342
-4.80540270,0.52201338,0.00034368,0.02193058,0.30221847,0.30238453,0.00098471,0.16341584,0.13825750,0.03394086
-4.79939970,0.48403133,0.00034281,0.02109136,0.28451773,0.27717497,0.00103712,0.15303649,0.12688739,0.03238844
-4.79339670,0.45343859,0.00034772,0.02056982,0.27090580,0.25658592,0.00110877,0.14479447,0.11656023,0.03130885
-4.78739370,0.43045552,0.00035870,0.02038748,0.26161092,0.24066294,0.00120143,0.13880590,0.10737452,0.03073092
-4.78139070,0.41523746,0.00037598,0.02056403,0.25682858,0.22941307,0.00131667,0.13516613,0.09941231,0.03067894
-4.77538769,0.40787410,0.00039972,0.02111676,0.25671769,0.22280740,0.00145587,0.13394832,0.09273773,0.03117207
-4.76938469,0.40838854,0.00043005,0.02206001,0.26139670,0.22078294,0.00162015,0.13520211,0.08739612,0.03222370
-4.76338169,0.41673566,0.00046698,0.02340455,0.27093957,0.22324389,0.00181023,0.13895214,0.08341361,0.03384076
-4.75737869,0.43279990,0.00051041,0.02515704,0.28537157,0.23006215,0.00202648,0.14519658,0.08079727,0.03602315
-4.75137569,0.45639272,0.00056014,0.02731949,0.30466509,0.24107732,0.00226878,0.15390564,0.07953546,0.03876310
-4.74537269,0.48724972,0.00061580,0.02988866,0.32873540,0.25609624,0.00253649,0.16502002,0.07959863,0.04204465
-4.73936968,0.52502793,0.00067690,0.03285565,0.35743669,0.27489236,0.00282847,0.17844956,0.08094015,0.04584317
-4.73336668,0.56930362,0.00074280,0.03620546,0.39055856,0.29720515,0.00314297,0.19407201,0.08349743,0.05012506
-4.72736368,0.61957089,0.00081270,0.03991665,0.42782316,0.32273970,0.00347770,0.21173224,0.08719303,0.05484760
-4.72136068,0.67524169,0.00088567,0.04396111,0.46888338,0.35116694,0.00382979,0.23124186,0.09193595,0.05995893
-4.71535768,0.73564745,0.00096065,0.04830403,0.51332238,0.38212454,0.00419587,0.25237950,0.09762293,0.06539837
-4.70935468,0.80004279,0.00103646,0.05290396,0.56065463,0.41521863,0.00457206,0.27489191,0.10413979,0.07109692
-4.70335168,0.86761140,0.00111182,0.05771309,0.61032881,0.45002671,0.00495408,0.29849581,0.11136295,0.07697811
-4.69734867,0.93747439,0.00118542,0.06267769,0.66173272,0.48610138,0.00533735,0.32288080,0.11916095,0.08295904
-4.69134567,1.00870091,0.00125588,0.06773878,0.71420027,0.52297527,0.00571702,0.34771318,0.12739609,0.08895177
-4.68534267,1.08032108,0.00132187,0.07283297,0.76702056,0.56016683,0.00608817,0.37264072,0.13592619,0.09486494
-4.67933967,1.15134079,0.00138206,0.07789352,0.81944906,0.59718690,0.00644585,0.39729837,0.14460647,0.10060557
-4.67333667,1.22075819,0.00143523,0.08285148,0.87072057,0.63354584,0.00678527,0.42131475,0.15329146,0.10608107
-4.66733367,1.28758118,0.00148027,0.08763712,0.92006372,0.66876105,0.00710184,0.44431922,0.16183712,0.11120129
-4.66133067,1.35084561,0.00151622,0.09218125,0.96671675,0.70236451,0.00739134,0.46594943,0.17010282,0.11588064
-4.65532766,1.40963332,0.00154231,0.09641685,1.00994394,0.73391018,0.00765000,0.48585906,0.17795356,0.12004016
-4.64932466,1.46308980,0.00155799,0.10028050,1.04905237,0.76298097,0.00787456,0.50372553,0.18526199,0.12360945
-4.64332166,1.51044053,0.00156290,0.10371395,1.08340838,0.78919514,0.00806236,0.51925744,0.19191044,0.12652844
