energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.81990995,2.68378039,0.52575398,0.21557015,0.00385810,0.37144565,2.81302346,0.97124149,0.00836874,0.83192105
-5.81390695,2.59498385,0.50609504,0.20920624,0.00359615,0.35860365,2.72281131,0.94118212,0.00804171,0.80191757
-5.80790395,2.50433759,0.48577672,0.20330769,0.00336217,0.34605730,2.62834469,0.91060083,0.00773050,0.77092088
-5.80190095,2.41343146,0.46511134,0.19802745,0.00315575,0.33402720,2.53117414,0.88007780,0.00743859,0.73940778
-5.79589795,2.32405465,0.44444418,0.19353426,0.00297668,0.32275614,2.43306757,0.85026946,0.00717002,0.70791690
-5.78989495,2.23813327,0.42414213,0.19000638,0.00282492,0.31250088,2.33595264,0.82188501,0.00692922,0.67702978
-5.78389195,2.15766255,0.40458174,0.18762472,0.00270050,0.30352331,2.24185332,0.79566094,0.00672072,0.64735042
-5.77788894,2.08463649,0.38613701,0.18656553,0.00260346,0.29608097,2.15282300,0.77233420,0.00654892,0.61948447
-5.77188594,2.02097743,0.36916740,0.18699320,0.00253380,0.29041763,2.07087692,0.75261534,0.00641784,0.59401864
-5.76588294,1.96846813,0.35400658,0.18905304,0.00249135,0.28675393,1.99792608,0.73716229,0.00633091,0.57150112
-5.75987994,1.92868871,0.34095220,0.19286466,0.00247573,0.28527874,1.93571500,0.72655600,0.00629077,0.55242372
-5.75387694,1.90296045,0.33025706,0.19851590,0.00248626,0.28614119,1.88576535,0.72127849,0.00629911,0.53720621
-5.74787394,1.89229828,0.32212184,0.20605766,0.00252192,0.28944403,1.84932706,0.72169422,0.00635656,0.52618326
-5.74187094,1.89737326,0.31668967,0.21549985,0.00258132,0.29523815,1.82733835,0.72803522,0.00646261,0.51959441
-5.73586793,1.91848615,0.31404246,0.22680853,0.00266265,0.30351880,1.82039561,0.74039062,0.00661557,0.51757713
-5.72986493,1.95555264,0.31419917,0.23990440,0.00276369,0.31422339,1.82873384,0.75870066,0.00681262,0.52016311
-5.72386193,2.00810057,0.31711590,0.25466278,0.00288182,0.32723117,1.85221784,0.78275549,0.00704986,0.52727778
-5.71785893,2.07527896,0.32268769,0.27091500,0.00301406,0.34236460,1.89034413,0.81219872,0.00732240,0.53874293
-5.71185593,2.15587845,0.33075198,0.28845138,0.00315713,0.35939263,1.94225331,0.84653559,0.00762458,0.55428214
-5.70585293,2.24836236,0.34109350,0.30702555,0.00330748,0.37803551,2.00675209,0.88514542,0.00795008,0.57352897
-5.69984992,2.35090723,0.35345030,0.32636010,0.00346142,0.39797131,2.08234430,0.92729799,0.00829220,0.59603738
-5.69384692,2.46145159,0.36752100,0.34615342,0.00361515,0.41884368,2.16726970,0.97217324,0.00864407,0.62129418
-5.68784392,2.57775123,0.38297271,0.36608744,0.00376492,0.44027071,2.25954940,1.01888366,0.00899889,0.64873306
-5.68184092,2.69743937,0.39944961,0.38583613,0.00390709,0.46185464,2.35703659,1.06649863,0.00935021,0.67774975
-5.67583792,2.81808969,0.41658190,0.40507429,0.00403822,0.48319200,2.45747107,1.11406988,0.00969215,0.70771799
-5.66983492,2.93728035,0.43399488,0.42348653,0.00415522,0.50388397,2.55853608,1.16065727,0.01001962,0.73800577
-5.66383192,3.05265688,0.45131797,0.44077594,0.00425534,0.52354640,2.65791603,1.20535391,0.01032852,0.76799152
-5.65782891,3.16199225,0.46819352,0.45667229,0.00433632,0.54181943,2.75335333,1.24730997,0.01061590,0.79707966
-5.65182591,3.26324200,0.48428509,0.47093928,0.00439641,0.55837618,2.84270316,1.28575428,0.01088006,0.82471529
-5.64582291,3.35459320,0.49928511,0.48338074,0.00443440,0.57293032,2.92398453,1.32001311,0.01112066,0.85039759
-5.63981991,3.43450555,0.51292183,0.49384546,0.00444967,0.58524230,2.99542657,1.34952553,0.01133866,0.87369147
-5.63381691,3.50174385,0.52496519,0.50223060,0.00444213,0.59512408,3.05550870,1.37385504,0.01153637,0.89423740
-5.62781391,3.55540107,0.53523177,0.50848346,0.00441228,0.60244229,3.10299392,1.39269714,0.01171730,0.91175901
-5.62181091,3.59491162,0.54358852,0.51260169,0.00436111,0.60711971,3.13695445,1.40588285,0.01188607,0.92606837
-5.61580790,3.62005502,0.54995528,0.51463198,0.00429005,0.60913526,3.15678915,1.41337820,0.01204820,0.93706891
-5.60980490,3.63095027,0.55430605,0.51466734,0.00420095,0.60852247,3.16223253,1.41528003,0.01220992,0.94475577
-5.60380190,3.62804170,0.55666897,0.51284313,0.00409598,0.60536672,3.15335530,1.41180852,0.01237794,0.94921386
-5.59779890,3.61207723,0.55712511,0.50933208,0.00397754,0.59980133,3.13055666,1.40329682,0.01255919,0.95061357
-5.59179590,3.58408020,0.55580595,0.50433856,0.00384820,0.59200284,3.09454879,1.39017848,0.01276055,0.94920441
-5.58579290,3.54531625,0.55288977,0.49809237,0.00371063,0.58218562,3.04633414,1.37297337,0.01298863,0.94530675
-5.57978989,3.49725630,0.54859704,0.49084218,0.00356748,0.57059612,2.98717627,1.35227250,0.01324948,0.93930203
-5.57378689,3.44153732,0.54318482,0.48284917,0.00342138,0.55750691,2.91856522,1.32872253,0.01354839,0.93162167
-5.56778389,3.37992194,0.53694041,0.47438065,0.00327482,0.54321072,2.84217842,1.30301042,0.01388970,0.92273513
-5.56178089,3.31425807,0.53017437,0.46570430,0.00313013,0.52801465,2.75983816,1.27584868,0.01427663,0.91313739
-5.55577789,3.24643963,0.52321305,0.45708280,0.00298945,0.51223461,2.67346687,1.24796155,0.01471114,0.90333628
-5.54977489,3.17836907,0.51639092,0.44876909,0.00285469,0.49619006,2.58504113,1.22007241,0.01519387,0.89383999
-5.54377189,3.11192231,0.51004272,0.44100237,0.00272750,0.48019911,2.49654581,1.19289244,0.01572408,0.88514509
-5.53776888,3.04891662,0.50449571,0.43400469,0.00260931,0.46457403,2.40992915,1.16711072,0.01629964,0.87772532
-5.53176588,2.99108154,0.50006220,0.42797822,0.00250128,0.44961699,2.32705992,1.14338555,0.01691710,0.87202153
-5.52576288,2.94003319,0.49703250,0.42310307,0.00240433,0.43561619,2.24968765,1.12233711,0.01757169,0.86843282
-5.51975988,2.89725181,0.49566848,0.41953569,0.00231918,0.42284226,2.17940661,1.10454104,0.01825748,0.86730917
-5.51375688,2.86406257,0.49619783,0.41740769,0.00224632,0.41154490,2.11762455,1.09052305,0.01896749,0.86894566
-5.50775388,2.84161965,0.49880924,0.41682502,0.00218608,0.40194981,2.06553656,1.08075419,0.01969383,0.87357826
-5.50175088,2.83089336,0.50364844,0.41786752,0.00213863,0.39425583,2.02410480,1.07564680,0.02042783,0.88138133
-5.49574787,2.83266024,0.51081540,0.42058869,0.00210402,0.38863245,1.99404428,1.07555089,0.02116028,0.89246660
-5.48974487,2.84749609,0.52036253,0.42501576,0.00208218,0.38521763,1.97581499,1.08075094,0.02188155,0.90688380
-5.48374187,2.87577188,0.53229398,0.43114989,0.00207298,0.38411596,1.96962039,1.09146318,0.02258180,0.92462247
-5.47773887,2.91765231,0.54656603,0.43896668,0.00207626,0.38539738,1.97541206,1.10783316,0.02325116,0.94561515
-5.47173587,2.97309712,0.56308856,0.44841679,0.00209178,0.38909634,1.99290027,1.12993381,0.02387990,0.96974139
-5.46573287,3.04186491,0.58172735,0.45942680,0.00211935,0.39521154,2.02156991,1.15776408,0.02445861,0.99683262
-5.45972986,3.12351950,0.60230743,0.47190035,0.00215875,0.40370635,2.06070111,1.19124807,0.02497836,1.02667746
-5.45372686,3.21743856,0.62461693,0.48571943,0.00220981,0.41450975,2.10939388,1.23023495,0.02543085,1.05902737
-5.44772386,3.32282441,0.64841177,0.50074591,0.00227237,0.42751801,2.16659565,1.27449964,0.02580858,1.09360229
-5.44172086,3.43871676,0.67342060,0.51682329,0.00234632,0.44259687,2.23113095,1.32374437,0.02610496,1.13009609
-5.43571786,3.56400716,0.69935015,0.53377870,0.00243159,0.45958435,2.30173214,1.37760113,0.02631445,1.16818174
-5.42971486,3.69745486,0.72589073,0.55142498,0.00252811,0.47829394,2.37707020,1.43563513,0.02643263,1.20751588
-5.42371186,3.83770388,0.75272169,0.56956301,0.00263586,0.49851822,2.45578466,1.49734922,0.02645634,1.24774285
-5.41770885,3.98330092,0.77951683,0.58798409,0.00275479,0.52003272,2.53651188,1.56218923,0.02638370,1.28849804
-5.41170585,4.13271398,0.80594954,0.60647244,0.00288482,0.54259991,2.61791096,1.62955026,0.02621416,1.32941064
-5.40570285,4.28435128,0.83169770,0.62480777,0.00302581,0.56597323,2.69868670,1.69878374,0.02594857,1.37010581
-5.39969985,4.43658046,0.85644814,0.64276782,0.00317753,0.58990102,2.77760931,1.76920525,0.02558909,1.41020635
-5.39369685,4.58774771,0.87990074,0.66013100,0.00333960,0.61413020,2.85353060,1.84010297,0.02513922,1.44933411
-5.38769385,4.73619681,0.90177206,0.67667896,0.00351147,0.63840978,2.92539661,1.91074663,0.02460370,1.48711130
-5.38169085,4.88028791,0.92179856,0.69219919,0.00369235,0.66249386,2.99225687,1.98039676,0.02398843,1.52316176
-5.37568784,5.01841600,0.93973930,0.70648760,0.00388124,0.68614433,3.05327036,2.04831422,0.02330032,1.55711268
-5.36968484,5.14902896,0.95537831,0.71935107,0.00407680,0.70913304,3.10770868,2.11376979,0.02254719,1.58859666
-5.36368184,5.27064523,0.96852654,0.73061007,0.00427744,0.73124351,3.15495664,2.17605373,0.02173755,1.61725445
-5.35767884,5.38187088,0.97902337,0.74010122,0.00448121,0.75227226,3.19451083,2.23448513,0.02088044,1.64273847
-5.35167584,5.48141621,0.98673787,0.74767983,0.00468586,0.77202958,3.22597655,2.28842097,0.01998522,1.66471715
-5.34567284,5.56811165,0.99156975,0.75322251,0.00488883,0.79034002,3.24906351,2.33726486,0.01906139,1.68288009
-5.33966983,5.64092298,0.99344998,0.75662966,0.00508730,0.80704253,3.26358071,2.38047517,0.01811834,1.69694404
-5.33366683,5.69896561,0.99234118,0.75782787,0.00527820,0.82199034,3.26943082,2.41757275,0.01716521,1.70665955
-5.32766383,5.74151793,0.98823784,0.75677225,0.00545832,0.83505070,3.26660447,2.44814788,0.01621071,1.71181801
-5.32166083,5.76803339,0.98116622,0.75344848,0.00562433,0.84610453,3.25517444,2.47186661,0.01526290,1.71225901
-5.31565783,5.77815112,0.97118414,0.74787460,0.00577293,0.85504616,3.23529029,2.48847631,0.01432916,1.70787753
-5.30965483,5.77170497,0.95838045,0.74010235,0.00590088,0.86178313,3.20717321,2.49781040,0.01341599,1.69863082
-5.30365183,5.74873038,0.94287434,0.73021809,0.00600513,0.86623623,3.17111141,2.49979216,0.01252904,1.68454431
-5.29764882,5.70946908,0.92481441,0.71834304,0.00608293,0.86833979,3.12745593,2.49443752,0.01167297,1.66571656
-5.29164582,5.65437098,0.90437737,0.70463279,0.00613188,0.86804229,3.07661694,2.48185674,0.01085151,1.64232252
-5.28564282,5.58409299,0.88176650,0.68927606,0.00615010,0.86530730,3.01906027,2.46225478,0.01006749,1.61461502
-5.27963982,5.49949441,0.85720967,0.67249247,0.00613619,0.86011473,2.95530423,2.43593026,0.00932283,1.58292411
-5.27363682,5.40162839,0.83095705,0.65452944,0.00608940,0.85246232,2.88591632,2.40327283,0.00861865,1.54765403
-5.26763382,5.29172924,0.80327818,0.63565802,0.00600960,0.84236736,2.81150978,2.36475868,0.00795535,1.50927768
-5.26163082,5.17119524,0.77445876,0.61616789,0.00589731,0.82986837,2.73273950,2.32094420,0.00733272,1.46832860
-5.25562781,5.04156690,0.74479670,0.59636130,0.00575371,0.81502682,2.65029721,2.27245753,0.00675002,1.42539049
-5.24962481,4.90450053,0.71459782,0.57654636,0.00558060,0.79792845,2.56490554,2.21998798,0.00620608,1.38108444
-5.24362181,4.76173744,0.68417091,0.55702961,0.00538035,0.77868435,2.47731077,2.16427329,0.00569944,1.33605422
-5.23761881,4.61506906,0.65382250,0.53810821,0.00515584,0.75743129,2.38827413,2.10608494,0.00522841,1.29095003
-5.23161581,4.46629878,0.62385112,0.52006193,0.00491037,0.73433142,2.29856145,2.04621158,0.00479119,1.24641119
-5.22561281,4.31720120,0.59454145,0.50314521,0.00464755,0.70957116,2.20893135,1.98544104,0.00438590,1.20304844
-5.21960980,4.16948016,0.56615836,0.48757971,0.00437122,0.68335907,2.12012203,1.92454133,0.00401069,1.16142642
-5.21360680,4.02472676,0.53894113,0.47354745,0.00408532,0.65592291,2.03283702,1.86424129,0.00366374,1.12204714
-5.20760380,3.88437896,0.51309800,0.46118511,0.00379380,0.62750575,1.94773034,1.80521146,0.00334332,1.08533506
-5.20160080,3.74968446,0.48880129,0.45057951,0.00350048,0.59836132,1.86539156,1.74804610,0.00304782,1.05162445
-5.19559780,3.62166843,0.46618341,0.44176474,0.00320900,0.56874874,1.78633159,1.69324700,0.00277574,1.02114972
-5.18959480,3.50110773,0.44533379,0.43472098,0.00292272,0.53892686,1.71096981,1.64121006,0.00252568,0.99403911
-5.18359180,3.38851303,0.42629718,0.42937517,0.00264465,0.50914834,1.63962333,1.59221511,0.00229637,0.97031221
-5.17758879,3.28412005,0.40907319,0.42560365,0.00237740,0.47965396,1.57249907,1.54641996,0.00208664,0.94988138
-5.17158579,3.18789046,0.39361737,0.42323652,0.00212317,0.45066713,1.50968933,1.50385869,0.00189540,0.93255722
-5.16558279,3.09952312,0.37984370,0.42206387,0.00188367,0.42238919,1.45117121,1.46444495,0.00172166,0.91805793
-5.15957979,3.01847513,0.36762861,0.42184333,0.00166021,0.39499543,1.39681033,1.42797981,0.00156447,0.90602204
-5.15357679,2.94399235,0.35681628,0.42230899,0.00145365,0.36863220,1.34636870,1.39416438,0.00142296,0.89602421
-5.14757379,2.87514797,0.34722500,0.42318094,0.00126443,0.34341513,1.29951672,1.36261641,0.00129634,0.88759325
-5.14157079,2.81088770,0.33865456,0.42417547,0.00109264,0.31942863,1.25584888,1.33289041,0.00118386,0.88023166
-5.13556778,2.75007951,0.33089413,0.42501503,0.00093804,0.29672647,1.21490238,1.30450031,0.00108488,0.87343580
-5.12956478,2.69156568,0.32373042,0.42543793,0.00080010,0.27533359,1.17617802,1.27694362,0.00099883,0.86671570
-5.12356178,2.63421484,0.31695573,0.42520714,0.00067808,0.25524885,1.13916229,1.24972601,0.00092527,0.85961386
-5.11755878,2.57697154,0.31037563,0.42411786,0.00057106,0.23644855,1.10334962,1.22238517,0.00086391,0.85172196
-5.11155578,2.51890124,0.30381583,0.42200366,0.00047800,0.21889053,1.06826368,1.19451278,0.00081463,0.84269494
-5.10555278,2.45922858,0.29712797,0.41874093,0.00039777,0.20251869,1.03347691,1.16577368,0.00077749,0.83226189
-5.09954977,2.39736754,0.29019428,0.41425140,0.00032921,0.18726744,0.99862704,1.13592126,0.00075279,0.82023335
-5.09354677,2.33294213,0.28293065,0.40850296,0.00027116,0.17306615,0.96343020,1.10480859,0.00074110,0.80650485
-5.08754377,2.26579722,0.27528827,0.40150856,0.00022250,0.15984315,0.92768987,1.07239484,0.00074322,0.79105669
-5.08154077,2.19599926,0.26725379,0.39332350,0.00018213,0.14752929,0.89130149,1.03874670,0.00076027,0.77395024
-5.07553777,2.12382728,0.25884792,0.38404133,0.00014906,0.13606073,0.85425261,1.00403520,0.00079365,0.75532105
-5.06953477,2.04975526,0.25012275,0.37378854,0.00012236,0.12538111,0.81661884,0.96852791,0.00084503,0.73536927
-5.06353177,1.97442674,0.24115794,0.36271837,0.00010120,0.11544288,0.77855594,0.93257732,0.00091634,0.71434815
-5.05752876,1.89862364,0.23205599,0.35100412,0.00008486,0.10620789,0.74028873,0.89660595,0.00100976,0.69255095
-5.05152576,1.82323051,0.22293679,0.33883219,0.00007269,0.09764729,0.70209738,0.86108894,0.00112762,0.67029735
-5.04552276,1.74919645,0.21393186,0.32639522,0.00006415,0.08974081,0.66430210,0.82653511,0.00127237,0.64791960
-5.03951976,1.67749598,0.20517839,0.31388550,0.00005880,0.08247550,0.62724681,0.79346713,0.00144648,0.62574932
-5.03351676,1.60909081,0.19681343,0.30148894,0.00005624,0.07584416,0.59128285,0.76240174,0.00165237,0.60410525
-5.02751376,1.54489374,0.18896838,0.28937969,0.00005617,0.06984346,0.55675325,0.73383080,0.00189226,0.58328239
-5.02151076,1.48573585,0.18176401,0.27771562,0.00005835,0.06447194,0.52397840,0.70820360,0.00216806,0.56354284
-5.01550775,1.43233806,0.17530607,0.26663459,0.00006258,0.05972809,0.49324348,0.68591120,0.00248125,0.54510852
-5.00950475,1.38528744,0.16968177,0.25625162,0.00006870,0.05560840,0.46478812,0.66727307,0.00283272,0.52815566
-5.00350175,1.34501907,0.16495694,0.24665691,0.00007657,0.05210576,0.43879857,0.65252634,0.00322269,0.51281137
-4.99749875,1.31180321,0.16117408,0.23791472,0.00008610,0.04920805,0.41540229,0.64181799,0.00365052,0.49915175
-4.99149575,1.28573823,0.15835134,0.23006290,0.00009717,0.04689702,0.39466523,0.63519994,0.00411462,0.48720183
-4.98549275,1.26674892,0.15648214,0.22311324,0.00010969,0.04514766,0.37659141,0.63262719,0.00461240,0.47693686
-4.97948974,1.25459007,0.15553571,0.21705237,0.00012354,0.04392776,0.36112475,0.63395903,0.00514015,0.46828484
-4.97348674,1.24885509,0.15545830,0.21184322,0.00013862,0.04319801,0.34815292,0.63896311,0.00569307,0.46113028
-4.96748374,1.24898927,0.15617502,0.20742702,0.00015478,0.04291232,0.33751272,0.64732244,0.00626524,0.45531875
-4.96148074,1.25430726,0.15759234,0.20372578,0.00017187,0.04301855,0.32899694,0.65864500,0.00684970,0.45066233
-4.95547774,1.26401448,0.15960103,0.20064505,0.00018971,0.04345949,0.32236218,0.67247587,0.00743855,0.44694560
-4.94947474,1.27723169,0.16207957,0.19807720,0.00020811,0.04417410,0.31733744,0.68831144,0.00802311,0.44393226
-4.94347174,1.29302236,0.16489795,0.19590486,0.00022685,0.04509890,0.31363307,0.70561547,0.00859408,0.44137208
-4.93746873,1.31042185,0.16792160,0.19400463,0.00024570,0.04616954,0.31094992,0.72383649,0.00914182,0.43900823
-4.93146573,1.32846787,0.17101559,0.19225091,0.00026443,0.04732243,0.30898837,0.74242600,0.00965655,0.43658462
-4.92546273,1.34623100,0.17404875,0.19051982,0.00028279,0.04849634,0.30745696,0.76085682,0.01012870,0.43385333
-4.91945973,1.36284440,0.17689774,0.18869296,0.00030054,0.04963398,0.30608042,0.77864101,0.01054914,0.43058174
-4.91345673,1.37753153,0.17945082,0.18666109,0.00031745,0.05068345,0.30460689,0.79534654,0.01090952,0.42655938
-4.90745373,1.38963079,0.18161128,0.18432739,0.00033331,0.05159952,0.30281417,0.81061195,0.01120251,0.42160396
-4.90145073,1.39861599,0.18330028,0.18161036,0.00034794,0.05234462,0.30051469,0.82415841,0.01142207,0.41556674
-4.89544772,1.40411155,0.18445906,0.17844613,0.00036118,0.05288970,0.29755930,0.83579831,0.01156366,0.40833671
-4.88944472,1.40590177,0.18505042,0.17479013,0.00037293,0.05321459,0.29383951,0.84544007,0.01162438,0.39984358
-4.88344172,1.40393343,0.18505928,0.17061799,0.00038310,0.05330820,0.28928837,0.85308860,0.01160307,0.39005932
-4.87743872,1.39831142,0.18449239,0.16592576,0.00039166,0.05316831,0.28387977,0.85884131,0.01150039,0.37899833
-4.87143572,1.38928748,0.18337712,0.16072926,0.00039864,0.05280102,0.27762638,0.86287965,0.01131875,0.36671595
-4.86543272,1.37724238,0.18175938,0.15506273,0.00040407,0.05222000,0.27057623,0.86545648,0.01106224,0.35330560
-4.85942971,1.36266226,0.17970078,0.14897680,0.00040806,0.05144533,0.26280813,0.86687970,0.01073645,0.33889453
-4.85342671,1.34611013,0.17727508,0.14253590,0.00041073,0.05050224,0.25442613,0.86749296,0.01034835,0.32363840
-4.84742371,1.32819406,0.17456421,0.13581512,0.00041223,0.04941971,0.24555331,0.86765427,0.00990594,0.30771495
-4.84142071,1.30953341,0.17165387,0.12889693,0.00041272,0.04822887,0.23632510,0.86771371,0.00941806,0.29131703
-4.83541771,1.29072493,0.16862920,0.12186761,0.00041236,0.04696154,0.22688250,0.86799122,0.00889409,0.27464530
-4.82941471,1.27231048,0.16557042,0.11481385,0.00041133,0.04564870,0.21736555,0.86875581,0.00834359,0.25790094
-4.82341171,1.25474795,0.16254894,0.10781941,0.00040979,0.04431917,0.20790716,0.87020734,0.00777609,0.24127880
-4.81740870,1.23838701,0.15962391,0.10096218,0.00040786,0.04299846,0.19862782,0.87246176,0.00720080,0.22496102
-4.81140570,1.22345096,0.15683958,0.09431173,0.00040565,0.04170778,0.18963110,0.87554083,0.00662635,0.20911173
-4.80540270,1.21002547,0.15422346,0.08792728,0.00040324,0.04046346,0.18100038,0.87936686,0.00606060,0.19387272
-4.79939970,1.19805489,0.15178540,0.08185641,0.00040066,0.03927651,0.17279674,0.88376284,0.00551051,0.17936037
-4.79339670,1.18734627,0.14951767,0.07613428,0.00039792,0.03815255,0.16505811,0.88845801,0.00498199,0.16566385
-4.78739370,1.17758066,0.14739596,0.07078350,0.00039498,0.03709204,0.15779954,0.89309861,0.00447987,0.15284468
-4.78139070,1.16833111,0.14538124,0.06581459,0.00039178,0.03609069,0.15101473,0.89726325,0.00400786,0.14093738
-4.77538769,1.15908625,0.14342240,0.06122693,0.00038823,0.03514012,0.14467839,0.90048220,0.00356858,0.12995126
-4.76938469,1.14927808,0.14145942,0.05701005,0.00038421,0.03422875,0.13874942,0.90225934,0.00316362,0.11987315
-4.76338169,1.13831246,0.13942698,0.05314536,0.00037961,0.03334267,0.13317466,0.90209592,0.00279364,0.11067076
-4.75737869,1.12560063,0.13725830,0.04960794,0.00037428,0.03246673,0.12789294,0.89951456,0.00245844,0.10229658
-4.75137569,1.11058997,0.13488884,0.04636856,0.00036811,0.03158548,0.12283927,0.89408250,0.00215713,0.09469197
-4.74537269,1.09279266,0.13225998,0.04339555,0.00036098,0.03068418,0.11794881,0.88543269,0.00188825,0.08779138
-4.73936968,1.07181050,0.12932212,0.04065669,0.00035282,0.02974962,0.11316062,0.87328190,0.00164988,0.08152630
-4.73336668,1.04735507,0.12603735,0.03812082,0.00034355,0.02877088,0.10842086,0.85744473,0.00143979,0.07582900
-4.72736368,1.01926213,0.12238148,0.03575931,0.00033314,0.02773987,0.10368544,0.83784315,0.00125556,0.07063574
-4.72136068,0.98749995,0.11834524,0.03354721,0.00032161,0.02665174,0.09892197,0.81451106,0.00109469,0.06588944
-4.71535768,0.95217135,0.11393487,0.03146410,0.00030897,0.02550504,0.09411102,0.78759390,0.00095465,0.06154182
-4.70935468,0.91350965,0.10917182,0.02949469,0.00029532,0.02430180,0.08924675,0.75734339,0.00083301,0.05755489
-4.70335168,0.87186916,0.10409194,0.02762913,0.00028076,0.02304733,0.08433685,0.72410800,0.00072748,0.05390181
-4.69734867,0.82771084,0.09874392,0.02586311,0.00026541,0.02175002,0.07940199,0.68831970,0.00063591,0.05056731
-4.69134567,0.78158435,0.09318737,0.02419773,0.00024944,0.02042088,0.07447488,0.65047779,0.00055639,0.04754757
-4.68534267,0.73410741,0.08749050,0.02263927,0.00023302,0.01907316,0.06959905,0.61113079,0.00048720,0.04484975
-4.67933967,0.68594377,0.08172763,0.02119884,0.00021634,0.01772181,0.06482739,0.57085733,0.00042683,0.04249121
-4.67333667,0.63778095,0.07597659,0.01989195,0.00019958,0.01638300,0.06022085,0.53024688,0.00037400,0.04049859
-4.66733367,0.59030880,0.07031627,0.01873818,0.00018294,0.01507366,0.05584705,0.48988140,0.00032761,0.03890675
-4.66133067,0.54419984,0.06482430,0.01776078,0.00016658,0.01381108,0.05177928,0.45031841,0.00028673,0.03775769
-4.65532766,0.50009215,0.05957500,0.01698645,0.00015068,0.01261253,0.04809565,0.41207634,0.00025062,0.03709955
-4.64932466,0.45857537,0.05463776,0.01644507,0.00013538,0.01149506,0.04487860,0.37562243,0.00021862,0.03698568
-4.64332166,0.42018010,0.05007572,0.01616969,0.00012081,0.01047531,0.04221477,0.34136360,0.00019024,0.03747386
