energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.47773887,1.51262947,0.16232740,0.00180597,0.01251761,0.94799699,1.08503914,0.44577943
-5.47173587,1.50124247,0.15187216,0.00176963,0.01249777,0.95244370,1.08946865,0.44265273
-5.46573287,1.48977130,0.14236664,0.00173780,0.01245031,0.95560980,1.09318210,0.43919310
-5.45972986,1.47770441,0.13378800,0.00170971,0.01237299,0.95712887,1.09576128,0.43525158
-5.45372686,1.46451770,0.12609508,0.00168445,0.01226379,0.95665043,1.09677197,0.43068959
-5.44772386,1.44969561,0.11923218,0.00166108,0.01212104,0.95385132,1.09578167,0.42538310
-5.44172086,1.43275297,0.11313313,0.00163863,0.01194352,0.94844703,1.09237802,0.41922664
-5.43571786,1.41325646,0.10772564,0.00161617,0.01173053,0.94020254,1.08618714,0.41213705
-5.42971486,1.39084517,0.10293560,0.00159286,0.01148199,0.92894228,1.07689107,0.40405685
-5.42371186,1.36524903,0.09869133,0.00156799,0.01119850,0.91455871,1.06424350,0.39495713
-5.41770885,1.33630465,0.09492753,0.00154099,0.01088144,0.89701917,1.04808314,0.38483971
-5.41170585,1.30396778,0.09158880,0.00151152,0.01053294,0.87637058,1.02834407,0.37373870
-5.40570285,1.26832174,0.08863277,0.00147943,0.01015597,0.85274185,1.00506272,0.36172111
-5.39969985,1.22958174,0.08603250,0.00144483,0.00975427,0.82634375,0.97838112,0.34888665
-5.39369685,1.18809468,0.08377844,0.00140807,0.00933237,0.79746623,0.94854634,0.33536654
-5.38769385,1.14433450,0.08187950,0.00136975,0.00889545,0.76647325,0.91590633,0.32132145
-5.38169085,1.09889335,0.08036355,0.00133070,0.00844934,0.73379526,0.88090205,0.30693858
-5.37568784,1.05246881,0.07927717,0.00129199,0.00800036,0.69991964,0.84405666,0.29242785
-5.36968484,1.00584760,0.07868468,0.00125488,0.00755524,0.66537935,0.80596197,0.27801748
-5.36368184,0.95988651,0.07866653,0.00122080,0.00712096,0.63074033,0.76726282,0.26394891
-5.35767884,0.91549099,0.07931698,0.00119133,0.00670462,0.59658790,0.72863995,0.25047128
-5.35167584,0.87359224,0.08074129,0.00116813,0.00631333,0.56351274,0.69079214,0.23783566
-5.34567284,0.83512331,0.08305224,0.00115293,0.00595405,0.53209686,0.65441800,0.22628906
-5.33966983,0.80099511,0.08636626,0.00114746,0.00563350,0.50289990,0.62019828,0.21606845
-5.33366683,0.77207272,0.09079921,0.00115342,0.00535803,0.47644630,0.58877894,0.20739499
-5.32766383,0.74915282,0.09646175,0.00117243,0.00513349,0.45321345,0.56075574,0.20046851
-5.32166083,0.73294269,0.10345467,0.00120599,0.00496524,0.43362131,0.53666054,0.19546239
-5.31565783,0.72404128,0.11186409,0.00125541,0.00485800,0.41802360,0.51694968,0.19251908
-5.30965483,0.72292288,0.12175679,0.00132181,0.00481583,0.40670077,0.50199475,0.19174621
-5.30365183,0.72992375,0.13317585,0.00140606,0.00484215,0.39985492,0.49207582,0.19321353
-5.29764882,0.74523210,0.14613661,0.00150877,0.00493963,0.39760671,0.48737729,0.19695077
-5.29164582,0.76888177,0.16062338,0.00163020,0.00511031,0.39999432,0.48798635,0.20294635
-5.28564282,0.80074979,0.17658681,0.00177035,0.00535548,0.40697453,0.49389406,0.21114732
-5.27963982,0.84055804,0.19394222,0.00192885,0.00567584,0.41842575,0.50499897,0.22146026
-5.27363682,0.88787918,0.21256903,0.00210500,0.00607142,0.43415311,0.52111307,0.23375333
-5.26763382,0.94214663,0.23231137,0.00229779,0.00654166,0.45389537,0.54196996,0.24785955
-5.26163082,1.00266871,0.25297983,0.00250588,0.00708545,0.47733350,0.56723486,0.26358104
-5.25562781,1.06864635,0.27435458,0.00272766,0.00770116,0.50410072,0.59651626,0.28069431
-5.24962481,1.13919416,0.29618959,0.00296126,0.00838661,0.53379374,0.62937870,0.29895648
-5.24362181,1.21336401,0.31821801,0.00320458,0.00913919,0.56598479,0.66535632,0.31811205
-5.23761881,1.29017055,0.34015842,0.00345538,0.00995575,0.60023408,0.70396664,0.33790026
-5.23161581,1.36861754,0.36172187,0.00371130,0.01083266,0.63610224,0.74472411,0.35806255
-5.22561281,1.44772410,0.38261926,0.00396990,0.01176576,0.67316221,0.78715281,0.37834996
-5.21960980,1.52654980,0.40256896,0.00422875,0.01275030,0.71101022,0.83079788,0.39853008
-5.21360680,1.60421746,0.42130423,0.00448546,0.01378093,0.74927516,0.87523519,0.41839324
-5.20760380,1.67993275,0.43858011,0.00473774,0.01485158,0.78762625,0.92007879,0.43775775
-5.20160080,1.75299961,0.45417962,0.00498341,0.01595541,0.82577829,0.96498587,0.45647375
-5.19559780,1.82283095,0.46791884,0.00522047,0.01708474,0.86349453,1.00965918,0.47442565
-5.18959480,1.88895416,0.47965080,0.00544711,0.01823099,0.90058691,1.05384661,0.49153289
-5.18359180,1.95101122,0.48926792,0.00566171,0.01938461,0.93691370,1.09733835,0.50774913
-5.17758879,2.00875370,0.49670310,0.00586287,0.02053511,0.97237470,1.13996168,0.52305975
-5.17158579,2.06203302,0.50192925,0.00604937,0.02167104,1.00690438,1.18157386,0.53747800
-5.16558279,2.11078682,0.50495762,0.00622021,0.02278007,1.04046332,1.22205379,0.55103977
-5.15957979,2.15502227,0.50583476,0.00637453,0.02384911,1.07302858,1.26129276,0.56379764
-5.15357679,2.19479768,0.50463871,0.00651164,0.02486451,1.10458358,1.29918535,0.57581416
-5.14757379,2.23020348,0.50147429,0.00663096,0.02581226,1.13510815,1.33562073,0.58715513
-5.14157079,2.26134388,0.49646806,0.00673202,0.02667828,1.16456950,1.37047536,0.59788300
-5.13556778,2.28832053,0.48976309,0.00681445,0.02744881,1.19291467,1.40360739,0.60805099
-5.12956478,2.31121900,0.48151380,0.00687794,0.02811076,1.22006490,1.43485335,0.61769807
-5.12356178,2.33009906,0.47188119,0.00692225,0.02865209,1.24591252,1.46402728,0.62684534
-5.11755878,2.34498925,0.46102860,0.00694721,0.02906228,1.27032044,1.49092255,0.63549374
-5.11155578,2.35588599,0.44911805,0.00695273,0.02933272,1.29312438,1.51531617,0.64362346
-5.10555278,2.36275712,0.43630749,0.00693881,0.02945709,1.31413782,1.53697549,0.65119483
-5.09954977,2.36554966,0.42274865,0.00690557,0.02943168,1.33315932,1.55566692,0.65815088
-5.09354677,2.36420102,0.40858576,0.00685327,0.02925571,1.34998192,1.57116605,0.66442121
-5.08754377,2.35865289,0.39395489,0.00678234,0.02893144,1.36440406,1.58326884,0.66992698
-5.08154077,2.34886693,0.37898388,0.00669340,0.02846437,1.37624145,1.59180302,0.67458683
-5.07553777,2.33484117,0.36379273,0.00658728,0.02786313,1.38533935,1.59663936,0.67832331
-5.06953477,2.31662602,0.34849427,0.00646507,0.02713945,1.39158444,1.59770197,0.68106952
-5.06353177,2.29433908,0.33319508,0.00632807,0.02630791,1.39491589,1.59497738,0.68277556
-5.05752876,2.26817772,0.31799637,0.00617788,0.02538564,1.39533490,1.58852181,0.68341462
-5.05152576,2.23842882,0.30299498,0.00601631,0.02439194,1.39291244,1.57846640,0.68298822
-5.04552276,2.20547511,0.28828410,0.00584541,0.02334777,1.38779462,1.56502014,0.68153050
-5.03951976,2.16979776,0.27395391,0.00566745,0.02227526,1.38020560,1.54847053,0.67911134
-5.03351676,2.13197508,0.26009206,0.00548485,0.02119715,1.37044777,1.52918182,0.67583815
-5.02751376,2.09267738,0.24678376,0.00530020,0.02013618,1.35889932,1.50759096,0.67185621
-5.02151076,2.05265801,0.23411185,0.00511612,0.01911453,1.34600908,1.48420148,0.66734767
-5.01550775,2.01274118,0.22215650,0.00493531,0.01815324,1.33228889,1.45957540,0.66252902
-5.00950475,1.97380660,0.21099482,0.00476040,0.01727172,1.31830370,1.43432340,0.65764736
-5.00350175,1.93677170,0.20070024,0.00459398,0.01648723,1.30465960,1.40909355,0.65297528
-4.99749875,1.90257173,0.19134174,0.00443845,0.01581446,1.29199029,1.38455873,0.64880476
-4.99149575,1.87213841,0.18298297,0.00429605,0.01526525,1.28094202,1.36140306,0.64544005
-4.98549275,1.84637767,0.17568123,0.00416876,0.01484824,1.27215776,1.34030761,0.64318987
-4.97948974,1.82614690,0.16948633,0.00405827,0.01456876,1.26626069,1.32193551,0.64235902
-4.97348674,1.81223254,0.16443939,0.00396593,0.01442872,1.26383756,1.30691686,0.64323970
-4.96748374,1.80532821,0.16057157,0.00389275,0.01442656,1.26542237,1.29583363,0.64610278
-4.96148074,1.80601426,0.15790274,0.00383934,0.01455742,1.27148063,1.28920490,0.65118916
-4.95547774,1.81473912,0.15644020,0.00380593,0.01481326,1.28239481,1.28747266,0.65870164
-4.94947474,1.83180291,0.15617740,0.00379233,0.01518309,1.29845123,1.29098869,0.66879735
-4.94347174,1.85734406,0.15709283,0.00379797,0.01565339,1.31982891,1.30000273,0.68158114
-4.93746873,1.89132919,0.15914903,0.00382193,0.01620842,1.34659060,1.31465242,0.69710004
-4.93146573,1.93354681,0.16229194,0.00386290,0.01683072,1.37867654,1.33495536,0.71533910
-4.92546273,1.98360524,0.16645053,0.00391928,0.01750164,1.41590095,1.36080368,0.73621867
-4.91945973,2.04093500,0.17153688,0.00398920,0.01820187,1.45795183,1.39196150,0.75959341
-4.91345673,2.10479594,0.17744673,0.00407055,0.01891201,1.50439399,1.42806551,0.78525297
-4.90745373,2.17428916,0.18406060,0.00416107,0.01961316,1.55467544,1.46862902,0.81292466
-4.90145073,2.24837373,0.19124553,0.00425839,0.02028749,1.60813734,1.51304949,0.84227782
-4.89544772,2.32588807,0.19885733,0.00436010,0.02091880,1.66402712,1.56061971,0.87293016
-4.88944472,2.40557550,0.20674356,0.00446381,0.02149299,1.72151489,1.61054253,0.90445570
-4.88344172,2.48611370,0.21474692,0.00456721,0.02199855,1.77971259,1.66194881,0.93639448
-4.87743872,2.56614715,0.22270923,0.00466815,0.02242686,1.83769562,1.71391844,0.96826346
-4.87143572,2.64432202,0.23047572,0.00476469,0.02277254,1.89452632,1.76550384,0.99956867
-4.86543272,2.71932224,0.23789957,0.00485514,0.02303359,1.94927886,1.81575530,1.02981812
-4.85942971,2.78990595,0.24484647,0.00493814,0.02321145,2.00106451,1.86374750,1.05853509
-4.85342671,2.85494094,0.25119914,0.00501268,0.02331099,2.04905686,1.90860631,1.08527147
-4.84742371,2.91343797,0.25686151,0.00507811,0.02334032,2.09251590,1.94953499,1.10962061
-4.84142071,2.96458068,0.26176237,0.00513421,0.02331057,2.13081015,1.98583885,1.13122938
-4.83541771,3.00775092,0.26585837,0.00518115,0.02323550,2.16343607,2.01694725,1.14980874
-4.82941471,3.04254833,0.26913616,0.00521951,0.02313107,2.19003384,2.04243235,1.16514261
-4.82341171,3.06880328,0.27161350,0.00525027,0.02301490,2.21039885,2.06202328,1.17709459
-4.81740870,3.08658239,0.27333930,0.00527474,0.02290569,2.22448831,2.07561555,1.18561210
-4.81140570,3.09618610,0.27439244,0.00529457,0.02282262,2.23242244,2.08327463,1.19072782
-4.80540270,3.09813812,0.27487946,0.00531167,0.02278465,2.23448025,2.08523379,1.19255823
-4.79939970,3.09316688,0.27493107,0.00532815,0.02280994,2.23108962,2.08188577,1.19129921
-4.79339670,3.08217942,0.27469757,0.00534623,0.02291518,2.22281204,2.07376865,1.18721879
-4.78739370,3.06622850,0.27434343,0.00536819,0.02311504,2.21032254,2.06154611,1.18064734
-4.78139070,3.04647411,0.27404106,0.00539627,0.02342161,2.19438534,2.04598299,1.17196537
-4.77538769,3.02414078,0.27396411,0.00543255,0.02384399,2.17582623,2.02791675,1.16158958
-4.76938469,3.00047224,0.27428056,0.00547894,0.02438788,2.15550275,2.00822621,1.14995761
-4.76338169,2.97668537,0.27514576,0.00553702,0.02505538,2.13427326,1.98779858,1.13751201
-4.75737869,2.95392513,0.27669590,0.00560800,0.02584478,2.11296633,1.96749620,1.12468435
-4.75137569,2.93322253,0.27904197,0.00569266,0.02675061,2.09235150,1.94812442,1.11187977
-4.74537269,2.91545719,0.28226466,0.00579128,0.02776364,2.07311278,1.93040181,1.09946293
-4.73936968,2.90132617,0.28641034,0.00590362,0.02887113,2.05582590,1.91493409,1.08774579
-4.73336668,2.89132034,0.29148825,0.00602890,0.03005715,2.04094023,1.90219271,1.07697764
-4.72736368,2.88570909,0.29746922,0.00616581,0.03130297,2.02876597,1.89249901,1.06733798
-4.72136068,2.88453413,0.30428578,0.00631253,0.03258753,2.01946720,1.88601456,1.05893225
-4.71535768,2.88761236,0.31183380,0.00646675,0.03388807,2.01306076,1.88273803,1.05179071
-4.70935468,2.89454752,0.31997558,0.00662578,0.03518068,2.00942093,1.88250851,1.04587036
-4.70335168,2.90475014,0.32854429,0.00678659,0.03644098,2.00828957,1.88501516,1.04105970
-4.69734867,2.91746443,0.33734951,0.00694593,0.03764477,2.00929100,1.88981255,1.03718605
-4.69134567,2.93180111,0.34618372,0.00710041,0.03876865,2.01195089,1.89634102,1.03402510
-4.68534267,2.94677446,0.35482946,0.00724662,0.03979062,2.01571817,1.90395100,1.03131211
-4.67933967,2.96134193,0.36306685,0.00738124,0.04069064,2.01998902,1.91193027,1.02875426
-4.67333667,2.97444465,0.37068111,0.00750113,0.04145112,2.02413169,1.91953298,1.02604358
-4.66733367,2.98504715,0.37746988,0.00760347,0.04205726,2.02751133,1.92600904,1.02287000
-4.66133067,2.99217466,0.38324995,0.00768578,0.04249739,2.02951369,1.93063303,1.01893388
-4.65532766,2.99494675,0.38786316,0.00774604,0.04276316,2.02956692,1.93273114,1.01395759
-4.64932466,2.99260597,0.39118128,0.00778275,0.04284963,2.02716064,1.93170544,1.00769579
-4.64332166,2.98454087,0.39310963,0.00779492,0.04275525,2.02186190,1.92705452,0.99994408
-4.63731866,2.97030262,0.39358935,0.00778211,0.04248178,2.01332745,1.91838989,0.99054575
-4.63131566,2.94961508,0.39259830,0.00774443,0.04203412,2.00131223,1.90544770,0.97939658
-4.62531266,2.92237832,0.39015057,0.00768252,0.04142004,1.98567400,1.88809552,0.96644750
-4.61930965,2.88866579,0.38629460,0.00759747,0.04064986,1.96637419,1.86633424,0.95170532
-4.61330665,2.84871581,0.38111018,0.00749081,0.03973612,1.94347524,1.84029512,0.93523148
-4.60730365,2.80291789,0.37470446,0.00736442,0.03869314,1.91713471,1.81023236,0.91713903
-4.60130065,2.75179487,0.36720703,0.00722049,0.03753668,1.88759670,1.77651182,0.89758807
-4.59529765,2.69598177,0.35876461,0.00706140,0.03628349,1.85518092,1.73959620,0.87677984
-4.58929465,2.63620228,0.34953533,0.00688967,0.03495093,1.82027014,1.70002769,0.85494978
-4.58329165,2.57324410,0.33968301,0.00670789,0.03355655,1.78329633,1.65840859,0.83235977
-4.57728864,2.50793378,0.32937168,0.00651865,0.03211782,1.74472627,1.61538085,0.80928995
-4.57128564,2.44111232,0.31876050,0.00632449,0.03065171,1.70504699,1.57160529,0.78603032
-4.56528264,2.37361212,0.30799930,0.00612784,0.02917451,1.66475167,1.52774111,0.76287244
-4.55927964,2.30623607,0.29722498,0.00593097,0.02770151,1.62432630,1.48442663,0.74010153
-4.55327664,2.23973937,0.28655867,0.00573601,0.02624686,1.58423772,1.44226168,0.71798914
-4.54727364,2.17481447,0.27610393,0.00554489,0.02482338,1.54492308,1.40179232,0.69678669
-4.54127064,2.11207943,0.26594590,0.00535934,0.02344246,1.50678120,1.36349816,0.67672001
-4.53526763,2.05206985,0.25615122,0.00518090,0.02211400,1.47016590,1.32778273,0.65798504
-4.52926463,1.99523425,0.24676899,0.00501093,0.02084635,1.43538135,1.29496692,0.64074473
-4.52326163,1.94193284,0.23783220,0.00485061,0.01964629,1.40267951,1.26528569,0.62512726
-4.51725863,1.89243935,0.22935994,0.00470095,0.01851909,1.37225944,1.23888781,0.61122544
-4.51125563,1.84694545,0.22135985,0.00456281,0.01746851,1.34426842,1.21583847,0.59909736
-4.50525263,1.80556734,0.21383083,0.00443693,0.01649690,1.31880463,1.19612460,0.58876801
-4.49924962,1.76835395,0.20676593,0.00432390,0.01560528,1.29592097,1.17966222,0.58023183
-4.49324662,1.73529611,0.20015494,0.00422420,0.01479341,1.27562980,1.16630565,0.57345592
-4.48724362,1.70633615,0.19398691,0.00413822,0.01405995,1.25790827,1.15585787,0.56838368
-4.48124062,1.68137734,0.18825221,0.00406619,0.01340252,1.24270372,1.14808161,0.56493869
-4.47523762,1.66029267,0.18294417,0.00400826,0.01281787,1.22993899,1.14271058,0.56302857
-4.46923462,1.64293256,0.17806021,0.00396446,0.01230200,1.21951720,1.13946045,0.56254863
-4.46323162,1.62913105,0.17360239,0.00393467,0.01185026,1.21132589,1.13803896,0.56338506
-4.45722861,1.61871043,0.16957748,0.00391867,0.01145751,1.20524021,1.13815496,0.56541769
-4.45122561,1.61148408,0.16599645,0.00391607,0.01111822,1.20112511,1.13952600,0.56852199
-4.44522261,1.60725750,0.16287351,0.00392635,0.01082661,1.19883658,1.14188427,0.57257057
-4.43921961,1.60582783,0.16022484,0.00394883,0.01057673,1.19822185,1.14498081,0.57743390
-4.43321661,1.60698196,0.15806695,0.00398270,0.01036260,1.19911883,1.14858794,0.58298056
-4.42721361,1.61049358,0.15641483,0.00402698,0.01017828,1.20135488,1.15250014,0.58907701
-4.42121061,1.61611964,0.15528014,0.00408057,0.01001794,1.20474521,1.15653335,0.59558709
-4.41520760,1.62359654,0.15466928,0.00414223,0.00987599,1.20909117,1.16052314,0.60237134
-4.40920460,1.63263665,0.15458166,0.00421061,0.00974710,1.21417872,1.16432195,0.60928643
-4.40320160,1.64292544,0.15500818,0.00428427,0.00962626,1.21977741,1.16779568,0.61618476
-4.39719860,1.65411977,0.15592999,0.00436167,0.00950886,1.22564006,1.17082019,0.62291445
-4.39119560,1.66584757,0.15731760,0.00444125,0.00939071,1.23150341,1.17327782,0.62931983
-4.38519260,1.67770925,0.15913044,0.00452137,0.00926808,1.23708993,1.17505442,0.63524250
-4.37918959,1.68928102,0.16131681,0.00460042,0.00913771,1.24211084,1.17603708,0.64052303
-4.37318659,1.70012014,0.16381433,0.00467677,0.00899686,1.24627040,1.17611287,0.64500323
-4.36718359,1.70977211,0.16655076,0.00474884,0.00884332,1.24927148,1.17516866,0.64852906
-4.36118059,1.71777966,0.16944535,0.00481509,0.00867540,1.25082215,1.17309217,0.65095399
-4.35517759,1.72369330,0.17241049,0.00487406,0.00849194,1.25064329,1.16977424,0.65214270
-4.34917459,1.72708303,0.17535372,0.00492437,0.00829234,1.24847674,1.16511226,0.65197507
-4.34317159,1.72755099,0.17818002,0.00496475,0.00807650,1.24409394,1.15901461,0.65035006
-4.33716858,1.72474432,0.18079429,0.00499407,0.00784483,1.23730452,1.15140580,0.64718964
-4.33116558,1.71836789,0.18310389,0.00501132,0.00759824,1.22796451,1.14223227,0.64244223
-4.32516258,1.70819633,0.18502128,0.00501567,0.00733808,1.21598390,1.13146825,0.63608571
-4.31915958,1.69408475,0.18646649,0.00500645,0.00706613,1.20133306,1.11912146,0.62812977
-4.31315658,1.67597770,0.18736952,0.00498319,0.00678452,1.18404768,1.10523832,0.61861745
-4.30715358,1.65391586,0.18767239,0.00494563,0.00649571,1.16423203,1.08990815,0.60762574
