energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.84992496,2.41832675,0.02218903,0.43383400,0.90290862,0.17336479,2.15311988,0.89651470,0.74761486,0.00000000
-5.84392196,2.38661178,0.02349246,0.43157998,0.90482203,0.17173078,2.13548513,0.87512688,0.73702840,0.00000000
-5.83791896,2.35139673,0.02478210,0.42854109,0.90549869,0.17009141,2.11523275,0.85207626,0.72581011,0.00000000
-5.83191596,2.31334327,0.02604388,0.42478810,0.90504552,0.16852177,2.09293763,0.82771710,0.71419697,0.00000000
-5.82591296,2.27314947,0.02726410,0.42039346,0.90358586,0.16710611,2.06917048,0.80241613,0.70244250,0.00000000
-5.81990995,2.23152861,0.02842984,0.41542850,0.90125682,0.16593584,2.04447434,0.77654218,0.69080933,0.00000000
-5.81390695,2.18919108,0.02952937,0.40996136,0.89820738,0.16510727,2.01934533,0.75045719,0.67956250,0.00000000
-5.80790395,2.14683008,0.03055250,0.40405587,0.89459712,0.16471924,1.99421774,0.72450930,0.66896353,0.00000000
-5.80190095,2.10511085,0.03149091,0.39777107,0.89059532,0.16487064,1.96945396,0.69902763,0.65926536,0.00000000
-5.79589795,2.06466329,0.03233839,0.39116151,0.88638032,0.16565782,1.94533891,0.67431907,0.65070809,0.00000000
-5.78989495,2.02607728,0.03309096,0.38427802,0.88213865,0.16717201,1.92207859,0.65066654,0.64351541,0.00000000
-5.78389195,1.98990008,0.03374686,0.37716882,0.87806388,0.16949662,1.89980218,0.62832860,0.63789151,0.00000000
-5.77788894,1.95663490,0.03430655,0.36988081,0.87435472,0.17270473,1.87856699,0.60753994,0.63401841,0.00000000
-5.77188594,1.92673997,0.03477240,0.36246072,0.87121232,0.17685656,1.85836542,0.58851240,0.63205344,0.00000000
-5.76588294,1.90062733,0.03514843,0.35495621,0.86883665,0.18199715,1.83913328,0.57143606,0.63212678,0.00000000
-5.75987994,1.87866099,0.03543994,0.34741644,0.86742190,0.18815439,1.82075875,0.55648011,0.63433903,0.00000000
-5.75387694,1.86115392,0.03565299,0.33989239,0.86715114,0.19533728,1.80309148,0.54379327,0.63875876,0.00000000
-5.74787394,1.84836405,0.03579401,0.33243655,0.86819035,0.20353476,1.78595147,0.53350343,0.64542010,0.00000000
-5.74187094,1.84048923,0.03586920,0.32510227,0.87068218,0.21271506,1.76913740,0.52571667,0.65432049,0.00000000
-5.73586793,1.83766160,0.03588420,0.31794268,0.87473986,0.22282558,1.75243440,0.52051546,0.66541884,0.00000000
-5.72986493,1.83994185,0.03584363,0.31100919,0.88044158,0.23379362,1.73562116,0.51795627,0.67863416,0.00000000
-5.72386193,1.84731389,0.03575080,0.30434996,0.88782584,0.24552762,1.71847658,0.51806683,0.69384503,0.00000000
-5.71785893,1.85968065,0.03560759,0.29800815,0.89688815,0.25791925,1.70078602,0.52084315,0.71089002,0.00000000
-5.71185593,1.87686156,0.03541432,0.29202032,0.90757935,0.27084599,1.68234726,0.52624670,0.72956933,0.00000000
-5.70585293,1.89859214,0.03516985,0.28641499,0.91980583,0.28417443,1.66297638,0.53420204,0.74964762,0.00000000
-5.69984992,1.92452622,0.03487177,0.28121152,0.93343178,0.29776386,1.64251348,0.54459510,0.77085836,0.00000000
-5.69384692,1.95424091,0.03451668,0.27641940,0.94828349,0.31147026,1.62082841,0.55727240,0.79290933,0.00000000
-5.68784392,1.98724433,0.03410059,0.27203794,0.96415545,0.32515032,1.59782620,0.57204146,0.81548955,0.00000000
-5.68184092,2.02298601,0.03361933,0.26805651,0.98081820,0.33866549,1.57345229,0.58867243,0.83827704,0.00000000
-5.67583792,2.06086952,0.03306903,0.26445516,0.99802737,0.35188571,1.54769711,0.60690102,0.86094752,0.00000000
-5.66983492,2.10026704,0.03244657,0.26120579,1.01553362,0.36469276,1.52059994,0.62643275,0.88318347,0.00000000
-5.66383192,2.14053504,0.03175000,0.25827358,1.03309288,0.37698305,1.49225158,0.64694843,0.90468321,0.00000000
-5.65782891,2.18103066,0.03097890,0.25561878,1.05047628,0.38866978,1.46279576,0.66811063,0.92516973,0.00000000
-5.65182591,2.22112789,0.03013461,0.25319867,1.06747947,0.39968425,1.43242885,0.68957108,0.94439866,0.00000000
-5.64582291,2.26023316,0.02922043,0.25096959,1.08393053,0.40997655,1.40139788,0.71097860,0.96216519,0.00000000
-5.63981991,2.29779947,0.02824163,0.24888903,1.09969622,0.41951539,1.36999648,0.73198744,0.97830949,0.00000000
-5.63381691,2.33333882,0.02720539,0.24691747,1.11468622,0.42828727,1.33855908,0.75226566,0.99272038,0.00000000
-5.62781391,2.36643240,0.02612064,0.24502020,1.12885503,0.43629512,1.30745310,0.77150327,1.00533718,0.00000000
-5.62181091,2.39673839,0.02499772,0.24316873,1.14220161,0.44355644,1.27706956,0.78941996,1.01614954,0.00000000
-5.61580790,2.42399729,0.02384813,0.24134198,1.15476667,0.45010114,1.24781230,0.80577212,1.02519531,0.00000000
-5.60980490,2.44803477,0.02268403,0.23952706,1.16662789,0.45596926,1.22008624,0.82035895,1.03255671,0.00000000
-5.60380190,2.46876218,0.02151788,0.23771974,1.17789339,0.46120873,1.19428506,0.83302757,1.03835487,0.00000000
-5.59779890,2.48617503,0.02036199,0.23592457,1.18869388,0.46587321,1.17077900,0.84367693,1.04274311,0.00000000
-5.59179590,2.50034979,0.01922812,0.23415469,1.19917399,0.47002028,1.14990311,0.85226054,1.04589946,0.00000000
-5.58579290,2.51143916,0.01812712,0.23243133,1.20948338,0.47370988,1.13194666,0.85878787,1.04801864,0.00000000
-5.57978989,2.51966641,0.01706863,0.23078315,1.21976812,0.47700323,1.11714418,0.86332447,1.04930410,0.00000000
-5.57378689,2.52531899,0.01606086,0.22924537,1.23016307,0.47996206,1.10566857,0.86599089,1.04996044,0.00000000
-5.56778389,2.52874158,0.01511045,0.22785876,1.24078543,0.48264826,1.09762661,0.86696025,1.05018663,0.00000000
-5.56178089,2.53032900,0.01422241,0.22666869,1.25173016,0.48512374,1.09305717,0.86645472,1.05017026,0.00000000
-5.55577789,2.53051890,0.01340012,0.22572396,1.26306719,0.48745053,1.09193211,0.86474086,1.05008315,0.00000000
-5.54977489,2.52978427,0.01264543,0.22507586,1.27484080,0.48969094,1.09415987,0.86212384,1.05007830,0.00000000
-5.54377189,2.52862579,0.01195879,0.22477707,1.28707080,0.49190773,1.09959154,0.85894075,1.05028822,0.00000000
-5.53776888,2.52756376,0.01133942,0.22488069,1.29975546,0.49416400,1.10802893,0.85555297,1.05082462,0.00000000
-5.53176588,2.52712949,0.01078553,0.22543927,1.31287584,0.49652300,1.11923431,0.85233772,1.05177911,0.00000000
-5.52576288,2.52785595,0.01029455,0.22650382,1.32640082,0.49904746,1.13294100,0.84967899,1.05322471,0.00000000
-5.51975988,2.53026747,0.00986333,0.22812279,1.34029248,0.50179865,1.14886442,0.84795780,1.05521785,0.00000000
-5.51375688,2.53486833,0.00948833,0.23034101,1.35451120,0.50483499,1.16671264,0.84754211,1.05780048,0.00000000
-5.50775388,2.54213032,0.00916583,0.23319855,1.36901978,0.50821030,1.18619609,0.84877656,1.06100195,0.00000000
-5.50175088,2.55247918,0.00889201,0.23672942,1.38378623,0.51197179,1.20703554,0.85197215,1.06484031,0.00000000
-5.49574787,2.56628038,0.00866312,0.24096028,1.39878482,0.51615783,1.22896823,0.85739626,1.06932294,0.00000000
-5.48974487,2.58382434,0.00847549,0.24590894,1.41399505,0.52079555,1.25175163,0.86526324,1.07444617,0.00000000
-5.48374187,2.60531192,0.00832558,0.25158286,1.42939864,0.52589866,1.27516476,0.87572590,1.08019404,0.00000000
-5.47773887,2.63084062,0.00820994,0.25797766,1.44497457,0.53146533,1.29900728,0.88886831,1.08653618,0.00000000
-5.47173587,2.66039240,0.00812525,0.26507570,1.46069258,0.53747656,1.32309641,0.90470012,1.09342500,0.00000000
-5.46573287,2.69382389,0.00806817,0.27284475,1.47650551,0.54389501,1.34726227,0.92315290,1.10079257,0.00000000
-5.45972986,2.73085992,0.00803536,0.28123699,1.49234127,0.55066451,1.37134202,0.94407866,1.10854746,0.00000000
-5.45372686,2.77109099,0.00802338,0.29018839,1.50809501,0.55771027,1.39517365,0.96725083,1.11657198,0.00000000
-5.44772386,2.81397548,0.00802864,0.29961845,1.52362235,0.56493998,1.41858987,0.99236788,1.12472027,0.00000000
-5.44172086,2.85884702,0.00804738,0.30943052,1.53873429,0.57224561,1.44141289,1.01905957,1.13281762,0.00000000
-5.43571786,2.90492716,0.00807566,0.31951281,1.55319457,0.57950611,1.46345070,1.04689581,1.14066121,0.00000000
-5.42971486,2.95134339,0.00810937,0.32973987,1.56671985,0.58659073,1.48449513,1.07539795,1.14802277,0.00000000
-5.42371186,2.99715200,0.00814425,0.33997487,1.57898301,0.59336292,1.50432222,1.10405213,1.15465291,0.00000000
-5.41770885,3.04136521,0.00817601,0.35007232,1.58961980,0.59968466,1.52269486,1.13232430,1.16028746,0.00000000
-5.41170585,3.08298144,0.00820040,0.35988147,1.59823855,0.60542095,1.53936769,1.15967632,1.16465525,0.00000000
-5.40570285,3.12101765,0.00821332,0.36924994,1.60443258,0.61044434,1.55409395,1.18558262,1.16748733,0.00000000
-5.39969985,3.15454212,0.00821095,0.37802780,1.60779480,0.61463913,1.56663395,1.20954654,1.16852700,0.00000000
-5.39369685,3.18270632,0.00818989,0.38607156,1.60793371,0.61790522,1.57676440,1.23111590,1.16754022,0.00000000
-5.38769385,3.20477424,0.00814732,0.39324822,1.60448983,0.62016122,1.58428818,1.24989692,1.16432577,0.00000000
-5.38169085,3.22014771,0.00808107,0.39943900,1.59715183,0.62134681,1.58904362,1.26556594,1.15872454,0.00000000
-5.37568784,3.22838642,0.00798974,0.40454256,1.58567126,0.62142417,1.59091277,1.27787848,1.15062749,0.00000000
-5.36968484,3.22922169,0.00787278,0.40847777,1.56987500,0.62037839,1.58982795,1.28667516,1.13998163,0.00000000
-5.36368184,3.22256317,0.00773052,0.41118560,1.54967494,0.61821694,1.58577609,1.29188424,1.12679373,0.00000000
-5.35767884,3.20849813,0.00756417,0.41263029,1.52507399,0.61496815,1.57880054,1.29352081,1.11113148,0.00000000
-5.35167584,3.18728359,0.00737579,0.41279967,1.49616839,0.61067892,1.56900009,1.29168257,1.09312189,0.00000000
-5.34567284,3.15933143,0.00716820,0.41170455,1.46314594,0.60541167,1.55652527,1.28654256,1.07294716,0.00000000
-5.33966983,3.12518752,0.00694488,0.40937737,1.42628050,0.59924084,1.54157204,1.27833926,1.05083795,0.00000000
-5.33366683,3.08550584,0.00670986,0.40587009,1.38592288,0.59224900,1.52437324,1.26736445,1.02706468,0.00000000
-5.32766383,3.04101906,0.00646749,0.40125147,1.34248883,0.58452300,1.50518834,1.25394966,1.00192709,0.00000000
-5.32166083,2.99250686,0.00622231,0.39560390,1.29644462,0.57615009,1.48429188,1.23845168,0.97574267,0.00000000
-5.31565783,2.94076384,0.00597888,0.38901995,1.24829119,0.56721448,1.46196156,1.22123797,0.94883461,0.00000000
-5.30965483,2.88656832,0.00574153,0.38159873,1.19854747,0.55779423,1.43846626,1.20267252,0.92151981,0.00000000
-5.30365183,2.83065354,0.00551424,0.37344242,1.14773390,0.54795888,1.41405503,1.18310284,0.89409762,0.00000000
-5.29764882,2.77368265,0.00530049,0.36465285,1.09635680,0.53776763,1.38894730,1.16284863,0.86683971,0.00000000
-5.29164582,2.71622829,0.00510308,0.35532856,1.04489425,0.52726840,1.36332503,1.14219251,0.83998171,0.00000000
-5.28564282,2.65875771,0.00492408,0.34556224,0.99378420,0.51649745,1.33732712,1.12137308,0.81371687,0.00000000
-5.27963982,2.60162379,0.00476476,0.33543872,0.94341499,0.50547985,1.31104621,1.10058055,0.78819194,0.00000000
-5.27363682,2.54506213,0.00462555,0.32503354,0.89411873,0.49423048,1.28452825,1.07995506,0.76350552,0.00000000
-5.26763382,2.48919409,0.00450606,0.31441217,0.84616746,0.48275564,1.25777445,1.05958736,0.73970873,0.00000000
-5.26163082,2.43403534,0.00440512,0.30362974,0.79977226,0.47105499,1.23074584,1.03952199,0.71680810,0.00000000
-5.25562781,2.37950926,0.00432089,0.29273143,0.75508478,0.45912389,1.20336980,1.01976245,0.69477055,0.00000000
-5.24962481,2.32546440,0.00425093,0.28175324,0.71220128,0.44695581,1.17554846,1.00027808,0.67352992,0.00000000
-5.24362181,2.27169489,0.00419234,0.27072325,0.67116851,0.43454484,1.14716834,0.98101229,0.65299491,0.00000000
-5.23761881,2.21796290,0.00414195,0.25966313,0.63199113,0.42188810,1.11811075,0.96189159,0.63305770,0.00000000
-5.23161581,2.16402179,0.00409641,0.24858991,0.59464020,0.40898795,1.08826254,0.94283502,0.61360313,0.00000000
-5.22561281,2.10963904,0.00405238,0.23751782,0.55906227,0.39585394,1.05752646,0.92376355,0.59451763,0.00000000
-5.21960980,2.05461773,0.00400670,0.22646016,0.52518864,0.38250436,1.02583079,0.90460897,0.57569779,0.00000000
-5.21360680,1.99881581,0.00395648,0.21543104,0.49294447,0.36896738,0.99313772,0.88532182,0.55705798,0.00000000
-5.20760380,1.94216214,0.00389926,0.20444699,0.46225732,0.35528177,0.95945005,0.86587821,0.53853680,0.00000000
-5.20160080,1.88466890,0.00383314,0.19352833,0.43306492,0.34149711,0.92481601,0.84628512,0.52010211,0.00000000
-5.19559780,1.82643979,0.00375679,0.18270020,0.40532197,0.32767351,0.88933198,0.82658404,0.50175452,0.00000000
-5.18959480,1.76767396,0.00366955,0.17199337,0.37900583,0.31388091,0.85314294,0.80685288,0.48352922,0.00000000
-5.18359180,1.70866563,0.00357148,0.16144459,0.35412107,0.30019797,0.81644081,0.78720624,0.46549622,0.00000000
-5.17758879,1.64979968,0.00346331,0.15109675,0.33070277,0.28671057,0.77946080,0.76779400,0.44775918,0.00000000
-5.17158579,1.59154366,0.00334648,0.14099859,0.30881872,0.27351012,0.74247588,0.74879846,0.43045280,0.00000000
-5.16558279,1.53443679,0.00322304,0.13120424,0.28857056,0.26069156,0.70578988,0.73043035,0.41373929,0.00000000
-5.15957979,1.47907673,0.00309566,0.12177251,0.27009374,0.24835135,0.66972950,0.71292394,0.39780392,0.00000000
-5.15357679,1.42610485,0.00296751,0.11276590,0.25355669,0.23658543,0.63463556,0.69653154,0.38285011,0.00000000
-5.14757379,1.37619075,0.00284219,0.10424962,0.23915899,0.22548723,0.60085417,0.68151776,0.36909422,0.00000000
-5.14157079,1.33001687,0.00272364,0.09629041,0.22712868,0.21514586,0.56872786,0.66815392,0.35676031,0.00000000
-5.13556778,1.28826371,0.00261606,0.08895535,0.21771879,0.20564457,0.53858740,0.65671257,0.34607517,0.00000000
-5.12956478,1.25159624,0.00252378,0.08231067,0.21120302,0.19705933,0.51074432,0.64746270,0.33726356,0.00000000
-5.12356178,1.22065170,0.00245118,0.07642060,0.20787052,0.18945790,0.48548446,0.64066541,0.33054397,0.00000000
-5.11755878,1.19602905,0.00240256,0.07134618,0.20801983,0.18289900,0.46306269,0.63657019,0.32612471,0.00000000
-5.11155578,1.17827992,0.00238209,0.06714419,0.21195189,0.17743189,0.44369876,0.63541181,0.32420044,0.00000000
-5.10555278,1.16790087,0.00239364,0.06386605,0.21996208,0.17309604,0.42757427,0.63740753,0.32494902,0.00000000
-5.09954977,1.16532659,0.00244076,0.06155683,0.23233139,0.16992107,0.41483069,0.64275453,0.32852849,0.00000000
-5.09354677,1.17092370,0.00252648,0.06025414,0.24931661,0.16792669,0.40556811,0.65162727,0.33507414,0.00000000
-5.08754377,1.18498466,0.00265331,0.05998718,0.27113991,0.16712278,0.39984470,0.66417465,0.34469550,0.00000000
-5.08154077,1.20772146,0.00282309,0.06077563,0.29797774,0.16750928,0.39767661,0.68051662,0.35747321,0.00000000
-5.07553777,1.23925876,0.00303690,0.06262869,0.32994957,0.16907613,0.39903811,0.70074032,0.37345565,0.00000000
-5.06953477,1.27962660,0.00329499,0.06554400,0.36710669,0.17180305,0.40386189,0.72489551,0.39265547,0.00000000
-5.06353177,1.32875249,0.00359671,0.06950665,0.40942156,0.17565919,0.41203951,0.75298953,0.41504604,0.00000000
-5.05752876,1.38645356,0.00394045,0.07448832,0.45677833,0.18060275,0.42342183,0.78498188,0.44055804,0.00000000
-5.05152576,1.45242899,0.00432354,0.08044646,0.50896493,0.18658054,0.43781977,0.82077883,0.46907637,0.00000000
-5.04552276,1.52625371,0.00474234,0.08732376,0.56566746,0.19352758,0.45500527,0.86022840,0.50043783,0.00000000
-5.03951976,1.60737402,0.00519213,0.09504777,0.62646731,0.20136692,0.47471286,0.90311622,0.53442964,0.00000000
-5.03351676,1.69510627,0.00566723,0.10353105,0.69084169,0.21000963,0.49664183,0.94916288,0.57078942,0.00000000
-5.02751376,1.78863912,0.00616100,0.11267153,0.75816768,0.21935519,0.52045949,0.99802313,0.60920665,0.00000000
-5.02151076,1.88704060,0.00666602,0.12235351,0.82773033,0.22929231,0.54580536,1.04928754,0.64932607,0.00000000
-5.01550775,1.98927003,0.00717414,0.13244907,0.89873468,0.23970024,0.57229673,1.10248683,0.69075296,0.00000000
-5.00950475,2.09419547,0.00767675,0.14282013,0.97032162,0.25045070,0.59953543,1.15709922,0.73306049,0.00000000
-5.00350175,2.20061640,0.00816489,0.15332094,1.04158724,0.26141021,0.62711575,1.21256071,0.77579895,0.00000000
-4.99749875,2.30729117,0.00862956,0.16380112,1.11160505,0.27244301,0.65463346,1.26827812,0.81850660,0.00000000
-4.99149575,2.41296861,0.00906189,0.17410918,1.17945039,0.28341435,0.68169555,1.32364461,0.86072182,0.00000000
-4.98549275,2.51642236,0.00945346,0.18409632,1.24422588,0.29419398,0.70793035,1.37805692,0.90199603,0.00000000
-4.97948974,2.61648667,0.00979652,0.19362045,1.30508711,0.30465982,0.73299755,1.43093383,0.94190683,0.00000000
-4.97348674,2.71209195,0.01008423,0.20255034,1.36126721,0.31470146,0.75659778,1.48173483,0.98007066,0.00000000
-4.96748374,2.80229837,0.01031088,0.21076963,1.41209928,0.32422345,0.77848094,1.52997807,1.01615443,0.00000000
-4.96148074,2.88632566,0.01047211,0.21818064,1.45703557,0.33314806,0.79845317,1.57525686,1.04988540,0.00000000
-4.95547774,2.96357774,0.01056499,0.22470771,1.49566253,0.34141744,0.81638175,1.61725360,1.08105882,0.00000000
-4.94947474,3.03366065,0.01058819,0.23029998,1.52771095,0.34899500,0.83219780,1.65575069,1.10954293,0.00000000
-4.94347174,3.09639285,0.01054195,0.23493355,1.55306069,0.35586591,0.84589646,1.69063753,1.13528087,0.00000000
-4.93746873,3.15180729,0.01042813,0.23861266,1.57173980,0.36203672,0.85753456,1.72191348,1.15828963,0.00000000
-4.93146573,3.20014507,0.01025011,0.24137016,1.58391819,0.36753402,0.86722591,1.74968647,1.17865576,0.00000000
-4.92546273,3.24184091,0.01001267,0.24326691,1.58989603,0.37240236,0.87513423,1.77416738,1.19652837,0.00000000
-4.91945973,3.27750124,0.00972185,0.24439030,1.59008765,0.37670130,0.88146441,1.79566040,1.21210948,0.00000000
-4.91345673,3.30787571,0.00938469,0.24485188,1.58500177,0.38050200,0.88645217,1.81454984,1.22564243,0.00000000
-4.90745373,3.33382369,0.00900907,0.24478412,1.57521898,0.38388326,0.89035299,1.83128404,1.23739875,0.00000000
-4.90145073,3.35627709,0.00860337,0.24433648,1.56136768,0.38692745,0.89343056,1.84635692,1.24766426,0.00000000
-4.89544772,3.37620111,0.00817627,0.24367083,1.54409959,0.38971631,0.89594553,1.86028815,1.25672492,0.00000000
-4.88944472,3.39455459,0.00773645,0.24295645,1.52406588,0.39232691,0.89814491,1.87360243,1.26485314,0.00000000
-4.88344172,3.41225140,0.00729236,0.24236475,1.50189505,0.39482796,0.90025264,1.88680889,1.27229500,0.00000000
-4.87743872,3.43012420,0.00685197,0.24206384,1.47817329,0.39727648,0.90246161,1.90038107,1.27925903,0.00000000
-4.87143572,3.44889189,0.00642259,0.24221315,1.45342812,0.39971513,0.90492749,1.91473827,1.28590675,0.00000000
-4.86543272,3.46913152,0.00601067,0.24295833,1.42811564,0.40217006,0.90776436,1.93022873,1.29234543,0.00000000
-4.85942971,3.49125560,0.00562172,0.24442649,1.40261172,0.40464956,0.91104223,1.94711506,1.29862309,0.00000000
-4.85342671,3.51549513,0.00526015,0.24672202,1.37720717,0.40714325,0.91478655,1.96556238,1.30472594,0.00000000
-4.84742371,3.54188898,0.00492931,0.24992311,1.35210662,0.40962213,0.91897929,1.98562949,1.31057820,0.00000000
-4.84142071,3.57027954,0.00463138,0.25407903,1.32743100,0.41203917,0.92356169,2.00726323,1.31604421,0.00000000
-4.83541771,3.60031488,0.00436747,0.25920842,1.30322290,0.41433055,0.92843831,2.03029641,1.32093275,0.00000000
-4.82941471,3.63145743,0.00413765,0.26529853,1.27945462,0.41641748,0.93348233,2.05444926,1.32500332,0.00000000
-4.82341171,3.66299877,0.00394103,0.27230551,1.25603808,0.41820858,0.93854169,2.07933476,1.32797423,0.00000000
-4.81740870,3.69408061,0.00377586,0.28015587,1.23283620,0.41960264,0.94344607,2.10446766,1.32953220,0.00000000
-4.81140570,3.72372131,0.00363969,0.28874897,1.20967519,0.42049182,0.94801443,2.12927732,1.32934329,0.00000000
-4.80540270,3.75084756,0.00352946,0.29796056,1.18635718,0.42076519,0.95206303,2.15312400,1.32706474,0.00000000
-4.79939970,3.77433053,0.00344166,0.30764735,1.16267288,0.42031247,0.95541362,2.17531860,1.32235754,0.00000000
-4.79339670,3.79302553,0.00337250,0.31765244,1.13841379,0.41902797,0.95790194,2.19514502,1.31489935,0.00000000
-4.78739370,3.80581419,0.00331800,0.32781137,1.11338377,0.41681461,0.95938602,2.21188491,1.30439736,0.00000000
-4.78139070,3.81164791,0.00327419,0.33795885,1.08740964,0.41358780,0.95975434,2.22484373,1.29060077,0.00000000
-4.77538769,3.80959096,0.00323719,0.34793561,1.06035057,0.40927931,0.95893356,2.23337736,1.27331246,0.00000000
-4.76938469,3.79886192,0.00320333,0.35759538,1.03210625,0.40384074,0.95689552,2.23691821,1.25239947,0.00000000
-4.76338169,3.77887154,0.00316926,0.36681161,1.00262354,0.39724659,0.95366327,2.23499966,1.22780185,0.00000000
-4.75737869,3.74925555,0.00313205,0.37548369,0.97190154,0.38949684,0.94931589,2.22727776,1.19953960,0.00000000
-4.75137569,3.70990070,0.00308921,0.38354228,0.93999499,0.38061879,0.94399168,2.21354917,1.16771731,0.00000000
-4.74537269,3.66096281,0.00303879,0.39095369,0.90701601,0.37066823,0.93788957,2.19376424,1.13252625,0.00000000
-4.73936968,3.60287564,0.00297935,0.39772293,0.87313388,0.35972964,0.93126846,2.16803466,1.09424379,0.00000000
-4.73336668,3.53634977,0.00291000,0.40389522,0.83857316,0.34791559,0.92444429,2.13663499,1.05323014,0.00000000
-4.72736368,3.46236135,0.00283038,0.40955604,0.80360993,0.33536520,0.91778481,2.09999793,1.00992226,0.00000000
-4.72136068,3.38213070,0.00274065,0.41482939,0.76856631,0.32224165,0.91170199,2.05870337,0.96482534,0.00000000
-4.71535768,3.29709139,0.00264139,0.41987447,0.73380333,0.30872890,0.90664223,2.01346153,0.91850190,0.00000000
-4.70935468,3.20885097,0.00253360,0.42488077,0.69971239,0.29502760,0.90307461,1.96509101,0.87155902,0.00000000
-4.70335168,3.11914454,0.00241862,0.43006171,0.66670538,0.28135045,0.90147742,1.91449250,0.82463400,0.00000000
-4.69734867,3.02978319,0.00229803,0.43564706,0.63520387,0.26791694,0.90232344,1.86261947,0.77837903,0.00000000
-4.69134567,2.94259910,0.00217360,0.44187439,0.60562757,0.25494786,0.90606444,1.81044698,0.73344535,0.00000000
-4.68534267,2.85938939,0.00204719,0.44897992,0.57838243,0.24265961,0.91311545,1.75893993,0.69046730,0.00000000
-4.67933967,2.78186093,0.00192069,0.45718892,0.55384874,0.23125855,0.92383924,1.70902222,0.65004694,0.00000000
-4.67333667,2.71157799,0.00179593,0.46670618,0.53236952,0.22093548,0.93853171,1.66154787,0.61273951,0.00000000
-4.66733367,2.64991450,0.00167463,0.47770687,0.51423965,0.21186057,0.95740852,1.61727528,0.57904024,0.00000000
-4.66133067,2.59801261,0.00155836,0.49032792,0.49969603,0.20417868,0.98059356,1.57684544,0.54937272,0.00000000
-4.65532766,2.55674850,0.00144844,0.50466053,0.48890902,0.19800538,1.00810957,1.54076476,0.52407914,0.00000000
-4.64932466,2.52670656,0.00134597,0.52074378,0.48197553,0.19342360,1.03987115,1.50939293,0.50341255,0.00000000
-4.64332166,2.50816233,0.00125178,0.53855974,0.47891393,0.19048119,1.07568058,1.48293589,0.48753124,0.00000000
