energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.82591296,1.45984178,-1.45984178,0.00683419,-0.00683419,0.00000000,-0.00000000,0.01696552,-0.01696552,0.11229761,-0.11229761,0.43438146,-0.43438146,0.45956438,-0.45956438,0.01385371,-0.01385371,0.70986727,-0.70986727
-5.81990995,1.54942754,-1.54942754,0.00728073,-0.00728073,0.00000000,-0.00000000,0.01791664,-0.01791664,0.12355168,-0.12355168,0.46318815,-0.46318815,0.49007167,-0.49007167,0.01478531,-0.01478531,0.74884891,-0.74884891
-5.81390695,1.64112924,-1.64112923,0.00774700,-0.00774700,0.00000000,-0.00000000,0.01880913,-0.01880913,0.13576365,-0.13576365,0.49378978,-0.49378978,0.52166981,-0.52166980,0.01569631,-0.01569631,0.78798219,-0.78798219
-5.80790395,1.73493448,-1.73493447,0.00823377,-0.00823377,0.00000000,-0.00000000,0.01962920,-0.01962920,0.14897482,-0.14897482,0.52638552,-0.52638552,0.55435477,-0.55435477,0.01657670,-0.01657670,0.82721059,-0.82721059
-5.80190095,1.83084402,-1.83084402,0.00874177,-0.00874177,0.00000000,-0.00000000,0.02036397,-0.02036397,0.16321575,-0.16321575,0.56116638,-0.56116638,0.58812202,-0.58812202,0.01741659,-0.01741659,0.86649658,-0.86649658
-5.79589795,1.92885889,-1.92885889,0.00927161,-0.00927161,0.00000000,-0.00000000,0.02100185,-0.02100185,0.17850360,-0.17850360,0.59830216,-0.59830216,0.62296405,-0.62296405,0.01820643,-0.01820643,0.90581693,-0.90581693
-5.78989495,2.02896533,-2.02896533,0.00982369,-0.00982369,0.00000000,-0.00000000,0.02153285,-0.02153285,0.19483971,-0.19483971,0.63792747,-0.63792747,0.65886763,-0.65886763,0.01893717,-0.01893717,0.94515653,-0.94515653
-5.78389195,2.13111824,-2.13111824,0.01039802,-0.01039802,0.00000000,-0.00000000,0.02194879,-0.02194879,0.21220721,-0.21220721,0.68012719,-0.68012719,0.69581112,-0.69581112,0.01960046,-0.01960046,0.98450111,-0.98450111
-5.77788894,2.23522384,-2.23522384,0.01099415,-0.01099415,0.00000000,-0.00000000,0.02224353,-0.02224353,0.23056918,-0.23056918,0.72492224,-0.72492223,0.73376168,-0.73376168,0.02018882,-0.02018882,1.02382903,-1.02382903
-5.77188594,2.34112251,-2.34112251,0.01161103,-0.01161103,0.00000000,-0.00000000,0.02241314,-0.02241314,0.24986711,-0.24986711,0.77225623,-0.77225623,0.77267269,-0.77267269,0.02069577,-0.02069577,1.06310274,-1.06310274
-5.76588294,2.44857265,-2.44857264,0.01224691,-0.01224691,0.00000000,-0.00000000,0.02245595,-0.02245595,0.27001996,-0.27001996,0.82198397,-0.82198396,0.81248131,-0.81248130,0.02111595,-0.02111595,1.10226022,-1.10226022
-5.75987994,2.55723659,-2.55723658,0.01289921,-0.01289921,0.00000000,-0.00000000,0.02237256,-0.02237256,0.29092380,-0.29092380,0.87386233,-0.87386233,0.85310634,-0.85310634,0.02144520,-0.02144520,1.14120700,-1.14120700
-5.75387694,2.66666937,-2.66666936,0.01356450,-0.01356450,0.00000000,-0.00000000,0.02216583,-0.02216583,0.31245219,-0.31245218,0.92754446,-0.92754446,0.89444640,-0.89444640,0.02168062,-0.02168062,1.17980921,-1.17980920
-5.74787394,2.77631122,-2.77631121,0.01423840,-0.01423840,0.00000000,-0.00000000,0.02184071,-0.02184071,0.33445716,-0.33445716,0.98257765,-0.98257764,0.93637837,-0.93637836,0.02182058,-0.02182058,1.21788815,-1.21788815
-5.74187094,2.88548445,-2.88548445,0.01491561,-0.01491561,0.00000000,-0.00000000,0.02140409,-0.02140409,0.35677097,-0.35677097,1.03840550,-1.03840550,0.97875626,-0.97875626,0.02186473,-0.02186473,1.25521681,-1.25521681
-5.73586793,2.99339523,-2.99339522,0.01558989,-0.01558989,0.00000000,-0.00000000,0.02086460,-0.02086460,0.37920845,-0.37920845,1.09437464,-1.09437464,1.02141041,-1.02141041,0.02181396,-0.02181396,1.29151867,-1.29151867
-5.72986493,3.09914048,-3.09914048,0.01625415,-0.01625415,0.00000000,-0.00000000,0.02023232,-0.02023232,0.40157003,-0.40157002,1.14974588,-1.14974588,1.06414708,-1.06414708,0.02167036,-0.02167036,1.32646906,-1.32646906
-5.72386193,3.20172012,-3.20172012,0.01690053,-0.01690053,0.00000000,-0.00000000,0.01951849,-0.01951849,0.42364512,-0.42364512,1.20370987,-1.20370987,1.10674837,-1.10674836,0.02143711,-0.02143711,1.35969924,-1.35969924
-5.71785893,3.30005428,-3.30005427,0.01752057,-0.01752057,0.00000000,-0.00000000,0.01873523,-0.01873523,0.44521611,-0.44521611,1.25540672,-1.25540672,1.14897266,-1.14897266,0.02111841,-0.02111841,1.39080307,-1.39080307
-5.71185593,3.39300522,-3.39300521,0.01810539,-0.01810539,0.00000000,-0.00000000,0.01789520,-0.01789520,0.46606240,-0.46606240,1.30394894,-1.30394894,1.19055549,-1.19055549,0.02071938,-0.02071938,1.41934640,-1.41934640
-5.70585293,3.47940331,-3.47940331,0.01864586,-0.01864586,0.00000000,-0.00000000,0.01701131,-0.01701131,0.48596475,-0.48596474,1.34844702,-1.34844702,1.23121088,-1.23121088,0.02024595,-0.02024595,1.44487860,-1.44487860
-5.69984992,3.55807614,-3.55807614,0.01913292,-0.01913292,0.00000000,-0.00000000,0.01609644,-0.01609644,0.50470949,-0.50470949,1.38803648,-1.38803648,1.27063344,-1.27063344,0.01970472,-0.01970472,1.46694613,-1.46694613
-5.69384692,3.62787984,-3.62787984,0.01955779,-0.01955779,0.00000000,-0.00000000,0.01516315,-0.01516315,0.52209269,-0.52209269,1.42190540,-1.42190540,1.30850098,-1.30850098,0.01910285,-0.01910285,1.48510739,-1.48510738
-5.68784392,3.68773148,-3.68773148,0.01991224,-0.01991224,0.00000000,-0.00000000,0.01422346,-0.01422346,0.53792402,-0.53792402,1.44932129,-1.44932129,1.34447806,-1.34447806,0.01844796,-0.01844796,1.49894847,-1.49894847
-5.68184092,3.73664141,-3.73664141,0.02018893,-0.02018893,0.00000000,-0.00000000,0.01328866,-0.01328866,0.55203022,-0.55203022,1.46965598,-1.46965598,1.37822030,-1.37822030,0.01774799,-0.01774799,1.50809900,-1.50809900
-5.67583792,3.77374422,-3.77374422,0.02038160,-0.02038160,0.00000000,-0.00000000,0.01236914,-0.01236914,0.56425827,-0.56425827,1.48240755,-1.48240755,1.40937970,-1.40937970,0.01701112,-0.01701112,1.51224744,-1.51224744
-5.66983492,3.79832734,-3.79832734,0.02048536,-0.02048536,0.00000000,-0.00000000,0.01147429,-0.01147429,0.57447791,-0.57447791,1.48721837,-1.48721837,1.43761083,-1.43761083,0.01624562,-0.01624562,1.51115519,-1.51115519
-5.66383192,3.80985608,-3.80985608,0.02049687,-0.02049687,0.00000000,-0.00000000,0.01061241,-0.01061241,0.58258378,-0.58258378,1.48388822,-1.48388822,1.46257802,-1.46257802,0.01545982,-0.01545982,1.50466870,-1.50466870
-5.65782891,3.80799423,-3.80799423,0.02041453,-0.02041453,0.00000000,-0.00000000,0.00979065,-0.00979065,0.58849707,-0.58849707,1.47238213,-1.47238213,1.48396341,-1.48396341,0.01466192,-0.01466192,1.49272928,-1.49272928
-5.65182591,3.79261946,-3.79261946,0.02023858,-0.02023858,0.00000000,-0.00000000,0.00901506,-0.00901506,0.59216654,-0.59216654,1.45283252,-1.45283252,1.50147568,-1.50147567,0.01386001,-0.01386001,1.47537982,-1.47537982
-5.64582291,3.76383300,-3.76383300,0.01997115,-0.01997115,0.00000000,-0.00000000,0.00829055,-0.00829055,0.59356933,-0.59356933,1.42553555,-1.42553555,1.51485928,-1.51485928,0.01306187,-0.01306187,1.45276825,-1.45276825
-5.63981991,3.72196315,-3.72196315,0.01961626,-0.01961626,0.00000000,-0.00000000,0.00762096,-0.00762096,0.59271114,-0.59271114,1.39094190,-1.39094190,1.52390396,-1.52390396,0.01227499,-0.01227499,1.42514748,-1.42514748
-5.63381691,3.66756253,-3.66756253,0.01917974,-0.01917974,0.00000000,-0.00000000,0.00700913,-0.00700913,0.58962624,-0.58962624,1.34964251,-1.34964251,1.52845410,-1.52845409,0.01150641,-0.01150641,1.39287178,-1.39287178
-5.62781391,3.60139916,-3.60139916,0.01866908,-0.01866908,0.00000000,-0.00000000,0.00645692,-0.00645692,0.58437700,-0.58437701,1.30234981,-1.30234981,1.52841744,-1.52841744,0.01076268,-0.01076268,1.35638958,-1.35638958
-5.62181091,3.52444165,-3.52444165,0.01809326,-0.01809326,0.00000000,-0.00000000,0.00596535,-0.00596535,0.57705327,-0.57705327,1.24987549,-1.24987549,1.52377297,-1.52377297,0.01004978,-0.01004978,1.31623308,-1.31623308
-5.61580790,3.43783882,-3.43783882,0.01746250,-0.01746250,0.00000000,-0.00000000,0.00553461,-0.00553461,0.56777129,-0.56777129,1.19310561,-1.19310561,1.51457716,-1.51457716,0.00937305,-0.00937305,1.27300494,-1.27300494
-5.60980490,3.34289454,-3.34289454,0.01678793,-0.01678793,0.00000000,-0.00000000,0.00516418,-0.00516418,0.55667244,-0.55667244,1.13297429,-1.13297429,1.50096841,-1.50096841,0.00873712,-0.00873712,1.22736255,-1.22736255
-5.60380190,3.24103836,-3.24103836,0.01608132,-0.01608132,0.00000000,-0.00000000,0.00485284,-0.00485284,0.54392155,-0.54392155,1.07043693,-1.07043693,1.48316904,-1.48316904,0.00814585,-0.00814585,1.18000056,-1.18000056
-5.59779890,3.13379287,-3.13379288,0.01535473,-0.01535473,0.00000000,-0.00000000,0.00459877,-0.00459877,0.52970490,-0.52970490,1.00644407,-1.00644407,1.46148465,-1.46148465,0.00760229,-0.00760229,1.13163219,-1.13163219
-5.59179590,3.02273865,-3.02273865,0.01462011,-0.01462011,0.00000000,-0.00000000,0.00439960,-0.00439960,0.51422769,-0.51422769,0.94191689,-0.94191689,1.43630046,-1.43630046,0.00710862,-0.00710862,1.08297009,-1.08297009
-5.58579290,2.90947776,-2.90947776,0.01388906,-0.01388906,0.00000000,-0.00000000,0.00425244,-0.00425244,0.49771113,-0.49771113,0.87772503,-0.87772503,1.40807459,-1.40807459,0.00666618,-0.00666618,1.03470747,-1.03470748
-5.57978989,2.79559687,-2.79559687,0.01317241,-0.01317241,0.00000000,-0.00000000,0.00415391,-0.00415391,0.48038900,-0.48038900,0.81466760,-0.81466760,1.37732823,-1.37732823,0.00627539,-0.00627539,0.98750010,-0.98750010
-5.57378689,2.68263096,-2.68263096,0.01248002,-0.01248002,0.00000000,-0.00000000,0.00410024,-0.00410024,0.46250366,-0.46250366,0.75345765,-0.75345765,1.34463294,-1.34463294,0.00593584,-0.00593584,0.94194985,-0.94194985
-5.56778389,2.57202859,-2.57202859,0.01182050,-0.01182050,0.00000000,-0.00000000,0.00408727,-0.00408727,0.44430161,-0.44430162,0.69471063,-0.69471063,1.31059537,-1.31059537,0.00564629,-0.00564629,0.89859042,-0.89859042
-5.56178089,2.46511980,-2.46511981,0.01120101,-0.01120101,0.00000000,-0.00000000,0.00411052,-0.00411052,0.42602861,-0.42602861,0.63893677,-0.63893677,1.27583991,-1.27583991,0.00540473,-0.00540473,0.85787552,-0.85787552
-5.55577789,2.36308747,-2.36308747,0.01062717,-0.01062717,0.00000000,-0.00000000,0.00416527,-0.00416527,0.40792440,-0.40792440,0.58653738,-0.58653738,1.24098987,-1.24098988,0.00520848,-0.00520848,0.82017008,-0.82017008
-5.54977489,2.26694304,-2.26694304,0.01010295,-0.01010295,0.00000000,-0.00000000,0.00424665,-0.00424665,0.39021734,-0.39021734,0.53780492,-0.53780492,1.20664810,-1.20664810,0.00505426,-0.00505426,0.78574459,-0.78574459
-5.54377189,2.17750735,-2.17750735,0.00963067,-0.00963067,0.00000000,-0.00000000,0.00434972,-0.00434972,0.37311890,-0.37311890,0.49292643,-0.49292643,1.17337755,-1.17337755,0.00493840,-0.00493840,0.75477279,-0.75477279
-5.53776888,2.09539719,-2.09539720,0.00921106,-0.00921106,0.00000000,-0.00000000,0.00446960,-0.00446960,0.35681842,-0.35681842,0.45198993,-0.45198994,1.14168305,-1.14168305,0.00485690,-0.00485690,0.72733262,-0.72733262
-5.53176588,2.02101806,-2.02101806,0.00884335,-0.00884335,0.00000000,-0.00000000,0.00460162,-0.00460162,0.34147819,-0.34147819,0.41499326,-0.41499326,1.11199483,-1.11199483,0.00480565,-0.00480565,0.70341041,-0.70341041
-5.52576288,1.95456333,-1.95456333,0.00852540,-0.00852540,0.00000000,-0.00000000,0.00474140,-0.00474140,0.32722920,-0.32722920,0.38185480,-0.38185480,1.08465477,-1.08465477,0.00478060,-0.00478060,0.68290803,-0.68290803
-5.51975988,1.89602012,-1.89602012,0.00825394,-0.00825394,0.00000000,-0.00000000,0.00488509,-0.00488509,0.31416775,-0.31416775,0.35242563,-0.35242563,1.05990597,-1.05990597,0.00477795,-0.00477795,0.66565264,-0.66565264
-5.51375688,1.84518150,-1.84518150,0.00802475,-0.00802475,0.00000000,-0.00000000,0.00502948,-0.00502948,0.30235306,-0.30235306,0.32650242,-0.32650242,1.03788638,-1.03788638,0.00479432,-0.00479432,0.65140873,-0.65140873
-5.50775388,1.80166484,-1.80166484,0.00783291,-0.00783291,0.00000000,-0.00000000,0.00517214,-0.00517214,0.29180612,-0.29180612,0.30384068,-0.30384069,1.01862655,-1.01862655,0.00482694,-0.00482694,0.63989183,-0.63989183
-5.50175088,1.76493568,-1.76493569,0.00767304,-0.00767304,0.00000000,-0.00000000,0.00531164,-0.00531164,0.28250985,-0.28250985,0.28416787,-0.28416787,1.00205206,-1.00205206,0.00487384,-0.00487384,0.63078346,-0.63078346
-5.49574787,1.73433630,-1.73433630,0.00753959,-0.00753959,0.00000000,-0.00000000,0.00544762,-0.00544762,0.27441064,-0.27441064,0.26719586,-0.26719586,0.98799024,-0.98799024,0.00493394,-0.00493394,0.62374672,-0.62374672
-5.48974487,1.70911797,-1.70911797,0.00742704,-0.00742704,0.00000000,-0.00000000,0.00558092,-0.00558092,0.26742125,-0.26742125,0.25263265,-0.25263266,0.97618116,-0.97618116,0.00500722,-0.00500722,0.61844182,-0.61844183
-5.48374187,1.68847583,-1.68847584,0.00733015,-0.00733015,0.00000000,-0.00000000,0.00571369,-0.00571369,0.26142499,-0.26142499,0.24019277,-0.24019278,0.96629231,-0.96629231,0.00509478,-0.00509478,0.61454122,-0.61454122
-5.47773887,1.67158492,-1.67158493,0.00724413,-0.00724413,0.00000000,-0.00000000,0.00584940,-0.00584940,0.25628103,-0.25628103,0.22960637,-0.22960637,0.95793629,-0.95793629,0.00519888,-0.00519888,0.61174350,-0.61174350
-5.47173587,1.65763611,-1.65763611,0.00716485,-0.00716485,0.00000000,-0.00000000,0.00599287,-0.00599287,0.25183073,-0.25183073,0.22062678,-0.22062678,0.95069080,-0.95069080,0.00532293,-0.00532293,0.60978576,-0.60978576
-5.46573287,1.64587046,-1.64587046,0.00708895,-0.00708895,0.00000000,-0.00000000,0.00615019,-0.00615019,0.24790454,-0.24790454,0.21303644,-0.21303644,0.94411992,-0.94411992,0.00547146,-0.00547146,0.60845384,-0.60845384
-5.45972986,1.63561075,-1.63561075,0.00701390,-0.00701390,0.00000000,-0.00000000,0.00632867,-0.00632867,0.24432940,-0.24432940,0.20665125,-0.20665125,0.93779569,-0.93779569,0.00564997,-0.00564997,0.60759023,-0.60759023
-5.45372686,1.62628872,-1.62628872,0.00693811,-0.00693811,0.00000000,-0.00000000,0.00653665,-0.00653665,0.24093624,-0.24093624,0.20132321,-0.20132321,0.93131910,-0.93131910,0.00586483,-0.00586483,0.60709916,-0.60709916
-5.44772386,1.61746710,-1.61746710,0.00686089,-0.00686089,0.00000000,-0.00000000,0.00678333,-0.00678333,0.23756717,-0.23756717,0.19694160,-0.19694160,0.92433936,-0.92433936,0.00612302,-0.00612302,0.60694886,-0.60694886
-5.44172086,1.60885546,-1.60885546,0.00678247,-0.00678247,0.00000000,-0.00000000,0.00707848,-0.00707848,0.23408228,-0.23408228,0.19343270,-0.19343270,0.91657077,-0.91657077,0.00643189,-0.00643189,0.60717083,-0.60717083
-5.43571786,1.60031920,-1.60031920,0.00670388,-0.00670388,0.00000000,-0.00000000,0.00743221,-0.00743221,0.23036555,-0.23036555,0.19075813,-0.19075813,0.90780621,-0.90780621,0.00679890,-0.00679890,0.60785625,-0.60785625
-5.42971486,1.59188145,-1.59188145,0.00662692,-0.00662692,0.00000000,-0.00000000,0.00785454,-0.00785454,0.22632978,-0.22632978,0.18891207,-0.18891207,0.89792697,-0.89792697,0.00723123,-0.00723123,0.60914955,-0.60914955
-5.42371186,1.58371762,-1.58371762,0.00655400,-0.00655400,0.00000000,-0.00000000,0.00835512,-0.00835512,0.22192028,-0.22192028,0.18791759,-0.18791759,0.88690821,-0.88690821,0.00773551,-0.00773551,0.61123957,-0.61123957
-5.41770885,1.57614320,-1.57614320,0.00648798,-0.00648798,0.00000000,-0.00000000,0.00894279,-0.00894279,0.21711718,-0.21711718,0.18782200,-0.18782200,0.87482017,-0.87482017,0.00831739,-0.00831739,0.61434852,-0.61434852
-5.41170585,1.56959504,-1.56959504,0.00643209,-0.00643209,0.00000000,-0.00000000,0.00962517,-0.00962517,0.21193639,-0.21193639,0.18869177,-0.18869177,0.86182493,-0.86182493,0.00898123,-0.00898123,0.61871932,-0.61871932
-5.40570285,1.56460724,-1.56460724,0.00638968,-0.00638968,0.00000000,-0.00000000,0.01040833,-0.01040833,0.20642905,-0.20642905,0.19060697,-0.19060697,0.84816907,-0.84816907,0.00972974,-0.00972974,0.62460174,-0.62460174
-5.39969985,1.56178249,-1.56178249,0.00636411,-0.00636411,0.00000000,-0.00000000,0.01129633,-0.01129633,0.20067963,-0.20067963,0.19365551,-0.19365551,0.83417262,-0.83417262,0.01056371,-0.01056371,0.63223799,-0.63223799
-5.39369685,1.56176033,-1.56176033,0.00635856,-0.00635856,0.00000000,-0.00000000,0.01229092,-0.01229092,0.19480272,-0.19480272,0.19792733,-0.19792733,0.82021481,-0.82021481,0.01148168,-0.01148168,0.64184827,-0.64184827
-5.38769385,1.56518359,-1.56518359,0.00637592,-0.00637592,0.00000000,-0.00000000,0.01339124,-0.01339124,0.18893871,-0.18893871,0.20350873,-0.20350873,0.80671743,-0.80671743,0.01247981,-0.01247981,0.65361704,-0.65361704
-5.38169085,1.57266442,-1.57266442,0.00641857,-0.00641857,0.00000000,-0.00000000,0.01459356,-0.01459356,0.18324843,-0.18324843,0.21047703,-0.21047703,0.79412640,-0.79412640,0.01355169,-0.01355169,0.66768034,-0.66768034
-5.37568784,1.58475139,-1.58475140,0.00648836,-0.00648836,0.00000000,-0.00000000,0.01589112,-0.01589112,0.17790711,-0.17790711,0.21889554,-0.21889554,0.78289247,-0.78289247,0.01468834,-0.01468834,0.68411502,-0.68411502
-5.36968484,1.60189900,-1.60189900,0.00658642,-0.00658642,0.00000000,-0.00000000,0.01727405,-0.01727405,0.17309771,-0.17309771,0.22880912,-0.22880912,0.77345178,-0.77345178,0.01587824,-0.01587824,0.70293000,-0.70293000
-5.36368184,1.62444063,-1.62444063,0.00671318,-0.00671318,0.00000000,-0.00000000,0.01872941,-0.01872941,0.16900403,-0.16900403,0.24024025,-0.24024025,0.76620718,-0.76620718,0.01710743,-0.01710743,0.72406019,-0.72406019
-5.35767884,1.65256624,-1.65256624,0.00686824,-0.00686824,0.00000000,-0.00000000,0.02024125,-0.02024125,0.16580358,-0.16580358,0.25318587,-0.25318587,0.76151078,-0.76151078,0.01835981,-0.01835981,0.74736322,-0.74736322
-5.35167584,1.68630527,-1.68630527,0.00705041,-0.00705041,0.00000000,-0.00000000,0.02179092,-0.02179092,0.16366075,-0.16366075,0.26761479,-0.26761479,0.75964861,-0.75964861,0.01961741,-0.01961741,0.77261914,-0.77261914
-5.34567284,1.72551555,-1.72551555,0.00725770,-0.00725770,0.00000000,-0.00000000,0.02335728,-0.02335728,0.16272016,-0.16272016,0.28346587,-0.28346587,0.76082763,-0.76082763,0.02086079,-0.02086079,0.79953311,-0.79953311
