energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.11155578,1.60470905,0.00001769,0.02088270,0.77978466,0.78543118,0.00000400,1.09344639,0.08386922,0.09184156
-5.10555278,1.53001579,0.00001359,0.01926338,0.74525981,0.74831525,0.00000314,1.04415993,0.08100317,0.08681421
-5.09954977,1.45090594,0.00001037,0.01769508,0.70837818,0.70898571,0.00000250,0.99166722,0.07775868,0.08167331
-5.09354677,1.36828368,0.00000785,0.01618564,0.66956772,0.66792023,0.00000204,0.93657556,0.07418358,0.07646230
-5.08754377,1.28309952,0.00000590,0.01474183,0.62928495,0.62561487,0.00000174,0.87952898,0.07033128,0.07122556
-5.08154077,1.19632538,0.00000441,0.01336927,0.58800251,0.58257127,0.00000159,0.82119105,0.06625904,0.06600739
-5.07553777,1.10892987,0.00000326,0.01207255,0.54619668,0.53928411,0.00000158,0.76222751,0.06202631,0.06085112
-5.06953477,1.02185448,0.00000240,0.01085525,0.50433514,0.49622938,0.00000172,0.70328956,0.05769301,0.05579817
-5.06353177,0.93599183,0.00000175,0.00972001,0.46286564,0.45385381,0.00000201,0.64499819,0.05331793,0.05088722
-5.05752876,0.85216645,0.00000127,0.00866859,0.42220575,0.41256578,0.00000247,0.58793041,0.04895728,0.04615350
-5.05152576,0.77111883,0.00000092,0.00770203,0.38273419,0.37272798,0.00000314,0.53260746,0.04466339,0.04162818
-5.04552276,0.69349307,0.00000065,0.00682071,0.34478396,0.33465193,0.00000405,0.47948560,0.04048374,0.03733793
-5.03951976,0.61982844,0.00000046,0.00602450,0.30863727,0.29859459,0.00000525,0.42894955,0.03646006,0.03330460
-5.03351676,0.55055482,0.00000033,0.00531285,0.27452255,0.26475679,0.00000682,0.38130864,0.03262787,0.02954514
-5.02751376,0.48599192,0.00000023,0.00468496,0.24261336,0.23328355,0.00000883,0.33679561,0.02901619,0.02607163
-5.02151076,0.42635199,0.00000016,0.00413991,0.21302904,0.20426611,0.00001137,0.29556792,0.02564744,0.02289145
-5.01550775,0.37174559,0.00000011,0.00367674,0.18583710,0.17774534,0.00001455,0.25771121,0.02253771,0.02000761
-5.00950475,0.32218986,0.00000008,0.00329462,0.16105687,0.15371634,0.00001851,0.22324471,0.01969705,0.01741919
-5.00350175,0.27761887,0.00000005,0.00299291,0.13866433,0.13213390,0.00002338,0.19212800,0.01713002,0.01512182
-4.99749875,0.23789517,0.00000003,0.00277129,0.11859765,0.11291856,0.00002932,0.16426894,0.01483631,0.01310824
-4.99149575,0.20282221,0.00000002,0.00262975,0.10076331,0.09596286,0.00003651,0.13953216,0.01281145,0.01136889
-4.98549275,0.17215691,0.00000002,0.00256872,0.08504235,0.08113774,0.00004514,0.11774780,0.01104755,0.00989245
-4.97948974,0.14562185,0.00000001,0.00258897,0.07129662,0.06829853,0.00005541,0.09872019,0.00953398,0.00866640
-4.97348674,0.12291679,0.00000001,0.00269163,0.05937473,0.05729070,0.00006753,0.08223603,0.00825813,0.00767746
-4.96748374,0.10372904,0.00000000,0.00287809,0.04911752,0.04795484,0.00008171,0.06807198,0.00720600,0.00691204
-4.96148074,0.08774247,0.00000000,0.00314988,0.04036299,0.04013114,0.00009816,0.05600136,0.00636275,0.00635650
-4.95547774,0.07464505,0.00000000,0.00350852,0.03295050,0.03366297,0.00011707,0.04579994,0.00571317,0.00599740
-4.94947474,0.06413485,0.00000000,0.00395531,0.02672426,0.02839980,0.00013863,0.03725069,0.00524204,0.00582163
-4.94347174,0.05592444,0.00000000,0.00449111,0.02153613,0.02419932,0.00016298,0.03014746,0.00493438,0.00581645
-4.93746873,0.04974388,0.00000000,0.00511612,0.01724762,0.02092888,0.00019023,0.02429778,0.00477560,0.00596944
-4.93146573,0.04534239,0.00000000,0.00582956,0.01373132,0.01846627,0.00022045,0.01952465,0.00475159,0.00626836
-4.92546273,0.04248890,0.00000000,0.00662946,0.01087171,0.01670006,0.00025364,0.01566761,0.00484873,0.00670106
-4.91945973,0.04097164,0.00000000,0.00751240,0.00856547,0.01552935,0.00028973,0.01258308,0.00505383,0.00725520
-4.91345673,0.04059713,0.00000000,0.00847326,0.00672135,0.01486329,0.00032858,0.01014410,0.00535403,0.00791811
-4.90745373,0.04118855,0.00000000,0.00950510,0.00525978,0.01462037,0.00036998,0.00823971,0.00573674,0.00867655
-4.90145073,0.04258404,0.00000000,0.01059899,0.00411214,0.01472746,0.00041362,0.00677390,0.00618947,0.00951657
-4.89544772,0.04463477,0.00000000,0.01174403,0.00321999,0.01511892,0.00045911,0.00566446,0.00669980,0.01042338
-4.88944472,0.04720321,0.00000000,0.01292733,0.00253406,0.01573566,0.00050596,0.00484161,0.00725530,0.01138129
-4.88344172,0.05016162,0.00000000,0.01413421,0.00201334,0.01652427,0.00055363,0.00424660,0.00784351,0.01237376
-4.87743872,0.05339090,0.00000000,0.01534844,0.00162406,0.01743631,0.00060151,0.00383039,0.00845201,0.01338346
-4.87143572,0.05677984,0.00000000,0.01655254,0.00133880,0.01842771,0.00064891,0.00355232,0.00906851,0.01439255
-4.86543272,0.06022482,0.00000000,0.01772830,0.00113562,0.01945837,0.00069513,0.00337888,0.00968102,0.01538287
-4.85942971,0.06362998,0.00000000,0.01885725,0.00099729,0.02049196,0.00073945,0.00328269,0.01027809,0.01633641
-4.85342671,0.06690781,0.00000000,0.01992133,0.00091065,0.02149576,0.00078116,0.00324148,0.01084906,0.01723565
-4.84742371,0.06998008,0.00000000,0.02090352,0.00086601,0.02244084,0.00081958,0.00323732,0.01138444,0.01806413
-4.84142071,0.07277913,0.00000000,0.02178857,0.00085671,0.02330215,0.00085412,0.00325588,0.01187622,0.01880694
-4.83541771,0.07524924,0.00000000,0.02256372,0.00087872,0.02405884,0.00088425,0.00328590,0.01231832,0.01945127
-4.82941471,0.07734825,0.00000000,0.02321941,0.00093040,0.02469462,0.00090957,0.00331867,0.01270690,0.01998693
-4.82341171,0.07904901,0.00000000,0.02374993,0.00101226,0.02519803,0.00092983,0.00334768,0.01304084,0.02040684
-4.81740870,0.08034088,0.00000000,0.02415401,0.00112684,0.02556282,0.00094494,0.00336831,0.01332202,0.02070751
-4.81140570,0.08123091,0.00000000,0.02443538,0.00127862,0.02578820,0.00095499,0.00337756,0.01355565,0.02088936
-4.80540270,0.08174479,0.00000000,0.02460313,0.00147394,0.02587901,0.00096029,0.00337385,0.01375060,0.02095700
-4.79939970,0.08192742,0.00000000,0.02467198,0.00172101,0.02584585,0.00096132,0.00335689,0.01391948,0.02091944
-4.79339670,0.08184310,0.00000000,0.02466246,0.00202989,0.02570501,0.00095880,0.00332750,0.01407887,0.02079009
-4.78739370,0.08157527,0.00000000,0.02460086,0.00241239,0.02547834,0.00095364,0.00328746,0.01424926,0.02058676
-4.78139070,0.08122577,0.00000000,0.02451913,0.00288210,0.02519292,0.00094696,0.00323946,0.01445501,0.02033145
-4.77538769,0.08091364,0.00000000,0.02445456,0.00345422,0.02488065,0.00094005,0.00318687,0.01472419,0.02005011
-4.76938469,0.08077355,0.00000000,0.02444935,0.00414540,0.02457770,0.00093435,0.00313374,0.01508825,0.01977223
-4.76338169,0.08095364,0.00000000,0.02455005,0.00497354,0.02432383,0.00093148,0.00308458,0.01558168,0.01953040
-4.75737869,0.08161314,0.00000000,0.02480692,0.00595742,0.02416166,0.00093311,0.00304427,0.01624148,0.01935979
-4.75137569,0.08291950,0.00000000,0.02527306,0.00711632,0.02413574,0.00094101,0.00301794,0.01710656,0.01929752
-4.74537269,0.08504530,0.00000001,0.02600361,0.00846944,0.02429172,0.00095699,0.00301081,0.01821700,0.01938203
-4.73936968,0.08816476,0.00000001,0.02705470,0.01003533,0.02467528,0.00098284,0.00302808,0.01961326,0.01965238
-4.73336668,0.09245020,0.00000001,0.02848246,0.01183114,0.02533121,0.00102028,0.00307476,0.02133525,0.02014757
-4.72736368,0.09806814,0.00000001,0.03034185,0.01387182,0.02630231,0.00107097,0.00315560,0.02342136,0.02090580
-4.72136068,0.10517542,0.00000001,0.03268553,0.01616923,0.02762841,0.00113641,0.00327488,0.02590739,0.02196373
-4.71535768,0.11391517,0.00000002,0.03556267,0.01873131,0.02934532,0.00121790,0.00343634,0.02882543,0.02335574
-4.70935468,0.12441284,0.00000002,0.03901767,0.02156107,0.03148388,0.00131655,0.00364308,0.03220280,0.02511323
-4.70335168,0.13677224,0.00000003,0.04308897,0.02465581,0.03406899,0.00143317,0.00389738,0.03606086,0.02726382
-4.69734867,0.15107178,0.00000004,0.04780782,0.02800631,0.03711877,0.00156828,0.00420070,0.04041399,0.02983071
-4.69134567,0.16736096,0.00000004,0.05319707,0.03159618,0.04064378,0.00172206,0.00455353,0.04526854,0.03283196
-4.68534267,0.18565709,0.00000005,0.05927005,0.03540140,0.04464632,0.00189434,0.00495536,0.05062197,0.03627978
-4.67933967,0.20594252,0.00000006,0.06602948,0.03939007,0.04911990,0.00208454,0.00540466,0.05646207,0.04017996
-4.67333667,0.22816239,0.00000008,0.07346659,0.04352248,0.05404881,0.00229170,0.00589881,0.06276638,0.04453123
-4.66733367,0.25222290,0.00000009,0.08156025,0.04775139,0.05940789,0.00251447,0.00643416,0.06950188,0.04932474
-4.66133067,0.27799040,0.00000011,0.09027639,0.05202270,0.06516247,0.00275110,0.00700602,0.07662483,0.05454364
-4.65532766,0.30529112,0.00000013,0.09956754,0.05627638,0.07126847,0.00299945,0.00760872,0.08408091,0.06016268
-4.64932466,0.33391188,0.00000015,0.10937265,0.06044780,0.07767273,0.00325704,0.00823570,0.09180569,0.06614799
-4.64332166,0.36360162,0.00000017,0.11961717,0.06446919,0.08431357,0.00352108,0.00887960,0.09972529,0.07245699
