energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.57378689,0.87897583,0.00134304,0.08178135,0.28178007,0.43990472,0.00134845,0.29372741,0.29369027,0.06207856
-5.56778389,0.83345407,0.00124363,0.07830101,0.26951563,0.41516339,0.00117921,0.28019478,0.27957945,0.05883826
-5.56178089,0.78673194,0.00114506,0.07460319,0.25652851,0.39005111,0.00102587,0.26605784,0.26493171,0.05551909
-5.55577789,0.73918036,0.00104814,0.07072398,0.24294669,0.36475775,0.00088796,0.25143758,0.24986301,0.05214952
-5.54977489,0.69119696,0.00095366,0.06670280,0.22890907,0.33948283,0.00076485,0.23646816,0.23450013,0.04876011
-5.54377189,0.64319661,0.00086236,0.06258138,0.21456218,0.31443063,0.00065570,0.22129378,0.21897724,0.04538289
-5.53776888,0.59560181,0.00077491,0.05840281,0.20005670,0.28980532,0.00055958,0.20606541,0.20343247,0.04205079
-5.53176588,0.54883326,0.00069187,0.05421049,0.18554405,0.26580642,0.00047546,0.19093734,0.18800430,0.03879701
-5.52576288,0.50330098,0.00061373,0.05004715,0.17117302,0.24262467,0.00040229,0.17606388,0.17282818,0.03565455
-5.51975988,0.45939650,0.00054083,0.04595393,0.15708673,0.22043853,0.00033901,0.16159626,0.15803331,0.03265574
-5.51375688,0.41748615,0.00047341,0.04196954,0.14341991,0.19941143,0.00028458,0.14767987,0.14373990,0.02983186
-5.50775388,0.37790603,0.00041161,0.03812958,0.13029657,0.17968985,0.00023800,0.13445197,0.13005678,0.02721288
-5.50175088,0.34095835,0.00035546,0.03446596,0.11782833,0.16140221,0.00019834,0.12203983,0.11707963,0.02482732
-5.49574787,0.30690950,0.00030487,0.03100649,0.10611308,0.14465869,0.00016472,0.11055950,0.10488972,0.02270214
-5.48974487,0.27598962,0.00025968,0.02777463,0.09523437,0.12955168,0.00013636,0.10011505,0.09355327,0.02086275
-5.48374187,0.24839345,0.00021967,0.02478943,0.08526115,0.11615696,0.00011253,0.09079831,0.08312130,0.01933309
-5.47773887,0.22428238,0.00018455,0.02206551,0.07624811,0.10453539,0.00009259,0.08268903,0.07362999,0.01813570
-5.47173587,0.20378729,0.00015397,0.01961331,0.06823629,0.09473495,0.00007598,0.07585532,0.06510148,0.01729185
-5.46573287,0.18701186,0.00012759,0.01743929,0.06125410,0.08679290,0.00006221,0.07035435,0.05754498,0.01682160
-5.45972986,0.17403612,0.00010502,0.01554634,0.05531845,0.08073808,0.00005085,0.06623308,0.05095813,0.01674381
-5.45372686,0.16491978,0.00008589,0.01393414,0.05043610,0.07659293,0.00004154,0.06352900,0.04532850,0.01707611
-5.44772386,0.15970510,0.00006983,0.01259962,0.04660489,0.07437529,0.00003397,0.06227070,0.04063516,0.01783471
-5.44172086,0.15841913,0.00005647,0.01153734,0.04381508,0.07409973,0.00002790,0.06247822,0.03685019,0.01903412
-5.43571786,0.16107502,0.00004549,0.01073993,0.04205037,0.07577843,0.00002313,0.06416308,0.03394015,0.02068676
-5.42971486,0.16767237,0.00003659,0.01019844,0.04128889,0.07942151,0.00001949,0.06732805,0.03186730,0.02280247
-5.42371186,0.17819664,0.00002951,0.00990264,0.04150387,0.08503672,0.00001687,0.07196647,0.03059070,0.02538782
-5.41770885,0.19261756,0.00002399,0.00984131,0.04266411,0.09262869,0.00001521,0.07806141,0.03006709,0.02844550
-5.41170585,0.21088685,0.00001987,0.01000240,0.04473428,0.10219773,0.00001446,0.08558450,0.03025150,0.03197358
-5.40570285,0.23293540,0.00001697,0.01037323,0.04767499,0.11373822,0.00001464,0.09449466,0.03109778,0.03596475
-5.39969985,0.25867011,0.00001519,0.01094056,0.05144273,0.12723680,0.00001580,0.10473684,0.03255883,0.04040575
-5.39369685,0.28797094,0.00001445,0.01169069,0.05598976,0.14267059,0.00001803,0.11624085,0.03458681,0.04527676
-5.38769385,0.32068829,0.00001471,0.01260954,0.06126396,0.16000538,0.00002147,0.12892047,0.03713326,0.05055110
-5.38169085,0.35664115,0.00001599,0.01368269,0.06720882,0.17919425,0.00002632,0.14267297,0.04014909,0.05619504
-5.37568784,0.39561638,0.00001832,0.01489546,0.07376347,0.20017652,0.00003281,0.15737919,0.04358480,0.06216794
-5.36968484,0.43736930,0.00002178,0.01623304,0.08086299,0.22287733,0.00004124,0.17290419,0.04739054,0.06842266
-5.36368184,0.48162582,0.00002650,0.01768064,0.08843887,0.24720794,0.00005196,0.18909867,0.05151646,0.07490630
-5.35767884,0.52808625,0.00003263,0.01922362,0.09641983,0.27306667,0.00006539,0.20580111,0.05591308,0.08156117
-5.35167584,0.57643060,0.00004035,0.02084777,0.10473279,0.30034074,0.00008201,0.22284061,0.06053180,0.08832615
-5.34567284,0.62632551,0.00004989,0.02253953,0.11330422,0.32890871,0.00010234,0.24004037,0.06532561,0.09513823
-5.33966983,0.67743225,0.00006150,0.02428631,0.12206152,0.35864361,0.00012700,0.25722179,0.07024981,0.10193422
-5.33366683,0.72941569,0.00007544,0.02607674,0.13093471,0.38941647,0.00015661,0.27420883,0.07526285,0.10865262
-5.32766383,0.78195361,0.00009201,0.02790096,0.13985803,0.42110013,0.00019189,0.29083264,0.08032719,0.11523548
-5.32166083,0.83474583,0.00011150,0.02975091,0.14877156,0.45357303,0.00023355,0.30693614,0.08541012,0.12163015
-5.31565783,0.88752270,0.00013423,0.03162044,0.15762267,0.48672271,0.00028235,0.32237831,0.09048441,0.12779088
-5.30965483,0.94005220,0.00016047,0.03350551,0.16636716,0.52044876,0.00033904,0.33703793,0.09552893,0.13368018
-5.30365183,0.99214519,0.00019050,0.03540416,0.17497013,0.55466486,0.00040437,0.35081666,0.10052887,0.13926968
-5.29764882,1.04365836,0.00022457,0.03731643,0.18340628,0.58929975,0.00047902,0.36364115,0.10547587,0.14454074
-5.29164582,1.09449441,0.00026285,0.03924414,0.19165978,0.62429695,0.00056362,0.37546409,0.11036768,0.14948441
-5.28564282,1.14459931,0.00030548,0.04119056,0.19972359,0.65961291,0.00065870,0.38626406,0.11520758,0.15410097
-5.27963982,1.19395667,0.00035251,0.04315995,0.20759823,0.69521388,0.00076466,0.39604425,0.12000344,0.15839898
-5.27363682,1.24257916,0.00040388,0.04515698,0.21529002,0.73107118,0.00088173,0.40483001,0.12476652,0.16239380
-5.26763382,1.29049754,0.00045946,0.04718614,0.22280895,0.76715538,0.00100998,0.41266540,0.12950992,0.16610585
-5.26163082,1.33774776,0.00051899,0.04925102,0.23016624,0.80342941,0.00114922,0.41960886,0.13424698,0.16955843
-5.25562781,1.38435677,0.00058206,0.05135361,0.23737173,0.83984109,0.00129906,0.42572833,0.13898944,0.17277554
-5.24962481,1.43032800,0.00064819,0.05349369,0.24443124,0.87631548,0.00145882,0.43109609,0.14374574,0.17577952
-5.24362181,1.47562730,0.00071672,0.05566824,0.25134421,0.91274752,0.00162757,0.43578355,0.14851928,0.17858896
-5.23761881,1.52017041,0.00078690,0.05787094,0.25810162,0.94899556,0.00180411,0.43985641,0.15330706,0.18121673
-5.23161581,1.56381277,0.00085786,0.06009195,0.26468451,0.98487613,0.00198693,0.44337049,0.15809851,0.18366847
-5.22561281,1.60634256,0.00092862,0.06231780,0.27106314,1.02016064,0.00217431,0.44636846,0.16287482,0.18594164
-5.21960980,1.64747763,0.00099815,0.06453146,0.27719700,1.05457415,0.00236427,0.44887768,0.16760868,0.18802504
-5.21360680,1.68686670,0.00106536,0.06671280,0.28303557,1.08779675,0.00255462,0.45090942,0.17226464,0.18989907
-5.20760380,1.72409522,0.00112911,0.06883907,0.28852009,1.11946743,0.00274303,0.45245940,0.17679992,0.19153656
-5.20160080,1.75869556,0.00118830,0.07088576,0.29358604,1.14919072,0.00292704,0.45350964,0.18116580,0.19290430
-5.19559780,1.79016151,0.00124186,0.07282758,0.29816633,1.17654572,0.00310413,0.45403160,0.18530944,0.19396501
-5.18959480,1.81796616,0.00128878,0.07463951,0.30219512,1.20109734,0.00327177,0.45399036,0.18917616,0.19467982
-5.18359180,1.84158265,0.00132818,0.07629804,0.30561188,1.22240930,0.00342749,0.45334952,0.19271187,0.19501103
-5.17758879,1.86050648,0.00135928,0.07778239,0.30836566,1.24005829,0.00356894,0.45207655,0.19586576,0.19492500
-5.17158579,1.87427832,0.00138148,0.07907560,0.31041909,1.25364864,0.00369395,0.45014829,0.19859296,0.19439495
-5.16558279,1.88250620,0.00139435,0.08016564,0.31175205,1.26282689,0.00380057,0.44755602,0.20085697,0.19340365
-5.15957979,1.88488569,0.00139765,0.08104625,0.31236461,1.26729548,0.00388712,0.44430997,0.20263191,0.19194564
-5.15357679,1.88121710,0.00139135,0.08171755,0.31227912,1.26682487,0.00395227,0.44044274,0.20390424,0.19002899
-5.14757379,1.87141865,0.00137561,0.08218638,0.31154122,1.26126365,0.00399501,0.43601157,0.20467397,0.18767639
-5.14157079,1.85553492,0.00135077,0.08246636,0.31021964,1.25054599,0.00401473,0.43109901,0.20495525,0.18492554
-5.13556778,1.83374004,0.00131738,0.08257757,0.30840483,1.23469608,0.00401119,0.42581213,0.20477628,0.18182881
-5.12956478,1.80633551,0.00127612,0.08254598,0.30620635,1.21382951,0.00398457,0.42028012,0.20417851,0.17845216
-5.12356178,1.77374264,0.00122783,0.08240251,0.30374919,1.18815137,0.00393540,0.41465044,0.20321522,0.17487336
-5.11755878,1.73649005,0.00117345,0.08218190,0.30116911,1.15795125,0.00386458,0.40908364,0.20194948,0.17117962
-5.11155578,1.69519688,0.00111399,0.08192136,0.29860729,1.12359541,0.00377337,0.40374722,0.20045163,0.16746475
-5.10555278,1.65055254,0.00105052,0.08165906,0.29620454,1.08551649,0.00366330,0.39880878,0.19879640,0.16382598
-5.09954977,1.60329391,0.00098412,0.08143258,0.29409531,1.04420118,0.00353617,0.39442882,0.19705982,0.16036061
-5.09354677,1.55418132,0.00091586,0.08127737,0.29240192,1.00017658,0.00339401,0.39075368,0.19531602,0.15716264
-5.08754377,1.50397418,0.00084676,0.08122531,0.29122915,0.95399562,0.00323899,0.38790886,0.19363415,0.15431952
-5.08154077,1.45340751,0.00077779,0.08130334,0.29065960,0.90622235,0.00307339,0.38599323,0.19207559,0.15190927
-5.07553777,1.40317034,0.00070982,0.08153245,0.29074996,0.85741755,0.00289957,0.38507422,0.19069145,0.14999787
-5.06953477,1.35388684,0.00064364,0.08192676,0.29152842,0.80812529,0.00271987,0.38518448,0.18952060,0.14863721
-5.06353177,1.30610073,0.00057990,0.08249299,0.29299327,0.75886084,0.00253661,0.38631992,0.18858826,0.14786364
-5.05752876,1.26026367,0.00051917,0.08323020,0.29511276,0.71010028,0.00235200,0.38843934,0.18790524,0.14769697
-5.05152576,1.21672765,0.00046187,0.08412984,0.29782628,0.66227216,0.00216815,0.39146554,0.18746770,0.14814010
-5.04552276,1.17574148,0.00040834,0.08517607,0.30104654,0.61575132,0.00198699,0.39528789,0.18725766,0.14917922
-5.03951976,1.13745131,0.00035876,0.08634633,0.30466285,0.57085492,0.00181025,0.39976608,0.18724394,0.15078446
-5.03351676,1.10190464,0.00031327,0.08761213,0.30854524,0.52784059,0.00163948,0.40473492,0.18738367,0.15291087
-5.02751376,1.06905753,0.00027187,0.08894005,0.31254902,0.48690669,0.00147598,0.41000984,0.18762416,0.15549990
-5.02151076,1.03878430,0.00023451,0.09029279,0.31651990,0.44819433,0.00132082,0.41539284,0.18790504,0.15848097
-5.01550775,1.01088913,0.00020107,0.09163034,0.32029905,0.41179094,0.00117484,0.42067864,0.18816064,0.16177332
-5.00950475,0.98511900,0.00017136,0.09291117,0.32372815,0.37773513,0.00103865,0.42566072,0.18832235,0.16528793
-5.00350175,0.96117716,0.00014517,0.09409336,0.32665419,0.34602239,0.00091263,0.43013700,0.18832102,0.16892950
-4.99749875,0.93873679,0.00012226,0.09513576,0.32893370,0.31661142,0.00079698,0.43391504,0.18808924,0.17259844
-4.99149575,0.91745419,0.00010236,0.09599895,0.33043655,0.28943073,0.00069169,0.43681660,0.18756334,0.17619286
-4.98549275,0.89698119,0.00008520,0.09664622,0.33104896,0.26438519,0.00059660,0.43868144,0.18668531,0.17961055
-4.97948974,0.87697650,0.00007050,0.09704438,0.33067595,0.24136235,0.00051140,0.43937041,0.18540432,0.18275091
-4.97348674,0.85711579,0.00005800,0.09716445,0.32924306,0.22023831,0.00043568,0.43876778,0.18367797,0.18551683
-4.96748374,0.83710037,0.00004745,0.09698227,0.32669745,0.20088293,0.00036893,0.43678285,0.18147335,0.18781658
-4.96148074,0.81666447,0.00003859,0.09647897,0.32300836,0.18316441,0.00031057,0.43335102,0.17876771,0.18956565
-4.95547774,0.79558118,0.00003120,0.09564139,0.31816715,0.16695307,0.00026001,0.42843423,0.17554896,0.19068851
-4.94947474,0.77366703,0.00002509,0.09446237,0.31218682,0.15212439,0.00021662,0.42202106,0.17181591,0.19112031
-4.94347174,0.75078538,0.00002006,0.09294093,0.30510125,0.13856136,0.00017977,0.41412636,0.16757834,0.19080855
-4.93746873,0.72684869,0.00001594,0.09108242,0.29696408,0.12615616,0.00014888,0.40479067,0.16285689,0.18971443
-4.93146573,0.70181973,0.00001260,0.08889854,0.28784745,0.11481123,0.00012338,0.39407934,0.15768280,0.18781417
-4.92546273,0.67571183,0.00000990,0.08640729,0.27784049,0.10443996,0.00010277,0.38208138,0.15209756,0.18509999
-4.91945973,0.64858826,0.00000774,0.08363281,0.26704766,0.09496689,0.00008663,0.36890819,0.14615241,0.18158072
-4.91345673,0.62056073,0.00000601,0.08060515,0.25558708,0.08632773,0.00007461,0.35469194,0.13990776,0.17728216
-4.90745373,0.59178713,0.00000465,0.07735993,0.24358858,0.07846911,0.00006643,0.33958377,0.13343252,0.17224695
-4.90145073,0.56246843,0.00000357,0.07393785,0.23119177,0.07134826,0.00006194,0.32375171,0.12680331,0.16653399
-4.89544772,0.53284489,0.00000273,0.07038416,0.21854397,0.06493258,0.00006106,0.30737830,0.12010364,0.16021745
-4.88944472,0.50319160,0.00000208,0.06674802,0.20579800,0.05919922,0.00006383,0.29065796,0.11342292,0.15338533
-4.88344172,0.47381334,0.00000157,0.06308171,0.19310996,0.05413465,0.00007042,0.27379406,0.10685546,0.14613764
-4.87743872,0.44503889,0.00000119,0.05943985,0.18063688,0.04973420,0.00008108,0.25699575,0.10049931,0.13858414
-4.87143572,0.41721489,0.00000090,0.05587843,0.16853431,0.04600163,0.00009620,0.24047458,0.09445508,0.13084189
-4.86543272,0.39069931,0.00000069,0.05245394,0.15695395,0.04294864,0.00011625,0.22444098,0.08882464,0.12303251
-4.85942971,0.36585458,0.00000054,0.04922230,0.14604117,0.04059439,0.00014185,0.20910063,0.08370974,0.11527944
-4.85342671,0.34304061,0.00000044,0.04623793,0.13593269,0.03896482,0.00017368,0.19465087,0.07921055,0.10770498
-4.84742371,0.32260772,0.00000038,0.04355268,0.12675422,0.03809197,0.00021253,0.18127708,0.07542411,0.10042762
-4.84142071,0.30488959,0.00000037,0.04121488,0.11861829,0.03801305,0.00025925,0.16914934,0.07244272,0.09355932
-4.83541771,0.29019632,0.00000039,0.03926837,0.11162214,0.03876941,0.00031475,0.15841913,0.07035224,0.08720315
-4.82941471,0.27880778,0.00000046,0.03775156,0.10584585,0.04040523,0.00037996,0.14921650,0.06923030,0.08145110
-4.82341171,0.27096720,0.00000057,0.03669665,0.10135063,0.04296611,0.00045584,0.14164740,0.06914448,0.07638232
-4.81740870,0.26687521,0.00000075,0.03612878,0.09817740,0.04649743,0.00054327,0.13579148,0.07015042,0.07206160
-4.81140570,0.26668450,0.00000100,0.03606535,0.09634563,0.05104258,0.00064309,0.13170040,0.07228993,0.06853835
-4.80540270,0.27049502,0.00000134,0.03651548,0.09585245,0.05664112,0.00075603,0.12939642,0.07558918,0.06584584
-4.79939970,0.27835011,0.00000179,0.03747950,0.09667222,0.06332694,0.00088264,0.12887174,0.08005690,0.06400091
-4.79339670,0.29023360,0.00000240,0.03894866,0.09875640,0.07112650,0.00102329,0.13008822,0.08568284,0.06300402
-4.78739370,0.30606808,0.00000320,0.04090497,0.10203400,0.08005728,0.00117811,0.13297784,0.09243646,0.06283964
-4.78139070,0.32571464,0.00000424,0.04332124,0.10641241,0.09012652,0.00134694,0.13744372,0.10026592,0.06347706
-4.77538769,0.34897414,0.00000558,0.04616139,0.11177884,0.10133046,0.00152933,0.14336183,0.10909765,0.06487145
-4.76938469,0.37559036,0.00000730,0.04938087,0.11800232,0.11365407,0.00172449,0.15058348,0.11883642,0.06696527
-4.76338169,0.40525501,0.00000948,0.05292752,0.12493629,0.12707145,0.00193127,0.15893843,0.12936602,0.06969003
-4.75737869,0.43761485,0.00001222,0.05674252,0.13242175,0.14154698,0.00214820,0.16823878,0.14055081,0.07296823
-4.75137569,0.47228080,0.00001566,0.06076173,0.14029105,0.15703711,0.00237347,0.17828349,0.15223792,0.07671558
-4.74537269,0.50883898,0.00001992,0.06491724,0.14837204,0.17349304,0.00260498,0.18886356,0.16426039,0.08084348
-4.73936968,0.54686355,0.00002516,0.06913914,0.15649280,0.19086393,0.00284037,0.19976766,0.17644097,0.08526153
-4.73336668,0.58593078,0.00003156,0.07335751,0.16448649,0.20910068,0.00307709,0.21078813,0.18859675,0.08988026
-4.72736368,0.62563422,0.00003932,0.07750450,0.17219651,0.22816015,0.00331249,0.22172720,0.20054429,0.09461377
-4.72136068,0.66559998,0.00004866,0.08151646,0.17948150,0.24800938,0.00354387,0.23240315,0.21210529,0.09938239
-4.71535768,0.70550187,0.00005980,0.08533616,0.18622015,0.26862982,0.00376862,0.24265622,0.22311241,0.10411510
-4.70935468,0.74507528,0.00007300,0.08891469,0.19231565,0.29002101,0.00398426,0.25235401,0.23341512,0.10875174
-4.70335168,0.78412930,0.00008850,0.09221338,0.19769944,0.31220357,0.00418858,0.26139615,0.24288537,0.11324491
-4.69734867,0.82255625,0.00010657,0.09520528,0.20233417,0.33522121,0.00437974,0.26971795,0.25142259,0.11756131
-4.69134567,0.86033796,0.00012747,0.09787627,0.20621572,0.35914137,0.00455629,0.27729291,0.25895803,0.12168270
-4.68534267,0.89754830,0.00015145,0.10022581,0.20937409,0.38405446,0.00471731,0.28413383,0.26545805,0.12560619
-4.67933967,0.93435160,0.00017874,0.10226712,0.21187312,0.41007146,0.00486239,0.29029249,0.27092610,0.12934398
-4.67333667,0.97099676,0.00020954,0.10402682,0.21380900,0.43731995,0.00499171,0.29585786,0.27540347,0.13292247
-4.66733367,1.00780725,0.00024404,0.10554410,0.21530753,0.46593853,0.00510599,0.30095281,0.27896845,0.13638079
-4.66133067,1.04516717,0.00028234,0.10686935,0.21652038,0.49606996,0.00520650,0.30572950,0.28173401,0.13976883
-4.65532766,1.08350400,0.00032453,0.10806226,0.21762018,0.52785325,0.00529502,0.31036355,0.28384414,0.14314479
-4.64932466,1.12326886,0.00037061,0.10918968,0.21879491,0.56141500,0.00537372,0.31504731,0.28546872,0.14657246
-4.64332166,1.16491509,0.00042051,0.11032300,0.22024164,0.59686068,0.00544512,0.31998242,0.28679737,0.15011825
