energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.71185593,3.25033526,0.00693376,0.46611633,0.59603049,0.01166681,1.56452941,1.63020776,0.73568192
-5.70585293,3.22806786,0.00687536,0.45576361,0.59318512,0.01188496,1.55755295,1.59037337,0.73485347
-5.69984992,3.20560484,0.00690157,0.44473809,0.59015919,0.01209439,1.55072905,1.54824410,0.73428490
-5.69384692,3.18366049,0.00700843,0.43315131,0.58692865,0.01229054,1.54449323,1.50423173,0.73409623
-5.68784392,3.16281069,0.00719071,0.42111888,0.58344573,0.01246864,1.53919190,1.45879868,0.73436778
-5.68184092,3.14345661,0.00744206,0.40875567,0.57964104,0.01262380,1.53506274,1.41243253,0.73513197
-5.67583792,3.12579721,0.00775519,0.39617147,0.57542677,0.01275117,1.53222023,1.36562119,0.73636778
-5.66983492,3.10981232,0.00812203,0.38346731,0.57070078,0.01284611,1.53064693,1.31883021,0.73799774
-5.66383192,3.09525729,0.00853391,0.37073264,0.56535139,0.01290430,1.53019125,1.27248307,0.73988812
-5.65782891,3.08166973,0.00898179,0.35804353,0.55926271,0.01292189,1.53057193,1.22694567,0.74185207
-5.65182591,3.06838835,0.00945650,0.34546173,0.55232028,0.01289569,1.53138924,1.18251530,0.74365579
-5.64582291,3.05458303,0.00994891,0.33303490,0.54441687,0.01282324,1.53214240,1.13941480,0.74502744
-5.63981991,3.03929492,0.01045017,0.32079769,0.53545796,0.01270295,1.53225253,1.09779176,0.74566843
-5.63381691,3.02148460,0.01095194,0.30877371,0.52536707,0.01253416,1.53109011,1.05772271,0.74526650
-5.62781391,3.00008616,0.01144657,0.29697821,0.51409032,0.01231719,1.52800573,1.01922173,0.74351007
-5.62181091,2.97406445,0.01192728,0.28542131,0.50160036,0.01205340,1.52236257,0.98225294,0.74010317
-5.61580790,2.94247287,0.01238825,0.27411163,0.48789935,0.01174513,1.51356915,0.94674586,0.73478015
-5.60980490,2.90450877,0.01282480,0.26306000,0.47302098,0.01139570,1.50111078,0.91261278,0.72731955
-5.60380190,2.85956383,0.01323337,0.25228320,0.45703140,0.01100937,1.48457817,0.87976695,0.71755645
-5.59779890,2.80726697,0.01361154,0.24180735,0.44002908,0.01059118,1.46369181,0.84814062,0.70539268
-5.59179590,2.74751771,0.01395801,0.23167103,0.42214364,0.01014693,1.43832110,0.81770189,0.69080445
-5.58579290,2.68050839,0.01427249,0.22192759,0.40353367,0.00968299,1.40849718,0.78846936,0.67384696
-5.57978989,2.60673430,0.01455553,0.21264694,0.38438357,0.00920620,1.37441901,0.76052385,0.65465590
-5.57378689,2.52699106,0.01480841,0.20391635,0.36489977,0.00872372,1.33645241,0.73401656,0.63344572
-5.56778389,2.44235966,0.01503292,0.19584042,0.34530613,0.00824286,1.29512223,0.70917323,0.61050470
-5.56178089,2.35417964,0.01523113,0.18854009,0.32583894,0.00777095,1.25109791,0.68629405,0.58618723
-5.55577789,2.26401170,0.01540519,0.18215075,0.30674157,0.00731518,1.20517336,0.66574933,0.56090341
-5.54977489,2.17359137,0.01555718,0.17681938,0.28825896,0.00688248,1.15824187,0.64797101,0.53510670
-5.54377189,2.08477567,0.01568887,0.17270092,0.27063208,0.00647934,1.11126733,0.63344042,0.50927996
-5.53776888,1.99948492,0.01580164,0.16995392,0.25409252,0.00611171,1.06525285,0.62267280,0.48392052
-5.53176588,1.91964198,0.01589636,0.16873555,0.23885738,0.00578491,1.02120815,0.61619898,0.45952493
-5.52576288,1.84711116,0.01597335,0.16919618,0.22512447,0.00550347,0.98011698,0.61454513,0.43657384
-5.51975988,1.78363906,0.01603239,0.17147372,0.21306807,0.00527108,0.94290559,0.61821125,0.41551776
-5.51375688,1.73079923,0.01607276,0.17568789,0.20283517,0.00509049,0.91041364,0.62764914,0.39676396
-5.50775388,1.68994255,0.01609335,0.18193458,0.19454237,0.00496346,0.88336810,0.64324073,0.38066514
-5.50175088,1.66215478,0.01609275,0.19028061,0.18827344,0.00489073,0.86236126,0.66527754,0.36751005
-5.49574787,1.64822242,0.01606942,0.20075905,0.18407754,0.00487195,0.84783319,0.69394207,0.35751638
-5.48974487,1.64860800,0.01602184,0.21336527,0.18196817,0.00490571,0.84005917,0.72929171,0.35082607
-5.48374187,1.66343507,0.01594866,0.22805399,0.18192289,0.00498951,0.83914224,0.77124604,0.34750307
-5.47773887,1.69248340,0.01584881,0.24473747,0.18388367,0.00511984,0.84501104,0.81957792,0.34753354
-5.47173587,1.73519427,0.01572164,0.26328492,0.18775804,0.00529219,0.85742275,0.87390881,0.35082842
-5.46573287,1.79068552,0.01556698,0.28352330,0.19342092,0.00550116,0.87597093,0.93370874,0.35722818
-5.45972986,1.85777577,0.01538518,0.30523949,0.20071712,0.00574055,0.90009798,0.99830115,0.36650942
-5.45372686,1.93501696,0.01517713,0.32818385,0.20946445,0.00600345,0.92911160,1.06687238,0.37839319
-5.44772386,2.02073418,0.01494418,0.35207500,0.21945744,0.00628246,0.96220484,1.13848596,0.39255459
-5.44172086,2.11307123,0.01468810,0.37660589,0.23047158,0.00656977,0.99847903,1.21210112,0.40863319
-5.43571786,2.21004078,0.01441097,0.40145065,0.24226793,0.00685741,1.03696879,1.28659516,0.42624410
-5.42971486,2.30957708,0.01411507,0.42627221,0.25459806,0.00713740,1.07666848,1.36078890,0.44498904
-5.42371186,2.40958970,0.01380273,0.45073036,0.26720920,0.00740195,1.11655909,1.43347447,0.46446718
-5.41770885,2.50801640,0.01347625,0.47448975,0.27984936,0.00764368,1.15563488,1.50344434,0.48428520
-5.41170585,2.60287331,0.01313776,0.49722775,0.29227247,0.00785578,1.19292879,1.56952082,0.50406639
-5.40570285,2.69230087,0.01278914,0.51864168,0.30424313,0.00803219,1.22753592,1.63058466,0.52345833
-5.39969985,2.77460385,0.01243196,0.53845516,0.31554106,0.00816775,1.25863434,1.68560205,0.54213906
-5.39369685,2.84828437,0.01206742,0.55642339,0.32596497,0.00825835,1.28550249,1.73364870,0.55982147
-5.38769385,2.91206689,0.01169639,0.57233707,0.33533582,0.00830099,1.30753289,1.77393058,0.57625592
-5.38169085,2.96491475,0.01131939,0.58602497,0.34349931,0.00829384,1.32424157,1.80580019,0.59123109
-5.37568784,3.00603800,0.01093667,0.59735508,0.35032767,0.00823628,1.33527334,1.82876833,0.60457318
-5.36968484,3.03489291,0.01054827,0.60623439,0.35572052,0.00812886,1.34040272,1.84251071,0.61614381
-5.36368184,3.05117378,0.01015411,0.61260739,0.35960507,0.00797327,1.33953081,1.84686976,0.62583661
-5.35767884,3.05479812,0.00975409,0.61645361,0.36193558,0.00777221,1.33267859,1.84185147,0.63357319
-5.35167584,3.04588643,0.00934816,0.61778436,0.36269208,0.00752930,1.31997704,1.82761795,0.63929865
-5.34567284,3.02473815,0.00893643,0.61663889,0.36187873,0.00724893,1.30165477,1.80447610,0.64297705
-5.33966983,2.99180531,0.00851922,0.61308045,0.35952163,0.00693608,1.27802395,1.77286314,0.64458728
-5.33366683,2.94766543,0.00809713,0.60719228,0.35566645,0.00659617,1.24946522,1.73332974,0.64411951
-5.32766383,2.89299507,0.00767106,0.59907394,0.35037591,0.00623488,1.21641222,1.68652159,0.64157266
-5.32166083,2.82854534,0.00724223,0.58883812,0.34372724,0.00585797,1.17933668,1.63316011,0.63695280
-5.31565783,2.75512024,0.00681217,0.57660798,0.33580969,0.00547114,1.13873429,1.57402317,0.63027280
-5.30965483,2.67355842,0.00638267,0.56251524,0.32672232,0.00507985,1.09511206,1.50992621,0.62155298
-5.30365183,2.58471875,0.00595575,0.54669882,0.31657190,0.00468923,1.04897743,1.44170459,0.61082274
-5.29764882,2.48946957,0.00553361,0.52930411,0.30547106,0.00430399,1.00082919,1.37019724,0.59812299
-5.29164582,2.38868130,0.00511853,0.51048268,0.29353677,0.00392829,0.95115038,1.29623217,0.58350893
-5.28564282,2.28322188,0.00471281,0.49039226,0.28088895,0.00356577,0.90040306,1.22061380,0.56705306
-5.27963982,2.17395431,0.00431871,0.46919692,0.26764927,0.00321947,0.84902466,1.14411216,0.54884803
-5.27363682,2.06173544,0.00393837,0.44706708,0.25394013,0.00289185,0.79742585,1.06745408,0.52900895
-5.26763382,1.94741540,0.00357371,0.42417944,0.23988361,0.00258485,0.74598942,0.99131614,0.50767495
-5.26163082,1.83183671,0.00322647,0.40071649,0.22560060,0.00229986,0.69507011,0.91631922,0.48500988
-5.25562781,1.71583278,0.00289809,0.37686564,0.21120976,0.00203786,0.64499487,0.84302464,0.46120177
-5.24962481,1.60022523,0.00258969,0.35281789,0.19682657,0.00179945,0.59606354,0.77193169,0.43646131
-5.24362181,1.48581997,0.00230212,0.32876610,0.18256226,0.00158493,0.54854955,0.70347630,0.41101917
-5.23761881,1.37340205,0.00203589,0.30490282,0.16852275,0.00139442,0.50270073,0.63803094,0.38512237
-5.23161581,1.26372949,0.00179121,0.28141794,0.15480761,0.00122793,0.45873997,0.57590551,0.35902999
-5.22561281,1.15752659,0.00156803,0.25849619,0.14150895,0.00108546,0.41686588,0.51734921,0.33300825
-5.21960980,1.05547696,0.00136604,0.23631460,0.12871052,0.00096710,0.37725339,0.46255330,0.30732546
-5.21360680,0.95821716,0.00118470,0.21504026,0.11648680,0.00087312,0.34005445,0.41165475,0.28224702
-5.20760380,0.86633107,0.00102334,0.19482828,0.10490238,0.00080407,0.30539879,0.36474062,0.25803079
-5.20160080,0.78034585,0.00088111,0.17582032,0.09401146,0.00076086,0.27339496,0.32185320,0.23492293
-5.19559780,0.70072955,0.00075713,0.15814351,0.08385765,0.00074484,0.24413165,0.28299575,0.21315470
-5.18959480,0.62789069,0.00065043,0.14191007,0.07447396,0.00075787,0.21767925,0.24813877,0.19293998
-5.18359180,0.56217984,0.00056006,0.12721750,0.06588311,0.00080236,0.19409182,0.21722655,0.17447382
-5.17758879,0.50389315,0.00048512,0.11414919,0.05809805,0.00088136,0.17340923,0.19018401,0.15793187
-5.17158579,0.45327732,0.00042474,0.10277569,0.05112267,0.00099855,0.15565953,0.16692344,0.14347070
-5.16558279,0.41053581,0.00037817,0.09315612,0.04495273,0.00115827,0.14086138,0.14735105,0.13122870
-5.15957979,0.37583558,0.00034478,0.08533993,0.03957685,0.00136548,0.12902630,0.13137310,0.12132751
-5.15357679,0.34931383,0.00032405,0.07936860,0.03497762,0.00162574,0.12016079,0.11890136,0.11387368
-5.14757379,0.33108398,0.00031564,0.07527726,0.03113263,0.00194514,0.11426788,0.10985770,0.10896026
-5.14157079,0.32124042,0.00031932,0.07309597,0.02801557,0.00233018,0.11134816,0.10417761,0.10666819
-5.13556778,0.31986130,0.00033502,0.07285061,0.02559710,0.00278759,0.11140013,0.10181256,0.10706716
-5.12956478,0.32700906,0.00036281,0.07456313,0.02384568,0.00332422,0.11441962,0.10273095,0.11021579
-5.12356178,0.34272824,0.00040290,0.07825124,0.02272815,0.00394675,0.12039846,0.10691769,0.11616098
-5.11755878,0.36704061,0.00045557,0.08392735,0.02221021,0.00466147,0.12932224,0.11437232,0.12493638
-5.11155578,0.39993752,0.00052124,0.09159683,0.02225662,0.00547395,0.14116731,0.12510568,0.13655996
-5.10555278,0.44136982,0.00060037,0.10125567,0.02283129,0.00638878,0.15589710,0.13913530,0.15103068
-5.09954977,0.49123577,0.00069345,0.11288752,0.02389721,0.00740919,0.17345797,0.15647954,0.16832459
-5.09354677,0.54936758,0.00080103,0.12646041,0.02541621,0.00853675,0.19377488,0.17715082,0.18839032
-5.08754377,0.61551728,0.00092363,0.14192323,0.02734872,0.00977101,0.21674695,0.20114808,0.21114440
-5.08154077,0.68934298,0.00106176,0.15920216,0.02965348,0.01110924,0.24224353,0.22844889,0.23646670
-5.07553777,0.77039625,0.00121591,0.17819736,0.03228721,0.01254613,0.27010068,0.25900144,0.26419624
-5.06953477,0.85811183,0.00138652,0.19878012,0.03520443,0.01407364,0.30011875,0.29271697,0.29412784
-5.06353177,0.95180040,0.00157401,0.22079071,0.03835735,0.01568082,0.33206097,0.32946284,0.32600987
-5.05752876,1.05064541,0.00177880,0.24403710,0.04169591,0.01735383,0.36565361,0.36905682,0.35954346
-5.05152576,1.15370458,0.00200131,0.26829486,0.04516802,0.01907596,0.40058749,0.41126279,0.39438339
-5.04552276,1.25991661,0.00224203,0.29330824,0.04871993,0.02082784,0.43652129,0.45578839,0.43014089
-5.03951976,1.36811337,0.00250154,0.31879258,0.05229682,0.02258772,0.47308643,0.50228465,0.46638845
-5.03351676,1.47703748,0.00278061,0.34443815,0.05584360,0.02433187,0.50989353,0.55034808,0.50266661
-5.02751376,1.58536520,0.00308024,0.36991528,0.05930578,0.02603508,0.54654023,0.59952500,0.53849267
-5.02151076,1.69173382,0.00340172,0.39488066,0.06263051,0.02767128,0.58262023,0.64931842,0.57337111
-5.01550775,1.79477297,0.00374675,0.41898476,0.06576771,0.02921421,0.61773314,0.69919706,0.60680546
-5.00950475,1.89313859,0.00411746,0.44188002,0.06867114,0.03063812,0.65149476,0.74860658,0.63831109
-5.00350175,1.98554848,0.00451647,0.46322958,0.07129954,0.03191856,0.68354754,0.79698235,0.66742864
-4.99749875,2.07081793,0.00494692,0.48271618,0.07361762,0.03303308,0.71357054,0.84376363,0.69373743
-4.99149575,2.14789409,0.00541248,0.50005095,0.07559694,0.03396199,0.74128879,0.88840844,0.71686838
-4.98549275,2.21588762,0.00591731,0.51498168,0.07721662,0.03468893,0.76648135,0.93040861,0.73651582
-4.97948974,2.27410021,0.00646598,0.52730029,0.07846384,0.03520149,0.78898794,0.96930442,0.75244778
-4.97348674,2.32204686,0.00706335,0.53684908,0.07933410,0.03549156,0.80871378,1.00469818,0.76451420
-4.96748374,2.35947189,0.00771441,0.54352569,0.07983125,0.03555567,0.82563239,1.03626619,0.77265271
-4.96148074,2.38635788,0.00842407,0.54728630,0.07996728,0.03539509,0.83978629,1.06376855,0.77689166
-4.95547774,2.40292718,0.00919688,0.54814724,0.07976183,0.03501581,0.85128552,1.08705634,0.77735035
-4.94947474,2.40963582,0.01003677,0.54618465,0.07924161,0.03442832,0.86030401,1.10607590,0.77423619
-4.94347174,2.40715999,0.01094672,0.54153245,0.07843946,0.03364733,0.86707398,1.12086996,0.76783910
-4.93746873,2.39637561,0.01192840,0.53437856,0.07739346,0.03269124,0.87187854,1.13157546,0.75852320
-4.93146573,2.37833173,0.01298191,0.52495960,0.07614581,0.03158154,0.87504273,1.13841832,0.74671609
-4.92546273,2.35421888,0.01410538,0.51355428,0.07474168,0.03034220,0.87692340,1.14170515,0.73289630
-4.91945973,2.32533336,0.01529480,0.50047573,0.07322809,0.02899886,0.87789824,1.14181239,0.71757911
-4.91345673,2.29303905,0.01654376,0.48606308,0.07165277,0.02757809,0.87835435,1.13917317,0.70130151
-4.90745373,2.25872800,0.01784332,0.47067264,0.07006312,0.02610663,0.87867671,1.13426256,0.68460679
-4.90145073,2.22378129,0.01918201,0.45466892,0.06850522,0.02461064,0.87923709,1.12758176,0.66802921
-4.89544772,2.18953144,0.02054589,0.43841589,0.06702299,0.02311506,0.88038348,1.11964172,0.65207950
-4.88944472,2.15722773,0.02191871,0.42226867,0.06565748,0.02164297,0.88243072,1.11094712,0.63723144
-4.88344172,2.12800555,0.02328227,0.40656591,0.06444628,0.02021510,0.88565238,1.10198095,0.62391017
-4.87743872,2.10286053,0.02461679,0.39162315,0.06342315,0.01884950,0.89027418,1.09319060,0.61248247
-4.87143572,2.08262833,0.02590143,0.37772712,0.06261765,0.01756120,0.89646924,1.08497567,0.60324923
-4.86543272,2.06797037,0.02711492,0.36513121,0.06205512,0.01636208,0.90435515,1.07767807,0.59644040
-4.85942971,2.05936586,0.02823618,0.35405206,0.06175655,0.01526086,0.91399299,1.07157451,0.59221238
-4.85342671,2.05710985,0.02924500,0.34466732,0.06173873,0.01426313,0.92538823,1.06687177,0.59064781
-4.84742371,2.06131716,0.03012281,0.33711443,0.06201443,0.01337151,0.93849348,1.06370450,0.59175779
-4.84142071,2.07193166,0.03085326,0.33149037,0.06259258,0.01258593,0.95321279,1.06213572,0.59548602
-4.83541771,2.08874002,0.03142285,0.32785225,0.06347863,0.01190387,0.96940749,1.06215963,0.60171496
-4.82941471,2.11138937,0.03182147,0.32621856,0.06467476,0.01132075,0.98690310,1.06370656,0.61027332
-4.82341171,2.13940762,0.03204277,0.32657098,0.06618023,0.01083030,1.00549704,1.06664962,0.62094476
-4.81740870,2.17222559,0.03208443,0.32885654,0.06799158,0.01042491,1.02496687,1.07081271,0.63347726
-4.81140570,2.20919993,0.03194827,0.33299006,0.07010290,0.01009609,1.04507852,1.07597932,0.64759290
-4.80540270,2.24963577,0.03164021,0.33885668,0.07250589,0.00983475,1.06559437,1.08190179,0.66299744
-4.79939970,2.29280822,0.03117006,0.34631447,0.07519002,0.00963162,1.08628059,1.08831056,0.67938964
-4.79339670,2.33798211,0.03055120,0.35519704,0.07814247,0.00947752,1.10691360,1.09492300,0.69646980
-4.78739370,2.38442910,0.02980011,0.36531612,0.08134804,0.00936365,1.12728538,1.10145153,0.71394731
-4.78139070,2.43144199,0.02893575,0.37646418,0.08478907,0.00928182,1.14720739,1.10761088,0.73154710
-4.77538769,2.47834599,0.02797896,0.38841705,0.08844514,0.00922460,1.16651301,1.11312414,0.74901477
-4.76938469,2.52450682,0.02695173,0.40093668,0.09229294,0.00918550,1.18505858,1.11772780,0.76612046
-4.76338169,2.56933600,0.02587646,0.41377411,0.09630598,0.00915900,1.20272305,1.12117560,0.78266141
-4.75737869,2.61229368,0.02477528,0.42667271,0.10045444,0.00914063,1.21940635,1.12324152,0.79846329
-4.75137569,2.65288939,0.02366934,0.43937180,0.10470502,0.00912696,1.23502691,1.12372184,0.81338057
-4.74537269,2.69068157,0.02257824,0.45161066,0.10902091,0.00911557,1.24951845,1.12243674,0.82729593
-4.73936968,2.72527633,0.02151949,0.46313301,0.11336192,0.00910495,1.26282650,1.11923153,0.84011908
-4.73336668,2.75632622,0.02050809,0.47369191,0.11768475,0.00909444,1.27490493,1.11397779,0.85178518
-4.72736368,2.78352952,0.01955624,0.48305503,0.12194343,0.00908410,1.28571292,1.10657463,0.86225297
-4.72136068,2.80663064,0.01867317,0.49101019,0.12608998,0.00907458,1.29521264,1.09695019,0.87150306
-4.71535768,2.82542193,0.01786505,0.49737095,0.13007526,0.00906695,1.30336789,1.08506360,0.87953629
-4.70935468,2.83974698,0.01713504,0.50198218,0.13384998,0.00906262,1.31014387,1.07090714,0.88637245
-4.70335168,2.84950551,0.01648346,0.50472526,0.13736589,0.00906311,1.31550819,1.05450884,0.89204945
-4.69734867,2.85465953,0.01590800,0.50552263,0.14057709,0.00906997,1.31943304,1.03593511,0.89662286
-4.69134567,2.85524039,0.01540404,0.50434163,0.14344140,0.00908462,1.32189848,1.01529329,0.90016591
-4.68534267,2.85135611,0.01496503,0.50119707,0.14592179,0.00910826,1.32289650,0.99273380,0.90276977
-4.67933967,2.84319834,0.01458288,0.49615262,0.14798768,0.00914173,1.32243560,0.96845157,0.90454411
-4.67333667,2.83104817,0.01424838,0.48932056,0.14961623,0.00918547,1.32054561,0.94268641,0.90561765
-4.66733367,2.81527999,0.01395162,0.48086001,0.15079341,0.00923944,1.31728212,0.91572210,0.90613857
-4.66133067,2.79636271,0.01368242,0.47097344,0.15151481,0.00930310,1.31273035,0.88788380,0.90627462
-4.65532766,2.77485767,0.01343072,0.45990149,0.15178626,0.00937541,1.30700782,0.85953371,0.90621271
-4.64932466,2.75141277,0.01318687,0.44791633,0.15162400,0.00945482,1.30026570,0.83106484,0.90615773
-4.64332166,2.72675250,0.01294202,0.43531363,0.15105461,0.00953935,1.29268834,0.80289297,0.90633058
-4.63731866,2.70166375,0.01268828,0.42240343,0.15011449,0.00962663,1.28449098,0.77544684,0.90696520
-4.63131566,2.67697770,0.01241897,0.40950023,0.14884902,0.00971402,1.27591543,0.74915691,0.90830450
-4.62531266,2.65354786,0.01212873,0.39691274,0.14731134,0.00979866,1.26722388,0.72444293,0.91059540
-4.61930965,2.63222531,0.01181358,0.38493357,0.14556084,0.00987765,1.25869089,0.70170097,0.91408264
-4.61330665,2.61383153,0.01147099,0.37382934,0.14366141,0.00994815,1.25059400,0.68129012,0.91900196
-4.60730365,2.59913014,0.01109980,0.36383156,0.14167939,0.01000751,1.24320316,0.66351977,0.92557236
-4.60130065,2.58879854,0.01070016,0.35512877,0.13968151,0.01005344,1.23676973,0.64863780,0.93398805
-4.59529765,2.58340069,0.01027343,0.34786009,0.13773271,0.01008408,1.23151529,0.63682026,0.94441015
-4.58929465,2.58336235,0.00982203,0.34211056,0.13589397,0.01009819,1.22762113,0.62816329,0.95695855
-4.58329165,2.58894984,0.00934930,0.33790846,0.13422033,0.01009521,1.22521879,0.62267742,0.97170428
-4.57728864,2.60025367,0.00885926,0.33522472,0.13275905,0.01007537,1.22438242,0.62028481,0.98866284
-4.57128564,2.61717779,0.00835650,0.33397436,0.13154800,0.01003976,1.22512328,0.62081960,1.00778869
-4.56528264,2.63943535,0.00784593,0.33402006,0.13061451,0.00999036,1.22738691,0.62403152,1.02897139
-4.55927964,2.66655148,0.00733266,0.33517763,0.12997446,0.00993007,1.23105323,0.62959257,1.05203367
-4.55327664,2.69787314,0.00682178,0.33722310,0.12963183,0.00986271,1.23593974,0.63710677,1.07673151
-4.54727364,2.73258615,0.00631825,0.33990128,0.12957875,0.00979296,1.24180777,0.64612257,1.10275665
-4.54127064,2.76973881,0.00582675,0.34293539,0.12979589,0.00972634,1.24837169,0.65614744,1.12974134
-4.53526763,2.80827130,0.00535157,0.34603725,0.13025329,0.00966907,1.25531064,0.66666407,1.15726542
-4.52926463,2.84704999,0.00489655,0.34891789,0.13091159,0.00962801,1.26228246,0.67714771,1.18486551
-4.52326163,2.88490504,0.00446500,0.35129783,0.13172356,0.00961048,1.26893896,0.68708361,1.21204612
-4.51725863,2.92067014,0.00405970,0.35291691,0.13263586,0.00962416,1.27494208,0.69598423,1.23829228
-4.51125563,2.95322234,0.00368283,0.35354314,0.13359103,0.00967686,1.27997996,0.70340519,1.26308320
-4.50525263,2.98152066,0.00333601,0.35298019,0.13452955,0.00977636,1.28378220,0.70895952,1.28590666
-4.49924962,3.00464152,0.00302034,0.35107345,0.13539188,0.00993024,1.28613345,0.71232949,1.30627336
-4.49324662,3.02180975,0.00273640,0.34771421,0.13612045,0.01014561,1.28688479,0.71327567,1.32373084
