energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.87993997,1.47640454,0.01188143,0.00000000,0.00225101,0.32368199,0.57667419,0.32730836,0.65075627,0.00000000
-5.87393697,1.47429445,0.01128740,0.00000000,0.00224164,0.31726530,0.58386762,0.32905244,0.65921171,0.00000000
-5.86793397,1.47315248,0.01070500,0.00000000,0.00223549,0.31117748,0.59091183,0.33121029,0.66789696,0.00000000
-5.86193097,1.47266852,0.01013945,0.00000000,0.00223169,0.30540378,0.59758486,0.33365392,0.67658244,0.00000000
-5.85592796,1.47241628,0.00959489,0.00000000,0.00222920,0.29990254,0.60363445,0.33622703,0.68499106,0.00000000
-5.84992496,1.47186992,0.00907430,0.00000000,0.00222685,0.29460812,0.60878669,0.33875039,0.69280707,0.00000000
-5.84392196,1.47042650,0.00857957,0.00000000,0.00222340,0.28943502,0.61275646,0.34102841,0.69968737,0.00000000
-5.83791896,1.46743313,0.00811156,0.00000000,0.00221757,0.28428301,0.61525908,0.34285670,0.70527492,0.00000000
-5.83191596,1.46221731,0.00767022,0.00000000,0.00220811,0.27904297,0.61602265,0.34403020,0.70921352,0.00000000
-5.82591296,1.45411902,0.00725475,0.00000000,0.00219385,0.27360305,0.61480040,0.34435145,0.71116315,0.00000000
-5.81990995,1.44252291,0.00686373,0.00000000,0.00217373,0.26785496,0.61138246,0.34363878,0.71081531,0.00000000
-5.81390695,1.42688875,0.00649536,0.00000000,0.00214686,0.26169990,0.60560636,0.34173384,0.70790737,0.00000000
-5.80790395,1.40677884,0.00614756,0.00000000,0.00211252,0.25505396,0.59736581,0.33850819,0.70223531,0.00000000
-5.80190095,1.38188081,0.00581821,0.00000000,0.00207025,0.24785261,0.58661718,0.33386867,0.69366417,0.00000000
-5.79589795,1.35202483,0.00550526,0.00000000,0.00201979,0.24005418,0.57338352,0.32776127,0.68213578,0.00000000
-5.78989495,1.31719443,0.00520688,0.00000000,0.00196117,0.23164212,0.55775576,0.32017334,0.66767323,0.00000000
-5.78389195,1.27753049,0.00492157,0.00000000,0.00189461,0.22262597,0.53989116,0.31113412,0.65038207,0.00000000
-5.77788894,1.23332833,0.00464821,0.00000000,0.00182060,0.21304109,0.52000910,0.30071348,0.63044808,0.00000000
-5.77188594,1.18502826,0.00438612,0.00000000,0.00173982,0.20294721,0.49838436,0.28901920,0.60813179,0.00000000
-5.76588294,1.13320014,0.00413507,0.00000000,0.00165313,0.19242582,0.47533835,0.27619266,0.58376008,0.00000000
-5.75987994,1.07852290,0.00389525,0.00000000,0.00156152,0.18157680,0.45122863,0.26240352,0.55771525,0.00000000
-5.75387694,1.02176008,0.00366723,0.00000000,0.00146613,0.17051432,0.42643734,0.24784341,0.53042208,0.00000000
-5.74787394,0.96373274,0.00345190,0.00000000,0.00136812,0.15936230,0.40135889,0.23271915,0.50233356,0.00000000
-5.74187094,0.90529086,0.00325039,0.00000000,0.00126870,0.14824971,0.37638762,0.21724566,0.47391584,0.00000000
-5.73586793,0.84728478,0.00306397,0.00000000,0.00116906,0.13730596,0.35190591,0.20163909,0.44563316,0.00000000
-5.72986493,0.79053776,0.00289396,0.00000000,0.00107036,0.12665655,0.32827308,0.18611025,0.41793328,0.00000000
-5.72386193,0.73582082,0.00274163,0.00000000,0.00097366,0.11641916,0.30581564,0.17085883,0.39123398,0.00000000
-5.71785893,0.68383084,0.00260810,0.00000000,0.00087993,0.10670043,0.28481916,0.15606842,0.36591126,0.00000000
-5.71185593,0.63517258,0.00249428,0.00000000,0.00079002,0.09759348,0.26552193,0.14190261,0.34228941,0.00000000
-5.70585293,0.59034533,0.00240080,0.00000000,0.00070464,0.08917622,0.24811068,0.12850229,0.32063341,0.00000000
-5.69984992,0.54973426,0.00232792,0.00000000,0.00062434,0.08151053,0.23271832,0.11598404,0.30114383,0.00000000
-5.69384692,0.51360677,0.00227556,0.00000000,0.00054955,0.07464230,0.21942383,0.10443977,0.28395420,0.00000000
-5.68784392,0.48211366,0.00224322,0.00000000,0.00048056,0.06860223,0.20825402,0.09393743,0.26913097,0.00000000
-5.68184092,0.45529485,0.00223007,0.00000000,0.00041752,0.06340744,0.19918724,0.08452273,0.25667585,0.00000000
-5.67583792,0.43308927,0.00223487,0.00000000,0.00036046,0.05906361,0.19215869,0.07622169,0.24653040,0.00000000
-5.66983492,0.41534830,0.00225612,0.00000000,0.00030932,0.05556772,0.18706720,0.06904394,0.23858270,0.00000000
-5.66383192,0.40185231,0.00229205,0.00000000,0.00026394,0.05291119,0.18378313,0.06298643,0.23267556,0.00000000
-5.65782891,0.39232937,0.00234075,0.00000000,0.00022411,0.05108318,0.18215728,0.05803757,0.22861626,0.00000000
-5.65182591,0.38647563,0.00240025,0.00000000,0.00018958,0.05007414,0.18203024,0.05418143,0.22618718,0.00000000
-5.64582291,0.38397636,0.00246858,0.00000000,0.00016006,0.04987922,0.18324221,0.05140196,0.22515719,0.00000000
-5.63981991,0.38452721,0.00254396,0.00000000,0.00013527,0.05050160,0.18564261,0.04968691,0.22529316,0.00000000
-5.63381691,0.38785460,0.00262484,0.00000000,0.00011493,0.05195539,0.18909954,0.04903142,0.22637150,0.00000000
-5.62781391,0.39373480,0.00271005,0.00000000,0.00009881,0.05426821,0.19350848,0.04944109,0.22818912,0.00000000
-5.62181091,0.40201085,0.00279887,0.00000000,0.00008672,0.05748308,0.19880011,0.05093436,0.23057371,0.00000000
-5.61580790,0.41260689,0.00289118,0.00000000,0.00007851,0.06165967,0.20494698,0.05354410,0.23339279,0.00000000
-5.60980490,0.42553911,0.00298746,0.00000000,0.00007415,0.06687473,0.21196866,0.05731838,0.23656154,0.00000000
-5.60380190,0.44092315,0.00308894,0.00000000,0.00007367,0.07322155,0.21993530,0.06232030,0.24004892,0.00000000
-5.59779890,0.45897748,0.00319756,0.00000000,0.00007718,0.08080861,0.22896938,0.06862684,0.24388209,0.00000000
-5.59179590,0.48002250,0.00331607,0.00000000,0.00008495,0.08975711,0.23924554,0.07632670,0.24814902,0.00000000
-5.58579290,0.50447548,0.00344793,0.00000000,0.00009731,0.10019752,0.25098845,0.08551724,0.25299899,0.00000000
-5.57978989,0.53284112,0.00359737,0.00000000,0.00011476,0.11226527,0.26446876,0.09630050,0.25864132,0.00000000
-5.57378689,0.56569824,0.00376927,0.00000000,0.00013788,0.12609552,0.27999707,0.10877838,0.26534208,0.00000000
-5.56778389,0.60368272,0.00396908,0.00000000,0.00016741,0.14181718,0.29791636,0.12304726,0.27341897,0.00000000
-5.56178089,0.64746733,0.00420274,0.00000000,0.00020421,0.15954646,0.31859268,0.13919209,0.28323459,0.00000000
-5.55577789,0.69773898,0.00447654,0.00000000,0.00024925,0.17938003,0.34240475,0.15728021,0.29518810,0.00000000
-5.54977489,0.75517413,0.00479692,0.00000000,0.00030362,0.20138822,0.36973249,0.17735528,0.30970559,0.00000000
-5.54377189,0.82041322,0.00517036,0.00000000,0.00036854,0.22560838,0.40094496,0.19943135,0.32722934,0.00000000
-5.53776888,0.89403478,0.00560316,0.00000000,0.00044528,0.25203882,0.43638798,0.22348765,0.34820614,0.00000000
-5.53176588,0.97653031,0.00610127,0.00000000,0.00053521,0.28063362,0.47637182,0.24946412,0.37307500,0.00000000
-5.52576288,1.06828050,0.00667006,0.00000000,0.00063974,0.31129862,0.52115930,0.27725818,0.40225440,0.00000000
-5.51975988,1.16953374,0.00731413,0.00000000,0.00076029,0.34388878,0.57095461,0.30672275,0.43612939,0.00000000
-5.51375688,1.28038752,0.00803716,0.00000000,0.00089827,0.37820722,0.62589302,0.33766597,0.47503862,0.00000000
-5.50775388,1.40077326,0.00884163,0.00000000,0.00105506,0.41400605,0.68603191,0.36985248,0.51926175,0.00000000
-5.50175088,1.53044507,0.00972875,0.00000000,0.00123192,0.45098903,0.75134310,0.40300652,0.56900732,0.00000000
-5.49574787,1.66897263,0.01069822,0.00000000,0.00143000,0.48881605,0.82170677,0.43681666,0.62440129,0.00000000
-5.48974487,1.81573845,0.01174816,0.00000000,0.00165027,0.52710943,0.89690693,0.47094215,0.68547673,0.00000000
-5.48374187,1.96993944,0.01287496,0.00000000,0.00189347,0.56546165,0.97662869,0.50502061,0.75216460,0.00000000
-5.47773887,2.13059270,0.01407326,0.00000000,0.00216011,0.60344438,1.06045707,0.53867675,0.82428625,0.00000000
-5.47173587,2.29654540,0.01533586,0.00000000,0.00245036,0.64061843,1.14787779,0.57153190,0.90154765,0.00000000
-5.46573287,2.46648828,0.01665378,0.00000000,0.00276410,0.67654419,1.23827965,0.60321372,0.98353585,0.00000000
-5.45972986,2.63897270,0.01801628,0.00000000,0.00310081,0.71079221,1.33095884,0.63336591,1.06971789,0.00000000
-5.45372686,2.81243057,0.01941096,0.00000000,0.00345958,0.74295337,1.42512512,0.66165727,1.15944242,0.00000000
-5.44772386,2.98519706,0.02082394,0.00000000,0.00383910,0.77264845,1.51990982,0.68778997,1.25194431,0.00000000
-5.44172086,3.15553549,0.02224003,0.00000000,0.00423763,0.79953645,1.61437598,0.71150631,1.34635248,0.00000000
-5.43571786,3.32166418,0.02364296,0.00000000,0.00465300,0.82332173,1.70753034,0.73259412,1.44170093,0.00000000
-5.42971486,3.48178472,0.02501570,0.00000000,0.00508259,0.84375938,1.79833760,0.75089025,1.53694305,0.00000000
-5.42371186,3.63411153,0.02634080,0.00000000,0.00552338,0.86065902,1.88573647,0.76628224,1.63096911,0.00000000
-5.41770885,3.77690198,0.02760067,0.00000000,0.00597195,0.87388679,1.96865786,0.77870814,1.72262663,0.00000000
-5.41170585,3.90848696,0.02877806,0.00000000,0.00642451,0.88336565,2.04604464,0.78815453,1.81074319,0.00000000
-5.40570285,4.02730121,0.02985639,0.00000000,0.00687691,0.88907416,2.11687299,0.79465308,1.89415124,0.00000000
-5.39969985,4.13191295,0.03082019,0.00000000,0.00732473,0.89104388,2.18017467,0.79827568,1.97171424,0.00000000
-5.39369685,4.22105224,0.03165545,0.00000000,0.00776329,0.88935564,2.23505984,0.79912873,2.04235327,0.00000000
-5.38769385,4.29363740,0.03235003,0.00000000,0.00818775,0.88413494,2.28073965,0.79734672,2.10507329,0.00000000
-5.38169085,4.34879870,0.03289393,0.00000000,0.00859315,0.87554680,2.31654801,0.79308566,2.15898833,0.00000000
-5.37568784,4.38589887,0.03327962,0.00000000,0.00897452,0.86379020,2.34196151,0.78651653,2.20334441,0.00000000
-5.36968484,4.40454937,0.03350226,0.00000000,0.00932692,0.84909253,2.35661691,0.77781926,2.23753968,0.00000000
-5.36368184,4.40462219,0.03355983,0.00000000,0.00964561,0.83170398,2.36032514,0.76717732,2.26114078,0.00000000
-5.35767884,4.38625625,0.03345320,0.00000000,0.00992609,0.81189231,2.35308126,0.75477329,2.27389494,0.00000000
-5.35167584,4.34985833,0.03318619,0.00000000,0.01016426,0.78993786,2.33506960,0.74078546,2.27573732,0.00000000
-5.34567284,4.29609809,0.03276547,0.00000000,0.01035646,0.76612899,2.30666381,0.72538556,2.26679334,0.00000000
-5.33966983,4.22589719,0.03220040,0.00000000,0.01049968,0.74075803,2.26842140,0.70873754,2.24737587,0.00000000
-5.33366683,4.14041279,0.03150285,0.00000000,0.01059159,0.71411751,2.22107280,0.69099752,2.21797757,0.00000000
-5.32766383,4.04101570,0.03068689,0.00000000,0.01063066,0.68649692,2.16550534,0.67231451,2.17925850,0.00000000
-5.32166083,3.92926385,0.02976851,0.00000000,0.01061625,0.65817981,2.10274224,0.65283199,2.13202971,0.00000000
-5.31565783,3.80687184,0.02876521,0.00000000,0.01054867,0.62944116,2.03391780,0.63268995,2.07723331,0.00000000
-5.30965483,3.67567745,0.02769566,0.00000000,0.01042925,0.60054512,1.96024912,0.61202732,2.01591984,0.00000000
-5.30365183,3.53760606,0.02657925,0.00000000,0.01026031,0.57174300,1.88300587,0.59098442,1.94922363,0.00000000
-5.29764882,3.39463402,0.02543568,0.00000000,0.01004520,0.54327145,1.80347874,0.56970532,1.87833717,0.00000000
-5.29164582,3.24875200,0.02428460,0.00000000,0.00978824,0.51535096,1.72294808,0.54833981,1.80448495,0.00000000
-5.28564282,3.10192907,0.02314518,0.00000000,0.00949466,0.48818442,1.64265357,0.52704488,1.72889785,0.00000000
-5.27963982,2.95607845,0.02203577,0.00000000,0.00917049,0.46195610,1.56376595,0.50598541,1.65278839,0.00000000
-5.27363682,2.81302552,0.02097355,0.00000000,0.00882244,0.43683061,1.48736180,0.48533413,1.57732759,0.00000000
-5.26763382,2.67447853,0.01997426,0.00000000,0.00845775,0.41295220,1.41440185,0.46527059,1.50362370,0.00000000
-5.26163082,2.54200257,0.01905188,0.00000000,0.00808402,0.39044416,1.34571358,0.44597925,1.43270313,0.00000000
-5.25562781,2.41699666,0.01821850,0.00000000,0.00770905,0.36940837,1.28197810,0.42764654,1.36549380,0.00000000
-5.24962481,2.30067447,0.01748403,0.00000000,0.00734059,0.34992508,1.22372174,0.41045718,1.30281095,0.00000000
-5.24362181,2.19404834,0.01685613,0.00000000,0.00698622,0.33205267,1.17131196,0.39458958,1.24534542,0.00000000
-5.23761881,2.09791683,0.01634008,0.00000000,0.00665313,0.31582764,1.12495763,0.38021070,1.19365454,0.00000000
-5.23161581,2.01285563,0.01593870,0.00000000,0.00634795,0.30126460,1.08471319,0.36747052,1.14815538,0.00000000
-5.22561281,1.93921197,0.01565233,0.00000000,0.00607661,0.28835647,1.05048618,0.35649624,1.10912055,0.00000000
-5.21960980,1.87710239,0.01547885,0.00000000,0.00584420,0.27707466,1.02204795,0.34738661,1.07667641,0.00000000
-5.21360680,1.82641416,0.01541373,0.00000000,0.00565487,0.26736952,0.99904676,0.34020665,1.05080377,0.00000000
-5.20760380,1.78681045,0.01545012,0.00000000,0.00551176,0.25917091,0.98102294,0.33498293,1.03134110,0.00000000
-5.20160080,1.75773931,0.01557901,0.00000000,0.00541698,0.25238904,0.96742562,0.33169988,1.01799038,0.00000000
-5.19559780,1.73844684,0.01578941,0.00000000,0.00537157,0.24691556,0.95763060,0.33029726,1.01032556,0.00000000
-5.18959480,1.72799454,0.01606860,0.00000000,0.00537549,0.24262509,0.95095896,0.33066904,1.00780368,0.00000000
-5.18359180,1.72528102,0.01640241,0.00000000,0.00542775,0.23937704,0.94669612,0.33266395,1.00977874,0.00000000
-5.17758879,1.72906794,0.01677557,0.00000000,0.00552640,0.23701800,0.94411090,0.33608765,1.01551811,0.00000000
-5.17158579,1.73800997,0.01717206,0.00000000,0.00566862,0.23538451,0.94247439,0.34070674,1.02422143,0.00000000
-5.16558279,1.75068841,0.01757555,0.00000000,0.00585086,0.23430629,0.94107826,0.34625443,1.03504158,0.00000000
-5.15957979,1.76564777,0.01796979,0.00000000,0.00606891,0.23360989,0.93925219,0.35243779,1.04710745,0.00000000
-5.15357679,1.78143450,0.01833908,0.00000000,0.00631804,0.23312271,0.93638012,0.35894636,1.05954789,0.00000000
-5.14757379,1.79663680,0.01866874,0.00000000,0.00659308,0.23267717,0.93191495,0.36546183,1.07151615,0.00000000
-5.14157079,1.80992427,0.01894549,0.00000000,0.00688854,0.23211512,0.92539139,0.37166837,1.08221430,0.00000000
-5.13556778,1.82008611,0.01915786,0.00000000,0.00719876,0.23129202,0.91643663,0.37726330,1.09091645,0.00000000
-5.12956478,1.82606636,0.01929658,0.00000000,0.00751794,0.23008104,0.90477850,0.38196756,1.09699030,0.00000000
-5.12356178,1.82699498,0.01935483,0.00000000,0.00784029,0.22837666,0.89025083,0.38553548,1.09991595,0.00000000
-5.11755878,1.82221315,0.01932846,0.00000000,0.00816008,0.22609776,0.87279589,0.38776365,1.09930131,0.00000000
-5.11155578,1.81129202,0.01921616,0.00000000,0.00847170,0.22318989,0.85246373,0.38849808,1.09489334,0.00000000
-5.10555278,1.79404374,0.01901944,0.00000000,0.00876981,0.21962677,0.82940834,0.38763971,1.08658480,0.00000000
-5.09954977,1.77052425,0.01874263,0.00000000,0.00904929,0.21541071,0.80388087,0.38514772,1.07441588,0.00000000
-5.09354677,1.74102757,0.01839267,0.00000000,0.00930539,0.21057210,0.77621984,0.38104060,1.05857079,0.00000000
-5.08754377,1.70607171,0.01797890,0.00000000,0.00953376,0.20516781,0.74683894,0.37539482,1.03936924,0.00000000
-5.08154077,1.66637660,0.01751273,0.00000000,0.00973049,0.19927861,0.71621250,0.36834130,1.01725315,0.00000000
-5.07553777,1.62283484,0.01700720,0.00000000,0.00989219,0.19300566,0.68485938,0.36005963,0.99276908,0.00000000
-5.06953477,1.57647650,0.01647655,0.00000000,0.01001604,0.18646628,0.65332559,0.35077040,0.96654699,0.00000000
-5.06353177,1.52842925,0.01593571,0.00000000,0.01009984,0.17978902,0.62216648,0.34072600,0.93927628,0.00000000
-5.05752876,1.47987545,0.01539973,0.00000000,0.01014206,0.17310836,0.59192879,0.33020025,0.91167995,0.00000000
-5.05152576,1.43200798,0.01488333,0.00000000,0.01014191,0.16655926,0.56313351,0.31947732,0.88448793,0.00000000
-5.04552276,1.38598642,0.01440032,0.00000000,0.01009933,0.16027166,0.53625981,0.30884042,0.85841069,0.00000000
-5.03951976,1.34289544,0.01396315,0.00000000,0.01001509,0.15436527,0.51173076,0.29856081,0.83411412,0.00000000
-5.03351676,1.30370703,0.01358252,0.00000000,0.00989073,0.14894489,0.48990118,0.28888751,0.81219656,0.00000000
-5.02751376,1.26924783,0.01326699,0.00000000,0.00972863,0.14409626,0.47104800,0.28003816,0.79316912,0.00000000
-5.02151076,1.24017299,0.01302271,0.00000000,0.00953194,0.13988291,0.45536345,0.27219146,0.77743959,0.00000000
-5.01550775,1.21694729,0.01285330,0.00000000,0.00930457,0.13634382,0.44295107,0.26548140,0.76530099,0.00000000
-5.00950475,1.19983424,0.01275971,0.00000000,0.00905114,0.13349219,0.43382490,0.25999343,0.75692465,0.00000000
-5.00350175,1.18889334,0.01274028,0.00000000,0.00877687,0.13131526,0.42791138,0.25576284,0.75235839,0.00000000
-4.99749875,1.18398542,0.01279083,0.00000000,0.00848754,0.12977517,0.42505429,0.25277522,0.75152943,0.00000000
-4.99149575,1.18478568,0.01290489,0.00000000,0.00818936,0.12881089,0.42502204,0.25096893,0.75425210,0.00000000
-4.98549275,1.19080362,0.01307395,0.00000000,0.00788883,0.12834096,0.42751738,0.25023945,0.76023958,0.00000000
-4.97948974,1.20140889,0.01328786,0.00000000,0.00759267,0.12826714,0.43218887,0.25044537,0.76911936,0.00000000
-4.97348674,1.21586176,0.01353520,0.00000000,0.00730763,0.12847851,0.43864381,0.25141559,0.78045145,0.00000000
-4.96748374,1.23334677,0.01380374,0.00000000,0.00704039,0.12885617,0.44646214,0.25295760,0.79374862,0.00000000
-4.96148074,1.25300802,0.01408088,0.00000000,0.00679742,0.12927804,0.45521069,0.25486618,0.80849756,0.00000000
-4.95547774,1.27398451,0.01435414,0.00000000,0.00658485,0.12962376,0.46445747,0.25693231,0.82418012,0.00000000
-4.94947474,1.29544382,0.01461156,0.00000000,0.00640837,0.12977940,0.47378524,0.25895185,0.84029358,0.00000000
-4.94347174,1.31661285,0.01484212,0.00000000,0.00627309,0.12964181,0.48280418,0.26073362,0.85636902,0.00000000
-4.93746873,1.33680412,0.01503610,0.00000000,0.00618346,0.12912251,0.49116292,0.26210653,0.87198698,0.00000000
-4.93146573,1.35543666,0.01518533,0.00000000,0.00614314,0.12815089,0.49855785,0.26292555,0.88678976,0.00000000
-4.92546273,1.37205068,0.01528341,0.00000000,0.00615495,0.12667671,0.50474023,0.26307627,0.90048980,0.00000000
-4.91945973,1.38631557,0.01532584,0.00000000,0.00622080,0.12467185,0.50952109,0.26247804,0.91287393,0.00000000
-4.91345673,1.39803117,0.01531006,0.00000000,0.00634157,0.12213118,0.51277366,0.26108542,0.92380330,0.00000000
-4.90745373,1.40712252,0.01523540,0.00000000,0.00651711,0.11907281,0.51443360,0.25888831,0.93320932,0.00000000
-4.90145073,1.41362877,0.01510296,0.00000000,0.00674616,0.11553751,0.51449686,0.25591051,0.94108586,0.00000000
-4.89544772,1.41768726,0.01491543,0.00000000,0.00702634,0.11158759,0.51301580,0.25220723,0.94747835,0.00000000
-4.88944472,1.41951376,0.01467688,0.00000000,0.00735411,0.10730528,0.51009349,0.24786152,0.95247064,0.00000000
-4.88344172,1.41938052,0.01439244,0.00000000,0.00772480,0.10279075,0.50587699,0.24298000,0.95617036,0.00000000
-4.87743872,1.41759344,0.01406802,0.00000000,0.00813262,0.09815993,0.50054970,0.23768820,0.95869392,0.00000000
-4.87143572,1.41446993,0.01371000,0.00000000,0.00857074,0.09354217,0.49432351,0.23212575,0.96015198,0.00000000
-4.86543272,1.41031886,0.01332495,0.00000000,0.00903135,0.08907803,0.48743109,0.22644167,0.96063657,0.00000000
-4.85942971,1.40542389,0.01291930,0.00000000,0.00950577,0.08491707,0.48011869,0.22079007,0.96021042,0.00000000
-4.85342671,1.40003102,0.01249919,0.00000000,0.00998466,0.08121585,0.47264002,0.21532641,0.95889944,0.00000000
-4.84742371,1.39434124,0.01207019,0.00000000,0.01045812,0.07813618,0.46525114,0.21020438,0.95668866,0.00000000
-4.84142071,1.38850836,0.01163722,0.00000000,0.01091600,0.07584344,0.45820685,0.20557361,0.95352204,0.00000000
-4.83541771,1.38264202,0.01120444,0.00000000,0.01134807,0.07450514,0.45175845,0.20157808,0.94930603,0.00000000
-4.82941471,1.37681545,0.01077524,0.00000000,0.01174430,0.07428946,0.44615282,0.19835517,0.94391667,0.00000000
-4.82341171,1.37107713,0.01035225,0.00000000,0.01209515,0.07536378,0.44163262,0.19603530,0.93720978,0.00000000
-4.81740870,1.36546518,0.00993741,0.00000000,0.01239186,0.07789304,0.43843743,0.19474188,0.92903358,0.00000000
-4.81140570,1.36002331,0.00953213,0.00000000,0.01262666,0.08203779,0.43680527,0.19459148,0.91924280,0.00000000
-4.80540270,1.35481674,0.00913734,0.00000000,0.01279307,0.08795185,0.43697427,0.19569384,0.90771344,0.00000000
-4.79939970,1.34994684,0.00875372,0.00000000,0.01288607,0.09577944,0.43918389,0.19815167,0.89435721,0.00000000
-4.79339670,1.34556286,0.00838180,0.00000000,0.01290232,0.10565181,0.44367536,0.20205996,0.87913453,0.00000000
-4.78739370,1.34186987,0.00802216,0.00000000,0.01284021,0.11768319,0.45069086,0.20750468,0.86206543,0.00000000
-4.78139070,1.33913172,0.00767549,0.00000000,0.01270001,0.13196630,0.46047117,0.21456072,0.84323743,0.00000000
-4.77538769,1.33766858,0.00734278,0.00000000,0.01248377,0.14856733,0.47325159,0.22328919,0.82280991,0.00000000
-4.76938469,1.33784892,0.00702532,0.00000000,0.01219533,0.16752063,0.48925595,0.23373396,0.80101462,0.00000000
-4.76338169,1.34007585,0.00672476,0.00000000,0.01184019,0.18882336,0.50868887,0.24591767,0.77815210,0.00000000
-4.75737869,1.34476873,0.00644311,0.00000000,0.01142528,0.21243024,0.53172641,0.25983742,0.75458429,0.00000000
-4.75137569,1.35234065,0.00618272,0.00000000,0.01095878,0.23824884,0.55850535,0.27546029,0.73072346,0.00000000
-4.74537269,1.36317328,0.00594614,0.00000000,0.01044986,0.26613559,0.58911178,0.29271915,0.70701810,0.00000000
-4.73936968,1.37759027,0.00573610,0.00000000,0.00990835,0.29589301,0.62356931,0.31150885,0.68393644,0.00000000
-4.73336668,1.39583100,0.00555531,0.00000000,0.00934444,0.32726824,0.66182771,0.33168346,0.66194830,0.00000000
-4.72736368,1.41802604,0.00540635,0.00000000,0.00876841,0.35995342,0.70375263,0.35305450,0.64150633,0.00000000
-4.72136068,1.44417607,0.00529151,0.00000000,0.00819028,0.39358790,0.74911709,0.37539069,0.62302733,0.00000000
-4.71535768,1.47413550,0.00521264,0.00000000,0.00761956,0.42776256,0.79759533,0.39841933,0.60687470,0.00000000
-4.70935468,1.50760191,0.00517101,0.00000000,0.00706500,0.46202618,0.84875970,0.42182946,0.59334277,0.00000000
-4.70335168,1.54411227,0.00516716,0.00000000,0.00653436,0.49589392,0.90208110,0.44527678,0.58264370,0.00000000
-4.69734867,1.58304628,0.00520081,0.00000000,0.00603427,0.52885762,0.95693314,0.46839035,0.57489759,0.00000000
-4.69134567,1.62363699,0.00527082,0.00000000,0.00557011,0.56039772,1.01260035,0.49078084,0.57012622,0.00000000
-4.68534267,1.66498849,0.00537507,0.00000000,0.00514590,0.58999635,1.06829046,0.51205014,0.56825068,0.00000000
-4.67933967,1.70609992,0.00551054,0.00000000,0.00476435,0.61715123,1.12315035,0.53180186,0.56909294,0.00000000
-4.67333667,1.74589498,0.00567329,0.00000000,0.00442681,0.64138981,1.17628553,0.54965253,0.57238140,0.00000000
-4.66733367,1.78325564,0.00585856,0.00000000,0.00413338,0.66228300,1.22678250,0.56524275,0.57776008,0.00000000
-4.66133067,1.81705867,0.00606086,0.00000000,0.00388300,0.67945811,1.27373319,0.57824820,0.58480103,0.00000000
-4.65532766,1.84621349,0.00627413,0.00000000,0.00367357,0.69261034,1.31626079,0.58838966,0.59301961,0.00000000
-4.64932466,1.86969969,0.00649192,0.00000000,0.00350212,0.70151234,1.35354593,0.59544192,0.60189184,0.00000000
-4.64332166,1.88660272,0.00670754,0.00000000,0.00336497,0.70602149,1.38485222,0.59924103,0.61087322,0.00000000
