energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-4.93746873,1.23102171,0.13540064,0.74815325,0.00179272,0.05529843,0.19787743,0.17268265,0.00072022,0.21261593
-4.93146573,1.23075238,0.14745856,0.72964784,0.00174453,0.05991893,0.19589213,0.18090731,0.00069792,0.22373989
-4.92546273,1.22882060,0.16027000,0.70829777,0.00168879,0.06478004,0.19364511,0.18966138,0.00067236,0.23614100
-4.91945973,1.22560739,0.17381020,0.68443882,0.00162605,0.06987426,0.19121058,0.19895338,0.00064390,0.24980727
-4.91345673,1.22151411,0.18803988,0.65845056,0.00155701,0.07518962,0.18866362,0.20878335,0.00061294,0.26470356
-4.90745373,1.21695021,0.20290484,0.63074677,0.00148247,0.08070931,0.18607789,0.21914210,0.00057993,0.28077204
-4.90145073,1.21232060,0.21833590,0.60176462,0.00140333,0.08641150,0.18352346,0.23001078,0.00054533,0.29793330
-4.89544772,1.20801316,0.23424945,0.57195327,0.00132058,0.09226929,0.18106471,0.24136058,0.00050961,0.31608802
-4.88944472,1.20438705,0.25054843,0.54176231,0.00123523,0.09825090,0.17875861,0.25315273,0.00047325,0.33511903
-4.88344172,1.20176212,0.26712388,0.51163040,0.00114834,0.10431998,0.17665318,0.26533875,0.00043672,0.35489393
-4.87743872,1.20040978,0.28385687,0.48197455,0.00106093,0.11043614,0.17478642,0.27786088,0.00040044,0.37526780
-4.87143572,1.20054570,0.30062073,0.45318052,0.00097401,0.11655559,0.17318564,0.29065274,0.00036483,0.39608612
-4.86543272,1.20232436,0.31728363,0.42559445,0.00088852,0.12263197,0.17186713,0.30364006,0.00033024,0.41718770
-4.85942971,1.20583540,0.33371115,0.39951603,0.00080532,0.12861720,0.17083626,0.31674145,0.00029699,0.43840737
-4.85342671,1.21110192,0.34976890,0.37519337,0.00072517,0.13446238,0.17008794,0.32986925,0.00026536,0.45957841
-4.84742371,1.21808038,0.36532496,0.35281958,0.00064872,0.14011874,0.16960734,0.34293025,0.00023554,0.48053452
-4.84142071,1.22666205,0.38025214,0.33253105,0.00057650,0.14553850,0.16937081,0.35582640,0.00020770,0.50111138
-4.83541771,1.23667577,0.39442977,0.31440740,0.00050891,0.15067570,0.16934708,0.36845538,0.00018194,0.52114766
-4.82941471,1.24789180,0.40774528,0.29847293,0.00044624,0.15548684,0.16949839,0.38071112,0.00015832,0.54048554
-4.82341171,1.26002681,0.42009522,0.28469947,0.00038866,0.15993154,0.16978181,0.39248431,0.00013685,0.55897090
-4.81740870,1.27274969,0.43138600,0.27301044,0.00033622,0.16397294,0.17015048,0.40366286,0.00011751,0.57645317
-4.81140570,1.28568832,0.44153423,0.26328587,0.00028888,0.16757811,0.17055486,0.41413254,0.00010022,0.59278513
-4.80540270,1.29843716,0.45046690,0.25536833,0.00024651,0.17071822,0.17094390,0.42377782,0.00008491,0.60782279
-4.79939970,1.31056589,0.45812131,0.24906943,0.00020892,0.17336884,0.17126615,0.43248292,0.00007145,0.62142555
-4.79339670,1.32162890,0.46444512,0.24417682,0.00017584,0.17550998,0.17147090,0.44013331,0.00005972,0.63345684
-4.78739370,1.33117584,0.46939632,0.24046151,0.00014699,0.17712630,0.17150919,0.44661760,0.00004958,0.64378534
-4.78139070,1.33876305,0.47294351,0.23768520,0.00012202,0.17820727,0.17133483,0.45182986,0.00004088,0.65228704
-4.77538769,1.34396580,0.47506637,0.23560769,0.00010059,0.17874731,0.17090543,0.45567237,0.00003348,0.65884793
-4.76938469,1.34639111,0.47575639,0.23399398,0.00008235,0.17874613,0.17018340,0.45805878,0.00002724,0.66336747
-4.76338169,1.34569085,0.47501787,0.23262109,0.00006695,0.17820897,0.16913693,0.45891740,0.00002200,0.66576268
-4.75737869,1.34157457,0.47286912,0.23128427,0.00005405,0.17714693,0.16774097,0.45819475,0.00001766,0.66597263
-4.75137569,1.33382177,0.46934375,0.22980262,0.00004333,0.17557730,0.16597806,0.45585890,0.00001407,0.66396300
-4.74537269,1.32229268,0.46449191,0.22802381,0.00003449,0.17352384,0.16383917,0.45190253,0.00001114,0.65973059
-4.73936968,1.30693732,0.45838137,0.22582792,0.00002727,0.17101695,0.16132433,0.44634551,0.00000875,0.65330722
-4.73336668,1.28780197,0.45109813,0.22313013,0.00002140,0.16809370,0.15844299,0.43923670,0.00000683,0.64476286
-4.72736368,1.26503258,0.44274659,0.21988236,0.00001668,0.16479767,0.15521427,0.43065490,0.00000530,0.63420750
-4.72136068,1.23887480,0.43344897,0.21607361,0.00001291,0.16117852,0.15166677,0.42070860,0.00000408,0.62179165
-4.71535768,1.20967020,0.42334396,0.21172910,0.00000992,0.15729135,0.14783815,0.40953476,0.00000312,0.60770518
-4.70935468,1.17784871,0.41258453,0.20690820,0.00000757,0.15319570,0.14377424,0.39729619,0.00000237,0.59217440
-4.70335168,1.14391724,0.40133484,0.20170121,0.00000574,0.14895430,0.13952796,0.38417795,0.00000179,0.57545740
-4.69734867,1.10844488,0.38976639,0.19622504,0.00000432,0.14463157,0.13515772,0.37038260,0.00000134,0.55783780
-4.69134567,1.07204525,0.37805350,0.19061805,0.00000323,0.14029194,0.13072573,0.35612463,0.00000100,0.53961697
-4.68534267,1.03535637,0.36636830,0.18503407,0.00000239,0.13599793,0.12629592,0.34162418,0.00000074,0.52110524
-4.67933967,0.99901926,0.35487540,0.17963595,0.00000176,0.13180831,0.12193182,0.32710048,0.00000054,0.50261226
-4.67333667,0.96365588,0.34372664,0.17458876,0.00000129,0.12777619,0.11769433,0.31276510,0.00000040,0.48443717
-4.66733367,0.92984743,0.33305604,0.17005297,0.00000094,0.12394727,0.11363962,0.29881549,0.00000030,0.46685880
-4.66133067,0.89811411,0.32297526,0.16617772,0.00000068,0.12035832,0.10981704,0.28542905,0.00000022,0.45012652
-4.65532766,0.86889699,0.31356992,0.16309459,0.00000048,0.11703595,0.10626742,0.27275787,0.00000017,0.43445222
-4.64932466,0.84254296,0.30489680,0.16091196,0.00000034,0.11399579,0.10302157,0.26092462,0.00000014,0.42000355
-4.64332166,0.81929333,0.29698229,0.15971023,0.00000024,0.11124205,0.10009928,0.25001956,0.00000013,0.40689901
