energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.89794897,1.71026661,0.01553496,0.17299572,0.10757040,1.22454949,0.73968023,0.03746321,0.65007230
-5.89194597,1.74886785,0.01467989,0.18799060,0.10321259,1.31149068,0.75898487,0.03636513,0.65227444
-5.88594297,1.79382346,0.01391146,0.20425570,0.09914146,1.40826677,0.78017532,0.03529096,0.65638605
-5.87993997,1.84465504,0.01322631,0.22165112,0.09537744,1.51393769,0.80309196,0.03424574,0.66232138
-5.87393697,1.90069997,0.01261943,0.23999841,0.09193448,1.62727148,0.82750416,0.03323435,0.66995076
-5.86793397,1.96111888,0.01208452,0.25908164,0.08882040,1.74675513,0.85311224,0.03226145,0.67910301
-5.86193097,2.02490837,0.01161422,0.27864990,0.08603726,1.87061542,0.87955170,0.03133145,0.68956860
-5.85592796,2.09091918,0.01120043,0.29842125,0.08358182,1.99684988,0.90639992,0.03044844,0.70110353
-5.84992496,2.15787941,0.01083461,0.31808810,0.08144586,2.12326771,0.93318506,0.02961613,0.71343384
-5.84392196,2.22442251,0.01050805,0.33732399,0.07961667,2.24753977,0.95939697,0.02883765,0.72626074
-5.83791896,2.28911930,0.01021210,0.35579142,0.07807737,2.36725643,0.98449993,0.02811553,0.73926622
-5.83191596,2.35051302,0.00993843,0.37315080,0.07680734,2.47999158,1.00794665,0.02745146,0.75211913
-5.82591296,2.40715653,0.00967920,0.38906979,0.07578251,2.58337047,1.02919315,0.02684620,0.76448152
-5.81990995,2.45765022,0.00942725,0.40323304,0.07497577,2.67513902,1.04771401,0.02629943,0.77601514
-5.81390695,2.50067946,0.00917623,0.41535168,0.07435729,2.75323162,1.06301733,0.02580965,0.78638812
-5.80790395,2.53505009,0.00892071,0.42517229,0.07389490,2.81583488,1.07465895,0.02537404,0.79528145
-5.80190095,2.55972076,0.00865624,0.43248484,0.07355453,2.86144436,1.08225530,0.02498848,0.80239532
-5.79589795,2.57383086,0.00837942,0.43712934,0.07330062,2.88891174,1.08549442,0.02464747,0.80745511
-5.78989495,2.57672290,0.00808787,0.43900085,0.07309665,2.89748057,1.08414476,0.02434422,0.81021687
-5.78389195,2.56795876,0.00778023,0.43805255,0.07290570,2.88680860,1.07806138,0.02407076,0.81047224
-5.77788894,2.54732899,0.00745612,0.43429692,0.07269108,2.85697598,1.06718939,0.02381809,0.80805261
-5.77188594,2.51485514,0.00711604,0.42780474,0.07241703,2.80847885,1.05156460,0.02357637,0.80283253
-5.76588294,2.47078503,0.00676132,0.41870219,0.07204939,2.74220871,1.03131125,0.02333526,0.79473215
-5.75987994,2.41558144,0.00639394,0.40716609,0.07155639,2.65941866,1.00663724,0.02308415,0.78371874
-5.75387694,2.34990472,0.00601647,0.39341751,0.07090937,2.56167807,0.97782687,0.02281255,0.76980727
-5.74787394,2.27459035,0.00563192,0.37771420,0.07008352,2.45081796,0.94523167,0.02251044,0.75305989
-5.74187094,2.19062225,0.00524360,0.36034198,0.06905848,2.32886957,0.90925959,0.02216857,0.73358448
-5.73586793,2.09910330,0.00485495,0.34160569,0.06781895,2.19799887,0.87036319,0.02177884,0.71153221
-5.72986493,2.00122398,0.00446950,0.32181999,0.06635512,2.06043995,0.82902708,0.02133458,0.68709421
-5.72386193,1.89823056,0.00409065,0.30130040,0.06466296,1.91842997,0.78575534,0.02083078,0.66049741
-5.71785893,1.79139383,0.00372163,0.28035498,0.06274437,1.77414819,0.74105924,0.02026431,0.63199964
-5.71185593,1.68197946,0.00336540,0.25927680,0.06060712,1.62966133,0.69544559,0.01963398,0.60188416
-5.70585293,1.57122082,0.00302456,0.23833766,0.05826465,1.48687690,0.64940628,0.01894061,0.57045371
-5.69984992,1.46029497,0.00270131,0.21778294,0.05573570,1.34750584,0.60340898,0.01818701,0.53802427
-5.69384692,1.35030230,0.00239740,0.19782791,0.05304375,1.21303498,0.55788938,0.01737781,0.50491869
-5.68784392,1.24225012,0.00211415,0.17865539,0.05021634,1.08470973,0.51324505,0.01651932,0.47146031
-5.68184092,1.13704039,0.00185241,0.16041462,0.04728434,0.96352646,0.46983085,0.01561929,0.43796688
-5.67583792,1.03546142,0.00161263,0.14322149,0.04428107,0.85023400,0.42795599,0.01468659,0.40474476
-5.66983492,0.93818354,0.00139481,0.12715973,0.04124152,0.74534320,0.38788253,0.01373093,0.37208374
-5.66383192,0.84575832,0.00119865,0.11228297,0.03820146,0.64914310,0.34982534,0.01276250,0.34025250
-5.65782891,0.75862103,0.00102349,0.09861759,0.03519671,0.56172248,0.31395323,0.01179164,0.30949489
-5.65182591,0.67709593,0.00086844,0.08616596,0.03226246,0.48299512,0.28039121,0.01082855,0.28002712
-5.64582291,0.60140393,0.00073242,0.07491000,0.02943275,0.41272741,0.24922357,0.00988294,0.25203590
-5.63981991,0.53167213,0.00061418,0.06481496,0.02674005,0.35056688,0.22049770,0.00896381,0.22567753
-5.63381691,0.46794480,0.00051239,0.05583304,0.02421509,0.29607046,0.19422848,0.00807925,0.20107807
-5.62781391,0.41019538,0.00042570,0.04790697,0.02188675,0.24873153,0.17040295,0.00723624,0.17833430
-5.62181091,0.35833899,0.00035275,0.04097326,0.01978225,0.20800480,0.14898526,0.00644059,0.15751565
-5.61580790,0.31224523,0.00029221,0.03496520,0.01792732,0.17332855,0.12992165,0.00569685,0.13866676
-5.60980490,0.27175064,0.00024286,0.02981544,0.01634667,0.14414384,0.11314533,0.00500832,0.12181070
-5.60380190,0.23667069,0.00020354,0.02545819,0.01506440,0.11991046,0.09858120,0.00437710,0.10695255
-5.59779890,0.20681098,0.00017326,0.02183097,0.01410455,0.10011950,0.08615019,0.00380418,0.09408326
-5.59179590,0.18197718,0.00015113,0.01887605,0.01349161,0.08430290,0.07577319,0.00328952,0.08318353
-5.58579290,0.16198368,0.00013639,0.01654142,0.01325097,0.07203978,0.06737449,0.00283221,0.07422753
-5.57978989,0.14666060,0.00012846,0.01478142,0.01340931,0.06296019,0.06088452,0.00243064,0.06718638
-5.57378689,0.13585902,0.00012686,0.01355704,0.01399479,0.05674631,0.05624196,0.00208260,0.06203098
-5.56778389,0.12945422,0.00013127,0.01283592,0.01503708,0.05313150,0.05339508,0.00178549,0.05873439
-5.56178089,0.12734697,0.00014146,0.01259205,0.01656717,0.05189761,0.05230226,0.00153645,0.05727328
-5.55577789,0.12946267,0.00015732,0.01280522,0.01861683,0.05287067,0.05293176,0.00133249,0.05762865
-5.54977489,0.13574851,0.00017883,0.01346029,0.02121794,0.05591542,0.05526064,0.00117064,0.05978563
-5.54377189,0.14616869,0.00020602,0.01454621,0.02440140,0.06092890,0.05927294,0.00104805,0.06373244
-5.53776888,0.16069782,0.00023897,0.01605495,0.02819584,0.06783332,0.06495716,0.00096205,0.06945844
-5.53176588,0.17931295,0.00027782,0.01798029,0.03262613,0.07656856,0.07230316,0.00091027,0.07695159
-5.52576288,0.20198440,0.00032266,0.02031652,0.03771165,0.08708445,0.08129861,0.00089069,0.08619514
-5.51975988,0.22866595,0.00037361,0.02305717,0.04346450,0.09933316,0.09192522,0.00090165,0.09716411
-5.51375688,0.25928484,0.00043073,0.02619370,0.04988764,0.11326196,0.10415480,0.00094193,0.10982143
-5.50775388,0.29373221,0.00049404,0.02971433,0.05697319,0.12880648,0.11794559,0.00101075,0.12411425
-5.50175088,0.33185448,0.00056348,0.03360299,0.06470081,0.14588489,0.13323894,0.00110778,0.13997053
-5.49574787,0.37344643,0.00063893,0.03783842,0.07303648,0.16439319,0.14995662,0.00123320,0.15729628
-5.48974487,0.41824645,0.00072019,0.04239359,0.08193162,0.18420177,0.16799903,0.00138764,0.17597365
-5.48374187,0.46593445,0.00080696,0.04723540,0.09132279,0.20515352,0.18724444,0.00157223,0.19586013
-5.47773887,0.51613299,0.00089888,0.05232463,0.10113190,0.22706369,0.20754958,0.00178862,0.21678902
-5.47173587,0.56841180,0.00099553,0.05761640,0.11126713,0.24972149,0.22875137,0.00203893,0.23857141
-5.46573287,0.62229572,0.00109643,0.06306083,0.12162456,0.27289349,0.25067026,0.00232577,0.26099951
-5.45972986,0.67727616,0.00120107,0.06860421,0.13209037,0.29632889,0.27311469,0.00265225,0.28385154
-5.45372686,0.73282559,0.00130895,0.07419034,0.14254377,0.31976638,0.29588685,0.00302188,0.30689787
-5.44772386,0.78841459,0.00141961,0.07976229,0.15286040,0.34294230,0.31878943,0.00343862,0.32990828
-5.44172086,0.84353074,0.00153263,0.08526426,0.16291617,0.36560008,0.34163294,0.00390673,0.35266004
-5.43571786,0.89769839,0.00164768,0.09064358,0.17259131,0.38750011,0.36424344,0.00443073,0.37494633
-5.42971486,0.95049833,0.00176456,0.09585271,0.18177451,0.40843000,0.38647006,0.00501527,0.39658470
-5.42371186,1.00158607,0.00188318,0.10085119,0.19036692,0.42821434,0.40819195,0.00566499,0.41742493
-5.41770885,1.05070781,0.00200363,0.10560729,0.19828574,0.44672371,0.42932424,0.00638436,0.43735589
-5.41170585,1.09771281,0.00212614,0.11009944,0.20546733,0.46388228,0.44982242,0.00717746,0.45631096
-5.40570285,1.14256125,0.00225109,0.11431719,0.21186953,0.47967352,0.46968493,0.00804779,0.47427149
-5.39969985,1.18532690,0.00237901,0.11826170,0.21747311,0.49414369,0.48895358,0.00899800,0.49126802
-5.39369685,1.22619400,0.00251051,0.12194570,0.22228228,0.50740272,0.50771158,0.01002967,0.50737914
-5.38769385,1.26544828,0.00264629,0.12539295,0.22632409,0.51962245,0.52607922,0.01114306,0.52272774
-5.38169085,1.30346213,0.00278708,0.12863703,0.22964691,0.53103204,0.54420722,0.01233687,0.53747480
-5.37568784,1.34067467,0.00293355,0.13171978,0.23231791,0.54191075,0.56226800,0.01360804,0.55181103
-5.36968484,1.37756731,0.00308631,0.13468923,0.23441972,0.55257842,0.58044514,0.01495159,0.56594650
-5.36368184,1.41463619,0.00324580,0.13759718,0.23604645,0.56338389,0.59892172,0.01636048,0.58009906
-5.35767884,1.45236275,0.00341226,0.14049664,0.23729930,0.57469202,0.61786793,0.01782555,0.59448183
-5.35167584,1.49118413,0.00358567,0.14343912,0.23828200,0.58686987,0.63742871,0.01933559,0.60929070
-5.34567284,1.53146487,0.00376575,0.14647204,0.23909622,0.60027261,0.65771200,0.02087734,0.62469247
-5.33966983,1.57347176,0.00395190,0.14963629,0.23983744,0.61523001,0.67877843,0.02243575,0.64081424
-5.33366683,1.61735315,0.00414323,0.15296409,0.24059125,0.63203397,0.70063294,0.02399418,0.65773488
-5.32766383,1.66312413,0.00433860,0.15647736,0.24143047,0.65092777,0.72321892,0.02553475,0.67547902
-5.32166083,1.71065855,0.00453664,0.16018647,0.24241310,0.67209756,0.74641525,0.02703871,0.69401398
-5.31565783,1.75968851,0.00473588,0.16408969,0.24358135,0.69566639,0.77003659,0.02848694,0.71325007
-5.30965483,1.80981160,0.00493484,0.16817305,0.24496163,0.72169105,0.79383690,0.02986043,0.73304410
-5.30365183,1.86050563,0.00513214,0.17241095,0.24656559,0.75016180,0.81751631,0.03114078,0.75320626
-5.29764882,1.91115035,0.00532670,0.17676718,0.24839209,0.78100490,0.84073084,0.03231075,0.77350992
-5.29164582,1.96105503,0.00551787,0.18119643,0.25042995,0.81408771,0.86310480,0.03335478,0.79370390
-5.28564282,2.00949074,0.00570561,0.18564625,0.25266139,0.84922605,0.88424523,0.03425945,0.81352667
-5.27963982,2.05572556,0.00589069,0.19005918,0.25506583,0.88619327,0.90375770,0.03501395,0.83272166
-5.27363682,2.09906107,0.00607481,0.19437514,0.25762387,0.92473062,0.92126275,0.03561042,0.85105295
-5.26763382,2.13886818,0.00626079,0.19853384,0.26032125,0.96455812,0.93641228,0.03604425,0.86832034
-5.26163082,2.17462048,0.00645265,0.20247711,0.26315251,1.00538556,0.94890496,0.03631428,0.88437315
-5.25562781,2.20592335,0.00665568,0.20615110,0.26612412,1.04692291,0.95850003,0.03642289,0.89912178
-5.24962481,2.23253733,0.00687650,0.20950823,0.26925689,1.08888952,0.96502878,0.03637599,0.91254646
-5.24362181,2.25439439,0.00712303,0.21250877,0.27258749,1.13102194,0.96840323,0.03618297,0.92470261
-5.23761881,2.27160630,0.00740435,0.21512207,0.27616903,1.17307961,0.96862141,0.03585640,0.93572231
-5.23161581,2.28446443,0.00773060,0.21732738,0.28007042,1.21484860,0.96576920,0.03541180,0.94581190
-5.22561281,2.29343095,0.00811272,0.21911419,0.28437477,1.25614290,0.96001841,0.03486722,0.95524549
-5.21960980,2.29912165,0.00856218,0.22048220,0.28917654,1.29680360,0.95162132,0.03424275,0.96435469
-5.21360680,2.30228111,0.00909061,0.22144076,0.29457780,1.33669585,0.94090187,0.03356001,0.97351488
-5.20760380,2.30375114,0.00970939,0.22200807,0.30068346,1.37570407,0.92824375,0.03284154,0.98312871
-5.20160080,2.30443403,0.01042922,0.22220988,0.30759582,1.41372559,0.91407610,0.03211015,0.99360728
-5.19559780,2.30525202,0.01125958,0.22207808,0.31540855,1.45066331,0.89885731,0.03138832,1.00535009
-5.18959480,2.30710484,0.01220825,0.22164891,0.32420043,1.48641769,0.88305760,0.03069750,1.01872448
-5.18359180,2.31082720,0.01328083,0.22096112,0.33402897,1.52087881,0.86714124,0.03005747,1.03404545
-5.17758879,2.31714809,0.01448021,0.22005404,0.34492434,1.55391880,0.85154896,0.02948578,1.05155694
-5.17158579,2.32665359,0.01580614,0.21896565,0.35688387,1.58538528,0.83668146,0.02899717,1.07141528
-5.16558279,2.33975500,0.01725488,0.21773075,0.36986739,1.61509621,0.82288462,0.02860311,1.09367560
-5.15957979,2.35666354,0.01881892,0.21637924,0.38379367,1.64283643,0.81043698,0.02831141,1.11828194
-5.15357679,2.37737290,0.02048677,0.21493467,0.39853832,1.66835640,0.79954000,0.02812595,1.14506147
-5.14757379,2.40165036,0.02224295,0.21341312,0.41393321,1.69137305,0.79031146,0.02804657,1.17372321
-5.14157079,2.42903695,0.02406807,0.21182227,0.42976763,1.71157297,0.78278221,0.02806898,1.20386128
-5.13556778,2.45885680,0.02593907,0.21016106,0.44579136,1.72861789,0.77689642,0.02818494,1.23496286
-5.12956478,2.49023520,0.02782961,0.20841958,0.46171939,1.74215221,0.77251512,0.02838245,1.26642037
-5.12356178,2.52212493,0.02971064,0.20657944,0.47723854,1.75181240,0.76942296,0.02864619,1.29754760
-5.11755878,2.55333963,0.03155102,0.20461461,0.49201558,1.75723787,0.76733792,0.02895798,1.32759922
-5.11155578,2.58259308,0.03331835,0.20249251,0.50570658,1.75808287,0.76592328,0.02929741,1.35579284
-5.10555278,2.60854279,0.03497982,0.20017560,0.51796737,1.75402901,0.76480163,0.02964252,1.38133296
-5.09954977,2.62983620,0.03650317,0.19762307,0.52846453,1.74479778,0.76357016,0.02997053,1.40343581
-5.09354677,2.64515775,0.03785764,0.19479295,0.53688643,1.73016264,0.76181666,0.03025866,1.42135417
-5.08754377,2.65327495,0.03901495,0.19164410,0.54295412,1.70996003,0.75913564,0.03048488,1.43440127
-5.08154077,2.65308176,0.03995011,0.18813847,0.54643128,1.68409901,0.75514388,0.03062869,1.44197292
-5.07553777,2.64363761,0.04064232,0.18424309,0.54713299,1.65256895,0.74949488,0.03067178,1.44356698
-5.06953477,2.62420066,0.04107558,0.17993203,0.54493292,1.61544492,0.74189181,0.03059867,1.43879951
-5.06353177,2.59425413,0.04123926,0.17518805,0.53976850,1.57289071,0.73209828,0.03039722,1.42741715
-5.05752876,2.55352486,0.04112839,0.17000395,0.53164392,1.52515904,0.71994689,0.03005896,1.40930515
-5.05152576,2.50199348,0.04074385,0.16438350,0.52063087,1.47258917,0.70534513,0.02957937,1.38449092
-5.04552276,2.43989609,0.04009228,0.15834196,0.50686688,1.41560177,0.68827856,0.02895797,1.35314310
-5.03951976,2.36771754,0.03918589,0.15190614,0.49055144,1.35469141,0.66881136,0.02819822,1.31556618
-5.03351676,2.28617680,0.03804198,0.14511406,0.47194009,1.29041667,0.64708416,0.02730739,1.27219104
-5.02751376,2.19620525,0.03668236,0.13801405,0.45133670,1.22338852,0.62330952,0.02629620,1.22356181
-5.02151076,2.09891877,0.03513265,0.13066362,0.42908436,1.15425715,0.59776518,0.02517840,1.17031962
-5.01550775,1.99558500,0.03342146,0.12312786,0.40555524,1.08369779,0.57078546,0.02397026,1.11318406
-5.00950475,1.88758713,0.03157945,0.11547771,0.38113996,1.01239613,0.54275123,0.02269002,1.05293281
-5.00350175,1.77638545,0.02963852,0.10778794,0.35623675,0.94103362,0.51407874,0.02135725,0.99038055
-4.99749875,1.66347837,0.02763081,0.10013514,0.33124094,0.87027340,0.48520781,0.01999221,0.92635762
-4.99149575,1.55036401,0.02558795,0.09259568,0.30653512,0.80074712,0.45658979,0.01861531,0.86168947
-4.98549275,1.43850387,0.02354023,0.08524370,0.28248030,0.73304317,0.42867551,0.01724649,0.79717725
-4.97948974,1.32928950,0.02151598,0.07814938,0.25940828,0.66769660,0.40190381,0.01590469,0.73358045
-4.97348674,1.22401309,0.01954102,0.07137730,0.23761542,0.60518105,0.37669081,0.01460744,0.67160191
-4.96748374,1.12384288,0.01763826,0.06498518,0.21735796,0.54590282,0.35342012,0.01337049,0.61187544
-4.96148074,1.02980350,0.01582745,0.05902284,0.19884881,0.49019713,0.33243439,0.01220747,0.55495661
-4.95547774,0.94276188,0.01412502,0.05353151,0.18225579,0.43832663,0.31402829,0.01112976,0.50131643
-4.94947474,0.86341848,0.01254409,0.04854346,0.16770129,0.39048206,0.29844288,0.01014635,0.45133821
-4.94347174,0.79230381,0.01109461,0.04408193,0.15526310,0.34678480,0.28586180,0.00926377,0.40531719
-4.93746873,0.72978001,0.00978346,0.04016134,0.14497634,0.30729120,0.27640902,0.00848619,0.36346294
-4.93146573,0.67604695,0.00861482,0.03678772,0.13683619,0.27199830,0.27014833,0.00781548,0.32590405
-4.92546273,0.63115233,0.00759041,0.03395941,0.13080138,0.24085076,0.26708461,0.00725137,0.29269479
-4.91945973,0.59500537,0.00670985,0.03166780,0.12679814,0.21374848,0.26716666,0.00679165,0.26382341
-4.91345673,0.56739320,0.00597101,0.02989831,0.12472449,0.19055483,0.27029179,0.00643237,0.23922148
-4.90745373,0.54799963,0.00537031,0.02863137,0.12445484,0.17110486,0.27631188,0.00616815,0.21877402
-4.90145073,0.53642533,0.00490303,0.02784339,0.12584453,0.15521357,0.28504088,0.00599234,0.20232997
-4.89544772,0.53220910,0.00456358,0.02750782,0.12873453,0.14268360,0.29626357,0.00589737,0.18971252
-4.88944472,0.53484932,0.00434569,0.02759602,0.13295590,0.13331239,0.30974533,0.00587497,0.18072911
-4.88344172,0.54382527,0.00424256,0.02807815,0.13833424,0.12689851,0.32524274,0.00591639,0.17518070
-4.87743872,0.55861748,0.00424697,0.02892393,0.14469383,0.12324704,0.34251450,0.00601270,0.17287011
-4.87143572,0.57872664,0.00435134,0.03010323,0.15186154,0.12217389,0.36133249,0.00615496,0.17360925
-4.86543272,0.60369060,0.00454776,0.03158660,0.15967038,0.12350916,0.38149246,0.00633444,0.17722492
-4.85942971,0.63309879,0.00482793,0.03334563,0.16796273,0.12709923,0.40282379,0.00654279,0.18356337
-4.85342671,0.66660369,0.00518318,0.03535312,0.17659307,0.13280793,0.42519800,0.00677218,0.19249319
-4.84742371,0.70392888,0.00560438,0.03758323,0.18543023,0.14051671,0.44853546,0.00701544,0.20390684
-4.84142071,0.74487340,0.00608195,0.04001141,0.19435914,0.15012379,0.47280983,0.00726613,0.21772056
-4.83541771,0.78931205,0.00660583,0.04261428,0.20328197,0.16154264,0.49804989,0.00751864,0.23387287
-4.82941471,0.83719175,0.00716545,0.04536945,0.21211860,0.17469976,0.52433854,0.00776823,0.25232170
-4.82341171,0.88852382,0.00774985,0.04825523,0.22080658,0.18953192,0.55180871,0.00801099,0.27304031
-4.81740870,0.94337246,0.00834773,0.05125044,0.22930037,0.20598306,0.58063620,0.00824392,0.29601216
-4.81140570,1.00183995,0.00894757,0.05433407,0.23757006,0.22400105,0.61102970,0.00846480,0.32122493
-4.80540270,1.06404904,0.00953783,0.05748515,0.24559953,0.24353439,0.64321815,0.00867222,0.34866398
-4.79939970,1.13012331,0.01010718,0.06068263,0.25338419,0.26452913,0.67743612,0.00886544,0.37830561
-4.79339670,1.20016663,0.01064470,0.06390533,0.26092836,0.28692604,0.71390770,0.00904438,0.41011024
-4.78739370,1.27424250,0.01114020,0.06713216,0.26824241,0.31065837,0.75282980,0.00920948,0.44401613
-4.78139070,1.35235459,0.01158449,0.07034232,0.27533990,0.33565018,0.79435570,0.00936164,0.47993377
-4.77538769,1.43442965,0.01196961,0.07351584,0.28223461,0.36181544,0.83857982,0.00950213,0.51774138
-4.76938469,1.52030377,0.01228915,0.07663417,0.28893790,0.38905803,0.88552452,0.00963249,0.55728184
-4.76338169,1.60971313,0.01253845,0.07968101,0.29545633,0.41727257,0.93512997,0.00975451,0.59836128
-4.75737869,1.70228997,0.01271475,0.08264318,0.30178965,0.44634630,0.98724769,0.00987013,0.64074958
-4.75137569,1.79756446,0.01281738,0.08551176,0.30792940,0.47616180,1.04163849,0.00998142,0.68418288
-4.74537269,1.89497268,0.01284772,0.08828318,0.31385805,0.50660061,1.09797505,0.01009056,0.72836814
-4.73936968,1.99387075,0.01280928,0.09096040,0.31954872,0.53754766,1.15584935,0.01019982,0.77298970
-4.73336668,2.09355467,0.01270753,0.09355408,0.32496565,0.56889621,1.21478475,0.01031157,0.81771757
-4.72736368,2.19328520,0.01254979,0.09608362,0.33006514,0.60055322,1.27425237,0.01042832,0.86221728
-4.72136068,2.29231661,0.01234498,0.09857817,0.33479716,0.63244490,1.33369102,0.01055271,0.90616070
-4.71535768,2.38992806,0.01210332,0.10107731,0.33910734,0.66452203,1.39252986,0.01068756,0.94923756
-4.70935468,2.48545592,0.01183601,0.10363159,0.34293940,0.69676483,1.45021252,0.01083589,0.99116679
-4.70335168,2.57832536,0.01155481,0.10630268,0.34623779,0.72918707,1.50622167,0.01100092,1.03170739
-4.69734867,2.66807932,0.01127171,0.10916319,0.34895042,0.76183890,1.56010256,0.01118614,1.07066794
-4.69134567,2.75440315,0.01099847,0.11229604,0.35103143,0.79480833,1.61148434,0.01139520,1.10791430
-4.68534267,2.83714341,0.01074626,0.11579347,0.35244368,0.82822086,1.66009794,0.01163199,1.14337483
-4.67933967,2.91631918,0.01052527,0.11975552,0.35316100,0.86223715,1.70578944,0.01190049,1.17704280
-4.67333667,2.99212522,0.01034438,0.12428807,0.35317001,0.89704848,1.74852812,0.01220473,1.20897567
-4.66733367,3.06492602,0.01021090,0.12950050,0.35247139,0.93287007,1.78840866,0.01254869,1.23929089
-4.66133067,3.13524080,0.01013030,0.13550283,0.35108056,0.96993217,1.82564709,0.01293614,1.26815857
-4.65532766,3.20371972,0.01010611,0.14240266,0.34902776,1.00846921,1.86057079,0.01337048,1.29579093
-4.64932466,3.27111213,0.01013977,0.15030173,0.34635738,1.04870724,1.89360271,0.01385459,1.32242905
-4.64332166,3.33822811,0.01023067,0.15929235,0.34312685,1.09085013,1.92524056,0.01439061,1.34832754
-4.63731866,3.40589510,0.01037613,0.16945382,0.33940477,1.13506508,1.95603204,0.01497976,1.37373768
-4.63131566,3.47491151,0.01057160,0.18084884,0.33526873,1.18146807,1.98654703,0.01562216,1.39889004
-4.62531266,3.54599961,0.01081074,0.19352019,0.33080266,1.23010995,2.01734841,0.01631665,1.42397734
-4.61930965,3.61976012,0.01108576,0.20748777,0.32609396,1.28096395,2.04896254,0.01706066,1.44913852
-4.61330665,3.69663060,0.01138758,0.22274604,0.32123058,1.33391534,2.08185110,0.01785006,1.47444499
-4.60730365,3.77685015,0.01170624,0.23926224,0.31629803,1.38875395,2.11638558,0.01867915,1.49988968
-4.60130065,3.86043200,0.01203114,0.25697513,0.31137666,1.44517010,2.15282554,0.01954060,1.52537981
-4.59529765,3.94714574,0.01235146,0.27579472,0.30653910,1.50275447,2.19130174,0.02042553,1.55073379
-4.58929465,4.03651017,0.01265645,0.29560274,0.30184817,1.56100215,2.23180500,0.02132359,1.57568245
-4.58329165,4.12779730,0.01293578,0.31625401,0.29735515,1.61932098,2.27418111,0.02222313,1.59987497
-4.57728864,4.22004754,0.01317981,0.33757873,0.29309862,1.67704403,2.31813208,0.02311145,1.62288901
-4.57128564,4.31209537,0.01337994,0.35938546,0.28910370,1.73344589,2.36322368,0.02397503,1.64424499
-4.56528264,4.40260451,0.01352875,0.38146488,0.28538186,1.78776212,2.40889863,0.02479987,1.66342368
-4.55927964,4.49011087,0.01362027,0.40359402,0.28193120,1.83921121,2.45449499,0.02557185,1.67988638
-4.55327664,4.57307137,0.01365004,0.42554104,0.27873707,1.88701797,2.49926867,0.02627708,1.69309685
-4.54727364,4.64991627,0.01361525,0.44707010,0.27577313,1.93043749,2.54241900,0.02690227,1.70254380
-4.54127064,4.71910279,0.01351472,0.46794637,0.27300269,1.96877841,2.58311611,0.02743510,1.70776297
-4.53526763,4.77916728,0.01334889,0.48794094,0.27038018,2.00142464,2.62052894,0.02786457,1.70835774
-4.52926463,4.82877398,0.01311975,0.50683533,0.26785295,2.02785429,2.65385253,0.02818128,1.70401724
-4.52326163,4.86675805,0.01283068,0.52442571,0.26536302,2.04765521,2.68233346,0.02837768,1.69453113
-4.51725863,4.89216117,0.01248632,0.54052654,0.26284894,2.06053628,2.70529249,0.02844831,1.67980032
-4.51125563,4.90425862,0.01209239,0.55497352,0.26024772,2.06633408,2.72214348,0.02838987,1.65984329
-4.50525263,4.90257679,0.01165542,0.56762601,0.25749663,2.06501479,2.73240814,0.02820132,1.63479753
-4.49924962,4.88690102,0.01118260,0.57836871,0.25453508,2.05667124,2.73572613,0.02788391,1.60491629
-4.49324662,4.85727399,0.01068152,0.58711272,0.25130635,2.04151558,2.73186066,0.02744103,1.57056082
