energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.21360680,2.47357989,0.52811104,1.12942823,0.00024706,0.23236171,0.53954476,0.54767390,0.66941893,0.00000000
-5.20760380,2.61835558,0.55473858,1.19735413,0.00024282,0.24324532,0.56695711,0.58374046,0.71260589,0.00000000
-5.20160080,2.76127471,0.58204085,1.26396053,0.00024046,0.25394815,0.59434050,0.61923297,0.75603083,0.00000000
-5.19559780,2.89986771,0.60946245,1.32811784,0.00023967,0.26425891,0.62114066,0.65361565,0.79895663,0.00000000
-5.18959480,3.03167028,0.63642787,1.38870281,0.00024011,0.27396679,0.64679307,0.68636404,0.84062801,0.00000000
-5.18359180,3.15429085,0.66235648,1.44462937,0.00024148,0.28286727,0.67073795,0.71698025,0.88029104,0.00000000
-5.17758879,3.26547950,0.68667846,1.49488002,0.00024349,0.29076803,0.69243611,0.74500810,0.91721414,0.00000000
-5.17158579,3.36319538,0.70885100,1.53853641,0.00024589,0.29749454,0.71138477,0.77004755,0.95070959,0.00000000
-5.16558279,3.44566981,0.72837420,1.57480783,0.00024849,0.30289535,0.72713310,0.79176788,0.98015479,0.00000000
-5.15957979,3.51146217,0.74480592,1.60305634,0.00025113,0.30684664,0.73929627,0.80991880,1.00501213,0.00000000
-5.15357679,3.55950602,0.75777495,1.62281718,0.00025374,0.30925595,0.74756791,0.82433911,1.02484662,0.00000000
-5.14757379,3.58914303,0.76699191,1.63381372,0.00025630,0.31006488,0.75172989,0.83496239,1.03934038,0.00000000
-5.14157079,3.60014319,0.77225732,1.63596593,0.00025885,0.30925058,0.75165930,0.84181941,1.04830313,0.00000000
-5.13556778,3.59271008,0.77346658,1.62939210,0.00026153,0.30682612,0.74733204,0.84503705,1.05167835,0.00000000
-5.12956478,3.56747081,0.77061150,1.61440357,0.00026453,0.30283953,0.73882301,0.84483380,1.04954445,0.00000000
-5.12356178,3.52545112,0.76377846,1.59149267,0.00026813,0.29737172,0.72630267,0.84151196,1.04211106,0.00000000
-5.11755878,3.46803655,0.75314318,1.56131447,0.00027264,0.29053327,0.71003032,0.83544675,1.02971049,0.00000000
-5.11155578,3.39692151,0.73896256,1.52466307,0.00027847,0.28246037,0.69034432,0.82707299,1.01278472,0.00000000
-5.10555278,3.31404854,0.72156377,1.48244359,0.00028605,0.27330995,0.66764966,0.81686967,0.99186852,0.00000000
-5.09954977,3.22154047,0.70133144,1.43564108,0.00029587,0.26325436,0.64240365,0.80534322,0.96756955,0.00000000
-5.09354677,3.12162842,0.67869328,1.38528767,0.00030845,0.25247579,0.61510016,0.79301008,0.94054624,0.00000000
-5.08754377,3.01657885,0.65410503,1.33242955,0.00032434,0.24116062,0.58625334,0.78037930,0.91148454,0.00000000
-5.08154077,2.90862256,0.62803525,1.27809494,0.00034407,0.22949407,0.55638142,0.76793586,0.88107456,0.00000000
-5.07553777,2.79988853,0.60095074,1.22326450,0.00036818,0.21765519,0.52599127,0.75612523,0.84998800,0.00000000
-5.06953477,2.69234507,0.57330307,1.16884518,0.00039719,0.20581246,0.49556437,0.74533992,0.81885746,0.00000000
-5.06353177,2.58775015,0.54551670,1.11564844,0.00043158,0.19412017,0.46554475,0.73590816,0.78825825,0.00000000
-5.05752876,2.48761253,0.51797915,1.06437343,0.00047175,0.18271557,0.43632911,0.72808534,0.75869341,0.00000000
-5.05152576,2.39316442,0.49103336,1.01559556,0.00051805,0.17171688,0.40825956,0.72204819,0.73058241,0.00000000
-5.04552276,2.30534612,0.46497240,0.96976045,0.00057074,0.16122220,0.38161903,0.71789181,0.70425369,0.00000000
-5.03951976,2.22480219,0.44003650,0.92718326,0.00062993,0.15130916,0.35662921,0.71562965,0.67994119,0.00000000
-5.03351676,2.15188860,0.41641236,0.88805279,0.00069566,0.14203544,0.33345101,0.71519612,0.65778461,0.00000000
-5.02751376,2.08668950,0.39423435,0.85243996,0.00076778,0.13343978,0.31218723,0.71645164,0.63783326,0.00000000
-5.02151076,2.02904232,0.37358752,0.82030984,0.00084602,0.12554359,0.29288704,0.71918994,0.62005294,0.00000000
-5.01550775,1.97856918,0.35451189,0.79153635,0.00092992,0.11835294,0.27555193,0.72314703,0.60433539,0.00000000
-5.00950475,1.93471302,0.33700787,0.76591890,0.00101887,0.11186075,0.26014266,0.72801167,0.59050967,0.00000000
-5.00350175,1.89677648,0.32104222,0.74319978,0.00111209,0.10604911,0.24658676,0.73343676,0.57835480,0.00000000
-4.99749875,1.86396157,0.30655438,0.72308185,0.00120861,0.10089161,0.23478617,0.73905128,0.56761317,0.00000000
-4.99149575,1.83540870,0.29346275,0.70524530,0.00130733,0.09635555,0.22462464,0.74447247,0.55800395,0.00000000
-4.98549275,1.81023343,0.28167074,0.68936316,0.00140698,0.09240389,0.21597454,0.74931771,0.54923601,0.00000000
-4.97948974,1.78755983,0.27107226,0.67511485,0.00150618,0.08899706,0.20870285,0.75321595,0.54101996,0.00000000
-4.97348674,1.76654944,0.26155661,0.66219736,0.00160345,0.08609437,0.20267608,0.75581826,0.53307884,0.00000000
-4.96748374,1.74642538,0.25301262,0.65033399,0.00169724,0.08365515,0.19776412,0.75680731,0.52515721,0.00000000
-4.96148074,1.72649109,0.24533196,0.63928035,0.00178597,0.08163959,0.19384297,0.75590567,0.51702845,0.00000000
-4.95547774,1.70614387,0.23841168,0.62882785,0.00186809,0.08000927,0.19079630,0.75288261,0.50850033,0.00000000
-4.94947474,1.68488332,0.23215606,0.61880491,0.00194208,0.07872745,0.18851608,0.74755953,0.49941857,0.00000000
-4.94347174,1.66231519,0.22647775,0.60907604,0.00200652,0.07775918,0.18690242,0.73981376,0.48966884,0.00000000
-4.93746873,1.63815123,0.22129840,0.59953931,0.00206015,0.07707127,0.18586273,0.72958093,0.47917712,0.00000000
-4.93146573,1.61220572,0.21654888,0.59012271,0.00210187,0.07663220,0.18531056,0.71685574,0.46790861,0.00000000
-4.92546273,1.58438957,0.21216921,0.58077969,0.00213082,0.07641193,0.18516417,0.70169141,0.45586570,0.00000000
-4.91945973,1.55470260,0.20810826,0.57148456,0.00214638,0.07638188,0.18534525,0.68419766,0.44308487,0.00000000
-4.91345673,1.52322491,0.20432350,0.56222804,0.00214819,0.07651483,0.18577778,0.66453753,0.42963308,0.00000000
-4.90745373,1.49010791,0.20078064,0.55301329,0.00213620,0.07678510,0.18638732,0.64292312,0.41560374,0.00000000
-4.90145073,1.45556539,0.19745341,0.54385288,0.00211064,0.07716868,0.18710071,0.61961019,0.40111251,0.00000000
-4.89544772,1.41986531,0.19432344,0.53476660,0.00207204,0.07764359,0.18784641,0.59489217,0.38629303,0.00000000
-4.88944472,1.38332220,0.19138021,0.52578044,0.00202119,0.07819031,0.18855522,0.56909325,0.37129288,0.00000000
-4.88344172,1.34629041,0.18862108,0.51692653,0.00195916,0.07879226,0.18916164,0.54256112,0.35626962,0.00000000
-4.87743872,1.30915805,0.18605136,0.50824393,0.00188722,0.07943628,0.18960545,0.51565928,0.34138724,0.00000000
-4.87143572,1.27234152,0.18368426,0.49978014,0.00180684,0.08011316,0.18983367,0.48875915,0.32681276,0.00000000
-4.86543272,1.23628015,0.18154075,0.49159295,0.00171962,0.08081799,0.18980252,0.46223216,0.31271321,0.00000000
-4.85942971,1.20143089,0.17964924,0.48375238,0.00162728,0.08155039,0.18947931,0.43644194,0.29925278,0.00000000
-4.85342671,1.16826253,0.17804484,0.47634248,0.00153155,0.08231454,0.18884414,0.41173685,0.28659023,0.00000000
-4.84742371,1.13724929,0.17676845,0.46946247,0.00143419,0.08311896,0.18789106,0.38844286,0.27487641,0.00000000
-4.84142071,1.10886359,0.17586530,0.46322733,0.00133693,0.08397602,0.18662889,0.36685709,0.26425192,0.00000000
-4.83541771,1.08356792,0.17538321,0.45776737,0.00124138,0.08490118,0.18508120,0.34724207,0.25484497,0.00000000
-4.82941471,1.06180587,0.17537051,0.45322692,0.00114906,0.08591196,0.18328581,0.32982087,0.24676923,0.00000000
-4.82341171,1.04399265,0.17587360,0.44976199,0.00106132,0.08702666,0.18129351,0.31477316,0.24012191,0.00000000
-4.81740870,1.03050521,0.17693443,0.44753717,0.00097935,0.08826297,0.17916622,0.30223250,0.23498202,0.00000000
-4.81140570,1.02167273,0.17858782,0.44672177,0.00090415,0.08963643,0.17697458,0.29228469,0.23140884,0.00000000
-4.80540270,1.01776770,0.18085903,0.44748564,0.00083653,0.09115889,0.17479524,0.28496745,0.22944085,0.00000000
-4.79939970,1.01899839,0.18376142,0.44999475,0.00077709,0.09283710,0.17270776,0.28027130,0.22909495,0.00000000
-4.79339670,1.02550316,0.18729462,0.45440698,0.00072626,0.09467144,0.17079163,0.27814184,0.23036626,0.00000000
-4.78739370,1.03734705,0.19144329,0.46086824,0.00068427,0.09665492,0.16912318,0.27848313,0.23322853,0.00000000
-4.78139070,1.05452104,0.19617645,0.46950936,0.00065119,0.09877261,0.16777297,0.28116230,0.23763505,0.00000000
-4.77538769,1.07694423,0.20144762,0.48044362,0.00062692,0.10100134,0.16680334,0.28601515,0.24352031,0.00000000
-4.76938469,1.10446872,0.20719579,0.49376529,0.00061124,0.10331004,0.16626666,0.29285259,0.25080220,0.00000000
-4.76338169,1.13688728,0.21334703,0.50954889,0.00060383,0.10566033,0.16620402,0.30146769,0.25938471,0.00000000
-4.75737869,1.17394299,0.21981696,0.52784929,0.00060423,0.10800768,0.16664452,0.31164304,0.26916108,0.00000000
-4.75137569,1.21534063,0.22651364,0.54870228,0.00061194,0.11030290,0.16760511,0.32315826,0.28001718,0.00000000
-4.74537269,1.26075863,0.23334100,0.57212541,0.00062638,0.11249397,0.16909097,0.33579713,0.29183506,0.00000000
-4.73936968,1.30986113,0.24020242,0.59811880,0.00064691,0.11452799,0.17109625,0.34935424,0.30449621,0.00000000
-4.73336668,1.36230890,0.24700434,0.62666566,0.00067286,0.11635333,0.17360514,0.36364075,0.31788470,0.00000000
-4.72736368,1.41776846,0.25365964,0.65773210,0.00070352,0.11792172,0.17659305,0.37848896,0.33188966,0.00000000
-4.72136068,1.47591870,0.26009062,0.69126620,0.00073816,0.11919018,0.18002795,0.39375559,0.34640721,0.00000000
-4.71535768,1.53645432,0.26623137,0.72719606,0.00077603,0.12012278,0.18387152,0.40932344,0.36134150,0.00000000
-4.70935468,1.59908599,0.27202938,0.76542693,0.00081635,0.12069196,0.18808025,0.42510160,0.37660499,0.00000000
-4.70335168,1.66353707,0.27744638,0.80583749,0.00085835,0.12087961,0.19260626,0.44102388,0.39211782,0.00000000
-4.69734867,1.72953738,0.28245830,0.84827552,0.00090121,0.12067757,0.19739796,0.45704598,0.40780640,0.00000000
-4.69134567,1.79681446,0.28705440,0.89255346,0.00094414,0.12008781,0.20240039,0.47314125,0.42360138,0.00000000
-4.68534267,1.86508329,0.29123583,0.93844414,0.00098633,0.11912212,0.20755544,0.48929548,0.43943506,0.00000000
-4.67933967,1.93403548,0.29501345,0.98567738,0.00102698,0.11780148,0.21280195,0.50550110,0.45523863,0.00000000
-4.67333667,2.00332928,0.29840547,1.03393802,0.00106529,0.11615512,0.21807573,0.52175113,0.47093944,0.00000000
-4.66733367,2.07258132,0.30143489,1.08286577,0.00110050,0.11421939,0.22330972,0.53803333,0.48645849,0.00000000
-4.66133067,2.14136164,0.30412705,1.13205754,0.00113188,0.11203652,0.22843427,0.55432494,0.50170855,0.00000000
-4.65532766,2.20919268,0.30650751,1.18107250,0.00115874,0.10965338,0.23337773,0.57058849,0.51659305,0.00000000
-4.64932466,2.27555317,0.30860046,1.22944007,0.00118048,0.10712032,0.23806731,0.58676897,0.53100594,0.00000000
-4.64332166,2.33988731,0.31042779,1.27667083,0.00119654,0.10449022,0.24243037,0.60279261,0.54483261,0.00000000
