energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.80190095,7.26802539,0.03665349,1.21675228,3.57047798,0.61661714,2.45354954,2.82290797,0.06020106,2.76814576
-5.79589795,7.12780675,0.03657476,1.20265499,3.42042044,0.61222045,2.39992007,2.75778642,0.05989259,2.69083341
-5.78989495,6.98961929,0.03656055,1.18964992,3.27171498,0.60602812,2.35475222,2.69508121,0.05947773,2.61326926
-5.78389195,6.85343991,0.03661314,1.17788183,3.12443534,0.59796942,2.31786469,2.63504719,0.05894114,2.53520297
-5.77788894,6.71928994,0.03673279,1.16747237,2.97869034,0.58801744,2.28896683,2.57791909,0.05827112,2.45644899
-5.77188594,6.58724358,0.03691763,1.15851334,2.83463982,0.57619141,2.26766723,2.52390761,0.05746009,2.37690383
-5.76588294,6.45742938,0.03716351,1.15106087,2.69250446,0.56255728,2.25348163,2.47319434,0.05650494,2.29655751
-5.75987994,6.33002582,0.03746396,1.14513058,2.55256944,0.54722673,2.24584033,2.42592612,0.05540708,2.21549922
-5.75387694,6.20525215,0.03781023,1.14069445,2.41518235,0.53035449,2.24409549,2.38220948,0.05417242,2.13391717
-5.74787394,6.08335609,0.03819140,1.13767953,2.28074591,0.51213431,2.24752898,2.34210583,0.05281113,2.05209322
-5.74187094,5.96460005,0.03859459,1.13596886,2.14970648,0.49279361,2.25536105,2.30562800,0.05133721,1.97039294
-5.73586793,5.84924753,0.03900523,1.13540467,2.02253940,0.47258720,2.26676043,2.27273878,0.04976797,1.88925206
-5.72986493,5.73755113,0.03940748,1.13579388,1.89973246,0.45179034,2.28085613,2.24335182,0.04812342,1.80916022
-5.72386193,5.62974359,0.03978459,1.13691571,1.78176855,0.43069130,2.29675105,2.21733508,0.04642554,1.73064307
-5.71785893,5.52603246,0.04011943,1.13853120,1.66910865,0.40958395,2.31353746,2.19451707,0.04469757,1.65424380
-5.71185593,5.42659899,0.04039505,1.14039417,1.56217614,0.38876045,2.33031412,2.17469549,0.04296325,1.58050485
-5.70585293,5.33160107,0.04059514,1.14226313,1.46134312,0.36850432,2.34620471,2.15764816,0.04124621,1.50995070
-5.69984992,5.24117989,0.04070464,1.14391354,1.36691933,0.34908421,2.36037686,2.14314538,0.03956923,1.44307229
-5.69384692,5.15546923,0.04071019,1.14514984,1.27914388,0.33074828,2.37206130,2.13096342,0.03795380,1.38031346
-5.68784392,5.07460637,0.04060062,1.14581650,1.19818006,0.31371949,2.38057014,2.12089787,0.03641960,1.32205976
-5.68184092,4.99874314,0.04036729,1.14580751,1.12411289,0.29819175,2.38531369,2.11277636,0.03498417,1.26862963
-5.67583792,4.92805558,0.04000444,1.14507375,1.05694930,0.28432690,2.38581477,2.10646956,0.03366269,1.22026801
-5.66983492,4.86275087,0.03950930,1.14362768,0.99662054,0.27225249,2.38171997,2.10189956,0.03246781,1.17714209
-5.66383192,4.80307007,0.03888225,1.14154498,0.94298628,0.26206043,2.37280718,2.09904513,0.03140958,1.13933922
-5.65782891,4.74928593,0.03812672,1.13896296,0.89584012,0.25380616,2.35898880,2.09794303,0.03049547,1.10686647
-5.65182591,4.70169482,0.03724908,1.13607555,0.85491585,0.24750862,2.34031059,2.09868517,0.02973042,1.07965179
-5.64582291,4.66060281,0.03625839,1.13312507,0.81989434,0.24315063,2.31694584,2.10141138,0.02911692,1.05754653
-5.63981991,4.62630607,0.03516605,1.13039087,0.79041055,0.24067985,2.28918518,2.10629794,0.02865516,1.04032906
-5.63381691,4.59906641,0.03398541,1.12817545,0.76606052,0.24001016,2.25742234,2.11354229,0.02834309,1.02770943
-5.62781391,4.57908306,0.03273128,1.12678842,0.74640830,0.24102355,2.22213641,2.12334444,0.02817657,1.01933506
-5.62181091,4.56646243,0.03141945,1.12652918,0.73099272,0.24357244,2.18387137,2.13588618,0.02814948,1.01479726
-5.61580790,4.56118763,0.03006619,1.12766898,0.71933400,0.24748249,2.14321379,2.15130890,0.02825379,1.01363883
-5.60980490,4.56308984,0.02868775,1.13043328,0.71094034,0.25255588,2.10076960,2.16969140,0.02847967,1.01536256
-5.60380190,4.57182369,0.02729990,1.13498532,0.70531455,0.25857516,2.05714109,2.19102908,0.02881560,1.01944070
-5.59779890,4.58684858,0.02591753,1.14141171,0.70196078,0.26530755,2.01290499,2.21521552,0.02924844,1.02532536
-5.59179590,4.60741783,0.02455432,1.14971090,0.70039143,0.27250979,1.96859272,2.24202805,0.02976360,1.03245974
-5.58579290,4.63257692,0.02322247,1.15978520,0.70013414,0.27993331,1.92467356,2.27111816,0.03034520,1.04029003
-5.57978989,4.66117195,0.02193251,1.17143697,0.70073891,0.28732987,1.88154152,2.30200774,0.03097626,1.04827770
-5.57378689,4.69186850,0.02069325,1.18436924,0.70178511,0.29445731,1.83950619,2.33409175,0.03163900,1.05591186
-5.56778389,4.72318079,0.01951172,1.19819101,0.70288820,0.30108541,1.79878815,2.36664752,0.03231514,1.06272128
-5.56178089,4.75351013,0.01839327,1.21242717,0.70370593,0.30700155,1.75951862,2.39885067,0.03298625,1.06828567
-5.55577789,4.78119141,0.01734168,1.22653268,0.70394373,0.31201613,1.72174348,2.42979709,0.03363417,1.07224559
-5.54977489,4.80454546,0.01635938,1.23991051,0.70335895,0.31596729,1.68543098,2.45853022,0.03424143,1.07431076
-5.54377189,4.82193502,0.01544763,1.25193265,0.70176383,0.31872502,1.65048272,2.48407243,0.03479170,1.07426605
-5.53776888,4.83182157,0.01460683,1.26196321,0.69902675,0.32019418,1.61674702,2.50545909,0.03527024,1.07197502
-5.53176588,4.83282034,0.01383669,1.26938269,0.69507184,0.32031652,1.58403392,2.52177376,0.03566425,1.06738062
-5.52576288,4.82375068,0.01313658,1.27361219,0.68987673,0.31907147,1.55213094,2.53218269,0.03596326,1.06050304
-5.51975988,4.80367941,0.01250569,1.27413653,0.68346860,0.31647560,1.52081854,2.53596707,0.03615939,1.05143455
-5.51375688,4.77195491,0.01194328,1.27052524,0.67591848,0.31258092,1.48988472,2.53255140,0.03624753,1.04033183
-5.50775388,4.72823042,0.01144880,1.26245032,0.66733433,0.30747199,1.45913788,2.52152654,0.03622543,1.02740582
-5.50175088,4.67247561,0.01102210,1.24970011,0.65785292,0.30126191,1.42841745,2.50266647,0.03609366,1.01290979
-5.49574787,4.60497597,0.01066341,1.23218864,0.64763120,0.29408754,1.39760192,2.47593784,0.03585547,0.99712619
-5.48974487,4.52632046,0.01037346,1.20995998,0.63683733,0.28610407,1.36661418,2.44150227,0.03551660,0.98035293
-5.48374187,4.43737851,0.01015344,1.18318766,0.62564209,0.27747920,1.33542400,2.39971112,0.03508490,0.96288995
-5.47773887,4.33926773,0.01000495,1.15216917,0.61421094,0.26838723,1.30404811,2.35109347,0.03456996,0.94502661
-5.47173587,4.23331456,0.00992997,1.11731597,0.60269716,0.25900345,1.27254805,2.29633803,0.03398273,0.92703088
-5.46573287,4.12101022,0.00993069,1.07913960,0.59123652,0.24949877,1.24102631,2.23627004,0.03333495,0.90914062
-5.45972986,4.00396420,0.01000949,1.03823468,0.57994349,0.24003527,1.20962136,2.17182467,0.03263884,0.89155768
-5.45372686,3.88385815,0.01016872,0.99525958,0.56890941,0.23076242,1.17850208,2.10401821,0.03190657,0.87444495
-5.44772386,3.76240219,0.01041062,0.95091586,0.55820235,0.22181442,1.14786215,2.03391867,0.03114997,0.85792654
-5.44172086,3.64129571,0.01073720,0.90592734,0.54786875,0.21330850,1.11791488,1.96261707,0.03038023,0.84209110
-5.43571786,3.52219440,0.01115011,0.86101967,0.53793659,0.20534442,1.08888894,1.89120085,0.02960769,0.82699789
-5.42971486,3.40668426,0.01165051,0.81690138,0.52841975,0.19800486,1.06102510,1.82073038,0.02884172,0.81268534
-5.42371186,3.29626333,0.01223904,0.77424690,0.51932324,0.19135681,1.03457423,1.75221920,0.02809076,0.79918134
-5.41770885,3.19233106,0.01291570,0.73368220,0.51064894,0.18545365,1.00979652,1.68661876,0.02736231,0.78651485
-5.41170585,3.09618460,0.01367982,0.69577336,0.50240126,0.18033785,0.98696165,1.62480745,0.02666312,0.77472778
-5.40570285,3.00902113,0.01453006,0.66101823,0.49459262,0.17604400,0.96634986,1.56758408,0.02599940,0.76388667
-5.39969985,2.93194482,0.01546437,0.62984117,0.48724795,0.17260187,0.94825327,1.51566518,0.02537700,0.75409310
-5.39369685,2.86597674,0.01648000,0.60259069,0.48040835,0.17003950,0.93297730,1.46968563,0.02480169,0.74549242
-5.38769385,2.81206597,0.01757357,0.57953972,0.47413331,0.16838584,0.92084156,1.43020176,0.02427939,0.73828000
-5.38169085,2.77110025,0.01874108,0.56088810,0.46850152,0.16767292,0.91217985,1.39769604,0.02381633,0.73270448
-5.37568784,2.74391441,0.01997801,0.54676678,0.46361014,0.16793735,0.90733881,1.37258254,0.02341923,0.72906794
-5.36968484,2.73129527,0.02127936,0.53724331,0.45957260,0.16922106,0.90667505,1.35521220,0.02309535,0.72772244
-5.36368184,2.73398182,0.02263970,0.53232807,0.45651496,0.17157113,0.91055028,1.34587724,0.02285250,0.72906325
-5.35767884,2.75266003,0.02405333,0.53198068,0.45457110,0.17503883,0.91932456,1.34481400,0.02269890,0.73351867
-5.35167584,2.78795189,0.02551428,0.53611641,0.45387692,0.17967783,0.93334759,1.35220391,0.02264307,0.74153701
-5.34567284,2.84039884,0.02701641,0.54461196,0.45456391,0.18554163,0.95294809,1.36817225,0.02269350,0.75357086
-5.33966983,2.91043995,0.02855346,0.55731056,0.45675228,0.19268044,0.97842173,1.39278461,0.02285837,0.77005965
-5.33366683,2.99838608,0.03011910,0.57402606,0.46054419,0.20113755,1.01001777,1.42604149,0.02314515,0.79141073
-5.32766383,3.10439083,0.03170694,0.59454614,0.46601717,0.21094554,1.04792509,1.46787109,0.02356019,0.81798012
-5.32166083,3.22842023,0.03331055,0.61863440,0.47321830,0.22212240,1.09225799,1.51812108,0.02410828,0.85005347
-5.31565783,3.37022262,0.03492346,0.64603160,0.48215918,0.23466785,1.14304254,1.57654986,0.02479228,0.88782816
-5.30965483,3.52930069,0.03653907,0.67645620,0.49281213,0.24856010,1.20020409,1.64281816,0.02561272,0.93139726
-5.30365183,3.70488759,0.03815066,0.70960432,0.50510772,0.26375329,1.26355653,1.71648174,0.02656747,0.98073619
-5.29764882,3.89592889,0.03975128,0.74514949,0.51893379,0.28017571,1.33279403,1.79698599,0.02765158,1.03569258
-5.29164582,4.10107205,0.04133369,0.78274232,0.53413606,0.29772908,1.40748587,1.88366325,0.02885707,1.09598004
-5.28564282,4.31866487,0.04289029,0.82201058,0.55052033,0.31628891,1.48707470,1.97573341,0.03017295,1.16117616
-5.27963982,4.54676389,0.04441302,0.86255966,0.56785623,0.33570614,1.57087882,2.07230837,0.03158533,1.23072499
-5.27363682,4.78315345,0.04589333,0.90397385,0.58588243,0.35580994,1.65809856,2.17240076,0.03307762,1.30394421
-5.26763382,5.02537569,0.04732211,0.94581855,0.60431313,0.37641177,1.74782690,2.27493692,0.03463087,1.38003664
-5.26163082,5.27077096,0.04868970,0.98764342,0.62284564,0.39731043,1.83906425,2.37877424,0.03622421,1.45810615
-5.25562781,5.51652799,0.04998592,1.02898666,0.64116875,0.41829816,1.93073707,2.48272240,0.03783539,1.53717720
-5.24962481,5.75974246,0.05120010,1.06938024,0.65897166,0.43916735,2.02171988,2.58556809,0.03944139,1.61621758
-5.24362181,5.99748207,0.05232122,1.10835619,0.67595303,0.45971779,2.11086001,2.68610238,0.04101905,1.69416348
-5.23761881,6.22685609,0.05333806,1.14545349,0.69182994,0.47976401,2.19700437,2.78314988,0.04254573,1.76994603
-5.23161581,6.44508674,0.05423936,1.18022563,0.70634632,0.49914252,2.27902720,2.87559866,0.04399996,1.84251843
-5.22561281,6.64957985,0.05501407,1.21224847,0.71928060,0.51771847,2.35585798,2.96242965,0.04536209,1.91088248
-5.21960980,6.83799206,0.05565160,1.24112803,0.73045213,0.53539162,2.42650837,3.04274448,0.04661477,1.97411379
-5.21360680,7.00829190,0.05614209,1.26650808,0.73972639,0.55210105,2.49009720,3.11579055,0.04774344,2.03138454
-5.20760380,7.15881235,0.05647667,1.28807720,0.74701851,0.56782859,2.54587264,3.18098223,0.04873667,2.08198307
-5.20160080,7.28829267,0.05664778,1.30557495,0.75229511,0.58260063,2.59323057,3.23791730,0.04958636,2.12532967
-5.19559780,7.39590809,0.05664941,1.31879709,0.75557442,0.59648815,2.63172871,3.28638785,0.05028783,2.16098793
-5.18959480,7.48128596,0.05647732,1.32759956,0.75692460,0.60960500,2.66109578,3.32638520,0.05083980,2.18867158
-5.18359180,7.54450797,0.05612927,1.33190120,0.75646049,0.62210436,2.68123557,3.35809840,0.05124420,2.20824646
-5.17758879,7.58609844,0.05560516,1.33168498,0.75433879,0.63417341,2.69222579,3.38190654,0.05150589,2.21972802
-5.17158579,7.60699924,0.05490715,1.32699801,0.75075207,0.64602656,2.69431194,3.39836488,0.05163228,2.22327442
-5.16558279,7.60853257,0.05403968,1.31795010,0.74592175,0.65789727,2.68789647,3.40818549,0.05163289,2.21917589
-5.15957979,7.59235323,0.05300946,1.30471108,0.74009046,0.67002886,2.67352385,3.41221303,0.05151887,2.20784088
-5.15357679,7.56039230,0.05182543,1.28750711,0.73351399,0.68266467,2.65186226,3.41139660,0.05130246,2.18977978
-5.14757379,7.51479464,0.05049861,1.26661586,0.72645333,0.69603792,2.62368261,3.40675872,0.05099647,2.16558690
-5.14157079,7.45785259,0.04904190,1.24236099,0.71916693,0.71036169,2.58983595,3.39936261,0.05061382,2.13592169
-5.13556778,7.39193845,0.04746988,1.21510593,0.71190357,0.72581941,2.55122995,3.39027892,0.05016710,2.10148976
-5.12956478,7.31943814,0.04579851,1.18524723,0.70489610,0.74255627,2.50880549,3.38055318,0.04966820,2.06302458
-5.12356178,7.24268844,0.04404487,1.15320752,0.69835616,0.76067193,2.46351417,3.37117521,0.04912803,2.02127042
-5.11755878,7.16391988,0.04222680,1.11942839,0.69247007,0.78021483,2.41629731,3.36305135,0.04855629,1.97696706
-5.11155578,7.08520710,0.04036259,1.08436317,0.68739598,0.80117833,2.36806733,3.35698075,0.04796144,1.93083658
-5.10555278,7.00842819,0.03847061,1.04846991,0.68326230,0.82349899,2.31969170,3.35363646,0.04735059,1.88357266
-5.09954977,6.93523402,0.03656904,1.01220458,0.68016732,0.84705689,2.27198007,3.35355180,0.04672962,1.83583232
-5.09354677,6.86702843,0.03467552,0.97601456,0.67818011,0.87167829,2.22567462,3.35711279,0.04610331,1.78823020
-5.08754377,6.80495932,0.03280688,0.94033279,0.67734242,0.89714033,2.18144371,3.36455661,0.04547549,1.74133532
-5.08154077,6.74992074,0.03097889,0.90557237,0.67767153,0.92317783,2.13987887,3.37597618,0.04484932,1.69566996
-5.07553777,6.70256533,0.02920608,0.87212194,0.67916391,0.94949176,2.10149476,3.39133068,0.04422751,1.65171056
-5.06953477,6.66332624,0.02750156,0.84034178,0.68179946,0.97575933,2.06673204,3.41046150,0.04361260,1.60989022
-5.06353177,6.63244710,0.02587688,0.81056084,0.68554616,1.00164508,2.03596248,3.43311291,0.04300725,1.57060238
-5.05752876,6.61001867,0.02434207,0.78307459,0.69036491,1.02681277,2.00949613,3.45895659,0.04241442,1.53420540
-5.05152576,6.59601997,0.02290550,0.75814377,0.69621443,1.05093746,1.98758980,3.48761887,0.04183767,1.50102756
-5.04552276,6.59036200,0.02157404,0.73599402,0.70305592,1.07371733,1.97045640,3.51870938,0.04128124,1.47137204
-5.03951976,6.59293149,0.02035302,0.71681630,0.71085728,1.09488482,1.95827462,3.55184983,0.04075025,1.44552158
-5.03351676,6.60363253,0.01924644,0.70076793,0.71959681,1.11421651,1.95119816,3.58670136,0.04025070,1.42374238
-5.02751376,6.62242358,0.01825702,0.68797427,0.72926602,1.13154133,1.94936416,3.62298909,0.03978955,1.40628691
-5.02151076,6.64934761,0.01738640,0.67853066,0.73987149,1.14674677,1.95290017,3.66052245,0.03937457,1.39339536
-5.01550775,6.68455346,0.01663526,0.67250454,0.75143569,1.15978265,1.96192927,3.69921008,0.03901433,1.38529551
-5.00950475,6.72830671,0.01600351,0.66993759,0.76399646,1.17066232,1.97657282,3.73906829,0.03871793,1.38220074
-5.00350175,6.78098881,0.01549037,0.67084754,0.77760521,1.17946111,1.99695079,3.78022227,0.03849483,1.38430628
-4.99749875,6.84308408,0.01509454,0.67522959,0.79232385,1.18631211,2.02317920,3.82289981,0.03835451,1.39178351
-4.99149575,6.91515423,0.01481425,0.68305727,0.80822040,1.19139922,2.05536485,3.86741730,0.03830616,1.40477250
-4.98549275,6.99780139,0.01464737,0.69428261,0.82536344,1.19494791,2.09359742,3.91415862,0.03835834,1.42337305
-4.97948974,7.09162083,0.01459138,0.70883557,0.84381553,1.19721394,2.13793908,3.96354758,0.03851852,1.44763446
-4.97348674,7.19714545,0.01464342,0.72662287,0.86362600,1.19847053,2.18841212,4.01601517,0.03879272,1.47754445
-4.96748374,7.31478463,0.01480023,0.74752610,0.88482316,1.19899454,2.24498515,4.07196310,0.03918508,1.51301789
-4.96148074,7.44476056,0.01505811,0.77139946,0.90740658,1.19905224,2.30755842,4.13172557,0.03969751,1.55388580
-4.95547774,7.58704547,0.01541285,0.79806721,0.93133960,1.19888550,2.37594923,4.19553109,0.04032928,1.59988537
-4.94947474,7.74130344,0.01585964,0.82732115,0.95654267,1.19869879,2.44987807,4.26346668,0.04107680,1.65065166
-4.94347174,7.90684024,0.01639302,0.85891840,0.98288774,1.19864789,2.52895648,4.33544627,0.04193332,1.70571174
-4.93746873,8.08256478,0.01700676,0.89257970,1.01019434,1.19883075,2.61267755,4.41118548,0.04288888,1.76448176
-4.93146573,8.26696502,0.01769386,0.92798873,1.03822737,1.19928104,2.70040974,4.49018429,0.04393021,1.82626770
-4.92546273,8.45810081,0.01844649,0.96479241,1.06669720,1.19996471,2.79139484,4.57171904,0.04504089,1.89027003
-4.91945973,8.65361522,0.01925599,1.00260270,1.09526190,1.20077984,2.88475071,4.65484464,0.04620149,1.95559274
-4.91345673,8.85076527,0.02011292,1.04099989,1.12353198,1.20155981,2.97947901,4.73840745,0.04738993,2.02125660
-4.90745373,9.04647185,0.02100714,1.07953748,1.15107739,1.20207968,3.07447840,4.82106862,0.04858194,2.08621670
-4.90145073,9.23738773,0.02192790,1.11774877,1.17743665,1.20206560,3.16856282,4.90133751,0.04975161,2.14938380
-4.89544772,9.41998169,0.02286405,1.15515491,1.20212795,1.20120674,3.26048482,4.97761373,0.05087203,2.20964898
-4.88944472,9.59063582,0.02380415,1.19127436,1.22466170,1.19916926,3.34896326,5.04823658,0.05191601,2.26591078
-4.88344172,9.74575252,0.02473677,1.22563348,1.24455416,1.19561176,3.43271449,5.11153959,0.05285689,2.31710397
-4.87743872,9.88186690,0.02565065,1.25777788,1.26134164,1.19020134,3.51048613,5.16590827,0.05366928,2.36222882
-4.87143572,9.99576012,0.02653500,1.28728410,1.27459473,1.18262965,3.58109209,5.20983826,0.05432987,2.40037976
-4.86543272,10.08456896,0.02737973,1.31377133,1.28393189,1.17262821,3.64344752,5.24199183,0.05481815,2.43077233
-4.85942971,10.14588716,0.02817569,1.33691244,1.28903206,1.15998224,3.69660227,5.26124990,0.05511707,2.45276723
-4.85342671,10.17785384,0.02891486,1.35644414,1.28964561,1.14454235,3.73977142,5.26675772,0.05521363,2.46589050
-4.84742371,10.17922563,0.02959059,1.37217553,1.28560328,1.12623371,3.77236145,5.25796185,0.05509927,2.46984895
-4.84142071,10.14942890,0.03019766,1.38399483,1.27682270,1.10506215,3.79399091,5.23463716,0.05477019,2.46454010
-4.83541771,10.08859006,0.03073248,1.39187384,1.26331232,1.08111705,3.80450453,5.19690246,0.05422748,2.45005627
-4.82941471,9.99754233,0.03119304,1.39586981,1.24517252,1.05457083,3.80397993,5.14522415,0.05347711,2.42668252
-4.82341171,9.87780851,0.03157892,1.39612469,1.22259384,1.02567512,3.79272658,5.08040764,0.05252971,2.39488858
-4.81740870,9.73156037,0.03189127,1.39286154,1.19585250,0.99475386,3.77127686,5.00357684,0.05140025,2.35531497
-4.81140570,9.56155612,0.03213260,1.38637822,1.16530325,0.96219351,3.74036943,4.91614258,0.05010759,2.30875402
-4.80540270,9.37105828,0.03230667,1.37703851,1.13136997,0.92843092,3.70092542,4.81976108,0.04867382,2.25612633
-4.79939970,9.16373516,0.03241825,1.36526089,1.09453421,0.89393934,3.65401855,4.71628413,0.04712365,2.19845378
-4.79339670,8.94354971,0.03247289,1.35150548,1.05532226,0.85921319,3.60084005,4.60770291,0.04548358,2.13683005
-4.78739370,8.71463993,0.03247659,1.33625940,1.01429104,0.82475206,3.54266001,4.49608748,0.04378115,2.07238971
-4.78139070,8.48119531,0.03243560,1.32002126,0.97201354,0.79104484,3.48078661,4.38352438,0.04204412,2.00627714
-4.77538769,8.24733398,0.03235609,1.30328527,0.92906402,0.75855431,3.41652481,4.27205442,0.04029970,1.93961624
-4.76938469,8.01698474,0.03224393,1.28652561,0.88600386,0.72770298,3.35113618,4.16361305,0.03857379,1.87348207
-4.76338169,7.79377848,0.03210439,1.27018158,0.84336814,0.69886053,3.28580142,4.05997533,0.03689034,1.80887515
-4.75737869,7.58095231,0.03194202,1.25464418,0.80165367,0.67233347,3.22158688,3.96270737,0.03527079,1.74669939
-4.75137569,7.38126977,0.03176043,1.24024459,0.76130873,0.64835709,3.15941644,3.87312581,0.03373355,1.68774400
-4.74537269,7.19695937,0.03156222,1.22724500,0.72272479,0.62709028,3.10004953,3.79226666,0.03229373,1.63266994
-4.73936968,7.02967314,0.03134891,1.21583209,0.68623043,0.60861300,3.04406608,3.72086415,0.03096282,1.58200100
-4.73336668,6.88046598,0.03112098,1.20611344,0.65208770,0.59292672,2.99185866,3.65934024,0.02974866,1.53611965
-4.72736368,6.74979594,0.03087785,1.19811697,0.62049073,0.57995759,2.94363198,3.60780478,0.02865545,1.49526733
-4.72136068,6.63754444,0.03061808,1.19179335,0.59156668,0.56956214,2.89940942,3.56606585,0.02768383,1.45954920
-4.71535768,6.54305517,0.03033943,1.18702123,0.56537889,0.56153539,2.85904608,3.53364975,0.02683118,1.42894253
-4.70935468,6.46518939,0.03003912,1.18361516,0.54193184,0.55562087,2.82224764,3.50982941,0.02609189,1.40330860
-4.70335168,6.40239501,0.02971399,1.18133569,0.52117782,0.55152223,2.78859403,3.49366006,0.02545783,1.38240722
-4.69734867,6.35278637,0.02936074,1.17990119,0.50302486,0.54891592,2.75756685,3.48402046,0.02491870,1.36591347
-4.69134567,6.31423141,0.02897616,1.17900107,0.48734548,0.54746454,2.72857926,3.47965812,0.02446266,1.35343578
-4.68534267,6.28444274,0.02855739,1.17830961,0.47398602,0.54683032,2.70100721,3.47923672,0.02407675,1.34453483
-4.67933967,6.26106913,0.02810209,1.17749995,0.46277601,0.54668813,2.67422060,3.48138391,0.02374745,1.33874255
-4.67333667,6.24178415,0.02760868,1.17625767,0.45353732,0.54673779,2.64761342,3.48473794,0.02346124,1.33558065
-4.66733367,6.22436901,0.02707648,1.17429347,0.44609258,0.54671502,2.62063150,3.48799139,0.02320502,1.33457804
-4.66133067,6.20678676,0.02650580,1.17135441,0.44027280,0.54640074,2.59279719,3.48993091,0.02296662,1.33528669
-4.65532766,6.18724597,0.02589811,1.16723350,0.43592375,0.54562849,2.56373008,3.48947159,0.02273517,1.33729550
-4.64932466,6.16425206,0.02525600,1.16177713,0.43291103,0.54428958,2.53316312,3.48568545,0.02250145,1.34024179
-4.64332166,6.13664536,0.02458321,1.15489053,0.43112375,0.54233597,2.50095393,3.47782324,0.02225814,1.34382018
