energy_ev,total_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.79589795,4.72257801,0.65798413,0.49638193,2.85158760,1.15835215,0.02996189,0.47623679,0.07262618,2.84274276
-5.78989495,4.73601734,0.67137085,0.51102933,2.87164513,1.15190199,0.03063607,0.46589986,0.07174872,2.85674609
-5.78389195,4.75956371,0.68542594,0.52626634,2.89887130,1.14925199,0.03129714,0.45654840,0.07103401,2.87751164
-5.77788894,4.79324271,0.70015800,0.54198700,2.93321959,1.15027277,0.03194701,0.44831567,0.07050963,2.90495993
-5.77188594,4.83685475,0.71556761,0.55807388,2.97452168,1.15474889,0.03258676,0.44130912,0.07019716,2.93885703
-5.76588294,4.88997987,0.73164474,0.57440037,3.02248509,1.16238906,0.03321646,0.43560781,0.07011158,2.97882148
-5.75987994,4.95198965,0.74836660,0.59083347,3.07669464,1.17283842,0.03383507,0.43126067,0.07026080,3.02433587
-5.75387694,5.02206540,0.76569611,0.60723668,3.13661789,1.18569237,0.03444038,0.42828586,0.07064557,3.07476236
-5.74787394,5.09922158,0.78358086,0.62347311,3.20161409,1.20051125,0.03502902,0.42667096,0.07125943,3.12936141
-5.74187094,5.18233337,0.80195269,0.63940851,3.27094658,1.21683543,0.03559648,0.42637420,0.07208904,3.18731287
-5.73586793,5.27016689,0.82072788,0.65491407,3.34379791,1.23420008,0.03613723,0.42732638,0.07311461,3.24773842
-5.72986493,5.36141077,0.83980766,0.66986892,3.41928700,1.25214913,0.03664490,0.42943357,0.07431051,3.30972453
-5.72386193,5.45470779,0.85907923,0.68416209,3.49648790,1.27024788,0.03711242,0.43258028,0.07564608,3.37234485
-5.71785893,5.54868542,0.87841705,0.69769403,3.57444907,1.28809398,0.03753225,0.43663310,0.07708648,3.43468160
-5.71185593,5.64198436,0.89768431,0.71037750,3.65221280,1.30532625,0.03789663,0.44144465,0.07859370,3.49584497
-5.70585293,5.73328442,0.91673455,0.72213783,3.72883395,1.32163151,0.03819780,0.44685768,0.08012761,3.55499028
-5.69984992,5.82132724,0.93541341,0.73291278,3.80339754,1.33674906,0.03842824,0.45270919,0.08164703,3.61133266
-5.69384692,5.90493585,0.95356037,0.74265179,3.87503471,1.35047305,0.03858091,0.45883463,0.08311087,3.66415890
-5.68784392,5.98303088,0.97101057,0.75131503,3.94293686,1.36265284,0.03864946,0.46507187,0.08447919,3.71283681
-5.68184092,6.05464390,0.98759662,0.75887212,4.00636761,1.37319163,0.03862842,0.47126503,0.08571427,3.75682197
-5.67583792,6.11892803,1.00315051,0.76530082,4.06467257,1.38204357,0.03851338,0.47726816,0.08678159,3.79566226
-5.66983492,6.17516614,1.01750565,0.77058577,4.11728695,1.38920982,0.03830112,0.48294848,0.08765073,3.82900044
-5.66383192,6.22277717,1.03049892,0.77471730,4.16374092,1.39473369,0.03798974,0.48818946,0.08829615,3.85657486
-5.65782891,6.26132053,1.04197289,0.77769060,4.20366295,1.39869535,0.03757871,0.49289340,0.08869787,3.87821883
-5.65182591,6.29049890,1.05177826,0.77950505,4.23678114,1.40120625,0.03706895,0.49698365,0.08884195,3.89385848
-5.64582291,6.31015934,1.05977622,0.78016395,4.26292276,1.40240348,0.03646282,0.50040638,0.08872079,3.90350960
-5.63981991,6.32029261,1.06584103,0.77967444,4.28201199,1.40244436,0.03576410,0.50313182,0.08833330,3.90727320
-5.63381691,6.32103046,1.06986255,0.77804777,4.29406613,1.40150109,0.03497796,0.50515493,0.08768486,3.90532997
-5.62781391,6.31264074,1.07174859,0.77529969,4.29919036,1.39975582,0.03411081,0.50649546,0.08678700,3.89793366
-5.62181091,6.29551987,1.07142723,0.77145092,4.29757120,1.39739588,0.03317026,0.50719745,0.08565704,3.88540326
-5.61580790,6.27018279,1.06884871,0.76652770,4.28946884,1.39460939,0.03216490,0.50732797,0.08431740,3.86811416
-5.60980490,6.23725012,1.06398699,0.76056222,4.27520867,1.39158107,0.03110416,0.50697525,0.08279487,3.84648830
-5.60380190,6.19743273,1.05684085,0.75359292,4.25517206,1.38848833,0.02999810,0.50624619,0.08111967,3.82098355
-5.59779890,6.15151416,1.04743441,0.74566473,4.22978695,1.38549759,0.02885716,0.50526329,0.07932445,3.79208258
-5.59179590,6.10033119,1.03581709,0.73682897,4.19951829,1.38276099,0.02769196,0.50416101,0.07744324,3.76028154
-5.58579290,6.04475353,1.02206301,0.72714316,4.16485895,1.38041339,0.02651307,0.50308182,0.07551035,3.72607909
-5.57978989,5.98566327,1.00626980,0.71667067,4.12632114,1.37856992,0.02533072,0.50217198,0.07355931,3.68996602
-5.57378689,5.92393515,0.98855694,0.70548023,4.08442888,1.37732400,0.02415467,0.50157718,0.07162194,3.65241621
-5.56778389,5.86041843,0.96906360,0.69364533,4.03971152,1.37674616,0.02299391,0.50143834,0.06972741,3.61387897
-5.56178089,5.79592140,0.94794625,0.68124365,3.99269862,1.37688353,0.02185657,0.50188763,0.06790158,3.57477337
-5.55577789,5.73119893,0.92537593,0.66835650,3.94391613,1.37776018,0.02074975,0.50304495,0.06616641,3.53548457
-5.54977489,5.66694383,0.90153551,0.65506823,3.89388376,1.37937830,0.01967945,0.50501501,0.06453963,3.49636221
-5.54377189,5.60378182,0.87661675,0.64146575,3.84311338,1.38172016,0.01865047,0.50788522,0.06303459,3.45772064
-5.53776888,5.54227031,0.85081758,0.62763807,3.79210808,1.38475070,0.01766649,0.51172427,0.06166029,3.41984086
-5.53176588,5.48290030,0.82433936,0.61367575,3.74136156,1.38842067,0.01673005,0.51658173,0.06042164,3.38297342
-5.52576288,5.42610081,0.79738428,0.59967048,3.69135724,1.39267000,0.01584265,0.52248839,0.05931986,3.34734197
-5.51975988,5.37224491,0.77015302,0.58571434,3.64256684,1.39743118,0.01500489,0.52945746,0.05835300,3.31314662
-5.51375688,5.32165626,0.74284238,0.57189905,3.59544782,1.40263245,0.01421657,0.53748638,0.05751661,3.28056673
-5.50775388,5.27461524,0.71564322,0.55831495,3.55043939,1.40820037,0.01347691,0.54655915,0.05680439,3.24976225
-5.50175088,5.23136342,0.68873836,0.54504972,3.50795692,1.41406169,0.01278470,0.55664890,0.05620892,3.22087353
-5.49574787,5.19210580,0.66230064,0.53218689,3.46838469,1.42014434,0.01213844,0.56772052,0.05572230,3.19401910
-5.48974487,5.15701016,0.63649099,0.51980410,3.43206703,1.42637728,0.01153657,0.57973309,0.05533677,3.16929153
-5.48374187,5.12620322,0.61145657,0.50797118,3.39929824,1.43268949,0.01097756,0.59264183,0.05504516,3.14675147
-5.47773887,5.09976381,0.58732900,0.49674813,3.37031178,1.43900796,0.01046006,0.60639948,0.05484128,3.12642041
-5.47173587,5.07771344,0.56422259,0.48618316,3.34526931,1.44525495,0.00998296,0.62095691,0.05472011,3.10827270
-5.46573287,5.06000511,0.54223280,0.47631085,3.32425048,1.45134492,0.00954551,0.63626276,0.05467783,3.09222762
-5.45972986,5.04651136,0.52143485,0.46715057,3.30724401,1.45718121,0.00914729,0.65226237,0.05471176,3.07814242
-5.45372686,5.03701288,0.50188260,0.45870542,3.29414118,1.46265312,0.00878823,0.66889572,0.05482011,3.06580714
-5.44772386,5.03118878,0.48360783,0.45096160,3.28473220,1.46763360,0.00846859,0.68609484,0.05500166,3.05494204
-5.44172086,5.02861010,0.46661984,0.44388851,3.27870617,1.47197795,0.00818886,0.70378066,0.05525531,3.04519839
-5.43571786,5.02873732,0.45090569,0.43743953,3.27565507,1.47552378,0.00794977,0.72185962,0.05557964,3.03616291
-5.42971486,5.03092307,0.43643082,0.43155352,3.27508183,1.47809258,0.00775211,0.74022050,0.05597245,3.02736622
-5.42371186,5.03442026,0.42314034,0.42615704,3.27641259,1.47949275,0.00759668,0.75873152,0.05643030,3.01829520
-5.41770885,5.03839613,0.41096083,0.42116717,3.27901274,1.47952431,0.00748421,0.77723822,0.05694818,3.00840869
-5.41170585,5.04195166,0.39980266,0.41649482,3.28220614,1.47798500,0.00741523,0.79556239,0.05751921,2.99715619
-5.40570285,5.04414591,0.38956281,0.41204843,3.28529679,1.47467755,0.00739000,0.81350213,0.05813448,2.98399829
-5.39969985,5.04402411,0.38012803,0.40773778,3.28759208,1.46941773,0.00740844,0.83083347,0.05878306,2.96842811
-5.39369685,5.04064845,0.37137827,0.40347777,3.28842633,1.46204281,0.00747004,0.84731338,0.05945210,2.94999224
-5.38769385,5.03312968,0.36319030,0.39919193,3.28718373,1.45241985,0.00757383,0.86268432,0.06012705,2.92831025
-5.38169085,5.02065829,0.35544132,0.39481552,3.28331946,1.44045339,0.00771835,0.87668018,0.06079212,2.90309141
-5.37568784,5.00253336,0.34801248,0.39029795,3.27637785,1.42609202,0.00790158,0.88903340,0.06143065,2.87414781
-5.36968484,4.97818764,0.34079215,0.38560450,3.26600692,1.40933338,0.00812098,0.89948301,0.06202575,2.84140289
-5.36368184,4.94720755,0.33367888,0.38071712,3.25196832,1.39022735,0.00837345,0.90778322,0.06256085,2.80489500
-5.35767884,4.90934701,0.32658389,0.37563440,3.23414235,1.36887698,0.00865539,0.91371213,0.06302036,2.76477564
-5.35167584,4.86453436,0.31943306,0.37037060,3.21252770,1.34543725,0.00896265,0.91708020,0.06339021,2.72130257
-5.34567284,4.81287201,0.31216842,0.36495384,3.18723596,1.32011147,0.00929063,0.91773802,0.06365844,2.67482795
-5.33966983,4.75462897,0.30474895,0.35942364,3.15848122,1.29314558,0.00963430,0.91558285,0.06381567,2.62578237
-5.33366683,4.69022648,0.29715089,0.35382780,3.12656518,1.26482052,0.00998822,0.91056380,0.06385542,2.57465545
-5.32766383,4.62021771,0.28936744,0.34821892,3.09185856,1.23544301,0.01034667,0.90268519,0.06377441,2.52197416
-5.32166083,4.54526248,0.28140789,0.34265076,3.05477986,1.20533523,0.01070366,0.89200786,0.06357262,2.46827987
-5.31565783,4.46609843,0.27329639,0.33717454,3.01577224,1.17482387,0.01105305,0.87864854,0.06325330,2.41410544
-5.30965483,4.38350996,0.26507016,0.33183555,2.97528012,1.14422901,0.01138861,0.86277704,0.06282279,2.35995342
-5.30365183,4.29829668,0.25677753,0.32667009,2.93372627,1.11385351,0.01170419,0.84461163,0.06229025,2.30627646
-5.29764882,4.21124285,0.24847560,0.32170307,2.89149086,1.08397321,0.01199372,0.82441254,0.06166724,2.25346076
-5.29164582,4.12308926,0.24022787,0.31694624,2.84889352,1.05482866,0.01225145,0.80247423,0.06096721,2.20181343
-5.28564282,4.03450891,0.23210174,0.31239729,2.80617920,1.02661847,0.01247197,0.77911655,0.06020499,2.15155413
-5.27963982,3.94608765,0.22416606,0.30803973,2.76350884,0.99949482,0.01265037,0.75467528,0.05939613,2.10281136
-5.27363682,3.85831038,0.21648883,0.30384360,2.72095506,0.97356113,0.01278235,0.72949263,0.05855628,2.05562339
-5.26763382,3.77155356,0.20913508,0.29976703,2.67850340,0.94887208,0.01286435,0.70390795,0.05770060,2.00994360
-5.26163082,3.68608395,0.20216496,0.29575838,2.63605883,0.92543581,0.01289360,0.67824915,0.05684313,1.96564985
-5.25562781,3.60206349,0.19563228,0.29175904,2.59345721,0.90321822,0.01286823,0.65282520,0.05599633,1.92255724
-5.24962481,3.51955969,0.18958322,0.28770650,2.55048104,0.88214906,0.01278733,0.62791993,0.05517060,1.88043345
-5.24362181,3.43856073,0.18405558,0.28353771,2.50687855,0.86212938,0.01265098,0.60378728,0.05437394,1.83901591
-5.23761881,3.35899418,0.17907825,0.27919246,2.46238501,0.84304001,0.01246028,0.58064814,0.05361178,1.79802969
-5.23161581,3.28074792,0.17467114,0.27461654,2.41674483,0.82475054,0.01221731,0.55868877,0.05288681,1.75720533
-5.22561281,3.20369201,0.17084531,0.26976460,2.36973322,0.80712822,0.01192510,0.53806052,0.05219902,1.71629547
-5.21960980,3.12769996,0.16760346,0.26460253,2.32117599,0.79004645,0.01158758,0.51888089,0.05154587,1.67508976
-5.21360680,3.05266799,0.16494051,0.25910914,2.27096611,0.77339223,0.01120945,0.50123544,0.05092251,1.63342697
-5.20760380,2.97853119,0.16284437,0.25327731,2.21907611,0.75707231,0.01079610,0.48518046,0.05032212,1.59120401
-5.20160080,2.90527529,0.16129669,0.24711419,2.16556535,0.74101768,0.01035345,0.47074587,0.04973632,1.54838134
-5.19559780,2.83294355,0.16027366,0.24064085,2.11058169,0.72518612,0.00988781,0.45793823,0.04915568,1.50498465
-5.18959480,2.76163814,0.15974660,0.23389111,2.05435741,0.70956280,0.00940572,0.44674353,0.04857016,1.46110267
-5.18359180,2.69151605,0.15968256,0.22690977,1.99719955,0.69415897,0.00891376,0.43712948,0.04796964,1.41688162
-5.17758879,2.62277978,0.16004465,0.21975037,1.93947526,0.67900872,0.00841846,0.42904729,0.04734441,1.37251631
-5.17158579,2.55566347,0.16079219,0.21247253,1.88159304,0.66416419,0.00792605,0.42243278,0.04668555,1.32823880
-5.16558279,2.49041537,0.16188082,0.20513906,1.82398113,0.64968953,0.00744240,0.41720687,0.04598532,1.28430504
-5.15957979,2.42727797,0.16326232,0.19781308,1.76706425,0.63565396,0.00697285,0.41327561,0.04523743,1.24098044
-5.15357679,2.36646707,0.16488450,0.19055512,1.71124031,0.62212445,0.00652212,0.41052978,0.04443722,1.19852509
-5.14757379,2.30815130,0.16669104,0.18342061,1.65685851,0.60915847,0.00609426,0.40884446,0.04358173,1.15717957
-5.14157079,2.25243362,0.16862137,0.17645766,1.60420029,0.59679728,0.00569255,0.40807871,0.04266973,1.11715195
-5.13556778,2.19933612,0.17061086,0.16970535,1.55346414,0.58506025,0.00531956,0.40807557,0.04170158,1.07860701
-5.12956478,2.14878945,0.17259107,0.16319265,1.50475557,0.57394048,0.00497708,0.40866282,0.04067909,1.04165790
-5.12356178,2.10062763,0.17449045,0.15693790,1.45808249,0.56340222,0.00466624,0.40965443,0.03960532,1.00636099
-5.11755878,2.05458903,0.17623535,0.15094895,1.41335663,0.55338003,0.00438755,0.41085313,0.03848428,0.97271408
-5.11155578,2.01032373,0.17775137,0.14522393,1.37040059,0.54378003,0.00414101,0.41205393,0.03732069,0.94065794
-5.10555278,1.96740707,0.17896519,0.13975256,1.32896034,0.53448309,0.00392621,0.41304873,0.03611971,0.91008130
-5.09954977,1.92535885,0.17980660,0.13451794,1.28872225,0.52534975,0.00374252,0.41363184,0.03488674,0.88082884
-5.09354677,1.88366744,0.18021090,0.12949875,1.24933365,0.51622677,0.00358924,0.41360626,0.03362717,0.85271185
-5.08754377,1.84181742,0.18012145,0.12467164,1.21042574,0.50695493,0.00346574,0.41279046,0.03234631,0.82552085
-5.08154077,1.79931952,0.17949224,0.12001389,1.17163743,0.49737754,0.00337166,0.41102535,0.03104925,0.79903968
-5.07553777,1.75574106,0.17829047,0.11550588,1.13263891,0.48734938,0.00330706,0.40818107,0.02974087,0.77306012
-5.06953477,1.71073556,0.17649886,0.11113362,1.09315345,0.47674546,0.00327260,0.40416326,0.02842587,0.74739640
-5.06353177,1.66406961,0.17411763,0.10689092,1.05297652,0.46546918,0.00326970,0.39891843,0.02710880,0.72189884
-5.05752876,1.61564579,0.17116605,0.10278127,1.01199103,0.45345946,0.00330060,0.39243811,0.02579423,0.69646580
-5.05152576,1.56552020,0.16768338,0.09881930,0.97017827,0.44069634,0.00336851,0.38476156,0.02448680,0.67105360
-5.04552276,1.51391370,0.16372917,0.09503169,0.92762380,0.42720496,0.00347764,0.37597674,0.02319140,0.64568359
-5.03951976,1.46121616,0.15938280,0.09145762,0.88451846,0.41305749,0.00363320,0.36621946,0.02191325,0.62044631
-5.03351676,1.40798334,0.15474237,0.08814863,0.84115439,0.39837297,0.00384138,0.35567074,0.02065794,0.59550241
-5.02751376,1.35492647,0.14992278,0.08516794,0.79791659,0.38331518,0.00410927,0.34455236,0.01943154,0.57108026
-5.02151076,1.30289479,0.14505316,0.08258919,0.75527042,0.36808839,0.00444466,0.33312067,0.01824054,0.54747049
-5.01550775,1.25285175,0.14027366,0.08049477,0.71374594,0.35293135,0.00485590,0.32165910,0.01709181,0.52501746
-5.00950475,1.20584572,0.13573173,0.07897359,0.67391972,0.33810977,0.00535160,0.31046935,0.01599250,0.50410825
-5.00350175,1.16297626,0.13157800,0.07811849,0.63639511,0.32390749,0.00594034,0.29986185,0.01494988,0.48515944
-4.99749875,1.12535724,0.12796187,0.07802337,0.60178170,0.31061681,0.00663027,0.29014565,0.01397112,0.46860224
-4.99149575,1.09407815,0.12502693,0.07877995,0.57067481,0.29852838,0.00742875,0.28161816,0.01306313,0.45486653
-4.98549275,1.07016479,0.12290644,0.08047448,0.54363573,0.28792088,0.00834189,0.27455516,0.01223228,0.44436432
-4.97948974,1.05454087,0.12171890,0.08318426,0.52117314,0.27905111,0.00937413,0.26920136,0.01148417,0.43747330
-4.97348674,1.04799168,0.12156391,0.08697422,0.50372647,0.27214456,0.01052776,0.26576180,0.01082336,0.43452095
-4.96748374,1.05113102,0.12251848,0.09189357,0.49165127,0.26738707,0.01180255,0.26439449,0.01025324,0.43576974
-4.96148074,1.06437259,0.12463386,0.09797271,0.48520704,0.26491757,0.01319533,0.26520435,0.00977576,0.44140406
-4.95547774,1.08790668,0.12793291,0.10522039,0.48454759,0.26482238,0.01469971,0.26823882,0.00939132,0.45151905
-4.94947474,1.12168299,0.13240837,0.11362139,0.48971409,0.26713099,0.01630583,0.27348513,0.00909867,0.46611204
-4.94347174,1.16540037,0.13802183,0.12313466,0.50063085,0.27181370,0.01800029,0.28086939,0.00889489,0.48507671
-4.93746873,1.21850377,0.14470356,0.13369217,0.51710380,0.27878092,0.01976609,0.29025748,0.00877536,0.50820032
-4.93146573,1.28018890,0.15235332,0.14519850,0.53882179,0.28788441,0.02158282,0.30145784,0.00873385,0.53516416
-4.92546273,1.34941464,0.16084204,0.15753128,0.56536057,0.29892019,0.02342695,0.31422588,0.00876266,0.56554740
-4.91945973,1.42492304,0.17001445,0.17054252,0.59618952,0.31163322,0.02527224,0.32827014,0.00885274,0.59883433
-4.91345673,1.50526670,0.17969255,0.18406092,0.63068106,0.32572364,0.02709031,0.34325978,0.00899398,0.63442475
-4.90745373,1.58884296,0.18967992,0.19789509,0.66812269,0.34085439,0.02885137,0.35883350,0.00917538,0.67164760
-4.90145073,1.67393396,0.19976674,0.21183767,0.70773154,0.35666007,0.03052499,0.37460928,0.00938544,0.70977726
-4.89544772,1.75875175,0.20973542,0.22567041,0.74867121,0.37275673,0.03208101,0.39019506,0.00961235,0.74805222
-4.88944472,1.84148706,0.21936665,0.23916981,0.79007074,0.38875233,0.03349046,0.40519970,0.00984441,0.78569562
-4.88344172,1.92036029,0.22844570,0.25211345,0.83104531,0.40425756,0.03472647,0.41924415,0.01007027,0.82193691
-4.87743872,1.99367322,0.23676883,0.26428667,0.87071825,0.41889676,0.03576525,0.43197234,0.01027927,0.85603411
-4.87143572,2.05985967,0.24414950,0.27548936,0.90824379,0.43231845,0.03658682,0.44306161,0.01046173,0.88729578
-4.86543272,2.11753342,0.25042428,0.28554274,0.94283006,0.44420530,0.03717584,0.45223216,0.01060917,0.91510201
-4.85942971,2.16553180,0.25545815,0.29429570,0.97376149,0.45428322,0.03752211,0.45925545,0.01071458,0.93892368
-4.85342671,2.20295323,0.25914907,0.30163061,1.00041997,0.46232912,0.03762102,0.46396111,0.01077253,0.95833921
-4.84742371,2.22918748,0.26143159,0.30746824,1.02230406,0.46817727,0.03747376,0.46624226,0.01077934,0.97304827
-4.84142071,2.24393752,0.26227942,0.31177168,1.03904538,0.47172405,0.03708734,0.46605903,0.01073313,0.98288188
-4.83541771,2.24723209,0.26170678,0.31454895,1.05042173,0.47293081,0.03647438,0.46344026,0.01063384,0.98780852
-4.82941471,2.23942853,0.25976856,0.31585431,1.05636610,0.47182495,0.03565275,0.45848320,0.01048316,0.98793604
-4.82341171,2.22120592,0.25655920,0.31578802,1.05697140,0.46849910,0.03464497,0.45135142,0.01028451,0.98350933
-4.81740870,2.19354852,0.25221034,0.31449477,1.05249033,0.46310853,0.03347749,0.44227097,0.01004284,0.97490377
-4.81140570,2.15772045,0.24688739,0.31216049,1.04333056,0.45586688,0.03217985,0.43152488,0.00976449,0.96261485
-4.80540270,2.11523231,0.24078499,0.30900793,1.03004500,0.44704039,0.03078373,0.41944629,0.00945699,0.94724422
-4.79939970,2.06780098,0.23412169,0.30529099,1.01331761,0.43694088,0.02932198,0.40641046,0.00912881,0.92948280
-4.79339670,2.01730411,0.22713383,0.30128794,0.99394507,0.42591769,0.02782760,0.39282584,0.00878915,0.91009146
-4.78739370,1.96573068,0.22006905,0.29729392,0.97281489,0.41434892,0.02633275,0.37912458,0.00844767,0.88988004
-4.78139070,1.91512925,0.21317943,0.29361281,0.95088068,0.40263214,0.02486794,0.36575273,0.00811428,0.86968530
-4.77538769,1.86755557,0.20671455,0.29054876,0.92913544,0.39117497,0.02346111,0.35316032,0.00779888,0.85034853
-4.76938469,1.82502092,0.20091473,0.28839775,0.90858358,0.38038563,0.02213703,0.34179170,0.00751119,0.83269349
-4.76338169,1.78944266,0.19600461,0.28743927,0.89021276,0.37066379,0.02091674,0.33207628,0.00726051,0.81750530
-4.75737869,1.76259819,0.19218712,0.28792852,0.87496630,0.36239190,0.01981714,0.32441976,0.00705561,0.80551078
-4.75137569,1.74608333,0.18963823,0.29008928,0.86371703,0.35592711,0.01885078,0.31919619,0.00690458,0.79736079
-4.74537269,1.74127610,0.18850242,0.29410766,0.85724341,0.35159391,0.01802580,0.31674072,0.00681469,0.79361482
-4.73936968,1.74930627,0.18888903,0.30012694,0.85620850,0.34967760,0.01734598,0.31734331,0.00679236,0.79472828
-4.73336668,1.77103142,0.19086962,0.30824359,0.86114244,0.35041869,0.01681097,0.32124331,0.00684304,0.80104266
-4.72736368,1.80701953,0.19447631,0.31850459,0.87242882,0.35400816,0.01641665,0.32862487,0.00697121,0.81277858
-4.72136068,1.85753838,0.19970115,0.33090609,0.89029516,0.36058372,0.01615552,0.33961337,0.00718032,0.83003200
-4.71535768,1.92255153,0.20649659,0.34539352,0.91480789,0.37022701,0.01601724,0.35427265,0.00747277,0.85277338
-4.70935468,2.00172082,0.21477688,0.36186297,0.94587160,0.38296179,0.01598922,0.37260312,0.00784988,0.88084989
-4.70335168,2.09441515,0.22442052,0.38016393,0.98323266,0.39875311,0.01605718,0.39454074,0.00831189,0.91399037
-4.69734867,2.19972504,0.23527358,0.40010326,1.02648689,0.41750746,0.01620584,0.41995695,0.00885789,0.95181300
-4.69134567,2.31648275,0.24715378,0.42145019,1.07509106,0.43907393,0.01641942,0.44865939,0.00948584,0.99383539
-4.68534267,2.44328731,0.25985539,0.44394237,1.12837777,0.46324646,0.01668232,0.48039375,0.01019252,1.03948679
-4.67933967,2.57853404,0.27315458,0.46729259,1.18557329,0.48976700,0.01697956,0.51484649,0.01097348,1.08812212
-4.67333667,2.72044807,0.28681525,0.49119612,1.24581780,0.51832985,0.01729730,0.55164880,0.01182309,1.13903746
-4.66733367,2.86712108,0.30059519,0.51533844,1.30818750,0.54858695,0.01762316,0.59038167,0.01273447,1.19148667
-4.66133067,3.01655083,0.31425224,0.53940310,1.37171797,0.58015425,0.01794660,0.63058225,0.01369954,1.24469871
-4.65532766,3.16668273,0.32755050,0.56307948,1.43542826,0.61261907,0.01825904,0.67175145,0.01470904,1.29789516
-4.64932466,3.31545264,0.34026622,0.58607034,1.49834494,0.64554832,0.01855404,0.71336286,0.01575267,1.35030775
-4.64332166,3.46083039,0.35219333,0.60809886,1.55952568,0.67849762,0.01882729,0.75487292,0.01681912,1.40119530
