energy_ev,total_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.20160080,0.41672711,0.07560211,0.27092904,0.07089901,0.00000000,0.00001768,0.01935811,0.16359388,0.00000000
-5.19559780,0.48054092,0.08756393,0.31187706,0.08257347,0.00000000,0.00002083,0.02289854,0.18740946,0.00000000
-5.18959480,0.55106062,0.10088078,0.35682004,0.09583181,0.00000000,0.00002442,0.02695997,0.21359685,0.00000000
-5.18359180,0.62825331,0.11556996,0.40570019,0.11070720,0.00000000,0.00002845,0.03157067,0.24210012,0.00000000
-5.17758879,0.71196754,0.13162872,0.45837994,0.12721212,0.00000000,0.00003294,0.03675380,0.27282140,0.00000000
-5.17158579,0.80192074,0.14903142,0.51463548,0.14533366,0.00000000,0.00003787,0.04252572,0.30561779,0.00000000
-5.16558279,0.89768987,0.16772731,0.57415257,0.16502910,0.00000000,0.00004324,0.04889431,0.34029962,0.00000000
-5.15957979,0.99870608,0.18763877,0.63652499,0.18622233,0.00000000,0.00004902,0.05585740,0.37663033,0.00000000
-5.15357679,1.10425393,0.20866051,0.70125598,0.20880106,0.00000000,0.00005519,0.06340142,0.41432809,0.00000000
-5.14757379,1.21347558,0.23065946,0.76776280,0.23261520,0.00000000,0.00006170,0.07150016,0.45306922,0.00000000
-5.14157079,1.32538026,0.25347567,0.83538452,0.25747664,0.00000000,0.00006849,0.08011396,0.49249329,0.00000000
-5.13556778,1.43885894,0.27692416,0.90339304,0.28316039,0.00000000,0.00007550,0.08918923,0.53220991,0.00000000
-5.12956478,1.55270398,0.30079764,0.97100688,0.30940738,0.00000000,0.00008265,0.09865837,0.57180695,0.00000000
-5.12356178,1.66563333,0.32487017,1.03740755,0.33592871,0.00000000,0.00008986,0.10844024,0.61085982,0.00000000
-5.11755878,1.77631837,0.34890155,1.10175801,0.36241151,0.00000000,0.00009703,0.11844102,0.64894156,0.00000000
-5.11155578,1.88341473,0.37264227,1.16322233,0.38852604,0.00000000,0.00010407,0.12855565,0.68563330,0.00000000
-5.10555278,1.98559465,0.39583905,1.22098612,0.41393400,0.00000000,0.00011091,0.13866963,0.72053462,0.00000000
-5.09954977,2.08157993,0.41824042,1.27427685,0.43829754,0.00000000,0.00011744,0.14866134,0.75327335,0.00000000
-5.09354677,2.17017402,0.43960248,1.32238326,0.46128880,0.00000000,0.00012361,0.15840462,0.78351451,0.00000000
-5.08754377,2.25029203,0.45969432,1.36467316,0.48259940,0.00000000,0.00012937,0.16777167,0.81096787,0.00000000
-5.08154077,2.32098753,0.47830312,1.40060901,0.50194955,0.00000000,0.00013469,0.17663603,0.83539389,0.00000000
-5.07553777,2.38147504,0.49523857,1.42976061,0.51909640,0.00000000,0.00013958,0.18487570,0.85660780,0.00000000
-5.06953477,2.43114739,0.51033659,1.45181461,0.53384098,0.00000000,0.00014408,0.19237613,0.87448176,0.00000000
-5.06353177,2.46958742,0.52346209,1.46658044,0.54603377,0.00000000,0.00014829,0.19903306,0.88894493,0.00000000
-5.05752876,2.49657367,0.53451086,1.47399267,0.55557827,0.00000000,0.00015236,0.20475503,0.89998172,0.00000000
-5.05152576,2.51208004,0.54341047,1.47410984,0.56243266,0.00000000,0.00015650,0.20946563,0.90762822,0.00000000
-5.04552276,2.51626968,0.55012021,1.46710986,0.56660928,0.00000000,0.00016099,0.21310516,0.91196725,0.00000000
-5.03951976,2.50948375,0.55463021,1.45328246,0.56817221,0.00000000,0.00016618,0.21563195,0.91312216,0.00000000
-5.03351676,2.49222559,0.55695980,1.43301910,0.56723288,0.00000000,0.00017254,0.21702302,0.91124998,0.00000000
-5.02751376,2.46514130,0.55715532,1.40680083,0.56394410,0.00000000,0.00018057,0.21727434,0.90653407,0.00000000
-5.02151076,2.42899791,0.55528736,1.37518464,0.55849285,0.00000000,0.00019093,0.21640047,0.89917687,0.00000000
-5.01550775,2.38465983,0.55144792,1.33878902,0.55109224,0.00000000,0.00020435,0.21443381,0.88939300,0.00000000
-5.00950475,2.33306500,0.54574730,1.29827908,0.54197299,0.00000000,0.00022166,0.21142336,0.87740303,0.00000000
-5.00350175,2.27520149,0.53831111,1.25435190,0.53137502,0.00000000,0.00024381,0.20743319,0.86342817,0.00000000
-4.99749875,2.21208537,0.52927744,1.20772243,0.51953945,0.00000000,0.00027187,0.20254057,0.84768612,0.00000000
-4.99149575,2.14474069,0.51879426,1.15911032,0.50670154,0.00000000,0.00030697,0.19683393,0.83038803,0.00000000
-4.98549275,2.07418180,0.50701713,1.10922798,0.49308468,0.00000000,0.00035039,0.19041063,0.81173677,0.00000000
-4.97948974,2.00139855,0.49410730,1.05876989,0.47889583,0.00000000,0.00040345,0.18337472,0.79192616,0.00000000
-4.97348674,1.92734415,0.48023009,1.00840335,0.46432246,0.00000000,0.00046755,0.17583471,0.77114138,0.00000000
-4.96748374,1.85292590,0.46555354,0.95876062,0.44953100,0.00000000,0.00054413,0.16790137,0.74955995,0.00000000
-4.96148074,1.77899822,0.45024738,0.91043231,0.43466674,0.00000000,0.00063466,0.15968566,0.72735346,0.00000000
-4.95547774,1.70635787,0.43448211,0.86396203,0.41985510,0.00000000,0.00074057,0.15129680,0.70468937,0.00000000
-4.94947474,1.63574075,0.41842816,0.81984198,0.40520389,0.00000000,0.00086323,0.14284059,0.68173304,0.00000000
-4.94347174,1.56781988,0.40225508,0.77850958,0.39080642,0.00000000,0.00100391,0.13441786,0.65864933,0.00000000
-4.93746873,1.50320419,0.38613072,0.74034467,0.37674516,0.00000000,0.00116373,0.12612318,0.63560397,0.00000000
-4.93146573,1.44243759,0.37022025,0.70566760,0.36309557,0.00000000,0.00134357,0.11804382,0.61276416,0.00000000
-4.92546273,1.38599823,0.35468517,0.67473769,0.34992986,0.00000000,0.00154405,0.11025895,0.59029862,0.00000000
-4.91945973,1.33429764,0.33968217,0.64775242,0.33732049,0.00000000,0.00176547,0.10283902,0.56837681,0.00000000
-4.91345673,1.28767976,0.32536189,0.62484715,0.32534312,0.00000000,0.00200773,0.09584549,0.54716753,0.00000000
-4.90745373,1.24641999,0.31186776,0.60609551,0.31407895,0.00000000,0.00227030,0.08933064,0.52683687,0.00000000
-4.90145073,1.21072443,0.29933478,0.59151057,0.30361632,0.00000000,0.00255216,0.08333770,0.50754571,0.00000000
-4.89544772,1.18072953,0.28788854,0.58104685,0.29405158,0.00000000,0.00285179,0.07790116,0.48944701,0.00000000
-4.88944472,1.15650261,0.27764433,0.57460342,0.28548922,0.00000000,0.00316712,0.07304720,0.47268297,0.00000000
-4.88344172,1.13804350,0.26870667,0.57202798,0.27804140,0.00000000,0.00349554,0.06879433,0.45738247,0.00000000
-4.87743872,1.12528758,0.26116910,0.57312226,0.27182681,0.00000000,0.00383394,0.06515413,0.44365881,0.00000000
-4.87143572,1.11811062,0.25511432,0.57764855,0.26696916,0.00000000,0.00417868,0.06213205,0.43160815,0.00000000
-4.86543272,1.11633541,0.25061483,0.58533744,0.26359526,0.00000000,0.00452570,0.05972833,0.42130860,0.00000000
-4.85942971,1.11974025,0.24773383,0.59589662,0.26183275,0.00000000,0.00487054,0.05793889,0.41282023,0.00000000
-4.85342671,1.12806911,0.24652652,0.60902056,0.26180768,0.00000000,0.00520847,0.05675616,0.40618593,0.00000000
-4.84742371,1.14104331,0.24704153,0.62440078,0.26364184,0.00000000,0.00553458,0.05616995,0.40143313,0.00000000
-4.84142071,1.15837403,0.24932259,0.64173638,0.26744992,0.00000000,0.00584389,0.05616810,0.39857620,0.00000000
-4.83541771,1.17977525,0.25341004,0.66074445,0.27333655,0.00000000,0.00613147,0.05673706,0.39761957,0.00000000
-4.82941471,1.20497650,0.25934228,0.68116978,0.28139307,0.00000000,0.00639261,0.05786231,0.39856112,0.00000000
-4.82341171,1.23373444,0.26715686,0.70279361,0.29169415,0.00000000,0.00662290,0.05952857,0.40139577,0.00000000
-4.81740870,1.26584286,0.27689114,0.72544073,0.30429432,0.00000000,0.00681841,0.06171984,0.40611889,0.00000000
-4.81140570,1.30114021,0.28858237,0.74898470,0.31922422,0.00000000,0.00697577,0.06441923,0.41272936,0.00000000
-4.80540270,1.33951411,0.30226711,0.77335062,0.33648693,0.00000000,0.00709229,0.06760868,0.42123201,0.00000000
-4.79939970,1.38090245,0.31797997,0.79851540,0.35605426,0.00000000,0.00716604,0.07126848,0.43163909,0.00000000
-4.79339670,1.42529083,0.33575160,0.82450516,0.37786332,0.00000000,0.00719591,0.07537671,0.44397083,0.00000000
-4.78739370,1.47270612,0.35560602,0.85138984,0.40181349,0.00000000,0.00718163,0.07990867,0.45825479,0.00000000
-4.78139070,1.52320650,0.37755726,0.87927515,0.42776400,0.00000000,0.00712381,0.08483620,0.47452397,0.00000000
-4.77538769,1.57686817,0.40160562,0.90829203,0.45553239,0.00000000,0.00702388,0.09012718,0.49281386,0.00000000
-4.76938469,1.63376940,0.42773349,0.93858408,0.48489413,0.00000000,0.00688407,0.09574504,0.51315821,0.00000000
-4.76338169,1.69397261,0.45590099,0.97029343,0.51558350,0.00000000,0.00670732,0.10164851,0.53558403,0.00000000
-4.75737869,1.75750530,0.48604170,1.00354571,0.54729593,0.00000000,0.00649720,0.10779147,0.56010565,0.00000000
-4.75137569,1.82434085,0.51805848,1.03843480,0.57969199,0.00000000,0.00625778,0.11412309,0.58671844,0.00000000
-4.74537269,1.89438010,0.55181983,1.07500804,0.61240285,0.00000000,0.00599351,0.12058818,0.61539208,0.00000000
-4.73936968,1.96743471,0.58715676,1.11325268,0.64503734,0.00000000,0.00570911,0.12712776,0.64606410,0.00000000
-4.73336668,2.04321318,0.62386044,1.15308436,0.67719020,0.00000000,0.00540938,0.13367980,0.67863361,0.00000000
-4.72736368,2.12131023,0.66168082,1.19433800,0.70845146,0.00000000,0.00509914,0.14018023,0.71295577,0.00000000
-4.72136068,2.20120034,0.70032626,1.23676191,0.73841642,0.00000000,0.00478303,0.14656391,0.74883723,0.00000000
-4.71535768,2.28223569,0.73946434,1.28001534,0.76669585,0.00000000,0.00446545,0.15276582,0.78603272,0.00000000
-4.70935468,2.36364892,0.77872387,1.32366980,0.79292601,0.00000000,0.00415047,0.15872213,0.82424326,0.00000000
-4.70335168,2.44456070,0.81769816,1.36721417,0.81677791,0.00000000,0.00384170,0.16437127,0.86311587,0.00000000
-4.69734867,2.52399201,0.85594963,1.41006359,0.83796538,0.00000000,0.00354228,0.16965491,0.90224526,0.00000000
-4.69134567,2.60088079,0.89301561,1.45157175,0.85625160,0.00000000,0.00325484,0.17451872,0.94117741,0.00000000
-4.68534267,2.67410252,0.92841539,1.49104636,0.87145374,0.00000000,0.00298145,0.17891302,0.97941513,0.00000000
-4.67933967,2.74249401,0.96165838,1.52776702,0.88344548,0.00000000,0.00272367,0.18279321,1.01642563,0.00000000
-4.67333667,2.80487987,0.99225324,1.56100500,0.89215734,0.00000000,0.00248254,0.18612001,1.05164993,0.00000000
-4.66733367,2.86010062,1.01971787,1.59004411,0.89757487,0.00000000,0.00225864,0.18885955,1.08451400,0.00000000
-4.66133067,2.90704163,1.04358995,1.61420184,0.89973485,0.00000000,0.00205209,0.19098337,1.11444136,0.00000000
-4.65532766,2.94466209,1.06343783,1.63285000,0.89871983,0.00000000,0.00186268,0.19246824,1.14086679,0.00000000
-4.64932466,2.97202288,1.07887149,1.64543412,0.89465126,0.00000000,0.00168986,0.19329605,1.16325080,0.00000000
-4.64332166,2.98831264,1.08955311,1.65149074,0.88768185,0.00000000,0.00153285,0.19345368,1.18109431,0.00000000
