energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.20160080,7.14590299,0.28927092,0.00000000,0.05279244,4.76832298,3.73597257,2.90461692
-5.19559780,7.08057317,0.28500536,0.00000000,0.05234523,4.73461334,3.72255600,2.89019921
-5.18959480,7.01339282,0.28052135,0.00000000,0.05206951,4.70038075,3.71015469,2.87316643
-5.18359180,6.94506731,0.27587165,0.00000000,0.05197500,4.66580659,3.69899557,2.85355850
-5.17758879,6.87635972,0.27111550,0.00000000,0.05207303,4.63109051,3.68931737,2.83146485
-5.17158579,6.80808259,0.26631720,0.00000000,0.05237608,4.59645378,3.68136534,2.80702706
-5.16558279,6.74108521,0.26154435,0.00000000,0.05289713,4.56213990,3.67538305,2.78043937
-5.15957979,6.67623636,0.25686591,0.00000000,0.05364891,4.52841235,3.67160160,2.75194691
-5.15357679,6.61440282,0.25235012,0.00000000,0.05464316,4.49554932,3.67022654,2.72184161
-5.14757379,6.55642439,0.24806229,0.00000000,0.05588977,4.46383549,3.67142315,2.69045575
-5.14157079,6.50308617,0.24406272,0.00000000,0.05739603,4.43355128,3.67530091,2.65815351
-5.13556778,6.45508932,0.24040466,0.00000000,0.05916581,4.40496005,3.68189795,2.62532058
-5.12956478,6.41302158,0.23713260,0.00000000,0.06119893,4.37829409,3.69116669,2.59235232
-5.12356178,6.37732911,0.23428073,0.00000000,0.06349051,4.35373997,3.70296148,2.55964106
-5.11755878,6.34829096,0.23187187,0.00000000,0.06603059,4.33142447,3.71702927,2.52756286
-5.11155578,6.32599787,0.22991676,0.00000000,0.06880370,4.31140181,3.73300431,2.49646452
-5.10555278,6.31033658,0.22841385,0.00000000,0.07178884,4.29364315,3.75040740,2.46665132
-5.09954977,6.30098105,0.22734949,0.00000000,0.07495937,4.27802915,3.76865024,2.43837614
-5.09354677,6.29739128,0.22669867,0.00000000,0.07828334,4.26434636,3.78704521,2.41183058
-5.08754377,6.29882057,0.22642607,0.00000000,0.08172383,4.25228777,3.80482039,2.38713836
-5.08154077,6.30433135,0.22648760,0.00000000,0.08523958,4.24145799,3.82113959,2.36435162
-5.07553777,6.31281948,0.22683218,0.00000000,0.08878582,4.23138298,3.83512683,2.34345027
-5.06953477,6.32304638,0.22740382,0.00000000,0.09231519,4.22152423,3.84589423,2.32434446
-5.06353177,6.33367826,0.22814374,0.00000000,0.09577894,4.21129694,3.85257250,2.30688032
-5.05752876,6.34333083,0.22899265,0.00000000,0.09912814,4.20009153,3.85434262,2.29084856
-5.05152576,6.35061821,0.22989290,0.00000000,0.10231508,4.18729776,3.85046745,2.27599585
-5.04552276,6.35420379,0.23079049,0.00000000,0.10529465,4.17233025,3.84032195,2.26203834
-5.03951976,6.35285136,0.23163689,0.00000000,0.10802573,4.15465460,3.82342061,2.24867674
-5.03351676,6.34547413,0.23239050,0.00000000,0.11047256,4.13381270,3.79944106,2.23561242
-5.02751376,6.33117961,0.23301770,0.00000000,0.11260593,4.10944618,3.76824254,2.22256365
-5.02151076,6.30930847,0.23349363,0.00000000,0.11440423,4.08131688,3.72987861,2.20928120
-5.01550775,6.27946546,0.23380240,0.00000000,0.11585426,4.04932334,3.68460341,2.19556270
-5.00950475,6.24154090,0.23393693,0.00000000,0.11695174,4.01351241,3.63287111,2.18126482
-5.00350175,6.19572174,0.23389844,0.00000000,0.11770154,3.97408528,3.57532848,2.16631282
-4.99749875,6.14249128,0.23369548,0.00000000,0.11811754,3.93139753,3.51280077,2.15070684
-4.99149575,6.08261737,0.23334276,0.00000000,0.11822211,3.88595284,3.44627139,2.13452454
-4.98549275,6.01712916,0.23285967,0.00000000,0.11804528,3.83839051,3.37685585,2.11791993
-4.97948974,5.94728313,0.23226873,0.00000000,0.11762358,3.78946693,3.30577096,2.10111820
-4.97348674,5.87451926,0.23159389,0.00000000,0.11699856,3.74003148,3.23430026,2.08440684
-4.96748374,5.80040897,0.23085890,0.00000000,0.11621511,3.69099771,3.16375652,2.06812315
-4.96148074,5.72659641,0.23008575,0.00000000,0.11531960,3.64331062,3.09544275,2.05263866
-4.95547774,5.65473537,0.22929322,0.00000000,0.11435793,3.59791110,3.03061272,2.03834112
-4.94947474,5.58642388,0.22849570,0.00000000,0.11337359,3.55569898,2.97043217,2.02561464
-4.94347174,5.52313904,0.22770221,0.00000000,0.11240582,3.51749573,2.91594195,2.01481895
-4.93746873,5.46617449,0.22691570,0.00000000,0.11148790,3.48400857,2.86802419,2.00626846
-4.93146573,5.41658300,0.22613264,0.00000000,0.11064577,3.45579709,2.82737245,2.00021231
-4.92546273,5.37512639,0.22534292,0.00000000,0.10989682,3.43324406,2.79446699,1.99681600
-4.91945973,5.34223508,0.22452998,0.00000000,0.10924926,3.41653143,2.76955581,1.99614580
-4.91345673,5.31797890,0.22367123,0.00000000,0.10870172,3.40562297,2.75264242,1.99815646
-4.90745373,5.30205079,0.22273876,0.00000000,0.10824333,3.40025430,2.74348073,2.00268306
-4.90145073,5.29376435,0.22170017,0.00000000,0.10785431,3.39993113,2.74157751,2.00943748
-4.89544772,5.29206590,0.22051963,0.00000000,0.10750683,3.40393612,2.74620262,2.01800988
-4.88944472,5.29556088,0.21915911,0.00000000,0.10716632,3.41134445,2.75640705,2.02787537
-4.88344172,5.30255428,0.21757973,0.00000000,0.10679307,3.42104791,2.77104829,2.03840569
-4.87743872,5.31110379,0.21574312,0.00000000,0.10634406,3.43178686,2.78882260,2.04888584
-4.87143572,5.31908413,0.21361296,0.00000000,0.10577493,3.44218915,2.80830335,2.05853500
-4.86543272,5.32426025,0.21115644,0.00000000,0.10504205,3.45081471,2.82798423,2.06653114
-4.85942971,5.32436688,0.20834575,0.00000000,0.10410455,3.45620422,2.84632608,2.07203833
-4.85342671,5.31719135,0.20515950,0.00000000,0.10292622,3.45692999,2.86180569,2.07423583
-4.84742371,5.30065652,0.20158403,0.00000000,0.10147726,3.45164726,2.87296495,2.07234777
-4.84142071,5.27290043,0.19761461,0.00000000,0.09973574,3.43914362,2.87845843,2.06567211
-4.83541771,5.23234942,0.19325636,0.00000000,0.09768870,3.41838465,2.87709768,2.05360783
-4.82941471,5.17778172,0.18852501,0.00000000,0.09533295,3.38855391,2.86789043,2.03567912
-4.82341171,5.10837867,0.18344734,0.00000000,0.09267545,3.34908542,2.85007309,2.01155540
-4.81740870,5.02376147,0.17806124,0.00000000,0.08973326,3.29968727,2.82313532,1.98106655
-4.81140570,4.92401181,0.17241551,0.00000000,0.08653310,3.24035544,2.78683551,1.94421238
-4.80540270,4.80967544,0.16656914,0.00000000,0.08311062,3.17137704,2.74120659,1.90116614
-4.79939970,4.68174861,0.16059031,0.00000000,0.07950921,3.09332300,2.68655203,1.85227174
-4.79339670,4.54164794,0.15455498,0.00000000,0.07577870,3.00703036,2.62343209,1.79803496
-4.78739370,4.39116502,0.14854509,0.00000000,0.07197369,2.91357512,2.55264117,1.73910885
-4.78139070,4.23240782,0.14264654,0.00000000,0.06815185,2.81423681,2.47517717,1.67627407
-4.77538769,4.06773141,0.13694684,0.00000000,0.06437213,2.71045619,2.39220433,1.61041501
-4.76938469,3.89966097,0.13153272,0.00000000,0.06069294,2.60378817,2.30501132,1.54249262
-4.76338169,3.73081041,0.12648758,0.00000000,0.05717044,2.49585159,2.21496626,1.47351515
-4.75737869,3.56379978,0.12188905,0.00000000,0.05385692,2.38827833,2.12347077,1.40450792
-4.75137569,3.40117501,0.11780668,0.00000000,0.05079942,2.28266341,2.03191494,1.33648334
-4.74537269,3.24533279,0.11429983,0.00000000,0.04803851,2.18051819,1.94163493,1.27041232
-4.73936968,3.09845347,0.11141599,0.00000000,0.04560735,2.08322832,1.85387492,1.20719795
-4.73336668,2.96244414,0.10918941,0.00000000,0.04353102,1.99201777,1.76975463,1.14765251
-4.72736368,2.83889358,0.10764028,0.00000000,0.04182615,1.90792012,1.69024333,1.09247832
-4.72136068,2.72904019,0.10677439,0.00000000,0.04050075,1.83175765,1.61614110,1.04225301
-4.71535768,2.63375322,0.10658327,0.00000000,0.03955441,1.76412864,1.54806734,0.99741941
-4.70935468,2.55352735,0.10704488,0.00000000,0.03897865,1.70540278,1.48645653,0.95828029
-4.70335168,2.48848968,0.10812475,0.00000000,0.03875751,1.65572429,1.43156072,0.92499750
-4.69734867,2.43841811,0.10977748,0.00000000,0.03886832,1.61502198,1.38345795,0.89759562
-4.69134567,2.40276936,0.11194864,0.00000000,0.03928261,1.58302545,1.34206571,0.87596927
-4.68534267,2.38071490,0.11457677,0.00000000,0.03996713,1.55928605,1.30715824,0.85989382
-4.67933967,2.37118265,0.11759558,0.00000000,0.04088487,1.54320165,1.27838660,0.84903870
-4.67333667,2.37290234,0.12093611,0.00000000,0.04199624,1.53404374,1.25530026,0.84298266
-4.66733367,2.38445257,0.12452881,0.00000000,0.04326005,1.53098567,1.23736923,0.84123030
-4.66133067,2.40430756,0.12830539,0.00000000,0.04463461,1.53313092,1.22400566,0.84322921
-4.65532766,2.43088197,0.13220041,0.00000000,0.04607867,1.53954030,1.21458417,0.84838703
-4.64932466,2.46257242,0.13615248,0.00000000,0.04755228,1.54925736,1.20846040,0.85608800
-4.64332166,2.49779465,0.14010519,0.00000000,0.04901751,1.56133118,1.20498725,0.86570849
-4.63731866,2.53501565,0.14400749,0.00000000,0.05043912,1.57483635,1.20352875,0.87663113
-4.63131566,2.57278036,0.14781387,0.00000000,0.05178499,1.58888968,1.20347144,0.88825733
-4.62531266,2.60973302,0.15148407,0.00000000,0.05302655,1.60266385,1.20423350,0.90001811
-4.61930965,2.64463335,0.15498261,0.00000000,0.05413893,1.61539795,1.20527181,0.91138307
-4.61330665,2.67636809,0.15827805,0.00000000,0.05510116,1.62640528,1.20608734,0.92186764
-4.60730365,2.70395854,0.16134226,0.00000000,0.05589614,1.63507886,1.20622910,0.93103866
-4.60130065,2.72656483,0.16414953,0.00000000,0.05651061,1.64089486,1.20529709,0.93851848
-4.59529765,2.74348768,0.16667594,0.00000000,0.05693504,1.64341459,1.20294461,0.94398768
-4.58929465,2.75416829,0.16889872,0.00000000,0.05716343,1.64228535,1.19887991,0.94718675
-4.58329165,2.75818703,0.17079596,0.00000000,0.05719313,1.63724043,1.19286768,0.94791664
-4.57728864,2.75526126,0.17234653,0.00000000,0.05702464,1.62809855,1.18473009,0.94603861
-4.57128564,2.74524259,0.17353032,0.00000000,0.05666138,1.61476288,1.17434764,0.94147326
-4.56528264,2.72811368,0.17432874,0.00000000,0.05610947,1.59721960,1.16165950,0.93419893
-4.55927964,2.70398437,0.17472544,0.00000000,0.05537753,1.57553600,1.14666327,0.92424952
-4.55327664,2.67308708,0.17470732,0.00000000,0.05447646,1.54985784,1.12941405,0.91171159
-4.54727364,2.63577092,0.17426553,0.00000000,0.05341920,1.52040594,1.11002240,0.89672083
-4.54127064,2.59249432,0.17339659,0.00000000,0.05222054,1.48747156,1.08865125,0.87945791
-4.53526763,2.54381576,0.17210339,0.00000000,0.05089686,1.45141054,1.06551146,0.86014347
-4.52926463,2.49038220,0.17039604,0.00000000,0.04946585,1.41263588,1.04085609,0.83903251
-4.52326163,2.43291523,0.16829248,0.00000000,0.04794625,1.37160875,1.01497325,0.81640795
-4.51725863,2.37219482,0.16581877,0.00000000,0.04635749,1.32882793,0.98817781,0.79257366
-4.51125563,2.30904084,0.16300899,0.00000000,0.04471934,1.28481776,0.96080206,0.76784687
-4.50525263,2.24429286,0.15990474,0.00000000,0.04305151,1.24011494,0.93318564,0.74255026
-4.49924962,2.17878876,0.15655432,0.00000000,0.04137329,1.19525452,0.90566508,0.71700399
-4.49324662,2.11334283,0.15301141,0.00000000,0.03970309,1.15075551,0.87856342,0.69151771
-4.48724362,2.04872445,0.14933358,0.00000000,0.03805805,1.10710674,0.85218029,0.66638314
-4.48124062,1.98563806,0.14558045,0.00000000,0.03645366,1.06475353,0.82678290,0.64186720
-4.47523762,1.92470551,0.14181182,0.00000000,0.03490344,1.02408574,0.80259846,0.61820628
-4.46923462,1.86645164,0.13808562,0.00000000,0.03341866,0.98542788,0.77980827,0.59560155
-4.46323162,1.81129376,0.13445606,0.00000000,0.03200812,0.94903157,0.75854377,0.57421586
-4.45722861,1.75953573,0.13097189,0.00000000,0.03067807,0.91507093,0.73888491,0.55417208
-4.45122561,1.71136672,0.12767484,0.00000000,0.02943215,0.88364092,0.72086071,0.53555306
-4.44522261,1.66686490,0.12459856,0.00000000,0.02827151,0.85475893,0.70445210,0.51840317
-4.43921961,1.62600568,0.12176773,0.00000000,0.02719497,0.82836926,0.68959686,0.50273124
-4.43321661,1.58867410,0.11919777,0.00000000,0.02619927,0.80435050,0.67619631,0.48851477
-4.42721361,1.55468048,0.11689483,0.00000000,0.02527942,0.78252516,0.66412347,0.47570511
-4.42121061,1.52377855,0.11485623,0.00000000,0.02442908,0.76267122,0.65323219,0.46423328
-4.41520760,1.49568488,0.11307125,0.00000000,0.02364096,0.74453478,0.64336675,0.45401611
-4.40920460,1.47009853,0.11152219,0.00000000,0.02290731,0.72784342,0.63437135,0.44496231
-4.40320160,1.44671979,0.11018566,0.00000000,0.02222030,0.71231924,0.62609909,0.43697822
-4.39719860,1.42526696,0.10903404,0.00000000,0.02157243,0.69769128,0.61841975,0.42997276
-4.39119560,1.40549028,0.10803695,0.00000000,0.02095691,0.68370656,0.61122622,0.42386153
-4.38519260,1.38718237,0.10716272,0.00000000,0.02036786,0.67013924,0.60443893,0.41856970
-4.37918959,1.37018455,0.10637979,0.00000000,0.01980063,0.65679769,0.59800840,0.41403370
-4.37318659,1.35438912,0.10565788,0.00000000,0.01925181,0.64352920,0.59191552,0.41020168
-4.36718359,1.33973739,0.10496907,0.00000000,0.01871935,0.63022223,0.58616972,0.40703265
-4.36118059,1.32621397,0.10428851,0.00000000,0.01820247,0.61680626,0.58080533,0.40449471
-4.35517759,1.31383783,0.10359498,0.00000000,0.01770157,0.60324961,0.57587602,0.40256225
-4.34917459,1.30265075,0.10287114,0.00000000,0.01721800,0.58955528,0.57144815,0.40121267
-4.34317159,1.29270429,0.10210355,0.00000000,0.01675389,0.57575544,0.56759312,0.40042262
-4.33716858,1.28404589,0.10128250,0.00000000,0.01631184,0.56190481,0.56437942,0.40016435
-4.33116558,1.27670543,0.10040163,0.00000000,0.01589464,0.54807357,0.56186474,0.40040215
-4.32516258,1.27068289,0.09945740,0.00000000,0.01550498,0.53434013,0.56008885,0.40108947
-4.31915958,1.26593810,0.09844855,0.00000000,0.01514519,0.52078427,0.55906750,0.40216669
-4.31315658,1.26238330,0.09737545,0.00000000,0.01481700,0.50748096,0.55878788,0.40355988
-4.30715358,1.25987891,0.09623947,0.00000000,0.01452132,0.49449523,0.55920584,0.40518062
