energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.92796398,1.64106694,-1.64106696,0.90910985,-0.90910987,0.36929230,-0.36929230,0.00687406,-0.00687406,0.46334568,-0.46334569,0.00724505,-0.00724505,0.49704060,-0.49704061,0.21906987,-0.21906987,0.08008780,-0.08008780
-5.92196098,1.54311825,-1.54311826,0.83123432,-0.83123434,0.35686963,-0.35686963,0.00674133,-0.00674133,0.43784475,-0.43784475,0.00753206,-0.00753206,0.46269717,-0.46269718,0.20107276,-0.20107276,0.07556619,-0.07556619
-5.91595798,1.45808447,-1.45808448,0.75984403,-0.75984405,0.34746056,-0.34746056,0.00657980,-0.00657980,0.41542946,-0.41542947,0.00788151,-0.00788151,0.43293131,-0.43293132,0.18534175,-0.18534175,0.07170069,-0.07170069
-5.90995498,1.38662366,-1.38662366,0.69543032,-0.69543034,0.34110959,-0.34110959,0.00639493,-0.00639493,0.39624385,-0.39624385,0.00829866,-0.00829866,0.40801939,-0.40801939,0.17201043,-0.17201044,0.06854540,-0.06854539
-5.90395198,1.32924863,-1.32924862,0.63835539,-0.63835540,0.33784023,-0.33784022,0.00619301,-0.00619301,0.38038683,-0.38038683,0.00878903,-0.00878903,0.38819447,-0.38819447,0.16118839,-0.16118839,0.06614938,-0.06614938
-5.89794897,1.28635035,-1.28635034,0.58886379,-0.58886380,0.33766134,-0.33766133,0.00598105,-0.00598105,0.36791850,-0.36791849,0.00935849,-0.00935849,0.37365359,-0.37365359,0.15296480,-0.15296480,0.06455759,-0.06455759
-5.89194597,1.25822068,-1.25822066,0.54709539,-0.54709540,0.34057300,-0.34057299,0.00576652,-0.00576652,0.35886665,-0.35886665,0.01001331,-0.01001331,0.36456450,-0.36456449,0.14741190,-0.14741190,0.06381157,-0.06381157
-5.88594297,1.24507262,-1.24507260,0.51309875,-0.51309875,0.34657136,-0.34657134,0.00555723,-0.00555723,0.35323312,-0.35323311,0.01076012,-0.01076012,0.36107110,-0.36107109,0.14458782,-0.14458782,0.06395000,-0.06395000
-5.87993997,1.24705647,-1.24705644,0.48684405,-0.48684405,0.35565231,-0.35565229,0.00536113,-0.00536113,0.35099948,-0.35099947,0.01160590,-0.01160590,0.36329718,-0.36329717,0.14453869,-0.14453869,0.06500883,-0.06500883
-5.87393697,1.26427060,-1.26427056,0.46823479,-0.46823479,0.36781358,-0.36781357,0.00518604,-0.00518604,0.35213172,-0.35213171,0.01255783,-0.01255783,0.37134802,-0.37134801,0.14729970,-0.14729970,0.06702118,-0.06702118
-5.86793397,1.29676577,-1.29676573,0.45711756,-0.45711756,0.38305506,-0.38305504,0.00503953,-0.00503953,0.35658357,-0.35658355,0.01362312,-0.01362312,0.38530956,-0.38530956,0.15289516,-0.15289515,0.07001674,-0.07001674
-5.86193097,1.34454244,-1.34454239,0.45328948,-0.45328948,0.40137710,-0.40137707,0.00492865,-0.00492865,0.36429821,-0.36429819,0.01480875,-0.01480875,0.40524508,-0.40524507,0.16133731,-0.16133731,0.07402082,-0.07402082
-5.85592796,1.40754091,-1.40754085,0.45650309,-0.45650308,0.42277697,-0.42277694,0.00485980,-0.00485980,0.37520827,-0.37520825,0.01612113,-0.01612113,0.43118939,-0.43118938,0.17262418,-0.17262418,0.07905304,-0.07905304
-5.84992496,1.48562467,-1.48562460,0.46646856,-0.46646855,0.44724337,-0.44724335,0.00483848,-0.00483848,0.38923409,-0.38923407,0.01756566,-0.01756566,0.46314082,-0.46314081,0.18673633,-0.18673632,0.08512566,-0.08512565
-5.84392196,1.57855777,-1.57855770,0.48285363,-0.48285361,0.47474933,-0.47474931,0.00486920,-0.00486920,0.40628037,-0.40628034,0.01914627,-0.01914627,0.50105136,-0.50105134,0.20363285,-0.20363284,0.09224164,-0.09224164
-5.83791896,1.68597766,-1.68597759,0.50528132,-0.50528131,0.50524379,-0.50524376,0.00495532,-0.00495532,0.42623143,-0.42623140,0.02086490,-0.02086490,0.54481548,-0.54481546,0.22324685,-0.22324685,0.10039264,-0.10039264
-5.83191596,1.80736516,-1.80736507,0.53332638,-0.53332636,0.53864234,-0.53864231,0.00509892,-0.00509892,0.44894556,-0.44894553,0.02272098,-0.02272098,0.59425840,-0.59425838,0.24548069,-0.24548068,0.10955684,-0.10955684
-5.82591296,1.94201378,-1.94201369,0.56651074,-0.56651072,0.57481782,-0.57481778,0.00530072,-0.00530072,0.47424880,-0.47424877,0.02471083,-0.02471083,0.64912447,-0.64912445,0.27020126,-0.27020125,0.11969699,-0.11969699
-5.81990995,2.08900077,-2.08900067,0.60429918,-0.60429916,0.61359118,-0.61359114,0.00556002,-0.00556002,0.50192875,-0.50192871,0.02682722,-0.02682722,0.70906663,-0.70906661,0.29723589,-0.29723588,0.13075860,-0.13075860
-5.81390695,2.24716231,-2.24716220,0.64609560,-0.64609557,0.65472355,-0.65472351,0.00587467,-0.00587467,0.53172902,-0.53172899,0.02905893,-0.02905893,0.77363773,-0.77363771,0.32636897,-0.32636895,0.14266858,-0.14266858
-5.80790395,2.41507538,-2.41507527,0.69124104,-0.69124101,0.69791003,-0.69790999,0.00624107,-0.00624107,0.56334498,-0.56334494,0.03139042,-0.03139042,0.84228456,-0.84228453,0.35733983,-0.35733981,0.15533430,-0.15533429
-5.80190095,2.59104846,-2.59104835,0.73901397,-0.73901394,0.74277591,-0.74277587,0.00665418,-0.00665418,0.59642113,-0.59642110,0.03380166,-0.03380166,0.91434530,-0.91434527,0.38984213,-0.38984211,0.16864334,-0.16864333
-5.79589795,2.77312293,-2.77312282,0.78863352,-0.78863349,0.78887578,-0.78887574,0.00710767,-0.00710767,0.63055094,-0.63055090,0.03626815,-0.03626815,0.98905112,-0.98905109,0.42352497,-0.42352495,0.18246391,-0.18246390
-5.78989495,2.95908663,-2.95908652,0.83926606,-0.83926603,0.83569607,-0.83569602,0.00759391,-0.00759391,0.66527911,-0.66527908,0.03876103,-0.03876103,1.06553215,-1.06553212,0.45799587,-0.45799586,0.19664604,-0.19664604
-5.78389195,3.14650014,-3.14650002,0.89003531,-0.89003529,0.88266103,-0.88266099,0.00810423,-0.00810423,0.70010686,-0.70010682,0.04124754,-0.04124754,1.14282814,-1.14282811,0.49282575,-0.49282574,0.21102354,-0.21102354
-5.77788894,3.33273586,-3.33273575,0.94003608,-0.94003605,0.92914241,-0.92914237,0.00862903,-0.00862903,0.73449995,-0.73449991,0.04369156,-0.04369155,1.21990375,-1.21990372,0.52755576,-0.52755574,0.22541671,-0.22541671
-5.77188594,3.51502918,-3.51502907,0.98835113,-0.98835111,0.97447236,-0.97447232,0.00915799,-0.00915799,0.76789954,-0.76789951,0.04605437,-0.04605437,1.29566811,-1.29566808,0.56170587,-0.56170585,0.23963577,-0.23963576
-5.76588294,3.69054004,-3.69053994,1.03407100,-1.03407097,1.01795945,-1.01795941,0.00968036,-0.00968036,0.79973543,-0.79973540,0.04829566,-0.04829566,1.36899811,-1.36899808,0.59478494,-0.59478492,0.25348483,-0.25348482
-5.75987994,3.85642288,-3.85642279,1.07631568,-1.07631566,1.05890689,-1.05890685,0.01018518,-0.01018518,0.82944115,-0.82944113,0.05037457,-0.05037457,1.43876454,-1.43876451,0.62630192,-0.62630191,0.26676636,-0.26676635
-5.75387694,4.00990198,-4.00990189,1.11425763,-1.11425761,1.09663245,-1.09663242,0.01066157,-0.01066157,0.85647042,-0.85647040,0.05225094,-0.05225094,1.50386025,-1.50386022,0.65577771,-0.65577770,0.27928589,-0.27928589
-5.74787394,4.14834903,-4.14834895,1.14714478,-1.14714477,1.13048900,-1.13048897,0.01109901,-0.01109901,0.88031401,-0.88031399,0.05388649,-0.05388649,1.56322894,-1.56322892,0.68275720,-0.68275719,0.29085682,-0.29085682
-5.74187094,4.26935946,-4.26935939,1.17432270,-1.17432269,1.15988475,-1.15988472,0.01148764,-0.01148764,0.90051634,-0.90051633,0.05524615,-0.05524615,1.61589355,-1.61589353,0.70682105,-0.70682104,0.30130511,-0.30130511
-5.73586793,4.37082390,-4.37082385,1.19525458,-1.19525458,1.18430223,-1.18430221,0.01181853,-0.01181853,0.91669094,-0.91669094,0.05629920,-0.05629920,1.66098292,-1.66098290,0.72759659,-0.72759657,0.31047365,-0.31047365
-5.72986493,4.45099148,-4.45099144,1.20953830,-1.20953830,1.20331509,-1.20331507,0.01208390,-0.01208390,0.92853392,-0.92853392,0.05702034,-0.05702034,1.69775555,-1.69775553,0.74476743,-0.74476741,0.31822617,-0.31822616
-5.72386193,4.50852188,-4.50852186,1.21691936,-1.21691937,1.21660186,-1.21660185,0.01227740,-0.01227740,0.93583479,-0.93583479,0.05739066,-0.05739066,1.72561944,-1.72561942,0.75808138,-0.75808137,0.32445046,-0.32445046
-5.71785893,4.54252388,-4.54252387,1.21729923,-1.21729924,1.22395602,-1.22395601,0.01239422,-0.01239422,0.93848413,-0.93848414,0.05739829,-0.05739829,1.74414709,-1.74414707,0.76735631,-0.76735630,0.32906087,-0.32906087
-5.71185593,4.55257839,-4.55257839,1.21073847,-1.21073848,1.22529193,-1.22529193,0.01243127,-0.01243127,0.93647755,-0.93647756,0.05703888,-0.05703888,1.75308521,-1.75308520,0.77248373,-0.77248371,0.33199991,-0.33199991
-5.70585293,4.53874532,-4.53874534,1.19745444,-1.19745446,1.22064637,-1.22064638,0.01238726,-0.01238726,0.92991580,-0.92991582,0.05631579,-0.05631580,1.75235859,-1.75235858,0.77342999,-0.77342998,0.33323896,-0.33323895
-5.69984992,4.50155404,-4.50155407,1.17781370,-1.17781372,1.21017571,-1.21017572,0.01226270,-0.01226270,0.91900110,-0.91900112,0.05524004,-0.05524004,1.74206828,-1.74206827,0.77023525,-0.77023524,0.33277809,-0.33277809
-5.69384692,4.44197810,-4.44197814,1.15231921,-1.15231923,1.19414880,-1.19414881,0.01205989,-0.01205989,0.90402970,-0.90402973,0.05382992,-0.05382992,1.72248420,-1.72248420,0.76301003,-0.76301002,0.33064511,-0.33064511
-5.68784392,4.36139594,-4.36139600,1.12159316,-1.12159319,1.17293627,-1.17293628,0.01178280,-0.01178280,0.88538122,-0.88538125,0.05211040,-0.05211040,1.69403278,-1.69403278,0.75192997,-0.75192996,0.32689371,-0.32689371
-5.68184092,4.26153949,-4.26153956,1.08635595,-1.08635598,1.14699653,-1.14699655,0.01143702,-0.01143702,0.86350512,-0.86350515,0.05011236,-0.05011236,1.65728028,-1.65728029,0.73722881,-0.73722881,0.32160112,-0.32160112
-5.67583792,4.14443340,-4.14443348,1.04740231,-1.04740234,1.11685946,-1.11685948,0.01102947,-0.01102947,0.83890511,-0.83890514,0.04787152,-0.04787152,1.61291274,-1.61291275,0.71919013,-0.71919013,0.31486521,-0.31486521
-5.66983492,4.01232787,-4.01232796,1.00557563,-1.00557567,1.08310840,-1.08310842,0.01056827,-0.01056827,0.81212209,-0.81212213,0.04542734,-0.04542734,1.56171353,-1.56171354,0.69813824,-0.69813824,0.30680121,-0.30680121
-5.66383192,3.86762812,-3.86762821,0.96174155,-0.96174159,1.04636142,-1.04636145,0.01006247,-0.01006247,0.78371646,-0.78371650,0.04282181,-0.04282181,1.50453959,-1.50453961,0.67442862,-0.67442862,0.29753827,-0.29753827
-5.65782891,3.71282354,-3.71282364,0.91676182,-0.91676185,1.00725266,-1.00725269,0.00952181,-0.00952181,0.75425048,-0.75425051,0.04009819,-0.04009819,1.44229736,-1.44229738,0.64843830,-0.64843830,0.28721600,-0.28721600
-5.65182591,3.55041935,-3.55041945,0.87146948,-0.87146952,0.96641438,-0.96641441,0.00895645,-0.00895645,0.72427146,-0.72427150,0.03729981,-0.03729981,1.37591932,-1.37591935,0.62055666,-0.62055667,0.27598105,-0.27598106
-5.64582291,3.38287322,-3.38287332,0.82664633,-0.82664636,0.92446052,-0.92446055,0.00837671,-0.00837671,0.69429640,-0.69429644,0.03446892,-0.03446892,1.30634206,-1.30634208,0.59117681,-0.59117681,0.26398388,-0.26398388
-5.63981991,3.21253887,-3.21253897,0.78300322,-0.78300325,0.88197222,-0.88197225,0.00779287,-0.00779287,0.66479847,-0.66479850,0.03164567,-0.03164567,1.23448639,-1.23448642,0.56068783,-0.56068783,0.25137582,-0.25137582
-5.63381691,3.04161813,-3.04161823,0.74116401,-0.74116403,0.83948568,-0.83948571,0.00721491,-0.00721491,0.63619590,-0.63619593,0.02886720,-0.02886720,1.16124015,-1.16124017,0.52946813,-0.52946813,0.23830644,-0.23830645
-5.62781391,2.87212242,-2.87212252,0.70165335,-0.70165337,0.79748261,-0.79748264,0.00665237,-0.00665237,0.60884349,-0.60884352,0.02616700,-0.02616700,1.08744382,-1.08744384,0.49787985,-0.49787986,0.22492135,-0.22492136
-5.62181091,2.70584400,-2.70584409,0.66488866,-0.66488868,0.75638333,-0.75638336,0.00611413,-0.00611413,0.58302681,-0.58302683,0.02357430,-0.02357430,1.01387921,-1.01387924,0.46626445,-0.46626445,0.21136023,-0.21136023
-5.61580790,2.54433699,-2.54433708,0.63117622,-0.63117624,0.71654258,-0.71654260,0.00560836,-0.00560836,0.55895915,-0.55895918,0.02111380,-0.02111380,0.94126107,-0.94126110,0.43493928,-0.43493929,0.19775533,-0.19775533
-5.60980490,2.38890762,-2.38890771,0.60071122,-0.60071124,0.67824773,-0.67824775,0.00514238,-0.00514238,0.53678124,-0.53678126,0.01880549,-0.01880549,0.87023142,-0.87023145,0.40419525,-0.40419526,0.18423025,-0.18423026
-5.60380190,2.24061281,-2.24061290,0.57358153,-0.57358154,0.64171934,-0.64171937,0.00472261,-0.00472261,0.51656328,-0.51656330,0.01666464,-0.01666464,0.80135639,-0.80135642,0.37429521,-0.37429522,0.17089902,-0.17089902
-5.59779890,2.10026613,-2.10026620,0.54977472,-0.54977473,0.60711368,-0.60711370,0.00435454,-0.00435454,0.49830930,-0.49830931,0.01470199,-0.01470199,0.73512516,-0.73512519,0.34547306,-0.34547307,0.15786535,-0.15786536
-5.59179590,1.96844969,-1.96844976,0.52918781,-0.52918782,0.57452684,-0.57452686,0.00404271,-0.00404271,0.48196329,-0.48196331,0.01292402,-0.01292402,0.67195057,-0.67195060,0.31793342,-0.31793343,0.14522223,-0.14522224
-5.58579290,1.84553092,-1.84553099,0.51163924,-0.51163925,0.54400019,-0.54400021,0.00379073,-0.00379073,0.46741692,-0.46741693,0.01133329,-0.01133329,0.61217111,-0.61217114,0.29185160,-0.29185161,0.13305155,-0.13305155
-5.57978989,1.73168264,-1.73168270,0.49688227,-0.49688227,0.51552678,-0.51552680,0.00360125,-0.00360125,0.45451824,-0.45451825,0.00992892,-0.00992892,0.55605382,-0.55605385,0.26737389,-0.26737390,0.12142393,-0.12142393
-5.57378689,1.62690541,-1.62690547,0.48461941,-0.48461941,0.48905832,-0.48905834,0.00347603,-0.00347603,0.44308116,-0.44308117,0.00870702,-0.00870702,0.50379786,-0.50379788,0.24461795,-0.24461796,0.11039866,-0.11039867
-5.56778389,1.53105095,-1.53105100,0.47451710,-0.47451710,0.46451248,-0.46451250,0.00341593,-0.00341593,0.43289525,-0.43289526,0.00766119,-0.00766119,0.45553845,-0.45553847,0.22367331,-0.22367331,0.10002375,-0.10002376
-5.56178089,1.44384561,-1.44384566,0.46622015,-0.46622016,0.44178021,-0.44178022,0.00342089,-0.00342089,0.42373535,-0.42373535,0.00678301,-0.00678301,0.41135103,-0.41135105,0.20460193,-0.20460194,0.09033602,-0.09033603
-5.55577789,1.36491329,-1.36491334,0.45936542,-0.45936543,0.42073279,-0.42073280,0.00349002,-0.00349002,0.41537087,-0.41537088,0.00606246,-0.00606246,0.37125543,-0.37125545,0.18743880,-0.18743881,0.08136139,-0.08136140
-5.54977489,1.29379688,-1.29379693,0.45359427,-0.45359427,0.40122857,-0.40122858,0.00362152,-0.00362152,0.40757436,-0.40757437,0.00548830,-0.00548830,0.33522012,-0.33522014,0.17219256,-0.17219257,0.07311517,-0.07311518
-5.54377189,1.22997810,-1.22997814,0.44856343,-0.44856344,0.38311897,-0.38311898,0.00381277,-0.00381277,0.40012901,-0.40012902,0.00504848,-0.00504848,0.30316640,-0.30316642,0.15884630,-0.15884631,0.06560255,-0.06560255
-5.53776888,1.17289517,-1.17289521,0.44395420,-0.44395420,0.36625391,-0.36625392,0.00406025,-0.00406025,0.39283508,-0.39283509,0.00473042,-0.00473042,0.27497257,-0.27497259,0.14735846,-0.14735847,0.05881913,-0.05881914
-5.53176588,1.12195846,-1.12195850,0.43947945,-0.43947946,0.35048633,-0.35048634,0.00435960,-0.00435960,0.38551500,-0.38551501,0.00452122,-0.00452122,0.25047826,-0.25047828,0.13766396,-0.13766396,0.05275169,-0.05275169
-5.52576288,1.07656388,-1.07656392,0.43488887,-0.43488888,0.33567600,-0.33567601,0.00470565,-0.00470565,0.37801704,-0.37801705,0.00440791,-0.00440791,0.22948878,-0.22948879,0.12967560,-0.12967560,0.04737893,-0.04737893
-5.51975988,1.03610424,-1.03610428,0.42997199,-0.42997200,0.32169235,-0.32169236,0.00509241,-0.00509241,0.37021764,-0.37021765,0.00437760,-0.00437760,0.21177968,-0.21177969,0.12328582,-0.12328582,0.04267249,-0.04267250
-5.51375688,0.99997888,-0.99997892,0.42455952,-0.42455953,0.30841659,-0.30841660,0.00551316,-0.00551316,0.36202240,-0.36202242,0.00441758,-0.00441758,0.19710158,-0.19710159,0.11836874,-0.11836875,0.03859802,-0.03859802
-5.50775388,0.96760160,-0.96760163,0.41852296,-0.41852297,0.29574305,-0.29574306,0.00596053,-0.00596053,0.35336583,-0.35336584,0.00451545,-0.00451545,0.18518523,-0.18518524,0.11478267,-0.11478268,0.03511629,-0.03511629
-5.50175088,0.93840745,-0.93840748,0.41177281,-0.41177283,0.28357977,-0.28357978,0.00642661,-0.00642661,0.34420999,-0.34421001,0.00465918,-0.00465918,0.17574685,-0.17574686,0.11237292,-0.11237293,0.03218454,-0.03218455
-5.49574787,0.91185855,-0.91185859,0.40425573,-0.40425574,0.27184863,-0.27184864,0.00690309,-0.00690309,0.33454239,-0.33454240,0.00483721,-0.00483721,0.16849374,-0.16849375,0.11097501,-0.11097501,0.02975776,-0.02975776
-5.48974487,0.88744930,-0.88744933,0.39595083,-0.39595085,0.26048494,-0.26048495,0.00738144,-0.00738144,0.32437302,-0.32437304,0.00503847,-0.00503847,0.16313009,-0.16313010,0.11041817,-0.11041817,0.02779006,-0.02779006
-5.48374187,0.86471119,-0.86471123,0.38686564,-0.38686566,0.24943674,-0.24943676,0.00785311,-0.00785311,0.31373119,-0.31373121,0.00525253,-0.00525253,0.15936292,-0.15936293,0.11052910,-0.11052910,0.02623604,-0.02623604
-5.47773887,0.84321752,-0.84321756,0.37703181,-0.37703183,0.23866387,-0.23866389,0.00830977,-0.00830977,0.30266195,-0.30266197,0.00546961,-0.00546961,0.15690806,-0.15690806,0.11113587,-0.11113587,0.02505215,-0.02505215
-5.47173587,0.82258806,-0.82258809,0.36650097,-0.36650099,0.22813696,-0.22813697,0.00874356,-0.00874356,0.29122268,-0.29122270,0.00568071,-0.00568071,0.15549605,-0.15549605,0.11207185,-0.11207185,0.02419800,-0.02419800
-5.46573287,0.80249371,-0.80249374,0.35534092,-0.35534095,0.21783639,-0.21783640,0.00914732,-0.00914732,0.27947978,-0.27947980,0.00587769,-0.00587769,0.15487778,-0.15487778,0.11317966,-0.11317966,0.02363751,-0.02363751
-5.45972986,0.78266121,-0.78266124,0.34363234,-0.34363236,0.20775140,-0.20775141,0.00951487,-0.00951487,0.26750572,-0.26750574,0.00605333,-0.00605333,0.15482979,-0.15482979,0.11431480,-0.11431480,0.02334004,-0.02334004
-5.45372686,0.76287763,-0.76287766,0.33146599,-0.33146601,0.19787925,-0.19787926,0.00984122,-0.00984122,0.25537656,-0.25537657,0.00620146,-0.00620146,0.15515899,-0.15515899,0.11534912,-0.11534912,0.02328130,-0.02328130
-5.44772386,0.74299451,-0.74299454,0.31894063,-0.31894065,0.18822458,-0.18822459,0.01012280,-0.01012280,0.24316983,-0.24316985,0.00631701,-0.00631701,0.15570673,-0.15570673,0.11617371,-0.11617372,0.02344407,-0.02344407
-5.44172086,0.72293141,-0.72293144,0.30616144,-0.30616146,0.17879898,-0.17879899,0.01035761,-0.01035761,0.23096311,-0.23096313,0.00639611,-0.00639611,0.15635208,-0.15635208,0.11670144,-0.11670144,0.02381875,-0.02381875
-5.43571786,0.70267849,-0.70267852,0.29323895,-0.29323897,0.16962060,-0.16962061,0.01054538,-0.01054538,0.21883286,-0.21883288,0.00643610,-0.00643610,0.15701408,-0.15701408,0.11686867,-0.11686867,0.02440363,-0.02440363
-5.42971486,0.68229787,-0.68229790,0.28028841,-0.28028843,0.16071396,-0.16071397,0.01068756,-0.01068756,0.20685385,-0.20685386,0.00643558,-0.00643558,0.15765307,-0.15765307,0.11663641,-0.11663641,0.02520492,-0.02520492
-5.42371186,0.66192349,-0.66192352,0.26742926,-0.26742927,0.15210975,-0.15210976,0.01078737,-0.01078737,0.19509870,-0.19509871,0.00639440,-0.00639440,0.15827090,-0.15827090,0.11599074,-0.11599074,0.02623653,-0.02623653
-5.41770885,0.64175916,-0.64175919,0.25478478,-0.25478480,0.14384468,-0.14384469,0.01084970,-0.01084970,0.18363783,-0.18363784,0.00631364,-0.00631364,0.15890995,-0.15890995,0.11494237,-0.11494237,0.02751952,-0.02751952
-5.41170585,0.62207468,-0.62207470,0.24248164,-0.24248165,0.13596120,-0.13596121,0.01088094,-0.01088094,0.17253937,-0.17253938,0.00619553,-0.00619553,0.15965113,-0.15965113,0.11352557,-0.11352557,0.02908131,-0.02908131
-5.40570285,0.60319991,-0.60319993,0.23064914,-0.23064916,0.12850716,-0.12850717,0.01088879,-0.01088879,0.16186914,-0.16186915,0.00604339,-0.00604339,0.16061074,-0.16061074,0.11179636,-0.11179636,0.03095463,-0.03095463
-5.39969985,0.58551680,-0.58551682,0.21941830,-0.21941831,0.12153526,-0.12153527,0.01088194,-0.01088194,0.15169052,-0.15169054,0.00586149,-0.00586149,0.16193635,-0.16193635,0.10983009,-0.10983009,0.03317615,-0.03317615
-5.39369685,0.56944952,-0.56944953,0.20892037,-0.20892038,0.11510231,-0.11510232,0.01086975,-0.01086975,0.14206424,-0.14206425,0.00565490,-0.00565490,0.16380180,-0.16380180,0.10771847,-0.10771847,0.03578497,-0.03578497
-5.38769385,0.55545280,-0.55545282,0.19928510,-0.19928511,0.10926834,-0.10926835,0.01086187,-0.01086187,0.13304789,-0.13304790,0.00542940,-0.00542940,0.16640138,-0.16640138,0.10556615,-0.10556615,0.03882087,-0.03882087
-5.38169085,0.54399893,-0.54399894,0.19063847,-0.19063848,0.10409542,-0.10409542,0.01086779,-0.01086779,0.12469532,-0.12469533,0.00519121,-0.00519121,0.16994345,-0.16994345,0.10348709,-0.10348709,0.04232240,-0.04232240
-5.37568784,0.53556359,-0.53556360,0.18310013,-0.18310014,0.09964632,-0.09964633,0.01089649,-0.01089649,0.11705585,-0.11705586,0.00494689,-0.00494689,0.17464355,-0.17464354,0.10160065,-0.10160065,0.04632496,-0.04632496
-5.36968484,0.53061112,-0.53061113,0.17678059,-0.17678059,0.09598308,-0.09598309,0.01095596,-0.01095596,0.11017332,-0.11017332,0.00470312,-0.00470312,0.18071727,-0.18071727,0.10002771,-0.10002771,0.05085878,-0.05085878
-5.36368184,0.52957959,-0.52957960,0.17177815,-0.17177815,0.09316535,-0.09316536,0.01105288,-0.01105288,0.10408502,-0.10408503,0.00446655,-0.00446655,0.18837303,-0.18837302,0.09888680,-0.09888680,0.05594698,-0.05594698
-5.35767884,0.53286613,-0.53286613,0.16817592,-0.16817592,0.09124874,-0.09124874,0.01119221,-0.01119221,0.09882072,-0.09882073,0.00424359,-0.00424359,0.19780485,-0.19780484,0.09829050,-0.09829051,0.06160374,-0.06160374
-5.35167584,0.54081295,-0.54081295,0.16603885,-0.16603885,0.09028310,-0.09028310,0.01137698,-0.01137698,0.09440159,-0.09440159,0.00404031,-0.00404031,0.20918543,-0.20918543,0.09834206,-0.09834206,0.06783268,-0.06783268
-5.34567284,0.55369456,-0.55369456,0.16541100,-0.16541100,0.09031090,-0.09031090,0.01160803,-0.01160803,0.09083934,-0.09083934,0.00386222,-0.00386222,0.22265961,-0.22265960,0.09913236,-0.09913236,0.07462547,-0.07462547
-5.33966983,0.57170647,-0.57170646,0.16631322,-0.16631322,0.09136559,-0.09136559,0.01188395,-0.01188395,0.08813550,-0.08813550,0.00371425,-0.00371425,0.23833829,-0.23833829,0.10073742,-0.10073742,0.08196079,-0.08196079
