energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.74787394,3.26280616,1.03668295,2.09805655,0.00379912,0.16467819,0.65072983,0.37163346,0.00636347,0.45838359
-5.74187094,3.19619028,1.01720977,2.05290978,0.00397798,0.15860713,0.63359831,0.36478503,0.00619489,0.45338642
-5.73586793,3.13626067,0.99956638,2.01191485,0.00417061,0.15290403,0.61608707,0.35904201,0.00609894,0.44900920
-5.72986493,3.08330498,0.98371017,1.97531148,0.00437872,0.14760814,0.59835088,0.35440117,0.00607356,0.44526783
-5.72386193,3.03753034,0.96956437,1.94326929,0.00460447,0.14275416,0.58054645,0.35086081,0.00611574,0.44217759
-5.71785893,2.99907214,0.95702267,1.91589270,0.00485038,0.13837233,0.56283028,0.34842330,0.00622171,0.43975448
-5.71185593,2.96800168,0.94595404,1.89322600,0.00511933,0.13448839,0.54535624,0.34709690,0.00638710,0.43801592
-5.70585293,2.94433247,0.93620773,1.87525849,0.00541448,0.13112350,0.52827312,0.34689655,0.00660705,0.43698105
-5.69984992,2.92802522,0.92761847,1.86192959,0.00573916,0.12829410,0.51172219,0.34784377,0.00687638,0.43667062
-5.69384692,2.91899147,0.92001174,1.85313381,0.00609681,0.12601166,0.49583483,0.34996572,0.00718970,0.43710632
-5.68784392,2.91709597,0.91320912,1.84872550,0.00649077,0.12428242,0.48073038,0.35329337,0.00754153,0.43830986
-5.68184092,2.92215789,0.90703354,1.84852334,0.00692423,0.12310711,0.46651414,0.35785910,0.00792639,0.44030162
-5.67583792,2.93395079,0.90131436,1.85231420,0.00740000,0.12248066,0.45327574,0.36369361,0.00833888,0.44309907
-5.66983492,2.95220162,0.89589202,1.85985664,0.00792036,0.12239195,0.44108777,0.37082244,0.00877374,0.44671495
-5.66383192,2.97658847,0.89062211,1.87088341,0.00848686,0.12282360,0.43000473,0.37926214,0.00922588,0.45115530
-5.65782891,3.00673746,0.88537862,1.88510331,0.00910017,0.12375185,0.42006232,0.38901627,0.00969043,0.45641731
-5.65182591,3.04221846,0.88005620,1.90220191,0.00975986,0.12514650,0.41127697,0.40007145,0.01016270,0.46248714
-5.64582291,3.08254016,0.87457119,1.92184138,0.01046425,0.12697092,0.40364566,0.41239340,0.01063818,0.46933773
-5.63981991,3.12714454,0.86886144,1.94365937,0.01121030,0.12918225,0.39714601,0.42592343,0.01111250,0.47692669
-5.63381691,3.17540114,0.86288472,1.96726714,0.01199345,0.13173163,0.39173654,0.44057530,0.01158141,0.48519427
-5.62781391,3.22660173,0.85661594,1.99224716,0.01280758,0.13456461,0.38735718,0.45623273,0.01204068,0.49406173
-5.62181091,3.27995594,0.85004317,2.01815070,0.01364501,0.13762164,0.38392996,0.47274773,0.01248609,0.50342993
-5.61580790,3.33458870,0.84316293,2.04449565,0.01449652,0.14083873,0.38136001,0.48993983,0.01291335,0.51317848
-5.60980490,3.38954016,0.83597478,2.07076530,0.01535147,0.14414817,0.37953673,0.50759650,0.01331808,0.52316560
-5.60380190,3.44376893,0.82847588,2.09640850,0.01619797,0.14747951,0.37833532,0.52547468,0.01369581,0.53322858
-5.59779890,3.49615936,0.82065576,2.12084169,0.01702313,0.15076045,0.37761867,0.54330367,0.01404191,0.54318518
-5.59179590,3.54553344,0.81249171,2.14345328,0.01781332,0.15391805,0.37723956,0.56078932,0.01435171,0.55283598
-5.58579290,3.59066746,0.80394535,2.16361068,0.01855459,0.15687987,0.37704327,0.57761952,0.01462048,0.56196764
-5.57978989,3.63031365,0.79496044,2.18067004,0.01923298,0.15957527,0.37687057,0.59347087,0.01484355,0.57035712
-5.57378689,3.66322642,0.78546235,2.19398867,0.01983501,0.16193668,0.37656109,0.60801641,0.01501644,0.57777680
-5.56778389,3.68819248,0.77535919,2.20293982,0.02034807,0.16390093,0.37595687,0.62093422,0.01513492,0.58400033
-5.56178089,3.70406393,0.76454468,2.20692946,0.02076084,0.16541053,0.37490620,0.63191644,0.01519523,0.58880906
-5.55577789,3.70979297,0.75290246,2.20541415,0.02106368,0.16641485,0.37326752,0.64067864,0.01519418,0.59199879
-5.54977489,3.70446678,0.74031175,2.19791937,0.02124899,0.16687120,0.37091314,0.64696890,0.01512935,0.59338653
-5.54377189,3.68734084,0.72665394,2.18405736,0.02131147,0.16674577,0.36773289,0.65057644,0.01499918,0.59281711
-5.53776888,3.65786896,0.71181961,2.16354335,0.02124832,0.16601439,0.36363726,0.65133923,0.01480312,0.59016914
-5.53176588,3.61572851,0.69571568,2.13620948,0.02105937,0.16466297,0.35856002,0.64915040,0.01454172,0.58536016
-5.52576288,3.56083931,0.67827208,2.10201535,0.02074708,0.16268784,0.35246025,0.64396301,0.01421667,0.57835068
-5.51975988,3.49337504,0.65944758,2.06105471,0.02031648,0.16009570,0.34532348,0.63579297,0.01383082,0.56914688
-5.51375688,3.41376642,0.63923439,2.01355763,0.01977499,0.15690339,0.33716205,0.62472001,0.01338814,0.55780178
-5.50775388,3.32269567,0.61766124,1.95988806,0.01913215,0.15313737,0.32801458,0.61088650,0.01289367,0.54441489
-5.50175088,3.22108245,0.59479478,1.90053666,0.01839936,0.14883298,0.31794457,0.59449425,0.01235338,0.52913022
-5.49574787,3.11006166,0.57073916,1.83610926,0.01758941,0.14403349,0.30703823,0.57579938,0.01177401,0.51213281
-5.48974487,2.99095405,0.54563397,1.76731135,0.01671613,0.13878895,0.29540158,0.55510536,0.01116291,0.49364379
-5.48374187,2.86523089,0.51965050,1.69492927,0.01579393,0.13315497,0.28315698,0.53275466,0.01052784,0.47391436
-5.47773887,2.73447412,0.49298672,1.61980906,0.01483738,0.12719136,0.27043922,0.50911916,0.00987672,0.45321874
-5.47173587,2.60033376,0.46586122,1.54283373,0.01386077,0.12096077,0.25739146,0.48458986,0.00921744,0.43184649
-5.46573287,2.46448419,0.43850643,1.46489995,0.01287776,0.11452732,0.24416091,0.45956608,0.00855765,0.41009452
-5.45972986,2.32858105,0.41116152,1.38689517,0.01190104,0.10795527,0.23089478,0.43444485,0.00790459,0.38825901
-5.45372686,2.19422038,0.38406534,1.30967590,0.01094205,0.10130782,0.21773631,0.40961048,0.00726487,0.36662759
-5.44772386,2.06290130,0.35744975,1.23404805,0.01001079,0.09464597,0.20482126,0.38542495,0.00664441,0.34547205
-5.44172086,1.93599352,0.33153357,1.16074981,0.00911571,0.08802756,0.19227481,0.36221937,0.00604828,0.32504183
-5.43571786,1.81471032,0.30651742,1.09043762,0.00826360,0.08150645,0.18020902,0.34028656,0.00548067,0.30555840
-5.42971486,1.70008793,0.28257968,1.02367549,0.00745964,0.07513186,0.16872084,0.31987526,0.00494486,0.28721077
-5.42371186,1.59297129,0.25987345,0.96092777,0.00670741,0.06894791,0.15789078,0.30118569,0.00444323,0.27015221
-5.41770885,1.49400640,0.23852483,0.90255547,0.00600903,0.06299328,0.14778209,0.28436699,0.00397729,0.25449810
-5.41170585,1.40363912,0.21863230,0.84881588,0.00536529,0.05730109,0.13844057,0.26951606,0.00354775,0.24032517
-5.40570285,1.32211986,0.20026706,0.79986534,0.00477584,0.05189884,0.12989491,0.25667820,0.00315461,0.22767180
-5.39969985,1.24951390,0.18347450,0.75576484,0.00423935,0.04680858,0.12215747,0.24584906,0.00279724,0.21653958
-5.39369685,1.18571638,0.16827629,0.71648810,0.00375371,0.04204713,0.11522549,0.23697817,0.00247453,0.20689578
-5.38769385,1.13047160,0.15467317,0.68193176,0.00331622,0.03762642,0.10908267,0.22997347,0.00218495,0.19867683
-5.38169085,1.08339558,0.14264819,0.65192728,0.00292379,0.03355395,0.10370102,0.22470712,0.00192667,0.19179255
-5.37568784,1.04400127,0.13217021,0.62625405,0.00257308,0.02983323,0.09904297,0.22102195,0.00169769,0.18613097
-5.36968484,1.01172553,0.12319753,0.60465354,0.00226065,0.02646436,0.09506363,0.21873870,0.00149591,0.18156364
-5.36368184,0.98595718,0.11568146,0.58684380,0.00198304,0.02344458,0.09171312,0.21766358,0.00131920,0.17795120
-5.35767884,0.96606520,0.10956972,0.57253416,0.00173696,0.02076887,0.08893903,0.21759609,0.00116549,0.17514911
-5.35167584,0.95142650,0.10480962,0.56143957,0.00151924,0.01843053,0.08668882,0.21833681,0.00103280,0.17301320
-5.34567284,0.94145233,0.10135078,0.55329434,0.00132698,0.01642171,0.08491211,0.21969492,0.00091932,0.17140518
-5.33966983,0.93561274,0.09914746,0.54786475,0.00115752,0.01473401,0.08356289,0.22149529,0.00082338,0.17019756
-5.33366683,0.93345840,0.09816039,0.54496037,0.00100848,0.01335892,0.08260155,0.22358486,0.00074355,0.16927818
-5.32766383,0.93463905,0.09835802,0.54444354,0.00087777,0.01228827,0.08199661,0.22583827,0.00067857,0.16855400
-5.32166083,0.93891819,0.09971732,0.54623685,0.00076355,0.01151461,0.08172615,0.22816234,0.00062740,0.16795413
-5.31565783,0.94618341,0.10222398,0.55032832,0.00066424,0.01103151,0.08177891,0.23049950,0.00058923,0.16743202
-5.30965483,0.95645208,0.10587216,0.55677404,0.00057851,0.01083378,0.08215501,0.23282991,0.00056345,0.16696670
-5.30365183,0.96987215,0.11066369,0.56569811,0.00050524,0.01091761,0.08286614,0.23517217,0.00054966,0.16656311
-5.29764882,0.98671791,0.11660703,0.57728990,0.00044350,0.01128062,0.08393541,0.23758278,0.00054764,0.16625147
-5.29164582,1.00738092,0.12371573,0.59179851,0.00039256,0.01192188,0.08539666,0.24015409,0.00055739,0.16608574
-5.28564282,1.03235618,0.13200681,0.60952465,0.00035182,0.01284178,0.08729335,0.24301102,0.00057909,0.16614132
-5.27963982,1.06222400,0.14149890,0.63081006,0.00032086,0.01404186,0.08967702,0.24630648,0.00061312,0.16651191
-5.27363682,1.09762813,0.15221036,0.65602482,0.00029938,0.01552457,0.09260535,0.25021582,0.00066005,0.16730585
-5.26763382,1.13925075,0.16415749,0.68555278,0.00028720,0.01729300,0.09613989,0.25493024,0.00072061,0.16864191
-5.26163082,1.18778519,0.17735278,0.71977574,0.00028426,0.01935052,0.10034357,0.26064960,0.00079573,0.17064483
-5.25562781,1.24390721,0.19180351,0.75905677,0.00029061,0.02170036,0.10527803,0.26757484,0.00088653,0.17344059
-5.24962481,1.30824579,0.20751049,0.80372310,0.00030638,0.02434528,0.11100080,0.27590010,0.00099430,0.17715180
-5.24362181,1.38135449,0.22446721,0.85404947,0.00033181,0.02728702,0.11756271,0.28580508,0.00112048,0.18189311
-5.23761881,1.46368419,0.24265923,0.91024210,0.00036721,0.03052597,0.12500519,0.29744769,0.00126669,0.18776702
-5.23161581,1.55555827,0.26206398,0.97242426,0.00041296,0.03406066,0.13335803,0.31095738,0.00143467,0.19486001
-5.22561281,1.65715110,0.28265080,1.04062357,0.00046950,0.03788736,0.14263732,0.32642939,0.00162627,0.20323931
-5.21960980,1.76847048,0.30438120,1.11476190,0.00053731,0.04199968,0.15284392,0.34391996,0.00184344,0.21295022
-5.21360680,1.88934475,0.32720933,1.19464800,0.00061691,0.04638823,0.16396234,0.36344294,0.00208813,0.22401411
-5.20760380,2.01941503,0.35108249,1.27997327,0.00070880,0.05104027,0.17596017,0.38496765,0.00236231,0.23642719
-5.20160080,2.15813288,0.37594175,1.37031108,0.00081351,0.05593948,0.18878812,0.40841817,0.00266786,0.25016000
-5.19559780,2.30476340,0.40172232,1.46511945,0.00093152,0.06106578,0.20238054,0.43367407,0.00300651,0.26515761
-5.18959480,2.45839391,0.42835389,1.56374742,0.00106328,0.06639522,0.21665654,0.46057246,0.00337978,0.28134052
-5.18359180,2.61794762,0.45576071,1.66544471,0.00120915,0.07189996,0.23152150,0.48891123,0.00378887,0.29860619
-5.17758879,2.78220217,0.48386136,1.76937468,0.00136941,0.07754835,0.24686912,0.51845345,0.00423461,0.31683110
-5.17158579,2.94981204,0.51256826,1.87462995,0.00154422,0.08330506,0.26258361,0.54893257,0.00471730,0.33587333
-5.16558279,3.11933438,0.54178682,1.98025041,0.00173362,0.08913141,0.27854226,0.58005828,0.00523668,0.35557533
-5.15957979,3.28925708,0.57141440,2.08524287,0.00193747,0.09498567,0.29461795,0.61152280,0.00579182,0.37576713
-5.15357679,3.45802825,0.60133898,2.18860174,0.00215546,0.10082351,0.31068173,0.64300731,0.00638101,0.39626945
-5.14757379,3.62408604,0.63143766,2.28932993,0.00238707,0.10659853,0.32660519,0.67418841,0.00700175,0.41689691
-5.14157079,3.78588772,0.66157516,2.38645928,0.00263158,0.11226285,0.34226261,0.70474420,0.00765063,0.43746114
-5.13556778,3.94193721,0.69160234,2.47906973,0.00288800,0.11776773,0.35753278,0.73436010,0.00832332,0.45777357
-5.12956478,4.09081007,0.72135492,2.56630655,0.00315514,0.12306427,0.37230042,0.76273402,0.00901461,0.47764807
-5.12356178,4.23117530,0.75065248,2.64739499,0.00343151,0.12810406,0.38645719,0.78958098,0.00971835,0.49690314
-5.11755878,4.36181350,0.77929798,2.72165198,0.00371539,0.13283993,0.39990226,0.81463710,0.01042754,0.51536379
-5.11155578,4.48163110,0.80707779,2.78849447,0.00400479,0.13722660,0.41254248,0.83766287,0.01113445,0.53286309
-5.10555278,4.58967058,0.83376252,2.84744443,0.00429746,0.14122136,0.42429229,0.85844586,0.01183067,0.54924331
-5.09954977,4.68511680,0.85910853,2.89813041,0.00459092,0.14478467,0.43507324,0.87680288,0.01250732,0.56435689
-5.09354677,4.76729997,0.88286047,2.94028611,0.00488249,0.14788077,0.44481352,0.89258164,0.01315520,0.57806715
-5.08754377,4.83569575,0.90475465,2.97374629,0.00516929,0.15047816,0.45344731,0.90566196,0.01376503,0.59024886
-5.08154077,4.88992304,0.92452336,2.99844070,0.00544831,0.15255010,0.46091427,0.91595670,0.01432768,0.60078886
-5.07553777,4.92974040,0.94190014,3.01438654,0.00571644,0.15407502,0.46715922,0.92341227,0.01483440,0.60958672
-5.06953477,4.95504173,0.95662580,3.02168040,0.00597051,0.15503684,0.47213206,0.92800897,0.01527709,0.61655544
-5.06353177,4.96585183,0.96845510,3.02049024,0.00620742,0.15542529,0.47578802,0.92976094,0.01564857,0.62162250
-5.05752876,4.96232256,0.97716392,3.01104805,0.00642410,0.15523613,0.47808828,0.92871586,0.01594282,0.62473098
-5.05152576,4.94472973,0.98255668,2.99364383,0.00661766,0.15447128,0.47900103,0.92495429,0.01615516,0.62584096
-5.04552276,4.91347113,0.98447362,2.96862099,0.00678546,0.15313898,0.47850273,0.91858855,0.01628248,0.62493103
-5.03951976,4.86906536,0.98279789,2.93637363,0.00692510,0.15125376,0.47657978,0.90976127,0.01632340,0.62199990
-5.03351676,4.81215140,0.97746175,2.89734530,0.00703460,0.14883640,0.47323029,0.89864328,0.01627829,0.61706800
-5.02751376,4.74348816,0.96845198,2.85202920,0.00711236,0.14591376,0.46846591,0.88543111,0.01614938,0.61017892
-5.02151076,4.66395361,0.95581387,2.80096915,0.00715726,0.14251857,0.46231355,0.87034388,0.01594070,0.60140049
-5.01550775,4.57454248,0.93965366,2.74476089,0.00716870,0.13868903,0.45481692,0.85361971,0.01565801,0.59082556
-5.00950475,4.47636191,0.92013925,2.68405288,0.00714662,0.13446833,0.44603763,0.83551164,0.01530866,0.57857203
-5.00350175,4.37062422,0.89749899,2.61954583,0.00709152,0.12990411,0.43605579,0.81628324,0.01490135,0.56478231
-4.99749875,4.25863622,0.87201846,2.55199044,0.00700446,0.12504769,0.42497003,0.79620396,0.01444595,0.54962200
-4.99149575,4.14178464,0.84403537,2.48218255,0.00688707,0.11995327,0.41289681,0.77554432,0.01395314,0.53327763
-4.98549275,4.02151751,0.81393259,2.41095543,0.00674148,0.11467703,0.39996899,0.75457117,0.01343413,0.51595375
-4.97948974,3.89932156,0.78212958,2.33916900,0.00657037,0.10927614,0.38633375,0.73354314,0.01290029,0.49786911
-4.97348674,3.77669618,0.74907253,2.26769593,0.00637685,0.10380771,0.37214975,0.71270641,0.01236285,0.47925229
-4.96748374,3.65512444,0.71522348,2.19740511,0.00616444,0.09832773,0.35758380,0.69229085,0.01183255,0.46033669
-4.96148074,3.53604236,0.68104888,2.12914290,0.00593703,0.09289003,0.34280704,0.67250680,0.01131931,0.44135528
-4.95547774,3.42080744,0.64700800,2.06371300,0.00569879,0.08754529,0.32799081,0.65354234,0.01083197,0.42253516
-4.94947474,3.31066790,0.61354166,2.00185599,0.00545412,0.08234008,0.31330242,0.63556124,0.01037809,0.40409224
-4.94347174,3.20673392,0.58106167,1.94422942,0.00520761,0.07731614,0.29890101,0.61870152,0.00996373,0.38622625
-4.93746873,3.10995239,0.54994132,1.89138985,0.00496395,0.07250963,0.28493354,0.60307460,0.00959337,0.36911625
-4.93146573,3.02108630,0.52050736,1.84377762,0.00472788,0.06795070,0.27153132,0.58876497,0.00926982,0.35291690
-4.92546273,2.94069999,0.49303369,1.80170556,0.00450413,0.06366317,0.25880704,0.57583040,0.00899430,0.33775565
-4.91945973,2.86915115,0.46773689,1.76535232,0.00429737,0.05966442,0.24685251,0.56430253,0.00876643,0.32373090
-4.91345673,2.80658998,0.44477376,1.73476096,0.00411217,0.05596548,0.23573718,0.55418791,0.00858443,0.31091133
-4.90745373,2.75296594,0.42424088,1.70984301,0.00395292,0.05257126,0.22550752,0.54546932,0.00844527,0.29933621
-4.90145073,2.70804179,0.40617610,1.69038805,0.00382381,0.04948106,0.21618720,0.53810746,0.00834490,0.28901692
-4.89544772,2.67141461,0.39056180,1.67607855,0.00372877,0.04668911,0.20777816,0.53204296,0.00827851,0.27993939
-4.88944472,2.64254287,0.37732978,1.66650923,0.00367141,0.04418532,0.20026239,0.52719866,0.00824080,0.27206744
-4.88344172,2.62077859,0.36636736,1.66121028,0.00365499,0.04195607,0.19360440,0.52348239,0.00822626,0.26534681
-4.87743872,2.60540312,0.35752466,1.65967320,0.00368234,0.03998511,0.18775424,0.52078992,0.00822947,0.25970968
-4.87143572,2.59566509,0.35062235,1.66137811,0.00375587,0.03825443,0.18265091,0.51900847,0.00824531,0.25507956
-4.86543272,2.59081903,0.34545992,1.66582137,0.00387743,0.03674513,0.17822599,0.51802048,0.00826929,0.25137619
-4.85942971,2.59016266,0.34182387,1.67254187,0.00404834,0.03543829,0.17440739,0.51770772,0.00829765,0.24852035
-4.85342671,2.59307167,0.33949559,1.68114504,0.00426934,0.03431574,0.17112299,0.51795566,0.00832761,0.24643827
-4.84742371,2.59903003,0.33825878,1.69132328,0.00454051,0.03336065,0.16830406,0.51865789,0.00835742,0.24506560
-4.84142071,2.60765484,0.33790590,1.70287174,0.00486128,0.03255815,0.16588835,0.51972061,0.00838649,0.24435064
-4.83541771,2.61871430,0.33824380,1.71569892,0.00523042,0.03189568,0.16382262,0.52106671,0.00841532,0.24425671
-4.82941471,2.63213825,0.33909816,1.72983130,0.00564601,0.03136324,0.16206472,0.52263956,0.00844553,0.24476376
-4.82341171,2.64802051,0.34031675,1.74541200,0.00610551,0.03095350,0.16058493,0.52440594,0.00847976,0.24586890
-4.81740870,2.66661300,0.34177152,1.76269330,0.00660572,0.03066178,0.15936677,0.52635816,0.00852152,0.24758609
-4.81140570,2.68831179,0.34335956,1.78202353,0.00714289,0.03048581,0.15840703,0.52851502,0.00857502,0.24994483
-4.80540270,2.71363555,0.34500296,1.80382871,0.00771273,0.03042545,0.15771530,0.53092145,0.00864501,0.25298812
-4.79939970,2.74319739,0.34664770,1.82858995,0.00831056,0.03048228,0.15731282,0.53364684,0.00873654,0.25676963
-4.79339670,2.77767118,0.34826184,1.85681742,0.00893132,0.03065914,0.15723093,0.53678197,0.00885471,0.26135024
-4.78739370,2.81775386,0.34983297,1.88902223,0.00956973,0.03095952,0.15750905,0.54043453,0.00900449,0.26679429
-4.78139070,2.86412530,0.35136527,1.92568731,0.01022036,0.03138704,0.15819241,0.54472356,0.00919046,0.27316541
-4.77538769,2.91740770,0.35287634,1.96723878,0.01087777,0.03194492,0.15932959,0.54977288,0.00941664,0.28052245
-4.76938469,2.97812617,0.35439387,2.01401895,0.01153658,0.03263540,0.16097001,0.55570382,0.00968627,0.28891539
-4.76338169,3.04667244,0.35595240,2.06626230,0.01219160,0.03345931,0.16316148,0.56262778,0.01000168,0.29838164
-4.75737869,3.12327348,0.35759029,2.12407552,0.01283789,0.03441570,0.16594787,0.57063869,0.01036422,0.30894277
-4.75137569,3.20796638,0.35934698,2.18742254,0.01347088,0.03550156,0.16936707,0.57980619,0.01077411,0.32060187
-4.74537269,3.30058093,0.36126065,2.25611529,0.01408639,0.03671168,0.17344927,0.59016942,0.01123051,0.33334157
-4.73936968,3.40073059,0.36336624,2.32981065,0.01468069,0.03803861,0.17821557,0.60173228,0.01173147,0.34712294
-4.73336668,3.50781248,0.36569402,2.40801373,0.01525052,0.03947274,0.18367702,0.61445998,0.01227403,0.36188513
-4.72736368,3.62101622,0.36826850,2.49008731,0.01579314,0.04100258,0.18983401,0.62827736,0.01285429,0.37754590
-4.72136068,3.73934138,0.37110772,2.57526707,0.01630626,0.04261497,0.19667609,0.64306901,0.01346756,0.39400283
-4.71535768,3.86162237,0.37422296,2.66268176,0.01678805,0.04429559,0.20418206,0.65868104,0.01410851,0.41113536
-4.70935468,3.98655965,0.37761860,2.75137733,0.01723711,0.04602932,0.21232035,0.67492468,0.01477131,0.42880718
-4.70335168,4.11275549,0.38129222,2.84034384,0.01765240,0.04780079,0.22104958,0.69158114,0.01544984,0.44686921
-4.69734867,4.23875246,0.38523474,2.92854374,0.01803316,0.04959477,0.23031929,0.70840778,0.01613780,0.46516267
-4.69134567,4.36307255,0.38943061,3.01494014,0.01837888,0.05139669,0.24007064,0.72514506,0.01682892,0.48352230
-4.68534267,4.48425498,0.39385791,3.09852364,0.01868920,0.05319294,0.25023713,0.74152395,0.01751704,0.50177938
-4.67933967,4.60089086,0.39848841,3.17833651,0.01896381,0.05497114,0.26074524,0.75727345,0.01819623,0.51976455
-4.67333667,4.71165307,0.40328744,3.25349311,0.01920242,0.05672033,0.27151492,0.77212785,0.01886083,0.53731020
-4.66733367,4.81532031,0.40821369,3.32319579,0.01940466,0.05843098,0.28246007,0.78583340,0.01950552,0.55425242
-4.66133067,4.91079437,0.41321896,3.38674577,0.01957002,0.06009486,0.29348879,0.79815427,0.02012529,0.57043243
-4.65532766,4.99711080,0.41824780,3.44354899,0.01969780,0.06170490,0.30450364,0.80887744,0.02071544,0.58569758
-4.64932466,5.07344296,0.42323737,3.49311717,0.01978711,0.06325483,0.31540192,0.81781661,0.02127149,0.59990192
-4.64332166,5.13910055,0.42811732,3.53506462,0.01983680,0.06473883,0.32607599,0.82481512,0.02178919,0.61290644
