energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.72386193,1.80181153,0.54150241,0.24076147,0.00576549,0.02973457,0.26612733,0.67557164,0.00876523,0.91937233
-5.71785893,1.80528732,0.53296679,0.24243044,0.00544534,0.02805889,0.27016751,0.68641437,0.00821159,0.91563457
-5.71185593,1.81236562,0.52594043,0.24471751,0.00510942,0.02679198,0.27533327,0.69744402,0.00773784,0.91476259
-5.70585293,1.82315775,0.52055081,0.24763757,0.00476287,0.02589713,0.28151855,0.70865951,0.00734783,0.91690626
-5.69984992,1.83769324,0.51689596,0.25119122,0.00441075,0.02533777,0.28860241,0.72004663,0.00704364,0.92215217
-5.69384692,1.85590947,0.51503856,0.25536357,0.00405791,0.02507769,0.29644918,0.73157508,0.00682561,0.93051617
-5.68784392,1.87764445,0.51500141,0.26012363,0.00370889,0.02508118,0.30490915,0.74319621,0.00669238,0.94193816
-5.68184092,1.90263317,0.51676427,0.26542414,0.00336781,0.02531312,0.31381979,0.75484152,0.00664101,0.95627947
-5.67583792,1.93050772,0.52026241,0.27120194,0.00303830,0.02573907,0.32300769,0.76642212,0.00666702,0.97332296
-5.66983492,1.96080139,0.52538676,0.27737878,0.00272344,0.02632532,0.33229103,0.77782920,0.00676454,0.99277574
-5.66383192,1.99295639,0.53198574,0.28386263,0.00242577,0.02703897,0.34148262,0.78893555,0.00692639,1.01427451
-5.65782891,2.02633522,0.53986852,0.29054940,0.00214721,0.02784803,0.35039334,0.79959801,0.00714428,1.03739317
-5.65182591,2.06023485,0.54880974,0.29732505,0.00188911,0.02872148,0.35883593,0.80966087,0.00740894,1.06165242
-5.64582291,2.09390352,0.55855521,0.30406784,0.00165229,0.02962951,0.36662891,0.81896010,0.00771028,1.08653091
-5.63981991,2.12655925,0.56882862,0.31065098,0.00143706,0.03054362,0.37360046,0.82732809,0.00803765,1.11147751
-5.63381691,2.15740944,0.57933871,0.31694522,0.00124328,0.03143685,0.37959222,0.83459899,0.00837998,1.13592424
-5.62781391,2.18567098,0.58978690,0.32282159,0.00107042,0.03228403,0.38446277,0.84061424,0.00872608,1.15929947
-5.62181091,2.21059002,0.59987488,0.32815411,0.00091763,0.03306196,0.38809063,0.84522814,0.00906484,1.18104079
-5.61580790,2.23146095,0.60931203,0.33282235,0.00078382,0.03374974,0.39037685,0.84831333,0.00938552,1.20060748
-5.60980490,2.24764390,0.61782249,0.33671393,0.00066769,0.03432893,0.39124689,0.84976585,0.00967794,1.21749202
-5.60380190,2.25858048,0.62515157,0.33972675,0.00056782,0.03478381,0.39065193,0.84950973,0.00993279,1.23123047
-5.59779890,2.26380719,0.63107143,0.34177109,0.00048275,0.03510154,0.38856952,0.84750081,0.01014183,1.24141162
-5.59179590,2.26296632,0.63538587,0.34277133,0.00041096,0.03527234,0.38500350,0.84372983,0.01029809,1.24768464
-5.58579290,2.25581415,0.63793421,0.34266754,0.00035100,0.03528953,0.37998342,0.83822442,0.01039602,1.24976529
-5.57978989,2.24222628,0.63859406,0.34141662,0.00030142,0.03514966,0.37356332,0.83105015,0.01043166,1.24744053
-5.57378689,2.22220010,0.63728305,0.33899323,0.00026092,0.03485241,0.36582000,0.82231045,0.01040270,1.24057160
-5.56778389,2.19585432,0.63395962,0.33539036,0.00022825,0.03440056,0.35685092,0.81214537,0.01030850,1.22909559
-5.56178089,2.16342573,0.62862257,0.33061950,0.00020230,0.03379982,0.34677166,0.80072934,0.01015009,1.21302550
-5.55577789,2.12526327,0.62130985,0.32471057,0.00018206,0.03305865,0.33571317,0.78826775,0.00993008,1.19244884
-5.54977489,2.08181967,0.61209628,0.31771142,0.00016665,0.03218799,0.32381882,0.77499264,0.00965253,1.16752497
-5.54377189,2.03364071,0.60109058,0.30968701,0.00015530,0.03120094,0.31124125,0.76115751,0.00932278,1.13848102
-5.53776888,1.98135264,0.58843163,0.30071828,0.00014734,0.03011245,0.29813928,0.74703137,0.00894728,1.10560676
-5.53176588,1.92564792,0.57428428,0.29090063,0.00014221,0.02893888,0.28467469,0.73289236,0.00853330,1.06924833
-5.52576288,1.86726965,0.55883471,0.28034220,0.00013940,0.02769766,0.27100922,0.71902092,0.00808870,1.02980115
-5.51975988,1.80699527,0.54228558,0.26916188,0.00013850,0.02640682,0.25730155,0.70569284,0.00762169,0.98770194
-5.51375688,1.74561978,0.52485112,0.25748706,0.00013917,0.02508465,0.24370456,0.69317249,0.00714053,0.94342038
-5.50775388,1.68393905,0.50675239,0.24545129,0.00014108,0.02374922,0.23036273,0.68170625,0.00665333,0.89745017
-5.50175088,1.62273378,0.48821272,0.23319188,0.00014398,0.02241809,0.21740991,0.67151655,0.00616777,0.85030017
-5.49574787,1.56275433,0.46945360,0.22084746,0.00014763,0.02110791,0.20496728,0.66279663,0.00569099,0.80248549
-5.48974487,1.50470713,0.45069108,0.20855557,0.00015183,0.01983413,0.19314177,0.65570624,0.00522934,0.75451891
-5.48374187,1.44924288,0.43213274,0.19645049,0.00015638,0.01861078,0.18202474,0.65036841,0.00478834,0.70690290
-5.47773887,1.39694690,0.41397532,0.18466116,0.00016111,0.01745020,0.17169115,0.64686738,0.00437255,0.66012223
-5.47173587,1.34833187,0.39640293,0.17330943,0.00016587,0.01636294,0.16219908,0.64524785,0.00398554,0.61463759
-5.46573287,1.30383313,0.37958592,0.16250863,0.00017050,0.01535768,0.15358970,0.64551544,0.00362991,0.57088014
-5.45972986,1.26380644,0.36368022,0.15236239,0.00017489,0.01444111,0.14588763,0.64763841,0.00330730,0.52924712
-5.45372686,1.22852827,0.34882715,0.14296390,0.00017890,0.01361805,0.13910165,0.65155049,0.00301846,0.49009862
-5.44772386,1.19819822,0.33515347,0.13439552,0.00018245,0.01289142,0.13322584,0.65715471,0.00276331,0.45375534
-5.44172086,1.17294346,0.32277163,0.12672858,0.00018542,0.01226245,0.12824097,0.66432797,0.00254108,0.42049739
-5.43571786,1.15282458,0.31178004,0.12002364,0.00018776,0.01173075,0.12411616,0.67292625,0.00235038,0.39056396
-5.42971486,1.13784256,0.30226319,0.11433084,0.00018941,0.01129454,0.12081075,0.68278998,0.00218934,0.36415358
-5.42371186,1.12794617,0.29429152,0.10969046,0.00019034,0.01095088,0.11827629,0.69374952,0.00205570,0.34142499
-5.41770885,1.12303946,0.28792111,0.10613353,0.00019051,0.01069588,0.11645857,0.70563033,0.00194695,0.32249827
-5.41170585,1.12298865,0.28319283,0.10368243,0.00018994,0.01052497,0.11529962,0.71825759,0.00186042,0.30745607
-5.40570285,1.12762819,0.28013131,0.10235150,0.00018863,0.01043315,0.11473968,0.73146009,0.00179334,0.29634476
-5.39969985,1.13676541,0.27874350,0.10214736,0.00018662,0.01041525,0.11471891,0.74507323,0.00174297,0.28917541
-5.39369685,1.15018369,0.27901703,0.10306914,0.00018395,0.01046614,0.11517898,0.75894084,0.00170661,0.28592437
-5.38769385,1.16764393,0.28091851,0.10510847,0.00018068,0.01058100,0.11606438,0.77291605,0.00168171,0.28653356
-5.38169085,1.18888451,0.28439192,0.10824918,0.00017686,0.01075547,0.11732338,0.78686103,0.00166584,0.29091032
-5.37568784,1.21361965,0.28935716,0.11246681,0.00017257,0.01098581,0.11890877,0.80064572,0.00165677,0.29892705
-5.36968484,1.24153675,0.29570911,0.11772792,0.00016787,0.01126908,0.12077824,0.81414584,0.00165246,0.31042060
-5.36368184,1.27229297,0.30331729,0.12398923,0.00016284,0.01160313,0.12289452,0.82724029,0.00165107,0.32519165
-5.35767884,1.30551154,0.31202622,0.13119671,0.00015754,0.01198673,0.12522515,0.83980826,0.00165096,0.34300428
-5.35167584,1.34077848,0.32165674,0.13928470,0.00015204,0.01241948,0.12774216,0.85172633,0.00165070,0.36358593
-5.34567284,1.37764007,0.33200819,0.14817515,0.00014640,0.01290178,0.13042137,0.86286588,0.00164905,0.38662794
-5.33966983,1.41560170,0.34286158,0.15777707,0.00014066,0.01343472,0.13324176,0.87309108,0.00164493,0.41178687
-5.33366683,1.45412860,0.35398362,0.16798627,0.00013488,0.01401991,0.13618452,0.88225765,0.00163747,0.43868677
-5.32766383,1.49264853,0.36513160,0.17868552,0.00012908,0.01465928,0.13923218,0.89021265,0.00162594,0.46692254
-5.32166083,1.53055682,0.37605886,0.18974516,0.00012329,0.01535482,0.14236769,0.89679535,0.00160978,0.49606436
-5.31565783,1.56722374,0.38652059,0.20102420,0.00011754,0.01610832,0.14557351,0.90183924,0.00158855,0.52566317
-5.30965483,1.60200392,0.39627995,0.21237193,0.00011184,0.01692104,0.14883074,0.90517513,0.00156199,0.55525725
-5.30365183,1.63424776,0.40511395,0.22363000,0.00010621,0.01779343,0.15211838,0.90663516,0.00152995,0.58437956
-5.29764882,1.66331425,0.41281897,0.23463501,0.00010064,0.01872477,0.15541265,0.90605761,0.00149242,0.61256577
-5.29164582,1.68858473,0.41921575,0.24522142,0.00009515,0.01971289,0.15868645,0.90329219,0.00144952,0.63936268
-5.28564282,1.70947706,0.42415342,0.25522480,0.00008974,0.02075387,0.16190896,0.89820554,0.00140148,0.66433670
-5.27963982,1.72545950,0.42751256,0.26448523,0.00008441,0.02184182,0.16504544,0.89068668,0.00134864,0.68708224
-5.27363682,1.73606381,0.42920718,0.27285084,0.00007916,0.02296870,0.16805710,0.88065203,0.00129144,0.70722951
-5.26763382,1.74089696,0.42918540,0.28018121,0.00007401,0.02412422,0.17090125,0.86804984,0.00123041,0.72445163
-5.26163082,1.73965095,0.42742909,0.28635065,0.00006895,0.02529582,0.17353166,0.85286371,0.00116614,0.73847081
-5.25562781,1.73211054,0.42395235,0.29125120,0.00006401,0.02646877,0.17589902,0.83511503,0.00109930,0.74906327
-5.24962481,1.71815845,0.41879909,0.29479523,0.00005919,0.02762633,0.17795173,0.81486433,0.00103058,0.75606292
-5.24362181,1.69777806,0.41203977,0.29691756,0.00005450,0.02875009,0.17963686,0.79221133,0.00096072,0.75936369
-5.23761881,1.67105355,0.40376766,0.29757704,0.00004996,0.02982032,0.18090129,0.76729383,0.00089044,0.75892040
-5.23161581,1.63816758,0.39409470,0.29675758,0.00004559,0.03081650,0.18169309,0.74028542,0.00082045,0.75474837
-5.22561281,1.59939669,0.38314731,0.29446854,0.00004140,0.03171786,0.18196296,0.71139220,0.00075144,0.74692170
-5.21960980,1.55510478,0.37106218,0.29074456,0.00003740,0.03250402,0.18166590,0.68084860,0.00068406,0.73557035
-5.21360680,1.50573482,0.35798250,0.28564467,0.00003360,0.03315564,0.18076280,0.64891251,0.00061887,0.72087631
-5.20760380,1.45179916,0.34405438,0.27925104,0.00003003,0.03365508,0.17922205,0.61585995,0.00055639,0.70306878
-5.20160080,1.39386885,0.32942396,0.27166701,0.00002669,0.03398704,0.17702114,0.58197931,0.00049705,0.68241866
-5.19559780,1.33256217,0.31423496,0.26301477,0.00002358,0.03413914,0.17414793,0.54756561,0.00044119,0.65923255
-5.18959480,1.26853267,0.29862682,0.25343264,0.00002071,0.03410242,0.17060180,0.51291473,0.00038907,0.63384621
-5.18359180,1.20245706,0.28273335,0.24307198,0.00001808,0.03387169,0.16639444,0.47831786,0.00034087,0.60661786
-5.17758879,1.13502312,0.26668182,0.23209391,0.00001568,0.03344588,0.16155025,0.44405632,0.00029666,0.57792125
-5.17158579,1.06691777,0.25059248,0.22066582,0.00001352,0.03282806,0.15610640,0.41039678,0.00025647,0.54813879
-5.16558279,0.99881570,0.23457834,0.20895783,0.00001158,0.03202548,0.15011237,0.37758714,0.00022024,0.51765468
-5.15957979,0.93136855,0.21874505,0.19713928,0.00000986,0.03104937,0.14362916,0.34585287,0.00018785,0.48684835
-5.15357679,0.86519478,0.20319107,0.18537524,0.00000833,0.02991464,0.13672811,0.31539414,0.00015914,0.45608814
-5.14757379,0.80087066,0.18800766,0.17382324,0.00000700,0.02863944,0.12948928,0.28638363,0.00013389,0.42572541
-5.14157079,0.73892219,0.17327908,0.16263025,0.00000584,0.02724466,0.12199974,0.25896493,0.00011188,0.39608926
-5.13556778,0.67981833,0.15908254,0.15192994,0.00000484,0.02575332,0.11435149,0.23325180,0.00009285,0.36748182
-5.12956478,0.62396570,0.14548827,0.14184038,0.00000398,0.02418994,0.10663950,0.20932797,0.00007651,0.34017433
-5.12356178,0.57170462,0.13255949,0.13246217,0.00000326,0.02257987,0.09895957,0.18724770,0.00006262,0.31440406
-5.11755878,0.52330698,0.12035240,0.12387700,0.00000265,0.02094870,0.09140651,0.16703688,0.00005089,0.29037217
-5.11155578,0.47897560,0.10891617,0.11614687,0.00000213,0.01932166,0.08407233,0.14869468,0.00004107,0.26824259
-5.10555278,0.43884544,0.09829312,0.10931374,0.00000171,0.01772314,0.07704490,0.13219571,0.00003291,0.24814185
-5.09954977,0.40298645,0.08851884,0.10339979,0.00000136,0.01617621,0.07040677,0.11749255,0.00002619,0.23016007
-5.09354677,0.37140799,0.07962265,0.09840828,0.00000107,0.01470238,0.06423454,0.10451864,0.00002069,0.21435288
-5.08754377,0.34406481,0.07162809,0.09432482,0.00000084,0.01332134,0.05859839,0.09319138,0.00001624,0.20074432
-5.08154077,0.32086418,0.06455356,0.09111924,0.00000065,0.01205083,0.05356220,0.08341538,0.00001265,0.18933056
-5.07553777,0.30167415,0.05841321,0.08874775,0.00000051,0.01090668,0.04918379,0.07508572,0.00000978,0.18008431
-5.06953477,0.28633243,0.05321780,0.08715558,0.00000039,0.00990283,0.04551546,0.06809128,0.00000751,0.17295971
-5.06353177,0.27465567,0.04897569,0.08627968,0.00000030,0.00905147,0.04260481,0.06231778,0.00000573,0.16789759
-5.05752876,0.26644868,0.04569373,0.08605171,0.00000022,0.00836321,0.04049540,0.05765079,0.00000434,0.16483061
-5.05152576,0.26151327,0.04337817,0.08640096,0.00000017,0.00784725,0.03922761,0.05397831,0.00000326,0.16368835
-5.04552276,0.25965625,0.04203526,0.08725716,0.00000013,0.00751158,0.03883922,0.05119310,0.00000243,0.16440183
-5.03951976,0.26069629,0.04167173,0.08855306,0.00000009,0.00736312,0.03936582,0.04919458,0.00000180,0.16690732
-5.03351676,0.26446927,0.04229485,0.09022677,0.00000007,0.00740782,0.04084087,0.04789033,0.00000133,0.17114931
-5.02751376,0.27083184,0.04391227,0.09222349,0.00000005,0.00765072,0.04329549,0.04719713,0.00000097,0.17708221
-5.02151076,0.27966314,0.04653133,0.09449691,0.00000004,0.00809590,0.04675771,0.04704153,0.00000070,0.18467100
-5.01550775,0.29086436,0.05015810,0.09700986,0.00000003,0.00874641,0.05125142,0.04736001,0.00000051,0.19389043
-5.00950475,0.30435648,0.05479599,0.09973453,0.00000002,0.00960405,0.05679490,0.04809872,0.00000037,0.20472302
-5.00350175,0.32007597,0.06044408,0.10265201,0.00000001,0.01066916,0.06339898,0.04921284,0.00000026,0.21715588
-4.99749875,0.33796906,0.06709524,0.10575122,0.00000001,0.01194029,0.07106504,0.05066561,0.00000019,0.23117644
-4.99149575,0.35798463,0.07473405,0.10902752,0.00000001,0.01341392,0.07978280,0.05242722,0.00000014,0.24676753
-4.98549275,0.38006635,0.08333479,0.11248076,0.00000001,0.01508408,0.08952819,0.05447339,0.00000010,0.26390182
-4.97948974,0.40414463,0.09285952,0.11611317,0.00000001,0.01694206,0.10026132,0.05678404,0.00000009,0.28253632
-4.97348674,0.43012869,0.10325648,0.11992709,0.00000001,0.01897615,0.11192488,0.05934188,0.00000008,0.30260708
-4.96748374,0.45789969,0.11445883,0.12392275,0.00000001,0.02117142,0.12444292,0.06213120,0.00000008,0.32402453
-4.96148074,0.48730512,0.12638404,0.12809621,0.00000001,0.02350966,0.13772033,0.06513681,0.00000010,0.34666995
-4.95547774,0.51815522,0.13893381,0.13243761,0.00000002,0.02596940,0.15164304,0.06834334,0.00000014,0.37039326
-4.94947474,0.55022161,0.15199482,0.13692991,0.00000002,0.02852609,0.16607910,0.07173484,0.00000019,0.39501245
-4.94347174,0.58323851,0.16544015,0.14154810,0.00000003,0.03115242,0.18088058,0.07529480,0.00000027,0.42031482
-4.93746873,0.61690659,0.17913150,0.14625906,0.00000005,0.03381875,0.19588637,0.07900656,0.00000039,0.44606006
-4.93146573,0.65089941,0.19292201,0.15102199,0.00000007,0.03649375,0.21092577,0.08285423,0.00000055,0.47198511
-4.92546273,0.68487225,0.20665977,0.15578950,0.00000010,0.03914510,0.22582278,0.08682386,0.00000079,0.49781065
-4.91945973,0.71847276,0.22019165,0.16050910,0.00000014,0.04174023,0.24040087,0.09090501,0.00000111,0.52324886
-4.91345673,0.75135314,0.23336743,0.16512527,0.00000020,0.04424725,0.25448808,0.09509259,0.00000157,0.54801210
-4.90745373,0.78318292,0.24604392,0.16958174,0.00000028,0.04663574,0.26792221,0.09938878,0.00000219,0.57182201
-4.90145073,0.81366177,0.25808892,0.17382387,0.00000039,0.04887757,0.28055570,0.10380504,0.00000304,0.59441848
-4.89544772,0.84253159,0.26938478,0.17780118,0.00000053,0.05094770,0.29226019,0.10836401,0.00000418,0.61556809
-4.88944472,0.86958700,0.27983133,0.18146951,0.00000073,0.05282476,0.30293031,0.11310119,0.00000572,0.63507133
-4.88344172,0.89468374,0.28934806,0.18479295,0.00000099,0.05449153,0.31248655,0.11806627,0.00000777,0.65276828
-4.87743872,0.91774440,0.29787538,0.18774540,0.00000134,0.05593530,0.32087709,0.12332406,0.00001047,0.66854247
-4.87143572,0.93876100,0.30537498,0.19031137,0.00000179,0.05714794,0.32807845,0.12895485,0.00001401,0.68232246
-4.86543272,0.95779450,0.31182915,0.19248646,0.00000238,0.05812586,0.33409489,0.13505412,0.00001862,0.69408134
-4.85942971,0.97497087,0.31723928,0.19427698,0.00000314,0.05886975,0.33895671,0.14173166,0.00002456,0.70383403
-4.85342671,0.99047437,0.32162353,0.19569915,0.00000411,0.05938420,0.34271737,0.14911001,0.00003217,0.71163262
-4.84742371,1.00453802,0.32501385,0.19677779,0.00000534,0.05967708,0.34544985,0.15732215,0.00004183,0.71756010
-4.84142071,1.01743215,0.32745266,0.19754447,0.00000689,0.05975900,0.34724216,0.16650864,0.00005401,0.72172289
-4.83541771,1.02945138,0.32898929,0.19803556,0.00000884,0.05964253,0.34819255,0.17681419,0.00006924,0.72424274
-4.82941471,1.04090098,0.32967648,0.19829003,0.00001124,0.05934156,0.34840447,0.18838370,0.00008813,0.72524837
-4.82341171,1.05208321,0.32956719,0.19834727,0.00001420,0.05887062,0.34798170,0.20135791,0.00011136,0.72486761
-4.81740870,1.06328440,0.32871186,0.19824511,0.00001781,0.05824426,0.34702379,0.21586886,0.00013972,0.72322033
-4.81140570,1.07476331,0.32715635,0.19801807,0.00002218,0.05747661,0.34562216,0.23203507,0.00017405,0.72041270
-4.80540270,1.08674138,0.32494059,0.19769601,0.00002742,0.05658095,0.34385689,0.24995681,0.00021526,0.71653308
-4.79939970,1.09939513,0.32209816,0.19730318,0.00003365,0.05556958,0.34179442,0.26971141,0.00026435,0.71164967
-4.79339670,1.11285102,0.31865657,0.19685781,0.00004101,0.05445364,0.33948625,0.29134881,0.00032233,0.70581006
-4.78739370,1.12718277,0.31463842,0.19637216,0.00004961,0.05324324,0.33696851,0.31488745,0.00039023,0.69904265
-4.78139070,1.14241104,0.31006314,0.19585301,0.00005959,0.05194759,0.33426244,0.34031068,0.00046910,0.69135969
-4.77538769,1.15850541,0.30494930,0.19530255,0.00007106,0.05057523,0.33137573,0.36756373,0.00055992,0.68276169
-4.76938469,1.17538818,0.29931733,0.19471962,0.00008413,0.04913443,0.32830436,0.39655135,0.00066363,0.67324294
-4.76338169,1.19293976,0.29319232,0.19410118,0.00009889,0.04763344,0.32503506,0.42713636,0.00078102,0.66279761
-4.75737869,1.21100531,0.28660691,0.19344386,0.00011540,0.04608093,0.32154800,0.45913896,0.00091274,0.65142621
-4.75137569,1.22940214,0.27960391,0.19274562,0.00013371,0.04448625,0.31781958,0.49233720,0.00105924,0.63914175
-4.74537269,1.24792760,0.27223869,0.19200727,0.00015380,0.04285972,0.31382520,0.52646845,0.00122074,0.62597554
-4.73936968,1.26636720,0.26458107,0.19123389,0.00017564,0.04121283,0.30954188,0.56123199,0.00139714,0.61198203
-4.73336668,1.28450261,0.25671666,0.19043606,0.00019915,0.03955836,0.30495051,0.59629292,0.00158807,0.59724266
-4.72736368,1.30211946,0.24874763,0.18963075,0.00022418,0.03791042,0.30003773,0.63128713,0.00179280,0.58186839
-4.72136068,1.31901479,0.24079281,0.18884197,0.00025054,0.03628437,0.29479741,0.66582762,0.00201025,0.56600087
-4.71535768,1.33500398,0.23298719,0.18810103,0.00027799,0.03469671,0.28923162,0.69951185,0.00223900,0.54981221
-4.70935468,1.34992723,0.22548079,0.18744659,0.00030624,0.03316490,0.28335118,0.73193015,0.00247728,0.53350340
-4.70335168,1.36365537,0.21843694,0.18692422,0.00033493,0.03170707,0.27717580,0.76267510,0.00272303,0.51730137
-4.69734867,1.37609507,0.21203004,0.18658577,0.00036368,0.03034176,0.27073380,0.79135140,0.00297391,0.50145489
-4.69134567,1.38719322,0.20644285,0.18648836,0.00039207,0.02908764,0.26406159,0.81758636,0.00322739,0.48622946
-4.68534267,1.39694048,0.20186324,0.18669314,0.00041964,0.02796314,0.25720279,0.84104027,0.00348081,0.47190131
-4.67933967,1.40537373,0.19848071,0.18726375,0.00044592,0.02698616,0.25020724,0.86141667,0.00373149,0.45875066
-4.67333667,1.41257737,0.19648247,0.18826458,0.00047046,0.02617382,0.24312986,0.87847193,0.00397678,0.44705456
-4.66733367,1.41868314,0.19604931,0.18975882,0.00049278,0.02554208,0.23602932,0.89202381,0.00421422,0.43707937
-4.66133067,1.42386849,0.19735122,0.19180634,0.00051247,0.02510561,0.22896679,0.90195864,0.00444161,0.42907310
-4.65532766,1.42835321,0.20054298,0.19446150,0.00052913,0.02487745,0.22200457,0.90823683,0.00465710,0.42325789
-4.64932466,1.43239443,0.20575968,0.19777080,0.00054242,0.02486892,0.21520480,0.91089637,0.00485931,0.41982272
-4.64332166,1.43627987,0.21311237,0.20177068,0.00055207,0.02508941,0.20862818,0.91005407,0.00504741,0.41891667
