energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.83791896,2.47988117,-2.47987285,0.00854650,-0.00854643,0.10542817,-0.10542794,0.90202790,-0.90202555,0.49010670,-0.49010612,0.03523780,-0.03523751,1.46210055,-1.46209514,0.69920327,-0.69920107,0.26397698,-0.26397603
-5.83191596,2.41388038,-2.41387105,0.00780348,-0.00780341,0.10310944,-0.10310914,0.88621523,-0.88621242,0.47794318,-0.47794233,0.03281657,-0.03281627,1.42461391,-1.42460796,0.68698972,-0.68698726,0.25685947,-0.25685843
-5.82591296,2.34404023,-2.34402999,0.00708371,-0.00708364,0.10050822,-0.10050784,0.86859070,-0.86858747,0.46468287,-0.46468176,0.03038149,-0.03038119,1.38501448,-1.38500804,0.67375627,-0.67375357,0.24942474,-0.24942363
-5.81990995,2.27104826,-2.27103721,0.00639294,-0.00639287,0.09764737,-0.09764693,0.84932110,-0.84931748,0.45047450,-0.45047317,0.02796191,-0.02796161,1.34369558,-1.34368871,0.65960819,-0.65960528,0.24174677,-0.24174559
-5.81390695,2.19557649,-2.19556474,0.00573597,-0.00573591,0.09455411,-0.09455360,0.82858360,-0.82857962,0.43547170,-0.43547016,0.02558461,-0.02558431,1.30103475,-1.30102752,0.64464705,-0.64464394,0.23389397,-0.23389273
-5.80790395,2.11826349,-2.11825115,0.00511664,-0.00511658,0.09125905,-0.09125850,0.80655934,-0.80655506,0.41982835,-0.41982663,0.02327338,-0.02327309,1.25738357,-1.25737603,0.62896725,-0.62896396,0.22592768,-0.22592639
-5.80190095,2.03969871,-2.03968589,0.00453779,-0.00453774,0.08779528,-0.08779468,0.78342729,-0.78342273,0.40369437,-0.40369249,0.02104873,-0.02104845,1.21305914,-1.21305136,0.61265313,-0.61264968,0.21790090,-0.21789956
-5.79589795,1.96040995,-1.96039676,0.00400133,-0.00400128,0.08419721,-0.08419657,0.75935857,-0.75935380,0.38721191,-0.38720989,0.01892772,-0.01892745,1.16833780,-1.16832983,0.59577689,-0.59577331,0.20985751,-0.20985614
-5.78989495,1.88085464,-1.88084118,0.00350824,-0.00350819,0.08049956,-0.08049889,0.73451193,-0.73450698,0.37051229,-0.37051016,0.01692392,-0.01692367,1.12345108,-1.12344297,0.57839749,-0.57839378,0.20183203,-0.20183063
-5.78389195,1.80141526,-1.80140161,0.00305866,-0.00305862,0.07673636,-0.07673568,0.70903031,-0.70902523,0.35371377,-0.35371156,0.01504743,-0.01504718,1.07858443,-1.07857623,0.56056054,-0.56055674,0.19384978,-0.19384836
-5.77788894,1.72239900,-1.72238525,0.00265200,-0.00265196,0.07294013,-0.07293943,0.68303895,-0.68303378,0.33692018,-0.33691791,0.01330502,-0.01330480,1.03387845,-1.03387019,0.54229935,-0.54229546,0.18592753,-0.18592610
-5.77188594,1.64404172,-1.64402793,0.00228700,-0.00228696,0.06914111,-0.06914041,0.65664486,-0.65663962,0.32022049,-0.32021817,0.01170041,-0.01170020,0.98943258,-0.98942430,0.52363687,-0.52363291,0.17807461,-0.17807317
-5.76588294,1.56651546,-1.56650171,0.00196188,-0.00196185,0.06536685,-0.06536616,0.62993782,-0.62993256,0.30368924,-0.30368690,0.01023448,-0.01023428,0.94531098,-0.94530270,0.50458856,-0.50458454,0.17029428,-0.17029282
-5.75987994,1.48993926,-1.48992559,0.00167445,-0.00167442,0.06164192,-0.06164125,0.60299266,-0.60298740,0.28738780,-0.28738545,0.00890562,-0.00890545,0.90155003,-0.90154179,0.48516590,-0.48516183,0.16258542,-0.16258395
-5.75387694,1.41439211,-1.41437856,0.00142216,-0.00142214,0.05798784,-0.05798719,0.57587251,-0.57586728,0.27136618,-0.27136383,0.00771013,-0.00770997,0.85816704,-0.85815886,0.46538027,-0.46537616,0.15494434,-0.15494287
-5.74787394,1.33992737,-1.33991400,0.00120230,-0.00120227,0.05442323,-0.05442261,0.54863283,-0.54862765,0.25566542,-0.25566309,0.00664254,-0.00664240,0.81516948,-0.81516137,0.44524695,-0.44524282,0.14736666,-0.14736519
-5.74187094,1.26658763,-1.26657446,0.00101200,-0.00101198,0.05096418,-0.05096359,0.52132578,-0.52132067,0.24032020,-0.24031791,0.00569602,-0.00569590,0.77256419,-0.77255616,0.42478895,-0.42478481,0.13984906,-0.13984759
-5.73586793,1.19441892,-1.19440601,0.00084838,-0.00084836,0.04762470,-0.04762414,0.49400461,-0.49399958,0.22536165,-0.22535941,0.00486272,-0.00486261,0.73036591,-0.73035800,0.40404040,-0.40403625,0.13239093,-0.13238947
-5.72986493,1.12348370,-1.12347109,0.00070859,-0.00070857,0.04441732,-0.04441681,0.46672770,-0.46672277,0.21081999,-0.21081781,0.00413411,-0.00413401,0.68860482,-0.68859704,0.38304920,-0.38304507,0.12499574,-0.12499428
-5.72386193,1.05387168,-1.05385941,0.00058988,-0.00058987,0.04135381,-0.04135334,0.43956195,-0.43955715,0.19672707,-0.19672498,0.00350132,-0.00350123,0.64733240,-0.64732477,0.36187894,-0.36187484,0.11767207,-0.11767063
-5.71785893,0.98570813,-0.98569625,0.00048966,-0.00048965,0.03844583,-0.03844542,0.41258533,-0.41258065,0.18311856,-0.18311657,0.00295535,-0.00295528,0.60662557,-0.60661812,0.34060967,-0.34060562,0.11043434,-0.11043292
-5.71185593,0.91915931,-0.91914789,0.00040549,-0.00040548,0.03570571,-0.03570536,0.38588834,-0.38588381,0.17003571,-0.17003385,0.00248738,-0.00248732,0.56658896,-0.56658172,0.31933785,-0.31933387,0.10330314,-0.10330175
-5.70585293,0.85443499,-0.85442409,0.00033514,-0.00033513,0.03314707,-0.03314680,0.35957443,-0.35957007,0.15752671,-0.15752500,0.00208888,-0.00208883,0.52735512,-0.52734812,0.29817518,-0.29817129,0.09630519,-0.09630383
-5.69984992,0.79178817,-0.79177786,0.00027661,-0.00027660,0.03078552,-0.03078533,0.33375936,-0.33375518,0.14564758,-0.14564605,0.00175183,-0.00175178,0.48908304,-0.48907631,0.27724660,-0.27724282,0.08947297,-0.08947166
-5.69384692,0.73151221,-0.73150258,0.00022810,-0.00022810,0.02863916,-0.02863906,0.30856948,-0.30856549,0.13446262,-0.13446130,0.00146877,-0.00146873,0.45195505,-0.45194863,0.25668756,-0.25668391,0.08284411,-0.08284286
-5.68784392,0.67393598,-0.67392713,0.00018803,-0.00018803,0.02672909,-0.02672909,0.28413931,-0.28413554,0.12404453,-0.12404347,0.00123292,-0.00123289,0.41617248,-0.41616641,0.23664072,-0.23663723,0.07646047,-0.07645928
-5.68184092,0.61941732,-0.61940935,0.00015502,-0.00015502,0.02507976,-0.02507987,0.26060844,-0.26060491,0.11447413,-0.11447337,0.00103821,-0.00103818,0.38195042,-0.38194476,0.21725238,-0.21724907,0.07036716,-0.07036605
-5.67583792,0.56833553,-0.56832855,0.00012789,-0.00012789,0.02371925,-0.02371949,0.23811807,-0.23811479,0.10583987,-0.10583946,0.00087928,-0.00087926,0.34951202,-0.34950681,0.19866867,-0.19866557,0.06461140,-0.06461038
-5.66983492,0.52108323,-0.52107737,0.00010563,-0.00010563,0.02267940,-0.02267980,0.21680736,-0.21680436,0.09823711,-0.09823711,0.00075151,-0.00075149,0.31908253,-0.31907781,0.18103199,-0.18102912,0.05924138,-0.05924046
-5.66383192,0.47805823,-0.47805361,0.00008739,-0.00008738,0.02199586,-0.02199644,0.19680995,-0.19680724,0.09176723,-0.09176771,0.00065093,-0.00065092,0.29088361,-0.29087943,0.16447756,-0.16447495,0.05430516,-0.05430434
-5.65782891,0.43965561,-0.43965235,0.00007245,-0.00007245,0.02170799,-0.02170877,0.17825063,-0.17824823,0.08653665,-0.08653765,0.00057425,-0.00057424,0.26512804,-0.26512445,0.14913053,-0.14912819,0.04984960,-0.04984891
-5.65182591,0.40626035,-0.40625860,0.00006023,-0.00006023,0.02185862,-0.02185963,0.16124255,-0.16124048,0.08265562,-0.08265724,0.00051876,-0.00051876,0.24201504,-0.24201209,0.13510346,-0.13510142,0.04591948,-0.04591892
-5.64582291,0.37824067,-0.37824058,0.00005025,-0.00005025,0.02249364,-0.02249491,0.14588485,-0.14588313,0.08023704,-0.08023935,0.00048230,-0.00048230,0.22172634,-0.22172406,0.12249448,-0.12249276,0.04255660,-0.04255618
-5.63981991,0.35594203,-0.35594373,0.00004211,-0.00004211,0.02366155,-0.02366311,0.13226092,-0.13225957,0.07939501,-0.07939809,0.00046317,-0.00046318,0.20442297,-0.20442141,0.11138595,-0.11138456,0.03979910,-0.03979884
-5.63381691,0.33968176,-0.33968541,0.00003550,-0.00003550,0.02541269,-0.02541458,0.12043729,-0.12043630,0.08024323,-0.08024717,0.00046008,-0.00046009,0.19024280,-0.19024200,0.10184369,-0.10184264,0.03768087,-0.03768077
-5.62781391,0.32974427,-0.32975000,0.00003015,-0.00003015,0.02779846,-0.02780071,0.11046294,-0.11046234,0.08289329,-0.08289817,0.00047209,-0.00047210,0.17929877,-0.17929874,0.09391667,-0.09391597,0.03623098,-0.03623105
-5.62181091,0.32637655,-0.32638450,0.00002586,-0.00002586,0.03087029,-0.03087295,0.10236926,-0.10236907,0.08745262,-0.08745852,0.00049850,-0.00049851,0.17167751,-0.17167831,0.08763711,-0.08763677,0.03547324,-0.03547349
-5.61580790,0.32978401,-0.32979431,0.00002246,-0.00002246,0.03467857,-0.03468166,0.09617032,-0.09617054,0.09402235,-0.09402936,0.00053884,-0.00053886,0.16743857,-0.16744021,0.08302090,-0.08302092,0.03542578,-0.03542622
-5.60980490,0.34012636,-0.34013913,0.00001981,-0.00001981,0.03927138,-0.03927494,0.09186349,-0.09186412,0.10269493,-0.10270314,0.00059279,-0.00059281,0.16661371,-0.16661621,0.08006815,-0.08006855,0.03610067,-0.03610130
-5.60380190,0.35751371,-0.35752906,0.00001782,-0.00001782,0.04469326,-0.04469733,0.08943030,-0.08943135,0.11355170,-0.11356118,0.00066008,-0.00066011,0.16920659,-0.16920996,0.07876398,-0.07876474,0.03750350,-0.03750432
-5.59779890,0.38200284,-0.38202085,0.00001638,-0.00001638,0.05098392,-0.05098854,0.08883746,-0.08883894,0.12666037,-0.12667119,0.00074052,-0.00074054,0.17519246,-0.17519671,0.07907925,-0.07908038,0.03963306,-0.03963407
-5.59179590,0.41359384,-0.41361457,0.00001543,-0.00001543,0.05817703,-0.05818221,0.09003805,-0.09003995,0.14207273,-0.14208495,0.00083385,-0.00083388,0.18451813,-0.18452325,0.08097145,-0.08097294,0.04248100,-0.04248220
-5.58579290,0.45222741,-0.45225092,0.00001490,-0.00001490,0.06629913,-0.06630492,0.09297273,-0.09297505,0.15982253,-0.15983620,0.00093977,-0.00093981,0.19710207,-0.19710805,0.08438544,-0.08438728,0.04603157,-0.04603294
-5.57978989,0.49778325,-0.49780955,0.00001475,-0.00001474,0.07536884,-0.07537525,0.09757109,-0.09757383,0.17992392,-0.17993907,0.00105790,-0.00105794,0.21283484,-0.21284166,0.08925436,-0.08925655,0.05026143,-0.05026298
-5.57378689,0.55007967,-0.55010877,0.00001492,-0.00001492,0.08539627,-0.08540331,0.10375312,-0.10375628,0.20237045,-0.20238712,0.00118771,-0.00118775,0.23157996,-0.23158759,0.09550050,-0.09550301,0.05513964,-0.05514137
-5.56778389,0.60887522,-0.60890708,0.00001537,-0.00001537,0.09638286,-0.09639056,0.11143079,-0.11143436,0.22713498,-0.22715318,0.00132853,-0.00132857,0.25317534,-0.25318374,0.10303624,-0.10303906,0.06062779,-0.06062968
-5.56178089,0.67387229,-0.67390686,0.00001608,-0.00001608,0.10832166,-0.10833002,0.12050979,-0.12051376,0.25417047,-0.25419020,0.00147955,-0.00147960,0.27743543,-0.27744455,0.11176524,-0.11176834,0.06668035,-0.06668238
-5.55577789,0.74472319,-0.74476041,0.00001701,-0.00001701,0.12119807,-0.12120710,0.13089155,-0.13089592,0.28341189,-0.28343314,0.00163982,-0.00163986,0.30415418,-0.30416397,0.12158368,-0.12158705,0.07324528,-0.07324744
-5.54977489,0.82103876,-0.82107854,0.00001813,-0.00001813,0.13499099,-0.13500069,0.14247538,-0.14248014,0.31477914,-0.31480190,0.00180823,-0.00180828,0.33310891,-0.33311931,0.13238181,-0.13238542,0.08026493,-0.08026720
-5.54377189,0.90239935,-0.90244159,0.00001942,-0.00001942,0.14967451,-0.14968490,0.15516088,-0.15516604,0.34818107,-0.34820530,0.00198358,-0.00198363,0.36406501,-0.36407596,0.14404569,-0.14404951,0.08767718,-0.08767954
-5.53776888,0.98836792,-0.98841252,0.00002086,-0.00002086,0.16521988,-0.16523095,0.16885051,-0.16885605,0.38352029,-0.38354598,0.00216457,-0.00216462,0.39678144,-0.39679287,0.15645914,-0.15646313,0.09541687,-0.09541931
-5.53176588,1.07850471,-1.07855157,0.00002242,-0.00002242,0.18159774,-0.18160950,0.18345213,-0.18345808,0.42069867,-0.42072579,0.00234987,-0.00234992,0.43101683,-0.43102867,0.16950583,-0.16950998,0.10341741,-0.10341990
-5.52576288,1.17238268,-1.17243171,0.00002410,-0.00002410,0.19878047,-0.19879292,0.19888170,-0.19888804,0.45962307,-0.45965160,0.00253814,-0.00253819,0.46653585,-0.46654803,0.18307154,-0.18307581,0.11161255,-0.11161507
-5.51975988,1.26960273,-1.26965386,0.00002587,-0.00002587,0.21674443,-0.21675759,0.21506555,-0.21507231,0.50021093,-0.50024086,0.00272810,-0.00272815,0.50311559,-0.50312805,0.19704625,-0.19705062,0.11993820,-0.11994074
-5.51375688,1.36980762,-1.36986079,0.00002775,-0.00002775,0.23547190,-0.23548579,0.23194248,-0.23194967,0.54239522,-0.54242655,0.00291855,-0.00291860,0.54055147,-0.54056416,0.21132621,-0.21133065,0.12833423,-0.12833677
-5.50775388,1.47269332,-1.47274851,0.00002973,-0.00002973,0.25495253,-0.25496718,0.24946515,-0.24947280,0.58612828,-0.58616101,0.00310843,-0.00310848,0.57866223,-0.57867510,0.22581563,-0.22582012,0.13674610,-0.13674862
-5.50175088,1.57801666,-1.57807385,0.00003182,-0.00003182,0.27518402,-0.27519945,0.26760082,-0.26760894,0.63138397,-0.63141813,0.00329685,-0.00329690,0.61729355,-0.61730655,0.24042799,-0.24043250,0.14512619,-0.14512868
-5.49574787,1.68559809,-1.68565730,0.00003405,-0.00003405,0.29617192,-0.29618817,0.28633107,-0.28633971,0.67815774,-0.67819337,0.00348313,-0.00348317,0.65631995,-0.65633305,0.25508669,-0.25509120,0.15343480,-0.15343723
-5.48974487,1.79531887,-1.79538014,0.00003645,-0.00003645,0.31792836,-0.31794546,0.30565055,-0.30565974,0.72646426,-0.72650141,0.00366677,-0.00366681,0.69564457,-0.69565773,0.26972517,-0.26972966,0.16164061,-0.16164299
-5.48374187,1.90711192,-1.90717529,0.00003908,-0.00003908,0.34046959,-0.34048758,0.32556452,-0.32557429,0.77633233,-0.77637103,0.00384752,-0.00384756,0.73519660,-0.73520982,0.28428618,-0.28429063,0.16972070,-0.16972303
-5.47773887,2.02094636,-2.02101188,0.00004200,-0.00004200,0.36381249,-0.36383139,0.34608529,-0.34609567,0.82779707,-0.82783737,0.00402531,-0.00402534,0.77492643,-0.77493968,0.29872038,-0.29872477,0.17765992,-0.17766219
-5.47173587,2.13680593,-2.13687362,0.00004531,-0.00004531,0.38796977,-0.38798962,0.36722752,-0.36723853,0.88088948,-0.88093141,0.00420024,-0.00420027,0.81479844,-0.81481170,0.31298422,-0.31298854,0.18544970,-0.18545189
-5.46573287,2.25466215,-2.25473200,0.00004914,-0.00004914,0.41294451,-0.41296530,0.38900266,-0.38901433,0.93562383,-0.93566740,0.00437252,-0.00437255,0.85478185,-0.85479510,0.32703727,-0.32704149,0.19308636,-0.19308848
-5.45972986,2.37444346,-2.37451542,0.00005364,-0.00005364,0.43872378,-0.43874551,0.41141267,-0.41142500,0.99198327,-0.99202845,0.00454246,-0.00454248,0.89484011,-0.89485332,0.34083909,-0.34084319,0.20056905,-0.20057109
-5.45372686,2.49600218,-2.49607612,0.00005902,-0.00005902,0.46527207,-0.46529471,0.43444342,-0.43445640,1.04990459,-1.04995132,0.00471033,-0.00471035,0.93491935,-0.93493249,0.35434596,-0.35434992,0.20789726,-0.20789923
-5.44772386,2.61908123,-2.61915693,0.00006553,-0.00006553,0.49252469,-0.49254817,0.45805803,-0.45807163,1.10926292,-1.10931107,0.00487636,-0.00487638,0.97493680,-0.97494981,0.36750757,-0.36751135,0.21506836,-0.21507024
-5.44172086,2.74328301,-2.74336016,0.00007349,-0.00007349,0.52038172,-0.52040595,0.48219080,-0.48220497,1.16985749,-1.16990689,0.00504064,-0.00504065,1.01476992,-1.01478273,0.38026413,-0.38026771,0.22207505,-0.22207684
-5.43571786,2.86804296,-2.86812112,0.00008330,-0.00008330,0.54870283,-0.54872767,0.50674194,-0.50675661,1.23139950,-1.23144986,0.00520305,-0.00520306,1.05424722,-1.05425974,0.39254407,-0.39254741,0.22890316,-0.22890485
-5.42971486,2.99261002,-2.99268863,0.00009544,-0.00009544,0.57730361,-0.57732889,0.53157373,-0.53158879,1.29350307,-1.29355407,0.00536322,-0.00536323,1.09314151,-1.09315363,0.40426253,-0.40426558,0.23552982,-0.23553140
-5.42371186,3.11603623,-3.11611459,0.00011050,-0.00011050,0.60595358,-0.60597909,0.55650836,-0.55652368,1.35568048,-1.35573169,0.00552048,-0.00552048,1.13116648,-1.13117806,0.41532101,-0.41532373,0.24192229,-0.24192373
-5.41770885,3.23717712,-3.23725442,0.00012920,-0.00012921,0.63437648,-0.63440196,0.58132790,-0.58134334,1.41734218,-1.41739310,0.00567385,-0.00567385,1.16797705,-1.16798794,0.42560822,-0.42561056,0.24803750,-0.24803879
-5.41170585,3.35470412,-3.35477943,0.00015240,-0.00015240,0.66225283,-0.66227799,0.60577658,-0.60579195,1.47780238,-1.47785243,0.00582203,-0.00582203,1.20317404,-1.20318407,0.43500225,-0.43500416,0.25382250,-0.25382361
-5.40570285,3.46712942,-3.46720173,0.00018109,-0.00018110,0.68922498,-0.68924950,0.62956540,-0.62958051,1.53629036,-1.53633891,0.00596344,-0.00596344,1.23631317,-1.23632215,0.44337408,-0.44337552,0.25921576,-0.25921667
-5.39969985,3.57284309,-3.57291129,0.00021648,-0.00021649,0.71490470,-0.71492824,0.65237920,-0.65239383,1.59196753,-1.59201389,0.00609627,-0.00609626,1.26691824,-1.26692598,0.45059226,-0.45059317,0.26414935,-0.26415003
-5.39369685,3.67016125,-3.67022422,0.00025993,-0.00025995,0.73888294,-0.73890513,0.67388586,-0.67389980,1.64394970,-1.64399315,0.00621854,-0.00621852,1.29449822,-1.29450452,0.45652866,-0.45652900,0.26855194,-0.26855237
-5.38769385,3.75738381,-3.75744040,0.00031304,-0.00031306,0.76074162,-0.76076210,0.69374743,-0.69376044,1.69133398,-1.69137378,0.00632818,-0.00632816,1.31856728,-1.31857196,0.46106495,-0.46106468,0.27235246,-0.27235262
-5.38169085,3.83285892,-3.83290801,0.00037759,-0.00037761,0.78006687,-0.78008526,0.71163259,-0.71164445,1.73322912,-1.73326457,0.00642317,-0.00642315,1.33866709,-1.33866997,0.46409956,-0.46409864,0.27548421,-0.27548407
-5.37568784,3.89505138,-3.89509195,0.00045560,-0.00045562,0.79646327,-0.79647924,0.72723005,-0.72724054,1.76878804,-1.76881845,0.00650165,-0.00650162,1.35438998,-1.35439093,0.46555458,-0.46555300,0.27788924,-0.27788878
-5.36968484,3.94261156,-3.94264269,0.00054928,-0.00054931,0.80956840,-0.80958162,0.74026210,-0.74027104,1.79724103,-1.79726578,0.00656200,-0.00656197,1.36540197,-1.36540086,0.46538242,-0.46538018,0.27952263,-0.27952185
-5.36368184,3.97444106,-3.97446199,0.00066104,-0.00066108,0.81906702,-0.81907722,0.75049775,-0.75050495,1.81792798,-1.81794655,0.00660301,-0.00660297,1.37146405,-1.37146082,0.46357158,-0.46356869,0.28035656,-0.28035545
-5.35767884,3.98975181,-3.98976196,0.00079348,-0.00079353,0.82470421,-0.82471117,0.75776460,-0.75776993,1.83032811,-1.83034006,0.00662392,-0.00662388,1.37245075,-1.37244536,0.46015130,-0.46014778,0.28038373,-0.28038230
-5.35167584,3.98811502,-3.98811404,0.00094932,-0.00094937,0.82629688,-0.82630042,0.76195900,-0.76196238,1.83408548,-1.83409052,0.00662456,-0.00662452,1.36836449,-1.36835696,0.45519468,-0.45519057,0.27961999,-0.27961824
-5.34567284,3.96949736,-3.96948513,0.00113136,-0.00113143,0.82374292,-0.82374296,0.76305374,-0.76305510,1.82902920,-1.82902718,0.00660538,-0.00660533,1.35934498,-1.35933538,0.44882004,-0.44881540,0.27810593,-0.27810388
