energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.80190095,2.68909481,-1.88315722,1.38515483,-1.65705339,0.72042260,-0.54953504,0.02132367,-0.00718626,0.47208250,-0.52294553,0.03153271,-0.00986521,1.20680019,-0.68577968,0.46730378,-0.26756427,0.16056114,-0.08729045
-5.79589795,2.62049170,-1.92503677,1.35412329,-1.64116830,0.68997367,-0.55479878,0.02170190,-0.00806906,0.44707479,-0.51884780,0.03125167,-0.01095128,1.19300515,-0.71913008,0.46127966,-0.28029519,0.15889757,-0.09249850
-5.78989495,2.54361350,-1.96995732,1.32053631,-1.62604635,0.65785566,-0.55907742,0.02197860,-0.00902655,0.42131502,-0.51327567,0.03078983,-0.01211847,1.17463290,-0.75634447,0.45372451,-0.29483079,0.15659824,-0.09816588
-5.78389195,2.45978411,-2.01788941,1.28503279,-1.61143532,0.62465226,-0.56255900,0.02215075,-0.01005268,0.39532525,-0.50647620,0.03015515,-0.01335778,1.15191183,-0.79712568,0.44471088,-0.31103326,0.15369330,-0.10426261
-5.77788894,2.37039143,-2.06888981,1.24827112,-1.59723470,0.59094629,-0.56547745,0.02221696,-0.01113964,0.36961360,-0.49874987,0.02935864,-0.01465834,1.12512973,-0.84117367,0.43433027,-0.32876868,0.15022119,-0.11075647
-5.77188594,2.27685062,-2.12307130,1.21091191,-1.58347903,0.55730398,-0.56810027,0.02217743,-0.01227782,0.34466049,-0.49043759,0.02841398,-0.01600748,1.09462697,-0.88817964,0.42269157,-0.34790503,0.14622768,-0.11761219
-5.76588294,2.18056970,-2.18056687,1.17360195,-1.57031372,0.52426068,-0.57071426,0.02203390,-0.01345578,0.32090631,-0.48190577,0.02733715,-0.01739075,1.06078909,-0.93781848,0.40991938,-0.36830924,0.14176468,-0.12479050
-5.75987994,2.08291808,-2.24149013,1.13695981,-1.55796523,0.49230850,-0.57361004,0.02178953,-0.01466037,0.29874114,-0.47352998,0.02614597,-0.01879212,1.02403910,-0.98974018,0.39615219,-0.38984333,0.13688916,-0.13224705
-5.75387694,1.98519877,-2.30589424,1.10156292,-1.54670750,0.46188595,-0.57706593,0.02144878,-0.01587684,0.27849647,-0.46567802,0.02485961,-0.02019415,0.98482962,-1.04356094,0.38154055,-0.41236015,0.13166195,-0.13993141
-5.74787394,1.88862471,-2.37373174,1.06793645,-1.53682667,0.43336980,-0.58133204,0.02101725,-0.01708905,0.26043909,-0.45869315,0.02349810,-0.02157827,0.94363490,-1.09885457,0.36624508,-0.43569878,0.12614654,-0.14778607
-5.74187094,1.79429915,-2.44481758,1.03654368,-1.52858626,0.40706921,-0.58661526,0.02050150,-0.01827976,0.24476719,-0.45287825,0.02208180,-0.02292518,0.90094295,-1.15514509,0.35043436,-0.45968010,0.12040797,-0.15574576
-5.73586793,1.70320035,-2.51879771,1.00777798,-1.52219476,0.38322206,-0.59306598,0.01990888,-0.01943100,0.23160854,-0.44848173,0.02063090,-0.02421513,0.85724769,-1.21190114,0.33428261,-0.48410289,0.11451174,-0.16373688
-5.72986493,1.61617018,-2.59512518,0.98195618,-1.51777742,0.36199334,-0.60076705,0.01924738,-0.02052444,0.22102061,-0.44568567,0.01916500,-0.02542847,0.81304119,-1.26853299,0.31796728,-0.50874074,0.10852270,-0.17167745
-5.72386193,1.53390650,-2.67304557,0.95931339,-1.51535370,0.34347556,-0.60972571,0.01852543,-0.02154185,0.21299259,-0.44459695,0.01770268,-0.02654601,0.76880614,-1.32439256,0.30166633,-0.53334023,0.10250408,-0.17947733
-5.71785893,1.45695905,-2.75159294,0.93999917,-1.51482174,0.32769085,-0.61986887,0.01775175,-0.02246558,0.20744892,-0.44524157,0.01626113,-0.02754955,0.72500840,-1.37877706,0.28555540,-0.55762056,0.09651656,-0.18703903
-5.71185593,1.38572838,-2.82959710,0.92407510,-1.51595036,0.31459462,-0.63104198,0.01693518,-0.02327902,0.20425429,-0.44756257,0.01485588,-0.02842233,0.68208984,-1.43093643,0.26980474,-0.58127493,0.09061738,-0.19425892
-5.70585293,1.32046767,-2.90570254,0.91151388,-1.51837927,0.30408057,-0.64301169,0.01608461,-0.02396711,0.20321987,-0.45142158,0.01350057,-0.02914944,0.64046146,-1.48008458,0.25457605,-0.60397380,0.08485955,-0.20102900
-5.69984992,1.26128713,-2.97839844,0.90220003,-1.52162715,0.29598684,-0.65547226,0.01520876,-0.02451675,0.20411046,-0.45660394,0.01220676,-0.02971826,0.60049696,-1.52541440,0.24001928,-0.62536999,0.07929118,-0.20723907
-5.69384692,1.20816067,-3.04605901,0.89593237,-1.52510732,0.29010310,-0.66805540,0.01431617,-0.02491726,0.20665247,-0.46282713,0.01098392,-0.03011878,0.56252673,-1.56611604,0.22626946,-0.64510573,0.07395478,-0.21277936
-5.68784392,1.16093476,-3.10699259,0.89242842,-1.52815009,0.28617836,-0.68034327,0.01341503,-0.02516063,0.21054251,-0.46975220,0.00983934,-0.03034389,0.52683265,-1.60139790,0.21344366,-0.66282121,0.06888680,-0.21754339
-5.68184092,1.11933928,-3.15949741,0.89133084,-1.53003054,0.28392937,-0.69188400,0.01251315,-0.02524184,0.21545634,-0.47699760,0.00877821,-0.03038957,0.49364361,-1.63050963,0.20163823,-0.67816455,0.06411723,-0.22143113
-5.67583792,1.08300012,-3.20192178,0.89221587,-1.53000042,0.28304938,-0.70220907,0.01161786,-0.02515903,0.22105802,-0.48415489,0.00780371,-0.03025498,0.46313208,-1.65276601,0.19092649,-0.69080270,0.05966925,-0.22435218
-5.66983492,1.05145354,-3.23272594,0.89460393,-1.52732242,0.28321710,-0.71085193,0.01073596,-0.02491351,0.22700910,-0.49080548,0.00691711,-0.02994252,0.43541187,-1.66757080,0.18135684,-0.70043277,0.05555914,-0.22622888
-5.66383192,1.02416188,-3.25054271,0.89797206,-1.52130511,0.28410569,-0.71736674,0.00987368,-0.02450977,0.23297755,-0.49653788,0.00611800,-0.02945771,0.41053716,-1.67443932,0.17295156,-0.70679328,0.05179626,-0.22699926
-5.65782891,1.00053060,-3.25423410,0.90176808,-1.51133689,0.28539150,-0.72134666,0.00903660,-0.02395532,0.23864631,-0.50096449,0.00540445,-0.02880906,0.38850300,-1.67301876,0.16570633,-0.70967477,0.04838315,-0.22661957
-5.65182591,0.97992616,-3.24294125,0.90542606,-1.49691706,0.28676254,-0.72244079,0.00822966,-0.02326047,0.24372124,-0.50373737,0.00477323,-0.02800780,0.36924735,-1.66310496,0.15959050,-0.70892918,0.04531589,-0.22506638
-5.64582291,0.96169463,-3.21612519,0.90838271,-1.47768278,0.28792624,-0.72036889,0.00745712,-0.02243799,0.24793818,-0.50456224,0.00422008,-0.02706758,0.35265462,-1.64465497,0.15454818,-0.70447756,0.04258450,-0.22233804
-5.63981991,0.94518037,-3.17359645,0.91009408,-1.45343044,0.28861661,-0.71493341,0.00672253,-0.02150273,0.25106906,-0.50321019,0.00373987,-0.02600408,0.33856079,-1.61779443,0.15050023,-0.69631548,0.04017361,-0.21845548
-5.63381691,0.92974461,-3.11553206,0.91005208,-1.42413047,0.28860030,-0.70602819,0.00602872,-0.02047118,0.25292680,-0.49952660,0.00332688,-0.02483458,0.32676003,-1.58281933,0.14734687,-0.68451606,0.03806311,-0.21346224
-5.62781391,0.91478326,-3.04247906,0.90780013,-1.38993499,0.28768167,-0.69364352,0.00537785,-0.01936096,0.25336884,-0.49343696,0.00297499,-0.02357755,0.31701252,-1.54019198,0.14497121,-0.66923015,0.03622910,-0.20742373
-5.62181091,0.89974366,-2.95534424,0.90294745,-1.35117794,0.28570659,-0.67786738,0.00477136,-0.01819033,0.25229937,-0.48494951,0.00267791,-0.02225210,0.30905352,-1.49053104,0.14324320,-0.65068373,0.03464484,-0.20042579
-5.61580790,0.88413968,-2.85537064,0.89518128,-1.30836778,0.28256497,-0.65888285,0.00421005,-0.01697772,0.24966988,-0.47415442,0.00242932,-0.02087760,0.30260319,-1.43459607,0.14202419,-0.62917245,0.03328177,-0.19257246
-5.60980490,0.86756486,-2.74410169,0.88427679,-1.26217297,0.27819190,-0.63696193,0.00369409,-0.01574122,0.24547845,-0.46122000,0.00222309,-0.01947315,0.29737709,-1.37326713,0.14117173,-0.60505373,0.03211068,-0.18398319
-5.60380190,0.84970323,-2.62333481,0.87010415,-1.21340119,0.27256744,-0.61245604,0.00322306,-0.01449816,0.23976746,-0.44638585,0.00205339,-0.01805724,0.29309675,-1.30752019,0.14054456,-0.57873643,0.03110273,-0.17478955
-5.59779890,0.83033749,-2.49506630,0.85263255,-1.16297297,0.26571518,-0.58578368,0.00279604,-0.01326471,0.23262005,-0.42995349,0.00191483,-0.01664730,0.28950030,-1.23839951,0.14000752,-0.55066880,0.03023064,-0.16513153
-5.59179590,0.80935440,-2.36143005,0.83193114,-1.11189101,0.25769954,-0.55741597,0.00241162,-0.01205557,0.22415551,-0.41227497,0.00180257,-0.01525945,0.28635245,-1.16698787,0.13943621,-0.52132510,0.02946970,-0.15515367
-5.58579290,0.78674733,-2.22463266,0.80816687,-1.06120649,0.24862209,-0.52786057,0.00206804,-0.01088375,0.21452365,-0.39373982,0.00171240,-0.01390816,0.28345372,-1.09437617,0.13872127,-0.49119150,0.02879870,-0.14500111
-5.57978989,0.76261585,-2.08688763,0.78159936,-1.01198359,0.23861695,-0.49764481,0.00176318,-0.00976034,0.20389853,-0.37476110,0.00164081,-0.01260610,0.28064841,-1.02163338,0.13777212,-0.46075175,0.02820082,-0.13481570
-5.57378689,0.73716262,-1.95035110,0.75257321,-0.96526376,0.22784563,-0.46729866,0.00149470,-0.00869445,0.19247185,-0.35576092,0.00158505,-0.01136398,0.27783119,-0.94977809,0.13651983,-0.43047341,0.02766430,-0.12473244
-5.56778389,0.71068752,-1.81706183,0.72150786,-0.92203089,0.21649133,-0.43733829,0.00126009,-0.00769316,0.18044613,-0.33715620,0.00154318,-0.01019051,0.27495185,-0.87975271,0.13491935,-0.40079501,0.02718293,-0.11487621
-5.56178089,0.68357949,-1.68888714,0.68888574,-0.88317869,0.20475311,-0.40825074,0.00105673,-0.00676158,0.16802803,-0.31934493,0.00151403,-0.00909233,0.27201818,-0.81240129,0.13295070,-0.37211463,0.02675640,-0.10535904
-5.55577789,0.65630609,-1.56747693,0.65523884,-0.84948140,0.19284001,-0.38048023,0.00088197,-0.00590293,0.15542215,-0.30269369,0.00149731,-0.00807412,0.26909679,-0.74845145,0.13061922,-0.34478041,0.02639040,-0.09627790
-5.54977489,0.62940130,-1.45422681,0.62113453,-0.82156862,0.18096534,-0.35441665,0.00073318,-0.00511867,0.14282529,-0.28752651,0.00149351,-0.00713865,0.26631173,-0.68850121,0.12795497,-0.31908320,0.02609652,-0.08771315
-5.54377189,0.60345173,-1.35025127,0.58716075,-0.79990522,0.16934139,-0.33038630,0.00060781,-0.00440873,0.13042160,-0.27411555,0.00150393,-0.00628694,0.26384107,-0.63301070,0.12501107,-0.29525146,0.02589190,-0.07972759
-5.53776888,0.57908158,-1.25636741,0.55391120,-0.78477667,0.15817449,-0.30864529,0.00050343,-0.00377165,0.11837853,-0.26267381,0.00153066,-0.00551841,0.26191138,-0.58229896,0.12186131,-0.27344868,0.02579873,-0.07236617
-5.53176588,0.55693669,-1.17308896,0.52197093,-0.77628030,0.14766067,-0.28937556,0.00041776,-0.00320483,0.10684378,-0.25334997,0.00157650,-0.00483109,0.26079026,-0.53654570,0.11859697,-0.25377306,0.02584346,-0.06565630
-5.52576288,0.53766791,-1.10063046,0.49190247,-0.77432263,0.13798196,-0.27268344,0.00034871,-0.00270477,0.09594321,-0.24622537,0.00164494,-0.00422184,0.26077717,-0.49579746,0.11532302,-0.23625957,0.02605588,-0.05960872
-5.51975988,0.52191412,-1.03892063,0.46423297,-0.77862281,0.12930318,-0.25860073,0.00029439,-0.00226727,0.08577972,-0.24131326,0.00174008,-0.00368652,0.26219279,-0.45997798,0.11215385,-0.22088388,0.02646802,-0.05421881
-5.51375688,0.51028517,-0.98762402,0.43944242,-0.78872193,0.12176941,-0.24708810,0.00025310,-0.00188763,0.07643295,-0.23856015,0.00186654,-0.00322027,0.26536719,-0.42890185,0.10920877,-0.20756825,0.02711292,-0.04946835
-5.50775388,0.50334493,-0.94616974,0.41795316,-0.80399796,0.11550395,-0.23804047,0.00022338,-0.00156088,0.06795979,-0.23784914,0.00202935,-0.00281769,0.27062711,-0.40229102,0.10660720,-0.19618866,0.02802327,-0.04532756
-5.50175088,0.50159488,-0.91378590,0.40012079,-0.82368576,0.11060679,-0.23129411,0.00020395,-0.00128191,0.06039553,-0.23900509,0.00223385,-0.00247302,0.27828286,-0.37979319,0.10446409,-0.18658318,0.02922999,-0.04175737
-5.49574787,0.50545838,-0.88953834,0.38622657,-0.84690160,0.10715350,-0.22663519,0.00019374,-0.00104562,0.05375548,-0.24180144,0.00248553,-0.00218036,0.28861513,-0.36100150,0.10288542,-0.17856094,0.03076081,-0.03871174
-5.48974487,0.51526614,-0.87237215,0.37647142,-0.87267137,0.10519448,-0.22380937,0.00019186,-0.00084706,0.04803700,-0.24596833,0.00278989,-0.00193384,0.30186213,-0.34547459,0.10196405,-0.17191149,0.03263881,-0.03614010
-5.48374187,0.53124305,-0.86115460,0.37097149,-0.89996169,0.10475455,-0.22253212,0.00019757,-0.00068151,0.04322167,-0.25120191,0.00315223,-0.00172772,0.31820765,-0.33275651,0.10177613,-0.16641414,0.03488114,-0.03398968
-5.47773887,0.55349697,-0.85471806,0.36975559,-0.92771278,0.10583284,-0.22249938,0.00021028,-0.00054457,0.03927763,-0.25717441,0.00357749,-0.00155656,0.33777028,-0.32239562,0.10237808,-0.16184691,0.03749771,-0.03220769
-5.47173587,0.58200977,-0.85190157,0.37276424,-0.95487226,0.10840297,-0.22339831,0.00022952,-0.00043217,0.03616185,-0.26354470,0.00407003,-0.00141528,0.36059442,-0.31396207,0.10380435,-0.15799487,0.04049019,-0.03074334
-5.46573287,0.61663122,-0.85158992,0.37985082,-0.98042850,0.11241347,-0.22491768,0.00025493,-0.00034062,0.03382233,-0.26996905,0.00463338,-0.00129930,0.38664340,-0.30706326,0.10606594,-0.15465756,0.04385112,-0.02954964
-5.45972986,0.65707602,-0.85274906,0.39078455,-1.00344262,0.11778863,-0.22675777,0.00028620,-0.00026663,0.03220015,-0.27611167,0.00527007,-0.00120452,0.41579510,-0.30135689,0.10914984,-0.15165532,0.04756340,-0.02858484
-5.45372686,0.70292454,-0.85445695,0.40525562,-1.02307786,0.12442960,-0.22863935,0.00032310,-0.00020729,0.03123128,-0.28165482,0.00598139,-0.00112745,0.44784043,-0.29656134,0.11301936,-0.14883437,0.05159999,-0.02781361
-5.44772386,0.75362755,-0.85592909,0.42288238,-1.03862532,0.13221602,-0.23031159,0.00036543,-0.00016008,0.03084821,-0.28630805,0.00676718,-0.00106516,0.48248492,-0.29246313,0.11761541,-0.14607048,0.05592401,-0.02720789
-5.44172086,0.80851525,-0.85653804,0.44322066,-1.04952518,0.14100806,-0.23155864,0.00041303,-0.00012279,0.03098137,-0.28981637,0.00762568,-0.00101533,0.51935357,-0.28892132,0.12285862,-0.14327136,0.06048922,-0.02674741
-5.43571786,0.86681068,-0.85582650,0.46577512,-1.05538245,0.15064893,-0.23220477,0.00046577,-0.00009359,0.03156034,-0.29196703,0.00855336,-0.00097627,0.55799901,-0.28586889,0.12865237,-0.14037750,0.06524085,-0.02641982
-5.42971486,0.92764758,-0.85351384,0.49001247,-1.05597685,0.16096807,-0.23211792,0.00052354,-0.00007091,0.03251496,-0.29259472,0.00954488,-0.00094686,0.59791287,-0.28331120,0.13488650,-0.13736175,0.07011682,-0.02622057
-5.42371186,0.99009228,-0.84949586,0.51537643,-1.05126625,0.17178472,-0.23121156,0.00058629,-0.00005345,0.03377618,-0.29158508,0.01059299,-0.00092659,0.63854021,-0.28132149,0.14144174,-0.13422769,0.07504937,-0.02615247
-5.41770885,1.05316943,-0.84383808,0.54130389,-1.04138363,0.18291212,-0.22944488,0.00065403,-0.00004014,0.03527701,-0.28887632,0.01168861,-0.00091552,0.67929649,-0.28003398,0.14819454,-0.13100673,0.07996692,-0.02622493
-5.41170585,1.11589064,-0.83676293,0.56724205,-1.02662779,0.19416209,-0.22682142,0.00072684,-0.00003013,0.03695322,-0.28445907,0.01282094,-0.00091424,0.71958670,-0.27963453,0.15502230,-0.12775443,0.08479629,-0.02645301
-5.40570285,1.17728537,-0.82863141,0.59266582,-1.00744798,0.20534993,-0.22338608,0.00080495,-0.00002272,0.03874409,-0.27837442,0.01397760,-0.00092389,0.75882592,-0.28034952,0.16180867,-0.12454588,0.08946509,-0.02685626
-5.39969985,1.23643279,-0.81991997,0.61709503,-0.98442338,0.21629957,-0.21922082,0.00088877,-0.00001738,0.04059315,-0.27071029,0.01514492,-0.00094608,0.79646052,-0.28243306,0.16844873,-0.12147068,0.09390415,-0.02745735
-5.39369685,1.29249355,-0.81119362,0.64011066,-0.95823809,0.22684869,-0.21443916,0.00097897,-0.00001369,0.04244888,-0.26159638,0.01630827,-0.00098294,0.83198916,-0.28615337,0.17485393,-0.11862739,0.09805011,-0.02828063
-5.38769385,1.34473997,-0.80307628,0.66136939,-0.92965290,0.23685362,-0.20917977,0.00107652,-0.00001136,0.04426535,-0.25119793,0.01745240,-0.00103701,0.86498258,-0.29177841,0.18095638,-0.11611802,0.10184779,-0.02935061
-5.38169085,1.39258335,-0.79621954,0.68061592,-0.89947482,0.24619390,-0.20359942,0.00118279,-0.00001020,0.04600291,-0.23970853,0.01856195,-0.00111131,0.89510142,-0.29956162,0.18671249,-0.11404251,0.10525244,-0.03069044
-5.37568784,1.43559710,-0.79127120,0.69769230,-0.86852589,0.25477612,-0.19786560,0.00129965,-0.00001009,0.04762872,-0.22734239,0.01962184,-0.00120922,0.92211090,-0.30972799,0.19210553,-0.11249353,0.10823164,-0.03232037
-5.36968484,1.47353422,-0.78884454,0.71254374,-0.83761243,0.26253694,-0.19214904,0.00142955,-0.00001101,0.04911729,-0.21432640,0.02061783,-0.00133452,0.94589185,-0.32246131,0.19714719,-0.11155174,0.11076684,-0.03425641
-5.36368184,1.50633843,-0.78948993,0.72522055,-0.80749604,0.26944509,-0.18661658,0.00157559,-0.00001303,0.05045083,-0.20089219,0.02153690,-0.00149131,0.96644715,-0.33789269,0.20187786,-0.11128175,0.11285443,-0.03650903
-5.35767884,1.53414777,-0.79366953,0.73587591,-0.77886753,0.27550212,-0.18142451,0.00174168,-0.00001631,0.05161950,-0.18726872,0.02236774,-0.00168398,0.98390327,-0.35609115,0.20636559,-0.11172884,0.11450622,-0.03908214
-5.35167584,1.55729054,-0.80173631,0.74475943,-0.75232478,0.28074191,-0.17671277,0.00193254,-0.00002109,0.05262150,-0.17367543,0.02310111,-0.00191715,0.99850654,-0.37705651,0.21070377,-0.11291659,0.11574936,-0.04197228
-5.34567284,1.57627318,-0.81391814,0.75220656,-0.72835537,0.28522877,-0.17260004,0.00215383,-0.00002775,0.05346293,-0.16031641,0.02373012,-0.00219559,1.01061425,-0.40071495,0.21500757,-0.11484556,0.11662571,-0.04516811
