energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.93996998,2.64090030,-2.64087050,0.82999933,-0.82998596,0.39958168,-0.39958192,0.00988861,-0.00988849,0.34699731,-0.34699425,0.05171678,-0.05171561,0.81562901,-0.81561966,0.11549115,-0.11549000,0.49491965,-0.49491179
-5.93396698,2.48099877,-2.48097145,0.76964758,-0.76963473,0.40072463,-0.40072558,0.00862622,-0.00862612,0.33329469,-0.33329208,0.04779900,-0.04779789,0.77013696,-0.77012817,0.11148134,-0.11148012,0.43714304,-0.43713582
-5.92796398,2.33879960,-2.33877494,0.71349866,-0.71348645,0.40533741,-0.40533908,0.00752471,-0.00752463,0.32174118,-0.32173906,0.04406598,-0.04406493,0.72942119,-0.72941300,0.10733714,-0.10733585,0.38488944,-0.38488288
-5.92196098,2.21473737,-2.21471556,0.66190884,-0.66189739,0.41354230,-0.41354473,0.00657927,-0.00657919,0.31244680,-0.31244522,0.04053883,-0.04053785,0.69366635,-0.69365883,0.10309748,-0.10309613,0.33805951,-0.33805361
-5.91595798,2.10915073,-2.10913195,0.61521975,-0.61520918,0.42544138,-0.42544461,0.00578408,-0.00578401,0.30550194,-0.30550092,0.03723609,-0.03723518,0.66305532,-0.66304853,0.09881084,-0.09880947,0.29649747,-0.29649222
-5.90995498,2.02229266,-2.02227708,0.57375932,-0.57374974,0.44111229,-0.44111633,0.00513264,-0.00513259,0.30097601,-0.30097559,0.03417377,-0.03417293,0.63777073,-0.63776476,0.09453426,-0.09453288,0.26000249,-0.25999789
-5.90395198,1.95433654,-1.95432432,0.53784225,-0.53783377,0.46060344,-0.46060831,0.00461811,-0.00461807,0.29891629,-0.29891649,0.03136536,-0.03136460,0.61799429,-0.61798920,0.09033190,-0.09033053,0.22833968,-0.22833571
-5.89794897,1.90537818,-1.90536945,0.50776986,-0.50776259,0.48392915,-0.48393485,0.00423351,-0.00423347,0.29934689,-0.29934773,0.02882193,-0.02882124,0.60390403,-0.60389990,0.08627332,-0.08627198,0.20125010,-0.20124675
-5.89194597,1.87543438,-1.87542928,0.48382906,-0.48382312,0.51106505,-0.51107157,0.00397190,-0.00397187,0.30226812,-0.30226961,0.02655219,-0.02655158,0.59566963,-0.59566654,0.08243148,-0.08243020,0.17845980,-0.17845703
-5.88594297,1.86443887,-1.86443749,0.46629045,-0.46628593,0.54194423,-0.54195157,0.00382654,-0.00382652,0.30765636,-0.30765850,0.02456259,-0.02456205,0.59344637,-0.59344437,0.07888058,-0.07887939,0.15968739,-0.15968519
-5.87993997,1.87223663,-1.87223904,0.45540532,-0.45540231,0.57645470,-0.57646281,0.00379092,-0.00379092,0.31546450,-0.31546729,0.02285739,-0.02285693,0.59736777,-0.59736694,0.07569383,-0.07569275,0.14465041,-0.14464875
-5.87393697,1.89857766,-1.89858389,0.45140178,-0.45140036,0.61443832,-0.61444718,0.00385878,-0.00385878,0.32562322,-0.32562665,0.02143876,-0.02143838,0.60753781,-0.60753818,0.07294128,-0.07294032,0.13307014,-0.13306899
-5.86793397,1.94311153,-1.94312158,0.45447996,-0.45448020,0.65569187,-0.65570141,0.00402403,-0.00402404,0.33804304,-0.33804709,0.02030684,-0.02030653,0.62402285,-0.62402447,0.07068769,-0.07068689,0.12467516,-0.12467450
-5.86193097,2.00538357,-2.00539739,0.46480649,-0.46480845,0.69997014,-0.69998029,0.00428068,-0.00428070,0.35261732,-0.35262196,0.01945977,-0.01945954,0.64684404,-0.64684694,0.06899072,-0.06899008,0.11920364,-0.11920344
-5.85592796,2.08483367,-2.08485118,0.48250838,-0.48251210,0.74699139,-0.74700210,0.00462273,-0.00462276,0.36922602,-0.36923123,0.01889384,-0.01889368,0.67597049,-0.67597466,0.06789924,-0.06789878,0.11640460,-0.11640483
-5.84992496,2.18079832,-2.18081942,0.50766657,-0.50767207,0.79644506,-0.79645622,0.00504403,-0.00504406,0.38774032,-0.38774605,0.01860348,-0.01860339,0.71131362,-0.71131908,0.06745206,-0.06745179,0.11603826,-0.11603889
-5.84392196,2.29251630,-2.29254083,0.54030938,-0.54031668,0.84800136,-0.84801291,0.00553811,-0.00553815,0.40802776,-0.40803399,0.01858138,-0.01858135,0.75272322,-0.75272993,0.06767696,-0.06767688,0.11787572,-0.11787673
-5.83791896,2.41913793,-2.41916573,0.58040617,-0.58041526,0.90132276,-0.90133460,0.00609806,-0.00609810,0.42995789,-0.42996456,0.01881856,-0.01881860,0.79998510,-0.79999303,0.06859002,-0.06859014,0.12169821,-0.12169958
-5.83191596,2.55973785,-2.55976870,0.62786144,-0.62787228,0.95607646,-0.95608852,0.00671642,-0.00671648,0.45340790,-0.45341497,0.01930448,-0.01930458,0.85282086,-0.85282997,0.07019540,-0.07019571,0.12729606,-0.12729775
-5.82591296,2.71333049,-2.71336419,0.68250960,-0.68252214,1.01194763,-1.01195983,0.00738510,-0.00738516,0.47826827,-0.47827570,0.02002713,-0.02002728,0.91088951,-0.91089973,0.07248537,-0.07248587,0.13446754,-0.13446951
-5.81990995,2.87888770,-2.87892401,0.74411079,-0.74412498,1.06865249,-1.06866477,0.00809529,-0.00809536,0.50444775,-0.50445550,0.02097316,-0.02097336,0.97379104,-0.97380231,0.07544068,-0.07544137,0.14301781,-0.14302005
-5.81390695,3.05535725,-3.05539596,0.81234788,-0.81236362,1.12595055,-1.12596287,0.00883750,-0.00883757,0.53187762,-0.53188566,0.02212802,-0.02212827,1.04107175,-1.04108398,0.07903121,-0.07903207,0.15275806,-0.15276054
-5.80790395,3.24168122,-3.24172210,0.88682478,-0.88684196,1.18365532,-1.18366765,0.00960158,-0.00960165,0.56051471,-0.56052301,0.02347610,-0.02347638,1.11223103,-1.11224414,0.08321679,-0.08321780,0.16350487,-0.16350755
-5.80190095,3.43681284,-3.43685568,0.96706631,-0.96708481,1.24164262,-1.24165495,0.01037680,-0.01037688,0.59034304,-0.59035159,0.02500085,-0.02500117,1.18672929,-1.18674318,0.08794821,-0.08794936,0.17507986,-0.17508272
-5.79589795,3.63973066,-3.63977526,1.05251971,-1.05253939,1.29985597,-1.29986832,0.01115205,-0.01115213,0.62137371,-0.62138248,0.02668495,-0.02668529,1.26399667,-1.26401125,0.09316840,-0.09316967,0.18730974,-0.18731275
-5.78989495,3.84944883,-3.84949499,1.14255772,-1.14257842,1.35830836,-1.35832075,0.01191594,-0.01191602,0.65364295,-0.65365195,0.02851040,-0.02851076,1.34344207,-1.34345723,0.09881357,-0.09881494,0.20002653,-0.20002966
-5.78389195,4.06502247,-4.06507005,1.23648332,-1.23650487,1.41708000,-1.41709250,0.01265710,-0.01265718,0.68720824,-0.68721747,0.03045868,-0.03045905,1.42446205,-1.42447770,0.10481448,-0.10481592,0.21306807,-0.21307130
-5.77788894,4.28554757,-4.28559640,1.33353606,-1.33355826,1.47631192,-1.47632460,0.01336437,-0.01336446,0.72214254,-0.72215200,0.03251082,-0.03251120,1.50644923,-1.50646527,0.11109758,-0.11109908,0.22627874,-0.22628203
-5.77188594,4.51015469,-4.51020464,1.43289982,-1.43292248,1.53619519,-1.53620811,0.01402713,-0.01402722,0.75852659,-0.75853630,0.03464750,-0.03464788,1.58879975,-1.58881609,0.11758618,-0.11758772,0.23951015,-0.23951349
-5.76588294,4.73799688,-4.73804781,1.53371197,-1.53373487,1.59695606,-1.59696934,0.01463547,-0.01463556,0.79643981,-0.79644978,0.03684909,-0.03684947,1.67091952,-1.67093605,0.12420154,-0.12420308,0.25262199,-0.25262534
-5.75987994,4.96823181,-4.96828360,1.63507367,-1.63509660,1.65883750,-1.65885122,0.01518053,-0.01518062,0.83594980,-0.83596006,0.03909569,-0.03909606,1.75222899,-1.75224561,0.13086375,-0.13086529,0.26548267,-0.26548601
-5.75387694,5.19999930,-5.20005181,1.73606123,-1.73608398,1.72207755,-1.72209180,0.01565471,-0.01565480,0.87710113,-0.87711168,0.04136717,-0.04136753,1.83216640,-1.83218302,0.13749268,-0.13749419,0.27796989,-0.27797321
-5.74787394,5.43239524,-5.43244831,1.83573828,-1.83576063,1.78688565,-1.78690051,0.01605185,-0.01605193,0.91990371,-0.91991456,0.04364317,-0.04364351,1.91018955,-1.91020606,0.14400873,-0.14401020,0.28997112,-0.28997438
-5.74187094,5.66444382,-5.66449727,1.93316866,-1.93319038,1.85341778,-1.85343331,0.01636739,-0.01636747,0.96432154,-0.96433269,0.04590313,-0.04590345,1.98577606,-1.98579236,0.15033353,-0.15033492,0.30138373,-0.30138692
-5.73586793,5.89506984,-5.89512346,2.02742966,-2.02745055,1.92175178,-1.92176802,0.01659850,-0.01659858,1.01026221,-1.01027365,0.04812633,-0.04812662,2.05842269,-2.05843867,0.15639055,-0.15639186,0.31211507,-0.31211817
-5.72986493,6.12307344,-6.12312696,2.11762573,-2.11764557,1.99186403,-1.99188098,0.01674410,-0.01674418,1.05756799,-1.05757969,0.05029189,-0.05029216,2.12764385,-2.12765940,0.16210579,-0.16210700,0.32208235,-0.32208534
-5.72386193,6.34710945,-6.34716257,2.20290212,-2.20292071,2.06360906,-2.06362668,0.01680487,-0.01680495,1.10600892,-1.10602084,0.05237895,-0.05237919,2.19296985,-2.19298485,0.16740831,-0.16740940,0.33121238,-0.33121525
-5.71785893,6.56567366,-6.56572601,2.28245851,-2.28247568,2.13670314,-2.13672136,0.01678318,-0.01678325,1.15527859,-1.15529067,0.05436673,-0.05436693,2.25394546,-2.25395978,0.17223090,-0.17223186,0.33944131,-0.33944404
-5.71185593,6.77709805,-6.77714922,2.35556232,-2.35557790,2.21071337,-2.21073207,0.01668297,-0.01668303,1.20499299,-1.20500515,0.05623475,-0.05623491,2.31012920,-2.31014272,0.17651074,-0.17651156,0.34671434,-0.34671690
-5.70585293,6.97955656,-6.97960607,2.42156140,-2.42157524,2.28505307,-2.28507207,0.01650958,-0.01650964,1.25469281,-1.25470495,0.05796305,-0.05796318,2.36109387,-2.36110645,0.18019012,-0.18019079,0.35298548,-0.35298787
-5.69984992,7.17108263,-7.17112998,2.47989592,-2.47990790,2.35898437,-2.35900348,0.01626959,-0.01626964,1.30384934,-1.30386134,0.05953255,-0.05953263,2.40642872,-2.40644023,0.18321725,-0.18321775,0.35821752,-0.35821973
-5.69384692,7.34959906,-7.34964368,2.53010910,-2.53011913,2.43162845,-2.43164741,0.01597053,-0.01597058,1.35187403,-1.35188577,0.06092530,-0.06092534,2.44574348,-2.44575379,0.18554705,-0.18554739,0.36238206,-0.36238406
-5.68784392,7.51295978,-7.51300110,2.57185643,-2.57186442,2.50198348,-2.50200202,0.01562071,-0.01562075,1.39813160,-1.39814292,0.06212498,-0.06212498,2.47867439,-2.47868335,0.18714210,-0.18714226,0.36545972,-0.36546151
-5.68184092,7.65900275,-7.65904017,2.60491305,-2.60491896,2.56894990,-2.56896770,0.01522889,-0.01522893,1.44195619,-1.44196694,0.06311724,-0.06311719,2.50489208,-2.50489957,0.18797344,-0.18797343,0.36744057,-0.36744214
-5.67583792,7.78561201,-7.78564496,2.62917884,-2.62918266,2.63136238,-2.63137911,0.01480408,-0.01480412,1.48267026,-1.48268028,0.06389014,-0.06389004,2.52411111,-2.52411703,0.18802151,-0.18802131,0.36832459,-0.36832594
-5.66983492,7.89078649,-7.89081441,2.64468101,-2.64468275,2.68802727,-2.68804260,0.01435530,-0.01435533,1.51960536,-1.51961449,0.06443459,-0.06443444,2.53610067,-2.53610491,0.18727684,-0.18727647,0.36812221,-0.36812332
-5.66383192,7.97271241,-7.97273478,2.65157362,-2.65157333,2.73776404,-2.73777763,0.01389132,-0.01389135,1.55212397,-1.55213206,0.06474466,-0.06474446,2.54069576,-2.54069823,0.18574076,-0.18574021,0.36685481,-0.36685569
-5.65782891,8.02983570,-8.02985207,2.65013402,-2.65013176,2.77944892,-2.77946047,0.01342051,-0.01342053,1.57964155,-1.57964844,0.06481792,-0.06481768,2.53780823,-2.53780888,0.18342581,-0.18342510,0.36455513,-0.36455577
-5.65182591,8.06093077,-8.06094079,2.64075583,-2.64075171,2.81205887,-2.81206808,0.01295064,-0.01295066,1.60164777,-1.60165335,0.06465565,-0.06465536,2.52743692,-2.52743571,0.18035600,-0.18035513,0.36126734,-0.36126776
-5.64582291,8.06516174,-8.06516515,2.62393862,-2.62393277,2.83471358,-2.83472022,0.01248875,-0.01248877,1.61772596,-1.61773012,0.06426293,-0.06426261,2.50967589,-2.50967282,0.17656674,-0.17656572,0.35704700,-0.35704719
-5.63981991,8.04213273,-8.04212938,2.60027424,-2.60026680,2.84671378,-2.84671764,0.01204107,-0.01204109,1.62756977,-1.62757242,0.06364868,-0.06364831,2.48472032,-2.48471542,0.17210453,-0.17210337,0.35196040,-0.35196039
-5.63381691,7.99192415,-7.99191402,2.57043020,-2.57042133,2.84757363,-2.84757458,0.01161291,-0.01161293,1.63099637,-1.63099747,0.06282547,-0.06282507,2.45286926,-2.45286257,0.16702624,-0.16702496,0.34608372,-0.34608351
-5.62781391,7.91511268,-7.91509588,2.53513055,-2.53512043,2.83704589,-2.83704384,0.01120865,-0.01120867,1.62795542,-1.62795494,0.06180934,-0.06180891,2.41452481,-2.41451642,0.16139820,-0.16139681,0.33950158,-0.33950118
-5.62181091,7.81277362,-7.81275039,2.49513492,-2.49512372,2.81513830,-2.81513326,0.01083174,-0.01083176,1.61853336,-1.61853132,0.06061942,-0.06061896,2.37018773,-2.37017776,0.15529488,-0.15529341,0.33230531,-0.33230475
-5.61580790,7.68646504,-7.68643574,2.45121646,-2.45120438,2.78212060,-2.78211264,0.01048472,-0.01048474,1.60295292,-1.60294937,0.05927749,-0.05927701,2.32044927,-2.32043786,0.14879741,-0.14879587,0.32459081,-0.32459010
-5.60980490,7.53819433,-7.53815946,2.40413973,-2.40412693,2.73852164,-2.73851089,0.01016929,-0.01016931,1.58156762,-1.58156264,0.05780749,-0.05780700,2.26597964,-2.26596695,0.14199179,-0.14199020,0.31645624,-0.31645540
-5.60380190,7.37036879,-7.37032893,2.35463929,-2.35462596,2.68511680,-2.68510346,0.00988639,-0.00988641,1.55485175,-1.55484546,0.05623498,-0.05623447,2.20751359,-2.20749980,0.13496708,-0.13496546,0.30799951,-0.30799858
-5.59779890,7.18573252,-7.18568835,2.30340029,-2.30338658,2.62290640,-2.62289073,0.00963635,-0.00963637,1.52338617,-1.52337871,0.05458659,-0.05458608,2.14583387,-2.14581918,0.12781344,-0.12781181,0.29931593,-0.29931490
-5.59179590,6.98729280,-6.98724507,2.25104168,-2.25102774,2.55308603,-2.55306836,0.00941901,-0.00941903,1.48784065,-1.48783217,0.05288956,-0.05288905,2.08175329,-2.08173790,0.12062021,-0.12061860,0.29049586,-0.29049478
-5.58579290,6.77823952,-6.77818903,2.19810308,-2.19808903,2.47701040,-2.47699106,0.00923394,-0.00923397,1.44895344,-1.44894414,0.05117126,-0.05117076,2.01609641,-2.01608054,0.11347410,-0.11347253,0.28162288,-0.28162175
-5.57978989,6.56186152,-6.56180910,2.14503577,-2.14502172,2.39615219,-2.39613158,0.00908063,-0.00908065,1.40750920,-1.40749926,0.04945888,-0.04945839,1.94968179,-1.94966565,0.10645751,-0.10645599,0.27277221,-0.27277105
-5.57378689,6.34146353,-6.34141002,2.09219833,-2.09218436,2.31205801,-2.31203653,0.00895871,-0.00895873,1.36431598,-1.36430560,0.04777918,-0.04777871,1.88330557,-1.88328937,0.09964711,-0.09964565,0.26400983,-0.26400866
-5.56778389,6.12028731,-6.12023354,2.03985696,-2.03984313,2.22630311,-2.22628118,0.00886823,-0.00886825,1.32018240,-1.32017179,0.04615842,-0.04615797,1.81772725,-1.81771119,0.09311262,-0.09311125,0.25539206,-0.25539090
-5.56178089,5.90144007,-5.90138684,1.98819032,-1.98817667,2.14044695,-2.14042498,0.00880991,-0.00880993,1.27589578,-1.27588514,0.04462235,-0.04462193,1.75365812,-1.75364238,0.08691604,-0.08691476,0.24696588,-0.24696473
-5.55577789,5.68783247,-5.68778051,1.93729855,-1.93728511,2.05599111,-2.05596949,0.00878541,-0.00878544,1.23220199,-1.23219151,0.04319639,-0.04319601,1.69175281,-1.69173756,0.08111101,-0.08110984,0.23876969,-0.23876856
-5.54977489,5.48212793,-5.48207794,1.88721568,-1.88720246,1.97434116,-1.97432027,0.00879761,-0.00879764,1.18978770,-1.18977756,0.04190584,-0.04190549,1.63260395,-1.63258934,0.07574264,-0.07574158,0.23083465,-0.23083356
-5.54377189,5.28670424,-5.28665683,1.83792460,-1.83791161,1.89677360,-1.89675376,0.00885087,-0.00885090,1.14926554,-1.14925588,0.04077621,-0.04077590,1.57673995,-1.57672612,0.07084752,-0.07084659,0.22318644,-0.22318539
-5.53776888,5.10362733,-5.10358302,1.78937356,-1.78936079,1.82440878,-1.82439029,0.00895124,-0.00895128,1.11116227,-1.11115324,0.03983354,-0.03983329,1.52462550,-1.52461259,0.06645409,-0.06645328,0.21584714,-0.21584614
-5.53176588,4.93463687,-4.93459612,1.74149306,-1.74148049,1.75819031,-1.75817342,0.00910667,-0.00910671,1.07591046,-1.07590217,0.03910480,-0.03910459,1.47666438,-1.47665247,0.06258309,-0.06258241,0.20883729,-0.20883635
-5.52576288,4.78114246,-4.78110563,1.69421208,-1.69419971,1.69887117,-1.69885607,0.00932714,-0.00932719,1.04384333,-1.04383587,0.03861806,-0.03861791,1.43320381,-1.43319299,0.05924831,-0.05924777,0.20217781,-0.20217694
-5.51975988,4.64422883,-4.64419618,1.64747268,-1.64746050,1.64700649,-1.64699333,0.00962475,-0.00962480,1.01519285,-1.01518628,0.03840275,-0.03840267,1.39453985,-1.39453020,0.05645732,-0.05645692,0.19589168,-0.19589088
-5.51375688,4.52466829,-4.52464001,1.60124202,-1.60123003,1.60295266,-1.60294151,0.01001367,-0.01001374,0.99009082,-0.99008518,0.03848965,-0.03848964,1.36092305,-1.36091461,0.05421234,-0.05421207,0.19000517,-0.19000446
-5.50775388,4.42293849,-4.42291467,1.55552126,-1.55550945,1.56687214,-1.56686305,0.01051010,-0.01051018,0.96857263,-0.96856792,0.03891077,-0.03891083,1.33256362,-1.33255643,0.05251097,-0.05251084,0.18454859,-0.18454796
-5.50175088,4.33924365,-4.33922431,1.51035085,-1.51033924,1.53874357,-1.53873652,0.01113200,-0.01113209,0.95058332,-0.95057953,0.03969892,-0.03969906,1.30963572,-1.30962980,0.05134700,-0.05134701,0.17955639,-0.17955587
-5.49574787,4.27353768,-4.27352276,1.46581218,-1.46580079,1.51837599,-1.51837092,0.01189882,-0.01189893,0.93598562,-0.93598272,0.04088721,-0.04088744,1.29228029,-1.29227566,0.05071107,-0.05071121,0.17506668,-0.17506627
-5.48974487,4.22554756,-4.22553693,1.42202561,-1.42201445,1.50542675,-1.50542356,0.01283104,-0.01283118,0.92456964,-0.92456756,0.04250820,-0.04250852,1.28060619,-1.28060284,0.05059116,-0.05059142,0.17112006,-0.17111978
-5.48374187,4.19479620,-4.19478967,1.37914530,-1.37913441,1.49942193,-1.49942048,0.01394966,-0.01394982,0.91606364,-0.91606231,0.04459287,-0.04459328,1.27468953,-1.27468745,0.05097301,-0.05097338,0.16775788,-0.16775773
-5.47773887,4.18062376,-4.18062108,1.33735137,-1.33734077,1.49977854,-1.49977867,0.01527551,-0.01527570,0.91014572,-0.91014505,0.04716941,-0.04716992,1.27457115,-1.27457030,0.05184036,-0.05184085,0.16502008,-0.16502007
-5.47173587,4.18220714,-4.18220802,1.29684006,-1.29682979,1.50582775,-1.50582926,0.01682852,-0.01682873,0.90645598,-0.90645587,0.05026189,-0.05026249,1.28025253,-1.28025288,0.05317510,-0.05317569,0.16294258,-0.16294272
-5.46573287,4.19857750,-4.19858159,1.25781276,-1.25780286,1.51683817,-1.51684084,0.01862688,-0.01862713,0.90460879,-0.90460914,0.05388876,-0.05388945,1.29169041,-1.29169190,0.05495723,-0.05495792,0.16155459,-0.16155488
-5.45972986,4.22863576,-4.22864268,1.22046460,-1.22045508,1.53203868,-1.53204229,0.02068618,-0.02068646,0.90420490,-0.90420560,0.05806139,-0.05806219,1.30879044,-1.30879301,0.05716476,-0.05716554,0.16087579,-0.16087623
-5.45372686,4.27116657,-4.27117590,1.18497343,-1.18496431,1.55064004,-1.55064438,0.02301846,-0.02301877,0.90484306,-0.90484399,0.06278266,-0.06278355,1.33140051,-1.33140407,0.05977354,-0.05977440,0.16091375,-0.16091435
-5.44772386,4.32485092,-4.32486225,1.15148992,-1.15148121,1.57185486,-1.57185969,0.02563131,-0.02563166,0.90613086,-0.90613190,0.06804557,-0.06804654,1.35930411,-1.35930857,0.06275699,-0.06275791,0.16166164,-0.16166238
-5.44172086,4.38827808,-4.38829095,1.12012927,-1.12012097,1.59491528,-1.59492039,0.02852699,-0.02852738,0.90769458,-0.90769563,0.07383218,-0.07383323,1.39221444,-1.39221969,0.06608583,-0.06608681,0.16309638,-0.16309725
-5.43571786,4.45995714,-4.45997110,1.09096500,-1.09095712,1.61908833,-1.61909351,0.03170166,-0.03170208,0.90918778,-0.90918874,0.08011274,-0.08011386,1.42976959,-1.42977550,0.06972785,-0.06972887,0.16517743,-0.16517842
-5.42971486,4.53832896,-4.53834356,1.06402515,-1.06401767,1.64368846,-1.64369353,0.03514467,-0.03514513,0.91029851,-0.91029931,0.08684521,-0.08684639,1.47152943,-1.47153589,0.07364762,-0.07364868,0.16784628,-0.16784737
-5.42371186,4.62177880,-4.62179359,1.03929083,-1.03928373,1.66808739,-1.66809217,0.03883806,-0.03883855,0.91075502,-0.91075557,0.09397516,-0.09397638,1.51697468,-1.51698154,0.07780635,-0.07780742,0.17102665,-0.17102781
-5.41770885,4.70865024,-4.70866480,1.01669729,-1.01669054,1.69172120,-1.69172554,0.04275626,-0.04275677,0.91032983,-0.91033006,0.10143611,-0.10143737,1.56550826,-1.56551537,0.08216172,-0.08216279,0.17462549,-0.17462670
-5.41170585,4.79726093,-4.79727485,0.99613721,-0.99613078,1.71409490,-1.71409868,0.04686596,-0.04686650,0.90884234,-0.90884220,0.10915041,-0.10915168,1.61645953,-1.61646675,0.08666787,-0.08666893,0.17853473,-0.17853596
-5.40570285,4.88592031,-4.88593322,0.97746605,-0.97745991,1.73478481,-1.73478794,0.05112634,-0.05112688,0.90615990,-0.90615937,0.11703052,-0.11703178,1.66909136,-1.66909853,0.09127548,-0.09127651,0.18263369,-0.18263492
-5.39969985,4.97294998,-4.97296154,0.96050907,-0.96050318,1.75343910,-1.75344150,0.05548942,-0.05548997,0.90219765,-0.90219671,0.12498078,-0.12498203,1.72261015,-1.72261713,0.09593193,-0.09593292,0.18679214,-0.18679332
-5.39369685,5.05670665,-5.05671658,0.94506962,-0.94506395,1.76977694,-1.76977857,0.05990085,-0.05990140,0.89691723,-0.89691587,0.13289965,-0.13290086,1.77617887,-1.77618551,0.10058164,-0.10058257,0.19087374,-0.19087486
-5.38769385,5.13560796,-5.13561602,0.93093847,-0.93093300,1.78358694,-1.78358779,0.06430084,-0.06430139,0.89032462,-0.89032286,0.14068223,-0.14068339,1.82893272,-1.82893889,0.10516650,-0.10516736,0.19473996,-0.19474097
-5.38169085,5.20816093,-5.20816693,0.91790361,-0.91789830,1.79472517,-1.79472525,0.06862543,-0.06862595,0.88246749,-0.88246536,0.14822315,-0.14822424,1.87999736,-1.88000293,0.10962647,-0.10962724,0.19825400,-0.19825487
-5.37568784,5.27299291,-5.27299673,0.90576016,-0.90575501,1.80311338,-1.80311272,0.07280788,-0.07280837,0.87343225,-0.87342979,0.15541950,-0.15542052,1.92850903,-1.92851390,0.11390029,-0.11390098,0.20128489,-0.20128560
-5.36968484,5.32888429,-5.32888589,0.89432020,-0.89431521,1.80873774,-1.80873641,0.07678035,-0.07678081,0.86334105,-0.86333831,0.16217400,-0.16217492,1.97363630,-1.97364038,0.11792639,-0.11792697,0.20371132,-0.20371186
-5.36368184,5.37480232,-5.37480170,0.88342200,-0.88341717,1.81164832,-1.81164639,0.08047565,-0.08047606,0.85234902,-0.85234606,0.16839790,-0.16839873,2.01460240,-2.01460562,0.12164379,-0.12164426,0.20542526,-0.20542559
-5.35767884,5.40993476,-5.40993200,0.87293833,-0.87293368,1.81195944,-1.81195701,0.08382900,-0.08382936,0.84064175,-0.84063865,0.17401389,-0.17401461,2.05070773,-2.05071006,0.12499332,-0.12499367,0.20633505,-0.20633517
-5.35167584,5.43372207,-5.43371733,0.86278382,-0.86277939,1.80985078,-1.80984798,0.08677989,-0.08678019,0.82843325,-0.82843009,0.17895850,-0.17895913,2.08135144,-2.08135287,0.12791870,-0.12791893,0.20636804,-0.20636794
-5.34567284,5.44588657,-5.44588008,0.85292077,-0.85291659,1.80556899,-1.80556596,0.08927378,-0.08927401,0.81596418,-0.81596105,0.18318424,-0.18318477,2.10605134,-2.10605188,0.13036789,-0.13036799,0.20547249,-0.20547216
