energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.88594297,2.07987557,0.90462230,0.54275605,0.00680285,0.31445210,0.54953232,0.18059768,0.00676732,1.07833214
-5.87993997,2.16512890,0.95474382,0.56682250,0.00648145,0.33091836,0.57102620,0.18233049,0.00713422,1.11448594
-5.87393697,2.25811175,1.00853510,0.59285287,0.00623474,0.34923398,0.59397207,0.18451732,0.00755947,1.15397328
-5.86793397,2.35753029,1.06532749,0.62054504,0.00605445,0.36925300,0.61804136,0.18710570,0.00803470,1.19612276
-5.86193097,2.46184292,1.12432675,0.64952692,0.00593164,0.39077780,0.64284602,0.19002863,0.00855042,1.24014840
-5.85592796,2.56929932,1.18462999,0.67936546,0.00585707,0.41356334,0.66794982,0.19320763,0.00909613,1.28517122
-5.84992496,2.67798949,1.24524762,0.70957867,0.00582143,0.43732340,0.69288212,0.19655632,0.00966051,1.33024530
-5.84392196,2.78590101,1.30512995,0.73965007,0.00581565,0.46173879,0.71715358,0.19998435,0.01023163,1.37438751
-5.83791896,2.89098227,1.36319740,0.76904523,0.00583113,0.48646712,0.74027311,0.20340158,0.01079720,1.41660951
-5.83191596,2.99120927,1.41837332,0.79722947,0.00585992,0.51115380,0.76176542,0.20672225,0.01134487,1.45595100
-5.82591296,3.08465307,1.46961804,0.82368608,0.00589490,0.53544389,0.78118836,0.20986886,0.01186248,1.49151252
-5.81990995,3.16954494,1.51596300,0.84793424,0.00592996,0.55899403,0.79814921,0.21277562,0.01233842,1.52248651
-5.81390695,3.24433639,1.55654325,0.86954576,0.00596002,0.58148427,0.81231932,0.21539130,0.01276195,1.54818535
-5.80790395,3.30775129,1.59062719,0.88815991,0.00598116,0.60262885,0.82344636,0.21768131,0.01312346,1.56806490
-5.80190095,3.35882786,1.61764204,0.90349566,0.00599062,0.62218577,0.83136347,0.21962892,0.01341476,1.58174274
-5.79589795,3.39694842,1.63719399,0.91536067,0.00598678,0.63996444,0.83599524,0.22123554,0.01362934,1.58901016
-5.78989495,3.42185575,1.64908221,0.92365679,0.00596917,0.65583115,0.83735985,0.22252020,0.01376252,1.58983754
-5.78389195,3.43365542,1.65330584,0.92838165,0.00593833,0.66971213,0.83556762,0.22351802,0.01381158,1.58437275
-5.77788894,3.43280398,1.65006401,0.92962642,0.00589576,0.68159394,0.83081591,0.22427811,0.01377583,1.57293299
-5.77188594,3.42008394,1.63974856,0.92756993,0.00584380,0.69152143,0.82338065,0.22486069,0.01365657,1.55599033
-5.76588294,3.39656673,1.62293007,0.92246933,0.00578545,0.69959312,0.81360498,0.22533384,0.01345704,1.53415185
-5.75987994,3.36356581,1.60033779,0.91464800,0.00572425,0.70595456,0.80188568,0.22577003,0.01318223,1.50813537
-5.75387694,3.32258217,1.57283439,0.90448121,0.00566412,0.71078987,0.78865777,0.22624246,0.01283870,1.47874197
-5.74787394,3.27524511,1.54138675,0.89238041,0.00560913,0.71431205,0.77437846,0.22682167,0.01243434,1.44682662
-5.74187094,3.22325096,1.50703406,0.87877675,0.00556340,0.71675243,0.75951076,0.22757233,0.01197803,1.41326833
-5.73586793,3.16830293,1.47085463,0.86410483,0.00553088,0.71835010,0.74450796,0.22855053,0.01147937,1.37894120
-5.72986493,3.11205447,1.43393283,0.84878732,0.00551521,0.71934149,0.72979920,0.22980174,0.01094837,1.34468743
-5.72386193,3.05605873,1.39732733,0.83322118,0.00551958,0.71995100,0.71577719,0.23135929,0.01039508,1.31129356
-5.71785893,3.00172601,1.36204202,0.81776602,0.00554658,0.72038267,0.70278816,0.23324370,0.00982939,1.27947077
-5.71185593,2.95029054,1.32900040,0.80273500,0.00559813,0.72081370,0.69112458,0.23546266,0.00926069,1.24983966
-5.70585293,2.90278752,1.29902416,0.78838856,0.00567539,0.72138953,0.68102073,0.23801176,0.00869773,1.22292001
-5.69984992,2.86004050,1.27281656,0.77493105,0.00577868,0.72222105,0.67265112,0.24087584,0.00814839,1.19912554
-5.69384692,2.82265892,1.25095066,0.76251021,0.00590749,0.72338355,0.66613154,0.24403080,0.00761960,1.17876329
-5.68784392,2.79104470,1.23386248,0.75121918,0.00606049,0.72491750,0.66152253,0.24744595,0.00711728,1.16203736
-5.68184092,2.76540678,1.22184864,0.74110083,0.00623557,0.72683084,0.65883475,0.25108649,0.00664627,1.14905616
-5.67583792,2.74578172,1.21506824,0.73215381,0.00642986,0.72910254,0.65803582,0.25491616,0.00621044,1.13984248
-5.66983492,2.73205877,1.21354828,0.72433998,0.00663990,0.73168704,0.65905796,0.25889989,0.00581266,1.13434546
-5.66383192,2.72400720,1.21719192,0.71759247,0.00686170,0.73451928,0.66180602,0.26300616,0.00545495,1.13245341
-5.65782891,2.72130420,1.22578890,0.71182402,0.00709088,0.73751989,0.66616522,0.26720909,0.00513853,1.13400686
-5.65182591,2.72356151,1.23902756,0.70693499,0.00732284,0.74060027,0.67200811,0.27149013,0.00486397,1.13881065
-5.64582291,2.73034939,1.25650757,0.70282065,0.00755290,0.74366730,0.67920054,0.27583908,0.00463131,1.14664471
-5.63981991,2.74121666,1.27775308,0.69937739,0.00777643,0.74662736,0.68760606,0.28025465,0.00444010,1.15727287
-5.63381691,2.75570617,1.30222577,0.69650761,0.00798904,0.74938969,0.69708878,0.28474432,0.00428955,1.17044927
-5.62781391,2.77336525,1.32933738,0.69412306,0.00818666,0.75186877,0.70751466,0.28932352,0.00417858,1.18592243
-5.62181091,2.79375112,1.35846179,0.69214677,0.00836572,0.75398596,0.71875113,0.29401428,0.00410588,1.20343694
-5.61580790,2.81643176,1.38894627,0.69051343,0.00852316,0.75567023,0.73066551,0.29884334,0.00406991,1.22273291
-5.60980490,2.84098279,1.42012213,0.68916850,0.00865658,0.75685825,0.74312229,0.30383969,0.00406896,1.24354385
-5.60380190,2.86698133,1.45131483,0.68806623,0.00876420,0.75749383,0.75597980,0.30903197,0.00410114,1.26559318
-5.59779890,2.89399799,1.48185351,0.68716678,0.00884494,0.75752694,0.76908666,0.31444551,0.00416435,1.28859024
-5.59179590,2.92158812,1.51108028,0.68643296,0.00889834,0.75691253,0.78227844,0.32009941,0.00425628,1.31222628
-5.58579290,2.94928357,1.53835935,0.68582663,0.00892454,0.75560917,0.79537496,0.32600374,0.00437437,1.33617118
-5.57978989,2.97658589,1.56308596,0.68530534,0.00892421,0.75357783,0.80817863,0.33215694,0.00451586,1.36007135
-5.57378689,3.00296229,1.58469539,0.68481927,0.00889848,0.75078081,0.82047415,0.33854377,0.00467769,1.38354946
-5.56778389,3.02784473,1.60267187,0.68430888,0.00884884,0.74718102,0.83202975,0.34513365,0.00485660,1.40620624
-5.56178089,3.05063290,1.61655739,0.68370339,0.00877702,0.74274164,0.84260015,0.35187980,0.00504909,1.42762464
-5.55577789,3.07070127,1.62596024,0.68292029,0.00868494,0.73742626,0.85193115,0.35871899,0.00525149,1.44737635
-5.54977489,3.08741015,1.63056312,0.68186578,0.00857460,0.73119946,0.85976583,0.36557212,0.00546002,1.46503060
-5.54377189,3.10012035,1.63013054,0.68043645,0.00844801,0.72402788,0.86585195,0.37234558,0.00567082,1.48016487
-5.53776888,3.10821100,1.62451518,0.67852177,0.00830713,0.71588169,0.86995048,0.37893327,0.00588009,1.49237724
-5.53176588,3.11109960,1.61366302,0.67600762,0.00815384,0.70673640,0.87184455,0.38521938,0.00608414,1.50129951
-5.52576288,3.10826336,1.59761683,0.67278042,0.00798993,0.69657499,0.87134856,0.39108161,0.00627950,1.50661085
-5.51975988,3.09926076,1.57651778,0.66873183,0.00781707,0.68539006,0.86831695,0.39639493,0.00646303,1.50805089
-5.51375688,3.08375212,1.55060494,0.66376367,0.00763685,0.67318614,0.86265197,0.40103553,0.00663199,1.50543182
-5.50775388,3.06151828,1.52021245,0.65779295,0.00745080,0.65998174,0.85431024,0.40488494,0.00678416,1.49864876
-5.50175088,3.03247609,1.48576435,0.65075658,0.00726044,0.64581123,0.84330754,0.40783408,0.00691789,1.48768772
-5.49574787,2.99669012,1.44776694,0.64261573,0.00706727,0.63072629,0.82972170,0.40978712,0.00703218,1.47263094
-5.48974487,2.95437978,1.40679883,0.63335953,0.00687289,0.61479684,0.81369314,0.41066499,0.00712672,1.45365901
-5.48374187,2.90592150,1.36349892,0.62300794,0.00667898,0.59811138,0.79542333,0.41040845,0.00720191,1.43104983
-5.47773887,2.85184573,1.31855244,0.61161369,0.00648732,0.58077661,0.77517088,0.40898058,0.00725889,1.40517436
-5.47173587,2.79282900,1.27267566,0.59926333,0.00629987,0.56291637,0.75324565,0.40636865,0.00729950,1.37648933
-5.46573287,2.72968121,1.22659958,0.58607711,0.00611871,0.54466980,0.73000100,0.40258534,0.00732626,1.34552727
-5.45972986,2.66332884,1.18105316,0.57220800,0.00594608,0.52618888,0.70582458,0.39766922,0.00734234,1.31288428
-5.45372686,2.59479482,1.13674678,0.55783969,0.00578434,0.50763532,0.68112809,0.39168461,0.00735149,1.27920620
-5.44772386,2.52517590,1.09435639,0.54318383,0.00563593,0.48917699,0.65633635,0.38472075,0.00735794,1.24517364
-5.44172086,2.45561843,1.05450900,0.52847652,0.00550336,0.47098396,0.63187624,0.37689042,0.00736634,1.21148661
-5.43571786,2.38729369,1.01777005,0.51397424,0.00538914,0.45322446,0.60816593,0.36832786,0.00738165,1.17884935
-5.42971486,2.32137341,0.98463313,0.49994937,0.00529573,0.43606075,0.58560474,0.35918642,0.00740902,1.14795579
-5.42371186,2.25900657,0.95551231,0.48668535,0.00522548,0.41964528,0.56456407,0.34963554,0.00745369,1.11947623
-5.41770885,2.20129797,0.93073758,0.47447177,0.00518058,0.40411721,0.54537962,0.33985756,0.00752085,1.09404552
-5.41170585,2.14928915,0.91055310,0.46359927,0.00516298,0.38959941,0.52834505,0.33004406,0.00761552,1.07225290
-5.40570285,2.10394187,0.89511870,0.45435454,0.00517436,0.37619623,0.51370735,0.32039210,0.00774240,1.05463373
-5.39969985,2.06612447,0.88451396,0.44701530,0.00521607,0.36399197,0.50166367,0.31110017,0.00790575,1.04166286
-5.39369685,2.03660079,0.87874488,0.44184540,0.00528905,0.35305016,0.49235986,0.30236406,0.00810923,1.03374975
-5.38769385,2.01602160,0.87775250,0.43909004,0.00539382,0.34341365,0.48589038,0.29437266,0.00835577,1.03123482
-5.38169085,2.00491819,0.88142301,0.43897103,0.00553044,0.33510552,0.48229940,0.28730382,0.00864744,1.03438701
-5.37568784,2.00369770,0.88959860,0.44168223,0.00569842,0.32813053,0.48158305,0.28132018,0.00898532,1.04340213
-5.36968484,2.01263975,0.90208859,0.44738509,0.00589676,0.32247723,0.48369243,0.27656531,0.00936938,1.05840161
-5.36368184,2.03189407,0.91867993,0.45620432,0.00612388,0.31812042,0.48853721,0.27315997,0.00979838,1.07943165
-5.35767884,2.06147883,0.93914681,0.46822386,0.00637760,0.31502379,0.49598959,0.27119890,0.01026981,1.10646242
-5.35167584,2.10127949,0.96325863,0.48348304,0.00665516,0.31314270,0.50588851,0.27074788,0.01077984,1.13938725
-5.34567284,2.15104812,0.99078602,0.50197330,0.00695323,0.31242671,0.51804388,0.27184152,0.01132330,1.17802200
-5.33966983,2.21040347,1.02150479,0.52363546,0.00726786,0.31282202,0.53224075,0.27448165,0.01189375,1.22210458
-5.33366683,2.27883198,1.05519768,0.54835775,0.00759463,0.31427335,0.54824351,0.27863652,0.01248351,1.27129503
-5.32766383,2.35569018,1.09165395,0.57597490,0.00792857,0.31672552,0.56579994,0.28424081,0.01308380,1.32517641
-5.32166083,2.44020914,1.13066729,0.60626837,0.00826437,0.32012444,0.58464525,0.29119665,0.01368494,1.38325695
-5.31565783,2.53150136,1.17203217,0.63896803,0.00859634,0.32441761,0.60450617,0.29937548,0.01427655,1.44497386
-5.30965483,2.62857083,1.21553945,0.67375543,0.00891864,0.32955427,0.62510513,0.30862100,0.01484780,1.50969912
-5.30365183,2.73032665,1.26097154,0.71026866,0.00922533,0.33548502,0.64616467,0.31875296,0.01538774,1.57674776
-5.29764882,2.83560045,1.30809802,0.74810909,0.00951054,0.34216124,0.66741201,0.32957182,0.01588559,1.64538856
-5.29164582,2.94316781,1.35667192,0.78684961,0.00976864,0.34953438,0.68858395,0.34086420,0.01633112,1.71485744
-5.28564282,3.05177349,1.40642756,0.82604462,0.00999435,0.35755510,0.70943193,0.35240880,0.01671499,1.78437336
-5.27963982,3.16015981,1.45707999,0.86524112,0.01018298,0.36617256,0.72972723,0.36398287,0.01702905,1.85315630
-5.27363682,3.26709767,1.50832650,0.90399093,0.01033049,0.37533381,0.74926625,0.37536868,0.01726670,1.92044694
-5.26763382,3.37141882,1.55985011,0.94186324,0.01043368,0.38498340,0.76787552,0.38636002,0.01742312,1.98552724
-5.26163082,3.47204827,1.61132500,0.97845728,0.01049026,0.39506329,0.78541632,0.39676831,0.01749547,2.04774107
-5.25562781,3.56803516,1.66242354,1.01341428,0.01049898,0.40551299,0.80178863,0.40642814,0.01748309,2.10651392
-5.24962481,3.65858054,1.71282444,1.04642829,0.01045960,0.41626990,0.81693416,0.41520201,0.01738751,2.16137064
-5.24362181,3.74306035,1.76222150,1.07725517,0.01037299,0.42726988,0.83083802,0.42298392,0.01721243,2.21195014
-5.23761881,3.82104218,1.81033219,1.10571925,0.01024101,0.43844789,0.84352911,0.42970189,0.01696368,2.25801620
-5.23161581,3.89229442,1.85690545,1.13171719,0.01006651,0.44973854,0.85507868,0.43531903,0.01664895,2.29946337
-5.22561281,3.95678682,1.90172790,1.15521874,0.00985317,0.46107664,0.86559721,0.43983323,0.01627762,2.33631758
-5.21960980,4.01468201,1.94462802,1.17626415,0.00960541,0.47239743,0.87522949,0.44327551,0.01586034,2.36873098
-5.21360680,4.06631783,1.98547767,1.19495833,0.00932823,0.48363664,0.88414788,0.44570692,0.01540873,2.39697094
-5.20760380,4.11218090,2.02419076,1.21146185,0.00902697,0.49473007,0.89254408,0.44721433,0.01493491,2.42140353
-5.20160080,4.15287244,2.06071883,1.22597915,0.00870723,0.50561297,0.90061956,0.44790516,0.01445107,2.44247214
-5.19559780,4.18906781,2.09504389,1.23874458,0.00837460,0.51621902,0.90857510,0.44790133,0.01396906,2.46067197
-5.18959480,4.22147163,2.12716857,1.25000683,0.00803451,0.52647906,0.91659975,0.44733271,0.01349993,2.47652165
-5.18359180,4.25077070,2.15710448,1.26001261,0.00769209,0.53631972,0.92485989,0.44633034,0.01305357,2.49053332
-5.17758879,4.27758716,2.18485912,1.26899046,0.00735201,0.54566197,0.93348877,0.44501987,0.01263839,2.50318271
-5.17158579,4.30243435,2.21042258,1.27713544,0.00701837,0.55441993,0.94257711,0.44351526,0.01226103,2.51488061
-5.16558279,4.32567780,2.23375464,1.28459575,0.00669465,0.56249987,0.95216523,0.44191331,0.01192619,2.52594732
-5.15957979,4.34750362,2.25477340,1.29146180,0.00638360,0.56979972,0.96223716,0.44028908,0.01163651,2.53659143
-5.15357679,4.36789588,2.27334627,1.29775849,0.00608730,0.57620926,0.97271718,0.43869249,0.01139258,2.54689403
-5.14757379,4.38662467,2.28928407,1.30344109,0.00580709,0.58161091,0.98346875,0.43714612,0.01119297,2.55679923
-5.14157079,4.40324533,2.30233882,1.30839503,0.00554367,0.58588139,0.99429632,0.43564455,0.01103440,2.56611156
-5.13556778,4.41710926,2.31220562,1.31243948,0.00529715,0.58889415,1.00494976,0.43415484,0.01091193,2.57450036
-5.12956478,4.42738571,2.31852870,1.31533469,0.00506708,0.59052251,1.01513130,0.43261858,0.01081927,2.58151102
-5.12356178,4.43309369,2.32091157,1.31679260,0.00485258,0.59064351,1.02450488,0.43095489,0.01074905,2.58658258
-5.11755878,4.43314235,2.31893079,1.31649018,0.00465245,0.58914219,1.03270731,0.42906465,0.01069322,2.58907071
-5.11155578,4.42637784,2.31215276,1.31408478,0.00446519,0.58591625,1.03936092,0.42683544,0.01064335,2.58827501
-5.10555278,4.41163437,2.30015276,1.30923067,0.00428917,0.58088066,1.04408721,0.42414704,0.01059107,2.58346935
-5.09954977,4.38778707,2.28253522,1.30159591,0.00412268,0.57397225,1.04652071,0.42087729,0.01052834,2.57393373
-5.09354677,4.35380394,2.25895414,1.29087877,0.00396400,0.56515373,1.04632277,0.41690795,0.01044782,2.55898620
-5.08754377,4.30879469,2.22913270,1.27682282,0.00381149,0.55441712,1.04319446,0.41213033,0.01034308,2.53801347
-5.08154077,4.25205410,2.19288093,1.25923000,0.00366362,0.54178632,1.03688819,0.40645048,0.01020888,2.51049875
-5.07553777,4.18309819,2.15011061,1.23797124,0.00351902,0.52731860,1.02721759,0.39979370,0.01004132,2.47604584
-5.06953477,4.10169173,2.10084656,1.21299406,0.00337652,0.51110501,1.01406531,0.39210822,0.00983791,2.43439834
-5.06353177,4.00786608,2.04523385,1.18432698,0.00323516,0.49326957,0.99738834,0.38336794,0.00959764,2.38545357
-5.05752876,3.90192700,1.98354044,1.15208084,0.00309420,0.47396728,0.97722091,0.37357414,0.00932095,2.32927063
-5.05152576,3.78445240,1.91615540,1.11644684,0.00295312,0.45338103,0.95367475,0.36275610,0.00900964,2.26607255
-5.04552276,3.65628058,1.84358246,1.07769186,0.00281160,0.43171753,0.92693676,0.35097074,0.00866681,2.19624276
-5.03951976,3.51848970,1.76642965,1.03615118,0.00266953,0.40920245,0.89726447,0.33830132,0.00829659,2.12031610
-5.03351676,3.37236979,1.68539511,0.99221929,0.00252701,0.38607490,0.86497917,0.32485513,0.00790407,2.03896520
-5.02751376,3.21938876,1.60125008,0.94633911,0.00238425,0.36258160,0.83045726,0.31076062,0.00749498,1.95298268
-5.02151076,3.06115374,1.51481961,0.89899018,0.00224164,0.33897089,0.79412016,0.29616379,0.00707552,1.86326025
-5.01550775,2.89936963,1.42696192,0.85067653,0.00209967,0.31548682,0.75642301,0.28122416,0.00665214,1.77076540
-5.00950475,2.73579631,1.33854712,0.80191438,0.00195892,0.29236359,0.71784266,0.26611052,0.00623128,1.67651674
-5.00350175,2.57220595,1.25043624,0.75322036,0.00182002,0.26982037,0.67886541,0.25099649,0.00581919,1.58155874
-4.99749875,2.41034189,1.16346115,0.70510056,0.00168367,0.24805697,0.63997470,0.23605606,0.00542174,1.48693671
-4.99149575,2.25188019,1.07840616,0.65804052,0.00155054,0.22725005,0.60163932,0.22145943,0.00504426,1.39367287
-4.98549275,2.09839478,0.99599163,0.61249652,0.00142131,0.20755033,0.56430232,0.20736896,0.00469140,1.30274386
-4.97948974,1.95132699,0.91686029,0.56888829,0.00129664,0.18908063,0.52837093,0.19393559,0.00436703,1.21506059
-4.97348674,1.81195996,0.84156626,0.52759302,0.00117711,0.17193472,0.49420785,0.18129565,0.00407417,1.13145048
-4.96748374,1.68139829,0.77056710,0.48894089,0.00106326,0.15617709,0.46212391,0.16956826,0.00381493,1.05264269
-4.96148074,1.56055310,0.70421894,0.45321185,0.00095553,0.14184346,0.43237244,0.15885316,0.00359054,0.97925630
-4.95547774,1.45013237,0.64277456,0.42063384,0.00085429,0.12894201,0.40514533,0.14922924,0.00340130,0.91179177
-4.94947474,1.35063669,0.58638430,0.39138198,0.00075979,0.11745515,0.38057083,0.14075351,0.00324666,0.85062555
-4.94347174,1.26235985,0.53509964,0.36557899,0.00067221,0.10734190,0.35871322,0.13346075,0.00312525,0.79600779
-4.93746873,1.18539421,0.48887903,0.34329649,0.00059162,0.09854057,0.33957412,0.12736360,0.00303498,0.74806314
-4.93146573,1.11964029,0.44759585,0.32455706,0.00051798,0.09097175,0.32309553,0.12245327,0.00297310,0.70679435
-4.92546273,1.06482015,0.41104799,0.30933717,0.00045119,0.08454156,0.30916431,0.11870060,0.00293635,0.67208848
-4.91945973,1.02049408,0.37896865,0.29757053,0.00039106,0.07914493,0.29761806,0.11605763,0.00292100,0.64372545
-4.91345673,0.98607997,0.35103819,0.28915209,0.00033732,0.07466889,0.28825216,0.11445952,0.00292305,0.62138852
-4.90745373,0.96087482,0.32689643,0.28394233,0.00028965,0.07099585,0.28082762,0.11382670,0.00293828,0.60467654
-4.90145073,0.94407780,0.30615505,0.28177196,0.00024768,0.06800669,0.27507969,0.11406740,0.00296242,0.59311738
-4.89544772,0.93481410,0.28840996,0.28244671,0.00021103,0.06558371,0.27072671,0.11508017,0.00299124,0.58618228
-4.88944472,0.93215915,0.27325297,0.28575226,0.00017927,0.06361322,0.26747914,0.11675672,0.00302068,0.58330072
-4.88344172,0.93516231,0.26028271,0.29145924,0.00015197,0.06198798,0.26504831,0.11898456,0.00304695,0.58387529
-4.87743872,0.94286963,0.24911448,0.29932795,0.00012871,0.06060915,0.26315463,0.12164979,0.00306660,0.58729636
-4.87143572,0.95434508,0.23938872,0.30911299,0.00010906,0.05938796,0.26153518,0.12463967,0.00307666,0.59295599
-4.86543272,0.96868957,0.23077807,0.32056744,0.00009263,0.05824699,0.25995018,0.12784505,0.00307462,0.60026090
-4.85942971,0.98505749,0.22299278,0.33344669,0.00007904,0.05712095,0.25818840,0.13116257,0.00305854,0.60864409
-4.85342671,1.00267039,0.21578455,0.34751165,0.00006795,0.05595719,0.25607125,0.13449654,0.00302705,0.61757498
-4.84742371,1.02082742,0.20894866,0.36253133,0.00005903,0.05471572,0.25345547,0.13776053,0.00297937,0.62656782
-4.84142071,1.03891251,0.20232458,0.37828479,0.00005202,0.05336892,0.25023450,0.14087857,0.00291526,0.63518823
-4.83541771,1.05639835,0.19579512,0.39456233,0.00004665,0.05190086,0.24633846,0.14378596,0.00283507,0.64305788
-4.82941471,1.07284699,0.18928426,0.41116598,0.00004271,0.05030640,0.24173284,0.14642972,0.00273958,0.64985740
-4.82341171,1.08790769,0.18275397,0.42790931,0.00004002,0.04859004,0.23641614,0.14876864,0.00263007,0.65532741
-4.81740870,1.10131210,0.17620017,0.44461663,0.00003841,0.04676455,0.23041654,0.15077296,0.00250814,0.65926801
-4.81140570,1.11286726,0.16964808,0.46112173,0.00003776,0.04484955,0.22378785,0.15242379,0.00237569,0.66153685
-4.80540270,1.12244706,0.16314733,0.47726621,0.00003794,0.04287007,0.21660494,0.15371214,0.00223483,0.66204605
-4.79939970,1.12998267,0.15676692,0.49289770,0.00003885,0.04085502,0.20895897,0.15463792,0.00208779,0.66075821
-4.79339670,1.13545247,0.15059039,0.50786805,0.00004042,0.03883588,0.20095250,0.15520862,0.00193683,0.65768180
-4.78739370,1.13887223,0.14471136,0.52203173,0.00004257,0.03684541,0.19269486,0.15543800,0.00178420,0.65286623
-4.78139070,1.14028585,0.13922952,0.53524463,0.00004522,0.03491658,0.18429784,0.15534483,0.00163202,0.64639682
-4.77538769,1.13975739,0.13424728,0.54736344,0.00004831,0.03308165,0.17587188,0.15495155,0.00148227,0.63838991
-4.76938469,1.13736446,0.12986705,0.55824569,0.00005176,0.03137148,0.16752283,0.15428317,0.00133673,0.62898827
-4.76338169,1.13319341,0.12618914,0.56775058,0.00005552,0.02981501,0.15934946,0.15336631,0.00119691,0.61835687
-4.75737869,1.12733637,0.12331030,0.57574073,0.00005950,0.02843893,0.15144157,0.15222838,0.00106410,0.60667919
-4.75137569,1.11988991,0.12132268,0.58208458,0.00006363,0.02726749,0.14387879,0.15089704,0.00093929,0.59415389
-4.74537269,1.11095541,0.12031314,0.58665960,0.00006784,0.02632241,0.13672994,0.14939982,0.00082321,0.58099189
-4.73936968,1.10064059,0.12036284,0.58935608,0.00007203,0.02562295,0.13005294,0.14776395,0.00071634,0.56741371
-4.73336668,1.08906186,0.12154669,0.59008121,0.00007611,0.02518588,0.12389506,0.14601634,0.00061890,0.55364685
-4.72736368,1.07634706,0.12393280,0.58876329,0.00008002,0.02502553,0.11829346,0.14418363,0.00053091,0.53992314
-4.72136068,1.06263794,0.12758153,0.58535587,0.00008365,0.02515379,0.11327594,0.14229235,0.00045219,0.52647583
-4.71535768,1.04809205,0.13254425,0.57984133,0.00008693,0.02557999,0.10886164,0.14036901,0.00038241,0.51353621
-4.70935468,1.03288347,0.13886155,0.57223384,0.00008978,0.02631073,0.10506177,0.13844016,0.00032110,0.50132982
-4.70335168,1.01720199,0.14656102,0.56258133,0.00009213,0.02734957,0.10188018,0.13653230,0.00026772,0.49007202
-4.69734867,1.00125073,0.15565465,0.55096637,0.00009392,0.02869665,0.09931375,0.13467166,0.00022164,0.47996298
-4.69134567,0.98524184,0.16613583,0.53750570,0.00009511,0.03034822,0.09735267,0.13288379,0.00018222,0.47118231
-4.68534267,0.96939056,0.17797629,0.52234856,0.00009567,0.03229614,0.09598042,0.13119297,0.00014877,0.46388330
-4.67933967,0.95390783,0.19112303,0.50567362,0.00009557,0.03452733,0.09517376,0.12962144,0.00012063,0.45818716
-4.67333667,0.93899189,0.20549562,0.48768479,0.00009481,0.03702331,0.09490250,0.12818854,0.00009716,0.45417754
-4.66733367,0.92481926,0.22098405,0.46860601,0.00009340,0.03975986,0.09512942,0.12690975,0.00007775,0.45189565
-4.66133067,0.91153601,0.23744746,0.44867523,0.00009137,0.04270672,0.09581013,0.12579574,0.00006185,0.45133634
-4.65532766,0.89924962,0.25471394,0.42813808,0.00008876,0.04582761,0.09689319,0.12485152,0.00004893,0.45244557
-4.64932466,0.88802249,0.27258169,0.40724116,0.00008561,0.04908041,0.09832049,0.12407573,0.00003854,0.45511955
-4.64332166,0.87786741,0.29082164,0.38622577,0.00008198,0.05241769,0.10002786,0.12346023,0.00003029,0.45920581
