energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.86793397,2.90656337,1.40800405,0.64563684,0.00307351,0.69822570,0.76453280,0.60280916,0.01228801,1.09855812
-5.86193097,2.79027908,1.36965178,0.61567054,0.00293634,0.67963435,0.71489810,0.58666671,0.01279017,1.04488576
-5.85592796,2.68772123,1.33675928,0.58839878,0.00281533,0.66357411,0.66886034,0.57422289,0.01338028,0.99699383
-5.84992496,2.59945809,1.30936814,0.56399235,0.00271198,0.65009080,0.62674538,0.56552324,0.01405874,0.95519249
-5.84392196,2.52558809,1.28730979,0.54252310,0.00262731,0.63912718,0.58874868,0.56050899,0.01482318,0.91960505
-5.83791896,2.46575097,1.27021743,0.52396591,0.00256190,0.63052792,0.55493812,0.55901770,0.01566832,0.89017059
-5.83191596,2.41915460,1.25754546,0.50820412,0.00251577,0.62404828,0.52526089,0.56078721,0.01658593,0.86665266
-5.82591296,2.38461638,1.24859539,0.49503808,0.00248847,0.61936617,0.49955416,0.56546273,0.01756487,0.84865340
-5.81990995,2.36061727,1.24254706,0.48419643,0.00247904,0.61609700,0.47755882,0.57260716,0.01859125,0.83563285
-5.81390695,2.34536650,1.23849395,0.47534968,0.00248600,0.61381075,0.45893570,0.58171414,0.01964872,0.82693226
-5.80790395,2.33687417,1.23548099,0.46812532,0.00250748,0.61205033,0.44328358,0.59222362,0.02071882,0.82180100
-5.80190095,2.33302914,1.23254334,0.46212401,0.00254117,0.61035070,0.43015815,0.60353941,0.02178149,0.81942564
-5.79589795,2.33167919,1.22874470,0.45693611,0.00258446,0.60825780,0.41909130,0.61504810,0.02281558,0.81896055
-5.78989495,2.33071057,1.22321352,0.45215793,0.00263449,0.60534660,0.40961001,0.62613873,0.02379953,0.81955868
-5.78389195,2.32812397,1.21517590,0.44740708,0.00268823,0.60123763,0.40125412,0.63622249,0.02471202,0.82040158
-5.77788894,2.32210446,1.20398399,0.44233646,0.00274259,0.59561131,0.39359255,0.64475177,0.02553265,0.82072761
-5.77188594,2.31108288,1.18913892,0.43664629,0.00279450,0.58821963,0.38623743,0.65123779,0.02624269,0.81985747
-5.76588294,2.29378680,1.17030753,0.43009393,0.00284100,0.57889487,0.37885567,0.65526617,0.02682566,0.81721612
-5.75987994,2.26927951,1.14733269,0.42250120,0.00287936,0.56755505,0.37117793,0.65651000,0.02726801,0.81235059
-5.75387694,2.23698604,1.12023682,0.41375893,0.00290714,0.55420609,0.36300468,0.65473964,0.02755957,0.80494297
-5.74787394,2.19670568,1.08921892,0.40382894,0.00292223,0.53894067,0.35420937,0.64982922,0.02769402,0.79481850
-5.74187094,2.14861114,1.05464551,0.39274318,0.00292298,0.52193409,0.34473874,0.64175940,0.02766909,0.78194841
-5.73586793,2.09323464,1.01703599,0.38060054,0.00290818,0.50343727,0.33461061,0.63061645,0.02748678,0.76644773
-5.72986493,2.03144222,0.97704326,0.36756126,0.00287712,0.48376735,0.32390911,0.61658772,0.02715332,0.74856826
-5.72386193,1.96439732,0.93543052,0.35383948,0.00282959,0.46329635,0.31277801,0.59995376,0.02667900,0.72868702
-5.71785893,1.89351558,0.89304527,0.33969419,0.00276583,0.44243835,0.30141215,0.58107738,0.02607788,0.70729091
-5.71185593,1.82041259,0.85079148,0.32541895,0.00268659,0.42163564,0.29004776,0.56039026,0.02536735,0.68495802
-5.70585293,1.74684669,0.80960093,0.31133086,0.00259300,0.40134450,0.27895170,0.53837757,0.02456762,0.66233648
-5.69984992,1.67465901,0.77040479,0.29775917,0.00248655,0.38202093,0.26841028,0.51556132,0.02370101,0.64012155
-5.69384692,1.60571253,0.73410611,0.28503389,0.00236904,0.36410687,0.25871800,0.49248292,0.02279126,0.61903176
-5.68784392,1.54183248,0.70155416,0.27347471,0.00224250,0.34801717,0.25016641,0.46968580,0.02186279,0.59978492
-5.68184092,1.48474946,0.67352104,0.26338072,0.00210910,0.33412785,0.24303368,0.44769862,0.02093991,0.58307465
-5.67583792,1.43604719,0.65068124,0.25502095,0.00197106,0.32276565,0.23757481,0.42701947,0.02004603,0.56954821
-5.66983492,1.39711585,0.63359428,0.24862617,0.00183065,0.31419925,0.23401310,0.40810184,0.01920299,0.55978616
-5.66383192,1.36911239,0.62269091,0.24438201,0.00169004,0.30863220,0.23253263,0.39134249,0.01843033,0.55428446
-5.65782891,1.35292840,0.61826275,0.24242349,0.00155128,0.30619771,0.23327230,0.37707169,0.01774481,0.55343927
-5.65182591,1.34916614,0.62045554,0.24283117,0.00141626,0.30695525,0.23632117,0.36554588,0.01715983,0.55753500
-5.64582291,1.35812311,0.62926596,0.24562880,0.00128666,0.31088904,0.24171539,0.35694300,0.01668518,0.56673566
-5.63981991,1.37978517,0.64454191,0.25078266,0.00116393,0.31790833,0.24943665,0.35136042,0.01632675,0.58107984
-5.63381691,1.41382823,0.66598609,0.25820235,0.00104924,0.32784948,0.25941209,0.34881543,0.01608645,0.60047920
-5.62781391,1.45962818,0.69316279,0.26774318,0.00094355,0.34047968,0.27151581,0.34924801,0.01596227,0.62472060
-5.62181091,1.51627865,0.72550763,0.27920993,0.00084754,0.35550231,0.28557169,0.35252597,0.01594842,0.65347172
-5.61580790,1.58261608,0.76234009,0.29236197,0.00076169,0.37256370,0.30135761,0.35845186,0.01603561,0.68628995
-5.60980490,1.65725132,0.80287853,0.30691955,0.00068623,0.39126129,0.31861089,0.36677157,0.01621144,0.72263444
-5.60380190,1.73860701,0.84625750,0.32257116,0.00062124,0.41115285,0.33703487,0.37718423,0.01646092,0.76188072
-5.59779890,1.82495957,0.89154685,0.33898167,0.00056662,0.43176676,0.35630630,0.38935305,0.01676695,0.80333780
-5.59179590,1.91448495,0.93777249,0.35580117,0.00052218,0.45261298,0.37608362,0.40291672,0.01711100,0.84626702
-5.58579290,2.00530671,0.98393819,0.37267420,0.00048760,0.47319452,0.39601567,0.41750108,0.01747369,0.88990223
-5.57978989,2.09554520,1.02904796,0.38924912,0.00046252,0.49301915,0.41575069,0.43273067,0.01783547,0.93347071
-5.57378689,2.18336645,1.07212861,0.40518736,0.00044653,0.51161103,0.43494543,0.44823980,0.01817724,0.97621420
-5.56778389,2.26702941,1.11225182,0.42017227,0.00043921,0.52852190,0.45327397,0.46368285,0.01848095,1.01740934
-5.56178089,2.34493005,1.14855510,0.43391729,0.00044014,0.54334167,0.47043600,0.47874352,0.01873013,1.05638696
-5.55577789,2.41564106,1.18026124,0.44617321,0.00044893,0.55570794,0.48616444,0.49314279,0.01891037,1.09254954
-5.54977489,2.47794587,1.20669548,0.45673423,0.00046520,0.56531420,0.50023192,0.50664534,0.01900968,1.12538627
-5.54377189,2.53086597,1.22730006,0.46544261,0.00048861,0.57191653,0.51245615,0.51906431,0.01901877,1.15448523
-5.53776888,2.57368059,1.24164551,0.47219180,0.00051884,0.57533853,0.52270372,0.53026433,0.01893125,1.17954226
-5.53176588,2.60593822,1.24943860,0.47692792,0.00055561,0.57547428,0.53089247,0.54016267,0.01874366,1.20036623
-5.52576288,2.62745956,1.25052637,0.47964947,0.00059866,0.57228935,0.53699217,0.54872864,0.01845546,1.21688056
-5.51975988,2.63833194,1.24489643,0.48040543,0.00064773,0.56581979,0.54102345,0.55598121,0.01806885,1.22912087
-5.51375688,2.63889550,1.23267331,0.47929167,0.00070254,0.55616906,0.54305527,0.56198509,0.01758859,1.23722904
-5.50775388,2.62972158,1.21411120,0.47644595,0.00076281,0.54350326,0.54320067,0.56684527,0.01702166,1.24144379
-5.50175088,2.61158452,1.18958317,0.47204159,0.00082823,0.52804460,0.54161132,0.57070047,0.01637693,1.24208820
-5.49574787,2.58542769,1.15956753,0.46628025,0.00089841,0.51006353,0.53847081,0.57371557,0.01566476,1.23955476
-5.48974487,2.55232535,1.12463155,0.45938386,0.00097292,0.48986978,0.53398709,0.57607342,0.01489657,1.23428845
-5.48374187,2.51344171,1.08541343,0.45158627,0.00105123,0.46780266,0.52838436,0.57796634,0.01408443,1.22676865
-5.47773887,2.46998891,1.04260298,0.44312481,0.00113272,0.44422099,0.52189465,0.57958762,0.01324067,1.21749049
-5.47173587,2.42318549,0.99692183,0.43423214,0.00121667,0.41949295,0.51474953,0.58112331,0.01237749,1.20694652
-5.46573287,2.37421697,0.94910373,0.42512879,0.00130227,0.39398630,0.50717217,0.58274478,0.01150664,1.19560938
-5.45972986,2.32420002,0.89987580,0.41601644,0.00138857,0.36805924,0.49937021,0.58460208,0.01063914,1.18391610
-5.45372686,2.27415159,0.84994114,0.40707257,0.00147456,0.34205216,0.49152954,0.58681863,0.00978508,1.17225482
-5.44772386,2.22496392,0.79996346,0.39844626,0.00155910,0.31628058,0.48380938,0.58948723,0.00895342,1.16095421
-5.44172086,2.17738637,0.75055409,0.39025559,0.00164101,0.29102941,0.47633877,0.59266767,0.00815196,1.15027620
-5.43571786,2.13201445,0.70226175,0.38258651,0.00171903,0.26654856,0.46921458,0.59638598,0.00738723,1.14041205
-5.42971486,2.08928630,0.65556516,0.37549325,0.00179189,0.24305015,0.46250107,0.60063525,0.00666457,1.13148199
-5.42371186,2.04948621,0.61086864,0.36900014,0.00185832,0.22070706,0.45623098,0.60537815,0.00598813,1.12353821
-5.41770885,2.01275486,0.56850056,0.36310473,0.00191708,0.19965288,0.45040813,0.61055069,0.00536102,1.11657102
-5.41170585,1.97910531,0.52871454,0.35778197,0.00196700,0.17998315,0.44501111,0.61606735,0.00478541,1.11051772
-5.40570285,1.94844373,0.49169301,0.35298918,0.00200705,0.16175763,0.43999814,0.62182705,0.00426269,1.10527367
-5.39969985,1.92059347,0.45755279,0.34867159,0.00203629,0.14500341,0.43531255,0.62771971,0.00379364,1.10070491
-5.39369685,1.89532115,0.42635233,0.34476804,0.00205399,0.12971884,0.43088877,0.63363305,0.00337855,1.09666154
-5.38769385,1.87236328,0.39809997,0.34121659,0.00205962,0.11587770,0.42665829,0.63945933,0.00301744,1.09299119
-5.38169085,1.85145187,0.37276296,0.33795976,0.00205287,0.10343373,0.42255554,0.64510143,0.00271018,1.08955186
-5.37568784,1.83233771,0.35027650,0.33494905,0.00203366,0.09232517,0.41852307,0.65047825,0.00245663,1.08622325
-5.36968484,1.81481022,0.33055256,0.33214861,0.00200217,0.08247909,0.41451597,0.65552884,0.00225673,1.08291621
-5.36368184,1.79871268,0.31348793,0.32953778,0.00195882,0.07381538,0.41050528,0.66021525,0.00211066,1.07957958
-5.35767884,1.78395245,0.29897131,0.32711252,0.00190426,0.06625041,0.40648013,0.66452387,0.00201881,1.07620428
-5.35167584,1.77050548,0.28688904,0.32488554,0.00183937,0.05970004,0.40244858,0.66846514,0.00198190,1.07282428
-5.34567284,1.75841533,0.27712936,0.32288526,0.00176522,0.05408207,0.39843722,0.67207182,0.00200092,1.06951459
-5.33966983,1.74778681,0.26958517,0.32115366,0.00168302,0.04931817,0.39448944,0.67539581,0.00207712,1.06638627
-5.33366683,1.73877472,0.26415520,0.31974310,0.00159413,0.04533503,0.39066254,0.67850377,0.00221195,1.06357903
-5.32766383,1.73156879,0.26074373,0.31871243,0.00149999,0.04206513,0.38702397,0.68147190,0.00240695,1.06125155
-5.32166083,1.72637548,0.25925907,0.31812244,0.00140206,0.03944692,0.38364676,0.68438005,0.00266364,1.05957041
-5.31565783,1.72339802,0.25961090,0.31803110,0.00130182,0.03742449,0.38060458,0.68730570,0.00298337,1.05869814
-5.30965483,1.72281595,0.26170692,0.31848875,0.00120072,0.03594709,0.37796656,0.69031811,0.00336712,1.05878104
-5.30365183,1.72476528,0.26544897,0.31953346,0.00110011,0.03496819,0.37579231,0.69347299,0.00381534,1.05993765
-5.29764882,1.72932055,0.27072909,0.32118695,0.00100124,0.03444451,0.37412732,0.69680807,0.00432773,1.06224841
-5.29164582,1.73647989,0.27742572,0.32345117,0.00090524,0.03433496,0.37299903,0.70033983,0.00490307,1.06574714
-5.28564282,1.74615394,0.28540052,0.32630576,0.00081308,0.03459955,0.37241381,0.70406161,0.00553901,1.07041485
-5.27963982,1.75815933,0.29449590,0.32970655,0.00072558,0.03519851,0.37235500,0.70794325,0.00623192,1.07617632
-5.27363682,1.77221712,0.30453369,0.33358522,0.00064335,0.03609141,0.37278210,0.71193223,0.00697674,1.08289954
-5.26763382,1.78795655,0.31531504,0.33785003,0.00056688,0.03723666,0.37363119,0.71595630,0.00776693,1.09039823
-5.26163082,1.80492361,0.32662163,0.34238778,0.00049646,0.03859114,0.37481660,0.71992756,0.00859437,1.09843721
-5.25562781,1.82259448,0.33821827,0.34706672,0.00043224,0.04011012,0.37623362,0.72374748,0.00944944,1.10674051
-5.24962481,1.84039287,0.34985687,0.35174051,0.00037424,0.04174750,0.37776233,0.72731288,0.01032108,1.11500169
-5.24362181,1.85771059,0.36128159,0.35625283,0.00032232,0.04345624,0.37927210,0.73052231,0.01119692,1.12289596
-5.23761881,1.87393023,0.37223495,0.36044266,0.00027628,0.04518903,0.38062682,0.73328253,0.01206357,1.13009344
-5.23161581,1.88844884,0.38246474,0.36414973,0.00023581,0.04689919,0.38169036,0.73551461,0.01290684,1.13627285
-5.22561281,1.90070141,0.39173134,0.36722021,0.00020055,0.04854163,0.38233211,0.73715941,0.01371212,1.14113500
-5.21960980,1.91018290,0.39981502,0.36951207,0.00017009,0.05007401,0.38243229,0.73818195,0.01446473,1.14441531
-5.21360680,1.91646772,0.40652298,0.37090008,0.00014398,0.05145778,0.38188684,0.73857442,0.01515038,1.14589471
-5.20760380,1.91922568,0.41169573,0.37128016,0.00012178,0.05265930,0.38061145,0.73835768,0.01575559,1.14540840
-5.20160080,1.91823355,0.41521239,0.37057281,0.00010304,0.05365074,0.37854481,0.73758101,0.01626807,1.14285197
-5.19559780,1.91338169,0.41699464,0.36872562,0.00008733,0.05441094,0.37565070,0.73632029,0.01667718,1.13818460
-5.18959480,1.90467548,0.41700922,0.36571464,0.00007423,0.05492594,0.37191888,0.73467443,0.01697424,1.13142922
-5.18359180,1.89223151,0.41526857,0.36154463,0.00006336,0.05518936,0.36736491,0.73276046,0.01715287,1.12266954
-5.17758879,1.87626881,0.41182982,0.35624822,0.00005438,0.05520240,0.36202862,0.73070757,0.01720915,1.11204439
-5.17158579,1.85709575,0.40679193,0.34988395,0.00004697,0.05497369,0.35597168,0.72865022,0.01714181,1.09973945
-5.16558279,1.83509335,0.40029125,0.34253349,0.00004084,0.05451871,0.34927413,0.72672104,0.01695227,1.08597712
-5.15957979,1.81069603,0.39249568,0.33429806,0.00003578,0.05385905,0.34203028,0.72504377,0.01664453,1.07100494
-5.15357679,1.78437083,0.38359761,0.32529432,0.00003156,0.05302140,0.33434405,0.72372664,0.01622511,1.05508342
-5.14757379,1.75659641,0.37380616,0.31564997,0.00002802,0.05203639,0.32632416,0.72285681,0.01570274,1.03847380
-5.14157079,1.72784284,0.36333892,0.30549919,0.00002502,0.05093721,0.31807931,0.72249588,0.01508810,1.02142652
-5.13556778,1.69855318,0.35241372,0.29497830,0.00002244,0.04975828,0.30971362,0.72267699,0.01439344,1.00417097
-5.12956478,1.66912793,0.34124074,0.28422164,0.00002019,0.04853382,0.30132267,0.72340352,0.01363219,0.98690706
-5.12356178,1.63991271,0.33001532,0.27335804,0.00001821,0.04729654,0.29299011,0.72464938,0.01281850,0.96979889
-5.11755878,1.61118980,0.31891184,0.26250776,0.00001644,0.04607640,0.28478521,0.72636088,0.01196684,0.95297084
-5.11155578,1.58317359,0.30807882,0.25178026,0.00001485,0.04489956,0.27676122,0.72846002,0.01109155,0.93650605
-5.10555278,1.55600980,0.29763550,0.24127253,0.00001341,0.04378758,0.26895476,0.73084867,0.01020647,0.92044721
-5.09954977,1.52977814,0.28766994,0.23106820,0.00001209,0.04275678,0.26138605,0.73341364,0.00932457,0.90479942
-5.09354677,1.50449784,0.27823857,0.22123725,0.00001090,0.04181796,0.25405996,0.73603197,0.00845771,0.88953478
-5.08754377,1.48013545,0.26936729,0.21183625,0.00000983,0.04097626,0.24696779,0.73857614,0.00761635,0.87459813
-5.08154077,1.45661397,0.26105382,0.20290903,0.00000889,0.04023144,0.24008956,0.74091889,0.00680944,0.85991362
-5.07553777,1.43382276,0.25327110,0.19448775,0.00000808,0.03957822,0.23339665,0.74293729,0.00604430,0.84539157
-5.06953477,1.41162738,0.24597163,0.18659407,0.00000741,0.03900692,0.22685470,0.74451581,0.00532662,0.83093500
-5.06353177,1.38987883,0.23909232,0.17924047,0.00000690,0.03850423,0.22042639,0.74554835,0.00466044,0.81644572
-5.05752876,1.36842166,0.23255967,0.17243164,0.00000658,0.03805410,0.21407418,0.74593915,0.00404831,0.80182945
-5.05152576,1.34710079,0.22629497,0.16616574,0.00000646,0.03763866,0.20776274,0.74560276,0.00349132,0.78699987
-5.04552276,1.32576686,0.22021934,0.16043568,0.00000658,0.03723922,0.20146098,0.74446309,0.00298936,0.77188158
-5.03951976,1.30428024,0.21425829,0.15523020,0.00000698,0.03683715,0.19514363,0.74245204,0.00254119,0.75641189
-5.03351676,1.28251380,0.20834577,0.15053497,0.00000770,0.03641479,0.18879243,0.73950785,0.00214471,0.74054174
-5.02751376,1.26035498,0.20242748,0.14633358,0.00000879,0.03595617,0.18239681,0.73557354,0.00179711,0.72423578
-5.02151076,1.23770731,0.19646343,0.14260850,0.00001033,0.03544771,0.17595414,0.73059581,0.00149505,0.70747202
-5.01550775,1.21449190,0.19042976,0.13934201,0.00001239,0.03487865,0.16946972,0.72452468,0.00123485,0.69024127
-5.00950475,1.19064926,0.18431976,0.13651721,0.00001504,0.03424149,0.16295635,0.71731399,0.00101264,0.67254661
-5.00350175,1.16614164,0.17814418,0.13411894,0.00001839,0.03353215,0.15643388,0.70892297,0.00082449,0.65440319
-4.99749875,1.14095605,0.17193100,0.13213484,0.00002254,0.03275012,0.14992853,0.69931884,0.00066652,0.63583842
-4.99149575,1.11510804,0.16572457,0.13055626,0.00002762,0.03189838,0.14347218,0.68848041,0.00053500,0.61689276
-4.98549275,1.08864606,0.15958436,0.12937916,0.00003374,0.03098332,0.13710176,0.67640235,0.00042642,0.59762102
-4.97948974,1.06165607,0.15358345,0.12860484,0.00004103,0.03001452,0.13085867,0.66310000,0.00033752,0.57809409
-4.97348674,1.03426616,0.14780667,0.12824044,0.00004964,0.02900446,0.12478819,0.64861427,0.00026533,0.55840104
-4.96748374,1.00665057,0.14234864,0.12829913,0.00005969,0.02796825,0.11893916,0.63301625,0.00020721,0.53865122
-4.96148074,0.97903269,0.13731170,0.12879993,0.00007132,0.02692328,0.11336355,0.61641114,0.00016080,0.51897624
-4.95547774,0.95168653,0.13280370,0.12976704,0.00008464,0.02588882,0.10811614,0.59894110,0.00012406,0.49953143
-4.94947474,0.92493619,0.12893583,0.13122873,0.00009977,0.02488571,0.10325420,0.58078676,0.00009523,0.48049659
-4.94347174,0.89915293,0.12582031,0.13321571,0.00011679,0.02393595,0.09883706,0.56216695,0.00007281,0.46207573
-4.93746873,0.87474970,0.12356809,0.13575896,0.00013574,0.02306229,0.09492560,0.54333668,0.00005554,0.44449558
-4.93146573,0.85217295,0.12228642,0.13888728,0.00015664,0.02228790,0.09158150,0.52458315,0.00004237,0.42800283
-4.92546273,0.83189185,0.12207644,0.14262438,0.00017948,0.02163593,0.08886640,0.50622001,0.00003245,0.41285985
-4.91945973,0.81438509,0.12303062,0.14698588,0.00020418,0.02112908,0.08684072,0.48857974,0.00002506,0.39933918
-4.91345673,0.80012584,0.12523018,0.15197629,0.00023062,0.02078917,0.08556235,0.47200476,0.00001964,0.38771660
-4.90745373,0.78956517,0.12874251,0.15758608,0.00025862,0.02063670,0.08508498,0.45683724,0.00001574,0.37826323
-4.90145073,0.78311480,0.13361853,0.16378920,0.00028793,0.02069033,0.08545644,0.44340836,0.00001300,0.37123673
-4.89544772,0.78112976,0.13989022,0.17054107,0.00031827,0.02096642,0.08671670,0.43202712,0.00001113,0.36687205
-4.88944472,0.78389181,0.14756827,0.17777731,0.00034928,0.02147848,0.08889594,0.42296944,0.00000992,0.36537197
-4.88344172,0.79159436,0.15663997,0.18541330,0.00038057,0.02223671,0.09201257,0.41646781,0.00000919,0.36689793
-4.87743872,0.80432959,0.16706747,0.19334470,0.00041168,0.02324746,0.09607139,0.41270204,0.00000881,0.37156149
-4.87143572,0.82207834,0.17878652,0.20144897,0.00044214,0.02451282,0.10106188,0.41179143,0.00000868,0.37941678
-4.86543272,0.84470347,0.19170572,0.20958789,0.00047146,0.02603020,0.10695690,0.41378863,0.00000871,0.39045430
-4.85942971,0.87194679,0.20570647,0.21761102,0.00049911,0.02779200,0.11371164,0.41867559,0.00000886,0.40459648
-4.85342671,0.90343009,0.22064356,0.22535994,0.00052460,0.02978540,0.12126313,0.42636162,0.00000906,0.42169501
-4.84742371,0.93866004,0.23634664,0.23267323,0.00054746,0.03199221,0.12953024,0.43668371,0.00000930,0.44153043
-4.84142071,0.97703710,0.25262234,0.23939187,0.00056722,0.03438894,0.13841420,0.44940907,0.00000953,0.46381380
-4.83541771,1.01786795,0.26925731,0.24536483,0.00058351,0.03694695,0.14779982,0.46423993,0.00000975,0.48819062
-4.82941471,1.06038134,0.28602185,0.25045467,0.00059599,0.03963276,0.15755714,0.48082024,0.00000994,0.51424690
-4.82341171,1.10374644,0.30267430,0.25454291,0.00060442,0.04240857,0.16754379,0.49874426,0.00001008,0.54151723
-4.81740870,1.14709351,0.31896593,0.25753476,0.00060864,0.04523287,0.17760772,0.51756665,0.00001019,0.56949462
-4.81140570,1.18953585,0.33464628,0.25936324,0.00060857,0.04806124,0.18759045,0.53681368,0.00001025,0.59764181
-4.80540270,1.23019251,0.34946868,0.25999234,0.00060425,0.05084726,0.19733060,0.55599544,0.00001028,0.62540373
-4.79939970,1.26821103,0.36319595,0.25941920,0.00059581,0.05354355,0.20666765,0.57461837,0.00001028,0.65222069
-4.79339670,1.30278936,0.37560595,0.25767513,0.00058348,0.05610280,0.21544583,0.59219796,0.00001027,0.67754194
-4.78739370,1.33319648,0.38649688,0.25482559,0.00056755,0.05847897,0.22351793,0.60827112,0.00001027,0.70083906
-4.78139070,1.35879094,0.39569216,0.25096902,0.00054842,0.06062839,0.23074902,0.62240788,0.00001031,0.72161890
-4.77538769,1.37903703,0.40304470,0.24623478,0.00052655,0.06251089,0.23701987,0.63422212,0.00001041,0.73943555
-4.76938469,1.39351797,0.40844042,0.24078014,0.00050246,0.06409080,0.24222999,0.64338097,0.00001061,0.75390108
-4.76338169,1.40194588,0.41180103,0.23478659,0.00047670,0.06533791,0.24630021,0.64961266,0.00001098,0.76469468
-4.75737869,1.40416841,0.41308578,0.22845572,0.00044984,0.06622827,0.24917471,0.65271264,0.00001156,0.77156992
-4.75137569,1.40017192,0.41229240,0.22200459,0.00042248,0.06674480,0.25082244,0.65254780,0.00001242,0.77436009
-4.74537269,1.39008108,0.40945698,0.21566113,0.00039521,0.06687772,0.25123786,0.64905869,0.00001365,0.77298129
-4.73936968,1.37415530,0.40465293,0.20965945,0.00036860,0.06662484,0.25044112,0.64225982,0.00001534,0.76743346
-4.73336668,1.35278196,0.39798911,0.20423539,0.00034320,0.06599157,0.24847746,0.63223802,0.00001761,0.75779923
-4.72736368,1.32646682,0.38960706,0.19962227,0.00031951,0.06499077,0.24541612,0.61914894,0.00002057,0.74424074
-4.72136068,1.29582197,0.37967759,0.19604712,0.00029800,0.06364238,0.24134853,0.60321198,0.00002439,0.72699467
-4.71535768,1.26155166,0.36839669,0.19372733,0.00027908,0.06197288,0.23638614,0.58470373,0.00002923,0.70636549
-4.70935468,1.22443645,0.35598108,0.19286765,0.00026313,0.06001460,0.23065763,0.56395021,0.00003527,0.68271740
-4.70335168,1.18531614,0.34266327,0.19365784,0.00025046,0.05780487,0.22430593,0.54131822,0.00004272,0.65646513
-4.69734867,1.14507184,0.32868656,0.19627052,0.00024132,0.05538507,0.21748481,0.51720600,0.00005182,0.62806388
-4.69134567,1.10460763,0.31429983,0.20085954,0.00023594,0.05279963,0.21035537,0.49203359,0.00006280,0.59799871
-4.68534267,1.06483223,0.29975248,0.20755856,0.00023446,0.05009494,0.20308241,0.46623301,0.00007592,0.56677377
-4.67933967,1.02664096,0.28528952,0.21647986,0.00023701,0.04731827,0.19583078,0.44023873,0.00009147,0.53490144
-4.67333667,0.99089829,0.27114685,0.22771319,0.00024365,0.04451672,0.18876182,0.41447840,0.00010971,0.50289185
-4.66733367,0.95842129,0.25754699,0.24132478,0.00025443,0.04173619,0.18202990,0.38936424,0.00013092,0.47124284
-4.66133067,0.92996420,0.24469518,0.25735610,0.00026933,0.03902040,0.17577923,0.36528517,0.00015537,0.44043066
-4.65532766,0.90620413,0.23277597,0.27582266,0.00028831,0.03641007,0.17014088,0.34259979,0.00018329,0.41090146
-4.64932466,0.88772824,0.22195031,0.29671255,0.00031128,0.03394209,0.16523019,0.32163024,0.00021491,0.38306376
-4.64332166,0.87502223,0.21235317,0.31998474,0.00033812,0.03164891,0.16114445,0.30265708,0.00025039,0.35728194
