energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.62781391,5.54315414,0.02441666,0.24806339,0.68860343,0.06694476,2.96248177,0.92070796,0.68389465
-5.62181091,5.56432158,0.02328666,0.23698115,0.70134292,0.06704166,3.00036579,0.94311902,0.68307727
-5.61580790,5.60524312,0.02222741,0.22644672,0.71677856,0.06722803,3.04938686,0.97024803,0.68407776
-5.60980490,5.66498311,0.02126089,0.21656475,0.73470169,0.06751061,3.10875599,1.00165506,0.68688084
-5.60380190,5.74202235,0.02040814,0.20742381,0.75482227,0.06789087,3.17735339,1.03677155,0.69141075
-5.59779890,5.83429206,0.01968897,0.19909530,0.77677730,0.06836499,3.25375197,1.07491278,0.69753371
-5.59179590,5.93923285,0.01912169,0.19163296,0.80014249,0.06892401,3.33625494,1.11529513,0.70506326
-5.58579290,6.05387718,0.01872285,0.18507332,0.82444717,0.06955430,3.42294665,1.15705798,0.71376839
-5.57978989,6.17495238,0.01850708,0.17943664,0.84919146,0.07023828,3.51175499,1.19928963,0.72338394
-5.57378689,6.29900007,0.01848681,0.17472848,0.87386530,0.07095522,3.60052292,1.24105617,0.73362290
-5.56778389,6.42250656,0.01867215,0.17094162,0.89796821,0.07168227,3.68708613,1.28143250,0.74418985
-5.56178089,6.54203827,0.01907070,0.16805822,0.92102894,0.07239553,3.76935328,1.31953406,0.75479484
-5.55577789,6.65437547,0.01968731,0.16605204,0.94262394,0.07307102,3.84538501,1.35454799,0.76516706
-5.54977489,6.75663780,0.02052395,0.16489060,0.96239386,0.07368576,3.91346791,1.38576235,0.77506732
-5.54377189,6.84639519,0.02157945,0.16453701,0.98005690,0.07421857,3.97217976,1.41259201,0.78429883
-5.53776888,6.92175870,0.02284933,0.16495157,0.99541863,0.07465081,4.02044273,1.43460004,0.79271562
-5.53176588,6.98144660,0.02432561,0.16609291,1.00837742,0.07496690,4.05756185,1.45151350,0.80022819
-5.52576288,7.02482253,0.02599663,0.16791863,1.01892542,0.07515459,4.08324683,1.46323285,0.80680589
-5.51975988,7.05190392,0.02784692,0.17038557,1.02714485,0.07520510,4.09761607,1.46983454,0.81247630
-5.51375688,7.06334065,0.02985721,0.17344962,1.03319988,0.07511298,4.10118281,1.47156644,0.81732127
-5.50775388,7.06036509,0.03200437,0.17706523,1.03732447,0.07487588,4.09482406,1.46883645,0.82147022
-5.50175088,7.04471665,0.03426163,0.18118460,1.03980689,0.07449409,4.07973396,1.46219467,0.82509080
-5.49574787,7.01854468,0.03659881,0.18575686,1.04097170,0.07397011,4.05736409,1.45230988,0.82837770
-5.48974487,6.98429505,0.03898271,0.19072715,1.04116019,0.07330806,4.02935351,1.43994144,0.83154012
-5.48374187,6.94458603,0.04137763,0.19603584,1.04071032,0.07251319,3.99745211,1.42590779,0.83478854
-5.47773887,6.90207957,0.04374609,0.20161791,1.03993718,0.07159133,3.96344088,1.41105298,0.83832161
-5.47173587,6.85935425,0.04604951,0.20740270,1.03911511,0.07054851,3.92905278,1.39621253,0.84231366
-5.46573287,6.81878545,0.04824918,0.21331395,1.03846215,0.06939062,3.89589774,1.38218017,0.84690360
-5.45972986,6.78243807,0.05030713,0.21927021,1.03812789,0.06812321,3.86539500,1.36967679,0.85218562
-5.45372686,6.75197604,0.05218715,0.22518564,1.03818501,0.06675141,3.83871540,1.35932274,0.85820209
-5.44772386,6.72859201,0.05385573,0.23097117,1.03862507,0.06527996,3.81673598,1.35161454,0.86493892
-5.44172086,6.71295940,0.05528298,0.23653597,1.03935855,0.06371333,3.80000806,1.34690689,0.87232365
-5.43571786,6.70520806,0.05644347,0.24178909,1.04021914,0.06205593,3.78873993,1.34540042,0.88022606
-5.42971486,6.70492350,0.05731695,0.24664129,1.04097196,0.06031241,3.78279411,1.34713565,0.88846141
-5.42371186,6.71116882,0.05788883,0.25100694,1.04132515,0.05848793,3.78169881,1.35199312,0.89679596
-5.41770885,6.72252758,0.05815063,0.25480589,1.04094432,0.05658848,3.78467264,1.35969952,0.90495454
-5.41170585,6.73716507,0.05810008,0.25796518,1.03946898,0.05462117,3.79066095,1.36983959,0.91262981
-5.40570285,6.75290502,0.05774110,0.26042064,1.03653030,0.05259450,3.79838222,1.38187298,0.91949283
-5.39969985,6.76731824,0.05708360,0.26211825,1.03176918,0.05051855,3.80638217,1.39515554,0.92520444
-5.39369685,6.77781969,0.05614305,0.26301522,1.02485391,0.04840511,3.81309357,1.40896410,0.92942717
-5.38769385,6.78177005,0.05493989,0.26308079,1.01549666,0.04626783,3.81689915,1.42252374,0.93183707
-5.38169085,6.77657825,0.05349888,0.26229677,1.00346812,0.04412216,3.81619557,1.43503661,0.93213520
-5.37568784,6.75980144,0.05184831,0.26065778,0.98860965,0.04198536,3.80945587,1.44571125,0.93005838
-5.36968484,6.72923885,0.05001916,0.25817127,0.97084261,0.03987640,3.79528851,1.45379130,0.92538882
-5.36368184,6.68301670,0.04804424,0.25485731,0.95017449,0.03781583,3.77249097,1.45858270,0.91796238
-5.35767884,6.61966146,0.04595739,0.25074813,0.92670180,0.03582558,3.74009611,1.45947846,0.90767517
-5.35167584,6.53815908,0.04379271,0.24588754,0.90060955,0.03392875,3.69740995,1.45598004,0.89448832
-5.34567284,6.43799841,0.04158383,0.24033022,0.87216760,0.03214939,3.64403960,1.44771476,0.87843080
-5.33966983,6.31919754,0.03936331,0.23414076,0.84172395,0.03051218,3.57991063,1.43444864,0.85960012
-5.33366683,6.18231214,0.03716213,0.22739271,0.80969547,0.02904216,3.50527326,1.41609419,0.83816098
-5.32766383,6.02842558,0.03500930,0.22016742,0.77655633,0.02776436,3.42069725,1.39271301,0.81434174
-5.32166083,5.85912114,0.03293153,0.21255271,0.74282459,0.02670343,3.32705584,1.36451310,0.78842903
-5.31565783,5.67643719,0.03095303,0.20464153,0.70904758,0.02588320,3.22549918,1.33184109,0.76076041
-5.30965483,5.48280673,0.02909534,0.19653036,0.67578636,0.02532621,3.11741820,1.29516955,0.73171545
-5.30365183,5.28098340,0.02737729,0.18831754,0.64359992,0.02505322,3.00440039,1.25508019,0.70170539
-5.29764882,5.07395630,0.02581491,0.18010143,0.61302954,0.02508259,2.88817867,1.21224324,0.67116184
-5.29164582,4.86485655,0.02442142,0.17197853,0.58458373,0.02542972,2.77057557,1.16739417,0.64052466
-5.28564282,4.65685892,0.02320726,0.16404145,0.55872419,0.02610643,2.65344434,1.12130839,0.61022958
-5.27963982,4.45308182,0.02218008,0.15637694,0.53585319,0.02712027,2.53860926,1.07477499,0.58069597
-5.27363682,4.25648931,0.02134469,0.14906385,0.51630255,0.02847396,2.42780730,1.02857062,0.55231500
-5.26763382,4.06979848,0.02070310,0.14217130,0.50032467,0.03016473,2.32263302,0.98343422,0.52543876
-5.26163082,3.89539580,0.02025449,0.13575696,0.48808566,0.03218388,2.22448887,0.94004387,0.50037069
-5.25562781,3.73526509,0.01999517,0.12986556,0.47966077,0.03451628,2.13454256,0.89899628,0.47735750
-5.24962481,3.59092999,0.01991864,0.12452782,0.47503227,0.03714012,2.05369291,0.86078986,0.45658309
-5.24362181,3.46341279,0.02001555,0.11975969,0.47408978,0.04002677,1.98254549,0.82581171,0.43816449
-5.23761881,3.35321111,0.02027377,0.11556208,0.47663298,0.04314085,1.92139864,0.79432916,0.42215005
-5.23161581,3.26029308,0.02067851,0.11192110,0.48237683,0.04644048,1.87024043,0.76648578,0.40851985
-5.22561281,3.18411104,0.02121249,0.10880876,0.49095892,0.04987778,1.82875638,0.74230209,0.39718847
-5.21960980,3.12363307,0.02185613,0.10618426,0.50194899,0.05339962,1.79634754,0.72168066,0.38800976
-5.21360680,3.07739090,0.02258787,0.10399569,0.51486026,0.05694857,1.77215810,0.70441525,0.38078361
-5.20760380,3.04354218,0.02338453,0.10218222,0.52916235,0.06046404,1.75511128,0.69020361,0.37526442
-5.20160080,3.01994464,0.02422179,0.10067667,0.54429539,0.06388369,1.74395207,0.67866320,0.37117083
-5.19559780,3.00423903,0.02507462,0.09940827,0.55968503,0.06714487,1.73729511,0.66934917,0.36819651
-5.18959480,2.99393779,0.02591791,0.09830574,0.57475780,0.07018627,1.73367575,0.66177384,0.36602146
-5.18359180,2.98651587,0.02672703,0.09730031,0.58895654,0.07294955,1.73160240,0.65542687,0.36432352
-5.17758879,2.97950044,0.02747845,0.09632873,0.60175528,0.07538099,1.72960830,0.64979544,0.36278962
-5.17158579,2.97055620,0.02815031,0.09533615,0.61267329,0.07743303,1.72630070,0.64438348,0.36112634
-5.16558279,2.95756335,0.02872308,0.09427865,0.62128772,0.07906570,1.72040584,0.63872958,0.35906955
-5.15957979,2.93868546,0.02918002,0.09312547,0.62724459,0.08024786,1.71080827,0.63242278,0.35639265
-5.15357679,2.91242540,0.02950770,0.09186071,0.63026762,0.08095818,1.69658320,0.62511580,0.35291332
-5.14757379,2.87766748,0.02969635,0.09048458,0.63016488,0.08118584,1.67702120,0.61653549,0.34849852
-5.14157079,2.83370489,0.02974017,0.08901400,0.62683280,0.08093087,1.65164438,0.60649007,0.34306751
-5.13556778,2.78025212,0.02963746,0.08748269,0.62025763,0.08020422,1.62021414,0.59487328,0.33659315
-5.12956478,2.71744236,0.02939065,0.08594059,0.61051431,0.07902744,1.58273042,0.58166519,0.32910119
-5.12356178,2.64581068,0.02900621,0.08445277,0.59776274,0.07743203,1.53942293,0.56693003,0.32066775
-5.11755878,2.56626417,0.02849443,0.08309765,0.58224173,0.07545851,1.49073510,0.55081108,0.31141531
-5.11155578,2.48004052,0.02786907,0.08196492,0.56426082,0.07315515,1.43730158,0.53352309,0.30150707
-5.10555278,2.38865708,0.02714687,0.08115275,0.54419027,0.07057657,1.37992053,0.51534232,0.29114025
-5.09954977,2.29385232,0.02634701,0.08076486,0.52244958,0.06778203,1.31952178,0.49659497,0.28053835
-5.09354677,2.19752207,0.02549047,0.08090707,0.49949494,0.06483378,1.25713221,0.47764412,0.26994281
-5.08754377,2.10165273,0.02459934,0.08168379,0.47580605,0.06179514,1.19383975,0.45887584,0.25960421
-5.08154077,2.00825371,0.02369608,0.08319423,0.45187258,0.05872881,1.13075698,0.44068488,0.24977349
-5.07553777,1.91929112,0.02280282,0.08552869,0.42818088,0.05569506,1.06898581,0.42346038,0.24069323
-5.06953477,1.83662489,0.02194063,0.08876487,0.40520104,0.05275020,1.00958408,0.40757204,0.23258941
-5.06353177,1.76195079,0.02112885,0.09296429,0.38337488,0.04994510,0.95353502,0.39335720,0.22566388
-5.05752876,1.69674909,0.02038456,0.09816911,0.36310495,0.04732402,0.90172044,0.38110918,0.22008766
-5.05152576,1.64224111,0.01972200,0.10439929,0.34474488,0.04492367,0.85489810,0.37106720,0.21599528
-5.04552276,1.59935456,0.01915224,0.11165029,0.32859128,0.04277254,0.81368376,0.36340818,0.21348045
-5.03951976,1.56869866,0.01868291,0.11989138,0.31487720,0.04089052,0.77853821,0.35824066,0.21259291
-5.03351676,1.55054937,0.01831804,0.12906476,0.30376746,0.03928884,0.74975933,0.35560098,0.21333686
-5.02751376,1.54484516,0.01805809,0.13908544,0.29535567,0.03797032,0.72747928,0.35545192,0.21567079
-5.02151076,1.55119323,0.01790010,0.14984212,0.28966315,0.03692982,0.71166664,0.35768373,0.21950879
-5.01550775,1.56888606,0.01783794,0.16119897,0.28663963,0.03615505,0.70213330,0.36211759,0.22472340
-5.00950475,1.59692770,0.01786270,0.17299840,0.28616571,0.03562755,0.69854574,0.36851144,0.23114981
-5.00350175,1.63406917,0.01796323,0.18506484,0.28805706,0.03532383,0.70044039,0.37656799,0.23859137
-4.99749875,1.67885184,0.01812664,0.19720933,0.29207019,0.03521667,0.70724249,0.38594458,0.24682628
-4.99149575,1.72965776,0.01833900,0.20923496,0.29790964,0.03527653,0.71828789,0.39626478,0.25561516
-4.98549275,1.78476517,0.01858597,0.22094292,0.30523654,0.03547294,0.73284719,0.40713121,0.26470941
-4.97948974,1.84240770,0.01885347,0.23213898,0.31367823,0.03577592,0.75015153,0.41813916,0.27385995
-4.97348674,1.90083535,0.01912828,0.24264017,0.32283872,0.03615722,0.76941919,0.42889073,0.28282613
-4.96748374,1.95837509,0.01939868,0.25228146,0.33230977,0.03659155,0.78988228,0.43900870,0.29138453
-4.96148074,2.01348916,0.01965485,0.26092208,0.34168227,0.03705751,0.81081267,0.44814998,0.29933715
-4.95547774,2.06482886,0.01988935,0.26845123,0.35055756,0.03753838,0.83154625,0.45601787,0.30651890
-4.94947474,2.11128187,0.02009727,0.27479302,0.35855839,0.03802259,0.85150484,0.46237284,0.31280393
-4.94347174,2.15201132,0.02027641,0.27991025,0.36533921,0.03850394,0.87021489,0.46704139,0.31811061
-4.93746873,2.18648484,0.02042723,0.28380694,0.37059533,0.03898154,0.88732226,0.46992259,0.32240493
-4.93146573,2.21449258,0.02055268,0.28652938,0.37407082,0.03945941,0.90260263,0.47099217,0.32570216
-4.92546273,2.23615320,0.02065786,0.28816574,0.37556472,0.03994589,0.91596697,0.47030383,0.32806662
-4.91945973,2.25190739,0.02074961,0.28884402,0.37493545,0.04045276,0.92746196,0.46798787,0.32960967
-4.91345673,2.26249920,0.02083600,0.28872856,0.37210323,0.04099417,0.93726505,0.46424705,0.33048587
-4.90745373,2.26894550,0.02092569,0.28801508,0.36705044,0.04158546,0.94567460,0.45934988,0.33088736
-4.90145073,2.27249484,0.02102732,0.28692453,0.35981994,0.04224189,0.95309510,0.45362158,0.33103693
-4.89544772,2.27457698,0.02114887,0.28569581,0.35051149,0.04297733,0.96001817,0.44743295,0.33117964
-4.88944472,2.27674517,0.02129702,0.28457773,0.33927637,0.04380304,0.96700002,0.44118764,0.33157366
-4.88344172,2.28061304,0.02147666,0.28382052,0.32631049,0.04472659,0.97463608,0.43530811,0.33248040
-4.87743872,2.28778875,0.02169036,0.28366707,0.31184632,0.04575092,0.98353388,0.43022092,0.33415440
-4.87143572,2.29980859,0.02193812,0.28434423,0.29614398,0.04687364,0.99428518,0.42634165,0.33683332
-4.86543272,2.31807267,0.02221711,0.28605464,0.27948183,0.04808666,1.00743831,0.42406013,0.34072840
-4.85942971,2.34378499,0.02252165,0.28896912,0.26214703,0.04937608,1.02347202,0.42372629,0.34601564
-4.85342671,2.37790012,0.02284336,0.29322003,0.24442633,0.05072240,1.04277151,0.42563722,0.35282816
-4.84742371,2.42107845,0.02317136,0.29889582,0.22659753,0.05210100,1.06560801,0.43002576,0.36124979
-4.84142071,2.47365160,0.02349269,0.30603686,0.20892180,0.05348302,1.09212225,0.43705104,0.37131037
-4.83541771,2.53559940,0.02379284,0.31463283,0.19163724,0.05483635,1.12231288,0.44679132,0.38298265
-4.82941471,2.60653910,0.02405633,0.32462162,0.17495365,0.05612688,1.15603010,0.45923929,0.39618115
-4.82341171,2.68572753,0.02426741,0.33588989,0.15904876,0.05731991,1.19297491,0.47430013,0.41076291
-4.81740870,2.77207602,0.02441069,0.34827526,0.14406591,0.05838161,1.23270399,0.49179240,0.42653007
-4.81140570,2.86417786,0.02447185,0.36157013,0.13011308,0.05928042,1.27464021,0.51145176,0.44323448
-4.80540270,2.96034734,0.02443828,0.37552694,0.11726327,0.05998847,1.31808841,0.53293754,0.46058385
-4.79939970,3.05866925,0.02429960,0.38986482,0.10555599,0.06048280,1.36225594,0.55584194,0.47824968
-4.79339670,3.15705723,0.02404816,0.40427747,0.09499977,0.06074643,1.40627728,0.57970172,0.49587642
-4.78739370,3.25331907,0.02367934,0.41844194,0.08557548,0.06076913,1.44924190,0.60401191,0.51309176
-4.78139070,3.34522672,0.02319176,0.43202819,0.07724011,0.06054798,1.49022438,0.62824128,0.52951773
-4.77538769,3.43058867,0.02258734,0.44470899,0.06993106,0.06008761,1.52831568,0.65184892,0.54478214
-4.76938469,3.50732215,0.02187123,0.45616993,0.06357049,0.05940012,1.56265437,0.67430151,0.55853017
-4.76338169,3.57352257,0.02105162,0.46611928,0.05806968,0.05850475,1.59245673,0.69509050,0.57043554
-4.75737869,3.62752753,0.02013938,0.47429709,0.05333320,0.05742729,1.61704450,0.71374869,0.58021095
-4.75137569,3.66797331,0.01914772,0.48048358,0.04926283,0.05619923,1.63586914,0.72986558,0.58761741
-4.74537269,3.69384145,0.01809167,0.48450617,0.04576093,0.05485674,1.64853184,0.74310074,0.59247209
-4.73936968,3.70449383,0.01698761,0.48624511,0.04273348,0.05343956,1.65479832,0.75319495,0.59465441
-4.73336668,3.69969494,0.01585271,0.48563744,0.04009250,0.05198975,1.65460794,0.75997834,0.59411012
-4.72736368,3.67962066,0.01470445,0.48267902,0.03775792,0.05055051,1.64807695,0.76337560,0.59085327
-4.72136068,3.64485339,0.01356017,0.47742481,0.03565897,0.04916494,1.63549554,0.76340781,0.58496594
-4.71535768,3.59636396,0.01243658,0.46998720,0.03373498,0.04787496,1.61731935,0.76019110,0.57659588
-4.70935468,3.53548148,0.01134949,0.46053257,0.03193582,0.04672032,1.59415563,0.75393215,0.56595204
-4.70335168,3.46385278,0.01031349,0.44927626,0.03022177,0.04573780,1.56674497,0.74492102,0.55329844
-4.69734867,3.38339330,0.00934178,0.43647619,0.02856320,0.04496054,1.53593955,0.73352160,0.53894646
-4.69134567,3.29623206,0.00844605,0.42242549,0.02693984,0.04441767,1.50267889,0.72016033,0.52324605
-4.68534267,3.20465310,0.00763647,0.40744430,0.02533996,0.04413402,1.46796442,0.70531379,0.50657630
-4.67933967,3.11103609,0.00692166,0.39187137,0.02375923,0.04413010,1.43283380,0.68949573,0.48933568
-4.67333667,3.01779839,0.00630885,0.37605553,0.02219970,0.04442218,1.39833625,0.67324427,0.47193237
-4.66733367,2.92734089,0.00580391,0.36034754,0.02066861,0.04502261,1.36550966,0.65710972,0.45477519
-4.66133067,2.84199924,0.00541155,0.34509255,0.01917728,0.04594008,1.33536016,0.64164347,0.43826525
-4.65532766,2.76400163,0.00513545,0.33062337,0.01774009,0.04718011,1.30884477,0.62738840,0.42278866
-4.64932466,2.69543384,0.00497837,0.31725463,0.01637348,0.04874540,1.28685713,0.61487075,0.40871041
-4.64332166,2.63821163,0.00494227,0.30527810,0.01509516,0.05063626,1.27021630,0.60459372,0.39636949
-4.63731866,2.59405989,0.00502844,0.29495895,0.01392339,0.05285089,1.25965839,0.59703245,0.38607516
-4.63131566,2.56449768,0.00523748,0.28653302,0.01287642,0.05538558,1.25583044,0.59263024,0.37810428
-4.62531266,2.55082795,0.00556935,0.28020489,0.01197203,0.05823475,1.25928589,0.59179563,0.37269953
-4.61930965,2.55413039,0.00602331,0.27614669,0.01122724,0.06139088,1.27048114,0.59489991,0.37006827
-4.61330665,2.57525609,0.00659790,0.27449734,0.01065803,0.06484424,1.28977226,0.60227463,0.37038179
-4.60730365,2.61482254,0.00729078,0.27536220,0.01027924,0.06858250,1.31741150,0.61420870,0.37377477
-4.60130065,2.67320808,0.00809864,0.27881277,0.01010446,0.07259021,1.35354316,0.63094479,0.38034471
-4.59529765,2.75054503,0.00901709,0.28488654,0.01014593,0.07684819,1.39819849,0.65267480,0.39015117
-4.58929465,2.84671145,0.01004049,0.29358668,0.01041459,0.08133295,1.45128986,0.67953434,0.40321482
-4.58329165,2.96132183,0.01116186,0.30488177,0.01091998,0.08601605,1.51260441,0.71159632,0.41951628
-4.57728864,3.09371758,0.01237276,0.31870545,0.01167019,0.09086365,1.58179768,0.74886384,0.43899475
-4.57128564,3.24295863,0.01366330,0.33495611,0.01267187,0.09583613,1.65838814,0.79126298,0.46154673
-4.56528264,3.40781772,0.01502205,0.35349687,0.01393010,0.10088800,1.74175330,0.83863574,0.48702496
-4.55927964,3.58677925,0.01643618,0.37415586,0.01544834,0.10596803,1.83112852,0.89073403,0.51523788
-4.55327664,3.77804442,0.01789149,0.39672709,0.01722836,0.11101975,1.92560938,0.94721525,0.54594987
-4.54727364,3.97954452,0.01937264,0.42097214,0.01927014,0.11598217,2.02415842,1.00764009,0.57888259
-4.54127064,4.18896339,0.02086335,0.44662269,0.02157187,0.12079094,2.12561698,1.07147325,0.61371758
-4.53526763,4.40377033,0.02234671,0.47338417,0.02412989,0.12537975,2.22872230,1.13808752,0.65010039
-4.52926463,4.62126334,0.02380551,0.50094049,0.02693875,0.12968202,2.33213024,1.20677143,0.68764627
-4.52326163,4.83862253,0.02522265,0.52895994,0.02999131,0.13363282,2.43444294,1.27674081,0.72594745
-4.51725863,5.05297244,0.02658148,0.55710209,0.03327881,0.13717088,2.53424108,1.34715389,0.76458184
-4.51125563,5.26145148,0.02786630,0.58502564,0.03679112,0.14024063,2.63011945,1.41712974,0.80312302
-4.50525263,5.46128611,0.02906269,0.61239680,0.04051692,0.14279428,2.72072470,1.48576944,0.84115109
-4.49924962,5.64986678,0.03015798,0.63889822,0.04444394,0.14479361,2.80479371,1.55217916,0.87826407
-4.49324662,5.82482230,0.03114157,0.66423771,0.04855922,0.14621164,2.88119073,1.61549422,0.91408919
