energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.61580790,3.64372313,-3.64372303,0.04082230,-0.04082230,0.90657878,-0.90657876,0.77882668,-0.77882663,1.39114971,-1.39114972,0.96524880,-0.96524876,0.00000000,-0.00000000
-5.60980490,3.57253485,-3.57253474,0.04129275,-0.04129275,0.88829909,-0.88829906,0.74481977,-0.74481972,1.38629531,-1.38629531,0.94511333,-0.94511329,0.00000000,-0.00000000
-5.60380190,3.50323863,-3.50323851,0.04152994,-0.04152994,0.86884056,-0.86884053,0.71443857,-0.71443853,1.37785916,-1.37785915,0.92880745,-0.92880742,0.00000000,-0.00000000
-5.59779890,3.43578880,-3.43578868,0.04152633,-0.04152633,0.84810985,-0.84810981,0.68763061,-0.68763057,1.36572834,-1.36572832,0.91643165,-0.91643163,0.00000000,-0.00000000
-5.59179590,3.37023498,-3.37023485,0.04127971,-0.04127971,0.82608503,-0.82608499,0.66434203,-0.66434199,1.34989351,-1.34989347,0.90802924,-0.90802922,0.00000000,-0.00000000
-5.58579290,3.30671628,-3.30671615,0.04079313,-0.04079313,0.80281663,-0.80281659,0.64451779,-0.64451776,1.33044831,-1.33044826,0.90358094,-0.90358092,0.00000000,-0.00000000
-5.57978989,3.24545008,-3.24544995,0.04007474,-0.04007474,0.77842519,-0.77842514,0.62810023,-0.62810020,1.30758485,-1.30758480,0.90300136,-0.90300135,0.00000000,-0.00000000
-5.57378689,3.18671620,-3.18671606,0.03913741,-0.03913741,0.75309550,-0.75309545,0.61502606,-0.61502604,1.28158566,-1.28158560,0.90613786,-0.90613785,0.00000000,-0.00000000
-5.56778389,3.13083778,-3.13083764,0.03799824,-0.03799824,0.72706805,-0.72706799,0.60522232,-0.60522230,1.25281248,-1.25281241,0.91277174,-0.91277175,0.00000000,-0.00000000
-5.56178089,3.07815994,-3.07815980,0.03667790,-0.03667789,0.70062805,-0.70062799,0.59860150,-0.59860149,1.22169271,-1.22169263,0.92262197,-0.92262198,0.00000000,-0.00000000
-5.55577789,3.02902770,-3.02902756,0.03519992,-0.03519992,0.67409281,-0.67409275,0.59505632,-0.59505631,1.18870399,-1.18870391,0.93535114,-0.93535115,0.00000000,-0.00000000
-5.54977489,2.98376430,-2.98376417,0.03358992,-0.03358992,0.64779801,-0.64779795,0.59445460,-0.59445460,1.15435783,-1.15435774,0.95057357,-0.95057359,0.00000000,-0.00000000
-5.54377189,2.94265113,-2.94265101,0.03187477,-0.03187476,0.62208370,-0.62208364,0.59663458,-0.59663458,1.11918293,-1.11918284,0.96786513,-0.96786515,0.00000000,-0.00000000
-5.53776888,2.90591021,-2.90591010,0.03008178,-0.03008177,0.59728064,-0.59728058,0.60140112,-0.60140113,1.08370892,-1.08370883,0.98677422,-0.98677424,0.00000000,-0.00000000
-5.53176588,2.87368999,-2.87368988,0.02823798,-0.02823798,0.57369768,-0.57369762,0.60852319,-0.60852320,1.04845108,-1.04845099,1.00683355,-1.00683358,0.00000000,-0.00000000
-5.52576288,2.84605489,-2.84605479,0.02636942,-0.02636941,0.55161067,-0.55161062,0.61773270,-0.61773272,1.01389660,-1.01389651,1.02757194,-1.02757196,0.00000000,-0.00000000
-5.51975988,2.82297895,-2.82297887,0.02450051,-0.02450051,0.53125345,-0.53125340,0.62872520,-0.62872522,0.98049274,-0.98049265,1.04852567,-1.04852569,0.00000000,-0.00000000
-5.51375688,2.80434337,-2.80434329,0.02265359,-0.02265359,0.51281111,-0.51281106,0.64116221,-0.64116223,0.94863711,-0.94863703,1.06924887,-1.06924890,0.00000000,-0.00000000
-5.50775388,2.78993780,-2.78993774,0.02084852,-0.02084851,0.49641579,-0.49641575,0.65467546,-0.65467548,0.91867021,-0.91867013,1.08932239,-1.08932241,0.00000000,-0.00000000
-5.50175088,2.77946501,-2.77946496,0.01910239,-0.01910238,0.48214498,-0.48214494,0.66887277,-0.66887279,0.89087021,-0.89087015,1.10836083,-1.10836085,0.00000000,-0.00000000
-5.49574787,2.77254816,-2.77254811,0.01742941,-0.01742940,0.47002225,-0.47002222,0.68334552,-0.68334554,0.86544994,-0.86544988,1.12601757,-1.12601760,0.00000000,-0.00000000
-5.48974487,2.76874022,-2.76874019,0.01584086,-0.01584085,0.46002009,-0.46002006,0.69767730,-0.69767732,0.84255572,-0.84255567,1.14198767,-1.14198769,0.00000000,-0.00000000
-5.48374187,2.76753479,-2.76753477,0.01434514,-0.01434513,0.45206462,-0.45206460,0.71145353,-0.71145355,0.82226807,-0.82226803,1.15600862,-1.15600864,0.00000000,-0.00000000
-5.47773887,2.76837762,-2.76837761,0.01294792,-0.01294792,0.44604165,-0.44604163,0.72427158,-0.72427160,0.80460378,-0.80460374,1.16785941,-1.16785943,0.00000000,-0.00000000
-5.47173587,2.77067841,-2.77067841,0.01165237,-0.01165237,0.44180367,-0.44180366,0.73575099,-0.73575101,0.78951920,-0.78951917,1.17735793,-1.17735794,0.00000000,-0.00000000
-5.46573287,2.77382228,-2.77382229,0.01045939,-0.01045938,0.43917736,-0.43917735,0.74554337,-0.74554338,0.77691454,-0.77691452,1.18435738,-1.18435739,0.00000000,-0.00000000
-5.45972986,2.77718074,-2.77718075,0.00936791,-0.00936791,0.43797100,-0.43797099,0.75334152,-0.75334153,0.76663885,-0.76663883,1.18874203,-1.18874204,0.00000000,-0.00000000
-5.45372686,2.78012192,-2.78012193,0.00837523,-0.00837523,0.43798159,-0.43798159,0.75888751,-0.75888752,0.75849555,-0.75849554,1.19042293,-1.19042294,0.00000000,-0.00000000
-5.44772386,2.78202002,-2.78202003,0.00747731,-0.00747731,0.43900126,-0.43900126,0.76197923,-0.76197923,0.75224846,-0.75224845,1.18933392,-1.18933391,0.00000000,-0.00000000
-5.44172086,2.78226419,-2.78226420,0.00666909,-0.00666909,0.44082265,-0.44082266,0.76247538,-0.76247538,0.74762810,-0.74762810,1.18542845,-1.18542844,0.00000000,-0.00000000
-5.43571786,2.78026680,-2.78026681,0.00594476,-0.00594476,0.44324340,-0.44324340,0.76029861,-0.76029861,0.74433834,-0.74433834,1.17867760,-1.17867759,0.00000000,-0.00000000
-5.42971486,2.77547160,-2.77547161,0.00529805,-0.00529805,0.44606937,-0.44606938,0.75543682,-0.75543681,0.74206325,-0.74206325,1.16906932,-1.16906930,0.00000000,-0.00000000
-5.42371186,2.76736183,-2.76736184,0.00472245,-0.00472244,0.44911705,-0.44911707,0.74794260,-0.74794258,0.74047424,-0.74047425,1.15660908,-1.15660906,0.00000000,-0.00000000
-5.41770885,2.75546856,-2.75546856,0.00421138,-0.00421138,0.45221501,-0.45221502,0.73793104,-0.73793102,0.73923741,-0.73923742,1.14132190,-1.14132188,0.00000000,-0.00000000
-5.41170585,2.73937943,-2.73937943,0.00375841,-0.00375841,0.45520469,-0.45520471,0.72557598,-0.72557596,0.73802108,-0.73802109,1.12325549,-1.12325546,0.00000000,-0.00000000
-5.40570285,2.71874788,-2.71874787,0.00335735,-0.00335735,0.45794094,-0.45794095,0.71110503,-0.71110499,0.73650348,-0.73650349,1.10248412,-1.10248409,0.00000000,-0.00000000
-5.39969985,2.69330268,-2.69330266,0.00300236,-0.00300236,0.46029227,-0.46029228,0.69479354,-0.69479351,0.73438042,-0.73438043,1.07911306,-1.07911302,0.00000000,-0.00000000
-5.39369685,2.66285774,-2.66285771,0.00268803,-0.00268803,0.46214134,-0.46214136,0.67695800,-0.67695797,0.73137299,-0.73137299,1.05328281,-1.05328276,0.00000000,-0.00000000
-5.38769385,2.62732177,-2.62732172,0.00240940,-0.00240940,0.46338571,-0.46338572,0.65794889,-0.65794885,0.72723489,-0.72723489,1.02517289,-1.02517284,0.00000000,-0.00000000
-5.38169085,2.58670741,-2.58670735,0.00216202,-0.00216202,0.46393902,-0.46393903,0.63814346,-0.63814342,0.72175950,-0.72175950,0.99500463,-0.99500457,0.00000000,-0.00000000
-5.37568784,2.54113933,-2.54113926,0.00194192,-0.00194192,0.46373277,-0.46373278,0.61793856,-0.61793851,0.71478620,-0.71478619,0.96304248,-0.96304242,0.00000000,-0.00000000
-5.36968484,2.49086078,-2.49086070,0.00174561,-0.00174561,0.46271859,-0.46271859,0.59774374,-0.59774370,0.70620600,-0.70620599,0.92959364,-0.92959358,0.00000000,-0.00000000
-5.36368184,2.43623800,-2.43623791,0.00157008,-0.00157008,0.46087097,-0.46087097,0.57797477,-0.57797472,0.69596615,-0.69596613,0.89500565,-0.89500559,0.00000000,-0.00000000
-5.35767884,2.37776199,-2.37776189,0.00141272,-0.00141272,0.45819038,-0.45819038,0.55904758,-0.55904753,0.68407354,-0.68407353,0.85966196,-0.85966190,0.00000000,-0.00000000
-5.35167584,2.31604744,-2.31604733,0.00127134,-0.00127134,0.45470650,-0.45470649,0.54137285,-0.54137281,0.67059699,-0.67059697,0.82397536,-0.82397530,0.00000000,-0.00000000
-5.34567284,2.25182822,-2.25182810,0.00114408,-0.00114408,0.45048143,-0.45048142,0.52535113,-0.52535109,0.65566806,-0.65566804,0.78837961,-0.78837954,0.00000000,-0.00000000
-5.33966983,2.18594980,-2.18594967,0.00102940,-0.00102940,0.44561270,-0.44561269,0.51136861,-0.51136857,0.63948062,-0.63948059,0.75331937,-0.75331931,0.00000000,-0.00000000
-5.33366683,2.11935833,-2.11935820,0.00092601,-0.00092601,0.44023577,-0.44023576,0.49979348,-0.49979344,0.62228915,-0.62228912,0.71923901,-0.71923894,0.00000000,-0.00000000
-5.32766383,2.05308703,-2.05308690,0.00083286,-0.00083286,0.43452600,-0.43452599,0.49097302,-0.49097299,0.60440588,-0.60440585,0.68657057,-0.68657051,0.00000000,-0.00000000
-5.32166083,1.98824028,-1.98824014,0.00074905,-0.00074905,0.42869992,-0.42869990,0.48523139,-0.48523137,0.58619696,-0.58619692,0.65572164,-0.65572158,0.00000000,-0.00000000
-5.31565783,1.92597609,-1.92597596,0.00067387,-0.00067387,0.42301561,-0.42301560,0.48286814,-0.48286812,0.56807787,-0.56807784,0.62706350,-0.62706344,0.00000000,-0.00000000
-5.30965483,1.86748792,-1.86748779,0.00060668,-0.00060668,0.41777248,-0.41777246,0.48415763,-0.48415762,0.55050840,-0.55050837,0.60092031,-0.60092026,0.00000000,-0.00000000
-5.30365183,1.81398656,-1.81398644,0.00054696,-0.00054696,0.41331006,-0.41331004,0.48934934,-0.48934933,0.53398725,-0.53398721,0.57755965,-0.57755961,0.00000000,-0.00000000
-5.29764882,1.76668313,-1.76668302,0.00049423,-0.00049423,0.41000626,-0.41000625,0.49866908,-0.49866908,0.51904664,-0.51904661,0.55718515,-0.55718511,0.00000000,-0.00000000
-5.29164582,1.72677375,-1.72677365,0.00044808,-0.00044808,0.40827488,-0.40827488,0.51232125,-0.51232126,0.50624714,-0.50624711,0.53993134,-0.53993130,0.00000000,-0.00000000
-5.28564282,1.69542674,-1.69542666,0.00040810,-0.00040810,0.40856258,-0.40856257,0.53049196,-0.53049198,0.49617255,-0.49617253,0.52586124,-0.52586121,0.00000000,-0.00000000
-5.27963982,1.67377262,-1.67377255,0.00037395,-0.00037395,0.41134520,-0.41134521,0.55335289,-0.55335292,0.48942526,-0.48942525,0.51496669,-0.51496666,0.00000000,-0.00000000
-5.27363682,1.66289692,-1.66289688,0.00034528,-0.00034528,0.41712367,-0.41712368,0.58106585,-0.58106589,0.48662167,-0.48662167,0.50717157,-0.50717155,0.00000000,-0.00000000
-5.26763382,1.66383587,-1.66383586,0.00032178,-0.00032178,0.42641907,-0.42641909,0.61378736,-0.61378741,0.48838772,-0.48838773,0.50233772,-0.50233770,0.00000000,-0.00000000
-5.26163082,1.67757409,-1.67757411,0.00030320,-0.00030320,0.43976709,-0.43976712,0.65167321,-0.65167328,0.49535421,-0.49535423,0.50027340,-0.50027339,0.00000000,-0.00000000
-5.25562781,1.70504377,-1.70504382,0.00028929,-0.00028929,0.45771141,-0.45771144,0.69488220,-0.69488227,0.50815157,-0.50815160,0.50074393,-0.50074392,0.00000000,-0.00000000
-5.24962481,1.74712407,-1.74712415,0.00027988,-0.00027988,0.48079594,-0.48079600,0.74357853,-0.74357863,0.52740381,-0.52740386,0.50348397,-0.50348397,0.00000000,-0.00000000
-5.24362181,1.80463965,-1.80463978,0.00027489,-0.00027489,0.50955575,-0.50955582,0.79793242,-0.79793253,0.55372120,-0.55372127,0.50821108,-0.50821108,0.00000000,-0.00000000
-5.23761881,1.87835711,-1.87835728,0.00027430,-0.00027430,0.54450626,-0.54450634,0.85811804,-0.85811816,0.58769139,-0.58769148,0.51463966,-0.51463966,0.00000000,-0.00000000
-5.23161581,1.96897802,-1.96897823,0.00027823,-0.00027823,0.58613082,-0.58613092,0.92430858,-0.92430872,0.62986883,-0.62986894,0.52249498,-0.52249499,0.00000000,-0.00000000
-5.22561281,2.07712788,-2.07712813,0.00028692,-0.00028692,0.63486653,-0.63486665,0.99666797,-0.99666813,0.68076225,-0.68076239,0.53152641,-0.53152642,0.00000000,-0.00000000
-5.21960980,2.20334015,-2.20334045,0.00030075,-0.00030075,0.69108848,-0.69108862,1.07533899,-1.07533916,0.74082048,-0.74082063,0.54151931,-0.54151932,0.00000000,-0.00000000
-5.21360680,2.34803553,-2.34803588,0.00032028,-0.00032028,0.75509266,-0.75509281,1.16042813,-1.16042832,0.81041669,-0.81041687,0.55230517,-0.55230519,0.00000000,-0.00000000
-5.20760380,2.51149665,-2.51149705,0.00034627,-0.00034627,0.82707814,-0.82707831,1.25198738,-1.25198759,0.88983183,-0.88983203,0.56376938,-0.56376940,0.00000000,-0.00000000
-5.20160080,2.69383946,-2.69383991,0.00037967,-0.00037967,0.90712924,-0.90712943,1.34999379,-1.34999402,0.97923779,-0.97923802,0.57585643,-0.57585646,0.00000000,-0.00000000
-5.19559780,2.89498266,-2.89498316,0.00042165,-0.00042165,0.99519852,-0.99519874,1.45432777,-1.45432801,1.07868141,-1.07868167,0.58857229,-0.58857232,0.00000000,-0.00000000
-5.18959480,3.11461752,-3.11461807,0.00047360,-0.00047360,1.09109180,-1.09109204,1.56475140,-1.56475166,1.18807034,-1.18807063,0.60198392,-0.60198396,0.00000000,-0.00000000
-5.18359180,3.35218041,-3.35218101,0.00053714,-0.00053714,1.19445620,-1.19445646,1.68088835,-1.68088862,1.30716202,-1.30716233,0.61621600,-0.61621604,0.00000000,-0.00000000
-5.17758879,3.60683083,-3.60683147,0.00061411,-0.00061411,1.30477259,-1.30477286,1.80220685,-1.80220714,1.43555692,-1.43555725,0.63144506,-0.63144510,0.00000000,-0.00000000
-5.17158579,3.87743760,-3.87743827,0.00070657,-0.00070657,1.42135342,-1.42135370,1.92800760,-1.92800790,1.57269717,-1.57269752,0.64789136,-0.64789140,0.00000000,-0.00000000
-5.16558279,4.16257572,-4.16257643,0.00081678,-0.00081678,1.54334692,-1.54334721,2.05741782,-2.05741813,1.71787156,-1.71787193,0.66580889,-0.66580894,0.00000000,-0.00000000
