energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.69984992,1.91647457,0.06767104,0.00000000,0.09793793,0.94351207,0.48829921,0.35028369
-5.69384692,1.95499188,0.06818259,0.00000000,0.10079615,0.96328521,0.49588529,0.35851907
-5.68784392,1.98140202,0.06823828,0.00000000,0.10305405,0.97701135,0.50035668,0.36456544
-5.68184092,1.99532301,0.06783867,0.00000000,0.10467515,0.98446990,0.50166720,0.36832882
-5.67583792,1.99664563,0.06699380,0.00000000,0.10563692,0.98557607,0.49984161,0.36976458
-5.66983492,1.98553973,0.06572289,0.00000000,0.10593177,0.98038510,0.49497590,0.36887946
-5.66383192,1.96245119,0.06405369,0.00000000,0.10556750,0.96909174,0.48723523,0.36573173
-5.65782891,1.92808950,0.06202164,0.00000000,0.10456727,0.95202507,0.47684962,0.36042959
-5.65182591,1.88340655,0.05966873,0.00000000,0.10296895,0.92963876,0.46410753,0.35312793
-5.64582291,1.82956742,0.05704225,0.00000000,0.10082410,0.90249727,0.44934759,0.34402344
-5.63981991,1.76791428,0.05419332,0.00000000,0.09819633,0.87125841,0.43294879,0.33334834
-5.63381691,1.69992513,0.05117548,0.00000000,0.09515936,0.83665317,0.41531956,0.32136309
-5.62781391,1.62716886,0.04804315,0.00000000,0.09179473,0.79946349,0.39688607,0.30834815
-5.62181091,1.55125843,0.04485023,0.00000000,0.08818929,0.76049893,0.37808018,0.29459538
-5.61580790,1.47380410,0.04164874,0.00000000,0.08443256,0.72057319,0.35932754,0.28039931
-5.60980490,1.39636835,0.03848768,0.00000000,0.08061410,0.68048117,0.34103616,0.26604855
-5.60380190,1.32042397,0.03541194,0.00000000,0.07682094,0.64097767,0.32358579,0.25181780
-5.59779890,1.24731692,0.03246158,0.00000000,0.07313517,0.60275805,0.30731845,0.23796063
-5.59179590,1.17823479,0.02967118,0.00000000,0.06963185,0.56644185,0.29253039,0.22470330
-5.58579290,1.11418182,0.02706947,0.00000000,0.06637715,0.53255933,0.27946556,0.21223975
-5.57978989,1.05596085,0.02467919,0.00000000,0.06342694,0.50154162,0.26831080,0.20072798
-5.57378689,1.00416250,0.02251710,0.00000000,0.06082573,0.47371431,0.25919280,0.19028768
-5.56778389,0.95916137,0.02059422,0.00000000,0.05860604,0.44929458,0.25217680,0.18099928
-5.56178089,0.92111890,0.01891615,0.00000000,0.05678815,0.42839176,0.24726699,0.17290428
-5.55577789,0.88999250,0.01748356,0.00000000,0.05538029,0.41101096,0.24440859,0.16600676
-5.54977489,0.86554998,0.01629280,0.00000000,0.05437911,0.39705950,0.24349142,0.16027591
-5.54377189,0.84738858,0.01533648,0.00000000,0.05377054,0.38635582,0.24435480,0.15564948
-5.53776888,0.83495772,0.01460416,0.00000000,0.05353086,0.37864027,0.24679372,0.15203794
-5.53176588,0.82758442,0.01408297,0.00000000,0.05362799,0.37358744,0.25056591,0.14932910
-5.52576288,0.82450048,0.01375831,0.00000000,0.05402294,0.37081962,0.25539973,0.14739310
-5.51975988,0.82487057,0.01361438,0.00000000,0.05467137,0.36992079,0.26100262,0.14608755
-5.51375688,0.82782028,0.01363474,0.00000000,0.05552514,0.37045085,0.26706985,0.14526264
-5.50775388,0.83246344,0.01380273,0.00000000,0.05653391,0.37195961,0.27329334,0.14476613
-5.50175088,0.83792792,0.01410189,0.00000000,0.05764666,0.37400026,0.27937034,0.14444796
-5.49574787,0.84337938,0.01451618,0.00000000,0.05881305,0.37614191,0.28501166,0.14416456
-5.48974487,0.84804236,0.01503021,0.00000000,0.05998474,0.37798091,0.28994929,0.14378259
-5.48374187,0.85121834,0.01562929,0.00000000,0.06111651,0.37915078,0.29394314,0.14318219
-5.47773887,0.85230052,0.01629953,0.00000000,0.06216713,0.37933057,0.29678680,0.14225952
-5.47173587,0.85078497,0.01702770,0.00000000,0.06310009,0.37825131,0.29831205,0.14092877
-5.46573287,0.84627813,0.01780118,0.00000000,0.06388415,0.37570072,0.29839204,0.13912343
-5.45972986,0.83850063,0.01860781,0.00000000,0.06449359,0.37152596,0.29694315,0.13679697
-5.45372686,0.82728763,0.01943573,0.00000000,0.06490835,0.36563449,0.29392543,0.13392284
-5.44772386,0.81258565,0.02027318,0.00000000,0.06511393,0.35799309,0.28934162,0.13049398
-5.44172086,0.79444652,0.02110838,0.00000000,0.06510118,0.34862519,0.28323493,0.12652164
-5.43571786,0.77301852,0.02192942,0.00000000,0.06486589,0.33760671,0.27568564,0.12203391
-5.42971486,0.74853539,0.02272416,0.00000000,0.06440836,0.32506051,0.26680675,0.11707373
-5.42371186,0.72130365,0.02348022,0.00000000,0.06373284,0.31114984,0.25673877,0.11169663
-5.41770885,0.69168871,0.02418506,0.00000000,0.06284697,0.29607101,0.24564409,0.10596829
-5.41170585,0.66010040,0.02482611,0.00000000,0.06176117,0.28004554,0.23370090,0.09996192
-5.40570285,0.62697851,0.02539091,0.00000000,0.06048810,0.26331217,0.22109719,0.09375565
-5.39969985,0.59277861,0.02586745,0.00000000,0.05904215,0.24611895,0.20802480,0.08742999
-5.39369685,0.55795896,0.02624442,0.00000000,0.05743898,0.22871567,0.19467397,0.08106535
-5.38769385,0.52296850,0.02651157,0.00000000,0.05569515,0.21134695,0.18122829,0.07473988
-5.38169085,0.48823648,0.02666006,0.00000000,0.05382780,0.19424602,0.16786053,0.06852747
-5.37568784,0.45416383,0.02668282,0.00000000,0.05185444,0.17762958,0.15472907,0.06249617
-5.36968484,0.42111625,0.02657487,0.00000000,0.04979279,0.16169347,0.14197530,0.05670683
-5.36368184,0.38941929,0.02633357,0.00000000,0.04766067,0.14660960,0.12972182,0.05121217
-5.35767884,0.35935506,0.02595886,0.00000000,0.04547594,0.13252384,0.11807144,0.04605618
-5.35167584,0.33116056,0.02545335,0.00000000,0.04325646,0.11955491,0.10710694,0.04127383
-5.34567284,0.30502751,0.02482235,0.00000000,0.04102002,0.10779419,0.09689153,0.03689105
-5.33966983,0.28110325,0.02407380,0.00000000,0.03878433,0.09730643,0.08746982,0.03292510
-5.33366683,0.25949269,0.02321812,0.00000000,0.03656697,0.08813100,0.07886923,0.02938499
-5.32766383,0.24026091,0.02226792,0.00000000,0.03438524,0.08028383,0.07110177,0.02627220
-5.32166083,0.22343629,0.02123764,0.00000000,0.03225609,0.07375963,0.06416596,0.02358147
-5.31565783,0.20901396,0.02014321,0.00000000,0.03019597,0.06853450,0.05804894,0.02130174
-5.30965483,0.19695943,0.01900153,0.00000000,0.02822063,0.06456864,0.05272848,0.01941701
-5.30365183,0.18721225,0.01783004,0.00000000,0.02634500,0.06180920,0.04817503,0.01790735
-5.29764882,0.17968974,0.01664625,0.00000000,0.02458293,0.06019303,0.04435365,0.01674980
-5.29164582,0.17429065,0.01546723,0.00000000,0.02294713,0.05964944,0.04122567,0.01591927
-5.28564282,0.17089876,0.01430929,0.00000000,0.02144895,0.06010282,0.03875036,0.01538934
-5.27963982,0.16938652,0.01318754,0.00000000,0.02009831,0.06147508,0.03688622,0.01513305
-5.27363682,0.16961857,0.01211565,0.00000000,0.01890365,0.06368799,0.03559220,0.01512352
-5.26763382,0.17145531,0.01110561,0.00000000,0.01787191,0.06666526,0.03482868,0.01533463
-5.26163082,0.17475642,0.01016760,0.00000000,0.01700859,0.07033440,0.03455825,0.01574145
-5.25562781,0.17938426,0.00930998,0.00000000,0.01631780,0.07462845,0.03474631,0.01632069
-5.24962481,0.18520717,0.00853922,0.00000000,0.01580242,0.07948730,0.03536152,0.01705108
-5.24362181,0.19210256,0.00786003,0.00000000,0.01546423,0.08485887,0.03637603,0.01791357
-5.23761881,0.19995967,0.00727550,0.00000000,0.01530406,0.09069989,0.03776555,0.01889152
-5.23161581,0.20868183,0.00678723,0.00000000,0.01532198,0.09697632,0.03950926,0.01997078
-5.22561281,0.21818828,0.00639552,0.00000000,0.01551745,0.10366344,0.04158954,0.02113968
-5.21960980,0.22841522,0.00609961,0.00000000,0.01588938,0.11074555,0.04399155,0.02238895
-5.21360680,0.23931614,0.00589785,0.00000000,0.01643629,0.11821517,0.04670264,0.02371149
-5.20760380,0.25086129,0.00578789,0.00000000,0.01715632,0.12607196,0.04971161,0.02510215
-5.20160080,0.26303641,0.00576686,0.00000000,0.01804718,0.13432114,0.05300792,0.02655735
-5.19559780,0.27584048,0.00583150,0.00000000,0.01910615,0.14297168,0.05658079,0.02807471
-5.18959480,0.28928281,0.00597826,0.00000000,0.02032996,0.15203410,0.06041821,0.02965259
-5.18359180,0.30337949,0.00620343,0.00000000,0.02171464,0.16151823,0.06450603,0.03128959
-5.17758879,0.31814927,0.00650310,0.00000000,0.02325538,0.17143070,0.06882707,0.03298406
-5.17158579,0.33360917,0.00687328,0.00000000,0.02494633,0.18177259,0.07336035,0.03473367
-5.16558279,0.34976998,0.00730979,0.00000000,0.02678046,0.19253711,0.07808043,0.03653489
-5.15957979,0.36663183,0.00780831,0.00000000,0.02874937,0.20370754,0.08295700,0.03838267
-5.15357679,0.38418003,0.00836431,0.00000000,0.03084317,0.21525548,0.08795466,0.04027009
-5.14757379,0.40238146,0.00897299,0.00000000,0.03305034,0.22713954,0.09303294,0.04218816
-5.14157079,0.42118152,0.00962922,0.00000000,0.03535768,0.23930445,0.09814662,0.04412568
-5.13556778,0.44050189,0.01032750,0.00000000,0.03775026,0.25168068,0.10324624,0.04606926
-5.12956478,0.46023911,0.01106188,0.00000000,0.04021145,0.26418460,0.10827889,0.04800341
-5.12356178,0.48026402,0.01182595,0.00000000,0.04272291,0.27671910,0.11318913,0.04991069
-5.11755878,0.50042217,0.01261276,0.00000000,0.04526473,0.28917475,0.11792013,0.05177206
-5.11155578,0.52053498,0.01341483,0.00000000,0.04781545,0.30143127,0.12241487,0.05356719
-5.10555278,0.54040181,0.01422416,0.00000000,0.05035230,0.31335947,0.12661735,0.05527488
-5.09954977,0.55980272,0.01503221,0.00000000,0.05285128,0.32482341,0.13047379,0.05687352
-5.09354677,0.57850191,0.01582995,0.00000000,0.05528738,0.33568283,0.13393382,0.05834157
-5.08754377,0.59625174,0.01660794,0.00000000,0.05763477,0.34579569,0.13695149,0.05965800
-5.08154077,0.61279719,0.01735644,0.00000000,0.05986709,0.35502084,0.13948610,0.06080275
-5.07553777,0.62788085,0.01806545,0.00000000,0.06195766,0.36322076,0.14150297,0.06175717
-5.06953477,0.64124813,0.01872493,0.00000000,0.06387986,0.37026429,0.14297394,0.06250441
-5.06353177,0.65265273,0.01932494,0.00000000,0.06560747,0.37602931,0.14387767,0.06302976
-5.05752876,0.66186234,0.01985580,0.00000000,0.06711508,0.38040541,0.14419991,0.06332094
-5.05152576,0.66866428,0.02030836,0.00000000,0.06837856,0.38329639,0.14393344,0.06336841
-5.04552276,0.67287118,0.02067416,0.00000000,0.06937554,0.38462274,0.14307807,0.06316552
-5.03951976,0.67432633,0.02094570,0.00000000,0.07008598,0.38432381,0.14164041,0.06270872
-5.03351676,0.67290881,0.02111664,0.00000000,0.07049270,0.38235983,0.13963367,0.06199769
-5.02751376,0.66853797,0.02118200,0.00000000,0.07058194,0.37871360,0.13707732,0.06103538
-5.02151076,0.66117727,0.02113840,0.00000000,0.07034391,0.37339186,0.13399687,0.05982810
-5.01550775,0.65083720,0.02098416,0.00000000,0.06977325,0.36642614,0.13042342,0.05838546
-5.00950475,0.63757715,0.02071944,0.00000000,0.06886943,0.35787321,0.12639342,0.05672031
-5.00350175,0.62150612,0.02034631,0.00000000,0.06763705,0.34781492,0.12194818,0.05484864
-4.99749875,0.60278209,0.01986875,0.00000000,0.06608602,0.33635746,0.11713356,0.05278938
-4.99149575,0.58161009,0.01929264,0.00000000,0.06423151,0.32362997,0.11199948,0.05056414
-4.98549275,0.55823893,0.01862558,0.00000000,0.06209387,0.30978265,0.10659940,0.04819694
-4.97948974,0.53295671,0.01787681,0.00000000,0.05969826,0.29498418,0.10098983,0.04571382
-4.97348674,0.50608513,0.01705697,0.00000000,0.05707417,0.27941872,0.09522967,0.04314246
-4.96748374,0.47797302,0.01617783,0.00000000,0.05425481,0.26328252,0.08937960,0.04051167
-4.96148074,0.44898910,0.01525205,0.00000000,0.05127633,0.24678021,0.08350135,0.03785101
-4.95547774,0.41951443,0.01429284,0.00000000,0.04817692,0.23012098,0.07765704,0.03519018
-4.94947474,0.38993477,0.01331371,0.00000000,0.04499598,0.21351474,0.07190840,0.03255867
-4.94347174,0.36063317,0.01232814,0.00000000,0.04177309,0.19716851,0.06631615,0.02998519
-4.93746873,0.33198304,0.01134933,0.00000000,0.03854711,0.18128296,0.06093932,0.02749729
-4.93146573,0.30434205,0.01038997,0.00000000,0.03535535,0.16604947,0.05583470,0.02512102
-4.92546273,0.27804688,0.00946207,0.00000000,0.03223271,0.15164756,0.05105636,0.02288056
-4.91945973,0.25340906,0.00857683,0.00000000,0.02921108,0.13824292,0.04665528,0.02079802
-4.91345673,0.23071187,0.00774455,0.00000000,0.02631879,0.12598591,0.04267907,0.01889324
-4.90745373,0.21020840,0.00697467,0.00000000,0.02358027,0.11501058,0.03917179,0.01718369
-4.90145073,0.19212044,0.00627581,0.00000000,0.02101579,0.10543412,0.03617385,0.01568443
-4.89544772,0.17663830,0.00565584,0.00000000,0.01864149,0.09735664,0.03372197,0.01440808
-4.88944472,0.16392115,0.00512212,0.00000000,0.01646937,0.09086124,0.03184915,0.01336484
-4.88344172,0.15409783,0.00468162,0.00000000,0.01450761,0.08601408,0.03058463,0.01256253
-4.87743872,0.14726770,0.00434121,0.00000000,0.01276084,0.08286455,0.02995382,0.01200665
-4.87143572,0.14350152,0.00410784,0.00000000,0.01123051,0.08144527,0.02997811,0.01170035
-4.86543272,0.14284196,0.00398884,0.00000000,0.00991541,0.08177188,0.03067464,0.01164446
-4.85942971,0.14530379,0.00399210,0.00000000,0.00881209,0.08384259,0.03205589,0.01183743
-4.85342671,0.15087356,0.00412631,0.00000000,0.00791533,0.08763742,0.03412915,0.01227525
-4.84742371,0.15950869,0.00440109,0.00000000,0.00721856,0.09311725,0.03689587,0.01295135
-4.84142071,0.17113628,0.00482709,0.00000000,0.00671428,0.10022260,0.04035093,0.01385645
-4.83541771,0.18565147,0.00541606,0.00000000,0.00639435,0.10887243,0.04448185,0.01497841
-4.82941471,0.20291576,0.00618084,0.00000000,0.00625025,0.11896292,0.04926789,0.01630210
-4.82341171,0.22275543,0.00713518,0.00000000,0.00627324,0.13036649,0.05467934,0.01780928
-4.81740870,0.24496036,0.00829366,0.00000000,0.00645447,0.14293129,0.06067686,0.01947857
-4.81140570,0.26928350,0.00967136,0.00000000,0.00678498,0.15648121,0.06721090,0.02128543
-4.80540270,0.29544136,0.01128356,0.00000000,0.00725570,0.17081661,0.07422160,0.02320235
-4.79939970,0.32311560,0.01314537,0.00000000,0.00785732,0.18571600,0.08163877,0.02519902
-4.79339670,0.35195603,0.01527123,0.00000000,0.00858018,0.20093865,0.08938239,0.02724273
-4.78739370,0.38158508,0.01767448,0.00000000,0.00941416,0.21622818,0.09736350,0.02929887
-4.78139070,0.41160375,0.02036681,0.00000000,0.01034854,0.23131720,0.10548542,0.03133153
-4.77538769,0.44159902,0.02335779,0.00000000,0.01137186,0.24593280,0.11364556,0.03330429
-4.76938469,0.47115248,0.02665436,0.00000000,0.01247189,0.25980281,0.12173742,0.03518099
-4.76338169,0.49984997,0.03026037,0.00000000,0.01363563,0.27266263,0.12965314,0.03692669
-4.75737869,0.52729188,0.03417623,0.00000000,0.01484928,0.28426232,0.13728619,0.03850854
-4.75137569,0.55310376,0.03839854,0.00000000,0.01609846,0.29437370,0.14453425,0.03989677
-4.74537269,0.57694665,0.04291995,0.00000000,0.01736837,0.30279720,0.15130227,0.04106549
-4.73936968,0.59852683,0.04772899,0.00000000,0.01864407,0.30936801,0.15750532,0.04199350
-4.73336668,0.61760444,0.05281011,0.00000000,0.01991086,0.31396135,0.16307140,0.04266496
-4.72736368,0.63400067,0.05814382,0.00000000,0.02115470,0.31649658,0.16794388,0.04306981
-4.72136068,0.64760296,0.06370689,0.00000000,0.02236266,0.31693992,0.17208355,0.04320411
-4.71535768,0.65836819,0.06947274,0.00000000,0.02352344,0.31530562,0.17547016,0.04307013
-4.70935468,0.66632347,0.07541187,0.00000000,0.02462787,0.31165551,0.17810330,0.04267616
-4.70335168,0.67156466,0.08149236,0.00000000,0.02566937,0.30609701,0.18000268,0.04203626
-4.69734867,0.67425243,0.08768039,0.00000000,0.02664442,0.29877956,0.18120765,0.04116968
-4.69134567,0.67460624,0.09394090,0.00000000,0.02755287,0.28988971,0.18177600,0.04010017
-4.68534267,0.67289630,0.10023806,0.00000000,0.02839825,0.27964503,0.18178213,0.03885517
-4.67933967,0.66943391,0.10653584,0.00000000,0.02918783,0.26828713,0.18131447,0.03746487
-4.67333667,0.66456057,0.11279846,0.00000000,0.02993266,0.25607409,0.18047241,0.03596120
-4.66733367,0.65863620,0.11899075,0.00000000,0.03064738,0.24327261,0.17936277,0.03437686
-4.66133067,0.65202704,0.12507844,0.00000000,0.03134986,0.23015012,0.17809585,0.03274433
-4.65532766,0.64509349,0.13102828,0.00000000,0.03206069,0.21696727,0.17678138,0.03109496
-4.64932466,0.63817852,0.13680810,0.00000000,0.03280256,0.20397099,0.17552439,0.02945815
-4.64332166,0.63159685,0.14238673,0.00000000,0.03359938,0.19138829,0.17442116,0.02786064
-4.63731866,0.62562530,0.14773383,0.00000000,0.03447541,0.17942109,0.17355551,0.02632596
-4.63131566,0.62049468,0.15281963,0.00000000,0.03545423,0.16824217,0.17299548,0.02487402
-4.62531266,0.61638326,0.15761468,0.00000000,0.03655767,0.15799222,0.17279057,0.02352085
-4.61930965,0.61341214,0.16208952,0.00000000,0.03780471,0.14877813,0.17296970,0.02227845
-4.61330665,0.61164255,0.16621447,0.00000000,0.03921047,0.14067242,0.17353993,0.02115487
-4.60730365,0.61107510,0.16995940,0.00000000,0.04078525,0.13371373,0.17448601,0.02015426
-4.60130065,0.61165102,0.17329371,0.00000000,0.04253366,0.12790840,0.17577085,0.01927718
-4.59529765,0.61325528,0.17618640,0.00000000,0.04445395,0.12323278,0.17733680,0.01852093
-4.58929465,0.61572148,0.17860631,0.00000000,0.04653757,0.11963637,0.17910788,0.01787986
-4.58329165,0.61883838,0.18052261,0.00000000,0.04876895,0.11704551,0.18099260,0.01734590
-4.57728864,0.62235782,0.18190544,0.00000000,0.05112549,0.11536748,0.18288759,0.01690895
-4.57128564,0.62600388,0.18272676,0.00000000,0.05357790,0.11449490,0.18468165,0.01655740
-4.56528264,0.62948288,0.18296141,0.00000000,0.05609080,0.11431026,0.18626016,0.01627857
-4.55927964,0.63249410,0.18258820,0.00000000,0.05862356,0.11469043,0.18750966,0.01605918
-4.55327664,0.63474069,0.18159126,0.00000000,0.06113147,0.11551105,0.18832241,0.01588578
-4.54727364,0.63594065,0.17996123,0.00000000,0.06356701,0.11665076,0.18860075,0.01574516
-4.54127064,0.63583740,0.17769659,0.00000000,0.06588145,0.11799492,0.18826105,0.01562475
-4.53526763,0.63420958,0.17480481,0.00000000,0.06802646,0.11943909,0.18723714,0.01551288
-4.52926463,0.63087991,0.17130330,0.00000000,0.06995587,0.12089190,0.18548301,0.01539913
-4.52326163,0.62572263,0.16722023,0.00000000,0.07162743,0.12227739,0.18297480,0.01527457
-4.51725863,0.61866939,0.16259500,0.00000000,0.07300445,0.12353670,0.17971185,0.01513191
-4.51125563,0.60971334,0.15747841,0.00000000,0.07405740,0.12462921,0.17571698,0.01496568
-4.50525263,0.59891121,0.15193245,0.00000000,0.07476528,0.12553290,0.17103581,0.01477230
-4.49924962,0.58638337,0.14602976,0.00000000,0.07511673,0.12624421,0.16573532,0.01455011
-4.49324662,0.57231187,0.13985270,0.00000000,0.07511087,0.12677708,0.15990168,0.01429940
-4.48724362,0.55693636,0.13349204,0.00000000,0.07475777,0.12716161,0.15363746,0.01402225
-4.48124062,0.54054823,0.12704541,0.00000000,0.07407856,0.12744200,0.14705833,0.01372249
-4.47523762,0.52348301,0.12061540,0.00000000,0.07310517,0.12767416,0.14028943,0.01340549
-4.46923462,0.50611123,0.11430745,0.00000000,0.07187964,0.12792288,0.13346158,0.01307795
-4.46323162,0.48882825,0.10822760,0.00000000,0.07045314,0.12825878,0.12670737,0.01274764
-4.45722861,0.47204309,0.10248009,0.00000000,0.06888452,0.12875509,0.12015738,0.01242315
-4.45122561,0.45616682,0.09716497,0.00000000,0.06723869,0.12948436,0.11393660,0.01211356
-4.44522261,0.44160074,0.09237572,0.00000000,0.06558469,0.13051532,0.10816111,0.01182814
-4.43921961,0.42872474,0.08819688,0.00000000,0.06399351,0.13190984,0.10293524,0.01157602
-4.43321661,0.41788618,0.08470193,0.00000000,0.06253597,0.13372026,0.09834903,0.01136586
-4.42721361,0.40938951,0.08195127,0.00000000,0.06128032,0.13598702,0.09447630,0.01120558
-4.42121061,0.40348706,0.07999047,0.00000000,0.06029012,0.13873683,0.09137317,0.01110207
-4.41520760,0.40037112,0.07884886,0.00000000,0.05962200,0.14198126,0.08907701,0.01106091
-4.40920460,0.40016757,0.07853829,0.00000000,0.05932380,0.14571594,0.08760600,0.01108623
-4.40320160,0.40293130,0.07905247,0.00000000,0.05943282,0.14992026,0.08695908,0.01118045
-4.39719860,0.40864339,0.08036650,0.00000000,0.05997445,0.15455764,0.08711633,0.01134425
-4.39119560,0.41721032,0.08243700,0.00000000,0.06096115,0.15957638,0.08803983,0.01157643
-4.38519260,0.42846520,0.08520258,0.00000000,0.06239182,0.16491084,0.08967484,0.01187395
-4.37918959,0.44217097,0.08858482,0.00000000,0.06425164,0.17048324,0.09195134,0.01223195
-4.37318659,0.45802555,0.09248973,0.00000000,0.06651228,0.17620566,0.09478589,0.01264383
-4.36718359,0.47566894,0.09680968,0.00000000,0.06913262,0.18198242,0.09808375,0.01310142
-4.36118059,0.49469193,0.10142576,0.00000000,0.07205989,0.18771261,0.10174124,0.01359516
-4.35517759,0.51464639,0.10621051,0.00000000,0.07523109,0.19329282,0.10564828,0.01411436
-4.34917459,0.53505671,0.11103104,0.00000000,0.07857496,0.19861980,0.10969105,0.01464744
-4.34317159,0.55543226,0.11575240,0.00000000,0.08201398,0.20359320,0.11375473,0.01518226
-4.33716858,0.57528025,0.12024106,0.00000000,0.08546679,0.20811809,0.11772626,0.01570642
-4.33116558,0.59411879,0.12436850,0.00000000,0.08885056,0.21210738,0.12149702,0.01620764
-4.32516258,0.61148971,0.12801470,0.00000000,0.09208352,0.21548395,0.12496537,0.01667401
-4.31915958,0.62697050,0.13107140,0.00000000,0.09508730,0.21818246,0.12803900,0.01709440
-4.31315658,0.64018522,0.13344510,0.00000000,0.09778923,0.22015085,0.13063696,0.01745866
-4.30715358,0.65081385,0.13505957,0.00000000,0.10012433,0.22135142,0.13269137,0.01775798
