energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.87393697,2.62367410,0.75820287,0.92778000,0.00213759,0.33835322,0.00540150,1.18253640,0.52238500,0.32490223
-5.86793397,2.61456776,0.77460645,0.91161474,0.00221434,0.34202447,0.00495269,1.17325437,0.53238533,0.32801211
-5.86193097,2.60897568,0.79099806,0.89734179,0.00232400,0.34599331,0.00455694,1.16516942,0.54210328,0.33164378
-5.85592796,2.60636446,0.80707398,0.88486074,0.00246712,0.35004599,0.00421070,1.15824899,0.55141437,0.33571830
-5.84992496,2.60623197,0.82255897,0.87407437,0.00264417,0.35398733,0.00391024,1.15246239,0.56021375,0.34015234
-5.84392196,2.60811547,0.83721061,0.86489011,0.00285549,0.35764485,0.00365191,1.14777980,0.56841797,0.34485918
-5.83791896,2.61159596,0.85082216,0.85722027,0.00310124,0.36087188,0.00343232,1.14417034,0.57596557,0.34974954
-5.83191596,2.61629882,0.86322390,0.85098127,0.00338131,0.36354948,0.00324847,1.14159920,0.58281680,0.35473223
-5.82591296,2.62189144,0.87428307,0.84609206,0.00369524,0.36558720,0.00309784,1.14002438,0.58895229,0.35971472
-5.81990995,2.62807843,0.88390260,0.84247204,0.00404211,0.36692277,0.00297847,1.13939324,0.59437105,0.36460377
-5.81390695,2.63459542,0.89201882,0.84003883,0.00442046,0.36752081,0.00288898,1.13963937,0.59908781,0.36930606
-5.80790395,2.64120234,0.89859844,0.83870610,0.00482822,0.36737073,0.00282851,1.14068014,0.60313007,0.37372908
-5.80190095,2.64767702,0.90363515,0.83838189,0.00526259,0.36648397,0.00279673,1.14241533,0.60653494,0.37778227
-5.79589795,2.65381017,0.90714602,0.83896758,0.00572001,0.36489083,0.00279371,1.14472700,0.60934618,0.38137839
-5.78989495,2.65940230,0.90916810,0.84035779,0.00619613,0.36263711,0.00281986,1.14748101,0.61161161,0.38443534
-5.78389195,2.66426307,0.90975546,0.84244120,0.00668579,0.35978066,0.00287577,1.15053012,0.61338093,0.38687824
-5.77788894,2.66821351,0.90897667,0.84510249,0.00718306,0.35638817,0.00296215,1.15371873,0.61470435,0.38864180
-5.77188594,2.67109090,0.90691311,0.84822516,0.00768132,0.35253218,0.00307963,1.15688899,0.61563185,0.38967298
-5.76588294,2.67275606,0.90365793,0.85169519,0.00817336,0.34828860,0.00322871,1.15988813,0.61621324,0.38993364
-5.75987994,2.67310262,0.89931559,0.85540523,0.00865152,0.34373461,0.00340961,1.16257636,0.61649882,0.38940327
-5.75387694,2.67206731,0.89400202,0.85925911,0.00910788,0.33894713,0.00362220,1.16483516,0.61654058,0.38808139
-5.74787394,2.66964039,0.88784503,0.86317621,0.00953447,0.33400165,0.00386589,1.16657503,0.61639376,0.38598969
-5.74187094,2.66587527,0.88098476,0.86709549,0.00992350,0.32897160,0.00413963,1.16774239,0.61611844,0.38317357
-5.73586793,2.66089612,0.87357399,0.87097866,0.01026759,0.32392790,0.00444182,1.16832488,0.61578094,0.37970297
-5.72986493,2.65490258,0.86577783,0.87481240,0.01056003,0.31893882,0.00477039,1.16835468,0.61545485,0.37567236
-5.72386193,2.64817068,0.85777282,0.87860913,0.01079498,0.31406984,0.00512271,1.16790931,0.61522137,0.37119983
-5.71785893,2.64104942,0.84974498,0.88240642,0.01096771,0.30938360,0.00549574,1.16710971,0.61516872,0.36642512
-5.71185593,2.63395255,0.84188678,0.88626476,0.01107473,0.30493964,0.00588604,1.16611548,0.61539063,0.36150670
-5.70585293,2.62734577,0.83439314,0.89026390,0.01111398,0.30079400,0.00628983,1.16511738,0.61598380,0.35661785
-5.69984992,2.62172935,0.82745620,0.89449770,0.01108486,0.29699861,0.00670312,1.16432729,0.61704430,0.35194192
-5.69384692,2.61761715,0.82125936,0.89906796,0.01098827,0.29360045,0.00712179,1.16396610,0.61866313,0.34766689
-5.68784392,2.61551276,0.81597062,0.90407730,0.01082661,0.29064042,0.00754169,1.16425022,0.62092117,0.34397943
-5.68184092,2.61588401,0.81173568,0.90962165,0.01060366,0.28815219,0.00795870,1.16537729,0.62388369,0.34105865
-5.67583792,2.61913735,0.80867115,0.91578269,0.01032447,0.28616084,0.00836885,1.16751207,0.62759497,0.33906988
-5.66983492,2.62559336,0.80685828,0.92262075,0.00999518,0.28468163,0.00876839,1.17077322,0.63207317,0.33815870
-5.66383192,2.63546498,0.80633779,0.93016843,0.00962279,0.28371888,0.00915381,1.17522198,0.63730607,0.33844544
-5.65782891,2.64883981,0.80710602,0.93842555,0.00921494,0.28326511,0.00952190,1.18085330,0.64324791,0.34002044
-5.65182591,2.66566756,0.80911283,0.94735561,0.00877967,0.28330053,0.00986977,1.18759030,0.64981772,0.34294031
-5.64582291,2.68575365,0.81226160,0.95688396,0.00832511,0.28379299,0.01019483,1.19528231,0.65689936,0.34722525
-5.63981991,2.70875945,0.81641125,0.96689796,0.00785931,0.28469846,0.01049480,1.20370685,0.66434333,0.35285766
-5.63381691,2.73420924,0.82138051,0.97724902,0.00738994,0.28596199,0.01076768,1.21257555,0.67197058,0.35978207
-5.62781391,2.76150391,0.82695413,0.98775648,0.00692413,0.28751928,0.01101169,1.22154382,0.67957803,0.36790631
-5.62181091,2.78994052,0.83289089,0.99821312,0.00646832,0.28929861,0.01122529,1.23022376,0.68694561,0.37710396
-5.61580790,2.81873686,0.83893289,1.00839208,0.00602806,0.29122327,0.01140710,1.23819971,0.69384466,0.38721794
-5.60980490,2.84705974,0.84481578,1.01805462,0.00560802,0.29321420,0.01155589,1.24504562,0.70004702,0.39806506
-5.60380190,2.87405552,0.85027926,1.02695861,0.00521185,0.29519275,0.01167055,1.25034326,0.70533449,0.40944131
-5.59779890,2.89888122,0.85507724,1.03486695,0.00484223,0.29708351,0.01175011,1.25370035,0.70950810,0.42112769
-5.59179590,2.92073461,0.85898721,1.04155579,0.00450090,0.29881685,0.01179373,1.25476753,0.71239662,0.43289638
-5.58579290,2.93888174,0.86181819,1.04682194,0.00418868,0.30033118,0.01180071,1.25325336,0.71386382,0.44451683
-5.57978989,2.95268050,0.86341677,1.05048910,0.00390558,0.30157474,0.01177054,1.24893646,0.71381416,0.45576178
-5.57378689,2.96159914,0.86367112,1.05241284,0.00365089,0.30250687,0.01170293,1.24167418,0.71219641,0.46641282
-5.56778389,2.96522892,0.86251253,1.05248386,0.00342331,0.30309855,0.01159784,1.23140751,0.70900510,0.47626527
-5.56178089,2.96329063,0.85991463,1.05062963,0.00322104,0.30333235,0.01145558,1.21816186,0.70427973,0.48513246
-5.55577789,2.95563474,0.85589037,1.04681440,0.00304192,0.30320172,0.01127679,1.20204396,0.69810177,0.49284908
-5.54977489,2.94223575,0.85048704,1.04103756,0.00288356,0.30270975,0.01106251,1.18323504,0.69058963,0.49927365
-5.54377189,2.92318136,0.84377970,1.03333077,0.00274341,0.30186730,0.01081420,1.16198087,0.68189195,0.50429012
-5.53776888,2.89865738,0.83586353,1.02375395,0.00261887,0.30069097,0.01053376,1.13857923,0.67217967,0.50780859
-5.53176588,2.86892968,0.82684567,1.01239046,0.00250739,0.29920074,0.01022350,1.11336575,0.66163723,0.50976522
-5.52576288,2.83432432,0.81683715,0.99934194,0.00240652,0.29741764,0.00988613,1.08669873,0.65045353,0.51012152
-5.51975988,2.79520738,0.80594532,0.98472292,0.00231399,0.29536148,0.00952475,1.05894397,0.63881320,0.50886302
-5.51375688,2.75196547,0.79426745,0.96865575,0.00222771,0.29304897,0.00914274,1.03046036,0.62688849,0.50599751
-5.50775388,2.70498822,0.78188573,0.95126596,0.00214585,0.29049214,0.00874370,1.00158686,0.61483243,0.50155305
-5.50175088,2.65465358,0.76886407,0.93267828,0.00206681,0.28769734,0.00833144,0.97263160,0.60277343,0.49557573
-5.49574787,2.60131646,0.75524668,0.91301348,0.00198929,0.28466479,0.00790979,0.94386327,0.59081163,0.48812742
-5.48974487,2.54530118,0.74105860,0.89238618,0.00191221,0.28138867,0.00748260,0.91550537,0.57901709,0.47928358
-5.48374187,2.48689765,0.72630794,0.87090346,0.00183478,0.27785786,0.00705361,0.88773304,0.56742980,0.46913112
-5.47773887,2.42636123,0.71098951,0.84866437,0.00175642,0.27405708,0.00662638,0.86067266,0.55606150,0.45776652
-5.47173587,2.36391565,0.69508971,0.82576015,0.00167680,0.26996856,0.00620424,0.83440377,0.54489888,0.44529401
-5.46573287,2.29975852,0.67859196,0.80227506,0.00159578,0.26557389,0.00579023,0.80896312,0.53390819,0.43182404
-5.45972986,2.23406861,0.66148252,0.77828761,0.00151338,0.26085606,0.00538703,0.78435026,0.52304054,0.41747186
-5.45372686,2.16701411,0.64375605,0.75387204,0.00142981,0.25580154,0.00499698,0.76053427,0.51223787,0.40235632
-5.44772386,2.09876116,0.62542056,0.72909988,0.00134538,0.25040218,0.00462205,0.73746118,0.50143895,0.38659866
-5.44172086,2.02948180,0.60650144,0.70404148,0.00126049,0.24465686,0.00426383,0.71506148,0.49058515,0.37032151
-5.43571786,1.95936089,0.58704422,0.67876734,0.00117564,0.23857282,0.00392357,0.69325738,0.47962570,0.35364785
-5.42971486,1.88860137,0.56711598,0.65334919,0.00109136,0.23216644,0.00360221,0.67196945,0.46852205,0.33669997
-5.42371186,1.81742763,0.54680526,0.62786075,0.00100820,0.22546359,0.00330039,0.65112238,0.45725125,0.31959851
-5.41770885,1.74608689,0.52622057,0.60237821,0.00092673,0.21849950,0.00301856,0.63064962,0.44580822,0.30246139
-5.41170585,1.67484858,0.50548756,0.57698036,0.00084750,0.21131801,0.00275693,0.61049688,0.43420674,0.28540279
-5.40570285,1.60400184,0.48474519,0.55174851,0.00077102,0.20397050,0.00251561,0.59062446,0.42247946,0.26853213
-5.39969985,1.53385153,0.46414100,0.52676616,0.00069776,0.19651433,0.00229461,0.57100844,0.41067669,0.25195301
-5.39369685,1.46471307,0.44382596,0.50211855,0.00062815,0.18901112,0.00209390,0.55164087,0.39886443,0.23576230
-5.38769385,1.39690654,0.42394911,0.47789214,0.00056254,0.18152470,0.00191345,0.53252919,0.38712167,0.22004922
-5.38169085,1.33075046,0.40465240,0.45417405,0.00050123,0.17411914,0.00175325,0.51369488,0.37553723,0.20489460
-5.37568784,1.26655572,0.38606593,0.43105157,0.00044446,0.16685677,0.00161337,0.49517179,0.36420636,0.19037026
-5.36968484,1.20461989,0.36830402,0.40861167,0.00039240,0.15979632,0.00149394,0.47700404,0.35322726,0.17653850
-5.36368184,1.14522241,0.35146199,0.38694063,0.00034519,0.15299134,0.00139516,0.45924395,0.34269790,0.16345189
-5.35767884,1.08862059,0.33561418,0.36612376,0.00030289,0.14648893,0.00131733,0.44194982,0.33271297,0.15115309
-5.35167584,1.03504673,0.32081285,0.34624515,0.00026557,0.14032877,0.00126082,0.42518396,0.32336144,0.13967497
-5.34567284,0.98470633,0.30708826,0.32738750,0.00023324,0.13454258,0.00122605,0.40901075,0.31472456,0.12904086
-5.33966983,0.93777717,0.29444971,0.30963189,0.00020595,0.12915392,0.00121344,0.39349501,0.30687435,0.11926491
-5.33366683,0.89440933,0.28288729,0.29305766,0.00018372,0.12417828,0.00122344,0.37870047,0.29987264,0.11035260
-5.32766383,0.85472580,0.27237450,0.27774209,0.00016662,0.11962356,0.00125642,0.36468843,0.29377055,0.10230140
-5.32166083,0.81882346,0.26287106,0.26376005,0.00015476,0.11549067,0.00131265,0.35151657,0.28860832,0.09510136
-5.31565783,0.78677434,0.25432618,0.25118361,0.00014828,0.11177438,0.00139226,0.33923779,0.28441540,0.08873583
-5.30965483,0.75862681,0.24668167,0.24008140,0.00014743,0.10846423,0.00149514,0.32789908,0.28121065,0.08318216
-5.30365183,0.73440646,0.23987498,0.23051797,0.00015251,0.10554541,0.00162097,0.31754049,0.27900265,0.07841232
-5.29764882,0.71411684,0.23384184,0.22255292,0.00016392,0.10299968,0.00176909,0.30819396,0.27778996,0.07439358
-5.29164582,0.69773962,0.22851847,0.21624004,0.00018215,0.10080619,0.00193850,0.29988219,0.27756120,0.07108903
-5.28564282,0.68523441,0.22384321,0.21162630,0.00020780,0.09894206,0.00212781,0.29261760,0.27829518,0.06845813
-5.27963982,0.67653824,0.21975765,0.20875074,0.00024154,0.09738299,0.00233523,0.28640123,0.27996076,0.06645716
-5.27363682,0.67156466,0.21620710,0.20764346,0.00028415,0.09610359,0.00255852,0.28122185,0.28251672,0.06503967
-5.26763382,0.67020284,0.21314073,0.20832440,0.00033646,0.09507764,0.00279505,0.27705522,0.28591158,0.06415686
-5.26163082,0.67231660,0.21051111,0.21080232,0.00039937,0.09427819,0.00304179,0.27386366,0.29008345,0.06375801
-5.25562781,0.67774365,0.20827358,0.21507367,0.00047380,0.09367767,0.00329535,0.27159590,0.29496011,0.06379086
-5.24962481,0.68629521,0.20638545,0.22112149,0.00056065,0.09324788,0.00355204,0.27018739,0.30045919,0.06420203
-5.24362181,0.69775607,0.20480508,0.22891448,0.00066079,0.09296000,0.00380791,0.26956096,0.30648873,0.06493753
-5.23761881,0.71188522,0.20349104,0.23840596,0.00077500,0.09278469,0.00405891,0.26962807,0.31294807,0.06594318
-5.23161581,0.72841712,0.20240151,0.24953300,0.00090393,0.09269216,0.00430091,0.27029031,0.31972903,0.06716523
-5.22561281,0.74706365,0.20149379,0.26221565,0.00104804,0.09265242,0.00452986,0.27144152,0.32671758,0.06855087
-5.21960980,0.76751660,0.20072420,0.27635628,0.00120755,0.09263557,0.00474184,0.27297004,0.33379576,0.07004888
-5.21360680,0.78945089,0.20004820,0.29183910,0.00138242,0.09261218,0.00493324,0.27476140,0.34084387,0.07161017
-5.20760380,0.81252813,0.19942081,0.30852994,0.00157225,0.09255372,0.00510082,0.27670107,0.34774288,0.07318844
-5.20160080,0.83640080,0.19879736,0.32627638,0.00177629,0.09243315,0.00524181,0.27867729,0.35437693,0.07474072
-5.19559780,0.86071665,0.19813434,0.34490825,0.00199342,0.09222540,0.00535397,0.28058385,0.36063586,0.07622787
-5.18959480,0.88512351,0.19739047,0.36423869,0.00222207,0.09190794,0.00543570,0.28232274,0.36641753,0.07761509
-5.18359180,0.90927428,0.19652788,0.38406572,0.00246027,0.09146131,0.00548603,0.28380658,0.37163008,0.07887230
-5.17758879,0.93283220,0.19551327,0.40417455,0.00270567,0.09086957,0.00550468,0.28496067,0.37619384,0.07997445
-5.17158579,0.95547620,0.19431909,0.42434054,0.00295551,0.09012067,0.00549202,0.28572485,0.38004292,0.08090174
-5.16558279,0.97690648,0.19292463,0.44433288,0.00320674,0.08920683,0.00544907,0.28605482,0.38312645,0.08163983
-5.15957979,0.99685018,0.19131704,0.46391893,0.00345604,0.08812466,0.00537744,0.28592324,0.38540942,0.08217988
-5.15357679,1.01506703,0.18949220,0.48286920,0.00369989,0.08687535,0.00527925,0.28532040,0.38687314,0.08251863
-5.14757379,1.03135500,0.18745551,0.50096269,0.00393469,0.08546469,0.00515710,0.28425456,0.38751530,0.08265835
-5.14157079,1.04555564,0.18522244,0.51799256,0.00415687,0.08390301,0.00501392,0.28275203,0.38734969,0.08260679
-5.13556778,1.05755917,0.18281907,0.53377180,0.00436293,0.08220508,0.00485291,0.28085694,0.38640551,0.08237712
-5.12956478,1.06730878,0.18028237,0.54813859,0.00454963,0.08038996,0.00467742,0.27863079,0.38472646,0.08198774
-5.12356178,1.07480416,0.17766036,0.56096125,0.00471403,0.07848082,0.00449084,0.27615175,0.38236939,0.08146219
-5.11755878,1.08010383,0.17501210,0.57214220,0.00485360,0.07650463,0.00429656,0.27351378,0.37940278,0.08082892
-5.11155578,1.08332609,0.17240751,0.58162100,0.00496632,0.07449196,0.00409781,0.27082544,0.37590484,0.08012107
-5.10555278,1.08464824,0.16992693,0.58937601,0.00505069,0.07247664,0.00389762,0.26820860,0.37196144,0.07937616
-5.09954977,1.08430402,0.16766048,0.59542460,0.00510585,0.07049540,0.00369877,0.26579673,0.36766374,0.07863567
-5.09354677,1.08257913,0.16570711,0.59982190,0.00513150,0.06858747,0.00350371,0.26373303,0.36310567,0.07794465
-5.08754377,1.07980478,0.16417338,0.60265800,0.00512799,0.06679416,0.00331454,0.26216824,0.35838129,0.07735107
-5.08154077,1.07634938,0.16317192,0.60405374,0.00509620,0.06515825,0.00313298,0.26125810,0.35358201,0.07690514
-5.07553777,1.07260871,0.16281956,0.60415541,0.00503758,0.06372345,0.00296037,0.26116054,0.34879391,0.07665852
-5.06953477,1.06899467,0.16323515,0.60312841,0.00495402,0.06253368,0.00279766,0.26203267,0.34409507,0.07666336
-5.06353177,1.06592329,0.16453707,0.60115038,0.00484777,0.06163229,0.00264542,0.26402739,0.33955330,0.07697124
-5.05752876,1.06380224,0.16684057,0.59840411,0.00472139,0.06106127,0.00250390,0.26728999,0.33522398,0.07763207
-5.05152576,1.06301854,0.17025482,0.59507058,0.00457761,0.06086030,0.00237301,0.27195454,0.33114856,0.07869284
-5.04552276,1.06392688,0.17487997,0.59132256,0.00441927,0.06106589,0.00225240,0.27814040,0.32735350,0.08019642
-5.03951976,1.06683908,0.18080415,0.58731898,0.00424920,0.06171043,0.00214146,0.28594874,0.32384985,0.08218026
-5.03351676,1.07201524,0.18810060,0.58320043,0.00407014,0.06282130,0.00203941,0.29545940,0.32063350,0.08467523
-5.02751376,1.07965667,0.19682503,0.57908596,0.00388467,0.06442008,0.00194533,0.30672805,0.31768616,0.08770448
-5.02151076,1.08990110,0.20701334,0.57507110,0.00369518,0.06652180,0.00185819,0.31978381,0.31497688,0.09128246
-5.01550775,1.10282015,0.21867973,0.57122735,0.00350380,0.06913439,0.00177691,0.33462747,0.31246430,0.09541407
-5.00950475,1.11841907,0.23181540,0.56760282,0.00331237,0.07225827,0.00170042,0.35123031,0.31009920,0.10009409
-5.00350175,1.13663867,0.24638779,0.56422403,0.00312247,0.07588611,0.00162766,0.36953368,0.30782753,0.10530672
-4.99749875,1.15735921,0.26234056,0.56109849,0.00293537,0.08000286,0.00155766,0.38944922,0.30559352,0.11102552
-4.99149575,1.18040592,0.27959416,0.55821793,0.00275211,0.08458590,0.00148954,0.41085992,0.30334281,0.11721354
-4.98549275,1.20555578,0.29804704,0.55556184,0.00257349,0.08960546,0.00142254,0.43362180,0.30102544,0.12382370
-4.97948974,1.23254528,0.31757749,0.55310114,0.00240009,0.09502522,0.00135605,0.45756634,0.29859841,0.13079956
-4.97348674,1.26107862,0.33804596,0.55080157,0.00223233,0.10080303,0.00128961,0.48250337,0.29602783,0.13807621
-4.96748374,1.29083603,0.35929779,0.54862688,0.00207052,0.10689177,0.00122289,0.50822451,0.29329042,0.14558145
-4.96148074,1.32148189,0.38116620,0.54654140,0.00191485,0.11324031,0.00115575,0.53450695,0.29037437,0.15323722
-4.95547774,1.35267230,0.40347544,0.54451214,0.00176546,0.11979448,0.00108817,0.56111734,0.28727946,0.16096104
-4.94947474,1.38406190,0.42604386,0.54251019,0.00162243,0.12649802,0.00102026,0.58781586,0.28401648,0.16866770
-4.94347174,1.41530978,0.44868689,0.54051156,0.00148584,0.13329352,0.00095225,0.61436015,0.28060603,0.17627089
-4.93746873,1.44608425,0.47121974,0.53849751,0.00135575,0.14012319,0.00088445,0.64050900,0.27707672,0.18368486
-4.93146573,1.47606663,0.49345973,0.53645428,0.00123222,0.14692959,0.00081725,0.66602580,0.27346298,0.19082606
-4.92546273,1.50495389,0.51522813,0.53437261,0.00111531,0.15365615,0.00075108,0.69068150,0.26980248,0.19761460
-4.91945973,1.53246027,0.53635172,0.53224676,0.00100508,0.16024763,0.00068637,0.71425716,0.26613351,0.20397558
-4.91345673,1.55831806,0.55666373,0.53007347,0.00090156,0.16665033,0.00062358,0.73654599,0.26249232,0.20984029
-4.90745373,1.58227755,0.57600457,0.52785067,0.00080481,0.17281235,0.00056314,0.75735490,0.25891057,0.21514715
-4.90145073,1.60410642,0.59422219,0.52557616,0.00071481,0.17868359,0.00050542,0.77650566,0.25541321,0.21984241
-4.89544772,1.62358874,0.61117232,0.52324620,0.00063154,0.18421585,0.00045077,0.79383563,0.25201667,0.22388070
-4.88944472,1.64052384,0.62671866,0.52085416,0.00055493,0.18936291,0.00039945,0.80919831,0.24872759,0.22722531
-4.88344172,1.65472512,0.64073321,0.51838910,0.00048488,0.19408060,0.00035167,0.82246363,0.24554218,0.22984832
-4.87743872,1.66601917,0.65309679,0.51583454,0.00042122,0.19832705,0.00030756,0.83351824,0.24244610,0.23173050
-4.87143572,1.67424523,0.66369989,0.51316719,0.00036375,0.20206298,0.00026719,0.84226586,0.23941498,0.23286116
-4.86543272,1.67925526,0.67244392,0.51035599,0.00031221,0.20525219,0.00023056,0.84862773,0.23641551,0.23323783
-4.85942971,1.68091467,0.67924286,0.50736126,0.00026631,0.20786220,0.00019759,0.85254321,0.23340698,0.23286592
-4.85342671,1.67910372,0.68402521,0.50413423,0.00022573,0.20986493,0.00016819,0.85397064,0.23034325,0.23175826
-4.84742371,1.67371968,0.68673629,0.50061687,0.00019011,0.21123761,0.00014217,0.85288833,0.22717503,0.22993469
-4.84142071,1.66467963,0.68734065,0.49674228,0.00015907,0.21196359,0.00011935,0.84929572,0.22385227,0.22742158
-4.83541771,1.65192379,0.68582444,0.49243550,0.00013222,0.21203328,0.00009949,0.84321447,0.22032667,0.22425139
-4.82941471,1.63541920,0.68219757,0.48761496,0.00010917,0.21144490,0.00008237,0.83468957,0.21655402,0.22046218
-4.82341171,1.61516347,0.67649542,0.48219449,0.00008954,0.21020511,0.00006772,0.82379013,0.21249639,0.21609712
-4.81740870,1.59118840,0.66877993,0.47608590,0.00007294,0.20832948,0.00005529,0.81060982,0.20812398,0.21120396
-4.81140570,1.56356319,0.65913988,0.46920210,0.00005902,0.20584256,0.00004484,0.79526674,0.20341657,0.20583442
-4.80540270,1.53239688,0.64769023,0.46146055,0.00004742,0.20277773,0.00003613,0.77790273,0.19836448,0.20004360
-4.79939970,1.49783977,0.63457044,0.45278706,0.00003785,0.19917663,0.00002893,0.75868182,0.19296905,0.19388922
-4.79339670,1.46008377,0.61994175,0.44311963,0.00003001,0.19508830,0.00002305,0.73778802,0.18724259,0.18743080
-4.78739370,1.41936127,0.60398349,0.43241225,0.00002363,0.19056790,0.00001829,0.71542229,0.18120781,0.18072882
-4.78139070,1.37594268,0.58688855,0.42063829,0.00001850,0.18567522,0.00001450,0.69179878,0.17489686,0.17384374
-4.77538769,1.33013255,0.56885819,0.40779354,0.00001440,0.18047292,0.00001154,0.66714051,0.16834990,0.16683500
-4.76938469,1.28226439,0.55009638,0.39389842,0.00001115,0.17502465,0.00000928,0.64167459,0.16161340,0.15976000
-4.76338169,1.23269446,0.53080409,0.37899945,0.00000862,0.16939311,0.00000765,0.61562727,0.15473830,0.15267314
-4.75737869,1.18179465,0.51117361,0.36316984,0.00000666,0.16363818,0.00000656,0.58921885,0.14777800,0.14562483
-4.75137569,1.12994502,0.49138343,0.34650898,0.00000519,0.15781520,0.00000597,0.56265897,0.14078638,0.13866074
-4.74537269,1.07752613,0.47159378,0.32914111,0.00000411,0.15197353,0.00000587,0.53614226,0.13381600,0.13182105
-4.73936968,1.02491170,0.45194306,0.31121305,0.00000337,0.14615538,0.00000625,0.50984464,0.12691644,0.12514004
-4.73336668,0.97246195,0.43254553,0.29289114,0.00000290,0.14039507,0.00000716,0.48392053,0.12013292,0.11864577
-4.72736368,0.92051786,0.41349006,0.27435765,0.00000269,0.13471871,0.00000863,0.45850094,0.11350535,0.11236008
-4.72136068,0.86939674,0.39484025,0.25580674,0.00000272,0.12914432,0.00001077,0.43369263,0.10706761,0.10629876
-4.71535768,0.81938922,0.37663568,0.23744022,0.00000298,0.12368227,0.00001368,0.40957830,0.10084732,0.10047201
-4.70935468,0.77075776,0.35889431,0.21946336,0.00000348,0.11833623,0.00001753,0.38621771,0.09486591,0.09488511
-4.70335168,0.72373663,0.34161573,0.20208095,0.00000425,0.11310430,0.00002250,0.36364974,0.08913900,0.08953919
-4.69734867,0.67853334,0.32478511,0.18549362,0.00000532,0.10798042,0.00002881,0.34189509,0.08367709,0.08443222
-4.69134567,0.63533122,0.30837757,0.16989485,0.00000676,0.10295591,0.00003675,0.32095956,0.07848644,0.07956000
-4.68534267,0.59429291,0.29236267,0.15546848,0.00000863,0.09802100,0.00004663,0.30083760,0.07357008,0.07491725
-4.67933967,0.55556444,0.27670881,0.14238687,0.00001102,0.09316632,0.00005880,0.28151594,0.06892885,0.07049857
-4.67333667,0.51927955,0.26138719,0.13080970,0.00001403,0.08838427,0.00007369,0.26297714,0.06456245,0.06629939
-4.66733367,0.48556377,0.24637521,0.12088333,0.00001781,0.08367010,0.00009176,0.24520275,0.06047038,0.06231671
-4.66133067,0.45453810,0.23165915,0.11274060,0.00002251,0.07902278,0.00011351,0.22817603,0.05665277,0.05854973
-4.65532766,0.42632183,0.21723591,0.10650094,0.00002830,0.07444550,0.00013949,0.21188408,0.05311096,0.05500018
-4.64932466,0.40103431,0.20311390,0.10227068,0.00003541,0.06994587,0.00017031,0.19631924,0.04984790,0.05167253
-4.64332166,0.37879552,0.18931304,0.10014335,0.00004406,0.06553578,0.00020658,0.18147988,0.04686831,0.04857391
