energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.81990995,9.55057111,0.01103346,2.88180609,1.21565268,0.78289721,0.09496979,2.80305769,3.69078503,2.57431628
-5.81390695,9.57303393,0.01107461,2.90107259,1.20190772,0.78838022,0.09683509,2.79397088,3.70973283,2.58571154
-5.80790395,9.56305139,0.01107988,2.90647224,1.18646127,0.79209580,0.09848485,2.77971002,3.71173445,2.58525393
-5.80190095,9.52114216,0.01104804,2.89802962,1.16960590,0.79402740,0.09990266,2.76062357,3.69699904,2.57299659
-5.79589795,9.44838148,0.01097855,2.87603645,1.15163931,0.79418466,0.10107666,2.73711797,3.66605436,2.54921862
-5.78989495,9.34635436,0.01087157,2.84103605,1.13285582,0.79260185,0.10199933,2.70964394,3.61972234,2.51441199
-5.78389195,9.21709731,0.01072790,2.79380028,1.11353907,0.78933618,0.10266717,2.67868370,3.55908665,2.46926233
-5.77788894,9.06303128,0.01054894,2.73530032,1.09395652,0.78446601,0.10308042,2.64473955,3.48545363,2.41462439
-5.77188594,8.88688932,0.01033663,2.66667254,1.07435568,0.77808911,0.10324262,2.60832447,3.40030855,2.35149352
-5.76588294,8.69164181,0.01009338,2.58918121,1.05496242,0.77032100,0.10316027,2.56995500,3.30526899,2.28097435
-5.75987994,8.48042241,0.00982204,2.50417952,1.03598105,0.76129349,0.10284248,2.53014655,3.20203751,2.20424804
-5.75387694,8.25645736,0.00952577,2.41307065,1.01759626,0.75115340,0.10230063,2.48941093,3.09235526,2.12253950
-5.74787394,8.02300004,0.00920806,2.31727022,0.99997638,0.74006137,0.10154819,2.44825598,2.97795841,2.03708567
-5.74187094,7.78327253,0.00887257,2.21817172,0.98327758,0.72819077,0.10060049,2.40718663,2.86053861,1.94910603
-5.73586793,7.54041488,0.00852313,2.11711565,0.96764870,0.71572663,0.09947463,2.36670687,2.74170873,1.85977623
-5.72986493,7.29744244,0.00816363,2.01536348,0.95323596,0.70286428,0.09818945,2.32732184,2.62297442,1.77020538
-5.72386193,7.05721103,0.00779800,1.91407664,0.94018713,0.68980792,0.09676547,2.28953941,2.50571198,1.68141759
-5.71785893,6.82238901,0.00743011,1.81430100,0.92865473,0.67676861,0.09522496,2.25387032,2.39115243,1.59433772
-5.71185593,6.59543540,0.00706374,1.71695654,0.91879772,0.66396190,0.09359187,2.22082654,2.28037149,1.50978152
-5.70585293,6.37858282,0.00670250,1.62283197,0.91078155,0.65160486,0.09189182,2.19091717,2.17428493,1.42844971
-5.69984992,6.17382379,0.00634982,1.53258384,0.90477631,0.63991255,0.09015202,2.16464182,2.07364850,1.35092579
-5.69384692,5.98289961,0.00600886,1.44673935,0.90095297,0.62909393,0.08840104,2.14248124,1.97906161,1.27767706
-5.68784392,5.80729066,0.00568250,1.36570220,0.89947793,0.61934735,0.08666856,2.12488571,1.89097395,1.20905819
-5.68184092,5.64820771,0.00537328,1.28976074,0.90050607,0.61085568,0.08498497,2.11226136,1.80969403,1.14531698
-5.67583792,5.50658398,0.00508340,1.21909766,0.90417279,0.60378128,0.08338089,2.10495529,1.73539921,1.08660154
-5.66983492,5.38306813,0.00481469,1.15380051,0.91058543,0.59826101,0.08188653,2.10324018,1.66814622,1.03296864
-5.66383192,5.27801859,0.00456858,1.09387258,0.91981475,0.59440153,0.08053106,2.10729941,1.60788208,0.98439258
-5.65782891,5.19149997,0.00434612,1.03924364,0.93188694,0.59227509,0.07934181,2.11721348,1.55445485,0.94077448
-5.65182591,5.12328235,0.00414797,0.98978020,0.94677673,0.59191603,0.07834352,2.13294880,1.50762418,0.90195143
-5.64582291,5.07284447,0.00397443,0.94529513,0.96440215,0.59331825,0.07755756,2.15434950,1.46707156,0.86770566
-5.63981991,5.03938142,0.00382543,0.90555656,0.98462115,0.59643369,0.07700115,2.18113297,1.43241044,0.83777336
-5.63381691,5.02181774,0.00370061,0.87029592,1.00723053,0.60117208,0.07668670,2.21288952,1.40319619,0.81185322
-5.62781391,5.01882610,0.00359933,0.83921538,1.03196718,0.60740197,0.07662119,2.24908645,1.37893607,0.78961461
-5.62181091,5.02885197,0.00352069,0.81199463,1.05851169,0.61495303,0.07680575,2.28907632,1.35909946,0.77070544
-5.61580790,5.05014384,0.00346363,0.78829723,1.08649405,0.62361960,0.07723533,2.33210936,1.34312827,0.75475973
-5.60980490,5.08078874,0.00342693,0.76777658,1.11550136,0.63316551,0.07789858,2.37734944,1.33044765,0.74140484
-5.60380190,5.11875218,0.00340929,0.75008168,1.14508697,0.64332984,0.07877795,2.42389302,1.32047696,0.73026835
-5.59779890,5.16192167,0.00340935,0.73486274,1.17478084,0.65383366,0.07984988,2.47079042,1.31264094,0.72098471
-5.59179590,5.20815260,0.00342575,0.72177678,1.20410049,0.66438748,0.08108539,2.51706854,1.30638085,0.71320148
-5.58579290,5.25531553,0.00345718,0.71049309,1.23256220,0.67469917,0.08245064,2.56175435,1.30116545,0.70658520
-5.57978989,5.30134348,0.00350238,0.70069872,1.25969200,0.68448218,0.08390785,2.60389830,1.29650162,0.70082681
-5.57378689,5.34427822,0.00356019,0.69210388,1.28503619,0.69346383,0.08541633,2.64259717,1.29194427,0.69564665
-5.56778389,5.38231451,0.00362955,0.68444713,1.30817090,0.70139341,0.08693365,2.67701552,1.28710548,0.69079886
-5.56178089,5.41384131,0.00370955,0.67750039,1.32871083,0.70804992,0.08841689,2.70640550,1.28166242,0.68607524
-5.55577789,5.43747915,0.00379939,0.67107355,1.34631670,0.71324917,0.08982409,2.73012460,1.27536411,0.68130843
-5.54977489,5.45211293,0.00389841,0.66501862,1.36070168,0.71685003,0.09111555,2.74765095,1.26803658,0.67637439
-5.54377189,5.45691944,0.00400610,0.65923320,1.37163654,0.71875971,0.09225533,2.75859613,1.25958655,0.67119421
-5.53776888,5.45138911,0.00412207,0.65366321,1.37895379,0.71893782,0.09321248,2.76271518,1.25000328,0.66573499
-5.53176588,5.43534134,0.00424603,0.64830464,1.38255079,0.71739896,0.09396233,2.75991379,1.23935871,0.66000997
-5.52576288,5.40893286,0.00437783,0.64320420,1.38239174,0.71421394,0.09448750,2.75025246,1.22780569,0.65407772
-5.51975988,5.37265867,0.00451743,0.63845873,1.37850885,0.70950925,0.09477876,2.73394752,1.21557437,0.64804034
-5.51375688,5.32734511,0.00466484,0.63421332,1.37100238,0.70346488,0.09483560,2.71136884,1.20296663,0.64204070
-5.50775388,5.27413452,0.00482021,0.63065783,1.36003975,0.69631040,0.09466652,2.68303407,1.19034875,0.63625866
-5.50175088,5.21446136,0.00498371,0.62802208,1.34585341,0.68831937,0.09428898,2.64959935,1.17814221,0.63090620
-5.49574787,5.15001965,0.00515558,0.62656943,1.32873744,0.67980207,0.09372903,2.61184630,1.16681272,0.62622155
-5.48974487,5.08272189,0.00533613,0.62658898,1.30904284,0.67109682,0.09302054,2.57066531,1.15685784,0.62246239
-5.48374187,5.01464993,0.00552563,0.62838645,1.28717116,0.66256006,0.09220421,2.52703526,1.14879312,0.61989809
-5.47773887,4.94799857,0.00572440,0.63227399,1.26356665,0.65455541,0.09132611,2.48199981,1.14313723,0.61880135
-5.47173587,4.88501315,0.00593269,0.63855915,1.23870669,0.64744215,0.09043612,2.43664080,1.14039629,0.61943917
-5.46573287,4.82792276,0.00615069,0.64753339,1.21309077,0.64156340,0.08958602,2.39204920,1.14104801,0.62206364
-5.45972986,4.77887089,0.00637850,0.65946050,1.18722803,0.63723451,0.08882755,2.34929435,1.14552583,0.62690272
-5.45372686,4.73984603,0.00661605,0.67456543,1.16162375,0.63473204,0.08821031,2.30939264,1.15420392,0.63415128
-5.44772386,4.71261455,0.00686311,0.69302386,1.13676515,0.63428380,0.08777976,2.27327633,1.16738331,0.64396296
-5.44172086,4.69865864,0.00711919,0.71495323,1.11310692,0.63606031,0.08757527,2.24176402,1.18527997,0.65644292
-5.43571786,4.69912187,0.00738358,0.74040532,1.09105721,0.64016816,0.08762839,2.21553376,1.20801524,0.67164211
-5.42971486,4.71476490,0.00765526,0.76936110,1.07096449,0.64664551,0.08796137,2.19510001,1.23560915,0.68955308
-5.42371186,4.74593352,0.00793290,0.80172798,1.05310609,0.65545991,0.08858608,2.18079558,1.26797710,0.71010785
-5.41770885,4.79254070,0.00821485,0.83733969,1.03767883,0.66650871,0.08950322,2.17275950,1.30493011,0.73317780
-5.41170585,4.85406389,0.00849918,0.87595887,1.02479244,0.67962198,0.09070208,2.17093143,1.34617885,0.75857575
-5.40570285,4.92955800,0.00878367,0.91728245,1.01446604,0.69456791,0.09216068,2.17505315,1.39134139,0.78606026
-5.39969985,5.01768390,0.00906586,0.96094948,1.00662808,0.71106044,0.09384642,2.18467719,1.43995443,0.81534188
-5.39369685,5.11675138,0.00934312,1.00655113,1.00111969,0.72876888,0.09571708,2.19918233,1.49148768,0.84609128
-5.38769385,5.22477491,0.00961275,1.05364260,0.99770159,0.74732912,0.09772231,2.21779565,1.54536073,0.87794880
-5.38169085,5.33953993,0.00987201,1.10175615,0.99606404,0.76635591,0.09980540,2.23961989,1.60096177,0.91053505
-5.37568784,5.45867669,0.01011829,1.15041483,0.99583966,0.78545574,0.10190529,2.26366532,1.65766719,0.94346215
-5.36968484,5.57973839,0.01034914,1.19914626,0.99661834,0.80423979,0.10395875,2.28888461,1.71486131,0.97634496
-5.36368184,5.70028028,0.01056243,1.24749563,0.99796363,0.82233637,0.10590266,2.31420912,1.77195506,1.00881189
-5.35767884,5.81793615,0.01075641,1.29503763,0.99942988,0.83940235,0.10767622,2.33858518,1.82840300,1.04051480
-5.35167584,5.93048885,0.01092979,1.34138644,1.00057917,0.85513314,0.10922305,2.36100873,1.88371758,1.07113746
-5.34567284,6.03593221,0.01108179,1.38620359,1.00099741,0.86927087,0.11049303,2.38055689,1.93748018,1.10040227
-5.33966983,6.13252158,0.01121221,1.42920335,1.00030872,0.88161041,0.11144393,2.39641516,1.98934841,1.12807512
-5.33366683,6.21881169,0.01132139,1.47015537,0.99818757,0.89200319,0.11204256,2.40789935,2.03905938,1.15396795
-5.32766383,6.29368049,0.01141023,1.50888486,0.99436820,0.90035861,0.11226566,2.41447140,2.08642900,1.17793935
-5.32166083,6.35633908,0.01148010,1.54527024,0.98865095,0.90664329,0.11210023,2.41574888,2.13134756,1.19989306
-5.31565783,6.40632818,0.01153281,1.57923874,0.98090538,0.91087819,0.11154357,2.41150802,2.17377214,1.21977487
-5.30965483,6.44350237,0.01157052,1.61076041,0.97107028,0.91313396,0.11060279,2.40168060,2.21371635,1.23756794
-5.30365183,6.46800420,0.01159558,1.63984094,0.95915078,0.91352479,0.10929409,2.38634543,2.25123855,1.25328728
-5.29764882,6.48023025,0.01161046,1.66651409,0.94521289,0.91220125,0.10764166,2.36571508,2.28642913,1.26697361
-5.29164582,6.48079189,0.01161762,1.69083412,0.92937607,0.90934243,0.10567636,2.34011900,2.31939808,1.27868721
-5.28564282,6.47047329,0.01161937,1.71286890,0.91180424,0.90514794,0.10343428,2.30998416,2.35026360,1.28850206
-5.27963982,6.45018933,0.01161781,1.73269406,0.89269602,0.89983001,0.10095518,2.27581432,2.37914254,1.29650076
-5.27363682,6.42094557,0.01161472,1.75038862,0.87227471,0.89360617,0.09828101,2.23816911,2.40614325,1.30277048
-5.26763382,6.38380221,0.01161151,1.76603225,0.85077853,0.88669272,0.09545441,2.19764378,2.43136130,1.30740001
-5.26163082,6.33984325,0.01160914,1.77970413,0.82845171,0.87929920,0.09251746,2.15485061,2.45487796,1.31047817
-5.25562781,6.29015165,0.01160820,1.79148338,0.80553672,0.87162400,0.08951050,2.11040246,2.47676156,1.31209334
-5.24962481,6.23579058,0.01160883,1.80145082,0.78226788,0.86385110,0.08647130,2.06489889,2.49707111,1.31233402
-5.24362181,6.17779039,0.01161084,1.80969149,0.75886660,0.85614797,0.08343433,2.01891504,2.51586163,1.31129015
-5.23761881,6.11714035,0.01161371,1.81629762,0.73553807,0.84866442,0.08043040,1.97299321,2.53319047,1.30905479
-5.23161581,6.05478407,0.01161669,1.82137148,0.71246944,0.84153230,0.07748641,1.92763683,2.54912374,1.30572592
-5.22561281,5.99161721,0.01161890,1.82502757,0.68982924,0.83486594,0.07462539,1.88330664,2.56374190,1.30140789
-5.21960980,5.92848595,0.01161938,1.82739374,0.66776778,0.82876294,0.07186663,1.84041851,2.57714384,1.29621220
-5.21360680,5.86618521,0.01161720,1.82861076,0.64641829,0.82330535,0.06922603,1.79934253,2.58944872,1.29025740
-5.20760380,5.80545541,0.01161151,1.82883038,0.62589844,0.81856089,0.06671638,1.76040289,2.60079511,1.28366788
-5.20160080,5.74697733,0.01160161,1.82821145,0.60631202,0.81458433,0.06434788,1.72387836,2.61133728,1.27657157
-5.19559780,5.69136478,0.01158698,1.82691462,0.58775063,0.81141866,0.06212852,1.69000290,2.62123872,1.26909650
-5.18959480,5.63915551,0.01156730,1.82509552,0.57029505,0.80909639,0.06006447,1.65896655,2.63066315,1.26136653
-5.18359180,5.59080094,0.01154248,1.82289714,0.55401640,0.80764077,0.05816053,1.63091635,2.63976381,1.25349648
-5.17758879,5.54665591,0.01151262,1.82044183,0.53897684,0.80706705,0.05642039,1.60595766,2.64867166,1.24558694
-5.17158579,5.50696973,0.01147797,1.81782356,0.52523013,0.80738395,0.05484693,1.58415591,2.65748359,1.23771934
-5.16558279,5.47187987,0.01143894,1.81510109,0.51282183,0.80859541,0.05344245,1.56553902,2.66625167,1.22995163
-5.15957979,5.44140968,0.01139601,1.81229271,0.50178953,0.81070261,0.05220885,1.55010085,2.67497427,1.22231492
-5.15357679,5.41547131,0.01134974,1.80937306,0.49216298,0.81370646,0.05114782,1.53780576,2.68359027,1.21481157
-5.14757379,5.39387448,0.01130069,1.80627237,0.48396449,0.81761036,0.05026094,1.52859443,2.69197671,1.20741490
-5.14157079,5.37634148,0.01124940,1.80287856,0.47720950,0.82242340,0.04954985,1.52239089,2.69995059,1.20007061
-5.13556778,5.36252812,0.01119639,1.79904192,0.47190744,0.82816361,0.04901641,1.51911063,2.70727494,1.19270015
-5.12956478,5.35204985,0.01114215,1.79458258,0.46806297,0.83486129,0.04866284,1.51866943,2.71366885,1.18520559
-5.12356178,5.34451166,0.01108715,1.78930011,0.46567740,0.84256196,0.04849185,1.52099249,2.71882119,1.17747608
-5.11755878,5.33954001,0.01103187,1.78298489,0.46475027,0.85132886,0.04850684,1.52602329,2.72240716,1.16939521
-5.11155578,5.33681470,0.01097678,1.77543052,0.46528101,0.86124445,0.04871199,1.53373149,2.72410656,1.16084911
-5.10555278,5.33609833,0.01092245,1.76644661,0.46727038,0.87241082,0.04911237,1.54411928,2.72362291,1.15173454
-5.09954977,5.33726117,0.01086955,1.75587093,0.47072167,0.88494869,0.04971393,1.55722544,2.72070190,1.14196661
-5.09354677,5.34029922,0.01081885,1.74358045,0.47564128,0.89899471,0.05052350,1.57312668,2.71514806,1.13148548
-5.08754377,5.34534400,0.01077130,1.72950031,0.48203879,0.91469715,0.05154858,1.59193577,2.70683863,1.12026180
-5.08154077,5.35266255,0.01072800,1.71361039,0.48992616,0.93220986,0.05279713,1.61379632,2.69573350,1.10830024
-5.07553777,5.36264747,0.01069022,1.69594878,0.49931621,0.95168472,0.05427718,1.63887419,2.68188071,1.09564121
-5.06953477,5.37579687,0.01065932,1.67661226,0.51022023,0.97326281,0.05599631,1.66734579,2.66541705,1.08236032
-5.06353177,5.39268521,0.01063678,1.65575357,0.52264493,0.99706468,0.05796113,1.69938384,2.64656376,1.06856590
-5.05752876,5.41392657,0.01062406,1.63357567,0.53658884,1.02318032,0.06017657,1.73514124,2.62561747,1.05439461
-5.05152576,5.44013253,0.01062257,1.61032352,0.55203826,1.05165923,0.06264518,1.77473390,2.60293719,1.04000535
-5.04552276,5.47186704,0.01063356,1.58627373,0.56896324,1.08250138,0.06536643,1.81822373,2.57892795,1.02557210
-5.03951976,5.50960129,0.01065802,1.56172282,0.58731363,1.11564948,0.06833600,1.86560261,2.55402226,1.01127584
-5.03351676,5.55367134,0.01069659,1.53697488,0.60701562,1.15098337,0.07154522,1.91677862,2.52866053,0.99729629
-5.02751376,5.60424134,0.01074946,1.51232917,0.62796907,1.18831676,0.07498048,1.97156536,2.50327150,0.98380384
-5.02151076,5.66127476,0.01081634,1.48806863,0.65004577,1.22739695,0.07862299,2.02967520,2.47825414,0.97095218
-5.01550775,5.72451558,0.01089633,1.46444971,0.67308891,1.26790753,0.08244853,2.09071705,2.45396167,0.95887199
-5.00950475,5.79348084,0.01098799,1.44169421,0.69691385,1.30947428,0.08642759,2.15419907,2.43068890,0.94766610
-5.00350175,5.86746514,0.01108925,1.41998344,0.72131022,1.35167406,0.09052556,2.21953612,2.40866332,0.93740620
-4.99749875,5.94555705,0.01119751,1.39945499,0.74604541,1.39404643,0.09470327,2.28606210,2.38804038,0.92813146
-4.99149575,6.02666664,0.01130970,1.38020215,0.77086919,1.43610747,0.09891763,2.35304621,2.36890309,0.91984873
-4.98549275,6.10956262,0.01142234,1.36227583,0.79551941,1.47736523,0.10312257,2.41971282,2.35126575,0.91253458
-4.97948974,6.19291712,0.01153169,1.34568891,0.81972843,1.51733610,0.10726999,2.48526363,2.33508133,0.90613868
-4.97348674,6.27535559,0.01163389,1.33042243,0.84323002,1.55556120,0.11131094,2.54890126,2.32025203,0.90058846
-4.96748374,6.35550930,0.01172508,1.31643328,0.86576647,1.59162215,0.11519679,2.60985308,2.30664208,0.89579458
-4.96148074,6.43206733,0.01180161,1.30366283,0.88709542,1.62515533,0.11888042,2.66739401,2.29409206,0.89165702
-4.95547774,6.50382570,0.01186011,1.29204588,0.90699621,1.65586384,0.12231740,2.72086746,2.28243360,0.88807120
-4.94947474,6.56973078,0.01189770,1.28151930,0.92527545,1.68352682,0.12546703,2.76970317,2.27150373,0.88493397
-4.94347174,6.62891514,0.01191206,1.27202994,0.94177143,1.70800541,0.12829336,2.81343150,2.26115784,0.88214905
-4.93746873,6.68072396,0.01190152,1.26354113,0.95635742,1.72924528,0.13076593,2.85169338,2.25128057,0.87963160
-4.93146573,6.72473105,0.01186515,1.25603753,0.96894343,1.74727553,0.13286043,2.88424577,2.24179406,0.87731183
-4.92546273,6.76074380,0.01180274,1.24952781,0.97947669,1.76220420,0.13455908,2.91096254,2.23266299,0.87513727
-4.91945973,6.78879727,0.01171483,1.24404522,0.98794063,1.77421052,0.13585088,2.93183091,2.22389616,0.87307392
-4.91345673,6.80913783,0.01160265,1.23964575,0.99435258,1.78353455,0.13673162,2.94694391,2.21554476,0.87110589
-4.90745373,6.82219777,0.01146804,1.23640410,0.99876036,1.79046467,0.13720369,2.95648933,2.20769721,0.86923398
-4.90145073,6.82856213,0.01131337,1.23440763,1.00123783,1.79532365,0.13727574,2.96073602,2.20047105,0.86747296
-4.89544772,6.82892993,0.01114144,1.23374859,1.00187983,1.79845408,0.13696219,2.96001815,2.19400236,0.86584797
-4.88944472,6.82407171,0.01095532,1.23451502,1.00079661,1.80020388,0.13628256,2.95471851,2.18843336,0.86439019
-4.88344172,6.81478583,0.01075825,1.23678101,0.99810816,1.80091271,0.13526079,2.94525141,2.18389883,0.86313201
-4.87743872,6.80185561,0.01055349,1.24059662,0.99393866,1.80089981,0.13392443,2.93204630,2.18051238,0.86210195
-4.87143572,6.78600968,0.01034423,1.24597829,0.98841123,1.80045407,0.13230376,2.91553264,2.17835311,0.86131984
-4.86543272,6.76788735,0.01013347,1.25290023,0.98164348,1.79982650,0.13043102,2.89612666,2.17745376,0.86079221
-4.85942971,6.74801072,0.00992393,1.26128742,0.97374364,1.79922570,0.12833950,2.87422067,2.17779092,0.86050850
-4.85342671,6.72676498,0.00971802,1.27101060,0.96480784,1.79881623,0.12606281,2.85017505,2.17927799,0.86043812
-4.84742371,6.70438756,0.00951774,1.28188383,0.95491836,1.79872002,0.12363411,2.82431330,2.18176142,0.86052862
-4.84142071,6.68096687,0.00932474,1.29366471,0.94414290,1.79902054,0.12108552,2.79692014,2.18502059,0.86070515
-4.83541771,6.65645030,0.00914025,1.30605756,0.93253505,1.79976951,0.11844754,2.76824251,2.18877139,0.86087124
-4.82941471,6.63066115,0.00896517,1.31871945,0.92013564,1.80099568,0.11574863,2.73849328,2.19267347,0.86091093
-4.82341171,6.60332345,0.00880007,1.33126885,0.90697498,1.80271500,0.11301492,2.70785729,2.19634096,0.86069216
-4.81740870,6.57409322,0.00864524,1.34329677,0.89307584,1.80494183,0.11027001,2.67649916,2.19935605,0.86007135
-4.81140570,6.54259457,0.00850079,1.35437965,0.87845684,1.80770018,0.10753494,2.64457239,2.20128491,0.85889880
-4.80540270,6.50845845,0.00836665,1.36409366,0.86313621,1.81103471,0.10482822,2.61222913,2.20169514,0.85702484
-4.79939970,6.47136203,0.00824268,1.37202960,0.84713547,1.81502038,0.10216600,2.57962978,2.20017382,0.85430632
-4.79339670,6.43106648,0.00812869,1.37780771,0.83048302,1.81977058,0.09956234,2.54695209,2.19634530,0.85061300
-4.78739370,6.38745099,0.00802451,1.38109175,0.81321728,1.82544290,0.09702956,2.51439879,2.18988780,0.84583377
-4.78139070,6.34054109,0.00792998,1.38160160,0.79538922,1.83224228,0.09457856,2.48220354,2.18054804,0.83988203
-4.77538769,6.29052964,0.00784503,1.37912386,0.77706417,1.84042122,0.09221932,2.45063448,2.16815301,0.83270025
-4.76938469,6.23778928,0.00776963,1.37351985,0.75832277,1.85027684,0.08996122,2.41999533,2.15261852,0.82426321
-4.76338169,6.18287555,0.00770380,1.36473083,0.73926106,1.86214495,0.08781353,2.39062362,2.13395402,0.81457996
-4.75737869,6.12652036,0.00764761,1.35278014,0.71998963,1.87639100,0.08578565,2.36288623,2.11226359,0.80369420
-4.75137569,6.06961620,0.00760114,1.33777234,0.70063200,1.89339848,0.08388750,2.33717234,2.08774314,0.79168328
-4.74537269,6.01319177,0.00756445,1.31988942,0.68132221,1.91355499,0.08212963,2.31388401,2.06067416,0.77865571
-4.73936968,5.95838032,0.00753756,1.29938436,0.66220188,1.93723668,0.08052335,2.29342491,2.03141441,0.76474749
-4.73336668,5.90638228,0.00752038,1.27657268,0.64341686,1.96479145,0.07908075,2.27618775,2.00038618,0.75011741
-4.72736368,5.85842413,0.00751276,1.25182215,0.62511361,1.99652183,0.07781454,2.26254098,1.96806298,0.73494154
-4.72136068,5.81571558,0.00751437,1.22554158,0.60743561,2.03266815,0.07673784,2.25281541,1.93495530,0.71940736
-4.71535768,5.77940713,0.00752478,1.19816900,0.59051996,2.07339263,0.07586384,2.24729150,1.90159623,0.70370776
-4.70935468,5.75055010,0.00754343,1.17016002,0.57449428,2.11876524,0.07520541,2.24618795,1.86852786,0.68803522
-4.70335168,5.73006089,0.00756963,1.14197676,0.55947408,2.16875179,0.07477454,2.24965199,1.83628892,0.67257651
-4.69734867,5.71869110,0.00760260,1.11407776,0.54556082,2.22320493,0.07458182,2.25775213,1.80540419,0.65750803
-4.69134567,5.71700468,0.00764151,1.08690938,0.53284048,2.28185836,0.07463582,2.27047339,1.77637617,0.64299213
-4.68534267,5.72536276,0.00768554,1.06089862,0.52138294,2.34432467,0.07494243,2.28771550,1.74967895,0.62917436
-4.67933967,5.74391668,0.00773389,1.03644768,0.51124195,2.41009689,0.07550432,2.30929394,1.72575446,0.61618181
-4.67333667,5.77260889,0.00778590,1.01393008,0.50245568,2.47855390,0.07632032,2.33494383,1.70501072,0.60412238
-4.66733367,5.81118143,0.00784104,0.99368824,0.49504785,2.54896950,0.07738489,2.36432641,1.68782193,0.59308503
-4.66133067,5.85919094,0.00789901,0.97603230,0.48902916,2.62052500,0.07868775,2.39703785,1.67452971,0.58314072
-4.65532766,5.91602914,0.00795975,0.96123977,0.48439908,2.69232493,0.08021358,2.43261990,1.66544516,0.57434392
-4.64932466,5.98094747,0.00802350,0.94955589,0.48114763,2.76341545,0.08194183,2.47057193,1.66085097,0.56673455
-4.64332166,6.05308430,0.00809079,0.94119405,0.47925725,2.83280486,0.08384676,2.51036376,1.66100308,0.56033999
