energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.79589795,1.53633494,-1.53649298,0.29073453,-0.29075227,0.41232920,-0.41236303,0.01190934,-0.01190983,0.27237648,-0.27243537,0.42558906,-0.42562414,0.00000000,-0.00000000,0.33044505,-0.33046902,0.05058731,-0.05058691
-5.78989495,1.51814720,-1.51838065,0.28724659,-0.28728048,0.40727786,-0.40733661,0.01151662,-0.01151722,0.26773130,-0.26780628,0.42166580,-0.42171841,0.00000000,-0.00000000,0.32739371,-0.32742501,0.05019111,-0.05019203
-5.78389195,1.49460218,-1.49490713,0.28240040,-0.28245012,0.40054089,-0.40062344,0.01109018,-0.01109085,0.26181515,-0.26190553,0.41663914,-0.41670791,0.00000000,-0.00000000,0.32376149,-0.32380013,0.04973177,-0.04973392
-5.77788894,1.46612658,-1.46649713,0.27624772,-0.27631251,0.39222851,-0.39233317,0.01064120,-0.01064190,0.25469161,-0.25479632,0.41066935,-0.41075234,0.00000000,-0.00000000,0.31957401,-0.31961962,0.04921974,-0.04922297
-5.77188594,1.43329544,-1.43372396,0.26887829,-0.26895699,0.38249077,-0.38261534,0.01018103,-0.01018171,0.24645296,-0.24657062,0.40395462,-0.40404945,0.00000000,-0.00000000,0.31489224,-0.31494409,0.04867044,-0.04867455
-5.76588294,1.39680517,-1.39728262,0.26041517,-0.26050628,0.37151098,-0.37165285,0.00972086,-0.00972147,0.23721625,-0.23734523,0.39672200,-0.39682592,0.00000000,-0.00000000,0.30980690,-0.30986396,0.04810322,-0.04810796
-5.75987994,1.35744225,-1.35795858,0.25100893,-0.25111066,0.35949818,-0.35965441,0.00927135,-0.00927184,0.22711857,-0.22725701,0.38921703,-0.38932706,0.00000000,-0.00000000,0.30443158,-0.30449258,0.04754010,-0.04754520
-5.75387694,1.31604918,-1.31659372,0.24083098,-0.24094135,0.34667884,-0.34684630,0.00884232,-0.00884267,0.21631179,-0.21645770,0.38169268,-0.38180573,0.00000000,-0.00000000,0.29889485,-0.29895840,0.04700449,-0.04700963
-5.74787394,1.27348895,-1.27405083,0.23006645,-0.23018335,0.33328822,-0.33346366,0.00844248,-0.00844264,0.20495712,-0.20510846,0.37439785,-0.37451086,0.00000000,-0.00000000,0.29333190,-0.29339655,0.04651973,-0.04652463
-5.74187094,1.23060997,-1.23117853,0.21890679,-0.21902807,0.31956183,-0.31974203,0.00807917,-0.00807912,0.19321966,-0.19337436,0.36756617,-0.36767623,0.00000000,-0.00000000,0.28787614,-0.28794046,0.04610780,-0.04611217
-5.73586793,1.18821276,-1.18877795,0.20754262,-0.20766616,0.30572723,-0.30590909,0.00775817,-0.00775789,0.18126312,-0.18141917,0.36140547,-0.36150993,0.00000000,-0.00000000,0.28265108,-0.28271376,0.04578797,-0.04579155
-5.72986493,1.14701992,-1.14757261,0.19615696,-0.19628073,0.29199663,-0.29217724,0.00748359,-0.00748308,0.16924505,-0.16940056,0.35608832,-0.35618494,0.00000000,-0.00000000,0.27776310,-0.27782300,0.04557566,-0.04557825
-5.72386193,1.10765059,-1.10818289,0.18491922,-0.18504138,0.27856038,-0.27873713,0.00725781,-0.00725707,0.15731265,-0.15746587,0.35174427,-0.35183124,0.00000000,-0.00000000,0.27329525,-0.27335147,0.04548148,-0.04548291
-5.71785893,1.07060033,-1.07110582,0.17398016,-0.17409906,0.26558183,-0.26575246,0.00708144,-0.00708049,0.14559929,-0.14574866,0.34845384,-0.34852992,0.00000000,-0.00000000,0.26930251,-0.26935444,0.04551045,-0.04551064
-5.71185593,1.03622726,-1.03670110,0.16346793,-0.16358218,0.25319345,-0.25335610,0.00695338,-0.00695223,0.13422188,-0.13436608,0.34624480,-0.34630932,0.00000000,-0.00000000,0.26580874,-0.26585607,0.04566158,-0.04566050
-5.70585293,1.00474466,-1.00518370,0.15348534,-0.15359384,0.24149454,-0.24164780,0.00687094,-0.00686964,0.12327912,-0.12341703,0.34509069,-0.34514359,0.00000000,-0.00000000,0.26280529,-0.26284802,0.04592764,-0.04592534
-5.69984992,0.97622028,-0.97662310,0.14410844,-0.14421037,0.23055035,-0.23069324,0.00682999,-0.00682856,0.11285055,-0.11298131,0.34491180,-0.34495361,0.00000000,-0.00000000,0.26025143,-0.26028989,0.04629525,-0.04629184
-5.69384692,0.95058212,-0.95094887,0.13538626,-0.13548110,0.22039269,-0.22052466,0.00682514,-0.00682364,0.10299647,-0.10311944,0.34557843,-0.34561024,0.00000000,-0.00000000,0.25807655,-0.25811133,0.04674531,-0.04674096
-5.68784392,0.92763000,-0.92796235,0.12734176,-0.12742925,0.21102188,-0.21114279,0.00684998,-0.00684847,0.09375854,-0.09387330,0.34691634,-0.34693975,0.00000000,-0.00000000,0.25618380,-0.25621576,0.04725358,-0.04724856
-5.68184092,0.90705243,-0.90735336,0.11997378,-0.12005393,0.20240983,-0.20251992,0.00689736,-0.00689590,0.08516103,-0.08526739,0.34871415,-0.34873119,0.00000000,-0.00000000,0.25445519,-0.25448537,0.04779168,-0.04778626
-5.67583792,0.88844765,-0.88872118,0.11325990,-0.11333293,0.19450415,-0.19460397,0.00695965,-0.00695828,0.07721261,-0.07731054,0.35073233,-0.35074533,0.00000000,-0.00000000,0.25275767,-0.25278726,0.04832810,-0.04832260
-5.66983492,0.87134774,-0.87159870,0.10715987,-0.10722620,0.18723296,-0.18732331,0.00702898,-0.00702778,0.06990845,-0.06999807,0.35271331,-0.35272485,0.00000000,-0.00000000,0.25094995,-0.25098019,0.04882946,-0.04882425
-5.66383192,0.85524468,-0.85547840,0.10161959,-0.10167978,0.18051016,-0.18059207,0.00709761,-0.00709662,0.06323259,-0.06331417,0.35439239,-0.35440515,0.00000000,-0.00000000,0.24888968,-0.24892183,0.04926192,-0.04925735
-5.65782891,0.83961708,-0.83983911,0.09657530,-0.09663001,0.17424101,-0.17431563,0.00715811,-0.00715740,0.05716045,-0.05723432,0.35550884,-0.35552549,0.00000000,-0.00000000,0.24644064,-0.24647588,0.04959246,-0.04958889
-5.65182591,0.82395645,-0.82417228,0.09195775,-0.09200769,0.16832762,-0.16839615,0.00720365,-0.00720326,0.05166126,-0.05172785,0.35581678,-0.35583985,0.00000000,-0.00000000,0.24347961,-0.24351901,0.04979032,-0.04978808
-5.64582291,0.80779181,-0.80800660,0.08769629,-0.08774219,0.16267420,-0.16273785,0.00722822,-0.00722818,0.04670050,-0.04676026,0.35509530,-0.35512708,0.00000000,-0.00000000,0.23990258,-0.23994701,0.04982825,-0.04982764
-5.63981991,0.79071182,-0.79093013,0.08372258,-0.08376517,0.15719192,-0.15725183,0.00722679,-0.00722715,0.04224206,-0.04229545,0.35315747,-0.35319996,0.00000000,-0.00000000,0.23563003,-0.23568013,0.04968366,-0.04968492
-5.63381691,0.77238344,-0.77260907,0.07997391,-0.08001383,0.15180311,-0.15186032,0.00719549,-0.00719625,0.03825019,-0.03829768,0.34985790,-0.34991267,0.00000000,-0.00000000,0.23061111,-0.23066727,0.04933957,-0.04934291
-5.62781391,0.75256669,-0.75280252,0.07639590,-0.07643374,0.14644473,-0.14650011,0.00713167,-0.00713285,0.03469118,-0.03473319,0.34509847,-0.34516663,0.00000000,-0.00000000,0.22482659,-0.22488891,0.04878542,-0.04879097
-5.62181091,0.73112514,-0.73137298,0.07294462,-0.07298086,0.14107105,-0.14112529,0.00703399,-0.00703558,0.03153474,-0.03157167,0.33883217,-0.33891432,0.00000000,-0.00000000,0.21829045,-0.21835872,0.04801754,-0.04802536
-5.61580790,0.70803175,-0.70829231,0.06958812,-0.06962313,0.13565544,-0.13570902,0.00690242,-0.00690441,0.02875503,-0.02878721,0.33106485,-0.33116107,0.00000000,-0.00000000,0.21105012,-0.21112384,0.04703945,-0.04704951
-5.60980490,0.68337036,-0.68364324,0.06630724,-0.06634128,0.13019132,-0.13024448,0.00673820,-0.00674056,0.02633141,-0.02635913,0.32185499,-0.32196486,0.00000000,-0.00000000,0.20318550,-0.20326389,0.04586184,-0.04587406
-5.60380190,0.65733296,-0.65761664,0.06309593,-0.06312912,0.12469223,-0.12474498,0.00654378,-0.00654648,0.02424896,-0.02427241,0.31131159,-0.31143418,0.00000000,-0.00000000,0.19480678,-0.19488880,0.04450236,-0.04451657
-5.59779890,0.63021301,-0.63050497,0.05996090,-0.05999325,0.11919117,-0.11924330,0.00632273,-0.00632572,0.02249859,-0.02251793,0.29959025,-0.29972417,0.00000000,-0.00000000,0.18605133,-0.18613569,0.04298510,-0.04300108
-5.59179590,0.60239559,-0.60269236,0.05692097,-0.05695238,0.11373926,-0.11379033,0.00607954,-0.00608278,0.02107709,-0.02109241,0.28688784,-0.28703132,0.00000000,-0.00000000,0.17707967,-0.17716493,0.04133998,-0.04135742
-5.58579290,0.57434471,-0.57464203,0.05400590,-0.05403617,0.10840375,-0.10845316,0.00581955,-0.00582298,0.01998685,-0.01999815,0.27343600,-0.27358692,0.00000000,-0.00000000,0.16807099,-0.16815552,0.03960184,-0.03962041
-5.57978989,0.54658860,-0.54688155,0.05125506,-0.05128391,0.10326567,-0.10331262,0.00554871,-0.00555226,0.01923541,-0.01924266,0.25949380,-0.25964980,0.00000000,-0.00000000,0.15921812,-0.15930022,0.03780950,-0.03782883
-5.57378689,0.51970355,-0.51998676,0.04871582,-0.04874288,0.09841696,-0.09846053,0.00527340,-0.00527700,0.01883489,-0.01883800,0.24533991,-0.24549842,0.00000000,-0.00000000,0.15072249,-0.15080038,0.03600467,-0.03602434
-5.56778389,0.49429702,-0.49456478,0.04644186,-0.04646672,0.09395756,-0.09399672,0.00500025,-0.00500386,0.01880126,-0.01880009,0.23126461,-0.23142299,0.00000000,-0.00000000,0.14278892,-0.14286081,0.03423082,-0.03425039
-5.56178089,0.47099053,-0.47123699,0.04449149,-0.04451368,0.08999218,-0.09002583,0.00473598,-0.00473951,0.01915341,-0.01914781,0.21756204,-0.21771758,0.00000000,-0.00000000,0.13562070,-0.13568485,0.03253202,-0.03255106
-5.55577789,0.45040286,-0.45062220,0.04292597,-0.04294501,0.08662720,-0.08665420,0.00448714,-0.00449055,0.01991226,-0.01990204,0.20452277,-0.20467283,0.00000000,-0.00000000,0.12941493,-0.12946964,0.03095181,-0.03096990
-5.54977489,0.43313408,-0.43332064,0.04180792,-0.04182330,0.08396749,-0.08398672,0.00426002,-0.00426324,0.02109960,-0.02108456,0.19242716,-0.19256918,0.00000000,-0.00000000,0.12435820,-0.12440189,0.02953214,-0.02954886
-5.54377189,0.41975071,-0.41989916,0.04119991,-0.04121111,0.08211352,-0.08212386,0.00406044,-0.00406343,0.02273697,-0.02271694,0.18153948,-0.18167107,0.00000000,-0.00000000,0.12062283,-0.12065405,0.02831234,-0.02832729
-5.53776888,0.41077228,-0.41087772,0.04116315,-0.04116964,0.08115854,-0.08115897,0.00389365,-0.00389635,0.02484443,-0.02481923,0.17210308,-0.17222200,0.00000000,-0.00000000,0.11836358,-0.11838102,0.02732816,-0.02734101
-5.53176588,0.40665961,-0.40671767,0.04175642,-0.04175769,0.08118618,-0.08117575,0.00376416,-0.00376655,0.02743931,-0.02740881,0.16433648,-0.16444071,0.00000000,-0.00000000,0.11771485,-0.11771739,0.02661106,-0.02662149
-5.52576288,0.40780488,-0.40781180,0.04303519,-0.04303072,0.08226825,-0.08224611,0.00367570,-0.00367773,0.03053494,-0.03049905,0.15843064,-0.15851839,0.00000000,-0.00000000,0.11878857,-0.11877527,0.02618743,-0.02619517
-5.51975988,0.41452367,-0.41447639,0.04505094,-0.04504020,0.08446297,-0.08442844,0.00363106,-0.00363272,0.03413943,-0.03409812,0.15454721,-0.15461690,0.00000000,-0.00000000,0.12167248,-0.12164259,0.02607807,-0.02608290
-5.51375688,0.42704908,-0.42694521,0.04785063,-0.04783312,0.08781367,-0.08776618,0.00363213,-0.00363340,0.03825454,-0.03820784,0.15281772,-0.15286799,0.00000000,-0.00000000,0.12642912,-0.12638210,0.02629777,-0.02629953
-5.50775388,0.44552789,-0.44536579,0.05147646,-0.05145167,0.09234781,-0.09228696,0.00367974,-0.00368062,0.04287462,-0.04282266,0.15334378,-0.15337346,0.00000000,-0.00000000,0.13309528,-0.13303076,0.02685504,-0.02685363
-5.50175088,0.47001900,-0.46979772,0.05596576,-0.05593316,0.09807654,-0.09800210,0.00377375,-0.00377424,0.04798585,-0.04792882,0.15619799,-0.15620611,0.00000000,-0.00000000,0.14168202,-0.14159983,0.02775196,-0.02774732
-5.49574787,0.50049398,-0.50021325,0.06135103,-0.06131009,0.10499480,-0.10490666,0.00391298,-0.00391309,0.05356555,-0.05350376,0.16142560,-0.16141129,0.00000000,-0.00000000,0.15217530,-0.15207542,0.02898421,-0.02897633
-5.48974487,0.53683983,-0.53650000,0.06766014,-0.06761030,0.11308177,-0.11298000,0.00409524,-0.00409499,0.05958195,-0.05951577,0.16904665,-0.16900918,0.00000000,-0.00000000,0.16453705,-0.16441964,0.03054123,-0.03053015
-5.48374187,0.57886386,-0.57846585,0.07491666,-0.07485735,0.12230190,-0.12218669,0.00431740,-0.00431681,0.06599411,-0.06592403,0.17905864,-0.17899737,0.00000000,-0.00000000,0.17870689,-0.17857225,0.03240651,-0.03239233
-5.47773887,0.62630050,-0.62584572,0.08314022,-0.08307083,0.13260634,-0.13247800,0.00457543,-0.00457453,0.07275233,-0.07267892,0.19143943,-0.19135375,0.00000000,-0.00000000,0.19460428,-0.19445278,0.03455807,-0.03454091
-5.47173587,0.67882001,-0.67831026,0.09234689,-0.09226680,0.14393476,-0.14379371,0.00486449,-0.00486331,0.07979882,-0.07972273,0.20615021,-0.20603956,0.00000000,-0.00000000,0.21213108,-0.21196322,0.03696905,-0.03694905
-5.46573287,0.73603852,-0.73547590,0.10254957,-0.10245812,0.15621745,-0.15606417,0.00517905,-0.00517762,0.08706881,-0.08699073,0.22313859,-0.22300239,0.00000000,-0.00000000,0.23117460,-0.23099092,0.03960836,-0.03958571
-5.45972986,0.79752929,-0.79691612,0.11375816,-0.11365468,0.16937769,-0.16921272,0.00551296,-0.00551133,0.09449187,-0.09441256,0.24234132,-0.24217902,0.00000000,-0.00000000,0.25161075,-0.25141185,0.04244158,-0.04241647
-5.45372686,0.86283449,-0.86217322,0.12597963,-0.12586344,0.18333410,-0.18315800,0.00585968,-0.00585788,0.10199363,-0.10191388,0.26368675,-0.26349778,0.00000000,-0.00000000,0.27330744,-0.27309393,0.04543178,-0.04540443
-5.44772386,0.93147701,-0.93077017,0.13921775,-0.13908821,0.19800300,-0.19781636,0.00621236,-0.00621044,0.10949764,-0.10941821,0.28709673,-0.28688058,0.00000000,-0.00000000,0.29612789,-0.29590037,0.04854052,-0.04851115
-5.44172086,1.00297173,-1.00222187,0.15347257,-0.15332905,0.21330058,-0.21310398,0.00656404,-0.00656204,0.11692730,-0.11684899,0.31248785,-0.31224400,0.00000000,-0.00000000,0.31993367,-0.31969275,0.05172879,-0.05169761
-5.43571786,1.07683549,-1.07604514,0.16873935,-0.16858131,0.22914464,-0.22893865,0.00690783,-0.00690579,0.12420796,-0.12413151,0.33977174,-0.33949980,0.00000000,-0.00000000,0.34458740,-0.34433368,0.05495797,-0.05492521
-5.42971486,1.15259521,-1.15176692,0.18500721,-0.18483420,0.24545591,-0.24524108,0.00723705,-0.00723502,0.13126877,-0.13119487,0.36885460,-0.36855431,0.00000000,-0.00000000,0.36995483,-0.36968891,0.05819074,-0.05815659
-5.42371186,1.22979364,-1.22892999,0.20225719,-0.20206893,0.26215871,-0.26193559,0.00754545,-0.00754345,0.13804445,-0.13797372,0.39963568,-0.39930698,0.00000000,-0.00000000,0.39590617,-0.39562863,0.06139185,-0.06135652
-5.41770885,1.30799227,-1.30709597,0.22045997,-0.22025634,0.27918099,-0.27895013,0.00782730,-0.00782537,0.14447673,-0.14440973,0.43200476,-0.43164788,0.00000000,-0.00000000,0.42231652,-0.42202802,0.06452881,-0.06449248
-5.41170585,1.38677127,-1.38584519,0.23957316,-0.23935431,0.29645359,-0.29621558,0.00807758,-0.00807575,0.15051543,-0.15045263,0.46583885,-0.46545439,0.00000000,-0.00000000,0.44906549,-0.44876672,0.06757240,-0.06753526
-5.40570285,1.46572628,-1.46477367,0.25953841,-0.25930478,0.31390889,-0.31366437,0.00829205,-0.00829034,0.15611916,-0.15606094,0.50099812,-0.50058712,0.00000000,-0.00000000,0.47603577,-0.47572756,0.07049698,-0.07045921
-5.39969985,1.54446256,-1.54348711,0.28027836,-0.28003071,0.33147883,-0.33122853,0.00846736,-0.00846580,0.16125550,-0.16120215,0.53732134,-0.53688535,0.00000000,-0.00000000,0.50311098,-0.50279429,0.07328068,-0.07324244
-5.39369685,1.62258675,-1.62159277,0.30169376,-0.30143324,0.34909242,-0.34883721,0.00860111,-0.00859971,0.16590080,-0.16585255,0.57462125,-0.57416243,0.00000000,-0.00000000,0.53017284,-0.52984881,0.07590528,-0.07586675
-5.38769385,1.69969710,-1.69868966,0.32366088,-0.32338904,0.36667309,-0.36641400,0.00869183,-0.00869060,0.17003954,-0.16999654,0.61268010,-0.61220128,0.00000000,-0.00000000,0.55709785,-0.55676790,0.07835603,-0.07831740
-5.38169085,1.77537314,-1.77435818,0.34602954,-0.34574835,0.38413597,-0.38387423,0.00873900,-0.00873796,0.17366334,-0.17362568,0.65124596,-0.65075062,0.00000000,-0.00000000,0.58375402,-0.58341982,0.08062128,-0.08058273
-5.37568784,1.84916582,-1.84815022,0.36862202,-0.36833387,0.40138538,-0.40112245,0.00874299,-0.00874215,0.17676971,-0.17673746,0.69003004,-0.68952239,0.00000000,-0.00000000,0.60999764,-0.60966118,0.08269194,-0.08265370
-5.36968484,1.92058928,-1.91958095,0.39123296,-0.39094068,0.41831295,-0.41805053,0.00870498,-0.00870434,0.17936073,-0.17933390,0.72870566,-0.72819058,0.00000000,-0.00000000,0.63567085,-0.63533442,0.08456099,-0.08452329
-5.36368184,1.98911548,-1.98812331,0.41363074,-0.41333752,0.43479643,-0.43453646,0.00862688,-0.00862644,0.18144159,-0.18142022,0.76690915,-0.76639216,0.00000000,-0.00000000,0.66060000,-0.66026622,0.08622285,-0.08618594
-5.35767884,2.05417265,-2.05320643,0.43556012,-0.43526948,0.45069962,-0.45044426,0.00851118,-0.00851094,0.18301936,-0.18300346,0.80424301,-0.80373016,0.00000000,-0.00000000,0.68459541,-0.68426719,0.08767285,-0.08763703
-5.35167584,2.11514833,-2.11421860,0.45674655,-0.45646226,0.46587341,-0.46562504,0.00836087,-0.00836084,0.18410194,-0.18409153,0.84028148,-0.83977925,0.00000000,-0.00000000,0.70745262,-0.70713309,0.08890679,-0.08887234
-5.34567284,2.17139765,-2.17051548,0.47690191,-0.47662792,0.48015826,-0.47991938,0.00817928,-0.00817945,0.18469729,-0.18469240,0.87457862,-0.87409376,0.00000000,-0.00000000,0.72895528,-0.72864777,0.08992053,-0.08988780
