energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.16558279,5.55579168,0.05777169,0.16665118,0.82789720,0.73558012,0.24102931,2.55025436,0.79143097,0.58291298
-5.15957979,5.57628484,0.05856946,0.16548642,0.82671695,0.73865788,0.24526846,2.57351584,0.79681760,0.57587203
-5.15357679,5.59072595,0.05955838,0.16410089,0.82736489,0.74088997,0.24853020,2.59294093,0.80122751,0.56970830
-5.14757379,5.59762965,0.06071481,0.16243253,0.82938543,0.74223898,0.25074873,2.60782321,0.80436085,0.56419460
-5.14157079,5.59561499,0.06201402,0.16042672,0.83231556,0.74266026,0.25187185,2.61750817,0.80594391,0.55910521
-5.13556778,5.58343595,0.06343068,0.15803842,0.83569529,0.74210056,0.25186242,2.62140521,0.80573661,0.55422266
-5.12956478,5.56000773,0.06493942,0.15523388,0.83907719,0.74049746,0.25069954,2.61899830,0.80353861,0.54934379
-5.12356178,5.52442871,0.06651532,0.15199188,0.84203507,0.73777953,0.24837941,2.60985502,0.79919414,0.54428485
-5.11755878,5.47599851,0.06813459,0.14830443,0.84417169,0.73386763,0.24491581,2.59363438,0.79259547,0.53888572
-5.11155578,5.41423220,0.06977515,0.14417702,0.84512565,0.72867708,0.24034007,2.57009328,0.78368493,0.53301326
-5.10555278,5.33887097,0.07141735,0.13962833,0.84457740,0.72212092,0.23470073,2.53909175,0.77245573,0.52656387
-5.09954977,5.24988943,0.07304462,0.13468951,0.84225449,0.71411403,0.22806264,2.50059688,0.75895146,0.51946524
-5.09354677,5.14749932,0.07464419,0.12940308,0.83793597,0.70457790,0.22050570,2.45468554,0.74326452,0.51167739
-5.08754377,5.03214981,0.07620769,0.12382149,0.83145598,0.69344593,0.21212314,2.40154548,0.72553358,0.50319292
-5.08154077,4.90452399,0.07773170,0.11800546,0.82270648,0.68066879,0.20301949,2.34147506,0.70594009,0.49403665
-5.07553777,4.76553131,0.07921817,0.11202209,0.81163895,0.66621971,0.19330824,2.27488105,0.68470409,0.48426436
-5.06953477,4.61629584,0.08067459,0.10594298,0.79826501,0.65009927,0.18310924,2.20227459,0.66207948,0.47396090
-5.06353177,4.45814000,0.08211401,0.09984227,0.78265587,0.63233931,0.17254603,2.12426509,0.63834873,0.46323754
-5.05752876,4.29256379,0.08355473,0.09379478,0.76494046,0.61300597,0.16174310,2.04155200,0.61381731,0.45222844
-5.05152576,4.12121963,0.08501971,0.08787428,0.74530221,0.59220128,0.15082321,1.95491451,0.58880795,0.44108657
-5.04552276,3.94588307,0.08653576,0.08215203,0.72397452,0.57006356,0.13990486,1.86519926,0.56365484,0.42997884
-5.03951976,3.76842008,0.08813235,0.07669547,0.70123485,0.54676623,0.12909997,1.77330631,0.53869791,0.41908074
-5.03351676,3.59075167,0.08984029,0.07156725,0.67739768,0.52251531,0.11851185,1.68017379,0.51427739,0.40857054
-5.02751376,3.41481707,0.09169015,0.06682456,0.65280649,0.49754572,0.10823360,1.58676154,0.49072873,0.39862331
-5.02151076,3.24253657,0.09371067,0.06251873,0.62782499,0.47211637,0.09834680,1.49403445,0.46837807,0.38940495
-5.01550775,3.07577567,0.09592714,0.05869521,0.60282802,0.44650460,0.08892069,1.40294598,0.44753836,0.38106651
-5.00950475,2.91631190,0.09835981,0.05539371,0.57819230,0.42100009,0.08001174,1.31442254,0.42850620,0.37373901
-5.00350175,2.76580575,0.10102267,0.05264870,0.55428766,0.39589855,0.07166366,1.22934935,0.41155960,0.36752914
-4.99749875,2.62577705,0.10392237,0.05049004,0.53146885,0.37149570,0.06390774,1.14855826,0.39695655,0.36251601
-4.99149575,2.49758782,0.10705763,0.04894379,0.51006848,0.34808170,0.05676360,1.07281805,0.38493449,0.35874917
-4.98549275,2.38243236,0.11041915,0.04803313,0.49039119,0.32593625,0.05024015,1.00282754,0.37571066,0.35624805
-4.97948974,2.28133476,0.11398989,0.04777928,0.47270938,0.30532485,0.04433690,0.93921162,0.36948306,0.35500296
-4.97348674,2.19515389,0.11774602,0.04820238,0.45726047,0.28649597,0.03904529,0.88252024,0.36643207,0.35497755
-4.96748374,2.12459507,0.12165821,0.04932230,0.44424585,0.26967953,0.03435030,0.83323017,0.36672236,0.35611268
-4.96148074,2.07022747,0.12569348,0.05115925,0.43383119,0.25508643,0.03023197,0.79174914,0.37050483,0.35833155
-4.95547774,2.03250581,0.12981728,0.05373421,0.42614809,0.24290914,0.02666695,0.75842189,0.37791838,0.36154576
-4.94947474,2.01179439,0.13399580,0.05706896,0.42129672,0.23332317,0.02363007,0.73353751,0.38909115,0.36566190
-4.94347174,2.00839165,0.13819837,0.06118598,0.41934908,0.22648909,0.02109564,0.71733724,0.40414092,0.37058849
-4.93746873,2.02255296,0.14239971,0.06610778,0.42035247,0.22255494,0.01903876,0.71002205,0.42317441,0.37624256
-4.93146573,2.05450964,0.14658194,0.07185606,0.42433293,0.22165857,0.01743631,0.71175931,0.44628529,0.38255559
-4.92546273,2.10448234,0.15073616,0.07845045,0.43129806,0.22392979,0.01626777,0.72268761,0.47355079,0.38947844
-4.91945973,2.17268698,0.15486350,0.08590685,0.44123913,0.22949176,0.01551586,0.74291940,0.50502675,0.39698471
-4.91345673,2.25933238,0.15897543,0.09423567,0.45413213,0.23846161,0.01516682,0.77254078,0.54074138,0.40507249
-4.90745373,2.36460859,0.16309343,0.10343976,0.46993761,0.25094991,0.01521052,0.81160824,0.58068769,0.41376412
-4.90145073,2.48866611,0.16724786,0.11351223,0.48859937,0.26705881,0.01564028,0.86014233,0.62481510,0.42310394
-4.89544772,2.63158638,0.17147605,0.12443438,0.51004195,0.28687888,0.01645241,0.91811818,0.67302046,0.43315414
-4.88944472,2.79334477,0.17581976,0.13617363,0.53416727,0.31048454,0.01764563,0.98545341,0.72513916,0.44398884
-4.88344172,2.97376771,0.18032215,0.14868176,0.56085050,0.33792821,0.01922013,1.06199387,0.78093666,0.45568658
-4.87743872,3.17248629,0.18502422,0.16189353,0.58993567,0.36923332,0.02117660,1.14749789,0.84010127,0.46832188
-4.87143572,3.38888870,0.18996114,0.17572570,0.62123124,0.40438649,0.02351503,1.24161993,0.90223864,0.48195602
-4.86543272,3.62207458,0.19515858,0.19007671,0.65450630,0.44332911,0.02623347,1.34389463,0.96686848,0.49662785
-4.85942971,3.87081406,0.20062923,0.20482693,0.68948744,0.48594888,0.02932676,1.45372215,1.03342409,0.51234500
-4.85342671,4.13351436,0.20636976,0.21983973,0.72585701,0.53207155,0.03278526,1.57035601,1.10125506,0.52907612
-4.84742371,4.40819674,0.21235844,0.23496309,0.76325284,0.58145359,0.03659369,1.69289423,1.16963324,0.54674462
-4.84142071,4.69248604,0.21855356,0.25003207,0.80126971,0.63377602,0.04073011,1.82027491,1.23776225,0.56522446
-4.83541771,4.98361466,0.22489279,0.26487185,0.83946276,0.68864022,0.04516514,1.95127674,1.30479030,0.58433808
-4.82941471,5.27844224,0.23129352,0.27930134,0.87735274,0.74556584,0.04986138,2.08452533,1.36982611,0.60385702
-4.82341171,5.57349165,0.23765435,0.29313726,0.91443315,0.80399148,0.05477323,2.21850558,1.43195756,0.62350500
-4.81740870,5.86500115,0.24385751,0.30619853,0.95017901,0.86327835,0.05984702,2.35158022,1.49027240,0.64296372
-4.81140570,6.14899179,0.24977225,0.31831081,0.98405699,0.92271710,0.06502147,2.48201457,1.54388047,0.66188092
-4.80540270,6.42134853,0.25525910,0.32931106,1.01553666,0.98153800,0.07022861,2.60800691,1.59193660,0.67988059
-4.79939970,6.67791273,0.26017473,0.33905194,1.04410232,1.03892428,0.07539501,2.72772401,1.63366332,0.69657482
-4.79339670,6.91458320,0.26437718,0.34740584,1.06926519,1.09402858,0.08044332,2.83934080,1.66837266,0.71157681
-4.78739370,7.12742250,0.26773140,0.35426854,1.09057528,1.14599191,0.08529419,2.94108295,1.69548626,0.72451445
-4.78139070,7.31276457,0.27011464,0.35956216,1.10763270,1.19396484,0.08986826,3.03127121,1.71455281,0.73504389
-4.77538769,7.46732002,0.27142158,0.36323755,1.12009797,1.23712998,0.09408843,3.10836580,1.72526253,0.74286249
-4.76938469,7.58827496,0.27156892,0.36527582,1.12770095,1.27472520,0.09788204,3.17100936,1.72745782,0.74772058
-4.76338169,7.67337954,0.27049917,0.36568916,1.13024803,1.30606652,0.10118309,3.21806680,1.72113991,0.74943148
-4.75737869,7.72102264,0.26818364,0.36452073,1.12762744,1.33056979,0.10393426,3.24866045,1.70647115,0.74787943
-4.75137569,7.73028968,0.26462425,0.36184391,1.11981255,1.34777032,0.10608870,3.26219903,1.68377284,0.74302497
-4.74537269,7.70100080,0.25985430,0.35776062,1.10686281,1.35733944,0.10761148,3.25839920,1.65351875,0.73490768
-4.73936968,7.63372787,0.25393805,0.35239905,1.08892271,1.35909721,0.10848070,3.23729862,1.61632437,0.72364607
-4.73336668,7.52978911,0.24696919,0.34591063,1.06621839,1.35302081,0.10868808,3.19925980,1.57293236,0.70943472
-4.72736368,7.39122115,0.23906822,0.33846659,1.03905237,1.33924782,0.10823918,3.14496447,1.52419459,0.69253880
-4.72136068,7.22072938,0.23037888,0.33025385,1.00779637,1.31807447,0.10715309,3.07539836,1.47105128,0.67328611
-4.71535768,7.02161798,0.22106385,0.32147069,0.97288253,1.28994851,0.10546173,2.99182693,1.41450789,0.65205716
-4.70935468,6.79770209,0.21129981,0.31232205,0.93479330,1.25545723,0.10320873,2.89576287,1.35561045,0.62927352
-4.70335168,6.55320512,0.20127202,0.30301460,0.89405034,1.21531074,0.10044800,2.78892637,1.29541996,0.60538498
-4.69734867,6.29264485,0.19116885,0.29375180,0.85120275,1.17032145,0.09724203,2.67319986,1.23498669,0.58085606
-4.69134567,6.02071237,0.18117623,0.28472893,0.80681493,1.12138039,0.09366004,2.55057871,1.17532496,0.55615217
-4.68534267,5.74214820,0.17147230,0.27612822,0.76145453,1.06943141,0.08977607,2.42311984,1.11738924,0.53172620
-4.67933967,5.46161988,0.16222254,0.26811426,0.71568077,1.01544434,0.08566706,2.29289012,1.06205207,0.50800573
-4.67333667,5.18360542,0.15357540,0.26082969,0.67003344,0.96038812,0.08141108,2.16191647,1.01008456,0.48538141
-4.66733367,4.91228652,0.14565864,0.25439146,0.62502288,0.90520500,0.07708568,2.03213944,0.96213979,0.46419688
-4.66133067,4.65145500,0.13857645,0.24888756,0.58112128,0.85078685,0.07276653,1.90537173,0.91873982,0.44474042
-4.65532766,4.40443556,0.13240746,0.24437461,0.53875523,0.79795428,0.06852635,1.78326321,0.88026644,0.42723870
-4.64932466,4.17402692,0.12720359,0.24087614,0.49830007,0.74743949,0.06443404,1.66727306,0.84695599,0.41185263
-4.64332166,3.96246278,0.12298982,0.23838186,0.46007568,0.69987306,0.06055424,1.55865002,0.81889844,0.39867552
