energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.75987994,4.58941913,0.02871282,0.84583228,0.16220974,1.55750353,1.28326831,1.05224589
-5.75387694,4.46037089,0.02827090,0.83583348,0.16022427,1.49273430,1.24681392,1.03053297
-5.74787394,4.32165232,0.02769575,0.82316783,0.15772296,1.42602833,1.20827023,1.00579884
-5.74187094,4.17495545,0.02700834,0.80828617,0.15478495,1.35775866,1.16808718,0.97853739
-5.73586793,4.02228746,0.02623346,0.79170788,0.15150041,1.28839079,1.12679038,0.94933425
-5.72986493,3.86591487,0.02539914,0.77400331,0.14796739,1.21847505,1.08496484,0.91885013
-5.72386193,3.70829641,0.02453599,0.75577438,0.14428833,1.14863459,1.04323614,0.88780118
-5.71785893,3.55200811,0.02367640,0.73763417,0.14056635,1.07955011,1.00225004,0.85693757
-5.71185593,3.39966472,0.02285372,0.72018643,0.13690175,1.01194232,0.96265172,0.82702097
-5.70585293,3.25384126,0.02210143,0.70400576,0.13338854,0.94655333,0.92506570,0.79880218
-5.69984992,3.11699870,0.02145219,0.68961942,0.13011147,0.88412802,0.89007762,0.77299957
-5.69384692,2.99141697,0.02093703,0.67749128,0.12714345,0.82539660,0.85821859,0.75027937
-5.68784392,2.87913808,0.02058451,0.66800856,0.12454366,0.77105900,0.82995304,0.73123831
-5.68184092,2.78192140,0.02041989,0.66147169,0.12235621,0.72177210,0.80567028,0.71638924
-5.67583792,2.70121226,0.02046445,0.65808747,0.12060959,0.67813988,0.78568026,0.70614989
-5.66983492,2.63812419,0.02073484,0.65796564,0.11931670,0.64070696,0.77021319,0.70083522
-5.66383192,2.59343444,0.02124253,0.66111865,0.11847547,0.60995532,0.75942304,0.70065299
-5.65782891,2.56759172,0.02199342,0.66746453,0.11807010,0.58630399,0.75339424,0.70570269
-5.65182591,2.56073448,0.02298745,0.67683234,0.11807264,0.57011117,0.75215097,0.71597745
-5.64582291,2.57271768,0.02421853,0.68897005,0.11844493,0.56167827,0.75566837,0.73136862
-5.63981991,2.60314593,0.02567441,0.70355412,0.11914070,0.56125506,0.76388477,0.75167257
-5.63381691,2.65141055,0.02733685,0.72020064,0.12010773,0.56904534,0.77671414,0.77659950
-5.62781391,2.71672831,0.02918190,0.73847732,0.12129002,0.58521230,0.79405802,0.80578357
-5.62181091,2.79817996,0.03118030,0.75791618,0.12262977,0.60988296,0.81581626,0.83879423
-5.61580790,2.89474650,0.03329809,0.77802643,0.12406914,0.64315120,0.84189582,0.87514823
-5.60980490,3.00534198,0.03549737,0.79830724,0.12555185,0.68507882,0.87221753,0.91432203
-5.60380190,3.12884161,0.03773715,0.81826026,0.12702435,0.73569457,0.90672011,0.95576430
-5.59779890,3.26410456,0.03997437,0.83740151,0.12843680,0.79499078,0.94536168,0.99890826
-5.59179590,3.40999088,0.04216501,0.85527256,0.12974374,0.86291779,0.98811848,1.04318350
-5.58579290,3.56537263,0.04426521,0.87145075,0.13090450,0.93937631,1.03498107,1.08802720
-5.57978989,3.72913933,0.04623249,0.88555827,0.13188339,1.02420802,1.08594819,1.13289428
-5.57378689,3.90019798,0.04802690,0.89727004,0.13264977,1.11718486,1.14101864,1.17726642
-5.56778389,4.07746843,0.04961214,0.90632007,0.13317797,1.21799747,1.20018149,1.22065970
-5.56178089,4.25987456,0.05095656,0.91250633,0.13344714,1.32624353,1.26340525,1.26263056
-5.55577789,4.44633236,0.05203402,0.91569386,0.13344108,1.44141650,1.33062628,1.30278010
-5.54977489,4.63573563,0.05282462,0.91581610,0.13314805,1.56289554,1.40173725,1.34075645
-5.54377189,4.82694054,0.05331511,0.91287435,0.13256063,1.68993741,1.47657597,1.37625535
-5.53776888,5.01875010,0.05349925,0.90693541,0.13167555,1.82167085,1.55491539,1.40901891
-5.53176588,5.20989989,0.05337774,0.89812738,0.13049360,1.95709424,1.63645522,1.43883274
-5.52576288,5.39904630,0.05295811,0.88663390,0.12901953,2.09507721,1.72081591,1.46552176
-5.51975988,5.58475867,0.05225423,0.87268695,0.12726197,2.23436651,1.80753540,1.48894498
-5.51375688,5.76551658,0.05128574,0.85655848,0.12523330,2.37359669,1.89606924,1.50898969
-5.50775388,5.93971356,0.05007728,0.83855141,0.12294954,2.51130584,1.98579451,1.52556559
-5.50175088,6.10566807,0.04865760,0.81899012,0.12043017,2.64595632,2.07601778,1.53859931
-5.49574787,6.26164263,0.04705859,0.79821107,0.11769790,2.77596045,2.16598725,1.54802980
-5.48974487,6.40587122,0.04531431,0.77655387,0.11477841,2.89971070,2.25490906,1.55380507
-5.48374187,6.53659485,0.04346002,0.75435310,0.11169995,3.01561380,2.34196733,1.55588050
-5.47773887,6.65210457,0.04153124,0.73193137,0.10849299,3.12212783,2.42634756,1.55421900
-5.47173587,6.75079060,0.03956296,0.70959356,0.10518974,3.21780115,2.50726235,1.54879313
-5.46573287,6.83119570,0.03758896,0.68762264,0.10182367,3.30131193,2.58397855,1.53958890
-5.45972986,6.89207044,0.03564118,0.66627694,0.09842901,3.37150662,2.65584450,1.52661115
-5.45372686,6.93242750,0.03374936,0.64578869,0.09504023,3.42743583,2.72231576,1.50988998
-5.44772386,6.95159192,0.03194076,0.62636390,0.09169148,3.46838595,2.78297806,1.48948775
-5.44172086,6.94924426,0.03023995,0.60818298,0.08841615,3.49390489,2.83756576,1.46550602
-5.43571786,6.92545339,0.02866883,0.59140207,0.08524632,3.50382055,2.88597440,1.43809170
-5.42971486,6.88069638,0.02724664,0.57615459,0.08221230,3.49825064,2.92826623,1.40744192
-5.42371186,6.81586333,0.02599001,0.56255264,0.07934222,3.47760326,2.96466784,1.37380686
-5.41770885,6.73224552,0.02491316,0.55068811,0.07666155,3.44256752,2.99555941,1.33749021
-5.41170585,6.63150665,0.02402790,0.54063317,0.07419271,3.39409429,3.02145566,1.29884691
-5.40570285,6.51563737,0.02334381,0.53244007,0.07195471,3.33336770,3.04297908,1.25827807
-5.39969985,6.38689478,0.02286819,0.52614013,0.06996276,3.26176814,3.06082662,1.21622313
-5.39369685,6.24772936,0.02260607,0.52174222,0.06822796,3.18082839,3.07573139,1.17314956
-5.38769385,6.10070257,0.02256012,0.51923068,0.06675699,3.09218471,3.08842150,1.12954057
-5.38169085,5.94839923,0.02273049,0.51856308,0.06555192,2.99752492,3.09957832,1.08588145
-5.37568784,5.79333922,0.02311467,0.51966823,0.06460998,2.89853600,3.10979690,1.04264529
-5.36968484,5.63789300,0.02370720,0.52244459,0.06392358,2.79685332,3.11955079,1.00027890
-5.36368184,5.48420549,0.02449956,0.52675967,0.06348025,2.69401414,3.12916387,0.95918962
-5.35767884,5.33413255,0.02547995,0.53245063,0.06326290,2.59141717,3.13879112,0.91973399
-5.35167584,5.18919307,0.02663320,0.53932630,0.06325010,2.49029005,3.14840977,0.88220867
-5.34567284,5.05053949,0.02794073,0.54717090,0.06341656,2.39166605,3.15782183,0.84684434
-5.33966983,4.91894776,0.02938070,0.55574935,0.06373379,2.29637065,3.16666804,0.81380274
-5.33366683,4.79482695,0.03092822,0.56481417,0.06417085,2.20501826,3.17445265,0.78317709
-5.32766383,4.67824749,0.03255570,0.57411367,0.06469533,2.11801871,3.18057781,0.75499565
-5.32166083,4.56898576,0.03423342,0.58340112,0.06527433,2.03559247,3.18438533,0.72922827
-5.31565783,4.46658171,0.03593013,0.59244442,0.06587559,1.95779339,3.18520347,0.70579539
-5.30965483,4.37040579,0.03761386,0.60103574,0.06646862,1.88453711,3.18239569,0.68457884
-5.30365183,4.27973052,0.03925274,0.60900051,0.06702578,1.81563309,3.17540823,0.66543387
-5.29764882,4.19380216,0.04081592,0.61620537,0.06752327,1.75081832,3.16381339,0.64820144
-5.29164582,4.11190793,0.04227445,0.62256422,0.06794205,1.68979047,3.14734572,0.63272025
-5.28564282,4.03343466,0.04360218,0.62804235,0.06826851,1.63223859,3.12592846,0.61883758
-5.27963982,3.95791553,0.04477649,0.63265792,0.06849489,1.57786971,3.09968857,0.60641855
-5.27363682,3.88506225,0.04577901,0.63648092,0.06861953,1.52643007,3.06895905,0.59535317
-5.26763382,3.81478128,0.04659607,0.63962933,0.06864675,1.47772006,3.03426835,0.58556093
-5.26163082,3.74717371,0.04721901,0.64226283,0.06858651,1.43160246,2.99631736,0.57699288
-5.25562781,3.68251950,0.04764428,0.64457423,0.06845376,1.38800414,2.95594515,0.56963104
-5.24962481,3.62124786,0.04787336,0.64677907,0.06826763,1.34691159,2.91408580,0.56348566
-5.24362181,3.56389647,0.04791237,0.64910409,0.06805030,1.30836129,2.87171857,0.55859038
-5.23761881,3.51106278,0.04777159,0.65177498,0.06782589,1.27242601,2.82981475,0.55499599
-5.23161581,3.46335120,0.04746483,0.65500441,0.06761914,1.23919853,2.78928426,0.55276333
-5.22561281,3.42132012,0.04700857,0.65898073,0.06745416,1.20877415,2.75092521,0.55195579
-5.21960980,3.38543258,0.04642112,0.66385825,0.06735324,1.18123359,2.71537966,0.55263217
-5.21360680,3.35601404,0.04572174,0.66974954,0.06733574,1.15662756,2.68309797,0.55484044
-5.20760380,3.33322025,0.04492972,0.67672019,0.06741723,1.13496430,2.65431400,0.55861272
-5.20160080,3.31701721,0.04406363,0.68478648,0.06760880,1.11620080,2.62903251,0.56396205
-5.19559780,3.30717461,0.04314052,0.69391592,0.06791667,1.10023842,2.60702944,0.57088103
-5.18959480,3.30327309,0.04217543,0.70403075,0.06834206,1.08692318,2.58786494,0.57934245
-5.18359180,3.30472451,0.04118093,0.71501414,0.06888133,1.07605038,2.57090825,0.58930184
-5.17758879,3.31080394,0.04016689,0.72671874,0.06952640,1.06737336,2.55537299,0.60070173
-5.17158579,3.32069097,0.03914041,0.73897700,0.07026534,1.06061549,2.54036060,0.61347718
-5.16558279,3.33351763,0.03810593,0.75161282,0.07108318,1.05548451,2.52490950,0.62756232
-5.15957979,3.34841938,0.03706544,0.76445352,0.07196283,1.05168807,2.50804708,0.64289706
-5.15357679,3.36458616,0.03601888,0.77734178,0.07288608,1.04894939,2.48884171,0.65943377
-5.14757379,3.38130967,0.03496455,0.79014655,0.07383451,1.04702172,2.46645185,0.67714305
-5.14157079,3.39802416,0.03389963,0.80277236,0.07479045,1.04570074,2.44016985,0.69601825
-5.13556778,3.41433784,0.03282073,0.81516651,0.07573773,1.04483384,2.40945817,0.71607822
-5.12956478,3.43005290,0.03172436,0.82732359,0.07666229,1.04432574,2.37397635,0.73736791
-5.12356178,3.44517304,0.03060742,0.83928720,0.07755260,1.04413994,2.33359771,0.75995675
-5.11755878,3.45989780,0.02946760,0.85114847,0.07839986,1.04429603,2.28841524,0.78393460
-5.11155578,3.47460425,0.02830368,0.86304171,0.07919792,1.04486289,2.23873680,0.80940544
-5.10555278,3.48981710,0.02711578,0.87513728,0.07994306,1.04594835,2.18507040,0.83647904
-5.09954977,3.50616909,0.02590544,0.88763199,0.08063354,1.04768595,2.12810071,0.86526112
-5.09354677,3.52435428,0.02467562,0.90073774,0.08126903,1.05021970,2.06865845,0.89584236
-5.08754377,3.54507699,0.02343068,0.91466884,0.08184989,1.05368788,2.00768464,0.92828701
-5.08154077,3.56899952,0.02217616,0.92962886,0.08237649,1.05820689,1.94619166,0.96262185
-5.07553777,3.59669207,0.02091862,0.94579768,0.08284845,1.06385631,1.88522350,0.99882601
-5.06953477,3.62858768,0.01966528,0.96331955,0.08326401,1.07066608,1.82581709,1.03682259
-5.06353177,3.66494504,0.01842383,0.98229272,0.08361954,1.07860665,1.76896668,1.07647245
-5.05752876,3.70582138,0.01720204,1.00276142,0.08390911,1.08758283,1.71559288,1.11757092
-5.05152576,3.75105707,0.01600754,1.02471045,0.08412441,1.09743167,1.66651759,1.15984754
-5.04552276,3.80027276,0.01484749,1.04806295,0.08425473,1.10792456,1.62244567,1.20296925
-5.03951976,3.85287927,0.01372840,1.07268116,0.08428728,1.11877351,1.58395367,1.24654678
-5.03351676,3.90809941,0.01265592,1.09837051,0.08420761,1.12964117,1.55148566,1.29014428
-5.02751376,3.96500061,0.01163471,1.12488644,0.08400029,1.14015404,1.52535566,1.33329149
-5.02151076,4.02253596,0.01066836,1.15194376,0.08364965,1.14991814,1.50575571,1.37549817
-5.01550775,4.07959152,0.00975939,1.17922797,0.08314067,1.15853617,1.49276860,1.41626982
-5.00950475,4.13503663,0.00890921,1.20640774,0.08245987,1.16562517,1.48638372,1.45512397
-5.00350175,4.18777442,0.00811824,1.23314792,0.08159618,1.17083375,1.48651454,1.49160614
-4.99749875,4.23678925,0.00738595,1.25912230,0.08054172,1.17385773,1.49301625,1.52530464
-4.99149575,4.28118839,0.00671102,1.28402519,0.07929250,1.17445348,1.50570185,1.55586321
-4.98549275,4.32023529,0.00609145,1.30758134,0.07784883,1.17244815,1.52435563,1.58299106
-4.97948974,4.35337274,0.00552469,1.32955354,0.07621569,1.16774623,1.54874272,1.60646953
-4.97348674,4.38023441,0.00500782,1.34974743,0.07440269,1.16033212,1.57861415,1.62615517
-4.96748374,4.40064456,0.00453764,1.36801347,0.07242397,1.15026869,1.61370690,1.64197908
-4.96148074,4.41460600,0.00411082,1.38424590,0.07029774,1.13769180,1.65373914,1.65394266
-4.95547774,4.42227755,0.00372398,1.39837903,0.06804573,1.12280136,1.69840108,1.66211022
-4.94947474,4.42394273,0.00337383,1.41038128,0.06569237,1.10584937,1.74734232,1.66659896
-4.94347174,4.41997221,0.00305717,1.42024756,0.06326396,1.08712573,1.80015706,1.66756714
-4.93746873,4.41078291,0.00277098,1.42799077,0.06078764,1.06694260,1.85636856,1.66520154
-4.93146573,4.39679684,0.00251246,1.43363328,0.05829047,1.04561837,1.91541475,1.65970499
-4.92546273,4.37840312,0.00227902,1.43719936,0.05579842,1.02346209,1.97663671,1.65128515
-4.91945973,4.35592617,0.00206830,1.43870927,0.05333554,1.00075923,2.03927177,1.64014561
-4.91345673,4.32960290,0.00187818,1.43817602,0.05092319,0.97775973,2.10245288,1.62647983
-4.90745373,4.29957107,0.00170672,1.43560522,0.04857946,0.95466877,2.16521538,1.61046905
-4.90145073,4.26587044,0.00155219,1.43099854,0.04631875,0.93164098,2.22651218,1.59228408
-4.89544772,4.22845724,0.00141304,1.42436095,0.04415163,0.90877825,2.28523750,1.57209159
-4.88944472,4.18723193,0.00128786,1.41571157,0.04208477,0.88613124,2.34025905,1.55006430
-4.88344172,4.14207897,0.00117538,1.40509783,0.04012122,0.86370440,2.39045785,1.52639499
-4.87743872,4.09291674,0.00107447,1.39261224,0.03826074,0.84146430,2.43477421,1.50131329
-4.87143572,4.03975488,0.00098411,1.37841083,0.03650037,0.81935051,2.47225805,1.47510445
-4.86543272,3.98275564,0.00090338,1.36273224,0.03483505,0.79728857,2.50212129,1.44812879
-4.85942971,3.92229552,0.00083151,1.34591618,0.03325840,0.77520412,2.52378959,1.42084059
-4.85342671,3.85902336,0.00076780,1.32841999,0.03176342,0.75303748,2.53695081,1.39380502
-4.84742371,3.79391066,0.00071173,1.31083190,0.03034336,0.73075770,2.54159739,1.36771169
-4.84142071,3.72829074,0.00066288,1.29387989,0.02899234,0.70837544,2.53806005,1.34338367
-4.83541771,3.66388328,0.00062101,1.27843495,0.02770605,0.68595388,2.52703062,1.32178069
-4.82941471,3.60280170,0.00058605,1.26550796,0.02648232,0.66361704,2.50957205,1.30399589
-4.82341171,3.54754157,0.00055812,1.25623948,0.02532148,0.64155516,2.48711454,1.29124517
-4.81740870,3.50094901,0.00053755,1.25188221,0.02422667,0.62002686,2.46143681,1.28484917
-4.81140570,3.46616912,0.00052489,1.25377612,0.02320398,0.59935787,2.43463286,1.28620768
-4.80540270,3.44657534,0.00052097,1.26331660,0.02226237,0.57993654,2.40906456,1.29676700
-4.79939970,3.44568150,0.00052685,1.28191634,0.02141358,0.56220617,2.38730153,1.31798083
-4.79339670,3.46703937,0.00054387,1.31096208,0.02067180,0.54665471,2.37205004,1.35126603
-4.78739370,3.51412485,0.00057368,1.35176732,0.02005325,0.53380204,2.36607313,1.39795425
-4.78139070,3.59021696,0.00061819,1.40552290,0.01957571,0.52418550,2.37210474,1.45924134
-4.77538769,3.69827388,0.00067960,1.47324690,0.01925795,0.51834415,2.39276057,1.53613624
-4.76938469,3.84081078,0.00076038,1.55573610,0.01911905,0.51680231,2.43044875,1.62941131
-4.76338169,4.01978398,0.00086324,1.65352076,0.01917782,0.52005289,2.48728328,1.73955625
-4.75737869,4.23648620,0.00099111,1.76682481,0.01945206,0.52854109,2.56500323,1.86673739
-4.75137569,4.49145705,0.00114705,1.89553327,0.01995794,0.54264884,2.66490034,2.01076464
-4.74537269,4.78441275,0.00133425,2.03916864,0.02070931,0.56268034,2.78775762,2.17106749
-4.73936968,5.11419813,0.00155588,2.19687765,0.02171713,0.58884921,2.93380101,2.34668173
-4.73336668,5.47876351,0.00181504,2.36742941,0.02298886,0.62126726,3.10266586,2.53624800
-4.72736368,5.87516798,0.00211461,2.54922568,0.02452799,0.65993534,3.29337962,2.73802274
-4.72136068,6.29960983,0.00245717,2.74032339,0.02633356,0.70473637,3.50436156,2.94990183
-4.71535768,6.74748364,0.00284478,2.93846907,0.02839981,0.75543061,3.73343990,3.16945655
-4.70935468,7.21346282,0.00327893,3.14114447,0.03071590,0.81165354,3.97788628,3.39398105
-4.70335168,7.69160532,0.00376031,3.34562185,0.03326577,0.87291622,4.23446687,3.62054990
-4.69734867,8.17547923,0.00428870,3.54902734,0.03602802,0.93860844,4.49950909,3.84608390
-4.69134567,8.65830446,0.00486283,3.74841010,0.03897603,1.00800459,4.76898231,4.06742189
-4.68534267,9.13310605,0.00548025,3.94081484,0.04207813,1.08027247,5.03859049,4.28139617
-4.67933967,9.59287408,0.00613725,4.12335517,0.04529798,1.15448490,5.30387437,4.48490855
-4.67333667,10.03072534,0.00682881,4.29328506,0.04859504,1.22963431,5.56032049,4.67500469
-4.66733367,10.44006164,0.00754858,4.44806591,0.05192526,1.30465008,5.80347392,4.84894375
-4.66133067,10.81472012,0.00828891,4.58542689,0.05524189,1.37841849,6.02905173,5.00426128
-4.65532766,11.14911124,0.00904096,4.70341667,0.05849644,1.44980514,6.23305381,5.13882315
-4.64932466,11.43834096,0.00979483,4.80044492,0.06163977,1.51767929,6.41186789,5.25086914
-4.64332166,11.67831404,0.01053976,4.87531264,0.06462331,1.58093978,6.56236583,5.33904501
-4.63731866,11.86581660,0.01126441,4.92723084,0.06740033,1.63854192,6.68198824,5.40242275
-4.63131566,11.99857655,0.01195709,4.95582761,0.06992731,1.68952456,6.76881509,5.44050903
-4.62531266,12.07530152,0.01260619,4.96114415,0.07216522,1.73303665,6.82162028,5.45324244
-4.61930965,12.09569454,0.01320045,4.94362074,0.07408083,1.76836235,6.83990849,5.44098043
-4.61330665,12.06044834,0.01372936,4.90407394,0.07564788,1.79494389,6.82393356,5.40447750
-4.60730365,11.97121950,0.01418354,4.84366654,0.07684809,1.81240110,6.77469768,5.34485585
-4.60130065,11.83058428,0.01455504,4.76387181,0.07767203,1.82054707,6.69393162,5.26357041
-4.59529765,11.64197771,0.01483764,4.66643382,0.07811962,1.81939882,6.58405654,5.16236950
-4.58929465,11.40961803,0.01502713,4.55332504,0.07820046,1.80918266,6.44812862,5.04325284
-4.58329165,11.13841817,0.01512144,4.42670272,0.07793379,1.79033359,6.28976778,4.90842789
-4.57728864,10.83388611,0.01512078,4.28886499,0.07734809,1.76348858,6.11307269,4.76026572
-4.57128564,10.50201583,0.01502762,4.14220745,0.07648041,1.72947368,5.92252410,4.60125689
-4.56528264,10.14917031,0.01484665,3.98918074,0.07537535,1.68928515,5.72287894,4.43396806
-4.55927964,9.78195835,0.01458462,3.83224938,0.07408371,1.64406514,5.51905795,4.26099930
-4.55327664,9.40710660,0.01425010,3.67385204,0.07266093,1.59507249,5.31602925,4.08494254
-4.54727364,9.03132870,0.01385319,3.51636306,0.07116530,1.54364965,5.11869092,3.90834086
-4.54127064,8.66119329,0.01340518,3.36205544,0.06965609,1.49118666,4.93175499,3.73364898
-4.53526763,8.30299317,0.01291812,3.21306513,0.06819156,1.43908347,4.75963582,3.56319481
-4.52926463,7.96261789,0.01240447,3.07135683,0.06682699,1.38871183,4.60634513,3.39914256
-4.52326163,7.64543254,0.01187661,2.93869155,0.06561288,1.34137797,4.47539642,3.24345762
-4.51725863,7.35616564,0.01134650,2.81659644,0.06459321,1.29828736,4.36972082,3.09787398
-4.51125563,7.09880910,0.01082528,2.70633748,0.06380404,1.26051282,4.29159660,2.96386487
-4.50525263,6.87653341,0.01032294,2.60889593,0.06327235,1.22896683,4.24259425,2.84261760
-4.49924962,6.69162101,0.00984807,2.52494926,0.06301529,1.20437903,4.22353854,2.73501350
-4.49324662,6.54542050,0.00940767,2.45485777,0.06303970,1.18727972,4.23448899,2.64161402
-4.48724362,6.43832407,0.00900701,2.39865767,0.06334217,1.17798949,4.27473967,2.56265396
-4.48124062,6.36976970,0.00864959,2.35606150,0.06390935,1.17661562,4.34283869,2.49804234
-4.47523762,6.33826915,0.00833721,2.32646663,0.06471874,1.18305495,4.43662754,2.44737178
-4.46923462,6.34146192,0.00806998,2.30897200,0.06573974,1.19700317,4.55329965,2.40993629
-4.46323162,6.37619416,0.00784660,2.30240354,0.06693502,1.21797000,4.68947720,2.38475749
-4.45722861,6.43862091,0.00766449,2.30534760,0.06826214,1.24529978,4.84130441,2.37061887
-4.45122561,6.52432888,0.00752012,2.31619207,0.06967520,1.27819652,5.00455516,2.36610688
-4.44522261,6.62847611,0.00740924,2.33317385,0.07112676,1.31575258,5.17475202,2.36965805
-4.43921961,6.74594413,0.00732728,2.35443164,0.07256954,1.35697999,5.34729337,2.37961029
-4.43321661,6.87149768,0.00726959,2.37806200,0.07395822,1.40084328,5.51758478,2.39425671
-4.42721361,6.99994646,0.00723179,2.40217705,0.07525098,1.44629273,5.68117063,2.41190012
-4.42121061,7.12630322,0.00721007,2.42496166,0.07641087,1.49229691,5.83386138,2.43090609
-4.41520760,7.24593279,0.00720141,2.44472797,0.07740696,1.53787360,5.97185246,2.44975256
-4.40920460,7.35468641,0.00720387,2.45996527,0.07821516,1.58211789,6.09183023,2.46707431
-4.40320160,7.44901683,0.00721670,2.46938329,0.07881874,1.62422687,6.19106138,2.48170046
-4.39719860,7.52606987,0.00724049,2.47194721,0.07920853,1.66351997,6.26746227,2.49268378
-4.39119560,7.58374933,0.00727725,2.46690312,0.07938291,1.69945457,6.31964558,2.49932063
-4.38519260,7.62075331,0.00733038,2.45379295,0.07934738,1.73163647,6.34694247,2.50116113
-4.37918959,7.63658080,0.00740464,2.43245840,0.07911403,1.75982496,6.34939940,2.49800917
-4.37318659,7.63150903,0.00750607,2.40303385,0.07870074,1.78393266,6.32774985,2.48991267
-4.36718359,7.60654319,0.00764175,2.36592877,0.07813026,1.80402029,6.28336213,2.47714473
-4.36118059,7.56334099,0.00781963,2.32180044,0.07742922,1.82028671,6.21816571,2.46017669
-4.35517759,7.50411614,0.00804827,2.27151852,0.07662704,1.83305494,6.13455921,2.43964456
-4.34917459,7.43152510,0.00833651,2.21612296,0.07575493,1.84275468,6.03530425,2.41631054
-4.34317159,7.34854253,0.00869314,2.15677730,0.07484491,1.84990232,5.92340981,2.39102140
-4.33716858,7.25833094,0.00912659,2.09471949,0.07392885,1.85507919,5.80201224,2.36466572
-4.33116558,7.16411042,0.00964450,2.03121233,0.07303776,1.85890899,5.67425614,2.33813202
-4.32516258,7.06903387,0.01025343,1.96749576,0.07220109,1.86203530,5.54318138,2.31226947
-4.31915958,6.97607296,0.01095848,1.90474279,0.07144623,1.86509998,5.41162089,2.28785304
-4.31315658,6.88791921,0.01176298,1.84402104,0.07079811,1.86872324,5.28211345,2.26555430
-4.30715358,6.80690367,0.01266824,1.78626094,0.07027897,1.87348586,5.15683481,2.24591906
