energy_ev,total_up,In_p_up,In_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.51375688,4.52218597,1.53281180,0.01361546,4.00467529,3.37294580,0.00700389,0.15756368
-5.50775388,4.80488997,1.63011213,0.01455451,4.23830865,3.58557970,0.00742585,0.16558785
-5.50175088,5.08818157,1.72679387,0.01550903,4.46524426,3.80001984,0.00783928,0.17327434
-5.49574787,5.36776746,1.82157028,0.01646344,4.68223789,4.01293207,0.00823730,0.18049615
-5.48974487,5.63930585,1.91314392,0.01740180,4.88609486,4.22093109,0.00861317,0.18712996
-5.48374187,5.89850341,2.00023531,0.01830813,5.07374506,4.42065592,0.00896044,0.19305922
-5.47773887,6.14121497,2.08161214,0.01916677,5.24231766,4.60884790,0.00927319,0.19817712
-5.47173587,6.36354298,2.15611816,0.01996275,5.38921305,4.78242879,0.00954619,0.20238936
-5.46573287,6.56193318,2.22270080,0.02068215,5.51216941,4.93857630,0.00977500,0.20561668
-5.45972986,6.73326328,2.28043654,0.02131242,5.60932172,5.07479437,0.00995616,0.20779703
-5.45372686,6.87492109,2.32855310,0.02184273,5.67925076,5.18897563,0.01008728,0.20888724
-5.44772386,6.98486942,2.36644771,0.02226425,5.72102040,5.27945344,0.01016707,0.20886423
-5.44172086,7.06169481,2.39370064,0.02257033,5.73420156,5.34504164,0.01019543,0.20772566
-5.43571786,7.10463840,2.41008365,0.02275671,5.71888194,5.38506027,0.01017340,0.20548998
-5.42971486,7.11360737,2.41556282,0.02282158,5.67566092,5.39934610,0.01010313,0.20219594
-5.42371186,7.08916660,2.41029591,0.02276565,5.60562989,5.38824760,0.00998781,0.19790146
-5.41770885,7.03251069,2.39462406,0.02259204,5.51033859,5.35260450,0.00983155,0.19268205
-5.41170585,6.94541758,2.36905852,0.02230616,5.39174875,5.29371271,0.00963923,0.18662869
-5.40570285,6.83018561,2.33426264,0.02191555,5.25217671,5.21327624,0.00941632,0.17984538
-5.39969985,6.68955654,2.29103007,0.02142959,5.09422730,5.11334787,0.00916873,0.17244635
-5.39369685,6.52662789,2.24025989,0.02085919,4.92072128,4.99626142,0.00890260,0.16455302
-5.38769385,6.34475793,2.18292983,0.02021644,4.73461913,4.86455807,0.00862411,0.15629094
-5.38169085,6.14746717,2.12006839,0.01951427,4.53894376,4.72090999,0.00833928,0.14778663
-5.37568784,5.93834027,2.05272711,0.01876602,4.33670500,4.56804417,0.00805382,0.13916462
-5.36968484,5.72093173,1.98195377,0.01798510,4.13082814,4.40866924,0.00777299,0.13054456
-5.36368184,5.49867891,1.90876764,0.01718463,3.92408881,4.24540812,0.00750141,0.12203868
-5.35767884,5.27482486,1.83413735,0.01637710,3.71905605,4.08073835,0.00724305,0.11374956
-5.35167584,5.05235341,1.75896206,0.01557408,3.51804488,3.91694206,0.00700111,0.10576828
-5.34567284,4.83393768,1.68405642,0.01478604,3.32307934,3.75606649,0.00677800,0.09817298
-5.33966983,4.62190294,1.61013936,0.01402209,3.13586656,3.59989575,0.00657534,0.09102785
-5.33366683,4.41820371,1.53782701,0.01328994,2.95778171,3.44993367,0.00639400,0.08438259
-5.32766383,4.22441459,1.46762939,0.01259578,2.78986359,3.30739711,0.00623412,0.07827228
-5.32166083,4.04173346,1.39995070,0.01194431,2.63282011,3.17321897,0.00609523,0.07271763
-5.31565783,3.87099561,1.33509278,0.01133874,2.48704258,3.04805923,0.00597628,0.06772559
-5.30965483,3.71269670,1.27326129,0.01078091,2.35262767,2.93232268,0.00587578,0.06329037
-5.30365183,3.56702262,1.21457397,0.01027139,2.22940566,2.82618150,0.00579190,0.05939463
-5.29764882,3.43388406,1.15907042,0.00980961,2.11697351,2.72960117,0.00572251,0.05601095
-5.29164582,3.31295382,1.10672303,0.00939404,2.01473145,2.64236796,0.00566536,0.05310346
-5.28564282,3.20370516,1.05744817,0.00902234,1.92192162,2.56411688,0.00561810,0.05062960
-5.27963982,3.10544964,1.01111762,0.00869155,1.83766752,2.49435876,0.00557837,0.04854195
-5.27363682,3.01737337,0.96756951,0.00839824,1.76101307,2.43250585,0.00554387,0.04679006
-5.26763382,2.93857080,0.92661861,0.00813868,1.69096036,2.37789532,0.00551239,0.04532225
-5.26163082,2.86807572,0.88806582,0.00790897,1.62650502,2.32981055,0.00548186,0.04408740
-5.25562781,2.80488910,0.85170662,0.00770518,1.56666868,2.28750017,0.00545036,0.04303651
-5.24962481,2.74800409,0.81733836,0.00752345,1.51052779,2.25019501,0.00541613,0.04212426
-5.24362181,2.69642819,0.78476661,0.00736011,1.45723840,2.21712347,0.00537761,0.04131027
-5.23761881,2.64920302,0.75381032,0.00721173,1.40605656,2.18752556,0.00533339,0.04056025
-5.23161581,2.60542208,0.72430608,0.00707521,1.35635422,2.16066599,0.00528224,0.03984690
-5.22561281,2.56424669,0.69611138,0.00694780,1.30763049,2.13584672,0.00522311,0.03915058
-5.21960980,2.52492047,0.66910710,0.00682717,1.25951829,2.11241912,0.00515513,0.03845972
-5.21360680,2.48678238,0.64319919,0.00671141,1.21178674,2.08979576,0.00507756,0.03777108
-5.20760380,2.44927838,0.61831966,0.00659906,1.16433924,2.06746188,0.00498989,0.03708964
-5.20160080,2.41197147,0.59442697,0.00648910,1.11720791,2.04498622,0.00489175,0.03642842
-5.19559780,2.37455006,0.57150580,0.00638096,1.07054460,2.02203095,0.00478295,0.03580796
-5.18959480,2.33683407,0.54956622,0.00627446,1.02460902,1.99836022,0.00466353,0.03525570
-5.18359180,2.29877869,0.52864241,0.00616986,0.97975459,1.97384696,0.00453370,0.03480510
-5.17758879,2.26047528,0.50879085,0.00606776,0.93641248,1.94847739,0.00439388,0.03449474
-5.17158579,2.22214916,0.49008797,0.00596908,0.89507443,1.92235290,0.00424471,0.03436715
-5.16558279,2.18415409,0.47262746,0.00587500,0.85627495,1.89568895,0.00408706,0.03446764
-5.15957979,2.14696340,0.45651716,0.00578694,0.82057332,1.86881081,0.00392199,0.03484308
-5.15357679,2.11115773,0.44187553,0.00570645,0.78853595,1.84214607,0.00375080,0.03554048
-5.14757379,2.07740980,0.42882802,0.00563516,0.76071943,1.81621410,0.00357499,0.03660575
-5.14157079,2.04646638,0.41750320,0.00557474,0.73765475,1.79161277,0.00339627,0.03808232
-5.13556778,2.01912826,0.40802879,0.00552682,0.71983283,1.76900275,0.00321656,0.04000984
-5.12956478,1.99622869,0.40052787,0.00549292,0.70769171,1.74909022,0.00303794,0.04242291
-5.12356178,1.97861131,0.39511516,0.00547445,0.70160551,1.73260845,0.00286267,0.04534993
-5.11755878,1.96710824,0.39189376,0.00547263,0.70187542,1.72029925,0.00269320,0.04881201
-5.11155578,1.96251939,0.39095221,0.00548849,0.70872263,1.71289500,0.00253210,0.05282203
-5.10555278,1.96559369,0.39236218,0.00552287,0.72228351,1.71110199,0.00238211,0.05738390
-5.09954977,1.97701318,0.39617685,0.00557640,0.74260691,1.71558593,0.00224610,0.06249195
-5.09354677,1.99738053,0.40242996,0.00564959,0.76965369,1.72696015,0.00212707,0.06813060
-5.08754377,2.02721038,0.41113569,0.00574280,0.80329851,1.74577691,0.00202813,0.07427425
-5.08154077,2.06692501,0.42228933,0.00585634,0.84333373,1.77252215,0.00195250,0.08088746
-5.07553777,2.11685409,0.43586864,0.00599054,0.88947546,1.80761365,0.00190353,0.08792538
-5.06953477,2.17723842,0.45183591,0.00614579,0.94137145,1.85140239,0.00188460,0.09533455
-5.06353177,2.24823721,0.47014051,0.00632264,0.99861077,1.90417686,0.00189917,0.10305388
-5.05752876,2.32993803,0.49072180,0.00652186,1.06073476,1.96616938,0.00195072,0.11101598
-5.05152576,2.42236861,0.51351210,0.00674446,1.12724905,2.03756404,0.00204269,0.11914869
-5.04552276,2.52550929,0.53843954,0.00699180,1.19763593,2.11850491,0.00217843,0.12737682
-5.03951976,2.63930509,0.56543059,0.00726555,1.27136678,2.20910391,0.00236114,0.13562399
-5.03351676,2.76367596,0.59441179,0.00756771,1.34791372,2.30944705,0.00259377,0.14381451
-5.02751376,2.89852420,0.62531066,0.00790056,1.42675999,2.41959820,0.00287893,0.15187532
-5.02151076,3.04373804,0.65805550,0.00826661,1.50740847,2.53959968,0.00321879,0.15973774
-5.01550775,3.19919049,0.69257388,0.00866849,1.58938777,2.66946887,0.00361494,0.16733905
-5.00950475,3.36473299,0.72878986,0.00910882,1.67225548,2.80919064,0.00406828,0.17462383
-5.00350175,3.54018384,0.76661988,0.00959007,1.75559839,2.95870550,0.00457892,0.18154495
-4.99749875,3.72531145,0.80596748,0.01011440,1.83902962,3.11789374,0.00514606,0.18806416
-4.99149575,3.91981317,0.84671711,0.01068345,1.92218268,3.28655615,0.00576788,0.19415231
-4.98549275,4.12329084,0.88872726,0.01129818,2.00470309,3.46439234,0.00644148,0.19978912
-4.97948974,4.33522411,0.93182345,0.01195869,2.08623797,3.65097760,0.00716284,0.20496256
-4.97348674,4.55494357,0.97579150,0.01266402,2.16642451,3.84574003,0.00792679,0.20966792
-4.96748374,4.78160522,1.02037160,0.01341206,2.24487816,4.04793915,0.00872704,0.21390651
-4.96148074,5.01416829,1.06525380,0.01419945,2.32118174,4.25664776,0.00955628,0.21768423
-4.95547774,5.25137835,1.11007529,0.01502144,2.39487643,4.47073839,0.01040624,0.22100999
-4.94947474,5.49175715,1.15442014,0.01587199,2.46545556,4.68887587,0.01126788,0.22389420
-4.94347174,5.73360085,1.19782160,0.01674371,2.53236232,4.90951691,0.01213156,0.22634724
-4.93746873,5.97498752,1.23976737,0.01762802,2.59499169,5.13091765,0.01298731,0.22837827
-4.93146573,6.21379444,1.27970786,0.01851526,2.65269732,5.35114951,0.01382502,0.22999420
-4.92546273,6.44772536,1.31706729,0.01939488,2.70480320,5.56812331,0.01463476,0.23119907
-4.91945973,6.67434718,1.35125738,0.02025571,2.75061988,5.77962138,0.01540700,0.23199377
-4.91345673,6.89113519,1.38169318,0.02108617,2.78946477,5.98333676,0.01613295,0.23237619
-4.90745373,7.09552541,1.40781045,0.02187462,2.82068550,6.17691841,0.01680474,0.23234168
-4.90145073,7.28497226,1.42908384,0.02260962,2.84368520,6.35802106,0.01741568,0.23188387
-4.89544772,7.45700959,1.44504512,0.02328026,2.85794846,6.52435792,0.01796044,0.23099580
-4.88944472,7.60931292,1.45530047,0.02387642,2.86306643,6.67375471,0.01843514,0.22967110
-4.88344172,7.73976041,1.45954629,0.02438909,2.85875978,6.80420307,0.01883749,0.22790542
-4.87743872,7.84649074,1.45758240,0.02481055,2.84489793,6.91391164,0.01916681,0.22569775
-4.87143572,7.92795542,1.44932223,0.02513460,2.82151370,7.00135311,0.01942396,0.22305169
-4.86543272,7.98296410,1.43479943,0.02535672,2.78881216,7.06530577,0.01961128,0.21997649
-4.85942971,8.01072099,1.41417036,0.02547412,2.74717324,7.10488827,0.01973249,0.21648788
-4.85342671,8.01085142,1.38771260,0.02548584,2.69714767,7.11958634,0.01979250,0.21260856
-4.84742371,7.98341747,1.35581920,0.02539273,2.63944640,7.10927084,0.01979717,0.20836834
-4.84142071,7.92892223,1.31898915,0.02519736,2.57492376,7.07420627,0.01975314,0.20380392
-4.83541771,7.84830246,1.27781422,0.02490396,2.50455508,7.01504961,0.01966756,0.19895827
-4.82941471,7.74290978,1.23296298,0.02451827,2.42940976,6.93283921,0.01954785,0.19387975
-4.82341171,7.61448080,1.18516237,0.02404733,2.35062076,6.82897384,0.01940143,0.18862083
-4.81740870,7.46509708,1.13517774,0.02349932,2.26935190,6.70518248,0.01923551,0.18323663
-4.81140570,7.29713582,1.08379211,0.02288330,2.18676425,6.56348528,0.01905687,0.17778332
-4.80540270,7.11321272,1.03178532,0.02220896,2.10398294,6.40614674,0.01887165,0.17231630
-4.79939970,6.91611856,0.97991394,0.02148642,2.02206567,6.23562229,0.01868518,0.16688853
-4.79339670,6.70875132,0.92889250,0.02072595,1.94197408,6.05449963,0.01850184,0.16154874
-4.78739370,6.49404592,0.87937669,0.01993774,1.86454906,5.86543666,0.01832498,0.15633996
-4.78139070,6.27490373,0.83194904,0.01913169,1.79049075,5.67109778,0.01815679,0.15129814
-4.77538769,6.05412414,0.78710734,0.01831719,1.72034398,5.47409073,0.01799832,0.14645109
-4.76938469,5.83434054,0.74525611,0.01750296,1.65448951,5.27690597,0.01784942,0.14181775
-4.76338169,5.61796291,0.70670133,0.01669692,1.59314123,5.08186088,0.01770885,0.13740783
-4.75737869,5.40712898,0.67164819,0.01590603,1.53634940,4.89105070,0.01757429,0.13322182
-4.75137569,5.20366592,0.64020209,0.01513626,1.48400957,4.70630805,0.01744247,0.12925143
-4.74537269,5.00906377,0.61237237,0.01439251,1.43587673,4.52917259,0.01730934,0.12548037
-4.73936968,4.82446148,0.58807879,0.01367865,1.39158409,4.36087175,0.01717022,0.12188546
-4.73336668,4.65064607,0.56716017,0.01299752,1.35066561,4.20231324,0.01702001,0.11843812
-4.72736368,4.48806448,0.54938501,0.01235097,1.31258134,4.05408938,0.01685343,0.11510600
-4.72136068,4.33684735,0.53446348,0.01174001,1.27674447,3.91649262,0.01666523,0.11185480
-4.71535768,4.19684326,0.52206043,0.01116488,1.24254906,3.78954129,0.01645046,0.10865020
-4.70935468,4.06766160,0.51180899,0.01062518,1.20939717,3.67301402,0.01620471,0.10545967
-4.70335168,3.94872168,0.50332415,0.01012004,1.17672452,3.56649080,0.01592429,0.10225426
-4.69734867,3.83930547,0.49621605,0.00964822,1.14402334,3.46939855,0.01560648,0.09901015
-4.69134567,3.73861146,0.49010251,0.00920829,1.11086195,3.38105873,0.01524965,0.09570995
-4.68534267,3.64580673,0.48462031,0.00879875,1.07689994,3.30073458,0.01485338,0.09234359
-4.67933967,3.56007510,0.47943522,0.00841814,1.04189876,3.22767576,0.01441852,0.08890896
-4.67333667,3.48065895,0.47425017,0.00806514,1.00572737,3.16115839,0.01394723,0.08541208
-4.66733367,3.40689322,0.46881164,0.00773866,0.96836275,3.10051875,0.01344288,0.08186681
-4.66133067,3.33823044,0.46291406,0.00743785,0.92988579,3.04517956,0.01290995,0.07829433
-4.65532766,3.27425622,0.45640225,0.00716218,0.89047270,2.99466811,0.01235394,0.07472215
-4.64932466,3.21469513,0.44917187,0.00691139,0.85038265,2.94862605,0.01178106,0.07118288
-4.64332166,3.15940763,0.44116805,0.00668551,0.80994251,2.90681110,0.01119811,0.06771285
-4.63731866,3.10837900,0.43238243,0.00648480,0.76952943,2.86909148,0.01061213,0.06435047
-4.63131566,3.06170167,0.42284875,0.00630971,0.72955221,2.83543410,0.01003020,0.06113469
-4.62531266,3.01955240,0.41263733,0.00616081,0.69043244,2.80588778,0.00945915,0.05810333
-4.61930965,2.98216638,0.40184869,0.00603872,0.65258632,2.78056296,0.00890532,0.05529167
-4.61330665,2.94980958,0.39060672,0.00594406,0.61640781,2.75960944,0.00837434,0.05273110
-4.60730365,2.92275127,0.37905162,0.00587734,0.58225392,2.74319345,0.00787095,0.05044803
-4.60130065,2.90123797,0.36733293,0.00583894,0.55043259,2.73147535,0.00739886,0.04846305
-4.59529765,2.88547000,0.35560292,0.00582903,0.52119349,2.72458900,0.00696068,0.04679038
-4.58929465,2.87558149,0.34401062,0.00584751,0.49472183,2.72262350,0.00655787,0.04543760
-4.58329165,2.87162426,0.33269654,0.00589400,0.47113538,2.72560795,0.00619074,0.04440560
-4.57728864,2.87355598,0.32178833,0.00596777,0.45048424,2.73349938,0.00585854,0.04368882
-4.57128564,2.88123227,0.31139734,0.00606774,0.43275332,2.74617385,0.00555955,0.04327569
-4.56528264,2.89440278,0.30161622,0.00619244,0.41786705,2.76342082,0.00529124,0.04314925
-4.55927964,2.91271066,0.29251738,0.00634003,0.40569579,2.78494034,0.00505040,0.04328784
-4.55327664,2.93569509,0.28415235,0.00650830,0.39606363,2.81034280,0.00483337,0.04366589
-4.54727364,2.96279639,0.27655188,0.00669462,0.38875694,2.83915114,0.00463620,0.04425484
-4.54127064,2.99336335,0.26972673,0.00689605,0.38353330,2.87080501,0.00445483,0.04502386
-4.53526763,3.02666237,0.26366889,0.00710927,0.38013043,2.90466700,0.00428532,0.04594076
-4.52926463,3.06188850,0.25835324,0.00733068,0.37827472,2.94003062,0.00412395,0.04697272
-4.52326163,3.09817797,0.25373946,0.00755643,0.37768929,2.97613022,0.00396742,0.04808699
-4.51725863,3.13462249,0.24977408,0.00778244,0.37810115,3.01215285,0.00381290,0.04925156
-4.51125563,3.17028529,0.24639269,0.00800451,0.37924771,3.04725211,0.00365818,0.05043577
-4.50525263,3.20421891,0.24352214,0.00821839,0.38088240,3.08056415,0.00350165,0.05161086
-4.49924962,3.23548490,0.24108277,0.00841985,0.38277956,3.11122574,0.00334239,0.05275054
-4.49324662,3.26317520,0.23899064,0.00860476,0.38473874,3.13839438,0.00318009,0.05383150
-4.48724362,3.28643508,0.23715980,0.00876925,0.38658841,3.16127012,0.00301510,0.05483398
-4.48124062,3.30448723,0.23550454,0.00890974,0.38818937,3.17911864,0.00284834,0.05574232
-4.47523762,3.31665634,0.23394174,0.00902306,0.38943783,3.19129504,0.00268122,0.05654558
-4.46923462,3.32239357,0.23239314,0.00910656,0.39026840,3.19726759,0.00251561,0.05723816
-4.46323162,3.32129989,0.23078774,0.00915820,0.39065686,3.19664034,0.00235375,0.05782041
-4.45722861,3.31314732,0.22906416,0.00917656,0.39062292,3.18917377,0.00219816,0.05829932
-4.45122561,3.29789709,0.22717283,0.00916095,0.39023277,3.17480246,0.00205160,0.05868913
-4.44522261,3.27571363,0.22507825,0.00911142,0.38960140,3.15364859,0.00191699,0.05901188
-4.43921961,3.24697361,0.22276078,0.00902876,0.38889454,3.12603067,0.00179737,0.05929790
-4.43321661,3.21226907,0.22021833,0.00891451,0.38833006,3.09246657,0.00169584,0.05958618
-4.42721361,3.17240442,0.21746752,0.00877088,0.38817862,3.05367054,0.00161555,0.05992452
-4.42121061,3.12838680,0.21454430,0.00860077,0.38876343,3.01054399,0.00155968,0.06036950
-4.41520760,3.08140995,0.21150408,0.00840764,0.39045878,2.96416005,0.00153143,0.06098618
-4.40920460,3.03283200,0.20842115,0.00819545,0.39368732,2.91574245,0.00153399,0.06184756
-4.40320160,2.98414761,0.20538739,0.00796857,0.39891579,2.86663919,0.00157057,0.06303366
-4.39719860,2.93695551,0.20251034,0.00773164,0.40664918,2.81829208,0.00164436,0.06463030
-4.39119560,2.89292237,0.19991062,0.00748955,0.41742311,2.77220309,0.00175855,0.06672758
-4.38519260,2.85374418,0.19771873,0.00724725,0.43179463,2.72989872,0.00191629,0.06941796
-4.37918959,2.82110645,0.19607137,0.00700970,0.45033116,2.69289368,0.00212063,0.07279410
-4.37318659,2.79664450,0.19510738,0.00678176,0.47359809,2.66265499,0.00237452,0.07694638
-4.36718359,2.78190487,0.19496344,0.00656813,0.50214486,2.64056778,0.00268070,0.08196020
-4.36118059,2.77830922,0.19576972,0.00637324,0.53649006,2.62790364,0.00304163,0.08791317
-4.35517759,2.78712141,0.19764552,0.00620119,0.57710574,2.62579255,0.00345938,0.09487213
-4.34917459,2.80941875,0.20069516,0.00605572,0.62440149,2.63519886,0.00393551,0.10289027
-4.34317159,2.84606794,0.20500426,0.00594011,0.67870865,2.65690195,0.00447094,0.11200432
-4.33716858,2.89770621,0.21063642,0.00585718,0.74026528,2.69148181,0.00506580,0.12223201
-4.33116558,2.96472784,0.21763050,0.00580920,0.80920250,2.73930954,0.00571927,0.13356984
-4.32516258,3.04727635,0.22599864,0.00579792,0.88553267,2.80054286,0.00642948,0.14599139
-4.31915958,3.14524220,0.23572487,0.00582448,0.96914012,2.87512635,0.00719336,0.15944614
-4.31315658,3.25826594,0.24676454,0.00588943,1.05977481,2.96279614,0.00800654,0.17385906
-4.30715358,3.38574661,0.25904458,0.00599268,1.15704955,3.06308872,0.00886324,0.18913089
