energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.87993997,7.81297709,0.47308302,1.49287315,0.02635624,1.22121189,0.04337501,2.78010547,3.40200304,1.58860717
-5.87393697,7.84668893,0.47949125,1.50184559,0.02637966,1.23019823,0.04373993,2.78959071,3.43611543,1.59861454
-5.86793397,7.87417319,0.48537587,1.50837188,0.02641211,1.23964558,0.04421752,2.79586388,3.46802424,1.60865650
-5.86193097,7.89383127,0.49062265,1.51228002,0.02645076,1.24916405,0.04478360,2.79840320,3.49689346,1.61820093
-5.85592796,7.90428261,0.49513438,1.51345326,0.02649263,1.25837725,0.04541388,2.79677914,3.52193666,1.62674641
-5.84992496,7.90438525,0.49883268,1.51183259,0.02653462,1.26692714,0.04608434,2.79066176,3.54242828,1.63383114
-5.84392196,7.89324718,0.50165903,1.50741769,0.02657356,1.27447756,0.04677160,2.77982451,3.55771245,1.63903993
-5.83791896,7.87022896,0.50357518,1.50026608,0.02660623,1.28071689,0.04745331,2.76414453,3.56720970,1.64200919
-5.83191596,7.83493872,0.50456280,1.49049082,0.02662944,1.28535975,0.04810841,2.74359972,3.57042169,1.64243024
-5.82591296,7.78722048,0.50462251,1.47825664,0.02663998,1.28814830,0.04871740,2.71826299,3.56693427,1.64005095
-5.81990995,7.72713733,0.50377235,1.46377472,0.02663475,1.28885325,0.04926258,2.68829401,3.55641939,1.63467618
-5.81390695,7.65495068,0.50204572,1.44729637,0.02661072,1.28727486,0.04972821,2.65392911,3.53863602,1.62616705
-5.80790395,7.57109707,0.49948900,1.42910575,0.02656501,1.28324401,0.05010071,2.61546975,3.51343051,1.61443941
-5.80190095,7.47616389,0.49615889,1.40951191,0.02649496,1.27662360,0.05036872,2.57327029,3.48073649,1.59946172
-5.79589795,7.37086503,0.49211970,1.38884052,0.02639817,1.26731017,0.05052326,2.52772542,3.44057466,1.58125249
-5.78989495,7.25601768,0.48744066,1.36742540,0.02627256,1.25523570,0.05055772,2.47925796,3.39305234,1.55987741
-5.78389195,7.13252082,0.48219337,1.34560036,0.02611649,1.24036955,0.05046789,2.42830739,3.33836286,1.53544634
-5.77788894,7.00133612,0.47644954,1.32369140,0.02592874,1.22272037,0.05025198,2.37531950,3.27678478,1.50811011
-5.77188594,6.86347151,0.47027920,1.30200975,0.02570866,1.20233769,0.04991052,2.32073746,3.20868054,1.47805721
-5.76588294,6.71996751,0.46374922,1.28084574,0.02545620,1.17931299,0.04944630,2.26499460,3.13449465,1.44551040
-5.75987994,6.57188625,0.45692242,1.26046385,0.02517194,1.15378025,0.04886427,2.20850883,3.05475098,1.41072318
-5.75387694,6.42030304,0.44985721,1.24109899,0.02485712,1.12591542,0.04817138,2.15167888,2.97004901,1.37397603
-5.74787394,6.26630004,0.44260764,1.22295399,0.02451368,1.09593506,0.04737643,2.09488218,2.88105894,1.33557258
-5.74187094,6.11096159,0.43522397,1.20619853,0.02414423,1.06409383,0.04648992,2.03847427,2.78851547,1.29583555
-5.73586793,5.95537093,0.42775354,1.19096915,0.02375203,1.03068089,0.04552381,1.98278948,2.69321010,1.25510252
-5.72986493,5.80060758,0.42024201,1.17737055,0.02334095,0.99601533,0.04449141,1.92814256,2.59598216,1.21372163
-5.72386193,5.64774504,0.41273468,1.16547775,0.02291540,0.96044065,0.04340712,1.87483110,2.49770844,1.17204718
-5.71785893,5.49784837,0.40527785,1.15533912,0.02248031,0.92431850,0.04228629,1.82313819,2.39929167,1.13043511
-5.71185593,5.35197119,0.39792015,1.14697998,0.02204098,0.88802193,0.04114500,1.77333516,2.30164795,1.08923871
-5.70585293,5.21115178,0.39071360,1.14040651,0.02160305,0.85192834,0.03999994,1.72568396,2.20569347,1.04880424
-5.69984992,5.07640801,0.38371435,1.13560976,0.02117242,0.81641237,0.03886818,1.68043896,2.11233072,1.00946682
-5.69384692,4.94873086,0.37698311,1.13256960,0.02075513,0.78183899,0.03776704,1.63784788,2.02243444,0.97154650
-5.68784392,4.82907638,0.37058496,1.13125829,0.02035732,0.74855695,0.03671390,1.59815173,1.93683771,0.93534453
-5.68184092,4.71835608,0.36458879,1.13164353,0.01998513,0.71689283,0.03572605,1.56158352,1.85631832,0.90113989
-5.67583792,4.61742574,0.35906619,1.13369094,0.01964461,0.68714577,0.03482044,1.52836582,1.78158585,0.86918610
-5.66983492,4.52707286,0.35408985,1.13736573,0.01934169,0.65958295,0.03401350,1.49870717,1.71326963,0.83970825
-5.66383192,4.44800285,0.34973161,1.14263362,0.01908205,0.63443593,0.03332089,1.47279745,1.65190783,0.81290026
-5.65782891,4.38082443,0.34606020,1.14946102,0.01887107,0.61189779,0.03275723,1.45080233,1.59793798,0.78892247
-5.65182591,4.32603469,0.34313875,1.15781440,0.01871371,0.59212117,0.03233579,1.43285722,1.55168904,0.76789935
-5.64582291,4.28400419,0.34102228,1.16765911,0.01861445,0.57521692,0.03206821,1.41906088,1.51337535,0.74991767
-5.63981991,4.25496299,0.33975528,1.17895764,0.01857713,0.56125368,0.03196412,1.40946910,1.48309249,0.73502487
-5.63381691,4.23898811,0.33936955,1.19166763,0.01860486,0.55025797,0.03203082,1.40408881,1.46081537,0.72322790
-5.62781391,4.23599317,0.33988229,1.20573963,0.01869989,0.54221497,0.03227297,1.40287307,1.44639860,0.71449258
-5.62181091,4.24572102,0.34129486,1.22111501,0.01886345,0.53706994,0.03269225,1.40571716,1.43957925,0.70874349
-5.61580790,4.26774011,0.34359192,1.23772405,0.01909567,0.53473013,0.03328716,1.41245622,1.43998217,0.70586464
-5.60980490,4.30144500,0.34674135,1.25548460,0.01939542,0.53506729,0.03405277,1.42286464,1.44712779,0.70570094
-5.60380190,4.34606182,0.35069476,1.27430128,0.01976022,0.53792080,0.03498065,1.43665746,1.46044239,0.70806053
-5.59779890,4.40065889,0.35538872,1.29406560,0.02018618,0.54310121,0.03605887,1.45349385,1.47927077,0.71271816
-5.59179590,4.46416268,0.36074652,1.31465691,0.02066794,0.55039450,0.03727208,1.47298273,1.50289115,0.71941957
-5.58579290,4.53537915,0.36668061,1.33594450,0.02119867,0.55956675,0.03860173,1.49469048,1.53053202,0.72788678
-5.57978989,4.61302025,0.37309537,1.35779074,0.02177016,0.57036934,0.04002647,1.51815051,1.56139053,0.73782449
-5.57378689,4.69573499,0.37989024,1.38005521,0.02237286,0.58254460,0.04152257,1.54287457,1.59465219,0.74892714
-5.56778389,4.78214438,0.38696314,1.40259999,0.02299611,0.59583178,0.04306452,1.56836536,1.62951122,0.76088672
-5.56178089,4.87087944,0.39421380,1.42529575,0.02362831,0.60997321,0.04462572,1.59413011,1.66519107,0.77340103
-5.55577789,4.96062098,0.40154710,1.44802857,0.02425720,0.62472056,0.04617923,1.61969460,1.70096457,0.78618208
-5.54977489,5.05014000,0.40887619,1.47070727,0.02487017,0.63984096,0.04769857,1.64461730,1.73617305,0.79896438
-5.54377189,5.13833725,0.41612523,1.49327101,0.02545462,0.65512286,0.04915855,1.66850296,1.77024383,0.81151292
-5.53776888,5.22428066,0.42323179,1.51569668,0.02599831,0.67038132,0.05053610,1.69101521,1.80270561,0.82363028
-5.53176588,5.30723892,0.43014869,1.53800603,0.02648977,0.68546267,0.05181102,1.71188781,1.83320095,0.83516282
-5.52576288,5.38671022,0.43684534,1.56027180,0.02691866,0.70024822,0.05296670,1.73093390,1.86149579,0.84600556
-5.51975988,5.46244447,0.44330849,1.58262285,0.02727612,0.71465699,0.05399071,1.74805307,1.88748515,0.85610550
-5.51375688,5.53445820,0.44954244,1.60524757,0.02755511,0.72864714,0.05487527,1.76323584,1.91119513,0.86546326
-5.50775388,5.60304098,0.45556869,1.62839552,0.02775070,0.74221624,0.05561756,1.77656529,1.93278079,0.87413286
-5.50175088,5.66875285,0.46142504,1.65237682,0.02786024,0.75540008,0.05621993,1.78821576,1.95251987,0.88221960
-5.49574787,5.73241222,0.46716429,1.67755903,0.02788353,0.76827019,0.05668978,1.79844845,1.97080257,0.88987614
-5.48974487,5.79507424,0.47285242,1.70436154,0.02782287,0.78093004,0.05703949,1.80760410,1.98811739,0.89729663
-5.48374187,5.85799976,0.47856643,1.73324711,0.02768302,0.79350998,0.05728595,1.81609265,2.00503347,0.90470932
-5.47773887,5.92261549,0.48439182,1.76471083,0.02747111,0.80616112,0.05745009,1.82438034,2.02217977,0.91236766
-5.47173587,5.99046624,0.49041985,1.79926660,0.02719642,0.81904825,0.05755617,1.83297432,2.04022178,0.92054022
-5.46573287,6.06316039,0.49674445,1.83743129,0.02687010,0.83234207,0.05763101,1.84240536,2.05983616,0.92949973
-5.45972986,6.14231024,0.50345908,1.87970718,0.02650483,0.84621095,0.05770306,1.85320898,2.08168433,0.93951166
-5.45372686,6.22946892,0.51065335,1.92656305,0.02611442,0.86081248,0.05780141,1.86590571,2.10638559,0.95082257
-5.44772386,6.32606600,0.51840967,1.97841468,0.02571334,0.87628509,0.05795482,1.88098094,2.13449074,0.96364881
-5.44172086,6.43334409,0.52679986,2.03560545,0.02531626,0.89274004,0.05819066,1.89886512,2.16645705,0.97816578
-5.43571786,6.55229861,0.53588184,2.09838778,0.02493757,0.91025416,0.05853391,1.91991500,2.20262558,0.99449836
-5.42971486,6.68362325,0.54569657,2.16690635,0.02459089,0.92886342,0.05900628,1.94439654,2.24320150,1.01271270
-5.42371186,6.82766336,0.55626520,2.24118370,0.02428863,0.94855785,0.05962532,1.97247026,2.28823846,1.03280980
-5.41770885,6.98437931,0.56758668,2.32110911,0.02404158,0.96927788,0.06040372,2.00417961,2.33762762,1.05472119
-5.41170585,7.15332165,0.57963584,2.40643130,0.02385857,0.99091234,0.06134878,2.03944283,2.39109181,1.07830695
-5.40570285,7.33361951,0.59236207,2.49675535,0.02374618,1.01329829,0.06246199,2.07804893,2.44818548,1.10335608
-5.39969985,7.52398305,0.60568873,2.59154429,0.02370856,1.03622276,0.06373884,2.11965781,2.50830037,1.12958954
-5.39369685,7.72272037,0.61951331,2.69012523,0.02374730,1.05942636,0.06516880,2.16380493,2.57067709,1.15666572
-5.38769385,7.92776854,0.63370843,2.79170008,0.02386140,1.08260876,0.06673552,2.20991034,2.63442226,1.18418833
-5.38169085,8.13673806,0.64812364,2.89536049,0.02404735,1.10543587,0.06841722,2.25729179,2.69853071,1.21171643
-5.37568784,8.34696907,0.66258816,3.00010636,0.02429924,1.12754847,0.07018720,2.30518176,2.76191207,1.23877628
-5.36968484,8.55559755,0.67691426,3.10486746,0.02460902,1.14857204,0.07201461,2.35274761,2.82342082,1.26487469
-5.36368184,8.75962910,0.69090143,3.20852711,0.02496672,1.16812738,0.07386526,2.39911429,2.88188865,1.28951324
-5.35767884,8.95601749,0.70434112,3.30994738,0.02536086,1.18584179,0.07570261,2.44338883,2.93615807,1.31220300
-5.35167584,9.14174546,0.71702189,3.40799462,0.02577876,1.20136005,0.07748876,2.48468562,2.98511585,1.33247907
-5.34567284,9.31390462,0.72873485,3.50156476,0.02620699,1.21435521,0.07918550,2.52215173,3.02772526,1.34991449
-5.33966983,9.46977195,0.73927923,3.58960747,0.02663178,1.22453843,0.08075545,2.55499130,3.06305568,1.36413300
-5.33366683,9.60688041,0.74846785,3.67114869,0.02703946,1.23166767,0.08216298,2.58248827,3.09030886,1.37482007
-5.32766383,9.72308161,0.75613235,3.74531090,0.02741683,1.23555484,0.08337525,2.60402651,3.10884067,1.38173194
-5.32166083,9.81659873,0.76212804,3.81133090,0.02775162,1.23607130,0.08436306,2.61910707,3.11817789,1.38470233
-5.31565783,9.88606876,0.76633813,3.86857486,0.02803279,1.23315133,0.08510158,2.62736168,3.11802953,1.38364661
-5.30965483,9.93057305,0.76867736,3.91655052,0.02825088,1.22679374,0.08557100,2.62856247,3.10829262,1.37856335
-5.30365183,9.94965611,0.76909481,3.95491654,0.02839830,1.21706140,0.08575696,2.62262759,3.08905230,1.36953329
-5.29764882,9.94333258,0.76757584,3.98348908,0.02846948,1.20407894,0.08565088,2.60962260,3.06057681,1.35671589
-5.29164582,9.91208295,0.76414315,4.00224564,0.02846113,1.18802878,0.08525009,2.58975792,3.02330755,1.34034362
-5.28564282,9.85683849,0.75885686,4.01132621,0.02837225,1.16914559,0.08455783,2.56338230,2.97784491,1.32071429
-5.27963982,9.77895638,0.75181367,4.01103176,0.02820419,1.14770952,0.08358310,2.53097278,2.92493050,1.29818186
-5.27363682,9.68018595,0.74314510,4.00182009,0.02796066,1.12403853,0.08234032,2.49312143,2.86542661,1.27314595
-5.26763382,9.56262688,0.73301476,3.98429889,0.02764757,1.09847998,0.08084893,2.45051929,2.80029346,1.24604061
-5.26163082,9.42868059,0.72161490,3.95921600,0.02727293,1.07140197,0.07913285,2.40393802,2.73056511,1.21732260
-5.25562781,9.28099579,0.70916202,3.92744683,0.02684661,1.04318447,0.07721981,2.35420979,2.65732459,1.18745965
-5.24962481,9.12240921,0.69589198,3.88997870,0.02638007,1.01421069,0.07514071,2.30220596,2.58167901,1.15691904
-5.24362181,8.95588286,0.68205442,3.84789242,0.02588608,0.98485882,0.07292876,2.24881504,2.50473500,1.12615673
-5.23761881,8.78443885,0.66790678,3.80234102,0.02537835,0.95549436,0.07061878,2.19492065,2.42757526,1.09560736
-5.23161581,8.61109326,0.65370811,3.75452593,0.02487115,0.92646319,0.06824632,2.14137997,2.35123643,1.06567541
-5.22561281,8.43879044,0.63971263,3.70567120,0.02437894,0.89808550,0.06584691,2.08900325,2.27668881,1.03672753
-5.21960980,8.27033935,0.62616355,3.65699616,0.02391592,0.87065071,0.06345523,2.03853506,2.20481833,1.00908636
-5.21360680,8.10835354,0.61328693,3.60968743,0.02349566,0.84441347,0.06110443,1.99063770,2.13641102,0.98302574
-5.20760380,7.95519657,0.60128620,3.56487106,0.02313073,0.81959069,0.05882543,1.94587735,2.07214042,0.95876761
-5.20160080,7.81293448,0.59033719,3.52358578,0.02283230,0.79635981,0.05664633,1.90471327,2.01255809,0.93648035
-5.19559780,7.68329688,0.58058406,3.48675854,0.02260984,0.77485806,0.05459195,1.86749058,1.95808752,0.91627880
-5.18959480,7.56764814,0.57213610,3.45518307,0.02247084,0.75518298,0.05268339,1.83443660,1.90902160,0.89822569
-5.18359180,7.46696978,0.56506576,3.42950266,0.02242063,0.73739389,0.05093780,1.80566109,1.86552369,0.88233459
-5.17758879,7.38185469,0.55940778,3.41019771,0.02246217,0.72151444,0.04936819,1.78116013,1.82763238,0.86857406
-5.17158579,7.31251370,0.55515951,3.39757888,0.02259601,0.70753595,0.04798338,1.76082374,1.79526965,0.85687300
-5.16558279,7.25879410,0.55228255,3.39178590,0.02282030,0.69542160,0.04678814,1.74444658,1.76825238,0.84712697
-5.15957979,7.22020960,0.55070545,3.39279243,0.02313080,0.68511118,0.04578330,1.73174159,1.74630665,0.83920513
-5.15357679,7.19598035,0.55032751,3.40041647,0.02352106,0.67652625,0.04496613,1.72235582,1.72908442,0.83295771
-5.14757379,7.18508144,0.55102343,3.41433605,0.02398264,0.66957552,0.04433067,1.71588776,1.71618195,0.82822366
-5.14157079,7.18629770,0.55264870,3.43410929,0.02450533,0.66416028,0.04386821,1.71190556,1.70715928,0.82483815
-5.13556778,7.19828242,0.55504544,3.45919799,0.02507748,0.66017952,0.04356781,1.70996529,1.70155991,0.82263964
-5.12956478,7.21961739,0.55804845,3.48899340,0.02568635,0.65753475,0.04341687,1.70962844,1.69892995,0.82147640
-5.12356178,7.24887154,0.56149122,3.52284315,0.02631853,0.65613412,0.04340165,1.71047806,1.69883600,0.82121189
-5.11755878,7.28465562,0.56521173,3.56007779,0.02696025,0.65589573,0.04350789,1.71213278,1.70088088,0.82172917
-5.11155578,7.32567058,0.56905762,3.60003592,0.02759784,0.65675012,0.04372129,1.71425835,1.70471670,0.82293385
-5.10555278,7.37074757,0.57289079,3.64208650,0.02821806,0.65864165,0.04402801,1.71657610,1.71005476,0.82475569
-5.09954977,7.41887806,0.57659102,3.68564753,0.02880847,0.66152889,0.04441506,1.71886836,1.71667180,0.82714869
-5.09354677,7.46923305,0.58005866,3.73020030,0.02935773,0.66538392,0.04487067,1.72098053,1.72441264,0.83008975
-5.08754377,7.52117102,0.58321627,3.77529863,0.02985587,0.67019066,0.04538448,1.72282013,1.73318903,0.83357598
-5.08154077,7.57423471,0.58600926,3.82057307,0.03029448,0.67594239,0.04594770,1.72435291,1.74297505,0.83762090
-5.07553777,7.62813772,0.58840549,3.86573000,0.03066684,0.68263853,0.04655315,1.72559658,1.75379939,0.84224969
-5.06953477,7.68274223,0.59039402,3.91054623,0.03096805,0.69028092,0.04719523,1.72661256,1.76573513,0.84749378
-5.06353177,7.73802970,0.59198313,3.95485960,0.03119505,0.69886985,0.04786972,1.72749636,1.77888756,0.85338519
-5.05752876,7.79406684,0.59319773,3.99855670,0.03134654,0.70840012,0.04857364,1.72836723,1.79338092,0.85995085
-5.05152576,7.85096918,0.59407640,4.04155866,0.03142296,0.71885728,0.04930495,1.72935772,1.80934475,0.86720732
-5.04552276,7.90886491,0.59466831,4.08380624,0.03142632,0.73021439,0.05006225,1.73060375,1.82690077,0.87515620
-5.03951976,7.96786141,0.59503006,4.12524556,0.03136009,0.74242946,0.05084451,1.73223562,1.84615083,0.88378047
-5.03351676,8.02801672,0.59522277,4.16581542,0.03122895,0.75544379,0.05165071,1.73437057,1.86716680,0.89304214
-5.02751376,8.08931781,0.59530948,4.20543753,0.03103868,0.76918132,0.05247962,1.73710711,1.88998274,0.90288113
-5.02151076,8.15166718,0.59535297,4.24401030,0.03079588,0.78354910,0.05332954,1.74052123,1.91458978,0.91321571
-5.01550775,8.21487862,0.59541415,4.28140692,0.03050783,0.79843881,0.05419819,1.74466474,1.94093391,0.92394428
-5.00950475,8.27868232,0.59555090,4.31747791,0.03018224,0.81372940,0.05508260,1.74956553,1.96891667,0.93494857
-5.00350175,8.34273915,0.59581751,4.35205826,0.02982714,0.82929063,0.05597914,1.75522954,1.99839853,0.94609799
-4.99749875,8.40666290,0.59626455,4.38497873,0.02945068,0.84498746,0.05688360,1.76164421,2.02920474,0.95725494
-4.99149575,8.47004920,0.59693910,4.41608060,0.02906103,0.86068489,0.05779134,1.76878304,2.06113302,0.96828071
-4.98549275,8.53250894,0.59788531,4.44523309,0.02866623,0.87625318,0.05869758,1.77661068,2.09396267,0.97904170
-4.97948974,8.59370399,0.59914503,4.47235208,0.02827413,0.89157305,0.05959763,1.78508833,2.12746442,0.98941563
-4.97348674,8.65338278,0.60075855,4.49741902,0.02789229,0.90654063,0.06048726,1.79417874,2.16141029,0.99929722
-4.96748374,8.71141305,0.60276517,4.52049853,0.02752793,0.92107183,0.06136297,1.80385066,2.19558303,1.00860320
-4.96148074,8.76780949,0.60520363,4.54175334,0.02718786,0.93510587,0.06222236,1.81408224,2.22978429,1.01727625
-4.95547774,8.82275425,0.60811228,4.56145543,0.02687841,0.94860788,0.06306434,1.82486313,2.26384136,1.02528759
-4.94947474,8.87660839,0.61152884,4.57999217,0.02660540,0.96157023,0.06388939,1.83619521,2.29761191,1.03263823
-4.94347174,8.92991342,0.61548998,4.59786674,0.02637405,0.97401259,0.06469961,1.84809193,2.33098659,1.03935864
-4.93746873,8.98338208,0.62003043,4.61569238,0.02618893,0.98598071,0.06549883,1.86057607,2.36388955,1.04550691
-4.93146573,9.03787868,0.62518197,4.63418029,0.02605386,0.99754392,0.06629248,1.87367653,2.39627674,1.05116556
-4.92546273,9.09438951,0.63097213,4.65412142,0.02597186,1.00879146,0.06708744,1.88742391,2.42813247,1.05643707
-4.91945973,9.15398474,0.63742279,4.67636273,0.02594502,1.01982781,0.06789175,1.90184561,2.45946436,1.06143845
-4.91345673,9.21777349,0.64454883,4.70177891,0.02597448,1.03076733,0.06871425,1.91696053,2.49029720,1.06629512
-4.90745373,9.28685423,0.65235679,4.73124058,0.02606031,1.04172830,0.06956419,1.93277391,2.52066607,1.07113443
-4.90145073,9.36226299,0.66084375,4.76558048,0.02620146,1.05282675,0.07045072,1.94927259,2.55060934,1.07607907
-4.89544772,9.44492170,0.66999647,4.80555905,0.02639574,1.06417043,0.07138241,1.96642102,2.58016178,1.08124087
-4.88944472,9.53558931,0.67979074,4.85183102,0.02663982,1.07585298,0.07236678,1.98415830,2.60934833,1.08671511
-4.88344172,9.63481776,0.69019118,4.90491437,0.02692918,1.08794884,0.07340985,2.00239650,2.63817875,1.09257566
-4.87743872,9.74291496,0.70115122,4.96516318,0.02725826,1.10050880,0.07451571,2.02102015,2.66664338,1.09887116
-4.87143572,9.85991612,0.71261348,5.03274543,0.02762047,1.11355665,0.07568623,2.03988720,2.69471019,1.10562235
-4.86543272,9.98556486,0.72451039,5.10762678,0.02800834,1.12708689,0.07692080,2.05883115,2.72232304,1.11282064
-4.85942971,10.11930448,0.73676491,5.18956099,0.02841369,1.14106361,0.07821619,2.07766424,2.74940122,1.12042780
-4.85342671,10.26027977,0.74929152,5.27808739,0.02882777,1.15542054,0.07956656,2.09618152,2.77584006,1.12837697
-4.84742371,10.40734912,0.76199717,5.37253550,0.02924150,1.17006232,0.08096345,2.11416558,2.80151259,1.13657457
-4.84142071,10.55910612,0.77478231,5.47203659,0.02964567,1.18486685,0.08239600,2.13139154,2.82627195,1.14490322
-4.83541771,10.71391003,0.78754184,5.57554194,0.03003115,1.19968863,0.08385118,2.14763215,2.84995444,1.15322535
-4.82941471,10.86992366,0.80016606,5.68184694,0.03038910,1.21436304,0.08531412,2.16266267,2.87238314,1.16138740
-4.82341171,11.02515755,0.81254160,5.78962040,0.03071121,1.22871126,0.08676848,2.17626540,2.89337192,1.16922440
-4.81740870,11.17751886,0.82455229,5.89743797,0.03098984,1.24254585,0.08819686,2.18823368,2.91272980,1.17656475
-4.81140570,11.32486372,0.83608010,6.00381882,0.03121818,1.25567672,0.08958129,2.19837526,2.93026564,1.18323509
-4.80540270,11.46505131,0.84700621,6.10726418,0.03139043,1.26791728,0.09090367,2.20651513,2.94579317,1.18906507
-4.79939970,11.59599850,0.85721218,6.20629682,0.03150183,1.27909071,0.09214622,2.21249765,2.95913638,1.19389201
-4.79339670,11.71573350,0.86658140,6.29950016,0.03154875,1.28903604,0.09329196,2.21618831,2.97013521,1.19756522
-4.78739370,11.82244720,0.87500080,6.38555584,0.03152874,1.29761399,0.09432512,2.21747501,2.97865159,1.19995003
-4.78139070,11.91454098,0.88236282,6.46327879,0.03144049,1.30471222,0.09523154,2.21626917,2.98457572,1.20093144
-4.77538769,11.99066953,0.88856774,6.53164844,0.03128382,1.31024994,0.09599902,2.21250664,2.98783237,1.20041729
-4.76938469,12.04977765,0.89352619,6.58983543,0.03105964,1.31418167,0.09661765,2.20614859,2.98838714,1.19834095
-4.76338169,12.09112982,0.89716187,6.63722272,0.03076988,1.31649993,0.09708004,2.19718242,2.98625219,1.19466347
-4.75737869,12.11433141,0.89941433,6.67342043,0.03041739,1.31723674,0.09738152,2.18562261,2.98149127,1.18937509
-4.75137569,12.11934064,0.90024168,6.69827389,0.03000585,1.31646380,0.09752027,2.17151163,2.97422352,1.18249614
-4.74537269,12.10647062,0.89962298,6.71186456,0.02953970,1.31429132,0.09749740,2.15492065,2.96462568,1.17407715
-4.73936968,12.07638097,0.89756037,6.71450365,0.02902400,1.31086528,0.09731686,2.13594999,2.95293236,1.16419823
-4.73336668,12.03005882,0.89408048,6.70671854,0.02846435,1.30636334,0.09698543,2.11472920,2.93943403,1.15296767
-4.72736368,11.96878949,0.88923518,6.68923251,0.02786677,1.30098934,0.09651243,2.09141655,2.92447243,1.14051966
-4.72136068,11.89411761,0.88310153,6.66293844,0.02723762,1.29496664,0.09590956,2.06619774,2.90843350,1.12701124
-4.71535768,11.80779958,0.87578075,6.62886736,0.02658344,1.28853032,0.09519046,2.03928387,2.89173764,1.11261849
-4.70935468,11.71174919,0.86739629,6.58815307,0.02591091,1.28191881,0.09437037,2.01090843,2.87482780,1.09753210
-4.70335168,11.60797819,0.85809099,6.54199438,0.02522670,1.27536502,0.09346562,1.98132346,2.85815560,1.08195230
-4.69734867,11.49853423,0.84802341,6.49161627,0.02453737,1.26908754,0.09249314,1.95079476,2.84216619,1.06608357
-4.69134567,11.38543873,0.83736349,6.43823185,0.02384927,1.26328215,0.09146990,1.91959649,2.82728245,1.05012904
-4.68534267,11.27062731,0.82628772,6.38300657,0.02316845,1.25811422,0.09041243,1.88800520,2.81388941,1.03428510
-4.67933967,11.15589541,0.81497393,6.32702637,0.02250055,1.25371226,0.08933625,1.85629358,2.80231962,1.01873617
-4.67333667,11.04285166,0.80359612,6.27127094,0.02185072,1.25016305,0.08825544,1.82472423,2.79284041,1.00365005
-4.66733367,10.93288089,0.79231940,6.21659346,0.02122354,1.24750852,0.08718221,1.79354370,2.78564371,0.98917408
-4.66133067,10.82711871,0.78129536,6.16370739,0.02062296,1.24574475,0.08612664,1.76297713,2.78083910,0.97543203
-4.65532766,10.72643839,0.77065799,6.11318089,0.02005225,1.24482300,0.08509637,1.73322374,2.77845056,0.96252227
-4.64932466,10.63145074,0.76052041,6.06543870,0.01951399,1.24465288,0.08409662,1.70445330,2.77841722,0.95051689
-4.64332166,10.54251648,0.75097250,6.02077137,0.01901005,1.24510747,0.08313010,1.67680389,2.78059811,0.93946207
