energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.85592796,6.92393918,0.01718102,0.00000000,0.00830316,1.80368517,0.04136027,2.44522228,3.88130158,2.49158132
-5.84992496,6.91897512,0.01721021,0.00000000,0.00822493,1.79232591,0.04095545,2.45146997,3.85928521,2.49405904
-5.84392196,6.87923911,0.01714149,0.00000000,0.00811656,1.77226328,0.04039946,2.44521914,3.81797060,2.48353321
-5.83791896,6.80512125,0.01697582,0.00000000,0.00797832,1.74380914,0.03968680,2.42641547,3.75777278,2.46025340
-5.83191596,6.69786291,0.01671604,0.00000000,0.00781138,1.70750757,0.03881685,2.39529209,3.67958673,2.42478792
-5.82591296,6.55952726,0.01636689,0.00000000,0.00761776,1.66412142,0.03779381,2.35236463,3.58476444,2.37801062
-5.81990995,6.39294247,0.01593478,0.00000000,0.00740029,1.61461134,0.03662653,2.29841708,3.47507647,2.32107750
-5.81390695,6.20161970,0.01542771,0.00000000,0.00716251,1.56010807,0.03532803,2.23447898,3.35265976,2.25539408
-5.80790395,5.98964943,0.01485497,0.00000000,0.00690863,1.50187937,0.03391505,2.16179488,3.21995393,2.18257462
-5.80190095,5.76158002,0.01422691,0.00000000,0.00664331,1.44129257,0.03240736,2.08178732,3.07962868,2.10439489
-5.79589795,5.52228342,0.01355467,0.00000000,0.00637162,1.37977436,0.03082706,1.99601480,2.93450532,2.02274009
-5.78989495,5.27681293,0.01284987,0.00000000,0.00609883,1.31876926,0.02919780,1.90612641,2.78747549,1.93954984
-5.78389195,5.03025847,0.01212431,0.00000000,0.00583026,1.25969818,0.02754397,1.81381493,2.64142005,1.85676229
-5.77788894,4.78760440,0.01138969,0.00000000,0.00557118,1.20391857,0.02588997,1.72077002,2.49913115,1.77625903
-5.77188594,4.55359487,0.01065733,0.00000000,0.00532657,1.15268734,0.02425941,1.62863333,2.36323997,1.69981294
-5.76588294,4.33261104,0.00993789,0.00000000,0.00510109,1.10712778,0.02267454,1.53895711,2.23615263,1.62904031
-5.75987994,4.12856421,0.00924120,0.00000000,0.00489886,1.06820133,0.02115559,1.45316758,2.11999576,1.56535903
-5.75387694,3.94480766,0.00857607,0.00000000,0.00472343,1.03668514,0.01972040,1.37253425,2.01657352,1.50995387
-5.74787394,3.78406979,0.00795013,0.00000000,0.00457765,1.01315566,0.01838403,1.29814612,1.92733661,1.46374984
-5.74187094,3.64840992,0.00736975,0.00000000,0.00446362,0.99797893,0.01715856,1.23089504,1.85336390,1.42739439
-5.73586793,3.53919728,0.00683999,0.00000000,0.00438268,0.99130742,0.01605302,1.17146679,1.79535662,1.40124867
-5.72986493,3.45711305,0.00636461,0.00000000,0.00433536,0.99308354,0.01507337,1.12033947,1.75364450,1.38538799
-5.72386193,3.40217449,0.00594605,0.00000000,0.00432142,1.00304939,0.01422268,1.07778900,1.72820325,1.37961127
-5.71785893,3.37377917,0.00558556,0.00000000,0.00433991,1.02076238,0.01350132,1.04390105,1.71868196,1.38345884
-5.71185593,3.37076710,0.00528325,0.00000000,0.00438920,1.04561611,0.01290727,1.01858843,1.72443917,1.39623785
-5.70585293,3.39149761,0.00503822,0.00000000,0.00446708,1.07686557,0.01243649,1.00161300,1.74458573,1.41705432
-5.69984992,3.43393767,0.00484869,0.00000000,0.00457085,1.11365594,0.01208329,0.99261080,1.77803273,1.44485043
-5.69384692,3.49575774,0.00471218,0.00000000,0.00469748,1.15505372,0.01184075,0.99111920,1.82354235,1.47844574
-5.68784392,3.57443122,0.00462560,0.00000000,0.00484368,1.20007924,0.01170117,0.99660471,1.87977974,1.51658071
-5.68184092,3.66733351,0.00458548,0.00000000,0.00500607,1.24773913,0.01165640,1.00849028,1.94536373,1.55796093
-5.67583792,3.77183671,0.00458801,0.00000000,0.00518131,1.29705777,0.01169827,1.02618075,2.01891447,1.60130040
-5.66983492,3.88539619,0.00462929,0.00000000,0.00536620,1.34710625,0.01181887,1.04908560,2.09909609,1.64536219
-5.66383192,4.00562597,0.00470532,0.00000000,0.00555782,1.39702800,0.01201084,1.07663793,2.18465287,1.68899511
-5.65782891,4.13035987,0.00481221,0.00000000,0.00575364,1.44605990,0.01226757,1.10830920,2.27443744,1.73116498
-5.65182591,4.25769664,0.00494618,0.00000000,0.00595156,1.49354813,0.01258332,1.14361915,2.36743015,1.77097943
-5.64582291,4.38602761,0.00510362,0.00000000,0.00615003,1.53895826,0.01295337,1.18214082,2.46274893,1.80770549
-5.63981991,4.51404648,0.00528118,0.00000000,0.00634803,1.58187923,0.01337392,1.22350074,2.55964969,1.84077947
-5.63381691,4.64074170,0.00547570,0.00000000,0.00654508,1.62202117,0.01384216,1.26737458,2.65751749,1.86980905
-5.62781391,4.76537262,0.00568427,0.00000000,0.00674126,1.65920749,0.01435609,1.31347890,2.75584931,1.89456793
-5.62181091,4.88743171,0.00590416,0.00000000,0.00693708,1.69336176,0.01491442,1.36155970,2.85422993,1.91498348
-5.61580790,5.00659549,0.00613280,0.00000000,0.00713346,1.72449021,0.01551637,1.41137873,2.95230234,1.93111852
-5.60980490,5.12266756,0.00636778,0.00000000,0.00733162,1.75266116,0.01616152,1.46269857,3.04973491,1.94314836
-5.60380190,5.23551756,0.00660671,0.00000000,0.00753290,1.77798238,0.01684953,1.51526755,3.14618739,1.95133448
-5.59779890,5.34501991,0.00684728,0.00000000,0.00773869,1.80057802,0.01757998,1.56880561,3.24127816,1.95599654
-5.59179590,5.45099620,0.00708714,0.00000000,0.00795026,1.82056636,0.01835218,1.62299212,3.33455495,1.95748408
-5.58579290,5.55316488,0.00732392,0.00000000,0.00816860,1.83803972,0.01916494,1.67745654,3.42547106,1.95614963
-5.57978989,5.65110138,0.00755518,0.00000000,0.00839432,1.85304779,0.02001647,1.73177260,3.51336905,1.95232454
-5.57378689,5.74421119,0.00777845,0.00000000,0.00862753,1.86558538,0.02090424,1.78545668,3.59747304,1.94629874
-5.56778389,5.83171757,0.00799117,0.00000000,0.00886769,1.87558516,0.02182493,1.83797047,3.67689065,1.93830526
-5.56178089,5.91266480,0.00819082,0.00000000,0.00911364,1.88291592,0.02277439,1.88872816,3.75062478,1.92851032
-5.55577789,5.98593692,0.00837487,0.00000000,0.00936350,1.88738638,0.02374766,1.93710774,3.81759505,1.91700897
-5.54977489,6.05029084,0.00854089,0.00000000,0.00961471,1.88875422,0.02473907,1.98246620,3.87666787,1.90382649
-5.54377189,6.10440221,0.00868664,0.00000000,0.00986406,1.88673979,0.02574231,2.02415770,3.92669390,1.88892493
-5.53776888,6.14692136,0.00881007,0.00000000,0.01010782,1.88104364,0.02675065,2.06155412,3.96655095,1.87221422
-5.53176588,6.17653627,0.00890950,0.00000000,0.01034179,1.87136671,0.02775709,2.09406681,3.99519015,1.85356701
-5.52576288,6.19203908,0.00898360,0.00000000,0.01056154,1.85743204,0.02875461,2.12116860,4.01168295,1.83283597
-5.51975988,6.19239239,0.00903153,0.00000000,0.01076251,1.83900663,0.02973645,2.14241494,4.01526650,1.80987255
-5.51375688,6.17679185,0.00905296,0.00000000,0.01094027,1.81592215,0.03069634,2.15746309,4.00538495,1.78454592
-5.50775388,6.14472139,0.00904812,0.00000000,0.01109069,1.78809337,0.03162878,2.16608840,3.98172441,1.75676102
-5.50175088,6.09599833,0.00901783,0.00000000,0.01121015,1.75553307,0.03252935,2.16819688,3.94423964,1.72647454
-5.49574787,6.03080561,0.00896348,0.00000000,0.01129570,1.71836279,0.03339493,2.16383323,3.89317103,1.69370804
-5.48974487,5.94970964,0.00888705,0.00000000,0.01134529,1.67681867,0.03422395,2.15318409,3.82905081,1.65855761
-5.48374187,5.85366259,0.00879100,0.00000000,0.01135784,1.63125208,0.03501656,2.13657595,3.75269795,1.62119945
-5.47773887,5.74398879,0.00867826,0.00000000,0.01133336,1.58212509,0.03577479,2.11446808,3.66520194,1.58189128
-5.47173587,5.62235604,0.00855212,0.00000000,0.01127302,1.53000094,0.03650262,2.08744027,3.56789597,1.54096961
-5.46573287,5.49073283,0.00841615,0.00000000,0.01117911,1.47553006,0.03720604,2.05617627,3.46232060,1.49884305
-5.45972986,5.35133352,0.00827405,0.00000000,0.01105504,1.41943228,0.03789293,2.02144313,3.35017950,1.45598219
-5.45372686,5.20655381,0.00812956,0.00000000,0.01090521,1.36247631,0.03857301,1.98406766,3.23328902,1.41290654
-5.44772386,5.05889946,0.00798637,0.00000000,0.01073491,1.30545713,0.03925758,1.94491061,3.11352376,1.37016938
-5.44172086,4.91091114,0.00784793,0.00000000,0.01055011,1.24917275,0.03995927,1.90483980,2.99276039,1.32834110
-5.43571786,4.76508861,0.00771742,0.00000000,0.01035728,1.19440096,0.04069169,1.86470329,2.87282190,1.28799203
-5.42971486,4.62381736,0.00759761,0.00000000,0.01016315,1.14187742,0.04146903,1.82530345,2.75542456,1.24967533
-5.42371186,4.48930046,0.00749082,0.00000000,0.00997448,1.09227558,0.04230561,1.78737317,2.64212962,1.21391080
-5.41770885,4.36349814,0.00739883,0.00000000,0.00979784,1.04618948,0.04321539,1.75155501,2.53430146,1.18117011
-5.41170585,4.24807722,0.00732287,0.00000000,0.00963933,1.00411967,0.04421147,1.71838404,2.43307377,1.15186400
-5.40570285,4.14437196,0.00726360,0.00000000,0.00950444,0.96646285,0.04530558,1.68827503,2.33932476,1.12633182
-5.39969985,4.05335728,0.00722111,0.00000000,0.00939782,0.93350525,0.04650766,1.66151433,2.25366219,1.10483356
-5.39369685,3.97563487,0.00719496,0.00000000,0.00932314,0.90541971,0.04782535,1.63825671,2.17641838,1.08754458
-5.38769385,3.91143196,0.00718422,0.00000000,0.00928300,0.88226641,0.04926366,1.61852705,2.10765522,1.07455297
-5.38169085,3.86061229,0.00718752,0.00000000,0.00927884,0.86399688,0.05082467,1.60222661,2.04717844,1.06585931
-5.37568784,3.82269798,0.00720315,0.00000000,0.00931095,0.85046081,0.05250727,1.58914360,1.99456038,1.06137887
-5.36968484,3.79690100,0.00722911,0.00000000,0.00937844,0.84141525,0.05430710,1.57896725,1.94916996,1.06094570
-5.36368184,3.78216239,0.00726318,0.00000000,0.00947933,0.83653570,0.05621647,1.57130476,1.91020838,1.06431850
-5.35767884,3.77719731,0.00730304,0.00000000,0.00961062,0.83542845,0.05822445,1.56570018,1.87674884,1.07118792
-5.35167584,3.78054396,0.00734633,0.00000000,0.00976845,0.83764380,0.06031705,1.56165452,1.84777860,1.08118488
-5.34567284,3.79061425,0.00739069,0.00000000,0.00994815,0.84268959,0.06247745,1.55864586,1.82224153,1.09388974
-5.33966983,3.80574447,0.00743387,0.00000000,0.01014450,0.85004469,0.06468631,1.55614900,1.79907939,1.10884202
-5.33366683,3.82424420,0.00747375,0.00000000,0.01035180,0.85917212,0.06692219,1.55365353,1.77727036,1.12555045
-5.32766383,3.84444196,0.00750838,0.00000000,0.01056409,0.86953148,0.06916192,1.55067989,1.75586338,1.14350312
-5.32166083,3.86472653,0.00753603,0.00000000,0.01077531,0.88059062,0.07138111,1.54679281,1.73400725,1.16217769
-5.31565783,3.88358309,0.00755518,0.00000000,0.01097940,0.89183631,0.07355452,1.54161183,1.71097357,1.18105144
-5.30965483,3.89962357,0.00756454,0.00000000,0.01117049,0.90278385,0.07565662,1.53481873,1.68617334,1.19961110
-5.30365183,3.91161113,0.00756307,0.00000000,0.01134302,0.91298570,0.07766193,1.52616185,1.65916683,1.21736241
-5.29764882,3.91847873,0.00754992,0.00000000,0.01149180,0.92203899,0.07954551,1.51545758,1.62966707,1.23383932
-5.29164582,3.91934216,0.00752447,0.00000000,0.01161216,0.92959201,0.08128332,1.50258915,1.59753749,1.24861259
-5.28564282,3.91350793,0.00748629,0.00000000,0.01169999,0.93534965,0.08285256,1.48750333,1.56278441,1.26129799
-5.27963982,3.90047667,0.00743514,0.00000000,0.01175179,0.93907792,0.08423202,1.47020536,1.52554524,1.27156369
-5.27363682,3.87994271,0.00737095,0.00000000,0.01176473,0.94060732,0.08540237,1.45075275,1.48607361,1.27913687
-5.26763382,3.85179046,0.00729379,0.00000000,0.01173667,0.93983531,0.08634640,1.42924843,1.44472234,1.28380934
-5.26163082,3.81608822,0.00720389,0.00000000,0.01166619,0.93672769,0.08704930,1.40583376,1.40192534,1.28544209
-5.25562781,3.77307998,0.00710164,0.00000000,0.01155254,0.93131886,0.08749882,1.38068174,1.35817948,1.28396851
-5.24962481,3.72317560,0.00698755,0.00000000,0.01139571,0.92371100,0.08768554,1.35399089,1.31402704,1.27939618
-5.24362181,3.66693966,0.00686231,0.00000000,0.01119637,0.91407192,0.08760300,1.32597997,1.27003956,1.27180719
-5.23761881,3.60507915,0.00672673,0.00000000,0.01095585,0.90263178,0.08724788,1.29688361,1.22680339,1.26135664
-5.23161581,3.53843002,0.00658182,0.00000000,0.01067612,0.88967836,0.08662014,1.26694898,1.18490713,1.24826955
-5.22561281,3.46794255,0.00642874,0.00000000,0.01035973,0.87555104,0.08572312,1.23643332,1.14493100,1.23283591
-5.21960980,3.39466533,0.00626884,0.00000000,0.01000981,0.86063347,0.08456358,1.20560226,1.10743797,1.21540404
-5.21360680,3.31972777,0.00610362,0.00000000,0.00962996,0.84534480,0.08315178,1.17472859,1.07296631,1.19637225
-5.20760380,3.24432101,0.00593481,0.00000000,0.00922425,0.83012983,0.08150139,1.14409142,1.04202326,1.17617903
-5.20160080,3.16967712,0.00576428,0.00000000,0.00879711,0.81544796,0.07962944,1.11397525,1.01507932,1.15529188
-5.19559780,3.09704650,0.00559408,0.00000000,0.00835326,0.80176133,0.07755610,1.08466890,0.99256286,1.13419515
-5.18959480,3.02767395,0.00542638,0.00000000,0.00789770,0.78952228,0.07530451,1.05646394,0.97485471,1.11337706
-5.18359180,2.96277345,0.00526349,0.00000000,0.00743555,0.77916051,0.07290041,1.02965261,0.96228251,1.09331647
-5.17758879,2.90350223,0.00510780,0.00000000,0.00697206,0.77107029,0.07037178,1.00452509,0.95511479,1.07446962
-5.17158579,2.85093493,0.00496172,0.00000000,0.00651247,0.76559814,0.06774843,0.98136612,0.95355487,1.05725741
-5.16558279,2.80603850,0.00482769,0.00000000,0.00606201,0.76303140,0.06506144,0.96045113,0.95773481,1.04205357
-5.15957979,2.76964884,0.00470810,0.00000000,0.00562578,0.76358823,0.06234271,0.94204187,0.96770970,1.02917421
-5.15357679,2.74245029,0.00460524,0.00000000,0.00520874,0.76740929,0.05962434,0.92638200,0.98345289,1.01886915
-5.14757379,2.72495869,0.00452126,0.00000000,0.00481565,0.77455184,0.05693816,0.91369267,1.00485257,1.01131538
-5.14157079,2.71750932,0.00445814,0.00000000,0.00445104,0.78498626,0.05431513,0.90416846,1.03171026,1.00661300
-5.13556778,2.72025016,0.00441763,0.00000000,0.00411920,0.79859554,0.05178489,0.89797396,1.06374163,1.00478371
-5.12956478,2.73314135,0.00440124,0.00000000,0.00382412,0.81517778,0.04937533,0.89524115,1.10058019,1.00577211
-5.12356178,2.75596090,0.00441020,0.00000000,0.00356955,0.83445181,0.04711221,0.89606786,1.14178388,1.00944977
-5.11755878,2.78831694,0.00444546,0.00000000,0.00335891,0.85606582,0.04501891,0.90051730,1.18684473,1.01562180
-5.11155578,2.82966587,0.00450768,0.00000000,0.00319538,0.87960865,0.04311620,0.90861881,1.23520146,1.02403581
-5.10555278,2.87933597,0.00459721,0.00000000,0.00308186,0.90462364,0.04142214,0.92036968,1.28625450,1.03439291
-5.09954977,2.93655513,0.00471413,0.00000000,0.00302095,0.93062412,0.03995206,0.93573788,1.33938305,1.04636005
-5.09354677,3.00048168,0.00485826,0.00000000,0.00301500,0.95711032,0.03871861,0.95466551,1.39396326,1.05958341
-5.08754377,3.07023642,0.00502915,0.00000000,0.00306607,0.98358658,0.03773183,0.97707258,1.44938670,1.07370205
-5.08154077,3.14493431,0.00522616,0.00000000,0.00317594,1.00957837,0.03699931,1.00286085,1.50507815,1.08836115
-5.07553777,3.22371406,0.00544839,0.00000000,0.00334607,1.03464818,0.03652636,1.03191723,1.56051163,1.10322442
-5.06953477,3.30576377,0.00569479,0.00000000,0.00357762,1.05840952,0.03631613,1.06411651,1.61522383,1.11798474
-5.06353177,3.39034127,0.00596412,0.00000000,0.00387136,1.08053844,0.03636980,1.09932294,1.66882399,1.13237294
-5.05752876,3.47678795,0.00625496,0.00000000,0.00422766,1.10078188,0.03668664,1.13739057,1.72099975,1.14616390
-5.05152576,3.56453511,0.00656571,0.00000000,0.00464650,1.11896255,0.03726406,1.17816204,1.77151832,1.15918012
-5.04552276,3.65310277,0.00689459,0.00000000,0.00512733,1.13498014,0.03809765,1.22146596,1.82022314,1.17129233
-5.03951976,3.74209085,0.00723961,0.00000000,0.00566912,1.14880866,0.03918105,1.26711286,1.86702596,1.18241743
-5.03351676,3.83116356,0.00759857,0.00000000,0.00627027,1.16049040,0.04050588,1.31489005,1.91189501,1.19251390
-5.02751376,3.92002815,0.00796901,0.00000000,0.00692861,1.17012664,0.04206153,1.36455573,1.95483984,1.20157509
-5.02151076,4.00840952,0.00834820,0.00000000,0.00764136,1.17786584,0.04383493,1.41583289,1.99589388,1.20962085
-5.01550775,4.09602282,0.00873316,0.00000000,0.00840510,1.18388991,0.04581041,1.46840356,2.03509594,1.21668815
-5.00950475,4.18254580,0.00912057,0.00000000,0.00921581,1.18839946,0.04796941,1.52190397,2.07247169,1.22282130
-5.00350175,4.26759352,0.00950684,0.00000000,0.01006884,1.19159885,0.05029036,1.57592136,2.10801661,1.22806246
-4.99749875,4.35069698,0.00988810,0.00000000,0.01095897,1.19368185,0.05274858,1.62999289,2.14168136,1.23244301
-4.99149575,4.43128800,0.01026024,0.00000000,0.01188037,1.19481877,0.05531627,1.68360725,2.17336074,1.23597638
-4.98549275,4.50869140,0.01061892,0.00000000,0.01282673,1.19514570,0.05796259,1.73620913,2.20288692,1.23865271
-4.97948974,4.58212565,0.01095972,0.00000000,0.01379125,1.19475641,0.06065395,1.78720687,2.23002760,1.24043580
-4.97348674,4.65071247,0.01127812,0.00000000,0.01476671,1.19369735,0.06335436,1.83598319,2.25448914,1.24126226
-4.96748374,4.71349502,0.01156969,0.00000000,0.01574555,1.19196579,0.06602596,1.88190878,2.27592462,1.24104303
-4.96148074,4.76946412,0.01183016,0.00000000,0.01671992,1.18951116,0.06862965,1.92435825,2.29394646,1.23966713
-4.95547774,4.81759115,0.01205552,0.00000000,0.01768180,1.18623950,0.07112588,1.96272790,2.30814271,1.23700719
-4.94947474,4.85686596,0.01224218,0.00000000,0.01862303,1.18202034,0.07347551,1.99645453,2.31809628,1.23292647
-4.94347174,4.88633762,0.01238707,0.00000000,0.01953544,1.17669586,0.07564071,2.02503434,2.32340573,1.22728688
-4.93746873,4.90515598,0.01248775,0.00000000,0.02041094,1.17009143,0.07758590,2.04804112,2.32370673,1.21995745
-4.93146573,4.91261146,0.01254249,0.00000000,0.02124163,1.16202709,0.07927867,2.06514268,2.31869263,1.21082269
-4.92546273,4.90817116,0.01255039,0.00000000,0.02201994,1.15232912,0.08069067,2.07611478,2.30813331,1.19979039
-4.91945973,4.89150905,0.01251137,0.00000000,0.02273874,1.14084114,0.08179831,2.08085175,2.29189102,1.18679837
-4.91345673,4.86252885,0.01242628,0.00000000,0.02339149,1.12743423,0.08258344,2.07937325,2.26993268,1.17181989
-4.90745373,4.82137833,0.01229682,0.00000000,0.02397241,1.11201544,0.08303378,2.07182681,2.24233773,1.15486742
-4.90145073,4.76845429,0.01212559,0.00000000,0.02447664,1.09453441,0.08314323,2.05848598,2.20930155,1.13599456
-4.89544772,4.70439832,0.01191598,0.00000000,0.02490040,1.07498792,0.08291193,2.03974415,2.17113428,1.11529630
-4.88944472,4.63008340,0.01167215,0.00000000,0.02524116,1.05342217,0.08234618,2.01610441,2.12825519,1.09290744
-4.88344172,4.54659249,0.01139888,0.00000000,0.02549780,1.02993292,0.08145812,1.98816584,2.08118328,1.06899961
-4.87743872,4.45519013,0.01110152,0.00000000,0.02567076,1.00466352,0.08026529,1.95660697,2.03052463,1.04377683
-4.87143572,4.35728868,0.01078583,0.00000000,0.02576216,0.97780132,0.07879000,1.92216717,1.97695739,1.01747029
-4.86543272,4.25441093,0.01045787,0.00000000,0.02577586,0.94957240,0.07705859,1.88562685,1.92121529,0.99033226
-4.85942971,4.14815088,0.01012386,0.00000000,0.02571751,0.92023543,0.07510066,1.84778725,1.86407059,0.96262988
-4.85342671,4.04013443,0.00979006,0.00000000,0.02559454,0.89007467,0.07294817,1.80945078,1.80631740,0.93463877
-4.84742371,3.93198163,0.00946265,0.00000000,0.02541609,0.85939275,0.07063458,1.77140258,1.74875613,0.90663698
-4.84142071,3.82527197,0.00914762,0.00000000,0.02519286,0.82850349,0.06819405,1.73439394,1.69217979,0.87889948
-4.83541771,3.72151370,0.00885067,0.00000000,0.02493691,0.79772507,0.06566056,1.69912810,1.63736250,0.85169323
-4.82941471,3.62211809,0.00857711,0.00000000,0.02466139,0.76737383,0.06306725,1.66624873,1.58505074,0.82527311
-4.82341171,3.52837900,0.00833180,0.00000000,0.02438023,0.73775892,0.06044576,1.63633117,1.53595718,0.79987863
-4.81740870,3.44145792,0.00811910,0.00000000,0.02410774,0.70917785,0.05782570,1.60987655,1.49075716,0.77573148
-4.81140570,3.36237424,0.00794280,0.00000000,0.02385817,0.68191301,0.05523424,1.58730843,1.45008749,0.75303388
-4.80540270,3.29200020,0.00780610,0.00000000,0.02364533,0.65622915,0.05269576,1.56897183,1.41454707,0.73196751
-4.79939970,3.23106004,0.00771158,0.00000000,0.02348207,0.63237170,0.05023169,1.55513413,1.38469890,0.71269305
-4.79339670,3.18013230,0.00766119,0.00000000,0.02337984,0.61056583,0.04786033,1.54598751,1.36107267,0.69535006
-4.78739370,3.13965450,0.00765622,0.00000000,0.02334832,0.59101597,0.04559686,1.54165242,1.34416742,0.68005712
-4.78139070,3.10992930,0.00769732,0.00000000,0.02339497,0.57390575,0.04345335,1.54218164,1.33445359,0.66691202
-4.77538769,3.09113139,0.00778450,0.00000000,0.02352480,0.55939806,0.04143888,1.54756458,1.33237376,0.65599202
-4.76938469,3.08331425,0.00791711,0.00000000,0.02374007,0.54763503,0.03955967,1.55773151,1.33834181,0.64735383
-4.76338169,3.08641653,0.00809386,0.00000000,0.02404022,0.53873784,0.03781931,1.57255754,1.35273993,0.64103354
-4.75737869,3.10026739,0.00831287,0.00000000,0.02442181,0.53280617,0.03621890,1.59186609,1.37591350,0.63704622
-4.75137569,3.12459107,0.00857163,0.00000000,0.02487858,0.52991725,0.03475738,1.61543214,1.40816365,0.63538531
-4.74537269,3.15901033,0.00886707,0.00000000,0.02540167,0.53012444,0.03343175,1.64298496,1.44973784,0.63602192
-4.73936968,3.20304937,0.00919560,0.00000000,0.02597988,0.53345549,0.03223736,1.67421080,1.50081862,0.63890391
-4.73336668,3.25613639,0.00955312,0.00000000,0.02660008,0.53991041,0.03116821,1.70875551,1.56151124,0.64395505
-4.72736368,3.31760624,0.00993510,0.00000000,0.02724762,0.54945913,0.03021726,1.74622739,1.63183055,0.65107427
-4.72136068,3.38670386,0.01033664,0.00000000,0.02790690,0.56203928,0.02937672,1.78620051,1.71168798,0.66013519
-4.71535768,3.46258877,0.01075254,0.00000000,0.02856186,0.57755403,0.02863842,1.82821863,1.80087932,0.67098609
-4.70935468,3.54434117,0.01117738,0.00000000,0.02919663,0.59587036,0.02799407,1.87179986,1.89907403,0.68345028
-4.70335168,3.63097006,0.01160564,0.00000000,0.02979598,0.61681802,0.02743565,1.91644225,2.00580676,0.69732729
-4.69734867,3.72142339,0.01203175,0.00000000,0.03034594,0.64018915,0.02695567,1.96163009,2.12047172,0.71239462
-4.69134567,3.81460055,0.01245023,0.00000000,0.03083421,0.66573895,0.02654746,2.00684114,2.24232049,0.72841040
-4.68534267,3.90936689,0.01285579,0.00000000,0.03125052,0.69318734,0.02620548,2.05155442,2.37046349,0.74511674
-4.67933967,4.00457024,0.01324341,0.00000000,0.03158698,0.72222179,0.02592552,2.09525856,2.50387548,0.76224398
-4.67333667,4.09905889,0.01360842,0.00000000,0.03183825,0.75250119,0.02570490,2.13746040,2.64140509,0.77951552
-4.66733367,4.19170072,0.01394665,0.00000000,0.03200158,0.78366083,0.02554260,2.17769361,2.78178840,0.79665342
-4.66133067,4.28140283,0.01425442,0.00000000,0.03207682,0.81531824,0.02543935,2.21552718,2.92366616,0.81338434
-4.65532766,4.36713119,0.01452866,0.00000000,0.03206628,0.84707983,0.02539764,2.25057348,3.06560454,0.82944593
-4.64932466,4.44792974,0.01476692,0.00000000,0.03197451,0.87854813,0.02542166,2.28249570,3.20611875,0.84459333
-4.64332166,4.52293837,0.01496740,0.00000000,0.03180800,0.90932924,0.02551717,2.31101461,3.34369908,0.85860563
