energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.09954977,3.31412153,0.09982720,0.20373442,0.64641175,0.61949150,0.30152569,1.03852260,0.53522285,0.13594500
-5.09354677,3.39901789,0.10467519,0.21373904,0.68130573,0.64038055,0.29996095,1.06372032,0.55608033,0.13711234
-5.08754377,3.48824997,0.10934611,0.22457716,0.71680201,0.66263876,0.29884864,1.08847237,0.57731557,0.13867092
-5.08154077,3.58195953,0.11383532,0.23624845,0.75281383,0.68630819,0.29824856,1.11277497,0.59888740,0.14062557
-5.07553777,3.68021598,0.11814619,0.24873292,0.78925558,0.71139989,0.29821230,1.13664791,0.62075342,0.14297487
-5.06953477,3.78299883,0.12228910,0.26198878,0.82603780,0.73788903,0.29878325,1.16013106,0.64286656,0.14571087
-5.06353177,3.89017880,0.12628005,0.27595074,0.86306153,0.76571059,0.29999649,1.18327917,0.66517102,0.14881870
-5.05752876,4.00149891,0.13013877,0.29052894,0.90021241,0.79475577,0.30187865,1.20615502,0.68759797,0.15227615
-5.05152576,4.11655723,0.13388653,0.30560862,0.93735496,0.82486969,0.30444781,1.22882175,0.71006120,0.15605317
-5.04552276,4.23479290,0.13754383,0.32105075,0.97432781,0.85585042,0.30771335,1.25133467,0.73245335,0.16011151
-5.03951976,4.35547770,0.14112799,0.33669356,1.01094037,0.88744991,0.31167594,1.27373343,0.75464294,0.16440435
-5.03351676,4.47771470,0.14465083,0.35235523,1.04697155,0.91937690,0.31632771,1.29603529,0.77647283,0.16887625
-5.02751376,4.60044581,0.14811667,0.36783769,1.08217109,0.95130203,0.32165269,1.31823008,0.79776029,0.17346336
-5.02151076,4.72246931,0.15152077,0.38293147,1.11626382,0.98286528,0.32762750,1.34027755,0.81829908,0.17809397
-5.01550775,4.84246795,0.15484819,0.39742158,1.14895702,1.01368552,0.33422250,1.36210754,0.83786361,0.18268946
-5.00950475,4.95904749,0.15807343,0.41109429,1.17995091,1.04337214,0.34140316,1.38362320,0.85621529,0.18716569
-5.00350175,5.07078461,0.16116070,0.42374447,1.20895199,1.07153815,0.34913180,1.40470719,0.87311085,0.19143483
-4.99749875,5.17628258,0.16406492,0.43518342,1.23568877,1.09781445,0.35736953,1.42523072,0.88831237,0.19540749
-4.99149575,5.27423204,0.16673340,0.44524664,1.25992901,1.12186451,0.36607824,1.44506476,0.90159847,0.19899525
-4.98549275,5.36347377,0.16910813,0.45380140,1.28149786,1.14339874,0.37522257,1.46409271,0.91277627,0.20211333
-4.97948974,5.44305975,0.17112857,0.46075363,1.30029549,1.16218771,0.38477151,1.48222369,0.92169319,0.20468338
-4.97348674,5.51230873,0.17273479,0.46605368,1.31631333,1.17807353,0.39469961,1.49940512,0.92824804,0.20663622
-4.96748374,5.57085230,0.17387072,0.46970084,1.32964752,1.19097861,0.40498751,1.51563380,0.93240062,0.20791433
-4.96148074,5.61866796,0.17448748,0.47174602,1.34050861,1.20091097,0.41562167,1.53096411,0.93417897,0.20847406
-4.95547774,5.65609621,0.17454636,0.47229258,1.34922643,1.20796596,0.42659315,1.54551265,0.93368396,0.20828738
-4.94947474,5.68383930,0.17402151,0.47149498,1.35624925,1.21232367,0.43789548,1.55945838,0.93109034,0.20734294
-4.94347174,5.70294064,0.17290197,0.46955532,1.36213686,1.21424232,0.44952158,1.57303792,0.92664435,0.20564666
-4.93746873,5.71474458,0.17119314,0.46671760,1.36754716,1.21404749,0.46145989,1.58653591,0.92065751,0.20322146
-4.93146573,5.72083785,0.16891730,0.46326006,1.37321646,1.21211778,0.47368987,1.60027046,0.91349673,0.20010641
-4.92546273,5.72297491,0.16611352,0.45948561,1.37993390,1.20886737,0.48617718,1.61457455,0.90557121,0.19635518
-4.91945973,5.72299066,0.16283654,0.45571084,1.38851090,1.20472647,0.49886890,1.62977403,0.89731647,0.19203392
-4.91345673,5.72270473,0.15915510,0.45225389,1.39974661,1.20012043,0.51168911,1.64616365,0.88917633,0.18721869
-4.90745373,5.72382249,0.15514945,0.44942182,1.41439097,1.19544872,0.52453526,1.66398237,0.88158365,0.18199257
-4.90145073,5.72783794,0.15090843,0.44749778,1.43310694,1.19106483,0.53727570,1.68338954,0.87494068,0.17644255
-4.89544772,5.73594418,0.14652616,0.44672870,1.45643359,1.18725817,0.54974876,1.70444357,0.86960023,0.17065644
-4.88944472,5.74895639,0.14209849,0.44731403,1.48475214,1.18423890,0.56176356,1.72708460,0.86584831,0.16471998
-4.88344172,5.76725203,0.13771951,0.44939594,1.51825648,1.18212663,0.57310274,1.75112230,0.86388953,0.15871412
-4.87743872,5.79073200,0.13347819,0.45305154,1.55693008,1.18094351,0.58352727,1.77623021,0.86383565,0.15271284
-4.87143572,5.81880537,0.12945537,0.45828754,1.60053054,1.18061220,0.59278305,1.80194698,0.86569831,0.14678140
-4.86543272,5.85039910,0.12572127,0.46503746,1.64858314,1.18095875,0.60060932,1.82768512,0.86938614,0.14097525
-4.85942971,5.88399285,0.12233347,0.47316192,1.70038395,1.18172039,0.60674841,1.85274699,0.87470658,0.13533949
-4.85342671,5.91767749,0.11933574,0.48245167,1.75501298,1.18255777,0.61095640,1.87634769,0.88137242,0.12990896
-4.84742371,5.94923493,0.11675743,0.49263364,1.81135718,1.18307108,0.61301421,1.89764376,0.88901283,0.12470890
-4.84142071,5.97623546,0.11461362,0.50337959,1.86814265,1.18281917,0.61273861,1.91576665,0.89718843,0.11975609
-4.83541771,5.99614810,0.11290602,0.51431720,1.92397506,1.18134090,0.60999240,1.92985933,0.90540981,0.11506042
-4.82941471,6.00645872,0.11162434,0.52504304,1.97738667,1.17817748,0.60469335,1.93911433,0.91315861,0.11062674
-4.82341171,6.00479022,0.11074833,0.53513703,2.02688817,1.17289482,0.59682134,1.94281143,0.91991032,0.10645684
-4.81740870,5.98901924,0.11025002,0.54417769,2.07102317,1.16510489,0.58642330,1.94035321,0.92515773,0.10255150
-4.81140570,5.95738370,0.11009640,0.55175757,2.10842288,1.15448499,0.57361562,1.93129682,0.92843399,0.09891249
-4.80540270,5.90857646,0.11025209,0.55749829,2.13785880,1.14079414,0.55858389,1.91538024,0.92933429,0.09554430
-4.79939970,5.84182057,0.11068195,0.56106449,2.15829088,1.12388594,0.54157997,1.89254205,0.92753510,0.09245562
-4.79339670,5.75692296,0.11135357,0.56217604,2.16890901,1.10371730,0.52291642,1.86293357,0.92281019,0.08966044
-4.78739370,5.65430413,0.11223938,0.56061818,2.16916605,1.08035279,0.50295858,1.82692288,0.91504271,0.08717870
-4.78139070,5.53500283,0.11331837,0.55624902,2.15880076,1.05396451,0.48211473,1.78509047,0.90423268,0.08503651
-4.77538769,5.40065545,0.11457724,0.54900421,2.13784959,1.02482760,0.46082454,1.73821666,0.89049970,0.08326580
-4.76938469,5.25345140,0.11601101,0.53889860,2.10664692,0.99331167,0.43954657,1.68726126,0.87408063,0.08190359
-4.76338169,5.09606634,0.11762297,0.52602485,2.06581362,0.95986863,0.41874512,1.63333635,0.85532236,0.08099074
-4.75737869,4.93157636,0.11942414,0.51054923,2.01623451,0.92501750,0.39887703,1.57767315,0.83466993,0.08057034
-4.75137569,4.76335648,0.12143200,0.49270470,1.95902581,0.88932696,0.38037897,1.52158428,0.81265056,0.08068574
-4.74537269,4.59496789,0.12366884,0.47278178,1.89549401,0.85339629,0.36365554,1.46642273,0.78985412,0.08137835
-4.73936968,4.43003809,0.12615968,0.45111762,1.82708810,0.81783558,0.34906857,1.41353920,0.76691090,0.08268520
-4.73336668,4.27213872,0.12892983,0.42808374,1.75534713,0.78324593,0.33692796,1.36423907,0.74446756,0.08463652
-4.72736368,4.12466552,0.13200239,0.40407313,1.68184558,0.75020042,0.32748425,1.31974063,0.72316224,0.08725328
-4.72136068,3.99072469,0.13539559,0.37948706,1.60813862,0.71922639,0.32092291,1.28113592,0.70359973,0.09054486
-4.71535768,3.87302956,0.13912040,0.35472241,1.53570969,0.69078980,0.31736059,1.24935537,0.68632785,0.09450703
-4.70935468,3.77381113,0.14317821,0.33015967,1.46592231,0.66528191,0.31684318,1.22513745,0.67181576,0.09912018
-4.70335168,3.69474510,0.14755904,0.30615243,1.39997802,0.64300874,0.31934565,1.20900421,0.66043524,0.10434800
-4.69734867,3.63689777,0.15224013,0.28301829,1.33888183,0.62418363,0.32477351,1.20124350,0.65244557,0.11013675
-4.69134567,3.60069223,0.15718507,0.26103174,1.28341632,0.60892269,0.33296588,1.20189829,0.64798256,0.11641499
-4.68534267,3.58589562,0.16234360,0.24041894,1.23412505,0.59724354,0.34369987,1.21076353,0.64705235,0.12309403
-4.67933967,3.59162752,0.16765199,0.22135461,1.19130538,0.58906693,0.35669618,1.22739061,0.64952993,0.13006903
-4.67333667,3.61638889,0.17303403,0.20396084,1.15501083,0.58422114,0.37162579,1.25109922,0.65516270,0.13722068
-4.66733367,3.65811038,0.17840261,0.18830774,1.12506212,0.58244899,0.38811755,1.28099628,0.66357881,0.14441759
-4.66133067,3.71421790,0.18366182,0.17441588,1.10106625,0.58341700,0.40576646,1.31600145,0.67429992,0.15151925
-4.65532766,3.78171345,0.18870946,0.16225999,1.08244242,0.58672638,0.42414262,1.35487825,0.68675795,0.15837946
-4.64932466,3.85726801,0.19343987,0.15177391,1.06845339,0.59192552,0.44280053,1.39627001,0.70031506,0.16485013
-4.64332166,3.93732360,0.19774698,0.14285643,1.05824087,0.59852352,0.46128872,1.43873943,0.71428621,0.17078541
