energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.73586793,3.96501061,0.00169512,0.45656465,0.54631353,0.62638363,1.98305672,2.18296730,1.01757068,0.00000000
-5.72986493,3.82072306,0.00152340,0.42795152,0.52769267,0.60055284,1.87926788,2.12065385,0.97964970,0.00000000
-5.72386193,3.68151304,0.00136940,0.39944453,0.50959791,0.57626575,1.77724553,2.06120185,0.94284388,0.00000000
-5.71785893,3.54899701,0.00123229,0.37138225,0.49218406,0.55372314,1.67795363,2.00545411,0.90748098,0.00000000
-5.71185593,3.42454666,0.00111113,0.34407083,0.47558400,0.53307876,1.58225527,1.95411442,0.87384513,0.00000000
-5.70585293,3.30925734,0.00100490,0.31777788,0.45990427,0.51443752,1.49089531,1.90772911,0.84217148,0.00000000
-5.69984992,3.20392678,0.00091255,0.29272796,0.44522167,0.49785503,1.40448766,1.86667465,0.81264259,0.00000000
-5.69384692,3.10904474,0.00083297,0.26909989,0.43158117,0.48333849,1.32350724,1.83115151,0.78538642,0.00000000
-5.68784392,3.02479339,0.00076506,0.24702582,0.41899509,0.47084887,1.24828681,1.80118451,0.76047601,0.00000000
-5.68184092,2.95105798,0.00070771,0.22659190,0.40744358,0.46030421,1.17901826,1.77662924,0.73793072,0.00000000
-5.67583792,2.88744682,0.00065985,0.20784050,0.39687644,0.45158392,1.11575821,1.75718399,0.71771882,0.00000000
-5.66983492,2.83331925,0.00062039,0.19077364,0.38721607,0.44453389,1.05843706,1.74240656,0.69976124,0.00000000
-5.66383192,2.78781996,0.00058830,0.17535743,0.37836142,0.43897217,1.00687124,1.73173484,0.68393630,0.00000000
-5.65782891,2.74991801,0.00056257,0.16152722,0.37019270,0.43469511,0.96077758,1.72451014,0.67008506,0.00000000
-5.65182591,2.71844848,0.00054226,0.14919328,0.36257663,0.43148363,0.91978935,1.72000216,0.65801715,0.00000000
-5.64582291,2.69215519,0.00052645,0.13824649,0.35537192,0.42910957,0.88347305,1.71743451,0.64751688,0.00000000
-5.63981991,2.66973266,0.00051430,0.12856416,0.34843479,0.42734174,0.85134546,1.71600968,0.63834936,0.00000000
-5.63381691,2.64986589,0.00050502,0.12001536,0.34162418,0.42595174,0.82289027,1.71493260,0.63026651,0.00000000
-5.62781391,2.63126670,0.00049788,0.11246593,0.33480656,0.42471920,0.79757373,1.71343201,0.62301286,0.00000000
-5.62181091,2.61270583,0.00049222,0.10578281,0.32786008,0.42343651,0.77485920,1.71077920,0.61633113,0.00000000
-5.61580790,2.59304004,0.00048745,0.09983775,0.32067792,0.42191285,0.75422000,1.70630353,0.60996734,0.00000000
-5.60980490,2.57123404,0.00048306,0.09451022,0.31317087,0.41997750,0.73515071,1.69940484,0.60367561,0.00000000
-5.60380190,2.54637718,0.00047859,0.08968966,0.30526895,0.41748246,0.71717659,1.68956261,0.59722263,0.00000000
-5.59779890,2.51769514,0.00047367,0.08527698,0.29692227,0.41430431,0.69986138,1.67634207,0.59039163,0.00000000
-5.59179590,2.48455701,0.00046799,0.08118547,0.28810103,0.41034543,0.68281330,1.65939759,0.58298607,0.00000000
-5.58579290,2.44647831,0.00046130,0.07734103,0.27879485,0.40553446,0.66568956,1.63847372,0.57483285,0.00000000
-5.57978989,2.40312050,0.00045342,0.07368211,0.26901149,0.39982630,0.64819939,1.61340422,0.56578514,0.00000000
-5.57378689,2.35428764,0.00044424,0.07015905,0.25877513,0.39320146,0.63010579,1.58410959,0.55572475,0.00000000
-5.56778389,2.29992073,0.00043367,0.06673333,0.24812434,0.38566496,0.61122608,1.55059334,0.54456394,0.00000000
-5.56178089,2.24009013,0.00042171,0.06337647,0.23710975,0.37724478,0.59143136,1.51293740,0.53224679,0.00000000
-5.55577789,2.17498667,0.00040839,0.06006889,0.22579178,0.36799000,0.57064499,1.47129689,0.51874978,0.00000000
-5.54977489,2.10491143,0.00039376,0.05679869,0.21423821,0.35796849,0.54884028,1.42589433,0.50408176,0.00000000
-5.54377189,2.03026466,0.00037793,0.05356045,0.20252196,0.34726445,0.52603717,1.37701346,0.48828325,0.00000000
-5.53776888,1.95153378,0.00036104,0.05035402,0.19071896,0.33597561,0.50229834,1.32499260,0.47142481,0.00000000
-5.53176588,1.86928061,0.00034323,0.04718348,0.17890619,0.32421027,0.47772453,1.27021760,0.45360474,0.00000000
-5.52576288,1.78412779,0.00032468,0.04405611,0.16715994,0.31208419,0.45244930,1.21311428,0.43494602,0.00000000
-5.51975988,1.69674454,0.00030556,0.04098144,0.15555428,0.29971733,0.42663327,1.15414037,0.41559253,0.00000000
-5.51375688,1.60783178,0.00028607,0.03797052,0.14415975,0.28723064,0.40045802,1.09377692,0.39570463,0.00000000
-5.50775388,1.51810689,0.00026640,0.03503519,0.13304224,0.27474278,0.37411971,1.03251923,0.37545438,0.00000000
-5.50175088,1.42828813,0.00024674,0.03218749,0.12226202,0.26236699,0.34782269,0.97086740,0.35502038,0.00000000
-5.49574787,1.33907927,0.00022727,0.02943912,0.11187306,0.25020817,0.32177314,0.90931672,0.33458249,0.00000000
-5.48974487,1.25115467,0.00020817,0.02680106,0.10192239,0.23836023,0.29617308,0.84834802,0.31431665,0.00000000
-5.48374187,1.16514525,0.00018958,0.02428322,0.09244969,0.22690377,0.27121473,0.78841840,0.29439000,0.00000000
-5.47773887,1.08162586,0.00017166,0.02189414,0.08348706,0.21590433,0.24707562,0.72995244,0.27495639,0.00000000
-5.47173587,1.00110441,0.00015452,0.01964083,0.07505886,0.20541105,0.22391432,0.67333446,0.25615260,0.00000000
-5.46573287,0.92401319,0.00013826,0.01752859,0.06718176,0.19545604,0.20186721,0.61890187,0.23809531,0.00000000
-5.45972986,0.85070274,0.00012297,0.01556097,0.05986493,0.18605429,0.18104599,0.56694004,0.22087894,0.00000000
-5.45372686,0.78143840,0.00010870,0.01373974,0.05311030,0.17720425,0.16153634,0.51767888,0.20457444,0.00000000
-5.44772386,0.71639972,0.00009550,0.01206491,0.04691308,0.16888908,0.14339744,0.47129107,0.18922898,0.00000000
-5.44172086,0.65568262,0.00008338,0.01053483,0.04126222,0.16107833,0.12666239,0.42789226,0.17486664,0.00000000
-5.43571786,0.59930423,0.00007233,0.00914628,0.03614115,0.15373023,0.11133952,0.38754300,0.16148981,0.00000000
-5.42971486,0.54720997,0.00006236,0.00789466,0.03152846,0.14679429,0.09741428,0.35025226,0.14908141,0.00000000
-5.42371186,0.49928272,0.00005341,0.00677416,0.02739872,0.14021413,0.08485180,0.31598252,0.13760757,0.00000000
-5.41770885,0.45535326,0.00004545,0.00577793,0.02372331,0.13393050,0.07359980,0.28465586,0.12702080,0.00000000
-5.41170585,0.41521184,0.00003842,0.00489835,0.02047123,0.12788414,0.06359175,0.25616109,0.11726331,0.00000000
-5.40570285,0.37862003,0.00003227,0.00412721,0.01760996,0.12201861,0.05475010,0.23036121,0.10827043,0.00000000
-5.39969985,0.34532249,0.00002692,0.00345589,0.01510620,0.11628273,0.04698958,0.20710127,0.09997386,0.00000000
-5.39369685,0.31505813,0.00002231,0.00287565,0.01292660,0.11063263,0.04022021,0.18621585,0.09230473,0.00000000
-5.38769385,0.28757027,0.00001837,0.00237770,0.01103840,0.10503337,0.03435012,0.16753634,0.08519622,0.00000000
-5.38169085,0.26261543,0.00001502,0.00195346,0.00940999,0.09946000,0.02928803,0.15089740,0.07858579,0.00000000
-5.37568784,0.23997054,0.00001220,0.00159464,0.00801131,0.09389801,0.02494538,0.13614259,0.07241682,0.00000000
-5.36968484,0.21943845,0.00000984,0.00129337,0.00681429,0.08834339,0.02123799,0.12312907,0.06663980,0.00000000
-5.36368184,0.20085171,0.00000789,0.00104229,0.00579299,0.08280204,0.01808738,0.11173115,0.06121296,0.00000000
-5.35767884,0.18407462,0.00000628,0.00083462,0.00492384,0.07728886,0.01542167,0.10184280,0.05610242,0.00000000
-5.35167584,0.16900375,0.00000497,0.00066417,0.00418568,0.07182643,0.01317615,0.09337908,0.05128196,0.00000000
-5.34567284,0.15556702,0.00000392,0.00052540,0.00355973,0.06644349,0.01129353,0.08627662,0.04673243,0.00000000
-5.33966983,0.14372169,0.00000307,0.00041339,0.00302959,0.06117329,0.00972389,0.08049311,0.04244086,0.00000000
-5.33366683,0.13345139,0.00000240,0.00032384,0.00258108,0.05605183,0.00842452,0.07600609,0.03839955,0.00000000
-5.32766383,0.12476244,0.00000188,0.00025304,0.00220211,0.05111626,0.00735950,0.07281105,0.03460489,0.00000000
-5.32166083,0.11767985,0.00000149,0.00019786,0.00188253,0.04640338,0.00649922,0.07091898,0.03105638,0.00000000
-5.31565783,0.11224299,0.00000120,0.00015569,0.00161396,0.04194839,0.00581987,0.07035354,0.02775557,0.00000000
-5.30965483,0.10850136,0.00000101,0.00012441,0.00138959,0.03778389,0.00530286,0.07114796,0.02470523,0.00000000
-5.30365183,0.10651043,0.00000089,0.00010236,0.00120410,0.03393920,0.00493433,0.07334177,0.02190867,0.00000000
-5.29764882,0.10632788,0.00000085,0.00008833,0.00105345,0.03044004,0.00470456,0.07697751,0.01936921,0.00000000
-5.29164582,0.10801021,0.00000087,0.00008147,0.00093483,0.02730852,0.00460764,0.08209749,0.01708993,0.00000000
-5.28564282,0.11160987,0.00000097,0.00008134,0.00084654,0.02456341,0.00464102,0.08874076,0.01507357,0.00000000
-5.27963982,0.11717304,0.00000115,0.00008785,0.00078798,0.02222075,0.00480529,0.09694035,0.01332267,0.00000000
-5.27363682,0.12473798,0.00000142,0.00010128,0.00075960,0.02029460,0.00510391,0.10672087,0.01183977,0.00000000
-5.26763382,0.13433413,0.00000178,0.00012225,0.00076294,0.01879811,0.00554314,0.11809665,0.01062791,0.00000000
-5.26163082,0.14598189,0.00000227,0.00015177,0.00080067,0.01774454,0.00613194,0.13107036,0.00969107,0.00000000
-5.25562781,0.15969317,0.00000290,0.00019120,0.00087666,0.01714851,0.00688198,0.14563235,0.00903475,0.00000000
-5.24962481,0.17547251,0.00000369,0.00024232,0.00099609,0.01702714,0.00780770,0.16176059,0.00866654,0.00000000
-5.24362181,0.19331900,0.00000470,0.00030732,0.00116555,0.01740120,0.00892632,0.17942139,0.00859669,0.00000000
-5.23761881,0.21322862,0.00000595,0.00038885,0.00139319,0.01829605,0.01025796,0.19857073,0.00883858,0.00000000
-5.23161581,0.23519709,0.00000749,0.00049002,0.00168887,0.01974254,0.01182567,0.21915630,0.00940910,0.00000000
-5.22561281,0.25922301,0.00000938,0.00061447,0.00206429,0.02177751,0.01365544,0.24112001,0.01032893,0.00000000
-5.21960980,0.28531104,0.00001168,0.00076635,0.00253314,0.02444417,0.01577618,0.26440095,0.01162258,0.00000000
-5.21360680,0.31347497,0.00001446,0.00095036,0.00311123,0.02779205,0.01821959,0.28893854,0.01331835,0.00000000
-5.20760380,0.34374039,0.00001780,0.00117177,0.00381658,0.03187665,0.02101994,0.31467565,0.01544802,0.00000000
-5.20160080,0.37614666,0.00002180,0.00143644,0.00466953,0.03675871,0.02421376,0.34156153,0.01804632,0.00000000
-5.19559780,0.41074800,0.00002654,0.00175079,0.00569273,0.04250309,0.02783942,0.36955420,0.02115022,0.00000000
-5.18959480,0.44761345,0.00003215,0.00212178,0.00691112,0.04917728,0.03193658,0.39862210,0.02479806,0.00000000
-5.18359180,0.48682538,0.00003874,0.00255692,0.00835185,0.05684956,0.03654555,0.42874485,0.02902840,0.00000000
-5.17758879,0.52847670,0.00004643,0.00306419,0.01004407,0.06558688,0.04170656,0.45991281,0.03387882,0.00000000
-5.17158579,0.57266642,0.00005537,0.00365197,0.01201873,0.07545246,0.04745904,0.49212555,0.03938458,0.00000000
-5.16558279,0.61949390,0.00006572,0.00432901,0.01430814,0.08650321,0.05384071,0.52538897,0.04557722,0.00000000
-5.15957979,0.66905178,0.00007762,0.00510426,0.01694554,0.09878710,0.06088691,0.55971139,0.05248320,0.00000000
-5.15357679,0.72141791,0.00009125,0.00598680,0.01996452,0.11234059,0.06862983,0.59509853,0.06012257,0.00000000
-5.14757379,0.77664671,0.00010678,0.00698567,0.02339830,0.12718611,0.07709789,0.63154789,0.06850786,0.00000000
-5.14157079,0.83476028,0.00012439,0.00810970,0.02727893,0.14332989,0.08631534,0.66904259,0.07764310,0.00000000
-5.13556778,0.89573982,0.00014426,0.00936735,0.03163635,0.16076012,0.09630190,0.70754523,0.08752321,0.00000000
-5.12956478,0.95951795,0.00016657,0.01076648,0.03649742,0.17944560,0.10707277,0.74699212,0.09813360,0.00000000
-5.12356178,1.02597217,0.00019150,0.01231416,0.04188476,0.19933491,0.11863870,0.78728829,0.10945024,0.00000000
-5.11755878,1.09492014,0.00021920,0.01401638,0.04781568,0.22035624,0.13100630,0.82830358,0.12144001,0.00000000
-5.11155578,1.16611704,0.00024984,0.01587781,0.05430095,0.24241783,0.14417856,0.86987026,0.13406146,0.00000000
-5.10555278,1.23925505,0.00028353,0.01790160,0.06134366,0.26540903,0.15815535,0.91178226,0.14726583,0.00000000
-5.09954977,1.31396541,0.00032038,0.02008901,0.06893813,0.28920201,0.17293404,0.95379626,0.16099839,0.00000000
-5.09354677,1.38982252,0.00036043,0.02243923,0.07706889,0.31365389,0.18850994,0.99563445,0.17519992,0.00000000
-5.08754377,1.46635026,0.00040369,0.02494913,0.08570983,0.33860935,0.20487670,1.03698907,0.18980820,0.00000000
-5.08154077,1.54303003,0.00045012,0.02761298,0.09482355,0.36390354,0.22202632,1.07752826,0.20475953,0.00000000
-5.07553777,1.61930993,0.00049959,0.03042231,0.10436097,0.38936507,0.23994887,1.11690307,0.21999000,0.00000000
-5.06953477,1.69461494,0.00055192,0.03336575,0.11426122,0.41481901,0.25863176,1.15475517,0.23543658,0.00000000
-5.06353177,1.76835716,0.00060682,0.03642896,0.12445191,0.44008984,0.27805859,1.19072480,0.25103770,0.00000000
-5.05752876,1.83994601,0.00066394,0.03959461,0.13484975,0.46500400,0.29820749,1.22445861,0.26673345,0.00000000
-5.05152576,1.90879765,0.00072282,0.04284247,0.14536162,0.48939224,0.31904915,1.25561698,0.28246532,0.00000000
-5.04552276,1.97434354,0.00078291,0.04614956,0.15588605,0.51309147,0.34054443,1.28388049,0.29817541,0.00000000
-5.03951976,2.03603785,0.00084358,0.04949049,0.16631509,0.53594627,0.36264194,1.30895535,0.31380521,0.00000000
-5.03351676,2.09336377,0.00090410,0.05283781,0.17653665,0.55781001,0.38527558,1.33057767,0.32929413,0.00000000
-5.02751376,2.14583872,0.00096367,0.05616257,0.18643716,0.57854572,0.40836237,1.34851659,0.34457773,0.00000000
-5.02151076,2.19301886,0.00102146,0.05943491,0.19590459,0.59802671,0.43180079,1.36257632,0.35958598,0.00000000
-5.01550775,2.23450311,0.00107657,0.06262484,0.20483172,0.61613723,0.45546986,1.37259733,0.37424174,0.00000000
-5.00950475,2.26993719,0.00112808,0.06570305,0.21311951,0.63277321,0.47922921,1.37845700,0.38845948,0.00000000
-5.00350175,2.29901795,0.00117511,0.06864184,0.22068068,0.64784331,0.50292038,1.38006986,0.40214472,0.00000000
-4.99749875,2.32149848,0.00121677,0.07141605,0.22744313,0.66127033,0.52636929,1.37738788,0.41519403,0.00000000
-4.99149575,2.33719415,0.00125225,0.07400401,0.23335323,0.67299315,0.54939024,1.37040092,0.42749600,0.00000000
-4.98549275,2.34598981,0.00128085,0.07638854,0.23837892,0.68296922,0.57179108,1.35913761,0.43893307,0.00000000
-4.97948974,2.34784790,0.00130193,0.07855777,0.24251232,0.69117764,0.59337972,1.34366668,0.44938427,0.00000000
-4.97348674,2.34281751,0.00131504,0.08050596,0.24577185,0.69762270,0.61397147,1.32409883,0.45872887,0.00000000
-4.96748374,2.33104375,0.00131986,0.08223408,0.24820381,0.70233779,0.63339712,1.30058886,0.46685070,0.00000000
-4.96148074,2.31277689,0.00131623,0.08375028,0.24988314,0.70538946,0.65151120,1.27333804,0.47364297,0.00000000
-4.95547774,2.28838065,0.00130418,0.08507012,0.25091349,0.70688141,0.66820001,1.24259630,0.47901340,0.00000000
-4.94947474,2.25833881,0.00128393,0.08621646,0.25142640,0.70695812,0.68338898,1.20866393,0.48288932,0.00000000
-4.94347174,2.22325921,0.00125588,0.08721918,0.25157955,0.70580770,0.69704873,1.17189249,0.48522235,0.00000000
-4.93746873,2.18387455,0.00122057,0.08811459,0.25155421,0.70366385,0.70919954,1.13268440,0.48599253,0.00000000
-4.93146573,2.14103924,0.00117874,0.08894447,0.25155176,0.70080640,0.71991375,1.09149120,0.48521141,0.00000000
-4.92546273,2.09572179,0.00113124,0.08975495,0.25178933,0.69756033,0.72931572,1.04880988,0.48292407,0.00000000
-4.91945973,2.04899242,0.00107903,0.09059507,0.25249480,0.69429297,0.73757940,1.00517751,0.47920968,0.00000000
-4.91345673,2.00200601,0.00102317,0.09151517,0.25390098,0.69140934,0.74492323,0.96116384,0.47418073,0.00000000
-4.90745373,1.95598035,0.00096477,0.09256507,0.25623940,0.68934553,0.75160266,0.91736219,0.46798067,0.00000000
-4.90145073,1.91217041,0.00090495,0.09379228,0.25973366,0.68856016,0.75790056,0.87437866,0.46078032,0.00000000
-4.89544772,1.87183929,0.00084486,0.09524005,0.26459262,0.68952421,0.76411577,0.83282018,0.45277292,0.00000000
-4.88944472,1.83622664,0.00078560,0.09694557,0.27100358,0.69270929,0.77055048,0.79328164,0.44416829,0.00000000
-4.88344172,1.80651596,0.00072822,0.09893833,0.27912572,0.69857482,0.77749705,0.75633263,0.43518623,0.00000000
-4.87743872,1.78380163,0.00067369,0.10123860,0.28908400,0.70755451,0.78522471,0.72250429,0.42604959,0.00000000
-4.87143572,1.76905732,0.00062289,0.10385632,0.30096372,0.72004254,0.79396714,0.69227685,0.41697722,0.00000000
-4.86543272,1.76310660,0.00057660,0.10679023,0.31480599,0.73637999,0.80391127,0.66606814,0.40817729,0.00000000
-4.85942971,1.76659721,0.00053548,0.11002748,0.33060432,0.75684202,0.81518801,0.64422379,0.39984113,0.00000000
-4.85342671,1.77997990,0.00050004,0.11354362,0.34830239,0.78162621,0.82786540,0.62700917,0.39213796,0.00000000
-4.84742371,1.80349248,0.00047070,0.11730303,0.36779335,0.81084266,0.84194438,0.61460362,0.38521061,0.00000000
-4.84142071,1.83714997,0.00044774,0.12125982,0.38892047,0.84450608,0.85735745,0.60709693,0.37917239,0.00000000
-4.83541771,1.88074096,0.00043130,0.12535903,0.41147940,0.88253034,0.87397024,0.60448828,0.37410521,0.00000000
-4.82941471,1.93383032,0.00042144,0.12953829,0.43522185,0.92472567,0.89158581,0.60668755,0.37005880,0.00000000
-4.82341171,1.99576820,0.00041810,0.13372966,0.45986079,0.97079870,0.90995133,0.61351892,0.36705106,0.00000000
-4.81740870,2.06570493,0.00042111,0.13786171,0.48507684,1.02035536,0.92876698,0.62472657,0.36506944,0.00000000
-4.81140570,2.14261116,0.00043023,0.14186169,0.51052584,1.07290679,0.94769628,0.63998218,0.36407299,0.00000000
-4.80540270,2.22530273,0.00044516,0.14565771,0.53584722,1.12787795,0.96637750,0.65889411,0.36399512,0.00000000
-4.79939970,2.31246935,0.00046553,0.14918083,0.56067306,1.18461891,0.98443554,0.68101771,0.36474674,0.00000000
-4.79339670,2.40270617,0.00049094,0.15236698,0.58463745,1.24241857,1.00149377,0.70586663,0.36621966,0.00000000
-4.78739370,2.49454753,0.00052096,0.15515860,0.60738582,1.30052031,1.01718520,0.73292477,0.36829007,0.00000000
-4.78139070,2.58650174,0.00055515,0.15750606,0.62858413,1.35813946,1.03116283,0.76165848,0.37082204,0.00000000
-4.77538769,2.67708633,0.00059308,0.15936859,0.64792737,1.41448199,1.04310858,0.79152887,0.37367088,0.00000000
-4.76938469,2.76486260,0.00063437,0.16071500,0.66514741,1.46876399,1.05274086,0.82200388,0.37668635,0.00000000
-4.76338169,2.84846912,0.00067866,0.16152393,0.68001975,1.52023146,1.05982044,0.85256989,0.37971577,0.00000000
-4.75737869,2.92665317,0.00072566,0.16178375,0.69236912,1.56817997,1.06415490,0.88274275,0.38260695,0.00000000
-4.75137569,2.99829966,0.00077516,0.16149227,0.70207376,1.61197347,1.06560147,0.91207791,0.38521102,0.00000000
-4.74537269,3.06245695,0.00082705,0.16065610,0.70906834,1.65106196,1.06406861,0.94017959,0.38738522,0.00000000
-4.73936968,3.11835899,0.00088131,0.15928983,0.71334542,1.68499729,1.05951649,0.96670879,0.38899565,0.00000000
-4.73336668,3.16544339,0.00093807,0.15741518,0.71495548,1.71344671,1.05195648,0.99138989,0.38992002,0.00000000
-4.72736368,3.20336488,0.00099753,0.15506001,0.71400562,1.73620364,1.04145000,1.01401589,0.39005034,0.00000000
-4.72136068,3.23200375,0.00106007,0.15225737,0.71065682,1.75319528,1.02810668,1.03445185,0.38929564,0.00000000
-4.71535768,3.25146900,0.00112614,0.14904461,0.70512009,1.76448664,1.01208220,1.05263664,0.38758448,0.00000000
-4.70935468,3.26209582,0.00119632,0.14546260,0.69765141,1.77028078,0.99357567,1.06858271,0.38486733,0.00000000
-4.70335168,3.26443714,0.00127129,0.14155502,0.68854560,1.77091506,0.97282657,1.08237381,0.38111861,0.00000000
-4.69734867,3.25924935,0.00135179,0.13736782,0.67812941,1.76685336,0.95011138,1.09416069,0.37633826,0.00000000
-4.69134567,3.24747201,0.00143860,0.13294870,0.66675374,1.75867427,0.92573958,1.10415467,0.37055275,0.00000000
-4.68534267,3.23020196,0.00153252,0.12834680,0.65478533,1.74705561,0.90004913,1.11261914,0.36381544,0.00000000
-4.67933967,3.20866227,0.00163430,0.12361232,0.64259792,1.73275552,0.87340125,1.11985931,0.35620611,0.00000000
-4.67333667,3.18416665,0.00174463,0.11879623,0.63056323,1.71659063,0.84617447,1.12621024,0.34782963,0.00000000
-4.66733367,3.15808024,0.00186407,0.11394992,0.61904183,1.69941212,0.81875787,1.13202371,0.33881377,0.00000000
-4.66133067,3.13177806,0.00199303,0.10912485,0.60837420,1.68208014,0.79154370,1.13765406,0.32930613,0.00000000
-4.65532766,3.10660220,0.00213170,0.10437204,0.59887215,1.66543777,0.76491935,1.14344392,0.31947034,0.00000000
-4.64932466,3.08381953,0.00228003,0.09974156,0.59081097,1.65028516,0.73925898,1.14970991,0.30948147,0.00000000
-4.64332166,3.06458126,0.00243767,0.09528182,0.58442243,1.63735503,0.71491495,1.15672938,0.29952101,0.00000000
