energy_ev,total_up,Ag_p_up,Ag_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.87393697,1.03450903,0.16040004,0.76094580,0.10619500,0.10686955,0.01031729,0.01987344,0.01303618,0.06985087
-5.86793397,1.05526199,0.15370426,0.77973270,0.10955332,0.10820276,0.01049670,0.02024823,0.01269040,0.06997690
-5.86193097,1.07774359,0.14829366,0.79955222,0.11266711,0.10965490,0.01069214,0.02061157,0.01247392,0.07039783
-5.85592796,1.10116140,0.14399957,0.81984128,0.11546029,0.11113903,0.01089610,0.02095095,0.01237408,0.07105025
-5.84992496,1.12482708,0.14066083,0.84011200,0.11787059,0.11257985,0.01110176,0.02125619,0.01237947,0.07187646
-5.84392196,1.14818096,0.13812944,0.85996886,0.11985264,0.11391662,0.01130320,0.02152022,0.01248023,0.07282621
-5.83791896,1.17081115,0.13627526,0.87912198,0.12138057,0.11510546,0.01149562,0.02173957,0.01266822,0.07385801
-5.83191596,1.19246659,0.13498960,0.89739598,0.12244989,0.11612100,0.01167551,0.02191482,0.01293711,0.07494010
-5.82591296,1.21306345,0.13418780,0.91473410,0.12307869,0.11695724,0.01184070,0.02205089,0.01328238,0.07605091
-5.81990995,1.23268472,0.13381060,0.93119757,0.12330795,0.11762757,0.01199045,0.02215716,0.01370123,0.07717914
-5.81390695,1.25157317,0.13382451,0.94696017,0.12320109,0.11816411,0.01212538,0.02224737,0.01419239,0.07832340
-5.80790395,1.27011792,0.13422121,0.96229837,0.12284260,0.11861614,0.01224738,0.02233944,0.01475591,0.07949149
-5.80190095,1.28883535,0.13501606,0.97757746,0.12233588,0.11904787,0.01235947,0.02245498,0.01539283,0.08069932
-5.79589795,1.30834506,0.13624583,0.99323436,0.12180034,0.11953562,0.01246561,0.02261879,0.01610485,0.08196958
-5.78989495,1.32934217,0.13796593,1.00975781,0.12136784,0.12016441,0.01257046,0.02285807,0.01689401,0.08333018
-5.78389195,1.35256671,0.14024715,1.02766682,0.12117861,0.12102420,0.01267914,0.02320164,0.01776229,0.08481264
-5.77788894,1.37877173,0.14317211,1.04748820,0.12137675,0.12220592,0.01279696,0.02367896,0.01871129,0.08645030
-5.77188594,1.40869106,0.14683162,1.06973409,0.12210558,0.12379740,0.01292916,0.02431913,0.01974196,0.08827667
-5.76588294,1.44300806,0.15132102,1.09488034,0.12350280,0.12587932,0.01308064,0.02514990,0.02085424,0.09032378
-5.75987994,1.48232641,0.15673668,1.12334638,0.12569594,0.12852150,0.01325569,0.02619663,0.02204698,0.09262081
-5.75387694,1.52714392,0.16317269,1.15547743,0.12879789,0.13177941,0.01345783,0.02748130,0.02331768,0.09519274
-5.74787394,1.57783023,0.17071781,1.19152938,0.13290305,0.13569136,0.01368957,0.02902166,0.02466251,0.09805943
-5.74187094,1.63460896,0.17945289,1.23165684,0.13808387,0.14027611,0.01395232,0.03083043,0.02607622,0.10123480
-5.73586793,1.69754483,0.18944850,1.27590470,0.14438827,0.14553130,0.01424622,0.03291469,0.02755226,0.10472642
-5.72986493,1.76653601,0.20076300,1.32420308,0.15183766,0.15143256,0.01457014,0.03527538,0.02908286,0.10853527
-5.72386193,1.84131169,0.21344097,1.37636598,0.16042595,0.15793349,0.01492163,0.03790712,0.03065921,0.11265579
-5.71785893,1.92143493,0.22751189,1.43209328,0.17011938,0.16496628,0.01529699,0.04079807,0.03227165,0.11707620
-5.71185593,2.00631038,0.24298908,1.49097597,0.18085722,0.17244331,0.01569133,0.04393011,0.03390988,0.12177890
-5.70585293,2.09519656,0.25986888,1.55250439,0.19255335,0.18025926,0.01609869,0.04727919,0.03556324,0.12674113
-5.69984992,2.18722211,0.27812987,1.61607899,0.20509858,0.18829400,0.01651222,0.05081588,0.03722094,0.13193563
-5.69384692,2.28140544,0.29773222,1.68102324,0.21836364,0.19641597,0.01692435,0.05450604,0.03887223,0.13733140
-5.68784392,2.37667708,0.31861711,1.74659839,0.23220275,0.20448599,0.01732702,0.05831172,0.04050670,0.14289441
-5.68184092,2.47190387,0.34070603,1.81201937,0.24645753,0.21236134,0.01771195,0.06219209,0.04211438,0.14858832
-5.67583792,2.56591441,0.36390019,1.87647164,0.26096118,0.21989997,0.01807085,0.06610445,0.04368592,0.15437499
-5.66983492,2.65752480,0.38807986,1.93912830,0.27554274,0.22696473,0.01839571,0.07000530,0.04521266,0.16021504
-5.66383192,2.74556404,0.41310380,1.99916718,0.29003119,0.23342737,0.01867902,0.07385136,0.04668673,0.16606810
-5.65782891,2.82889844,0.43880877,2.05578744,0.30425940,0.23917228,0.01891406,0.07760057,0.04810104,0.17189309
-5.65182591,2.90645429,0.46500936,2.10822532,0.31806759,0.24409973,0.01909508,0.08121295,0.04944927,0.17764824
-5.64582291,2.97723848,0.49149805,2.15576874,0.33130644,0.24812859,0.01921751,0.08465138,0.05072583,0.18329108
-5.63981991,3.04035659,0.51804581,2.19777050,0.34383956,0.25119841,0.01927811,0.08788227,0.05192584,0.18877842
-5.63381691,3.09502818,0.54440332,2.23365990,0.35554546,0.25327083,0.01927512,0.09087603,0.05304499,0.19406619
-5.62781391,3.14059921,0.57030292,2.26295258,0.36631888,0.25433018,0.01920825,0.09360747,0.05407954,0.19910948
-5.62181091,3.17655156,0.59546147,2.28525859,0.37607165,0.25438348,0.01907883,0.09605598,0.05502620,0.20386256
-5.61580790,3.20250966,0.61958403,2.30028855,0.38473307,0.25345974,0.01888966,0.09820564,0.05588215,0.20827909
-5.60980490,3.21824446,0.64236868,2.30785808,0.39224985,0.25160857,0.01864508,0.10004525,0.05664494,0.21231256
-5.60380190,3.22367491,0.66351216,2.30789025,0.39858584,0.24889837,0.01835075,0.10156824,0.05731256,0.21591687
-5.59779890,3.21886712,0.68271642,2.30041641,0.40372145,0.24541404,0.01801361,0.10277254,0.05788340,0.21904726
-5.59179590,3.20403137,0.69969585,2.28557522,0.40765307,0.24125429,0.01764161,0.10366041,0.05835638,0.22166129
-5.58579290,3.17951722,0.71418499,2.26360994,0.41039229,0.23652886,0.01724362,0.10423826,0.05873097,0.22372021
-5.57978989,3.14580671,0.72594647,2.23486414,0.41196525,0.23135551,0.01682911,0.10451644,0.05900728,0.22519032
-5.57378689,3.10350577,0.73477877,2.19977568,0.41241188,0.22585701,0.01640802,0.10450907,0.05918618,0.22604446
-5.56778389,3.05333379,0.74052352,2.15886907,0.41178519,0.22015817,0.01599042,0.10423377,0.05926936,0.22626348
-5.56178089,2.99611144,0.74307195,2.11274624,0.41015055,0.21438300,0.01558635,0.10371148,0.05925938,0.22583764
-5.55577789,2.93274655,0.74237019,2.06207564,0.40758482,0.20865200,0.01520557,0.10296616,0.05915976,0.22476775
-5.54977489,2.86421829,0.73842303,2.00757999,0.40417547,0.20307965,0.01485727,0.10202447,0.05897488,0.22306607
-5.54377189,2.79155958,0.73129600,1.95002255,0.40001942,0.19777217,0.01454996,0.10091544,0.05871006,0.22075690
-5.53776888,2.71583803,0.72111559,1.89019244,0.39522179,0.19282546,0.01429117,0.09967000,0.05837134,0.21787668
-5.53176588,2.63813563,0.70806749,1.82888900,0.38989435,0.18832339,0.01408735,0.09832049,0.05796542,0.21447376
-5.52576288,2.55952788,0.69239304,1.76690590,0.38415380,0.18433630,0.01394368,0.09690008,0.05749945,0.21060768
-5.51975988,2.48106266,0.67438381,1.70501525,0.37811985,0.18091988,0.01386395,0.09544216,0.05698080,0.20634807
-5.51375688,2.40373982,0.65437483,1.64395235,0.37191323,0.17811432,0.01385052,0.09397967,0.05641687,0.20177325
-5.50775388,2.32849218,0.63273656,1.58440164,0.36565365,0.17594390,0.01390424,0.09254444,0.05581477,0.19696849
-5.50175088,2.25616876,0.60986604,1.52698445,0.35945783,0.17441691,0.01402444,0.09116656,0.05518116,0.19202420
-5.49574787,2.18752108,0.58617774,1.47224905,0.35343771,0.17352601,0.01420902,0.08987381,0.05452203,0.18703396
-5.48974487,2.12319326,0.56209432,1.42066354,0.34769899,0.17324901,0.01445451,0.08869120,0.05384248,0.18209266
-5.48374187,2.06371643,0.53803784,1.37261185,0.34233997,0.17355016,0.01475622,0.08764056,0.05314669,0.17729469
-5.47773887,2.00950773,0.51442168,1.32839317,0.33745091,0.17438173,0.01510843,0.08674041,0.05243779,0.17273242
-5.47173587,1.96087420,0.49164352,1.28822467,0.33311377,0.17568609,0.01550460,0.08600589,0.05171796,0.16849488
-5.46573287,1.91802099,0.47007936,1.25224754,0.32940243,0.17739812,0.01593762,0.08544883,0.05098843,0.16466670
-5.45972986,1.88106370,0.45007898,1.22053583,0.32638332,0.17944777,0.01640009,0.08507809,0.05024966,0.16132745
-5.45372686,1.85004389,0.43196250,1.19310764,0.32411629,0.18176292,0.01688456,0.08489988,0.04950154,0.15855108
-5.44772386,1.82494678,0.41601822,1.16993791,0.32265565,0.18427217,0.01738388,0.08491827,0.04874358,0.15640571
-5.44172086,1.80571990,0.40250137,1.15097202,0.32205128,0.18690751,0.01789135,0.08513568,0.04797518,0.15495344
-5.43571786,1.79229139,0.39163369,1.13613929,0.32234944,0.18960689,0.01840100,0.08555339,0.04719584,0.15425026
-5.42971486,1.78458671,0.38360350,1.12536560,0.32359342,0.19231624,0.01890775,0.08617196,0.04640537,0.15434594
-5.42371186,1.78254238,0.37856604,1.11858401,0.32582356,0.19499116,0.01940751,0.08699162,0.04560411,0.15528373
-5.41770885,1.78611577,0.37664377,1.11574302,0.32907680,0.19759794,0.01989720,0.08801240,0.04479300,0.15709994
-5.41170585,1.79529014,0.37792649,1.11681150,0.33338549,0.20011401,0.02037478,0.08923420,0.04397367,0.15982324
-5.40570285,1.81007434,0.38247104,1.12178023,0.33877565,0.20252762,0.02083911,0.09065655,0.04314842,0.16347375
-5.39969985,1.83049712,0.39030058,1.13065964,0.34526446,0.20483703,0.02128985,0.09227829,0.04232017,0.16806180
-5.39369685,1.85659625,0.40140326,1.14347399,0.35285737,0.20704893,0.02172720,0.09409703,0.04149228,0.17358656
-5.38769385,1.88840306,0.41573058,1.16025231,0.36154478,0.20917648,0.02215168,0.09610842,0.04066842,0.18003453
-5.38169085,1.92592335,0.43319532,1.18101655,0.37129855,0.21123688,0.02256387,0.09830543,0.03985231,0.18737797
-5.37568784,1.96911593,0.45366939,1.20576783,0.38206870,0.21324883,0.02296414,0.10067749,0.03904749,0.19557339
-5.36968484,2.01787026,0.47698182,1.23447162,0.39378035,0.21522976,0.02335236,0.10320973,0.03825710,0.20456036
-5.36368184,2.07198471,0.50291711,1.26704286,0.40633131,0.21719328,0.02372769,0.10588227,0.03748364,0.21426050
-5.35767884,2.13114706,0.53121425,1.30333208,0.41959057,0.21914687,0.02408841,0.10866967,0.03672882,0.22457713
-5.35167584,2.19491878,0.56156680,1.34311356,0.43339775,0.22108999,0.02443177,0.11154064,0.03599343,0.23539537
-5.34567284,2.26272446,0.59362406,1.38607636,0.44756381,0.22301263,0.02475397,0.11445798,0.03527729,0.24658295
-5.33966983,2.33384739,0.62699378,1.43181916,0.46187314,0.22489463,0.02505014,0.11737875,0.03457927,0.25799181
-5.33366683,2.40743223,0.66124644,1.47984940,0.47608688,0.22670556,0.02531450,0.12025491,0.03389737,0.26946035
-5.32766383,2.48249496,0.69592115,1.52958714,0.48994760,0.22840529,0.02554046,0.12303410,0.03322891,0.28081649
-5.32166083,2.55794037,0.73053325,1.58037376,0.50318513,0.22994527,0.02572092,0.12566081,0.03257075,0.29188134
-5.31565783,2.63258642,0.76458338,1.63148532,0.51552339,0.23127029,0.02584848,0.12807776,0.03191958,0.30247349
-5.30965483,2.70519489,0.79756805,1.68215033,0.52668794,0.23232082,0.02591583,0.13022750,0.03127222,0.31241366
-5.30365183,2.77450706,0.82899111,1.73157104,0.53641400,0.23303566,0.02591603,0.13205415,0.03062598,0.32152967
-5.29764882,2.83928303,0.85837610,1.77894772,0.54445452,0.23335481,0.02584283,0.13350513,0.02997898,0.32966148
-5.29164582,2.89834298,0.88527881,1.82350462,0.55058812,0.23322243,0.02569103,0.13453299,0.02933051,0.33666604
-5.28564282,2.95060863,0.90929978,1.86451665,0.55462641,0.23258972,0.02545671,0.13509705,0.02868127,0.34242194
-5.27963982,2.99514293,0.93009604,1.90133556,0.55642042,0.23141757,0.02513749,0.13516494,0.02803365,0.34683343
-5.27363682,3.03118623,0.94739183,1.93341433,0.55586593,0.22967892,0.02473266,0.13471382,0.02739188,0.34983377
-5.26763382,3.05818725,0.96098760,1.96032860,0.55290734,0.22736056,0.02424328,0.13373141,0.02676216,0.35138778
-5.26163082,3.07582719,0.97076699,1.98179425,0.54754001,0.22446452,0.02367222,0.13221661,0.02615266,0.35149333
-5.25562781,3.08403590,0.97670141,1.99767996,0.53981094,0.22100883,0.02302410,0.13017979,0.02557348,0.35018186
-5.24962481,3.08299914,0.97885185,2.00801433,0.52981774,0.21702755,0.02230519,0.12764267,0.02503649,0.34751769
-5.24362181,3.07315636,0.97736779,2.01298683,0.51770587,0.21257034,0.02152319,0.12463786,0.02455511,0.34359636
-5.23761881,3.05518900,0.97248318,2.01294267,0.50366445,0.20770128,0.02068705,0.12120800,0.02414394,0.33854182
-5.23161581,3.02999941,0.96450943,2.00837141,0.48792054,0.20249721,0.01980668,0.11740461,0.02381845,0.33250270
-5.22561281,2.99868125,0.95382569,1.99988984,0.47073241,0.19704548,0.01889268,0.11328661,0.02359441,0.32564773
-5.21960980,2.96248238,0.94086673,1.98821967,0.45238174,0.19144132,0.01795601,0.10891864,0.02348745,0.31816051
-5.21360680,2.92276158,0.92610867,1.97416097,0.43316542,0.18578490,0.01700775,0.10436922,0.02351240,0.31023378
-5.20760380,2.88094093,0.91005334,1.95856227,0.41338690,0.18017814,0.01605876,0.09970877,0.02368273,0.30206339
-5.20160080,2.83845551,0.89321159,1.94228874,0.39334768,0.17472139,0.01511950,0.09500765,0.02400988,0.29384229
-5.19559780,2.79670273,0.87608634,1.92618961,0.37333913,0.16951016,0.01419979,0.09033418,0.02450267,0.28575459
-5.18959480,2.75699309,0.85915606,1.91106629,0.35363489,0.16463195,0.01330870,0.08575284,0.02516668,0.27797007
-5.18359180,2.72050449,0.84285916,1.89764251,0.33448422,0.16016339,0.01245438,0.08132256,0.02600368,0.27063924
-5.17758879,2.68824206,0.82758016,1.88653777,0.31610635,0.15616767,0.01164414,0.07709529,0.02701123,0.26388919
-5.17158579,2.66100500,0.81363797,1.87824526,0.29868614,0.15269246,0.01088436,0.07311484,0.02818226,0.25782026
-5.16558279,2.63936197,0.80127688,1.87311520,0.28237101,0.14976840,0.01018063,0.06941597,0.02950488,0.25250388
-5.15957979,2.62363597,0.79066064,1.87134428,0.26726927,0.14740819,0.00953787,0.06602383,0.03096231,0.24798133
-5.15357679,2.61389943,0.78186974,1.87297185,0.25344984,0.14560630,0.00896047,0.06295375,0.03253297,0.24426379
-5.14757379,2.60997964,0.77490213,1.87788277,0.24094322,0.14433947,0.00845253,0.06021134,0.03419080,0.24133336
-5.14157079,2.61147424,0.76967720,1.88581699,0.22974365,0.14356776,0.00801804,0.05779288,0.03590572,0.23914524
-5.13556778,2.61777628,0.76604297,1.89638547,0.21981238,0.14323633,0.00766110,0.05568602,0.03764434,0.23763082
-5.12956478,2.62810746,0.76378601,1.90909146,0.21108170,0.14327779,0.00738617,0.05387073,0.03937077,0.23670159
-5.12356178,2.64155828,0.76264374,1.92335653,0.20345968,0.14361501,0.00719820,0.05232046,0.04104766,0.23625373
-5.11755878,2.65713325,0.76231854,1.93854991,0.19683531,0.14416437,0.00710282,0.05100342,0.04263726,0.23617310
-5.11155578,2.67379896,0.76249299,1.95401979,0.19108394,0.14483918,0.00710642,0.04988397,0.04410267,0.23634054
-5.10555278,2.69053307,0.76284561,1.96912535,0.18607262,0.14555329,0.00721621,0.04892413,0.04540903,0.23663715
-5.09954977,2.70637171,0.76306637,1.98326765,0.18166530,0.14622456,0.00744013,0.04808492,0.04652470,0.23694930
-5.09354677,2.72045323,0.76287120,1.99591828,0.17772768,0.14677821,0.00778678,0.04732783,0.04742236,0.23717335
-5.08754377,2.73205624,0.76201499,2.00664404,0.17413152,0.14714972,0.00826520,0.04661601,0.04808001,0.23721959
-5.08154077,2.74063012,0.76030238,2.01512679,0.17075830,0.14728729,0.00888462,0.04591543,0.04848174,0.23701550
-5.07553777,2.74581658,0.75759585,2.02117719,0.16750219,0.14715367,0.00965401,0.04519578,0.04861829,0.23650800
-5.06953477,2.74746131,0.75382085,2.02474191,0.16427222,0.14672731,0.01058175,0.04443123,0.04848737,0.23566479
-5.06353177,2.74561519,0.74896773,2.02590377,0.16099369,0.14600271,0.01167506,0.04360091,0.04809370,0.23447455
-5.05752876,2.74052500,0.74309027,2.02487488,0.15760884,0.14499012,0.01293947,0.04268920,0.04744877,0.23294614
-5.05152576,2.73261439,0.73630121,2.02198327,0.15407668,0.14371434,0.01437827,0.04168584,0.04657034,0.23110684
-5.04552276,2.72245586,0.72876475,2.01765341,0.15037238,0.14221302,0.01599194,0.04058575,0.04548167,0.22899968
-5.03951976,2.71073553,0.72068660,2.01238195,0.14648590,0.14053422,0.01777761,0.03938875,0.04421063,0.22668016
-5.03351676,2.69821239,0.71230204,2.00670980,0.14242036,0.13873366,0.01972853,0.03809911,0.04278851,0.22421229
-5.02751376,2.68567431,0.70386266,2.00119196,0.13818993,0.13687151,0.02183376,0.03672494,0.04124888,0.22166451
-5.02151076,2.67389302,0.69562244,1.99636680,0.13381768,0.13500918,0.02407781,0.03527756,0.03962627,0.21910537
-5.01550775,2.66358051,0.68782389,1.99272638,0.12933319,0.13320602,0.02644050,0.03377074,0.03795493,0.21659942
-5.00950475,2.65534902,0.68068491,1.99068915,0.12477031,0.13151628,0.02889703,0.03222001,0.03626763,0.21420346
-5.00350175,2.64967667,0.67438718,1.99057671,0.12016494,0.12998637,0.03141810,0.03064189,0.03459464,0.21196330
-4.99749875,2.64688041,0.66906639,1.99259554,0.11555312,0.12865258,0.03397033,0.02905327,0.03296275,0.20991120
-4.99149575,2.64709752,0.66480506,1.99682463,0.11096929,0.12753936,0.03651684,0.02747071,0.03139462,0.20806422
-4.98549275,2.65027650,0.66162802,2.00320958,0.10644493,0.12665832,0.03901797,0.02590996,0.02990827,0.20642328
-4.97948974,2.65617742,0.65950084,2.01156321,0.10200749,0.12600777,0.04143221,0.02438550,0.02851678,0.20497327
-4.97348674,2.66438163,0.65833123,2.02157261,0.09767967,0.12557302,0.04371724,0.02291016,0.02722831,0.20368393
-4.96748374,2.67430982,0.65797315,2.03281189,0.09347906,0.12532725,0.04583109,0.02149487,0.02604622,0.20251149
-4.96148074,2.68524735,0.65823342,2.04475988,0.08941808,0.12523297,0.04773333,0.02014853,0.02496947,0.20140106
-4.95547774,2.69637520,0.65888047,2.05682174,0.08550411,0.12524394,0.04938629,0.01887793,0.02399310,0.20028940
-4.94947474,2.70680462,0.65965451,2.06835294,0.08173999,0.12530735,0.05075623,0.01768775,0.02310891,0.19910811
-4.94347174,2.71561373,0.66027879,2.07868466,0.07812456,0.12536634,0.05181446,0.01658065,0.02230616,0.19778693
-4.93746873,2.72188390,0.66047121,2.08714882,0.07465340,0.12536248,0.05253821,0.01555740,0.02157231,0.19625702
-4.93146573,2.72473420,0.65995569,2.09310187,0.07131959,0.12523826,0.05291146,0.01461711,0.02089382,0.19445402
-4.92546273,2.72335234,0.65847281,2.09594601,0.06811459,0.12493942,0.05292544,0.01375741,0.02025689,0.19232078
-4.91945973,2.71702071,0.65578927,2.09514703,0.06502897,0.12441698,0.05257895,0.01297472,0.01964806,0.18980964
-4.91345673,2.70513675,0.65170568,2.09024823,0.06205325,0.12362892,0.05187840,0.01226449,0.01905486,0.18688408
-4.90745373,2.68722706,0.64606249,2.08088007,0.05917854,0.12254154,0.05083758,0.01162152,0.01846624,0.18351988
-4.90145073,2.66295523,0.63874403,2.06676545,0.05639722,0.12113030,0.04947726,0.01104018,0.01787297,0.17970563
-4.89544772,2.63212369,0.62968039,2.04772103,0.05370344,0.11938034,0.04782444,0.01051473,0.01726782,0.17544267
-4.88944472,2.59467026,0.61884750,2.02365497,0.05109365,0.11728652,0.04591153,0.01003955,0.01664576,0.17074453
-4.88344172,2.55066024,0.60626546,1.99456169,0.04856694,0.11485321,0.04377534,0.00960944,0.01600392,0.16563593
-4.87743872,2.50027531,0.59199544,1.96051457,0.04612548,0.11209372,0.04145595,0.00921986,0.01534158,0.16015149
-4.87143572,2.44380015,0.57613547,1.92165729,0.04377485,0.10902957,0.03899560,0.00886719,0.01466003,0.15433421
-4.86543272,2.38160829,0.55881555,1.87819458,0.04152438,0.10568958,0.03643750,0.00854901,0.01396234,0.14823385
-4.85942971,2.31414799,0.54019237,1.83038326,0.03938760,0.10210897,0.03382477,0.00826432,0.01325320,0.14190535
-4.85342671,2.24192925,0.52044400,1.77852399,0.03738267,0.09832841,0.03119942,0.00801387,0.01253866,0.13540731
-4.84742371,2.16551256,0.49976493,1.72295419,0.03553294,0.09439318,0.02860155,0.00780039,0.01182592,0.12880069
-4.84142071,2.08549990,0.47836162,1.66404246,0.03386757,0.09035242,0.02606859,0.00762887,0.01112313,0.12214775
-4.83541771,2.00252816,0.45644880,1.60218449,0.03242228,0.08625858,0.02363484,0.00750689,0.01043918,0.11551128
-4.82941471,1.91726493,0.43424664,1.53780042,0.03124023,0.08216696,0.02133110,0.00744490,0.00978365,0.10895404
-4.82341171,1.83040641,0.41197876,1.47133326,0.03037286,0.07813551,0.01918458,0.00745654,0.00916663,0.10253862
-4.81740870,1.74267698,0.38987112,1.40324821,0.02988097,0.07422472,0.01721887,0.00755892,0.00859877,0.09632740
-4.81140570,1.65482984,0.36815167,1.33403237,0.02983566,0.07049759,0.01545417,0.00777292,0.00809121,0.09038283
-4.80540270,1.56764802,0.34705066,1.26419436,0.03031933,0.06701979,0.01390752,0.00812345,0.00765567,0.08476783
-4.79939970,1.48194531,0.32680129,1.19426351,0.03142650,0.06385974,0.01259325,0.00863966,0.00730448,0.07954629
-4.79339670,1.39856614,0.30764074,1.12478822,0.03326456,0.06108871,0.01152336,0.00935509,0.00705069,0.07478354
-4.78739370,1.31838416,0.28981112,1.05633322,0.03595411,0.05878079,0.01070799,0.01030773,0.00690810,0.07054691
-4.78139070,1.24229883,0.27356028,0.98947559,0.03962905,0.05701281,0.01015582,0.01153995,0.00689139,0.06690603
-4.77538769,1.17122987,0.25914225,0.92479939,0.04443611,0.05586390,0.00987441,0.01309831,0.00701609,0.06393304
-4.76938469,1.10610915,0.24681703,0.86288897,0.05053386,0.05541494,0.00987051,0.01503312,0.00729862,0.06170256
-4.76338169,1.04787017,0.23684969,0.80432120,0.05809102,0.05574765,0.01015018,0.01739793,0.00775616,0.06029140
-4.75737869,0.99743495,0.22950849,0.74965657,0.06728401,0.05694334,0.01071883,0.02024865,0.00840655,0.05977788
-4.75137569,0.95569865,0.22506213,0.69942974,0.07829369,0.05908140,0.01158108,0.02364250,0.00926804,0.06024086
-4.74537269,0.92351210,0.22377577,0.65413954,0.09130123,0.06223737,0.01274054,0.02763666,0.01035898,0.06175836
-4.73936968,0.90166257,0.22590609,0.61423895,0.10648314,0.06648077,0.01419944,0.03228675,0.01169735,0.06440587
-4.73336668,0.89085321,0.23169515,0.58012523,0.12400543,0.07187256,0.01595810,0.03764490,0.01330031,0.06825422
-4.72736368,0.89168173,0.24136331,0.55213050,0.14401708,0.07846256,0.01801437,0.04375779,0.01518355,0.07336713
-4.72136068,0.90461871,0.25510123,0.53051313,0.16664287,0.08628650,0.02036299,0.05066435,0.01736061,0.07979854
-4.71535768,0.92998631,0.27306116,0.51544998,0.19197583,0.09536327,0.02299498,0.05839345,0.01984216,0.08758960
-4.70935468,0.96793798,0.29534775,0.50702989,0.22006948,0.10569211,0.02589696,0.06696156,0.02263520,0.09676570
-4.70335168,1.01843991,0.32200875,0.50524840,0.25093025,0.11725005,0.02905064,0.07637036,0.02574228,0.10733328
-4.69734867,1.08125500,0.35302583,0.51000396,0.28451029,0.12998974,0.03243233,0.08660466,0.02916074,0.11927692
-4.69134567,1.15593012,0.38830610,0.52109580,0.32070113,0.14383771,0.03601271,0.09763047,0.03288201,0.13255654
-4.68534267,1.24178749,0.42767462,0.53822337,0.35932848,0.15869336,0.03975668,0.10939354,0.03689103,0.14710511
-4.67933967,1.33792086,0.47086845,0.56098777,0.40014860,0.17442858,0.04362350,0.12181838,0.04116575,0.16282682
-4.67333667,1.44319729,0.51753273,0.58889497,0.44284656,0.19088830,0.04756712,0.13480788,0.04567692,0.17959601
-4.66733367,1.55626500,0.56721914,0.62136112,0.48703661,0.20789198,0.05153683,0.14824365,0.05038800,0.19725689
-4.66133067,1.67556778,0.61938724,0.65771991,0.53226501,0.22523601,0.05547802,0.16198710,0.05525534,0.21562425
-4.65532766,1.79936613,0.67340885,0.69723199,0.57801535,0.24269710,0.05933328,0.17588131,0.06022863,0.23448518
-4.64932466,1.92576504,0.72857585,0.73909643,0.62371649,0.26003658,0.06304369,0.18975373,0.06525162,0.25360188
-4.64332166,2.05274825,0.78411132,0.78246424,0.66875296,0.27700547,0.06655017,0.20341955,0.07026307,0.27271556
