energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.55577789,2.64133403,0.71822100,0.35403157,0.00089876,0.23621307,0.66901696,0.95609778,1.17565261,0.00000000
-5.54977489,2.66638742,0.71400381,0.35305370,0.00098021,0.23161000,0.66856478,0.98845855,1.16898478,0.00000000
-5.54377189,2.68411786,0.70692983,0.35132125,0.00107358,0.22594700,0.66543684,1.01938711,1.15815925,0.00000000
-5.53776888,2.69482782,0.69725144,0.34896637,0.00117898,0.21932787,0.65978746,1.04861570,1.14363418,0.00000000
-5.53176588,2.69892075,0.68525797,0.34612889,0.00129632,0.21186856,0.65181741,1.07589311,1.12593007,0.00000000
-5.52576288,2.69687769,0.67126605,0.34295073,0.00142532,0.20369364,0.64176642,1.10098477,1.10561165,0.00000000
-5.51975988,2.68923292,0.65560948,0.33957043,0.00156543,0.19493289,0.62990455,1.12367313,1.08326876,0.00000000
-5.51375688,2.67654983,0.63862919,0.33611813,0.00171583,0.18571782,0.61652297,1.14375823,1.05949713,0.00000000
-5.50775388,2.65939796,0.62066348,0.33271102,0.00187541,0.17617851,0.60192435,1.16105875,1.03487962,0.00000000
-5.50175088,2.63833230,0.60203903,0.32944961,0.00204279,0.16644069,0.58641339,1.17541329,1.00996880,0.00000000
-5.49574787,2.61387544,0.58306293,0.32641483,0.00221627,0.15662326,0.57028768,1.18668221,0.98527149,0.00000000
-5.48974487,2.58650330,0.56401599,0.32366617,0.00239390,0.14683615,0.55382935,1.19474961,0.96123566,0.00000000
-5.48374187,2.55663478,0.54514742,0.32124075,0.00257347,0.13717877,0.53729775,1.19952573,0.93824034,0.00000000
-5.47773887,2.52462556,0.52667112,0.31915352,0.00275259,0.12773883,0.52092343,1.20094930,0.91658855,0.00000000
-5.47173587,2.49076601,0.50876344,0.31739836,0.00292870,0.11859172,0.50490355,1.19899000,0.89650363,0.00000000
-5.46573287,2.45528297,0.49156249,0.31595018,0.00309916,0.10980024,0.48939882,1.19365079,0.87812873,0.00000000
-5.45972986,2.41834507,0.47516880,0.31476772,0.00326131,0.10141480,0.47453206,1.18496983,0.86152950,0.00000000
-5.45372686,2.38007108,0.45964721,0.31379701,0.00341254,0.09347392,0.46038828,1.17302210,0.84669955,0.00000000
-5.44772386,2.34054050,0.44502985,0.31297531,0.00355033,0.08600503,0.44701622,1.15792041,0.83356831,0.00000000
-5.44172086,2.29980589,0.43131986,0.31223528,0.00367238,0.07902542,0.43443113,1.13981573,0.82201095,0.00000000
-5.43571786,2.25790600,0.41849579,0.31150924,0.00377663,0.07254346,0.42261863,1.11889674,0.81185962,0.00000000
-5.42971486,2.21487907,0.40651630,0.31073326,0.00386132,0.06655978,0.41153940,1.09538868,0.80291567,0.00000000
-5.42371186,2.17077557,0.39532508,0.30985098,0.00392505,0.06106856,0.40113436,1.06955114,0.79496216,0.00000000
-5.41770885,2.12566964,0.38485569,0.30881692,0.00396684,0.05605881,0.39133019,1.04167519,0.78777620,0.00000000
-5.41170585,2.07966886,0.37503624,0.30759915,0.00398610,0.05151553,0.38204485,1.01207952,0.78114061,0.00000000
-5.40570285,2.03292183,0.36579367,0.30618129,0.00398267,0.04742087,0.37319277,0.98110588,0.77485454,0.00000000
-5.39969985,1.98562322,0.35705770,0.30456369,0.00395683,0.04375513,0.36468974,0.94911383,0.76874265,0.00000000
-5.39369685,1.93801629,0.34876409,0.30276378,0.00390926,0.04049763,0.35645699,0.91647491,0.76266263,0.00000000
-5.38769385,1.89039266,0.34085751,0.30081569,0.00384102,0.03762749,0.34842468,0.88356639,0.75651089,0.00000000
-5.38169085,1.84308958,0.33329357,0.29876902,0.00375351,0.03512426,0.34053441,0.85076478,0.75022637,0.00000000
-5.37568784,1.79648480,0.32604047,0.29668699,0.00364844,0.03296837,0.33274094,0.81843931,0.74379230,0.00000000
-5.36968484,1.75098942,0.31907979,0.29464407,0.00352773,0.03114152,0.32501295,0.78694551,0.73723620,0.00000000
-5.36368184,1.70703895,0.31240686,0.29272309,0.00339352,0.02962687,0.31733309,0.75661909,0.73062806,0.00000000
-5.35767884,1.66508309,0.30603038,0.29101209,0.00324804,0.02840914,0.30969722,0.72777037,0.72407686,0.00000000
-5.35167584,1.62557462,0.29997165,0.28960105,0.00309361,0.02747461,0.30211307,0.70067941,0.71772571,0.00000000
-5.34567284,1.58895778,0.29426314,0.28857859,0.00293256,0.02681098,0.29459841,0.67559182,0.71174578,0.00000000
-5.33966983,1.55565655,0.28894667,0.28802871,0.00276717,0.02640714,0.28717890,0.65271568,0.70632924,0.00000000
-5.33366683,1.52606327,0.28407123,0.28802792,0.00259963,0.02625286,0.27988570,0.63221925,0.70168145,0.00000000
-5.32766383,1.50052780,0.27969034,0.28864250,0.00243201,0.02633840,0.27275312,0.61422981,0.69801269,0.00000000
-5.32166083,1.47934771,0.27585932,0.28992635,0.00226622,0.02665407,0.26581618,0.59883351,0.69552966,0.00000000
-5.31565783,1.46275947,0.27263223,0.29191908,0.00210396,0.02718978,0.25910854,0.58607607,0.69442703,0.00000000
-5.30965483,1.45093112,0.27005888,0.29464477,0.00194675,0.02793447,0.25266054,0.57596444,0.69487920,0.00000000
-5.30365183,1.44395639,0.26818180,0.29811100,0.00179587,0.02887572,0.24649761,0.56846919,0.69703266,0.00000000
-5.29764882,1.44185044,0.26703340,0.30230854,0.00165236,0.02999920,0.24063910,0.56352743,0.70099903,0.00000000
-5.29164582,1.44454744,0.26663342,0.30721131,0.00151707,0.03128833,0.23509740,0.56104640,0.70684916,0.00000000
-5.28564282,1.45189980,0.26698666,0.31277688,0.00139058,0.03272398,0.22987752,0.56090716,0.71460830,0.00000000
-5.27963982,1.46367944,0.26808133,0.31894725,0.00127327,0.03428423,0.22497703,0.56296872,0.72425273,0.00000000
-5.27363682,1.47958077,0.26988784,0.32565003,0.00116533,0.03594431,0.22038627,0.56707205,0.73570782,0.00000000
-5.26763382,1.49922571,0.27235832,0.33279989,0.00106674,0.03767669,0.21608892,0.57304424,0.74884773,0.00000000
-5.26163082,1.52217044,0.27542676,0.34030027,0.00097732,0.03945130,0.21206284,0.58070243,0.76349674,0.00000000
-5.25562781,1.54791396,0.27900992,0.34804538,0.00089674,0.04123595,0.20828100,0.58985772,0.77943227,0.00000000
-5.24962481,1.57590832,0.28300885,0.35592230,0.00082455,0.04299679,0.20471270,0.60031876,0.79638953,0.00000000
-5.24362181,1.60557026,0.28731108,0.36381331,0.00076020,0.04469908,0.20132478,0.61189526,0.81406762,0.00000000
-5.23761881,1.63629413,0.29179349,0.37159837,0.00070304,0.04630791,0.19808292,0.62440121,0.83213696,0.00000000
-5.23161581,1.66746568,0.29632548,0.37915760,0.00065240,0.04778911,0.19495298,0.63765788,0.85024785,0.00000000
-5.22561281,1.69847643,0.30077261,0.38637390,0.00060754,0.04911016,0.19190222,0.65149666,0.86803978,0.00000000
-5.21960980,1.72873817,0.30500045,0.39313547,0.00056774,0.05024107,0.18890056,0.66576160,0.88515126,0.00000000
-5.21360680,1.75769717,0.30887838,0.39933834,0.00053229,0.05115531,0.18592163,0.68031172,0.90122969,0.00000000
-5.20760380,1.78484756,0.31228345,0.40488864,0.00050047,0.05183061,0.18294372,0.69502303,0.91594112,0.00000000
-5.20160080,1.80974350,0.31510384,0.40970482,0.00047166,0.05224957,0.17995060,0.70979021,0.92897932,0.00000000
-5.19559780,1.83200950,0.31724200,0.41371941,0.00044526,0.05240025,0.17693205,0.72452787,0.94007390,0.00000000
-5.18959480,1.85134878,0.31861728,0.41688059,0.00042073,0.05227646,0.17388431,0.73917133,0.94899728,0.00000000
-5.18359180,1.86754895,0.31916794,0.41915320,0.00039763,0.05187791,0.17081013,0.75367695,0.95557014,0.00000000
-5.17758879,1.88048508,0.31885247,0.42051940,0.00037558,0.05121010,0.16771877,0.76802173,0.95966515,0.00000000
-5.17158579,1.89011981,0.31765021,0.42097876,0.00035428,0.05028408,0.16462560,0.78220233,0.96120909,0.00000000
-5.16558279,1.89650057,0.31556132,0.42054787,0.00033350,0.04911597,0.16155155,0.79623345,0.96018296,0.00000000
-5.15957979,1.89975397,0.31260594,0.41925937,0.00031308,0.04772629,0.15852232,0.81014543,0.95662052,0.00000000
-5.15357679,1.90007749,0.30882286,0.41716055,0.00029294,0.04613924,0.15556738,0.82398125,0.95060503,0.00000000
-5.14757379,1.89772895,0.30426752,0.41431145,0.00027303,0.04438178,0.15271884,0.83779291,0.94226459,0.00000000
-5.14157079,1.89301397,0.29900968,0.41078254,0.00025338,0.04248278,0.15001010,0.85163730,0.93176619,0.00000000
-5.13556778,1.88627210,0.29313058,0.40665213,0.00023401,0.04047204,0.14747454,0.86557167,0.91930871,0.00000000
-5.12956478,1.87786196,0.28672005,0.40200351,0.00021503,0.03837943,0.14514409,0.87964888,0.90511527,0.00000000
-5.12356178,1.86814611,0.27987336,0.39692194,0.00019650,0.03623405,0.14304785,0.89391259,0.88942511,0.00000000
-5.11755878,1.85747615,0.27268809,0.39149169,0.00017855,0.03406351,0.14121077,0.90839255,0.87248534,0.00000000
-5.11155578,1.84617854,0.26526117,0.38579304,0.00016128,0.03189332,0.13965245,0.92310023,0.85454286,0.00000000
-5.10555278,1.83454178,0.25768598,0.37989961,0.00014479,0.02974641,0.13838616,0.93802497,0.83583668,0.00000000
-5.09954977,1.82280528,0.25004982,0.37387588,0.00012917,0.02764286,0.13741800,0.95313078,0.81659093,0.00000000
-5.09354677,1.81115031,0.24243167,0.36777514,0.00011450,0.02559964,0.13674634,0.96835400,0.79700872,0.00000000
-5.08754377,1.79969343,0.23490030,0.36163787,0.00010082,0.02363062,0.13636154,0.98360192,0.77726708,0.00000000
-5.08154077,1.78848238,0.22751289,0.35549072,0.00008820,0.02174665,0.13624595,0.99875243,0.75751301,0.00000000
-5.07553777,1.77749484,0.22031403,0.34934597,0.00007663,0.01995566,0.13637411,1.01365476,0.73786092,0.00000000
-5.06953477,1.76663968,0.21333522,0.34320165,0.00006613,0.01826301,0.13671337,1.02813131,0.71839136,0.00000000
-5.06353177,1.75576107,0.20659485,0.33704228,0.00005668,0.01667173,0.13722461,1.04198051,0.69915105,0.00000000
-5.05752876,1.74464480,0.20009864,0.33084009,0.00004824,0.01518290,0.13786328,1.05498065,0.68015439,0.00000000
-5.05152576,1.73302697,0.19384052,0.32455692,0.00004078,0.01379600,0.13858060,1.06689448,0.66138605,0.00000000
-5.04552276,1.72060445,0.18780387,0.31814646,0.00003423,0.01250925,0.13932486,1.07747456,0.64280488,0.00000000
-5.03951976,1.70704682,0.18196325,0.31155701,0.00002853,0.01131998,0.14004289,1.08646904,0.62434867,0.00000000
-5.03351676,1.69200936,0.17628628,0.30473440,0.00002361,0.01022492,0.14068151,1.09362778,0.60593981,0.00000000
-5.02751376,1.67514659,0.17073584,0.29762517,0.00001941,0.00922049,0.14118902,1.09870850,0.58749146,0.00000000
-5.02151076,1.65612594,0.16527239,0.29017972,0.00001584,0.00830302,0.14151665,1.10148295,0.56891407,0.00000000
-5.01550775,1.63464094,0.15985633,0.28235543,0.00001283,0.00746895,0.14161985,1.10174272,0.55012192,0.00000000
-5.00950475,1.61042363,0.15445040,0.27411947,0.00001033,0.00671501,0.14145959,1.09930461,0.53103946,0.00000000
-5.00350175,1.58325570,0.14902181,0.26545133,0.00000825,0.00603830,0.14100337,1.09401549,0.51160713,0.00000000
-4.99749875,1.55297789,0.14354432,0.25634480,0.00000655,0.00543644,0.14022611,1.08575643,0.49178640,0.00000000
-4.99149575,1.51949759,0.13799988,0.24680953,0.00000517,0.00490757,0.13911088,1.07444607,0.47156388,0.00000000
-4.98549275,1.48279418,0.13237999,0.23687178,0.00000406,0.00445044,0.13764933,1.06004315,0.45095423,0.00000000
-4.97948974,1.44292212,0.12668659,0.22657467,0.00000317,0.00406441,0.13584195,1.04254828,0.43000182,0.00000000
-4.97348674,1.40001167,0.12093254,0.21597766,0.00000247,0.00374945,0.13369817,1.02200473,0.40878101,0.00000000
-4.96748374,1.35426731,0.11514159,0.20515544,0.00000193,0.00350614,0.13123613,0.99849850,0.38739509,0.00000000
-4.96148074,1.30596405,0.10934793,0.19419614,0.00000153,0.00333565,0.12848234,0.97215757,0.36597396,0.00000000
-4.95547774,1.25544161,0.10359528,0.18319912,0.00000124,0.00323965,0.12547108,0.94315035,0.34467056,0.00000000
-4.94947474,1.20309703,0.09793570,0.17227224,0.00000105,0.00322032,0.12224366,0.91168349,0.32365636,0.00000000
-4.94347174,1.14937579,0.09242796,0.16152892,0.00000095,0.00328023,0.11884749,0.87799902,0.30311601,0.00000000
-4.93746873,1.09476183,0.08713583,0.15108489,0.00000093,0.00342224,0.11533500,0.84237095,0.28324152,0.00000000
-4.93146573,1.03976696,0.08212613,0.14105504,0.00000100,0.00364945,0.11176243,0.80510134,0.26422603,0.00000000
-4.92546273,0.98491983,0.07746684,0.13155026,0.00000116,0.00396502,0.10818852,0.76651601,0.24625768,0.00000000
-4.91945973,0.93075508,0.07322515,0.12267448,0.00000142,0.00437203,0.10467315,0.72695987,0.22951366,0.00000000
-4.91345673,0.87780276,0.06946576,0.11452211,0.00000180,0.00487341,0.10127588,0.68679201,0.21415472,0.00000000
-4.90745373,0.82657854,0.06624933,0.10717577,0.00000233,0.00547170,0.09805456,0.64638076,0.20032043,0.00000000
-4.90145073,0.77757492,0.06363121,0.10070462,0.00000303,0.00616897,0.09506391,0.60609859,0.18812524,0.00000000
-4.89544772,0.73125368,0.06166052,0.09516312,0.00000396,0.00696664,0.09235424,0.56631718,0.17765556,0.00000000
-4.88944472,0.68803978,0.06037955,0.09059045,0.00000515,0.00786538,0.08997028,0.52740271,0.16896791,0.00000000
-4.88344172,0.64831682,0.05982352,0.08701041,0.00000667,0.00886505,0.08795015,0.48971137,0.16208822,0.00000000
-4.87743872,0.61242414,0.06002068,0.08443193,0.00000859,0.00996456,0.08632465,0.45358539,0.15701219,0.00000000
-4.87143572,0.58065553,0.06099273,0.08285012,0.00001100,0.01116190,0.08511665,0.41934944,0.15370677,0.00000000
-4.86543272,0.55325947,0.06275548,0.08224768,0.00001400,0.01245415,0.08434093,0.38730764,0.15211268,0.00000000
-4.85942971,0.53044083,0.06531971,0.08259684,0.00001771,0.01383750,0.08400419,0.35774109,0.15214765,0.00000000
-4.85342671,0.51236364,0.06869215,0.08386148,0.00002225,0.01530736,0.08410547,0.33090597,0.15371059,0.00000000
-4.84742371,0.49915482,0.07287646,0.08599950,0.00002777,0.01685849,0.08463670,0.30703211,0.15668612,0.00000000
-4.84142071,0.49090837,0.07787416,0.08896530,0.00003443,0.01848509,0.08558371,0.28632196,0.16094957,0.00000000
-4.83541771,0.48768977,0.08368537,0.09271220,0.00004242,0.02018100,0.08692726,0.26894999,0.16637206,0.00000000
-4.82941471,0.48954005,0.09030930,0.09719473,0.00005191,0.02193983,0.08864434,0.25506209,0.17282553,0.00000000
-4.82341171,0.49647928,0.09774439,0.10237063,0.00006312,0.02375504,0.09070946,0.24477518,0.18018743,0.00000000
-4.81740870,0.50850893,0.10598807,0.10820253,0.00007624,0.02562011,0.09309597,0.23817664,0.18834491,0.00000000
-4.81140570,0.52561288,0.11503605,0.11465913,0.00009150,0.02752848,0.09577731,0.23532352,0.19719831,0.00000000
-4.80540270,0.54775687,0.12488118,0.12171586,0.00010909,0.02947364,0.09872797,0.23624149,0.20666368,0.00000000
-4.79939970,0.57488614,0.13551185,0.12935493,0.00012923,0.03144895,0.10192436,0.24092341,0.21667442,0.00000000
-4.79339670,0.60692134,0.14691005,0.13756477,0.00015210,0.03344760,0.10534523,0.24932755,0.22718162,0.00000000
-4.78739370,0.64375285,0.15904913,0.14633888,0.00017786,0.03546234,0.10897180,0.26137550,0.23815345,0.00000000
-4.78139070,0.68523380,0.17189141,0.15567412,0.00020665,0.03748528,0.11278758,0.27694995,0.24957324,0.00000000
-4.77538769,0.73117211,0.18538577,0.16556850,0.00023854,0.03950765,0.11677773,0.29589244,0.26143665,0.00000000
-4.76938469,0.78132229,0.19946544,0.17601864,0.00027360,0.04151950,0.12092821,0.31800137,0.27374788,0.00000000
-4.76338169,0.83537750,0.21404614,0.18701697,0.00031179,0.04350955,0.12522460,0.34303050,0.28651516,0.00000000
-4.75737869,0.89296270,0.22902482,0.19854894,0.00035303,0.04546495,0.12965085,0.37068821,0.29974586,0.00000000
-4.75137569,0.95362949,0.24427902,0.21059031,0.00039717,0.04737125,0.13418786,0.40063788,0.31344143,0.00000000
-4.74537269,1.01685347,0.25966728,0.22310479,0.00044396,0.04921243,0.13881221,0.43249948,0.32759243,0.00000000
-4.73936968,1.08203468,0.27503036,0.23604221,0.00049309,0.05097106,0.14349497,0.46585279,0.34217412,0.00000000
-4.73336668,1.14850161,0.29019368,0.24933729,0.00054414,0.05262864,0.14820087,0.50024217,0.35714281,0.00000000
-4.72736368,1.21551898,0.30497072,0.26290929,0.00059663,0.05416600,0.15288776,0.53518308,0.37243324,0.00000000
-4.72136068,1.28229960,0.31916747,0.27666253,0.00065000,0.05556396,0.15750655,0.57017026,0.38795727,0.00000000
-4.71535768,1.34801994,0.33258772,0.29048784,0.00070360,0.05680398,0.16200167,0.60468735,0.40360403,0.00000000
-4.70935468,1.41183907,0.34503908,0.30426501,0.00075673,0.05786897,0.16631204,0.63821778,0.41924150,0.00000000
-4.70335168,1.47292046,0.35633942,0.31786608,0.00080865,0.05874414,0.17037244,0.67025658,0.43471974,0.00000000
-4.69734867,1.53045565,0.36632345,0.33115937,0.00085857,0.05941781,0.17411553,0.70032255,0.44987542,0.00000000
-4.69134567,1.58368892,0.37484924,0.34401418,0.00090570,0.05988221,0.17747405,0.72797048,0.46453767,0.00000000
-4.68534267,1.63194174,0.38180412,0.35630582,0.00094927,0.06013412,0.18038343,0.75280275,0.47853482,0.00000000
-4.67933967,1.67463590,0.38710994,0.36792083,0.00098851,0.06017546,0.18278450,0.77447994,0.49170189,0.00000000
-4.67333667,1.71131421,0.39072718,0.37876200,0.00102272,0.06001363,0.18462620,0.79272972,0.50388829,0.00000000
-4.66733367,1.74165763,0.39265776,0.38875313,0.00105125,0.05966160,0.18586824,0.80735395,0.51496539,0.00000000
-4.66133067,1.76549791,0.39294637,0.39784304,0.00107357,0.05913786,0.18648340,0.81823325,0.52483355,0.00000000
-4.65532766,1.78282513,0.39168020,0.40600881,0.00108923,0.05846603,0.18645952,0.82532912,0.53342825,0.00000000
-4.64932466,1.79378957,0.38898701,0.41325785,0.00109791,0.05767433,0.18580095,0.82868339,0.54072490,0.00000000
-4.64332166,1.79869773,0.38503161,0.41962884,0.00109944,0.05679473,0.18452947,0.82841487,0.54674206,0.00000000
